#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybdM//ptsG//mdtA//nanE//
GO_0006139_4	accC//nanR//ltaE//rsmG//pinR//ispB//yihO//mak//mdfA//yqgF//nlpA//rapA//fepB//yafS//rfaH//thiE//holD//ccmH//bglF//trkH//fau//nrfA//secB//pgaA//aroC//rlmJ//yfaV//lpd//ykfM//yqaE//tomB//carB//yieE//ycbU//casA//mltC//rhtC//murC//mdtN//rplP//yihR//ybeY//panB//yjjU//plsB//murF//uvrA//hycH//sulA//thiC//queD//yghU//ileS//selU//tonB//nanK//hybA//ung//mrdB//dppC//qseB//setC//ybeF//hokE//cynT//ligA//ampG//ansA//glpK//lpxB//cas1//fre//poxB//yibA//yafO//tolR//qseC//creC//fryB//alpA//ybcL//btuR//dnaX//oppD//rfaG//serS//cheZ//cas1//speF//tdcB//chbR//yqiG//yghU//prmA//acpS//hcp//ftsQ//elaB//dnaG//dgkA//yjcS//secM//prfA//dbpA//lysP//slyA//mdtI//ydeP//ydjL//tcdA//yhcF//rnlA//cyoB//prfC//lysS//polA//ycjQ//narZ//hprR//alaA//tcyN//mntS//ycaN//cysQ//rluF//thiC//ldrD//paoC//rho//thyA//aroB//fimG//yeiG//slyA//rpoD//kdsC//rfe//tolA//yfaV//shiA//tehB//yeiG//nadD//yhjG//sgcE//elaD//ccmG//uspB//yehB//focA//pdeL//gntR//recA//amiC//araH//rpsA//ybeY//tdcB//yfaE//ydhK//ytfE//galU//sstT//gpp//fepB//ftsA//ralR//menB//potI//rluA//hisC//deoA//idi//tynA//bipA//waaH//clsC//ydcZ//lpoB//fklB//ybhR//gstB//fucP//gabD//nhaA//ttdT//lptA//nanA//sucC//fabA//dcuR//rutA//yeiG//adk//rplC//chaC//lolA//baeS//rlmC//pepN//pyrD//ghxP//brnQ//gloB//yadC//ycjR//sgcC//slyA//yigB//yggT//pdxA//pth//bamB//sugE//secB//psd//thiC//rihB//amtB//murB//malP//potG//ybgQ//lexA//yehP//hokB//clsC//fur//infC//rppH//recN//rplY//bepA//fic//nrfD//mngB//ykgM//ybcC//tauD//dppB//adhE//ribB//galU//dam//yafO//hisM//hypC//livH//rlmG//nfuA//fucA//sdhE//ybdH//sdaC//mdtB//nlpA//ivbL//crfC//mdfA//murI//ompW//hokB//ldtA//gatA//gloA//exbB//treF//sapB//argP//frwC//scpB//dapF//gcvR//ybiO//dhaM//rfbD//hslR//hprR//insB-4//waaG//hyi//pdxB//ycjD//rpnD//nepI//acnA//recB//glsA2//yfeX//yfcF//yjhB//ubiJ//accB//yedX//tdcG//ydiR//narV//bioD2//secB//pyrB//borD//pstA//rraA//kefC//ynbB//ydjJ//dcd//dnaA//ftnA//ycdY//ybjC//hsdM//codA//pflC//dxr//abgR//ydeI//hflC//fdoI//phnJ//deoB//oxc//mrp//eptC//casE//hsrA//ybcJ//ybjN//artM//metI//dnaQ//tus//yfeX//mltB//torZ//yhbX//rplB//cof//rplT//yoaA//helD//otsA//ulaF//pdxA//hisC//suhB//tdh//alsC//queG//yfeW//rseP//panZ//yigL//hipA//yjjV//pliG//tas//tamB//pykA//hupA//sohB//pepA//phoU//bluR//hsrA//citG//nanA//ndh//rpsH//agaS//ybhF//rcnB//znuB//glnD//folA//ibsC//srlD//fepG//mtn//rfaB//lacY//topAI//add//uxaB//fimD//spy//rzoD//nhaA//chpS//yjiR//mdtN//tnaC//kbp//rarA//fecD//fucO//glsA//fic//mntP//mrcB//gloC//glxK//creB//lamB//acpT//ygjH//tbpA//araD//yidQ//rtcR//cca//infB//rpsN//ycbB//ykfM//argT//aroP//yeeA//rnlB//mdh//tusA//lnt//osmE//gmk//mrp//aspA//cobU//glgS//gmk//uxaB//potB//ilvM//dgcE//yraJ//rimP//malP//ydcZ//fepB//zwf//yfaU//opgH//cas3//selA//ydjM//ybaO//arcB//yeeJ//hisS//btuD//dps//ybbN//sfsB//flgM//lsrA//ddlB//rpsH//mdtM//malG//cadB//cynS//ribA//citT//gntP//yedL//fimI//hupA//yqgF//cpsB//yfeD//mtlR//ymgA//rffG//hybC//xisE//yeiG//nanA//pbpG//rfaE//hyaA//vsr//gntK//slyD//pliG//paaG//prc//ybhG//ubiD//agaS//mdaB//uspG//ptrA//pgl//mmuM//opgC//gcvR//rodZ//arsC//coaE//rplK//tbpA//nrdR//queE//rbsD//prmB//ycdX//dbpA//aphA//tpiA//uspE//menI//purC//mazG//hdeA//nagZ//yidH//djlC//glsA2//etk//yodD//nagC//allD//yagF//glgP//map//rpsE//ompR//mak//lyxK//lexA//cheZ//pdhR//mdoG//pmbA//yhjD//modB//sufB//ybgI//frmB//guaA//lolA//hslR//xseB//yciG//rclB//btuF//acrF//ltaE//rssA//hflX//cmk//nrfA//acrZ//ydfH//msrB//yjcO//nadD//nudC//gcvH//gntK//yfeD//ypdC//crp//ymjB//hybG//yaiP//yfiE//amiA//fieF//lpxB//ulaA//rseC//csgG//kduD//yggD//argD//trpS//fbaA//cysW//fabG//ymjB//ychH//decR//caiF//yfeO//glrR//lnt//insI3//frlA//chbA//pgk//mntS//purR//secA//nudB//mrdA//zraR//yjcS//gadX//xapR//groS//intS//fiu//yfcS//gloB//queA//xapB//sdhD//tufA//ydhK//msrB//chbG//sapF//cmoA//
GO_0006140_6	yejB//yciE//
GO_0006144_6	gpt//pheT//speG//intF//aceF//yneE//yehP//basR//yneL//metF//
GO_0006145_7	lldP//rcnR//flgI//bamD//
GO_0006146_8	ygeV//basR//
GO_0006148_9	hokE//
GO_0006149_9	chaA//
GO_0006150_9	cheW//
GO_0006152_7	pyrL//yihO//codB//recT//higA//mreC//
GO_0006154_6	purU//
GO_0006161_9	epmA//
GO_0006163_6	sbmC//dut//elaB//srkA//ybaK//ttdA//lacI//yraN//yghG//tauA//proQ//kefG//znuA//hisC//ybhD//crfC//arnA//rihA//iscS//fimI//metI//fixB//mtfA//frvR//napA//acrZ//pitB//yaaU//ortT//gshB//ycbX//bacA//narL//hprS//tesB//rpsB//metK//spy//frmB//ratA//fucO//waaL//nrdR//rfaF//yjjG//yjfP//sbcC//rfaB//kdsA//yehD//dppF//aroF//yddA//yciK//
GO_0006164_7	abgR//yahK//tolR//idnD//nikC//bioF//gpmM//malI//rpoS//dinQ//entD//ppsR//rpnB//mutT//metR//envR//treR//ansB//yjjG//lysR//sfsA//chbA//ftsP//ybiI//rpnC//tgt//cyoB//lpxH//adhP//tag//ibsE//kdsC//argR//ybfE//azoR//intS//modC//appC//fecA//queD//
GO_0006165_7	hicA//miaB//ybcF//wecA//blr//metR//ttdB//trmA//rplE//yneE//ycjR//iaaA//umpG//cas2//hcaC//truC//yhcF//trmO//yieK//
GO_0006166_6	ydiQ//gspE//
GO_0006167_6	lepB//
GO_0006168_7	yghO//hemG//
GO_0006171_9	rhaM//
GO_0006172_9	yiaL//
GO_0006177_9	rsmF//rpsE//tusD//
GO_0006178_7	narV//
GO_0006183_9	lptC//
GO_0006188_9	pstC//eutD//ygjH//ccmD//
GO_0006189_10	lnt//crp//
GO_0006195_7	livJ//yhcH//
GO_0006203_8	phoQ//tamA//
GO_0006206_6	galS//glgP//ackA//yfhM//ypdB//bglH//mltC//yfaL//pyrD//blc//trmL//livG//dsbC//yajD//yhjD//ansB//ydgA//tqsA//hypE//nanT//yphD//yceO//nuoB//mepH//clsA//spy//
GO_0006207_8	hisC//hypT//pgaD//asr//serC//
GO_0006208_7	pyrC//kefC//alpA//waaH//cspE//glnL//yqjI//lgoT//ssuC//yijO//yqhD//sufA//ccmD//
GO_0006209_6	insH-5//
GO_0006210_8	gloC//
GO_0006212_6	grcA//hyaB//glpD//rutA//purC//ybhF//dcuS//puuC//frvB//lptG//fabG//
GO_0006213_6	ydcT//prkB//glpD//hyi//ycfJ//lldD//ddpA//glpR//eutB//lpoB//chbB//zupT//mhpA//yeeA//yhjG//tatC//
GO_0006216_9	cueO//
GO_0006217_9	glnQ//
GO_0006218_9	napC//
GO_0006220_6	chpB//speC//tatE//rutB//lyxK//thrB//nagD//ybbW//flhA//wrbA//fadR//diaA//mtlD//yihP//galP//argB//mntH//nrdR//livJ//topA//
GO_0006221_7	rlmN//pdxB//manY//aes//ymgF//higB//yfcS//argK//frr//rffH//phoE//yqhD//cbtA//
GO_0006222_9	nudF//
GO_0006225_9	nikB//
GO_0006226_9	yqeF//mdtI//
GO_0006227_9	elbB//
GO_0006231_9	yoaA//
GO_0006233_9	cheB//
GO_0006235_9	gntU//
GO_0006241_9	uxaB//
GO_0006244_7	hinT//ompG//rpnC//eutN//prfB//basS//prkB//
GO_0006259_5	torS//rplB//viaA//mdtO//murQ//qorA//rseB//rlmG//fimH//yfaU//lepA//ycgR//thiD//ydcZ//grcA//lpoA//mutM//mlaD//ldcA//yaaY//sgbH//tmcA//ydfH//rpsL//priA//trpE//torC//ydjL//ydiB//smrA//abpB//smpB//rplS//sdhB//rplC//sad//acpH//exuT//cdaR//ydeM//uvrA//nhaR//yphC//envC//ilvN//fliA//macA//fur//malK//rfaF//nrdH//hycB//cas3//ymfA//ypdF//nuoF//grxD//ydiQ//tyrB//caiT//ligB//rfbD//glnS//rplY//paoC//wbbK//thrB//diaA//yjfP//alsK//sgrR//hicB//ypjD//yfcA//fkpB//lysS//trmH//uhpA//bhsA//yqaB//sapF//lpoB//secA//lrhA//livJ//gcd//srlB//hscA//ftsY//yghB//uxaA//leuD//rpsJ//fbaA//yhdX//glmU//sodA//rarA//yojI//yraI//yidP//flhC//fimG//melR//intE//yeeO//mreC//ybfE//tolC//elaA//mdtF//mtgA//yjjB//hsdM//recO//yehB//artQ//bdcA//ygeV//allS//yihT//blc//yacG//nrfF//rspB//mdtA//tisB//frmB//yjhC//yiiE//ulaB//exbD//fliA//opgC//degQ//nsrR//fliD//rpsE//shiA//ybhF//tpiA//glnD//glpA//ygeV//rhmD//casD//gatA//gpmA//
GO_0006260_6	mgrB//iscX//accA//sxy//yejB//glpC//rsmA//ubiC//pdxY//torR//dgoR//gltI//puuA//ypdA//zapD//lacZ//nemR//rzoR//eptB//hypT//lysU//
GO_0006261_7	murQ//cmtA//macB//ybcQ//mglB//rclC//yiiD//tsr//ugpB//lapB//aroL//ugpA//
GO_0006265_6	katE//tsaD//dnaX//lysS//lacZ//
GO_0006266_6	murC//ldtE//folE//
GO_0006267_5	pbpC//
GO_0006268_9	umpH//fecA//yraI//
GO_0006269_6	codB//
GO_0006270_6	rfaE//pyrL//cytR//yceO//recQ//oppC//
GO_0006271_7	yojI//symE//zapA//
GO_0006274_6	purA//
GO_0006275_7	uof//bglB//bcp//lpp//pck//degP//mhpD//ilvE//spy//
GO_0006276_3	bglA//sthA//yahD//ttdT//tesB//aspS//clsB//glcE//
GO_0006281_6	rseB//ftsB//yjiY//mtnN//aroG//holB//ibsD//nimR//elaB//qseC//hisQ//ffh//lysU//cysA//queF//puuR//treR//yeiL//ybjG//ppc//cdd//gltX//fhuB//rluD//nrfC//fucO//elbB//comR//ydcM//sgcX//tilS//lrhA//ybjI//yhjV//trkG//sanA//yfaE//yfbU//rhaS//sufA//ibsE//solA//sugE//xanP//tas//tus//tmk//dapA//rhtA//eno//rclA//rimK//cbl//cbeA//oppD//
GO_0006283_8	dnaA//
GO_0006284_7	gsiB//yqhC//ffh//plsB//rpoH//lptF//
GO_0006285_6	hyfF//yihQ//yfeW//argR//rcsB//
GO_0006288_8	argK//yjiY//
GO_0006289_7	yciH//hda//
GO_0006298_7	pphB//citG//nfuA//dppC//cmoB//apt//ugpC//fur//chbC//yhaV//
GO_0006301_7	parC//apaH//yjjQ//icd//
GO_0006302_7	dmsB//mdtE//eutN//ftnA//yidL//trmD//fes//tnaA//chiP//
GO_0006304_6	oppC//yibH//adeP//argG//insA-1//paaE//ybjC//pdhR//ihfB//
GO_0006305_7	ybhD//melA//dnaK//narI//
GO_0006306_5	galE//curA//purU//fhuB//
GO_0006307_8	deoA//queG//fimG//mgsA//pliG//
GO_0006308_6	soxS//ykfI//narI//ccmA//tcyJ//comR//mcbA//mdtM//wecA//ftsE//pgrR//gsiB//
GO_0006310_6	yneL//sgcA//phoU//rutA//yahI//cheB//hfq//nfi//purA//murA//prpB//yqjH//yjjW//potA//leuA//insH-6//fdoH//yiaB//ftsI//cspB//malX//dapF//tdh//sdaC//torI//yfdG//gapC//ompW//arsR//dbpA//rseC//rpsL//aroG//cysG//scpC//gatA//aaeR//lsrK//hsrA//tatE//folM//ybhG//fdhE//
GO_0006313_4	recA//rhaA//ugpC//yfeO//hrsA//nrdG//yhjX//
GO_0006323_7	yegV//
GO_0006325_4	dnaN//
GO_0006351_6	pdxK//yciK//ybdG//prs//napF//secB//narL//apt//rarA//nhaB//hycB//rutB//ddpX//purT//rpsN//cusS//motA//tamA//ulaF//ynbC//yjhI//hypT//mrcA//abpB//ttdT//moaE//folX//glsA2//gstB//mdtE//fadR//acnA//ybhD//tus//yieF//kch//nadC//ahr//borD//rfaH//msrA//yafN//pgaD//cdgI//pckA//pdxK//narL//frmB//cadC//cydB//fliM//yiaJ//modB//arcB//ybgP//envC//gatB//rpsS//yjjX//chbR//yhbS//mntR//sucA//glgA//ygfA//paaB//dpiA//ibsE//tap//caiB//mnmG//cheB//nlpD//sseA//aroP//mocA//gapC//rapZ//arfA//yobF//ldtC//ubiH//pstA//tdcF//sbp//pinR//uspB//nuoB//proS//bfr//bdcA//ydaN//hisD//tcyJ//ihfA//srlA//malX//phoB//pyrD//yadG//patA//fepC//dcp//osmY//ybbY//lexA//nsrR//kduI//greB//alsA//sfmA//pdeH//ydcI//yfdC//tig//dcuB//cmoA//ndh//ispG//
GO_0006352_7	dsdX//mtlR//ssuE//zapB//
GO_0006353_7	fabG//nikD//
GO_0006354_7	hypB//folE//wzzB//
GO_0006355_7	cpxA//dcuA//lpxL//lnt//dnaG//glsB//epmC//sufA//dapB//cedA//cyoA//tnaB//rlmL//cspD//yfaE//folE//tusC//ycbX//cysG//gsiD//abpA//pyrB//alkB//yaaA//fdhF//narI//recR//mdtJ//argB//yghW//ydcM//yebQ//mnmC//chiP//ydiV//sgbU//raiA//moaD//yfaL//clpA//yahK//yehY//yqeG//ilvL//secB//minC//edd//puuA//phnM//caiT//rpsG//thiD//galT//rclB//rbfA//nlpA//hda//yghG//rpnA//pcnB//srlR//selA//sbcB//hfq//mlaE//glcB//moeA//slt//ynjA//insK//dppF//proX//ompT//yeaD//fliD//cusB//fdhF//lysC//hflK//orn//ampH//yqiJ//eutD//wzc//glnL//lplT//btuC//casC//citE//aldA//rof//rplQ//ccmE//mipA//entH//aspC//rcdA//ackA//insA-2//rssB//glgX//pstC//ycjD//viaA//rplJ//glmU//miaB//nmpC//nanT//lrhA//malY//cbtA//fdnI//dhaR//phnO//cysC//fucK//hypB//dacC//glgX//gadW//arnA//leuA//cydA//dinQ//acs//fadR//ynjA//emrB//rdgC//yqjA//baeS//clpA//eutB//narV//btuF//cmk//dacC//pth//gudD//symE//dhaM//purR//waaG//truD//yaaJ//rlpA//yiaO//hofP//ycjU//sgbH//dadA//manA//ligB//gadC//cdsA//prpB//mcbA//cirA//fau//oppD//sixA//hisS//cfa//gabD//lldD//mhpB//umuD//dosP//hsdM//fcl//ynfE//djlC//tdcE//baeR//sxy//potG//pgaD//waaP//yqiI//nac//iclR//pstB//minD//guaA//rpsI//ygdG//nrdE//csgE//yggT//hybO//yjjW//smrA//dppB//astB//yjgX//pbpG//glpR//treC//yohD//araC//tsaE//fumA//sfsB//ybhF//alsB//codB//phnG//recN//grxD//wecC//copA//murC//ygjR//mlaB//hdeA//yqhD//ybjG//mltB//pepQ//pepA//aidB//yebZ//hokE//lhr//srlB//mngA//cobC//yehY//tusA//ccmH//rplC//pyrD//csgD//rhoL//ftsZ//cspE//sgbH//yfbR//rcsF//rfaC//dfp//yddG//tisB//yfjR//ydjE//cirA//yfcP//nth//ebgR//ugd//pntA//tsaD//cycA//gdhA//yddM//alsB//ynhF//uvrD//cusC//fruK//
GO_0006357_8	pepA//
GO_0006364_9	ompG//bioA//fepB//selB//yfiF//xthA//atpE//actP//rlmI//mtlR//pyrC//emrD//yjhG//potE//gntT//hcaD//brnQ//sfmF//fdoH//uspC//yihS//nrfB//lptB//moeA//truA//ynbB//tesB//ydgA//rpnC//intS//rimJ//glnD//yjhG//yhcF//artQ//ydeP//mutH//argC//ybaQ//yqaE//agaB//mdtC//wcaJ//
GO_0006378_8	dgcM//rpiR//
GO_0006379_8	ompW//
GO_0006382_8	lysU//
GO_0006396_7	ugpC//thiD//ghoT//hypD//glnK//mlaC//rpsM//azoR//ybhS//ygdG//araH//aroE//ybbW//yidR//folM//pykF//ydcM//rnhA//yfeW//aaeA//ycfJ//yhbQ//ihfB//ilvM//ynbC//secE//tauC//sfmC//clsC//yjhC//purU//rpsI//gntR//fabB//kbaZ//melA//prs//ulaE//prfC//tamB//dmlR//yghB//cusR//dsdA//ynfE//sbcD//dinI//entH//holE//htpG//frdC//asnB//yceK//casA//pckA//zitB//bfr//yjhP//dcuB//yfdR//nhaB//nei//rluA//zapE//lpxK//gatA//mazG//mqsR//gatA//uacT//ulaB//waaS//yhiM//yciT//ribC//glcF//pyrD//relE//waaS//gyrB//gspF//tsaC//atpH//yfbU//fruB//lldD//pspC//nudG//dnaJ//nac//bfr//fhuC//cbeA//rfaC//araF//ynfH//leuA//acrF//ompA//kdsD//lpp//rfaH//
GO_0006397_8	ybiS//atpE//rph//
GO_0006399_8	ribF//insK//yfgJ//grcA//mrcB//yajQ//phnI//rlmA//lptB//rimK//amyA//pstS//serS//nirB//lrp//flgB//gabD//ybjX//mglA//hslU//bioC//hdeD//ydaV//yidQ//flgM//ibsD//potG//rimL//argA//agaV//appB//yjcE//tsaD//bglX//secF//yjhB//alaS//yibH//proW//sapC//nagK//fepE//rpnD//dgoR//pstC//gltI//recQ//pyrE//acrF//yqgF//yigL//gadX//mltG//ispF//pnp//yghG//exbB//gudX//fliK//tbpA//rbsR//yiaB//ftsL//ybiW//argA//tnaA//yebG//alsA//argF//cas2//mdlA//cpoB//flgK//yidK//gspJ//miaA//yqhC//paaJ//mlc//yadM//hyaC//minD//
GO_0006400_7	bioP//yjjW//ghrB//slt//ilvE//gntR//dnaN//ybgI//def//yjbB//metI//cheB//araC//ompG//envR//hisH//mgrB//nudF//cspI//xseA//mepS//yggE//accD//arcA//pyrC//moeB//puuC//rpoE//yadI//insH-5//gcvT//ybjN//tas//yebC//rfaC//yjeH//uup//trxC//uhpA//hycB//mntH//truC//rpiA//moaA//pyrH//hemD//insF-1//entC//araB//
GO_0006401_6	serC//ssuA//aroA//ydjH//ybjG//alaE//yceK//mutL//panF//moaA//flgM//tdcF//yjbB//proW//thiD//chbF//ftsE//atpE//rapZ//yadN//yiiM//mcbA//
GO_0006402_7	yneE//hcaB//gstA//yggN//rlmA//ravA//glxK//ydcZ//yneJ//glcA//hns//
GO_0006412_6	yafS//mepH//yqeA//rzpD//ptrA//rdgC//wza//leuB//yfgI//nrfF//ygbM//yohD//iraP//leuO//fryC//chbB//pflC//mdtE//pspA//dgcQ//ibsB//slyD//hlyE//gph//ykfM//phoR//glmS//ispG//yfiC//glxR//yggP//yqjH//dbpA//yqhD//etk//yjaZ//prmB//tnaB//ulaR//ihfA//ispB//rluE//mog//narZ//cpxP//secD//nanR//rssA//melB//glsA1//iraD//
GO_0006413_4	dam//secA//ygaZ//
GO_0006414_6	malS//mdtA//arsC//cheA//ggt//dgoA//rluE//iraP//rbsR//
GO_0006415_7	iscS//ybaE//gatZ//rpsM//dgoD//yhgF//ybfA//
GO_0006417_7	livF//fhlA//csgB//feaB//moaC//glsA//yjhH//amiD//dxs//uxuA//yjaZ//rfbX//acpS//thiM//glnA//hisG//npr//yggF//astC//galT//yhjC//zur//yhbS//ompF//pstB//pflC//csdE//ribA//trmL//ldcC//mepS//btuD//recE//abgA//dosP//rplO//tdcA//rihB//fryC//
GO_0006418_7	ybaT//ldrD//dkgA//rcnA//fdhD//mscM//fhuC//hyaA//fabD//ycjY//rpsJ//elbB//fixB//arnD//ldtA//yciF//casB//ybhS//uspG//ubiJ//murC//cysE//envR//rlmM//acpT//
GO_0006419_8	lplT//
GO_0006420_8	gnsB//
GO_0006421_8	potB//
GO_0006422_8	slmA//
GO_0006423_8	proQ//
GO_0006424_8	cycA//frdA//
GO_0006425_8	rcdA//
GO_0006427_8	fucP//
GO_0006428_8	rsmH//
GO_0006429_8	srkA//
GO_0006430_8	prkB//aaeR//
GO_0006431_8	yigB//
GO_0006432_8	ybiH//rseB//
GO_0006433_8	tdcG//
GO_0006434_8	metN//
GO_0006435_8	sucB//
GO_0006436_8	etk//
GO_0006437_8	ygaZ//
GO_0006438_8	moaD//
GO_0006446_8	lolC//cycA//manX//phoP//acrE//pgsA//prkB//
GO_0006448_8	tusB//cdaR//hyaB//prc//yhhZ//
GO_0006450_4	yqhD//araD//higB//gltB//pinE//panE//cpdA//yjhB//torR//ymfK//
GO_0006451_7	ygcR//
GO_0006457_3	cueR//hycA//speF//rpmB//menE//sbp//proQ//yfcQ//tamA//mlaB//rpiB//menE//yjhH//narV//eutB//ltaE//csrD//ansA//aldB//torI//yqaE//frmR//rutR//prfB//pphA//gpt//plaP//yobF//allR//yraK//frmA//ghoT//ycfS//argT//pdxB//srkA//trmI//ycjD//selD//tabA//
GO_0006458_4	nikC//tcyP//tsaC//cydB//nemA//asd//epmA//truA//
GO_0006464_6	tsaC//mdtF//tag//aroE//ybiT//yobA//mlaD//pncB//argI//yeaK//rimO//zapE//glxK//flgK//yddG//hxpA//hrsA//wcaB//fliL//yadN//maa//ydhQ//murB//alsA//yfiC//nudF//metG//glpT//msrB//yidQ//rpsE//csiD//lptB//ubiE//crl//epmA//crr//mngB//ybgI//abgB//ccmD//yjbE//alr//asnS//cdd//nikE//mmuM//lplT//ychF//pstC//cobB//tktA//hipA//rnlA//thiD//yjcO//comR//gyrB//arnA//plaP//phnL//mutT//selU//moaA//hypD//luxS//atpG//tolQ//yoeE//frdB//rne//bioP//hsdR//cyoC//flgA//eptC//ybdN//tqsA//phoB//fliM//astC//dhaL//bioD//tdcE//holE//groS//rsmD//rzoR//ansA//ttcA//leuD//amiB//ttcA//tamB//tdcG//dinB//queC//nuoE//yedL//glpR//bioF//ypdI//lysS//abgR//pldB//hofQ//lpoA//cysI//pstA//dctR//hrsA//tpx//gatD//hypB//wrbA//opgG//pgk//bolA//lptG//eutN//hisC//maoP//yafC//nrdE//dnaQ//entF//lpxT//mppA//yehU//abgB//glnA//nikE//cadA//gstA//hsrA//ebgA//mukB//hsdM//yfdO//ldcA//rlmE//betI//
GO_0006465_6	rutE//pbpG//yefM//
GO_0006468_7	kdpC//slyD//ygcR//rimL//tnaA//mppA//lepA//puuC//yggE//fadA//bioP//cvrA//metC//yedF//deoR//gudP//ribA//zntR//ompW//spoT//yhdW//xseA//fimI//accD//intE//tauA//ybeF//ytfQ//galP//sstT//fliT//ccmC//torY//nlpA//gltD//ybjC//ycjQ//galM//tufB//intZ//iclR//dinD//alkA//glrK//accB//codA//hisQ//cspD//adeQ//trg//oxc//ygbI//bioF//
GO_0006470_7	yafN//qseB//sulA//glyS//hofQ//rspB//alsA//ybdO//ydaC//dnaK//ybfE//ggt//ccmH//sthA//ldtB//tdcF//
GO_0006473_8	puuE//pdeR//rbn//hisD//mpaA//tcyN//pflB//ybaE//citE//ibsB//aaeB//ymgC//
GO_0006474_6	fadI//kdsC//cdsA//pgi//slt//
GO_0006475_9	rusA//hybB//
GO_0006476_8	ygeV//recG//speC//
GO_0006479_5	thrL//gluQ//bglF//yaaU//entS//decR//cyoA//emrY//
GO_0006480_6	tsf//
GO_0006486_5	dgoT//
GO_0006490_5	intS//
GO_0006497_7	rsmJ//
GO_0006508_5	mepH//nagB//dgcZ//yggX//sbcD//hycA//yehZ//yjjW//tsaC//moeB//ppiD//ispA//ybgQ//mrcB//sdhE//serC//pyrG//era//hyfA//tyrA//hipB//yqeA//sbmA//yfcU//sdhB//yraI//pphB//glnH//frlB//hypF//tabA//cyaA//rplT//caiD//ycfS//lrhA//tdcG//moaC//rpmJ//ggt//ilvN//bepA//yfeD//bioP//csgB//cbpM//ccmG//pdxJ//sspA//glnQ//emrD//entE//glvC//lgoD//yeaV//
GO_0006515_7	yehB//hslV//yeaD//panF//
GO_0006517_6	srkA//lptE//potB//eutD//
GO_0006518_5	cadB//yidC//rhmR//yfdO//rrrQ//hybB//sufC//amtB//rlmH//ppiA//ygiV//waaJ//menE//yhjV//dacC//moaA//ptsG//glpF//ribC//fdrA//cysQ//queC//rraB//rsmG//gadE//srlR//yhjD//yafQ//yeaE//narZ//ycaN//yiaM//lpxL//fabI//scpC//metL//frvR//tonB//opgE//diaA//cusC//idnD//fimC//caiF//yfaE//nagD//ascG//pnp//leuE//osmC//yahI//mobA//sulA//fucA//aas//tdcG//ybcQ//degS//ybdN//flgD//lnt//ydjK//paaD//gpmA//nlpA//fadD//uvrA//pdxB//fadI//sodA//lacI//nrdH//entB//cbtA//yojI//glmU//dapA//
GO_0006520_4	hfq//yfcQ//cmtA//dbpA//hofM//sufB//pyrH//agaI//gmk//plsB//entD//nikE//proQ//torC//yiiD//pgpB//cynX//yjjI//yafS//nadD//rpnD//tatC//gstA//yfiC//yccS//yqeF//kbaY//ygbM//dedD//phnP//metB//ompW//gltS//mak//rpmH//recN//allS//purC//yfiC//lasT//lolD//cobT//yibA//atoS//panB//gspF//rcsA//yjjI//yejE//deoR//yraH//queG//galK//murP//yfdS//rsmH//yddL//ratA//wzyE//ccmD//ulaD//glxK//bamD//acrD//melB//nudF//dhaR//zapA//mdtA//cysQ//endA//yehC//birA//yciA//nuoN//pbpC//ybcF//frmB//insI4//sutR//kbp//mdtL//ccmD//mrcA//speC//malF//ynfK//wecE//ribC//essD//curA//adeD//rarD//ilvH//menE//phnJ//nagK//cpdB//tnaB//lysC//gadC//ompN//cysA//ibaG//exuR//rsmG//yeeY//rph//rpsH//dps//ibsE//nadD//zinT//rzpR//appA//manY//nusA//araF//osmY//rclA//map//lysP//bluR//yjhG//hdfR//ompT//nupX//thiL//mreB//dctA//ddpA//dinI//ydiP//fimA//rutC//rbsR//manY//mnmA//plaP//ybgQ//lspA//pckA//yggN//flgB//yjjU//chpB//lpxL//acrD//eptC//yggD//gltX//insE-1//yjcO//gltD//mrcB//menI//thyA//dgcM//mlaE//nlpA//prs//truD//agaV//ppk//waaA//sucA//helD//rhsD//dtpA//pspG//dbpA//dnaC//ydaC//feoA//dicC//mutL//yehA//hokB//yadK//bioA//mlaF//hslU//murE//hslV//gltI//yidP//gatZ//panD//pagP//pppA//prfB//yghO//uxuR//tadA//fdoI//yiaJ//rpsM//trkA//yjaZ//wecE//mnmC//rpsP//
GO_0006521_6	chaA//mutL//paaE//
GO_0006522_7	nupG//tnaB//pyrE//oxyR//mdtC//oxc//yqcG//
GO_0006523_8	asnS//feoB//rpsH//dppB//
GO_0006524_8	paaA//ychF//eamB//
GO_0006525_7	truC//tap//bioH//gltL//ygiS//gshA//thiL//yaaA//betA//gatZ//holD//hinT//narY//murD//lpxK//gloC//cheY//yfbR//fecD//apaH//ybgQ//
GO_0006526_8	iscS//ddpX//arnA//paaC//gltS//gspJ//hxpA//prfC//fetA//pgpC//nepI//pykA//yrfG//
GO_0006527_8	cadC//yqiI//lepA//cysB//cysU//ybbW//yjaZ//cueO//asr//
GO_0006528_6	ubiG//yefM//yodD//thiP//
GO_0006529_7	mdfA//ygjH//
GO_0006530_7	fryA//umuD//
GO_0006531_7	yagI//yneE//csdE//cecR//cirA//astC//mcrA//cdaR//
GO_0006532_8	envY//intS//
