#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	obgE//queD//csiD//nlpE//
GO_0006139_4	nrfF//agaR//dnaB//torY//aroG//ribB//pntA//gapC//ribF//yjhP//mngA//flgC//gloB//yebQ//tas//yfeW//amyA//araG//mntS//feoA//ompF//ulaR//mhpR//ilvA//sgcX//mdtQ//uof//higB//cysB//dinB//yefM//cusF//rna//lacZ//ulaA//tusC//mnmA//glmU//ilvA//ligB//tus//pyrL//yhbX//fucK//kdpA//pal//sdiA//mqsR//lldD//yagE//chaA//fdhD//bcsQ//pykF//yiiD//phoB//yfiC//fabB//wecA//yeaV//rpnA//crl//lldD//hexR//cbpM//fhuF//mpaA//rpsD//tolC//cysA//yggD//glk//dnaA//nsrR//trpB//entB//treR//ftsE//suhB//relB//pgaD//ridA//modC//murI//tbpA//trkH//ycfL//queC//gph//tilS//fixA//insI-1//xylB//ispF//nikA//epmC//yihL//aroH//gcvR//gpsA//ompT//cedA//cysK//nth//gadE//sbp//helD//hyfF//setC//nirB//yeaG//cadC//artJ//kefG//aroK//cecR//ndk//hcaF//prfB//folC//yhhT//fdoG//yjhG//yfbU//nikA//mnmA//dinQ//dnaN//yhaO//phoQ//ydbK//pphB//yijO//uhpB//ybdO//alsE//citE//waaZ//ydjE//yfdK//narQ//glpT//ilvL//rpe//lysS//hdhA//yciA//rbbA//luxS//frmR//yhaJ//nuoM//deaD//rlmL//mutT//mqsA//pbpG//flhD//mmuP//ydjL//nrdE//sgbE//yafC//recQ//dcd//ybiH//csgE//flhC//flgA//fucI//udk//yihT//ubiG//ymdB//wcaJ//polA//atpC//eco//rcsC//fhuF//yacG//ygeR//greA//topAI//mppA//rep//rnlB//lsrG//bglJ//narI//dinQ//pgaA//ihfA//fecA//dxr//pyrH//luxS//speE//ppsA//fruK//elaD//fumB//alaC//nrdR//tilS//casC//dedD//nadA//modC//wecB//malK//rlmJ//waaO//ccmD//yhaC//yddL//setC//hisG//hybB//eno//potD//yqgF//radA//artQ//uxaB//dacB//yebQ//cysH//feoB//blr//recR//kbaZ//melR//dacD//zinT//fhuC//gpsA//lpxB//sdhB//clpP//metI//ycaO//nusA//yfjR//lptA//gpsA//rpsA//yrdA//tonB//ydjE//ypdF//tufB//frmB//ykgM//yehT//bcr//recJ//yhfS//psd//yecS//pck//umpG//oppD//skp//bglJ//yedF//rimP//entH//zraS//cusF//yfiR//cheB//map//ihfB//yhaJ//edd//ribB//xerD//lrhA//allS//ytfR//aspS//zapD//yhcD//ycbB//yqjA//speG//rpsN//yggF//ycjU//fimC//rpnC//appC//recO//yhgH//hemA//solA//glrR//flgH//ygaZ//pgi//pdxA//entC//ycdY//cysW//fadD//lpxT//potH//pheA//waaC//glpK//sgcC//ribC//rpsB//hcaF//yafQ//aidB//zipA//yadV//ugpB//yhhY//ccmD//ubiA//paaA//hemG//rplD//rutG//radD//yrbG//yagF//rcsD//pdxK//sgbE//csgG//arnD//yadI//fepA//nlpA//bssR//chbG//aroG//hlyE//csgF//cysB//dgt//cdaR//yciK//murI//pgaD//kduI//rusA//opgC//panC//intZ//ykgM//rhaD//cobU//moaC//rnhB//paaD//lplT//npr//tufA//astB//cyoD//thiH//cyoE//ynaI//yrbG//abgT//mug//nrfA//accD//nuoN//yebK//tar//hypT//ugpE//spy//ydiV//nagA//pagP//lsrB//yhjB//mtlD//ybcL//mlaF//hokB//yebZ//elyC//ldrD//sgcR//dmsA//blc//gadE//dgcN//creC//hslJ//mdaB//puuC//prmA//ydcP//nrdA//ydjH//murE//tusB//glpT//setB//rclR//cydC//yjjB//def//ymgA//yadG//cstA//mtnN//frlA//insI-2//rbsK//yehB//ypdA//hyaA//potH//ydiZ//insI3//ydhK//sufD//guaC//lepB//kdgR//dedD//yfgO//ygcR//cmk//glnK//hcaB//cmtB//xisE//rbsA//wza//hycI//gudD//fadK//bdcR//zraR//dnaC//xylH//dicB//smpB//opgH//serA//mscM//ynbD//yjcE//hokB//adiC//htrE//clpB//hupB//tufA//tmk//nlpD//nrdA//nanE//xapB//nrdA//pflA//rihB//idnK//yijO//mgsA//ybaE//rhmR//aceK//argB//gspI//pal//cobC//yjbG//intF//pfkB//glpA//yajO//yfjV//npr//fadL//ttdB//yheT//rstB//lgoT//nupC//cysS//caiF//yieH//fliA//allD//ydiP//alsE//cirA//yfeR//secY//fiu//phnM//yeaK//cheY//hlyE//fimG//ptsH//ycfL//asnS//plaP//appB//grpE//yijO//araA//mraY//yjiY//ssuA//ybaM//ackA//yjjX//ydcO//nikE//rusA//malX//lsrB//btuD//cydD//nlpI//msrC//tolQ//uspC//cynT//nagC//potC//nagC//ahr//proA//cheZ//idnO//sixA//clcB//panB//ompG//phoQ//lpxP//thiC//thyA//glsA2//viaA//insB-2//yggD//pstA//lepA//ybhA//fadJ//kgtP//guaA//dcp//rseC//malP//yjhB//insI-2//sufD//ydcZ//yehC//kdpC//xapB//mtfA//gph//ghoS//dcyD//waaO//appC//argK//tdh//prkB//cfa//yqhC//yebZ//mlaE//yqjA//ogrK//adeD//sixA//leuD//fecD//gshB//flgB//zapA//yecS//greB//ghxP//phnI//lsrR//cobC//treA//dppB//paoC//tdh//amiB//yciA//rhaS//birA//insA-2//opgG//yehD//infC//maoP//glvB//fhlA//csgA//chaA//
GO_0006140_6	fryA//yjjW//
GO_0006144_6	pgl//kgtP//purN//rpsE//ghoS//fruK//idi//glpK//ybeF//alpA//
GO_0006145_7	araF//alsA//mnmE//mhpC//
GO_0006146_8	yfdK//recE//
GO_0006148_9	thrB//
GO_0006149_9	rfaE//
GO_0006150_9	pitB//
GO_0006152_7	frdC//yfbU//nrdE//glsB//aroA//aroP//
GO_0006154_6	arcA//
GO_0006161_9	ygiV//
GO_0006163_6	btuF//metK//argC//iap//tdcR//cydC//lpxL//ybdN//lptG//abgB//dtd//ugd//agaV//dnaG//cdsA//uvrC//preT//yfeR//umuC//trkG//galE//pspC//tadA//mtn//asnB//mdtD//pheS//acrB//ompW//yehP//ruvC//nth//yhaJ//frwD//yieK//rplP//eptB//rplW//yfeD//yefM//fliZ//murA//proQ//ybcC//pepQ//yqiJ//agaV//glvC//menC//mngR//yddA//gmk//rplY//atoB//
GO_0006164_7	ydfG//pdhR//ligB//ivbL//pstB//livK//nhaA//cheR//upp//ybhI//araF//ygiN//ypdC//ldrB//proX//agaA//otsB//amyA//ygeW//gpt//recO//waaF//tsf//rpiB//cho//ybiI//yhjG//gpp//exbB//mrp//holC//folM//yciF//cstA//gcd//fmt//rhlE//ycaO//ralR//pflA//
GO_0006165_7	mhpR//opgC//yfcR//rutB//creB//ompN//msrA//rluF//rutD//lgt//yjjW//dapD//rnhB//gntK//yqgF//mhpA//rsmG//pdeR//dnaB//
GO_0006166_6	rhaA//yaiP//
GO_0006167_6	dgoR//
GO_0006168_7	norV//paaC//
GO_0006171_9	rsmH//
GO_0006172_9	yrfG//
GO_0006177_9	hisC//yibF//recO//
GO_0006178_7	yoeE//
GO_0006183_9	ompT//
GO_0006188_9	kdpA//ligA//nagD//ydgA//
GO_0006189_10	fhuB//rluB//
GO_0006195_7	envY//yqaA//
GO_0006203_8	ghxQ//cmoA//
GO_0006206_6	yqiJ//rbsD//rhlE//rpiB//ldrA//yeeJ//sdhC//sgrR//mglC//xylE//pheA//yahB//fdoH//lpxM//plsC//tmcA//pstC//metR//ispA//betT//gadB//ftsX//yidL//bamA//yraK//cas1//
GO_0006207_8	gloC//bioP//ftsQ//hupA//secM//
GO_0006208_7	wecE//pdxJ//sulA//nimT//ybiI//cysN//lpxH//nagD//hybO//ygeW//cyaY//mmuM//putP//
GO_0006209_6	lgt//
GO_0006210_8	pdeR//
GO_0006212_6	ydhC//mazF//yjeI//murF//dtpA//rhlB//iraM//yjiR//nlpE//pgpC//rplO//
GO_0006213_6	tehA//rstB//ymjB//bcr//yihW//yjbF//uxuR//cvrA//csiD//ompA//xylE//gsiD//uvrD//nhaR//carB//rplJ//
GO_0006216_9	nudC//
GO_0006217_9	zapB//
GO_0006218_9	pgk//
GO_0006220_6	rfaQ//baeS//wecA//eptC//yneJ//priA//yjhH//yddL//rutD//menA//yidZ//xdhB//yjjX//patD//lpd//yjhH//artP//pepD//proQ//fnr//
GO_0006221_7	sdaB//codA//glpC//nanK//fryB//rtcB//dinQ//yihL//yfcR//pck//hyfF//pyrC//bepA//
GO_0006222_9	dhaM//
GO_0006225_9	fumA//
GO_0006226_9	idnK//barA//
GO_0006227_9	rpsD//
GO_0006231_9	azoR//
GO_0006233_9	nanA//
GO_0006235_9	nemA//
GO_0006241_9	phnJ//
GO_0006244_7	moaB//tas//paaC//kdpA//kup//tag//bsmA//
GO_0006259_5	gatD//nrfE//tauD//leuB//ftsZ//kefB//mprA//yecS//leuE//yphC//aceK//fabR//malY//ycgR//argS//puuA//gabT//lipB//cysN//pdxK//ycfH//dsbG//mscL//gadX//zapE//lolD//nadK//folC//ycaO//ydgA//frr//insI-2//gltP//bglX//dedD//astB//rplQ//aroP//galP//idi//shoB//hdeD//tktA//yhdZ//blc//dinD//galK//rclB//yagE//mnmG//yceK//aspA//fepA//betB//mdlB//secD//moaD//ynaE//yidQ//sufA//eutB//rihB//gstA//yeiG//alaA//gltX//rutA//gloB//cho//yegT//rplO//ompC//fetB//mqsA//yphB//cspB//cheB//cpxA//speA//rraB//ruvC//narK//glgS//ygcO//ahr//rffH//rfaQ//acrE//coaA//argB//kdsD//atpF//crcB//glmU//radA//talB//rdgB//cadA//mdoD//sgbH//dinD//exuR//moeB//thiL//dcd//thyA//cysN//spy//lptF//scpB//dacC//yifB//rpsB//pepA//hdfR//puuR//rhaB//rdgC//yraJ//dapF//rplS//purN//hdfR//yidK//nlpI//queD//mscM//eptB//pyrF//nudB//topB//kefC//osmE//yigB//ydjE//nuoB//dinI//clpX//proW//insB-4//prs//cobU//ybcM//yfaU//hcaC//tyrS//fixA//csgB//
GO_0006260_6	rimM//ytfE//phnM//atpA//pdeL//paaX//setB//rimJ//bolA//asr//proB//ampH//pgl//rplQ//fabB//ssuA//ibpB//mraY//kdpC//rna//insH-6//
GO_0006261_7	yiaL//yhaV//recN//panE//malY//mdlA//modA//mazG//wza//rffT//gspJ//rpmC//
GO_0006265_6	rpmH//yejE//ynaI//nhaR//sapA//
GO_0006266_6	dacB//rplS//pepT//
GO_0006267_5	rrrQ//
GO_0006268_9	nhaB//hisG//ebgR//
GO_0006269_6	efeO//
GO_0006270_6	gstB//gadW//rpmJ//sdhB//hyaB//dmsC//
GO_0006271_7	pstS//lpxC//gudX//
GO_0006274_6	mltC//
GO_0006275_7	rho//gloB//rstB//pppA//hypC//ubiA//atoB//eco//mliC//
GO_0006276_3	artJ//radD//dosP//uspC//ybiW//pgaB//sucC//menF//
GO_0006281_6	ybhF//hrsA//moaE//tsaC//ppsA//mcbA//zntA//frdC//kdgR//leuE//yqeA//fliT//serB//fiu//fliT//melR//glxR//dinD//bglX//hofM//ydjE//iap//casC//prfA//aroA//pepQ//menI//yidQ//flgD//yahO//rep//entH//sdaC//galK//ftsN//dtpD//rssB//ycaO//sdhA//fepG//sapC//yafC//hypB//alsK//tsaD//surE//cdsA//nemR//yhbS//fruB//dinG//lsrA//ascG//dinB//def//
GO_0006283_8	bdm//
GO_0006284_7	hybC//psuT//rffG//yafQ//nuoH//glnB//
GO_0006285_6	ulaF//yejB//pdeF//uspC//nudC//
GO_0006288_8	sfmA//arnT//
GO_0006289_7	ynhG//hypF//
GO_0006298_7	kdpB//xylR//ygjK//srlE//speA//nadE//uspC//menI//glsA//ascG//
GO_0006301_7	yceD//mppA//sfmA//avtA//
GO_0006302_7	decR//symE//ybiY//panB//deoR//solA//puuR//uvrA//pckA//
GO_0006304_6	proS//fimA//rsmI//cydB//frmB//fepB//cdd//ygcW//sufC//
GO_0006305_7	csdE//ydeI//fucK//eutR//
GO_0006306_5	trmO//fepC//lit//intF//
GO_0006307_8	yohC//prlC//ydbD//iscA//pfkA//
GO_0006308_6	maoP//rsuA//mocA//yeiL//dgoK//ppc//trxC//rlmG//argO//fliT//ssuD//napF//
GO_0006310_6	epmA//exbB//tamB//ptsP//yjbH//rpsT//yejF//hcaE//ypdB//trpGD//hyaA//hipA//xylE//mscL//ybbY//lrhA//cptB//ybiS//waaB//glpC//tbpA//dsbC//ppiD//uspB//lptB//truC//tauC//argF//yfgJ//purF//plsB//ulaD//comR//mdtA//gor//polA//btuF//dbpA//nfi//abpB//yhjB//ruvC//dppB//
GO_0006313_4	ycfJ//fucA//yidL//umuC//cysU//hemB//ydjE//
GO_0006323_7	ydcM//
GO_0006325_4	gcvA//
GO_0006351_6	ykgM//thiD//abpA//baeR//pheT//hsrA//secE//pdxH//grxD//cueR//cbtA//ttdB//yiaA//fadE//sucA//yiaU//wecB//fepB//ebgR//ibsD//entE//trmD//ygiS//ssb//yejE//thrS//yehA//csgF//rhtB//accB//xylF//murG//hsdR//cysB//flgB//ligA//treC//nupX//dppC//yegT//narW//dppF//csiR//cobT//rutE//phnM//yehW//glgA//narY//fis//ftsY//atoS//citE//yhhY//proV//menB//ulaB//fdx//fucI//dsdX//mfd//adk//yciF//yedP//dhaM//sapA//yfdG//insI-2//glnD//ortT//zraR//nrfC//rlmJ//proA//fixB//rpoD//hyaC//yphC//nrdE//obgE//pstS//hipB//glxR//napB//hemN//dnaN//ribF//lplA//murB//mltA//hcaE//fimF//fadA//yqeG//iraD//rcsB//yjaA//agaW//proA//ybcJ//napC//glk//queA//rhaA//lysC//rimI//mltD//nagA//sufB//leuE//sad//proA//osmC//hokE//rpsQ//hofN//dbpA//insH-6//iscU//
GO_0006352_7	hisQ//argK//fimE//waaO//
GO_0006353_7	gsiA//rpnA//
GO_0006354_7	ybiS//elaA//hscC//
GO_0006355_7	betB//fre//entE//bssR//gntU//yibT//lgoD//yidA//ybfA//maeA//borD//nhaA//hybB//moeA//hisG//ftsA//seqA//yghG//melR//nagK//mukB//napF//menH//mqsA//pdeD//yafC//yidE//mrdB//galU//mtr//frwB//ycfJ//pitA//mmuP//ompC//mtlD//parE//fryA//ftsZ//phoE//lspA//ybjN//ypdC//adiY//hxpA//rffC//nrdI//dgoK//nfuA//rfbC//glyS//mlaB//glpG//osmE//dnaN//ftsW//cysH//pth//wcaJ//ligA//alkA//dctA//idnK//mprA//sapC//rimL//csrD//folX//yjhP//atpH//norV//ycdY//tusD//yjaA//sxy//priB//pdxA//cysM//envR//pinR//yehU//adeQ//yahO//mmuM//tnaB//ypdB//cyoB//rssA//yjtD//cysU//dtpD//ruvA//fimD//dnaC//ygaH//aspS//kch//menB//narI//ada//maa//treF//ftsW//perR//yqiG//ftsE//yhaC//fabA//glsA1//msrB//aaeR//envC//yhbO//alr//entD//yahI//sppA//fadD//ygfX//phnG//yagE//wzzE//rpnD//otsB//rutR//yjhB//yejB//gfcE//bssS//umpG//gpp//mdtF//oppB//gltS//bolA//sucB//ynbC//narL//flgC//xylF//ydjE//fimG//hemN//mazG//fpr//ynjA//flgH//dcyD//yqaB//sucD//citE//hldE//mrcA//alr//casD//ftsX//opgE//yggE//malE//comR//yibH//gadB//tehA//pbpC//ridA//mmuM//lgoT//gloB//dapA//tus//thiG//znuC//pyrH//uxuR//panB//uspC//hisA//ribC//chpB//zntA//mdh//hdhA//yiaL//umuD//aroL//yhhT//gspE//waaZ//wza//ybcC//cynT//ulaD//yraR//fadJ//mscM//nikB//ydcP//fdoG//panC//rplM//ubiX//fabD//puuR//rimP//rfbB//ileS//ibsD//ybaO//glpA//sad//rraB//sgbH//ubiB//tdcG//dxr//ahpC//rhlB//cyoE//pstA//ybiO//ruvC//malS//gntP//eptA//rihC//atpE//mfd//essD//ycgV//ybdR//eutA//flgE//aroG//slyD//narJ//csiD//plaP//nikR//yqiI//nrfE//tamA//melB//ynfL//mrcA//glpT//mqsA//wzzB//narZ//recE//rhaT//allC//bolA//yeeL//fdhE//arsB//trmJ//rayT//fhuF//mreC//ibpA//gadA//
GO_0006357_8	hcaT//
GO_0006364_9	sugE//poxB//wcaB//acnB//mgrB//ycjY//ccmC//tadA//argT//glgA//argG//sgcB//pepB//yafN//hemN//bdcA//dmsC//waaH//ybiI//yieH//sthA//rhtB//cecR//kdpC//araD//rutB//lipB//hsdM//fcl//aqpZ//putP//cusR//mglA//pgi//yiaL//menI//ydjH//accC//ycbX//treF//pal//sufS//nuoB//
GO_0006378_8	hisB//yheT//
GO_0006379_8	rluF//
GO_0006382_8	cas1//
GO_0006396_7	thyA//sufS//argH//pheA//nrfA//satP//paaX//sucA//lptB//rdgB//smrA//ycfH//sad//yfdC//nlpA//rfaE//rpsS//yqiI//slt//osmC//yahK//galR//amiB//epmB//kup//thiQ//hofC//ddpX//chbG//speF//ybhF//intQ//ssb//dnaG//ycdX//yajQ//paaJ//aes//rfaH//pphA//torZ//rssA//entD//atpD//mutH//speD//hybD//hokE//frwD//fliZ//phoR//greA//mdlB//ascF//panZ//lrp//fimH//ispA//hyfR//ushA//sufE//yeaV//rsfS//fliM//ydaN//rfaG//rzpR//hha//yggX//cmoA//ydhK//kilR//yihI//lrhA//codA//rplO//gnsB//pepN//rsmF//holD//puuC//rpsR//nrdD//ydiZ//rffH//ppk//glpK//lldD//intE//pyrL//insH-6//wecC//tktB//oppD//yaiV//lolC//ybiW//fetA//hsdR//poxB//yphD//ung//
GO_0006397_8	phoQ//lyxK//kdpB//
GO_0006399_8	lapA//ascG//nhaR//dctA//insA-2//tamA//yeeA//nirB//kdgK//dfp//aroC//fetB//ynaI//yfiC//oppC//gntU//yahK//bamE//selU//ycfL//tehA//narW//yccX//atpE//pabC//chbC//lasT//yraK//leuS//mhpD//aer//thiL//abgR//hybC//glpG//fruA//yedA//yfaL//btuF//qseB//cspI//ibsA//flgM//fadJ//uxuA//thrB//yjjB//fsr//metR//gstA//ydeM//yeeY//ruvC//lptF//dmsB//speC//ibsE//kdpA//hypA//clcB//kilR//yfaX//slmA//potB//murR//cnu//fis//rpmC//entA//ybcC//yfiE//fadI//rppH//ybiA//trpB//mnmC//tmcA//yjhC//rluE//ldtE//betT//znuA//
GO_0006400_7	insE-1//lpxC//ddpA//wecA//recD//aroP//lacY//ymfK//cfa//hybC//ugpE//uspC//pphB//rhaT//kdpB//rplR//nlpD//gntT//exbD//lacY//yibH//dapD//pagP//rnhA//dicA//nac//fepG//groL//folE//mutY//yjhH//polB//hypD//cobT//metL//ftsK//fadD//yjhC//rihB//waaF//intF//ydaV//ttcA//yigL//ddlA//nemA//mtn//citE//ldtE//
GO_0006401_6	qseC//yodD//glrR//mdfA//yebK//yhfK//yedF//evgA//araD//tbpA//yceD//baeS//hcp//mioC//yqjI//carB//tsaD//cpxP//gatB//mppA//guaD//mlaF//
GO_0006402_7	yiaA//rbsK//ydaV//holA//hinT//flgG//potI//solA//nagE//yjeI//xapA//
GO_0006412_6	rng//yjaA//acrD//parE//yceO//nuoF//cpdA//mtn//tolB//der//ttdR//insA-2//nimR//rsuA//mtlR//fecD//yraR//rlmM//aroH//moaA//ascG//ydiQ//lptB//mog//yegS//gshA//yebQ//dhaR//yjjQ//polB//yhjR//prmA//allD//gltX//osmC//ribB//yihR//rcnR//sspA//speB//lolE//trxC//lapA//pcm//puuR//msrB//fieF//radA//potB//rhaA//yidA//
GO_0006413_4	paaJ//tdcE//ybcL//
GO_0006414_6	dpiB//bglA//nusG//rcsB//coaE//fetB//clsB//yeeO//ygaV//
GO_0006415_7	livJ//kch//sucA//dgcZ//lldP//ydcO//ybhJ//
GO_0006417_7	ycgV//panF//yjaZ//rzoR//scpB//ubiD//opgH//yebS//eptB//rfaH//lpcA//clpP//rlmJ//xisE//accD//ybdZ//ykfM//ilvC//yeeY//thiG//rihA//fes//yobA//tig//malZ//yjcO//pdeL//rpmC//rffT//ffh//hcaR//yhhY//murA//yggT//araH//iraM//ascG//nirC//caiE//
GO_0006418_7	psuG//ccmH//dhaM//birA//yeiE//fadL//norR//alsC//bdcR//mltD//wzyE//ibpB//lysU//yieE//narZ//pyrL//atpC//casD//ydiF//lpp//rpmC//rplF//fetB//yahF//dicB//
GO_0006419_8	recD//
GO_0006420_8	mutS//
GO_0006421_8	yifB//
GO_0006422_8	iraD//
GO_0006423_8	bdcR//
GO_0006424_8	lysP//yhjA//
GO_0006425_8	mdlB//
GO_0006427_8	alkA//
GO_0006428_8	rpsD//
GO_0006429_8	yaaJ//
GO_0006430_8	dam//argO//
GO_0006431_8	nagK//
GO_0006432_8	casA//aldA//
GO_0006433_8	rfaG//
GO_0006434_8	gntP//
GO_0006435_8	srlD//
GO_0006436_8	speD//
GO_0006437_8	casC//
GO_0006438_8	eptB//
GO_0006446_8	ykgM//nagA//astB//infB//yibA//hisS//btuC//
GO_0006448_8	lipA//arfA//msbA//cpdA//dapD//
GO_0006450_4	narY//yahB//ygfZ//zwf//yhaJ//nfsB//glgC//cpoB//artM//elbB//
GO_0006451_7	yadV//
GO_0006457_3	hexR//lrhA//rlpA//agaV//yciF//setB//yehX//phoU//ydiP//osmY//yidK//yjbG//hofN//mcrB//mak//yhjR//rhaB//gltD//yoeE//rutA//ugpC//sgcB//accB//pphB//galR//yafC//rdgC//gcvA//yeeL//ribF//cbl//pppA//dcuB//holE//ydhQ//ulaE//alaS//dpiA//pdxJ//kup//
GO_0006458_4	lldP//yecS//glmU//actP//fimH//rseP//pgsA//csgB//
GO_0006464_6	sucD//soxS//thiM//mtgA//ompA//trkH//mak//fryC//sbmA//yafE//yidZ//pdeD//narX//perR//hxpA//prc//ispB//iscU//yidC//livG//ogrK//ybjL//cysG//phnH//hybG//ruvC//qorA//atpB//rpsS//clpP//kdpC//yeeO//rspB//ihfA//abpB//atpB//gspE//trmA//rsmD//tbpA//hxpA//zapE//xanQ//rnhA//yqaA//wzb//rbsD//intZ//envZ//kefF//cbpM//tolQ//ybcJ//yicJ//rraA//ydcT//murP//xisE//ydjK//psuT//apt//yeiG//rlmI//gmk//fbp//truA//yhdJ//eutK//fepC//ydhJ//pabC//yqjI//rfaG//lldP//murF//rplM//ytfQ//lolB//ubiE//fkpB//agaW//ygcO//mhpD//frdA//hha//mqsA//curA//sfmC//yihU//frlC//ybgP//yeeA//pgaB//sfmF//recO//yihR//bipA//rutG//truB//glnS//hchA//lpxC//mfd//deaD//nrdI//spoT//frmB//iscA//prc//yhdX//deoC//xylG//frr//recB//rof//deoD//yfcG//ybaE//prs//yiaA//sufC//yoeE//rhtC//yibA//carB//csgA//yhaJ//suhB//prpB//nanC//dgcZ//gsiC//gntT//chpS//csdA//ykgO//fadI//yahK//pinR//hybE//argS//exuR//
GO_0006465_6	pheS//insA-1//tus//
GO_0006468_7	yoaA//glpB//zraR//otsA//dppC//epd//dnaQ//lpxM//zipA//elyC//glgP//mutT//hybG//nagC//thrS//waaS//pyrB//osmC//rfbX//pheT//gatD//gspE//rrrQ//hyfR//flhA//yfcU//infB//ansA//pabB//iraP//miaA//mglB//secA//ttcA//yaaJ//ilvB//zntR//nemR//argA//hicB//mdtL//pphB//flgB//rplC//yahO//coaE//mnaT//ftsK//pfkA//cho//ppsR//rlmG//yadG//
GO_0006470_7	menH//yhjV//putP//lpxT//cas3//rbsD//tolB//fpr//yhfS//moaB//hemN//fabI//xseA//bglA//epd//hybO//
GO_0006473_8	yoaB//glvC//mltD//yjgX//accC//tpiA//hemL//yebC//ddlB//arfA//mscL//holB//
GO_0006474_6	hipA//dgoA//eamA//hycI//ydeE//
GO_0006475_9	prfC//ydiB//
GO_0006476_8	lpxK//mutL//ettA//
GO_0006479_5	yciK//hlyE//betB//narI//marA//nuoL//menE//araC//
GO_0006480_6	mraZ//
GO_0006486_5	hisC//
GO_0006490_5	srlR//
GO_0006497_7	ybjD//
GO_0006508_5	ydeE//proQ//xanQ//nikB//insH-6//ynjA//pgrR//lacY//fabG//mgsA//fimC//smrA//appA//dgoR//sdaC//menE//dppC//rlmI//glrR//yidP//clcA//bdcA//yafE//yqcG//yeiL//yaaU//kgtP//kdsD//chbF//exuT//ppsR//ortT//gadW//frlB//rnb//bacA//hslU//dppF//yjeI//phnL//dmsC//yfbU//seqA//patZ//htrE//pbpC//avtA//cysC//mltB//apaH//fabG//cpxA//rsmF//rfaE//yfdG//
GO_0006515_7	cycA//modA//waaZ//truC//
GO_0006517_6	rbbA//greB//gmhB//acs//
GO_0006518_5	lgoT//yjgX//yqjA//argC//bfr//fdnH//asnA//yihX//uvrC//rfaC//ypdB//sbcD//bhsA//arcC//sfmH//ldtD//yhbO//lolC//yegS//hypF//pdxK//nanK//yjfF//yfiR//seqA//holB//yafS//mdoD//queE//scpB//torI//fliA//cmtB//ycjW//exbD//entB//manY//tauC//yaaY//amiD//rclR//yjhG//oxc//gyrB//cmk//garP//fre//fliA//phoQ//bioP//sufA//ybiV//dnaA//fetA//yhjX//tsr//ygdG//adiC//thiQ//prpR//yfbV//iscS//yraK//yddG//hypB//aaeR//rsgA//yehA//xylA//glpT//potF//yadN//cysK//yhcF//frdC//elaB//ycbU//
GO_0006520_4	mqsA//fucA//potI//purB//ynfL//mglA//cadB//intS//ydiR//hdfR//gadW//srlB//pdxY//yfeD//fimG//purR//uvrY//puuP//trpL//garR//suhB//intF//yibF//ung//ibsC//fhlA//feoC//holC//ygiN//mutH//uidR//allS//narY//ffh//ugpA//sseA//hofO//prpB//deoD//ypdB//epd//fimB//fryC//nfsB//cheB//rplS//lepB//nei//yraH//rhtA//mocA//fdoI//yebC//rnc//abgT//tnaC//fimC//cpxR//afuB//yiaT//trxC//setC//ykfI//nagB//paaE//bssR//gpr//glpT//dctR//ycaN//yidL//ruvB//fhuB//dsdC//mtgA//arfA//rplM//cstA//ydcT//yfhM//ibsA//fbaA//yehY//yehC//yihR//yahF//guaB//marA//lpoA//yhbQ//yraR//obgE//rlmB//dctR//rpiB//rseP//proC//sfmD//yehA//fbaA//btuB//alr//ttdR//rbsD//stpA//yabI//minE//yihS//lipB//dinJ//yefM//tsaB//iscS//fepC//hprR//torA//aroG//tehA//gltS//puuC//yehX//galR//znuB//nrfC//nrdG//cheA//tisB//crp//yejF//mdoG//citE//rsgA//clpP//fnr//ade//galR//sdhE//rnt//ivy//cysA//ppsR//tolQ//aroL//lolC//rhlE//dfp//rnt//kduD//mltD//dgcJ//pspG//ulaD//rluF//grxD//hyaD//garP//dpiA//yodD//hflK//rnd//rpsB//menD//solA//fabB//yebS//hrsA//fadA//paaH//secE//sohB//rcsA//sbp//garK//secF//csiR//fabR//lplA//mppA//envC//ubiX//rlmB//fimA//rplW//setA//rplD//aslB//dnaQ//lptA//baeR//yadC//atpH//potH//rph//mdtN//pdxH//mrdA//insI-1//caiF//cysN//yafO//nfi//nlpE//
GO_0006521_6	sspA//glpA//alsB//
GO_0006522_7	pyrD//oppC//ynaI//ubiB//rnb//yheT//yphB//
GO_0006523_8	cheZ//livH//hisD//yfgO//
GO_0006524_8	ytfQ//oppD//copA//
GO_0006525_7	bacA//tamA//mdtJ//fucK//dacD//speF//narI//panD//infC//yhfK//gcvT//fryC//tsr//kefC//garP//yheT//yafQ//yqhC//nfuA//wcaC//cycA//
GO_0006526_8	gltS//fdnG//ralR//ldrA//lit//mutM//yihP//ybaT//secA//ytfP//ggt//wcaJ//kefC//
GO_0006527_8	ftsK//basR//fliZ//mdtD//fhlA//oxyR//fryA//yhaC//fadH//
GO_0006528_6	murR//ispU//yafC//rpnA//
GO_0006529_7	fkpB//emrD//
GO_0006530_7	rrrD//asnC//
GO_0006531_7	nfuA//fkpB//uidA//yehD//ynbC//trmO//xanQ//guaB//
GO_0006532_8	gspJ//yeaK//
