#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ndk//hipB//ybcJ//aaeR//
GO_0006139_4	yihI//lon//yphD//msrP//yafQ//pdxY//ybdR//glsA1//mcbA//ykgF//envR//dusC//pfkB//casC//panZ//sfmD//recO//deaD//trmJ//plsB//kdsC//mrcA//artM//fadM//hdhA//ompF//proA//yejE//ycaO//arcC//waaO//yiaM//yraJ//caiF//rcsC//ybiI//ivbL//cbl//ssuC//rlmM//rplI//kefC//rne//yraH//gadE//yhgH//ydhC//yahF//ubiF//seqA//ccmD//ygjK//tas//ydiP//murI//atpH//ribA//ycgR//ihfA//ydeO//ygjR//holE//iscR//lsrC//hisP//msrQ//yeaD//narH//arnT//fliD//yraI//acrB//pspC//hda//prmA//ybaE//rhoL//melA//rpnA//rapA//thiD//folE//alkA//hisP//glxR//ydfH//csiD//tatA//xapA//fadE//pphB//tnaA//ugpE//lpxT//malZ//yieL//rlmH//cirA//pspG//trkH//rclB//ddlA//tpiA//ygiS//paaZ//yaiV//mdtJ//yjhG//trpB//hyaC//ribE//uhpA//kdsB//atpD//pitA//menB//xanP//nikD//lipA//mipA//rfaG//pykA//pppA//rpmA//rimP//glcB//cbpM//gudX//pgaD//rfaG//araG//lldR//rpmC//glnK//mrcA//yiaL//tolB//gph//bssS//cpxP//cysG//fucO//rsmB//fiu//cheR//fklB//xapA//gcvH//dcuA//yphF//fbp//yjjI//ribA//potG//yiaJ//metK//codB//katG//murD//rutB//casD//pgk//dcuC//acrF//yidD//ubiX//lasT//ribD//rfaC//pdeF//ftsX//mdfA//speG//torR//eamA//yafO//ompW//bioF//degP//rcsB//sucC//hemL//btuD//tcyN//gatC//fepC//sugE//prmA//xapR//pheT//bioD2//intA//argB//aceA//dctR//uidC//fliL//nimT//sfsA//nuoL//hipA//gloC//ais//gntP//yibF//rpmE//flgJ//mutL//yghU//mdtB//prpB//gloA//rpsL//lysO//ackA//gsiD//yhcH//spoT//polB//spy//yjjV//dnaC//rodZ//mdtO//rhaA//gluQ//yodD//entH//yfcR//ccmA//abgB//hisQ//csiR//ddpA//alsC//bfr//yieL//ompT//livG//kdsD//insA-1//epmA//grxD//yraN//rpmJ//ghoS//mtlR//ulaA//hofN//ydcZ//bcr//nuoG//mliC//ldrB//ydiQ//queA//rpsN//iclR//rzoD//fkpB//yfiR//yfgJ//insA-2//gmk//yqgB//phnH//brnQ//yrdA//ydeM//yqhD//endA//corA//yrdA//sspA//yrbG//speA//waaJ//bfr//nrdR//trpC//chbF//puuE//yegT//dpiB//puuC//mltD//aqpZ//fdhE//rlmE//kdsB//ydcO//yahI//slyA//acpP//birA//adiA//lpxB//argP//araB//hycH//cbtA//dusB//yihW//ubiA//ykgM//adeQ//lldP//ulaG//tag//glpB//tsr//maoP//lipA//ycfH//ghxQ//yjjG//hokB//nhaR//mreB//fkpA//prkB//bioD1//nanC//ribB//minE//erpA//elaB//argS//higB//insH-6//sgbH//dgcN//yciF//cbl//arnD//fadI//tsaD//nrdA//ycbB//slyA//fecB//dapA//ydcI//mrdA//murG//cobC//yehP//phoB//gntP//ravA//hpf//menF//yidE//mrcA//galF//idi//glsA//dgt//erpA//asnB//hybD//ppiC//yhcF//ygcR//cbpM//livJ//eptB//rcsD//moeB//lpxP//mog//ilvL//ftp//yfdR//chiP//rapZ//ybgI//maeA//rnd//yhbQ//cyoB//yagU//ibpA//yhbQ//cusF//ccmE//pfkB//ybeQ//relB//hemB//iap//rhtB//lpxT//metR//flgJ//ybgI//nlpA//pnuC//sbmC//ydcO//cysM//umpH//rpsG//mazF//chbC//ybiX//rodZ//pinQ//abgA//rplK//secE//panB//katE//cytR//ilvA//malF//appA//pyrL//rfaE//ynfK//yadI//prpC//metL//rplC//trmL//ynfL//waaO//yjcE//ybaL//ubiH//lgoD//csdA//yicJ//ycgV//dosP//btuD//lldR//arnE//yebZ//rbsA//exoX//asnA//aas//lpxT//dgkA//lit//lpoA//ydjK//glmU//appA//gcvA//yqjI//yhgH//yfaU//fadI//xanP//csgE//cyaY//yfeX//mtnN//potH//yrdA//rpsM//dnaA//flgF//nrdG//argD//prpC//ytfT//ypdC//ymfK//yahF//acpH//yhfS//galR//hypT//mprA//nlpD//folC//srlB//purN//codA//allS//pyrH//tehB//pgk//udp//rhsD//uraA//nrdE//tusD//narH//flgD//hofP//fimI//phoQ//ptrA//yfaL//araC//ynaI//bolA//degQ//treF//rpsJ//caiF//asnB//ykfI//rarD//insB-4//ung//glgB//cutC//gshB//glnA//uxuA//tolB//yehT//fdhF//tdcB//fhlA//prfC//torS//trkA//emrK//cspB//tatE//tolQ//yhjD//uhpB//otsA//pta//ileS//znuC//fklB//cysU//rlmA//eamB//yegD//aroK//potF//insK//ybhP//yddG//yheT//aspC//bamC//yihL//bhsA//yraH//gpmA//rpmJ//rpsL//trkG//hupB//ychH//yihI//phnP//alaC//yjbF//tsgA//recQ//pinQ//gloA//nrfG//holE//rlmB//gyrA//cfa//rodZ//alpA//yefM//hflK//argI//bglB//hflD//rlmG//ttcA//ascF//treB//acrR//fepD//ymjB//rarA//bisC//yjjV//nrdA//queC//yihQ//ompG//tyrB//lpxM//yecS//ubiG//fadH//potI//prpB//srmB//dxs//dapB//gntT//yhaC//zraR//efp//xseA//rfaD//frmB//yeaV//cusS//flhC//pdxA//abgT//kefG//paaA//
GO_0006140_6	sgcR//mepS//
GO_0006144_6	narQ//paaZ//selB//ulaG//pta//cynS//atpA//cmoM//yhcF//yjiM//
GO_0006145_7	yggD//betT//znuC//uxaC//
GO_0006146_8	galR//fadI//
GO_0006148_9	hemD//
GO_0006149_9	ftsE//
GO_0006150_9	metH//
GO_0006152_7	bglA//eptB//wecC//lipB//ghxP//araB//
GO_0006154_6	mgtL//
GO_0006161_9	narV//
GO_0006163_6	wzzE//rzpR//paaH//lysP//rpsK//eptA//pepA//phnI//glxR//yadC//acrZ//cbrC//fimF//yehX//dppD//opgG//yijO//panB//agaA//murP//gatZ//ybjD//dcuD//appC//kdpE//yacG//mnmA//cusS//rhaA//macB//prmC//pspF//dapA//lsrK//plaP//folC//eptA//ycdX//yafC//rlmD//hofM//fimD//fepA//yihP//recF//cadB//fimE//dnaG//ibpA//rpiB//nrdB//cirA//pyrF//qseB//
GO_0006164_7	yjfP//puuE//secG//gsiD//cyaY//fabG//rep//arcA//elaD//rfaQ//clsA//waaP//frdD//ratA//xylR//dppC//ompN//exuR//srlA//opgG//fnr//nrfG//hscC//flgD//hofP//ymgC//atoC//fumC//sgbU//ybiO//ycgV//paaK//pnuC//rclC//trpE//idnT//satP//glgB//folE//prmC//
GO_0006165_7	gloC//sbcB//ydgA//phnC//rplJ//yfhH//nikC//araD//frmB//ynaE//fumC//amiC//hfq//dut//hypA//yciK//yoeE//cueR//fabG//
GO_0006166_6	rfbB//pnp//
GO_0006167_6	msrP//
GO_0006168_7	nadK//ccmA//
GO_0006171_9	amiA//
GO_0006172_9	dfp//
GO_0006177_9	casD//mqsR//alsA//
GO_0006178_7	btuR//
GO_0006183_9	rimI//
GO_0006188_9	kdsB//insI-2//allB//comR//
GO_0006189_10	rcnB//tusD//
GO_0006195_7	rsfS//tisB//
GO_0006203_8	ibsD//gatC//
GO_0006206_6	flgA//yrdA//mocA//ribB//acpP//elyC//yigL//plsX//ybjG//acpT//cpxR//glrR//yfeX//ldtA//ybiY//fumA//pgpC//mglC//tap//ybhD//cysB//bioH//deoB//cnu//hokE//ydhC//
GO_0006207_8	yahO//yoeB//clcA//murQ//seqA//
GO_0006208_7	purA//cysB//relE//argP//fabI//cysK//cheY//holA//insK//azoR//rlmH//diaA//narQ//
GO_0006209_6	lsrB//
GO_0006210_8	csgB//
GO_0006212_6	yhdZ//metL//rarA//tolA//yggX//mocA//yfhH//tatA//nei//ydjL//yfaL//
GO_0006213_6	yihO//nuoF//gnd//dauA//prmB//barA//ratA//appC//zapD//truB//idnD//tsf//cra//fhuB//ldrB//lolB//
GO_0006216_9	rffC//
GO_0006217_9	pinQ//
GO_0006218_9	folC//
GO_0006220_6	gspE//decR//yfeW//yejE//uspC//rplP//yiiE//fhuB//tnaB//suhB//yhaJ//psuG//xapA//folM//frvR//marR//yjaA//ynbD//murR//ugd//
GO_0006221_7	amtB//rlmA//mppA//pliG//ypdI//phnH//rhaM//rpsT//yfjR//smrA//yphD//rpnB//ydiZ//
GO_0006222_9	yciV//
GO_0006225_9	modC//
GO_0006226_9	ansA//pheT//
GO_0006227_9	dnaT//
GO_0006231_9	rplM//
GO_0006233_9	cyaY//
GO_0006235_9	murP//
GO_0006241_9	yhdW//
GO_0006244_7	fbp//fliZ//add//phoR//fixB//mepM//idnO//
GO_0006259_5	phnI//mnmA//glxR//nadE//rng//gltD//mscS//yehX//yohD//thrC//glcB//ilvM//ddlA//gsiD//yjhI//lpxK//ygjK//metI//tusE//barA//pheT//htpG//waaB//perR//nrdR//yahD//aspS//moaB//yjhI//fixB//nfuA//clpB//pspA//gsiD//yhjR//pdxY//lptF//dxs//livH//recT//bdcR//minD//yqaB//arfA//ydbD//hlyE//rpsD//ymjB//ybaM//nlpE//asr//allB//arnT//yibA//kdpA//nagZ//mak//ymgC//yebG//ligB//ydeI//caiF//xylG//rffG//pckA//galP//frmB//mntR//mazG//ydhK//gpsA//chbB//mmuP//iraM//ybdN//yihX//lptF//dnaT//csrD//mraY//hxpB//lrhA//ygiS//sucC//mrdB//sapA//paaK//ffh//cysN//hprS//higB//yebQ//kdpE//sdhA//rbsK//plsB//treC//dsbG//tpx//treB//lsrD//ypdC//pldB//phnK//pdeH//sucC//cas3//ypdC//yebZ//decR//ykgO//envZ//topA//xylB//seqA//emrB//eptC//rlmN//folD//yidH//ybcL//maa//fliT//pntA//opgB//rplE//sspA//rpsO//pspG//ddpA//smpB//nac//soxR//holD//hslU//rssA//nuoL//waaB//rapZ//selA//yciT//insE-1//recA//ttdA//citE//yigB//gadC//rhaB//
GO_0006260_6	yebC//csdA//yphD//rpmA//aas//rluC//rapZ//srlD//yqcC//fadR//pyrB//adiC//ampE//ulaG//rutG//symE//adk//dut//ydiK//ptsI//secD//
GO_0006261_7	aes//hiuH//gpsA//sufS//sgbU//glnK//lgoD//phnH//cbrC//sufA//ibpB//hybO//
GO_0006265_6	cmk//fliL//flhA//ybhJ//cbeA//
GO_0006266_6	malY//recR//mscL//
GO_0006267_5	rnpA//
GO_0006268_9	rpsB//yacG//potF//
GO_0006269_6	sbmC//
GO_0006270_6	queE//yoaB//rnr//fadK//mltF//tas//
GO_0006271_7	mutH//fimZ//rzpD//
GO_0006274_6	tilS//
GO_0006275_7	ftsZ//ygiS//glcB//uhpC//cyoA//insF-1//alsK//ybjI//bioF//
GO_0006276_3	alsE//yihT//hxpA//ada//tsr//ybcM//acrA//menE//
GO_0006281_6	fryB//zipA//glyA//rutR//topB//dppF//pstA//yddL//yfaV//efp//coaA//accD//wzyE//aslB//treA//murQ//rspB//murE//yfaV//ydcP//glyA//frwD//galU//yiaT//nrfF//cytR//nfsB//argR//cmtB//agaI//emrD//ybhA//hdfR//hflK//cusB//nadB//dgoT//casA//mraZ//yggE//panZ//cysN//dmsB//dps//hisA//rsmB//pth//mzrA//intE//lldD//lrhA//rutA//ftsN//mntH//tsaE//
GO_0006283_8	mtgA//
GO_0006284_7	pppA//ybcM//lexA//folC//thiG//ftsI//
GO_0006285_6	slyA//napD//pth//allB//argO//
GO_0006288_8	nagA//sdhA//
GO_0006289_7	hflX//ubiX//
GO_0006298_7	purB//treA//narQ//narX//lysP//dacB//ftsZ//fhuC//tyrR//hscA//
GO_0006301_7	sdaA//rlmI//pth//galR//
GO_0006302_7	perR//casA//recG//yfaX//leuA//ppiA//hypF//fabB//yciE//
GO_0006304_6	paoC//cysW//pepN//flgC//hokE//dapA//citT//nrdG//rplT//
GO_0006305_7	fumC//cheB//pheS//malF//
GO_0006306_5	pgaB//recO//dctA//yhfS//
GO_0006307_8	mobA//plsB//fabH//nikD//sapF//
GO_0006308_6	iaaA//rhmR//mdoD//yijO//prfA//ybjG//rplK//thrS//intE//yfcR//mltG//ycjQ//
GO_0006310_6	uidR//rpsO//gppA//hyfA//ybhP//casA//hdfR//ldtE//yfgI//bluF//znuC//bamE//fdrA//dnaG//ttdR//helD//mraZ//gltB//fimD//yagJ//ilvA//ydiB//mglC//ligA//gudX//insI1//ybeF//yfcR//ftsY//mreB//phnP//dnaA//pgi//rzpD//ridA//caiB//degS//yagJ//queG//agaB//puuR//rzoR//glpX//
GO_0006313_4	murF//yfbS//yneJ//ygiB//cvrA//rplT//parE//
GO_0006323_7	hsdR//
GO_0006325_4	nadB//
GO_0006351_6	lasT//ldcC//menI//stpA//ygfA//cfa//yqjI//arcA//purR//yfjR//arnT//seqA//potE//tldD//folX//curA//fryC//ybiY//rpiR//osmF//aroG//fecB//gfcE//mlaD//gabT//ygjK//hicA//dicC//arfB//uspC//gpr//narH//yjfP//sugE//mltG//yggP//ogt//yabI//ccmA//dsbA//aceB//hscC//ybhS//sutR//ygaH//gcd//ldrA//zitB//yidD//lpoB//iscA//yhbX//amyA//yahD//gspI//yraK//kilR//atpH//ybiI//torI//waaY//cyoD//accC//bsmA//xylR//gltL//abgB//rplN//ybjD//mioC//hcaD//envZ//rseB//mrr//wzb//fhuB//panF//ftsQ//mug//ppc//flgJ//proQ//trkH//yodD//mak//comR//allB//aroC//nikR//greB//casD//cheZ//alaS//bioP//elfA//fadM//mepH//hicB//obgE//gutQ//rcsB//malP//yibF//nirB//amtB//ydcP//rapZ//mutS//efp//yfcR//csdE//cnu//tauD//rodZ//casE//purN//yrfG//yfeX//hemG//
GO_0006352_7	mdfA//yaaU//cynS//pstA//
GO_0006353_7	dicA//ribA//
GO_0006354_7	mdtP//thrL//araC//
GO_0006355_7	menA//pphA//ihfB//yfgJ//ycfH//caiE//gldA//rplS//pyrF//insB-4//yijO//bamC//ibaG//xerD//fmt//lolD//yjiM//psuT//hdeA//tpiA//ebgR//yiaB//puuR//sanA//insI-1//purR//lolE//modC//yfjV//rph//yiaT//mnmG//pphB//hyfR//hsdR//ygbL//ybcL//sufS//ynbB//iscA//yneE//rpnB//cusC//yggW//epmC//infB//mrcB//yejE//recQ//yfeX//yjiA//perR//yedF//mgrB//mdh//ygdG//truA//pabC//fdx//tdcG//nadB//zapE//rpmE//yjjU//gltS//ypdI//yjcS//fepC//aaeR//ridA//yjjV//ccmH//puuC//cydA//aspA//dusC//torD//prlC//ddlA//melB//exbD//rhtC//yaaY//ldrD//trkA//upp//yjhC//gadB//feoB//rfaB//ybiX//rpmB//ychO//ygbI//tbpA//rhoL//csgA//ypdF//mepS//yehY//tauC//rep//aceB//rbsR//ttdR//ymgC//dapB//waaH//gnsB//yciE//trmL//qseC//yjjI//pdxK//yagU//yhbQ//rraB//rutR//dnaC//yehC//ybiH//glgS//ynjA//fdoH//glcD//caiB//yjbF//hybD//murR//casB//yjhH//rpsE//lysO//yciH//ompT//ybgI//dcyD//yjjW//fepA//dicA//yihU//yoeB//yagU//chpB//fadL//sdiA//sfsA//wecA//accB//patZ//ihfB//lptD//alsB//aceA//fimG//ydiO//mltF//holD//sufC//gshA//yoaB//nuoL//aes//yjjU//yhcF//wcaB//yqhD//rna//ccmG//yhdW//serB//yqiH//rlmM//gcvP//fdrA//murC//arnA//mntS//selB//galS//pykA//ansB//nth//hemB//hisB//cobB//opgC//ispG//rssB//atpF//yhaC//nikD//yihO//adiY//tmk//kdpD//mtgA//amiA//yddA//lplT//tdh//pgaC//pfkB//pdeL//fadI//udp//copA//ycjY//paaZ//lacZ//asnB//umuC//ldhA//ydcR//mlaF//yaiV//kdsC//groL//def//rhaA//ydjL//fetA//ralR//secD//alsA//yejE//yfcG//pntA//parE//yneL//secF//lpxB//bioH//ddlB//ruvC//wecA//hokB//cmoB//afuB//nfi//yahF//yggP//yceD//rfaH//hemL//yehX//rsmG//fecB//ykgM//rplI//rimP//cyoC//napB//rclC//purT//yjiY//asnB//xylR//ynfE//mreD//epmA//
GO_0006357_8	uup//
GO_0006364_9	ndh//ydjJ//btuF//nfsB//mgtA//ybiJ//artJ//dsbC//yjhC//clsA//alaS//yqiJ//cspE//iscR//yjhI//yaaA//ymdB//rpsN//mreB//rfaQ//malG//dapB//intZ//zapD//hycA//purB//yfiC//yidP//fimF//bioB//iap//malG//livH//serB//yihS//tsaB//hyfF//xylG//yqaE//ais//glpD//yebC//srlR//
GO_0006378_8	fbp//cof//
GO_0006379_8	uvrD//
GO_0006382_8	yiaF//
GO_0006396_7	rbsB//yadM//yjaA//rlmI//mdtA//tauC//udp//dmlR//melA//ymfK//ymgF//yeaK//fabA//frvB//yajD//tynA//yghG//recX//glnD//feaB//ycbV//lldR//rapA//yjiA//mug//speA//torA//pgm//argB//nuoF//tdcA//gltX//cof//galK//mliC//nanA//cusA//lepA//entE//rplB//apt//yjfP//cra//yodD//holD//dnaJ//rbsD//puuP//bcp//ilvH//pgk//lsrA//feaR//cra//agaI//potE//rsmG//frlC//poxB//yedL//ybaO//ttdB//hofM//yjfP//preA//dnaT//yidD//yjiQ//eno//hemL//prc//rpnB//chbG//ychH//rbsC//ymjB//csiD//hyaC//yiiM//flgJ//yiaO//agaC//sgcE//galT//ulaG//wrbA//exuR//ydiP//fimB//ydeE//astC//rsmF//mcrB//mraZ//yhjA//miaA//rho//livJ//kch//hyfR//hcaD//yiaN//
GO_0006397_8	pdxB//gnd//dtpD//
GO_0006399_8	nimR//wrbA//tatE//hisI//hemA//gadB//hofC//gabP//rbsB//rfbX//spy//rpoD//rrrQ//baeR//yraI//ampD//gltX//yhcN//sbcC//mtfA//paaX//eutN//sdaA//cusF//flhD//ynaI//opgG//yidP//recT//gatD//tufA//bcr//yihV//gatY//ygaH//yjeH//hisQ//rpoA//osmF//pdeR//dcuD//malQ//lpxB//ymjB//mlc//rusA//galM//yfcU//paaJ//hcaR//mtlA//ascB//gatD//yacG//yciT//nikB//cmk//ibsA//lptB//dps//lsrC//livK//hsrA//glcF//hypE//znuC//kdpF//ulaF//sgcX//yidL//yefM//xisR//thiL//glgB//rlmL//yjhI//exbB//yfiE//rcnR//ybgP//lpoA//nagZ//
GO_0006400_7	ppsR//sbp//ubiE//rihC//lipB//chbG//purF//xisE//yddA//decR//exbD//insA-1//ispB//menB//glmM//caiD//rffM//ydaC//gapA//sfsB//hyaC//tmcA//cmoM//thrA//rplI//narV//rbsR//iraM//rplI//adiY//mnaT//yfcU//mepA//rapA//ycbX//udk//rapA//metE//murG//narQ//pspG//xylE//sgrR//xapA//acrB//bsmA//frlB//fetA//rzoD//
GO_0006401_6	amyA//trpA//apaH//betI//frdC//era//xseB//nuoB//cdd//hisQ//nepI//fdoH//hycB//mcrA//hemE//caiB//efeO//rluC//secF//sgbE//gdhA//ftsL//
GO_0006402_7	frr//phnK//cpdB//hypC//yiaB//fadH//groS//dctR//cysP//yebC//folA//
GO_0006412_6	yaaY//lit//intQ//sdhE//ibsE//cbtA//clsA//queC//sbcB//osmY//mdtD//rseB//fabA//eptA//cyoA//yidK//gadC//yoeE//glnA//prmB//ppx//gadX//purN//puuD//dtpD//phnL//yehX//lipA//spoT//cpdA//frvB//prlC//ydfG//gph//nagB//gudD//yhgF//trg//fepA//pabC//nfsB//yqgB//gatY//cdd//deoR//paaG//wrbA//nuoH//infB//ybdH//malG//
GO_0006413_4	mnmE//gutM//tynA//
GO_0006414_6	cbrA//yaaU//yfaL//panF//hybA//yieK//hemD//tusC//sstT//
GO_0006415_7	yjjQ//uspE//gdhA//mscL//frlR//ybfE//hybO//
GO_0006417_7	ugpB//trpGD//fimI//dsbC//fhuC//hokE//tktB//alaC//kdsB//pstA//dtd//argC//atpD//cas1//gapC//fliT//ivy//zinT//cynS//cobS//aldB//ymjB//purD//dadA//fetB//mlaE//uhpA//fic//ynfH//grcA//htpX//modB//frmA//ygiN//kbaY//yegV//pncB//mnmE//surA//
GO_0006418_7	fbp//ydfH//tus//yeaE//dnaQ//gudX//ravA//mcbA//citG//appB//sufA//secB//napA//alaS//yhjV//sucC//rfbD//yhjX//mcbA//secM//malK//xisE//amtB//lysC//thrL//
GO_0006419_8	manX//
GO_0006420_8	ycjQ//
GO_0006421_8	yobA//
GO_0006422_8	ychF//
GO_0006423_8	gsiC//
GO_0006424_8	ebgR//ghoT//
GO_0006425_8	rbsK//
GO_0006427_8	decR//
GO_0006428_8	dtpB//
GO_0006429_8	menC//
GO_0006430_8	npr//nupX//
GO_0006431_8	rplK//
GO_0006432_8	pstC//mdtF//
GO_0006433_8	intA//
GO_0006434_8	mazG//
GO_0006435_8	amiC//
GO_0006436_8	ileS//
GO_0006437_8	guaD//
GO_0006438_8	tolB//
GO_0006446_8	ratA//cysE//ybjN//rplW//entS//cspD//ilvB//
GO_0006448_8	ralR//ydjK//gntR//pyrE//yfbS//
GO_0006450_4	yagJ//hslV//putA//ybiA//uacT//rnd//yfgJ//wzb//lpxK//yadG//
GO_0006451_7	yggW//
GO_0006457_3	yfiE//mlaB//hisF//rodZ//fadJ//hemB//alsA//abgT//yfiC//recG//yfcR//trpR//tig//ldrA//thyA//yfgO//gcvR//fabR//yebK//ydjK//grxD//ycfL//speA//hycI//nikE//ygjK//yraH//trmI//acs//avtA//pgaD//treF//potE//cirA//csrA//menC//yfiR//sufD//tolA//ytfQ//
GO_0006458_4	prs//alsE//ghrB//katG//yojI//rplX//yigL//plsC//
GO_0006464_6	accA//pmbA//cspA//ppsR//nmpC//pdeF//narU//srlA//insI3//degS//azoR//rplM//cspA//pabA//ybbN//lldD//arnB//adhE//allC//truA//ispH//yjiQ//eutN//yebQ//dam//lldR//ydcR//srkA//yddM//amyA//dnaG//yheT//rhmD//cbeA//hsrA//mdlB//yejE//rutR//nikC//gyrA//casE//dapA//yidQ//melB//cheR//nsrR//ymdB//ydcP//mltC//yhdX//cutA//yadK//pitB//hisQ//kduD//yjcS//ytfQ//miaA//corA//mgtL//spy//degS//bisC//torR//orn//ydeT//yiaJ//yqgB//ydaV//ycgR//yadV//frc//mrcA//gspI//ycfL//mscK//yadK//torD//torC//proQ//tisB//fdnG//nirD//metG//fucI//gadX//mgtA//lldR//wecB//yibH//chiP//envY//lgt//rpmA//rimI//yjhG//rluF//yeaV//hisP//chaC//priA//abgA//sppA//yjhI//ycjP//yraK//ycdX//rlmC//rpsJ//pitA//nfuA//yghW//sgcC//decR//bluF//yciH//cheR//entC//rcsC//agp//nikA//gmd//narL//glnP//ybbN//narZ//higA//hisB//ynhF//rpsJ//ghoS//yijE//nagA//hslR//yfaX//metE//cbeA//lapB//mhpD//nagE//sbp//ldcA//
GO_0006465_6	cdsA//ybiT//rrrQ//
GO_0006468_7	cadC//spoT//ulaR//fetA//btuB//baeR//tynA//rnt//symE//cheB//csiD//oxyR//crp//envY//csgD//yfiR//rsmE//yafQ//citC//potB//pepD//tdcE//cmoA//ftsH//murP//pepQ//fliL//hns//ybiS//yhgF//yhjV//mutM//pgm//nagE//ygiN//yhjR//rpsS//tap//rpsG//flgF//gatB//rplY//flgJ//evgA//hemL//narU//cobC//folC//lspA//tesB//yedF//tsaD//paaK//
GO_0006470_7	argB//ubiG//pyrG//glvC//osmF//secE//trmA//aldA//yrfG//zapD//fabR//lysS//chbG//mepS//vsr//mnmC//
GO_0006473_8	vsr//pcnB//proC//frsA//ppiD//nagB//ldrA//dnaJ//asr//dgcT//elaB//betI//
GO_0006474_6	satP//yfeO//setB//rssA//rimP//
GO_0006475_9	ybiO//yagU//
GO_0006476_8	gloA//yiaN//galM//
GO_0006479_5	proC//rnhA//dcp//gsiB//ydiP//yaaU//mraY//lpxP//
GO_0006480_6	murB//
GO_0006486_5	asnA//
GO_0006490_5	kdgR//
GO_0006497_7	ybiT//
GO_0006508_5	kefF//moaC//hybF//asnB//tolC//gshA//argP//tyrA//fhuC//ampD//mhpC//rne//citX//mutM//yohC//tomB//yhbX//pth//alsB//garL//yojI//yeaE//tnaC//yghO//yihQ//hcaF//ruvA//yhjD//mdtG//ydcT//bolA//lptB//rsmD//murD//pgaB//adhP//pabB//mltD//rraA//flgK//insH-6//ftp//narZ//pdxJ//yojI//yqaA//fepG//puuC//mprA//ghxP//speF//glnK//dcyD//paaF//yjhH//
GO_0006515_7	slyA//tdcD//mhpB//pgaC//
GO_0006517_6	frvA//ribD//panF//mdtP//
GO_0006518_5	nuoE//tpx//cutC//amiA//adk//paaD//ybhS//rapA//yebZ//nuoG//ldtB//glmU//tyrB//coaE//lplT//nikR//moaE//narJ//infB//fimF//helD//mprA//rlmC//ybjG//ubiG//opgG//yjiX//xylB//adhE//mug//ygiV//yqiG//afuC//lpxD//dhaL//metL//cnu//eutA//pdhR//hisQ//ppsR//ilvH//narW//xdhB//hdeA//proP//yfaX//hybF//rtcR//hda//nagC//acpS//nlpD//folD//rdgC//serC//tatA//yebC//rnhB//ppk//rpsH//waaA//ybaM//lhr//waaB//cobT//fimE//guaB//marA//fimH//sspA//yceK//ycfJ//lepB//oppA//ghxP//pth//
GO_0006520_4	rplF//ghrB//eutK//treC//puuA//nuoE//yadM//ccmA//tamA//dnaG//mdoD//yccA//yfjV//ybiW//barA//cecR//ssuC//puuR//fecD//eutD//ydeP//blc//paaK//yfaL//alkB//syd//ynhG//cusF//hdeA//yieE//ybiT//lsrA//lpxM//alkB//solA//ypdF//yiaO//ssuC//nusA//lgt//rzpR//tauD//ubiE//cas1//topA//asnB//hxpA//elfC//prmC//yehB//purN//lsrG//casD//hchA//plsX//bepA//ttcA//sulA//uvrD//proC//allS//rbsB//rclB//ubiI//hcaB//cysS//zipA//sufB//comR//yddL//yaiV//cas3//mscS//yrfG//aceB//mdlA//ibsA//yifB//sufS//ykfM//ynjD//cydC//infC//rutB//rtcB//nrdB//frsA//ilvB//cmoB//dfp//ghoT//degP//frmA//livG//ygcR//hisB//allB//greB//nuoL//xapA//rplX//ispF//yhdH//serC//artI//alsE//aspC//ydiP//fadD//feoB//relB//frwB//ivbL//gadB//ycbX//yihS//treA//cysS//rhtC//gudX//gfcE//argI//lsrK//rplM//yiaA//citC//ndh//aphA//agaW//fetB//rsmD//rseC//cspD//frc//arsC//csrA//cysB//dtpC//mglA//waaJ//argE//fic//yfeD//ftsE//recT//epmA//rhtB//pgaC//mcrA//xerD//maa//tolB//rapZ//galU//era//gltX//yphF//dgt//yfcS//pflC//yebS//hemF//mdtE//lapB//malI//yafN//yhdH//rtcR//bioB//cobB//glmS//glcD//oppB//dnaX//tufB//cdsA//pepT//ybgP//putP//idnD//mdh//ygjH//pnuC//entF//idnT//waaQ//leuB//codA//yqgF//cmoB//gntK//waaZ//psuT//glcD//yqiH//ydfH//ygjR//ybcM//pdxA//phoR//abgB//intA//
GO_0006521_6	sfmF//fadJ//rutE//
GO_0006522_7	ahpC//dgoD//rnc//mdtK//hofP//prmA//uraA//
GO_0006523_8	yrfG//allD//fkpA//nagE//
GO_0006524_8	rutF//yoaB//phnL//
GO_0006525_7	yhdW//yafE//gatC//tsaB//paaX//mdtD//spoT//betI//gluQ//abgR//ygeR//endA//sad//yfcP//yhbS//hyaA//cbl//ubiX//pyrE//pflB//yneL//
GO_0006526_8	pepQ//bioD//sseA//dtd//rpsD//yhbX//trpA//ynaE//rcnB//nupC//rarA//hslR//amtB//
GO_0006527_8	kdsD//hisM//tktA//ubiF//chpB//ydbD//relA//flhE//proW//
GO_0006528_6	ybdH//vsr//fadD//pphB//
GO_0006529_7	nuoG//ppx//
GO_0006530_7	kbp//ariR//
GO_0006531_7	uxaB//ppiD//cusB//pyrF//mutY//mdfA//hslU//xylA//
GO_0006532_8	gpp//yafE//
