#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deoR//lgt//sgbE//nikR//
GO_0006139_4	hisB//gcvR//yqaA//skp//acnB//ldtE//yqjH//rpmE//msrB//livM//aroH//amiB//yghU//ychH//ycdY//thrB//yciF//rfbB//tgt//yehY//mgtL//ompR//motA//dgoT//nanK//pta//mscM//mppA//intQ//citE//dnaA//ynjD//dinJ//mcrB//stpA//tynA//rimI//xisR//mscM//ygeA//puuP//mhpD//yphD//cdsA//pheP//gatY//mutH//ftsQ//malI//aspA//pepQ//folP//ansA//aroE//nfuA//aidB//phnJ//rimJ//ulaB//mcrA//aroC//menF//sdhE//rpiA//insB-4//acrF//poxB//hofO//arsB//rnc//hofO//rhsD//narK//mpaA//iscA//preA//yobF//napC//gatZ//prpB//ogrK//rplF//ytfE//xylH//kup//yidP//rlmB//cysW//mutY//cpoB//dppA//prmC//kduD//cbrA//rimM//ybjL//rimJ//glpF//ydeI//topB//acnB//waaH//pspA//rcsA//yaaJ//bioH//prfB//oppF//yadC//uidC//fliT//rutF//lldD//yiaA//fklB//dsbC//hycB//phoU//hrpA//fruB//ilvC//fliT//yefM//agaA//yegS//lacZ//menE//yeeJ//folA//paaX//rseC//era//tcyN//ynbD//frwC//ssuB//xapR//gatZ//yieF//argI//ppsR//ycjQ//glxR//mutL//frwD//mltC//yagF//cheY//mobA//rnd//rodZ//yfdR//tusE//fic//iclR//lrhA//ygjR//srmB//rutA//waaU//secY//aidB//yqiI//ycgV//intF//purU//ydeT//ybiW//sufS//lrp//cysU//trpS//lhr//wzc//ydiZ//rutA//entD//thiH//yjfP//yajQ//nikC//ldtE//wbbK//chaC//sapC//wzb//rppH//rlmB//nlpE//basS//fucI//yhjB//argH//bfr//bssR//arfB//yraK//phnJ//proP//cysI//pdeH//sfsB//yfcU//yhiM//glgS//fucK//ydiV//zntR//patA//parE//yajL//cytR//sstT//mhpB//citX//yidA//nudG//yhbX//yqcC//uhpT//trmL//ulaF//yqiJ//paaK//ydaV//srlD//entF//fetA//tsx//sucC//rnpA//mliC//cmoA//tbpA//yhjX//astC//holC//flhE//pabC//metI//ilvI//umpG//ybcJ//ynhF//uidR//citC//kefC//chiP//gadW//intE//dgoK//chbC//ssuE//csgF//yqjI//trmL//lsrC//bglX//cysC//ydjH//fetA//yedL//pspG//casA//ompA//sutR//intE//cpdB//yeeA//rhmD//yieK//ssuB//plaP//frwD//kdsD//dxs//panZ//crl//mdlA//rimL//ftsQ//tnaB//rimK//yggW//dnaK//ccmF//rplI//tauD//yiaO//uacT//abgR//appC//iclR//trpGD//yjiQ//insI-1//yggE//eutD//flgH//yhcF//cadC//arnA//ycjQ//puuB//insI4//yqaB//ibpA//ibsB//ompN//gstB//waaP//yedX//ygfX//ygaZ//allC//scpB//prfA//pntA//rclB//phnI//plsX//napD//smpB//yeiG//aldA//yddM//xapR//ydcP//rplT//greA//mcbA//rlmH//miaA//rlmJ//purA//pppA//tpx//asnA//chbG//menF//nadB//atoB//speC//rssB//cheY//pyrB//gatB//frdD//bluF//rbsR//hyfF//adeD//ubiA//rlmI//znuC//flgJ//cysG//rpsT//cnu//rbsR//insH-6//phnN//yodD//ybaK//pyrC//nadK//tcyL//edd//iscU//aslB//ugpC//tehA//secB//nagK//rplO//cmtB//serB//gadB//glgA//nudB//dinI//yajD//rpe//yhjB//xthA//recB//chiP//shiA//dnaE//phnC//secF//ybiS//edd//rpsP//ralR//putA//mfd//asr//clsB//moaB//ogrK//yihL//arcC//rfaF//cytR//abpA//dhaR//menE//baeS//tusE//argD//minD//tsr//leuD//pinQ//codA//pyrF//otsA//dgcQ//fkpA//ldtC//gutQ//kduI//hprS//hlyE//envY//ubiE//potI//yceO//yceK//hycH//alkB//yjbF//mak//fadI//fadL//mdtL//pfkB//xylG//mepS//ccmG//citG//parE//ansB//gspJ//clsB//rlpA//thrB//ycaN//yfiF//yhjB//dxr//dfp//ybcL//mngR//lapA//gadW//ompT//dctA//yedP//aidB//arcB//nrdR//ybiA//rplO//crcB//sfmF//narV//kduD//rplD//melB//pgk//dgcN//msrP//oppC//pdxB//xylG//murG//yjeH//dnaT//rnhA//xylG//pdhR//spoT//rplJ//ade//intE//fliG//prpC//fucA//pflC//paaJ//pitB//bepA//tcyL//narW//der//mscM//hybA//nlpA//ubiG//potB//ftsB//ybcJ//gspI//uhpC//nrfA//dsbD//cdh//thyA//hexR//tcyN//kdgT//uxuR//sgrT//purR//purU//rlmH//sufA//nrdB//adiC//uvrA//cdh//yehT//yjhC//xanQ//yeaG//insA-1//nudB//speE//ychH//pdxH//yciV//nfsB//seqA//cas2//trmB//oppB//phnL//yciT//trmB//rbsC//ptsI//lgoD//yafQ//caiT//actP//bsmA//yhcH//glgX//ybiI//ymjB//rpmH//aceK//tatA//manX//ogrK//yrdA//rfaH//frlB//mltB//hscA//betT//aroG//ygjH//gstA//livG//yjiR//fliA//abpA//ndk//yiaL//hdeA//tnaB//sfmD//hcaE//ybcL//gadC//pgk//yddG//yihO//dnaB//prmC//yobF//mutY//wecC//yggX//yjiY//pabC//tsaC//tatB//der//adk//pyrF//torY//cueO//tomB//yihW//cbl//rplF//hycH//malX//hemF//aroG//asd//intS//setB//guaC//yjiQ//pspD//secF//ybbY//pal//
GO_0006140_6	ppx//grxD//
GO_0006144_6	speF//ubiC//rfaF//rihB//acrZ//selU//lpxL//yciT//acs//yjbE//
GO_0006145_7	gatZ//napB//ygiW//rpnD//
GO_0006146_8	yeeL//dinG//
GO_0006148_9	scpB//
GO_0006149_9	gpmA//
GO_0006150_9	metE//
GO_0006152_7	ychO//pyrB//zipA//pepD//atpC//hyfF//
GO_0006154_6	rplA//
GO_0006161_9	yfjR//
GO_0006163_6	tcyN//dsdX//elfC//kdpD//ymfK//yqaA//fadA//mutL//solA//dcm//yfgO//fpr//murE//oxyR//xylR//hslJ//sdaC//sstT//slyA//selU//xdhB//norV//ade//glgB//ghoS//ptsP//phnN//hmp//aroC//mtgA//tusD//yadV//mreC//mdoG//dapF//ybeQ//ykgF//asr//acpT//yajL//ycfJ//hemL//insI-2//zinT//prmB//yfcG//yhdJ//yraI//proB//yhbY//tdcF//rplL//hypC//adeD//
GO_0006164_7	glxR//yjjX//rhlB//dpiA//leuA//mltC//ydiK//yrfG//sdhC//yafE//hisI//rluE//proA//mglC//soxS//tpx//yeaK//accB//allR//yhcF//sdhD//glcB//queG//ydbD//lpcA//ptsG//fadJ//dacA//lsrC//guaB//ubiB//yihW//cyoE//rpsQ//xanP//grcA//sgcE//ygaH//yfdS//glpG//
GO_0006165_7	ubiE//fetB//ybcQ//galR//ypdA//pyrG//hsdM//gstA//rseC//yihO//soxR//menA//selA//nemR//mprA//wecB//malS//ugd//ubiH//
GO_0006166_6	recC//sbmC//
GO_0006167_6	opgH//
GO_0006168_7	hyfC//yeeY//
GO_0006171_9	ygfA//
GO_0006172_9	yhgH//
GO_0006177_9	ygeR//rpsS//mhpC//
GO_0006178_7	rclR//
GO_0006183_9	yhbS//
GO_0006188_9	patA//birA//hicA//efeO//
GO_0006189_10	atpC//moaC//
GO_0006195_7	mreC//fucK//
GO_0006203_8	hcaD//fieF//
GO_0006206_6	secY//ybiS//mdtQ//flhE//rlmB//leuO//dhaM//yidK//hdeB//yraJ//yfcP//mdtM//pabB//cpxP//cbpM//nanS//ybiJ//msrA//ibpB//prpC//nagC//zapA//ygcO//murP//rutB//rluA//
GO_0006207_8	dmlA//pyrB//fliD//fau//accB//
GO_0006208_7	ibsB//agaB//fpr//torD//rfaD//ybhR//garP//dicA//ariR//lysC//holB//lptB//yghG//
GO_0006209_6	nei//
GO_0006210_8	pyrH//
GO_0006212_6	fklB//moaA//rpsN//cdaR//zapD//entA//uspC//dkgB//malZ//elfD//ygaH//
GO_0006213_6	talB//recB//frmB//ybjN//mipA//chpS//pbpG//tbpA//stpA//nrfE//uraA//yneE//ybhR//torI//sdhE//sgcC//
GO_0006216_9	hokE//
GO_0006217_9	fepD//
GO_0006218_9	uidC//
GO_0006220_6	shiA//ptsP//tauD//hisI//sufB//sbcC//mutY//glyA//ynfF//mntR//sgbE//dmlA//dsbB//yjjB//yddA//pdxH//rfaC//yifB//zntR//hrpA//
GO_0006221_7	potB//ppsR//rhaS//tnaA//pgpA//gntU//ibpA//ogrK//alsE//creB//rclB//exbB//lspA//
GO_0006222_9	dauA//
GO_0006225_9	potC//
GO_0006226_9	dctA//ygeV//
GO_0006227_9	cfa//
GO_0006231_9	rplY//
GO_0006233_9	ydaN//
GO_0006235_9	intE//
GO_0006241_9	roxA//
GO_0006244_7	sxy//yhfK//uspE//yeaV//fdnG//ptsG//yqiI//
GO_0006259_5	rzpD//plaP//yhdJ//malX//osmY//proX//mutY//ytfE//srlA//ynaI//ilvM//arsB//metB//ilvL//tbpA//torZ//tdcF//soxR//yahI//dcuS//ais//cueR//yiaL//hemL//priA//nrfC//ybfA//dcp//dpiA//sxy//sufD//nrdE//slyA//hdeA//yeaK//bioA//btuR//glcD//manX//ogrK//yegD//purB//sufS//arnE//dacA//clpP//yhbO//prfC//mioC//accD//tktA//rsmJ//waaY//potG//ftsP//fre//ycfS//ftsH//erpA//lacZ//bacA//wecB//emrD//dgcM//metK//uspE//wecB//ispH//mlaB//dapB//torA//ybiW//metG//galE//sfmA//mhpA//selU//ycjQ//cpdA//pepB//btuB//dinI//mtnN//yeeA//gcd//alaC//cfa//pepB//csgD//yidC//ybjC//rpsJ//ackA//bamE//nuoL//uvrB//nlpD//hypA//fliM//nhaA//murC//tcyJ//gcvA//zinT//ptsH//dnaQ//yaiP//ftsE//tgt//nrfA//oxc//nimT//alkA//phoB//cvpA//ulaD//yagJ//menA//holE//prpC//lsrK//fdx//sfmH//rpsA//carB//udp//mscM//trmD//argB//miaB//hycA//uxuB//nfsB//casB//galU//scpC//casE//osmE//torZ//mipA//cysC//fadI//rhaB//hupB//ydiV//hemL//cueR//argD//
GO_0006260_6	glcE//glsA2//mhpC//pgaB//ilvD//yfaU//livK//uhpT//waaO//thrB//lysU//galE//holD//glcC//hcaF//rffT//sbmA//yrdA//narH//ymdB//sufC//
GO_0006261_7	yfaL//eutD//rlmF//uxuR//speB//priA//gadC//nanC//hisC//tcyL//rtcB//ybdR//
GO_0006265_6	cheY//ghoS//frsA//lptC//ppk//
GO_0006266_6	frvR//relB//rcdA//
GO_0006267_5	araC//
GO_0006268_9	hybB//hypD//higB//
GO_0006269_6	ymfK//
GO_0006270_6	yjhB//dtpC//holD//atpF//ecpR//glxK//
GO_0006271_7	yefM//csgF//manY//
GO_0006274_6	chiP//
GO_0006275_7	yajR//ptrA//ulaF//ftnA//alpA//ilvE//osmF//tolR//lgt//
GO_0006276_3	yjbH//pepB//yhjR//ynhF//rlmF//bioH//dnaX//kdsD//
GO_0006281_6	ybhG//yfaV//rutD//fepE//sapD//hybA//ivbL//aroK//ravA//ydbK//tmcA//plaP//melB//frlA//bdcR//prpB//tpiA//crr//tbpA//fliS//flhD//pphB//fabG//nupG//csiD//fixA//arfB//hokE//mrp//ybbY//mepS//kduD//fdhD//epd//ahr//ssuC//sfsB//ybhS//pbpG//ybiY//relE//tdcE//speD//yagF//pphA//gatD//nagC//ompR//aaeB//ndk//fepA//yihW//cynS//ccmE//dinD//
GO_0006283_8	eamA//
GO_0006284_7	yjiY//rssB//tdcE//yiaU//hemB//rnpA//
GO_0006285_6	nanT//rfaH//yfhH//glnQ//mcrA//
GO_0006288_8	ilvE//chiP//
GO_0006289_7	ydbK//rcsB//
GO_0006298_7	flgC//hflC//nudB//yjbG//ydjE//yfbR//cheR//recF//glpX//rcnR//
GO_0006301_7	rbsR//ybdZ//polB//yeiL//
GO_0006302_7	srlR//basR//rluD//rlmA//ycjQ//mdoD//ilvA//rplC//rfaQ//
GO_0006304_6	yehZ//nmpC//priB//focB//rluE//ybcJ//bipA//kdpD//yhcD//
GO_0006305_7	fadE//narG//fbaA//paaX//
GO_0006306_5	nrdI//rsmC//cbeA//bglF//
GO_0006307_8	efeO//dmsB//ivy//htpX//iaaA//
GO_0006308_6	chpB//rimO//htpX//yccA//osmE//ligB//fumB//allC//ynjD//sstT//greB//trkG//
GO_0006310_6	cheY//ahr//arnE//torR//aceK//narU//dcuS//qorA//fepB//dnaX//rstB//gshB//agaW//murG//pbpC//hha//fadJ//bssS//sgbU//yhcD//maa//oppD//rnr//asr//gpmM//lsrC//ypdI//narP//rffH//insI1//mhpC//mdtI//dxr//speG//lptA//narQ//rzpD//mutS//fucP//tsx//rlmG//rplK//rutC//
GO_0006313_4	ypjD//galE//sanA//ggt//hfq//agaV//accC//
GO_0006323_7	ydeT//
GO_0006325_4	ygiV//
GO_0006351_6	idnO//yneL//nudF//exoX//patD//bamC//phnL//ychO//fadE//rep//speA//yeiE//zipA//ybeQ//srkA//cysC//uspG//rluA//ynjD//ygeV//ulaD//menC//borD//ebgR//ykfI//ybhR//nagB//rppH//tdcA//manY//selD//rppH//yeaK//ybjC//cobU//ldtE//rnlA//yiiM//hybO//mraY//sfmD//puuP//ligB//evgS//tauD//elaB//fadJ//ribC//btuD//yddM//mocA//metE//msrC//norR//mhpC//yjhI//hmp//ycfL//yieH//lepA//bcsA//yidQ//glcD//rhsD//mnmA//rihB//cdd//phnG//iscA//kdpA//add//manX//aceF//kdgR//yjjX//adiA//crfC//eutB//dgoT//dcyD//ibpB//xseB//gspI//edd//ldrD//hicB//ycjR//elaA//yhdW//lsrA//dcp//nagZ//sdaC//yceK//recJ//purT//macB//ribF//yehX//dnaG//rpsA//dxs//ftsK//kdpF//pinE//arsR//corA//cysZ//dapF//cpxR//yeiE//dcuB//wza//elaD//yjeI//cecR//yrbG//thiL//cysP//
GO_0006352_7	glcA//pgl//mdtQ//wecE//
GO_0006353_7	dcp//mtlD//
GO_0006354_7	argT//metI//narG//
GO_0006355_7	ybjX//yjjI//rpmJ//mngB//hisP//cpoB//uspF//rpmF//yegS//rsgA//yfbV//nupG//yidR//ybhG//lapA//focB//rutE//diaA//mppA//suhB//tamB//msrQ//yddA//glrK//yojI//yddM//lsrR//aroG//ymfA//yaaY//argB//yafN//focA//yejE//fau//nudG//casA//acpP//gltP//ybhJ//murF//fbaA//ccmC//menI//srlE//rpsJ//yqiH//ydiB//fdnG//mrcA//gnsB//dgcN//yiaF//cas2//scpC//sodB//cmoA//ygcW//yajR//pdxK//xylR//ridA//thiC//rsmH//aspA//ihfA//sthA//feaR//ycbB//fabG//proP//prpC//araC//motA//tmcA//pitA//rarA//gapC//gcvA//nuoB//narV//nimT//wecA//tsaD//mnaT//murQ//ibsA//yabI//argG//nikB//exuR//astB//ribD//rsmC//acnA//fhlA//yjeH//upp//hcaE//yhdH//bsmA//wzb//gadC//copA//mdtG//fhuB//ypdF//ilvN//uhpA//hcaR//araH//citE//hypA//glpK//yneL//sapD//zntR//nanK//dhaM//yneJ//dnaJ//frmR//flgG//yaaY//ftsL//ftsZ//nfuA//slyA//dcuD//moaA//glgS//pdxY//cvpA//paaH//yejA//emrK//lgt//paaX//folM//rfbD//ydcT//flgC//pitB//bioD2//puuP//narG//spy//tktA//lrp//ppiC//sanA//ssuC//ahpC//marR//adiA//argH//ydiV//galU//yfeD//phoU//ppk//dgcZ//yohD//galK//fabA//mrcA//insK//amtB//ssuC//srlA//gapA//ilvB//ygiN//dhaM//rffG//fepA//yfiR//prfA//yggD//mntP//puuP//pdxY//galF//ribD//oppA//parE//mpaA//tolQ//kdsB//cheW//uspF//accA//phr//rffG//bhsA//rfaC//motA//gloA//tamB//rcnB//arnD//pdeF//rpsB//tolA//chbA//yddG//alsK//mtlA//fhuB//alkB//malG//yhaO//hslJ//aer//cydD//trpD//actP//cynS//ugpC//fepG//recJ//astC//rlmM//yfcQ//sufD//rssB//yciT//galR//accD//insI1//yfbV//glgA//secF//narU//rplQ//hyfR//ybiY//gntT//cbrC//tktA//otsB//mscL//ycaN//sbcD//lolE//oxc//proA//cfa//glnQ//blc//yrdA//intE//rbsB//sapD//yejB//sdhE//gyrB//ampE//alsC//rimJ//sapC//
GO_0006357_8	queA//
GO_0006364_9	udk//dctA//guaA//hokE//rraA//mnmC//atpC//cspC//rfaH//iraD//cysN//sgcX//yfeO//ybfA//thyA//pgaB//mreD//fucP//nlpD//mhpT//yehT//lepA//hyfC//epmA//mltG//glnH//gatZ//waaL//pspG//tdcR//yqaE//yeeL//waaB//sad//hemL//ftsI//accA//trmB//nrfB//yghG//yihV//xapB//torC//
GO_0006378_8	caiT//agaA//
GO_0006379_8	proQ//
GO_0006382_8	relA//
GO_0006396_7	gabD//rcnA//rplX//erpA//hyaD//katE//mioC//crr//lptC//ptsH//cptB//dgoR//yahD//yfcR//pinR//galM//trmO//cadA//gadB//wbbK//rfaG//tcyN//ygbM//yibH//tehA//rsfS//ypdA//wcaC//sgbU//slyD//galF//dgoR//groS//ydiK//menD//cpxP//paaG//ghxP//bcp//cadB//flhA//yiaO//feoC//yraK//mlaD//hupA//exuT//mntR//sdaB//hdfR//potC//fbaA//thiH//hldE//ldcA//ydcZ//deoD//ibsC//sdhD//envC//glcA//tdcC//bcp//sbp//ribC//mltF//pepT//cheB//aroK//yieF//moaE//ldrB//pbpC//narJ//yhdJ//eptC//frdC//glnE//ydiF//yodD//marR//aaeB//xylG//tatB//hscC//fdhD//fhuB//dxr//rdgC//phoA//rffM//yggF//tolQ//melB//mdfA//solA//edd//ssuB//yneE//alr//yhcH//yrbG//
GO_0006397_8	iaaA//ybhI//sgcR//
GO_0006399_8	yceO//glpT//yaaJ//ssb//csgB//yphC//alsC//phnL//ybaK//apaH//amyA//dfp//tyrB//ypjD//pyrH//hsdM//pflA//csgD//waaF//waaO//livK//napC//mlc//pflA//glcE//ymfA//narI//rbsC//mliC//ydeP//rcsA//gdhA//cysC//pgaD//mmuM//ulaR//bioD2//opgG//tar//ccmH//yadI//artI//plaP//selB//rplP//hemL//pphA//hisH//lsrR//dtpA//zntA//bluR//chaC//paaK//moaA//ycbB//yacG//ung//ompC//yciH//surE//aaeB//ralR//gloA//hdeA//citE//htpG//dmsA//lpoA//cho//rpsS//scpB//ascG//torC//rpoA//yciA//yihT//rplK//deoD//hemB//gyrA//yhdJ//
GO_0006400_7	ygcW//elaB//aceF//carB//mglB//yedF//hscB//ycbV//wzc//proV//hxpB//hmp//livG//bioF//sucC//narJ//yihV//gsiD//gspE//ybiX//helD//entS//wzb//ycgB//nrfE//nrfB//infC//bioD2//yeiL//frwC//yfbS//cpdB//hfq//fbp//entF//frlB//rmuC//lysR//rplP//cspD//slmA//ulaE//galU//xerC//trpE//paaA//infC//ptsG//yafE//
GO_0006401_6	macB//yejB//feaB//rpsR//folE//rapA//tsr//xisE//ppc//yeaE//wecE//yadN//nrdF//cysI//hscA//cusF//phoP//ydjE//recA//rimP//rpsB//pmbA//
GO_0006402_7	rnlA//purR//yadK//cysU//kup//der//rimI//tus//rhaT//envR//ydcM//
GO_0006412_6	nadC//treF//uraA//ygiV//waaL//rluC//lsrD//hyfF//purD//argG//betI//rlmM//glnS//rsmF//frmB//rimO//hypT//pgaB//pykF//ftsZ//lldD//elfA//fepA//cysB//lysC//ccmF//nth//trpGD//rpoS//hprS//eptA//gadW//rihC//yfbU//zapA//ydiF//yfbU//yidP//wzyE//pth//elfD//fucA//dbpA//ygeX//mqsR//fieF//yfiF//yhjD//ppsA//cysH//yihX//
GO_0006413_4	gltP//patA//cca//
GO_0006414_6	opgG//fliZ//actP//cusB//obgE//yadK//ftsA//dgcT//wecE//
GO_0006415_7	tatC//yfbR//solA//cysC//yccA//mcbR//hypT//
GO_0006417_7	yiaJ//pck//ldtA//ypdC//yejA//intZ//rplO//rplR//glgX//hypT//artI//wecB//ilvB//gatZ//tcyJ//ebgR//cysI//yfiC//yciA//tdcR//bioB//ubiD//rpmF//gapA//rpsK//rplO//panE//ydhK//gyrB//tolR//acrA//caiB//nikC//eamA//clpS//sad//accA//yeaE//yeiG//
GO_0006418_7	lapB//feoC//amiB//ulaG//ydjE//der//pntB//stpA//era//puuP//hemN//rbsD//raiA//yjiM//rlmD//phnL//rutA//arnA//cyaA//zapA//tyrS//tpx//yehA//frlR//cvrA//
GO_0006419_8	rlmA//
GO_0006420_8	ybcC//
GO_0006421_8	pepT//
GO_0006422_8	yidA//
GO_0006423_8	ydjJ//
GO_0006424_8	yfeX//argP//
GO_0006425_8	glnK//
GO_0006427_8	srlE//
GO_0006428_8	groL//
GO_0006429_8	narQ//
GO_0006430_8	rpsM//tatB//
GO_0006431_8	yqeG//
GO_0006432_8	mreD//motA//
GO_0006433_8	fic//
GO_0006434_8	yhaO//
GO_0006435_8	mlaB//
GO_0006436_8	ynaE//
GO_0006437_8	bdcR//
GO_0006438_8	dusB//
GO_0006446_8	ldtE//htpG//fimD//gyrA//tyrS//sapD//ilvL//
GO_0006448_8	bioH//pyrF//cedA//ykgO//kdpD//
GO_0006450_4	yajL//dnaQ//yjaZ//purU//yheT//ybiI//yqhD//hcp//insK//entS//
GO_0006451_7	fimZ//
GO_0006457_3	yggT//fdoH//wecB//potF//mepM//gpmM//yihQ//ltaE//fadR//napB//tdcD//insF-1//rpsP//elfG//trmA//yggT//mlaC//dicA//lolA//barA//ybgQ//elbB//hisQ//ycjU//guaC//frr//ybcM//hybF//yibA//deoD//mreD//rnr//yieE//acpS//hybD//gudP//rplE//narL//ybfE//sbcD//
GO_0006458_4	atpH//ccmH//relB//hokB//cyoE//gph//mtlA//mtlD//
GO_0006464_6	tcyJ//grxD//yihU//ybjX//waaQ//hcaR//fadK//fetA//sapF//rlmM//yieK//leuO//rnb//nuoG//fimD//phnC//yjaA//mntP//nikA//dgkA//yfcF//nudB//yaiV//yfaV//zipA//maeA//cysZ//ivbL//gmhB//feoC//rplJ//rplO//cbeA//pcm//yfaX//yehU//yqcC//dkgB//yggF//dgcN//ybcL//hofC//ybeF//phnH//aldB//dapB//hyfF//ybiW//cbtA//hemE//yoaA//mdtP//mcbR//wecE//mraZ//hofP//ttdT//yajO//htpX//rayT//rsmI//nudF//hpf//yeaK//yajQ//nagK//yqhD//yqeG//yaiW//yibT//tatD//manX//ilvB//cyoD//ugpC//acnB//rpnC//acpS//yibT//acrB//cheY//cutC//nanK//nikE//yggF//grcA//ugpE//nanS//mlaF//yajL//rbn//cdgI//tehA//mreC//srkA//nikR//nagZ//ldcC//ybhR//yqjA//psuG//potE//mtnN//yjhI//prfB//tsgA//hxpA//yraR//yfdS//rep//hybB//yiiM//cysG//nirC//yfiC//trmL//mdtI//dcuA//gadA//gcvR//tehA//bssR//rfaF//mcrA//ycfJ//livK//chbF//intE//narJ//dmsB//waaL//basS//rhtC//hldE//trpC//yedL//chbR//hofO//dut//nuoL//yrfG//pcm//
GO_0006465_6	ravA//yijO//allB//
GO_0006468_7	fabH//dgkA//yrdA//ypdA//glcC//ilvA//sgcR//mqsR//hsdM//guaB//lldP//thiL//metB//kdpD//menH//mhpD//oppC//birA//tktA//gmhB//recO//torC//sdaC//hemB//ansB//mltA//zapD//ftsE//ettA//yjcS//argD//ribB//infC//cutC//aphA//dnaX//nrfF//yfiF//nadB//metL//glvC//sgrR//pinQ//fes//hyaD//pyrL//msrP//uidR//idnO//dusC//sdaA//yjiM//btuB//
GO_0006470_7	pncB//yjjW//cysW//focB//yfdR//cusF//topB//intF//agaB//yidK//frwD//ftnB//ybjX//pitA//ugd//tusE//
GO_0006473_8	ybdG//hisS//ygbL//ynhF//frc//tesB//sapB//ccmE//ybiV//tolB//hsrA//rlmB//
GO_0006474_6	fmt//yehU//guaC//bacA//cyaA//
GO_0006475_9	atpA//yjgX//
GO_0006476_8	era//gdhA//psuT//
GO_0006479_5	spoT//sbp//cdd//acrA//murQ//pdxK//waaL//nuoF//
GO_0006480_6	yiaA//
GO_0006486_5	ndk//
GO_0006490_5	adhE//
GO_0006497_7	sufC//
GO_0006508_5	ydjH//bcsA//ftp//pspC//cysC//gatA//yadC//gfcE//cysB//nudB//betT//arnD//ubiI//parC//yjbF//yhdJ//dsbA//gltP//fliZ//ptsN//rpmJ//yqgB//chbC//entE//ugpE//nac//malG//hokB//yahD//rmf//rplX//dinB//fepG//uup//mutM//nfsB//yebG//arnA//znuA//speF//bamE//gadC//dcuB//barA//ygjH//torZ//rpmE//trkA//trpD//rhmD//fliK//ettA//edd//waaO//clpB//
GO_0006515_7	rsmD//uxuR//rcsD//tdcG//
GO_0006517_6	sfmA//ycjR//rlmN//frwC//
GO_0006518_5	amiA//yggF//pspF//sanA//udp//nikD//cycA//nrfF//recR//ydfK//ttdB//tnaC//chbC//rpsM//ssuD//mdtF//ilvH//recO//fixC//carA//caiB//sgcE//hdeA//gshB//dapD//rfe//yggX//rutG//alkB//serA//pppA//yibT//rfaF//malQ//rpoH//yafE//rsfS//bglB//truD//mug//nlpA//ydjL//ydfD//ychF//ariR//fumB//tdcA//yceD//slmA//purU//yraH//ssb//nadA//ahpC//treF//artJ//rplE//mrdB//rpsE//modC//dgcF//aspA//aldA//etp//narZ//menC//gntK//rssB//frmB//tdcD//cusA//yjbB//carA//mscM//yfdS//mqsA//sfsA//
GO_0006520_4	mdtM//ygeV//pdeH//cbrC//amiB//yraK//kbaY//murE//yciF//lplT//cof//hcaC//birA//cpsB//feaR//tmk//opgG//higA//gltL//ltaE//npr//gutM//yieH//yqaB//glnS//nudC//ymfA//ydcO//narI//cbpM//feoC//rseP//znuB//yfaU//znuB//focA//uxaC//thiP//nrfA//aceB//mntR//dmsB//iscU//ygbL//shiA//phnO//srlB//miaA//yrbG//rplY//diaA//nrdH//cmoB//ompA//xapR//hinT//yaiP//bssR//lpxC//dbpA//fre//glmU//rayT//birA//sohB//fbp//yegS//yihR//qseC//yfjV//ycdX//hdeA//yggP//insH-6//cbrA//yceO//fadK//pdhR//kdgR//lpd//ogt//yqaA//ackA//hofC//pgaB//hofC//panE//cpxR//yphC//rlmJ//crfC//appA//tdcG//phnN//rpoA//yegD//fbp//lpp//mepM//menE//ybhR//pflC//yddL//ldhA//ycbV//garK//potA//ssuA//acpH//rhsD//rpe//yqaE//tldD//yfgI//treR//secE//yddA//yhhY//preA//nhaB//entB//manA//hprR//csgD//cheB//yhhY//sad//epmA//kdsA//rutE//mglC//zraS//ybjN//betI//yejF//ftnB//galF//fadA//yoaB//yddA//hemN//lysO//yfbU//ispH//tcyN//rarA//ydfK//pphB//ybjI//iaaA//ghxQ//iscU//tatE//xanQ//higB//zinT//dcuS//phoR//idi//rhaT//ibsC//infB//galK//mprA//tauC//alsE//yiaJ//menC//exbB//yjiR//dnaK//cdaR//mcbA//ulaE//syd//uxuB//ybiI//yihU//rplF//rplE//fadH//tolB//tmk//uspC//alsK//ybhD//livJ//ompA//hcp//pcnB//waaU//leuA//tcdA//mutM//yqaA//dmsB//frsA//tnaA//bamA//yhhY//nusG//mtr//
GO_0006521_6	mdtE//yjhP//livH//
GO_0006522_7	carB//feoB//pdxA//thiD//hyaD//hcaF//tldD//
GO_0006523_8	ttcA//nei//pntB//uspG//
GO_0006524_8	rsmC//bssS//casD//
GO_0006525_7	lacY//lolB//nagB//hyfA//yehP//rlmE//wbbK//dgoD//slyD//lpcA//artI//cmtB//mltG//lptD//dadA//yahK//pdxA//srlR//yggD//fecB//mqsR//
GO_0006526_8	rapA//dgoD//katE//gudP//ffh//sufC//speF//yoaB//bamE//idnO//dacA//fecB//uxuB//
GO_0006527_8	trkG//rfbC//tnaB//yfjR//rsmG//yfcS//msbA//yehT//perR//
GO_0006528_6	gcvP//ldrB//gdhA//treC//
GO_0006529_7	yfdK//argP//
GO_0006530_7	ydeT//dtpA//
