#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	folD//adiA//phnC//modA//
GO_0006139_4	cutA//fes//yihP//mtn//queA//rpnA//yqiG//bioC//mngR//exoX//lpxT//purN//recX//dppB//chaA//fecA//ppk//erpA//nikR//sseA//aqpZ//lexA//bcsA//tusB//citG//ycgR//yjbB//pdxJ//idnD//tgt//yhjR//pinQ//ybaO//rutF//hns//mutT//dtpD//glpD//mcrA//mdtD//cysK//tomB//rpsR//tesB//bioA//malX//uhpT//cmoM//fabG//cyoD//mtn//ibsB//azoR//dsbA//rpnC//asnC//kgtP//sgcA//fryC//pth//yjiQ//rsgA//cho//ygaZ//ftsE//moeA//ptrA//ypdA//abgT//phoA//glcE//radA//uhpA//sufB//tolQ//ykgM//dmsB//argO//pitB//norR//hicB//dedD//sucC//pyrD//ybjI//ygaZ//yphF//queA//nirC//tamB//kdpD//allD//pdxH//citG//ybdN//trmL//topB//dusB//thrS//dgcT//dusC//purU//yigL//uraA//acrZ//gabD//flhA//ghoS//gltP//eutA//amiB//folM//torY//yfaX//uvrY//fruK//decR//ycfS//queF//mrp//umuC//rlmJ//ybjX//livG//abgR//ppsA//arfB//yraN//menE//yjhB//coaE//yobF//yebC//yhjX//gshA//pdhR//phnO//dctR//gudP//mscS//bglH//yjhC//uhpB//yqcG//gatA//hofQ//ydhC//yjaA//wzzB//yiiM//yciH//cmtA//ybgQ//zntR//ccmD//ftsK//bdcA//pdxH//dsbA//lptA//nrdA//yeaG//fliS//macA//cueO//cvrA//yhaM//araH//frmA//ynhF//rho//sbmC//mepA//kup//ariR//acnB//sbcD//ravA//cspB//hisM//lapB//nrdD//yebQ//nadE//ttdR//dapB//casE//rdgC//cysE//alkA//abgB//xseA//tdk//hflK//rhaA//araF//ptrA//rhlB//cobU//marR//lpxB//xanQ//accD//yiaU//creB//murI//lysR//artJ//uhpA//uxaB//yihP//idnT//efp//surE//tsaE//rlmH//yjhC//cydA//lldD//yabI//mdtK//flhC//frlA//yraJ//prlC//mglA//ydcO//flgA//yjjB//nmpC//hdeA//tas//ydcM//rsmJ//ddlB//yahN//sstT//ralR//argG//exbD//araH//clpB//rlmB//hiuH//ygbL//dinJ//cobC//plaP//allC//dedD//ybiJ//chaC//dusB//arsR//yecS//panE//galP//fhlA//yqhC//tsaB//ptsI//sbcB//hycH//udp//ribA//cmtB//yjhB//efp//mltD//rfe//insA-1//ybfE//mhpT//hcaF//yciT//eutA//gntK//parE//yjfP//nrfD//sixA//rutE//mgsA//ybhS//pyrL//yccS//elaD//bcr//borD//fmt//plsC//ruvC//zapC//metN//ynbC//idnK//yodD//purD//ydcZ//dpiB//sugE//aqpZ//ychH//mltC//yajQ//phoP//ebgA//rpnD//paaE//hcp//mqsR//mhpB//mraY//zraS//yphB//pcm//hybG//yddM//rhaR//hmp//copA//rclC//ydbK//rihC//dtpC//mntH//fliM//mcbR//ffh//fliG//pdeF//bioP//pmbA//htpG//yiiD//lldR//gcvT//acrB//ygfX//hdeD//yahK//ftsK//secB//ansA//xisE//alsC//cysZ//codA//treR//ybjG//yqiI//csiD//ftsX//tsaD//dicB//mgtA//rlmB//glyS//yqaB//yecS//pdxA//chbG//potB//cdsA//ybhP//rhlB//insI-1//dcyD//yhhY//dgcN//rzpD//sixA//rlmB//pepD//kch//emrY//sucA//flgE//sdhB//torA//wcaJ//phoU//lpxH//yejE//dhaR//fdx//dam//sgcR//rpsH//sugE//cytR//cadC//purF//ldhA//trmA//yfeX//cusF//moeB//fryA//yqgF//ubiG//rpiR//yehU//galT//iraD//poxB//rihC//abgB//bioH//kdgT//ycgB//acrA//aldA//ppk//rpsE//arnD//scpC//hupA//tnaC//psuG//emrD//mdtG//lolC//rlmF//pth//atpC//dcuC//qseC//ydjM//arsB//msrA//dusB//etp//tauB//greB//coaE//aas//ddpA//dxr//rhlB//yjiA//murR//yfdC//rpsJ//ftsH//livM//msrP//mhpA//ung//yneJ//entC//yejB//citG//rcsD//yddM//yiiD//chbG//tyrR//hofM//yahB//cueO//yieF//rcsC//glk//fimI//rplA//hyfC//gpt//fepG//moaA//pdxK//afuC//pgm//ydiF//ulaE//valS//rmf//cueO//mreD//yafS//aaeR//crp//ibaG//ttdR//sgbH//obgE//baeS//uhpB//bamA//wzzB//glgS//malZ//ynbC//dppB//agaS//yoaB//rlmC//yiaM//folX//dld//cpdA//btuB//dhaL//basR//rbsR//queD//rihA//ftsK//mzrA//fimZ//epmB//orn//hypT//fucP//yfcR//yifB//xerC//rnt//epmA//menH//garD//zur//ydcS//hisS//mdoD//nagC//mrp//sanA//iraD//alsB//glgP//ftnB//nrfD//kbp//rplW//panZ//frmA//priA//atpF//yihI//ypjD//lptA//asnB//rcsB//amiC//hslO//ydjL//yqjH//amiC//rcnR//bluF//mfd//rplA//uxuB//trmB//cusS//fcl//nagB//gor//ulaB//yeeJ//rnt//yegS//yjiM//caiD//gor//sspB//yddG//hypA//hicA//yhjR//ybdG//yafC//yfeX//wcaJ//pabA//ppiA//fliK//argG//yciA//opgB//fhlA//yigL//kdpF//hypE//tdcG//rimI//gatD//carA//cspE//hemA//nrfD//sapA//livM//ygfA//envY//sthA//uvrC//csdA//hcaE//mipA//ybdN//cpdB//serA//insF-1//glcD//manY//thiE//ybaQ//proX//yjiM//tatB//dtpA//
GO_0006140_6	ydiF//paaD//
GO_0006144_6	dgoA//ettA//fic//tcdA//gabP//gabD//modB//ibaG//lolE//rsmI//
GO_0006145_7	yphB//nrfF//ynfE//kduD//
GO_0006146_8	rimL//fimI//
GO_0006148_9	rsmG//
GO_0006149_9	ybhA//
GO_0006150_9	eptC//
GO_0006152_7	lon//pepA//phnP//upp//hcaC//aspA//
GO_0006154_6	yqgB//
GO_0006161_9	gadX//
GO_0006163_6	clpS//hisP//nanS//udp//brnQ//stpA//mepS//dtpB//ymdB//ubiF//pepN//dnaK//blr//ymgF//hprS//yceD//fimD//yagJ//pstB//macB//mcbR//galM//fumA//ybfE//kefF//proW//pnp//fecA//hpf//rsmG//kdpE//ybiI//msrB//slyD//ydcR//lpxK//mdtO//hrpA//lipA//leuA//cpdB//glnB//holA//deoD//csiR//rsmD//rusA//yhdH//yadM//tauA//ybdH//pmbA//metK//xanQ//
GO_0006164_7	trmJ//nanT//yjfF//dauA//cydB//ycjR//pgpA//ygdG//ydiR//abgT//yejB//msrQ//rpsT//ybdH//ilvA//wzzB//elfA//apt//dcuB//rpmB//ydeP//ldtE//sdhC//iscX//lamB//yfcF//tcyL//birA//sdhA//talB//htrE//yqiG//pppA//uxaA//hisQ//queD//topB//rpnC//tdcD//dapB//
GO_0006165_7	yidE//yfgI//yfcP//ttdR//asmA//fabZ//speC//fetB//tpx//srlR//ubiA//insA-2//mhpR//alaC//uup//dkgA//maeA//yibH//afuC//
GO_0006166_6	baeR//insI4//
GO_0006167_6	lnt//
GO_0006168_7	ppc//sad//
GO_0006171_9	gmhB//
GO_0006172_9	roxA//
GO_0006177_9	ilvM//oppF//hemG//
GO_0006178_7	kdsB//
GO_0006183_9	fliK//
GO_0006188_9	glpG//apt//csgD//rayT//
GO_0006189_10	yicJ//cyoE//
GO_0006195_7	ycjW//pgl//
GO_0006203_8	macB//btuF//
GO_0006206_6	nudB//dpiB//surA//waaS//yieH//ung//qseC//yihQ//malQ//atoC//gabT//acrZ//yedF//ddpX//tbpA//ybfA//flgC//purN//ybgP//sgbH//etk//tehA//elbB//lptF//wecE//pgaB//
GO_0006207_8	nuoL//glgB//pyrC//dcuA//wzc//
GO_0006208_7	tauB//mngR//yfbU//dam//dsdX//cobB//greA//ftsZ//pstB//yehU//frlR//bioD1//xthA//
GO_0006209_6	ytfQ//
GO_0006210_8	yghO//
GO_0006212_6	ybjG//pgaC//gcd//afuC//narY//torD//diaA//abgR//nadB//ybjC//tusC//
GO_0006213_6	dtd//rtcR//rcsF//rph//cysH//melB//gcvR//malZ//dmlR//bioA//rimP//ycaO//gspI//ribF//yccS//citG//
GO_0006216_9	yhjB//
GO_0006217_9	fliS//
GO_0006218_9	recX//
GO_0006220_6	msbA//katG//yjbB//dgoD//ydjE//rluA//aqpZ//cusS//yhhY//metH//speG//asr//trmA//uspB//rpsK//iscS//recT//yeeA//etk//yafN//
GO_0006221_7	sfmD//metG//paaA//ybhA//hpf//pdhR//yceO//murB//yjfP//rnb//yfaV//rbsR//narV//
GO_0006222_9	mdoG//
GO_0006225_9	sucB//
GO_0006226_9	putP//cpdB//
GO_0006227_9	ydeM//
GO_0006231_9	aroA//
GO_0006233_9	hpf//
GO_0006235_9	cheW//
GO_0006241_9	trpL//
GO_0006244_7	dcm//glpD//betT//gadX//ldhA//allS//luxS//
GO_0006259_5	nuoN//livF//aspS//ibpB//bacA//yhcN//ibsB//mnmG//ilvE//rfaB//adhE//rsmF//aroC//nuoM//mngB//sgbE//miaA//soxS//malE//aroC//glcA//fpr//baeS//epmC//nuoG//yafO//narG//argI//ydhQ//acrD//araF//prmC//ybdH//nrdI//recX//dosP//narI//ybiI//fepE//ftsA//mtnN//rffC//ynfH//yjaA//uvrA//abpB//glgS//hycI//ghrB//uof//ydiZ//rbsB//cpsB//leuS//feaR//panD//tamA//phoB//tusA//ybcC//bglA//eno//napA//narX//rplF//paaE//hyi//sdaB//yahK//cusR//gabD//ldrB//hofC//cmtB//mlaD//ygjR//rffT//ybaM//mlaD//hyi//cnu//ulaR//pliG//murB//rssB//rnd//yehZ//rihC//secG//serA//potE//zapD//sbcB//rplW//mnmE//ugpC//folE//envC//ompA//yebC//acrR//dicB//rbsB//garR//yghG//obgE//cydC//evgA//folA//iap//mdtQ//rsgA//yqaE//phnN//setB//ftsY//paaG//torY//uspC//kup//tolQ//aqpZ//dsbG//proC//mog//ybhS//hybO//aaeA//kefC//helD//tgt//mnaT//queF//pntB//pgk//ymdB//tcyN//carA//cycA//kdsC//cheY//rpoS//pstC//tnaB//eutR//mlc//yedP//ycaN//
GO_0006260_6	citG//metH//tusD//rfaF//ycaO//pyrG//folE//tolQ//ymgA//frlA//agaC//yahI//hybB//tolB//flgG//ebgA//brnQ//yidQ//ygeX//idi//lolC//
GO_0006261_7	gapC//decR//mnaT//cyoC//kdsC//araB//paaX//sad//ydgA//fimA//exuT//ldcA//
GO_0006265_6	intQ//rbsD//trpL//bsmA//hcaB//
GO_0006266_6	speE//gmhB//sgcA//
GO_0006267_5	pgaB//
GO_0006268_9	csgF//flgA//nagZ//
GO_0006269_6	nac//
GO_0006270_6	pdeL//cysC//rfbD//rimK//srlA//hupA//
GO_0006271_7	ibaG//corA//purA//
GO_0006274_6	murQ//
GO_0006275_7	wzb//xylR//dfp//kdsC//glcF//alaS//rlmD//ybhD//znuA//
GO_0006276_3	acrE//degS//arnE//mlaE//arnB//puuC//rna//dgcT//
GO_0006281_6	narY//gpr//mltD//nadA//yhjX//hybD//fdnI//ybhS//moaD//wzc//rcsD//dacB//gfcE//caiF//uxuB//chbR//yfcQ//lptG//gltI//yjjU//pitB//thiG//acpH//dicC//yfcA//nadC//rdgC//lpxL//rplW//livK//dkgB//malF//entH//narP//yahD//diaA//yodD//yjgX//ubiA//dacA//yneJ//mdtP//gspJ//deaD//tolR//rdgC//yhjR//araC//gmk//pgaA//envR//aceA//yjiM//galM//yebG//
GO_0006283_8	ubiF//
GO_0006284_7	gsiD//yfcR//lpxP//nrfA//gabD//thiM//
GO_0006285_6	ydiB//btuR//yccS//araE//yfcF//
GO_0006288_8	alaS//alkA//
GO_0006289_7	carB//cdgI//
GO_0006298_7	gudP//rpoA//mdtB//eutA//yfcF//kdpD//cmoB//rlmH//trpE//paaZ//
GO_0006301_7	lpxC//fliT//ybdN//dcuD//
GO_0006302_7	wcaC//yfjV//acnA//aspA//rzpR//tyrR//cysU//uxuA//rpiR//
GO_0006304_6	afuB//mdtC//srmB//yjbF//secM//yfcR//cnu//cysN//fryB//
GO_0006305_7	yaaJ//xthA//copA//hemA//
GO_0006306_5	murD//plsX//lptE//gcvA//
GO_0006307_8	tehB//yciF//ygbL//nanR//cspI//
GO_0006308_6	mtlR//alkA//bioC//bamE//coaA//alkB//yahN//rnhB//rbn//bepA//mdtD//slt//
GO_0006310_6	queD//manA//ybjG//mltC//gfcE//ada//agaD//ispG//yghO//ydhC//yafQ//znuC//ppsR//dosP//yiaJ//degQ//argA//rutE//yiaF//ftp//trmL//yhaC//panC//ybcQ//dgcJ//yjhH//yaaA//yejE//yjjW//cmk//pspG//ttdT//betT//ribF//oppB//folP//casA//rihB//yiaU//nikE//nth//holC//tamA//
GO_0006313_4	btuD//ldcA//melR//ynbD//bdm//lgoD//glmM//
GO_0006323_7	hypE//
GO_0006325_4	rsfS//
GO_0006351_6	glyA//rfaH//yedX//yfgJ//rng//yabI//yfcF//dtpC//tamA//yfcS//ygbI//fadH//aldB//zntR//wcaC//moeA//cysC//hyfC//nudB//mtgA//arnA//yjbE//yafS//ybjG//groS//yphC//deoR//coaE//yidE//rplM//rplR//obgE//ydiO//casB//topA//prpD//ygdG//mug//gabD//gluQ//eutN//yghW//ybdO//intZ//ccmE//glcF//rstB//marR//ruvA//glk//gloB//ymfK//bcr//iraM//yfhH//yafE//ygiB//ubiG//parC//blc//wecB//truC//ilvC//pdeR//yiaT//zur//dicC//gor//araD//lysA//accC//setA//idnO//epmA//queA//lpxC//symE//rimK//cpsG//solA//rfaF//nupG//yqcG//uof//rbsD//chaA//purB//cspD//tsaD//dgcZ//ibpA//aroF//basR//potH//entE//yijE//artM//argS//ldrA//ygcW//modA//ydiQ//ypdI//dapB//pinQ//gldA//tauD//oppB//yeaG//yieL//fecA//rnpA//ygiS//pykA//ynfE//leuA//narP//plsX//argA//
GO_0006352_7	dauA//phnO//zur//mdtK//
GO_0006353_7	yaaY//qseB//
GO_0006354_7	uidC//dacD//bssR//
GO_0006355_7	yadK//ybiW//ldtA//fryA//flhC//gyrB//nfi//gltB//kbaZ//arnB//ndk//cheZ//cyoC//mtlD//murB//narK//ssuE//ypdB//yiaA//moeA//rrrD//dnaQ//yahI//fliZ//pdeF//rutR//ycfL//tilS//yhjX//ychH//narK//ybiH//ibaG//dacC//nudB//dgoR//argS//pdeK//yahK//thrC//mug//nikD//gcvR//ruvB//hybO//entS//artQ//wza//hha//rep//miaB//glnK//atpC//prfB//znuA//tusE//rpsP//alsK//rlmB//clcA//gadX//lsrB//cysD//elaB//yihQ//recE//aidB//cobS//ssuB//paaE//fruA//secM//nrfG//wzzB//kdpE//speB//hprS//topB//ybcM//priC//yfcA//ynfL//prmB//uvrC//ymgF//mrdB//gatD//rnlA//mazF//allR//tusD//wecA//prmA//prpD//ybiI//rlmF//ykgF//frc//patZ//rzoR//ytfP//livG//nhaA//lpxL//ratA//alaE//mdtE//ldrB//atpF//yggW//shoB//lysA//nuoM//mzrA//glnE//creC//pepD//metH//lptB//rluF//mnaT//etk//clsB//yhhY//ttdA//mraZ//emrK//udp//yjhG//ydjM//yaaA//cspC//cobU//dicB//yggW//pykF//mltC//panC//paaF//flhD//modC//pheA//rplP//tauA//cca//yfaE//yagG//srmB//mhpT//rmf//xylG//hdeB//cueO//pflA//ldrA//sucD//fadL//rlmJ//ydcT//yciH//carB//cobC//speD//ftsH//fryB//dapD//trmJ//yahD//evgS//ygeR//potF//panE//metI//zitB//trmA//mdlA//cusS//atpE//sbmA//lptD//add//sdhB//ybjN//frdD//rmf//dbpA//ccmG//chbB//citT//gpp//rclA//mepA//ydjH//ptsN//dnaB//yieK//frdD//ybhR//ybiA//prpD//xisR//rhmD//motA//ogrK//mlc//adhE//yceD//waaB//ybdR//obgE//rlmB//phoU//ybhA//flgK//mipA//artP//yfcQ//hycB//ompT//cmoB//alsK//ybbY//mmuM//gutQ//rusA//nlpE//prlC//aroB//hyaC//fryA//cysB//ydhQ//rclB//yqgF//lpxK//dgcN//xisE//mdtM//ydjK//yhjA//purC//rsmI//cho//clpS//cas3//holC//pyrB//yeeA//betI//hslJ//ttcA//mscM//pheA//serB//uxaB//lsrR//tsaC//aroH//rtcB//intA//yfaU//
GO_0006357_8	ybfE//
GO_0006364_9	bglA//ivy//ynfE//putP//mdtF//glcD//cnu//cusB//ribF//gpmA//yceO//betT//basS//aslB//malP//lysS//rsfS//rhtA//betT//fabG//hycI//yceD//glvB//fucP//yhdW//rfaB//pdxJ//galP//garP//fbp//opgC//yfaU//rlmL//glxR//hybO//yehX//ybiW//gabT//cutA//rpnD//yahI//aroD//thrL//
GO_0006378_8	recR//nanK//
GO_0006379_8	ugpB//
GO_0006382_8	macB//
GO_0006396_7	ileS//mglC//hupB//rcsF//ygdG//bamC//yjeH//nadA//ibpA//atpG//greA//lyxK//rlmC//rplR//glyA//malZ//lpxP//fliZ//pstS//yadI//dfp//cobB//fadB//poxB//paaB//cspB//alaA//ivy//yeiG//eutB//agp//nrdG//torD//ydiZ//nikE//efp//glxR//ddpX//dsbB//ptrA//ubiJ//nuoM//hyaD//lpoA//gshA//yhfK//ybcC//gldA//mdaB//lacY//ghoS//hemH//folM//fnr//yfcS//cydB//yidP//cpxR//tnaA//kch//rffM//ribA//lgoR//blr//pflA//fepE//tqsA//ompL//gntU//glpT//rimM//nudG//seqA//ydcR//bcsA//ilvA//rplX//pntB//rcsC//fabR//yoeE//waaL//rnt//fepC//higB//alsA//yhbO//smrA//phnM//gnsB//ycbX//aspA//ygbI//recD//sodB//mnmE//ybcJ//thiG//ykgM//yqaB//arfA//rne//
GO_0006397_8	mscK//fimI//oppD//
GO_0006399_8	rpiA//tsr//ftsE//fadH//mscK//exbB//focB//gltK//pykA//insI4//nanT//yraH//alsE//groS//rhaD//rhaT//mnmC//rfaQ//sugE//xseB//ldtC//dhaM//rbsA//gabD//ssuD//tas//elfA//gcvR//rihA//sixA//pppA//fimE//yejA//sodA//lnt//blc//glmU//mlaD//thiD//mgrB//soxR//rcnR//dgcN//proB//ugpA//patD//csgG//insF-1//rclB//ydcO//ygjK//skp//ydcP//hdhA//rhsD//raiA//hypT//insA-1//cysE//ycgR//rsmA//trmH//ybjL//ygbN//cbrC//nirD//rtcB//ybiS//rfbD//sgcX//rpsM//recB//slmA//ccmE//ytfP//ybjX//mdtK//recO//rof//appB//sapD//kdgT//
GO_0006400_7	cvpA//edd//chbF//yibH//rcsF//potD//ffh//ldrB//yhaC//map//sdhE//gmk//galR//napA//lldR//narP//kdsA//mltB//ibsC//fur//paaB//fdrA//gcvT//nhaR//mdfA//prpD//ariR//modC//yicJ//blr//nagE//opgD//yagJ//decR//tbpA//glgS//hdhA//intE//yjjG//murB//kdpF//dgcF//ttdR//rffG//pth//recR//ppsR//yhcF//cytR//
GO_0006401_6	sgcR//icd//intA//dicA//yciT//ygjR//prpC//fimA//potF//ybaE//yhjG//zwf//rpsM//garL//napC//yiaA//yfaV//yedX//lptG//ydiZ//priC//prpD//
GO_0006402_7	cas1//atoS//ygiB//fimA//kefF//slyD//uhpA//mocA//hprR//rpmB//emrY//
GO_0006412_6	agaD//ssuA//yieH//ompL//idnK//ssuD//gltP//sdiA//ytfQ//fabG//gldA//rpsO//iclR//ycjQ//trmL//prs//cdh//purN//ftsH//ycdY//secA//waaY//curA//paaE//preA//hrpA//nrfF//hha//hupB//dgcM//gcvP//waaF//fucK//yhbY//abpA//map//insH-5//nagC//ybgI//rpsT//lpxK//hpf//garP//yfcV//rbsK//glnB//aspS//prlC//dinG//yrbG//ydeE//
GO_0006413_4	surE//ytfT//waaZ//
GO_0006414_6	fdoI//pdeH//pagP//hyfF//basS//dinD//zapB//narX//glgC//
GO_0006415_7	fliS//ais//ppsR//trpA//yejF//dinJ//yedF//
GO_0006417_7	lit//pcm//ribF//glrR//truB//comR//lsrG//mglA//lolD//dnaE//hemN//pgsA//ulaA//ynfL//livJ//ilvI//prc//nsrR//fiu//tig//sfmD//nagD//purU//holC//ybhD//adiA//yfcU//recF//rsmC//asnB//bcsQ//rhmD//fhuD//kdpF//ynaE//cadB//yeaG//yeaV//kefC//
GO_0006418_7	yeeL//mqsR//ttdT//phoB//phoE//yfgJ//narY//adhP//gyrA//yrbG//hcaE//ybdO//cyaA//erpA//rlmI//nikR//sufS//lpcA//bamD//essD//acrB//ispU//ldrB//hcaC//hofN//
GO_0006419_8	ndh//
GO_0006420_8	ompC//
GO_0006421_8	yiaU//
GO_0006422_8	gcvR//
GO_0006423_8	tsaD//
GO_0006424_8	yqjH//lepA//
GO_0006425_8	yohC//
GO_0006427_8	pyrL//
GO_0006428_8	recC//
GO_0006429_8	yahD//
GO_0006430_8	paaX//rcnB//
GO_0006431_8	rplS//
GO_0006432_8	mnmC//hypB//
GO_0006433_8	metF//
GO_0006434_8	dacD//
GO_0006435_8	rnc//
GO_0006436_8	gcvH//
GO_0006437_8	kduD//
GO_0006438_8	iraD//
GO_0006446_8	ydhC//lpxD//malX//wzzE//rhlE//yccS//yfiR//
GO_0006448_8	queE//rsgA//hiuH//yphC//yddA//
GO_0006450_4	rho//rpsJ//rffM//ygiN//tufB//lgoR//ibsA//cmoB//lrp//glcD//
GO_0006451_7	dicB//
GO_0006457_3	kduD//tpx//fetA//potG//lysS//rcsB//mtnN//tsr//aphA//lsrD//mgrB//ygeV//putP//gshB//metN//yfdG//rplY//alaC//alaC//nrdR//abpB//ilvL//atoB//rpnD//adeD//xylA//cusR//ung//truB//mdtQ//topB//apt//dgcE//leuB//appY//uxaA//opgE//sdhB//hxpB//ybcJ//
GO_0006458_4	mscK//yneL//nudG//rlmE//deoD//mprA//rsmJ//iraD//
GO_0006464_6	arfA//trpS//araC//carB//atoC//osmY//flgG//ispH//araF//yfaV//dcyD//grxD//yfbS//ydcR//fabH//rutF//treR//cyoD//aroF//ypdA//fadE//yfhM//hslV//focB//ydjE//atoC//erpA//bacA//cyoB//sufD//msbA//hycA//ygeR//pyrD//ybjG//tsaC//topB//gapA//corA//yibA//alsK//pyrF//moaB//ubiC//ldtA//potD//yjcS//ulaF//uspG//ybhG//cdsA//serA//rapZ//yecS//rpiA//patZ//recQ//ynbC//idnK//lsrC//entA//mutM//yjiQ//hemC//orn//def//ybcJ//murE//torS//tyrA//cobT//pgrR//ribF//ybdR//ftsW//ybhF//flhE//yahI//yehD//aroK//pepN//uidA//prpC//yccX//glsB//nupG//rclR//rpsR//yidA//rimI//emrB//xisE//slt//mltA//rnr//yeeA//dinI//srkA//hflK//hdhA//chpS//hyaB//fryB//dppD//prpR//cbrA//gutM//sspA//ykgM//atoS//yihI//mhpT//cof//yohD//agaI//yeiE//casA//cdsA//mdtM//glnD//cpdB//rna//cysM//hycA//hyfR//eptB//yihQ//dinI//dxs//dtpA//nudB//tauD//phnG//hpf//alsA//lamB//aroG//srmB//hisB//degP//rffC//potA//
GO_0006465_6	gcl//clcA//rfbB//
GO_0006468_7	ytfE//nudF//sugE//clsA//galP//yggX//hemH//pspC//frlB//ivbL//radD//gntR//luxS//proV//rbfA//ynbD//ebgR//trkA//ascB//murQ//ccmF//ddlB//ybiV//glcF//xanQ//comR//mraZ//rlpA//ftnA//glmS//rplN//yggE//nudG//yhjB//smpB//yagG//sufD//nanT//yraJ//alsK//uhpC//opgD//gcvH//yceO//insE-1//arnT//folD//yafO//gspE//dxs//xanP//yggN//sucD//
GO_0006470_7	kdpD//mdtO//hofP//adiC//degQ//insB-2//codA//rfaH//yijO//adhE//pspF//argH//atpA//djlC//tamA//eutB//
GO_0006473_8	yahK//ftsL//cycA//fabR//ilvD//lldP//hyaD//mqsR//tusB//epmC//flhD//flgJ//
GO_0006474_6	gatY//yfeR//ynjD//ytfR//lolE//
GO_0006475_9	uraA//ybiV//
GO_0006476_8	insA-2//dcuA//argG//
GO_0006479_5	amtB//rhaS//bioD1//intQ//ispU//ytfR//tpx//tonB//
GO_0006480_6	emrE//
GO_0006486_5	yqhD//
GO_0006490_5	mgrB//
GO_0006497_7	intQ//
GO_0006508_5	gabD//garL//ssuD//lasT//yibF//cysK//nlpE//lsrC//ung//yohC//yfcV//bioF//cysW//cadB//rsuA//ftsY//evgA//metB//norW//dgkA//rpsN//vsr//fucK//sapD//bglX//ybeY//mltF//frvA//ibsB//nei//rbsK//mscL//dhaK//shoB//lptB//purN//ribE//gluQ//mglB//insI-1//hemD//macA//cynX//aer//alkA//yagE//gntP//phoQ//adiY//glnB//intQ//yhaM//ydeO//bioA//gabT//
GO_0006515_7	cynT//cheR//ychO//sbp//
GO_0006517_6	cmoA//xylB//crr//yfiC//
GO_0006518_5	yciH//nac//ftsB//ruvC//ldtD//panZ//thiM//creC//ymgC//rfbD//ycbV//dcd//yebQ//speG//pflB//pitA//abgA//paaC//nagA//yifB//trmI//srlR//pcm//hdeD//ulaE//sufS//ftsN//qorA//aspS//mntS//casE//cra//agaI//bamA//nsrR//cheB//aqpZ//ydjM//ycbV//tpiA//fcl//modA//purC//rpmE//selB//ltaE//panF//bioD//ygaH//ydeE//glnA//yahF//nikA//sfmC//rnt//cyoC//satP//yiaT//ldcA//glgA//yafQ//otsA//argS//sgbU//uraA//xapA//rodZ//glpG//ydeP//pepN//kdsC//mcbR//ushA//panB//ynaI//ydfK//evgA//
GO_0006520_4	yjiR//ymjB//cadB//waaJ//cusA//tldD//moaD//hcaD//ccmE//rfbD//elfD//clpP//rplX//higB//yhdX//rplF//ycgV//yihO//tpiA//priA//xylF//flgD//ydcM//ybcF//ldtA//grxD//allB//yieE//mmuM//glgA//yhhZ//trpA//treR//corA//cynT//yqaB//gudX//napF//mltD//tusB//nagK//mdoG//ldcC//tusE//uxaB//yegT//leuD//phoR//holA//cysG//csgB//rsmG//pgpC//yhaJ//truC//glpK//asnB//nrdI//ttdB//frdB//yfdR//ybbW//yhaC//ftp//rpnD//frdA//alsC//fadJ//yfaU//ygcW//yeeY//sufB//waaY//xisE//moaB//purR//envZ//ygjH//rbsB//hypD//rnhB//hdeB//hflC//dmlR//pgaD//sfmC//yihW//yjhI//sodA//yibT//yggP//ychO//norR//yicJ//xanQ//focB//ygjR//aaeB//caiE//insA-1//ftsP//yraN//recD//dnaA//cyoD//atoC//ubiG//ssuD//ydjL//yiaA//asmA//torA//rutR//gatY//accD//gutM//ynjA//yidR//gapA//yhgF//pckA//mdtD//hisF//caiB//paaC//rffG//adiY//cadA//lsrB//radA//mazG//tsr//cpoB//ykfM//hcaD//dacA//alsE//birA//mutM//ydaV//higA//gabP//ribC//rbsR//sdhA//ridA//yhbS//insI3//lpcA//mdoD//yadI//araB//ascG//arfB//ydeO//rcnR//lipB//hrpA//glmU//fiu//sbmC//dnaT//betA//proX//cydA//yhaM//pitA//yfbR//ytfT//ftsY//yadN//rlmM//znuC//opgB//osmF//yjjV//ppc//rpsE//ssuC//mukB//mdtM//eutD//yehY//qorA//nanS//uidC//yagF//deoB//modA//gudP//cyoB//rfaG//lgt//nemR//scpC//arnA//prfC//rarA//accB//hypD//hyi//yehW//
GO_0006521_6	yadC//yjjQ//lptG//
GO_0006522_7	paaK//flhC//hrpA//lrp//mmuP//lacZ//dfp//
GO_0006523_8	xylF//ahpC//hybA//zapE//
GO_0006524_8	puuR//malS//cecR//
GO_0006525_7	bcsA//ychH//yobF//mrdB//yceD//sulA//pspF//mntP//yhdJ//valS//cytR//wzzE//ychO//yajQ//murA//yafQ//tatD//hofC//ribE//insH-6//hflD//
GO_0006526_8	bcr//hycB//pgpC//hslU//intA//fieF//degS//waaJ//hyaB//atpB//chbC//aspC//rpmE//
GO_0006527_8	lldP//sutR//groL//tcyJ//marR//araD//ygeV//hda//asnB//
GO_0006528_6	sbp//amiB//sufD//kdpC//
GO_0006529_7	fliG//focA//
GO_0006530_7	nagE//rseC//
