#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgbU//recF//nrdH//cvpA//
GO_0006139_4	thrL//yegD//tsaB//srmB//rpsL//pinE//tdcB//argC//rpsB//cueO//ilvC//feoC//cheA//pinQ//spy//yfaU//bglA//csdE//ydiQ//hldE//cspD//rmf//cynT//codB//ybgP//recQ//frvA//prs//yjtD//moaB//murI//dnaQ//bdcA//chpS//phr//gabP//sufD//uraA//tktB//pflA//narY//rplB//rpsJ//ecpR//tomB//pstS//rfbX//ttdB//potG//rlmN//nlpD//acpH//cspC//rbsB//betI//fieF//pdeD//ilvA//yiiM//galP//metK//dinD//wcaC//norW//gltP//pitA//ccmF//phnG//putA//dusC//uspF//rfaH//creC//nepI//dnaT//tar//gpr//ilvD//asr//bcr//sapD//glpC//folX//mgtA//srlR//rutC//cfa//fecA//hcaE//glpG//rstB//uxuR//sufD//glmS//sgbH//argC//zupT//bglB//hycH//cysC//lpp//ldtC//osmE//yebK//flhC//aceK//yjhB//tsx//yiaB//cas1//ydjL//modB//cbrA//cspG//murJ//lysC//cysG//arfA//yqeA//menI//alkB//torA//yggE//araE//lpp//yhbQ//fadR//guaC//nanA//yhdH//ratA//trxC//proP//scpC//lpoB//glgS//ybcM//aes//ldtA//ykgF//cyoC//clpB//ydiZ//uvrD//fhuC//cysC//yejF//tisB//rnpA//sutR//nuoM//ydbD//ybdZ//yhaM//ftsW//mtgA//yjhP//priC//tktB//tatA//artI//aroH//dppB//malS//yeaV//rhoL//rpiR//frwD//nanS//elyC//yhhT//arcA//modB//sspB//yqiH//gldA//pflB//ybiT//sxy//rplB//flhE//metF//thiH//prfB//rlmD//nudF//araC//tdcC//yhiM//hisD//clcB//nepI//dgcN//lysP//opgE//crr//yqiH//rutF//sohB//glpF//elaB//livM//eco//tnaA//tsf//ldtA//yedL//yhdX//sapA//hybA//yiaJ//pnuC//lspA//mngR//metB//nagE//gltP//lolD//mnaT//moaB//flhE//yedP//xanP//cheZ//ybjX//ydhQ//ftnB//cbrC//dapF//kbaY//ybdG//ycjU//trmJ//phnH//prpD//argA//arnB//ptrA//fcl//ypdB//metH//npr//rzpD//chaC//sdhB//ygaZ//lysS//sapA//yrdA//tatB//ynbB//araH//hybO//ydfH//macA//rpnB//yjbE//sstT//trpGD//insI3//mntP//frdC//ilvN//aaeR//gltI//dkgB//puuD//ygeR//speD//yphD//pphB//ydjE//yahB//mrp//upp//sbcB//nanK//guaD//phoU//lolA//hycI//ygaZ//gudP//deaD//fimI//dnaC//pgpB//frlB//der//frlC//tyrR//amiC//dinD//ppx//rplD//glgP//bglH//ettA//zapB//rimO//cydA//narU//fepD//mtn//pmbA//flgJ//agaC//rraB//dgcM//atpG//acnB//yadM//rpnC//insI1//cheY//mscK//hisG//tnaC//azoR//rbsA//iscA//bsmA//tdcD//hypC//ftsY//amiB//mlaC//csgB//bioB//yghU//ybhP//yihL//fucI//minC//tpiA//yfbV//hofC//motA//intZ//fadM//tomB//ivbL//mhpT//shoB//yfiE//cysU//ssuC//pepN//gltI//nrdD//trpD//mrcA//xylB//purC//yjiM//iscS//ychF//ldrA//mreB//cpsG//rplB//baeS//chbB//mtlA//sucC//ulaR//bglB//lon//groS//nudG//prfB//crp//ynfK//rcsD//glxK//rhaM//dppD//leuD//gloC//yoaB//exbB//ymgF//argO//gapA//dgkA//uhpT//hemG//alr//ubiD//ygaH//add//dgcN//nlpE//kdpD//yiaF//rplY//ydhQ//sgcE//bdcR//yjiX//rsmJ//priA//cdd//cydB//fdrA//chaC//deoR//agaD//ykfI//psuG//dgoD//cysC//rnhB//rna//moaC//allD//hybF//hyaC//fieF//dinG//menI//adhP//yidL//rseC//ushA//insB-4//hxpB//dppB//basR//hscB//hemL//glxR//ssuB//sapC//map//nrdF//yaiW//rimP//btuE//mdtG//malY//mdtD//glpC//feaB//ygfI//fucP//mgtA//iscS//dgoK//idnT//yihR//yahI//envY//dppA//rplN//znuB//ybdM//patA//nusA//zapC//gabP//araA//cdgI//yihV//yqjI//opgG//pbpG//roxA//potA//pdeF//aroC//narW//yahD//bglX//thiE//ygaH//flgD//napD//ycdY//alsE//lolA//frwD//prpR//ymgC//thiL//waaQ//proX//dmsB//zitB//rarD//bamB//phr//adiA//relE//fecB//murB//yehY//ispF//yoeB//sdaA//rsmF//ruvC//ribD//soxR//yeiG//ubiA//yehY//yneE//feoA//bsmA//acpP//fau//azoR//insH-5//ybiJ//rhmR//glsB//srmB//fdoG//trxC//rplQ//uspE//lgt//yedF//dctA//abgB//yjiR//nrfF//bcp//ade//ftsQ//ung//pepA//rstB//tauD//csrA//fklB//ahr//ybbY//xanP//rclB//ykgO//roxA//hisI//adeP//sad//ytfR//folX//modA//rpsO//glpD//tauC//rluF//artP//trkG//ampE//cysA//sufE//folP//ybgI//mgtA//uacT//yfgI//mtn//hybB//dmsC//yghU//luxS//yfcU//aroK//yciA//gpr//hybE//proV//kbaY//brnQ//yedF//yidE//mngA//ilvI//murG//ygbM//nagA//ynfF//wbbK//narY//hupB//mntH//topB//yihI//yihV//dgoD//relB//nsrR//ygaH//rutE//yqaE//ilvH//cdh//yggE//chbF//sgcR//mrcB//yagE//fpr//srlR//casA//ybiS//seqA//ybgP//rnlB//rlmD//cyaY//
GO_0006140_6	adk//queG//
GO_0006144_6	fecB//ygcW//intQ//bioA//rhoL//hisC//ybaM//roxA//pabB//pdxK//
GO_0006145_7	ompW//fhuC//gdhA//ydjH//
GO_0006146_8	frlR//yggN//
GO_0006148_9	leuD//
GO_0006149_9	ridA//
GO_0006150_9	dgoK//
GO_0006152_7	araA//abgR//yhhZ//tktA//fecA//tsf//
GO_0006154_6	osmY//
GO_0006161_9	yhaM//
GO_0006163_6	yphB//sufC//yceK//cecR//ydcR//frvB//yraK//mlaF//yafS//yjjV//patA//yhiM//mdtM//alsB//nrdD//recR//gcvR//yqjH//garP//yfdK//mdtK//shoB//garK//ptsH//sodA//hycB//tauB//rfaC//ompC//intQ//tcyL//yhdJ//psuG//gabD//bolA//frdD//yohC//umpH//bglA//fecC//ydiB//xylR//dacA//dgoT//ubiG//cvrA//creB//arfB//ghrB//paaK//lptB//bamB//ycbU//ybbN//
GO_0006164_7	mtr//dgcJ//torA//abgR//pdeF//acs//rpmG//metQ//rlmL//yheT//rspB//ybiW//bipA//ybcF//cysZ//nrdB//sapB//aceF//crp//dapB//ybcF//yegV//cusA//msrP//glmS//rplT//ybdG//hiuH//ytfE//arnD//ligA//cheA//fdhF//panE//agaD//dapF//recT//sdhB//mdlA//folC//
GO_0006165_7	dgcJ//gatD//amiC//mlc//rlmJ//potH//pgl//gapA//mreB//hxpA//efeO//betT//priC//yrbG//matP//atpH//casB//tdcC//trmO//
GO_0006166_6	gapA//pth//
GO_0006167_6	pnuC//
GO_0006168_7	ymgC//yihS//
GO_0006171_9	yahF//
GO_0006172_9	cspD//
GO_0006177_9	fic//aer//rffT//
GO_0006178_7	yiaB//
GO_0006183_9	pliG//
GO_0006188_9	ttcA//clsC//kbaZ//narQ//
GO_0006189_10	rdgC//ilvA//
GO_0006195_7	uidA//yceK//
GO_0006203_8	dgcJ//yejA//
GO_0006206_6	ada//dppB//ybdN//rhaT//ybdO//lsrB//elaD//kdgT//ypdA//dgcE//moaD//pstA//lolB//yfcA//lnt//gcvH//tdcB//gudP//ybdR//lptA//caiT//trpE//uvrD//helD//ygfA//ptsP//
GO_0006207_8	purT//tldD//bdcA//ibsE//fdnI//
GO_0006208_7	cdh//fadR//ybhR//waaF//fimI//cfa//rimL//bdcA//dinD//fixB//purT//mprA//yccA//
GO_0006209_6	grcA//
GO_0006210_8	dkgB//
GO_0006212_6	psuG//glgA//wzzE//ybiT//ldrD//ghxP//yqcC//leuC//metC//murD//deoR//
GO_0006213_6	lamB//potH//glsA1//bioP//qseC//phnN//ldrA//ldtD//groL//yeaE//ydiZ//yceD//trmJ//mngA//bluR//ypjD//
GO_0006216_9	btuC//
GO_0006217_9	eco//
GO_0006218_9	ubiG//
GO_0006220_6	chpB//nuoN//ygbM//insI3//slt//pta//ptsG//alpA//yiaJ//ftsY//pmbA//waaQ//ftsN//exoX//ybdM//rmf//flgF//menE//tauD//exbD//
GO_0006221_7	lldP//mtn//ypdF//mltF//chbF//uidR//uup//waaL//yhbY//hofP//ynjA//ygfX//erpA//
GO_0006222_9	nikC//
GO_0006225_9	pspF//
GO_0006226_9	cas2//fbaA//
GO_0006227_9	ybdH//
GO_0006231_9	dcuD//
GO_0006233_9	rpnD//
GO_0006235_9	insA-1//
GO_0006241_9	csgF//
GO_0006244_7	lsrK//gloC//uvrB//mutL//ppsA//uraA//cbl//
GO_0006259_5	dgcZ//yejE//nfuA//lacI//gapC//uspG//intE//bhsA//pncB//cysU//yjiQ//ccmC//tcyN//rlmL//tusB//prc//cusA//nuoM//lpxH//decR//lolB//hiuH//rpsS//yhcN//gspF//ssuA//purF//torY//aspS//rhaA//secY//ymdB//pspD//pdeK//prs//kdpC//soxS//modB//glnE//pgaD//ydbK//ppiC//allD//pgpC//kdsB//baeR//yhbQ//yihV//metB//tap//yhfK//ykgA//fepD//mntH//slt//nanS//macB//allD//parE//elaD//phoA//thiP//mdlA//fre//ygdG//nsrR//ybcQ//csgG//gltX//mdtL//aceF//fixC//trxA//ligA//basS//yfiR//mutS//yeiL//phnL//narH//minD//nanS//mreB//mdtL//kilR//rhaS//cydA//murD//ldtE//ybcM//yqaA//pgaD//yigL//dcuA//cspC//cydD//priB//torD//rcsF//clsA//yegD//elfC//recA//recB//ybjN//glnD//yccX//yggD//ygbL//lldR//prmA//aroG//rplN//allC//rdgB//obgE//nadB//guaC//dadA//bolA//acrA//mutS//metB//metK//flgB//rpe//narZ//symE//glgA//mreD//malI//plsB//selU//tabA//fbaA//adhE//hypD//topB//pyrC//hypF//ygfI//ftsL//atpH//dinB//pyrE//hisI//ygbN//entA//
GO_0006260_6	rimL//fepC//kbaZ//yjiY//norW//ppx//priA//ribD//trmO//tsaB//bfr//lptB//gltP//ybaE//uvrD//sfmF//yfjV//sufD//yfjV//cobC//rclA//
GO_0006261_7	cydD//mdtA//yaiW//copA//ykgM//ruvA//ycbB//csdA//patA//metG//pflA//fucP//
GO_0006265_6	yebZ//dnaB//hflK//ccmG//nudG//
GO_0006266_6	bglA//yhhZ//adeQ//
GO_0006267_5	ydiQ//
GO_0006268_9	rnlA//purL//ykgF//
GO_0006269_6	lysU//
GO_0006270_6	yfaX//queG//aroF//malS//nrdA//yfiF//
GO_0006271_7	nanT//secA//xapR//
GO_0006274_6	hipB//
GO_0006275_7	ypdF//bioB//rffT//cusS//rna//ltaE//eptC//nimR//yrdA//
GO_0006276_3	hupB//nikE//eamA//ftsX//pepA//yheT//yeeL//yjcO//
GO_0006281_6	truA//fbaA//ompA//plaP//pgrR//gpmM//galR//gspE//araA//rpsK//yafQ//hchA//amiA//moaE//ynaI//prfA//manA//yoeB//hflK//cysD//yghO//fucO//lhr//chpS//elbB//yjtD//lsrG//helD//phoU//ytfQ//glnD//oxc//rng//fabH//ybiX//ygjR//rplI//ymjB//yhcH//sulA//flgD//sfmF//sodB//zraS//ribD//ygbL//paoC//fecB//rpsO//alaC//pabC//bolA//mdtL//alsE//mdoG//
GO_0006283_8	msrC//
GO_0006284_7	iscA//rlmI//hyfA//phoR//ftsA//ydfG//
GO_0006285_6	recX//aspA//dnaX//prmA//xapR//
GO_0006288_8	wzyE//rcsF//
GO_0006289_7	lptF//holC//
GO_0006298_7	groS//sucD//pstA//rutE//malK//ybdG//mepM//yhfS//tldD//yfdC//
GO_0006301_7	yjgX//mdtN//yahB//rpsK//
GO_0006302_7	malX//hisS//metN//phoE//atoS//trxA//tolB//bioF//hprS//
GO_0006304_6	ribF//tcyL//bssS//exbD//ydiO//intE//radA//waaF//rpmE//
GO_0006305_7	ydbD//mhpC//dcuD//cysW//
GO_0006306_5	zinT//alsK//cvpA//rzpR//
GO_0006307_8	yeeL//rimK//sbmC//ldcC//yihI//
GO_0006308_6	yfcV//narI//deoC//yihP//dhaM//mcbR//hdfR//moeA//csiD//basR//kdsC//greA//
GO_0006310_6	htrE//ilvA//ykfM//proC//lpp//xisR//sodC//yejA//ydfG//metH//queA//hslR//yfdR//uidR//yfgJ//fumB//hyfR//mug//oxc//iscR//mscL//hisA//garK//rimI//uvrD//acrA//frvA//frwC//fadL//ydjE//gltB//pckA//yhdX//yfcP//sodB//pepD//diaA//entH//lysS//murP//yihO//nanS//nupX//
GO_0006313_4	rdgB//dinQ//metR//prfB//mhpB//apt//zraS//
GO_0006323_7	trxA//
GO_0006325_4	tcdA//
GO_0006351_6	surE//frvA//xdhB//nfi//fetB//yciH//cof//glcF//kbaZ//argD//ymgA//yddL//trmJ//ansB//eutN//caiD//bioD1//mhpB//clsB//ccmH//rhaB//ymfA//sgcX//tmcA//rapA//artJ//spoT//ychO//yhgF//prfC//clpS//tolR//cysK//ttdR//murD//cas1//rbsK//glgA//yjiQ//yahK//entC//rnr//nuoG//rplW//yehW//sxy//sufC//rlmD//yidZ//yjbB//cpxA//envY//ydiO//ygcO//yiaT//yoeE//dosP//ycaN//agp//phoB//ygdG//rhaA//dsbA//pyrE//mngA//kduI//csdA//macB//nfsB//prpB//ydcT//ispB//qseB//frdC//artJ//hchA//mlaD//mrcA//roxA//cusB//ybdN//tusC//mtn//rihA//appB//rhoL//oppF//modC//livF//cra//gldA//pgi//hemN//yqeA//fecA//bglB//sspB//ynjD//pgsA//tap//rfaD//tauC//mcbR//yraK//yrbG//atpE//tyrA//manA//ugpA//gmk//proX//yfaU//rsmE//cycA//mrp//hemA//tsaE//envC//yobA//
GO_0006352_7	ydhK//tusE//livM//pyrE//
GO_0006353_7	cirA//cyaY//
GO_0006354_7	eptB//ynfF//hycH//
GO_0006355_7	cobB//purF//mnmC//viaA//yqcG//gcvR//fnr//dnaN//yiaA//dinD//alr//fadA//leuC//patZ//ybhR//tktA//rzpR//galU//yehP//pinE//pdxB//trpE//frmB//rpiB//sucC//ygfX//mreB//murI//rhaD//ygfZ//ribA//fdhE//atpC//glxK//paaC//ygbL//rpnA//glcB//pbpG//fieF//yjjV//htrE//secG//kdgT//acrB//ygeV//ygfZ//rfaQ//dcuA//yibA//lolE//ybfE//waaB//fecA//tatE//dgoA//pyrF//sutR//frwB//ydaV//glpD//patD//kdgR//yqhD//allS//gpr//cusF//aslB//azoR//dinI//cusC//recX//pflC//zwf//napB//yciK//dgcM//radA//bluR//dmlA//ydhQ//nagB//yidD//rraB//murE//hflD//add//sbcB//amiB//phnC//dxr//kdsA//fepB//lyxK//ybbY//ybdG//yidR//adiC//cusS//recR//yohD//rplK//kbaY//cysC//yneL//yjiQ//mocA//azoR//grxD//nlpE//mug//purU//amiA//borD//sapB//caiF//ycfL//alr//kdpD//napB//cysG//yqiG//cysQ//kefB//zur//lhr//fadJ//proX//mntH//cysD//priA//sgcX//trkG//glgC//malK//yhbS//ybdH//oppA//diaA//pheS//nuoI//fruA//ybdZ//flgK//moaC//dmlR//cheB//ynfH//cysW//recT//bdm//hxpA//argE//tap//fabI//uxuA//potF//garL//sgbH//sfmF//mepA//pta//cysI//trpB//bcsA//leuA//glnS//maeA//cusB//ulaA//ygjR//kefC//ygdG//yneL//rodZ//topB//nrdE//nhaA//gadC//yghO//yedL//insI3//ligB//yfaV//frvR//uraA//speC//secD//fadJ//fabB//murG//dgoT//yiaU//pcnB//yieL//ompA//glxK//lgoD//rpsA//trpR//ycjP//hlyE//lacZ//rfe//aer//ytfP//ytfE//rpsO//yddA//nanA//phoU//aroA//murP//nfsB//murC//rplL//lpxC//ybhD//yieE//yneE//yihT//lgoD//fabZ//lysS//yifB//cheZ//ycfH//cysS//ymgF//ybbY//lpxT//sugE//tehA//sgcB//paaZ//rfe//rplD//yadK//secB//ccmA//tktA//holD//pgrR//tabA//pntA//galK//yieL//cueO//dauA//ycbB//rrrD//zapD//ubiI//yfjV//hslR//ycjP//epd//yjgX//hdeA//allB//ompG//
GO_0006357_8	yahI//
GO_0006364_9	idnK//comR//rppH//selD//dxr//dusB//clcA//fdx//fdhF//priC//pphA//fliG//glcA//yjaZ//mepM//yieL//queA//murP//moeB//opgH//ptsG//flgC//ftsX//fucI//rlmA//queD//dkgB//potC//rlmI//flgC//mdtQ//abpA//metC//xerD//cdgI//surE//sufA//yjfP//arnF//ybhP//fimF//tatD//hda//
GO_0006378_8	tbpA//adk//
GO_0006379_8	ydiZ//
GO_0006382_8	yfcP//
GO_0006396_7	rhmD//fimI//pdeF//yjhG//tusD//gspI//gppA//yihL//fdx//lsrG//recT//yaiP//ybaK//ycbU//hflX//tdcC//hns//rlmI//glpT//yceO//eutR//yihX//purF//ibsD//gatD//sapC//ansA//atoS//eutB//lpxB//uxaC//hemA//ycjD//gldA//yaaJ//cyoC//ldtE//znuA//ldrB//citT//yjjW//asnB//hofN//yfgO//mdtD//fliS//minC//lysC//hisH//thiL//alsB//pbpC//mglA//phnJ//rluA//hcaE//ydeE//narU//rpsD//copA//iaaA//plaP//ampD//nrfC//hisQ//asd//yddG//ydeE//thiH//zapD//glk//glnE//entH//sgcC//malE//tmk//glvC//cpxA//pcm//mmuM//tusB//uvrB//basR//yojI//dgoT//pdxH//recX//mreB//yeiG//tolR//ybjD//nrfA//crp//fabR//yeeO//hemD//mqsA//trmB//eno//ydhK//yfbR//ttdR//
GO_0006397_8	slyA//queC//dacD//
GO_0006399_8	clcA//ytfR//aceB//insB-4//cyoC//aphA//yfeO//helD//ynaE//entA//dmlR//queC//yieH//ygfI//nuoH//uvrA//elaA//rhlE//btuF//pspG//ymgC//rpsS//yddL//glk//tsaC//hofQ//fimG//yjhP//slt//pabC//nrdB//livF//araG//norV//hyaD//coaD//yihQ//ompN//wecE//sfsA//focA//yfjV//dut//hipB//pspF//nadK//rraB//rbsC//putP//yhjX//hcp//xseA//garP//ynbB//maoP//sufA//ybiX//yjaA//tusC//mhpD//lrhA//kbaZ//alkB//rcdA//xseB//ybiJ//gatZ//mscK//lsrG//yajL//lhr//pinR//dxr//ydiB//nirC//mppA//motA//bioP//yhdX//clcA//pgrR//yhjG//
GO_0006400_7	ynbB//galU//htrE//dhaR//rimK//hflD//yhfK//yqhC//lsrK//etp//mzrA//qorA//bglH//mltA//rfbB//yohC//epmC//yehD//iscX//focB//melA//bcp//flhC//csgD//btuC//mutL//tnaC//yecS//yjfP//chaC//etp//srlE//yihV//msbA//yhbX//nanR//metB//actP//flgE//sufA//eptC//prpC//yciA//osmY//pcnB//srmB//ymgA//ulaG//ftsN//
GO_0006401_6	ppsR//recE//nuoM//htpX//pta//selD//srlB//lyxK//yegT//tisB//uxuB//menC//gstB//leuB//symE//gsiB//citC//ycbU//rlmG//nadE//lolC//fau//
GO_0006402_7	rpmB//macB//ybgP//phoP//rsmD//lsrG//rplT//napD//fliT//sapA//csiD//
GO_0006412_6	yehX//yceD//fabZ//cadC//groS//paaE//cyoD//ansA//lpxK//acrR//ribC//ligB//ccmE//yggF//nanC//trpGD//yfcS//napA//rutE//ybjI//glk//dsbB//hda//narW//spoT//atpA//hisD//yeeO//ispF//ushA//fixC//mppA//mdtN//ugpA//yfdG//rclB//recO//rplW//fdnG//rbsC//ynfK//dgcZ//ompA//yodD//bioD//narL//rpmA//hyfR//agaV//opgE//btuD//
GO_0006413_4	mepA//kup//yeeL//
GO_0006414_6	yjiY//mnmE//ychH//ptsP//oxc//recN//thiQ//yjhB//csgG//
GO_0006415_7	fis//dxr//yfeR//kduI//metR//mtlR//hemH//
GO_0006417_7	nupC//nemA//yfaV//garK//sufS//deoA//pdxH//roxA//rcsA//fdnG//ybeY//rfaD//bdm//yciE//yidA//shiA//nrdI//ttdB//acpH//ybcF//sgbU//aspC//yeaV//rimI//agaC//recC//gatC//cdgI//abgA//yidH//gmhB//feaB//elaA//menA//yhjC//csgF//pgl//mdfA//ftsL//
GO_0006418_7	fliL//rhaT//yghG//treB//pdhR//dsbC//dinJ//ydgA//flhC//clsC//mtlR//deoB//pstB//ybiA//degS//aroP//hycI//gdhA//grcA//ybiY//infB//yaaA//tsr//trkG//yhjC//
GO_0006419_8	nrfF//
GO_0006420_8	mltF//
GO_0006421_8	galU//
GO_0006422_8	aceB//
GO_0006423_8	dpiB//
GO_0006424_8	rpmC//efp//
GO_0006425_8	scpB//
GO_0006427_8	prmC//
GO_0006428_8	lpxL//
GO_0006429_8	rsmC//
GO_0006430_8	glsA2//ribF//
GO_0006431_8	speF//
GO_0006432_8	fdnI//hisF//
GO_0006433_8	fucI//
GO_0006434_8	rutD//
GO_0006435_8	ydfK//
GO_0006436_8	rpsG//
GO_0006437_8	codB//
GO_0006438_8	yagU//
GO_0006446_8	rnt//ydfD//ygfZ//thrB//guaB//narZ//rlmM//
GO_0006448_8	wbbK//ydjJ//rplP//tnaA//lpxT//
GO_0006450_4	idi//phr//pth//citC//rpoA//yfcG//mreC//csgB//glnL//araD//
GO_0006451_7	gsiB//
GO_0006457_3	dosP//lsrG//tsgA//guaC//pgaD//eptC//lysR//adhE//waaO//bfr//bioC//nrdD//ybhI//yciH//gltP//ynfH//ybgI//cyoC//qorA//ybhD//yebS//rcsF//yjaA//fecC//selA//lplT//torD//decR//ccmA//yieL//afuC//sspA//kch//yidQ//setB//cusC//yjjB//rclB//murR//ybcL//
GO_0006458_4	cadA//dgoK//tas//thrA//glrR//gyrA//ogrK//htrE//
GO_0006464_6	nsrR//rne//potC//fadD//tauC//yihV//cyoA//mlaD//yeaV//eno//ynbD//aslB//yeeY//mscL//xseA//pgi//cyoD//bglF//pal//yaiV//yedF//fryA//glgB//yaiV//xerD//kdsD//zapB//fimC//casA//cnu//yeeO//nadC//mdlA//yihI//yphC//ppsR//crr//ldcA//lhr//emrB//zupT//ybiS//yggF//yccS//yafQ//yggE//rffM//ybhS//cysN//metK//yiaN//yidH//paaC//xylE//hofM//sfmA//trxC//dgcN//appA//ypdA//ydhK//lsrC//mhpA//cytR//rpsH//metL//yehX//tatA//yihW//kgtP//ydcT//fliD//opgE//thiL//insA-1//trxC//argG//hdfR//frvR//fdoH//hfq//phnH//phoB//ytfQ//fhuD//arcB//tdcE//ttdB//pepB//apaH//cysC//ruvB//agaB//zapC//cra//arnA//torZ//ydcM//cmoM//appA//mprA//gadC//yjjV//pnp//elfA//ycfJ//ychH//hldE//yhdJ//fhlA//ydcO//ydbK//ibpA//ddlA//hypC//purF//nupC//qorA//sbcC//glsA1//arfB//azoR//ptrA//viaA//psuT//mak//ygeA//dnaB//bdm//glpR//recG//rutR//ivy//dinD//sfmD//yahK//nanC//fliM//deoA//exuR//norV//appY//
GO_0006465_6	recQ//hisG//dtd//
GO_0006468_7	rclC//rsmC//nikC//ompC//mlaF//rdgB//glpX//epmB//ynaE//cmtA//narQ//artI//srlR//hisF//yidD//clpX//glcB//napA//gstB//aaeR//fieF//fiu//adeQ//alsA//mscS//pyrD//purA//hdhA//aphA//yhjB//bglX//hpt//selD//mdtL//ygiV//cysN//crfC//yaaY//gatD//ftsB//basR//phnG//ftsH//flgJ//ydhQ//hofP//mreB//trpL//xanQ//ssb//ybaM//ldtD//fliG//
GO_0006470_7	dfp//gdhA//exbB//ydcR//kdpA//mhpB//yiaJ//pitB//priA//elfG//corA//sapD//tas//envY//yacG//ydaC//
GO_0006473_8	lptG//yibT//csrD//aroL//yidE//murG//narL//fecD//ydcS//mdtQ//thrS//srlB//
GO_0006474_6	bssS//yeeA//mltG//pgk//yehD//
GO_0006475_9	pgm//raiA//
GO_0006476_8	norR//nadA//waaZ//
GO_0006479_5	glnA//potE//ftp//yqaA//groL//yggT//bioD1//ribA//
GO_0006480_6	ydhK//
GO_0006486_5	folC//
GO_0006490_5	fhuD//
GO_0006497_7	topAI//
GO_0006508_5	phnI//proA//rnc//acpH//rcsB//adiA//glrR//dgoD//ahr//citC//insA-1//yehC//mdtI//rsmA//frdB//rapA//yraH//paaG//kefF//cysE//fepA//hyaA//rlmH//csdA//yibF//fepG//cmoA//ygeW//mglA//appC//hdhA//rsmB//ygeA//rrrQ//alpA//thiG//melB//exbB//recC//pheP//dam//carB//yibF//chbR//plsX//glgS//casD//yjfP//aroH//nupG//rimI//yihP//napC//slyA//mepM//
GO_0006515_7	yadN//dsbC//fepC//rhtA//
GO_0006517_6	mqsA//lapA//livG//ilvB//
GO_0006518_5	acrF//rpiA//cpdA//glcA//yehB//fdnH//sugE//ybfE//uhpT//paaC//tilS//nirD//thiI//yidL//caiB//pth//waaL//glcF//pgpA//frdA//mltD//flgC//yidP//fdhD//abgB//birA//hokE//glrK//fepD//truC//arnF//ftsE//elaD//pheT//exoX//slyD//hflX//acnA//ybjI//flgK//dcuR//argO//ybiA//mhpD//aroA//bfr//hemA//glsA2//yjfP//ydjJ//dnaA//hcaR//pgaB//nanK//yjcO//ydaN//rpmG//infC//uvrB//ycdY//cysB//speE//ybiS//ypdC//rnpA//rffC//gltD//ttdR//envR//tsaE//ldtC//bcsQ//rlmF//yqgB//htpG//cysQ//ybdO//
GO_0006520_4	dapB//glcD//recN//rbsR//glnK//menC//cyoD//narY//hyfR//torS//rplY//infB//ubiE//narV//mscS//abgB//pflB//allC//ldtC//endA//galE//ruvB//alaS//mutH//tolQ//waaZ//yjaZ//uhpA//purF//rimJ//paaB//lpxB//thrB//yadG//gltD//tolB//hcaR//nanK//moaC//yhdJ//rlmB//ydaC//tcdA//waaZ//uup//trpC//fcl//glpA//yjiA//rph//hisP//casC//dinJ//recN//yajO//truC//hofN//gudP//tmcA//panD//proA//umpH//lrhA//tusB//adeQ//yiaA//ycbB//mtlR//mepH//matP//bluR//nuoB//fecD//napC//uxaC//mlaD//truA//nrdG//yajR//ycgV//ychO//gspI//nfo//fliZ//gfcE//glcB//rfaE//sucC//folA//hisH//tadA//idnO//tamA//cobB//fdnH//secD//secM//yidQ//ulaG//yegS//minC//cmtA//skp//hemL//dsbC//hscB//dppA//aes//yihU//hycI//gabD//xanQ//metC//umuD//tldD//nac//higA//cpxR//rclA//yfdK//tag//kefF//ymgA//sbcC//yhcD//sufE//glcF//hflK//clcA//gshA//gltL//ybbY//ppsA//glgX//yaiP//rpiR//bglJ//yihQ//pnp//yddA//tolC//yjjG//pepA//csgG//yebS//yeeA//adeP//flgJ//dnaE//marR//pyrF//dppF//eamA//rbsA//ulaD//yhbQ//ycjD//fumB//ivy//rlmH//maoP//rlmI//paaK//hemH//efeO//mtlR//nagZ//ycdY//fdnG//ybhF//astB//kgtP//glnL//ybcC//idnD//groS//ybeF//sucC//ytfT//coaE//pgaD//motA//lpxH//artQ//lyxK//ivbL//infB//zapD//rfaH//nagZ//mtr//agaB//aaeB//ravA//wcaJ//mrcB//ybbY//fadH//chbF//proP//lsrC//lldP//
GO_0006521_6	hscB//phnJ//hybA//
GO_0006522_7	umpH//ilvI//yqaE//glgC//appA//yjhH//ppc//
GO_0006523_8	otsB//rplE//puuD//tar//
GO_0006524_8	glrR//thiG//sufS//
GO_0006525_7	cusB//gor//yidE//speE//livM//ybjG//hofC//ydcM//tamA//appY//allB//zitB//rfbB//agaI//cyaA//ynaI//cobS//gltL//ybbN//xerD//rluA//
GO_0006526_8	cynX//purR//ybcF//fbp//fkpB//rplA//potA//yfbV//nsrR//truD//sstT//yejE//recF//
GO_0006527_8	cadA//nrdD//fruK//proB//tcyN//psd//gltD//hisD//zwf//
GO_0006528_6	katE//fre//lepA//thiP//
GO_0006529_7	yiaF//feaB//
GO_0006530_7	tomB//hxpA//
GO_0006531_7	yebK//yhcD//yjaZ//moaD//ampD//trpE//uspG//ygeV//
GO_0006532_8	uhpC//ynfK//
