#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rnt//cysZ//ariR//nrdG//
GO_0006139_4	glcA//flgM//pstB//tar//yedL//lysR//hiuH//nmpC//waaQ//atpG//nfo//fucO//argC//ydcT//gatC//tdcD//fic//yoaB//ymgA//fecB//rdgB//frsA//yhgH//greB//yihX//entS//lyxK//rutG//qorA//sucB//basR//xylF//yidL//yehX//aroA//lexA//yraR//yciE//ygbL//preT//hycA//yaaY//fryC//mak//cysE//ygiW//yphC//aceK//abpB//panE//iap//yehA//ynbC//rnc//mnmG//yebC//leuA//srlB//hcaE//yedX//rplN//miaA//fepA//barA//entC//clcA//etk//kdsC//hybD//gutQ//ydhC//rpmG//fabH//insI4//malI//ybiJ//adhP//bfr//rluA//ribF//narW//lgoR//ypdA//rlmB//acnB//fepA//sgcX//serC//soxS//crr//ssuA//mtn//rhaM//dusB//ssuD//rseP//mdtQ//galM//aidB//sgcB//ortT//ybeQ//malF//yfcU//ftsH//dxr//potB//nlpA//hflC//efp//chbR//adiC//iraD//aaeB//dfp//pal//sppA//hslR//pdeH//yccS//cutC//yehD//rlmE//glnQ//iscU//insI-1//yabI//torS//ycaO//ldcA//ybiS//yejB//ygiB//rhlE//rhmR//gmd//idi//rhaT//tyrB//yhhY//srmB//lgoR//pflB//ynbC//nirD//amiD//dacD//ydeE//cyaY//potA//tusA//fetB//yfcA//arcA//sppA//fhuD//rpiB//ubiB//wecC//asnC//yheT//mutL//dicC//ygeV//cfa//dnaX//dcuA//xerD//rsmB//nhaA//rplJ//ribE//cstA//fsr//rpnA//yeeL//paaA//zipA//mntP//fabH//cysA//mltB//mhpT//mntH//yebS//pspC//yjjB//trmB//pyrE//intS//rcnA//argB//yjeI//bglA//yqiG//ydeO//hpf//argT//ldrD//puuD//ybbY//eutD//yehU//trpB//pdeH//cysU//sppA//proC//shoB//ldtB//carA//fliT//cynX//rpoD//pth//setA//adiY//ymjB//tsaE//nuoL//xylG//dmsA//degP//murG//nemR//nfi//mdlB//ygeR//nuoN//rnd//gnsB//gpr//gnd//fdoG//queC//greA//ychH//umpH//kbaY//nrdG//bglX//nupC//malS//ftsQ//ruvC//katE//gatA//emrK//yihP//ydjH//fieF//ycgR//frvB//cmtA//abgT//rpnD//uxaC//yhcD//pta//aroC//ivbL//glpC//yejA//ccmE//lsrC//hybF//mscM//yccX//yddG//hupA//deoA//ssuA//pdxY//bamB//fabD//emrD//ynhF//hscC//moeB//ssuE//tyrA//yjjG//ilvD//dinD//fryA//citE//yjhC//rlmC//trmD//ilvN//pdxA//yagU//rlmF//fadR//tusE//dhaM//luxS//ygdG//hdeA//aroK//amiD//recT//rcsB//ugpB//fadD//nadE//rsmB//potF//rutC//yieE//katE//paaD//insI3//uspC//ilvN//recT//lsrK//degS//dsdX//pabA//yfbV//fliM//der//spy//ubiI//betT//pphB//hcaT//ynfK//pspG//betT//gcvH//puuR//intE//rpsQ//uxaC//ygiV//trpR//plaP//mrcA//ybiX//glgX//rplS//dgcE//osmE//brnQ//argO//erpA//ybbY//frvR//rsmF//waaY//evgA//ubiX//nrdB//nikC//ybhS//dcyD//yieF//yiaB//parE//fixB//epmB//psuG//fdhF//tyrR//gabD//ligA//ynaI//rzpR//ygfI//glpR//arcA//insE-1//betT//rimM//tusB//htrE//hinT//yhbX//fdoH//ybdZ//alpA//hflD//hisD//crcB//panF//ybdO//ydcS//rbsC//menH//ydeP//narH//pdeR//yehP//guaA//zapC//thiM//yagF//erpA//yqaB//yfeR//ndh//hypF//accC//cmtA//nrfD//thrB//ispB//zraR//tsaC//sdhA//rhaB//ygeR//mhpA//kbaY//carA//yihU//suhB//yibT//uxaC//nudF//setA//add//yhhZ//yggP//mcrB//yghG//copA//yfeO//rpsB//secY//adeD//secM//rlmI//rpsJ//ompT//murG//rhsD//scpB//yhdW//lpoA//glyA//folM//cbl//aspS//obgE//fadR//nrfC//hemH//glnL//yghU//treB//speG//potA//elfC//yqcG//ileS//pdxH//sspA//tnaC//tufB//yhjX//yehT//fimZ//glnE//waaY//panD//yaaA//ubiJ//rffT//nudC//mepM//mdtI//htpG//chaA//frdA//potF//deoC//gpmA//fes//ttcA//hofO//hemG//pdxA//alaE//sdiA//pyrD//yneJ//cca//ydhK//yohD//ybeF//sgrT//cpxR//torC//yfbV//rpmH//wza//betI//dinI//kdsD//slyA//gsiD//malX//ygeR//nemR//mhpR//osmF//truD//recD//yihT//ompL//yihS//elaD//osmE//purB//ttdT//mntR//betA//rbfA//acnA//yihO//yehY//queG//dsdX//cusR//ypdF//mtn//yhiM//modC//pepQ//fdnG//maa//fliS//narX//rpsB//ruvC//yagI//chbR//ykgO//adiA//priA//wza//ldcA//sseA//sbmC//bcr//ecpR//hsdR//dfp//tyrB//mutY//citG//glyS//murB//hyaC//xdhB//hycI//higA//glgX//kup//mrdA//recX//mazF//rseP//gsiC//metL//cof//moaC//tadA//yiaF//sthA//garP//rppH//glxK//gpr//sgcE//yihW//cysM//putA//znuA//cpxR//thiE//kbaZ//srkA//gpmM//yfcQ//fcl//eptC//eutB//yiaU//ybdZ//asnB//blr//rpmE//selU//fdnH//phnI//fdoI//opgC//rsfS//sufE//yibF//ttdT//murP//ccmH//lplT//fucI//fryA//zipA//yfiC//trpC//
GO_0006140_6	dut//nagB//
GO_0006144_6	ybcQ//lpxB//ghxQ//hdeA//znuB//cdh//deoC//gutM//ybaT//ivbL//
GO_0006145_7	ydiK//pdxA//narG//yaaA//
GO_0006146_8	ybeQ//fecB//
GO_0006148_9	yeaG//
GO_0006149_9	ygfX//
GO_0006150_9	fdoH//
GO_0006152_7	nfsB//ompL//dinD//csgB//arfA//tdcD//
GO_0006154_6	ybaO//
GO_0006161_9	rplA//
GO_0006163_6	codB//waaQ//betT//ymgC//fetB//exbB//flhE//yfjV//galP//nemA//crl//yajQ//rplF//glsB//ilvC//cueR//narY//gdhA//araF//ybdG//ybiX//hflK//uidR//yehP//yddG//torC//ettA//yieH//cobU//waaZ//ruvC//gltP//sugE//phoR//ybaO//garD//bacA//cusR//umuC//yhcN//ribB//tesB//wzzB//cobS//rcsD//yfbU//sufC//ygbL//arnF//leuD//acrR//glpG//hcaD//allR//
GO_0006164_7	yigL//yhaV//secF//satP//nikA//lsrC//patZ//mtlD//ulaB//rdgC//ybdM//cusC//pabC//rluC//ftsN//alaS//melR//hemG//yhaJ//hisP//ulaB//ttdR//carA//ynfH//waaC//comR//ansA//hcaB//hinT//ubiC//fadB//ftsA//ddpA//serB//yahF//dnaT//murE//fliG//narU//yhbQ//
GO_0006165_7	sgbU//ahr//arsC//ygfZ//folA//tatB//elfG//qorA//tehB//eco//tag//fepA//ymjB//yjbG//recX//paaJ//napA//insB-4//recJ//
GO_0006166_6	ytfT//yehT//
GO_0006167_6	yfbV//
GO_0006168_7	yihX//mlaB//
GO_0006171_9	ulaE//
GO_0006172_9	sgcE//
GO_0006177_9	cpoB//ubiF//paaK//
GO_0006178_7	rsmE//
GO_0006183_9	ratA//
GO_0006188_9	yohD//pdxY//ulaA//glpA//
GO_0006189_10	rplJ//glvB//
GO_0006195_7	pstC//ybfA//
GO_0006203_8	menC//xapR//
GO_0006206_6	sdhD//phr//fepC//miaA//ldcC//rffG//ubiB//gltD//eamA//tar//livG//moaC//ycjU//fimD//nhaR//mcrB//atpF//nrfE//csiR//crfC//ydeO//ibsA//yraR//ruvA//sapB//yjjB//
GO_0006207_8	tufB//cmoA//psuT//rimL//rapZ//
GO_0006208_7	nadD//lyxK//ycaO//yedL//yajL//gpmA//codA//potF//fumC//frlR//ung//hypT//queE//
GO_0006209_6	kefF//
GO_0006210_8	hisH//
GO_0006212_6	fetA//kefG//sfmF//hcaD//lpxT//rhmD//pbpC//lacZ//xdhB//uvrB//speE//
GO_0006213_6	dgcT//rhaA//selB//waaJ//fpr//uup//chbB//thiP//ygiW//cyoB//tig//yneJ//rihA//yeeJ//narG//nagA//
GO_0006216_9	rlmL//
GO_0006217_9	ydaN//
GO_0006218_9	sapC//
GO_0006220_6	ydcT//aslB//nirC//mrdB//mmuP//csdA//caiT//ybjC//ppsR//dtpD//asnC//pgpC//fimB//ydjM//lpxP//hldE//wzyE//qorA//tabA//citX//
GO_0006221_7	mutM//rsmB//glnQ//gatZ//glgX//mhpA//mgrB//hcaR//hyfF//fmt//paaZ//nudC//ybbY//
GO_0006222_9	prlF//
GO_0006225_9	nagC//
GO_0006226_9	adiA//rfaB//
GO_0006227_9	rcnR//
GO_0006231_9	ygfZ//
GO_0006233_9	sufS//
GO_0006235_9	gpt//
GO_0006241_9	trxA//
GO_0006244_7	hinT//ypdF//glnS//yhbQ//ubiC//yebZ//nanC//
GO_0006259_5	trpC//pphB//sufB//ycaN//sad//aqpZ//elyC//yafS//hsdR//hxpA//ettA//hsrA//rzoD//rhaM//qseB//yphC//prpR//nadB//gudX//rzoR//ydiF//lacY//tdcB//rpsK//adhP//tusC//acrZ//sufA//sgbH//rplD//cmoA//endA//cusS//dcuR//phnO//agaI//glyS//hybC//paaJ//yeaG//prlC//yihI//yehU//nusG//lptB//yibT//mepA//sgcR//rpoA//upp//pstB//hslR//pbpG//adiC//epd//tdcE//selU//ruvB//fabA//ppsA//wzb//add//xylA//ccmE//lepB//ibaG//nimR//rhaB//nusG//tauB//fucK//paaK//gloB//moaE//mhpD//ybaQ//sucA//rfaB//pepQ//rpsJ//chbF//ynbD//yjcS//nrfC//secA//yqaE//dgcF//miaB//mreB//gspJ//hyaC//crcB//paaH//tusB//agaA//xanP//dhaR//proP//garR//osmF//ibpB//livF//arcB//cas3//cmk//aas//hcaC//rplC//setB//ydcI//yahB//aspA//mdtB//dicA//insI1//rluB//nanT//orn//mdfA//fhuF//nagA//dgcM//fbaA//dapF//insB-2//creC//upp//iraP//dmsA//exbD//acrZ//yidD//rimJ//yihL//lepB//mltB//polA//mobA//hcaF//hiuH//cbpM//aspA//cdaR//csrD//ftp//atpG//phoP//ydiQ//
GO_0006260_6	pdxB//atoS//ilvH//ispU//entF//glrK//def//der//uhpB//yedL//matP//aphA//acnA//gmd//aroP//maeA//hisC//dgcE//edd//sfsA//cspG//
GO_0006261_7	ypjD//lpxD//caiD//ttdB//leuE//frlR//trpC//arnD//yphB//nrdF//csgB//fhuD//
GO_0006265_6	yqjI//yiiD//putA//yqaB//hypA//
GO_0006266_6	agaC//recJ//gppA//
GO_0006267_5	trpE//
GO_0006268_9	ebgA//dcuD//fhuF//
GO_0006269_6	abgB//
GO_0006270_6	rpe//csdE//prfB//zraR//kdsC//ispA//
GO_0006271_7	yddA//frlC//pntB//
GO_0006274_6	puuB//
GO_0006275_7	rfaC//wzzB//ddlA//gadB//dmsB//mipA//ilvH//mlaB//tusE//
GO_0006276_3	tamB//entH//glnE//fixC//tsaC//yjaA//ascF//sdhB//
GO_0006281_6	dxr//cydB//waaH//gltD//ftsN//cusR//narV//livK//crr//panD//yhcF//yjiM//ibsD//folA//tar//mukB//aaeA//ybjI//betA//sseA//yggN//uhpT//dinD//fliA//trpS//thrC//rhaM//fimZ//ydiB//ygaZ//bdcR//ydcR//yciE//ptsI//ydjM//livK//ygaZ//bluR//ampG//surA//elfC//gluQ//rhaR//panF//yraI//mnmG//uof//dsbD//moaA//qseB//lolE//truD//bglF//ppsR//rfaF//
GO_0006283_8	ynjA//
GO_0006284_7	rsfS//pgpC//ybjX//rplM//nemR//metE//
GO_0006285_6	lysU//araD//agaW//dhaL//hcaR//
GO_0006288_8	wbbK//mngA//
GO_0006289_7	ilvM//sbp//
GO_0006298_7	hemH//ssuD//ybdR//melR//xisE//insI3//mtlA//rbsC//rpmC//rcsB//
GO_0006301_7	yejE//xthA//cysG//ftsN//
GO_0006302_7	hlyE//yhaV//cbeA//barA//epd//nuoM//waaC//amiB//cas3//
GO_0006304_6	ydiZ//pyrH//eamA//glgC//garP//tolQ//yodD//yidZ//msrA//
GO_0006305_7	ygaZ//mcrA//nikR//ytfQ//
GO_0006306_5	acrA//gcl//hypB//rbn//
GO_0006307_8	rutR//nadE//mdfA//mdtE//adiA//
GO_0006308_6	cas1//gcvP//uvrB//yceD//yjjB//gmk//pdxB//yiaL//lpxP//glgX//yadM//aqpZ//
GO_0006310_6	livF//ispA//lldD//leuA//rlmI//hcaF//ymfA//argG//mutM//gadX//ruvB//recD//mgtL//icd//mlaC//sodA//yghG//aspC//sutR//hypF//yedA//sspB//mepS//yjjG//hslR//nuoF//afuB//insH-6//mdtA//acrD//ygeX//flgF//lptG//ftsB//guaD//tdcF//ftsB//fhuD//rcsA//wrbA//chbA//yqiI//bssS//
GO_0006313_4	mraZ//ubiX//zapE//yfeO//ybhS//rpmG//metL//
GO_0006323_7	yfhH//
GO_0006325_4	cutA//
GO_0006351_6	yhjD//fieF//alr//ptsN//nrfE//gabT//bglB//ubiF//phnN//yhaJ//fic//rssB//pdxJ//sbcD//atpE//elfA//nudF//syd//rpmJ//pck//acrZ//ycaN//ftsE//eutD//ispB//tqsA//yigB//ybdH//rplE//hemL//rimM//spoT//rsmE//ccmG//flgF//tsaE//waaQ//flgA//mppA//fadH//rffC//insI3//opgC//nanS//yoeB//yahN//nrdH//yfcR//sufS//dmlA//ytfR//trkH//leuE//betB//hisQ//dinB//arnF//mnmC//oppD//ettA//yheT//pspA//flgB//arsC//norR//yaiW//yhaC//yedP//yqjA//secY//idnD//mqsA//stpA//tktA//mtfA//mutL//yehB//tdh//rcnR//rusA//pheP//aroC//yebQ//mscL//yfcA//ygdG//proV//gloC//ptsI//cfa//narV//suhB//rpnC//gnd//curA//ygcR//ydiO//pntA//ydcM//nusA//prpC//rpoS//flgH//aspC//aceF//pspG//yigL//rlmL//lplT//tusB//srlE//mreC//yoeE//potF//dusC//nagK//yehC//paaZ//speA//
GO_0006352_7	mnmA//secE//ydcS//rcsB//
GO_0006353_7	yqjA//greB//
GO_0006354_7	phnP//leuE//appB//
GO_0006355_7	glcF//priC//folD//hdfR//helD//idnK//glmM//crr//flhC//gluQ//hslJ//kdpC//bcsQ//rcsC//paoC//ftsE//epmC//artQ//fbp//viaA//cutC//hycA//arfA//mmuM//cydC//gcvR//lpoA//cdh//mdtB//crcB//ompF//phoB//pdeL//narJ//bioC//cueO//insA-1//fpr//pspF//gmhB//ybaO//yebQ//oxc//ldrA//hipB//groL//potE//sdaA//rsmJ//potG//atpG//xanP//argB//bcp//xylG//mltG//frc//mnmG//lyxK//narH//potI//ivbL//hisS//glnS//hokB//trmJ//coaD//yjcE//asr//phnN//panD//purL//selB//actP//aaeA//cheB//plsX//rusA//greB//kdpB//rraA//pitA//yfjR//metL//clpS//frwB//murC//yeeL//insB-4//gntU//hybG//gyrA//tehB//tdcF//ytfT//yahO//pheM//clcA//glpK//yhdX//ydaN//mcbR//rlmB//rpmJ//metL//yghU//ydcM//rep//lhr//bssR//dsbA//mrp//csgE//yqjH//nikE//ogrK//metQ//gapC//uof//ompC//trmA//gcl//dctR//yieK//yhjA//tolB//dcuA//ycjR//yjhG//etk//yfhH//hns//decR//yajQ//yeaD//mtr//rusA//lysS//yhjA//ychH//uidC//rplN//mlaD//ibsD//tsx//eptC//pepQ//kdpD//tdcE//fadJ//dsdA//ftp//cynX//yghO//cspG//sucA//tnaC//ppiC//tgt//rpnD//ldtC//dut//fdhF//yafQ//thiP//feoB//rnb//ydjE//rlmB//mlaD//glyS//ubiD//wzb//pbpG//mepS//yjcS//lepA//yagJ//asmA//xylR//dgcM//gstB//ebgR//ibsE//dgoD//pgaB//ykgO//atpH//mlaE//nudG//tsaE//ynaE//ptsG//chbA//carB//deoB//ygbN//truB//sufE//hsdR//glxR//prkB//yraK//scpB//artM//glsA1//ssuD//rfaD//hisM//hybG//holB//luxS//cdh//cca//frmA//fadH//fliZ//sfsA//yihX//acpH//envY//curA//agaW//ubiA//infC//cheR//speE//fecB//yhiM//ybhA//tatB//ybdZ//tsaB//envY//gudP//thrL//mdtJ//ftsE//entE//ycjP//yjhI//ygcO//degP//mtlA//ddpX//dcd//tnaA//grcA//dapF//rihA//moaD//nemR//rclB//ldrD//putP//lhr//fumC//cpdB//slt//eptA//cheW//
GO_0006357_8	glpT//
GO_0006364_9	glsA//casC//purB//bdm//rpsI//ribF//ilvE//ulaD//moeB//trxC//chbG//sugE//hcaF//csgD//recN//rnlA//ydiO//rcsF//fhuC//fadL//rplM//yagE//mltD//ais//fkpA//dppD//sfmC//avtA//potB//waaG//fimZ//glk//pepN//clsC//frwC//chbB//panD//epmB//glrR//mscL//nadK//nemA//phoA//
GO_0006378_8	glxK//galF//
GO_0006379_8	cmoB//
GO_0006382_8	allB//
GO_0006396_7	dinJ//umpG//yjaZ//tsaB//thiP//tabA//ydcM//ptsG//mdtC//ybdN//yfcA//proB//rep//feoC//satP//potF//acrE//putP//fsr//malS//ppk//yehW//mraZ//yghG//nagA//cpxA//rplR//fliA//yjhB//mdtK//pcm//ttdT//elaA//codA//hxpA//lgt//allS//etp//murB//cbpM//trpE//queA//rrrD//fliM//mtlA//dcp//hsdM//cusR//entC//flgD//sdiA//purL//rnd//lptD//yehB//kdsB//hxpA//ltaE//ecpR//truD//citT//potD//hokB//idnO//nlpE//sodC//btuD//dppA//ybgI//yfgJ//uhpT//cyoD//rnd//yhjG//insI4//xapA//plsX//ydeI//pepB//agaV//yggP//narI//prs//yfcP//yojI//ubiJ//ybdM//atpB//sgcX//rihC//rluC//mnaT//xdhB//basS//pyrD//secB//hflX//rhaT//lyxK//gntP//mipA//uraA//
GO_0006397_8	cheW//holC//ydcM//
GO_0006399_8	yhjB//murB//rimJ//yehP//hscB//nadE//rnpA//trpB//mdaB//recC//ydjL//hsdR//lsrR//rpoH//acpH//fumB//galK//rutG//kdpC//phoA//metN//erpA//wzzE//sfmH//ydiQ//rarD//mutL//fixB//yjjG//rlmJ//rbsA//ssuE//rluE//ybdH//proB//ftsQ//envR//decR//fliT//htrE//mdoG//murA//uhpB//rpnD//satP//rffG//ldrB//hisD//tsr//mdlB//ghrB//chaC//dcd//gyrA//pstA//ftsZ//lysR//csgE//rraA//kbaZ//ydjH//cheR//cysW//sbp//rutF//yagU//panD//rplA//ykgO//mtlR//blc//mltD//hyfF//adiC//dnaC//macA//dxr//yhgH//ddlA//ygeX//ugpC//caiE//
GO_0006400_7	nfi//casD//napB//rplS//trxA//mlaD//garR//nuoN//cysU//nth//csgD//phoE//cyoD//panE//lsrR//proB//yehD//ssuA//yfcV//envR//yfdC//yciT//nuoL//rbn//yiaJ//ybdZ//opgG//yehW//purF//rpmC//iclR//srmB//yjeI//rpsS//basS//glpD//ilvN//rnlA//bglA//fadI//ycdX//tyrA//prfA//lysA//rfaD//ubiF//lpcA//yggE//ilvB//
GO_0006401_6	caiT//cyoE//hyaA//fhlA//yiaL//ybjD//yqaB//kdpB//thiD//deaD//atpE//leuE//gabD//adiY//ndh//iap//fdoH//phnG//agaW//mocA//fliL//yciV//
GO_0006402_7	aas//ycjR//yfiE//tamB//rlmD//yhiM//speD//rcsB//yjjQ//yegD//murB//
GO_0006412_6	yadG//fimE//yjjB//gmhB//arsC//lgt//purC//adiA//ccmF//amiD//pdeH//fkpA//dnaE//argC//rplE//mcbR//ydfD//chbF//ybiX//mgrB//nrdG//sucA//secD//rplD//bepA//crl//atpG//dnaC//yqjA//fbaA//prc//ptsP//yoeE//cvrA//argK//mmuP//ybeY//ptsN//hcaT//hofC//kdpE//yccA//yjbB//glnQ//yibA//mnmE//ygeV//kdsB//ymgA//mmuM//rimI//
GO_0006413_4	moaB//yfcR//thyA//
GO_0006414_6	cdd//folM//rhaS//lysA//pgpA//ilvD//mtgA//yagG//insI1//
GO_0006415_7	ulaE//eptC//eutB//cpsB//acs//yddA//rdgB//
GO_0006417_7	cmtB//ileS//tolB//ychF//adeP//yahF//frlC//ybiI//mdtC//manX//pheA//rpsA//fecD//yceK//nupC//metE//ibsB//yfcR//ybaQ//atpB//thiG//hisD//cydA//ftsL//nirC//phnM//ybiY//gshA//gadC//scpB//pliG//rpsH//entF//rlmE//napF//plsC//leuS//thiP//pppA//
GO_0006418_7	araB//oppC//abgA//ebgR//glgX//sfsB//cheA//poxB//narJ//nagZ//uvrY//mutM//bioP//yajO//yqeG//rlmD//hybB//pheM//insI3//rplR//uhpB//pgaC//rzoR//ubiA//nepI//
GO_0006419_8	nuoE//
GO_0006420_8	sspB//
GO_0006421_8	pgaC//
GO_0006422_8	astB//
GO_0006423_8	ydiZ//
GO_0006424_8	rpoD//kup//
GO_0006425_8	yhjC//
GO_0006427_8	surE//
GO_0006428_8	msrB//
GO_0006429_8	ynjA//
GO_0006430_8	btuD//rne//
GO_0006431_8	msrP//
GO_0006432_8	yggT//uhpT//
GO_0006433_8	ygfZ//
GO_0006434_8	rzoD//
GO_0006435_8	melB//
GO_0006436_8	ubiJ//
GO_0006437_8	yhdJ//
GO_0006438_8	yegT//
GO_0006446_8	metB//cpxP//argB//wecB//nagE//gloA//kdsC//
GO_0006448_8	folE//zapE//sbcC//dmsA//rplE//
GO_0006450_4	ybaK//cbeA//yfbV//aroF//hdeD//brnQ//kilR//ydiQ//bcp//yhbX//
GO_0006451_7	ykfI//
GO_0006457_3	waaO//yceO//decR//phnN//nanK//alkA//prmC//bssS//ruvC//dmlA//pntA//fabG//mutM//sapD//msrC//ihfB//dppC//hypF//yfgO//pmbA//tufB//atpF//paaK//dnaN//rzoR//yehB//ynfL//pheA//yjbB//gspE//yraI//arnD//yfbR//gutQ//leuC//phnO//ybgI//chbF//argK//arcC//
GO_0006458_4	yihS//ahr//chbR//pgi//afuC//pphB//yahK//fliT//
GO_0006464_6	sohB//yafS//scpC//bsmA//adeQ//yiiE//nuoM//cho//aaeA//prfB//paaG//metI//tbpA//bdm//ulaA//ybaL//modB//rhtC//ppiD//rsmC//livK//ispH//dgcT//acpT//adeP//ybcJ//gntU//eptB//waaQ//fumA//yhjR//parE//rlmA//ilvH//rplY//alpA//cydC//trpB//hyaA//glnS//ybiY//gmhB//rrrD//ihfB//fdhF//rseC//zapB//rcsD//aroG//lgoR//paoC//manZ//zapC//gutQ//rbsA//phoR//prpB//rsmA//cvpA//rne//rof//setA//yhbX//galT//thrB//yoeB//speE//glyA//mdtO//yjgX//rclC//yedA//paaA//yodD//wcaC//fimG//pinE//dapA//rffG//arfB//agaC//yhdH//xdhB//prpB//cpoB//dmlA//ugd//tig//hinT//cysW//wcaC//entS//yjaA//cysW//tesB//casD//pflB//rfaD//bioP//evgS//yegS//pgrR//frlB//gsiD//creB//frdA//emrE//fic//pdxB//thiQ//waaL//ybbW//hprR//lpxD//uvrC//hemH//kdpE//csgF//rhaB//hypF//tusD//fklB//focB//bioH//dacC//deaD//ybiS//garR//osmY//hprR//tusB//folD//yajL//aaeA//pyrE//mhpD//smpB//yhaO//argT//pagP//raiA//yadG//
GO_0006465_6	ynfH//mprA//nrfE//
GO_0006468_7	hisH//garL//tsaD//napF//upp//holD//yahN//yphF//amiA//dgcF//fic//aceF//clsA//ybbN//sfmH//kdgT//narY//glvC//ydfK//thiH//cca//ynfE//ftsA//holC//borD//mhpA//ibaG//chaA//ytfP//pckA//scpC//fdnH//ampH//tnaA//yfeD//rrrQ//alaS//gntU//phoU//gsiB//nrdD//mdtA//wcaJ//gpmM//rsmA//galE//aidB//rimO//feaB//hybC//hybC//yojI//hsdR//
GO_0006470_7	xerC//tyrB//tag//bioP//uraA//ybiY//efp//valS//hybB//ydcO//metG//sfmA//rutE//pspC//queA//gntU//
GO_0006473_8	nadK//pdeK//insB-4//thrC//ribE//hcaF//allB//cheY//pabA//glcD//topAI//efeO//
GO_0006474_6	pspC//nfi//ygiW//chiP//holB//
GO_0006475_9	yphB//ycbU//
GO_0006476_8	yccA//bdm//prkB//
GO_0006479_5	qseB//ecpR//acpS//ibsC//accC//phnK//fieF//ibsD//
GO_0006480_6	rppH//
GO_0006486_5	lspA//
GO_0006490_5	rlmC//
GO_0006497_7	ghxP//
GO_0006508_5	purL//yohD//metN//cysE//argE//cof//malI//gabT//nanK//rlmG//amyA//nrdI//lon//shoB//era//ypjD//yfcV//kdsD//ytfQ//aer//recX//entA//znuC//bdcR//serC//ytfQ//uidA//fic//rplX//ybbW//bfr//yedF//sodB//entE//cobS//ydcT//yehC//nemA//rutB//elbB//yqiG//mreD//menF//gntR//gor//bamC//rarD//pitA//gudD//dgoD//zitB//nagE//hdeD//ruvA//cpdB//
GO_0006515_7	apt//yjhH//higB//ymfK//
GO_0006517_6	manZ//cusR//eptC//hyfA//
GO_0006518_5	ribB//sanA//ppiA//ycfS//ynfE//yfcQ//ddpX//agp//lpxT//fepE//emrB//ydiR//uspG//mnmE//rpnA//maeA//lysU//abpA//prkB//gpp//yjfF//ybhS//purN//puuP//rffT//bioH//hcaF//yqeG//narQ//xisR//yddL//fbp//yejA//bamA//glmU//ptsN//ydiP//pepB//ccmE//prlC//ygfZ//thiI//araC//rlmF//kduD//folC//prlF//yahD//cydD//holC//glgP//yabI//guaA//yihW//ubiD//mgrB//yhcH//casB//yieH//fmt//ybeY//dusC//hypE//tcyP//aaeA//alpA//guaA//prkB//yibT//sfmC//oppD//rnd//yghB//frdA//sfsA//tatC//def//
GO_0006520_4	tatA//hxpA//fabD//afuB//wza//phnN//ygcW//dkgB//sgcR//fau//yggF//crl//malP//pheA//puuP//mdtJ//gloB//yigB//chiP//nadC//gpp//dacD//trmB//yagG//ydeI//ispA//kdsA//pntA//ilvL//bluF//cspI//topA//ybjX//yiaM//ibsA//rzpR//fixC//thiC//ybhR//uspG//cpxP//ddpX//atpH//uxuA//nemA//ftsH//fecD//rne//asnA//ubiG//rhlB//flgD//hcaF//bcp//tdcE//nikD//citX//recG//hisD//yjjV//arcA//grpE//rpnD//cvpA//abgR//pepA//gnd//fbaA//garL//orn//uxaC//yhjA//ycbX//potG//priB//betA//rhaR//tdh//allB//cydC//essD//pgaC//fdoI//hemB//tauD//mdtL//gntR//pepN//acrF//intE//nac//yraN//ygeA//groS//ycbX//fliZ//galM//ybjI//ynbC//hypD//cvpA//arnD//malY//bioH//azoR//dgcF//nuoI//fhuB//queC//thiE//mlaD//yggE//pntB//hemH//scpB//yhbO//apaH//aspS//yggD//yfdK//tpx//endA//yedX//abgA//qseB//bisC//yqaA//fliL//yahD//dbpA//xerD//fumC//nepI//yihT//rsgA//btuD//mutH//gmd//yhcD//yeaE//narW//rnlA//pyrG//cadB//entB//nlpE//hslJ//rpoH//cyaA//yjcO//ychH//ybjX//acrR//ybhG//abgT//mltB//entD//dnaN//yeaE//ihfB//gltX//garR//ibsD//mdtP//ebgR//mrcA//intS//yneL//ycbV//ilvL//rfbX//yafE//roxA//proB//tufA//mioC//corA//ibaG//rna//sgcR//lon//mdtF//ruvB//fabG//puuC//flgJ//rplM//hipB//ulaF//uvrY//garR//speD//degS//rnpA//yihT//aroH//mhpC//btuD//recF//hisF//ybeF//queD//
GO_0006521_6	cysW//ubiJ//tufB//
GO_0006522_7	yaiW//srlB//crr//sucB//katE//greB//menE//
GO_0006523_8	nmpC//tcyJ//fimF//rsgA//
GO_0006524_8	def//elbB//waaG//
GO_0006525_7	cydB//yfaL//elbB//yjjI//serB//maa//uhpA//dinB//yaiP//nrdE//aroG//waaU//zinT//kilR//yhbX//rclB//flhD//moaA//ykfM//sseA//uspB//
GO_0006526_8	araF//pnuC//clcB//ebgA//ygbI//mdtD//ynjD//atpE//gcd//dnaK//gsiC//narW//treF//
GO_0006527_8	btuD//dsbG//cheZ//ydiF//oxc//ftsZ//nmpC//umpH//cspE//
GO_0006528_6	hisH//fryA//nikE//yaaJ//
GO_0006529_7	purR//fadL//
GO_0006530_7	rpoS//potD//
