#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	symE//yaiV//mlaB//potI//
GO_0006139_4	cas3//atoS//kefB//rluF//cysC//mtlR//rbn//tas//dsbB//dgoD//pbpG//bamB//ftsY//yafN//ygeR//guaD//uof//orn//aroC//patA//rplQ//wza//prpC//btuR//paaE//betB//pphB//ccmA//ppsR//ykgF//rpoD//lepA//fryB//rpmC//dgcF//cysA//plaP//ypdC//nadA//bacA//eamA//lnt//cra//opgE//hisH//recE//ydjE//luxS//yaiP//ispH//dnaK//ulaB//yphF//hokB//mrcB//sufE//ghxQ//xylA//nfsB//mpaA//rbn//rimK//cbeA//ihfA//rfaE//queF//nei//ftsA//lsrG//agaA//yhdZ//pyrD//dld//gph//mdtM//yegD//rzpD//ahpC//dapB//atpG//nuoN//iclR//frmB//fdrA//lsrB//yfaU//ibpB//yihT//hchA//sufB//iscS//cdgI//clpB//citX//ybiW//ycgV//pntA//csrD//ilvB//slyA//hemN//trxA//ydgA//rdgC//cvpA//ompF//fbp//add//arsC//codB//glrK//setA//rpsA//gadW//bamE//mdtB//maa//iraM//pyrH//ydeP//emrE//ibpB//yihU//efeO//uidR//smrA//malP//secM//ilvB//nadE//dtd//serC//rluA//mhpA//hflC//rpoH//gppA//ugpB//selA//yraK//ompW//holC//entE//ilvM//patD//ymgC//speF//ybjD//nagK//fetB//cca//trpD//folA//paaJ//fliL//ispU//decR//hcaB//hcaB//gadA//queG//menI//metK//gfcE//hisC//ilvL//yjfF//dmsC//idnT//ftnA//clcA//rseP//etk//aroF//mprA//osmF//tusD//hisD//cvpA//flgF//rmf//paaA//trpL//napD//xisE//hofO//fic//adiY//fdoH//rseP//opgB//fhuF//yceO//ybeF//pagP//ilvE//tatB//rutD//zntA//speB//frwB//gatY//gcvH//atpA//ycbU//yeiE//yhdJ//atpF//gutQ//purD//hypE//yojI//yoeB//lacY//ileS//rimO//nuoB//maeA//sgcA//zapD//hcaT//csgG//yefM//yfcS//metQ//ycgR//rnb//rseC//proA//tqsA//yihL//pal//ytfR//htpG//cadA//metR//hisP//ygaH//hofQ//araF//ldtD//clpP//nanR//yggF//yejF//arnB//intF//cdd//holB//glnQ//betT//nanS//yihI//yegT//frlC//mdoG//ybdR//rplD//msrB//ccmH//hofM//yieL//yfhM//hrpA//bioF//fur//uxaA//zupT//ibpB//yibH//paaG//hofN//hldE//envC//zitB//icd//chbB//rmf//rimO//ydfG//sgbH//pyrC//uspF//hisM//hyfR//gutM//cmtB//xerC//trpS//cmtA//glpF//adeP//hisC//flgD//ybiJ//mlaE//murG//yciF//queE//ycfJ//ccmA//yhcD//nuoL//yegV//dcp//tolC//prfC//garK//fre//secB//rimK//ybjX//alsB//ispG//insK//yeaK//lptC//rne//yahO//rdgC//tehA//csrA//yfgI//dps//ygfX//pagP//ibsB//argC//dsdC//diaA//rfaQ//decR//yidL//topA//artJ//yqiI//surE//clsB//yehB//cnu//nagE//uxaA//ygbL//asnS//hisH//yagF//fis//decR//hemH//yijE//cysI//btuD//yafQ//tyrR//ybhG//ddlA//rplT//proC//sgbU//dgcN//cbrA//recE//gyrB//agaC//nupG//hcaF//yhbO//topA//sapA//nac//pdeD//ycaN//rutE//metN//rrrD//sgcR//acpS//glnD//ftp//psd//hprR//modC//phoB//lldR//ybcJ//cdgI//glpK//dgoT//yafQ//birA//narG//hyfC//bssS//tsaC//ldrA//thrL//frwB//yqcG//lsrR//nagZ//rpsA//yafN//chbR//garK//zipA//yqhD//waaF//sbmC//dmlR//rhsD//rpsQ//otsA//yneE//rpiA//hycB//sufS//ytfP//ygeW//ydjH//ompL//cmtA//yddM//rhaD//eptC//trg//osmE//lipA//tehB//nagZ//yfiF//nagE//fadA//tsaD//alaC//caiT//phnK//yfeO//gutQ//ydeE//pstB//marA//ykgO//dld//rpmE//mreC//gloC//yegS//spoT//zwf//rfaG//ybaT//cspC//nsrR//mdtB//cvrA//abgB//ubiC//elaA//lacZ//clsC//queC//ycjQ//ygbN//glnS//gluQ//nudC//cysS//insE-1//hyaC//rutD//rplB//sgbE//cydC//aroF//cysG//mrcB//fliZ//yhiM//rsmC//glnS//yfcP//flhE//ybjL//ldtB//rnb//pnp//rpsB//sugE//cdd//hflX//fhuF//efp//fucA//yeaK//cydD//yidE//prpB//ravA//frvR//speF//nfi//hofO//prfC//proC//glgX//gatD//fadE//zitB//avtA//dcuD//sspA//insB-2//yihT//xylG//tsf//rpmA//rraA//fepG//puuR//dgoR//yihU//mglB//preA//yebZ//gabD//ybcM//guaB//erpA//ynfK//yghB//norR//rcsA//dsbD//rplE//corA//narJ//mazF//rspB//panD//ybhD//osmC//sgbU//zupT//eptA//bioD2//cpsB//yiaJ//lolA//rclA//borD//selB//rimM//rbsK//ribC//hybC//fepG//yadC//fumA//nirC//mdtM//tatC//flgC//narY//serS//gcvR//feoA//csgE//insA-2//rutR//yigL//purT//lldP//mrcA//glcD//ccmG//yjjG//paaX//cusA//wzb//pdxB//gltD//htpG//lsrD//waaQ//yjjQ//sdhD//elyC//blr//nusG//amiB//yneE//gltK//ldhA//gltI//ravA//frsA//hokB//dnaA//ugpC//gmd//gpsA//aroK//aceK//sapD//ychF//iclR//livF//bioD//uvrY//rstB//acrF//ybiO//uxuB//
GO_0006140_6	hypC//rnpA//
GO_0006144_6	sdhA//livJ//ycfL//idnK//ydiF//ytfE//fliA//flgI//tsr//appC//
GO_0006145_7	tnaB//dnaB//dgcQ//lepB//
GO_0006146_8	ybaT//yigL//
GO_0006148_9	malQ//
GO_0006149_9	elaB//
GO_0006150_9	yneJ//
GO_0006152_7	pldB//yhjR//allB//napB//fliM//adeP//
GO_0006154_6	hyaC//
GO_0006161_9	ssuB//
GO_0006163_6	yheT//cvpA//fixB//ribC//yhjG//prfB//arsB//ydcZ//dnaK//rlmD//yfdR//allR//mdoD//yibA//iscU//yieF//clsB//rnc//ydfH//aspS//malP//rusA//glsA//rhtA//ybeF//yqaA//cueR//treA//mnmG//waaY//rplS//dkgA//emrD//afuC//yhdW//gntP//ydiQ//kdpC//kduD//yahN//frlR//amtB//nudB//znuB//nanE//rplQ//tsaC//thrS//rluB//frlR//chiP//yggT//tyrR//yehC//
GO_0006164_7	yqeG//accB//fetB//gpsA//ndk//mdtM//rutR//ffh//dctA//sdaA//ndk//hisM//oppB//glgB//yggF//ldtD//polA//afuC//sbcC//lsrB//ogt//ybeF//fruK//nudG//abpA//oppC//mutL//gnd//yddA//yaiW//lacI//yibT//ygiV//patZ//bglX//cbrA//pfkB//eptB//spoT//artI//
GO_0006165_7	selD//yfcV//abpA//yjcE//rffM//fumA//znuC//flgE//fimA//pgrR//ompW//yfeX//leuS//relA//ilvE//ftsN//yqhC//hflC//citT//
GO_0006166_6	nrdH//nusG//
GO_0006167_6	cbeA//
GO_0006168_7	mazF//tdcR//
GO_0006171_9	ruvB//
GO_0006172_9	iscX//
GO_0006177_9	rpe//yjhG//phoA//
GO_0006178_7	yjiA//
GO_0006183_9	narP//
GO_0006188_9	yhhT//fnr//frvA//melB//
GO_0006189_10	rplE//insB-2//
GO_0006195_7	dctA//bioB//
GO_0006203_8	feoB//tdcD//
GO_0006206_6	guaB//yjgX//yciH//greB//exbB//ldrA//yghB//ssuD//lit//kdsC//fmt//truA//mcrA//ampE//nudF//gcd//pta//htpX//mnmC//ynaI//hemL//livG//mug//asmA//pstB//yehU//
GO_0006207_8	yejA//yjjX//gloA//barA//ybdG//
GO_0006208_7	eutN//yehW//nanR//rffG//ghrB//ydeP//hemE//lptD//ptsI//yaiW//mlaF//ibsE//ybiO//
GO_0006209_6	yrdA//
GO_0006210_8	appA//
GO_0006212_6	cpdB//tabA//xapR//yadI//livF//prpB//phoR//hsdR//flgB//zapC//hpt//
GO_0006213_6	fic//btuF//dinD//hyfC//secB//waaQ//abgR//dnaA//mltB//cydB//htrE//ptrA//msrA//kefC//lnt//elfD//
GO_0006216_9	cspI//
GO_0006217_9	fes//
GO_0006218_9	ydcT//
GO_0006220_6	dosP//malS//gnsB//yecS//diaA//xanP//fieF//zapA//ydiK//narW//fnr//ugpE//sbcC//ddpA//yqiH//ycjW//cutC//mepS//yfaU//ulaC//
GO_0006221_7	nadA//yqcG//purA//dgoT//dppD//gudX//cof//ybjI//xdhB//mzrA//glnS//yjbH//yhdH//
GO_0006222_9	abgT//
GO_0006225_9	metK//
GO_0006226_9	ampH//ccmD//
GO_0006227_9	ydiR//
GO_0006231_9	hemE//
GO_0006233_9	metL//
GO_0006235_9	opgE//
GO_0006241_9	eamB//
GO_0006244_7	purF//tatE//glcA//frlR//yeaK//mscK//gutQ//
GO_0006259_5	hyaA//aroA//coaA//insB-4//yqaE//ymjB//metC//mntR//mdtO//acrA//yhaV//azoR//ahpC//dosP//chpS//prfA//elfC//yqcG//yajO//leuB//sdhC//uacT//prs//rbbA//hybF//mqsA//proQ//yhbS//purA//caiD//oppB//glpT//nanA//cmoM//hyfC//argI//rpoA//pdxY//flgG//hflX//murJ//yedA//rbfA//ycjY//rffG//gatC//yoaA//moaD//ymgF//ihfA//rpmE//chbC//umpH//mdtG//glsA1//trpA//yeeL//ynfE//cmtB//ycaO//fdnH//rppH//yijE//murE//chbC//ssuB//coaD//topB//tpx//yiaO//ycjU//lpoB//yneJ//ccmA//ybiT//feoC//manY//priA//yjfF//purN//waaB//malX//hypB//yehW//rayT//yajO//phnL//menD//ugpB//cho//bioD//rbbA//fepD//ydjM//thrC//glnS//yccS//ygeW//tolQ//yiaF//prkB//gpt//metQ//sthA//artM//ydfK//chbB//sugE//murP//sbcC//paaE//ubiD//rpmE//ynjD//yhhT//corA//azoR//holA//cbl//ydfK//rpsG//sdhC//purR//ydhC//xisE//yhjD//uvrY//dusC//rhaT//yjeH//glnL//ilvE//rpnB//amiB//cusB//trmL//bioF//lpp//kefC//ccmC//selU//ybhA//lgt//kch//dgcQ//casD//fadB//rimP//
GO_0006260_6	yqeA//yceO//rpnD//kgtP//zntA//yaiW//rpmE//otsA//phnH//mdtO//fucA//glcF//proS//ycjU//rcsA//recD//manA//wbbK//rpiR//melR//yhdH//
GO_0006261_7	elyC//uspF//yjhB//malE//yabI//opgC//gcvT//dgoA//dgoA//yeeY//lon//pgaA//
GO_0006265_6	sdaA//waaP//glnE//uspC//osmE//
GO_0006266_6	treF//tynA//insI3//
GO_0006267_5	nmpC//
GO_0006268_9	ybbW//arsB//uacT//
GO_0006269_6	blc//
GO_0006270_6	argI//qorA//ybiS//recJ//yfeW//blr//
GO_0006271_7	cvrA//puuR//yahB//
GO_0006274_6	rutF//
GO_0006275_7	yjaZ//rdgB//rspB//uidC//ydiF//xylG//rplN//yhbX//thiM//
GO_0006276_3	thiP//hsdM//aroL//nikR//wzzE//mocA//fdhD//glcB//
GO_0006281_6	ilvN//mepA//uhpC//livK//glgS//ydhK//udp//greB//tdcB//ydgA//rimP//insA-1//ppiA//pdeL//fecB//orn//cysW//tatB//yaaY//yfcQ//nlpI//pgaA//ppsA//agaD//ypdF//arfB//dsbD//nfuA//csiR//hcaF//holB//sbcC//ccmD//putA//yjeH//dgcZ//fadM//sdhC//atpG//rihB//yadI//cutC//tgt//nrdE//hypF//ybiA//gltK//cusR//yijO//hrsA//dnaB//hsdM//priB//tolC//trxA//
GO_0006283_8	maa//
GO_0006284_7	agp//dnaG//rpmJ//cspE//yehA//cusS//
GO_0006285_6	ghoS//acpS//ynhF//perR//treB//
GO_0006288_8	yphC//rclR//
GO_0006289_7	yjjG//cas3//
GO_0006298_7	yaiV//yihX//secB//maeA//yjiA//adiA//crr//paaC//thiD//vsr//
GO_0006301_7	sgcR//ppiA//selD//gcvH//
GO_0006302_7	ackA//yjjG//mcrB//ushA//bdcA//uvrY//fliT//nei//kbaZ//
GO_0006304_6	flgH//pyrC//lpoB//lsrD//pdeF//gstB//hemF//cynX//glgS//
GO_0006305_7	yadC//rpsT//narL//cyaY//
GO_0006306_5	ycfH//yacG//chaA//setA//
GO_0006307_8	idi//glxK//rdgB//aroE//dgoD//
GO_0006308_6	murF//ompC//tsgA//glgS//metK//rlmI//nfsB//add//hiuH//degQ//idnK//yidQ//
GO_0006310_6	hisP//mhpA//yhfS//cra//pspA//flhA//murJ//tolQ//entA//fryA//rmuC//katE//rpsK//fes//hlyE//idnD//trmI//adeQ//sdhD//radA//fhuF//ariR//yggE//ugpC//thrS//narK//ygcW//yafO//argS//aaeR//csdA//waaY//nlpE//puuP//yfdS//zapD//ydbD//proQ//malE//elfC//eutR//hemL//yciA//
GO_0006313_4	pstS//recX//tdcD//yqaE//rlmD//nirB//panB//
GO_0006323_7	fliT//
GO_0006325_4	elfC//
GO_0006351_6	pyrH//araG//moeA//acpP//soxR//atoS//hns//yebK//mdtQ//trmL//ahpC//rfaQ//dgt//ydhK//lysC//ydiV//wbbK//rplX//proX//kdpD//srlR//sfsB//amtB//viaA//ghxQ//ytfT//pck//yadC//cof//pgaB//hscB//metL//fdnG//ypjD//hscA//alaA//ftsA//fruA//allR//ycaO//dxr//clpS//lolC//hybE//agaS//ybiV//yhjG//zitB//yehD//yidH//modA//ampD//maa//ycfH//gudD//glyS//ychH//nfuA//cyoE//sgcA//yghU//yagI//kbaZ//topB//yhjC//rfaH//cbl//waaA//ydjM//pgrR//ldtC//ompA//yedL//fecC//yadC//mlaC//bcr//frwC//yggW//yodD//efeO//ybfE//recC//udp//yfjR//decR//puuR//torR//cirA//ldcC//hdeB//speD//ndh//panZ//ibsB//ybjG//yfcG//metQ//mcrA//atpB//pstC//menI//yghB//cysK//ppsR//mhpA//asnA//trmA//add//kbaZ//phnN//dtpD//ade//mipA//aceB//kdsA//fdnI//map//hybB//
GO_0006352_7	hofQ//mprA//alpA//yjjX//
GO_0006353_7	polA//smrA//
GO_0006354_7	sdhE//fumB//cbtA//
GO_0006355_7	yeaG//ynhF//sdaB//nanT//arfA//glgS//ttdB//fabH//yedP//iraM//serA//dacD//yefM//aceB//holD//adeQ//moaD//greA//mdh//fhuC//lpxC//csgE//yjhI//agaC//garD//hinT//fdoI//fepD//pheM//uspG//marR//yhbQ//ydjK//xylA//ydaC//dsdA//dpiB//rutB//yibA//puuB//asnS//narW//rhtC//bglF//yqhD//ybhD//yphC//yidP//ykfI//phnN//pdxK//wrbA//soxS//sfsB//uidC//potH//hyfF//casB//nuoL//rplP//corA//afuC//ydhK//ppx//rssB//uxuR//sdhB//nagC//yagE//rpsN//uidR//allB//yddL//yieF//argD//fkpA//cecR//dinI//aroL//fadI//cvrA//nimR//arsB//lysU//ybaT//dacA//ybdZ//intQ//fryC//yahB//gadB//pta//yagF//rpsD//glgA//ccmF//mnmE//prc//fruK//gabD//ibpB//tdcR//appY//sseA//torC//nirC//yfcV//yidA//brnQ//nlpD//rimM//mnmE//moaD//fliS//astC//fdoG//kdgT//ycjY//ftsN//uxaA//sucC//phnG//yghW//uxaB//ascG//acrD//rsmJ//clpS//cheA//argF//apt//btuF//malZ//ppc//nagD//dinI//hisH//potA//intS//hypT//wzzB//selB//nth//rzoD//sapB//yiiD//tag//eco//dnaA//mtn//acrZ//araF//ravA//casE//uacT//bisC//miaB//yfgO//lacI//mrdA//ygjK//glcF//dcuS//gshA//yhjV//bglF//yfcA//thrC//mobA//acrB//yidZ//rph//hmp//rcnB//bcsA//yhjV//ghrB//yidD//acnB//rhtC//ulaC//hns//ampE//dctA//ftsE//yidD//gadX//narP//mntR//yigL//tesB//tktB//ykgO//yoeE//cmoB//gadX//bglX//argI//eutK//mgtL//ydiQ//yqiI//yciK//dcm//cpsB//cutC//rpsM//dbpA//rimO//cadB//yqiG//yjbF//galE//glnE//acrB//bamD//speC//mdlB//yoaB//murQ//nmpC//araE//cysQ//ydjM//nlpA//pdeL//lspA//waaH//crfC//sseA//ycfJ//ydjJ//yjjG//mrcB//guaB//rhlB//bamC//recA//yfjV//clcA//kdpA//mutT//tnaC//ytfQ//ompF//rsmE//rsmC//rplX//ypdA//mutT//glgC//cheY//dsdC//yiaT//hofN//kdpD//adiC//ulaR//cydC//ytfT//srlB//
GO_0006357_8	grxD//
GO_0006364_9	argE//yfhM//rhtB//hycB//cmk//ynjD//abpA//plsB//rdgC//hybA//rbsD//yijO//ybcF//sgcR//epmC//ynfL//mqsA//mutH//dinD//tpiA//napB//rpoA//mdlB//pinR//mdtD//wcaC//rpsK//hxpA//bamB//yegV//potE//norW//murJ//yeiE//rplQ//yccA//secF//arnB//setB//gsiB//yaiW//yafE//bglH//
GO_0006378_8	rcsF//topA//
GO_0006379_8	ygeR//
GO_0006382_8	leuD//
GO_0006396_7	tomB//xerD//astC//yggF//hisA//zwf//holE//malS//speD//ybfA//ccmC//cynT//pdeD//sdhB//glpC//yebK//gldA//tusA//mrdA//cynS//yahK//araA//fre//ycbU//bfr//mepS//priA//galM//csgB//dgoR//waaU//yeeY//yjcE//ulaF//barA//nepI//narK//yfdS//yraN//pinE//fimA//fadH//ompA//ulaA//kdgK//nrdA//yjjI//rplJ//malI//glnH//murR//arnB//pspF//casD//rnhB//aaeR//gyrB//acrE//waaY//fabG//uvrC//modA//ygiW//yagG//mdh//rplP//msrA//napF//yddM//udp//fadJ//dps//recQ//curA//msbA//yebG//panE//pdeL//aroG//tsaB//gppA//ybiH//amiC//ratA//rnlA//ogt//ascF//glpB//fepC//folA//rclC//iraP//secD//rayT//zntA//coaE//cspG//cysH//torR//deaD//mrdA//btuF//
GO_0006397_8	bhsA//murG//gshB//
GO_0006399_8	katG//yijO//rlmM//phnC//crr//glsA1//cspI//gatC//ygbN//ynfE//dgcF//tusB//torA//lplT//gltX//aroC//baeS//yfdG//fliA//mscL//cpdB//ydfG//manX//rsmC//opgG//lpxL//bdcR//gltP//cusR//eutK//tauD//arnD//adk//fpr//acrZ//rclB//yijO//frlR//flgH//garD//hcaB//phnM//bcsA//yddM//alpA//nudB//hybF//agaA//ybaE//artQ//mnmG//ugpB//nirC//cbl//dicA//ybiH//insI4//thyA//eamB//yjiM//yadM//sgbH//fetA//ydcR//yafN//rfaH//cyoA//yedL//hxpA//uhpC//agaW//mhpD//pgi//ycbV//narX//yahK//arcB//hyaC//pspD//tdk//rfaH//yajL//
GO_0006400_7	zur//mpaA//folC//ygjK//hycH//ttdR//paaX//dkgB//mrcB//gatD//rfbB//zntR//fdhD//ycjQ//yihS//yneE//fadM//yjjQ//yhbQ//rplY//arsC//pyrG//abgR//livG//rnt//arnF//tmk//ispH//ydaV//mngB//paoC//insK//patD//comR//phoR//purN//phoQ//yabI//setC//bipA//ypdA//nrdI//fadI//rppH//yciF//paaB//tdcB//dnaE//gspJ//
GO_0006401_6	yfbV//rplP//citC//nupG//gltB//fryC//bioF//nanE//flgD//parC//fumC//cusS//ygiN//glnH//recR//yedA//rdgB//fimG//sucC//yihV//tpx//agaV//
GO_0006402_7	yrfG//xylF//treR//rplO//prkB//cueR//ubiD//ydfH//ompC//waaB//eutN//
GO_0006412_6	hyaD//rseC//yeiE//recA//gutQ//allR//cas2//pyrD//rsfS//pcm//topAI//alaS//norR//nuoL//fryA//pppA//yhdJ//rluD//dgcM//ilvM//hfq//prpR//tabA//fruK//actP//ychO//dgoT//rsgA//satP//ompL//fliZ//yfcF//prlC//secD//xthA//manY//malQ//fis//znuC//bcr//rbn//hypE//ybhG//eptB//ygcO//queG//yjeI//rseB//hchA//ecpR//epmA//
GO_0006413_4	tyrR//flgC//cyoE//
GO_0006414_6	yehU//cdaR//mtlD//clcB//yqaE//ybjX//gmd//ypdI//malG//
GO_0006415_7	mukB//cobS//moaD//lolB//dgcT//mdlA//rpsP//
GO_0006417_7	srlA//bcp//etk//hofM//glrR//rarD//yehD//yidD//xapR//mlc//nhaA//gloB//melB//bcp//ftsA//bluF//galK//acrA//chaC//oxc//ycdY//pldB//ahr//ygfA//gpt//hda//yihO//ybaO//gpp//grxD//kbaZ//scpC//msrC//yjjU//menF//pppA//ydcS//hdeD//ibpB//
GO_0006418_7	dgcN//cyaY//ftsP//fdnI//hxpB//folD//mreD//acnA//lpp//ruvB//ccmH//nlpA//gshA//caiD//ydeT//hybC//envC//xylF//yaaJ//uacT//deaD//fixC//melR//fcl//ycbV//
GO_0006419_8	rplI//
GO_0006420_8	galR//
GO_0006421_8	yggW//
GO_0006422_8	pykF//
GO_0006423_8	xylB//
GO_0006424_8	ychH//elaB//
GO_0006425_8	pheS//
GO_0006427_8	lrp//
GO_0006428_8	potC//
GO_0006429_8	rzpD//
GO_0006430_8	malK//sdiA//
GO_0006431_8	ydjL//
GO_0006432_8	fbp//yihR//
GO_0006433_8	rpsS//
GO_0006434_8	folX//
GO_0006435_8	mlaF//
GO_0006436_8	yafN//
GO_0006437_8	cbpM//
GO_0006438_8	flgD//
GO_0006446_8	pstS//yhgF//sapC//fdhE//narH//treC//tatC//
GO_0006448_8	proB//iscR//frwB//hpt//ydeP//
GO_0006450_4	acnB//fdnH//yhjC//ubiJ//araC//caiD//recO//efp//cpxP//pykA//
GO_0006451_7	rzoR//
GO_0006457_3	atpE//qseB//folD//guaA//cspC//ldrD//clsC//rluC//fadE//ygeV//cheR//hrpA//lpxH//guaD//ycjR//nanR//dgoT//aphA//cpxP//epd//lepB//araE//ilvN//pyrC//pdxA//ydiK//prlC//ruvC//prlC//deoR//folC//bamC//ydbK//modB//ompF//hybG//ubiF//secF//entH//livF//
GO_0006458_4	aroA//yeeY//lpoA//yiaJ//entE//rpnD//yejF//pdeF//
GO_0006464_6	udp//nemA//degP//ybiY//yjjG//dcp//fadR//rcnB//idnD//yfeO//srlD//nrfE//yecS//rbsA//xapR//mrcB//ibsE//ampD//malG//rzpR//ybhI//yegV//glpA//avtA//potF//iap//iscS//cysP//nanA//lepB//cysA//hldE//cysA//cysI//oppF//fdx//elaA//rseP//gltB//mnmG//pdxH//glpD//frwD//yegD//gnd//acnA//yfdG//mnmG//rlmH//pspF//znuC//emrE//crp//ytfT//fecB//aes//fetA//htrE//mrcA//xylR//pdxY//nanS//yhjA//msrA//lipA//eco//nuoN//trpL//fliT//yfhM//tusB//lamB//putA//hcaC//glpX//kdpE//treC//ilvI//nepI//chbA//yagG//radD//ydjH//prmC//phnK//chpS//cobB//yeiL//wzzE//tcyP//citG//nrfC//rimK//pta//fhuF//rplY//groS//cydD//metR//waaB//astC//rutE//ybfE//oxc//fadA//ilvN//srlD//citE//agaA//pspD//malP//frwB//ptsI//rpmJ//lacI//cdh//lsrR//argH//elaD//yjfF//potB//trg//cyaA//yjaZ//glgP//ydjE//ftsK//astB//nadC//mlaB//lpp//prpD//dkgB//yeiG//hybE//dacA//fucI//yfcQ//rplF//yhaJ//tusE//rsgA//
GO_0006465_6	basR//dcuS//frvB//
GO_0006468_7	mtnN//phnP//ynjD//eutK//ebgA//pta//ydiO//mntP//yfeX//dcd//barA//rpiR//yfcA//clpP//yjaZ//rbfA//ffh//preT//melB//yraJ//mqsA//ydhJ//spoT//icd//rpnA//pgi//otsA//tisB//fsr//ampH//ydjM//hisH//envZ//cstA//gcvP//bcsA//tolC//mutT//phnC//leuO//ydhC//rmuC//citT//pyrL//chbG//yciH//yphF//cpsG//yjbF//appC//acrZ//rihA//yghW//
GO_0006470_7	pdxH//yhaJ//eutK//pyrE//arcB//tyrS//tauD//metQ//hdeA//mltF//rsmC//greB//appB//rnlB//moaC//yjhP//
GO_0006473_8	pal//dicC//phoR//hdeA//nimR//yegD//rraB//mdtP//yciE//clpP//fau//frlC//
GO_0006474_6	entD//bsmA//narZ//yebK//yihW//
GO_0006475_9	zapB//yegD//
GO_0006476_8	bioP//scpC//dapF//
GO_0006479_5	tsf//mgtA//lolE//tsf//fliZ//csgA//rhmD//flhA//
GO_0006480_6	nikB//
GO_0006486_5	rpsE//
GO_0006490_5	pdxK//
GO_0006497_7	slmA//
GO_0006508_5	bhsA//torY//marA//pspF//mrcA//hyaD//nimT//yfcR//gntP//dcuA//gloB//yagJ//rodZ//yadC//waaH//mtnN//alr//recJ//bepA//rfaE//yieE//narP//mlaC//ftsY//sthA//shoB//chbC//yieF//ydcO//cycA//rlmL//uhpA//hdeA//glgC//csrA//hypC//lolD//mltC//chiP//ftnA//yadK//glk//ykgF//yidA//sbcD//lpxD//efeO//bssR//rimM//alpA//ldtD//ilvE//acrA//dapA//narP//
GO_0006515_7	chaA//rraA//glpR//yeeY//
GO_0006517_6	ykgF//katG//waaU//prmA//
GO_0006518_5	grcA//ycjP//tatB//yegV//nuoL//waaZ//lpxL//livM//flgG//zraR//hofQ//norW//marR//gpsA//cmtA//yeeY//ydbK//iraM//exuR//rtcR//nrdA//bglF//dnaJ//yfcP//fabI//allS//cdsA//pgaC//pspD//hypC//nusG//rsmJ//pspA//mak//puuR//phnI//sapD//aroP//proB//waaJ//atpC//rspB//lnt//ybiW//cycA//mnmC//ppk//ascB//yebZ//narX//clpA//yhjC//lpd//grpE//yjbF//insH-5//waaZ//mngR//fabB//ttdB//wrbA//entC//ribF//dppA//aes//pbpG//speE//rna//ynfL//nrfF//menA//yfaL//iraP//pntA//lnt//grpE//nuoM//
GO_0006520_4	menI//bamA//glyA//bcsQ//ligB//ygbM//pykF//ftsI//bglJ//murE//yjeH//yebQ//puuB//hemL//ahr//yfdO//bglJ//yagG//otsA//bioD2//rne//gudX//priA//cadB//yjaZ//fcl//nikR//hiuH//pldB//cdsA//mscM//otsB//nrdR//ynfH//ybbN//tesB//gstB//ubiA//mnaT//menF//ispF//qseC//malI//cysW//dusC//otsA//gor//ynfE//ssuD//sucB//fadH//tufA//cusS//yhdX//yohC//secG//mdtG//rhaB//ubiD//nuoI//fliZ//insI4//gadE//hyfR//plaP//uxaB//rraA//rhtC//cra//ybiH//yiaL//flgF//lpxC//fdoG//yqcG//sbmC//prfB//gadA//hrpA//cstA//casA//tyrR//rdgB//ptsI//gltD//tas//alpA//yraN//yfdO//ygeV//hda//yhjX//ybcQ//ispH//xapB//yiaB//nanR//mngA//dsdX//dacC//pspA//scpB//mtn//ulaC//yjfP//ybdR//rpoH//folD//ygjR//fbaA//ybcF//ltaE//fdnI//glcB//gatZ//tsr//hofM//iap//flhE//gltD//ldtC//hxpB//trg//yhjC//alaE//metI//gsiB//ydbK//accA//yfjR//rof//fdhE//rpsL//ynbB//yjjG//clpA//oppF//yaaA//fkpA//ubiH//exuT//tsx//zntR//lnt//nrfC//lptA//mltA//yfaE//lptD//citT//fixB//yihI//yjjI//pckA//metH//sdaC//glxR//csgD//clcB//hyfF//rplT//tmcA//yqcG//chbB//folC//gltX//norR//yhgH//uxuR//mltG//xylB//yhgF//yfgJ//endA//fumB//rcsD//rplI//mutH//ttcA//pitA//bfr//fadL//mog//gudD//sapD//phnM//hxpA//waaS//rof//asnS//murF//ykfM//hisQ//ulaE//bcr//torD//sapF//yjfP//barA//ycjQ//yidE//pphB//
GO_0006521_6	paaX//sfmC//tdh//
GO_0006522_7	uacT//yqgB//iscX//tauD//fryC//ptsG//yhfK//
GO_0006523_8	bamD//murF//lexA//sapA//
GO_0006524_8	cyoE//moaE//yfcA//
GO_0006525_7	ygfX//kbaZ//yhaC//coaA//trmD//fepG//ydfK//asnC//rpsD//narH//rpmJ//dmsC//prpB//nagC//dhaR//ompG//nuoN//msrC//rcsB//dsdX//cutC//
GO_0006526_8	malY//arcB//artJ//wcaJ//yacG//yidK//ycbU//yfbS//rnt//acpS//holD//pyrE//rraB//
GO_0006527_8	sulA//aldA//kduD//waaL//ybaK//ygiN//allC//acs//fucP//
GO_0006528_6	rcnR//yqcC//mngR//puuR//
GO_0006529_7	nuoN//yehZ//
GO_0006530_7	uxaC//glgA//
GO_0006531_7	malG//aroP//lptF//mltA//ybjX//glmS//bluF//yqiH//
