#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ldrA//dgoK//thiD//yjjX//
GO_0006139_4	acrA//purB//dacC//yjbE//gntR//metG//glgP//panB//eutB//frwD//tgt//ptsP//gshA//sfsA//folM//ycbU//yebZ//ychO//yghO//bdcR//abgT//rpsG//syd//mntP//pntA//stpA//hha//rffG//garL//argK//yahB//narH//pheS//yagU//ymgF//ibsE//acrD//hisB//mglB//ilvM//parE//lolC//lolB//ybiV//rpnC//ydiF//ybiS//fhlA//mgrB//patA//sufE//yfaE//dgcJ//xapA//ybiS//yhgH//mukB//sbp//uhpT//cynT//nupC//ddlB//yphB//xerD//recX//selA//mtnN//rluB//clpA//yidP//patD//ortT//yihL//yedA//zapA//glpT//lpd//asd//rpsK//yafN//ygfA//ychF//iclR//dnaJ//hscB//cpxP//tdcA//gntK//sucB//cfa//yibF//rlmM//tnaA//nmpC//envC//aroH//ybbY//csgD//thrB//tusA//yciA//cbrC//pabA//msrC//yhjB//uidR//atpG//gabP//mdtI//hyaB//pyrF//gdhA//adiY//narJ//nrdB//mutL//kefC//speC//yhjD//btuE//dgcT//sdaA//hyfF//preT//xapA//frvR//mreB//accA//rof//hemE//gpmA//ybgI//ispU//uspE//glrR//kduD//rffH//preA//fdoH//xylB//atoS//csgG//fabG//epd//mepS//nadD//hscA//nfo//glmU//ydhQ//glvC//ygfI//edd//insF-1//norW//yfdK//yhjC//gntK//sgrR//yqaE//infC//rep//ygbM//chpB//guaD//ydjH//yggP//glpF//rlmC//yehZ//rstB//frr//nlpA//sgcR//serC//pdxH//dnaK//bepA//yigB//malX//hdeD//ubiE//sdhD//yqjH//galU//cfa//ytfQ//yraR//metL//trmL//uxuR//yeeA//casC//flhE//proP//ompN//melA//sufS//speG//rpoD//potG//citG//atoB//nanR//tktA//ddlA//msrC//rlmB//entB//chpB//yqjH//fliS//gsiC//dapB//ravA//msrQ//potC//slt//galF//appY//tabA//narW//gluQ//mppA//luxS//rpmB//ompF//rsmG//mdoG//ygjR//atpH//csrA//ubiX//hycI//ymfA//fimB//ilvD//uhpT//yeeJ//dacD//umpG//mrr//radD//ykfM//lgt//dapA//dgt//aroA//dapF//elfA//pdeH//wrbA//flgC//add//zapD//flgK//mug//ibsA//clsC//ypdF//iscU//talB//deoC//nrdG//ydjM//insF-1//deoA//pspD//ynaI//tar//rlmF//rsmG//coaD//purR//speE//tnaB//tyrS//sixA//adk//abgT//xerC//nagZ//rfaE//rhlE//phoR//osmY//otsB//yhbY//ftsI//yoeB//thrL//mltB//treB//yieE//cyoB//opgH//rluC//ibsB//dhaR//maoP//eamB//ydeI//gntU//yehY//rcnA//dcuD//rplE//ydcS//nmpC//oppD//nagD//dgoR//ygiN//yjbF//lplA//ydcP//dnaN//trpS//ttcA//ytfP//afuB//zraR//feoC//tqsA//yhiM//entE//modB//ykfI//lsrD//wecE//opgG//glcC//amtB//mgtA//hokE//ybgP//ssuD//nrdH//yicJ//abgA//fabI//fliT//cbtA//chbC//ygeV//aidB//rimJ//arnF//insI-1//mtgA//fecD//cusB//ycfJ//rpsP//lolC//cydB//thiP//ycjU//mmuP//emrB//yfdC//yciG//fryA//yhjG//gpmM//pth//ygjH//menI//casB//cspG//rsmI//cyaA//udk//tauA//ispF//glxR//ygiS//yoaA//abgT//yqjA//rfaH//lptC//glpD//yafN//yqcC//zntR//hslV//flhA//ybhA//aaeB//yqjI//cirA//gnd//hycI//infC//thrA//dctA//arnT//wcaJ//lgoT//narY//radD//betA//mnmC//abgT//yhcF//xylA//yiaU//mscK//pepN//entF//fucP//hflX//csdA//cysW//rhtA//yedX//lpxH//ygbI//dacA//gcvR//speD//yidR//mgrB//amiC//gcvT//accC//fimA//bioD//bssR//bacA//secM//fetB//mhpA//rlmN//dmsB//gstB//narP//mnaT//rluD//phnN//yccS//xerD//phoU//nrdF//hinT//hyaB//priC//arcA//eco//ihfA//modA//gntT//rna//yeeO//exoX//fliA//hsdM//clpX//rlmL//fliK//yeiL//mepA//hipB//yiaU//gudD//ppsA//hyfF//fadK//mdtK//csgA//phnI//dgcZ//ruvA//ydcO//gsiA//yagJ//hinT//yagE//insA-2//nupG//ppsA//agaC//grxD//mdoG//mcbA//dgcJ//pdxK//arnB//hdeB//yeeY//menI//atpH//pdeH//nusA//def//ycbU//gpp//thiQ//sdhD//recX//yghG//crp//fixC//mltF//cydB//yehX//tdcG//ddlB//elaB//pbpG//gatD//cobU//ydiO//agaV//dapA//livG//fhuD//dsbA//nuoI//nuoF//thiL//exoX//dgcE//phr//ibsC//chaA//insE-1//patA//yqeG//metK//murG//umpH//bioF//mraY//frmA//gudP//sodB//hflD//puuD//bdm//yiaM//btuF//bluR//ydcI//hlyE//seqA//sgcB//pgaD//yfdS//iaaA//rutR//rlmD//recN//pepQ//nadC//rimL//yehY//ydaN//rpnB//dam//gcvA//dinI//yafS//acpP//macB//wecA//cvpA//glpG//cobS//gmk//ychH//ruvB//ldtE//uacT//rdgB//yjbH//ispH//ybhS//appY//csgE//nanA//pflB//ycjR//uxuA//rsmD//ydhQ//yedF//opgH//fepD//pdxK//clcA//tolQ//tehB//cutC//htrE//zntA//ibsE//xanQ//eutK//bioD2//bisC//gltB//prpB//ygeX//frmR//sdhE//agaR//proC//ycfH//sgrT//mhpD//dapD//
GO_0006140_6	fsr//ogt//
GO_0006144_6	rseC//adhP//ygdG//pdeD//umpH//dnaX//folP//ybhI//malX//yohD//
GO_0006145_7	narZ//ybcC//tusC//rfaQ//
GO_0006146_8	ymgC//csgG//
GO_0006148_9	ndk//
GO_0006149_9	lsrB//
GO_0006150_9	yieE//
GO_0006152_7	diaA//pabA//ychO//aroA//uidR//deoB//
GO_0006154_6	priA//
GO_0006161_9	malX//
GO_0006163_6	lysA//yceK//waaH//ribB//yjeI//caiF//lrhA//bcp//rutA//argA//argT//cueR//panC//cspA//btuR//recB//rusA//tauD//kbaZ//csgD//rplK//elaB//mscM//nadB//umpH//arnD//waaU//adk//nth//gsiB//waaG//atpD//pntB//secF//nrdI//hisI//nei//argO//agaR//yghW//ivbL//pmbA//rna//sufS//pstA//pcnB//hscB//alkA//uvrB//lpxT//bcsA//yadK//ftsP//recA//
GO_0006164_7	purL//fkpB//cpsG//degS//dinB//rplK//rtcB//metF//mppA//rdgC//htpG//ghxP//purR//cusS//ygjH//recN//cyoB//hemH//cirA//fliD//cnu//yhdJ//yigL//tusC//degQ//ydeM//cspA//mdtC//xylA//yfdG//hofN//rimJ//blc//fimA//tyrA//bioC//yphD//casA//emrD//fabB//
GO_0006165_7	asd//poxB//ybaL//atpA//ftsW//trpE//nupG//abpB//ulaR//clsB//uxuA//rplR//glnS//bglB//hofN//rnt//intA//murP//sgrR//
GO_0006166_6	arcB//roxA//
GO_0006167_6	ccmH//
GO_0006168_7	glcF//feoA//
GO_0006171_9	hslU//
GO_0006172_9	setC//
GO_0006177_9	fdoH//era//tus//
GO_0006178_7	leuB//
GO_0006183_9	hha//
GO_0006188_9	aroL//yibT//yjhB//thyA//
GO_0006189_10	fadK//nudC//
GO_0006195_7	afuC//pflB//
GO_0006203_8	dgcT//glnE//
GO_0006206_6	yadV//folX//cpxA//glpD//srmB//dicC//yqaA//ydeI//rnhA//fhuD//sfsB//hofQ//solA//hicB//wecE//pdeR//plsB//gntP//murG//cheW//hemC//paaJ//menD//ansB//cydD//yqiH//
GO_0006207_8	mukB//ydhK//aaeR//frdD//purR//
GO_0006208_7	rimJ//moaC//potG//nepI//lptD//metC//yjhC//dppC//ycbU//ykgA//glpC//ibpA//ychH//
GO_0006209_6	frdB//
GO_0006210_8	cydC//
GO_0006212_6	hemC//acnB//yraK//mobA//agaS//ygiS//napA//patA//hisF//lldP//thrB//
GO_0006213_6	yjcS//lhr//lptA//gutQ//aspC//phnH//arnB//serS//setB//sbcD//cusS//rssB//malX//argA//dnaN//ibsC//
GO_0006216_9	mfd//
GO_0006217_9	nikR//
GO_0006218_9	dmsB//
GO_0006220_6	tyrB//hprS//kdpB//rpmF//wzyE//oppC//rpoD//yqjI//trxC//insA-1//tolC//aceK//garK//dhaL//priB//kdsB//cca//yjbH//ftsK//ribB//
GO_0006221_7	proX//nuoI//minE//xapR//cpxR//yhfK//glnD//cusB//livJ//dpiB//nadK//der//dtpC//
GO_0006222_9	ycgR//
GO_0006225_9	dcd//
GO_0006226_9	agaS//ycbU//
GO_0006227_9	tdcG//
GO_0006231_9	flhD//
GO_0006233_9	ilvA//
GO_0006235_9	astC//
GO_0006241_9	lptB//
GO_0006244_7	clcA//xylG//lacZ//kdpC//ybiX//rzoD//metH//
GO_0006259_5	yphC//dhaR//mnaT//cof//ygiV//dut//secE//puuC//gnd//fliG//rsuA//fre//atpE//dcuD//flgH//pdxA//menH//parC//fryC//eutR//lptD//fis//erpA//yqiH//tdcF//chaA//waaZ//ghxP//cysH//glnQ//yddG//ppsA//mreC//yieK//gspE//ynjA//tusA//yidC//kefC//nlpD//mdtI//dtpC//thiM//nusG//lacI//murI//cysG//tcyN//rplA//chbG//tsgA//ycgB//iaaA//ompT//ccmD//fliK//agaA//maa//purU//ygbM//mtlR//rluF//potG//mscM//rbbA//ygcO//gudD//uidA//citC//hybF//bglB//umuC//rplR//cmtB//symE//ubiI//nagE//ccmF//ybjX//wecA//acpT//yqgF//rcsF//fdoI//pppA//cysW//abgT//acrF//intZ//lldD//rseP//ribC//rdgC//yfcQ//ispU//rplW//pinE//dsbC//idi//astC//clpB//curA//ldrB//yedF//yabI//nagK//ybiY//ykgO//pyrB//tadA//solA//atoC//eutN//yebK//wecA//rnlA//nuoG//rffT//glpT//fimB//bioD1//pdhR//rcsC//rdgC//yfcA//rsmD//iraD//nadE//ghrB//ilvC//yhcN//rffG//ilvB//ydfG//ulaF//fimG//rhtB//sbp//glpG//tabA//yajR//gntK//aaeB//yqeF//hisF//eamA//preT//rtcB//
GO_0006260_6	trmJ//priB//gspF//lptG//rep//ruvA//eco//ttdA//argA//cspB//yibA//rluC//waaF//ulaD//queC//fdoI//ytfP//icd//ymgF//gadB//exoX//
GO_0006261_7	ompF//ybfA//gldA//yeiE//mdfA//fimB//nrdF//fau//ldtB//cpsG//adiY//puuD//
GO_0006265_6	dtpD//elaD//yaaY//tcyP//csdA//
GO_0006266_6	rcnB//cdh//cra//
GO_0006267_5	tilS//
GO_0006268_9	ygcW//ompC//amiD//
GO_0006269_6	frwC//
GO_0006270_6	ygiS//uspB//cpdA//endA//bdm//frdA//
GO_0006271_7	yhcD//malS//yraH//
GO_0006274_6	hsrA//
GO_0006275_7	pspC//secE//yeeJ//narY//rhlE//thiD//allR//acpH//ypjD//
GO_0006276_3	sgcC//narY//rpsN//grpE//cobB//yccA//malK//aaeB//
GO_0006281_6	ssuA//priB//aspC//acs//gcvP//yadV//dapA//glrR//murR//menI//yiaA//iscA//hipB//slyA//wzzB//ftsB//nagZ//ascB//gppA//cysN//ggt//yfiR//tdcR//ascG//cbpM//wcaB//fieF//pdxJ//queG//ulaR//fimA//mcbA//potE//paaG//rsmJ//ttdT//accC//csgF//cydD//ibsB//ygjH//narU//nuoG//maoP//yciF//csgA//hofM//yaiP//ybiA//yneE//phoU//fadD//rpsD//tusA//narJ//
GO_0006283_8	hrsA//
GO_0006284_7	bioF//hflX//valS//cueO//aphA//ompC//
GO_0006285_6	nrdR//bioD2//lldD//ygbM//clsC//
GO_0006288_8	scpB//prmC//
GO_0006289_7	lolD//hexR//
GO_0006298_7	entA//tolB//sbmC//hemC//setB//yccA//mdh//ygbI//gabP//greA//
GO_0006301_7	csgB//rpmH//evgA//rluB//
GO_0006302_7	dicB//ygbI//garD//cheA//gcvH//hlyE//yghG//astB//fdx//
GO_0006304_6	hcaC//rpiB//xerD//csgA//lysC//pepN//rpmC//pykA//ugpB//
GO_0006305_7	yjhP//bcr//ybhR//xanQ//
GO_0006306_5	ybiX//uidA//yddA//mcbA//
GO_0006307_8	galM//der//nikE//erfK//yidC//
GO_0006308_6	mrcA//yhaJ//pabA//waaH//ybjI//msbA//pinE//yidQ//ldtD//citX//astB//malS//
GO_0006310_6	yajL//pgpB//dcuC//gatY//sbmA//metQ//napD//rpoH//mlaD//uup//xylG//msrP//ycgR//dsbD//artI//yaaU//rsmH//nsrR//yfjV//hisG//bglA//ydjL//curA//pdeH//cfa//frdC//rfaQ//gudD//livG//paaD//nikD//prpR//ompR//rplL//yceO//nei//hcaR//ycfJ//dsdA//scpC//lgoR//talB//insI3//
GO_0006313_4	sodA//yahI//asd//lgoR//dnaX//waaH//yjfP//
GO_0006323_7	ggt//
GO_0006325_4	cysM//
GO_0006351_6	cusF//rnb//tpx//aspA//rsmG//hemN//kdgT//bcsQ//coaE//rlmD//ygiW//gatY//lgoD//yidD//rhtB//miaA//sapC//lit//rpsK//cyoE//pbpC//recJ//argA//csrA//tauD//ptsH//rdgC//dxr//slyD//glyA//ydcI//uxaC//miaB//tyrS//rpsM//ptsI//rplQ//treC//kbaZ//glsA//mdtM//ftp//cysK//ralR//cdh//leuA//insI4//nrfE//otsA//ydeI//prmB//polA//sucC//hyi//nanC//gpmM//add//sapB//aldA//yceD//deoC//yhjC//diaA//mak//epmC//entS//ydjK//clsC//ilvE//mhpA//exuT//csgB//livJ//acrF//kdgK//qorA//ynfE//rutG//lplT//phoQ//intZ//rfaB//rffM//cysU//yfjR//afuB//ybhI//yjcO//lpxH//rplY//spy//tgt//manY//yeiL//potE//uxaC//purR//glmM//gloB//rhsD//fryC//dppF//ulaC//leuS//fklB//gmhB//mhpA//rlmJ//ybcC//polB//ygcO//ygaH//yadI//rzoD//rnc//waaH//sdaA//chbF//frmB//
GO_0006352_7	trmB//yieH//glxK//rimP//
GO_0006353_7	yeiG//rplC//
GO_0006354_7	ymgA//sapC//murA//
GO_0006355_7	pepB//xanQ//ompC//rplD//rph//trpA//yphB//ychF//chbR//bdcR//cheZ//hybB//ybgI//nudB//dmlA//ycjY//yraN//pgrR//mdoD//yfgI//dppC//cbrC//mcbR//yehD//narV//ybbW//sdhA//agp//dtpC//sodA//cusC//lgoR//ycaN//nhaR//fliK//gshA//fimA//dinJ//bioA//hupB//ygfX//rnt//mnmC//waaU//elaB//eptA//nrdI//nac//ispA//narW//speB//ydaN//insI1//potF//ibsD//chbC//rlmE//scpB//yadN//gph//dcuS//puuA//envR//paaE//hmp//araC//uxaA//ilvM//nimT//etp//rffM//deoA//rlmC//entA//hokE//thiL//dinQ//cheZ//nudB//ribF//patD//mlc//tamB//leuO//yfbS//intQ//mog//speE//rsmG//argO//gltX//fhuD//abpA//rsmI//lsrB//asnS//ubiJ//rzoD//glpT//phnL//yjiX//ftsH//narI//coaD//ispU//sspA//cysA//tus//rutG//rsmJ//ydhC//ydfG//cheR//cmtA//cyaY//groL//frdB//ptrA//pflB//yjfF//trpL//yggP//trxA//hyfC//uvrA//fpr//pgm//bdcA//ibsC//dtpB//ltaE//yidD//avtA//nrdD//entD//sad//dgcZ//yieH//rho//lpxT//thiI//rnpA//nanR//grcA//cysW//fruK//ybhG//pgi//mioC//fadE//sbcD//yciE//ghrB//sgcA//intE//fdrA//mdtI//entD//sgcX//cho//rpmB//thrB//gor//dusB//dxr//sbcD//agaV//caiT//cysA//frdD//tnaB//ygiB//sbcD//accB//tomB//ydjK//nfo//yihI//ribB//phnH//yddM//znuA//psuG//hemG//ytfQ//yqhC//yfeD//nrfB//yciF//ydeT//ypdB//glvC//fhuB//yaaA//topB//dtpC//fucK//rpoH//lpoB//psd//alsC//rclR//grcA//pncB//trmB//ybhR//ansB//yggP//pgaA//mutL//ydaC//yeaK//dxs//murJ//gltX//ybiY//hsrA//atpC//aroA//nhaB//waaH//ccmF//insB-2//atpD//amyA//gntK//zapA//dgcF//ribF//lipB//tynA//sdaB//fabD//proS//murJ//tnaC//xerD//yadM//uspC//ompA//frvB//glgC//malX//yeaV//tcyP//lepA//chbR//rbfA//rihA//rbsD//hisM//priC//ispU//envY//nrfE//dpiB//pdxY//rlmI//yhdZ//xapR//yebZ//
GO_0006357_8	aroD//
GO_0006364_9	ldtD//alaS//rsmA//yceO//holD//dgoA//ghoS//emrY//gsiA//lpp//deoB//nrdI//bioC//ascF//araG//glrK//ycfH//ettA//ftsY//priC//metL//rraB//ygcW//gltI//rpsQ//insH-6//rcdA//flgG//nusG//ycbB//ccmA//ybhD//citX//mdtI//bepA//menD//apaH//cynS//ulaG//galM//secY//yciH//ycaN//
GO_0006378_8	rpiA//rseP//
GO_0006379_8	mreC//
GO_0006382_8	sfsB//
GO_0006396_7	agaC//gyrB//decR//araE//ybhA//yqiH//ispA//ygeW//fabA//ugpB//kdpB//uxuR//feaB//mutM//hyaA//yiaJ//eno//osmY//rplE//rsmC//yadN//lgoT//lpxL//hypF//ybjL//ydcR//hisM//hybD//mutY//metG//lon//yafO//yeeL//nemR//ada//murG//uvrC//dtpD//fkpA//ravA//cbtA//trpA//arfA//rpsS//rfbD//hupB//pflB//thrB//yccS//hsdM//sstT//glnA//rpoA//ygeX//nuoG//sdaA//cas3//rsmA//adeP//rutG//bhsA//ruvA//mipA//dgoK//pgi//pdeD//gpp//ynfL//minD//purC//ldhA//leuC//rpmG//yghU//hisA//yhdJ//malF//cpsB//tpiA//yigB//lspA//atoB//waaO//nanS//ilvI//minE//yfeO//pspF//cysN//tabA//umpH//yedF//nlpE//argP//alsC//msrA//ycfH//dmlA//shoB//opgB//pgpA//bdcA//
GO_0006397_8	pcm//creC//hyfC//
GO_0006399_8	allB//bipA//bglA//ppiD//rpsO//araG//nikA//hybA//holD//cpxP//secA//xylG//pepN//trmA//ltaE//yehA//sseA//hprR//ygcO//argP//ydeE//yccS//phnL//valS//wrbA//fepA//hisP//flgM//rhtA//der//ampE//uxuR//aaeR//yidL//trkA//phnO//cpsB//sucA//aroF//tcyN//frmB//hscB//barA//leuS//marR//dppD//rfbB//uup//yjjX//guaA//yojI//djlC//narG//ade//cysQ//ilvB//yphC//iraP//amiC//lrp//arcC//frlC//lolC//rbn//ybcJ//tmk//guaC//mrdA//ydeM//hybB//mukB//mlaD//rpsP//flgI//hypT//flgE//copA//cusB//ydhK//nanR//uvrA//mzrA//
GO_0006400_7	ftsB//arnT//cycA//mgrB//argC//ilvA//pyrH//aroC//waaJ//ftsB//rpsL//potC//minE//panE//fbaA//hisM//basR//smpB//evgS//ompC//ydeI//narJ//rimI//pepN//yrbG//ygaV//acrZ//surE//tdcC//kdsA//pepT//nanA//hdhA//sgrT//deoB//proC//yqjA//lysU//potI//infC//mlc//yafQ//yegT//flgI//dkgA//fkpB//idnT//yjhB//rlmC//
GO_0006401_6	yieL//polA//queD//fdoH//yeeO//hokE//ykfI//chbC//wbbK//cysH//hofN//selB//fadA//ycjR//secB//trpE//ihfB//rbsB//idnK//dnaC//yaaA//sufB//
GO_0006402_7	umpH//mipA//waaF//yajO//cspG//yqaA//nudC//sseA//gadW//phnJ//sufB//
GO_0006412_6	grcA//adhE//yfeR//ykfM//solA//kdgK//potD//sanA//ymgA//tamA//rfaF//seqA//xerD//plaP//polA//artP//ulaE//tqsA//rluF//rpsD//ghoS//dnaA//pabA//rplB//fklB//metF//mhpR//gspE//yfaV//yjbF//arsR//patD//yqjH//decR//trmD//hslJ//ybiA//mrr//prkB//pldB//proQ//hycB//nanK//arnE//csiR//dgkA//glgX//sdiA//rhmR//tap//ibsA//
GO_0006413_4	nuoM//yedL//trpB//
GO_0006414_6	tas//pabC//pepT//rrrD//trpC//yfcP//mmuM//rtcB//folA//
GO_0006415_7	yajO//gmd//dinI//cspI//lgoD//gmk//msrQ//
GO_0006417_7	serB//ravA//cusA//pdeF//lptC//cynX//pmbA//modB//dinJ//kdpC//hscA//recX//rplL//yggP//ybeY//wzyE//cecR//gstB//guaB//yidH//yghW//prfA//elaB//xerC//recT//msrP//cheR//feaR//xylA//nei//lacI//fliG//nuoN//srlB//secB//lysO//blc//ruvB//nupG//
GO_0006418_7	yjjV//yccX//tadA//fdhD//phnK//rhaS//cusF//degP//xylE//yceD//ssuA//lgoR//cobS//coaD//yjeI//cecR//uvrA//chiP//arsB//yihQ//ubiJ//sdhB//tsf//yidC//waaO//
GO_0006419_8	ygcR//
GO_0006420_8	rpsB//
GO_0006421_8	yhaJ//
GO_0006422_8	glnE//
GO_0006423_8	puuC//
GO_0006424_8	mmuM//mazG//
GO_0006425_8	acrF//
GO_0006427_8	panB//
GO_0006428_8	torC//
GO_0006429_8	dsbD//
GO_0006430_8	tatC//mreC//
GO_0006431_8	ybiW//
GO_0006432_8	gltI//luxS//
GO_0006433_8	plaP//
GO_0006434_8	pal//
GO_0006435_8	cbeA//
GO_0006436_8	aceF//
GO_0006437_8	rffC//
GO_0006438_8	aroD//
GO_0006446_8	znuA//citT//rluD//narU//gudX//yggD//chaA//
GO_0006448_8	nlpA//xapR//yfcR//purF//fimB//
GO_0006450_4	codA//yhiM//cutA//pdeL//ykgM//gor//phnH//astB//rmuC//entE//
GO_0006451_7	hokE//
GO_0006457_3	fabB//ytfP//preA//pitB//murD//ybgP//yjcS//nanA//dhaK//mepS//ybhS//kdsA//acrE//rraA//tyrA//mdoD//yjbE//insF-1//ttdA//galE//ybiI//pspC//menB//ribF//ribA//uup//pgsA//ilvN//hypT//entB//sgcE//nadK//frsA//yiaL//dmlR//yqhD//ssuC//mtn//rutC//yfbV//
GO_0006458_4	ybeQ//hflD//dppC//hycH//sutR//sfsA//rplD//cas1//
GO_0006464_6	ulaA//rsmB//bluR//yfiC//rhaT//nepI//yfeW//rpsR//lnt//melR//ydbD//feoA//rlmA//gapA//insF-1//sdaA//rfe//rffC//frwB//mlaB//narP//yagG//ybiA//ttdA//fur//fadI//cyoD//infB//ycbX//ackA//yqjI//ydcT//blr//lgt//iscS//feaB//ygcR//pgpB//trmH//fliK//aroF//yggD//ybiT//sgbH//marA//nanK//rpsI//glpF//ispA//rpsH//ugd//fhuC//ydbK//rnr//dtd//yhbQ//lsrB//cynT//potH//mioC//bluF//ispA//fliK//tsaB//secF//yfcP//cvpA//ynbD//sucC//priB//folX//luxS//erpA//ppx//etp//yiaN//yjeH//rluB//pgi//yhdH//malS//fklB//hycH//folC//rsmF//nuoL//sgcE//alaA//frmR//udp//pabA//puuB//mdaB//rpoE//yeeJ//elbB//ygbM//eutR//yjhH//nadB//intZ//rrrD//yfeX//efp//cfa//gntU//mltB//napC//cusF//ptsG//radD//lptE//trkG//selB//tgt//fruK//gmd//oppA//mocA//actP//feoC//ribE//mntH//sodB//pntA//rcnA//rffG//msrQ//ruvB//thrC//panD//yjiQ//uspG//phoR//suhB//mprA//sdhB//ynbC//djlC//mhpC//yahD//ybiY//
GO_0006465_6	setC//recX//afuB//
GO_0006468_7	citG//cspD//ynhG//glnQ//uvrC//araD//ydcM//mreB//basS//ygfA//tmcA//mhpT//ybhA//groS//manZ//ybaL//holC//allR//fadJ//cyoB//ulaA//dppD//galT//allD//ygeX//yfcS//waaL//gyrA//rhtC//argE//rpmJ//yraN//idnK//yahO//cyoD//tatD//citE//yigB//hisC//yqjA//zwf//yjtD//dacB//oppC//pflC//ygiS//nrfD//yfdC//yagJ//pflB//hcaD//yhiM//agaC//
GO_0006470_7	ivbL//gyrB//yhdW//agaR//rpsI//focA//dcyD//yghO//kch//rpsM//osmF//chbC//flhE//yciE//yeeJ//paaF//
GO_0006473_8	rsmA//frlA//lysS//ydiK//bdcA//rapZ//rfbC//exbD//agaI//ybaE//sfmH//dnaB//
GO_0006474_6	nirB//yhjX//lspA//yeeA//dauA//
GO_0006475_9	trpGD//malY//
GO_0006476_8	ivbL//ybcL//ompT//
GO_0006479_5	nlpI//secA//yidD//hyaB//fdoH//plsC//sapD//csgD//
GO_0006480_6	ulaR//
GO_0006486_5	wecC//
GO_0006490_5	fabH//
GO_0006497_7	cmoB//
GO_0006508_5	nlpI//kdgK//mntP//lolB//yagU//fdrA//envY//cysB//ibpB//hscC//yaiP//tmk//cas1//lsrD//yfbU//ftsZ//phnG//hicB//erfK//greA//rnr//agaI//amiC//yiiD//flgB//dnaC//pagP//ynhF//hypT//yddL//holE//yjjX//ynfL//ldtB//mltA//rseP//rpsE//accB//ompA//ydjE//rnpA//rpsH//tsaD//clsA//etp//modA//cbeA//relE//yohC//csgE//hcaB//insI-1//ynbC//pepT//ptrA//
GO_0006515_7	ilvB//panF//lptE//comR//
GO_0006517_6	sdaB//mazG//queA//ynbD//
GO_0006518_5	serA//tag//greA//serC//ulaG//livJ//cspI//aroH//glnP//glgC//galK//arfA//dcd//recJ//opgE//gntT//rhsD//menA//preA//gltK//ychH//phr//lgoD//def//ygiW//cspD//yfcQ//mnmC//insH-5//murG//avtA//msrA//glxK//eamA//maeA//hcaD//folX//alsE//gltL//livK//casC//ssuB//nsrR//pspF//rluB//holE//dnaN//fdoI//dapA//narW//rhaB//xseB//yadI//ddlB//ebgA//lpxL//nrfB//tynA//yjcO//rsgA//gltP//insK//glnD//malK//asd//tdcC//ygcW//eno//elbB//nrdR//rsmC//grxD//pcm//nfuA//tsx//chpS//corA//
GO_0006520_4	cynS//rplM//nuoI//amiB//ptsP//rlmD//yoaA//thrA//minE//yedF//hyfF//moaE//rlmA//yhjD//rapZ//tolB//ybeQ//amyA//rnlB//araE//ydhC//nhaA//yhdJ//yegD//sgcB//recX//ybiV//ybiH//hxpA//cydB//zipA//mlaF//rnhA//rseB//scpC//hybE//yaaA//aroP//dacB//mdh//dgcJ//gsiA//mpaA//tynA//rlmF//truA//pdxA//opgE//rsuA//xisE//lplA//glpX//yeaK//sthA//arnE//ldtD//nikA//adeQ//mgrB//yedF//tpx//psuT//mrcA//mntP//cynS//rplS//uxuA//dtpA//metN//aroC//adiA//prlF//lepB//matP//yhgF//insK//zntR//nrdF//casB//ybaL//fcl//yhaC//ybiI//bssR//ppk//ydfD//gltB//cusR//trpD//tatE//dnaX//lolD//argF//tauC//mrcA//nusA//pspG//dinB//dinG//purB//allD//rcsD//hypA//pepT//yehP//mtlD//mepM//hyaC//cnu//ftsY//frvB//fepE//atoB//thiQ//nuoE//hisF//rplN//sseA//rlmI//dacA//selD//ybcQ//flhD//srlE//sucC//frlC//ygcO//truD//phnC//glsA1//cutA//trpE//acpH//chpB//ldrA//fliM//yqjA//entE//yeiE//nuoM//proW//tktA//rutE//mreC//ynbD//lpxK//bssS//ygjR//purD//tdcA//rssA//hisF//udp//yfiE//mutY//truD//metN//yqeA//ihfB//yjbH//gatC//rhaR//potA//ulaA//eno//rlmB//purD//ndk//rfaH//glmS//rimM//mrdB//argD//osmE//csgA//zapB//mrr//hrsA//rbn//hybE//ddlB//arsB//sufE//artP//aaeB//allR//ybhF//purA//cpsB//ftsW//cysW//tsf//agaS//zapD//glgX//mraY//rcnA//trpL//alsC//tynA//alsC//rimJ//
GO_0006521_6	lysP//ychO//yphB//
GO_0006522_7	kdpD//fhuF//frvA//dnaX//yeeO//ydeP//yjfF//
GO_0006523_8	kdgR//kdpD//nfo//hybD//
GO_0006524_8	yeeY//casD//phnI//
GO_0006525_7	creC//ycjR//wbbK//napB//nadB//malX//rraA//cyoE//rfaE//yjcE//zraS//yhfS//bglA//glpT//pntB//btuF//rplA//focA//gadW//waaA//mnmA//
GO_0006526_8	cysP//frlB//pepA//yijO//entC//nlpE//pdeL//panE//ccmH//nepI//glpT//trkG//holB//
GO_0006527_8	proP//glxR//pflC//frsA//slyD//ybiO//cusF//flhE//rclB//
GO_0006528_6	ykgM//yjiM//kdpA//hypC//
GO_0006529_7	nikD//tdcE//
GO_0006530_7	trkH//hslO//
GO_0006531_7	arsB//codB//yciH//ghrB//araC//csiD//hslV//nrdE//
GO_0006532_8	fadD//spy//
