#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	pgpB//atoC//mntP//yieK//
GO_0006139_4	lolE//mtfA//yjtD//nudG//glcF//queA//flgB//lptE//cecR//fhuF//ynfL//purR//shiA//nirC//sdhA//rplE//moaE//pcm//ibpA//ydcI//menB//yadG//xylE//bioA//glcD//adeP//hisQ//dcuA//pyrL//gcd//hflX//trkH//pbpG//mrcB//mdtI//astC//rluE//glgS//thiL//nth//murE//pnp//srkA//yedA//rzpR//modC//ugpE//rpmA//pagP//bdcR//fetA//fiu//insB-4//narK//trkH//nuoE//fabI//opgE//creB//yafQ//rpsN//proV//gmhB//clpB//kefB//cusF//gatD//kduI//lsrR//csgD//ilvA//ldcC//pepD//ydjJ//ybcQ//relE//artQ//yhcF//crcB//rcnA//leuE//kbp//yjbF//csgB//umpG//cadB//pheT//sfmF//queA//rpsE//hofN//rclA//ybdR//yhaV//gltL//yaiV//cysB//ydcP//kch//tehA//pdxY//ihfB//lolE//dadA//yeaD//nikC//pck//mdtD//yieH//katG//sspA//kdgK//zupT//ubiI//fimC//aspS//rplP//yihI//mnmG//osmF//sugE//fmt//xylE//arnD//metH//nuoH//lldP//yeaV//ybhA//proP//rsmD//chiP//ldrA//yieL//matP//infB//dkgA//kbaZ//dppF//psd//ybdN//ligA//xerC//gatZ//hns//mglA//cdaR//tcyJ//amyA//exbB//hemL//gspI//rlmC//ygcO//hyaD//nirC//ndh//tamA//yhbY//mglC//fliL//ompT//mcrA//iap//maa//dcuC//zinT//trmJ//tbpA//ushA//umpH//sspA//livK//ftsL//flgI//yqiG//rpnB//deoR//glxK//arnA//entH//pepB//recE//tsf//arnF//torZ//chaC//pgi//arnE//napB//yfaE//csrD//rssA//modB//thrB//tcyN//cobT//parC//mhpA//allS//ccmA//holD//dsbG//hcp//nagE//trpS//paaA//rsmF//cbrA//ybhS//rpmF//gpr//ebgR//matP//proB//cadC//rtcR//flhC//astC//murF//yebK//glmS//nemA//crfC//glcD//decR//pyrF//diaA//yijO//aroE//cheZ//yqaB//hisG//glpG//asr//proW//xanQ//treC//hpf//menC//brnQ//hdeB//fimG//htpG//cnu//allD//yqaB//ldtE//dcyD//eptA//dgcF//agaS//rdgC//uvrC//ulaG//rfaB//minD//yphF//baeR//fucI//modB//nudB//elfG//cbrC//cyoE//yjiR//pflB//mlaE//sfmF//puuR//ldcC//ibaG//frdB//grxD//lgoT//adhE//norR//pabA//trpA//acrZ//prlC//ycjU//pdeL//ydjH//cyaY//treB//sdhB//rseB//ppsA//osmY//nrfG//yjhB//intE//tabA//livJ//ydcP//bcsQ//lptF//ybjI//tdcC//recF//emrB//hisB//pdxY//sohB//yrbG//rutD//guaD//pphB//pheP//caiE//torS//cysU//dcuS//frsA//ygaH//lysO//paaC//ygbM//csdA//appY//agaR//yhbY//gatD//nfi//livG//entH//cusF//mreC//yjhI//pagP//ybjL//edd//rcnA//ydbD//prpR//narW//ychH//lexA//uvrD//flgD//hpf//dut//tisB//mnmE//araB//rutA//yacG//uvrB//ftsP//lysO//ulaG//hicA//ygbN//yphC//hisF//moaE//nagC//yebK//kdsB//ymdB//dtd//ampH//dtpD//mioC//afuB//ibaG//csgG//glrK//thrA//insH-6//fetA//rep//tdcA//yfcP//rarD//relB//cpsB//hupA//murQ//secE//yihV//bioC//mltD//cpdA//fetA//yjbE//xanQ//flgG//ccmD//yraN//rhaA//dnaJ//insE-1//cmk//tar//gltB//oppD//yeaG//opgD//zapD//ybfA//yggF//waaZ//yjbE//fliD//xapR//rhaM//nagD//purC//rhtB//cobS//gntK//lpoB//rsmA//flhA//talB//ada//trpS//queC//tdcF//hypA//narQ//yiaM//srmB//ispA//yjcE//yqaE//uxuB//ccmH//mipA//ndh//ptsN//mdtG//mliC//ibpB//yrdA//ldtE//mltG//yqcC//ygfX//pntB//yidH//aqpZ//allC//fimD//rlmB//frc//prpC//envZ//yehW//infC//acrF//nrdE//erpA//tadA//purN//fliG//galM//yacG//ymdB//glk//msbA//dmsC//purD//mliC//rmf//mraY//frvA//smpB//higA//exoX//adhP//ubiC//malX//hda//mipA//nhaB//ccmE//ugd//ybbW//lsrC//paaC//cynX//yhaM//nrfD//yeaK//metI//abpB//basR//accA//waaH//guaB//gstB//fic//rpsG//nrfA//yjjG//gmd//queG//ybcL//yidP//dcp//opgB//sspA//tolB//rarA//lepA//curA//hxpA//waaG//glnL//flgG//copA//clsC//yheT//cspD//acpH//ompG//hfq//lapA//yggT//yciG//manY//hchA//yebZ//dppC//ompN//dgoT//rhaA//emrY//gsiA//yjeH//ssb//yjjI//yghG//tyrS//gcvT//cysK//bdm//rnpA//yegD//yieE//dut//insI3//alsK//agaI//hisS//pntB//rplE//yiiD//iscS//yjcO//gnd//yahK//xapA//ycjU//csgG//elaA//uxaB//cpsG//waaH//tauD//rlmA//dnaQ//pyrE//yhaO//ompF//mutY//macA//galS//ydhQ//cysW//pheA//mglA//rpoH//cysS//mdtO//copA//tsaC//acrE//phoB//ygeX//yehB//yfbR//tyrA//der//accA//hslU//cobU//dmlA//iap//hdeB//ftsW//yjbG//cspI//xylE//folE//purC//pinE//iraP//rplF//ccmH//yoeB//narQ//era//allS//ompN//paaH//yifB//acrB//gmhB//yghB//
GO_0006140_6	xanQ//fhuD//
GO_0006144_6	kdsB//ivbL//clsB//pdeR//entD//ydiO//mutH//fimH//folX//aaeA//
GO_0006145_7	ortT//bglH//sxy//hybB//
GO_0006146_8	phoA//gabD//
GO_0006148_9	yobF//
GO_0006149_9	ybbN//
GO_0006150_9	ygcO//
GO_0006152_7	thiG//queF//ybcQ//potC//ybaQ//hyfF//
GO_0006154_6	yeeJ//
GO_0006161_9	sdaA//
GO_0006163_6	galM//amiD//ccmA//lldR//iaaA//higA//bdm//mrcB//sgcB//torY//tomB//araB//folA//thyA//appB//yibT//cysN//gcvT//rzpR//recG//mnmE//panC//glcA//katE//yjjW//ibaG//csgB//gshA//ygeR//alaS//rrrQ//trpS//pinQ//asmA//cyoD//entC//trmD//lsrG//malQ//rzoR//rarD//fepE//aroF//erpA//glpT//pphB//yaaA//glpA//malF//leuS//nrdF//ccmC//zraR//nrdR//
GO_0006164_7	gabD//mglB//allB//mdh//pstA//glmU//ycjR//norV//rffC//fdnI//nagB//yigL//lysO//livJ//ydeT//yjiQ//ybbW//cof//coaD//lptF//rhoL//fruK//potD//rcsF//lapA//marA//bamC//orn//yiaN//ftsN//yeeA//yahD//hrpA//treB//tsaD//modB//yahN//mnmE//pepT//bcsA//
GO_0006165_7	xseA//trpGD//hcaT//yggE//mukB//glpD//yegV//hdeA//bsmA//gltP//ompL//yeeJ//gadB//fliG//acnA//tehB//kdpA//cusR//lysO//
GO_0006166_6	mraY//fabD//
GO_0006167_6	cysG//
GO_0006168_7	dgoD//rplQ//
GO_0006171_9	macA//
GO_0006172_9	sgbU//
GO_0006177_9	bioF//nrfB//yhgF//
GO_0006178_7	uxaB//
GO_0006183_9	focA//
GO_0006188_9	lapA//nfo//zraR//hcaB//
GO_0006189_10	oxc//cbrC//
GO_0006195_7	glxR//hscB//
GO_0006203_8	waaG//yibT//
GO_0006206_6	ybiH//cbl//basR//ybdO//frlC//yciT//hypB//endA//insK//cysA//fabZ//yggX//hscA//pabB//ytfE//yraR//kdgK//hslR//cysD//pyrE//glpK//garL//yhdH//pmbA//umuD//trpC//
GO_0006207_8	ybjL//insA-1//trpL//citC//frc//
GO_0006208_7	rffC//pth//dnaK//rnlB//osmE//yrfG//dsbD//kbaY//glcC//fur//hcaF//hdeA//zur//
GO_0006209_6	nuoM//
GO_0006210_8	yojI//
GO_0006212_6	ypdA//nikR//ulaD//mdtC//mtgA//maeA//galK//tolQ//rpmF//amyA//hyaD//
GO_0006213_6	insB-2//osmY//ilvC//glgP//yehW//hprS//cmoB//metR//yciE//entF//yidQ//glgC//yeeA//nadD//hyfF//msrA//
GO_0006216_9	yfbV//
GO_0006217_9	hybA//
GO_0006218_9	aes//
GO_0006220_6	mglC//mntS//pgpC//hemD//kdpA//hypA//fadI//tdcE//pgrR//hisC//cysH//ugd//dgcN//tatB//srkA//rimK//cobT//nanK//cspI//ldcC//
GO_0006221_7	rpoH//tamA//ybiS//leuE//trkH//kduI//yqhC//tdcA//pheP//priA//mliC//msrP//bioP//
GO_0006222_9	ridA//
GO_0006225_9	yeaV//
GO_0006226_9	cpdB//perR//
GO_0006227_9	trpE//
GO_0006231_9	ftsQ//
GO_0006233_9	yjhI//
GO_0006235_9	cmoA//
GO_0006241_9	ydfD//
GO_0006244_7	ydjJ//ynjA//ygfX//umpH//hslU//ybiH//aphA//
GO_0006259_5	rhaS//msbA//yehC//ampE//mscK//feoB//agaA//ulaD//cpsB//ymjB//trmH//emrE//ampH//hipB//uhpC//epd//hsdM//radA//glsA//bglF//mlaE//btuF//dnaT//edd//aroE//fdhF//gabT//ihfA//ybcL//nikC//yfgI//entE//rnc//fimF//pnp//ydaV//gapA//ghxP//kdsA//dinQ//mntP//lldD//tus//yaiV//torA//thiD//ydiF//maeA//fbaA//ydhQ//cbeA//cueO//yhhZ//gpp//tdcB//prs//fecA//arsC//yjcO//gntK//yfdC//ycbX//tyrS//yhcF//mug//pabB//cheW//yhjD//speB//nikB//adk//rseC//napB//hcaD//pck//prpB//yjjI//nemA//btuE//lysC//intZ//moaD//pepB//sgcA//gltB//mutT//guaD//tamA//cueR//queA//yjhG//frdA//galR//ygeR//mpaA//ydcR//rseP//chaA//yfaU//cas3//pdeD//ddpA//ydcI//sdhB//paoC//yceD//thiQ//ribF//kdpD//dcp//fieF//gcvP//plsX//gpmM//ubiJ//yhjV//abpA//nuoG//hisP//flhC//ilvN//dmlR//ulaC//yjjI//rhaM//acrR//torI//umpG//ybiJ//yjiX//parE//nimR//pykA//secA//glcD//mrr//abgA//yceK//fumC//hxpA//yceO//pflC//dgcN//mdtD//proQ//mrcA//yaaU//hyaB//
GO_0006260_6	pspD//dps//ruvA//cysZ//norR//lepA//tauB//phnC//arnD//hemE//uacT//nrdG//yddG//rpnD//dicB//lpxC//nirD//cheA//yggX//yjhH//ynhG//
GO_0006261_7	rpiB//yqeG//ybaE//yidH//bamC//ygfA//yjbF//yeiE//ampD//tap//hemH//rpsI//
GO_0006265_6	dtpD//leuA//rfaC//hicA//smrA//
GO_0006266_6	nudB//recE//rpmC//
GO_0006267_5	gpp//
GO_0006268_9	ygbN//ybgP//ruvC//
GO_0006269_6	fdhD//
GO_0006270_6	panD//entB//lsrR//rplQ//yijO//ppsR//
GO_0006271_7	yaiW//malP//tcyN//
GO_0006274_6	ydcI//
GO_0006275_7	gspJ//rspB//livH//rffM//pdxB//nlpA//aceF//gadW//ydbK//
GO_0006276_3	endA//acrZ//kduD//ycjU//potD//gltS//nirB//insH-5//
GO_0006281_6	fliM//zur//nanE//mzrA//xseB//mnmC//cbtA//icd//yacG//hokB//malP//ftsW//uspG//ndk//fepC//iscX//yadN//fecB//hns//prlC//sfmF//gutM//entS//ubiX//glpD//hdeB//dnaE//yidP//sfmF//rsmE//alr//cheY//yfeX//bioH//queD//thyA//ybiH//recQ//kefG//yjiM//malQ//ybgI//glcA//nagC//yafQ//hslO//hybB//cpxA//cysU//ratA//hycH//ybdR//yheT//sad//wecC//
GO_0006283_8	rlmA//
GO_0006284_7	yobF//fadL//ldhA//tusD//dnaK//ydfK//
GO_0006285_6	arnB//ampE//cas2//sgrR//glxR//
GO_0006288_8	ynbD//uhpC//
GO_0006289_7	yebG//emrK//
GO_0006298_7	puuP//abpB//flgB//pepN//recN//dadA//livM//ilvM//cspA//speC//
GO_0006301_7	lptD//mhpR//ftsH//hyfF//
GO_0006302_7	nagC//napD//proB//yejB//intQ//gldA//ubiG//yadG//yhjG//
GO_0006304_6	uhpB//hypA//yfcV//kdgR//yagG//glmS//dxs//rplN//dnaC//
GO_0006305_7	insI1//fliD//yqgF//yoeB//
GO_0006306_5	cysS//mntR//rssA//abgA//
GO_0006307_8	yidH//ydeM//moaC//mglC//map//
GO_0006308_6	csiD//minE//ygiS//mazF//ybcC//pspC//ddpA//mazF//arcA//rpoE//ymgC//torR//
GO_0006310_6	zinT//fimE//nlpI//hofP//pgaC//rplF//mdlB//rsmG//waaC//agaA//pntB//frdA//cobB//puuA//patD//ybcF//artQ//ydeI//eptC//bipA//acrD//ygiW//selB//dbpA//cpdB//cnu//sstT//ydeI//dkgB//yhbO//pncB//arfA//sufE//thiI//etp//ynfF//sufE//glnA//lsrC//topA//clsA//trmI//ybiO//
GO_0006313_4	hupB//smpB//glcF//ybaQ//menE//cysQ//rplQ//
GO_0006323_7	flgM//
GO_0006325_4	sfsB//
GO_0006351_6	leuO//rhtB//fdoI//fiu//dctR//gadB//yciT//waaZ//lolB//cpxR//nadA//rplI//rplT//yifB//yegD//envC//viaA//gcd//gntU//sutR//fucO//hsdM//ybiW//yhjX//mdfA//ibsD//xerD//dmlA//cysI//hemL//yafE//nrdB//prc//malI//rhtC//fliS//fabD//hisQ//yhjD//insA-2//lsrC//hokE//gpt//ybcQ//hycB//ycbB//ssuC//argD//lgoT//kdsC//glrR//yjiA//yedA//yihV//ymfK//dppA//yjgX//yjiY//ydeE//umuD//yahK//yciT//clcA//lptA//yihQ//ycbV//lpxM//dnaE//rnd//rrrQ//cydC//fryA//codB//pldB//opgC//phnH//gntR//nrfG//dnaT//potA//yedP//rplS//tolC//ssuA//rluB//dgkA//birA//pspC//leuS//mdfA//gcl//rlmA//csdE//yqgB//ytfT//yciG//oppB//frdC//sufC//yieL//cmoM//fimG//yjjB//pdhR//ydcP//ybhS//frdC//potA//lptB//ybiJ//dinD//recN//lldR//thiL//hrpA//chpB//feoB//nadB//sfsA//
GO_0006352_7	yidK//ompF//yfdG//dgoR//
GO_0006353_7	qorA//bssS//
GO_0006354_7	cysB//ybdZ//hisG//
GO_0006355_7	dapD//yfcA//ybdM//lyxK//rffH//ychH//ydfK//nupC//yafC//cbrA//lptD//mepM//yhcD//motA//tdcD//sucB//ydiK//bioP//flgE//panC//artQ//dicB//grxD//mepS//gadW//hisA//agaS//yjeI//ftnB//ynbD//trmI//ghoS//rzpR//mdlA//trmJ//ydhC//yfeW//mioC//ompL//kdpE//yneE//nagE//lipB//aceK//hypB//dsbB//ltaE//yebC//rpsS//greA//xthA//mhpC//hsrA//ydiZ//valS//yhcN//rluC//rlpA//epmC//yhaC//ghoS//ade//fixA//adiA//oxyR//rlmN//pyrD//mlaF//prmB//citC//ydcR//galE//nrfF//fixA//ygjK//sspA//aceF//emrD//ygfZ//fdx//mdfA//ilvL//yfcP//yeeY//argT//ubiH//carA//mioC//ghoT//putA//ada//menA//ynaI//pflB//sapC//gltS//yjiA//tdcD//oppC//hypD//tap//yegT//srlD//yeiG//idnD//fabI//hpt//yjeH//rsfS//dgcQ//napB//hxpB//ompC//iscS//frlA//garD//arsB//rplT//wzc//surA//sbp//hemB//yafO//selB//tdcF//pstC//osmE//zapD//matP//ybcC//aceF//fumC//mscL//uvrC//paaG//yhcH//ligA//ruvA//tdcB//hemL//fadR//ftsX//fdhF//frdA//dsbB//zapA//mtr//pitB//dsbD//insI3//araE//ygeX//yjtD//bacA//yccS//gltK//aroB//yhgF//yraH//dtd//hflX//plsB//sfmC//rpoA//yjjX//gadE//prfB//aceF//yeeA//yghW//yaaJ//sspB//pyrL//mak//wecA//argC//fbaA//uxuB//mscS//appB//hemD//kdgR//caiD//nagK//fadA//ygeR//yggF//rplI//udk//rnlA//prpR//tusE//soxR//gpmM//yidE//hns//argE//prfB//betA//pdhR//mglC//eptC//exoX//yphC//hycH//ulaB//yihQ//ilvN//dicB//sad//torR//atpH//entD//stpA//ybcQ//yagI//tomB//cheZ//glvB//agaS//fetB//pspC//frsA//menD//dtpC//rluC//ydfG//dicB//glcD//sapC//pal//hmp//ybiX//trpR//argA//ybhD//sdhA//rluB//rpsQ//tdcR//cobB//sdhE//marR//ansA//hdeD//fhuC//insI-1//trxC//ftsW//pntA//garD//osmC//glxK//cysI//hypD//eno//kbaY//ycdX//sgbH//cusR//csrD//
GO_0006357_8	csgA//
GO_0006364_9	rrrD//phoA//paaD//feaR//gpmM//rpmC//dacD//envY//yjiQ//hofQ//ydiF//lexA//lptA//ybaO//torS//ugpE//paaK//ygeX//yahD//scpC//chbF//hicB//ygcW//yebQ//emrB//citT//narY//clpS//yjjI//sspB//pgaC//carB//fucP//cueO//surE//rlmJ//ydjJ//potD//bamB//yjiQ//frwD//metI//mltA//
GO_0006378_8	manA//pnuC//
GO_0006379_8	rplD//
GO_0006382_8	rhaD//
GO_0006396_7	rcsD//arfB//polA//ubiD//uvrY//fhlA//pdeK//mngA//cysI//fumC//yhbX//yihP//citG//qseB//ydfD//proX//rpsD//orn//proQ//yjjQ//hycH//intA//rihB//serS//hcaE//hdeD//htpX//frwD//yfaE//srlE//btuR//asd//betA//fliG//rhtB//hscA//ydaV//galP//minD//rfaH//araE//potH//mmuP//tdh//rluE//waaL//arnF//agaI//aes//mhpD//speE//napA//bcr//cmoA//cydA//ftsE//csgE//kdgR//abgT//narY//hypC//yciH//yjiM//cydB//lpxB//tdcE//aroB//moaD//lptD//flgC//csdA//sgcR//yojI//tusC//yobF//lapB//mltC//envZ//trpC//yidC//fhlA//pykF//sbp//hprR//trpL//pabC//accC//yfgI//cpoB//dusC//nikB//pyrL//ompT//dpiB//cobB//epmA//nupX//rffG//pabC//opgH//nirB//metK//
GO_0006397_8	lysU//dppB//cas3//
GO_0006399_8	ydcR//elyC//rpiR//degP//tcyL//bdcR//yfdO//yfbU//moaE//coaD//intE//ytfP//ravA//aceB//deoC//preA//ybhI//yehU//actP//rbsB//cdaR//dicB//rseC//mdtB//elfD//tatA//rpiB//serS//artP//pldB//tus//ygeV//hyaD//yaiV//ybiW//glcD//radD//ygjK//exuR//glgC//insA-1//nanC//tusA//sapB//pstB//bluF//pta//dauA//ppsR//rutC//iscX//uxuA//ymfK//ycbB//bipA//ruvB//melB//lsrR//ebgA//yaaY//abgB//gnd//dhaM//hslV//menB//gpp//ydbD//hypA//xylE//bdcA//aslB//yoaB//dmlA//ldtE//gcvT//proS//lysC//pgrR//fkpA//ptsH//yjcS//purA//
GO_0006400_7	lrhA//hscB//glvB//glnP//casD//bolA//agaB//sdaB//yeeO//yciA//rimM//csgA//ubiJ//casE//ebgR//ydbK//matP//yjiM//phoA//glsA2//trpS//gsiC//dgcN//mocA//cusB//thiG//nrfA//ytfT//gpt//yqeA//ybcM//priA//fimC//yieF//ghoS//marR//ompC//htrE//ompL//uvrD//fsr//folX//dcuC//hdeD//frdB//glrR//cas3//fabI//baeS//
GO_0006401_6	ydjE//tehA//degQ//appC//osmC//tbpA//hycI//ybaT//abpB//grxD//puuB//pdxJ//murP//mtfA//fhuF//dkgA//alsA//malP//ybjN//lolD//pepQ//ftsP//
GO_0006402_7	kdsA//acpS//mltC//yihL//csgF//bcsQ//yghW//rfaC//rpoH//ydcP//rnr//
GO_0006412_6	feoC//dicB//hemC//arnB//fumA//ccmD//diaA//lpxC//glyS//pgaA//dsdX//eutD//yahF//yjcO//pgaA//rpsH//yagI//yddL//yeeY//kch//mdtL//arnT//ppc//macA//casC//astC//narJ//cspI//potB//cheY//rpoD//yijE//ycbX//bolA//sxy//mreB//tamA//gloA//yehB//rpsN//phoU//tilS//insI-2//ygcR//purT//upp//prmA//aceF//livG//hfq//hcaD//
GO_0006413_4	fucP//ybjI//uvrY//
GO_0006414_6	zapB//ygiS//tadA//fepG//xylB//zntA//asd//bglJ//ydiQ//
GO_0006415_7	fimC//kdgT//ftsP//spy//hscB//gstA//yafN//
GO_0006417_7	aroC//cmtB//fcl//dinQ//recD//fixC//lhr//yhdZ//znuC//metL//adiC//ssuE//nlpA//pdxK//mdtF//yphB//cmoM//ycjW//casD//ubiJ//ybhI//yjhH//yidZ//yiiM//osmC//nuoI//malQ//alsK//emrD//iraM//glxR//yfcU//rplC//kduI//glvC//dgoR//xapR//alsA//sdhE//
GO_0006418_7	rhsD//yraN//secG//chaC//cca//mdtK//hipB//rtcR//rnc//hdhA//nagA//ybaE//yaaY//cra//appB//borD//mioC//ddlA//ushA//flgB//ybjN//xylR//rsmI//ycjD//gabP//
GO_0006419_8	brnQ//
GO_0006420_8	dut//
GO_0006421_8	uidA//
GO_0006422_8	ycgV//
GO_0006423_8	xylB//
GO_0006424_8	fucP//amiA//
GO_0006425_8	sdhE//
GO_0006427_8	focA//
GO_0006428_8	pnp//
GO_0006429_8	gatD//
GO_0006430_8	aroG//chbB//
GO_0006431_8	glpC//
GO_0006432_8	hemD//dgcJ//
GO_0006433_8	yeeY//
GO_0006434_8	gpt//
GO_0006435_8	pflB//
GO_0006436_8	amiD//
GO_0006437_8	mcrB//
GO_0006438_8	yciA//
GO_0006446_8	yddG//yfjR//paaZ//glpA//secM//sbcD//yneE//
GO_0006448_8	ycjQ//nagE//lysC//emrK//bfr//
GO_0006450_4	tyrA//eutR//ynfF//nikD//narQ//yeaD//gatA//glgS//slmA//rcnA//
GO_0006451_7	fruB//
GO_0006457_3	yqjA//sucC//orn//nadD//frvB//alsK//lgt//rbsA//lptF//yehW//mobA//nhaR//kdpA//gsiA//smpB//lsrB//entA//basS//potH//torY//pitA//gadB//edd//asd//rhmR//wcaB//tadA//rne//flhC//feaB//dgcQ//cusR//comR//slyD//ampE//yneJ//fabG//cfa//yiiE//raiA//
GO_0006458_4	sdhA//dkgA//ppsA//amiD//waaH//purL//nikA//csrD//
GO_0006464_6	yjhC//ibsC//argA//ampG//xapR//envY//flgG//flgJ//mdtL//fixA//yiaB//otsA//sgcC//ymgC//speD//yobA//feaB//torI//rep//dinG//manX//manZ//fryA//yeeJ//tktB//araH//puuD//csdE//wzc//yjfP//tcyL//gsiD//feoB//asr//opgH//moaD//amtB//dtpA//oppB//mdtL//elbB//hyfA//srlD//rnb//ttdA//idi//ybeQ//glcC//qseB//lplA//hybD//uhpT//cobU//queF//ompA//rpoE//fes//gltK//dusB//secY//sdiA//eutA//dtpC//cydA//cusF//yefM//lsrB//leuD//msrA//rmuC//paaX//rpmF//fliA//yebZ//rhtB//ulaG//tatE//hcaC//acrZ//ycjQ//fixC//tusE//aroH//setB//bglF//paoC//ihfB//tas//dmlA//ttdR//topAI//rsmH//fucI//ibsA//tolC//rimL//ariR//intS//yfiE//ynhG//ycfH//grxD//afuC//yoaA//mraZ//ytfT//ddpA//yfeD//caiD//mcrA//ydiP//mprA//lsrK//xylB//rpnA//pdeL//cas2//yhcH//hscB//fepB//fimA//barA//yahB//kgtP//yadI//udp//nudB//sfmC//kbp//ispG//holD//fepE//rcnB//tatA//malI//cbtA//rrrQ//nrdG//yobF//hemE//rtcR//degQ//
GO_0006465_6	glnD//ygbM//fmt//
GO_0006468_7	rihB//pta//argB//betB//yqjH//ygiV//scpB//pgl//aphA//hemA//glnE//lysC//hypF//manY//chbA//ydeE//ugpB//pspG//cpdB//torY//sapC//yihL//caiD//yceD//truB//proV//sapC//waaP//bepA//rfe//atoB//ppiC//argC//tcyP//ybhG//rnt//pgi//amtB//ispH//clpB//sdaC//tgt//fes//bioF//pth//fhuB//elaD//nimR//hicB//arsC//yaaU//dinD//recN//
GO_0006470_7	ygfI//nikE//dgt//yjcS//ymjB//dcd//sanA//nikB//rpsJ//ldhA//kdgR//metG//sufC//yhbY//ldtE//yrdA//
GO_0006473_8	fbp//glsA1//modB//yjbE//uof//elaD//flhA//hinT//yehP//rcsA//cynS//yqgB//
GO_0006474_6	tolQ//rhaT//proX//yfdG//ulaF//
GO_0006475_9	ygeV//dnaX//
GO_0006476_8	bglF//ydiK//yjgX//
GO_0006479_5	argA//hsdR//hybC//tdcB//pfkA//patA//mrcA//yfhH//
GO_0006480_6	hslV//
GO_0006486_5	amiB//
GO_0006490_5	rseB//
GO_0006497_7	cueO//
GO_0006508_5	zntA//ygeA//recO//fepB//mlaD//ycjW//mntP//betB//recA//fruA//yccA//hemF//bhsA//casA//hemG//htpX//dld//ydaC//sgcX//waaU//folD//rutG//yjjX//cdgI//yihI//yjjG//ybaK//cobC//eno//mlaC//mppA//mog//eco//cpxP//wzyE//nupX//zapB//prpC//acrD//nirC//narL//yjjW//otsA//pyrH//yfaL//galK//rrrD//dsbD//rplL//rutF//uhpT//puuP//pta//dsbB//recE//
GO_0006515_7	yjiA//rpoS//ydiQ//clsA//
GO_0006517_6	ssuE//hemG//malZ//dsbC//
GO_0006518_5	proV//mdtO//rlmE//dxs//ada//ompG//acrD//ompR//ycgB//norV//waaA//truA//deoD//yecS//ppx//bioB//hemC//tehA//yqeF//rfaQ//dppD//topA//dadA//yidL//rsmB//mocA//malX//ybdM//yidE//ygcW//tcyN//fimC//ptsI//trmL//leuB//dicA//rfaC//phnK//citG//rpsS//vsr//cvrA//flgC//bioB//ykgA//nusG//cheR//hybB//hmp//lsrA//ycaN//yfbR//rclA//secD//sfsB//ade//pinE//aslB//araG//ybbW//ttcA//dnaK//yqgF//ybhR//idnK//argP//tdcB//dcuC//intS//ybbN//yagE//rssB//chpB//bioA//cysP//gfcE//thrS//
GO_0006520_4	infC//epmC//serC//cyoA//trmA//fiu//chbG//yqcC//appC//yhjA//hcaR//sfmA//yhaO//recD//yfdK//yjhG//eutR//cadA//yeeA//rclB//tolB//mdaB//evgS//yfcU//sgbE//fliS//alr//rpsB//bamB//eutD//mntP//yciT//rpsM//decR//mnmG//norV//lnt//dnaT//waaU//ybcF//menB//norV//fadB//wzc//murF//yfaE//ycjR//secG//trkA//yaaJ//galF//rbsK//slyD//ptsG//yfgO//ynbB//rsmC//yhcH//yajQ//glsB//yjeH//rlmE//ompL//yidA//insI4//adiC//mtnN//ybhD//yihX//waaS//intA//flhD//ilvB//gmk//ompR//mscS//hypF//envR//yehA//rluB//ygaH//nimR//dapD//betB//adeD//cysI//deoA//yadK//dsdA//yhhT//ydiV//ubiB//yneJ//hycB//waaB//dnaJ//flhA//mtr//aroP//yihW//rppH//arnD//yiaT//rraA//ftsY//rlmH//abpB//alaS//hldE//dgcQ//cydB//yfdC//btuC//tcyL//recN//uhpC//opgE//yfiF//nimT//yaiW//hpf//prfB//yebZ//cobU//ccmD//mdtI//ampG//galE//ppsA//rpsE//ravA//mhpR//yjiY//cbeA//cpxA//betT//pabC//sgrT//eamB//hlyE//yqiJ//queD//rutB//ilvC//glsA2//tdk//moaA//ftnB//pabA//yegT//lpxM//ttdA//yraJ//dgcN//moeA//yhcN//puuE//manY//mazG//kbaZ//rsmH//tmk//yfbR//idnK//fhuC//truD//rsmB//mngR//fkpA//prmA//chpS//rpsM//ydfK//cas2//bcsQ//rpsT//yraR//acrD//dcm//yiiE//exuT//ygcW//roxA//bamD//cysM//avtA//preT//smpB//rsuA//htrE//nrdD//chbC//tolQ//menC//ybjL//ygeR//wecB//rraA//ftsY//nrfA//cra//ybiH//
GO_0006521_6	creC//yphB//miaA//
GO_0006522_7	mlaB//cutC//ndk//yihW//yagG//lplT//waaG//
GO_0006523_8	menI//bioD1//uvrD//lysP//
GO_0006524_8	yaaU//hupB//rpsM//
GO_0006525_7	pstA//cvrA//tsr//dcuD//yciH//lhr//paaA//flgC//phnG//yfeX//yedF//yfiE//rplE//lon//nikB//pdeH//mscM//xapR//mdlB//btuC//dhaR//
GO_0006526_8	sbcB//dpiA//deoD//prfC//dcp//mepM//norW//gltX//fabA//hscB//cysE//ppsR//phnP//
GO_0006527_8	fecC//ynfH//mtfA//ybaQ//pspG//yihO//ybhD//rne//lpcA//
GO_0006528_6	rsmC//gyrB//gpmM//ushA//
GO_0006529_7	bamE//hybA//
GO_0006530_7	mdtJ//atpH//
