#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	moaA//glgC//uhpC//rmuC//
GO_0006139_4	gltP//cnu//tig//uxuA//lgoT//crr//paaD//mlaE//yidK//idi//rna//phoU//mmuP//pntA//fadL//glnH//mraY//ybbN//menA//fixC//ugpE//hchA//ugpE//paaC//mngB//pgrR//yafQ//ybfA//argP//rcsD//ybjN//rna//tufB//rppH//holE//kdsA//dadA//dosP//ansA//malI//dsdX//ybjL//queD//ptsP//galU//rlmD//pal//dcyD//mcrB//galS//gppA//dgoA//mutM//moaB//lpxM//zraR//pphB//tsgA//proB//aer//btuR//ycgB//hcaB//rayT//glsA2//flgH//yidP//lptA//nrdH//fhuD//ydeM//yghG//rodZ//ubiD//opgB//ftsQ//dacA//nikE//cobB//znuC//yadV//setC//ribD//ppiD//ghoS//hyi//recN//bioD1//mngA//chbC//ymfA//gatA//fbp//accA//dhaL//nepI//gpr//nuoH//ydcR//bcp//hchA//ribF//cusA//recJ//ymgA//nemA//rbsR//feoB//actP//dppD//rseP//hfq//nrdH//sapA//cynX//ldcA//agaB//recT//ldrB//fetB//umuC//yhfK//bssS//ynaI//rrrD//agaC//mipA//nrdA//cyoE//nadD//hofP//rffM//fecB//lacI//ptsH//speB//rpoS//uidA//dnaQ//ubiF//ycfJ//mog//glnH//nikE//xerD//hxpB//rbsK//ompW//ydiV//frwD//rho//proX//metK//frmR//zapE//fhuD//ycjW//yaaA//glgA//dtd//flgG//rcsA//mdtN//mlaD//rpsH//rlmB//nuoL//parC//rlmM//insI-2//hisM//csrA//yhaV//argG//rimJ//atpG//dinI//garP//ribC//mliC//nlpI//zapC//fnr//dhaK//eutB//cheW//dtd//essD//dpiA//fryA//lapA//atoC//hisF//tdcD//rmuC//trpS//yibA//bssR//aroG//cmoA//mltD//pbpG//cutC//nrfF//csgB//cobT//gatY//yjjW//nusG//lysS//thrC//ykgA//treA//gsiD//lexA//ymfA//aer//rseB//hicB//btuC//prpR//ubiD//efp//osmY//flgF//trmL//yhjC//pflB//alsC//recG//queD//ftnB//rplX//bioB//orn//ydcR//patZ//perR//mcrA//treF//rcdA//fruK//yiaU//oppF//pgl//xisR//rhaM//ralR//polA//ulaG//fecC//clcB//cspB//bcr//rseC//insK//btuB//yphC//entD//sbmA//dapD//menE//yfcQ//msrA//sgcB//hyaB//fadR//dicB//treF//ygjK//creC//bssS//mrp//dhaK//yeaE//astC//lptB//roxA//cydA//torD//flhD//ompL//ilvI//cspI//hycA//dcuA//galE//fnr//gltD//hemL//crl//intZ//era//puuD//modC//rcsF//yeaE//srlD//tar//phnO//rplE//paoC//trmD//hipA//pcm//garL//cspA//acrZ//gltX//glnP//citC//tdk//psuT//dedD//acrD//yiaJ//yeaD//gltD//narJ//ybhF//rpsG//rimP//crcB//narU//mraY//yoeE//treR//hcaR//mrdA//rimP//hdhA//csrD//rutA//panB//waaZ//torZ//dsbD//astC//ydfH//eutK//mnaT//yadI//argO//yjbG//atpH//mnmC//bcp//cydD//sbp//ydeM//ybjD//scpB//opgB//ydiB//argS//livF//psuT//argT//ybeY//dpiB//frvB//dhaR//priA//ralR//yfdS//murR//rffC//ftsZ//puuC//fliD//moaB//menE//cbeA//nrfA//guaD//queF//ybiH//paaC//mngB//yegD//hyaB//fucI//wza//fabI//atpF//gntK//recE//hisG//yihV//ymjB//acnA//ascG//flgI//yieF//dinG//sppA//yihS//rpsH//alaA//rplP//clsA//kdsD//rhtC//glmM//fadH//ddpX//mdoD//lsrK//rspB//yhcH//gntP//ygbI//ybaQ//cas2//pspF//ascB//grcA//yiiD//hcaC//sapB//sgcA//dgcM//valS//menE//hda//menI//cdd//mdlA//hofM//yahB//malF//ppsA//mrcB//nth//narH//citE//ftsY//kdpD//topB//hupA//hflC//entC//lpoB//flgH//treR//glpC//sgcE//gyrB//metQ//betB//yqaB//yicJ//dcp//frmR//glmM//tufA//hcaD//sdaB//ybeY//ilvE//tus//hycI//hldE//queG//ivy//rzoR//rpiA//rbbA//pinE//cmk//yggT//cspI//pykF//fepG//mqsA//dpiA//puuB//ilvI//gnsB//yphD//yraN//nupG//yajO//rsmF//ravA//rpsH//artJ//ilvI//yiaJ//prlF//ycbU//abgT//mnmG//ubiE//yhjG//cecR//iaaA//rsmA//srlD//deoD//trpC//sufD//gltS//ppiA//rpoH//waaO//chiP//cof//tdcG//gsiD//nuoM//elfD//oppB//yehX//nadB//fixB//nlpI//rsmH//map//ygbM//cbpM//dacB//yijE//zntR//pflC//ydcP//yajR//yeiL//hisB//mrcA//fepA//crfC//mrcB//insE-1//yggE//atpH//truD//ygiW//frmA//sgbU//fdrA//tdcD//nikA//xisE//waaB//insK//gutQ//gltI//ilvC//yedP//yjiM//speD//gatY//hemC//livK//rhsD//ggt//degS//dgkA//dapB//hexR//recN//hyaA//hcaT//otsA//gadC//wzb//fsr//iclR//alaC//pta//pphA//aroK//uvrB//parC//pgl//gutQ//priC//fruA//yajL//ybiA//manX//udp//rsuA//hyaC//narP//oppD//flgD//essD//ftsK//coaA//cadB//mtnN//yeaE//recR//glnL//prmA//rarA//rimK//waaZ//melR//chpB//rhtC//allD//gstA//arfA//rplS//ydiR//nikA//wza//ygeR//codB//trmI//
GO_0006140_6	gsiD//clsB//
GO_0006144_6	agaS//mglA//yccX//metC//ppx//plsX//ugpB//rclR//truC//ispF//
GO_0006145_7	yabI//rlmE//hisP//bfr//
GO_0006146_8	ldrB//hldE//
GO_0006148_9	ybjG//
GO_0006149_9	alaC//
GO_0006150_9	aroP//
GO_0006152_7	malY//dcuB//nhaB//bepA//edd//hybO//
GO_0006154_6	ftsW//
GO_0006161_9	yhcF//
GO_0006163_6	xylG//oppC//murQ//qseC//rfbC//yhgH//hslJ//nagC//ycjQ//rplD//ldrB//ppsA//pdeK//glyS//yiaU//waaS//ydhK//prkB//mdaB//rcsF//glpB//mcrA//aaeR//ytfT//malX//tsr//adhE//rcnB//insI3//mukB//nikC//mgsA//bglB//prpR//abpA//dinQ//arnT//tap//hybA//pntB//lit//yejE//glcD//zraR//ilvM//mdtG//hisG//yebQ//glnB//yebS//dacC//hpf//paaG//uof//
GO_0006164_7	uspB//mlaF//ydcR//rfaB//etp//fimF//pcm//fkpB//lsrA//mliC//flgG//prpD//pgpA//arcA//hipB//sucC//yihI//psuT//fixA//pyrF//metH//hcaR//mug//wzyE//nikR//gadB//argT//yjjX//malX//ribF//hupB//gor//agaW//tyrA//ychH//eutR//ugpC//uxaB//alkB//argB//
GO_0006165_7	rplC//paaZ//nagE//fimA//flgK//rhaD//grpE//sxy//abgT//hipA//ftsX//ddpA//tomB//pdxH//ytfT//slt//leuO//rimK//frdC//
GO_0006166_6	cysC//ychH//
GO_0006167_6	sufB//
GO_0006168_7	glrR//trmI//
GO_0006171_9	mrcA//
GO_0006172_9	livM//
GO_0006177_9	tatC//codB//yqgB//
GO_0006178_7	ubiE//
GO_0006183_9	yehC//
GO_0006188_9	hypF//ygaZ//yebK//plsX//
GO_0006189_10	ascG//yfbR//
GO_0006195_7	entA//asd//
GO_0006203_8	yqcC//wrbA//
GO_0006206_6	yoaB//intS//mliC//gltD//holD//pgpC//mukB//dnaA//tusC//frdA//fliM//ydiQ//ttdA//rplE//mlaC//rfaG//ldtD//nsrR//arnT//baeR//xapR//elyC//galF//rpe//folC//dppF//
GO_0006207_8	yegD//degP//amiB//queA//exuR//
GO_0006208_7	rfbD//kdpC//aspS//yobF//blr//nac//slyD//rpsK//coaA//fumC//mnmA//accA//wbbK//
GO_0006209_6	fucI//
GO_0006210_8	yehC//
GO_0006212_6	yadM//hcaD//mngR//paaD//cyoB//ruvA//mhpT//yjiX//ydbD//asnS//yieE//
GO_0006213_6	acrD//tolB//tufA//arnB//yneL//mepM//lolB//tldD//fdoG//yiaO//mntS//yraJ//tsr//cmoA//thiH//mobA//
GO_0006216_9	erpA//
GO_0006217_9	malI//
GO_0006218_9	eutN//
GO_0006220_6	smpB//allD//yfcA//cnu//mdlB//sdhE//glpB//mazF//acpH//nudG//fetA//folP//ybfA//cobB//glnA//phnL//sgbH//dld//edd//frvR//
GO_0006221_7	aceA//tpiA//nth//tsaD//higB//mdfA//yacG//yiiE//fhuC//ilvH//glsA1//ycaO//intZ//
GO_0006222_9	bfr//
GO_0006225_9	gadB//
GO_0006226_9	cobT//glnP//
GO_0006227_9	yqhD//
GO_0006231_9	thrL//
GO_0006233_9	ygiN//
GO_0006235_9	tusB//
GO_0006241_9	thiH//
GO_0006244_7	yaaJ//speE//ydaC//ybeQ//yadI//flhC//sapD//
GO_0006259_5	ymdB//dsdC//edd//pgsA//mraY//yfjV//yfdS//yjiY//rpsN//asnC//ibsD//trmJ//lptD//sgcB//tauB//ydeP//nrdF//casD//entE//ynbB//rihC//uspG//cfa//hofN//guaA//nikD//bioF//yjfF//tdcA//yfgO//uacT//treC//amtB//focB//atpE//sbmC//gpsA//ulaR//ydcM//aaeR//exoX//wrbA//intZ//rpiB//topAI//xylH//potF//chpB//lipA//acs//putP//ilvB//ispU//ycbV//ynfL//rspB//yedA//kbaY//xisE//nudB//chbB//paaE//phoA//uvrB//rne//ibsB//prfC//ygbL//rpsG//otsA//lpd//gyrB//bioD1//yeiE//yhdX//dgoD//rpoE//rhmR//greA//ydjE//cyaY//yejA//xapB//hybF//lldD//ydfH//cysI//tcyJ//kilR//kdsD//dmsC//adiC//napC//yceK//viaA//hscB//nagE//thrB//cynT//ebgR//tehA//zapB//shiA//moeB//rhlB//lacI//ydbD//argT//atpB//pck//narY//sdhA//mhpB//rfbX//phoE//matP//dinD//hda//ileS//gluQ//metG//rhaD//fdhD//ilvN//radA//waaB//gapC//pinQ//abpA//ydeT//yjiQ//yfaE//fliK//gadX//glcD//envZ//cysA//glcB//bioA//fliS//tatB//gph//gstA//eamA//tsr//metB//hofC//agaC//
GO_0006260_6	cysK//pykA//yagJ//moaB//mreB//tdcR//hrsA//ugpC//ymgA//nrfD//cydD//ydeI//yqjH//insA-2//sdhE//lsrK//amiD//sad//eutB//chbB//glxR//
GO_0006261_7	dgkA//moeA//nadD//relB//fabZ//yagI//betA//fepD//rbfA//yiaF//pphA//nikR//
GO_0006265_6	treR//cpsG//yhaM//arsR//citX//
GO_0006266_6	tar//kdpC//zwf//
GO_0006267_5	yfdG//
GO_0006268_9	guaD//fruB//dps//
GO_0006269_6	cheY//
GO_0006270_6	tehA//hflX//ygaZ//trmJ//rffH//mntH//
GO_0006271_7	ykgO//flgF//zapD//
GO_0006274_6	flhA//
GO_0006275_7	pgpA//agaI//acs//znuC//ykfI//ydcP//nfuA//tdcB//yghU//
GO_0006276_3	yfcQ//mhpC//yraK//cfa//pstB//adeP//yhfS//rimK//
GO_0006281_6	yjcS//mrp//menI//araC//gntU//yegD//moaC//malP//cmtA//gsiB//arfA//manA//arnB//csgB//opgE//tusD//rfaE//gshA//dnaE//nagZ//glrK//menF//dkgB//fetA//fabR//nusG//mpaA//argB//yidR//yadC//rluE//comR//ilvD//nudB//amyA//yciT//sad//gatA//mukB//mltB//malE//glmU//purC//ltaE//dcuB//sgcX//pstA//dinG//crcB//mmuP//frdC//mtlA//fepC//ybjN//nimT//
GO_0006283_8	satP//
GO_0006284_7	ybhJ//tehA//nagE//prpD//ushA//lon//
GO_0006285_6	relB//rnb//fre//pspC//rsfS//
GO_0006288_8	gcd//lpd//
GO_0006289_7	ybhD//glcC//
GO_0006298_7	hyfF//rapA//yagE//yfcP//erfK//secG//mtn//acrD//purR//wza//
GO_0006301_7	hslU//ftsW//yneJ//yraK//
GO_0006302_7	helD//nrdB//araC//iscS//yccA//dicB//cynT//citG//fimI//
GO_0006304_6	leuD//moaD//malF//iscX//grxD//macA//cydD//ybdO//adeD//
GO_0006305_7	alsB//bioF//rfaE//amyA//
GO_0006306_5	manY//ycbB//ugpC//yfcQ//
GO_0006307_8	tusC//gor//ttcA//nrfE//gnd//
GO_0006308_6	sthA//yceD//ynfK//mdtQ//sgcX//cyoA//malZ//zapC//coaA//ybeQ//glsA2//mqsA//
GO_0006310_6	lolD//pagP//ssuC//rspB//selU//yifB//fnr//ssuE//moaA//ppiD//infB//msrP//yabI//fdhF//purR//yajR//serB//hybG//rzoR//rluA//hemB//slyA//thrS//yhhT//yeaV//htpG//ppiA//rcsA//pgaC//ftsK//hyaC//ompT//mtfA//uspG//yfcV//napF//amiB//marA//gyrB//setA//ptsH//argC//norW//
GO_0006313_4	fimI//fadE//thiQ//dkgB//lolE//rhmD//speD//
GO_0006323_7	trpL//
GO_0006325_4	acrF//
GO_0006351_6	thiG//rfaH//rihC//znuB//tktA//nirB//rfaB//panC//secG//yggP//yjhB//hsrA//ftsB//yghO//hprS//pheA//ygeA//fadL//ycgR//agaD//thiP//oxc//dfp//tolR//umuC//mdaB//ivbL//yhdW//ycgB//sdhD//trpGD//yqaA//rpsA//crcB//kdpF//ygaZ//kilR//hisG//comR//fimB//rbsD//glcE//epmB//kdgT//focA//ruvA//torR//lolA//cyoC//adiA//yebC//yafS//dapF//ilvD//yehA//tyrS//metN//dacA//maeA//ydhC//nanA//polB//fcl//lrp//glpF//cspA//ydiB//mtnN//yfhM//endA//yigB//emrD//zwf//hcaF//glmS//fliS//phoB//pspD//melB//betT//rodZ//mog//cyaY//fdoH//waaH//fbp//skp//zipA//pdxY//ybaQ//ygjR//hybA//yphF//katG//hflX//araF//mrdB//atoB//recF//eutN//rpmJ//yedX//hdfR//pheM//perR//yjbF//rbsR//hprS//alkA//ybcM//rplS//yagU//glxK//cheB//phr//yjjB//miaA//fpr//msrC//
GO_0006352_7	nanC//elaB//ttdT//paaC//
GO_0006353_7	ybhR//asmA//
GO_0006354_7	ttcA//gpmA//rhaT//
GO_0006355_7	lgt//arcA//hisF//yciE//thiC//ldtE//livG//yhbX//pyrC//tauC//recD//ribE//rpsT//yagI//intF//tsx//crp//nmpC//pdxK//talB//mqsR//cydB//pspF//ptsN//dgcJ//prpC//cysE//manZ//ortT//flgI//sufE//glpK//mlaD//sulA//waaF//nuoL//glpR//bioB//potD//atpG//rplY//ydhQ//moeB//fadK//yhiM//mscM//ygcW//secB//yieL//uxaB//asd//hisQ//rpnD//hybA//yjhC//pgaB//cysG//ycjW//rlmM//fruB//hyaB//uvrC//galS//sfmA//idnD//arcC//fliT//yphC//pspF//ghxQ//rpsE//rhaA//ybfE//uxaB//dsbG//mrr//rffM//argK//ygcO//yceO//nadK//ybaO//sfmH//dacC//malK//mnmG//alaE//macA//znuA//waaC//rpmC//cstA//idi//tdcE//rplT//cnu//torS//glpG//mcrB//yciE//hybF//ibsB//dppD//sufE//alpA//ygiN//glnE//yahO//maeA//queA//nrfF//rutC//rimI//dsbB//xylE//feoB//yadN//phnH//lolD//yhhT//purT//aspS//yhjR//trkH//hinT//mhpA//fabA//mdtL//cbpM//mrcB//dnaN//mcbR//polA//frdD//perR//yraJ//ymjB//rfaB//yjcS//xthA//wzyE//kbp//hybG//hchA//flhD//lolE//mdtO//ghrB//dppD//narV//avtA//shiA//dgcZ//lgoT//setC//fixC//modB//mazG//emrK//torA//hsdM//adhP//fixA//ymgF//yjfP//hisG//holC//nuoM//tauC//speG//exuR//bcsA//lolC//queA//speG//recE//acrB//yedX//rffT//astC//lpxB//ccmG//yohC//gstB//narL//rseP//mepA//rlmM//hokE//acrZ//yggW//aroH//kdgK//zinT//ydjJ//araF//guaD//topAI//casE//agaA//fadD//mtlA//treF//dcuS//nanT//nrdH//xdhB//hprS//yfgI//bioF//xerD//yaiW//grpE//cusF//nudC//ybjG//ygiS//ccmD//hybO//ybiX//nupC//narK//xanQ//rplK//rpsT//yiaU//cytR//hslO//pstB//ygeA//torS//btuE//ychO//arnB//ccmG//ada//yfbS//yiaN//yhiM//rlpA//elbB//fhuB//dam//fecC//nimT//ynaI//ubiH//fecC//yhcF//bsmA//ebgR//yqaE//zur//mdoD//accB//ubiF//metK//thrC//yciK//argC//gltP//
GO_0006357_8	dicB//
GO_0006364_9	rhlB//cvpA//ygfA//rlmG//entS//greA//ompF//gapC//mazF//yfbU//ebgR//cstA//pepN//envR//yobA//yfhM//sfmA//dam//ibaG//gpr//sgcB//cpxP//melB//rutG//frlC//rhaD//secE//norW//hslJ//cyoA//rpnC//gluQ//groS//mdtA//cspI//sapC//gudX//sbmA//paaE//ileS//lpxT//panE//higA//
GO_0006378_8	ftsI//yfcR//
GO_0006379_8	wza//
GO_0006382_8	feoC//
GO_0006396_7	galR//focA//acs//yrbG//hflD//fadE//glgS//lgoT//pgpC//degP//mhpT//xisR//accD//hemG//higA//yfaL//mscL//rne//gltD//pnp//ftsL//fepE//secF//garP//pepB//iscR//yagU//yfaX//tdcG//lnt//yhcH//rcsD//recC//yqgB//ydiP//nhaR//rhaT//lptE//recB//ydiO//betT//xerC//hinT//argK//bioF//ykgA//rcdA//mtfA//rhaM//ynfE//cobT//htpX//rpnA//degS//zraR//rpnA//mazG//bioB//yehX//pflB//macA//glcA//cyaY//queC//ampE//msrP//mcbR//prpR//fabA//glsA2//tnaB//mtlR//rnlB//tusE//rlmD//rapZ//rhlB//gpmA//ompC//nikB//hycB//tolR//rnlB//cedA//galE//yehB//fabG//sucD//mhpT//aceA//ynhF//paoC//metC//pnuC//uvrB//recO//hcaT//rtcB//patZ//ygfX//ydhC//rbsB//
GO_0006397_8	fdnH//ycbB//mioC//
GO_0006399_8	yafS//tsr//gnd//tnaC//aroK//ung//cadA//dgoA//yihU//umuD//prmA//lolB//sgcX//mdtD//rhsD//murP//hflC//murG//aceA//yfhH//apaH//rlmI//hypB//citX//creB//umpG//basS//rapZ//ynbC//ybaO//chaC//cmoM//uxaB//pgsA//araA//mgsA//cof//fliS//elaA//ybaM//cysP//nrdD//tap//yieK//cysZ//narL//yjiQ//lon//chbR//fliS//hxpA//ydiR//agaW//eutN//ycbB//fepG//rcnA//deoD//ptrA//surA//mltD//galE//arsC//purC//eco//ytfQ//sapA//ortT//mutT//modA//dsbB//degQ//fepC//rcnR//rplB//thiH//xapR//recQ//ybjI//pfkA//ttdT//nanT//
GO_0006400_7	lptC//ascF//gatY//yehA//ibsB//ygjH//sfmA//eutN//ffh//prc//tyrB//kgtP//insK//dsbA//dmlA//ftsP//clpS//sulA//cysA//tusC//tyrR//ccmA//bacA//dicB//frdB//osmE//kduI//hybD//yfaE//greA//mltA//xanP//mreB//trpR//ruvA//ydaV//rcnR//narV//rffT//yhgF//ydjJ//ariR//hdeB//argP//cusR//tdcA//rarA//pdxY//mepM//
GO_0006401_6	aroG//mdtL//uvrB//ycbB//yjbB//cysN//ydhK//hisF//aidB//asmA//yfeX//rof//ligB//yijE//fsr//sdaC//rutD//cobS//intA//ymjB//elyC//yjbH//
GO_0006402_7	asnB//lysP//tyrR//yidE//nhaA//yoeB//kefG//ybiX//cynT//dnaX//manX//
GO_0006412_6	zntR//betI//rsmD//hisH//argI//ftsQ//gpmA//prfA//yfjR//trxA//tauA//yebQ//glsA//ybdM//mhpA//intE//artJ//sixA//sppA//ubiC//hscA//yhgF//fimA//entF//ftnA//fimE//comR//yhaM//ruvC//cstA//sufA//mepS//ybbN//waaS//nudB//ybfA//ypdA//cadA//flhC//yciV//cyoD//waaG//asd//yiaM//frmA//phoA//yejF//hcaR//cysM//dmsA//curA//
GO_0006413_4	csgD//wcaJ//ispG//
GO_0006414_6	tatA//sseA//rhmD//ytfT//dnaT//satP//sufA//phoE//ybdO//
GO_0006415_7	pdxH//purL//fadH//mscK//argO//rarA//afuC//
GO_0006417_7	degQ//pepT//hisG//yfaL//msrA//rhaT//pckA//ruvC//topB//ycgB//yadI//trpGD//yhjG//phnL//cysZ//mhpD//ariR//rbsK//menC//dsbD//insA-2//ppiC//insA-1//rhaR//guaD//yaaJ//thrB//lpcA//lolE//cueR//aroL//rlpA//ydiB//lsrK//glsA2//roxA//araD//mrdA//cmoM//
GO_0006418_7	pntA//yfaU//fixC//ybhS//murC//phoR//araB//secD//cobC//parE//acpP//mdtI//frlC//ligA//sbmC//soxS//yjbG//pykA//murC//brnQ//uhpB//torI//ydjK//rffM//ycjU//
GO_0006419_8	lpcA//
GO_0006420_8	mocA//
GO_0006421_8	rluB//
GO_0006422_8	ppk//
GO_0006423_8	copA//
GO_0006424_8	atoC//srmB//
GO_0006425_8	yfdC//
GO_0006427_8	tcyJ//
GO_0006428_8	hns//
GO_0006429_8	gpr//
GO_0006430_8	elaD//tufB//
GO_0006431_8	pckA//
GO_0006432_8	tufB//crfC//
GO_0006433_8	fdnH//
GO_0006434_8	garR//
GO_0006435_8	gloB//
GO_0006436_8	btuE//
GO_0006437_8	trxA//
GO_0006438_8	umpG//
GO_0006446_8	ykgA//tomB//aslB//ssuB//pflA//macA//htpX//
GO_0006448_8	topA//yhaM//ruvB//gspF//xerC//
GO_0006450_4	pntB//argS//ubiB//insB-4//hflX//rplJ//lapB//nuoG//hemE//bolA//
GO_0006451_7	lptA//
GO_0006457_3	lamB//yihX//leuB//xerC//clpX//chpS//cysZ//thiQ//betT//entC//ydcS//puuC//trxC//pgsA//hcaB//rihA//cspB//prc//lptA//sgrT//hprR//sbcD//ribB//fcl//ynfH//rsgA//dapF//yadC//nagE//malE//ymfA//ydfH//znuB//ugpA//intF//flgD//acpT//yceD//ppx//glpD//
GO_0006458_4	nirD//ftnA//gatY//hemC//narU//sbcB//uhpB//yqeG//
GO_0006464_6	ybiT//mreD//pfkA//phr//fliT//hpf//trpL//iraM//mtn//eamA//yfcG//ydhJ//purB//lsrA//cca//yaiV//ynfE//bioH//nupX//mdaB//cytR//ydjL//yqgB//fimZ//nuoL//dppC//yfcA//ybeY//fadL//paaA//aroB//prc//allR//sdaA//ybjC//yehY//cspD//glgA//gadW//ycfL//argP//fklB//hcaD//cysG//tolC//cusB//rplW//ygaH//yqeF//gcvT//rsmE//dkgB//oppD//yidE//yhbY//allC//gudP//fadL//recF//gspJ//rplB//erfK//nagA//ttcA//yejA//plsB//ygeR//pphB//ycaN//nirB//rihC//yeeY//mlaD//fucP//pgi//ybaL//rnhB//dnaK//pth//rhtB//ssuD//fes//nadE//hisB//btuD//yejA//yccX//uxuB//nrdH//recD//yaiV//tdcR//dppD//paaA//deoC//tufA//amyA//nimT//fadD//ybiI//frvA//codA//glcE//clcA//pcnB//rsmB//ybcM//fkpA//yjbF//insK//scpC//phnI//tsx//fhuC//yddG//dppD//erfK//glpX//ghoT//trmH//fcl//allD//hcaB//deoA//artM//yeaD//ybhP//speD//lpxM//yghW//speC//ubiG//mlaE//hflX//ubiD//rbsR//pheP//uxaB//apaH//appA//hslO//ybiV//
GO_0006465_6	sgcE//waaH//kdsA//
GO_0006468_7	pnp//mepH//rtcR//mhpD//nupX//wzzB//yggX//msbA//narK//tnaB//mhpT//nrdB//fliD//yoaA//lpxK//kefF//accA//sucD//flgI//htrE//glnD//nhaR//dgoT//fkpA//osmE//mnmE//rutC//rpnB//dedD//efp//dacD//pnuC//agaI//mdtL//rhmR//fklB//essD//ompG//fhuC//flgH//ubiF//yqcC//ptsN//yghW//ybiX//deoA//phoB//yfjV//yicJ//pspG//ygcO//dcuC//metG//
GO_0006470_7	yfgI//ulaF//hslU//yieK//fadD//rppH//yiaT//hemG//ytfQ//ibsC//sdaA//alr//rapA//frvR//rhtC//ycjU//
GO_0006473_8	recF//ackA//nrdE//cyoA//wcaB//rlmE//amtB//zwf//idnO//dicA//lolE//trmO//
GO_0006474_6	nadA//cynT//sspB//spoT//gsiB//
GO_0006475_9	mgtL//dedD//
GO_0006476_8	tcyJ//dppA//rayT//
GO_0006479_5	basR//rnlB//ndk//glgB//atpH//fimB//yejA//sgcX//
GO_0006480_6	hybE//
GO_0006486_5	casC//
GO_0006490_5	gpmA//
GO_0006497_7	clcA//
GO_0006508_5	znuB//ndk//aqpZ//feoA//yfcS//mdtN//yebC//nlpI//ybdH//lacI//ulaE//mdtB//pdxH//mraZ//ybiA//ghxP//yadN//kduI//yfcA//mdtA//fdx//prs//dadA//rplN//caiD//fadI//yebQ//selB//fdnG//slt//menD//cyoB//dtpB//kefG//ghoS//adeD//oppA//nrfB//cheW//mzrA//lpp//yheT//ligB//dadA//recA//rclC//dnaA//mepH//greB//rhsD//dtpC//ycjU//potF//ydgA//yjbG//
GO_0006515_7	setC//dgoR//waaJ//wza//
GO_0006517_6	rluC//appC//dtpB//lepA//
GO_0006518_5	citC//nagE//yfeW//flhA//phnH//aspA//ycaO//casA//glnS//pepQ//xerC//hcaF//argR//icd//pheS//accB//rluC//mutM//recT//dnaB//fdhF//hemF//yhbS//bolA//cmk//gfcE//rcsC//rzoD//sapB//uxuA//gppA//dtpC//yacG//preT//ybjN//rseP//manA//rnhA//edd//apt//aroK//rsmB//deoA//yqiJ//polB//ttdB//tolB//ydcT//argI//epmB//tcyJ//metE//thrC//yoeE//insF-1//cysH//ydeM//tsgA//yhfS//sufD//yciT//nanC//ybaQ//adhE//fadK//viaA//cof//tatA//yhdZ//cyoC//gfcE//gspJ//lgoR//mtlA//narQ//potF//insI-2//
GO_0006520_4	hdeD//mepH//hldE//ymfA//arcA//ycgB//fklB//rplT//tnaC//cynX//preA//tdcD//hupB//atoC//bdcR//nudF//ybjN//mdtJ//dacA//metL//rrrD//plsC//mocA//ydcP//yqiH//appC//csgF//puuB//iap//cmoA//gspE//metR//cutA//paaH//argH//yceK//pgpC//argF//ssb//yfaU//dsbC//yfaL//hycI//metG//rhmR//lsrK//thrC//fic//ybeQ//plsX//sucA//ggt//hofC//sgbH//dgcQ//wzzE//kdpC//pdxH//yjbB//gadE//waaZ//ytfR//uvrC//fimZ//srlR//gltX//mdaB//nrdD//eno//nudB//nlpE//qseB//lepB//yneL//sdaA//rfaC//bioH//caiF//asnB//menF//arcC//ackA//yaaY//tgt//cspD//ampE//ybiS//dnaQ//aer//ispB//yfeW//radD//hipB//ubiJ//ycfJ//livJ//amiB//livM//ybcC//dicA//pyrH//nadC//yceK//yidK//tusC//nirC//thrS//fepE//waaF//ftsY//ndh//ybiO//dld//zraS//nrdF//rcsF//essD//dtpD//hycH//xseB//flhC//fepA//ydcT//ibsC//rppH//hdhA//kefF//guaB//flgA//lptD//rnc//barA//narL//opgH//yadM//nsrR//ftsY//tus//frlA//ydhJ//ilvB//metH//yefM//caiE//mglC//yigB//gnd//mscS//coaD//pinQ//nudG//priB//rffG//matP//ybiV//rlmL//nikR//fabI//mppA//recD//dadA//cadC//mgtL//csgB//ssuC//dsbD//ygcW//cmk//hisF//cyaA//ruvB//yieH//gltD//mtfA//hycA//yfbR//mug//trmA//garR//wzc//phoQ//mog//xdhB//gloB//ygeR//pepA//dicC//fepB//ynbB//yfgO//narK//murI//clpS//yfdO//yqcG//yqjI//yfaX//tnaC//dgcE//pepT//rihB//ghrB//
GO_0006521_6	yjjV//yehW//msrP//
GO_0006522_7	glcB//copA//mreB//thiC//cusA//prpC//yraJ//
GO_0006523_8	pta//rsmG//gadE//afuB//
GO_0006524_8	yohC//tap//agp//
GO_0006525_7	glsA1//ldtC//yegT//murB//dacC//focB//murD//ihfB//dpiB//ddpA//cynS//ldtC//nikE//hybG//glcE//mcrA//frdA//yhhZ//ymfK//cyoD//leuE//
GO_0006526_8	malI//atoC//cpdA//qseC//rffH//tatC//prfB//nrdD//cpxA//asd//wzb//baeR//rpsE//
GO_0006527_8	gabD//rplL//araB//nuoH//rplK//zipA//tufB//livJ//pnuC//
GO_0006528_6	lldD//znuA//tsr//hslJ//
GO_0006529_7	pyrE//essD//
GO_0006530_7	srkA//hiuH//
GO_0006531_7	fecA//rpsO//fepE//mdtE//yafQ//cysP//napD//lolB//
GO_0006532_8	rfaD//bluF//
