#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mdtF//fkpA//hyaB//sufC//
GO_0006139_4	ycfS//yebS//mcrB//yraH//ybhJ//ykfI//ybhD//glcF//lptG//elaA//pstA//fepG//znuA//ackA//degS//degS//mdoD//flgD//rnpA//ccmH//emrD//fadR//fecB//mmuP//roxA//dnaB//pinQ//flhC//mepM//arnF//rpsP//nikC//tusD//nudC//emrD//ycbU//hokB//murE//trg//yfdK//glpT//yoeE//hypC//fur//mlaD//gmk//bcr//gudX//feaR//glpF//rplS//paaE//afuB//yohD//asnA//yihW//trmH//yjfP//basS//ssuB//cusR//iraM//hypA//yegD//rstB//yedA//bioD//rpoA//mdaB//betI//ychF//relE//mutT//aroH//cueO//proC//hybF//nrfE//ycbX//dmsB//lrhA//ptsG//yhaM//htpG//tdcA//yjjU//chpS//kbaY//ygfX//ilvB//bdcR//slyD//atpE//galP//macB//feoA//yajD//dgcT//yhjD//topAI//ugpB//panZ//moeB//efp//dbpA//yieK//napD//nepI//clsB//chbR//qseB//oxyR//cysS//yheT//dapD//cnu//hdeB//ycfH//leuS//cheW//tusE//mdtF//trmO//entS//paaJ//relA//etk//exbD//acpH//serC//basR//decR//diaA//pppA//rraB//perR//ubiE//mdlA//rpiB//cyaY//cheW//ymdB//dpiA//glcD//dcuD//fepB//hokB//rhaM//appC//nudC//zinT//ybiV//pabC//oppC//aaeA//ydeO//nadB//glxK//slt//amtB//prc//fliT//solA//aas//yedA//focA//bluF//kilR//pinE//trpS//nrfF//rho//nhaB//leuB//kdpC//glgS//clcA//tonB//yedL//kefC//tufA//amiB//ansB//adk//argC//cpsB//yaaY//aceF//ygbM//lpxT//rcnA//matP//chbB//acrB//mfd//eptA//atpH//uof//fcl//entF//ygfI//dbpA//nhaR//btuD//potC//yghU//artI//ynfK//cysD//hemN//dhaR//gltX//nsrR//dcd//mtlD//gdhA//pykF//hns//lacZ//torA//flgF//wzzB//argE//ldcA//proA//alkB//entD//norW//tcyN//pliG//nfo//yhjD//fabI//alkA//patZ//ydcM//brnQ//fliK//ybiA//ydjJ//hisQ//shiA//yhcH//nrfD//hisC//zitB//fmt//hyfF//hisQ//mdtI//crcB//lolE//hybD//yfdC//narH//rimL//yehP//manA//potH//pgm//trpC//npr//purN//tqsA//hycI//ccmF//ybiW//csgB//cysW//yghU//xapA//hrpA//tatE//crp//cbrA//hybB//rutB//trpR//dadA//mhpT//zapD//ydcZ//trg//leuO//paaD//rrrQ//hypC//envZ//ugpA//ompR//yehP//yiaA//envC//nrdE//narV//tusC//sdaA//exuR//puuP//araF//clpX//menB//accD//nrfB//glpC//idnO//slyA//glnP//rof//yidC//lysS//purN//pstA//xanP//feoA//galF//rpsE//trpR//mnmE//fepE//glcE//yjeH//bisC//mtr//ynfL//flgC//hisQ//opgE//pgaC//astC//fdnG//ppc//ygaV//mraY//yfjV//yjfF//yqgF//yfeX//barA//lpxP//hofN//obgE//ydeI//lepA//ydcI//mlaD//yagF//hdhA//topAI//yoeE//csdE//cvrA//blr//aceB//yraN//fepB//ppiC//mutM//sfmC//yidR//ybiW//yojI//gcl//dnaK//msbA//gmd//cedA//ghoT//dnaG//yjhB//obgE//rbsD//queE//hicB//nrdH//ihfA//nuoH//kdgK//bdm//caiF//hcaT//mltB//bioF//gadB//cecR//cueO//yeeO//rffH//tadA//ybiW//insI-1//mltC//iraD//basS//sgbU//ybiJ//cyoA//birA//cdh//rfaD//hycB//atpC//ydcP//wzzB//ybgP//fdnH//mdfA//cueO//holA//csdA//mlaE//serS//lspA//marA//ydjK//bglA//cobS//nirD//yhjR//ilvM//exbD//murF//htrE//mutT//mgsA//dcuA//ubiH//glxR//eutR//exoX//thiD//mgtA//helD//mdfA//mlaF//uspE//srlD//ompL//rsmH//tdk//dgcE//rutF//rpiB//trkH//ybjX//mhpT//yeiL//csgB//rimP//moeA//fucO//cspG//mreB//yphC//ompT//zraS//napD//bioC//focB//pntB//sufE//ykgF//priC//etk//puuR//cynT//yciE//hdeB//btuR//ribA//fadD//mtn//yigB//ygbN//bdcA//sufS//glgA//pck//gltI//cydC//iap//matP//secD//fecB//pal//rmuC//yebC//glpG//glpB//fimE//queG//rzoD//kbaZ//seqA//guaB//hypD//mreD//ttdR//ybhS//glgS//sppA//stpA//rfaC//caiT//sfmH//cobB//ribE//ubiF//hipA//mdtP//csgG//mazG//ilvB//sdhC//yoaA//rhaR//glcE//tauD//ulaG//pgpB//mltC//queE//msrA//ygaZ//cycA//acs//yciK//psuG//pdxH//pyrH//pcm//yjhP//tgt//cfa//crcB//ttcA//dnaX//uhpT//malS//yicJ//ampH//deoD//yidC//yqaE//rluE//yqiH//kefC//fucO//kilR//yfeW//ahr//yjjG//gstA//rdgB//serC//cysB//arnE//deoC//macB//lsrC//speA//yfaL//mltG//higA//gfcE//menC//nfuA//rbsB//rtcB//rpiA//yjhB//fumC//rffH//xisR//garL//torR//rluD//rihA//napB//hofM//rpmB//rpmC//dsbB//rihA//dusC//pepQ//eamB//yihL//ydhK//ycfH//yiaT//lplT//entD//opgC//yghW//emrD//yjjI//gcvP//ychH//fepC//mtgA//yejF//yedX//atoS//alaA//paaX//fruK//pheM//rsmD//cirA//nuoH//tcyP//paaA//
GO_0006140_6	hycH//treF//
GO_0006144_6	nhaB//sapA//idi//rsmG//rcdA//sapD//matP//tatE//fliK//epd//
GO_0006145_7	yfiC//pheP//mtlD//citE//
GO_0006146_8	ydiR//garR//
GO_0006148_9	betI//
GO_0006149_9	cpdB//
GO_0006150_9	eptA//
GO_0006152_7	yphF//rrrQ//tauA//wzb//xerD//elyC//
GO_0006154_6	chaC//
GO_0006161_9	ccmF//
GO_0006163_6	degS//hofQ//alr//miaA//sucC//queF//rpsE//glpX//uvrY//yccA//nrdA//ydaV//narK//dapA//yneE//recT//fryC//rplS//ftsZ//dpiA//fixA//holA//prfA//mhpA//yieE//mntP//menC//prmA//umuD//nagZ//rnr//yggP//ompA//paaD//yeeY//mnaT//ccmG//mltB//ygbI//uhpB//yfeW//mltD//xseA//recT//narZ//napA//obgE//cpdB//recD//mutM//frsA//yjhP//pyrB//yciV//
GO_0006164_7	gspE//nrdE//sfmH//sodB//tyrA//dxr//fumB//ftsY//galK//gfcE//frdA//der//glvB//tolA//mmuM//qseB//asr//leuO//nudB//uvrY//metN//hokB//talB//codA//ymgF//rplY//ybeF//araE//cas2//thiC//bdcA//cusR//rcsA//yebS//xapA//mscM//fimA//dgoK//hyfR//hofO//
GO_0006165_7	hdeA//bluF//adeD//ynfE//ldtE//wza//alsA//cynS//murP//yjhB//elbB//ybiA//rbsA//acrE//nrfB//glnK//menE//hycA//ybdZ//
GO_0006166_6	focB//manA//
GO_0006167_6	ygeX//
GO_0006168_7	yghB//adiA//
GO_0006171_9	baeR//
GO_0006172_9	elaA//
GO_0006177_9	asnC//argT//fepD//
GO_0006178_7	ydiB//
GO_0006183_9	yadM//
GO_0006188_9	nupC//eutN//ycjR//torI//
GO_0006189_10	argI//trg//
GO_0006195_7	exuR//lysS//
GO_0006203_8	focB//malZ//
GO_0006206_6	gntT//thiD//trmA//fliZ//bcsA//aspC//rseP//asnA//pflA//hslJ//tatC//fucP//insK//nrdA//nadB//pal//asnB//ycjR//bfr//hybF//raiA//rbbA//fabZ//fkpA//mhpD//yadK//
GO_0006207_8	smpB//lepB//abgT//metR//yegV//
GO_0006208_7	leuE//grpE//araB//yafE//rpiA//gshA//fhuD//yfaE//pspA//fliT//rcsF//cysN//yraI//
GO_0006209_6	paaC//
GO_0006210_8	arsR//
GO_0006212_6	mtlA//rhaM//potG//hemC//flgD//yqiI//torR//lepB//pykA//mltB//eutK//
GO_0006213_6	fucP//yieL//tsaD//eno//alsE//udp//ybcC//nlpA//gspJ//hdeB//mrp//araG//hemD//cusF//argP//hypA//
GO_0006216_9	glgP//
GO_0006217_9	dfp//
GO_0006218_9	yjiR//
GO_0006220_6	nanS//yjfP//ibpA//narH//kdsA//sbp//hemA//tehA//panZ//yidH//rutA//hslO//nudF//ybcJ//ydcZ//cobC//intA//baeR//alsE//yebK//
GO_0006221_7	moaC//fepB//psuT//dppD//emrE//trmL//yjjU//napB//waaC//recC//mazG//truA//yhjD//
GO_0006222_9	nupX//
GO_0006225_9	nupX//
GO_0006226_9	lysC//rpsH//
GO_0006227_9	arcC//
GO_0006231_9	mdtD//
GO_0006233_9	astC//
GO_0006235_9	galS//
GO_0006241_9	leuS//
GO_0006244_7	melA//opgH//recB//fabH//dadA//malX//nrfF//
GO_0006259_5	flhA//dsbG//tatD//ygjR//yrbG//yjhG//agaB//sufD//ftsK//fucP//mutT//gapC//eamB//rsgA//yfdG//creB//ycjD//carA//ybiH//lgt//cobS//fryC//prfB//ybbN//truD//clpS//lpd//ybhI//asnA//rpsM//cdd//pgaC//ybdH//ycjQ//degP//yfcA//yahB//proA//ykgA//mdtP//ybjD//phnJ//entH//hcaF//mioC//ybbW//ybcM//tusA//hisI//ompW//serB//glnA//sucD//lptF//ybgQ//atpA//cmoA//citE//nfi//gnsB//arsB//casB//hypT//flhD//tus//ansA//fumC//hflK//nadB//btuC//citT//pspG//mglA//menH//fliK//ssuA//hybB//mutY//yfbV//frlC//pabA//lptC//ybhS//csdE//agaB//mutY//ycaN//patD//pyrE//sgcA//lgoT//xthA//ydhK//feoC//tolQ//ydbK//nrfG//ygaV//mglB//mug//rpsL//rhtB//ibsA//sgcX//frmB//bamA//tdcR//fadK//ygiV//yfiR//crp//tnaB//lipB//macB//yiaJ//xanP//yfbV//pgaA//narP//rpsB//hemH//purA//yghW//murD//ybiV//cobU//guaB//dld//araC//cydC//nrdA//def//iscS//yeeJ//kefG//garP//paaB//tcdA//rseB//yciV//atoB//wzb//aphA//smpB//lpxK//hfq//zntR//uxuR//
GO_0006260_6	mngR//dppD//yeaK//yfcG//ydfD//glmS//hslO//btuE//araE//yobA//dnaJ//yjhI//satP//yjhI//yafS//mltA//rimJ//argA//ytfE//rppH//lit//
GO_0006261_7	rspB//uspC//ybjX//aroL//clcA//clsA//ygbM//rcdA//fryC//marR//gmhB//iraM//
GO_0006265_6	paaK//mglA//melA//aroB//deoA//
GO_0006266_6	rimI//yccA//yaiW//
GO_0006267_5	arnE//
GO_0006268_9	syd//ccmE//ptsN//
GO_0006269_6	dgcZ//
GO_0006270_6	surA//yidZ//yhjC//pgpC//clcB//fixA//
GO_0006271_7	sufS//fkpB//fabG//
GO_0006274_6	insH-6//
GO_0006275_7	aroC//dgcE//appC//xerC//ubiA//phnK//rsuA//rpsI//hyfC//
GO_0006276_3	yajD//nikR//ompT//gudD//asd//malS//miaA//greA//
GO_0006281_6	yciG//ugpA//cas2//birA//dhaK//frwC//rpmG//pphB//erpA//ridA//glxK//crp//ygeX//recC//dnaE//mglC//nadD//rffT//iscS//yddM//purB//flgG//allS//yibF//eptB//bluR//galT//rhtB//ydhC//manA//kdsD//cobT//sufS//dppC//bssS//nikE//lsrR//gntK//ubiJ//yqgB//lapA//gspE//yidL//ygeA//ydiZ//ybhS//dicB//yihI//astB//ynhF//uof//bioC//sfsB//glvB//rluE//
GO_0006283_8	ydcO//
GO_0006284_7	waaU//malF//gatY//ribE//trkG//rlmI//
GO_0006285_6	murI//gadB//dbpA//tgt//yhhY//
GO_0006288_8	patD//fbp//
GO_0006289_7	yddM//opgB//
GO_0006298_7	rhtB//insB-2//gatZ//feoA//ygeA//dgoK//lpxT//lacZ//asd//ybeF//
GO_0006301_7	araF//envY//yecS//gatY//
GO_0006302_7	wecE//rnhA//lptD//ycdX//selD//rzoR//fdhD//ybhG//nagD//
GO_0006304_6	agaD//dsbG//agaD//frlA//acpH//cnu//rpsM//gshB//yejE//
GO_0006305_7	bcr//glpG//atpF//glnB//
GO_0006306_5	rplI//mdoD//cfa//araD//
GO_0006307_8	gstA//uacT//nrfC//panE//srlB//
GO_0006308_6	yhcN//aroH//bluR//rusA//yafO//ftsX//rhlE//yieH//xanQ//nth//rhaB//crfC//
GO_0006310_6	shiA//aaeB//malZ//insI1//caiT//spy//potH//dcd//yagE//rlmH//pdhR//yoaA//thrL//alaS//ais//sufB//patD//yidR//kduD//mlc//exbB//kefF//prmC//cbtA//sapB//csiD//emrK//yebQ//higA//sxy//glxK//dnaQ//ygeA//minD//atpD//frwB//frvA//rarA//pinR//glnP//pliG//fimE//bdcR//
GO_0006313_4	mngB//ycjU//dinI//yqiI//thrB//cyoE//zntA//
GO_0006323_7	htpG//
GO_0006325_4	metB//
GO_0006351_6	fumC//minC//sgbU//ubiG//thiD//glyA//yieL//sdaB//pitB//mrdA//galS//lhr//yqhC//yihS//fixC//hyfC//yccS//kch//rfaF//pgrR//purC//greB//lyxK//clpS//acpT//ytfR//hda//kup//gpr//feaR//fimE//tatC//ribA//yhaC//rrrQ//wbbK//argG//yhdW//sgrT//speG//phnG//sfmF//entB//tehA//tynA//slyD//pfkB//ytfE//ppk//intZ//tatB//fimD//tdcB//ycjY//yehT//pdhR//yiaA//gpr//cdh//csdE//uvrY//yaaU//alsB//fecD//rclR//ydcS//ybhD//dcuB//ybjL//nadK//dcp//npr//gor//glxR//flgK//dkgA//aphA//melR//ydeP//yjiY//ycjW//yhcF//secB//paaB//ldtC//ycfL//dgcE//lpxP//phnN//nfsB//fabI//dmlR//puuP//etp//cho//panB//ihfA//uacT//ssuB//mdoD//hcaT//pepD//ycjW//marA//pnuC//yjjW//uvrA//minD//fumA//ilvH//rnlA//ygbI//purR//trmA//gyrB//chbR//queF//ubiG//mreB//
GO_0006352_7	yciG//thiC//tatD//lolD//
GO_0006353_7	yihT//oppB//
GO_0006354_7	speF//ydiO//gadC//
GO_0006355_7	sodC//mdlA//mliC//arfA//fimB//cptB//agaD//yddA//yrdA//ygaV//mgrB//fumC//yecS//dgt//tabA//mscS//glcF//zntA//rimI//mtgA//acrE//symE//rpiB//shoB//baeS//ybgP//rutC//mioC//fes//cheY//gcvA//zntA//puuP//plsX//glpT//rihA//arnB//gyrB//ulaB//mtn//yjjU//purT//rlmN//dgcM//gltL//dinB//mlaD//caiF//gntR//glcF//fadH//yidE//pspA//kdsB//hflX//sucA//cspB//mdtC//gor//srlE//brnQ//ydhK//araG//dmlA//yfaU//cmtA//frmB//yedL//yoaB//pheS//ribA//yagJ//ydeM//argP//xanQ//fabG//rhmR//ftsY//ftsI//tauB//btuD//hofN//bglF//cusC//prmC//yceK//gabP//glrK//prfC//dcp//prs//agaS//eutN//araB//spy//miaA//ybcJ//yfdO//nadD//ybcF//lhr//hybB//cysC//mlaC//selD//nmpC//aroA//mioC//hisB//trmD//rimK//uvrB//yfcR//dhaR//uvrA//ruvC//mnmA//frvA//cobU//fimE//epmC//mdtD//ppsR//yedP//adiA//uxaC//yihT//amyA//sad//betI//clcB//minE//serS//secD//afuC//ddlB//iscA//ydiB//garD//pheA//yhhY//hicA//hrpA//dnaT//hycA//dcuR//ftsH//insB-2//galE//gntR//purC//hybC//trpGD//ynhG//paaZ//cydD//nlpE//ydeT//selU//dxr//ubiB//yahK//metL//lysU//nirB//ybdH//cyaY//sutR//hcaC//ppiD//focA//waaS//casC//uspC//chbG//kefC//yneE//pntB//thiQ//ssuB//aphA//exbB//glpG//rplB//abpB//aphA//ynfE//tesB//feaR//fur//lpcA//tyrB//cynX//gsiA//rfaD//artM//phnH//frwB//bacA//crl//cpsG//trxC//nth//hypA//ppx//rnhA//ymjB//yidD//lolD//nanR//ompA//glmU//msbA//yahI//waaA//fetA//hslO//pmbA//yiaA//nrdE//xerC//tpiA//fimC//hisP//xerC//nanA//rstB//nemR//deoD//hemH//cpxP//prfA//recC//cyoB//frmR//dgcN//soxS//gatC//panE//yfiC//uspF//pepN//xapA//bglB//menA//yiaL//recJ//ynjD//purA//endA//gor//yhjR//relB//metC//rzpR//gnsB//yiiD//fhuB//deoA//arfA//yehP//
GO_0006357_8	appY//
GO_0006364_9	fryB//thyA//hybC//sstT//ybcF//gudP//rof//fabB//cutC//udk//acpS//wza//ibsC//glpF//aroL//cyoA//crfC//glgX//yebZ//rtcB//glmU//aspS//dgt//tisB//fis//yggN//cpdB//paaX//opgE//yjtD//abpB//cdgI//mdoG//yraR//yoeB//ahr//treF//narQ//dmsC//adiC//pstB//dgoR//rhaR//
GO_0006378_8	rzpR//minC//
GO_0006379_8	glnH//
GO_0006382_8	glsA2//
GO_0006396_7	wzzE//nikR//dcuR//dgcZ//lapA//hicA//gntR//pcm//yagJ//aroD//yagU//ymjB//rutE//slyD//dnaK//intA//gltI//cspD//btuC//yhbQ//ligA//yfiE//ogrK//rpsD//secA//xdhB//bssR//ydiB//yiiE//flgH//yghO//envC//yfjR//prmB//chaA//ptsH//waaJ//hicB//cysA//tonB//tar//fliZ//pspG//rimO//csgB//yhjR//yceK//hokE//yjcS//zapB//brnQ//hcaC//truD//citG//cysS//alsC//ybhA//hlyE//trpA//livM//torA//acs//hisI//intQ//cyaA//modB//tatE//glsA2//bluR//rppH//ompW//mrcA//rdgC//phoU//acrA//aroB//yiiM//torR//mdtG//nrfA//serC//yfdC//wecB//proW//artQ//ibpB//nrfD//rpsN//tnaA//abgB//elaB//tcyN//phoR//narK//slt//mgtL//ompR//dtpC//speG//cutC//hemD//ompA//
GO_0006397_8	gatD//nudG//dkgA//
GO_0006399_8	waaC//artM//yjhP//rlmC//lysA//ccmH//rpiR//ttdT//rsmB//ybjL//yfbV//dppD//bioF//soxS//tas//creC//solA//adhP//etk//tsf//csrA//citG//tnaC//hprR//dgcF//cof//fadH//agaA//nrfA//fdhE//yagI//yhfK//pdeD//nagK//mglC//trpL//sspA//mdfA//rzpR//luxS//ftsW//yccX//mdtP//yajD//bcsA//pgpB//treA//ampD//ygcR//rrrQ//yggP//paaK//thiE//elaA//alkA//nudB//rplR//argT//mscL//ssuC//cysW//cysI//yiaB//dkgA//narJ//rcsF//proA//yjiR//trpE//mdtN//ybiA//slyD//asnA//mntS//araC//cyoD//emrD//rcsD//prmB//fliL//cadC//yagF//
GO_0006400_7	moeB//csiR//lysS//srlB//mltC//waaH//rlmB//rzoD//higA//waaS//secA//murG//ydbK//cptB//envR//nlpI//dgt//rpmB//yidP//ybcJ//sbp//fabZ//fadI//moaB//rspB//ydiR//hxpA//frmA//ymfA//ybcM//chpB//ratA//exbD//sapC//lrhA//trmA//yoaA//iaaA//yeiE//cnu//mdtM//atoB//cmtA//phoA//insI-2//frlC//degQ//ptrA//cnu//
GO_0006401_6	gabP//ycjY//pyrD//rpsQ//tatE//intE//sdhA//tesB//ampE//ydcZ//setC//ftsW//yfeW//rplF//kdgR//mdtA//yebC//rutB//nadK//hybE//osmC//thrA//
GO_0006402_7	mdtA//waaL//astB//sdhB//emrY//serA//rof//glvB//btuE//aroL//zupT//
GO_0006412_6	yggX//yccX//mhpR//kefF//pyrC//basS//rsuA//xthA//nikC//tsaD//treR//ribE//yqeF//metN//rcsD//mlaF//lgoR//glnA//waaF//sohB//hldE//bamE//gnsB//yejE//ycjR//yjiY//mraZ//modC//hicA//frsA//ompA//puuP//murC//yjaZ//sgcE//hupB//nadK//dmlA//yafO//mdtQ//hexR//rutR//nadC//prpC//nlpI//mlaB//apaH//tolC//ibsD//hha//mglC//
GO_0006413_4	waaG//ymfK//yhcD//
GO_0006414_6	dbpA//ybiV//cbtA//ygfZ//cynS//poxB//fliK//ldcA//nusG//
GO_0006415_7	ycgV//ndk//cyoB//mglA//ccmH//pliG//feaR//
GO_0006417_7	slyA//fepE//hypA//insI-1//actP//ygfA//glrK//hldE//aroF//glpX//gabD//yjjW//kdpD//pdeH//yoaA//mioC//adhP//hybG//ydiB//ubiX//ydaN//ybcQ//ppsR//uxaB//ftsA//sgbH//coaD//epmB//bglJ//gpmA//ftsL//ybjN//rlpA//yhjA//phoP//fdrA//hcp//ispF//paaA//
GO_0006418_7	yphF//tas//cdaR//chbF//ychH//phnC//rppH//coaD//yfcS//ycaN//pliG//yeiL//nirD//selA//fliT//basS//glgC//amyA//kilR//yieH//gltL//deoA//nikD//pspG//glnL//
GO_0006419_8	priB//
GO_0006420_8	yehT//
GO_0006421_8	cyoA//
GO_0006422_8	guaB//
GO_0006423_8	wecE//
GO_0006424_8	npr//aaeA//
GO_0006425_8	udp//
GO_0006427_8	dapA//
GO_0006428_8	zupT//
GO_0006429_8	afuC//
GO_0006430_8	mhpR//aroD//
GO_0006431_8	upp//
GO_0006432_8	lpxP//yaiP//
GO_0006433_8	pheM//
GO_0006434_8	asnB//
GO_0006435_8	gatY//
GO_0006436_8	yadM//
GO_0006437_8	garR//
GO_0006438_8	yphB//
GO_0006446_8	hlyE//uspB//pdxA//intZ//add//narY//relA//
GO_0006448_8	dtpA//rpsD//yeaD//dcp//msrP//
GO_0006450_4	ribA//ibaG//cyoD//nikA//mntS//dsbC//recQ//secF//malK//mgtA//
GO_0006451_7	menF//
GO_0006457_3	mdtC//fecA//etp//ydgA//speA//ydjE//argR//yfaX//cstA//ydbD//gntK//asd//fbp//panC//acnA//idnT//nagA//bioD//glpB//yhcF//hflX//bglX//fimC//acpH//hemG//ybeF//fdoI//cpxP//lolD//yggD//puuR//ebgA//eno//sfmH//artM//rpnA//rhlB//tisB//fumC//acrE//
GO_0006458_4	qseC//suhB//ldcA//fdnG//purC//waaO//kdsC//phnL//
GO_0006464_6	yfcQ//cysW//fucI//gppA//rpsO//atpA//lsrG//ygeV//torY//glxK//sdhE//elaB//lptC//ybfA//ygeV//fic//trkH//norR//rnd//mntS//yegD//wzc//insH-6//rpmE//flgG//puuA//glgB//msrA//waaS//ygbM//bisC//dosP//ybjX//glgB//ydiV//ycfL//kdpA//dnaA//dnaA//nagC//glxR//hisS//waaP//puuP//pck//mutY//uspC//betA//yhjC//sixA//hdfR//gatD//yihI//trmB//gluQ//dcuA//ydiO//chbF//zinT//otsB//holB//pgrR//aroP//sdhE//narG//casD//panC//dgcN//frdD//prfB//ilvD//feaR//intS//ymgA//syd//ligA//ybdN//wzzE//ftnB//rfaF//trxA//eutD//ilvC//ilvM//etk//kdsD//galU//cadA//nrdG//ampH//rsmC//yegD//ruvB//gyrB//paaH//atoB//fumC//xanP//accC//asnS//galR//sanA//degS//rsuA//carA//dpiA//ddlA//mprA//tsgA//rfbD//hybG//lldR//fruK//cusB//adhP//holB//ypdC//gcvP//patD//hypA//feoC//blc//amtB//rsfS//zwf//yoaB//feoA//tusD//feaR//ddlB//nuoE//motA//rodZ//mltF//rpsJ//cpoB//ydiP//dppD//solA//borD//hprS//ghxQ//
GO_0006465_6	uspC//fhuD//fkpA//
GO_0006468_7	ydeP//yihQ//amiA//yedA//ibsB//galE//rpsE//prkB//bioB//prpB//epmA//mdoG//deoA//fklB//rsmE//wecE//yhdJ//nrfE//torR//torS//dapA//cdsA//ydeI//trmH//thiI//mscS//sspA//ompR//yejE//panF//yhiM//yihV//clsB//yabI//proP//rlmC//ygaH//agaA//dkgB//ycaO//mgrB//prfB//frmA//aceB//pgpB//aroC//fryA//rpnC//ynfF//phnL//tusE//mdtC//stpA//
GO_0006470_7	garR//dsdC//tus//ccmF//ybiS//carA//radA//metK//yodD//elfG//proA//hdfR//waaB//yjjQ//ymgF//lnt//
GO_0006473_8	hofO//fepD//yadV//wzyE//ybiY//lldP//frwB//rpoS//lgoR//rlmM//cedA//abgR//
GO_0006474_6	manA//ygjH//cpxA//dcuB//rpsB//
GO_0006475_9	glpA//pstS//
GO_0006476_8	frdA//rnhA//kdgT//
GO_0006479_5	abgA//mepA//efeO//waaY//gshB//rpiA//metR//dxs//
GO_0006480_6	afuC//
GO_0006486_5	pyrE//
GO_0006490_5	fliM//
GO_0006497_7	eutA//
GO_0006508_5	agaB//hybB//kdgR//yjiM//rcnR//dsbD//yidD//adiC//zupT//fimF//ebgR//sodC//idnT//seqA//tnaC//ilvC//yraH//aroB//ibsB//zapB//dadA//ugd//fliD//mgtA//selB//alsB//coaE//purA//agaV//gltD//abgT//yedF//rlmC//citE//gcd//lsrA//gutQ//uidC//pdeD//yrdA//alr//yfdR//fabD//frdB//lspA//norV//yhdH//dauA//dgoD//mutY//ssuA//ompR//bioD1//arsR//katG//
GO_0006515_7	potF//tldD//ydeE//ykgM//
GO_0006517_6	ybfE//ligB//yidH//sxy//
GO_0006518_5	alaS//galU//dam//yfaE//dcuR//rpmH//prs//ydaV//lpxP//nei//ilvB//pyrG//ilvH//atpG//suhB//bepA//fadI//tamB//pepT//clcA//cbrC//dinQ//rhoL//cytR//mltC//relA//livG//acrD//elfA//dusB//fabR//ugpC//mhpR//frsA//sucA//pyrL//clpB//asd//fimH//rluA//ydbD//nhaR//ydeP//frvA//rsmC//yeeO//gudD//ubiG//nrfB//ribF//tcyJ//pliG//gsiB//ydfD//nuoI//uidA//ribC//tktB//sapB//treA//putA//yciF//mhpB//tdcC//nudC//lolE//csgD//radA//ruvC//kefC//mrp//abpB//deoR//glpD//yafC//fpr//ulaE//
GO_0006520_4	metK//mdlA//nrdA//mukB//mscS//rutA//deoR//rfaC//parE//ung//napF//thrC//ihfB//fadH//fucP//rfaF//narU//yidD//hofC//rusA//gcvH//arnD//yciH//dxs//cobS//mmuM//yfaV//bglX//etp//ygbI//ychH//uspC//clpA//shiA//ydcI//fabG//rspB//ubiF//ybjX//rfaH//hslJ//hokB//thyA//araA//djlC//tdcE//nlpI//artM//arcA//pth//ribD//scpC//clpX//aroH//arcC//proQ//ghoS//amiD//gudP//tatE//garP//bdm//hisG//rihA//hxpB//ydbK//uxuR//guaB//ybiV//ilvL//hslO//sgcB//miaB//gpmM//ftsK//gspI//yccX//fliZ//lplT//gmhB//yahI//fadJ//kup//ivy//trkA//rplQ//luxS//queG//yfiR//gpp//slmA//adiY//yegT//tldD//poxB//yggT//trmL//tcyP//pgl//yedF//accA//rarD//ogt//ispB//yfeD//lapB//yphF//hisD//ompL//rcnR//asmA//rhaA//rfbX//macB//tbpA//glpT//yggE//fdoG//speA//sodA//trg//gcvT//yajR//gmhB//frlB//iraD//pdxB//flgH//potE//chpS//thiP//cysW//infB//kdpD//citX//pheS//fliD//gatC//mdtA//nikB//ybhA//hcaF//yadI//yahO//yiaT//ykgO//ybhG//paaF//ynfK//araG//abgT//insK//fadJ//pliG//glpT//mscK//potA//parE//yhjX//zitB//exoX//nrdB//atpG//yqeF//yebS//rraA//ygiS//lrhA//sodC//glcF//ttdA//yghW//zraS//rfbX//trmJ//thiD//napA//tomB//surA//acrB//ybiO//cadA//hprR//tesB//pgaD//yggD//ndh//trmO//dgoR//ssuE//csgD//yraN//sutR//rsmD//acrF//acnB//hisI//adk//moaB//casE//nudF//arfB//
GO_0006521_6	sucA//htpX//nfsB//
GO_0006522_7	folE//mdtJ//baeS//tsaD//mepS//accB//yibF//
GO_0006523_8	potA//ymjB//yegS//dcuS//
GO_0006524_8	bioF//rof//mutY//
GO_0006525_7	crcB//yehD//rpiA//talB//ykfI//glcD//ndh//chbG//nimR//yeiG//gspF//ribF//gcvT//mhpD//fabZ//ygeW//cra//mdfA//ppx//yjcS//cytR//
GO_0006526_8	uspG//umpG//ibaG//yraN//folA//yggP//dcuD//tsaB//kduD//ftsI//cynX//aroF//appA//
GO_0006527_8	ihfB//adiA//mhpD//ydaV//frmB//yqiH//srlB//yphC//crcB//
GO_0006528_6	yfjV//tilS//waaG//ymgF//
GO_0006529_7	clpS//moeB//
GO_0006530_7	dnaX//bcp//
GO_0006531_7	xdhB//rplD//dtpB//folX//agaR//btuC//hslO//hemF//
GO_0006532_8	gudD//glrK//
GO_0006534_6	flgI//ihfA//pykF//zinT//nagA//tyrA//rhaS//ygbN//pepD//yehT//rzoD//cas1//ftsY//
