#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gapA//ldcA//ynfK//mnmE//
GO_0006139_4	pinQ//lgt//zapE//atpA//guaB//ompC//araH//lysU//uacT//umpG//proC//elfG//pcm//atpA//torY//cbpM//fimD//tolC//acrZ//ydiP//rpmJ//trg//mfd//hsdR//hdeB//cusF//gcl//cra//argK//selD//gmhB//amiC//ybiO//ytfQ//nuoB//phoB//asnS//yciA//tauB//gph//yibH//acnB//ybiX//cspA//hsrA//bdm//ybjL//rfaD//hycB//allS//hsdM//yjeH//hicB//pagP//yddA//cutC//hemH//ruvC//potI//nuoL//pgl//dnaB//ibsB//sgrT//mdoG//ribB//appB//rclR//trmI//lnt//epmB//cra//bisC//malK//ybbY//cbl//apt//ppiA//fadK//fimZ//yehP//nimT//murE//ydcI//sodA//uidA//mzrA//yihS//ygcW//waaZ//rpoH//cobS//dgoR//rihB//rplF//yihQ//thiM//yeaE//ung//phnJ//lplA//eptC//fdrA//lpcA//fadD//dsdX//fucO//trpE//tusA//ygjK//fruB//potB//gshB//mdtQ//ddpA//ybaK//ttdT//yphC//baeS//trkG//cycA//rseP//pheA//hcaC//ccmG//dicB//yjaZ//phoP//mnmC//tilS//yjbH//pitA//fabR//mhpD//bioH//glvB//hfq//yeeY//mngA//rzoR//rfaQ//rluA//mngA//rsmH//argD//xisR//ybcM//rarA//ubiH//rlmL//ptsI//dusC//lpd//ybjX//uidC//fadM//rihC//yhdH//alkB//rmuC//pyrD//dnaB//yafN//feaR//dcuR//yfiF//menE//tsaB//elaA//deoR//mocA//aroH//ldcC//ssuE//yhcD//lon//yaaY//rplB//gpmM//rhtB//yjjX//araF//yqjI//gltI//entH//frdA//moaA//astB//rzpD//xseA//hybA//gltS//nrfA//murP//gspE//tamB//narY//chiP//ydjM//fic//napF//xanQ//ybhG//hisG//puuE//yidR//ytfR//fepG//sufS//yghW//thiP//mdtI//betI//yaaU//pitA//viaA//cspA//pabC//yraJ//btuC//gcvH//frwB//gsiB//yigB//fabI//rpsD//waaS//copA//spoT//fieF//rcsC//yjaZ//ilvE//phnJ//mltC//arnT//lpxP//mqsA//tufB//ynbC//ibpA//lolB//gltD//zur//yciT//dinG//sseA//yedX//cpoB//rraB//tatE//ychO//yejB//fliZ//exuR//rpsI//eamA//yqaE//glxR//dgcF//aroE//ilvC//rsuA//envC//agaA//artJ//rpsE//dsbB//fimZ//uxaC//yieF//trmB//proB//secF//bcr//dsbA//hemN//mqsR//coaD//lepA//rnhA//dpiB//bcsA//cheW//pldB//yidD//minD//icd//secY//dauA//rmf//trpL//yqcG//mlaE//agaB//mraZ//dsbD//argO//hisA//qseC//yegV//xapB//fliA//tauC//gcl//etk//rpmF//epmB//ybhJ//hisS//ycfL//mscS//allR//yqeA//cysC//artI//fixC//rbsA//relE//intS//ydhK//alkA//yrbG//lldR//hipB//yhjR//rraB//topAI//rffG//aroH//fucO//mppA//yadN//artJ//dosP//ybiH//ynaI//holD//yphB//aspA//wcaJ//ycaN//hisC//fecA//yiaL//cdd//ppiA//iraD//dicA//agaI//mocA//cysA//mug//nuoL//yhiM//fimH//amtB//nfo//pgk//clpS//rpsM//mfd//ettA//galR//xapB//oxc//folE//ccmF//hyaD//fimA//cysN//tdh//ilvE//rbsC//yhdW//icd//idnK//trmO//menH//metC//paaA//sdhE//wzc//hisB//glxK//exuT//pdxB//cytR//setB//tolQ//entF//lipB//ilvB//ispG//rlmB//polB//bamE//ettA//wzyE//kdpF//qorA//sfmF//glpC//yehB//nhaB//glpX//icd//nfsB//rbbA//malE//mprA//ybbY//rihB//bioP//ihfB//pmbA//ppx//borD//ybaT//nirC//dgcN//prmB//yahK//dcp//glgS//ltaE//cstA//dsbA//fadB//pgpA//rho//mntH//nuoL//rho//rarA//hmp//atpG//cutA//pepQ//araG//pdeK//bioB//acnA//nlpD//srmB//rplO//ftsA//ytfQ//ftnA//ldtB//aceK//fadE//metE//gcvT//intE//yihS//ssb//fadA//rna//cusS//gloB//cobT//lsrG//ileS//hemL//fliT//rutD//waaQ//paaF//flhE//ompL//rlmM//yacG//recN//kefC//moeB//agaA//murI//fis//ybfE//rplQ//bdm//pliG//alr//glgC//msrA//nusG//rclR//bssS//umuD//eutR//clpA//cdh//ydiB//crr//dinD//rclR//yobF//rplN//hupA//speG//recX//yrbG//dinQ//gadW//cusB//rpsP//caiF//nimT//rpsN//cbrA//narJ//mhpA//ackA//recX//gntR//insK//pdxA//mdtN//cmoA//viaA//otsB//degP//fklB//cnu//ldtA//rpe//rrrD//secF//ilvB//pyrE//ybfA//lgt//xylA//nlpD//yidE//torY//yraH//lpxL//glpT//rpoD//ebgR//topA//dgcF//menD//solA//hicB//gdhA//xerD//hemF//gshA//tusB//ulaE//ynaE//ycfS//nemR//ubiG//lsrK//xseB//aroL//bssS//fdhD//pabC//alaE//hflC//yfbS//nuoH//dppF//gltB//lon//creB//degS//rutC//frwB//hflK//leuA//rsmE//yfgO//rrrQ//menF//exuT//yiiD//glnK//sgbH//glpK//fliL//lsrK//lapB//phoR//glnL//ypjD//corA//mfd//mqsA//gltX//mrcA//gspF//waaF//yqeA//ycfL//rplD//adhP//panZ//dmsA//acrZ//nudC//slt//waaB//nagE//kefF//hipB//rhmD//priC//
GO_0006140_6	clpA//cyoD//
GO_0006144_6	idi//ghxQ//frlB//yadG//fur//tsaB//aaeA//ygbM//pfkA//ampH//
GO_0006145_7	gloA//leuO//syd//yfbR//
GO_0006146_8	deoB//waaL//
GO_0006148_9	lon//
GO_0006149_9	dxs//
GO_0006150_9	hyaD//
GO_0006152_7	cydA//yahB//gudX//flhE//bcp//yhgF//
GO_0006154_6	waaZ//
GO_0006161_9	dhaM//
GO_0006163_6	qorA//sucC//rraA//sdaC//ghoT//mgtL//tadA//pinR//ybaQ//tcyN//narU//rutB//gloB//glpB//zipA//rcnB//fliK//mgrB//hflC//narG//mdtG//ycfJ//xylG//yccS//mfd//lexA//hfq//clcB//moaD//yihU//bluF//rluC//lolD//atpB//ydiB//lsrD//qorA//yfcQ//rrrD//garD//feoC//cydB//emrY//tcdA//exbD//mukB//pgpB//frdA//ldtD//dedD//yaaJ//artP//cusA//sppA//
GO_0006164_7	napA//gltL//ybgI//phoA//thrS//hcp//trkA//rodZ//pntA//acpH//atoB//fepA//hemE//panC//mglC//rplC//rne//phoB//dhaR//polB//cof//tauB//glgA//adiA//smrA//cheW//nuoN//kdpD//narG//glpC//bglA//malZ//nadE//ibsC//gspE//kdpB//glgC//queE//ivy//nrdH//
GO_0006165_7	ribC//pal//rutG//cdaR//atoC//soxR//yfhH//ygaV//yibT//dsbD//tusB//clpX//yraR//yhjX//rsmE//insI1//malQ//nadK//eptA//
GO_0006166_6	mtnN//tdcG//
GO_0006167_6	lipB//
GO_0006168_7	nanK//hpt//
GO_0006171_9	insI3//
GO_0006172_9	mnaT//
GO_0006177_9	osmC//uxaB//gntP//
GO_0006178_7	lpxM//
GO_0006183_9	yjcE//
GO_0006188_9	mlaD//rplL//thiG//exuR//
GO_0006189_10	epmA//yqgB//
GO_0006195_7	hsrA//hypT//
GO_0006203_8	narU//yidA//
GO_0006206_6	aroF//sthA//frmB//yfeR//nrdI//dinJ//agp//yadG//tsaB//fadB//leuD//yjjU//thiE//dsbD//yahF//yqeF//nagE//yfdR//ygeW//fhuB//yraI//frlC//sgcC//diaA//cusS//nikA//
GO_0006207_8	dacA//clcA//tnaA//queF//glcF//
GO_0006208_7	yadI//araD//uxaC//accB//tdcF//selB//lolC//gudP//symE//dhaL//lptB//msbA//glsA1//
GO_0006209_6	ldcA//
GO_0006210_8	entF//
GO_0006212_6	dgoK//wecB//atpH//hyfC//bdm//rzoD//queG//yeaD//agaC//pepN//hycA//
GO_0006213_6	slyA//tynA//fdrA//insE-1//flgB//ybdZ//tdcF//ykfI//hypF//tdcC//dacD//murD//folM//prpC//pyrG//alpA//
GO_0006216_9	yabI//
GO_0006217_9	cheB//
GO_0006218_9	glpG//
GO_0006220_6	aroA//insI4//queF//cas2//hxpA//murA//nmpC//nusG//hflX//argO//bioD//nrfB//chbR//ychH//hcaD//adhE//rne//tdcR//nudC//rnhB//
GO_0006221_7	rpmF//argS//ftsN//lipA//afuC//ycaN//ymdB//murD//sspA//hisQ//cusB//phoR//ibsB//
GO_0006222_9	atpG//
GO_0006225_9	cysE//
GO_0006226_9	ypdA//fabZ//
GO_0006227_9	sspA//
GO_0006231_9	rhlE//
GO_0006233_9	yghW//
GO_0006235_9	narI//
GO_0006241_9	yccA//
GO_0006244_7	hsdM//caiT//hofP//phoB//uxuR//rep//metG//
GO_0006259_5	amiA//folX//aceB//cdaR//gatY//plsB//rbsK//uof//dkgB//nrdI//ytfT//yqgF//yceO//sanA//efeO//intQ//murC//setC//ycaN//yfgO//alsB//yibA//uspB//ygiS//yfbU//yejB//dsbG//ugpA//serC//cycA//cysA//ibsE//gloC//ugpC//sfmD//hisQ//srmB//ychH//ilvE//glnP//yjiQ//cusA//fdnG//tauB//ibsC//lysP//clsC//ada//nupX//yidA//dnaG//rimL//ais//fimA//cbrC//alsC//ompA//truA//ypdI//tatB//proA//mhpB//nanA//cmoM//ydcI//cra//wzb//trg//ptsG//gspE//rlpA//bdm//rpmH//nuoI//ygbI//ppk//qseB//hokB//cirA//ppc//yajQ//motA//pbpC//phoA//ftsI//yjiA//crp//rimP//argR//ampG//mlc//tsaC//sapC//ydiQ//yjbH//pgpB//hinT//pdxK//hypC//cspG//uvrB//mscS//cueO//grcA//hsdR//yiiD//maeA//yqjI//yehP//lptB//apt//glpT//yfdC//talB//crcB//iscA//hprS//yjfF//opgD//cmk//tehA//ubiA//secB//yfbR//ybiA//pgaA//marA//djlC//yihU//bglF//cas1//mfd//cysH//glnE//tus//menC//galM//yebZ//gspJ//gcvA//cspA//sgcA//purT//ompC//kbaZ//glmU//xisR//cusF//
GO_0006260_6	yjfF//yejB//yggN//ygbM//lipA//fdoG//abgA//waaU//rpmG//yhjC//lsrR//gadX//fimE//treA//mutS//prlF//csrA//ytfQ//ydjL//exuT//wcaC//
GO_0006261_7	actP//rplP//waaQ//thiL//wzzB//barA//ftnA//acpS//malE//gpp//yedP//sbmA//
GO_0006265_6	setC//yqeA//nrdE//rpsN//sulA//
GO_0006266_6	aroP//thiC//yohC//
GO_0006267_5	cca//
GO_0006268_9	rdgB//higB//yjiM//
GO_0006269_6	ndk//
GO_0006270_6	avtA//yjhP//miaB//bglJ//pnp//preT//
GO_0006271_7	zur//yihP//aroC//
GO_0006274_6	thrB//
GO_0006275_7	rplY//ilvI//yeaK//glnP//trxC//ftp//frlC//gshA//hflX//
GO_0006276_3	nuoL//tehB//casC//ybcQ//frdA//yeeL//fhuF//ybdM//
GO_0006281_6	argS//nrdA//arnF//tyrA//dsbG//nrdE//acrZ//cysW//clpS//rseP//marA//tbpA//waaY//ycgR//pliG//essD//elaD//yqeF//rplL//ypdC//rutG//ybcM//tolC//ybdH//ecpR//hybB//cmoB//pth//hxpA//fepB//allD//yfcG//cysP//glyS//pdxA//mdtG//dcuC//purT//malF//cutA//rlmG//glpK//aroB//uspF//nikE//icd//fadD//uacT//fabD//lplA//mlaC//rpmG//nuoL//ybhP//sapD//
GO_0006283_8	ygeW//
GO_0006284_7	yedX//ampH//folX//phnL//yhiM//pntB//
GO_0006285_6	yqaB//dsdA//hemF//rep//pyrG//
GO_0006288_8	lpxK//mlaD//
GO_0006289_7	lrp//yciV//
GO_0006298_7	rsmA//cynS//ppiD//adeP//aldA//rpsA//ubiE//asd//tonB//bssR//
GO_0006301_7	yjhC//argH//argB//yihP//
GO_0006302_7	ynjA//rplA//ymgA//ivbL//cysB//paaD//lpxC//trxA//mnmE//
GO_0006304_6	trmB//rlmE//kdsD//uxuA//yqeF//secF//dxs//insA-2//galF//
GO_0006305_7	argF//relA//aceA//birA//
GO_0006306_5	ybiY//lysU//yhaM//nrdD//
GO_0006307_8	waaY//trmB//gatB//kbaZ//wzb//
GO_0006308_6	nlpI//garL//umuD//rsmI//ydaN//sdhB//idnT//atpD//ybaE//mdtQ//sdhE//glpR//
GO_0006310_6	hrsA//ybcC//torY//fdrA//hslV//idi//nrdF//hsdM//metB//tatE//sdhC//fdhF//flgF//atpE//baeR//perR//yoeB//pth//paaA//plsX//recR//folM//metH//gntP//rtcR//gadE//fucO//nudC//bluF//lsrK//ybdO//rpnC//rpmG//surA//radD//ulaE//alaC//cpxR//folC//envC//yidL//kdpB//insB-4//
GO_0006313_4	mtlA//lldD//baeR//oppA//cheA//dinD//deoD//
GO_0006323_7	ldhA//
GO_0006325_4	yiiD//
GO_0006351_6	ybjN//kbp//essD//yfaL//menF//nadA//yciF//ispG//sbcB//nuoI//ymjB//frwC//ampH//gntK//ogrK//hslO//lacY//lnt//mtnN//kdsB//cyoD//phoP//ybiV//ybiA//araF//sapB//insA-2//hybE//rpsN//greB//zapB//panE//gldA//ubiC//nuoI//cspE//elfC//cynT//gshB//pfkB//lpp//dadA//hemA//rpsS//ydiP//clpB//yiiE//envC//rfaE//speB//ibsB//yebZ//der//deoD//arcB//zntA//ptsG//nikD//yphF//pepA//eutB//yeaG//atpF//lysU//ynbD//cysE//tehA//gdhA//fepE//ygcR//amtB//nuoE//casA//panZ//miaB//yedP//folA//tdcG//yidR//yhbQ//nanE//fiu//menD//gltS//potB//btuE//uxaC//ybhI//ttdR//emrE//dmsA//mraZ//yoeB//ybcC//cca//frdD//rna//tcyL//purC//pgaC//nudF//fetA//yiaA//glgP//yjbE//etp//torC//araD//ychH//rclC//wzb//viaA//thiQ//atpA//glsB//rarA//norR//yebC//xylF//
GO_0006352_7	puuB//ftsL//etp//argB//
GO_0006353_7	fbp//ycaN//
GO_0006354_7	ibpB//yejA//clpA//
GO_0006355_7	yadC//ybiV//phnI//wzb//dinD//fmt//zntA//galT//kefF//waaU//ansA//ycgB//djlC//ybiV//glyA//tyrA//agp//trmL//cmtB//dpiB//hyaA//glcA//rsmJ//mgtL//ulaA//rbsA//rpsR//maeA//yjfP//pinR//thiM//uhpT//lolB//dmsA//ydbD//rpiR//yfeX//ggt//yraH//hslR//iaaA//mdtO//dnaA//trmL//galM//mntP//araG//lgt//hyaA//nlpD//ydaV//tig//zapE//yijO//fabH//asnS//aroB//recQ//ihfA//mltA//flgH//phnG//xylE//nimT//elbB//rplP//ydiF//rcsB//yqiH//leuB//xylR//ibsA//murG//satP//selA//yahD//rfbB//artQ//yjhI//dnaC//uspC//cdh//nhaB//rutC//rpsE//avtA//glvC//eutK//tolB//soxS//barA//xseA//ltaE//polA//lpxD//atpG//ydfH//rluE//cbeA//rluF//rpnA//rluC//ebgR//tolC//evgS//moaB//glnQ//folX//cysQ//glmS//cusC//nlpE//dppB//pflC//ygjH//yehW//eutN//ydjM//nrfG//deoA//tomB//fmt//sufS//rhtC//tonB//aroK//araF//cusF//ydeE//rne//pgaA//rpiR//lpxL//hlyE//lpoB//seqA//yiiM//tdk//glpC//cysM//yjcS//hofN//yqiI//ampE//ldtA//ygiW//yheT//speG//rcsB//deoD//fliS//yaaY//waaC//proX//atpA//prfC//pheM//mcbR//proC//potE//raiA//galM//rpoS//coaD//yiaA//aceF//murG//gshA//iclR//evgA//ydcR//pgl//hcaB//proW//sxy//gyrB//dicB//dacB//ynfE//prpC//deaD//gph//rpsR//thyA//fklB//araD//fes//rnhA//scpB//rpsK//fes//nrfB//msrA//pepT//gltK//sgcR//insA-1//aroF//fucP//ydeT//cspB//ynfE//rcsC//ugpB//dacC//kdsB//frsA//rhaS//rnlA//ribE//gntK//ispB//lysP//fimC//xdhB//yfcG//ribE//lipA//tdcF//xylB//wzzE//glyS//frmA//fdnH//mug//truD//gsiB//proV//pspG//ilvI//tesB//frr//alkB//hrsA//rluC//ccmE//ascG//recB//marA//cysB//sucB//cysP//psd//hflK//dmlR//idnK//sfsA//agaD//nhaB//arsB//narX//ymgC//ymdB//ydeT//yafC//aroK//mngR//sfmF//rpmA//narL//tusE//
GO_0006357_8	exuR//
GO_0006364_9	rpsH//rsmG//insB-2//fadA//rpnD//rhtB//mntP//nfuA//feoC//endA//gntU//adiY//secM//yhbQ//paaX//gloA//ydeE//yaiP//glnP//rplB//rpsS//rna//pitB//zipA//sad//ruvB//priC//viaA//fabI//feaR//hflX//rdgC//yadV//araC//yhbX//frlB//flgB//trpR//fdnI//ypdI//csgD//fdrA//aidB//
GO_0006378_8	yfhH//fecC//
GO_0006379_8	gadW//
GO_0006382_8	tadA//
GO_0006396_7	araF//ccmA//yehU//thyA//gsiC//yjjG//malI//mlaE//fliL//glcA//gltD//paaC//ycbB//panD//alaC//gltP//gnsB//yojI//wzyE//aaeR//infC//fiu//actP//yghW//intZ//ypdI//zinT//trxC//priB//secB//hyaA//fimB//nupG//yahO//atoB//yjbF//tisB//osmE//ybiJ//gltD//dinD//flgI//xylF//rclR//clpB//pckA//nrdB//rlmL//ygcW//yajR//hyi//rplO//ymfK//dgt//atpH//citX//glcD//pheP//relA//yrfG//ydhJ//ygfA//yajO//adeP//cecR//msrB//sad//fepB//yciE//rlmE//yohC//thyA//mraY//dacC//manY//mdtE//mdfA//tolR//pykF//tcyJ//ymgA//napD//nlpE//gmk//fixB//ydcT//yqgF//cyaA//flhA//gadC//zapD//cueR//araD//rpoD//nadE//yhbQ//speA//ispU//iscX//cadC//ahr//ghrB//
GO_0006397_8	phoB//yaaA//fixB//
GO_0006399_8	dgoR//rihB//ybcC//murC//yedA//rlmN//yraK//rpmF//gpt//ynbB//ybhS//yjhI//yneE//uvrB//lipB//ykgO//waaY//truB//mdtG//ybjX//yrdA//agaA//raiA//rssA//gcvP//yhhT//queD//ygiB//sufE//ilvH//kbaY//ibaG//ydcS//ymgF//yrdA//aspS//gadW//hxpB//amiA//pepA//argS//ypdC//purU//fpr//phnI//ihfB//truC//yjbE//ppiC//sohB//yeaE//potG//cpdA//atoB//abgR//norV//fucA//rplR//yobF//ymgF//mazG//pckA//tolQ//speG//recQ//cydD//glcD//mreC//speA//ycjR//gnd//coaE//idnD//groS//livM//dgt//grxD//cysP//amiB//lsrB//lptE//def//
GO_0006400_7	etk//alsB//rclA//rutG//osmY//accD//araG//ypdA//elbB//proP//fucP//ivbL//tmk//mngB//fetB//caiT//lplT//deaD//rcsB//livG//cdh//prc//mliC//iap//ykgO//pgaD//pyrL//mdtG//mdtL//mglB//rplK//nudB//carA//rplF//trpD//purT//yidC//rluC//yehD//sdiA//yddG//lpxL//selU//trmL//ompC//oppA//yqcC//ompF//tnaC//
GO_0006401_6	marA//hyfR//leuA//rlmH//pdeR//yfdG//dgoA//gsiB//mrdA//fliS//rho//slyD//lhr//ynfH//lpxB//tsaE//kbaY//malY//ybcJ//tcyL//glnH//elfG//
GO_0006402_7	mlaC//moaD//tdcC//glgB//yqiI//zntR//yjhB//ftnB//dosP//guaC//zapE//
GO_0006412_6	yqeG//wzzE//lgoR//flhE//yihI//cyaA//hypE//rplS//ytfE//trmI//yjhH//yhdH//yqeG//aroA//mepM//ychF//cmk//cysA//gabP//mnmG//hyaD//mioC//ttdB//pyrD//yebC//glmS//yafN//gltB//yqaE//gpt//yaaA//atoB//prfC//ybhI//glpT//insK//nadB//dinD//yihI//nadB//rffH//clcA//rihB//rcdA//tesB//uspC//cysB//yoaB//ybjL//tpx//yhcN//
GO_0006413_4	pykA//rihA//rlmL//
GO_0006414_6	sad//ebgR//ecpR//murJ//ydiF//tehA//kdsD//codB//bioA//
GO_0006415_7	sgbH//tcyN//ade//pinE//cspE//fadI//ttdR//
GO_0006417_7	glgP//ulaA//flhA//yddM//yejF//ybdG//nadB//mcrB//oppB//acrR//panZ//zntA//rutB//fur//symE//rfaB//yqiG//rpe//yjhG//mppA//zwf//htpX//recA//artJ//rbsK//grcA//gstA//hybG//uxaA//tdcF//yafE//ileS//glcF//yehW//nadD//treB//sdhA//bsmA//lapA//
GO_0006418_7	rhaS//glmM//ydhQ//alaE//yahD//melB//proB//hrsA//prmA//shiA//ttdT//mppA//yagJ//hldE//rdgB//rcnB//queE//coaE//raiA//cobU//trpB//holD//nlpI//yadN//yhjX//
GO_0006419_8	panE//
GO_0006420_8	cysM//
GO_0006421_8	phoU//
GO_0006422_8	betI//
GO_0006423_8	holE//
GO_0006424_8	yibA//ibsE//
GO_0006425_8	ibpA//
GO_0006427_8	mdfA//
GO_0006428_8	cytR//
GO_0006429_8	fdhD//
GO_0006430_8	sppA//mnmG//
GO_0006431_8	yqcC//
GO_0006432_8	mlaB//yoeE//
GO_0006433_8	vsr//
GO_0006434_8	yhaC//
GO_0006435_8	bluR//
GO_0006436_8	ybiO//
GO_0006437_8	alaA//
GO_0006438_8	ygcR//
GO_0006446_8	fimI//nikR//rlmN//wzb//purD//insK//atoS//
GO_0006448_8	yfdR//lplT//obgE//hdeD//sfsB//
GO_0006450_4	panF//accB//bssS//yegV//yfcR//ybdM//chaC//uspF//ybaO//hybB//
GO_0006451_7	ycjU//
GO_0006457_3	ydeE//fiu//yiiD//rpiA//azoR//era//rof//yjiR//kdgK//hypT//pdeR//nlpD//dcyD//pppA//flgF//arsR//chaA//narI//amyA//yqaE//lysS//cpxR//selA//rssA//rpsA//yeeJ//tolR//fetA//obgE//dkgA//nanA//lsrG//rcsD//tmk//groL//guaC//amiC//trmB//rph//dtpC//
GO_0006458_4	mdtL//pitB//moaE//hybG//panE//argC//sixA//cysN//
GO_0006464_6	rnlB//fadK//hyaC//trpL//kilR//pfkA//bglF//nimT//bioA//malS//insI4//ytfE//fetB//aas//atpB//mgsA//nlpI//minD//treC//yahI//nuoG//cadC//gdhA//gadW//trpR//murB//lysO//csgA//yoaB//selA//gyrA//ygbN//appC//rpmF//rpsI//deoC//insA-1//fimF//mrcA//bdm//ileS//rbsR//yqhD//yhcN//ubiE//araH//yfcF//yfdC//clsB//smpB//pykA//ampD//fdhF//gcvP//degS//rlmG//fliD//cusF//waaH//yhhT//nrfB//rutB//ubiG//potI//tehA//zitB//pgpB//setB//envZ//rnt//agp//deaD//eutB//yiaB//mdtJ//modB//ydbK//rplE//fliT//gpmA//ygaZ//aldA//yihS//ymgC//evgA//yeeL//yeiL//rbsR//rpoE//pinQ//plsC//pdeR//bssR//rclC//potI//mdaB//ilvH//yiaN//cysB//tauD//ydfK//mnmG//guaB//prfC//oxyR//rhaR//pitA//panZ//katG//yeiE//betT//yhaJ//asnB//malG//entF//mdtG//ubiC//artI//ppiD//fucA//prmB//tatB//pabB//hisQ//rrrQ//ecpR//tauB//ivy//ugd//mhpD//cyoC//yneJ//dgcQ//malP//ansA//fmt//fieF//yrbG//rof//hypA//yphB//yebS//
GO_0006465_6	fixC//mutT//pgaA//
GO_0006468_7	yhcN//cobB//eutB//yghO//codB//yihS//ilvI//kdpA//pdxH//gadA//hyaC//cas1//torC//trpR//rpsS//ilvE//moaB//frmR//yjtD//pspA//dnaQ//pppA//ybiJ//yfiF//ndh//xylR//groS//thiE//rho//ascB//pgi//mrdA//fhuB//fimZ//proX//rluA//valS//yciH//pldB//xdhB//acrE//rppH//yfiR//alaA//essD//aas//allB//yccA//hyfR//folE//xylH//ispA//torY//
GO_0006470_7	ybaL//secY//ptrA//gcvH//ybjN//zntR//relB//lpxT//rcsD//yjiM//sfmH//argE//uraA//ulaA//glgS//moaC//
GO_0006473_8	yihS//coaE//rcnR//mltD//rspB//slmA//ugpA//ribE//gspE//tsr//hofM//rpmE//
GO_0006474_6	ynfL//htrE//yibF//casE//hisB//
GO_0006475_9	ispA//pyrH//
GO_0006476_8	asnB//yaaA//obgE//
GO_0006479_5	ldcA//fliS//hdhA//dcuD//rpsD//murB//ycbV//yhgH//
GO_0006480_6	rbsB//
GO_0006486_5	tktA//
GO_0006490_5	cadB//
GO_0006497_7	waaH//
GO_0006508_5	yhcH//acpT//ispU//fumC//fabH//tcyP//trxC//feoC//phoE//rclB//hldE//evgS//ybiV//ybaK//trmJ//srmB//mdtO//intZ//proB//dgkA//lolA//lpd//mukB//abgB//cpsB//uhpB//uvrY//mtnN//citG//cspA//rof//paaJ//mlaB//rsmD//yfcV//nfi//phnI//trpA//lapB//gabT//yiaL//gfcE//glnE//argF//yaiP//moaE//talB//fliA//sbmA//umpG//moaD//panF//sgcE//pppA//fadR//
GO_0006515_7	pdxB//sbcC//topAI//artM//
GO_0006517_6	fliM//dgcQ//erfK//arnB//
GO_0006518_5	plsB//sufA//dapB//fruA//ymgC//glpB//aas//ynjD//rlmA//phnI//pgpA//livF//secM//rnpA//sufC//rayT//proW//gcd//ydgA//nusA//mraY//sulA//rhlE//sutR//cpoB//yajL//valS//dmsC//fkpA//csgA//ruvB//citT//gltX//yccS//malE//yggD//prmC//ychH//yqaE//ftp//ygjH//mdfA//recR//proC//ycjD//panZ//fixC//xapB//groS//ddlB//cheA//metN//prfC//iap//clpP//potI//fis//rplP//lolA//nadC//rapZ//yacG//mscM//csgB//fre//nrfE//moeA//rlmJ//tcyP//ygfX//yciK//oppF//astC//skp//ynbD//nirC//helD//
GO_0006520_4	pgsA//ycfH//artQ//dppC//hflX//rbsK//bioP//dnaC//tldD//frdA//ychH//yobF//efp//alkA//iraM//yedL//fadD//gudD//bioP//yihW//rcnA//frdD//alsK//hypF//torZ//uxaA//radA//rsmC//rpiR//yecS//aroH//ytfR//ftsX//rrrD//ydiQ//kefC//ybiW//rfe//glxK//qorA//ppsR//miaB//tdh//kch//eco//thiM//phoE//ppiC//adhP//tamB//atpA//tamB//evgA//zapB//potC//slt//rcsB//mdaB//degS//infC//dld//yedX//casD//murA//rihB//lpoA//emrK//rluE//yibT//mutT//yfjV//arnE//dtpD//crl//bglX//rsmA//orn//yjiM//plaP//ilvE//melR//mobA//bhsA//rfaQ//leuE//nudC//yjtD//yiaU//msrC//frsA//ybaE//suhB//hslV//proW//lpxT//trmA//atpH//dgoT//adhP//livJ//glnB//ssuC//yidL//macB//maeA//decR//adiY//rseB//zapC//map//cheR//glcD//motA//ccmF//atoB//artI//trpB//recJ//preT//preT//thiL//ftsH//acpP//gsiB//tap//atpG//arnD//rhaA//yfeR//fetA//nikB//atpF//glpB//hisS//gspI//metQ//glpK//adiA//serA//erpA//dgcF//queD//yjeI//mdtA//malG//mreC//ychF//mscK//cspI//rzoR//rluC//csrD//ydhJ//yfcV//yjjX//hmp//chbC//aspA//yeeJ//moaE//yjhC//htpG//queA//yadI//prpR//panB//fepC//helD//helD//gudD//yjjU//ybjG//yhfS//yfgI//yggW//yghU//lexA//frlB//araF//pfkB//ccmG//rhtC//ssuB//glpX//chbR//rhaS//cheA//zwf//sgcC//srlE//garK//murJ//ccmH//casB//pepQ//bcsQ//yfiF//sfmF//nudF//appC//ynaE//lit//
GO_0006521_6	livM//yidL//sfmH//
GO_0006522_7	ftsA//argO//gcl//panF//glcC//casC//artJ//
GO_0006523_8	acrD//mqsR//cas2//tmcA//
GO_0006524_8	yeeA//mfd//yahB//
GO_0006525_7	lpd//rnt//ldtB//agaA//mdtP//coaD//rarA//ygaH//adeQ//cra//yebG//mdtD//hxpB//ulaE//pdeR//ftsE//rlmG//sapD//ihfB//yceK//ldtD//
GO_0006526_8	dam//rnc//rpmA//yihX//uspG//metC//sfmA//lptF//yfeR//aspA//hpf//ygiW//uspC//
GO_0006527_8	pckA//pdeL//dld//bamA//yjbF//rplA//murF//ftsW//secD//
GO_0006528_6	yhjX//btuF//dnaA//cspA//
GO_0006529_7	fepA//xseA//
GO_0006530_7	livK//fdhD//
GO_0006531_7	xylE//dadA//rlmE//ibpA//tusE//elaD//matP//etp//
GO_0006532_8	rnd//yciT//
