#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rsmJ//trmB//hldE//iraP//
GO_0006886_5	yiaF//yjhB//scpB//ribE//yfbS//ygiN//ybeF//pphA//ssuE//ygdG//wzzB//
GO_0006928_3	rnb//rseP//cspG//tdcE//hyaC//prmA//nagE//selA//glyS//mtlD//metC//sulA//cusC//rsmD//nudF//yidE//pepB//entF//scpB//tpx//ybcJ//rpsR//potA//yaiP//yccX//dnaE//appB//oppF//dgcZ//yddL//astB//kefC//tynA//lrp//folM//yfaV//dfp//rpmE//feaB//mutY//mglC//yfcV//murR//aroK//
GO_0006935_4	narX//cheR//mreB//napF//chbA//ybeY//rfe//tbpA//hflK//citC//yihI//yjhI//ppx//yhcD//afuC//rbbA//
GO_0006950_3	fdhE//ompG//mcbA//thrS//mqsA//malK//yddL//ynhF//rapA//sdhD//kdgK//yfaU//potE//gmhB//speA//recF//wecA//yqhD//argS//mutL//yegV//uxuB//menC//mmuP//tpx//macB//yfcU//potB//ribA//bolA//poxB//degP//srkA//tyrS//yohC//cdh//ccmC//alkB//cnu//groS//yjeI//sgrR//glpR//arsR//fixB//yobA//glxK//rfaH//entH//hybO//cadC//exuR//flgA//ppx//tsaB//rho//aceA//chpB//glnD//galF//thiG//cyoC//ygjH//rpsR//caiE//dppF//fabZ//hyaB//elaD//metC//fepA//cmoM//puuD//prpC//ridA//mmuP//hokE//bioA//gltL//mutS//yaaA//hofP//arnT//cysK//malX//garD//nhaA//pdeD//tmcA//ppsA//narG//alsA//greB//argT//gadE//pdxH//cnu//hdhA//ybiJ//lpd//lpd//ubiA//prpD//tpiA//lpxL//rclA//secG//mdtF//lpxH//murB//hcp//pgk//dnaN//syd//yahN//hypA//mdtC//yciF//maeA//puuE//rpmB//rpsO//mpaA//rtcB//tolB//proA//trpD//grcA//ydhJ//yebG//yddM//puuB//rcsC//ygeR//flgI//livM//secA//dgcM//lysR//rluE//sthA//malI//iclR//srlE//treB//yebQ//bcsA//umpG//yaaU//upp//fliL//ompN//kbaY//mnmC//pgaD//clsA//fdnG//yfaV//asnS//dnaT//hslU//yicJ//lacZ//arcC//lgoD//cspG//cusA//flgA//prfC//cusB//gltD//ynhF//ybaM//glpG//chpB//ftsI//hslU//potI//pepT//ada//proS//ybcF//purL//lplA//cysS//asr//ybhP//rpsH//gcvT//lsrC//cyoA//dgoA//potI//nrfD//gloC//arnA//rpe//murG//yfcR//rplB//yibT//cusC//yciH//tehB//pheP//gyrB//fliD//yebG//yadN//yjcO//yfhH//selD//frc//ybhP//yojI//mukB//ccmG//argA//elaB//arnA//malQ//cynT//nikA//lyxK//puuD//hdeB//murP//ppsA//gmd//murQ//yqeA//lsrC//cca//pdeD//hflX//murP//preT//murB//ydfG//ldhA//scpC//eamA//malQ//dmsA//yqiG//sdaB//arfB//yraJ//guaA//fecD//exoX//kgtP//panF//wzb//purA//panF//cpdB//flgI//prfB//gntP//glpR//uxuR//yehP//lsrR//flgI//yidP//fdhE//chbF//rutR//guaB//rnhA//thiQ//argE//pgpC//ompN//hexR//hsrA//yhjA//sdhE//thiG//nimR//rffC//fpr//map//relB//xisE//ydiR//yhcH//alsB//truB//nusG//chaA//ruvC//baeS//nikR//murQ//yihV//hcaB//hofP//yjiR//cheZ//dcuR//minE//recO//thiC//rplS//cutC//yoaA//gabD//lpxB//malE//mqsR//ftnA//smrA//eptA//ulaE//etp//kdsA//xseB//rsmJ//dnaB//flgA//yhiM//yjfF//flgM//fadA//yeaE//qseC//cas1//hscB//hpf//garK//fabA//yhjV//ugpA//hcaT//pdxA//agaC//yacG//glnH//metB//ytfP//metB//ftsL//rpmG//malF//metQ//plsC//queG//kefG//uraA//gutM//ftsP//yhcF//yjjB//cusC//frlB//bioP//ldrD//truC//ydfH//cyaY//nirD//rpiA//pykA//phnI//eutD//entC//cysS//lysC//yidA//malP//rnc//cspG//aroH//sstT//argB//acnA//nrdG//rpsE//gntT//priC//kdgR//yeeA//ravA//phnG//prpR//ygiW//rlmA//mcrB//glpD//dxs//glcE//bipA//tatA//blr//ybiY//srlB//groS//cspD//fhuC//aceF//uvrD//kdpD//aceA//yhaM//mdtC//mdtE//gatZ//ydhJ//thiL//macA//entB//rpsD//dgoR//clpX//hcaB//thrL//purU//cobT//yidL//rcsF//kdsD//mnmC//birA//tus//puuA//yaiV//hisI//dmlR//ftsE//leuD//murI//yhgF//nanR//amtB//hycH//chbR//nanA//tktA//fkpA//rhmR//ycbX//fdhF//argE//ldtE//prlF//ybbW//yfbV//glsB//opgD//ispG//add//casA//tus//agaA//mntS//ribB//mglC//mqsR//rclR//rbn//btuE//cutC//flgB//rraA//speD//gabP//hybB//rsuA//argR//ssuA//araF//pyrC//zapE//mnaT//garD//panZ//potG//baeS//ftsB//frdD//
GO_0006952_4	phoU//elaD//tsaD//gspJ//chaC//flgE//recT//paoC//hypT//hiuH//ydjL//yhaV//
GO_0006970_4	murB//bamA//yiaA//lptG//yfeW//arnB//rfe//znuA//hdfR//rnhB//atpB//fhuF//nrdB//clpX//kduI//cmoB//exuR//thrB//yqiJ//hinT//ibsB//pheS//sanA//yjgX//ilvB//pgrR//gadX//rclA//yjaZ//parC//clpS//ccmG//ridA//ybbY//mtlA//nfsB//chbF//trpC//
GO_0006972_5	mscL//mdtE//artM//marR//groL//yagG//bamA//ispH//yjiY//upp//modC//caiB//hisD//blc//
GO_0006974_5	gabD//eutN//fumA//gloB//thiC//pdxJ//phnC//pphB//aphA//csiR//appY//prc//dsdA//aceK//rhlB//sohB//rnc//ribE//yajO//ulaC//scpB//yahI//dacC//yejA//mrr//yhaO//menH//baeS//ybhF//tolQ//ybhD//napC//aroB//recC//rtcR//ypjD//lysR//dnaC//ybiY//fucP//frc//yjhB//artQ//acpS//recO//argK//pgl//secF//intE//hcaT//ydiQ//ykgO//fur//ascB//kdpF//ygeW//ydaV//pntB//ptsN//srkA//apaH//prkB//nikE//fis//alkA//melR//abgT//serA//pdhR//ilvA//narP//opgH//trmD//plaP//flgE//ibaG//acrF//aroK//ilvM//acnA//lolB//deoR//uxuB//folP//mdoD//ompN//folE//dppB//tdcB//serC//bfr//qorA//dsbC//trpR//yqaE//adhE//ybbW//mnmG//rcdA//glxR//ydeO//gpmM//ybaQ//mscM//rlmJ//phoU//lnt//pgaC//cptB//mzrA//xapR//dedD//fecC//fucK//ydaC//yejF//yraR//gldA//nadA//proA//opgC//recQ//idnO//ltaE//idnO//hsdM//hycB//sdhC//frdA//yidH//ibsA//ydcP//ivy//nrfA//oxyR//trpL//insB-4//allR//entH//entD//aroB//yghO//yhaJ//yiaA//cpxR//yggD//ftsZ//nhaR//yahI//opgG//allC//dgcQ//umpG//appY//narI//garP//zipA//bioD1//scpB//ndh//dcuA//dinG//fes//yhgF//hisH//appC//dacC//maoP//ompA//fdoH//yhaM//dinB//ynjD//umpH//bamA//purL//hscB//abgA//hpt//rutB//yhbQ//baeR//glpD//yebZ//asmA//yhjB//nimR//dapF//ynhG//yegD//cmtB//zraR//gudD//fucI//trmI//yejE//ydiR//ybbY//pdxY//ptsG//ybcQ//yddL//rodZ//bioH//narK//yfdG//folD//argA//yibA//adiA//tig//ptsN//elfC//nsrR//ydeI//mrcA//malK//thrA//ydeI//arnD//pgk//glyA//rph//aldA//wzyE//zipA//frwC//insH-6//paaK//dapA//serC//yqiG//epd//ispB//cspE//yodD//cobU//tolC//hscA//envR//sutR//yieF//sucB//glmM//ispB//holB//
GO_0006979_4	fdhE//yjhB//nepI//pgaB//sdaB//galR//yfeD//kdsC//lldP//folE//ilvL//eptC//lpxD//ptsG//alaS//kduD//arfA//lyxK//aroF//fadA//csdE//thiH//gluQ//cspB//fieF//lapB//rpiR//mscM//ygiV//purD//pitB//yeeJ//hpt//dgcF//fliZ//tesB//pabC//thiE//rlmJ//ycbB//accB//rfbD//rplL//plaP//hfq//gatC//yeeL//spy//fliL//appA//gor//alpA//ybiH//yahD//yajO//ttdR//yjbE//dld//yaaU//hypC//ybdH//nrdB//ycbU//tsaE//yiaU//plaP//queD//btuB//rplD//yfdR//ybiA//cysI//fetA//folE//paaG//ycjR//hybC//secM//yoaA//lhr//yjeH//sohB//rlmG//fdoI//dacD//purL//
GO_0006986_5	speF//sbmC//tnaA//thyA//ribE//phoB//
GO_0006995_6	yfcP//ldcA//
GO_0006996_4	araG//yfaX//rimM//rtcR//accD//murC//ldcC//hcaD//ffh//glvB//tolB//insB-2//gabD//pepN//bioH//ubiE//mtlR//shiA//exoX//ldtE//cusC//scpB//gnd//yqhD//nikR//ccmF//ulaD//ortT//suhB//glsA1//rfaB//tyrS//ymgC//agaI//etk//argR//ygbN//mreC//paaC//
GO_0007010_5	pstS//
GO_0007059_3	hiuH//rhmD//rlmA//yqeF//glnK//yjcE//ftsZ//ppiA//dpiB//kdpE//
GO_0007062_4	pdxH//gpsA//tonB//dld//
GO_0007154_3	ycgR//hemB//cydA//rodZ//yafO//sgrR//prpR//dicC//narP//tusD//fucP//rbn//htrE//recG//uxaA//gpt//sgbU//ibsD//paaK//rluC//ompA//bluR//baeS//ilvA//prlF//tsgA//yidQ//envZ//sbmC//rplX//elaB//hlyE//fimB//hcaT//nrfB//lptC//argI//eutB//moaE//ytfR//lptG//kbaZ//dedD//hfq//fixB//rclR//yihL//ybcL//srlB//murI//eamB//rsmD//mdtF//rclR//miaA//
GO_0007155_3	rpsS//coaE//metC//wecE//wecC//rbsD//dnaQ//serB//yagE//cysH//hdhA//btuC//yejF//dcuR//yccS//mglA//mgrB//mutL//pspF//ffh//yfeX//puuB//galS//lolC//sgbU//fdhF//yqiG//ynfH//agaB//basS//argO//ltaE//arsB//hflX//atpA//
GO_0007163_3	fabB//
GO_0007165_3	mtgA//ugpB//truD//yfbS//pspA//nrdD//narW//dgcZ//adiY//hsdR//holB//waaH//rhoL//thiE//focB//lysP//puuB//fucP//gfcE//ampD//gpsA//lpxB//yhaM//cca//rplB//barA//ttdB//mtn//ykfM//mpaA//sgcB//yjcO//ndh//ydaV//idnD//btuD//ycjY//glrR//tusB//trpE//bglJ//clsA//hsrA//aaeR//mutM//yjeI//codA//focA//ycfH//hrsA//plsC//hxpA//umpG//maa//sfsB//argD//ptsN//fimZ//pgaA//sugE//
GO_0007166_4	moeA//ldhA//hybB//hypC//
GO_0007215_5	clpS//mepM//dapF//ytfE//
GO_0007231_4	tehA//
GO_0007234_5	mnmE//
GO_0007267_3	yebG//rng//
GO_0007346_6	def//dmlA//metF//
GO_0007584_4	yieL//psd//nuoE//yfaX//
GO_0008033_9	eptA//tonB//glnS//glnB//ppk//yjhI//dnaX//iclR//yciV//tolB//rpnB//cpsB//intZ//prlC//fabA//lpxM//mdtL//pdxY//hchA//gudP//phr//kilR//chbA//hlyE//fruB//yieK//ulaD//nagK//gdhA//hsrA//rbsA//rffC//mtnN//xylE//ivbL//pgrR//csiR//yeiL//yciF//sodB//hpt//ftsN//yahO//pykF//yegT//diaA//kdsC//ybjC//psd//mdtJ//ynhG//ilvI//uhpT//arnF//ftsP//nhaB//
GO_0008104_4	rlmF//udk//waaS//murR//yehT//nirC//etk//kdpF//rcsD//mepA//yqgB//proQ//ygbM//ilvN//arcA//dsbD//fabD//yfcU//yiaJ//yagJ//ycjQ//chbF//yfeR//malE//atpH//fucI//qorA//pgi//ftsY//chbG//nei//efp//yjhH//alsA//dcyD//ftsQ//prfC//nhaR//dauA//manZ//hycI//puuP//ulaA//ybjG//rph//prmA//gatA//ybiW//aroE//
GO_0008156_8	focB//waaQ//yggT//hypC//dtpA//nanK//
GO_0008202_5	prfC//
GO_0008206_5	dxr//
GO_0008213_7	argG//sufS//yjhP//lapB//ppiA//tesB//yfcG//rdgB//
GO_0008216_5	rraA//relB//citG//
GO_0008219_3	azoR//rcnA//fryB//dadA//scpC//ndh//ygbM//tsaE//yafS//infC//gadW//ispU//norV//gadC//yicJ//
GO_0008272_6	cspG//ghxP//cyaY//cusS//acnA//yoaA//exoX//
GO_0008295_6	tynA//rplB//speB//
GO_0008299_5	arnF//acrD//gcl//wcaB//proB//yceO//
GO_0008360_4	rlmH//waaS//bcsA//yqaA//ybhP//caiE//dicB//ychH//cstA//tyrS//torI//panC//rhmD//livK//yqeA//yedA//
GO_0008361_5	rpoE//menA//comR//ycfL//mreD//
GO_0008380_8	rpmC//
GO_0008610_5	dgoR//hofO//yhbQ//hupA//higB//yahI//setC//chpS//yhaV//hisF//insA-2//eutA//cusB//nuoH//emrB//mdtM//sfmD//aer//ygbN//gpmA//glyA//udk//cas2//queC//secE//tmk//rfaC//eutK//rna//flhE//coaD//ompF//dgcJ//iraD//rluE//sdaC//sdaC//hns//ldrA//rutR//mfd//gph//purT//topAI//arsB//pyrL//coaE//yafQ//alpA//aaeR//dxs//ileS//ibsC//preA//rutB//cusB//yieH//yfjV//ynhG//waaF//pyrD//gatB//infC//acnB//efp//prc//mrdA//
GO_0008614_5	lspA//lplT//yiaB//lpxB//mdtA//hldE//mdoD//
GO_0008615_6	gluQ//nrfA//sppA//umpG//cyoE//yfbU//insI-1//
GO_0008616_8	yejB//ycbV//paoC//eptB//yecS//arnB//caiT//
GO_0008617_9	ydiQ//
GO_0008643_6	uhpB//puuR//yadN//tbpA//rcnB//ldtB//cutC//amiA//ydjJ//bdm//soxS//hns//ubiD//lysO//yfcG//tyrA//rdgB//tyrA//sixA//orn//ydiQ//cecR//dinI//eptA//arfA//fdnG//lpxB//sdaA//bamE//abpB//prmA//seqA//tabA//argG//motA//purD//truC//ftsW//msbA//cyoE//mdtC//glmS//surE//yidP//ptsH//prfA//pdxJ//yhaV//wcaJ//gltB//yciV//mhpB//tyrB//wecB//purD//ybiO//oppA//xanQ//thiI//ghxP//fecA//ftsN//yhgF//rsmJ//cysG//rstB//erpA//pinR//ygfX//setB//elaD//ydhC//ldhA//csgF//nagZ//pphA//rnb//glgX//zinT//yraN//ydgA//ykgF//rhtB//murP//yadN//fabI//ydjH//rsmI//sdhD//zitB//opgE//truB//sdhD//yhhY//ahpC//yiaT//nrdB//recA//rtcR//gcvT//waaH//hemH//ihfB//mepH//ftsK//bdcA//gutM//rsgA//phoQ//asr//alsA//nanA//csgE//treC//
GO_0008645_8	nadK//nemR//hisI//treR//yihT//mog//ansA//manX//sulA//patZ//gspE//araA//yhjR//yaaJ//gudX//mnaT//yjeI//gltD//idnO//yciE//pth//araF//entA//yhdX//
GO_0008652_5	feaR//sucC//intS//slmA//ygeW//garK//murA//nsrR//rpsM//sdhE//fhuF//prpD//acrE//yraR//puuD//yibA//yhdW//entH//polB//ldrB//cyoB//ptsI//tpx//dgt//sspA//hyaD//sxy//cyaY//arsB//secY//hha//mntP//hsrA//ihfB//ampE//lsrC//yqhD//yehD//hemB//rimJ//yjjG//fabH//yhbQ//appB//paaC//ftsA//yhbX//gsiC//rsmJ//clsB//ygdG//trkG//gltX//ynfH//cobC//dgoD//rplA//yadN//yneL//rpsG//paaE//glpR//nac//tauC//ihfB//aroB//ndh//leuC//rpsO//epmC//nhaR//rfaQ//tatB//cspB//lpoB//basR//atpC//ihfB//amiC//lptG//gatY//dnaE//dapB//sdhE//yddL//yjhB//glsA1//hslU//frvA//tpiA//cobC//gabD//ygeA//cstA//fliS//ybiY//cspA//waaZ//ilvC//bglF//cdaR//tldD//hyaB//mlc//metK//yaaA//nagK//rlmM//lpoA//cedA//psd//plaP//ygiW//rnhA//
GO_0008653_5	hxpB//ycgB//lplA//ycgR//agaI//aer//yggN//fucK//ydaN//fruA//rhaM//hisG//yiiM//
GO_0008654_5	lsrR//yjcS//rplQ//argP//yaiW//glpA//dapD//npr//kdsC//yfdG//kdsB//fiu//ecpR//narV//emrE//hprS//malI//hslR//ubiD//crl//dgcQ//bioC//cmoB//intZ//hsdR//yhhZ//pfkA//hybF//yqgB//bhsA//narI//yqhD//cysW//fdrA//nrfA//
GO_0008655_5	rlmI//mrcA//ldtA//rplP//hemB//djlC//tqsA//
GO_0009050_6	moeB//arfA//
GO_0009052_6	nlpD//torD//yidC//mlaC//apaH//rsmC//amyA//
GO_0009056_3	cyoB//frsA//aceK//ynjA//yohD//yibH//puuC//ybaE//tdcD//gpsA//yciT//pheA//trpL//recJ//mqsA//fetB//rpiB//bamC//livG//pgaB//norV//gpt//qseC//yojI//nirB//casC//ymfK//chbB//ydfD//dcuR//flgK//bioC//gmk//ddlB//pfkA//hofC//rlmA//aqpZ//ydiZ//cheB//nmpC//alaA//serB//rluE//sbcD//gcvP//cas3//ybgQ//syd//xerC//cspD//fis//rhtA//thiG//mtgA//cca//gadE//hypF//atoB//fieF//ycbU//prmC//hscC//nlpE//shiA//glcC//chaA//cobU//zitB//dctR//ftsH//mutY//ptsI//murQ//trpS//ftsE//uhpT//ulaA//hisF//yrdA//ghrB//murE//lysP//mntH//rnc//yddL//eco//yidP//rhaA//gudP//yciG//erpA//yehP//kbaY//waaJ//ileS//ychO//narG//yihP//fabR//pbpG//ybaQ//rbsD//yoaB//rcnB//pflA//fryB//adhE//fadI//yggD//eutB//exuR//ydiP//speE//ssb//ariR//rpoH//rluD//menD//trmD//yqaA//lspA//pspG//yfbU//queC//glpD//ftsB//insE-1//amiB//lpxD//fhlA//yjcE//viaA//lysU//ompW//rplL//secY//fruA//nadB//uxaB//ymgF//nhaB//mhpA//ftp//mmuM//rbsR//cysB//rclB//deoD//agaI//ybdH//hofO//phoR//yhhZ//pdeH//phnL//araC//cbtA//oxyR//ldtE//yhaM//pgm//yacG//nanE//yfeR//cdgI//galE//flgG//aes//rpsK//dgcE//prmB//hxpB//ghxQ//oppB//prfA//pgpA//lysS//yedL//yraN//recD//hofO//surE//yfjR//cueR//recQ//yggN//fdoI//bioC//hypT//rnhA//argH//hisM//lolA//trpC//yfgO//umuC//rfaG//asmA//thrS//der//epmC//deoC//eptB//gsiB//rpoH//acrE//ytfR//fliM//murE//dgcM//yiaO//ddlB//rhaR//iclR//slyA//rusA//rlmG//rpsO//livJ//feoC//fadH//phnN//pykF//iscA//dinB//paaF//livM//nanK//ygeV//suhB//bioD1//trkG//nrfD//rpoH//rsuA//ulaB//norW//zitB//cynT//cmtA//tktA//ygfZ//zapD//fhuF//srmB//tnaA//bglH//ggt//ygbM//idnD//hisS//gudD//ugpB//dgcZ//satP//abgR//dauA//pheP//psuT//cydC//cydA//recX//proP//rayT//alr//pepN//umuD//waaS//emrY//amyA//dkgA//ykfI//ygfA//degQ//aroL//phnK//psd//ugpC//gntR//tufB//tktA//elfG//yfcG//yagI//ndh//cpdA//paaX//torY//bamE//menI//ybaO//mrr//yajQ//ydiO//adiC//dapA//mhpR//wzzB//yaiP//thiE//yrbG//yfaU//dpiB//rph//sdhD//yfeW//nepI//alsK//flgM//rdgB//cbrA//coaD//yeeA//tyrB//rpmB//gadC//allB//intF//acrE//elfC//lgoT//ybdG//cysN//nuoI//yiaL//yadI//bluR//ygeA//bglA//aroG//sspB//cynT//pstC//malP//pppA//ynfL//metR//cueR//yddA//ybbW//panB//rrrQ//bamC//sgbE//ydaV//envC//msrB//lptD//sbcC//rlmJ//malP//yhaM//agaI//yraR//yggT//hupB//mreC//rclA//yfaV//cmoB//frlB//asr//nadA//pyrE//purA//tktA//ettA//yeeJ//ssuB//gmhB//melA//otsB//paoC//rlmJ//ybaQ//wzc//lysO//galE//nrfD//frmA//araA//hsdM//yedL//uhpC//pntB//cusF//hybD//pspC//glk//fabR//focB//hemN//topB//ilvA//iraP//ynhG//ydgA//rseC//argK//rlmF//ydjE//nrdE//fabB//frwB//paoC//sapA//blr//gloC//fecC//yagJ//fau//phnI//prc//secA//pagP//
GO_0009057_5	cheW//rpmE//aidB//ldtE//agaI//frdB//fliZ//nanE//ychF//nlpI//yhjX//dgcM//perR//yfdO//mntH//dacC//thyA//hdhA//dppD//thrS//ivy//rimJ//flgF//kdgK//glpB//recA//preT//yciE//nudB//ybbN//nagC//rsmG//yfaX//mdfA//ycgB//bssR//yihU//radA//glxR//menC//ybhF//gspI//adeQ//asr//rlmI//epmB//pdeF//mltD//putP//fruB//pdeK//cheR//elyC//cusB//
GO_0009058_3	ydcZ//grpE//prmB//murP//cadB//sbcC//yhhY//sgcB//fucK//rfaF//ftsA//uhpT//yheT//yijE//zipA//ydcI//gcl//mgtA//mdtG//phoP//tag//selU//rffH//leuO//sucB//cdaR//allR//phoU//rpoD//ydaC//pepQ//hflK//era//yadI//yahF//mepH//ddlA//hflD//yagJ//casE//rhoL//phoQ//nagB//chaC//elfG//moaE//mutS//pth//yajR//relB//rhsD//mdtC//frlR//ygaZ//araF//ymgF//xseA//katE//cyaA//atpC//lysP//rnlA//atpD//ytfR//asr//ycbB//lptB//trmH//ghxQ//azoR//ligA//alaE//chiP//emrD//pgm//ampH//caiE//cobB//bsmA//eptC//kch//yqhC//dgcF//yjjX//fabR//thiQ//gmd//ydfH//ybcL//mdtC//bglJ//nrfA//ascB//mglB//vsr//yieF//sucB//cmoM//cydC//yneE//hyaC//dinG//yehU//pheA//mtn//lpcA//hxpA//lysP//yebK//hofO//yafO//mlaF//gcd//acpS//wcaC//lptD//napF//radA//yhcH//luxS//phnO//wecA//rffG//yqaB//yieF//flgC//yraI//lpxD//tyrB//greB//yciE//ftsI//fau//glmS//pgpA//sdhB//ynfF//mglC//lacY//queA//dppA//prmA//phnO//eno//glpK//phoA//parC//ompL//sdaA//srmB//uxaA//yijE//hemL//basS//mug//tatA//rnc//ldrB//deoB//amtB//gapC//murI//narZ//helD//fryA//glmS//thyA//yieE//ydiO//valS//yedF//mipA//tqsA//moaD//dauA//treR//sstT//hisF//yfeO//yghU//recX//fixA//recF//degQ//trpB//lptB//asd//rhsD//yeiG//yadI//ccmD//nadB//gsiC//mppA//sodA//yfbR//hypT//hisP//ttdT//lsrK//hycA//dtpB//alaC//cysB//aspA//cpsG//exoX//msbA//gph//gfcE//melR//ydeP//thiL//alaA//eno//casB//dkgA//nrdI//ydaC//gdhA//epmA//nagC//sgrR//yihQ//yfcS//dicA//menI//mhpA//mdlA//yehX//dgcT//kduD//pth//recB//mreB//nac//hofP//smpB//lpxP//ygiW//potF//recA//intE//exuR//nrdI//thiI//ptsG//hiuH//metH//glnD//gsiB//pphA//yodD//fliG//ptsP//pitA//bamD//gapC//ribD//argD//argA//emrY//ybgP//trmH//rnt//ybiJ//ypdB//paaC//cysB//nlpA//msbA//ibsA//nikE//hycA//yqeF//orn//pepN//cpsB//citE//poxB//gltL//atpD//ygjK//betT//rimJ//chaA//yihQ//mliC//gstA//menE//yhcH//insF-1//pdxA//fruA//dgoT//trpE//agaI//artQ//rcsF//ubiD//menC//arsC//chpB//matP//gltI//yaiW//xerD//pgm//ssuA//wecE//hypF//preT//sgrT//ribC//mtn//osmF//yidD//panZ//gltX//srkA//lysU//dicA//yidR//dpiB//queF//rseB//rhaA//yjjW//yedX//ydiR//dppC//yebS//mrcA//ascG//bdm//lysO//sdaB//acrB//rmuC//guaA//rcdA//gpp//umpH//waaP//hisH//evgS//bluF//yadG//gfcE//pgrR//folD//manY//yecS//ydjJ//pnuC//rfbD//ycbB//sapF//pldB//rfbX//glpC//mcrB//gcd//dmsB//thiE//artM//dcp//rffM//mdoD//sad//araE//sufE//yfhM//znuB//fumC//alaA//mrdB//mlc//cynS//gcd//sbmA//cdaR//sapF//sstT//hybF//hyfR//bluR//yfcF//ssuB//pdeF//yhhZ//yiaA//mmuP//add//rihB//ftsE//mdtK//epmA//idnK//tnaB//aroK//mcrB//narL//ptsI//macB//yfeD//pstB//rodZ//csgB//pheA//aspC//puuE//frdC//argH//nsrR//gadC//ddlA//tomB//uxaA//glcF//yiaJ//rplR//fumA//asmA//scpB//ligB//ptsP//yggD//yagU//insH-6//nrdD//aspC//dcm//yieE//pheS//yihI//kdsB//umpH//ribD//nanC//ihfB//yfgJ//menA//fimH//tnaC//ribA//mreD//deoC//purA//yiaU//insA-1//ubiA//viaA//sgcE//ybaT//dnaG//yadK//gppA//cysK//csgE//yjaZ//dnaA//coaE//yhcD//xseB//fhuC//gshA//rhtA//prfC//nlpE//yddM//hofN//argK//orn//glnH//hda//yfcP//cho//bglJ//tnaC//rhoL//ghoT//alaC//fliK//atpD//tatC//mltD//xdhB//ybhA//truA//tgt//gspJ//gpmA//mreD//fkpB//phoB//yifB//yciK//yphC//sdhE//ettA//purA//hpf//rffG//manA//glxR//yggN//fadD//fdoH//yieF//pstA//yfgO//ilvB//cmk//yqaB//ldtE//hflX//yhcN//tnaB//ndh//rbsD//yjjB//ybaM//yacG//yddA//pdxB//ddpA//sohB//flgK//insI4//gatY//cysN//fimZ//tcyJ//yhaJ//iscR//adk//carB//cobS//citX//narJ//blc//purL//gudX//eptA//cysU//yghG//dtd//dpiA//dinJ//rmuC//dgoR//trpB//yiaL//dpiA//metQ//agaA//rclR//nrdR//deaD//ppiC//dsbA//cueO//zraR//purU//alr//dinB//glsA1//eamB//mdaB//bioF//ispF//frdD//ldtD//rfbX//artQ//dhaM//fnr//xapA//cspD//ydcO//sgcC//ldtC//hcaF//purF//srkA//erfK//eco//hybC//fliL//aldA//rffC//rbsC//nrfE//gntK//mog//nudC//hslU//cadC//gdhA//yiiM//etk//cysM//rcdA//hha//gnd//feaR//mlaC//flgF//yaaA//prpD//rutD//tgt//fimF//era//rpsK//prpB//dld//rlmN//casE//adeQ//rmuC//atoC//yhdW//elaA//moaB//mngA//soxR//rlmB//mdtD//comR//yjbG//yghG//nusG//yjcS//ynbB//yoaB//yfbV//holC//ygiN//lsrR//lgoT//rsmD//rlmN//murE//metI//sodB//deoA//nadE//rpe//rplM//prc//metG//rhaT//spy//ade//mug//rfaQ//proW//ndh//yicJ//rapA//clpB//rfaQ//deaD//dppF//fau//yhdW//nfsB//argR//talB//aroE//rpoS//rplL//uxaC//metF//katG//pgsA//glcC//narX//ftsX//rplR//kduI//agaI//dosP//ndk//ptrA//rpsQ//dadA//cpxA//fliM//dauA//ygbI//dgoA//yicJ//pspG//asnS//tehA//ompW//proQ//gshB//sbcB//insI-1//yqiI//fimA//hupB//hyfF//rsmF//yqeG//ackA//yiaM//rpmC//yijE//frwB//bolA//ligB//mutT//ybaM//nagK//glgX//ycjU//ycfH//slyD//ubiI//rfbC//puuP//trmA//zntR//polB//yfiE//queC//uacT//narP//mntS//ridA//yqeA//yihT//clsA//waaO//creB//bdm//hslO//ybjC//dps//pinQ//yidA//accD//yhiM//rnlA//gpp//lsrD//narI//yhjA//znuA//guaC//ycjU//rpmH//yjbB//fdoG//yqcC//rluE//yihI//hypF//panE//nrfD//lsrR//hrsA//
