#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cmtB//lgoD//sucA//rluB//
GO_0006139_4	nimR//opgD//rlmA//rzoD//yfcP//yfcR//ynjD//yddL//lpxB//pspD//mutT//ycjU//ybjD//iscA//nagD//pnp//fklB//yhgF//ddlA//epmA//yfeW//yhcD//cysM//galM//osmF//priB//rbn//rimM//yraN//ibsC//gpp//rpsB//wrbA//dgoT//yqeF//rpsN//ybaT//ibsD//yegV//crr//rpsK//miaA//rutR//mdtK//lpxK//yjbF//speG//nlpA//murF//pstC//slyD//rnb//wzzE//hupB//trmA//hrsA//yhhY//yghG//yijO//bioB//sbmC//arcB//rcnA//hdeB//trmH//rutC//ltaE//pphA//rmuC//pinE//dppC//yehX//pspA//dnaB//cusR//glmS//ynaI//uidC//yedL//livG//ampD//rna//rtcB//paaX//minC//purC//deoD//nuoM//gadW//lysU//yfhH//sdhD//yehU//ybjG//rhaT//map//rplI//preA//gatZ//fabR//ybdZ//hxpB//wecB//rcsC//scpC//tolR//rpiR//lpxP//yieH//acrR//msbA//yaaA//alsE//ynbD//fadM//recO//recC//uvrB//zur//nagK//tdcC//glpB//mrdA//ubiA//livK//astC//leuD//glpG//yhcH//nupG//cueO//ampH//nemA//cadA//nanK//fis//ubiA//ampH//rfaD//sfsA//flhE//frsA//lpxM//yjgX//nupG//adk//yhbY//dedD//apt//tamA//zapB//dgkA//yjcS//cpsB//paoC//thiD//kefC//ptsI//mltC//curA//polB//acnA//ilvN//aaeA//ydiF//gntU//alsK//purB//insI3//pyrC//potD//pgk//higB//pntB//ynbB//dgcF//nhaR//yadI//ppk//yeiL//plsX//mdtP//ydiK//yjhP//ybaQ//avtA//yjjQ//tcyJ//secA//glgX//elfD//nac//wecE//aslB//gyrA//dtpA//paaH//crr//waaQ//paaG//radA//phoE//eutB//tyrS//ykgM//fdhE//fliT//yfcG//miaB//yehT//glpB//kduD//yghO//acrF//prpR//ilvC//ispU//ypdA//rimO//deoA//lpxD//xseA//cbeA//glmS//yhjX//nikE//cobC//hyi//hofN//ratA//yciA//sixA//hdeA//potC//secB//ulaC//cspI//rpsL//glcF//ptsI//puuR//mioC//sbmA//iaaA//pncB//uxaC//mak//puuR//yceO//yhhT//codB//yrbG//secD//rcsA//rlmI//cstA//holE//malS//tas//murB//frvR//mhpC//yfaV//dicA//mmuM//cysD//puuR//ycdY//ccmE//tdcB//xylA//ydfH//ytfR//rutG//csiD//metH//tyrS//elaB//ecpR//nirC//speF//ygiV//fabA//yehB//narI//gloA//pheT//uhpC//rbsK//sodC//gstB//ydcO//sodC//glsA1//umuC//xapR//lpxC//acpP//rlmH//tldD//gcvA//yqjH//wzc//nlpA//ybdO//yjiQ//yibA//argF//agaI//frlC//hypC//lptF//ivbL//dtd//ydeE//yeeL//dmlA//alkA//accC//dhaM//cyaA//deoB//pheP//yfbS//ycjR//tdcF//csiR//ydeP//argE//cobT//rrrD//mdaB//rfbC//frsA//yibT//exbD//tnaC//ftnA//acrA//yggF//abgT//elfD//proS//mdtC//ompR//ccmC//mrr//cof//glgA//yjeI//guaD//mdtF//gatC//rppH//focA//uspB//gadE//gabD//ybdM//skp//comR//ygiS//rph//ygfX//tig//pphB//iraM//glcE//glsA//yhjC//glpR//cecR//fadL//gatZ//ybiW//ppiC//ygfA//paaZ//metQ//ycjD//ybaL//hyi//yhiM//pspC//xylE//ybiW//xerC//cysH//ydaN//cvpA//csgG//glgX//rsmF//malQ//artJ//uvrC//ybaK//pdeK//gspJ//degP//bisC//tsaE//dicB//galU//dxs//dinD//mltG//fumA//rimJ//ldtB//trmB//hisF//casE//fdnI//panC//arsR//coaA//xylG//lipB//ppsA//ccmC//rodZ//preT//tdcF//argA//sulA//ldcC//rseC//trpE//kup//rpsP//paaB//shiA//hscB//rpsI//mrcB//rutR//bssR//glpG//glpR//uup//soxS//sfsA//gadW//galE//nrdA//yeeJ//pspA//yfcA//dgcQ//xanQ//rhaB//sucC//ariR//yihX//feaR//yhaJ//iraD//mdtB//rpsJ//thiL//fucA//amyA//mltF//fieF//ynjA//glnS//melA//rlmG//ugpE//alkA//minD//envY//yhcF//envY//adiA//atpD//thrL//lpxP//nudF//tomB//pcnB//araE//ytfE//waaQ//gapC//sgcA//gor//rihC//ssuC//sanA//yajL//nikE//dgcT//ribC//tmk//npr//yqgF//rlmJ//glvB//ogt//yqjH//pspF//uraA//mipA//zapB//rffG//pheP//dsdA//abpA//rlmB//speF//yfiC//waaH//yqaE//rcnA//phnN//lacI//rpmC//galP//ydeP//lapA//torR//garD//ldtE//frsA//mnmE//nagZ//fabZ//hipA//mepM//proP//aidB//fnr//yceK//nagZ//mntR//iraP//ilvC//csdE//agaS//aceB//fimE//cspI//nupC//pta//potC//preA//greB//ydcP//nrfC//arcA//fryB//yahB//rrrQ//acrR//ppiC//yqeA//yqjH//fadD//hcaD//era//trkG//pdeH//glyS//fixC//fucK//agaW//yiaO//patD//yjhG//treB//yedX//queG//pal//ybiV//blr//narP//ybgI//waaY//yihQ//ykgF//srlB//dgcN//ispH//lptF//yibA//pdeF//metN//chiP//ftnA//yceK//lgoD//lpd//oppC//feoA//glnD//ribD//panE//rhtB//mgtA//ggt//trmD//bcr//ypdF//ycjY//yneJ//higA//uhpC//mdtA//acpS//yfcS//dgt//
GO_0006140_6	cvrA//uhpC//
GO_0006144_6	yijE//tatB//frdD//leuC//yqeF//mdfA//phnM//sbp//rihC//proV//
GO_0006145_7	gutQ//selU//pspF//casE//
GO_0006146_8	cysG//ribE//
GO_0006148_9	dcuS//
GO_0006149_9	relB//
GO_0006150_9	ftsH//
GO_0006152_7	maoP//map//yidK//murF//rayT//wzzB//
GO_0006154_6	rpmA//
GO_0006161_9	sapB//
GO_0006163_6	pgaA//hemC//rpsJ//panD//uacT//smrA//agaB//sdhC//pgpC//sufS//yahN//smrA//cbeA//yraR//ettA//ftsQ//ddpA//yqcG//dnaK//dcm//yjgX//yfcV//dicA//yagE//srlE//kdsB//ptsP//ybfA//mrp//fis//gspI//flgB//minD//rsmB//hokE//wzc//pmbA//secD//csdA//fecA//ybaT//tktB//dicB//casA//codA//yjiR//wecA//metI//glnA//xylG//hsdM//fecB//sucA//ptsP//
GO_0006164_7	kbp//abgB//clcA//gltB//ygfI//atpE//fecD//galU//pdxY//ansA//hofC//cspD//ybhR//ymgF//serB//dppC//ttdT//ygjH//cdh//truC//ugpE//yafS//fimI//pspF//fadB//umuC//nfsB//gsiD//msrB//lexA//acrF//panD//opgG//paaH//flhC//ytfP//fabG//fur//csiR//mdtL//
GO_0006165_7	allB//umuD//nagA//priB//pgaA//arfB//tcdA//yqeA//mtlD//panB//rusA//dppD//sthA//rsmF//tisB//cyaA//fic//trkH//yieF//
GO_0006166_6	katE//cirA//
GO_0006167_6	galU//
GO_0006168_7	nuoB//xseB//
GO_0006171_9	rplP//
GO_0006172_9	hyaA//
GO_0006177_9	yraH//rpsP//mazG//
GO_0006178_7	ybdZ//
GO_0006183_9	trkA//
GO_0006188_9	feoA//pspC//cspG//flgB//
GO_0006189_10	cdd//atoC//
GO_0006195_7	hofO//metN//
GO_0006203_8	dnaJ//sdhD//
GO_0006206_6	ycjY//hflC//treA//yidZ//recT//hisQ//glmU//metL//atpG//malG//ypdF//rnc//rbsA//panC//ccmH//fucP//rhaD//ybfA//gntK//yehT//panC//oxyR//fabR//ccmF//dcp//entA//
GO_0006207_8	mdtC//rluD//gntP//queF//yicJ//
GO_0006208_7	qseC//livF//nrdI//dinI//comR//atpD//dgcE//trmD//argO//mdtI//solA//rseC//yfdG//
GO_0006209_6	srlR//
GO_0006210_8	fsr//
GO_0006212_6	map//fau//narL//ymjB//fcl//ldhA//dam//ycdY//cpdA//glnP//mukB//
GO_0006213_6	acrB//lrhA//nanT//atpC//menA//yeaD//ygdG//pdxK//pflA//rnhB//dapD//yafS//truC//pgsA//iscR//modC//
GO_0006216_9	dapD//
GO_0006217_9	yihV//
GO_0006218_9	rpsG//
GO_0006220_6	garK//frdD//livM//metH//waaL//rhmR//ybcL//srlD//sgbE//prmB//lolA//rhtC//lnt//nth//mntH//dauA//yaiV//yhfK//rluF//mlaD//
GO_0006221_7	uxaA//idnT//cyoD//mlaB//sbmA//hcaT//ivbL//hyi//crl//elaB//proW//yjcS//rplF//
GO_0006222_9	cof//
GO_0006225_9	osmF//
GO_0006226_9	proP//serC//
GO_0006227_9	dgcT//
GO_0006231_9	pliG//
GO_0006233_9	yegS//
GO_0006235_9	sufE//
GO_0006241_9	cpdA//
GO_0006244_7	rfbX//aroH//ccmH//glrK//cirA//nuoE//lsrK//
GO_0006259_5	csiR//bcsA//tatB//lysA//dinJ//ycgV//dctA//yajD//yahK//mlaF//fadD//entS//rpsE//gpmA//ydfH//speA//yoaA//uspB//murI//mdoD//pheT//sad//yghO//waaG//waaB//rnlB//chaA//cadA//lysS//yqjH//bepA//lpxT//ribA//manZ//yadC//ttdB//yhgH//greA//pykA//fkpB//ppiA//malI//cstA//bcr//yefM//metK//astB//dapD//ompC//bluR//yjjQ//proA//dppA//pinR//cdd//ulaR//yidK//ade//torD//ydcO//garD//gatB//kdgT//hyaD//yjtD//ogt//eco//codA//yfiC//cysH//proC//mnmC//entB//ftp//rplC//uacT//cof//ldtC//hslJ//rsmE//kefB//yihV//yagF//ynfL//yqgF//fepD//ccmE//phoB//metC//elaB//yijO//iclR//torR//flgA//fucA//birA//hemB//rarA//garD//phnM//malP//xseA//polB//fhuC//cysB//ispA//xylF//malP//gph//dsdX//yeaD//argT//gcvT//elaB//folE//galS//hinT//alsK//fadM//ghoS//rplY//yeiL//cytR//bamB//cheB//bdcR//yafS//yadI//bglX//folA//thyA//mnmC//lsrA//yccA//yddL//yoeB//bolA//sodB//ydhC//speC//phnH//ais//ybiH//yjeI//argK//ydcT//agaB//xylR//
GO_0006260_6	mtlR//hyfF//aroE//manZ//pspG//ydjJ//tsaE//pflB//araC//ubiI//dcp//fliK//yjjW//yjhH//ppk//aceF//narU//pphB//pstA//cbeA//yggX//
GO_0006261_7	pgaD//mdtP//hisG//cdgI//lacZ//lgoT//cysE//bacA//plsC//csiR//rpiB//yqgB//
GO_0006265_6	cheB//acs//hokE//caiT//rpsA//
GO_0006266_6	puuA//yjcE//yqjI//
GO_0006267_5	aaeB//
GO_0006268_9	hdfR//livF//lysU//
GO_0006269_6	xylH//
GO_0006270_6	casE//rplL//yhbS//leuC//yhgF//glxK//
GO_0006271_7	iraD//galR//iraM//
GO_0006274_6	araB//
GO_0006275_7	frlC//entS//nagK//rnt//gapA//hflX//fliG//kefF//era//
GO_0006276_3	slyA//hpf//gloB//cysN//yhjC//caiE//yafC//panD//
GO_0006281_6	selB//yiaJ//mazG//dmsA//ydjK//yjiM//ybcJ//hofN//nikD//rlmE//lpxL//yahI//ldcC//yeiE//rhaM//uvrA//malX//tar//yhjG//yoeE//tilS//yafN//ompW//rpoH//tatA//yafO//nrdF//ftsP//ydhC//phoP//livF//flgG//treR//nanC//chbB//ycfJ//nrfF//dcuD//sfsB//pepN//oppA//ybiV//nrdB//amtB//cpsG//bioD2//rcnA//hslU//adiA//rclR//mcbA//aidB//tdcF//adhE//accD//
GO_0006283_8	proB//
GO_0006284_7	sstT//atpB//acrB//rraA//livH//nrdH//
GO_0006285_6	ldcA//cynS//tyrR//yejF//yohD//
GO_0006288_8	mak//lsrA//
GO_0006289_7	mrr//ais//
GO_0006298_7	recJ//cycA//lplA//yadC//rluE//ygfI//mdtB//hrsA//dxs//ftnB//
GO_0006301_7	lrp//hslJ//ebgA//trpS//
GO_0006302_7	galR//rhaB//tcyJ//arnD//ais//murQ//yahF//ybbY//cspA//
GO_0006304_6	tabA//cysI//yihP//frdA//emrE//yeaV//ybiV//der//csrA//
GO_0006305_7	paaZ//waaC//arsR//hdeA//
GO_0006306_5	ralR//tamB//mscK//glsA2//
GO_0006307_8	eamA//ydhJ//rhaS//proP//ygjR//
GO_0006308_6	cysZ//yegV//yiaJ//bdcA//yneJ//ydcR//nadB//glpK//gabP//plsB//ybdZ//ygiV//
GO_0006310_6	kdgT//rhaA//dppD//yfaX//tdcC//fetA//ftnB//ygcO//recQ//focB//xerC//infB//sufD//livG//nagB//uxaB//skp//fis//ubiE//alsA//ubiG//yciT//ccmH//rzpD//nuoG//purR//speE//putA//tusA//truD//trmA//frdB//ade//treA//gstB//uof//lysR//ycjW//cedA//alaS//nrfE//leuO//yjaA//
GO_0006313_4	ilvM//sucA//amiB//yeaD//scpC//galP//ydaN//
GO_0006323_7	sdaC//
GO_0006325_4	rbbA//
GO_0006351_6	tesB//metQ//rpsI//yqhD//ibpA//gyrA//yfaU//rnpA//fimB//tmcA//zinT//uspE//ppiD//fliM//yieH//ytfR//prlC//envC//yqcC//yfbR//envZ//yiaB//rstB//cpxA//radD//yahF//hokB//iscR//ydjL//accA//yeaG//mnmA//lpoA//abpB//lptC//cecR//rcsC//artQ//ralR//nanK//menC//mdlA//argG//modA//dgoD//mhpT//hofC//moaD//queF//lpxH//nanK//cof//feaR//gsiB//yihV//abpA//pta//rcsC//cytR//feaR//fdnG//fucI//ompA//yahB//ybhG//yghB//rlmA//argS//yggD//yebK//obgE//bsmA//ldtA//pyrE//hybO//adhE//yibF//guaD//rnr//hyaB//znuB//cysQ//yieK//fepC//gpt//mdtA//mdtG//yojI//ascB//lldD//hemD//ygeV//gabD//iraM//recX//rfaQ//ypdB//ugpE//shoB//fimB//lgoD//psuG//coaD//pflA//yhaV//nupC//yqiJ//flgC//panF//pnp//ggt//hprR//prmA//ycdY//sdhE//waaB//bssS//atpB//pyrD//
GO_0006352_7	uidR//nupG//rfaC//lsrR//
GO_0006353_7	rnb//prpR//
GO_0006354_7	yaaY//deoB//mepM//
GO_0006355_7	fadI//gntU//bcp//plsB//nikR//frvB//xthA//hflC//ygfA//mtlA//deoR//rcnA//endA//speA//tsaE//yjjB//pepQ//cecR//hisC//xerC//pcnB//ftsP//nrfF//epmC//rnt//csrA//udp//yphC//rpsG//rdgB//moaA//cho//rhaM//fabH//map//pgsA//wcaB//eco//fcl//tktB//hcaE//dapB//lsrB//mog//rfaH//araB//cspD//dicC//blr//marA//spy//uof//insF-1//gcvA//murB//cysP//caiT//mtgA//yedL//ilvN//yifB//ilvA//torZ//viaA//yjjQ//rdgC//tktA//pspA//hemG//dcyD//fucA//rstB//acrZ//rplO//dacC//nuoB//galM//sufC//tdh//yohC//aphA//allB//ftsQ//nrfA//cobS//lysS//rutF//csrD//rseC//ymgF//yjeI//queA//yggN//potD//pntB//argR//tolB//scpB//bamC//yddL//yfgI//gltS//yhbS//ilvM//astC//maeA//pheS//ycjU//sbcB//yhdJ//chaC//insI4//sutR//ibsA//eutA//pgk//selB//ribF//bcsQ//murA//metF//pheA//hsdR//yihW//norR//frwC//ycgV//clpP//puuA//yajL//rplS//ygaH//astB//waaF//ycjD//hslV//fpr//nanA//arsC//metI//cnu//metL//prmC//yggD//rhsD//hflD//hybA//fdoG//deaD//kbaZ//glnQ//mdtK//sspB//eno//ubiI//nanK//hyfC//mqsA//rpe//alkA//pyrF//ldrB//nrfG//otsA//amiB//wecB//agaC//rodZ//mreB//preA//relE//pgaD//proW//sufA//xapR//aphA//ygiW//yjiQ//rlmI//insI-2//ybcJ//rplB//rfaH//ilvC//umpH//cobU//yehY//citC//plsX//relE//frdA//cecR//ssuE//dsdC//pykA//potD//agaS//phnJ//xapA//rluF//diaA//ileS//fetA//glpR//yebC//ykfI//yahK//yfbU//lpxB//manZ//queD//yahO//fdhD//rhaA//lpoA//fiu//mepS//yafQ//cheZ//lsrB//tcdA//purC//dcuD//fepB//rhtA//cmtA//dsdC//dctA//ydjM//ydcR//yjiX//ubiI//cysN//fepA//gppA//mazF//metQ//nupG//rbsB//galP//gmhB//djlC//mdtF//ddlA//pth//yiaT//livF//mdaB//ygfA//ynjA//pdhR//napD//recB//pspG//rluA//radD//yegV//flhC//bcp//glrR//ycgB//
GO_0006357_8	mdtN//
GO_0006364_9	rpiB//pepQ//tisB//pgaC//pcnB//sufS//ytfR//proX//alkB//fimA//gltD//nupC//ybdM//norW//dfp//ndk//gatC//asd//asmA//cysE//cspI//diaA//pflB//hcaB//priA//narL//hyfF//hemN//yaaJ//asnS//ogt//rplY//manY//ybfE//xapR//cynX//glpC//rseP//roxA//yjcS//atoC//sfsA//cpdB//
GO_0006378_8	galU//cyoE//
GO_0006379_8	ttdT//
GO_0006382_8	gppA//
GO_0006396_7	glgP//rpsR//dnaT//oppD//ygbI//rpsL//lapA//ulaC//malG//galF//caiE//umuD//sufD//rclC//phoA//rzpD//murQ//dsbA//cysP//tolR//metI//mscL//kdpD//zwf//rihA//truC//yadG//rpnB//rihC//slmA//frdD//hemH//mak//hsrA//folX//ccmG//rpmG//suhB//yajL//hemN//abgA//tnaA//yahD//rhmD//pheM//rlmL//murI//entD//iaaA//elaA//xisE//yjcS//yqaA//bamC//aroL//yciG//sfmC//plaP//ydcM//rsmI//nei//sdaC//aspC//yhdH//ydiB//mtlD//rlmF//pphA//pgl//flhC//cmoM//emrY//frmB//elaA//ltaE//hslR//nth//greA//ubiJ//agaC//topA//yebC//gpt//rpsD//prfC//prpR//ccmF//rpsS//yfjR//appB//sgbH//yqiI//dcuD//ybiV//murI//yciG//ftsK//zraS//rmuC//trkA//nrdB//gspF//
GO_0006397_8	satP//yegT//metC//
GO_0006399_8	ilvH//purB//lptC//yggF//gatZ//pgsA//hisH//glrR//hcaR//sgbU//adeQ//orn//fadD//kdpD//folC//cysP//panD//yaaU//lolD//frlC//ugd//aroH//rpsS//asnB//ybjN//yjbB//ugd//gsiA//trmD//cusB//paaE//patA//murF//nusG//dtd//holA//casE//mnmC//adeP//iaaA//ghoT//torC//paaB//garP//purD//caiD//trpD//yjhG//lasT//sanA//ynfH//hemF//hslU//yfeD//yhbS//malF//pncB//hisF//moaB//ghoT//glvB//dapD//yaaA//lolA//yaaJ//fimE//hemN//mazG//yfeD//glnH//leuD//yfhM//rhsD//nudB//yecS//allC//rplD//uvrA//mgrB//nepI//cca//rffH//
GO_0006400_7	ispB//tatA//pliG//uidA//metL//cysQ//caiT//mhpR//fliZ//ldrB//adeP//paaB//ymgF//sdaC//hrpA//srlE//talB//basS//argE//mdtQ//cyoB//tsaC//yadN//rpsT//queA//mgrB//trkA//cmk//queD//ybhG//dinJ//araE//yhcF//hemE//recQ//rsmC//fkpB//lysR//ftnB//yfcQ//pgaA//wbbK//yhaO//yidA//mhpB//fryB//yahI//ligB//ycjU//
GO_0006401_6	grcA//fepA//zapB//pgi//panF//kdsA//cydA//queC//ulaA//ygdG//yjeI//mntH//garR//yqiG//mtgA//tsgA//artP//opgH//sthA//pflA//osmE//elyC//
GO_0006402_7	lplA//tsaC//chbF//yeeA//aroD//gsiD//yfcR//mutT//dgkA//rihC//pepA//
GO_0006412_6	asnA//ybcJ//yqiH//ycjQ//truB//ybdZ//ydjJ//bolA//yjhP//preT//pdxY//yobA//asd//lapB//yfdG//dsbG//glcB//sbcB//rcsC//trpL//cynS//lysS//rfaF//yibH//cydC//macB//yeaE//xapA//ydiZ//lpxD//pta//hupB//bisC//purR//nuoB//chbC//ygaZ//fklB//galP//bhsA//tsaB//thiI//ymfK//rseP//pflC//rusA//ygaZ//gyrA//sfmA//gsiA//trpD//
GO_0006413_4	lpd//ompW//fimA//
GO_0006414_6	mdtD//pcnB//pdeL//sspA//bioA//glpT//rzpR//lpp//dinJ//
GO_0006415_7	btuC//hycH//rcsF//amiC//yrfG//xisE//kduD//
GO_0006417_7	hisS//yehY//hinT//metC//yegS//pgl//yfeO//ygjR//folP//lpxP//ybiT//yqcG//aidB//metG//aslB//aroK//curA//adeD//yfaE//rfaF//rplY//yidZ//dfp//chbR//csgA//dgt//gntU//zitB//ynfH//recC//ydiP//hybG//livH//lsrA//purR//hybE//ffh//fnr//atpA//
GO_0006418_7	nuoF//tbpA//rusA//dppB//glnH//carA//dgoR//ortT//yhdZ//lpoB//lepA//mdtD//ygfA//glvC//rnhA//tauA//fumC//opgD//yjiX//sfmC//hycI//lsrK//rlmE//fimG//yhjD//
GO_0006419_8	hemG//
GO_0006420_8	pdhR//
GO_0006421_8	rimJ//
GO_0006422_8	mscL//
GO_0006423_8	wecE//
GO_0006424_8	ymgC//ccmA//
GO_0006425_8	nhaA//
GO_0006427_8	glcB//
GO_0006428_8	csgA//
GO_0006429_8	mdtJ//
GO_0006430_8	agp//bluF//
GO_0006431_8	rbsK//
GO_0006432_8	yafO//yfaU//
GO_0006433_8	fadE//
GO_0006434_8	argP//
GO_0006435_8	insH-5//
GO_0006436_8	rcnR//
GO_0006437_8	mdlB//
GO_0006438_8	yiiD//
GO_0006446_8	insA-2//accA//yafQ//serA//ariR//leuS//rodZ//
GO_0006448_8	ltaE//ibpA//artI//fhuB//recE//
GO_0006450_4	arnF//znuA//nlpI//oppF//abgT//bioB//glyS//ychO//gadX//ymjB//
GO_0006451_7	ptsN//
GO_0006457_3	cusS//yibT//yhjA//ydfH//yibH//rplD//cusS//purT//ynhF//yfcF//mnmG//malK//ppx//ydbK//rcsF//hlyE//pppA//yihL//paaF//ymgF//ddpA//yidZ//yeaD//ygiN//mglC//exuR//yjbH//plaP//kdpE//sapF//cspI//yfgJ//narY//gspF//mdlA//rplF//tdk//hypE//bssS//yejA//
GO_0006458_4	asnA//rsfS//pflA//sbcD//ycgB//ygeR//ymgC//galR//
GO_0006464_6	pabA//mgsA//rhaT//ydhK//dsbA//yahB//ybiA//csgB//fepE//ycfH//gadC//tas//cobT//gntP//efeO//gpmA//sbcD//ygcO//metC//rpsT//crp//polA//ycfH//pyrL//ydhC//ftsK//yqcG//insA-1//emrY//hupA//tatB//insI-2//yidR//rppH//cysB//yfgI//hokB//hofQ//cspG//ygjH//guaB//curA//dcuC//ypdB//ilvC//exbB//bglH//cspD//rng//miaA//setA//ygjK//yehX//btuC//yhhZ//flgK//hyfF//soxS//speD//clcB//dhaR//glcA//truA//treB//rpoH//yhcN//clsC//recN//caiD//ynfE//ccmD//mdtN//rlmD//kdsC//yrdA//lptD//ydjK//fadD//dnaG//pgm//yfaX//mdoG//arsB//yhbX//waaU//yoeE//envZ//dxr//tomB//yafO//nrfB//frmR//secF//mhpD//ftsW//moeB//adeP//rhtB//trpC//ycbB//ibsB//hprS//ycbX//uxuB//rdgC//xisR//araC//plsC//glpF//yehB//bcsQ//rsgA//rihC//sseA//nanC//trpD//folE//kch//glpK//mqsA//secD//btuR//rpnB//flgF//fdoH//rhlE//paaX//yhhT//miaB//rimM//yidZ//ygaZ//thiE//ndh//cysG//bcp//rsmH//atpF//osmY//mscS//rpoS//sufA//
GO_0006465_6	fadA//rsmJ//parC//
GO_0006468_7	rpsR//ubiA//gabP//chaC//ydcI//rlmI//clpP//yehX//dusB//lysA//argP//mltA//hns//rfbX//edd//ynfE//araH//abpB//preT//lnt//recE//narG//citC//ybaE//recA//hemC//ydeO//hisI//umuD//gadA//kup//plaP//thrA//folE//queE//basR//ubiC//metH//ydaV//lptG//cadA//flgH//osmE//lpxP//djlC//gyrB//glvC//pncB//yfcG//rpmB//iscU//sgcA//srmB//
GO_0006470_7	yjcO//nanE//mdaB//accB//dacB//rclB//nikB//rseC//rplI//cdaR//ubiC//pbpG//sgrR//ynaE//gadW//leuA//
GO_0006473_8	rseC//xylB//gnd//sodB//hcp//intA//hemG//ynbD//rcsA//yggN//waaZ//araD//
GO_0006474_6	yjiR//frlC//ynfK//lpoB//murI//
GO_0006475_9	mutT//topAI//
GO_0006476_8	hipA//dcuA//ilvA//
GO_0006479_5	pykA//thiP//cbeA//yfaL//potA//gutQ//yjjG//symE//
GO_0006480_6	atpC//
GO_0006486_5	hupA//
GO_0006490_5	frdA//
GO_0006497_7	purN//
GO_0006508_5	argR//csgB//lpoA//pyrE//sbcD//yfeR//zraS//frdD//ogrK//yehD//yagI//frvA//ydaN//mpaA//wrbA//fumA//cysW//ybhI//hyaC//pgrR//gcvP//abgR//galF//torR//lacI//adeQ//cspC//mlaB//hisQ//nac//aroF//arsR//hcaC//flhC//lolA//casB//sapF//agaA//nudB//gcvA//yggT//efp//sdaA//hemN//panD//evgA//gutQ//ydcP//frr//ibsA//bioD//dinI//ygaZ//lpxH//entF//
GO_0006515_7	flgK//ampD//arnB//sgcE//
GO_0006517_6	ilvB//yhgH//aceA//yoaA//
GO_0006518_5	ftsB//rng//rffT//yidR//moeB//yadI//rpmH//speA//ybhP//truC//rluE//pinQ//entS//groL//frc//bioD2//yacG//mfd//hemC//melA//lapA//gstB//ihfB//dcyD//glnP//lgoR//dgoK//aroH//mreC//rfbC//yehX//ycjQ//cheB//fimD//rlmI//rlmE//evgS//allC//ompF//pgm//rpsK//tonB//dxs//clsA//rcnR//ghxQ//pspF//hsdR//rcnB//cyoC//pabB//mrdA//rffM//yfcR//xerC//ydeE//potA//gldA//malE//mdtQ//yhhZ//oppC//ynbD//yggF//dbpA//yagF//murI//gudX//uraA//insI-2//zntA//yddG//tisB//glmM//rpsS//chbC//torY//
GO_0006520_4	xseB//ybhG//dedD//ppc//tcyJ//ibpB//dctA//rpsM//flgA//hisG//purB//soxR//metI//recR//queC//narW//mlaC//alr//livG//rpmG//insE-1//glsA//sfmH//tatB//yihW//murQ//hisP//lsrC//appY//yjhB//aes//lrhA//yfiR//msrQ//hisC//recJ//hdeD//uxuR//atpE//yrdA//yceD//yagF//tusA//tolB//tufA//argF//rpnD//ybdR//pheA//mtn//mrcA//nrdR//xthA//sstT//gabP//nlpI//hxpA//nfo//proQ//atoS//gcvH//sspB//rlmF//tufA//hslO//ibsC//cheZ//bdcR//cynT//idnK//nrdG//gspI//gltB//yehA//fkpA//cobB//fryC//yfiR//hxpB//menH//eutA//rfaD//ybaL//recO//yheT//cvrA//cysE//lgoR//cecR//dctA//yhcF//dsbA//yddG//narJ//ybcJ//cyoB//mdlA//yahI//coaD//sufS//lptB//cmk//phnJ//panF//rplL//glsA2//psd//brnQ//ybbY//yjjG//mgtL//rhlB//sapB//hyaB//yieF//fepG//rplL//fruA//opgC//poxB//der//ybcJ//yciF//hycH//yiaF//yihO//bamB//cdaR//yfcP//menA//gspE//chbC//ispU//glsA//eutR//ychO//dgcJ//barA//galE//marR//eutN//ybdZ//flgD//rutB//purA//orn//yggN//alsA//hisQ//tas//apaH//ulaB//opgG//rbn//rplQ//otsB//arnD//moaC//ssuC//yeeL//folX//galT//lptF//paaB//cdd//yghW//xylE//yfiE//spy//tnaA//yaaY//mdtO//hisB//kdpA//dsdX//ydiR//dgcF//rrrD//hcaE//yiaJ//pdeL//mrcA//yahI//dhaR//mngB//ybiJ//ydiZ//dcuR//eutB//rpsI//dapF//arsR//hcaE//maoP//ymgA//rpsI//yafS//ghoS//lsrG//phnK//ahr//cbtA//
GO_0006521_6	selA//yehZ//zapC//
GO_0006522_7	yqgF//fimE//casE//atpG//yfcS//rplK//yqjH//
GO_0006523_8	murF//arfA//kduD//greB//
GO_0006524_8	npr//adhP//xylB//
GO_0006525_7	uspF//dosP//lrhA//sgcB//pinR//acrF//fabB//thyA//gntT//yiaA//map//yjgX//sdaB//entS//bamD//aaeR//yfeW//malY//bioH//rlmI//mreD//
GO_0006526_8	asnA//nadE//ybcQ//glpF//ptsP//tar//kdpE//yqeG//tktA//flhD//adeQ//flgJ//rarA//
GO_0006527_8	mdtG//yjjX//ascG//araE//ruvB//yhfK//ymdB//prlC//nhaA//
GO_0006528_6	codA//allR//nikR//prfC//
GO_0006529_7	dppC//lsrG//
GO_0006530_7	fau//recO//
GO_0006531_7	fliG//zwf//serS//ykgA//arcB//bepA//ligB//ruvC//
