#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydhJ//yeiL//mug//eutD//
GO_0006139_4	yghW//cyoD//rof//yfgO//atpA//metI//glcA//pepN//fliG//rssB//bssS//selB//idnO//sapF//phoE//rlmJ//fdnI//fadK//ybdG//rseC//yibT//ftsB//csrA//lysR//yraN//fabB//yafS//yehD//mog//rnt//ybjN//yciG//gcvP//sapD//yieK//cadC//flgM//mhpR//hisS//fepC//nrdD//gstA//treF//betA//kup//zupT//tauB//cheA//yeaE//eutR//fbp//ispA//phoQ//yghB//ycjD//ghxP//ltaE//fryB//yhbX//tsaE//comR//aroK//rhoL//ftnA//iraM//cstA//frlA//insH-5//yddA//mtgA//araG//sfmD//slyA//flgI//galE//abpA//ilvH//yneJ//yiaO//yhjD//holD//fes//rimM//lpxD//mdtK//rpsT//smpB//purC//cbeA//icd//yjiA//rrrQ//chaC//rhmD//sufE//sxy//pppA//yeaK//metE//sufB//hisB//mdtO//ribE//rimI//rdgB//narY//polB//recB//insA-1//ycgR//groS//tusB//trpL//yhbS//fliM//ydaC//narH//rplL//yqaE//gltS//exbD//cutC//abgA//cysW//hcaE//rsmD//lgoR//chbB//nrfG//yjfF//bisC//rplE//fryC//ycjR//napC//bamA//potG//rseB//secA//purC//lolA//metC//ccmE//hisM//argE//tolB//pgpB//kefF//ynfH//rlmD//grxD//cpxP//gntK//thiG//pckA//frwD//tpiA//gmd//chbG//livG//cpoB//waaS//rpsH//ddpA//rmuC//ydiO//yeaK//fepD//ribF//mobA//yggE//aaeB//hypC//ynjD//puuE//kdpC//nrfC//flgE//nadE//ilvL//yddL//roxA//rrrD//yagE//yhgH//dedD//yedF//crp//rhoL//fur//wzzE//glvB//hofP//yagE//sdhA//cpxR//dcuR//metH//tnaB//tdcG//yadK//aidB//yfcF//yjjQ//yoaA//pdxA//pabC//yjeI//yqgF//uvrB//murA//ygeR//rraA//lptA//eamB//nudB//ulaA//yadN//pyrL//fimA//rpsT//accC//ttcA//ycaO//tqsA//yafN//sad//eutA//fepA//tmk//fimZ//yghG//dhaL//arnT//htrE//cysK//insB-4//kdpC//ydbK//yhaM//pckA//rarA//yfiF//glnS//sufS//intF//hybE//xisR//rlmJ//mzrA//pgpA//uxuA//feaB//fadA//murJ//torS//ompC//hemA//yeaG//yjiA//iscR//nadD//rpsT//gnd//uhpC//ahr//dinJ//recQ//uhpC//mhpR//mdlA//modB//intA//rdgB//rcsF//hsdM//rhtC//citC//gatB//hybB//ydiR//elfD//uvrB//abgT//ypdB//cobU//nupG//menE//mutS//trxA//ydcS//folC//yahF//hypA//lsrC//yihW//pgpB//ypdC//glnK//uvrA//elfC//nadK//ulaF//ubiB//nanK//garD//xylF//lsrC//ypdI//kefG//yfiE//arnF//sdhD//ampG//ytfR//tdcE//ymgC//pfkA//artJ//kdpD//rpsD//napB//rppH//yiiD//hybO//apaH//bisC//dtpD//lepB//rfbD//ynjD//arsC//radD//ygcR//patA//pstC//csrA//panE//ldhA//hupA//lolD//ybhS//entD//rplL//zur//iclR//trxC//ulaA//rplD//zinT//queC//ssuB//betB//tsaD//fumC//yqjH//lolC//rplE//pdxJ//trmJ//rhlE//puuB//proS//yghG//dnaC//surA//lacI//setC//rep//murJ//dinG//fbaA//eutD//dinQ//hcaC//fabG//cmoA//apaH//cbl//rcnB//yagU//appC//umuC//dmsB//hsdR//ggt//yabI//pta//pabB//yjiR//lpxH//idi//mtr//mepS//btuE//acnA//ychO//ubiF//der//exbD//yebC//gntT//ugpA//slmA//codB//rzpR//ptsP//hemB//allC//yggP//phnN//uof//mdtJ//sgcX//ralR//sgcB//torY//queE//wza//araC//gltD//uvrC//yggD//araE//dld//hypF//dctA//mnmA//yehB//ssuE//agaV//nanS//rseB//chiP//epd//dicC//mreD//yihL//gadW//yfiE//hemN//lysS//rfaB//waaY//pdxA//rhaS//gspI//icd//recE//chbF//acrF//gltX//metR//cho//nuoI//panD//cpsB//btuD//flhC//uacT//tamA//agaI//caiE//cpsG//aceB//mngR//glgC//fadD//hyaA//psd//dctR//insH-6//mnmC//yfbS//pdxH//trkH//kup//rlmA//tag//pflC//uraA//ibsE//rplN//aaeB//cmtA//prmA//yfjV//rhmR//erpA//fic//dnaE//mdtC//crl//cyoD//gntP//bamB//curA//yibF//xylF//rpnA//mnmC//feaR//hslO//yqgB//cbtA//rclC//speF//mug//mocA//srmB//mdtB//rimI//baeS//mdaB//epmA//umuC//glcD//bipA//ybeF//lldR//ftsK//infB//bioF//ydaN//yhjC//mtlR//sgcA//panB//torZ//yejB//asnB//phnJ//fabZ//rlmE//ibpB//ygeW//rpsL//agaI//fhuB//rfbD//yjhP//nrdA//sapC//yfgO//rraA//era//ugpE//tolC//yjeH//diaA//fadM//borD//mlaF//appA//nupG//nudG//bamA//yidQ//moaB//gcl//azoR//prmB//rhaB//yjiA//yefM//yjhC//yfhM//hycH//dpiA//topA//uhpC//yfiC//dacA//dnaE//ogt//yjbG//ung//dcd//selB//hisA//alaA//yhbX//ymjB//rpsE//pabA//marR//rph//selU//gmk//yaaU//eutD//nadD//fimF//yfeD//serB//corA//ybiI//mreC//blr//yjbH//ompG//yejA//norR//aaeA//paaB//puuD//talB//fcl//mmuM//fabA//accC//argO//msrC//
GO_0006140_6	sad//puuE//
GO_0006144_6	mmuP//wzzE//waaO//napD//agaW//potG//glrK//lsrC//ydcM//dosP//
GO_0006145_7	zapE//yciH//uof//tdcC//
GO_0006146_8	feoB//relE//
GO_0006148_9	osmC//
GO_0006149_9	borD//
GO_0006150_9	casA//
GO_0006152_7	rsmG//artQ//hyaC//yjbB//cvrA//rfaF//
GO_0006154_6	yrdA//
GO_0006161_9	rsmC//
GO_0006163_6	djlC//glsB//preA//rpmE//yciH//leuS//gltX//ldhA//ltaE//dgcF//murP//cpdB//ttdA//psuG//rpsE//insI4//yiaM//avtA//sfmC//rcnB//potB//dcm//mprA//mdtC//sdhC//yidL//nuoF//fecD//dicB//rhsD//ligA//ftsE//bioH//rpnB//phoR//uhpB//bioD1//nrdE//gpmM//yibA//yaiP//truA//casE//cspD//gapC//rcsC//waaQ//ccmC//argG//ilvH//gspI//hprS//waaB//mscK//
GO_0006164_7	melR//cysQ//rdgB//creB//ynbD//ligA//secB//nemR//uspE//hflC//pppA//rnb//dapF//accB//asmA//rsmH//rplL//hcp//ompC//yjiY//ycgV//arsC//gor//qorA//cysU//rplK//csgD//upp//scpC//glnS//hemH//mscL//yjaA//envR//purT//entA//mlaD//yhaJ//ygeR//mscS//
GO_0006165_7	lysO//lasT//mdtI//appC//yejE//yagG//wecE//ybaO//holE//artJ//ftsK//edd//nirD//zitB//pstB//eutB//lapA//gor//cdd//
GO_0006166_6	prfA//yfhM//
GO_0006167_6	lysO//
GO_0006168_7	tktB//ygbL//
GO_0006171_9	bamE//
GO_0006172_9	kdsC//
GO_0006177_9	abgR//rpsM//nikC//
GO_0006178_7	rluD//
GO_0006183_9	moeA//
GO_0006188_9	clcA//iaaA//norV//ppc//
GO_0006189_10	focA//kefB//
GO_0006195_7	bdcA//cyaA//
GO_0006203_8	yfcQ//pstS//
GO_0006206_6	cdgI//nagC//yjjW//xerD//ybdM//paaK//emrK//ulaG//mazF//aroL//mazG//nrfF//wzb//lipA//yegV//msrB//yafN//livG//frdD//yigL//fucA//moaD//rtcR//narY//insB-4//rpsP//
GO_0006207_8	pgrR//feoB//hokB//pdxH//yiaO//
GO_0006208_7	ygbM//radD//cysZ//ydiF//cusB//exoX//chbC//mrp//yqhD//pepB//yidR//citE//rpmC//
GO_0006209_6	coaD//
GO_0006210_8	osmE//
GO_0006212_6	serB//bioD2//puuR//gadC//murR//thiP//nikA//trxC//rplI//yiaU//fucO//
GO_0006213_6	nusA//fadM//paaF//yhcN//dgoK//rbn//hrpA//cysC//fryC//epmC//frlB//uxaC//frc//dicA//nrfB//idnK//
GO_0006216_9	alsK//
GO_0006217_9	arcA//
GO_0006218_9	speE//
GO_0006220_6	moaE//tabA//asd//trpS//lptG//rpsJ//panB//yjeI//flgD//yhdH//nuoN//zntA//napA//hisM//yggD//yeeJ//rhmD//poxB//yjfF//yeiG//
GO_0006221_7	entD//yieH//agaW//tdcG//oppF//xisE//dapD//dnaB//napF//ycjY//yadI//gpmM//ilvM//
GO_0006222_9	agaV//
GO_0006225_9	xylE//
GO_0006226_9	rusA//ydhC//
GO_0006227_9	ydiP//
GO_0006231_9	galK//
GO_0006233_9	bhsA//
GO_0006235_9	gltP//
GO_0006241_9	uhpA//
GO_0006244_7	malS//lptB//hupB//gntR//yidR//accB//yihV//
GO_0006259_5	murJ//ompG//adiY//artP//mlaD//kdpA//pheS//manY//sgrR//waaB//menF//yehT//rnlB//yccX//csgD//yphD//rbsA//ydgA//lldD//yihU//purB//xylB//yibH//insH-5//paaG//talB//yafQ//tdh//adk//yojI//nlpA//nrdI//dmsA//fliA//frwB//yfgI//frmB//adiC//yihP//flgC//dtd//degP//greA//bdcR//grpE//minD//patD//dnaA//yddG//mdtN//amiC//uspG//yaiP//xylA//bcsA//trxC//hscA//ppsR//nanA//leuS//flgG//hyaB//rpmB//puuB//glgC//cyaA//gshA//cheA//casE//rayT//rcdA//feaB//trg//eutK//rpiR//amiD//acrR//glcB//waaJ//ybcQ//ppiD//dctA//ybhJ//sgcA//maa//ecpR//csgD//ascF//bsmA//yehD//ssuD//obgE//yjiR//livK//tsf//pgi//ydjH//aspA//gltD//iscA//fhuB//panZ//dpiB//thrA//btuB//ybeQ//recX//atpB//nrfC//perR//ilvL//chaC//tnaB//ompL//betT//yidK//cynX//yohD//rrrD//entH//ybjI//patZ//casD//patD//fabD//srlD//rclA//lptB//nagE//comR//ulaE//yagU//yhaV//hisM//phoB//tolB//gltI//napD//rluC//ttdT//ubiH//yraN//phoR//entA//arsC//fimA//yfbU//metF//
GO_0006260_6	ascG//scpB//ydcR//bdm//tufB//arfB//rimK//yhjG//rraA//dpiB//nikD//nanC//yfeX//iscS//yjfP//pspG//tktB//nuoE//tolA//cheA//rne//
GO_0006261_7	panB//holD//mdaB//puuE//hypF//yeeO//napC//waaH//bcp//fepG//recD//nfi//
GO_0006265_6	bamB//gpt//psd//gshA//chbR//
GO_0006266_6	kbaY//trmA//rodZ//
GO_0006267_5	dapA//
GO_0006268_9	ccmH//ygeW//clsB//
GO_0006269_6	nmpC//
GO_0006270_6	paoC//cysE//uvrC//phnH//hmp//kdpD//
GO_0006271_7	tomB//moaD//insH-6//
GO_0006274_6	lnt//
GO_0006275_7	yqcG//ppsA//cysC//rfaF//rtcR//torY//ruvA//artP//sdiA//
GO_0006276_3	frsA//menH//trmO//fklB//deoA//sohB//pgpC//ydjM//
GO_0006281_6	ralR//recQ//gabT//hemA//ynjD//atpB//zntA//mltB//waaO//cydA//waaB//rplO//aaeR//ybaK//hybA//ebgA//ttdB//rlpA//psuG//ydbD//raiA//gnsB//ydaC//mntH//sgcC//rluF//torC//livF//acrF//flgC//solA//ypdI//ptsG//oxc//prpB//mog//ygfZ//yciG//hslU//yigL//rarA//cmtB//zupT//insA-2//dpiB//kilR//ydeI//tatD//araH//fdoH//htrE//rplT//argH//ybfE//yhdJ//
GO_0006283_8	recE//
GO_0006284_7	cho//sdaB//pcnB//gfcE//phoE//wzb//
GO_0006285_6	hemL//nanS//secD//lamB//ttdR//
GO_0006288_8	higB//dtpB//
GO_0006289_7	ygbL//rpsN//
GO_0006298_7	cnu//bioF//sfmD//ycjD//mntS//fabR//nuoG//hinT//tomB//rpmB//
GO_0006301_7	dbpA//ybaL//hypD//dusB//
GO_0006302_7	ddlA//yaiP//flgG//moaB//narK//argT//pppA//guaD//citC//
GO_0006304_6	cysU//macB//tdcA//uvrA//cca//nagA//glpB//nrdF//atpF//
GO_0006305_7	holA//nuoI//gatB//fliD//
GO_0006306_5	sucC//rplX//cydC//manZ//
GO_0006307_8	ssb//lasT//nupX//carB//araC//
GO_0006308_6	sixA//tyrA//rne//eptC//hslV//ppiC//hdeA//yqcC//dmlA//mdfA//envR//ftsP//
GO_0006310_6	yehP//yehW//yghU//hokE//tamB//zapE//iaaA//thiE//yjjB//tsaC//yqhC//minD//yohD//bluF//phnH//kdpC//xylE//nikE//flgE//gnd//cueR//prpC//paaE//lexA//gpp//tufB//ydhQ//clpS//gabP//sufE//yajD//ypdB//wbbK//artJ//adeP//rfaD//rbn//mdlA//araB//nrfB//pgrR//frdD//gatY//
GO_0006313_4	fadL//mdtE//yejA//ycbB//rsmJ//potF//ubiB//
GO_0006323_7	ybiH//
GO_0006325_4	rne//
GO_0006351_6	rbsD//lldR//infC//roxA//aroF//yifB//cdd//narX//sapC//rnt//rhaB//yfgJ//yadI//fumC//dhaM//kdpD//gloC//yjtD//fnr//srlA//talB//eutD//insF-1//cysP//mntS//ygaZ//btuD//mcbR//pldB//ugd//yeaV//sseA//creC//rfbC//sdaB//phoP//rffT//holB//pck//rlmL//tyrB//aroH//rplO//spy//serS//nhaB//gatA//zntA//cusR//ycbU//zupT//tolB//xapB//ccmC//higB//ttcA//yjiR//rluD//lolD//xapA//ydcP//oppA//alr//moaD//rutC//eutA//hypD//yojI//sxy//dctR//dam//abgA//cysU//frwD//ygcO//ybhS//gatC//glgP//lpxD//ahr//ssuE//mltA//ibsD//uvrB//oppA//cdaR//pfkA//fieF//fdoI//hupA//ubiE//aroK//yqcG//ydeE//phnC//puuB//tcyL//hslJ//dgcT//yahI//blc//glsA1//trkH//nudG//ftsQ//ycaN//insI3//ppk//holA//cpsG//phnI//skp//pckA//ilvH//ebgA//ilvI//galS//arcC//pdeL//
GO_0006352_7	truC//iraD//dcuA//araA//
GO_0006353_7	hybF//leuE//
GO_0006354_7	dtpA//mreD//otsA//
GO_0006355_7	fucK//argR//serA//gudX//wzzE//ldrA//ebgA//yfbV//lysP//yibA//ubiI//ldtE//ydcR//pntB//mnmE//rcsD//recT//gpmA//diaA//yadC//gsiA//pdxA//ilvD//phoA//dnaN//yhaM//lipB//adiA//yfaV//nuoN//ydjE//mppA//mreB//phnI//pgk//glmU//lsrG//pyrH//yehU//ybjC//mdtL//paaZ//hybA//rdgB//gyrB//yiaJ//oppC//agaB//yfeX//yibH//truD//lolB//ybaL//emrD//dctR//hsrA//thiH//norV//afuB//ytfP//nirC//sbcB//hisB//rnb//yhhT//flgA//fumC//sapA//dgoT//coaA//yhjG//ybjX//sfmD//yfdS//cysI//hisQ//msrB//yeiE//pgaD//kdsB//malP//ptsG//thiD//allR//yaaJ//gntP//cynT//fumC//bssR//tar//relB//livK//yhaC//tsaB//ascB//hycB//bluF//dbpA//hybG//rne//gltI//lolD//fes//tatB//thiC//pdeR//yehY//dpiA//amiB//pdxB//dacB//bepA//cmoA//secE//panZ//murA//fimB//sapC//argI//yqgF//nanR//hisI//narJ//yfdG//dapB//ygbM//epmC//fdoI//birA//elfC//yafC//rep//yggW//lldP//prmA//ibsB//vsr//malZ//yhcH//glnP//rsmC//gfcE//mtlR//cdd//malI//def//ynaE//dkgB//pgsA//potD//pldB//lolB//rhmR//dppD//tamA//yggX//higB//yahF//tsf//acpT//pepD//alaE//yciF//bfr//ilvH//nagE//dacA//surA//hemC//yegV//sdhE//dsdX//fpr//potF//cdsA//trpE//ybaK//ftsY//folC//yhjC//ulaD//narI//cynS//phoR//upp//ftsL//yhjX//glsB//gntR//atoS//yqeG//insI4//uup//rhaS//ftsB//ychF//ymgF//trpGD//leuB//grxD//rsmG//rsmF//cyoD//cas2//yhdZ//tsgA//ygfX//lolE//gldA//yddL//cueR//acnB//nudG//alpA//pinR//glcD//hyfR//atpD//mlaC//zwf//fliA//dcp//rimJ//ydjL//ldtB//leuS//iscR//yqiG//csdA//yeaE//iscS//ybaE//dnaN//ydhQ//hns//purF//yqgF//nemR//msrQ//hicB//nupG//alpA//fabH//aroK//appY//trpD//malQ//hybF//lpxK//cynX//oxyR//citT//msrQ//rpmH//ileS//yjhI//uspE//ubiG//bioB//lolC//yraR//
GO_0006357_8	asnB//
GO_0006364_9	flhD//bioA//tomB//ilvH//glgB//argB//csiR//rlmF//casC//hybC//eptB//sucC//arcA//rstB//nhaR//sdhA//malK//proX//lepB//waaP//dtpD//ydcT//alr//oppD//yaaU//xylB//sgbU//puuP//actP//kdsB//fimC//acnA//hyaB//yaiP//yebQ//gutQ//topA//nei//pcm//nrdF//amiA//thrA//gatZ//
GO_0006378_8	pheA//motA//
GO_0006379_8	dxr//
GO_0006382_8	panZ//
GO_0006396_7	dcuD//ybhJ//bioC//ycfL//fabA//adeP//amiC//fucP//cecR//aroF//acnB//flgA//torR//bacA//ompL//yeiE//lrhA//fepC//gppA//trmD//rffC//rihC//mdaB//fucO//idnD//eamB//curA//pck//orn//ynbD//ybaQ//lepB//phr//patZ//yphD//lpd//rzpR//cas2//atpC//tauC//purD//fadK//dtd//insI1//bglA//rzoR//phnM//ygcW//waaA//mglA//fadI//gntP//ssuD//chbR//gltL//aslB//kdpE//yceK//dpiB//yraJ//yafS//ansB//dnaK//rapA//rdgB//fkpB//mliC//yjjX//trmI//trpC//panB//paaA//eutD//yeeO//adk//panE//ycgR//creC//asnC//yihT//groS//yqiH//ygeV//btuF//lldR//emrD//ptsP//hmp//hexR//yhjA//tyrR//rsgA//yeeJ//serA//lrp//dicA//kefG//surE//acrR//rpoS//moaB//rnb//
GO_0006397_8	ymjB//flgB//ydeE//
GO_0006399_8	rlmJ//setC//aaeR//yeeJ//lsrG//araC//fliD//yedP//hrsA//curA//lptF//ycjY//asd//arsB//dadA//yeiE//menD//pepB//uspB//uspE//crp//hcaR//malG//dxr//frlA//ycbX//sbmA//xylE//yehX//nuoM//arnD//alsC//nfi//tcdA//mdtD//fimZ//dsbA//yafC//accC//sucA//mmuM//fkpA//hokE//narW//fdoI//sdhD//opgH//gntP//yghO//phnL//mepH//dosP//pepB//rsmD//yaaA//tamB//adiA//yraI//fhuC//hflX//rbsA//aspS//cheY//ilvN//trmA//waaL//bglJ//hchA//mcbR//purL//yadK//mdtE//rsgA//moeA//cobS//yciG//argP//hemC//ompT//yjiR//rmuC//rsmI//
GO_0006400_7	malF//mppA//gadA//epmB//bioB//hprS//cpdA//pgm//arnT//selU//queE//uxuB//gcvR//hisI//gutM//uvrB//ccmD//mngB//yegT//prfB//rph//appB//rclC//dgoK//yfbU//paaG//ispH//tig//eutB//sspB//otsB//eptB//minE//bamB//manY//xisR//fimG//ccmE//yecS//nudG//frvA//cysM//insA-1//ykgF//ulaD//iaaA//yfaV//ldtB//tsaB//
GO_0006401_6	yphF//nfuA//leuC//phoQ//yfcU//yghG//clsB//rrrD//glgS//yajO//mutY//mdtD//envR//napF//lrhA//ghxQ//ynfL//dpiA//paaD//yehT//yjhC//ompT//
GO_0006402_7	mltF//groL//lamB//ubiH//glmS//gmk//iraD//mrp//yggP//hupB//cdd//
GO_0006412_6	cysP//thiP//dppF//lgoT//mltA//eco//sdaB//yaiW//opgB//ydcP//mcrA//phnP//rcsF//ybdZ//ybaL//ftsE//ptsN//tatC//phnG//soxS//chbR//nuoH//tatB//yadV//bcr//narW//yeiL//ubiB//mngB//chpB//dctA//garP//fadJ//torY//speB//glnP//pdxJ//aas//puuR//purT//cmk//lpcA//ftsQ//kbaY//rho//rfaG//plsX//cusF//citE//yjfP//purT//
GO_0006413_4	gutM//trmH//nrfF//
GO_0006414_6	umuD//frr//alpA//fhuD//hyfF//yhbS//yhcN//fieF//murJ//
GO_0006415_7	glpT//bglH//sufS//tcyN//yhbQ//purU//etk//
GO_0006417_7	csgE//hscC//ynhF//yihI//cdgI//tdk//gadX//dhaK//paaF//gutM//dtpA//rdgC//fimZ//hyfR//lpxK//lpxH//gatD//fixB//cysG//sseA//tdcG//yneE//hipA//lpxT//dgcM//hemL//rpmH//rhmR//radD//alaC//yfgO//nadK//thrC//hisA//dacB//mcrA//trpE//mdoD//dgoT//
GO_0006418_7	cysK//alpA//murI//zapA//betB//ulaC//yegT//gatB//minD//rffC//selD//purF//dcuA//mltB//amiA//rplP//murE//yajL//secB//metI//nmpC//nlpE//cysS//ycgV//xapA//
GO_0006419_8	mdtM//
GO_0006420_8	yfbR//
GO_0006421_8	ppc//
GO_0006422_8	yidQ//
GO_0006423_8	dps//
GO_0006424_8	ykgA//tehA//
GO_0006425_8	yegS//
GO_0006427_8	apt//
GO_0006428_8	ubiI//
GO_0006429_8	fdx//
GO_0006430_8	nanA//rpiB//
GO_0006431_8	yhcN//
GO_0006432_8	yhjX//frdC//
GO_0006433_8	thiE//
GO_0006434_8	fhuD//
GO_0006435_8	pgpA//
GO_0006436_8	mrp//
GO_0006437_8	yfeW//
GO_0006438_8	queC//
GO_0006446_8	menD//yhdJ//clsC//fruA//uidR//trg//trmJ//
GO_0006448_8	yagF//rfaQ//pspC//tomB//dinD//
GO_0006450_4	hemE//sfsB//hslO//rplX//priA//trmL//tolA//eco//rraA//lipA//
GO_0006451_7	ykfI//
GO_0006457_3	tdcG//fruK//tgt//yebQ//nanE//hmp//araF//tcdA//nrfD//tcdA//torC//ftsZ//ypdC//prpD//sucC//msrC//nadE//nth//dacB//cvrA//prkB//gatC//rseB//ycdY//rutB//dps//glgX//opgD//gspJ//waaP//mutS//recD//dhaM//nupC//kduD//ftnA//pykA//msrA//rplS//tyrS//
GO_0006458_4	rdgC//rutB//fixB//mdtM//narX//cheY//ralR//opgC//
GO_0006464_6	rzoD//glpD//hisS//xylF//dinI//trxA//hipA//osmC//rluD//queE//purD//ftsZ//serS//cysK//pheA//radD//hcaF//yjiA//nrdF//glnB//htrE//rplO//bglF//murA//nirD//phnP//nrdI//fruA//mtnN//amiA//solA//bcsQ//yqiJ//nrdH//insI3//ugpC//narX//gpmA//hypD//yhfK//ypdC//xylE//murG//paaA//panB//pgi//yadV//yciV//tsaB//tusB//bioD//yggX//uspB//ydiF//rbbA//ybhI//sgcB//sbcB//purF//ompF//elaA//atpD//yiaM//cspB//rpsN//uidR//evgA//ugpE//lptE//ydcM//fre//ydaV//fsr//ychO//trpGD//hcaC//rhaT//rfbC//paaZ//phnK//slyD//zraS//nepI//ycbV//mliC//fliL//tsx//caiB//insB-4//ppsR//modB//oxyR//potI//insI-1//nuoG//ompN//uhpC//sucC//bcp//sdhB//pabC//flgA//rfaB//ilvD//argP//yjcO//patZ//higA//eutA//yefM//emrY//sapC//ppk//sthA//phnH//flgJ//rplE//yeeY//recR//yafN//rtcR//tolA//dsbB//umpH//hisA//ychO//fryC//caiE//qseB//macA//rsfS//lolD//glpX//hldE//yqjH//bamA//gnsB//paaB//lsrB//rzpR//hisG//rplB//
GO_0006465_6	ynfF//lspA//dppB//
GO_0006468_7	yjbE//rcdA//pfkB//pdxY//lipA//dacC//lrhA//yhjA//trmO//hisI//rlmJ//murF//narV//yehZ//cbrC//puuD//cusS//hrsA//xylG//folC//dam//yceO//phoR//yhcF//elaA//panZ//yfcF//phnI//poxB//rpsL//kgtP//yihU//rffH//yehU//ydiP//rplR//leuE//nrfE//yibF//polB//rarA//gatZ//sseA//ogt//allC//cdh//atpH//aaeA//agaS//hpf//cca//alsE//ybhJ//
GO_0006470_7	radD//ygeR//cheZ//bdcR//ruvB//yrdA//fucO//ptrA//yfdK//sgcR//ftsB//agaS//cpxP//pta//accA//waaF//
GO_0006473_8	degQ//prs//basS//otsB//msrP//cytR//dcuR//gloB//rclA//yiiD//gpt//hisQ//
GO_0006474_6	allR//yhhY//mlaF//yphB//trkG//
GO_0006475_9	dusC//yhjA//
GO_0006476_8	secE//mnaT//dnaA//
GO_0006479_5	yigB//zapE//eutB//insH-5//rnlA//cirA//fumB//ypdI//
GO_0006480_6	pitA//
GO_0006486_5	cyoA//
GO_0006490_5	glgX//
GO_0006497_7	frr//
GO_0006508_5	uspE//srlA//yjiY//bglB//dpiA//mraY//lptD//menE//metC//hemL//nuoH//rclA//cysN//pheS//ytfE//lptB//ugpC//cysB//ibsD//glmM//entF//hipB//yciG//envR//yegS//glcC//iscR//dtpA//yojI//fabA//rplI//argO//fimE//csgD//upp//ygiV//eutD//dnaE//ybeQ//potC//murJ//envZ//ydjJ//trpGD//ais//focA//tauD//miaB//yjjG//recJ//ydfD//mppA//hemG//iclR//sfmF//
GO_0006515_7	accA//lsrA//ycgB//mepS//
GO_0006517_6	dam//gapC//rbsA//glnQ//
GO_0006518_5	intS//ddlA//alaE//nepI//yjjV//recD//yfdG//elyC//fruB//hslR//ygiV//rpmF//ypdA//rraA//syd//dppD//fepE//pntA//uxuR//yihL//dut//nagE//rpsS//ydjE//norV//ydjK//narX//sodA//sfmA//insI-2//cheW//araD//ybcJ//csdE//prlF//csiR//mlaB//bamD//casD//feoC//ycjW//argD//yihL//ppsR//tynA//opgC//insH-5//ade//rhoL//bamD//yhhT//wzzE//yfeD//avtA//sstT//ynbB//ilvI//rimO//sgcX//ugpB//rihC//dinB//hisF//trpS//glnB//kdgK//yehC//cecR//yraJ//entC//osmY//chbA//feoA//ydiP//degQ//fliS//hybB//
GO_0006520_4	speG//pbpC//creB//dgoR//umuD//tauA//torI//nadB//yiaM//lsrD//speF//uspB//copA//gmd//lipB//dgcZ//fpr//idi//dacD//flgK//gpmM//yjiM//torZ//insI-2//csgD//yeaE//ptsG//ptsP//deoC//ybiX//casB//ycdX//yciG//tktA//phnL//pheA//waaQ//envC//mltD//manA//ybdO//argE//pgaA//yehD//dmlA//yagG//yphF//pdxH//cysD//iscU//hscA//yhcN//carA//amtB//gatZ//wzzE//ypdI//pheP//nagE//ivbL//galT//cdsA//argD//ecpR//murD//rclB//nikD//galT//frmB//tyrA//ygjK//ypdF//dcm//dnaK//ycdX//yihX//pdeR//ppiA//galP//dapD//ampE//ccmA//nemA//hybA//ftsX//pckA//kdpC//yehU//mdtL//ushA//viaA//yahI//mltD//yecS//tonB//dgcJ//insI1//rclC//pdxH//yifB//rcdA//torZ//nusG//arcC//yadI//kdpF//frlC//birA//allS//yjeI//frdA//livJ//ddpA//cysA//psd//endA//nirC//dhaK//xylR//gnsB//thiE//fryA//fklB//hsrA//zraS//hybC//fre//purC//hsdM//gltL//yhiM//mutT//yjjI//sdhA//rsmC//cutA//ibsE//yhfK//yqiH//speB//alsA//rpmA//rluB//purB//msrQ//glcF//mipA//yahN//dld//trxA//yfcP//acrR//rpsB//argE//phnG//lysO//recX//proB//mepA//pstS//cysH//viaA//wzb//hemN//fdoG//yagE//araB//patD//stpA//rbsK//hofP//ybdO//yieE//hicA//moeA//crcB//rsfS//phnH//helD//yfcU//ugpC//fiu//ygfZ//pgpB//ycjU//malI//pepQ//rluB//gudD//rplX//rhmR//napB//srkA//clsC//cca//mdtM//eptA//wrbA//zipA//nikR//fetA//rplL//
GO_0006521_6	idnT//ccmG//rho//
GO_0006522_7	potF//bamB//dmsA//rhaS//bacA//rplA//actP//
GO_0006523_8	rcnA//murJ//insB-2//phnH//
GO_0006524_8	caiE//rihB//aroC//
GO_0006525_7	ndh//torS//yidE//rpsL//ybjN//hybB//cbrA//menI//livF//argA//ybbW//aes//hofQ//serA//iap//rpoS//aidB//tdcC//erfK//rplY//agaR//
GO_0006526_8	poxB//cbl//mutM//ppx//tatB//ycaO//mtn//tcdA//rclC//mltA//pdxB//cyoA//trg//
GO_0006527_8	rsmI//rutB//csgA//yahD//sutR//lyxK//tsaE//basS//glrR//
GO_0006528_6	rutF//ybhP//pdeR//ubiA//
GO_0006529_7	xapR//ldtE//
GO_0006530_7	narV//hisC//
GO_0006531_7	hsdM//rhtC//cysB//gpp//rffH//lpcA//ftsP//iraP//
GO_0006532_8	xylG//pntA//
