#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hflD//ygiS//fepA//ravA//
GO_0006139_4	yeaE//rrrD//ydcO//psd//ydiO//pgsA//rffM//ydcP//treR//argO//zapA//tesB//yhbO//nupC//citT//ykfI//yfbV//acrR//livJ//ssb//purU//rssA//rplI//glgB//ispH//hipB//ymgA//etp//ybjC//agaI//xdhB//yadV//yfeD//yjfF//dxr//waaZ//def//cnu//bioD2//wzyE//dpiB//ilvB//ybeY//sbcD//fdnG//cpxA//hflK//cirA//yegT//cysM//cspE//prpR//xylE//acrB//rclR//patA//gcl//bglA//ubiE//ldcC//tamA//envY//crfC//ompN//mltG//hybB//treR//yjiA//ruvC//nfuA//gatA//epmC//tatD//trmI//nadC//deoA//frlR//recQ//yhbX//rluE//btuB//waaZ//rpsE//yqhD//ugpA//yfdO//ligA//rhoL//ccmH//yjbF//hyfC//aldA//ybjL//fis//livG//tmk//fumC//ycgR//ybdN//ptrA//comR//iap//ribE//cvpA//dsbG//avtA//rpsA//cdgI//ypdB//pabB//wzzE//upp//puuD//phoB//rimL//yeeY//atoC//preT//fadA//modB//galM//fabA//ortT//adeD//cheA//prc//ygdG//paaD//mdtL//nimR//mmuP//araH//ychO//tolB//ydjE//ghoT//csiR//acrA//yehX//priA//cynS//ygcO//yieE//ybaQ//atpG//yraI//radA//barA//yfcA//ybfE//waaC//fruK//xapA//ispA//ivy//amtB//rplQ//glsA//tdcF//mcrB//pgrR//msrQ//prlF//rtcR//matP//rlmC//rlmL//ybhS//metE//yggW//deoD//glcC//dpiB//gutM//cysZ//ssuD//mnmA//yhjD//yhbS//xapB//yaaJ//sucB//yijO//infC//dtd//abpB//tig//rlmL//ftsL//yjiR//ydeO//narW//ydjK//mrcA//greA//menF//yhjA//trpGD//bcsA//blc//yjhG//ydjK//ulaE//sufS//rnr//yejA//yhjD//arnE//argE//paaX//mepM//gnsB//hdeB//hybC//menA//chaC//yfhM//ybiX//mcrB//purF//modA//pdeK//citG//speB//lptC//yadK//yidP//narL//sgrT//puuR//gntP//rhlB//rna//ygiV//hypB//speA//yqcC//intS//yadV//csgB//ychF//allS//nrdI//sbmC//trmB//ygeX//ravA//aldB//sbcB//waaZ//sgcE//nrfC//ibaG//mhpD//dnaK//pbpG//mdtG//alr//comR//nrfF//pdeR//appC//btuD//sdhA//glsA2//selD//ftsK//btuF//torS//ychF//folX//lpp//asnS//ydiZ//smpB//mltD//casC//psd//yedP//rutA//bamA//copA//yciG//nadK//opgE//glcA//yhdX//yieE//narV//glpX//ribA//ftsN//dgcF//carB//mdtD//potF//minE//ftsW//glrR//cysE//ddlB//fis//hha//tyrB//maeA//argA//uhpT//tauB//acrB//hdeA//rpmF//bamE//crl//deaD//yhjC//ttdR//glnQ//alr//lldD//hycH//plsX//bipA//agaW//bssS//plsX//cysP//gpr//mhpA//uhpA//purB//rnb//ybhR//ptsP//waaG//uxuB//ansB//lplA//mtn//plsC//ybjG//ynfF//ibsD//galP//yajD//yjeH//dicB//ompA//mepA//ugpC//rfbD//puuC//roxA//narY//amyA//yejB//cheY//trmI//yhdX//lgoD//cpsG//yciK//hflX//yhjB//narU//allS//rnlB//garR//gntT//metR//yihW//lolD//ade//flgI//kdpA//rpsT//cyoA//nuoG//waaJ//artQ//mltG//pdxH//entE//plsC//rluB//cysE//entF//tisB//pcm//dcuD//asnC//rsmI//ybhP//ydaN//rsmA//queC//rimJ//rph//mtr//kefB//gppA//rluA//ravA//yfbV//ibsA//rnb//def//queF//rsgA//opgB//artP//ldcC//paaC//pheA//helD//yrfG//aas//mcrA//gdhA//ynfF//pdxK//livG//nupC//holC//adiA//mqsA//hokB//rpsP//nrdR//yhaC//wbbK//pphB//recJ//plsB//acnB//yjjQ//yciA//thrB//asmA//ycfJ//mmuP//asd//eco//rpmA//yjgX//hsrA//aqpZ//yqcG//yihX//yeiG//yfcG//ybiJ//ldhA//alsC//csgF//sbmA//malX//bamA//casC//sbcB//dnaK//cyoC//torA//sfmA//acpT//ispU//yafQ//rhaD//oppA//gmk//rpnB//ibpB//hemH//paaX//pldB//allD//rseB//yddG//fryB//idnT//yqaB//yceO//ymgF//tusC//clpB//purA//tauA//recQ//sucC//dcuC//dsdA//dmsA//pabB//leuS//hflK//ydcT//rluA//kdpF//borD//yieK//fadH//gapA//araD//mqsR//fiu//ddpA//hcaE//flgK//dinI//mdtN//phnP//yhfK//yacG//yjbE//yjjB//yieF//cmtB//insH-6//dxs//eutB//ubiA//rppH//cycA//aspS//pabA//ynhG//prmC//nagD//hypC//glmU//fecA//fes//ispU//soxS//hybG//yjiY//yfcQ//pyrB//ygfA//pspG//rfe//gloB//lpxH//menB//mdaB//fruA//ycbU//flgI//nuoB//narW//preT//kbp//trmO//glnP//glpD//bhsA//purB//yehT//ompF//yeeA//thiC//yghW//ribB//sdaC//mraZ//scpC//uhpB//tdk//iap//macB//yidA//hcaD//yeaV//pldB//emrD//arnF//gltD//uvrD//fsr//trmB//proP//folC//preA//pncB//gcl//gatY//yjhI//hycH//yafC//bdm//sapF//cobC//gspF//gor//nanC//mlaE//torD//rhlE//dgoK//argB//cbtA//gltD//thiD//rplD//pepN//aroH//yahF//serS//queF//nudC//dicA//ybjI//rplM//fhuD//
GO_0006140_6	gcl//glyS//
GO_0006144_6	hscC//rpoA//nuoE//tnaB//cspD//aslB//ybjG//yibT//bioH//dfp//
GO_0006145_7	tas//frvA//dppD//mqsR//
GO_0006146_8	rplY//rpsQ//
GO_0006148_9	yehA//
GO_0006149_9	bssR//
GO_0006150_9	oxc//
GO_0006152_7	fre//hprR//abgR//malI//mlc//torI//
GO_0006154_6	yfcP//
GO_0006161_9	nemR//
GO_0006163_6	yfaV//lptE//yfaU//aldB//wcaC//mcrB//fdhD//tbpA//rbsA//gadE//paaJ//hscC//ychO//mdaB//alkA//hicB//nrdB//rplD//sstT//yfaE//cusA//ulaC//ybjC//ada//alsB//pppA//cfa//malF//gnd//ykgM//nrfA//pdeL//yagG//glsA//yjeI//mntS//lacI//lnt//araH//deoA//bioB//kbaY//betT//aspS//fabI//dinD//gadE//ybiX//kbaZ//nudF//aes//flhE//fdoH//yjiX//
GO_0006164_7	pbpG//casA//bacA//sucC//yrfG//znuC//arnF//leuD//torD//malS//maoP//rpnC//mdtQ//trxC//prfC//pykF//ybaK//xylA//secB//mqsR//gloA//dgcN//lysA//uacT//cutA//holB//yqiH//narV//kefF//aidB//tatD//sdaA//eutD//torZ//pntA//yqiI//narH//grpE//folD//fic//
GO_0006165_7	prfC//yedL//tauD//nadE//ydcI//osmY//rpsE//sfmA//psd//yggD//glxR//hybA//raiA//smpB//yiaO//leuE//cnu//rsmF//ycaO//
GO_0006166_6	rpnC//lptC//
GO_0006167_6	yohD//
GO_0006168_7	ldcA//intQ//
GO_0006171_9	flgB//
GO_0006172_9	chbA//
GO_0006177_9	modA//yabI//torZ//
GO_0006178_7	dinI//
GO_0006183_9	ydfG//
GO_0006188_9	topB//nfi//cysN//folD//
GO_0006189_10	xseB//hemG//
GO_0006195_7	deoD//dgcE//
GO_0006203_8	fecA//rluC//
GO_0006206_6	adiA//glsA2//hybB//modB//glpA//spy//nudF//glxR//basS//waaG//narY//ybiY//rsmA//dnaA//dusC//radD//ppiA//hyfR//bglJ//xapR//nrdG//yjiA//ychO//fepE//crr//mdoG//
GO_0006207_8	icd//yfeW//ribF//chaA//yfiR//
GO_0006208_7	fixC//atpE//uxaB//ddpX//elbB//mhpD//nrfB//pheS//nrdF//secD//araG//grxD//csdE//
GO_0006209_6	yhcH//
GO_0006210_8	cydA//
GO_0006212_6	casA//torS//asnS//pncB//cysU//secA//metR//fucK//yahF//glpC//uspF//
GO_0006213_6	gor//hfq//cutA//sapB//yhjD//yigL//mhpB//yajR//folA//mscS//ybiA//ygeX//ydcM//hrsA//yiaM//ygbI//
GO_0006216_9	zipA//
GO_0006217_9	cirA//
GO_0006218_9	cyoD//
GO_0006220_6	ompF//dgcQ//lpp//cdgI//dicC//hyi//fcl//mutH//mltG//ycgB//gltX//yqiG//gspE//dgcF//araH//pyrE//sufD//yijO//carB//trg//
GO_0006221_7	yfiE//essD//tdcD//ghxQ//borD//rplK//potI//kbp//zntR//dsdX//tdcC//yidK//yafN//
GO_0006222_9	aas//
GO_0006225_9	purC//
GO_0006226_9	astC//btuF//
GO_0006227_9	lipA//
GO_0006231_9	ydfG//
GO_0006233_9	yhjR//
GO_0006235_9	proA//
GO_0006241_9	yoeE//
GO_0006244_7	thrA//menE//fruB//aer//yihI//uvrD//araC//
GO_0006259_5	afuB//yfcR//ung//glgS//sgbU//yoaB//citT//rimP//iscU//cysB//eamA//crcB//uxaA//ydjK//rplY//uidA//cusB//hrpA//nirB//phr//bamA//yjiX//mhpC//pdeH//mntS//gatY//asnB//gsiD//ldhA//gmd//tusE//mngR//dapB//yggP//nrdH//sapD//metR//yddA//hisQ//yhjA//ybhJ//proP//cnu//chaA//nfsB//serA//rayT//trg//yeeJ//hyaC//era//ung//smpB//edd//nupG//bglJ//sgcB//znuB//panC//mgtL//sucB//cydB//nth//ybcJ//yddM//clpS//pcnB//prlF//evgS//ymgA//folA//yjbE//yqiI//nikR//ybdM//bhsA//cbtA//codA//gloA//aceF//pcm//rpsP//elfA//acrD//polB//thiP//kup//yghG//rimL//lepB//yafN//malS//ravA//wcaC//hokE//ycgB//dtd//ybjD//cheA//envY//lsrD//garL//dapD//yfeR//yphB//pspD//yfcQ//hcaB//nfsB//kduD//pdxH//gudX//glnL//rnlB//malG//ydfG//rng//rhoL//nikC//yqiH//waaL//fhuC//aroG//dcm//tyrB//sufB//epd//yieE//ycdY//ycfJ//tag//glrK//mnmG//nuoL//folP//zapC//narJ//sdhB//mcrB//fpr//aer//galE//ybfA//potH//dnaC//yidE//ybhD//ycgB//
GO_0006260_6	rzpD//nudC//fhlA//maoP//rluE//psuT//eamA//nrdE//creC//eco//mglB//ygbN//epd//mltG//allC//sfmH//yihU//marA//tesB//ssuA//patD//
GO_0006261_7	tesB//cysS//yihL//hybA//thiM//ybiW//ypjD//nrfE//bdm//preT//obgE//sgcA//
GO_0006265_6	nhaB//ugpE//prlC//yphB//exbD//
GO_0006266_6	ydbD//fecB//dgoD//
GO_0006267_5	yggP//
GO_0006268_9	uxaC//ybiH//aas//
GO_0006269_6	appA//
GO_0006270_6	ftsE//insA-2//ycfS//glnQ//ynfH//mltG//
GO_0006271_7	rppH//recX//ftsN//
GO_0006274_6	pepB//
GO_0006275_7	ynaI//hdeB//rhaM//mtn//tpx//yajO//glnS//ugpC//rutE//
GO_0006276_3	ykgO//citT//pagP//ravA//rodZ//glpD//yhdX//xapR//
GO_0006281_6	ulaD//rnhA//speB//thiM//zapE//fklB//uspE//secE//ycbV//yhaV//rpmJ//ais//rpmJ//nanR//ftnB//agp//ffh//ybcJ//rssA//nuoH//yfjV//tsaD//cobU//pyrL//ydcS//ybiH//moaD//rplB//rutR//recG//fdoG//trkG//ygaV//xylR//yagI//plsB//yjhG//infB//torZ//yjjI//setB//potG//nusA//rcnR//yraN//rmuC//pstC//ribF//setB//bglJ//queA//flgG//uup//hcaB//clcB//
GO_0006283_8	glnD//
GO_0006284_7	prpR//pyrH//fes//pyrD//rhaS//pckA//
GO_0006285_6	nrdB//ybcL//icd//ibsE//adiA//
GO_0006288_8	yraI//ftsY//
GO_0006289_7	amiD//trpA//
GO_0006298_7	frlB//glpG//bioD2//mglA//fabZ//cspC//gudX//lsrR//lamB//hupA//
GO_0006301_7	blc//glnD//yjhI//nadE//
GO_0006302_7	treF//yceK//thiD//hemG//hemH//gshA//casA//relE//insI4//
GO_0006304_6	pgsA//tatA//fau//ypjD//rhlB//insI4//yeeY//yeiE//rsmH//
GO_0006305_7	cheA//ppsA//phr//cirA//
GO_0006306_5	yccS//pldB//paaD//hypF//
GO_0006307_8	yagE//nrdF//aroP//fdnG//ispB//
GO_0006308_6	allD//yjfP//marA//mntS//atoS//dgcM//hns//fau//yfiC//ptrA//prlF//dhaR//
GO_0006310_6	glnL//yfaE//tolR//ascB//yedA//paaB//cpsG//ftnB//waaS//abgT//rsmG//pspD//zur//ypdA//fadI//yccA//yiaL//hicA//ubiG//hemG//hyfC//lptD//yiiM//tufB//fepB//artJ//iclR//motA//pinE//cysG//ybcQ//ygjR//sad//wzb//nrdR//sutR//hdeA//hisD//dsbD//sufA//cas2//xanP//tdh//
GO_0006313_4	yeeA//ftsP//wbbK//cysW//rutG//rimM//hslV//
GO_0006323_7	dgcN//
GO_0006325_4	frlR//
GO_0006351_6	dnaX//yqeA//corA//ppsR//nuoN//ydcM//sucA//opgB//nemA//sapC//kdgR//dnaB//tusD//ydfG//ychF//setC//adeD//cysK//ygiN//yafE//cstA//ibsE//fimH//metQ//rspB//ygiW//agaS//rbsR//infC//priA//rlmF//yjfP//patD//rluE//nepI//ansB//rdgB//moaB//tdcG//wcaC//trmJ//fdhF//prpC//ynaI//yohC//aqpZ//mltB//gsiD//rhtC//ccmA//yggT//lacY//priB//ldcC//rcnB//yeaG//kgtP//yohC//brnQ//zntA//glnP//dacA//abgR//ycgR//ghoS//endA//iap//cbrC//arsC//mlaE//mioC//kdpF//fhlA//rimO//srlR//yicJ//rlmG//hdeA//pepN//dgcZ//gstA//wcaJ//mreD//yiiD//yehY//glrR//sbcD//sad//metR//lpxM//clpS//ygjH//wecA//wrbA//hexR//pdxB//tcyL//dacA//galM//dcuD//yjiQ//lpoA//avtA//glpT//dgcJ//brnQ//yihU//rnt//tsaB//spoT//fabI//rpsJ//ebgA//dicB//sapB//tar//rluB//treR//argK//
GO_0006352_7	basS//amiB//rpmA//dnaG//
GO_0006353_7	fucA//yidQ//
GO_0006354_7	arnT//emrK//dam//
GO_0006355_7	pabB//slt//fdoH//bdm//hisB//fadE//panB//clpB//seqA//rplQ//pepQ//ygfZ//yraI//yfbU//priB//nanR//mnmE//zur//glnQ//msrQ//dmsA//ftsZ//hybD//cydB//yiaB//bepA//rhaM//yiiE//mreB//pdxK//folP//rpsL//cspG//betA//ptsP//fhuC//mrp//pgpB//atoC//yhaJ//ybdG//moeA//yrbG//bdcR//tcyN//abpB//dosP//dsbC//kefC//ybiY//dut//entF//yehA//tatE//ttcA//rmf//ptrA//yghB//rcsD//acpH//pitA//hisF//dgoD//rbsB//rfbD//yihL//emrE//sfsB//yieH//rhaM//ortT//macB//wecB//dbpA//uvrA//bisC//kdgT//ycfS//decR//minD//abgT//fic//pgk//abgB//ydeM//insB-2//bamD//yagF//ascG//fimA//yceD//yrbG//rlmL//rpsK//carA//dacB//lit//fimA//cpsB//bolA//sapB//phnL//atoB//plsX//glpC//ascG//dld//yiiD//ynaI//nrdR//endA//uspE//yadV//ushA//proB//artP//emrD//bepA//nikD//zraR//atoC//ybaK//lptF//ebgA//lolC//speE//rplM//manZ//leuA//yihL//trpA//ppsR//znuC//amiC//idi//mcrA//fimD//mprA//ubiE//gsiD//astC//leuB//fcl//rutG//bioD1//kdgK//agaR//potA//talB//btuB//insH-6//luxS//gshB//torY//mazF//cysW//ynbB//opgG//pheA//decR//tdcG//sfmA//insB-2//corA//tolQ//gltD//fliS//infB//lldD//bluR//tufA//kdpE//yidE//dnaA//rdgB//ydcS//agaS//mcrA//tsx//nemA//hypD//setC//mzrA//fecB//yehA//dinD//deoC//rzpR//ldtE//tdcA//dgcZ//rpiA//edd//tsaE//polB//uspC//waaH//motA//rsmC//dsdX//rhmD//dpiA//entH//uspB//cysI//truC//yphB//uraA//fabH//mgsA//malK//rhsD//ghrB//yiiM//slt//basS//betA//cobU//ilvD//ydiV//plsC//hfq//pdhR//fic//ccmE//glxR//bglB//ltaE//agaI//rhsD//rsmI//rsmD//yajQ//dps//mdtN//lapA//nuoG//frvB//waaA//arsC//ydeP//fau//rep//arsC//dacB//araE//appC//frvR//hdeB//manY//hscC//ycbX//amiC//malZ//mlaD//pgl//melB//puuC//bglJ//tmcA//hybO//
GO_0006357_8	ydjH//
GO_0006364_9	phoA//flgB//bcr//apt//rcsF//ydhK//elbB//ilvH//ybcF//focA//queE//rtcB//ubiB//clpP//dgt//hycB//aldA//sgcX//soxR//rlpA//ycaO//hofN//pdxY//ymgC//bluF//zur//potA//ugd//hyfF//basR//arnT//pagP//rlmM//nupG//yjaZ//yebZ//nlpA//argS//dcuB//mdlB//bglF//mreD//yfcG//
GO_0006378_8	mrdB//thiD//
GO_0006379_8	zapE//
GO_0006382_8	cmoM//
GO_0006396_7	ybdO//bglJ//dgcT//tauC//betA//sufB//yqjA//sodA//rpiR//flgG//dcp//srlD//livF//osmE//gntK//prpC//yqeF//mdtM//rhtA//dcuA//maeA//frlC//bipA//nuoI//lplT//selD//yecS//mngA//adiC//xdhB//rnhA//ascB//yehC//kdsB//cynT//nadE//yfhH//secB//yedA//frwC//purD//mipA//insI4//yraI//yjjV//otsB//glpR//pbpC//rbsB//yjhI//tcyJ//uxaB//ssb//entB//ilvN//mak//dgoR//phoB//dut//cutA//edd//appB//rplA//pcm//nrdE//yehD//dppB//yhjV//galS//arnE//rep//rluA//phnL//yghG//tsaC//ldcA//appY//acnA//nepI//tusB//adk//speD//lptA//pyrE//trpGD//metF//mnmA//xanQ//ftsH//fucA//folX//nagD//aroA//malI//sucC//yegS//fumC//citC//leuA//yihL//ybaT//lpxH//
GO_0006397_8	yghO//rpmA//ccmH//
GO_0006399_8	prc//xylB//guaC//yegV//asnS//cysI//pdxY//pheT//yadN//adeQ//pgsA//sodB//spy//ybeQ//rplL//ftsW//tusC//rpmA//ilvB//rarA//chbC//torD//araC//epmA//frdA//pth//potB//purB//hybG//hisP//rutC//hemB//ftsE//cydA//csgE//thiQ//xdhB//yehU//livK//ascG//glpK//dinJ//elaB//gstB//gadA//rfbD//nrdD//ribB//yidR//ppx//flgM//ftsL//mhpD//agaB//trpB//queD//accC//puuE//glnK//argR//cbtA//hyfR//speE//crfC//yahF//agp//yihT//lgt//agaV//gapA//rsmB//atoB//trpD//trpC//bolA//thyA//rfaH//ydiZ//sgcR//rsmF//def//acnB//
GO_0006400_7	mdlB//thrA//pyrE//rbfA//yiaN//mhpB//clsA//sixA//puuE//kdsC//lacY//slt//livF//yfeR//rpoD//ubiC//yjhB//galK//ptsI//ddlA//elaD//ybbW//wza//hxpA//putP//tas//trpR//dsbD//ghrB//ddlB//bcsA//ybbN//mltG//hrpA//ispU//uof//yhbS//fdoH//ivbL//ybjD//sbcD//ung//hisI//thrB//yidQ//cptB//eutR//bioD1//yjjU//
GO_0006401_6	fucO//yjiY//ytfP//gsiB//lsrC//malX//bfr//hisH//pdeR//pinQ//uvrD//rlmI//pyrG//prs//patD//rplA//ygfA//ygbN//ogrK//proA//nupX//rfbC//
GO_0006402_7	ycfS//tabA//narP//dedD//bsmA//lgt//lsrK//arnF//sbcC//rlmM//obgE//
GO_0006412_6	gadC//tufB//ratA//dppF//hcaD//treC//nrdB//mmuP//pal//rbn//lldP//yahB//ycbX//lysC//gltP//ynjA//pgaC//ydhJ//glcF//caiE//menF//fadB//uacT//ybcC//add//rplY//pspA//rsmJ//mdtF//ssuB//queF//lsrA//pgrR//nuoE//srlB//yahK//insI-2//fliL//dgoR//lptG//accC//yagI//trmH//hofP//rluD//recC//flhD//yoaB//cdh//adhE//phoU//
GO_0006413_4	nhaA//tpiA//serB//
GO_0006414_6	grcA//idnD//gudP//yfeW//ptsG//fimD//dsdA//pspF//pdxJ//
GO_0006415_7	relE//pflB//uraA//rluA//ldtC//nlpE//fimA//
GO_0006417_7	hxpA//gltB//rffH//hipA//yjeH//blc//gadW//rfaH//rsmG//arnA//fdx//napA//rfaC//basR//flgH//rutG//cysI//trmI//aroG//nfo//ibsB//murG//yafC//csgE//mqsR//yfiE//pgaC//gpt//arsR//ftsN//gnsB//hisM//guaD//pcm//lipB//moaB//envC//mhpR//endA//
GO_0006418_7	cheA//mglA//yfbS//ftsL//dcuS//yhaM//marA//yjhG//secE//hemL//nuoL//rutD//dctR//pabC//entE//ydhC//araC//tolB//yjiQ//yghG//rpiA//wzc//gapC//cysG//nuoM//
GO_0006419_8	hcaR//
GO_0006420_8	sgbH//
GO_0006421_8	phoQ//
GO_0006422_8	nudF//
GO_0006423_8	focB//
GO_0006424_8	fhuC//yccS//
GO_0006425_8	tilS//
GO_0006427_8	slmA//
GO_0006428_8	argE//
GO_0006429_8	flgI//
GO_0006430_8	phr//btuF//
GO_0006431_8	phnJ//
GO_0006432_8	hokE//yjjV//
GO_0006433_8	prlF//
GO_0006434_8	glsB//
GO_0006435_8	narQ//
GO_0006436_8	glyS//
GO_0006437_8	ycjQ//
GO_0006438_8	yehZ//
GO_0006446_8	yeeJ//aphA//psuG//flgM//cobS//agaD//yjjQ//
GO_0006448_8	rpsG//aspA//lgoT//zinT//fadJ//
GO_0006450_4	mioC//ycfL//folA//cysH//bioF//nfsB//pyrF//osmF//purR//udk//
GO_0006451_7	alaE//
GO_0006457_3	manZ//yhaJ//alkA//ykfI//dkgB//nfi//rsmJ//fimG//nrfD//purL//rffT//fdhD//dppA//yfcQ//aes//yjhH//ycaN//fur//pgaA//yheT//yahF//surE//ybhP//phr//xseB//gapA//lit//hemG//dinG//nfsB//hcaE//dgoT//yfcF//galS//hsrA//yidK//glcC//bepA//pspC//agaV//
GO_0006458_4	gcvT//proB//frlB//mcrA//phoP//iraP//hisI//yibT//
GO_0006464_6	citT//flgF//iclR//alsE//yjjI//fepD//rlmH//mcbR//hdeA//pth//tktA//yggE//secD//pabB//folC//elaA//ubiA//ydgA//ydcR//psuG//fimH//hisC//frvR//entH//otsA//ompC//zapB//pagP//amiC//vsr//umuD//rnt//betI//agaS//hdhA//pepD//rbn//yagU//yjjU//putA//polB//abpB//norV//dcm//tauD//fes//mlc//yihO//ydhJ//gatA//cdd//rraB//ycjP//yggX//dicC//csdA//yhdW//pheM//manZ//ndk//acrB//mutY//ldtE//speC//ykfI//ydiF//guaA//rplS//cysH//leuE//ydcI//dbpA//lapB//artI//rayT//paaE//pckA//mepS//rapZ//ybcL//gcvP//alpA//pflA//oppF//citX//kgtP//ispF//yciH//pmbA//yeeO//potF//dinQ//yadC//murQ//frdA//yehB//potE//fdnH//bssS//ugpB//folM//exuT//treR//yeaE//yfdC//hdfR//yidA//ybeF//yehA//ynfE//pgsA//hmp//insI-1//mlaC//yibA//dacC//rplC//ybaM//envR//hisG//arnA//tusD//norR//frvB//clpP//fepB//osmY//araD//rplQ//yifB//ttdB//ompG//yghB//tpx//avtA//ldtE//cpxR//yahN//rlmD//yphC//ispG//shoB//
GO_0006465_6	psuT//trpS//yggD//
GO_0006468_7	slmA//napC//tdcD//lsrB//ansB//alr//cedA//secA//pphA//cspB//yqhD//ompA//yrbG//kdgK//tatB//kbp//mcbR//amiC//clcB//mtlD//alkA//yodD//ygbM//caiD//ybeF//wrbA//pdeH//artM//mdtK//ybaT//nei//citT//ubiH//yijE//afuC//degP//kdpD//yhcF//cca//yfeO//yggX//ruvA//luxS//yfiC//tufA//mhpT//abgT//leuB//rcsD//hflK//shoB//sdaA//yihW//
GO_0006470_7	rutR//nuoI//rna//rutF//yhhY//insK//hiuH//lysS//yieF//hemN//glsA2//aroH//mtlA//yhbY//lsrA//radA//
GO_0006473_8	norV//adiC//yraH//bssR//ydeP//pflA//yphF//hha//metN//mrr//yhjR//brnQ//
GO_0006474_6	yahN//icd//ynfK//hypF//gcvH//
GO_0006475_9	ybiV//ubiG//
GO_0006476_8	dadA//holB//pnp//
GO_0006479_5	rpnC//narW//dacD//cpxA//araG//csrD//clpB//thrC//
GO_0006480_6	mhpT//
GO_0006486_5	exuR//
GO_0006490_5	ydcT//
GO_0006497_7	garL//
GO_0006508_5	yahD//amiB//waaQ//miaA//argF//dgkA//potD//phnM//yhhZ//uxaB//lepB//mukB//ubiF//aaeR//lapB//ligB//chiP//norW//secF//pheT//aroF//pgaC//nuoH//cof//ycdX//intE//yeeY//iaaA//patD//codA//pck//cadB//rfaE//lapA//rapA//hemD//prmC//hypE//rfaH//rpnC//satP//fruB//flhC//yhbS//tcyP//yedL//fumA//yhcD//nadE//yafS//flgF//yiaJ//acrA//yraN//lsrR//
GO_0006515_7	tcyL//rpoH//yejE//greB//
GO_0006517_6	cydC//ydfD//hyi//elfG//
GO_0006518_5	sdhC//truC//ybhD//lgt//citC//lpoA//flgC//yebG//yceK//trmA//yfiC//mhpD//proQ//pagP//moaB//ygaZ//glnD//glnQ//fadB//rclC//malZ//barA//yjiM//fic//malE//yfcU//satP//yidQ//mdoD//gspF//yiiE//thiD//umuC//ybaQ//ptsI//pinR//manA//torZ//gyrA//ydfD//ydiZ//ravA//xseB//ssuE//cpxA//narU//scpC//yiaL//relB//ydcO//purL//ihfA//cpsB//ilvM//rfe//hemC//codA//mdtF//glcA//ptsP//rsmE//cysW//opgE//ygaV//ymfK//add//ssuB//gabT//hdeA//pdeK//purB//recR//cydA//ydfD//rssA//yagF//cobC//
GO_0006520_4	rapA//yjaA//potG//dppD//abgR//yqjH//opgC//hlyE//sodB//iscS//erpA//gmhB//iscX//purA//cysP//rhaA//dppD//tcyL//kdpF//sgcA//rseP//mrp//yhcH//bioD2//gyrA//rlmM//hypF//alaS//yaiP//mdtL//bglH//mhpT//greB//gsiC//murF//macA//cysZ//nudB//frmR//cmk//gutQ//hyaC//ubiD//eco//sucD//ftsX//ompT//fadI//bglA//gnd//phnL//rluB//hyaC//moaD//fdrA//gadX//pcnB//flhC//pnuC//mazF//galF//waaJ//nrfB//citE//argF//ygfA//yhbX//rplY//fhuC//hyaC//bioP//sapD//phoQ//frvB//ybaT//ydbK//argS//yfcA//ftsB//cptB//ssuD//umuC//tauB//yidL//aroF//waaL//fimA//rhlE//rimK//tauA//rbsK//pliG//kdsA//fimF//uspE//murJ//ftsX//kdsA//lpxL//grpE//bssS//yeaG//tdcD//fkpB//frdC//envR//nemA//ccmE//hipB//paaJ//frvA//ibpB//phnI//rsmF//rpsK//mtr//acpH//adhE//yhdJ//topAI//murC//yjcE//dadA//speB//recC//plaP//yabI//oppA//purC//actP//frdB//rpe//rimI//acpH//insI4//ilvL//gspE//nhaR//ahpC//gabD//potE//tyrB//rpmF//insA-1//gltD//hokB//rzpR//yhjB//gatD//recF//nirD//waaA//gpp//mqsA//frdB//yafO//dsbG//ybhP//hsdM//exbB//mfd//yjfF//hchA//patA//ispB//rfaE//lpoB//fimD//yciH//blc//fadJ//yjaZ//tolC//sufS//parC//rimO//mscL//potI//livM//groL//fre//dut//rfbD//cusC//phnN//yebG//ynaI//btuB//waaC//gadE//ispF//mltA//ushA//fdrA//fhlA//ssb//fimE//cspE//caiB//queE//ymgA//ybbN//
GO_0006521_6	alsE//envR//motA//
GO_0006522_7	lhr//ydgA//artM//yhgF//fumC//gstA//ptsG//
GO_0006523_8	priB//pgsA//tqsA//mnmC//
GO_0006524_8	ldtB//ybdM//cirA//
GO_0006525_7	yneJ//rna//aceB//mlaE//zapD//bglF//fre//frdD//uxuR//uxaC//katG//yaiV//secE//acpH//mcrB//hipA//asnB//insE-1//ytfP//yfcV//tatC//
GO_0006526_8	clcB//feoA//tatD//ybdG//pgrR//cyaY//mioC//prlF//waaP//frvR//glnK//fimG//yfaV//
GO_0006527_8	aer//trmL//rarD//yaiP//hfq//lpxK//wzzB//murJ//ydiQ//
GO_0006528_6	rmf//flhC//paaH//aroL//
GO_0006529_7	wcaJ//ugd//
GO_0006530_7	yeeO//dcuD//
GO_0006531_7	prs//tnaB//glmU//napD//yqaA//tusD//ydjH//coaE//
GO_0006532_8	yafO//nirB//
