#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ibpA//rclB//yjiR//paaZ//
GO_0006139_4	wcaC//gntP//rhaM//uof//betT//icd//yjiY//rspB//frr//rsmB//acrE//hisP//prlC//atpG//ynfL//rhmR//yhcF//gltB//glpC//ubiH//sgcX//dnaB//pdeL//pspA//viaA//bcsA//nudG//hdeB//rcsC//deoC//ssuB//cobC//kdgK//manZ//lapA//flhC//tktB//glgB//yadI//hisD//kch//ybiW//secE//sapC//metI//panC//yicJ//flgJ//gltX//dcuS//metE//yggW//yneJ//hemG//recJ//cobC//ygaZ//xanP//gloC//sohB//lptB//gltL//yjiR//asnC//lysS//kefG//fruB//mdtC//queG//purC//setA//pphB//hcaE//uhpA//yafS//abgA//clpA//eutD//gppA//menE//sapC//rpmG//ubiI//pdxJ//gudD//ttdA//lipB//yrbG//glpK//rzoR//gadX//gpp//garR//rpsL//xapA//cysN//yfiE//paaJ//yihL//rffG//ynjA//sodB//idi//folA//scpB//glpC//patD//rpoH//csgD//rusA//arnA//efeO//mltA//cysK//potA//hns//acpH//nlpE//parE//dld//pykA//insI3//sspB//rrrD//yoeB//tatE//rseC//prlF//yccA//glyA//ugpA//znuA//gapA//lasT//kdpB//arnT//rlmG//yeaK//mhpC//argO//sgcE//eutK//gadA//aroB//nlpE//prlF//lplT//coaA//dusC//fadR//ftsQ//narI//nrdE//elbB//yjjG//rlmB//lacY//ldrD//ybaK//tyrS//mdtJ//tdcA//ilvC//rplM//narU//smrA//sanA//ftsA//yoeE//yjjX//paaB//pyrH//ldrD//cca//dgcN//rhmD//ykgA//bglB//mgtA//yiaF//codB//yceD//rtcB//prfB//mukB//rcsF//bcsQ//lyxK//ydfK//ptrA//ydgA//norW//crp//yjjX//tolC//cas3//cysN//tdk//rhoL//tolC//upp//yihI//miaB//mscL//fhuD//cueR//fliZ//secE//ygeW//yihI//abgB//gspE//yjhH//gspI//fucI//tusC//pabC//flhE//nusG//ldtB//gpsA//yoeB//pgk//pdeD//rzoR//rdgB//gapC//curA//cas3//dsbB//oppD//ydhK//yhbQ//tatB//bisC//pheT//ybeY//ccmE//ushA//recR//malY//cmtB//araD//puuA//hisC//yhjG//glxK//rluD//ymgA//rppH//cycA//curA//mhpA//yahI//yjjI//csrA//glxK//yjiR//yhaJ//bcp//dcuS//acnA//fsr//yihS//yfiC//ydcO//yeeO//livH//yrfG//yfgI//ytfT//yeeY//rffT//alsC//ampH//yfjV//kdpA//cueO//yagE//exbD//pabA//cheZ//purA//ybeQ//mnaT//malY//tamB//idnO//livF//ybaK//cusC//paaX//hflK//glxR//oppD//cyaA//efp//chiP//argR//ybcM//mhpD//rpsQ//maa//yneE//lplT//fiu//yhdZ//sufB//secF//rclR//nlpD//aldB//yfeX//potE//nagZ//dadA//tktB//citG//prfA//ygbN//aqpZ//hypT//pyrE//leuD//tdcD//yidR//nirB//ydiP//flgB//oppD//udp//yicJ//adeD//zapD//ecpR//arsB//fucO//rhsD//phnK//sucA//yieE//citX//galP//ybgP//mglC//yiiD//thiP//phnN//yieL//yehC//cheY//msrP//puuC//yhfS//ytfR//pheS//nsrR//uhpT//kdsA//dgoT//rcsC//yehU//trxA//mepM//cpsG//pdeK//rpsP//asnS//hdeB//ftsX//sdhE//sbcB//ldtC//dctA//mdtJ//yhcN//aroA//flgA//hyfA//comR//glpG//yojI//nuoH//manA//accD//menD//pheP//ycjD//alsB//gntT//lamB//alaS//bfr//srlA//ybhJ//opgC//fhuD//nhaA//rsmA//thyA//rimI//ybbW//gntP//ygiV//tdcF//rpsL//cvrA//yjhP//ptsI//ytfT//uidA//setA//aaeR//ompF//rpoA//sppA//ubiE//abpB//pliG//murJ//katG//yfgO//bamD//crp//waaP//lrp//tus//tsgA//yqjH//rhlB//glcD//bamC//ydcZ//acnA//mdh//secM//hiuH//yjhH//adhP//moaE//acs//glpG//ynbD//paaF//cpoB//waaO//yqiH//mhpD//yjjW//mltG//dhaM//pheT//rayT//fucA//ymgC//htrE//yefM//opgC//bcr//pntB//yeaK//yebZ//chaA//gloC//speC//fabA//ypdB//sgrR//rsmA//sdhA//umuD//dppA//dinQ//cueO//recR//rlmJ//pyrB//ybeQ//pdeD//yadI//diaA//rfaC//pyrH//deoR//asmA//trxC//gabT//fau//tdh//pstA//ymdB//mutL//mngB//ansB//clpA//aroG//barA//adiA//atoC//rnlA//ydfD//garL//phr//ycjD//kdsB//hisD//cueO//narI//kdpD//wcaJ//dnaJ//yeeJ//rimM//lrhA//yghO//cspI//trpC//treC//queG//hrpA//ybdM//blc//trmO//cadC//ydcO//yfcU//potI//argC//radD//sgrT//btuE//trkH//xylH//norR//ccmA//kbp//zitB//mscK//yjjI//panF//potA//idnT//prfC//ydjK//ydgA//rlmH//tatA//waaY//glcC//rbsR//hflC//dgkA//ubiA//amyA//hxpA//ydiP//dauA//ibsA//fumA//gabT//rpmH//elaA//waaU//mtlR//yfdG//glpG//creB//sppA//gldA//gcvT//sufS//ybeF//sdiA//roxA//prpC//chbF//dppB//rffT//ulaA//puuA//ygeX//prpB//fabD//ccmC//gsiB//fryB//yjjW//entC//epmB//hemL//leuB//pckA//ybbW//glmU//insK//ldtE//pcnB//solA//metH//metR//yeeJ//rcsC//mrr//yhhY//fepB//yjjU//yieH//cbeA//ycjD//rodZ//pcnB//cobU//accC//
GO_0006140_6	sapA//cmoB//
GO_0006144_6	prkB//fdhF//metB//yihI//dtd//dxs//etk//yphF//araG//nikR//
GO_0006145_7	yfbU//moaB//tag//perR//
GO_0006146_8	pgaC//ygbI//
GO_0006148_9	flgK//
GO_0006149_9	yeiL//
GO_0006150_9	groL//
GO_0006152_7	cheY//glpF//radA//mrr//aqpZ//ribC//
GO_0006154_6	lepA//
GO_0006161_9	yadC//
GO_0006163_6	hpf//csgF//csgF//yqeA//fadJ//manZ//leuC//lptA//radD//yqcC//polA//hofP//feoB//alsB//cyoE//pheA//nanA//ydeT//yidZ//ydaN//shoB//ppk//mprA//yafO//yqaB//tnaC//focA//pbpG//radA//rplQ//hypF//rluF//slt//sucA//potA//clpP//iscU//yadG//iscS//ilvI//sapC//yeaG//sspA//yabI//deoR//iraD//lepA//atpA//prpC//yidA//cydB//rhmR//rluF//ssuD//
GO_0006164_7	rssB//cysI//yabI//trpR//dkgB//mscS//rluE//gspJ//acrZ//ydiP//xylF//nrfD//lolE//rutG//torR//trpA//bamC//maa//aroG//elfC//yieH//waaB//menB//rfbC//gudX//btuC//nsrR//uxaA//glsA2//tdh//ybhF//ulaR//hycI//yjaZ//ygbL//metE//ybiW//pinE//proW//dmsA//
GO_0006165_7	rplF//serS//yibF//ybaT//hypC//ptsI//cysQ//dut//sfsA//dicC//ydcS//fnr//baeS//galU//yfgJ//insH-6//idnO//citX//betB//
GO_0006166_6	yojI//tilS//
GO_0006167_6	bamE//
GO_0006168_7	gpp//sbmC//
GO_0006171_9	bamE//
GO_0006172_9	cpoB//
GO_0006177_9	trpD//trmA//ulaE//
GO_0006178_7	wrbA//
GO_0006183_9	rpsD//
GO_0006188_9	tusA//avtA//zinT//lsrD//
GO_0006189_10	caiT//metB//
GO_0006195_7	wzzE//fiu//
GO_0006203_8	recD//waaB//
GO_0006206_6	patZ//ymfK//pdeR//elbB//yjeH//bipA//pyrC//citG//ygjR//yieH//rhaD//yjhP//proS//lysA//cof//mfd//lolB//rzpR//ulaG//tmk//csgD//dusB//garD//prmA//ybhR//sulA//
GO_0006207_8	argB//zapC//mreC//udk//hycB//
GO_0006208_7	csdE//gpmM//mlaC//fic//yneE//hcaT//ccmC//pdxJ//hofQ//ydhQ//purD//pckA//phoQ//
GO_0006209_6	dinD//
GO_0006210_8	pgpC//
GO_0006212_6	rplL//sucD//uxuA//rnhA//rplK//fimG//tqsA//trpE//idnO//proP//cyoB//
GO_0006213_6	yjcS//puuP//mcbR//ampD//yaiW//yjhI//lsrG//yqeA//speC//mutM//gltS//ridA//deoR//yeeY//bioP//deoR//
GO_0006216_9	ppk//
GO_0006217_9	torR//
GO_0006218_9	rsmF//
GO_0006220_6	ghxQ//sugE//aspC//glyS//pflB//ytfE//mhpB//rpnD//alaC//rpsE//deoC//emrY//hisH//prfB//nrdH//phnM//rplE//ybgQ//uxuA//plsX//
GO_0006221_7	sodA//uidC//dsbG//rbsA//oxyR//argG//nanC//citT//metQ//serC//dmlR//metQ//argH//
GO_0006222_9	envC//
GO_0006225_9	bluR//
GO_0006226_9	fhlA//yggN//
GO_0006227_9	ascB//
GO_0006231_9	tdcF//
GO_0006233_9	scpB//
GO_0006235_9	yfaU//
GO_0006241_9	csiD//
GO_0006244_7	arsB//hcaT//lacY//glyA//rseP//eptC//dicA//
GO_0006259_5	yaiP//tdk//chbG//wecE//ribA//mglA//yqeG//ymgF//glpR//pnuC//ynhF//napF//lpxB//yahK//allB//paaK//thiG//hpt//oppC//torS//ais//btuD//ascB//alsB//nei//kdpB//ycfJ//narV//gutM//kefB//ubiD//ycjW//topA//ypdI//yeeA//glvB//fepD//yhcN//ygaZ//kefF//yjbE//alpA//ydiR//pepB//recB//aspC//mdtF//dinI//eutA//cpxP//hha//ybiH//yeeL//kefB//nrfD//nadD//nikB//ugpA//epmA//folE//atpA//pdeL//mrdA//ygfI//fpr//gapA//greB//dusC//metF//ydfH//yhjD//yieK//leuE//yqjI//hslR//ftsA//aspC//envC//yoaA//artM//frsA//sucB//lrhA//ppk//tldD//yhjB//alsE//tdcG//proA//yjjV//atpG//yphD//yeeO//proQ//phoA//fryB//puuD//ydiB//yjjQ//ubiC//icd//mdtG//rsmF//oxyR//surA//cpoB//mtn//fadI//glvC//yahF//nrdF//gspE//cbpM//psd//kdsD//yaiV//yehD//fepG//paaF//gspJ//glyS//yehA//accC//mdaB//rfbB//pncB//narQ//rzoR//secB//rmf//yhbX//selD//trmD//ebgA//pmbA//srlR//yhcH//osmE//yhjD//dppF//tus//mtlR//rpsG//hemF//surA//sspA//rimM//dapA//
GO_0006260_6	pitA//rfbD//mqsR//ftsZ//uvrB//yggT//yieF//gatY//kdpB//rpoE//ycdY//insK//hyaC//rffG//dosP//ralR//rpmE//yebC//gcvP//hpt//arcA//
GO_0006261_7	metQ//uhpA//ftp//yebG//gyrA//ynjA//malK//murD//galF//lptB//dtpA//znuC//
GO_0006265_6	thrL//lpxT//lpxD//srmB//yehT//
GO_0006266_6	vsr//envR//yhgF//
GO_0006267_5	ytfT//
GO_0006268_9	fdnH//argP//mazF//
GO_0006269_6	hflD//
GO_0006270_6	ybdZ//phoB//puuP//galK//hprS//rcsC//
GO_0006271_7	cyoA//gudD//secY//
GO_0006274_6	elbB//
GO_0006275_7	fnr//rplN//ccmF//xylB//nagC//yjiM//folP//rfbC//cho//
GO_0006276_3	intF//ypdA//relB//rimL//topA//tnaC//nfo//yghU//
GO_0006281_6	ydfG//lolB//slyA//recC//pitB//uxaC//tolQ//ybiX//ndh//rfbX//ftsN//thiC//ybdM//glgP//galS//glcC//yfaX//dgcN//ygeX//hemC//mnmA//topB//mak//hypB//waaH//slyA//ftsQ//abgB//glxK//proQ//mhpD//greA//mrdB//waaA//yehY//pyrB//mngB//yhbX//lpxB//idi//atpF//pheT//ydcP//rpmJ//dgcZ//dhaK//ldcC//prkB//ptrA//ybiW//bolA//ilvH//mepS//yqiJ//ghoS//
GO_0006283_8	efp//
GO_0006284_7	treA//fhuD//lepB//yidP//plsB//polB//
GO_0006285_6	mnmE//sutR//lasT//paaB//cpdA//
GO_0006288_8	mtlA//cbrC//
GO_0006289_7	ygjK//tufA//
GO_0006298_7	nfo//dmlR//yhhZ//dtpA//pstA//hyaC//ycdX//hisD//yjiX//tamB//
GO_0006301_7	rpsM//ldtB//pth//shoB//
GO_0006302_7	cysU//zitB//patZ//insI-2//tig//adhE//chiP//ydiZ//slyA//
GO_0006304_6	fimH//dnaA//gyrB//queA//ilvL//map//allR//aspA//dicB//
GO_0006305_7	nuoF//cysH//slt//psuT//
GO_0006306_5	ftsQ//infB//yraK//wzc//
GO_0006307_8	yhbQ//rsmB//insE-1//trkG//yeiG//
GO_0006308_6	paaA//seqA//rluA//nrfE//phoE//casA//rpsI//cyaY//phnO//mdtI//dgt//prlC//
GO_0006310_6	flgD//tatD//lipB//leuS//ompR//ynbD//entC//lpd//nanK//menI//gldA//btuF//lldP//waaZ//hha//paaZ//glnQ//hisD//umpG//norV//ybjD//ivy//hflK//nagB//glpA//gadE//ubiI//pheM//nanE//ybdN//rhaT//cadB//nrfB//ynfE//lpxT//cstA//tatA//folC//rluD//araG//ldtD//lspA//queC//
GO_0006313_4	ascB//ydhC//entB//zwf//sapD//narI//tolB//
GO_0006323_7	fadA//
GO_0006325_4	putA//
GO_0006351_6	menE//wecC//rcsF//yhcF//sad//rpsG//yjiM//fucP//ycfH//yhbO//uvrD//fecC//obgE//cvpA//sgcX//yjbF//rpsG//rpoA//deoD//ampH//emrB//yafS//hisS//yqiI//dsdC//ftsE//queG//rmf//pgpC//eptC//fimI//astC//hxpA//rpsQ//lgoR//fis//ppx//guaD//lysU//tas//treR//oppD//tmk//recF//mglB//clpA//tus//ppx//lapA//prs//ttdT//yagG//nmpC//yfdG//speC//yhfK//argA//kdpC//iscU//nuoL//prmC//fadL//motA//motA//yajO//csrD//dld//pdhR//ugpC//uidA//lptG//sbcC//fdhE//allD//mazF//trpC//purA//dgkA//soxS//puuC//sbcD//aroC//mlaD//fsr//pdxK//tpx//bamE//purD//elyC//eco//nudB//yqiG//yoeE//narQ//agaR//frr//paoC//thrL//ypdF//aspC//mrdA//ycjU//rpe//pspC//atpF//hisH//yiaO//fliZ//ydeO//napB//hisS//truA//hlyE//rpnB//potI//ariR//aroC//rbsR//rplL//
GO_0006352_7	fadK//nrdB//maa//cecR//
GO_0006353_7	hisF//waaS//
GO_0006354_7	cutC//btuR//hisB//
GO_0006355_7	mhpB//dapB//holD//treB//ulaA//waaF//yciV//rsmC//ydcR//lolD//tusA//garL//yebQ//argO//yeiL//wecB//yraN//metE//ychO//waaJ//casC//panD//rcnB//betT//osmC//murJ//ulaD//cysC//mntH//ydhK//malX//hyfR//rof//ycaO//rplB//mdtK//yfeO//folE//sstT//yqgB//yihO//cysB//dsbA//yajQ//lacZ//rne//priA//tnaA//gloC//yaiP//astC//bioB//ydaN//speC//ibsE//glnP//proC//yehZ//lolE//dppA//sdiA//ybiX//gloC//insB-2//gmd//rlmF//rbbA//uhpB//thiM//iscA//efp//yfeX//deoR//aaeB//uspC//dgcZ//sucA//paaX//ymdB//frvA//fucA//yraJ//sgbE//murF//yqiH//mdtJ//entF//yhbY//metI//srkA//cyaY//cutC//yfbV//mrcA//hprS//chbR//gadB//ariR//tdcF//pnp//aceA//hybG//alsB//dppB//dnaB//yjjI//yfhM//acnB//ydiB//yagF//mdtI//yhaO//yehP//fdoG//gshB//yhgF//yfaL//bdm//yghW//queC//etp//hybD//ymgA//kbaZ//adhP//fliT//yraR//yfhH//ftsQ//allD//fdoH//phr//frvR//creB//yhdZ//hscB//potB//ugpE//hemE//ompC//hybA//fabD//sodB//mngA//mhpA//yjiY//secG//helD//uspC//rplA//atpD//xseA//ftsN//ubiI//ccmF//lysU//setB//rimM//mhpB//yjbF//ascB//mlaD//yjtD//plaP//sgbH//aaeB//mlaE//rlmE//mprA//melB//yiaM//dppD//garR//ogrK//ldrB//mazG//rlmA//fadA//ileS//fdoI//mntH//plsB//yddG//lyxK//rhaM//dnaX//fabG//barA//fadA//barA//rlmA//hrsA//prfA//pnuC//fdhD//idnK//ddpX//hupB//fliL//thiL//intA//tnaA//flgA//cycA//rsfS//cheY//ydcZ//birA//afuB//radA//chbR//focB//ygjR//argP//spy//rpoS//wecB//mntH//ubiA//gltB//gatY//dgoR//clpP//ybhD//gsiD//mglB//wzzE//nusG//yafC//iscR//frdB//ygiN//pgpB//zapD//waaF//argI//glgX//rfaF//ascG//rlmB//nuoN//lipB//frlC//chbB//puuB//folP//yhcD//rlmJ//sbcB//araH//matP//mdtO//lapA//yciV//glnD//rdgB//ahpC//ybcF//mdtB//ftsQ//erpA//
GO_0006357_8	grxD//
GO_0006364_9	dbpA//bioB//proS//glgA//pyrH//rpnA//trpB//gmd//zitB//hipA//yoeB//hsrA//focA//fau//ampH//guaB//cpdB//lplT//fpr//recA//tag//panB//xseA//mglC//yehW//ssuC//surA//gudP//agp//ybhG//elfG//nuoH//ygcO//srkA//ygiW//cspC//eutN//yahN//cysN//yehU//bioD//luxS//yjcE//
GO_0006378_8	ybdG//srlA//
GO_0006379_8	pnp//
GO_0006382_8	wza//
GO_0006396_7	lldR//mipA//mdtM//intZ//hybF//nanR//gspE//yfcG//ligB//iscX//pdxH//lolC//gatY//guaD//nlpA//ackA//lptD//dsbG//rimK//glyA//yebK//rplA//csiR//relE//araF//agaV//comR//yidL//fabB//sbcD//yhaJ//ypdA//lplA//yjcE//rpoH//hisS//etp//oppD//sstT//trmH//rlmC//rpmE//ydbD//ftsW//pepD//fadB//priA//ybaQ//hypB//umuD//fixA//trkG//sdaC//yheT//glxK//rlmH//ybhA//yhbY//rbfA//yidR//aspA//adeP//ptsN//cysI//yjfF//yiaL//dgkA//ugpE//ribA//infB//shiA//rfaG//ycdY//ynhG//puuE//mlaE//mtr//moeA//tcyL//elaD//yhcD//parC//yqaB//argG//rihA//yfgI//yehT//cspE//selU//envY//clpA//bglB//nuoN//ybgI//cbrC//ydiQ//xerD//solA//sbcB//scpB//amtB//yccA//
GO_0006397_8	hisI//ubiC//kdpC//
GO_0006399_8	lspA//viaA//xylA//envR//ycjY//yjfP//umuC//rnc//yraR//arcA//ralR//mrcA//ykfI//cyoA//mraZ//yghU//alaA//pcnB//speC//yohD//yiaU//mlaE//cbpM//cbeA//wecC//yahI//ykgF//pitA//flhE//ubiJ//ompL//cydA//yejE//rfe//ecpR//rtcR//rmuC//hrsA//slmA//bioD1//fabA//nusG//bamB//azoR//yigL//hemF//yedL//lacZ//dgoR//ynaE//folM//mgrB//tauD//ypdC//hemB//ribA//alaA//luxS//uxuA//oppD//rsmH//psuG//rihA//flgB//bioF//cysW//slyD//nrdH//pspF//appY//pdxY//tap//pdeH//thiH//eutB//acrD//miaA//ybdN//preT//pdhR//mcrA//hybG//
GO_0006400_7	borD//pdeR//hicB//mtr//opgC//rna//ftsB//cadC//wza//sugE//xapB//asnS//tktB//aspC//pgaD//fryC//trkA//xapB//accB//recD//pcm//murI//idnD//pagP//ydjL//hisI//yhgF//glgB//ftsA//rcnA//amiD//alsB//cfa//fdoH//macA//frsA//astC//yhgH//galS//cheB//cysU//pdxA//adk//pabC//yieL//alaA//rfbD//insI1//glsA//
GO_0006401_6	mutH//recN//rimK//sapA//insI-2//evgA//mutM//ybdR//yrbG//manX//rpe//napB//ydfH//patZ//gloB//rfaC//ydhC//queC//curA//hflX//artM//rutR//
GO_0006402_7	speB//phnC//yfcG//araD//rimK//murC//ygjR//dcuA//deaD//waaC//yojI//
GO_0006412_6	insI4//mocA//yiiD//ydjL//hscA//zapD//hycB//pitB//nagD//nikB//csgD//mdtN//birA//mutS//fliZ//ascG//pyrB//narH//ybiJ//iscA//pdeH//ybjI//pflA//nrdD//lpxD//yhbQ//fimE//tmk//ptsI//ompT//rutF//tnaB//nagZ//iaaA//srlA//yhaO//ydcS//rhaS//sseA//hyfF//ompA//lplT//efp//tnaB//efp//intA//cysW//phoB//yicJ//ycbV//waaC//
GO_0006413_4	tatD//lpxL//yidP//
GO_0006414_6	entB//wzyE//elfC//hflK//rplE//frdA//ddlB//yfeO//infC//
GO_0006415_7	ydcP//zitB//idnT//trmJ//rplA//yciV//glnQ//
GO_0006417_7	higB//pdxB//idi//csgF//insI3//wza//dxr//yqjA//speB//uhpB//flgA//gmhB//frdA//yedF//ypdB//waaJ//otsB//truA//yagG//lacY//ggt//yqaE//dnaQ//rplN//rpoS//truB//lptD//lpcA//gcvA//gpsA//tcdA//queA//sufE//arnF//glnQ//ftsH//csgF//araC//pphB//
GO_0006418_7	ribF//sdiA//zraR//wza//tolQ//gapC//mdtI//yghG//glsA//pdeH//ygaH//gmd//ychO//yqaA//recB//gldA//uvrC//rimK//tdcF//fimG//prmC//atpF//ssuC//fdhF//yjfP//
GO_0006419_8	emrK//
GO_0006420_8	ydiO//
GO_0006421_8	yqjI//
GO_0006422_8	gltB//
GO_0006423_8	ygjH//
GO_0006424_8	sufS//murD//
GO_0006425_8	queA//
GO_0006427_8	arsC//
GO_0006428_8	nlpD//
GO_0006429_8	cobC//
GO_0006430_8	lolD//mrp//
GO_0006431_8	pinE//
GO_0006432_8	yaiV//rpiB//
GO_0006433_8	lysC//
GO_0006434_8	yjaZ//
GO_0006435_8	caiE//
GO_0006436_8	flhA//
GO_0006437_8	gabT//
GO_0006438_8	argB//
GO_0006446_8	tatC//iclR//ahpC//murF//fimG//yafN//yddL//
GO_0006448_8	amiC//speC//pflC//rraA//adeD//
GO_0006450_4	phr//ybaL//ilvC//adeD//asnC//yieH//deoB//waaB//rpoA//coaA//
GO_0006451_7	hybG//
GO_0006457_3	deoB//queD//lptF//abpA//fadR//cdd//ghoS//fumC//higB//nadC//ribA//umuC//suhB//rhtB//tcyN//allB//recF//panB//xapR//agp//argK//wzc//yphB//dacB//ydhQ//ibaG//rlmF//hxpB//mpaA//lysO//mutT//rpsN//rnlA//proA//metI//dedD//yihT//ushA//mgrB//allC//
GO_0006458_4	cycA//cyoA//nagC//rimO//yhgF//yegV//ygjH//rlmB//
GO_0006464_6	phoP//fadL//ydhC//hprR//higA//ydjJ//serB//purC//phnK//yfcU//htpG//ybiT//carA//ygbL//phoR//fucK//pspD//ompL//eptA//yadN//yidP//mqsA//nac//basR//rhoL//lolD//tqsA//trmI//elfD//nimR//citT//hofN//rplW//yjiX//flhE//rimL//argA//dmsA//lon//scpB//fhuC//lgoD//ynfH//cbpM//mcrA//ybhJ//nrfC//acrZ//rlmA//dppC//hybC//ycfS//cysC//fixC//sufA//cobT//lapA//tatB//mngA//yfiE//norW//treR//nagE//mutT//hybG//ynfE//ybbY//fumB//znuB//fepA//endA//btuR//paaZ//degQ//ycjW//ygiS//priC//mutM//galR//nimR//prpR//xseA//essD//roxA//tdcA//focB//uof//ydbD//ldtD//roxA//casB//betT//ftsI//yghW//feaB//focA//lasT//rpnB//pnuC//rutR//fdx//oppC//bamA//zraR//panE//tnaA//rluA//basR//glpR//ybaE//rplC//hypE//lysR//argC//menF//rodZ//fliK//clcA//gntK//kdpA//accD//cpoB//fryC//yggD//ugpC//lpxM//narG//rhlE//queG//sseA//nhaA//rayT//iap//feoA//ydiV//malP//phoB//rnd//emrY//garK//hpt//prfA//
GO_0006465_6	yraI//yciG//pheT//
GO_0006468_7	glpG//mlc//ada//cmoA//yacG//wzzE//nanT//intQ//mngR//hdeD//hdeA//murP//gloB//decR//yceD//mtlD//hipB//raiA//glnA//skp//mcrB//rzpD//pdeH//mtlA//galM//ydhK//yciA//intS//rho//ligB//pdxA//artQ//yraH//hisA//yqeF//yibA//sbp//paaK//ycbV//dinG//flgK//mlaD//dicA//mscK//yihQ//cysS//hsdR//holA//rpsN//sufB//cusF//ykgF//arcC//
GO_0006470_7	tehA//cysA//yihP//puuB//deoB//csiD//feaB//tgt//dcm//appB//yfhM//ybiI//hypB//ypdA//hpf//gpt//
GO_0006473_8	queC//rbsC//dinJ//ybiJ//ybiI//ddpA//accC//gltD//nudB//cysM//sgcR//ddlB//
GO_0006474_6	paaA//iscR//rpnA//clpB//uhpC//
GO_0006475_9	glnK//clpX//
GO_0006476_8	tyrR//livH//yhgF//
GO_0006479_5	cspA//mukB//insI4//pinQ//ykgO//bglX//livK//mtnN//
GO_0006480_6	recA//
GO_0006486_5	zipA//
GO_0006490_5	citX//
GO_0006497_7	ybcM//
GO_0006508_5	mdtG//codB//rpmA//recF//lplA//surE//uidC//glmU//sufA//ubiB//kdsD//yggE//murG//entB//secM//nagA//iaaA//ycjD//fecA//tnaC//smpB//entH//ung//selA//fabZ//yafC//ompW//ygiS//tamA//lasT//rrrD//gadX//hcaT//paaD//sgcC//holB//trpD//yajD//hybF//nemR//lolA//yfbV//yqaA//lptD//ygaH//ynfL//rfe//matP//rpiB//ygfZ//mltD//yagF//fabG//yghO//rpsJ//
GO_0006515_7	ycaN//ycbU//bioF//yifB//
GO_0006517_6	cmoM//phoU//kefG//narZ//
GO_0006518_5	amiD//yeaG//puuR//mgsA//ulaF//avtA//ung//rhlB//hyaB//viaA//ptsI//nagA//ynfK//fdnI//ldtB//ibsA//yghB//intS//lrp//yihL//menH//arsC//dapF//ssuA//sodC//alkB//fliT//yqiH//qorA//sdhD//mipA//yihQ//efeO//dmlA//dut//mdtC//purT//yaiW//zupT//bioD1//nrfB//ligA//yhaM//yqgB//yggX//tynA//yegV//insI3//ilvA//insB-2//oppB//ybiX//cydC//acrE//ynfF//mzrA//rpsT//curA//yggT//dicB//aaeA//tap//fhuD//hemC//tdcA//yehZ//yccX//hsrA//rclC//arcB//mdh//dinG//ybjX//pheA//rdgC//yjjW//hyaC//
GO_0006520_4	dppC//mreB//recT//rlmA//ileS//trxA//msrP//phoR//yehP//aroH//nikA//mltF//evgA//cdaR//rhaD//yidL//lldD//kbp//hslV//rpoH//rlmE//yehW//aes//ybcM//tsaD//ecpR//ygdG//yfcA//yhbY//fau//bcr//casB//ldtA//borD//yggT//dcyD//sgcE//yhaJ//zapC//uraA//dcuD//alsA//fliL//mdh//ahr//glnD//mqsR//pyrB//btuD//ymfK//fre//entS//kdpD//ppiC//proQ//poxB//mdtK//nlpD//dsbB//tehA//tcyJ//ddpA//ubiC//dgt//ftsY//ribA//ftsB//pinQ//nrdB//yegS//csgF//ppiD//murA//melR//bglB//ybdN//yhdW//thyA//malF//mscK//yqhC//fdoH//ibsD//qseB//glyA//cspE//pflA//araG//emrE//waaQ//rimK//csiD//sufC//waaL//miaA//ubiC//alsC//rpsG//bamB//entA//pheT//dosP//dsbD//mscS//gabP//rpnB//citT//yafE//yidK//prmA//yidQ//yajL//yhdW//hypA//rppH//ung//ibsB//tauA//flhE//eptC//ydiO//scpC//hchA//recR//ariR//epmB//cpoB//nudB//patZ//ulaB//acrE//rpsB//yfdK//mfd//eutR//kdgK//yraI//metI//mlaD//hemC//tcyP//bacA//decR//csgF//msrQ//yobF//ghxQ//yjjG//rzpR//metR//rfaD//dxs//rpsH//speE//uidR//appY//ampH//yihX//atpH//pppA//cecR//elyC//mepH//ycjY//tehB//yfiC//fes//xylF//yfeW//ribE//ribE//hyaB//insI-2//dnaA//recF//hipA//pyrD//srlA//phnK//tyrS//lldD//citC//glnL//appY//ydjH//cho//kdgT//dtpC//ydcP//wza//guaD//atpA//ttcA//fic//selD//hsdR//mnmE//kdpE//pcm//fepC//deaD//selB//
GO_0006521_6	glcE//argA//rsmG//
GO_0006522_7	pdhR//mepA//araA//yneE//xanP//arsC//gdhA//
GO_0006523_8	xanQ//purU//ykgF//ffh//
GO_0006524_8	glyS//yfjR//hyaC//
GO_0006525_7	rplK//cutC//nagB//nagC//dacD//rzpR//yihU//phnK//yqeA//ytfQ//purN//ydcT//ftsP//treR//dicA//citT//lysP//dgt//caiF//napB//mglC//
GO_0006526_8	rho//fixC//ygaH//ypdC//clpX//flgM//kilR//paaF//allS//epd//phoU//gntK//ygfZ//
GO_0006527_8	zinT//guaD//nagE//ortT//xylE//yhbO//kdpB//gltP//yjjU//
GO_0006528_6	gadC//sodB//pgpC//acnA//
GO_0006529_7	ccmD//sgcE//
GO_0006530_7	tamA//atpF//
GO_0006531_7	uvrA//mgrB//yciF//fumC//ompT//gatA//zraR//umpG//
GO_0006532_8	mtlD//pck//
