#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//katE//ldtC//arcC//
GO_0006139_4	yagG//rhaB//cra//mnmG//paaJ//rffH//chpS//cysM//yeeL//talB//yidC//rluC//mnmE//yjhP//xerC//putA//rtcB//crp//cysI//degS//guaC//yjcS//kbaY//mdaB//lpxL//fur//rsmF//pgl//ariR//efp//mazG//ung//menC//ptsP//idnO//yajL//ftsI//sufD//frsA//yehP//nrdB//mhpD//ribE//nikC//emrB//rlmB//nrfD//pdeK//pntB//osmY//fliL//ibpA//ftsI//rpsS//syd//murQ//kup//nuoG//rihB//mhpD//yggE//serS//dinQ//mnmG//hipB//znuB//uspG//phoB//rseC//frvB//sdhE//polB//mlaF//cydC//ybiO//rffM//leuB//greB//ghoT//ybbW//glmM//yajL//mdtB//dsbA//caiD//kdgK//srlE//waaG//treC//allR//gcvH//lgoT//hypT//ydfD//tatD//srlE//hemD//ubiB//yidK//hyaA//narW//kdpF//sbcD//hpt//srkA//ompN//panE//rpe//rpsI//yihU//tdcC//osmF//citE//tcyP//rplA//ybeY//ybeQ//bglA//nlpE//ygbM//iscA//metH//alaC//upp//sucA//thrL//napB//yhbO//envY//rpsO//qseC//udp//selB//ybcQ//opgE//pspA//nanA//frdD//yggP//pepN//etp//allB//rpoA//ychF//dcm//kdsD//uspB//cas2//flgJ//nrfB//prpD//ttdR//yfbU//frlB//aldA//yhjR//macA//relA//mdtG//csgF//grpE//yahI//yjhH//rcsF//rclA//ppk//yrfG//recC//frmR//glnP//envC//yqhD//pepT//potH//ilvM//eutK//tsaD//hemG//tufA//tsx//hypB//sfmD//yidL//glpB//rimJ//ygfZ//ttdB//ftsE//rplK//malQ//tsgA//ldtA//ybdH//ratA//dacA//cmoA//ptsN//yciG//mepM//wzzB//ecpR//nanE//clpA//rapZ//fryA//gstB//nanA//cysI//potF//atpF//ytfQ//carB//sad//ydgA//yfdO//ynhF//sbp//ftsN//nrfD//rplN//carA//lptF//ppx//glnE//ccmA//secF//afuC//eutR//mntS//erpA//evgS//hisP//gntR//frr//rutF//basS//adiA//pmbA//maeA//rbn//rusA//rpmJ//hslR//fre//phnP//ompT//yacG//ynbD//pth//holE//zapE//gadX//nlpI//nuoH//nagD//gcvA//cpdA//ihfA//folM//rfbC//speA//creB//diaA//hemE//yeaV//alsE//uvrD//xisR//slmA//ubiG//rcsB//bglF//ftsN//galU//msrB//intZ//gatB//fucO//gpr//ydiZ//proW//chbG//cadB//hemE//hxpA//yajD//selU//galT//xanP//rfaH//ttdT//nfuA//cheA//yodD//cysE//yifB//mdtN//codA//bglB//yfdG//yidC//mdtG//insA-2//pdhR//yiiM//rpiB//arcC//prc//cadC//yjhG//srlA//cmoB//yjiM//serA//rtcB//mdtA//bcr//sad//gntR//glgS//nadC//yhaC//ycbV//moeA//nadE//mrdA//rbsB//kefC//pstA//yiaJ//nlpE//rhaA//yneJ//yhbX//groL//ybbW//dsdC//deoB//panC//sodB//torZ//frvB//yeaD//dppA//gmhB//fimZ//opgD//thrA//tabA//rlmL//lysA//maeA//pcm//atoS//nanK//aer//nac//mipA//dsbB//yedF//ssb//mmuM//ymdB//hemF//yhaC//flgM//caiT//ugd//gcvP//cspG//ybcF//pinQ//lpcA//marA//pntB//cysW//ybdM//cas1//rluA//citE//ydiK//yibT//solA//yibF//hexR//codA//ydfH//recQ//ygiN//nrdR//elfC//grcA//srlD//ppsA//leuE//cydD//rluC//hybB//dsdX//yfdC//cobT//rluB//yhhT//secE//ompN//phnK//wzc//sfsB//mcbA//cdaR//tsaB//cof//dmlA//elbB//malK//xylF//ribE//infB//tyrB//ydeE//cmtA//cusR//caiD//grcA//lolA//tktB//pstS//opgG//yfcA//hupA//ydiB//hycB//insE-1//yghO//mreB//gyrA//metB//yadG//focA//yhjR//thiG//djlC//tbpA//uspB//yhdZ//gmd//pncB//yfdS//yobA//garK//rph//lptA//tehB//selB//sbcC//ugpE//elaD//yijE//cysH//rimP//rpiR//frmA//gyrB//phnN//fimZ//pntB//yeiE//cdd//xdhB//malS//yafC//glrK//frlA//atpF//aceB//nanR//ykfI//cycA//ybiS//rpsM//fabR//add//patD//eco//gltD//ybhJ//dcuS//gntR//trmA//fliD//hyfR//fadM//yfcP//lrp//hemF//cdd//eutN//potE//grpE//lepB//proB//ompT//yghG//panD//cheY//uidC//rne//trpL//ytfT//dppA//fabD//uvrD//rfaQ//fliL//coaE//ompC//rbbA//ogt//entS//proP//tdcD//nagK//fadM//livH//alkA//trpE//glyS//deoC//purT//zapC//yfaE//suhB//fdnH//prs//mpaA//ilvA//rutD//ygeV//recR//hyi//cptB//dmsB//yhjB//trkA//ptsP//mscK//xylH//gluQ//yiaM//rluE//argR//rffM//mrcA//nrfC//fcl//atoS//deoR//apt//emrD//glvC//iscX//mipA//hsrA//hcaE//yqcG//rlmI//prmA//ydjH//fucO//ybaM//yadM//panD//glgA//yheT//hycB//rplP//narV//ybbY//yjhB//pgaC//yccX//xthA//yihP//ivbL//mtfA//ydcR//pphA//ravA//dgoT//lolD//radD//kdsC//glmU//prpB//ydcR//amyA//gntT//mglA//yfaX//gudP//tyrS//ivbL//glgB//mngR//ribC//asnS//holD//nadB//rpiB//mnmE//lpoA//mltG//mipA//
GO_0006140_6	aceB//paaA//
GO_0006144_6	acrA//bcsA//ydfD//menE//ddlA//rraB//rarD//miaB//dsbG//oppB//
GO_0006145_7	fecB//yeaK//crp//nikA//
GO_0006146_8	pgi//ugpC//
GO_0006148_9	yggW//
GO_0006149_9	yeeL//
GO_0006150_9	rsmI//
GO_0006152_7	dmlA//cof//mhpT//ycaO//yjaZ//nudF//
GO_0006154_6	cadA//
GO_0006161_9	lgoT//
GO_0006163_6	ccmH//lpxC//dedD//lepB//bioD1//yabI//relB//gabP//mutT//yqjI//rpmE//ycjR//ubiX//acrZ//cysS//ibpA//recT//cobB//paaE//flhD//napD//yfaX//wzc//ttdR//mntP//garP//secM//torS//rplM//ygfZ//cspG//wzzB//opgD//metG//mdh//rpsM//pyrF//cadB//yehX//mnmA//dcuD//eutR//csdE//cobT//yjhB//yjbH//ascB//tsaB//lepA//mutL//nrdR//bssR//purL//dut//
GO_0006164_7	ddlB//yhhZ//zntA//ccmD//poxB//ygjR//acrZ//wecE//fdrA//mdtB//paaX//glk//insB-4//ygfZ//lpxB//xylH//glrR//yhbO//gntK//ygaH//frwB//ccmH//nikA//gshA//rplW//ybiO//ydhQ//ldrB//rpnC//wcaJ//malY//yfaU//sbmA//cdh//udp//dsbA//nupG//thiE//acrZ//cspB//
GO_0006165_7	rbsB//dctR//yiiD//rpsO//yjfF//xisR//dfp//glpR//btuC//yqhC//yciF//ypdA//bioC//barA//hisI//entS//rpsT//pmbA//rsfS//
GO_0006166_6	fimD//arnD//
GO_0006167_6	cynT//
GO_0006168_7	yfdK//nuoE//
GO_0006171_9	rffG//
GO_0006172_9	yibF//
GO_0006177_9	cyoC//rplQ//ndh//
GO_0006178_7	prfC//
GO_0006183_9	metC//
GO_0006188_9	mdtA//osmE//asnC//endA//
GO_0006189_10	ybbN//hslU//
GO_0006195_7	cheZ//bamE//
GO_0006203_8	lapA//ytfP//
GO_0006206_6	hybD//rof//argA//clpP//uraA//rplE//xylH//rpsP//gsiB//tdcF//rfaD//murA//nrfB//nirB//ycgB//aldB//ybcJ//rseB//clpB//kbaY//yjbH//holD//ybjL//hmp//cstA//nrdE//
GO_0006207_8	yfcQ//yfcR//prfB//ndh//yicJ//
GO_0006208_7	ibsB//sixA//nei//sgcE//alsA//tamA//trmI//glrK//nadK//yjiX//ttdT//fabG//yijE//
GO_0006209_6	ugd//
GO_0006210_8	adeQ//
GO_0006212_6	acrZ//waaH//tap//prlC//dmlA//potG//yjcE//ybjL//pcm//cysK//yabI//
GO_0006213_6	tcyL//rsmB//ydhK//tilS//aspA//yifB//sapC//bglJ//yafQ//basR//yjiM//proQ//plsC//ybdG//pstB//rfaB//
GO_0006216_9	flgM//
GO_0006217_9	aroL//
GO_0006218_9	cycA//
GO_0006220_6	wecA//mlaD//yjjV//gudX//glpT//yhjB//fnr//yggF//dam//trkG//mdtO//mobA//atoC//yehB//greB//guaC//cas2//pnuC//sufA//agp//
GO_0006221_7	yeeA//frdA//sanA//nupX//yfdO//glgC//xerD//trpR//hybE//hyaD//ubiB//tnaC//ycjR//
GO_0006222_9	rfaE//
GO_0006225_9	rmf//
GO_0006226_9	hypA//dnaC//
GO_0006227_9	frmA//
GO_0006231_9	folX//
GO_0006233_9	yecS//
GO_0006235_9	rhoL//
GO_0006241_9	yhbQ//
GO_0006244_7	uxaC//gshA//yqhC//insI4//yjiY//fliL//zapB//
GO_0006259_5	gyrB//fixA//holB//mdtG//lpxH//hexR//ascF//yjjU//mltG//murC//acrE//gpmA//yihQ//yqeA//sbp//csdA//eno//rlmF//glnP//gntK//ycfL//yehD//scpC//sdiA//pinR//rpsJ//yqeG//nanK//dinG//ettA//nuoI//yebZ//secE//pitA//bisC//tauC//livH//map//ivy//dnaG//ydeI//yraK//xerC//waaC//srlR//ydjJ//ttcA//nfo//rplO//prpC//panD//tsr//agaI//nadC//rclC//tdcD//lon//eptC//hicB//ycjU//yeiG//iap//rnhA//feaB//glcA//sfmH//yhhY//yhbY//phnN//gltS//hsdR//murF//npr//eno//ydeP//paaJ//tamB//udk//ompW//mtlR//intA//secA//focA//tktB//glyA//carA//prpC//yhcN//recQ//yadV//ygiB//nusA//hdhA//hsdR//norV//ascB//mtlA//folM//ykgO//tisB//npr//hslJ//sbcB//folE//pck//tag//spoT//hinT//bioD//ulaR//yphC//frlR//zapE//uvrB//truC//yoaA//yhjX//wcaB//mfd//mmuP//mntR//malP//frlB//mtr//yqiJ//idnK//yieF//tdcD//ompF//trmD//ynfE//psd//maa//mltB//pdhR//surA//afuC//lspA//mscM//phnJ//puuC//tatB//yqeG//ulaR//srlD//yghU//serS//yahO//
GO_0006260_6	nimR//efeO//araH//pitB//ydcM//treB//sbcC//queG//hcaR//paaH//sbcD//yqjA//rsmJ//rnhA//fabR//lipB//cedA//cvrA//chpS//hypD//nadA//
GO_0006261_7	rhmR//holD//fepG//argE//ynfE//cusF//tig//tyrA//tyrR//mltF//yfdO//ypjD//
GO_0006265_6	setB//ribB//cysN//prmB//sgcB//
GO_0006266_6	slmA//hda//intF//
GO_0006267_5	cas3//
GO_0006268_9	ybhJ//ivbL//clpP//
GO_0006269_6	pinQ//
GO_0006270_6	yiiD//ybfA//mhpT//yihX//pgaD//setB//
GO_0006271_7	fliA//ldtA//mglA//
GO_0006274_6	gntU//
GO_0006275_7	dgcM//phnH//dcyD//kch//deoA//fryA//yagF//cmoA//rhaT//
GO_0006276_3	accD//ftsK//yedF//icd//hycB//rsgA//hprS//entA//
GO_0006281_6	ssuE//intF//mrcA//nadA//yhjX//yjiY//norW//cmoM//gcl//fmt//insB-4//argO//yddM//yadN//sseA//yiiD//ftsL//csrA//lsrR//idnD//yihV//sdhC//paaB//pstS//gor//alpA//ycbV//yhcD//xylF//nuoI//der//pdeF//grxD//fsr//yjjB//tolB//truA//mhpC//grcA//sixA//basS//yfiR//dhaK//mutT//yoaB//asr//yqiH//rsmH//ybiS//malI//mrdA//rsmJ//csgD//ydfK//rcnR//
GO_0006283_8	nrdR//
GO_0006284_7	pta//oppC//ldtA//cyaY//lgoD//adeQ//
GO_0006285_6	sanA//sdaB//mdtG//nanK//dgcM//
GO_0006288_8	adiA//cysH//
GO_0006289_7	pepT//rpmJ//
GO_0006298_7	kefB//cbpM//cdh//mscL//gnd//dsdA//ychF//gcvA//appA//yehB//
GO_0006301_7	nanC//rfaQ//pagP//yeiE//
GO_0006302_7	phnC//crfC//eutN//dcuR//ymfK//opgD//fabG//dhaM//cysD//
GO_0006304_6	prfA//yeeY//umpH//rutR//ppsA//ycjP//rbsR//lpxM//mglA//
GO_0006305_7	gnd//pflB//ileS//ubiI//
GO_0006306_5	aslB//fryB//argS//yaaU//
GO_0006307_8	nrfC//ybhD//pth//yggW//asnS//
GO_0006308_6	yfgO//dgcE//tsf//nrdB//potF//secA//ymgF//bluR//yhgH//mutS//satP//elfG//
GO_0006310_6	yciV//fimZ//glyS//ymgA//elfA//ampH//wbbK//guaA//yijO//hda//alsA//glgS//hemA//tap//ftsE//rstB//trpC//ybaO//emrE//ycbU//ykfM//ptsG//ycjD//fklB//clcA//rfaQ//hslR//gpt//yggX//ydbD//phoR//yefM//exbD//narV//rnpA//ydjE//miaB//tonB//nuoN//aroG//phnO//yiaM//pyrG//
GO_0006313_4	clpB//ruvA//yiiD//napB//narP//cra//rpnD//
GO_0006323_7	cspD//
GO_0006325_4	tauC//
GO_0006351_6	oppF//pgpC//yccX//dgoK//yqcC//ybhJ//ygdG//rpmG//fhuC//paaC//cyoE//rimL//rplJ//yhiM//xisE//cysK//yjiM//envR//cas1//gstA//cca//fixB//trmH//gpmM//norR//rfaB//ompW//satP//arsB//agaR//nimR//ilvA//ribA//iscA//sutR//tamB//ydgA//yidA//yebG//apaH//yhgH//fes//rplJ//psuT//gntR//mcbR//znuB//potB//csdA//gapC//ilvL//aceK//dauA//rcsD//lacZ//dpiA//cysQ//mntS//napD//eptC//uxaA//rfe//rpe//elaD//fiu//livM//rffM//gmhB//yieE//pfkB//fdhF//rrrQ//narI//moeB//gatY//bluF//yiaN//rstB//dtpD//pfkB//malK//ycgR//yiaA//dtpC//yjfF//glpK//insB-2//rpsK//rcnB//ygbN//acnA//fimC//bcr//yidL//intE//gadA//secY//rffT//ugpC//secE//ribE//metK//tilS//truB//chaC//cspD//mnmG//pdeH//ade//rplS//pflC//dapB//ompR//glgB//uidA//yieK//lpxD//rsmJ//hsdM//
GO_0006352_7	yjiQ//ptsH//rusA//cueO//
GO_0006353_7	tomB//epmA//
GO_0006354_7	nimR//argP//yiaF//
GO_0006355_7	secG//rutD//fbaA//guaB//yfiR//purL//nadD//flgH//emrK//rnhB//lsrB//pnuC//pabB//ispB//idnO//proX//yihT//dhaR//fes//frsA//ycbX//rpmG//sodC//yadK//pyrD//rihC//fliK//cysW//ymfK//yjbH//cysS//yjaA//secG//mhpA//tldD//tatC//hchA//aceA//narP//mltC//agaS//cobU//gspJ//ypdF//prmC//truC//fhuB//shiA//maeA//ribB//yneL//avtA//cmoB//gadC//galU//kch//narZ//rimI//mdtI//bioA//yccX//yddM//frr//glmS//bluR//glnL//scpB//yahD//menI//ptsH//baeR//miaA//perR//yccA//rsfS//rpsH//dppA//flhD//cusB//rpoE//fucA//rfbC//tgt//alpA//rssA//baeR//radD//kdpE//leuC//opgB//mltF//nhaB//pcm//murC//yggN//yfbR//cyoB//sapC//pgpB//tabA//ubiC//rpoD//sucC//murF//csrA//gcvP//emrY//insI3//phnO//hcaT//metC//epmC//rplW//galM//uhpC//eutK//tisB//tsaD//ydfH//yciV//pabB//sanA//mreB//hypT//lapB//ogrK//gpmM//gloB//ygcW//argA//dgkA//acrZ//uxaC//dnaN//phnN//yfeD//lolE//mdfA//edd//rpe//hipA//yehT//fadA//phnH//cdsA//rnt//pepB//pyrL//nanS//potG//phoQ//ycfS//yigL//hemE//hsrA//insB-4//alpA//iaaA//sbcD//yjjW//ihfB//yhjA//hupA//yagJ//gntK//ulaE//relB//bfr//mtn//pgk//mutT//mcrA//trpGD//lacY//yigB//rfbB//nfsB//rpmF//rlmJ//nrdE//yibT//yihR//yebK//talB//yggN//narZ//yoeE//alaA//mqsA//rihB//rarA//rimI//nanT//ppiD//cheA//nudB//yojI//prmA//ribA//trmJ//mepM//ompA//puuD//glpT//cysZ//pagP//narY//hypB//hyi//yhaO//iscX//recB//cheA//dgcE//dgoA//prs//ratA//eco//garP//stpA//kdsB//yaaA//cpdA//rpoA//murB//yhaJ//htrE//hofP//citE//prmA//eutR//rnt//hicA//livM//accA//ralR//yicJ//menI//yegD//arsR//yfcR//asnS//tolQ//yjhB//rpmC//sodA//mnmC//thyA//yabI//xanP//srlD//pgpB//leuE//cheY//chaA//hybD//mglB//ydaN//cstA//ygiV//thiC//
GO_0006357_8	uxuA//
GO_0006364_9	rpsB//yebS//exoX//yfgI//iscS//casD//accA//yfcF//yeaG//queC//greA//frlA//aldA//malI//ykgF//yecS//rsmC//dppF//yqgF//lsrR//glmM//hemF//yoeB//hipA//yafO//uspC//trmB//gltB//ribA//rlmD//yjiM//rpsJ//rluA//btuD//trpB//bhsA//yneL//chbR//xylR//fabA//csrA//mdlB//rffH//
GO_0006378_8	mdtG//rimM//
GO_0006379_8	nhaB//
GO_0006382_8	dusB//
GO_0006396_7	thrA//frvB//cysP//yahD//ispG//dsdA//trmI//fryC//srlE//yihT//prmB//minC//wrbA//ftsY//moaB//yafQ//purA//rpsJ//lapA//ybcQ//hicA//yehZ//mhpT//glnL//ybaK//tonB//dsdA//envR//dppA//paaX//scpC//yidR//napC//glsA2//frmA//fsr//msrB//zwf//speF//rpsD//hisM//hha//yeeA//ybaE//nikR//rutA//purN//mmuM//glnQ//potE//rpoS//sodB//sstT//arsC//rbsD//cpdB//cynS//cedA//gsiD//cyaA//rpoE//yciH//yfeD//envR//ydaN//citE//mrdA//borD//mrcA//caiE//bioF//glgX//exoX//purT//rlmL//fdnG//ldrB//rihA//cdd//tsf//phnO//zapB//menH//ettA//cheZ//gcd//cusF//trkH//yahD//tdh//purR//sapB//bacA//motA//nagK//xseA//fabH//gph//ykfM//yceO//aaeR//dgoA//
GO_0006397_8	dsbA//ybjX//pmbA//
GO_0006399_8	nuoN//ushA//abpB//sdhC//fimH//pyrB//glrK//chbA//plsX//cheY//ilvM//djlC//ccmE//aspA//leuB//ppx//cpsB//fliZ//ybhF//ydbD//hofN//aroP//yahO//ygfZ//ibpB//shiA//mhpA//ynfH//zipA//infB//ydhC//sucB//cdsA//umuD//iscU//cheB//mutY//yigB//pspF//srkA//ycjD//aroA//purR//hcaR//pykA//sdhA//rutA//pcm//dgcM//ugd//pal//aceK//rpiA//xerC//elaD//pcm//puuP//ynfL//rpmJ//borD//gpmM//ykgO//moaB//garK//rimI//yqcG//ybjX//yehC//gltI//yfcV//lpoA//rpsH//sthA//fabR//rhlB//aidB//amiC//yihV//gatB//menD//gatZ//btuB//
GO_0006400_7	wzc//secY//idnK//cptB//rssB//kefB//afuB//aceA//rfaE//fadI//arcC//slyD//ompR//flhC//gcvT//nlpD//frdC//rpsB//trpGD//slt//grcA//dgoA//rutE//nusA//yjgX//tauA//treA//yjaA//clpS//csiR//ygbN//ycaN//ushA//zupT//ftsE//add//fucO//arnT//cyoA//tyrA//plsB//uacT//lpxD//glnL//polA//purT//mngB//corA//fliM//
GO_0006401_6	idi//bioD//entC//fabD//arfB//fimF//kdpE//rzoR//pgpC//yojI//mreB//ynfK//gatY//ugpA//yfgJ//gspF//yfdR//rhmD//gloB//cmtA//pth//secD//
GO_0006402_7	sbmC//dadA//mzrA//xdhB//udp//pspG//pdxA//yjbE//yjgX//rrrD//yeaG//
GO_0006412_6	kefF//frmA//argF//waaB//metR//pspD//rhaD//ftsW//sapD//elaB//yajD//yagU//rpmJ//wzzB//mdtK//rpmE//gppA//folM//glnB//srlR//glrK//cutC//rne//yiaB//nadE//mscK//exbB//udp//ycfH//aspS//cbtA//rssB//msrA//pphA//cdsA//kefF//mrdB//yiaM//glpB//yiaN//nuoF//ybcL//paaK//yhjA//aer//yfcF//ttcA//dsbG//gsiB//speA//phnC//
GO_0006413_4	evgA//rplX//thrL//
GO_0006414_6	lgoR//yfdR//rimJ//paaB//ypdF//tamA//ompN//yhjV//rraA//
GO_0006415_7	tatC//srkA//zwf//mdtC//yahN//glgC//dacB//
GO_0006417_7	ybiV//cedA//yjeH//gph//yhhT//motA//dxs//malY//cspD//dgcZ//moaC//cmoB//acpH//paoC//sapA//yeaE//dtpA//pdeK//srlB//yfiC//opgC//potD//fumC//asnA//atoC//ihfB//insI3//yidH//sbmC//glk//ybjI//yhhT//ibsA//yiaN//hdeA//fdoG//thiE//ilvN//lpd//
GO_0006418_7	rplN//yiaB//marA//deoC//proB//hsdR//ibsD//asd//ettA//galK//ycjQ//mraZ//slmA//glxR//rpsP//yehA//tdcD//pbpG//kbp//ibsB//gntP//fetA//alsC//lysS//rcsF//
GO_0006419_8	frmA//
GO_0006420_8	cspA//
GO_0006421_8	yiaB//
GO_0006422_8	rapZ//
GO_0006423_8	argT//
GO_0006424_8	rfaB//ppk//
GO_0006425_8	hyfA//
GO_0006427_8	hsrA//
GO_0006428_8	dtd//
GO_0006429_8	hyfF//
GO_0006430_8	phnH//ihfA//
GO_0006431_8	wecC//
GO_0006432_8	zupT//lpxK//
GO_0006433_8	trmA//
GO_0006434_8	cspE//
GO_0006435_8	map//
GO_0006436_8	flgK//
GO_0006437_8	add//
GO_0006438_8	yaaA//
GO_0006446_8	paaD//thiE//artJ//tnaA//rimO//yjcS//opgB//
GO_0006448_8	pphB//priA//yijO//mnmC//sugE//
GO_0006450_4	citE//iraM//nrdG//nanT//alr//purC//purL//deoB//fdhD//allR//
GO_0006451_7	mlaE//
GO_0006457_3	ugpE//yhaV//nudG//phnJ//hprS//yfhM//sgbE//uhpA//hyfF//hsdR//ygeA//rraB//ybfE//pbpG//aroF//frsA//dctA//rfaD//tyrA//hyaA//katG//slyA//rpsL//zapB//mdtE//prc//yqjI//ykgM//casE//yaiP//yjjU//hemE//yjjX//pspF//fhlA//trpA//gatZ//ssuC//glnB//dicA//
GO_0006458_4	ybgP//ribE//paaC//eutA//xylG//yfaE//secA//ptrA//
GO_0006464_6	dgcQ//hybG//cysG//potF//rsmC//queC//ynjD//rlmA//clpA//ydjL//rluB//ulaE//soxR//cpdA//agaW//cydD//pnp//narY//arcC//frdB//livH//metE//fbp//yccA//ygiV//yfaE//arnT//pcm//msrB//rpsM//hypB//pta//citC//potC//fimZ//yqjH//yqiI//nepI//pdxB//narH//nimR//metN//acs//rfaF//gdhA//aroF//zinT//ynhG//lacI//fumB//rfbD//mdoG//mscM//waaB//msrA//yeeL//ybiI//smpB//ydfK//pinQ//insI1//casA//gcvP//recO//atoS//yidD//curA//lsrR//cedA//pgaC//aspA//yjbF//rimK//potB//ppx//frdA//ribA//puuR//tar//cysN//rlmN//frwB//bamB//ribE//dinQ//pgrR//purN//otsA//potF//ettA//nadE//rsmI//ydiF//fixC//trmD//gntT//yidR//cof//ydcP//glk//nuoI//coaE//betI//yfeW//yraK//hsrA//chpB//ftsW//glnP//qseB//yciV//tyrA//cvrA//sapD//pgpB//lpp//cysS//bssS//lgoR//hdhA//blr//amiB//zapE//fadL//ihfB//edd//rpmF//tig//glmM//gspF//ykgO//astC//rpmB//ygiV//secF//torS//mepS//pheS//wzyE//thrS//rhlE//pgaA//
GO_0006465_6	hyaD//agaA//alsE//
GO_0006468_7	fis//htrE//ftsE//pitA//rhaA//hisC//paaA//narH//gltP//rcnB//htpX//bioP//hybB//yciT//sspB//chbR//lexA//pyrC//narW//rhaS//yodD//rplI//paaA//rssA//dgoD//puuE//umpH//cyoB//ggt//miaA//yhbX//mppA//yidP//hdeD//ybhR//gudD//wecA//yjbH//leuB//rffC//cpdB//ais//radD//bamE//rpiR//tmk//yibF//rcnR//tsx//yjjB//chbA//ratA//cspG//
GO_0006470_7	sixA//htpG//leuB//pgaD//hflX//fruK//wcaJ//codB//fryC//eno//pdxH//flgI//pepA//ycgR//sxy//cysA//
GO_0006473_8	lpxD//hcaD//fadH//speA//gnsB//gadX//pnuC//syd//opgB//sucD//ffh//evgS//
GO_0006474_6	rplA//hemL//prpC//lnt//deaD//
GO_0006475_9	artP//ubiB//
GO_0006476_8	serB//speC//parE//
GO_0006479_5	lldP//gmhB//recR//ynjD//ftsN//hybA//galR//ugd//
GO_0006480_6	purR//
GO_0006486_5	yihS//
GO_0006490_5	rspB//
GO_0006497_7	yfhH//
GO_0006508_5	rapA//yfgJ//torY//torY//dapD//oxyR//dctA//dicB//mtlR//glcA//nagE//rplA//nuoL//iraP//gpsA//ibsE//yhjX//gcvT//yfcF//sodC//gmk//uup//pdeL//rfaF//thiE//pinE//rpmH//bioD1//insA-2//purR//eutB//feoA//glgA//pykF//rhaM//ptsI//phoU//hybA//dnaN//yohC//ygfZ//galK//ygfX//cnu//mdoD//btuB//ghxP//malK//rrrD//rbsC//aroF//cobT//mdaB//yjbE//malZ//
GO_0006515_7	ivbL//tolC//yqjH//yggT//
GO_0006517_6	sbcD//agaR//patZ//pdeR//
GO_0006518_5	pabB//lpxK//xapB//fabD//ynfL//sstT//ygcW//uraA//trmH//ybiY//rpsM//cbtA//rpsH//hypT//cueR//mdtG//obgE//melA//leuA//rpmG//htrE//rne//galT//cpxP//ilvN//leuO//yraK//kdpC//yidE//acrF//panD//eutD//rhaR//dinB//yjjI//dnaG//yhdW//ynfE//mhpD//rsmG//rna//ftnA//rsmB//hsdR//elyC//murC//rimJ//pflA//thiG//iap//mhpT//glgS//trpA//torZ//menH//yajD//dcuR//rrrD//waaC//ycfL//intQ//wzzE//katG//cdsA//emrE//hokB//bglA//rpsM//ycdX//tamA//ridA//intQ//tdcD//rutR//patD//narL//sfmA//
GO_0006520_4	yjjW//pstS//bamA//proW//yadN//rlmG//glmS//yhjD//yddM//abgB//csdE//galK//cysK//mepS//ydcP//yfeO//citC//pcm//sgcB//elaD//vsr//der//rplL//rsfS//mdfA//ybhD//oppB//rlmI//tdcE//pgl//mltD//yhfS//hicA//abgA//ibaG//degS//mhpR//hisG//argC//mdaB//ispH//dgt//glcC//hrsA//queF//mtn//amiB//yegS//patZ//cbl//yfdG//rlmM//tyrS//mtlD//hypF//tolB//sgbU//rbsC//panE//ybjG//hflX//ydhK//rpsI//add//mdtO//yhaO//mliC//tqsA//dnaE//yjaA//rbsR//rhtA//rpsA//mnmA//gcvT//dgoA//ycjU//ymfA//kup//rseC//xseB//nadE//cirA//guaA//hemE//livH//rlmA//sulA//rlmD//essD//thiQ//rhaD//ydhJ//modC//acrE//iraD//recE//tnaB//xylB//pdhR//gcd//rpsQ//glnK//ydhC//pheA//ymgA//trkH//truC//entA//rplL//crp//puuC//aroH//glcC//rpoA//mdfA//nuoM//ykfI//agaD//yqgB//gabP//glrK//cyoD//yehT//srkA//queD//hybC//ydiV//yihV//rsmC//cyoD//dhaM//ynhF//cpdB//dtd//galT//yeiE//caiT//rutA//amiD//leuB//nupX//yieE//mmuM//zraR//hslO//bglF//gltL//artI//moaA//tsaB//pyrG//cra//nirD//hyaA//yadK//hfq//yijO//fliM//dgcN//ldcA//trpE//uspC//ftsX//rhaD//wbbK//csdA//glgC//yfaX//speC//yfiE//ogt//moaB//ypdA//ade//menD//yadC//cysE//yjaA//ymfA//rcsD//rpsJ//cpdA//eptA//ribD//metL//yceD//pheS//ascB//clpA//chpB//pspG//sucA//relE//yebQ//bioD2//kefG//suhB//nirD//coaD//ydcZ//luxS//
GO_0006521_6	ybhI//rimI//lpxK//
GO_0006522_7	frlA//osmE//aas//map//ydeP//hisM//zraR//
GO_0006523_8	emrK//ynjD//tap//adeD//
GO_0006524_8	cheY//guaA//fliZ//
GO_0006525_7	focA//gapA//asnB//sfmA//pinQ//gcl//fiu//pheM//rlmJ//dapA//yddM//mtn//fucI//ydjE//yceD//rpsE//pstA//tolB//tcyP//mngB//deoC//
GO_0006526_8	ydcS//yjbF//motA//rbbA//ubiB//ccmA//mtgA//trkH//uvrA//asnC//insB-2//ycjR//ydeE//
GO_0006527_8	uhpT//tig//frvA//rspB//hemF//lsrG//ygiS//secA//ydbD//
GO_0006528_6	nuoM//hyfA//xdhB//ycbB//
GO_0006529_7	fabD//speG//
GO_0006530_7	vsr//ubiB//
