#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rhaD//mdaB//dcuB//xerC//
GO_0006139_4	sgcA//exbD//pepN//bamB//argC//yqiG//mhpT//gapC//recB//symE//paaA//dmsB//blc//kduI//pinR//srlR//rcnR//feoC//afuC//prlF//dusB//greB//priC//narW//rcnR//ydjM//yoeB//yehP//greB//dnaJ//sgcA//nrfF//aceK//tdcF//pdeL//elbB//obgE//proC//agp//gmk//pth//phoU//aldB//prlF//queE//phoQ//fliA//waaC//malX//entB//tsaB//yijE//prpB//casA//dgoD//alsK//sthA//wzyE//ymfA//eutB//elfA//yddL//yadC//fadJ//chpB//ldrD//potE//bipA//dusB//cpxR//ydhJ//ycbX//paaJ//nmpC//proP//mhpD//recQ//acrZ//rlmI//fepE//gatZ//coaA//yafS//hyfR//sbmA//hemE//mltD//fabI//yhgF//appY//hxpA//tas//alsE//rplK//paaZ//pstC//tamA//cecR//galR//bcsA//agaV//ynhG//cusC//lsrD//purA//menH//zipA//rpoA//menC//tig//clsC//yhaM//ulaF//alsB//rplM//yeeL//galE//aidB//agaV//prmC//yoeB//tktA//yjbG//insB-2//cadB//ulaD//xylR//ileS//moaC//emrD//sgrR//copA//yihT//rlmB//bioD//rmf//argE//relA//ribC//ygiW//gltL//adiC//yhhZ//ravA//dsdA//frdC//idnK//ykgF//yehY//yghO//dcuD//pta//fabG//ompR//gntT//exbD//yebZ//bssS//dpiA//rnpA//xseA//plaP//tatB//abpB//prfB//glgS//agaR//nadA//xylH//narW//dmlA//pabC//fepE//cheZ//fdnI//ybbY//amyA//cspD//cyoA//artI//narJ//atpD//yhjA//frdC//yedP//ydcR//cdgI//dfp//ycgR//sad//ttdA//pgaD//agaR//npr//preT//dauA//yejA//yiaA//holE//chbF//tynA//glnP//queD//mreB//sixA//pyrL//mscM//rhaR//dcp//dcuC//lpxH//ariR//acrA//mlaF//insB-4//fkpB//fabA//rfbX//cynS//mog//ldtD//ssb//lptE//frwB//hyaC//dsdC//acrZ//rpnB//yphC//malE//tatA//rzoR//frr//rutE//thrA//rsfS//bioD2//ortT//ypdC//yfiE//rhoL//trkG//rzoR//cysG//argG//oxyR//selD//asr//cbrC//treB//nudC//curA//cobS//cho//cecR//yfbS//glcC//rpmJ//mdh//galR//nhaR//yieK//hyaA//polA//bamD//yfcA//rayT//ybiW//pcnB//ycfS//flgB//csiD//ftsL//narJ//fruK//rfaE//argH//nadB//ttdB//patA//nei//kdpE//cydC//insB-2//surE//yjbH//nusG//tusB//rzpD//lptF//fepG//zraS//idi//cadA//mreC//serB//mdaB//nfo//ykgO//tabA//pdeL//sgrR//trxA//yahF//ribF//hyfF//ftsH//ndh//yfcP//ybdO//yjhP//fixB//ppiA//fliS//osmY//aidB//trmD//tadA//fepE//pstC//bioF//chbB//yhbY//macB//acpP//flgM//nadA//ansA//cusA//rarA//nadK//ybcF//pgaB//pheT//ybbN//proA//dpiA//glpK//ybdO//glyA//pgaD//ybeQ//yagI//insI-2//pepQ//ybdZ//cspB//rplK//mdtQ//dgcT//zapA//ybhP//nusG//sdhA//tcyN//mrcA//lolC//dcd//araG//cynS//gltK//dxs//yiaB//hicB//tdcB//yhdX//mhpC//sucB//ybiH//kdpE//rhoL//mepA//yjiY//hipA//secM//gatY//sppA//mlaE//dcuR//torY//agaD//guaD//cueO//galR//gadB//dcuD//accB//yihU//macB//ytfE//cyoE//trmD//yijE//rpoS//psd//pgpB//nrfE//murI//dgcJ//fecA//mscK//yccA//rihB//speD//sgbE//ybhG//yghB//queG//oxc//cpsB//pyrL//msrB//pitA//mcrB//ilvC//yibF//pbpC//aroL//ymfK//deoA//glgA//puuA//gntR//mtn//hdhA//eamB//hfq//ygeX//yiaF//minC//mgsA//nadD//gsiC//coaA//tgt//pal//rimM//rpmF//cirA//hisA//fnr//gldA//prmC//mtlD//panD//malS//trxC//yjgX//hexR//yddM//cydB//ptsP//hypB//folA//kdsB//ybhI//atpH//ompG//diaA//frwB//leuE//livM//rfaB//yqjI//rlmH//proP//cysK//ybgQ//dgkA//tolQ//dut//paaG//intS//lptF//tdcE//insI-2//truB//alkA//nanS//tdcE//rpoS//ybgQ//rsmI//bcp//thiD//ulaF//sohB//ddpA//lipB//afuC//pitB//nanK//aroD//aroP//cueR//gpp//hprS//mtr//rraA//sfmH//yidH//yagU//uspB//rplR//ompA//ogt//nuoI//chbB//malQ//xerD//nanS//thiI//ybdH//pstB//hcaC//mltF//fepD//cheA//greB//smpB//era//rdgC//ubiD//cadA//fes//pepB//rnc//glgP//rarA//fpr//sgcR//yhdJ//fadA//ybdZ//uof//iaaA//fpr//fepA//dgkA//fis//yhcF//yjjQ//amiD//elfC//nupC//glnB//rhtB//ppiD//moeA//dppA//allC//dcuR//cysG//ygcO//lsrK//sodC//rfaF//allS//yeaE//asd//rcdA//ycfJ//yfbS//ygjK//rfbX//yojI//glyA//tyrA//mntP//fdoH//talB//lgt//ycfJ//dnaC//araF//ibsE//aroG//yihL//rutF//ybdN//cbeA//allD//flgH//pyrB//sgcC//groS//lolA//yadG//ybiY//yphF//glnP//rlpA//nagA//rplE//fepE//dppC//hyfR//hypE//pheM//nrfC//chbR//syd//kdgT//cysN//ycfJ//ttdR//hdeD//nlpD//adhE//nirB//yafE//pbpG//holA//
GO_0006140_6	rsgA//ydiK//
GO_0006144_6	fis//dcyD//cysM//eutD//tktA//yehY//nrfC//yjjU//ribA//feaR//
GO_0006145_7	slmA//kdpA//iscS//yggN//
GO_0006146_8	fucI//insH-5//
GO_0006148_9	fes//
GO_0006149_9	tsaB//
GO_0006150_9	zntA//
GO_0006152_7	ygeA//sdhC//truD//ydiR//sixA//phnI//
GO_0006154_6	maa//
GO_0006161_9	waaP//
GO_0006163_6	norR//bioD2//agaI//intZ//gsiD//preA//carB//yeaV//dicB//cueO//glpD//fepD//yijE//murB//sodB//paaK//hemC//yqgB//lpoA//lexA//mraY//tdh//narQ//argH//rrrQ//ssuE//gntT//yphD//glcC//hxpA//flgC//ybhP//mdtM//cysD//metC//galM//ftsZ//cspA//idnK//tmk//lptB//tusA//rarA//fimI//yhbS//selB//yiiM//lptE//nanR//leuD//glcB//cmoB//yedF//fadI//
GO_0006164_7	dppF//atoB//minE//adhP//sapC//valS//mrcB//ptrA//tdh//rnlB//uof//icd//acnA//kup//dgcT//rbfA//sucB//ygbL//yiaM//ispF//cusR//gadE//hcaB//purF//mmuP//rimK//ycjR//sgbE//focB//yiaB//glnP//xylB//rplB//nrfE//yfiF//nrdA//pepD//umuC//tsaB//tisB//
GO_0006165_7	ndh//glvB//agaI//fadK//lolE//pdxH//ldrB//yjtD//gmhB//macA//rlmE//torS//hipA//ygfX//katE//mdtF//ybcC//ynfE//ldtD//
GO_0006166_6	dapF//uidR//
GO_0006167_6	cheW//
GO_0006168_7	ghxQ//argS//
GO_0006171_9	yidH//
GO_0006172_9	hfq//
GO_0006177_9	kup//ygjH//ribE//
GO_0006178_7	prpB//
GO_0006183_9	nrdB//
GO_0006188_9	ybiT//alsA//ccmD//rluB//
GO_0006189_10	csdA//yhdX//
GO_0006195_7	yfeR//slyA//
GO_0006203_8	purC//mgsA//
GO_0006206_6	tusC//tgt//ubiX//ygiB//yidL//flgJ//rplS//chbA//dcuD//ssuD//aroL//yeaE//panF//gmd//pyrB//mepA//yebZ//modB//sanA//paaD//maeA//gcvA//uhpB//zapD//yiiD//hisD//
GO_0006207_8	yciE//cdd//ygcR//kefG//ggt//
GO_0006208_7	yadC//rhaM//flgD//ftsX//selB//rbsD//tcyN//amiC//yfgO//rrrD//aroD//ydcZ//frmR//
GO_0006209_6	rng//
GO_0006210_8	rraA//
GO_0006212_6	ariR//rsmF//rplK//ccmC//ycdY//dkgB//artJ//nadE//hypA//acnA//priC//
GO_0006213_6	cheZ//alkB//fhuF//metK//nanK//dtpC//aroC//lolE//yehP//proQ//umuC//cbrA//gsiB//hmp//yadM//ytfE//
GO_0006216_9	dicC//
GO_0006217_9	wzc//
GO_0006218_9	yggW//
GO_0006220_6	ompA//yjiX//holA//phoE//bioH//pinQ//cas3//moaA//pgaC//thyA//uof//hslU//birA//nudC//lgt//galU//rnhA//rzpR//yohD//mutH//
GO_0006221_7	paaA//yghW//leuB//ychF//yggN//nrdR//nagZ//fecB//mdtA//holA//livJ//talB//lpd//
GO_0006222_9	livG//
GO_0006225_9	amiB//
GO_0006226_9	atoS//yehB//
GO_0006227_9	rbbA//
GO_0006231_9	hokB//
GO_0006233_9	ybiA//
GO_0006235_9	adhP//
GO_0006241_9	cspA//
GO_0006244_7	nfi//srlB//ynaI//cycA//purF//corA//prpB//
GO_0006259_5	phnL//ugpA//tcyN//rlmF//hupB//rpoE//rpiR//dcuC//fadA//fdnH//ompF//ftsI//opgD//kbaZ//modC//ybeF//pepB//tadA//recD//gshB//ppsA//hiuH//pflC//dgoK//ribD//yiaN//ydeI//bluF//caiD//ugd//sufS//prpR//pdeH//ybhA//cheW//sodC//ybjD//yciG//lptA//nusG//glnB//lacI//cysZ//cusS//pgi//galT//yhiM//yraI//acrD//elbB//ydfK//mazG//nrfD//ugpB//fryC//glnS//pdxB//ykfM//rlmC//dcuA//livM//hypF//rfbX//ychF//ygcR//seqA//fbp//dxr//hybD//rsuA//pyrF//ariR//gatC//ldhA//yafN//hyi//tolC//ydeT//pyrF//yhdH//xerC//fic//gabP//gcvR//paoC//rluA//ghoS//eutK//rlmB//tsaD//mtr//lsrC//syd//malY//pfkB//wcaC//mepH//ydfG//ybjG//bamD//xapA//recJ//hha//pgaB//uxuB//garK//mscK//gudX//ytfP//nrdI//holA//rfaQ//ygeW//proW//dppC//rpmB//ygjR//sodC//fetA//dinJ//rcnR//yaaJ//yfcS//srkA//mgtA//moaB//hmp//nlpD//insF-1//rsmA//btuF//hxpA//yajQ//yaiP//yedX//rhtB//pgi//yojI//codA//kdsD//zntA//murC//elaB//kdsD//argO//argC//entD//uvrB//
GO_0006260_6	yajL//glcE//fdnI//gnd//fadK//ldtD//acrA//nirC//rmf//gpp//yfdC//kilR//proS//zur//csgA//ispF//yaaA//ydjJ//ampD//kduD//potD//
GO_0006261_7	nrdG//hsdM//ybgI//mtgA//ptsH//def//glcF//ulaE//wrbA//ybcC//argF//rnd//
GO_0006265_6	nuoM//ompF//iraP//mgtL//gadB//
GO_0006266_6	ygiB//ydaC//proC//
GO_0006267_5	hipB//
GO_0006268_9	mnmG//agaR//tdcA//
GO_0006269_6	yehP//
GO_0006270_6	galU//kefC//flgG//dsdA//dnaE//btuR//
GO_0006271_7	arnT//yiaJ//dinG//
GO_0006274_6	gshB//
GO_0006275_7	nanS//xanP//uvrD//dnaX//selD//exoX//trpGD//envY//queF//
GO_0006276_3	ybdO//yjjX//ccmD//gadA//cyoD//hdeA//lysU//ompF//
GO_0006281_6	metQ//yidC//aceK//trmO//yajL//pppA//hybB//prkB//rplQ//gapA//mtlA//rhlB//zipA//yiaM//chbA//ndh//sfmH//ymjB//yadN//hemC//yiaM//fiu//zipA//srlR//rpsA//ydjH//ppc//napA//sdhA//ycbV//ushA//lapA//yjcE//selD//plaP//gpmA//dsbA//pcm//yhjC//narP//srmB//hcaB//fkpB//nuoB//nrdD//mdtO//hisF//araC//yagG//yefM//yhdW//gsiC//uxuA//kdpB//sapD//
GO_0006283_8	ldtB//
GO_0006284_7	rhmD//hyfR//lldR//treC//proV//cadB//
GO_0006285_6	ydjH//nrdB//rtcB//dmlR//ydcZ//
GO_0006288_8	hdeA//dut//
GO_0006289_7	rpsI//yqeA//
GO_0006298_7	rspB//cysC//cytR//ybfA//argO//lacI//idi//lplT//leuD//yhjR//
GO_0006301_7	yafN//ydaN//pcnB//wzc//
GO_0006302_7	glcB//rhaS//fpr//tag//yceO//rfaB//aroB//citG//shiA//
GO_0006304_6	yjjB//tus//yraK//ycjU//scpC//envY//yraN//yqeF//rpsE//
GO_0006305_7	rlpA//sgrT//pyrB//zapE//
GO_0006306_5	pgpA//hisC//macA//ypjD//
GO_0006307_8	fimZ//pgl//yhcF//deoD//gpsA//
GO_0006308_6	nfuA//rcsD//tyrB//hflX//lacZ//ppc//hycA//ppiD//feaB//ndh//pyrF//gpmM//
GO_0006310_6	nusG//fadI//yidK//moaE//yciF//lpxC//cdd//epmB//mntR//fabG//gntR//yebZ//fimD//hypC//atpF//atpB//elyC//glnS//yciH//tsf//nanA//cspE//hisI//cusA//baeR//mcrA//cirA//aceF//yfhM//treR//ccmE//ybcM//tauC//pykF//mdtL//rsuA//yciT//poxB//nirD//phnJ//crl//sufC//dxr//
GO_0006313_4	rnlB//rplF//fpr//gudP//yebG//zwf//mreC//
GO_0006323_7	fliT//
GO_0006325_4	yidZ//
GO_0006351_6	glrR//treA//wza//yedL//cobB//hcaB//narG//nemA//secD//queD//arsC//araB//yqeA//trkG//fhuC//glcB//bioD//yihT//ygfI//cmoM//setC//fliG//napC//yqjH//yfdK//aroH//napB//betI//potC//tktB//panE//menA//umpG//yifB//rbfA//pfkB//mtlD//edd//ubiJ//phnL//rlmJ//pnp//yidP//alsC//ogt//yihS//prmA//insH-6//era//chbR//upp//thrS//yfgI//paaE//bioF//ybdO//yceD//tdcA//hisF//hemE//ygiW//ivbL//betT//deoR//yiaA//cysZ//pstA//yodD//hybB//exbD//wzzB//prfC//ghrB//alsE//eptB//xylH//yedP//mepS//cobS//dppC//betA//cysI//glxR//rihC//bamD//yihT//mqsR//uspE//dhaK//dcd//pdeH//atpD//pppA//osmE//hofN//umpH//recC//ivy//nfuA//artQ//sucC//rrrQ//gatA//dgcJ//gcvT//rnpA//elfC//yoeE//hypC//cusA//fabG//yfhH//ldrD//ybiJ//fixB//ynfF//wecB//ecpR//yciG//
GO_0006352_7	cptB//fdnG//abgT//dosP//
GO_0006353_7	yhbS//lysU//
GO_0006354_7	gcd//tag//narZ//
GO_0006355_7	frvR//nfo//yqjI//mepA//lsrR//spoT//zntR//yjiX//rluE//fadH//yegD//bamC//rpmA//ynfF//bamA//cdsA//yidK//prpR//mog//ydiK//rmuC//mglB//yjaZ//fdnG//appB//tpiA//yfiF//trmI//sgcB//yedP//hcaF//ilvA//bolA//tcyP//fsr//bipA//clpX//nanR//sdaC//pdhR//frwD//leuC//afuB//livJ//tusC//aldA//ykgA//yedF//edd//yneE//yggF//pyrG//frwD//tnaC//rraA//zapA//mdh//gstB//ompR//phnL//phnI//hflK//dgcF//proQ//yjfP//ybcM//frwB//pspD//nadK//mepA//ldhA//recR//thiI//yghB//metC//tauC//cmoB//btuC//potA//ybhS//moaE//rpsH//xylR//cobU//hldE//yhdH//ykgM//yihW//ygiN//yfaU//ynjD//fliA//grxD//agp//bcr//mqsA//ybdZ//cueO//pal//btuB//dnaQ//amyA//rpsD//ydbK//aroF//hicB//rpsB//arnE//ygdG//greB//yjjU//ybgI//fecB//pdxB//gatD//ygiB//yeeY//yieH//livM//rluD//tnaA//dauA//ccmA//acnB//yjhG//hokB//yhjC//proQ//cobS//zraS//gadA//yeaD//cydA//trmJ//gltP//agaD//yphC//yifB//mtfA//argS//intE//nikE//phr//rpsO//rrrD//lpd//thiQ//rfaC//ugpE//mrdA//mioC//cusC//ygcW//ydcI//hofO//yhbO//yobA//elaD//gmhB//phnJ//alkB//kefC//metF//ebgR//ribE//nanS//dgcN//ybiA//araH//yhdW//nuoB//ykfI//ybiX//insK//fnr//tsaD//xerC//waaF//yjjX//lysC//paaF//fhuD//emrY//wza//fimB//xylB//mlaC//iraD//nrdE//murB//cyoB//torR//greA//tolQ//moeA//fryB//oppA//hicA//artM//cobC//mepM//guaA//mtr//coaA//nirB//cra//yecS//leuB//csdA//ybhG//ybdG//ydiQ//mntS//clpA//narW//mraZ//ygiB//pdxA//maoP//nudF//cusA//sgcC//tauA//tcyJ//fklB//rfbB//hslJ//entB//ftsZ//ymfA//ybcC//cusF//argP//yneL//rplK//fadJ//tatE//eutR//napF//rfaB//argR//dsbA//cobC//holA//arnT//insA-2//ileS//ribD//yfiE//yhaC//phnI//folC//alaC//dapA//yfbS//glmU//rfaD//ugpC//rmuC//secA//map//
GO_0006357_8	basS//
GO_0006364_9	ihfB//fdoG//waaU//yodD//glvC//shiA//ycjY//metK//dctA//dinQ//pykF//hisC//ilvI//yehX//rluB//entS//waaU//ygcO//truA//paaJ//abgA//rpsN//dmsA//hemC//adhP//zipA//intA//nfi//glpA//dapD//ygaH//mdtF//paaA//yfeD//entC//ykgM//gabT//serC//gcl//tdcA//ptsP//ydcS//lptF//
GO_0006378_8	bfr//yjbB//
GO_0006379_8	dctA//
GO_0006382_8	queC//
GO_0006396_7	yfdS//ydiK//pgl//insK//yihQ//pstB//nrdR//truD//matP//paaG//yedF//ubiC//pabC//atpB//csdA//glpG//pppA//cedA//abpA//hicA//chaC//rfaE//rnd//hybG//kdpF//ybbW//rimI//ftsI//maeA//fimZ//tyrR//fixA//gpmM//rhaA//rarA//dtpB//dicA//ycfH//ytfT//yigB//ubiI//glpF//lnt//hslO//aer//evgS//yehC//sufS//arnA//fucI//ybeF//yiaL//kefC//nth//udp//mocA//rpsM//rapA//mhpB//rhtB//skp//yiaA//ypdC//ptsN//lptB//puuD//pspA//acrR//pyrC//ydjJ//tdcB//hisB//coaD//yrdA//melA//yihX//murI//clcB//hyfA//yidZ//queF//yqcC//secF//patZ//yfiE//yfhM//exbB//ruvB//ndh//gnsB//waaG//chbC//yabI//ptsG//yfjR//hokE//cyaA//paaH//gmk//ygfI//eutB//ypdC//
GO_0006397_8	gpt//proC//wcaC//
GO_0006399_8	phoP//yidZ//ybcL//glpX//asnS//cstA//fkpA//ymfA//ilvI//narH//hicB//asnC//murB//artJ//dicC//elfD//mrcA//lysR//ycaO//tusB//menA//rplB//ydfG//yfjR//frwB//amtB//uacT//intQ//yfbS//alaC//chpS//nadC//umpH//yohD//cydC//murR//phr//xerD//nuoB//lacI//nadC//narP//sbp//rsmD//glcD//nuoG//torA//ybjC//yhjC//ydcZ//rbsB//nanE//proS//menH//ghrB//nikB//yahD//alr//cmk//gutM//yqjA//sgrR//narJ//acrA//dmsA//rraA//surA//manA//sufS//kefB//exbB//mug//yceD//hldE//surE//cyoC//artI//melB//rdgC//corA//mdtF//greA//
GO_0006400_7	dnaN//dgoA//envZ//sapF//topA//degS//agaR//rplN//glnP//yieE//yafQ//ruvC//arcB//fecC//dgcT//ycbV//metQ//purU//trmH//mntH//gmd//kdpF//yebQ//yajL//lysO//ygiW//rutD//viaA//tcyL//secE//hpf//gstB//glpC//araG//nrdB//alsB//mscS//yghW//udk//fadL//queC//acrB//gfcE//kbaZ//lptC//ymgA//zapC//vsr//ybhA//
GO_0006401_6	minE//rpmB//araF//ydiF//hflD//frwD//yihI//appA//frlC//ybdO//ubiE//wzzE//clpP//oppC//yjjQ//yqgB//nth//mqsR//ettA//glvC//dosP//frwB//
GO_0006402_7	argT//ygaH//yoeB//ycfH//dsbB//yagJ//yraI//gadA//frvB//atpF//cpxP//
GO_0006412_6	livK//trkH//dicC//rluC//cvrA//trkG//pepB//wzzE//entD//glnB//cysD//sgrR//ygeX//fdhD//ftsA//hslV//rsmE//prs//nrfF//torD//serC//fadR//purU//narH//sdaA//uxuA//lsrG//grxD//insA-1//yqiJ//betB//glrK//sgcR//maeA//trpGD//bglX//nusA//aroH//cmoM//cmk//waaL//nfuA//yhjC//fetB//uvrY//tamB//perR//dgoK//tus//ihfA//gcvP//
GO_0006413_4	gntP//ortT//speB//
GO_0006414_6	hokB//fliM//nrdE//rpsB//yihX//truB//metE//yfcU//lgt//
GO_0006415_7	fkpB//mscM//lsrA//ybhI//tdcC//fabB//elfC//
GO_0006417_7	abgT//gloC//yafC//serA//sgbE//ruvC//uidR//yfaE//glnS//coaE//cyoC//ggt//fruK//gstA//bglJ//epd//envZ//viaA//mdtC//lpxM//rplD//nimR//glpK//aroB//rhmR//agaC//narZ//menD//ynbD//nfsB//narY//ybiS//ycbV//sdaC//tisB//yadV//nuoB//ydeE//aroH//
GO_0006418_7	lpxL//malP//pabA//nlpI//grcA//lysO//sutR//thiD//ycaO//yhbO//cpxP//setA//chaC//ybdG//yjeI//artQ//puuD//prmB//dgoR//ydiQ//rimP//galF//garP//rpsD//folE//
GO_0006419_8	manX//
GO_0006420_8	pgpA//
GO_0006421_8	yiiM//
GO_0006422_8	puuE//
GO_0006423_8	acpT//
GO_0006424_8	agaS//ilvM//
GO_0006425_8	pliG//
GO_0006427_8	ybgQ//
GO_0006428_8	dmsA//
GO_0006429_8	ldrA//
GO_0006430_8	rhlB//ftsQ//
GO_0006431_8	cyoB//
GO_0006432_8	hofP//ykgF//
GO_0006433_8	rdgB//
GO_0006434_8	dauA//
GO_0006435_8	ghxP//
GO_0006436_8	glvC//
GO_0006437_8	ynhG//
GO_0006438_8	rplY//
GO_0006446_8	yaiW//lyxK//cstA//artP//narV//elyC//bdcR//
GO_0006448_8	mazF//polA//yagU//ampH//atoS//
GO_0006450_4	rnpA//yodD//lysO//tadA//ftsH//ydiK//cmoM//sspA//fdoH//ytfE//
GO_0006451_7	livG//
GO_0006457_3	trmO//ygiW//ygjH//ompF//hybD//intE//gltI//torR//adiY//mdtA//yidH//sucD//ydhC//mreC//afuC//comR//malS//ygiN//yedF//tauB//ybaM//mdtC//zntA//yfcF//ygjH//plaP//trpD//fiu//selB//appB//frmR//yhhZ//gapA//cmtA//fdoH//ycdX//ispB//bacA//putA//argF//
GO_0006458_4	yfaX//rhmR//plaP//ybhJ//adeD//acrR//abpB//sodB//
GO_0006464_6	dnaA//ycgV//aspS//ompA//yqeF//yhdZ//artQ//phnP//rpiR//pspG//dicC//hha//hlyE//yddM//sstT//nimR//arnD//udk//pitA//rplR//yfcV//lsrG//kefC//pmbA//acrD//wza//rfaC//astC//dmsC//wrbA//pdxB//csgE//insI4//pyrF//yeeO//bluF//bfr//rplB//dnaT//apt//feoA//abgT//livH//rimM//yciE//nuoN//btuF//hyaA//paaB//cynT//csiD//rpsL//ilvI//yhhZ//nikD//gltX//priC//hisA//blc//caiT//bglJ//nikB//manZ//narX//glnK//ydbD//yphC//hflD//rzoR//speC//nagK//fabR//ccmD//malZ//glpB//symE//cstA//emrE//rluC//thiC//pphB//yggD//dusC//mazF//yjfF//tldD//feaB//nuoI//ygiB//fadK//lldP//trkG//pdeF//yigL//ppx//aroC//nlpI//fau//trmA//rclR//abpA//ibsD//pfkA//yfiE//dgoA//cyaY//metQ//clsA//waaA//ybhI//rpsQ//uspF//lsrD//ubiD//insH-6//uvrC//wcaB//ade//tauB//hisP//cynS//cysU//ccmH//xylF//trmL//leuS//arcA//citG//cstA//baeS//rutF//nuoG//epmA//argK//yehW//rsmF//ytfQ//btuE//metE//ydbK//lysP//agaV//
GO_0006465_6	hycH//ttdA//sodB//
GO_0006468_7	serA//leuD//ompC//glyS//ligB//yfiC//yraR//accB//relE//trkH//abgA//fau//emrY//glxR//moaB//bluR//chbR//ycfJ//cysI//artQ//mscM//sfmF//yciK//fepB//yjeI//ribB//flhC//satP//yneE//ruvB//yjiR//ralR//pepT//tpx//yghU//mlaF//ompW//erfK//mdaB//tgt//hxpA//phnL//prs//gatB//ldrB//atoB//bioD//emrK//mmuP//glpB//gcvR//ftsX//ftsP//
GO_0006470_7	cstA//pyrH//hyfA//cbrC//ampD//lpp//lptE//prfB//yrfG//frr//phnM//yqeG//azoR//mhpR//ycjP//rimM//
GO_0006473_8	agaC//pnp//tmcA//accD//gcvP//hycA//dmsB//panZ//dhaK//ybhI//mrdB//ybcF//
GO_0006474_6	argF//solA//puuB//mtfA//waaS//
GO_0006475_9	xthA//gudD//
GO_0006476_8	ppc//ascB//dcuB//
GO_0006479_5	hmp//hybA//ytfQ//ygfZ//pabB//sanA//lsrK//fetB//
GO_0006480_6	parE//
GO_0006486_5	gcvT//
GO_0006490_5	dcuR//
GO_0006497_7	rffT//
GO_0006508_5	ymfA//ycjQ//ydfD//chiP//glsA//yfcR//rpsA//yfcS//parC//yhjB//thiM//hypA//rcnB//paaD//ftsQ//msrC//bcr//galT//xylE//mdtK//yddG//caiT//csdA//galK//queG//yobA//nrdF//ndh//yieE//rfaQ//lpxH//entE//trmO//dusB//rlmA//ldhA//rcdA//umuD//msrP//emrK//chbA//ynbC//yaiW//rluA//csiR//opgD//yfcR//alaA//oppD//hyaB//surA//glpC//feoA//symE//ycgR//
GO_0006515_7	cueR//glnQ//ybjG//cysW//
GO_0006517_6	ompL//alaC//galR//fadJ//
GO_0006518_5	lacI//higB//ampG//ybeY//cecR//ftsX//yfaL//fdoG//ahpC//fre//thiG//potD//ispF//tatC//yfcR//ygcW//cas1//yhdW//ecpR//dacA//dacD//gmd//ycgR//fhuC//hlyE//hcp//glnH//tdh//lrhA//prlF//dnaQ//tig//rpsO//gudX//gsiA//mdtK//aslB//gatZ//malF//ompR//mhpB//ulaR//ybbN//yqiI//secE//mraZ//nuoN//qorA//rrrQ//malP//dsdC//ycfS//psuT//mreD//cheZ//ribC//asnB//fadI//yccS//nanT//yfcQ//prfC//ynbB//glgX//ahpC//rimM//rph//rcdA//setC//mutH//fbaA//amiA//arcB//fdx//rayT//tusC//mscS//
GO_0006520_4	hipB//yneE//frlR//yjbG//yfbV//pdxJ//oppF//elfD//chiP//rplI//hypT//yhcN//ivbL//dtpA//hha//idnK//glpC//pbpG//pntA//gadW//fdhE//clpP//bcsQ//rtcB//fetB//tpiA//ydcR//pliG//rhtC//sbp//casA//idnK//murC//yhjR//potE//priA//murI//ebgR//msrQ//asmA//crp//hslO//dgcF//pntA//cydB//pgl//nudC//mtr//yphD//glsA1//mmuP//ydcP//ybhS//eptC//ybgI//ygfX//hexR//deoR//lspA//phoR//ilvH//yfaL//ftsK//insA-2//yggD//pntA//mcbR//yciE//mraY//rpmG//prmB//ymgA//adhE//rbsR//lipB//cpxR//hypB//basR//tdcG//ykgA//yjiR//flgB//dnaJ//ompN//xapA//ydcM//ymfK//soxS//abpA//frlC//ppiA//hexR//uacT//pck//queE//rpoS//metI//sfsB//ssb//coaD//npr//tyrS//cysD//malQ//citE//corA//nrfD//yccS//dtpB//gdhA//ydcT//yjiA//chbC//radA//acs//scpB//yiiE//bamA//ygiS//purU//ulaD//preT//ycaN//mutT//fixB//trmL//lysO//aceK//rfbD//malX//tdcB//proV//nagE//polA//yjiX//tdcC//recF//glrR//smpB//mutL//galM//abgA//yphF//melB//bioC//menI//sdiA//bepA//caiE//ybaQ//acrB//rraA//dsbD//dppF//appC//ygcR//hybG//glyS//pstA//rnlB//gspI//hycI//trpR//moaC//ihfA//exbD//yghG//yfgJ//dcp//arnT//ompL//ibsD//ygeV//ulaG//fliZ//ulaF//nanC//cca//yihL//yjiA//mtnN//fecD//fepB//clsA//luxS//ydjJ//nagE//dgcQ//ghxQ//lolE//lpoB//gcvA//mscL//yjbE//bfr//secA//insH-5//yjiR//glsB//ycjQ//hflX//psd//
GO_0006521_6	tcyP//ycbX//ulaE//
GO_0006522_7	ypjD//asnS//ydjE//ybhS//sfmF//tktA//yieL//
GO_0006523_8	pykF//ibsD//trmI//napC//
GO_0006524_8	pspC//glgX//maoP//
GO_0006525_7	rpoA//ihfA//csiD//yfbU//yajO//lepA//csgE//yiaT//yqgB//yjjV//intS//ygjH//grcA//valS//mrcB//ynbC//nimR//fecB//yagU//ynaE//uhpA//
GO_0006526_8	hybG//pnuC//rtcB//mhpR//queC//rfaG//mlaB//cas2//clpA//iraD//hisQ//metR//hipB//
GO_0006527_8	tesB//livM//cpxP//gltK//rhoL//rluA//acpH//acrA//ydeI//
GO_0006528_6	nudB//bioD1//flgM//minE//
GO_0006529_7	emrD//dgoD//
GO_0006530_7	mltF//pcnB//
