#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flhA//ppc//polA//soxS//
GO_0006139_4	plsC//ydaV//cueO//nrfE//nuoI//yehP//rhoL//nrfB//rsmH//ybbW//yedL//ibpA//proP//rpsB//sbp//pgpC//nudF//tsaE//seqA//rcnB//recT//yahK//entD//zntA//ychH//pnp//bsmA//mntH//appC//mocA//iscU//cmoB//trpL//srlR//yfgJ//pstA//intA//aroA//yfcV//ppiD//ynbC//kbp//yggF//trpS//ridA//murI//lptG//ispG//dapD//ruvA//mnmC//ybhF//etk//tesB//moeB//ubiE//entA//scpC//yoeB//yidC//serA//bcp//dadA//rpsL//nadK//torC//prpB//ygeV//torA//yghU//mazF//galP//yadN//rcsB//dicA//sulA//wecA//lsrD//hicA//gshA//paaH//yfaE//gmk//rpoS//holA//gspI//csgD//murD//flgB//hcaT//hyfR//dcp//rseB//prmC//yeaG//yehU//iscR//nagA//pepT//yhjB//mhpT//fabR//argA//pta//yehP//yfbR//sdaC//hemE//ycfL//abpB//emrE//nudF//mtn//yciF//artJ//metE//pgrR//fhuF//ynbB//glgB//insB-4//yhjR//fucA//ybjG//mocA//pinR//emrB//yafC//fis//ldcC//agaA//tdcB//ynjD//pdxY//yphB//glsA1//yciG//dinI//yjhP//trg//rlpA//yneE//ompA//nusA//xylG//ycfL//csrA//deoB//glnQ//gatZ//atoB//sutR//manZ//ychH//lpxK//yjiA//agaW//yjbG//mmuP//cspA//rbbA//hslU//ydhJ//dacB//truB//oppF//ybaE//ycjD//yehD//xylF//murA//sfmA//recQ//rsfS//ridA//zapD//skp//idnD//cydA//ubiF//ppiA//ydiK//tusE//gltX//aaeR//yefM//mngB//cpxP//allR//accD//rpsT//gatY//zntR//msrQ//dmsB//galU//exbB//mglC//yagI//phr//cysU//hflX//hyfC//dcuD//yagJ//tar//flgI//pyrD//lacI//ybeY//ilvA//nudC//hyfC//trkH//yijO//mscK//clsB//hofP//rplP//ynhF//yehD//yghU//xisE//rpsG//clsB//yfeR//menI//yfdR//xylA//torI//zntA//map//menD//xapR//uup//yfhH//moaC//ybdM//holA//ybiS//nei//ghxQ//tufA//ftsB//lhr//qseC//rfaB//yohD//msbA//yoaA//oxyR//ybhF//arnF//kdsB//hemL//argK//glnS//ldrA//rayT//rnt//ydhJ//ygbI//baeS//allD//csgD//yafE//ycjR//rplD//glk//mnmE//ascB//rplX//yeaD//curA//prlC//ulaE//nusG//bepA//pabB//wecE//gltI//prfA//slyA//mdoD//sbcD//secA//ydbK//lepB//wzc//ygeW//trpC//flgK//narV//citX//moaE//tatC//cobS//ycjP//ompT//fliA//btuR//aceK//yjbG//sdhD//ybgP//astC//casB//ettA//dtpC//recA//dgoR//csiR//rplA//ynfL//macA//nepI//sstT//sbmC//recO//ptsI//hrsA//cusC//tsaD//sgcA//nrdE//yidC//mhpT//argO//rpmF//puuB//mlaC//katE//gapA//mdtD//gltP//mppA//atpC//sapA//sgcC//arcB//ghrB//mltA//gloB//waaH//fruK//ycjW//yfhH//flgK//ribA//ymdB//ybhI//rep//codB//basS//yefM//queA//sspA//ybaK//ybcC//ilvE//ompN//mug//nrdB//pagP//dinQ//spy//cynX//tcdA//tyrA//ftsQ//gltX//aceA//prpD//glnD//ddlA//gntT//phoE//nrfB//ytfE//recA//curA//hypT//trmA//chbF//mtr//clcA//ghxP//fadR//yqaB//ltaE//yagF//prmC//hmp//chpS//cysK//yhaJ//cysG//insA-1//alsB//glsA2//idnK//aroL//hemA//chbF//mlc//rplD//osmC//cysK//curA//tcyN//waaL//carA//nadK//rfaH//yraI//phnJ//patD//ypdB//yiiM//zntA//glsA2//map//ybfA//glgP//agaC//fliA//yacG//ccmD//hslJ//hisC//rplR//ldhA//pgaD//ykgO//frvR//purD//dsbG//ccmD//nrfE//ilvA//tig//csgB//rhaD//lplA//emrE//csgE//serA//fryC//pepN//cnu//aldA//cheA//fimF//dacD//kdpD//arnA//opgB//ybaL//rffH//csiR//etk//ompC//ycbV//ppiC//sixA//casB//elfG//dmsB//yqgF//dam//yjbE//yfjV//dnaQ//ydbD//rfbX//hokB//pdxK//crfC//qseC//rplJ//ibpB//yfcU//amiA//recR//narK//sbmA//yphD//yidR//yagI//phr//agaA//lysR//puuC//yhiM//hycA//asnC//folX//cynX//araD//baeR//glcA//iraP//ybdH//ugpE//ytfP//ftsX//comR//eutA//paaJ//rplW//mnmC//lpxK//ade//ahpC//waaP//rplR//mlc//mltB//aspC//iraD//cysC//hdeB//ssuD//mltC//rplS//torC//fadJ//ldcA//ydiO//fruA//dgcM//mglC//viaA//ydiO//dsdX//lsrK//hybC//ettA//cspG//gltP//purB//ybcM//bioB//nupG//malQ//minD//fimD//mukB//leuO//dgoT//ackA//rmuC//murR//hemL//gloB//gcvT//chbB//ybiW//lsrC//livF//agaD//malK//ridA//dicC//ycgV//pspG//tqsA//rclB//cca//efeO//umuC//kdpE//yjcE//fbaA//yidL//bhsA//rluA//qseB//ebgA//elyC//mltC//uidC//gadX//galS//insI1//yadG//iraD//srlB//msbA//secA//hyfF//mdtE//glvC//nadK//yghO//accD//iscX//yjgX//aroH//tusB//ftsA//hslR//yihO//allC//prfA//mutH//torD//hofQ//phnG//azoR//ecpR//dinJ//macB//
GO_0006140_6	lpxD//yagU//
GO_0006144_6	znuC//torS//upp//waaJ//araH//erpA//wcaJ//apaH//kefB//ydiB//
GO_0006145_7	fixA//preT//hpf//yeiE//
GO_0006146_8	ppc//amtB//
GO_0006148_9	gpr//
GO_0006149_9	tisB//
GO_0006150_9	insI3//
GO_0006152_7	pdeK//rutG//yphC//rof//gloA//ldcA//
GO_0006154_6	yihO//
GO_0006161_9	trpS//
GO_0006163_6	yebQ//mobA//speG//dnaC//bglX//sufD//ycjR//dpiA//ttdR//hofN//potF//decR//yihU//cobS//lit//tcyJ//ybdM//yfgO//yccA//argG//yciH//ldtB//yhdH//sdaB//prpD//relB//gcvH//metL//ilvA//glnD//intF//cdgI//hslV//ycjR//recG//uvrA//menC//nrdA//sufA//roxA//ispU//elyC//ibaG//epmC//ispB//gstA//selD//narZ//pepD//araC//yneJ//lsrA//waaH//znuB//
GO_0006164_7	exbD//fabG//trpD//cysA//spoT//ycjD//ybaO//aceK//ribB//yehD//torS//yehP//yahD//tolA//dnaQ//waaA//cra//dcuA//thrS//polA//aroD//fruB//pykA//yebQ//purU//ogt//dtpD//tusE//nupX//narG//rhaR//dcuS//entE//rzpD//ydaV//hyfF//clpA//secA//xerD//ydiP//
GO_0006165_7	gmd//wecA//gadX//miaB//ygeW//yghW//yedA//hicB//hemH//yhaO//yqhD//ortT//uvrB//tnaB//exbD//yjgX//pspG//ybdZ//hscA//
GO_0006166_6	gpp//nuoH//
GO_0006167_6	yafE//
GO_0006168_7	cobT//yoeE//
GO_0006171_9	rimJ//
GO_0006172_9	ycdX//
GO_0006177_9	lpxT//puuC//wecA//
GO_0006178_7	ydfK//
GO_0006183_9	casE//
GO_0006188_9	yaiV//dppD//adhE//torD//
GO_0006189_10	yojI//pfkA//
GO_0006195_7	puuA//hyaB//
GO_0006203_8	nanS//murJ//
GO_0006206_6	fimC//iraD//hslU//purB//yraK//ydcO//yieK//yfcA//dmsA//ybcF//ycfJ//etp//ydbK//argA//yfeO//patZ//flgB//araA//deoD//yciT//ybiY//trpC//arsB//gltX//ldtB//pyrD//
GO_0006207_8	wzyE//recG//yehT//mdtM//ugpA//
GO_0006208_7	rplI//frlB//cpxR//yfbU//icd//valS//rlmG//mtr//dgcF//iscS//purR//cysA//dut//
GO_0006209_6	ugpA//
GO_0006210_8	manA//
GO_0006212_6	moaB//ycgR//insH-6//melB//clcB//rcnA//lpd//ortT//wzb//eutK//mcrB//
GO_0006213_6	yiiD//pgl//pgaD//rhtA//frvR//yggP//gutQ//ubiJ//panD//paaA//glrR//trxC//clpB//yfbS//yfdO//rcsD//
GO_0006216_9	tusA//
GO_0006217_9	speG//
GO_0006218_9	yieH//
GO_0006220_6	rzpD//mdtL//gltS//priC//pncB//yahK//ung//sutR//yebQ//ybaL//bcsA//tdcB//uvrA//panZ//cpdB//lit//aqpZ//kdpD//ulaG//dsdC//
GO_0006221_7	clcA//cspE//idi//hokE//yegT//skp//yodD//sgrT//rutD//hupA//mlaF//queC//napD//
GO_0006222_9	fdnG//
GO_0006225_9	ilvM//
GO_0006226_9	hcaE//yihV//
GO_0006227_9	cheW//
GO_0006231_9	araB//
GO_0006233_9	chiP//
GO_0006235_9	tap//
GO_0006241_9	yahK//
GO_0006244_7	mnmE//rffH//bioF//uhpA//xylH//fliT//cirA//
GO_0006259_5	mmuM//hofN//yjiX//dppC//yegT//dtpD//queG//ulaB//yqjA//nlpD//ybaK//sugE//moaB//yihL//yoeE//yajQ//phoQ//fucK//mgtL//selD//folP//galS//folC//dppB//menF//cysM//gcvR//gpmA//yicJ//norV//zapC//ybaQ//rcsA//ygeW//frmB//csrA//ybaM//pyrB//rluE//atpA//yajQ//fieF//tabA//mepM//yjhI//kdpF//clsB//mnmC//emrE//yafS//ygeR//afuB//allS//eco//ycbX//argF//yqjA//xanQ//pgpC//pgpC//allB//trmD//ybcM//malP//ytfQ//rplN//recX//yciA//gudX//yobF//ynaI//glvB//ydeT//dosP//rutG//mdfA//ybjG//rseC//btuB//rfaB//yhdH//tktA//folM//mcrA//bdcA//metR//artQ//gsiA//cusF//dsbC//srkA//trkG//marR//nirB//treB//yjhC//argA//prmA//rutR//rplE//nudF//ssuA//sgcC//ihfA//elfA//acrR//ygiW//araD//pstS//phnP//ompR//prkB//yhbX//lyxK//yraH//yiaA//ssuE//kbp//ompN//aceB//ymfK//hisQ//cysP//dnaJ//dusB//ycbV//rsmA//bcsA//hybA//sdhC//cmtB//umuD//mtgA//bglH//malX//fabG//pepQ//prlF//murD//aspA//ygbI//gudP//purB//frr//rpiB//fecD//clcA//paaJ//
GO_0006260_6	ampD//ompR//proA//rffM//ilvC//dnaA//ampE//marA//ydaV//metQ//ccmD//umpH//ydgA//secD//dsdX//yafC//hyaB//dcuD//setB//tsr//yfaE//
GO_0006261_7	dhaL//yfhH//ligB//ygbM//uxaA//fdx//nupC//dacC//rhtA//mpaA//greB//cusA//
GO_0006265_6	uxaA//rffG//dcyD//fabA//gpsA//
GO_0006266_6	ybgP//phoU//gppA//
GO_0006267_5	rluF//
GO_0006268_9	ycfH//oxyR//garP//
GO_0006269_6	ybbY//
GO_0006270_6	ybhD//secG//ftsN//rplJ//ribE//yghO//
GO_0006271_7	ftp//hchA//glmM//
GO_0006274_6	cpdB//
GO_0006275_7	mlaC//yceK//yigL//sapC//nirD//gspE//crl//dnaQ//mzrA//
GO_0006276_3	hypT//uhpT//frvB//gadA//ispB//paaA//cynT//insF-1//
GO_0006281_6	phoQ//rutB//ghrB//ygeW//cheA//yehT//thiQ//kdpB//hypF//mlaD//rplA//fumA//aaeA//yhgF//cof//lptE//yadC//ivy//atoB//yceO//solA//glnK//treC//emrK//dbpA//trpL//yqhD//tauA//dnaC//frmR//macA//xanP//casB//pepQ//mutH//adhE//barA//rutF//metH//menC//hypC//hypC//blr//ansB//csiD//glcA//rplA//glgS//cysP//groL//fabA//hybD//umuC//narY//lrp//
GO_0006283_8	gsiD//
GO_0006284_7	ynbD//nrdH//yfdK//cstA//setA//endA//
GO_0006285_6	focB//tauA//fucK//waaP//gyrB//
GO_0006288_8	csgB//potF//
GO_0006289_7	fixB//cusB//
GO_0006298_7	nrfC//yqgF//lptE//cvrA//yjfP//sufA//yfiC//yafN//dhaL//iscR//
GO_0006301_7	mdh//narP//thiG//ypjD//
GO_0006302_7	rbn//kdpA//yibF//yedP//garK//lldR//nudB//yfeO//gcvA//
GO_0006304_6	frdD//caiE//mpaA//mhpC//lptC//aaeA//emrB//glyA//kbaZ//
GO_0006305_7	yadN//hypF//yiaB//ygfA//
GO_0006306_5	glpK//rarA//rplB//eamA//
GO_0006307_8	yghW//tsaC//tyrS//acs//menE//
GO_0006308_6	nuoG//yihW//udk//aphA//bdcA//galK//exuT//yjeI//truC//speD//yjaA//yohC//
GO_0006310_6	uacT//zraS//lolE//ccmC//fimG//ldrA//ybjL//ampD//mngB//zraS//rsmA//lsrB//zapA//paaK//rnlB//narZ//hflC//pyrL//yefM//ydiK//rlmB//dsbG//tusE//basS//dusB//iscA//garL//ugpB//bamE//ymfK//pyrH//dnaQ//ychF//rlmJ//hypC//nadK//nrdF//fepA//rlmN//rutF//pflB//trmA//mlaB//
GO_0006313_4	uacT//rhaB//upp//kdgT//yfeD//sbcC//pyrB//
GO_0006323_7	prlC//
GO_0006325_4	ynjA//
GO_0006351_6	spoT//rbsC//rsmH//wzb//yhdH//cutC//ydhC//purT//gpp//yjbG//dsbB//degQ//xapR//citC//bolA//yjiY//argK//mdtL//ydhJ//fimD//hyfR//ykgF//wrbA//narP//envC//rluC//mgtL//gltB//appY//aas//def//agaA//solA//mazG//gadB//rrrQ//selA//yahI//rpmE//dinI//dgoA//ygfI//uof//glpA//hisH//gutQ//nrfD//dsbC//tcyJ//torR//nac//yfbU//yrfG//waaH//moeB//waaG//gpsA//fepD//rpsK//cdd//cirA//argE//bssS//cysM//nadE//dgcM//eamA//ycbV//fepA//artM//yfeO//osmE//uxuA//wzc//ssuB//exbB//csdA//sgrT//holB//lsrR//eco//napF//alaE//norV//yhhZ//yebQ//betT//eamB//baeR//xerC//hdeA//rpsG//fabI//rlmB//narK//hyaB//mltG//yecS//bcp//yfeD//sppA//agaA//mntP//yfbS//fimD//rnpA//araF//yajD//kdpF//bioD1//frdD//yibA//insH-6//yehZ//gudP//mutS//priB//xisE//emrD//
GO_0006352_7	yehC//mqsA//pflA//insI4//
GO_0006353_7	trmB//tatB//
GO_0006354_7	edd//rmf//mrcB//
GO_0006355_7	kbaZ//adeD//zapA//rsmJ//speB//fruB//clpS//yjbF//dppC//acpP//tnaC//pykA//rhoL//hisD//sdiA//yqjI//tdcG//glmS//ilvB//nadC//mdtG//obgE//cbrC//der//clpB//yjhC//metN//yfeD//rpnC//nanK//bacA//appA//aspS//nmpC//mtn//coaE//nhaR//dinQ//adiA//frr//sufC//mdtN//dnaE//pepT//gapC//ldrB//plsX//nagK//recA//mnaT//sfmD//yfeO//pfkB//yneL//waaL//fadK//insF-1//nikE//wzb//slmA//yfiE//ompT//endA//araF//dgoR//sdhB//ygfA//napB//fis//ygcO//hisF//hyfC//mtnN//hicA//fabB//rplL//sufD//rplI//kdpF//yfcQ//yehW//lgoD//kduD//mdh//secA//gutQ//fadM//ldtD//caiT//gutQ//bcsA//yfiF//dsbD//oppA//feaB//yejA//gltB//cptB//btuB//exuR//wzzE//ridA//yhbQ//nirB//moeA//rlmE//potH//rpsK//thyA//fixA//eamA//glcC//cpsG//glpG//yegS//purR//mtfA//pgl//yraN//rpsP//secE//pgaD//folD//sucC//yedX//cydC//sdaA//crp//topA//ybgQ//srlA//yobA//glpT//wbbK//sucC//yihS//cbl//astC//rpsD//hcaR//rnr//crp//menF//murB//rpmB//aroK//zapE//puuA//pdxH//yphC//cbtA//srmB//dapB//sbp//ygiB//fadE//idnK//cof//hisM//atpF//hipB//paaA//secA//dut//deoC//menD//arsB//ymfK//dhaK//frr//glsA1//ygfA//envZ//casC//cbtA//nhaA//nlpA//rpmF//ykfI//yajO//mtnN//hemG//slyA//hdeD//queG//dppF//spoT//gatC//treR//bglH//crp//nanS//ymfK//recR//mutT//puuD//sspA//nepI//fetA//btuD//minE//prkB//deoC//glnH//znuA//lit//rimJ//cyoB//rutE//flgM//mdh//rplC//mdtB//pheM//uxaA//insA-1//prfB//yahK//purB//gltI//cyoC//kdgT//glvC//hflX//cho//pflA//lasT//iap//aroL//ascB//emrY//yqgF//glnE//yibH//truD//waaG//ybaO//agaI//yjhH//efp//flgH//hxpA//ssb//pheA//rseP//pepN//ackA//potF//hprR//rhoL//gltD//nrdF//feoB//yigL//sdhB//panD//mnmC//lpxH//birA//arcC//pdxA//
GO_0006357_8	ribE//
GO_0006364_9	frdB//ychO//flgG//dgt//sapC//afuC//ompC//pyrC//ompF//hexR//pyrC//dmsA//rlmE//csgF//ascF//emrE//yqgB//tusB//rapA//ppx//nadK//suhB//yccS//kbaY//oppC//ade//fucI//pgpC//pabC//rlmN//hypT//udp//yqeF//yfiR//yfcQ//rpsJ//narH//ytfE//rpsD//yggW//flhD//fimB//msrP//
GO_0006378_8	ibsE//abpB//
GO_0006379_8	narP//
GO_0006382_8	yafN//
GO_0006396_7	nhaA//lpoA//bamC//nadD//nudB//menB//srlD//ycbV//acrE//sgbE//aroP//rpoA//yfeD//arsB//abgB//zinT//yiaA//yfcS//recG//tauC//ybbN//pstS//gldA//aceF//mzrA//xylG//ycgB//tktA//rplS//ydjE//fsr//truB//mcrB//atpG//recB//fbp//dcp//nanT//yidP//intS//oxc//ubiX//sgcR//prfB//yddL//dcuD//dedD//prs//napA//yfcG//yfbR//gltL//paaX//xylG//nfi//pyrG//rplK//relE//ariR//arcA//envZ//caiE//yecS//rpmE//narJ//bioD1//yeaD//rlmF//pdeD//mak//ftsZ//ymfK//ycjU//fimG//yihW//yjjQ//yhhY//truA//ltaE//zinT//udp//fucO//wcaC//uxaA//ymdB//yjiR//ldrD//gapA//yqiG//rng//yfaU//ribB//ivy//gudX//pflA//acpT//lspA//yjjW//patZ//sodC//yneL//tonB//
GO_0006397_8	sulA//hisQ//thyA//
GO_0006399_8	intS//idnK//leuS//groS//lpxB//yehY//uhpC//galR//fklB//aceA//yadI//iap//nfo//fadL//aroH//tas//pspF//lptB//thrS//opgE//fimG//leuB//yehA//exbD//yjjV//ascF//rhaB//purF//pth//yehW//rssA//fkpB//lpxP//pheT//thiL//yggD//hdeD//csiR//speG//aldB//mdaB//crl//bluF//narK//mnmG//nrdG//def//hyfA//emrD//ydeO//ydhK//agaA//yehB//argT//araF//ribD//polB//fimF//ydbD//yiiM//ruvA//uvrD//fdx//ygiN//abpA//kdsA//malP//sgrT//kdsC//dapF//thrS//accD//lasT//rpe//nuoN//proC//rhmR//yigB//trxC//pdeK//ilvE//pcm//
GO_0006400_7	yiaA//yiaN//yeaG//moeB//bioD//mglA//idnD//tdcC//rsuA//oppD//thiM//pspF//ravA//hyfR//ugd//crfC//rffT//flgA//dcuC//amiA//phoA//ydfD//iraM//yagU//ybcJ//dnaT//cyaY//dhaK//yfcG//ompC//mutL//dppD//codA//dmlA//metB//radD//recT//nimT//panF//allS//waaO//phnM//fucA//torC//oxyR//pdeL//mcrB//alsA//ybaO//
GO_0006401_6	glcD//adiA//yfaU//feoB//rpmC//gabT//rpsR//uxaC//betI//efeO//agaC//soxR//manA//yjhB//mdtM//yahF//crr//coaE//hisI//kefG//pspG//gfcE//
GO_0006402_7	ivy//dsbG//acpS//lptC//bdm//focA//ybiW//xthA//hslV//bglA//dcyD//
GO_0006412_6	ynbD//xisE//mhpC//tap//fabI//mug//tamA//dsdC//ttdT//bglJ//mioC//araB//smrA//mfd//flgD//emrB//gmd//fdnG//rraB//mmuM//ybfA//holB//ilvN//rplS//hxpA//pdeL//yejB//pfkA//copA//cueR//gsiD//dppA//yfaL//rplX//tolB//ccmD//fryA//frdC//yihI//chpB//mdlA//kefF//rsmC//yfiR//idi//fdx//uhpB//gnd//leuC//ubiA//amiB//
GO_0006413_4	gcl//caiD//dfp//
GO_0006414_6	mdtJ//ibsA//cysZ//yahB//ppk//modA//dcm//arcC//murP//
GO_0006415_7	rpe//yecS//glnE//sgbU//yhjV//tesB//yhjA//
GO_0006417_7	rhaD//waaH//uidR//gabP//yggF//mdtB//pdxK//fucO//frvB//sdhA//fabD//sfsA//tap//yedP//yiaL//yieF//slyD//speD//dkgB//kup//yahO//ynfH//srmB//cysM//rluC//nrfG//idi//dinG//asr//uvrB//rbsD//cbrA//degQ//fucP//ytfE//pheT//exuT//eutN//ybdZ//
GO_0006418_7	zapA//rhaM//nagC//phnJ//treC//dapD//dmsC//tatE//yggX//tamB//trkG//acpS//galE//codA//acrD//yhcN//degS//frwC//pepT//cobU//pliG//bdm//nth//rhaD//nuoB//
GO_0006419_8	yfiF//
GO_0006420_8	mlaD//
GO_0006421_8	cytR//
GO_0006422_8	fadH//
GO_0006423_8	nagK//
GO_0006424_8	iclR//exoX//
GO_0006425_8	livH//
GO_0006427_8	phnO//
GO_0006428_8	metB//
GO_0006429_8	menH//
GO_0006430_8	hisA//tauC//
GO_0006431_8	cdd//
GO_0006432_8	dnaG//cutC//
GO_0006433_8	yadG//
GO_0006434_8	glnQ//
GO_0006435_8	intZ//
GO_0006436_8	phoE//
GO_0006437_8	yahN//
GO_0006438_8	pdxA//
GO_0006446_8	nrfF//higA//eutR//gcd//maa//bamE//gppA//
GO_0006448_8	hybB//nfi//sixA//dacC//dapA//
GO_0006450_4	ppsR//nhaA//pitA//rpnD//ynbD//glgX//bioH//kdgT//dcuB//rbn//
GO_0006451_7	glcB//
GO_0006457_3	glnD//bglH//dld//dgcQ//tonB//emrE//wzyE//ttdR//guaC//hyaD//lspA//puuP//atoB//dmsA//cusF//rcsA//arsR//ydeI//phoB//yqaE//yidC//ygiN//ppsA//gabP//arnE//dpiA//pyrL//cusS//ugpE//fimH//talB//eutR//yehU//yedL//nagC//gpmM//uhpT//yecS//cynT//elaD//
GO_0006458_4	pgpC//mqsR//norV//rsmB//kdpA//ssuC//appB//dppD//
GO_0006464_6	fadD//yieK//manZ//leuS//hemA//rffG//hicA//fbaA//agaA//accB//wzzB//ygjR//yjhP//nirB//yqcC//yciH//yddM//gcd//ftnA//yqiI//torR//setA//tdh//lacY//rdgC//shoB//minE//tyrA//ycbV//ynhG//csgG//ydaV//mrdB//pfkA//sdiA//arnT//dicB//ybhD//hns//evgS//gadB//ybiH//truC//mutL//xseB//bamC//rihB//mtlD//envZ//sbcC//frmA//dacD//ydbK//rplL//pyrE//brnQ//alaA//yfbV//coaE//nrdE//hicA//yfaX//aroC//mtnN//yccS//ftnB//yciA//csgE//syd//mltB//ppx//srlE//thrL//yqgF//casD//iscA//hisC//nmpC//livM//hupB//lpxB//tusE//modC//dsbA//ymfK//ycjP//sbcD//psd//mrp//coaE//ybdO//hdhA//waaF//yfiR//miaA//cspA//hokE//paaK//ykgO//mlaB//lpxC//tusD//astC//tyrA//ravA//yggX//napA//hyfA//plaP//glpD//yehB//tgt//fliG//tsaC//dgcF//dapD//asnB//sdaB//ydiF//bfr//flgM//lysS//mltD//rhsD//yiaB//citX//gspI//purB//potA//ydiP//bolA//yfeW//mdtL//uhpT//amtB//dsbG//tcyJ//cysI//dmsA//yiiD//pstB//mdtI//
GO_0006465_6	ghoS//dcuC//pspD//
GO_0006468_7	fdrA//tabA//dicC//dctR//mrdB//ytfT//glpB//spoT//dhaK//ycgV//casC//ruvB//fucA//ampD//truC//bssR//rclA//ugpE//entF//pheS//yrdA//fhuC//mrdA//ackA//nrdG//cadC//recJ//nfo//rsmJ//trxA//arcB//yiaJ//trkA//entF//pinE//dcuA//yghB//cpdA//glpK//yidA//gldA//purL//ffh//iscR//yobA//narY//trkA//napD//opgB//recO//hyaD//gcvA//yecS//
GO_0006470_7	raiA//afuC//yraR//xseA//ydeO//yicJ//iaaA//hdeA//tabA//rlmG//paaJ//fklB//hycH//hofC//bglH//fruB//
GO_0006473_8	fliA//cydC//grcA//malK//ygeX//ymgA//nlpD//yjtD//oppB//dhaM//acrR//lsrB//
GO_0006474_6	ftnA//ruvB//ubiE//nemA//hdeA//
GO_0006475_9	ydbD//folC//
GO_0006476_8	yqaA//paaH//yfaE//
GO_0006479_5	pykF//ydiR//yhjX//tag//aroL//fabG//alsA//tabA//
GO_0006480_6	lspA//
GO_0006486_5	xapR//
GO_0006490_5	sdiA//
GO_0006497_7	slyA//
GO_0006508_5	lepB//intS//pitA//dnaQ//arnA//sapB//glcD//thiL//appY//btuB//rnb//holE//nikD//rlmE//livM//malG//tehB//ybhP//fepG//ybeY//rutG//ydbK//rcsA//rplX//lysS//relE//yhjR//coaD//pheS//flhE//rimP//rfaH//nrdA//argF//lgoD//uxuB//miaB//xseB//ftsB//pepA//yggD//ddpX//ynfH//yghG//atoS//mntH//yddL//tsaB//gntU//phnO//gstA//mnmC//suhB//dam//rpsL//
GO_0006515_7	rho//pgsA//ygiB//tatA//
GO_0006517_6	queA//ptsI//phnJ//ydjK//
GO_0006518_5	dtpB//cspC//pgrR//ptsN//proQ//galM//prfC//lptF//nadK//hemN//fecD//glcE//yadG//atpD//mhpR//mgrB//xylF//kefB//dsbB//hcaD//acpP//fadM//lexA//insH-5//speB//csiD//cynS//oxyR//cspI//glcA//mutL//ytfE//entF//rzpR//hemD//xylF//lpcA//lgoR//prpC//rapZ//yebS//leuE//lyxK//mliC//nirD//pmbA//lptG//fabD//rpsP//holD//decR//ydcZ//clpP//xerD//tdcR//tdh//yggP//pinR//rbfA//acrD//entS//hinT//ubiB//envC//tktA//plsB//queC//ybaL//murG//bipA//rseB//btuE//yahD//rpsB//yjiY//wzzB//yaaU//
GO_0006520_4	pspC//fklB//ygjH//argT//yjfF//yegD//rsmE//atoB//yciE//bluF//fimF//nuoH//nrfG//mdoG//nhaB//phnM//zapD//bssS//yfgJ//nagZ//yqaE//yehB//eamB//intZ//rhaD//insK//tsaE//puuE//yadC//dgcE//galT//melA//abpA//fimC//nrfG//queF//lolE//mlaD//rpsJ//ygjK//yhhZ//ybaL//dgoT//tatB//adeQ//tag//agaC//acpS//galK//paaA//vsr//ybbN//copA//ytfQ//yhbO//ybcM//hypF//mdh//moaB//miaB//yfdR//mutH//ydcI//ygfX//aroF//rpmF//yoeE//nrdE//uidC//ftsA//guaD//murJ//folM//exoX//mntH//ycjR//rcsF//tcyJ//parC//hyfC//yqaA//frwB//tatD//mlaF//rplQ//ydjE//pspF//rapA//aroB//yaiW//fixA//btuD//atpB//thiQ//fliG//glgP//yfcU//ybgQ//adiC//cysA//viaA//rpiA//ycjQ//tolQ//upp//ghxQ//csgE//rtcR//cytR//yjaA//rfbX//tehB//grpE//caiB//hypC//yfiE//thrB//insI-1//wecE//gsiA//tdcD//rpiR//frmA//mazG//dppB//fecC//iraP//pabA//argI//pdeL//rcnR//ybaE//mscK//ruvC//cadB//yjjU//hisM//ruvC//yeiG//uof//yehU//fadL//murF//ampE//ycaN//pflB//acs//ycjP//ybjC//ygcO//oppC//ilvC//lptD//crp//treF//aroB//mfd//mhpB//fhuF//rlmN//modA//mltB//arcA//tauA//mdlB//yadI//higA//yfhM//nanT//araB//nupG//ydeO//ymgC//pyrC//elyC//leuB//yciH//paaK//wzzB//mrcA//idnD//cof//yeaD//hofC//yfdK//ybgQ//creB//relE//azoR//iscA//yieL//hxpA//argE//cmoB//aceB//sppA//nrdA//ghxQ//pncB//folX//ymgF//gppA//
GO_0006521_6	idnK//aceF//cmk//
GO_0006522_7	yobF//nirC//lptF//slyD//yidQ//waaH//chaA//
GO_0006523_8	nhaA//ybhF//waaZ//tas//
GO_0006524_8	purC//uxaB//phoP//
GO_0006525_7	hisM//potI//potD//polA//ttdB//queF//plaP//ompL//yfdR//mntS//araB//ribA//artI//abgT//cycA//cspC//mltF//mdtO//hchA//frwD//yiaL//
GO_0006526_8	ftnB//sfsA//accD//nrdA//ychO//murF//mreC//rpoD//chaA//cmtA//panZ//nupC//pgaD//
GO_0006527_8	yidD//pflA//ghoS//yfeD//yeaE//ybfA//ybiH//ybdG//glnD//
GO_0006528_6	clpA//gmd//hexR//msrQ//
GO_0006529_7	yfdK//acnA//
GO_0006530_7	mrcA//moaB//
GO_0006531_7	fucA//rmuC//ydjM//yggF//rtcR//mscS//lysR//tusD//
GO_0006532_8	yiaM//ytfP//
