#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	frc//yhcH//amiB//menI//
GO_0010628_7	hyfR//rpsN//ymdB//mgsA//treR//hybA//trpA//gltL//tcyJ//ccmF//ybcQ//nagB//narY//astC//rcnB//ettA//ybjI//ybhI//tyrB//fecA//ariR//sufD//dnaJ//pbpG//yccS//avtA//glpF//yggF//pflA//mepA//ccmA//mreD//ppiA//dinI//murE//metI//ynbB//araG//yciG//glcE//cysI//rlmM//brnQ//puuD//phoQ//insI3//pitA//fucA//uhpB//yajD//mmuM//yibH//lacZ//htrE//frdA//ydcI//msrA//ftsI//ubiA//ybjL//hemE//cysA//aroC//iclR//yfdK//rpsG//nrfB//higB//fecD//dusC//frvR//sgbH//malX//wzzE//waaP//barA//uxaC//znuA//dld//secB//mog//atoC//fepE//
GO_0010629_7	miaB//rutE//yhjD//alsB//yebG//ybjD//nac//glpB//fepA//lolD//rpmH//barA//thrC//panE//secE//ybgP//osmC//lsrR//yidA//lpxP//flhA//psd//ygfX//mtn//bioH//yhjA//cmtA//prlC//glnL//asnB//glrK//dosP//dacB//wecC//spoT//ndk//ppc//yjeI//nagE//yeiL//nrfC//mtnN//insI-1//kdpD//rpoE//dapA//nagD//pck//arnF//sucC//rplT//gatY//ldtA//yjhC//polA//yfgI//rhlE//prs//frmA//barA//preT//lsrB//hisP//ulaD//flgJ//arcB//hdfR//dkgB//alaE//fetA//yqiI//srlE//amiC//fadE//cysE//sdhD//glgP//sufE//argK//sfsB//hfq//ybcF//lpxH//ymgC//rsmA//cbeA//ybbW//holD//ftsQ//proA//envC//tpiA//preA//pgaA//trkA//rnhA//ycfH//rarA//purF//lldR//ydjL//cyoD//hisI//yiaU//ulaE//gadW//queG//xylE//pyrH//fimH//trpD//mgsA//mhpC//ribE//prmA//zipA//cadA//yagI//yccS//ccmC//fadR//mgtA//pgl//araD//fecB//cheY//rpsS//cas1//
GO_0010638_7	mntH//dgcN//
GO_0010639_7	mdtJ//shiA//yojI//
GO_0010646_5	yihX//
GO_0010648_6	araF//
GO_0010675_6	appA//pspD//tyrB//yaiV//acrE//sapD//
GO_0010676_7	flgG//rcsD//
GO_0010677_7	phr//
GO_0010699_4	tas//dppF//
GO_0010810_5	betB//tbpA//
GO_0010817_4	ymgF//mdtQ//rcsA//xapB//agaA//wecC//hybC//torS//plsB//insK//gntT//dcuB//ppx//elaA//
GO_0010827_7	agaC//
GO_0010829_7	pmbA//
GO_0010876_4	rsmC//
GO_0010906_6	cydA//metG//
GO_0010907_7	nuoG//
GO_0010911_5	selD//gyrA//waaF//
GO_0010921_6	rnhB//barA//secB//yidK//
GO_0010941_5	yjbG//
GO_0010948_7	ais//hofC//
GO_0010951_8	higA//def//
GO_0010962_7	folP//galK//
GO_0010966_8	moaC//
GO_0010967_6	epmB//
GO_0010974_7	ppk//
GO_0012501_4	ygeA//opgE//infB//nuoG//kdsA//mntS//pgk//murC//gatB//treA//ydiB//lysS//rcnR//
GO_0014070_5	ttdB//folD//
GO_0015031_5	ulaG//hemD//ybjC//aspS//intQ//hsrA//yhaJ//hupB//trpL//narL//eutB//lsrC//tnaA//glpF//eptA//yieF//ccmA//ldcC//xylG//argB//yafN//cmoA//moaA//caiF//ruvB//hemA//mpaA//yfeW//ampD//glnD//puuP//clpA//manY//uspG//fklB//maeA//gadB//sdhC//norR//cycA//soxR//
GO_0015074_6	gloC//waaB//potH//cheB//phnO//ymjB//rhtC//
GO_0015628_5	btuE//cdsA//aslB//kdpC//yehX//
GO_0015669_5	nudB//
GO_0015670_6	bcr//
GO_0015672_7	galT//dgoK//yiaM//yfhM//degS//ptsI//yhbY//crfC//holD//entS//glnQ//wzzE//rseC//cmtA//glvC//chbR//yiaF//potB//cra//relA//ccmA//lgoD//erfK//tsgA//gor//argH//paaG//lolC//plaP//dgoT//gadC//idnK//pabA//yhcF//mdlB//frwB//phnJ//recX//yraI//trpA//sppA//sgbE//dmlA//
GO_0015673_9	wbbK//
GO_0015675_9	ynfL//pdeR//cbl//arnT//puuB//syd//rclB//zupT//
GO_0015679_10	hflK//metQ//
GO_0015682_8	sgrR//ykfI//selB//rimK//prlC//melR//hprS//tktA//ycbU//malX//rpmE//acrZ//
GO_0015684_9	alkA//allS//intA//ftsB//scpC//
GO_0015685_8	uvrD//narQ//ybaL//frlB//pgi//ybhA//
GO_0015687_7	acrE//glnD//hemE//mglA//
GO_0015688_6	hcaD//flgD//ptsI//mdtQ//cusR//lpxD//mnmA//puuE//gor//nanE//mlc//fumC//cyoE//glpR//yafN//hyi//ygaV//entC//
GO_0015689_8	ygfA//ubiI//mngR//
GO_0015691_9	yiaL//yciH//erfK//metH//
GO_0015692_8	speA//
GO_0015693_9	csgE//etp//
GO_0015695_6	hemB//sfsA//yjcE//frc//coaE//citC//lldP//metB//obgE//creB//aceF//brnQ//fruB//yibA//ynhF//mnmA//yhaO//yneJ//glnQ//soxS//tdcC//pgaA//sdaB//yahK//fhuC//rplA//sapA//hycB//btuF//trkH//
GO_0015696_6	mepS//greB//paaE//xylH//insB-4//sdhE//phr//acrZ//clcA//tufA//zupT//mrdA//gcvH//yihV//metQ//yfcG//rlmA//yciT//yjbF//acpH//yqeF//insB-4//sbmA//yjiM//rluA//mgtL//yjiM//thiQ//mtr//ulaF//cpdB//
GO_0015697_7	fruA//recR//plsB//uhpT//tus//yaaA//yjcE//yiaM//ygbI//yjeH//mobA//ettA//selU//
GO_0015698_7	yjjG//mqsR//hdhA//rzpD//torC//clpS//rclA//tusA//ycgV//xerD//sdiA//dcuA//ttdT//osmY//rsmG//pck//sapC//cysP//yjjU//basS//rbsR//rffM//evgA//mutH//ruvA//thiG//yiaN//hyi//accD//flgE//pheS//yaaA//yihU//bacA//metQ//sgrR//sdiA//pykF//dinQ//erpA//wzzE//
GO_0015699_8	glnA//
GO_0015700_8	aroL//ybjN//
GO_0015706_6	ushA//nimT//uidC//
GO_0015707_6	napF//cyoB//btuD//carA//emrB//mltG//
GO_0015709_6	frvA//
GO_0015710_8	yphC//ilvI//
GO_0015711_6	proC//gntU//pheP//cynX//rnc//relB//ygeW//bcsA//aroD//ydiR//ydcP//ldtB//topAI//cpsB//yihP//malF//glnH//dctA//fepD//cadA//ffh//ruvA//fau//ynhG//ispF//mdtD//xthA//tadA//ugpE//yqaE//cedA//yraI//fimC//yjiR//zupT//hchA//ilvM//nusA//hemE//cyoC//mhpC//flgA//dgcQ//murG//intS//insK//yibT//ftsY//yjjB//hmp//ygfI//kdpD//srlE//nudC//sixA//lptC//ynaI//yggE//arcC//lsrG//lysR//hlyE//pepA//mtfA//yagJ//fadD//sbcD//priB//mepS//insH-5//paoC//yfiC//yciA//malP//evgS//yjjI//nadA//yfcA//tig//glrK//pepN//treB//atpA//rplS//flgM//ymjB//flgB//artP//yedX//ftsZ//ybiW//phnN//gcvP//mdtQ//ampE//djlC//insI-1//rof//rplR//ygiS//fic//yidR//ileS//srkA//msrB//flhE//ytfP//secY//cusC//ldcC//tpiA//rdgB//glgP//oppA//ortT//hslO//rlmH//rutC//pheM//betT//tyrA//rrrQ//betT//acpT//cnu//yidK//livF//metK//aspC//sgcC//elaB//hisG//hybC//tpiA//ygbL//yieL//cyoD//uspC//mlaF//cmtA//gltK//bfr//phoB//gatB//
GO_0015712_7	fixB//
GO_0015718_8	gltI//nrfB//yfbV//yidQ//yobF//allD//yggT//casA//ivbL//glnB//ydjH//ypdC//ftsE//secE//nuoE//pntB//manY//murJ//lptE//ugpE//rpnB//ulaR//yiaA//yieE//
GO_0015721_7	cobT//rapA//
GO_0015724_7	vsr//xisR//queF//
GO_0015726_8	yqeF//
GO_0015727_7	wcaJ//ghrB//
GO_0015733_7	exuR//
GO_0015734_6	gph//narX//prfA//
GO_0015735_8	hxpA//
GO_0015736_9	trmD//
GO_0015739_7	yghU//
GO_0015740_9	atpF//mug//patA//cpoB//rplD//trpE//dauA//yehC//basR//
GO_0015741_10	mdaB//rrrQ//
GO_0015743_10	ompR//
GO_0015744_6	fabH//truD//lolD//
GO_0015747_6	rcsF//
GO_0015748_6	idnK//rhmR//hcaF//yqcG//ftsH//fadJ//hupB//speE//pppA//ynaI//arsB//sppA//wcaB//ugd//znuB//
GO_0015749_7	metH//pdhR//dhaL//mrp//waaG//lplT//tnaA//cysU//mak//yhcH//nimR//dnaX//secY//ycfH//bcr//mocA//htrE//fixB//fcl//exoX//adiA//rlmC//tdcC//acrZ//pta//mrr//livM//sufC//helD//kdsC//hybF//lsrD//flgI//erpA//truA//rfaF//glnA//parE//hybF//speB//basR//oppC//mraZ//wzyE//arfB//
GO_0015750_8	lsrR//purD//glgP//ybeY//uhpT//ydfD//lpxM//ybjD//modC//glpB//psuT//entD//murF//
GO_0015751_9	macA//lexA//allR//recO//dctR//dacB//
GO_0015752_9	ybgQ//acpT//hybA//ycjU//yohD//secF//
GO_0015753_9	mukB//cysS//yejB//
GO_0015754_9	prpB//tolB//bglX//
GO_0015755_9	guaD//ybcF//hisP//rpsO//tap//pdeK//accD//ybhJ//speD//asr//pdxK//
GO_0015756_9	mntR//abpA//
GO_0015757_9	ribA//cysE//nhaR//arnA//cpxR//ybiW//cutC//
GO_0015760_8	arnT//
GO_0015761_9	kdsA//mqsR//asnA//
GO_0015762_9	pdxA//
GO_0015764_7	pagP//cheY//nimT//ybeY//
GO_0015765_8	pgpB//creC//clsA//csiR//
GO_0015766_8	gnd//frwD//mmuM//yhcF//cysH//cysA//hybA//deaD//acrR//yceO//fabH//pabB//moaC//mdtK//
GO_0015767_9	ynfK//recR//yfdG//rhtC//
GO_0015768_9	hypC//ycjR//bacA//clpS//appA//prpR//
GO_0015769_9	fhuF//
GO_0015771_9	glk//yciF//creC//ptsG//
GO_0015772_7	hicA//yebK//allB//sugE//gdhA//argT//ymfA//fryC//bdcA//wcaB//yaiW//speA//ydjJ//pliG//mntR//yciK//thyA//
GO_0015774_7	ubiI//zur//ccmC//purN//ansA//glnQ//
GO_0015778_7	yhjC//
GO_0015791_7	oppB//ftnB//aceB//lolA//eutA//amiA//nanC//gspJ//
GO_0015793_7	priA//ycfJ//
GO_0015794_7	glcD//dut//mnmG//plsB//phnK//
GO_0015795_7	kefC//
GO_0015796_7	yiaO//prlF//rffC//ldrB//
GO_0015797_7	araA//mfd//
GO_0015800_7	intA//perR//mgtL//yqhD//
GO_0015801_7	mrdB//hldE//rpsG//bioD//pgaB//eutA//sixA//lpxT//
GO_0015802_7	recJ//cdaR//gntU//waaP//upp//yjhP//frwB//
GO_0015803_7	yadV//azoR//thiC//nanR//yidQ//yjiA//ldtB//amiC//rcsC//yiiD//yagI//
GO_0015804_7	gshB//ade//gatA//fadD//aidB//nadA//nikC//rluC//pdeD//miaB//ghxQ//brnQ//rph//frvR//miaA//ppk//glrR//lysA//yidQ//mepS//paaA//argG//nemR//mdtA//abgT//yfdO//nudB//arfB//yehY//yggX//wza//hslJ//mukB//
GO_0015806_6	ycjR//
GO_0015807_7	tabA//dsbG//aroF//creC//xseA//idi//yadG//gatD//adhP//prmB//yieE//gntK//pgaB//rihA//birA//gutQ//alpA//hprR//mutH//yibF//bdm//ppx//ycdY//gspF//cpdB//plaP//tsaC//lapB//ydcO//ogrK//prmC//dppA//paaK//minD//helD//hflC//rlmB//folD//
GO_0015808_8	modC//efp//
GO_0015809_7	sfsA//yggF//ygeR//sapA//hycA//nikD//
GO_0015810_8	rsmI//idi//
GO_0015811_7	yfhH//rzpR//ompW//yodD//fimF//
GO_0015813_6	yrbG//hycA//tusD//
GO_0015814_7	chbA//
GO_0015816_6	wzyE//
GO_0015817_7	eamA//
GO_0015818_7	ubiA//xerD//ompA//glpD//pntB//ilvN//fliD//
GO_0015820_7	chpS//proP//recB//clpA//yfiF//torA//gatY//secM//hybF//
GO_0015821_7	yieF//glnB//yggF//ybjC//ulaG//
GO_0015822_7	yghU//cysP//
GO_0015823_7	ldtB//ybhP//garD//acs//hybG//bsmA//rbbA//
GO_0015824_7	paaG//rssA//
GO_0015825_8	amiC//
GO_0015826_7	rluA//bhsA//atpE//
GO_0015827_7	dmsB//prs//dpiB//
GO_0015828_7	purN//proW//
GO_0015829_7	mcrB//casC//gph//ygfI//rclB//kdgT//sufC//ymdB//rhlB//
GO_0015830_7	ydfH//malY//intZ//
GO_0015833_6	cspD//fieF//ydeM//yeeJ//tolR//chbA//rplE//fliK//fhuB//yfaE//uspE//rhaD//yajD//yaaU//cas3//gyrA//recO//opgD//dnaB//coaD//queC//rluF//atoS//ygbM//hcaD//ptsI//rsuA//glxK//cspB//radA//tgt//cysQ//pepB//dapA//lolC//rlmB//ttdA//gatB//ybdM//rpnC//sucD//gadC//dtpD//rutF//oppD//pheA//gcvP//yjeH//fadM//caiE//miaA//fliA//yafC//fixA//sanA//yhfS//ybaK//uspG//bamD//pncB//insI-1//atpH//ypdA//uxaB//yhbY//rbsB//basS//pheP//mqsA//yjiR//gabP//pth//ubiF//sgcX//surE//insI-1//rfaE//yajL//
GO_0015834_7	flhE//selA//mutT//aslB//cpxR//
GO_0015835_6	rsmI//djlC//ttdA//setB//
GO_0015836_7	sapD//yqeA//frmR//
GO_0015838_8	ygeR//rbsK//mug//yraI//ydjH//ispA//rfbD//malX//yheT//rplY//wza//ydcO//yjeH//
GO_0015839_7	mtlD//
GO_0015846_6	rssB//der//lrhA//nikE//bssS//rplQ//hdeA//fhuC//uspG//slmA//gsiB//citT//yrdA//zapE//tyrR//uspE//mntS//
GO_0015847_7	recE//entB//plaP//ycaO//fryC//cas1//frwB//groS//priB//potH//trpD//xylG//frsA//phoU//menE//
GO_0015848_7	mrdB//kdsD//yebC//murC//greB//fixC//
GO_0015849_6	sapB//tdcR//yhdW//mpaA//yfeO//entS//rluF//endA//hisF//gadA//valS//trg//yadN//rpoD//mcrB//ybiI//ybiX//aroD//tufB//birA//stpA//mdtA//mglC//creB//fecB//ftsI//pgk//yebC//frwB//intZ//kdpF//aidB//tyrR//rutF//mdh//betB//uxaA//hipA//atpF//ptsP//fixB//argB//sgrT//dcuC//fdhE//hscA//relE//ttdR//nagB//pnuC//paaZ//paaZ//ybaK//rstB//fliM//ycbB//clpS//erfK//ynfH//cspI//folC//rplJ//ompT//hypB//rpoA//adiA//glgC//rpsG//dauA//mdh//copA//pgrR//rutA//yafS//yciG//yjbH//aroC//uvrY//agaI//casD//ribE//glpR//artQ//lrp//yjjB//dicC//fsr//bdm//sfmF//prkB//ung//mutY//rnb//recQ//fbaA//yfdR//mepH//gloB//hybC//yahD//pgaA//mioC//glcD//fepB//scpB//rhaD//caiE//alsB//rpsL//yqgB//proC//trpR//hisQ//yrdA//yhfK//
GO_0015850_6	ydiV//lysP//intF//codB//gmd//ribD//dinJ//yeeA//ampE//rbsC//mutS//yihR//mlaF//yoeE//ygiS//rpmH//fryB//nmpC//hisH//ftsQ//potA//ycgR//idnD//
GO_0015851_6	yfgO//acpS//waaF//aroA//yjiQ//mltG//nsrR//csgG//otsB//rluF//yrbG//ybjC//
GO_0015853_8	rplS//yeaG//
GO_0015854_8	cysC//metR//
GO_0015855_7	adiA//adhP//thiD//
GO_0015856_8	panB//
GO_0015857_6	csrD//hipA//
GO_0015858_7	hslU//essD//minC//narQ//fdoH//livF//deoB//betA//ftsE//
GO_0015860_7	yihU//lsrB//
GO_0015861_9	sufS//ynaE//
GO_0015862_9	nrfA//bfr//
GO_0015863_8	sucA//
GO_0015864_8	bdm//rbsB//
GO_0015871_6	ydeM//ybdR//amiB//deoD//yjbG//
GO_0015878_6	rihB//
GO_0015879_9	yhaV//
GO_0015882_7	flhC//rssB//ydfG//
GO_0015886_6	symE//kdsD//yaaY//potE//rffC//rnhB//paaF//intE//mmuM//
GO_0015887_7	gatB//
GO_0015888_6	fadI//
GO_0015889_6	ldtC//intQ//ahpC//ftsN//ttdT//ddpX//fimA//
GO_0015891_6	fadJ//entS//rsmJ//yihX//dgoA//rbn//yeaG//edd//ynfK//cusF//ymfK//ftsN//gmd//moaE//recE//
GO_0015893_5	wzyE//znuC//paaB//glgX//minE//borD//mdtJ//allB//cecR//yidA//agaA//mepH//dgcZ//ybaM//yfaE//puuB//rpoD//cspB//iraP//rutG//mutH//ycfH//ychO//erpA//umuD//nupX//bglX//fucA//mntS//ais//dhaK//otsB//lgt//gshA//yfcR//opgD//rplN//waaG//trpS//rpsM//cydB//mtlD//metF//nfi//frlC//cysS//patD//nikA//cpsG//galP//pdxH//grcA//yfjR//ygcR//cysU//qseB//ibsC//araF//arcA//ybaK//wecE//exbB//hemH//blr//mdfA//metI//otsB//bsmA//ampD//lpxL//def//iscS//relE//folM//tomB//ribC//tynA//nikD//gcvH//ybcM//mngB//yaiW//uhpC//ygdG//ydcS//ruvA//luxS//fepG//tyrS//trmJ//deoC//lpxC//appA//cdd//glcE//fruB//bolA//
GO_0015906_6	rplL//mpaA//clsB//lsrD//purT//
GO_0015908_7	iraM//nuoF//
GO_0015909_8	trpE//
GO_0015912_8	ulaB//
GO_0015914_7	murF//pbpC//bglH//thrA//gsiA//araF//purL//
GO_0015920_7	gntT//nusA//phnI//era//fabR//ascG//yiaU//allC//glcA//
GO_0015931_6	trmB//rpsB//glmU//bamE//fmt//rseC//bsmA//hybC//yegV//hflC//fadD//mnmC//
GO_0015936_6	yceK//tpx//cadB//serC//
GO_0015937_7	yggT//glnA//amiA//bssR//
GO_0015939_5	ynjA//atpC//mltF//yiaA//prkB//
GO_0015940_6	uidC//yohD//melR//yneE//yafS//
GO_0015942_6	dxs//ompR//glcE//napB//galE//tauA//yagI//mhpR//nrfE//
GO_0015944_4	hfq//csgA//dut//yddG//fliD//napC//cydA//
GO_0015949_5	uvrC//kefB//tnaB//manX//frdD//rsfS//iscA//rhtC//rrrQ//rclC//ybcF//artP//ppsR//folX//rpsA//mtlR//cspB//elfG//ygbM//hisF//hypT//rbsB//tag//gstA//
GO_0015950_6	focA//rpsO//mdh//
GO_0015951_7	bioD1//insE-1//
GO_0015968_6	yqjH//
GO_0015969_8	agaA//nagB//
GO_0015980_4	gltB//ynjD//dfp//rseB//yaaJ//aroF//cysA//elaA//ydaN//ybhP//tatE//hrpA//nlpD//lpxK//accC//pflC//oppD//rsmB//rrrQ//rsmE//tsgA//phnO//yjiX//cynX//fimI//zraR//melR//ybaQ//pykF//pgpA//xerC//glnQ//fimH//ymgF//yehW//pabC//atoC//recC//nrfF//kdsB//uhpA//ruvC//fabB//truA//glnS//pyrF//ompC//cheR//insI4//mdtP//pncB//iscU//ybiV//miaA//bioD//spoT//ygcO//rlmE//fabA//nudC//csgD//sufE//wza//acrF//barA//nuoM//yfiR//aceF//hrsA//cmoB//codB//ycdX//paaX//spy//hofN//rep//secE//mhpD//gntT//chiP//wecB//dapB//hemG//fmt//baeR//hcaE//
GO_0015985_9	ydeT//rbfA//fixC//tktA//
GO_0015986_7	xapB//bisC//phoA//mgtL//
GO_0015988_9	psd//alaA//umpH//ydcI//yagU//ycjQ//sapA//agaS//
GO_0015990_10	rbsK//insH-6//holE//groS//nanK//ubiD//ygiV//yceO//
GO_0016024_7	dhaR//
GO_0016032_5	pmbA//ybcL//hybE//napB//alkA//yhaV//yhdX//fhlA//nimT//hokE//narK//alkA//rhaM//metK//srkA//qorA//yqaA//ldtC//
GO_0016036_6	casA//ybiT//lptA//yddG//bepA//ymfK//
GO_0016042_5	eutA//gltX//fieF//ydiO//feaR//ppsR//gabT//nrfF//preA//tusC//ycjU//ypdI//ybdH//mdtD//frr//fimF//yghB//degS//nagD//yoeB//accB//dnaJ//torY//hisD//
GO_0016043_3	panF//mnmC//trmL//hisB//rcsB//pgaA//bluF//tnaC//nrdE//moeB//ykgF//prlF//opgB//eutN//rsmJ//csrA//hisH//nudC//ydaV//crl//yidR//ybjN//ecpR//tauA//murQ//galK//znuA//fliT//moaC//insB-2//treB//folP//potH//fadH//sgcX//dsbA//wecA//cmoA//rluD//sucA//ubiJ//ftsQ//dusC//rfaQ//yjhC//aroP//mmuM//panB//ibsD//prpB//trpA//wzyE//chbF//yqaE//aroF//ygfI//casB//malP//ttdT//cusR//yegV//endA//asmA//dnaG//gluQ//nrfA//ydcS//secA//gcl//ybiT//nirB//yiaB//kdpC//rpsK//ybhP//flgC//greA//amiB//sbcB//greA//queC//potH//frc//hflD//purD//dgoR//gapC//cpxA//mscK//insB-2//glnD//garD//ynfE//rlmN//zraR//glk//dcyD//yjbE//trpD//yfdO//leuA//srmB//dcp//pgl//cpxA//afuC//fixB//fabZ//nrdF//cusF//nirD//yeeO//yebZ//arsC//hiuH//eutD//mobA//acrF//trpE//dnaN//argC//ydaC//ubiC//yciT//eptA//fdrA//iscU//cheA//yadC//xisR//nagD//lacY//pheS//ubiD//uxuR//ftsE//fabD//pth//dgcM//lasT//torY//gatZ//coaA//insI3//dgcN//mepA//rcnB//bfr//ybjI//topB//ltaE//yggE//treA//fepE//ugd//deoA//bioA//hlyE//oxyR//nrfF//sfmA//queG//trg//ydeO//yfgI//patZ//csgG//potC//caiD//apt//yccX//puuE//essD//agaW//mnmG//pcnB//insA-2//cpsG//yceK//sufC//kbaZ//rpsR//rpmC//fre//mhpD//panB//ybjI//parC//gatD//gsiC//astC//glpR//waaS//miaA//ansA//ydeT//ygcW//purD//argC//lpxM//yohC//mioC//nagA//caiD//dicA//ubiH//flgA//citE//tpiA//ycfS//
GO_0016051_5	dinD//mutH//tusA//groS//rutD//fepC//ydcM//menC//prfA//preT//yjhH//ansA//xisE//csiR//rarD//lpxL//murJ//yciH//lgoD//rhaD//glrK//leuE//sdiA//ydeI//frwD//lysP//ymfA//yiaN//hisF//yjhI//frwD//yjbF//katE//garK//ybhF//sfmD//rtcR//ndk//yeiL//lpxC//ampD//ybjN//gpmA//narY//yehP//yjaZ//mlaE//agaB//diaA//setA//melA//potB//pldB//napF//adiA//rutA//nirD//pheA//pgaD//ogrK//tdcA//trpC//rssB//cueO//rpoE//glgS//sgcR//deoD//tolC//idnO//etp//xthA//yehP//fdhD//hda//ribF//cusB//ydiQ//rseC//gcvT//ribC//yjcO//agaV//uof//ybjX//pspA//nuoL//flgA//yphC//ribB//yjaA//cpoB//rlpA//hcaC//potF//glnL//coaE//ilvL//fhuB//ftsX//betB//tomB//pheS//
GO_0016052_5	mppA//yggE//znuC//sucD//malF//hxpB//tdcF//exuR//eptC//bioD2//murD//flgM//dppB//hda//pyrL//gpr//recC//rlmM//bacA//putA//fbaA//ygiB//nanC//torI//mug//yfiR//epmB//nuoN//uvrC//hypD//emrE//secY//fucK//pntB//barA//hslO//ycaN//yjiR//fepA//zntA//rfbB//yoeB//ispG//ycfS//tehB//zapB//yceO//seqA//ibsA//flgC//prfA//nikC//djlC//nemR//aer//yfeD//eptA//hemN//rarD//opgH//lptA//yqhC//ibsD//rzoR//rutA//araD//iscR//mrcB//narY//dhaK//bluR//sppA//gloA//dcuR//yhhT//recQ//bglJ//wcaC//cusB//ftp//yahF//artQ//atpG//ypdF//recT//puuA//yjcS//yehW//gadA//gsiC//metQ//yggP//uspC//murE//uxaA//nusA//nupX//ybeQ//rzpD//yohD//nhaA//ydcI//nikC//yjiQ//pgpC//srmB//ulaC//fumA//tolQ//nudB//galE//appY//fimE//argA//entD//
GO_0016053_5	yraH//gdhA//dxs//slyA//hemN//codB//ybiJ//hfq//glsA2//fryB//cysH//hisD//opgH//mazF//hypF//waaA//hisS//iscX//torS//pdhR//zapB//ansA//cptB//prfC//hisS//kbaY//pckA//pgk//narJ//sapC//sspB//ibaG//otsB//rcsC//lit//ilvC//tyrA//tynA//yeiE//exoX//yphC//alsK//infC//ydcP//yeeJ//yieH//mdlB//cpdB//yceD//bipA//lysU//nrdB//yeeL//ribF//araF//casA//rseB//yhaM//citC//yneL//rpsQ//treA//cydC//purU//malZ//phoU//paaZ//cspD//mltC//znuB//casD//idnO//ydfG//fre//ubiF//yciF//mhpD//znuC//hfq//mgtL//lsrK//hdeB//pdxY//dgcE//mscL//wbbK//crfC//ydiK//rhaM//phr//metF//nei//sohB//mukB//waaZ//nrfB//tdcC//exuT//pcnB//csgB//lapB//thrL//torR//casC//rpsL//uxuR//tufA//araH//nagK//psuG//ybhJ//citG//argO//nrdE//hybO//xapR//thrL//yqhD//rhaD//fsr//nadD//lpoB//arnB//acpH//thrA//cspI//yihW//kdgT//zraS//fic//msbA//ydjM//lpoB//mdtP//lapA//potB//nanT//yagF//icd//potA//ymgC//gntT//sucB//purU//fruA//tsaE//narW//fliK//ygeV//agaR//yfaX//slyD//yobA//yagF//ydeO//glxK//sbp//flgB//elfG//fadM//rpsG//rplD//ulaE//yadK//bolA//ftsY//ftsY//sufC//tusD//yhjB//gyrB//caiF//yidC//rsuA//ilvL//ydeP//cbtA//fepD//hcaT//puuR//menC//gloB//cobT//glnE//epmB//rbn//fryC//oppD//cysE//
GO_0016054_5	gntU//dkgA//ubiD//mdaB//ygcR//mutT//mreC//pinR//lgoT//cutA//yggF//hiuH//tauA//yaiW//infB//appA//yrbG//ubiD//tdcR//yidE//slyA//proV//rna//rapA//leuO//recQ//queD//hemD//cysD//rplK//aroP//sufC//blc//nikA//yfiR//asd//yfiF//intS//ligB//rplY//rffT//rpsO//purB//fepA//ptsH//yqhD//nrdI//chaA//yieH//higB//lpxP//rpsM//groS//ralR//rbsC//rusA//elaA//gapC//potG//ulaC//yceD//ygaZ//nei//ynfL//ygfI//tauC//yjiA//dcuR//ampD//iaaA//yhaC//gutQ//menC//ompC//mreB//mlaC//rpmJ//rplC//nfuA//pdeL//mltG//xylF//ybaT//uof//paaC//ybfA//pnuC//spoT//recO//minC//hyaC//araD//ycbX//aldA//hcaB//ydcZ//tolB//secB//lysC//hycB//gatD//dxs//hybD//dapD//csgA//gsiA//dmsA//yjiQ//allB//yafQ//talB//iscS//metI//shoB//casA//phnI//hdfR//yfdO//tdcE//dnaX//hemE//nuoH//rluF//yagJ//yoaB//yidP//yadC//gltK//nagD//aaeB//ppk//sapC//pabA//idi//mnmA//carB//yigL//sufD//erfK//groL//sgcA//sgcB//hicB//phoA//codB//casC//pdxK//ispU//argO//dapF//tcyJ//ubiC//lpxK//truA//nfsB//
