#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	melR//cysU//pgpB//nuoM//
GO_0009123_6	paaH//ycbV//trxA//trg//clcB//tktA//narP//menH//rof//appB//rpsP//zapB//nac//intA//pabA//serB//araG//grcA//cysC//yebZ//malQ//eptC//ydhC//lysC//ascF//frlC//eco//tsf//phoQ//dsdC//gph//basS//torY//leuB//fliL//yghU//ogrK//ydfD//paaZ//rpiA//betI//glcC//yicJ//relB//sdaC//nei//
GO_0009124_7	nrdE//yagJ//pal//ompR//abgT//pbpG//ssuE//tatE//etk//comR//abgA//pphA//recG//yhdZ//otsA//ydiB//arnE//entB//yaiW//cnu//yciV//trpB//ybiS//ccmC//ompA//nanT//mgtA//sapF//glcD//wecB//glpT//ygeR//rnhA//fabA//lepB//agaI//speD//
GO_0009125_7	nlpI//metL//perR//lipB//tyrA//
GO_0009126_7	cytR//yeeJ//thiI//prc//ldcA//trpL//rof//bssR//mscM//yeiG//fadJ//epmC//rsmC//nanE//fimD//ybiJ//torC//ymfA//yqgF//lasT//astC//ykgO//galK//dinQ//fixB//ilvD//ytfQ//ampE//rutD//mrcA//srlA//rraA//cas2//glsA1//
GO_0009127_8	secD//yqgB//sgcC//narQ//poxB//pgaC//intS//recB//glsB//cheY//cspD//yphB//rpsI//ycdY//rhaM//mcrA//eutB//yjhG//sohB//fepG//rzoR//exuT//yhfK//eamB//insH-6//sapD//dgcF//ssuC//yddA//wzc//
GO_0009129_7	ilvA//pdhR//sufB//rimI//intA//holA//cysC//malF//fecC//abgA//
GO_0009130_8	pdeD//mdaB//gloA//ugpC//glcF//
GO_0009131_8	yjbB//ibsC//maa//pheS//mlc//
GO_0009132_6	hprR//paaX//yadM//pstA//feoA//yigL//rnd//pnp//yihP//yieK//yafS//ycgB//gltP//nimR//fieF//galK//fixA//rffH//hycH//hyfA//araA//cysB//trxC//ybjC//yajR//
GO_0009133_7	pykF//mdtC//bioP//
GO_0009135_7	yeaE//ybiW//rpoD//dtd//yhjB//yehC//plsC//hycH//ybaE//exbB//ydaN//hofP//ybhP//nusA//fabA//rluF//yraJ//nrdH//sufD//yfhH//mscS//murR//frlR//
GO_0009136_8	mcbA//
GO_0009138_7	atpE//yfgJ//
GO_0009139_8	cusA//menB//
GO_0009141_6	yjbE//serS//yeaK//yfeW//dkgB//yggP//ghoT//ynfE//purD//tisB//pnp//kdpF//yadN//mraY//betA//ackA//tsaC//cysW//tnaC//iraD//rpsB//gatD//glpX//fhuB//sspB//frwC//rpsH//prmC//nrfA//fadL//rffM//idnD//yfhH//citC//yeeY//abgT//mrp//cheB//
GO_0009142_7	maoP//syd//tusE//rnpA//aaeB//hda//queC//uspB//oppB//dld//yihR//sbmC//rhlB//add//pdxB//infC//tdk//znuA//msbA//ydaN//cycA//ycdX//cbtA//ybaE//gppA//dnaB//yeaK//lpxB//
GO_0009143_7	rlmC//hns//argI//agaW//
GO_0009144_7	gloB//chaC//nimT//ybgP//murI//malE//tusC//artI//glgP//tsf//pepA//ycgR//insK//aer//rhoL//ubiH//cpxP//waaU//dgcJ//ydcP//mdtQ//yfdR//lhr//waaF//fabB//melA//smpB//bcsQ//ulaR//sspA//yfcU//
GO_0009145_8	frwD//gatC//rpsJ//rnhA//aroP//eutR//dtpD//ftnA//gatZ//ykgM//rsmE//hisH//cdgI//glyA//pstA//bglX//ispG//prs//mdtJ//dnaC//yphF//yfaE//ispG//
GO_0009146_8	ogt//srmB//
GO_0009147_7	rfbD//ibaG//yeeJ//yigL//
GO_0009148_8	frlB//ftnB//
GO_0009149_8	ftsN//ccmE//
GO_0009150_7	iap//glgP//lsrR//malF//mcrA//dgoT//yeaK//chaC//infB//tpiA//ybfE//yebS//tldD//ubiC//ynfK//pitA//alsB//moaD//murF//aroP//torD//otsA//selU//ghxQ//potE//ugpA//yfbS//insA-1//mtfA//mfd//rutG//rpsE//rcsB//yfdC//sgrT//cysQ//rayT//xylE//yaaU//tolR//yciH//ldrA//napF//sodB//htpG//wbbK//rsmJ//ymgC//
GO_0009151_7	endA//yagU//
GO_0009152_8	rna//fbaA//glpX//astC//rnpA//tas//fur//pldB//elaA//tap//mdtD//yjcE//cdsA//folM//tdcR//puuA//kefF//tktA//arcA//ydbD//comR//flhE//rnhA//cyoC//coaD//folD//mgrB//malQ//nlpE//sstT//waaQ//parC//tufB//phoR//ompW//nuoB//ascB//
GO_0009155_7	hpt//uof//
GO_0009156_8	rplS//ilvD//mak//fdrA//nupX//mutY//ccmF//pheS//ompT//tcyN//srlA//rfaB//dfp//tbpA//cobB//bioA//recB//mocA//sgcB//sodB//yeiG//yneL//torR//mnmG//pepQ//frdA//ghxP//yjiM//rnlB//tatC//lgoR//lptD//gcvT//
GO_0009157_8	ydcI//tyrR//serA//ihfA//
GO_0009158_8	rpsE//mqsA//recX//metC//psuG//
GO_0009161_7	artI//yqcG//cspA//rhaM//yjiQ//ttdA//ycdY//rbbA//pgpC//uspF//caiT//cpxP//ssuA//gabT//ygfZ//mngB//yciG//secM//ulaB//pstC//ybaK//idnK//glmM//eutK//ytfR//cyoD//lipA//ynfE//dpiB//yihP//gpp//uup//rapZ//nrfG//phr//uxuA//hypC//fumA//aslB//degP//rluD//nuoF//
GO_0009162_7	moaB//yraI//yaiV//cynX//
GO_0009163_6	aspA//rutR//rnc//xdhB//rutF//napA//clpP//mhpR//bepA//cheY//cysG//xseB//dusC//gltS//rppH//fliS//erpA//perR//yjfP//
GO_0009164_6	bioP//dapD//yhbY//phnG//rimJ//minC//abpA//epmB//rfbX//frc//rimL//tomB//dsdC//
GO_0009165_7	ybhD//soxS//rdgB//bglX//guaC//talB//mdtO//torD//yjjQ//alaE//ynfH//tdcD//accC//casB//rimJ//fadE//cydA//dmsA//glgC//frlC//aaeR//nsrR//yobF//ynfF//pgk//mltA//entB//tdcG//yihS//nagB//yehT//ackA//cbrC//rbfA//lpxH//aspA//yjiX//aroF//emrE//galE//cusF//rsuA//rph//sthA//truD//uvrA//recO//pyrC//ycjW//pdeL//tauD//etk//btuD//bioB//epd//wecA//fliD//sgbH//hisQ//yieE//fixC//pspD//hemF//zntR//clcB//fdrA//rplT//gntU//rsmC//motA//gudD//
GO_0009166_7	rfe//tcdA//insB-2//yihQ//malG//djlC//mnmG//gstB//gadW//narV//mrdA//ykgA//bglB//lolE//wzzB//nlpE//dmsC//mcrA//yghG//glpA//pstS//btuE//sapB//arnF//priB//xylE//panC//ptsP//rpnC//ymdB//hxpA//
GO_0009167_8	dgoK//narI//yfcR//fetB//intQ//pyrF//rfaG//ydfG//yfiE//arnB//glgA//sufS//yidQ//gabT//uidC//sapF//pgsA//gshB//ybdZ//srkA//mhpB//mliC//sdaB//thiM//ftsA//abgT//murJ//uxuR//ulaB//emrB//htpX//sbp//wcaB//ettA//
GO_0009168_9	ansB//mdtA//mdtI//kdpC//rfaF//serB//mak//feaR//glrK//araB//hupA//rsmB//mdfA//rpsK//cbpM//pphB//narP//ynbC//nadA//nanA//rluA//queF//lpd//glsA2//pdeK//tcyP//dcuD//agaI//feaB//cadC//
GO_0009173_8	fumC//holA//gpsA//sufA//pgpB//yidQ//mgsA//
GO_0009174_9	ydbD//mqsR//
GO_0009175_9	sfmF//pepB//amiD//pepN//araH//
GO_0009176_8	dfp//yihS//tomB//
GO_0009177_9	mlaC//yehT//envR//
GO_0009179_8	sfmA//tsaE//dbpA//prkB//ycbX//npr//yphF//rhaB//envZ//fliL//bioF//rlmB//ibsD//yjjX//sdhC//pdxJ//mdtE//menA//gadB//ydiB//treB//yiiM//mobA//
GO_0009180_9	xisE//
GO_0009185_7	lldR//cysC//hcaR//fixB//uxaC//menB//hybD//yddL//pckA//emrE//aaeA//fdoI//ydiK//ybiV//yihL//galE//hisC//yfcP//exuR//agaV//cusA//xylF//yciE//flgJ//
GO_0009186_7	rnpA//
GO_0009187_7	rlmJ//agaW//
GO_0009188_8	glrR//rpoA//
GO_0009189_8	otsA//
GO_0009190_8	panC//mraY//
GO_0009193_8	ortT//
GO_0009194_9	hemG//
GO_0009196_8	prs//
GO_0009197_9	betA//
GO_0009199_7	yghU//iscU//arnE//ycaN//rsmA//ybaL//hemH//ydcS//insA-2//agaR//nlpA//yihT//osmE//dnaB//gloA//mgtA//rplO//ydbD//sdhD//ygcO//ydeI//nrfG//hcaT//crp//maa//sdhD//amiC//rutG//pfkA//cpdB//paaX//
GO_0009200_7	hybF//nadE//fdhE//ubiX//
GO_0009201_8	yhbO//ompR//recC//mdlA//glvC//yejA//waaY//yfcU//artQ//insA-2//ftnA//mdlB//insB-4//srlD//dinI//ymfA//maa//wzzB//yahI//paaJ//yhaJ//murA//yjhP//dapF//
GO_0009202_8	pyrG//
GO_0009203_8	tdcE//
GO_0009204_8	maoP//nrdA//ynbB//
GO_0009205_8	hslV//puuE//ibsD//tauB//ycbU//rdgC//fadB//etp//pdxK//gntR//patA//zapC//ydbK//adeQ//rplD//atpB//nrdH//slyA//carA//narX//minC//ruvC//cpxP//melB//tadA//znuB//priB//yebS//rmuC//
GO_0009206_9	fecC//nrdB//agaS//acrR//hofQ//mdtL//ilvB//uxuA//ybjC//frsA//trpE//seqA//ynaE//rhaD//rplP//aaeA//thyA//manZ//mdtE//dtpD//bluF//dsbA//rutF//
GO_0009208_8	syd//rpnD//
GO_0009209_9	crl//
GO_0009210_9	acrA//
GO_0009211_8	hybG//aroG//ychH//
GO_0009212_9	hcaE//
GO_0009213_9	emrB//dgcT//
GO_0009215_8	zntA//uhpB//
GO_0009217_9	cbeA//trpE//
GO_0009218_7	pabC//suhB//qorA//yehY//mlc//ttdR//iclR//nanE//acpT//rplT//degQ//sad//
GO_0009219_7	dgkA//pdeH//sspB//iscS//ytfR//
GO_0009220_8	ybcJ//opgC//cadB//emrE//ykgF//decR//
GO_0009221_8	agaC//yjiM//sugE//ycbU//
GO_0009222_7	dnaQ//fadA//basR//infC//hupB//mocA//
GO_0009223_7	tdk//ydiF//
GO_0009224_9	uvrD//udk//
GO_0009225_5	nudG//insK//mraY//motA//menC//setC//araC//proV//hofC//ybhI//btuR//leuA//folA//ygiB//insA-1//
GO_0009226_6	xisR//cheB//hypB//rpnA//mglB//yahI//lpxL//atpC//rpoH//ldtB//rpe//psuG//uxuR//
GO_0009228_7	cyoD//glsA//yaaY//ychF//waaO//purT//pstA//eno//yiaL//lptG//
GO_0009229_6	pheM//yfiE//
GO_0009231_6	ispU//fruK//rsmI//blr//yghW//clpP//yihX//
GO_0009233_6	putP//lpxL//tamA//narJ//rnhB//dps//ykgO//barA//metE//rihC//
GO_0009234_7	ispU//cas3//ybaM//mocA//alsE//ulaF//ibsA//yjeH//bioD//tsr//
GO_0009235_5	bioA//ymgC//sapD//menC//napB//leuA//
GO_0009236_6	yqjA//entA//blr//fimC//lgoT//allB//
GO_0009237_4	patD//ydaC//ygjK//bfr//yjiM//ygcW//hexR//yebG//mreD//
GO_0009238_5	oppD//mcrA//nuoI//yfiF//preT//fic//rpsL//frwD//rdgC//
GO_0009239_6	aroK//rbsC//iaaA//pncB//fieF//rapZ//norR//gntU//
GO_0009240_6	dnaB//ybbY//amiB//acpH//tolB//
GO_0009242_6	aroL//murC//pcnB//tatD//fes//sapF//ydhJ//ribE//bglB//gph//mtnN//
GO_0009243_7	oppC//
GO_0009244_7	yjcO//csdE//hsdR//dam//cysQ//ftsH//ybhP//mrcB//recC//nlpA//lpxB//nrfD//yoeE//sad//pppA//yadC//argI//ydjL//ilvN//tdcB//nirB//cpdA//prc//fliM//murD//ymgF//hisB//fliZ//yaaJ//
GO_0009245_6	yjeH//fis//yhjB//pphA//hcaB//mdoD//sbcD//der//wecA//hokE//
GO_0009246_6	yhjB//ychH//lsrG//ydhJ//dtd//fliS//selU//cbrC//rhaM//
GO_0009247_6	grpE//xapR//ykgO//yfaE//deaD//wecC//rpoD//minD//dusC//nadC//nadE//pinQ//
GO_0009249_6	phnP//ydjL//hflC//
GO_0009250_7	menI//efeO//nanS//pspD//panC//nuoL//intQ//ulaR//xylF//hybO//nuoE//tyrB//pgrR//hcaC//
GO_0009251_7	phoU//cysQ//paaK//rzpR//yieK//cspA//
GO_0009252_7	adeP//gcd//yejA//ilvA//aceK//bcsA//mioC//aroP//rtcB//rsmH//metQ//gsiB//ybgI//fsr//yjjV//mipA//rzoR//narV//ygjR//ulaD//prs//alaA//hypA//gpp//yfbU//pflB//yjhP//mtgA//yhfK//ybcJ//xthA//cutA//insH-6//dgcJ//pcm//potC//mrr//rph//yjgX//
GO_0009253_8	yhdW//bioD2//yidA//tauC//insB-4//tcdA//rplX//lyxK//ychH//ydfH//
GO_0009254_8	atpH//dhaR//ynhF//ilvH//ompR//lptC//gmhB//rpe//ttdB//sgcE//
GO_0009256_7	slt//yiaT//lsrA//fliM//
GO_0009257_8	pgpA//dpiB//pbpC//rnc//
GO_0009259_6	ssuD//ypdC//yfbS//spy//uvrB//cstA//argB//glpR//narH//yqaB//cysU//ygjR//ynaI//idnD//waaL//ralR//ynjA//nanK//yccS//sgcA//nrfD//rnlA//pspA//tktA//gluQ//fhuB//ydgA//argR//pgk//tar//proP//mdtN//metN//ttdB//nepI//gstB//ogrK//ibsD//sulA//hprS//pth//epmA//malX//recR//nadE//rpe//yhbQ//hisP//idnK//ychO//csdA//yciG//sppA//lacI//srlB//queA//sxy//ulaE//hypT//rbsD//lsrA//
GO_0009260_7	dapF//intZ//ompL//uspE//gltX//hcaC//frwB//cysC//astB//ubiE//fcl//mlc//murJ//ybiI//garK//ybbN//ybiW//narU//cadC//yhdZ//ansB//ypdB//dadA//yraN//atpB//minE//dgcE//pgpB//lolB//zapC//ytfP//dacD//hokE//serA//rutR//kdsC//carB//coaE//glcB//purF//waaG//paaH//csiR//yaaU//
GO_0009261_6	tdcC//solA//flhE//mltC//ycbX//pdxK//
GO_0009262_5	astC//ybaL//thrC//fimA//lpxL//tdcA//lepA//yhjX//hslV//hslV//lipA//entB//yedF//
GO_0009263_6	ssuA//trxC//csiD//lrp//ibsE//sspB//slyD//bioD2//gyrB//
GO_0009264_6	fes//mdtP//gltI//livG//tmcA//
GO_0009265_7	trkA//yjaZ//insA-2//argC//nirD//
GO_0009266_4	cfa//ldrB//dsbA//fadL//degP//tsaD//narI//tcdA//birA//yfaE//ilvI//ygcW//pgaC//cmoB//xdhB//nrdF//rarD//bcp//nuoM//fadK//nrdA//ftsE//queC//rpsJ//cysH//folC//fdnI//aphA//cpsB//ydcT//ansB//fdnI//narG//pgm//paaE//nuoM//rplP//rpoD//mscL//trmL//yqhD//lsrA//pgk//adeP//adhE//mdtP//rssB//hokE//cbeA//yfbU//cyaY//ggt//ppiD//mdtJ//purD//nagC//ggt//prpB//murJ//gshA//hslV//malI//znuC//lamB//ldcA//grxD//gpmM//thiH//dnaG//tdcR//hypT//fliL//gldA//garK//yehU//citX//ygaH//aroE//ybjD//rsgA//yggN//sdaA//
GO_0009267_5	ompG//trmH//alsA//glnH//rplD//lpd//acpP//phnH//hsdM//ydiV//adk//manY//pgaD//yqhD//rfaB//rpoS//pepB//yqgF//nhaB//thiL//hflX//yjbG//sstT//rhtC//frdC//soxR//
GO_0009268_4	sgbU//cbtA//csgG//sgcA//alaE//asr//opgC//mntS//yidR//ynjD//purR//prkB//psuG//mdtC//nlpE//phoB//cheW//pyrH//yfbS//rlmD//mutY//hexR//aidB//ubiG//sucD//lplA//yiiM//
GO_0009271_4	fepA//yhaJ//plsC//
GO_0009273_5	thiL//sgcA//yecS//betI//mdtC//mngB//pspF//motA//yjhI//mgtA//
GO_0009290_6	oxyR//rplP//
GO_0009292_4	dgcT//pnp//
GO_0009294_5	cpdB//lexA//
GO_0009297_6	ilvA//glxR//ytfT//fes//tdcE//cmoA//ldtD//rlpA//yggE//rffH//frwB//borD//ycfH//bcr//
GO_0009298_7	murI//folM//mdtK//
GO_0009305_7	phnC//
GO_0009306_4	prlC//vsr//lysU//yihO//paaB//agp//nfuA//
GO_0009308_5	arsC//pepB//deoR//aroA//ldcA//arnF//glnP//cusB//sgcE//astB//nagA//ydaV//zapD//yhhZ//thrS//entC//ldrD//grcA//rplT//rfaC//leuB//flgK//yiaU//nikB//yefM//yaiV//lsrK//
GO_0009309_6	rcsF//metI//sapB//galM//yehX//ccmH//ascF//sgbE//dcd//tdcB//lptB//cdh//mppA//glrR//
GO_0009310_6	glpG//ybjD//ybiV//rclB//higB//mcbR//cynX//nuoM//queD//rtcR//lpxC//gcvR//rplA//
GO_0009311_5	livK//ccmH//lyxK//xseA//nrdB//dosP//dut//bamB//dgcF//ravA//rpsJ//nadC//dnaQ//yaiV//yciG//atpA//kdpC//dgoA//bsmA//ldtA//gltP//ybiO//rplO//yeeA//gsiD//coaA//glmS//ulaE//manA//ydfH//nimR//dinD//yjjW//purF//thrB//bhsA//aroK//nrfD//ybjN//crl//gldA//yjhI//yfiC//ydhC//frmR//rnc//agaD//ybaK//mreC//rne//hldE//gpp//artP//
GO_0009312_6	epmB//phnG//tadA//recB//hybB//qseC//aslB//rnpA//ibsD//apaH//btuE//rbsB//gmk//recB//yegV//ilvN//nth//alaA//yihQ//hflD//talB//clcB//ssuE//ttdT//rfaD//yehA//dmsB//hscB//yraN//fdhE//panB//syd//emrE//fes//yidC//hycA//ytfP//waaU//glnS//uhpA//napB//cyaA//
GO_0009313_6	sfmF//uspB//tatD//pyrG//acpT//paaD//agaS//ydeE//rffC//rhlE//
GO_0009314_4	mdtO//appA//aldA//hisS//ptsG//pspA//hyi//rpmE//holA//uidC//nupG//gutQ//cysB//yadG//ftnA//cdgI//gcvT//speC//pepA//yheT//flgH//nagZ//ibsA//nfsB//yddL//yraI//ettA//hcaB//cheR//grcA//sulA//ilvN//yggT//metR//yehX//hofO//mglB//recG//oppD//yqiG//epd//murE//mdtB//lacY//folM//srlB//galR//yidP//phoB//acrD//elaB//mdtE//ivy//ygeA//glxK//prfA//mak//msrQ//ccmC//alaA//agaV//ybiO//mocA//nanT//higA//groS//sfmF//rhtA//umpH//mlaB//ldtB//cbtA//ghoS//ruvA//appB//recD//holB//ynfE//epd//uup//pyrF//pmbA//proP//tdh//hyfC//mgtA//recN//ascF//xanQ//patZ//pyrG//rbn//
GO_0009372_5	ais//nadE//ygjK//
GO_0009394_6	bioB//csgD//ykgM//tpx//degQ//tilS//rlmA//
GO_0009395_6	gudX//
GO_0009396_6	argC//selU//ypdF//fabA//ydiB//gfcE//speB//yggE//ychO//proQ//yajD//
GO_0009397_6	ymfK//pabA//
GO_0009398_7	rnt//
GO_0009401_7	ybaQ//mtfA//aroC//rpmA//elbB//uvrC//glcF//dnaE//dinQ//manA//livJ//uspB//insI3//ubiF//rhaB//pepD//uhpA//waaG//tsf//acrZ//poxB//yghU//yegT//dmlA//corA//ytfP//yggW//torY//pyrF//crfC//yehU//frr//gabD//pdxA//ygfX//srlD//serS//yggE//napA//yfcS//rtcR//valS//rluB//zapB//lsrB//yrdA//hipB//cusF//mlaB//ebgA//nusG//chbA//
GO_0009403_5	rdgC//
GO_0009404_4	poxB//sdhD//flgC//deoR//maa//fadE//xapB//rhlE//cdh//rplJ//ydjJ//hcp//ilvN//secM//xylH//yeeL//ycjU//fetB//rlmC//
GO_0009405_4	hisD//cusR//agaW//
GO_0009407_3	nlpD//rimO//sdiA//malY//ade//gldA//galU//aceK//yceK//ptrA//priA//opgE//mlaE//aroA//perR//waaO//
GO_0009408_4	hypF//dkgA//hemC//ulaG//lldD//yiaA//ortT//priC//smpB//casB//btuF//zraS//paaF//fecD//iscS//glpF//ttdR//ydiZ//nagK//nuoF//mfd//elbB//waaF//allD//hokB//xylR//eutA//gcvP//uidC//fepA//hflD//yihW//araB//rplB//ptrA//uof//pmbA//ttcA//ssuE//udk//fliA//pgrR//mhpD//prlF//dcuD//rpiA//yihW//recQ//torY//umuD//dgkA//dctR//xthA//fadM//intS//gntP//ivbL//cysI//ybdR//dinG//
GO_0009409_4	hscB//dapB//fhuC//pntA//ynjA//rplR//feaR//xapB//ygjH//yibH//rclB//narW//ygeR//queC//arnT//paaG//rpsS//ldcA//
GO_0009410_4	wecE//
GO_0009411_6	hflK//ybdN//prpC//murF//slyD//kgtP//panD//pepD//ilvA//tsx//xdhB//fdrA//hslU//modC//ppsR//hipB//
GO_0009415_4	argO//
GO_0009416_5	gor//fdnG//yiaJ//adeQ//truD//ibsB//csrA//satP//cysP//puuA//ynfE//moeB//glsA1//atoS//rpsD//fabR//metN//upp//ydiV//
GO_0009423_8	secY//aaeB//rnb//ssuD//
GO_0009432_5	ygjR//mnmC//hemC//murD//fadR//cpsG//cpsB//gpr//kdsA//polB//pflC//trkH//dapF//iscS//relB//glpB//ygeW//gatY//dinB//baeR//uxuB//nlpI//
GO_0009435_9	nrdB//pcnB//yggW//sbcD//sbcC//ygaV//yqgB//ybaL//acrR//
GO_0009436_6	glcB//tdcC//narK//upp//
GO_0009437_5	mprA//hipA//ydcO//ftsQ//hypD//ebgA//coaE//
GO_0009438_5	citT//yidC//xylB//atpD//ycfS//fucI//gadX//xanP//yghG//uxuB//tusA//flgK//hisS//yddL//bcsQ//gsiA//degS//ybcC//curA//tusB//nikC//putA//nei//adiA//rpsT//yiiE//yciG//potH//rpsG//mnmA//
GO_0009439_5	rsmB//sohB//yiaA//
GO_0009440_6	era//katG//menD//
GO_0009441_5	ynaI//caiD//mscL//ribE//ffh//
GO_0009442_7	yjbH//cydD//argC//umuC//elaD//
GO_0009443_5	aroK//ynjD//clpS//
GO_0009445_5	ompC//gatB//murF//pfkB//ygbL//pfkB//glxK//hdeD//wecE//insI-1//
GO_0009446_6	yiaL//yoaA//
GO_0009447_6	uhpT//glgB//miaA//trpR//yhjG//zapD//gnd//arnE//
GO_0009448_5	ung//purC//truB//barA//
GO_0009450_6	rutA//cysP//yfbS//purL//
GO_0009451_6	panC//chbR//yqhD//kdsA//yadG//alsK//rfaQ//bcsQ//ybaO//fliZ//ppx//yqeG//casE//nac//paaB//clsC//yihU//yjbH//solA//paoC//hisA//fucO//rsuA//rplI//yjfP//vsr//grcA//lpoB//gshB//edd//hscB//argC//rluB//yhbQ//dps//adeD//slt//glyS//norV//kdgK//lldP//acrA//ansA//yiaJ//yadG//waaH//acpS//fabI//rcsB//mdtE//rfaF//ascG//yiaA//rnpA//cusC//kdgK//rpsN//gsiC//comR//entD//gpmA//hemL//bioH//lolB//accB//ygbN//guaD//fimD//alkB//csrA//def//yhaC//cspB//wbbK//maoP//selU//rodZ//nanK//ycbU//acrZ//sbcD//narU//fdnG//
GO_0009453_4	yfhM//
GO_0009454_5	yraH//
GO_0009593_4	yjbG//pdxH//
GO_0009597_5	abpA//
GO_0009605_3	hyaD//yebG//guaC//atpH//uvrB//lysS//rppH//nfuA//glpK//cbrA//phnK//hdeD//hchA//frdC//pabC//yobA//bcr//nanT//pitA//yoeE//rplS//coaE//trmL//pykA//kbp//carB//yrdA//menD//rhaM//endA//yhdW//paoC//gor//rusA//uspE//rbn//ilvE//abgR//insI1//ftsQ//yhiM//abgB//rsmG//glcB//leuA//guaA//lolE//tolC//ligA//dhaR//ompL//ytfP//lpxC//dcuR//cysS//ydcM//sixA//mtfA//lepA//folA//cysG//glsA2//cadC//flgE//phoR//cheR//yegS//yggW//ftsX//cadA//birA//tyrS//sdhB//fsr//yiaL//yibF//rpnD//
GO_0009607_3	tktB//yqiG//mtn//queA//adhP//bamC//ftsY//hofC//abpB//hns//wzc//scpB//yjjW//fumC//
GO_0009615_4	tehB//xseB//lpxH//ilvA//ugd//xthA//xapA//moaC//insA-2//yidD//mrcA//xylE//pspF//holA//
GO_0009628_3	viaA//garL//ydbD//yidE//rpsQ//ybgP//coaE//sodC//ydcS//purC//rnlB//hofO//ybcJ//trpA//ralR//eutB//melR//glnD//insB-2//phoR//nrfE//ybjI//mcbR//mrp//mug//malZ//hsdM//lsrD//bluF//mreB//gshA//rpsK//hldE//sdhD//def//bamC//frc//gpmA//emrE//atpA//deoD//oppA//dps//xapA//gpt//menD//hisQ//rarA//manY//yahB//tolB//cpdA//hdeD//queC//tusC//hemN//ulaF//ubiA//bssS//setC//yehX//baeR//bioH//mltF//mocA//rfaD//ybiV//puuA//mrp//rsmJ//uspF//yieE//yjhH//hisD//eamB//rhmD//glnA//narV//lptC//yigL//entS//sfmC//pgpB//alkA//fixC//yphF//uidC//ybjC//potE//panB//cycA//dam//wecC//bioD1//bepA//garR//kgtP//wecC//dcuC//ybhP//priA//purF//mcbA//ybcM//ptsP//yieK//ilvH//aldB//hicA//dgcZ//yfjR//zapE//yjgX//yhjX//blc//lpxL//baeS//yjjW//glnH//mtr//fruB//tnaC//yahO//rplY//gnsB//waaJ//ileS//kdsA//envC//lpxD//ompT//amiD//cheR//cvpA//uvrD//ompA//leuC//lspA//prs//mutL//lgoT//folX//dppB//arcC//fepC//mhpA//hybD//hdfR//yheT//murB//fsr//tusE//insI-2//macA//dadA//ycjP//ynfE//yqhD//lysA//mdtC//cysZ//ibsE//citG//rfbX//yhdH//folE//waaY//stpA//yehA//yjbG//hflK//hdeB//rplN//ybbN//aroF//bioC//cspB//alaS//ymdB//tdcA//rffG//leuC//narY//abgT//lysS//dinJ//ybdH//alsK//rpsP//minD//yfgJ//yqcC//eptA//rpmH//tusD//tsr//ytfQ//pheM//yadC//murE//sfmA//metB//rplX//bisC//rplC//ccmD//acrA//csgA//mreB//htpX//nanC//tomB//rpsT//yddA//fliS//rihB//aphA//rpsS//proA//alsE//dgcE//menC//hdfR//ogt//rlmI//murJ//cdaR//dnaA//phnP//iscX//
GO_0009635_4	ybcL//
GO_0009636_4	yoaB//araG//soxS//yebG//rpsJ//ybgQ//ulaA//lysR//glcB//tas//argS//pliG//xylA//ccmD//cspG//narQ//yihV//sdhD//hemE//sufB//manY//gsiC//appA//katE//hipB//ppiA//gmhB//yoaA//pepN//cspB//smrA//
GO_0009637_6	rimP//
GO_0009651_5	yfcV//phnO//iraD//glgA//lgoD//yadK//
GO_0009653_3	aroP//
GO_0009696_4	puuE//
GO_0009697_5	csdE//
GO_0009698_4	truB//
GO_0009712_6	cpxP//relE//glsA//mntS//rihC//nrdH//hyfC//napC//fadA//copA//
GO_0009713_7	seqA//moaC//yggX//yifB//ygeA//trmO//proP//lpxB//folM//
GO_0009719_3	proV//cycA//caiE//
GO_0009730_5	ihfA//
GO_0009743_5	cysI//
GO_0009785_5	trkG//
GO_0009850_4	modB//insH-5//uidA//fliS//cecR//lexA//rapA//amiC//hdeA//dppF//ubiH//pflA//argG//
GO_0009852_5	cysP//yccA//hofO//fbp//cpdB//tdcG//rpsA//yebS//sodB//ybaL//thiH//yafE//dnaQ//
