#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	wzc//intF//eutK//tamB//
GO_0006139_4	yqeG//guaC//yfiR//lnt//ypjD//tatA//sixA//rraB//gcvA//epmC//gntP//yfgI//leuE//rplI//hemA//pdxJ//tatE//ftsP//ynfL//pepT//iclR//yebK//hybA//bamE//pdeH//artI//yeiE//pgrR//tar//accC//hycI//mcrB//ettA//moaA//fbaA//puuR//mdtP//fdoH//cmoM//flgF//ivbL//yhbO//dicC//yieH//tsx//opgE//nikD//pabC//mhpB//ais//aceF//trpD//rffM//ydeP//yaiV//ybhI//narP//fliS//fimD//yiiM//acnB//tdcD//yehX//uvrY//msrC//ompT//yjhI//phoR//yahI//araH//cobU//alpA//nhaR//rsmC//hyaD//hemG//casD//dmsB//eutN//yaiV//accB//gabP//menD//waaO//yhcD//yceD//dinI//alkB//yihS//yicJ//malZ//ycgV//ftsB//rcsA//rihC//arnA//clcA//dnaC//casE//sbcC//pdxY//ompG//yjhC//yibT//rna//aslB//ppiA//yqaA//recJ//exuT//gspI//yebZ//ldrD//yqjH//dnaX//lysR//ygfI//dsdC//clsA//fadI//pphB//ydcO//recC//ftsQ//frlA//tdcA//tag//murF//yfcS//yneJ//sufS//glnK//sohB//rsmH//artJ//trxA//waaG//eutR//tdh//trmA//ytfT//betT//degQ//uxaA//fhlA//aphA//mtfA//dsbG//yijO//trmB//nanE//rpmA//nadE//yihW//hypC//waaC//lolD//crfC//ptsP//xthA//puuD//dppD//gutM//yqcG//hflK//tolB//fadD//lhr//btuB//yqiI//fbp//relE//frdC//phoE//ykgF//narJ//pncB//treB//hexR//rimI//acrD//yddL//cobU//ebgA//dcyD//dps//ygiB//creC//rffH//ygcW//alsA//yhhT//pflC//aroB//ygeA//rseC//bssR//insA-1//gatZ//ansA//kup//pta//ompG//dxs//chiP//panF//oppC//ivbL//ppiC//miaA//udk//glxK//polB//malY//tnaB//yjbE//rpsL//cysC//rutR//basS//maa//argP//ydfD//potH//waaS//alkB//phnH//nsrR//trmL//yiaT//nuoE//caiF//tsaC//trpS//putA//prpC//mglC//rdgB//ribC//rclC//fbaA//dusB//araD//hprR//bcp//ydhQ//nagC//sfmH//rhlE//nagZ//glvC//tdcC//cmoA//murC//speC//gltP//gspE//osmE//ompG//fdoI//dnaK//pdxA//selA//rhlB//zraS//codB//ybhI//ynbD//pyrG//recG//argT//dpiB//frmB//cysC//vsr//gsiC//mepA//ydiK//nagK//mfd//avtA//ybjX//frmB//yfdK//phoB//dapF//cra//umpH//fixA//uspC//yehP//hldE//rpsB//lpoB//lacZ//galF//murF//cspD//raiA//yfaX//mhpR//ppk//hyfC//rutR//yjtD//folE//proQ//znuA//araB//oppF//yhdJ//frmB//rlmD//folM//dkgB//frr//dnaJ//ompT//aroL//nikD//pinQ//pgk//yjaA//yedL//crr//nanR//ychF//wecA//ribF//hisP//rpsJ//opgE//asmA//nrdD//ubiA//aceK//gpt//dppC//intA//potH//cspD//fhuC//sgrT//cpdA//aroA//chaC//ampG//murP//serA//yjjU//gloB//seqA//yijO//ybhJ//ftsW//lysP//hokE//pinQ//rzoD//waaY//ulaC//yqjI//phoB//iraP//rhaM//ubiC//shiA//lysO//zraS//cheR//wcaJ//ypdA//rfbX//barA//polB//trkG//tsaC//caiB//opgC//mdtL//kdsA//rnhA//narP//topB//afuC//plaP//rhoL//dsbC//dsbC//ybjI//folA//recQ//aroL//ydhQ//dgcE//ybeF//minD//intS//oxyR//pgpA//fimC//rcnR//rplE//fadK//elaD//nlpD//pnp//uhpA//mrp//hcp//ariR//wcaC//yafC//dacA//bdcR//cobB//mutL//lptC//sgcE//murG//thrC//bamC//insF-1//lpxH//mocA//gutM//cheW//ybgQ//lptE//lptB//cstA//ydgA//sapA//hfq//yrdA//nanC//fadH//rbn//ydcI//flhE//yhjD//lptA//rho//yiaB//gspI//trg//ubiC//rfaQ//kdpA//rayT//ybdN//pepD//ulaA//yhcD//hdeD//yjhG//truD//prc//gpsA//hmp//ddpA//yjjU//metC//gfcE//moaB//yafE//rhaA//cysM//rssB//cas3//ompN//exoX//surA//ybgP//cydA//tatA//malE//bglF//hisA//pgpC//dcm//rpsJ//dnaN//barA//yeaE//glvB//tomB//abpB//folC//yjeH//zapB//rsfS//glcD//wcaC//wecA//wza//rsmG//melR//ydjL//ydjM//nlpD//endA//queE//leuD//dapD//menF//rutA//leuC//yqgB//clpX//aslB//murC//agaC//rep//phoQ//ygiS//sufC//galP//argO//hypF//trpR//ygdG//lon//yhdW//glvC//trmD//entB//alaS//recQ//holA//mrcB//ribA//gor//proS//guaA//gatZ//yijE//yedA//sufE//rpmJ//dtpD//hcaD//gltI//nudF//ccmD//ascB//yjbG//cusS//nimT//napA//mtlD//macB//gcvR//napD//cmoM//lpxD//ilvI//pykF//metG//nanS//ybiS//guaD//fixC//yaaJ//bsmA//uof//ilvC//yjaZ//nikD//mrcB//yohC//nanT//pbpC//eutA//mlaE//araG//ybbW//caiB//adk//queE//cydD//yihV//rcnR//bluF//yafE//mdtL//phnP//exuR//tufA//sbp//yqhC//iclR//cheB//map//yeaE//gatD//ybhI//yhbY//waaY//codA//ybjL//hisB//zapD//ybcQ//comR//opgG//cysQ//guaC//relA//nrdG//adeP//yhcD//aroH//
GO_0006140_6	rsmD//cheB//
GO_0006144_6	fliG//nikB//acnA//tomB//ubiI//cbtA//narP//cyoA//nrdF//mscS//
GO_0006145_7	cdh//purT//guaC//yggW//
GO_0006146_8	ygfX//glnK//
GO_0006148_9	glnQ//
GO_0006149_9	dgoA//
GO_0006150_9	dacB//
GO_0006152_7	napF//dctA//mliC//envZ//mocA//gmhB//
GO_0006154_6	dgcF//
GO_0006161_9	motA//
GO_0006163_6	wecA//rcsC//narY//rnt//lexA//yihQ//queD//proC//lptD//cspG//hrpA//mglA//yigL//cutC//trpC//sstT//nlpD//mutL//rfaD//frr//ycjU//uxuR//emrE//aceK//dcyD//mprA//mdtD//melA//serC//ypdI//amiD//cmtB//lepA//codA//prkB//lptG//purR//ydeP//galE//dmsB//gadW//speF//ftsI//purR//cysC//casE//rluD//ycfH//csiR//dmlR//grxD//ribC//ssb//argH//
GO_0006164_7	sgcE//hipA//gntK//tnaB//rnpA//pliG//dcuB//fieF//lrhA//yojI//nagA//asnB//hypF//aaeA//acnA//galU//yjtD//bglB//recQ//gapC//rfe//ilvB//paaC//rnpA//wecA//htpX//rluD//yfgI//yagI//metK//maa//sgbU//lldD//yfcQ//ychH//rcdA//sufE//cusB//ogrK//rapA//
GO_0006165_7	yfhH//lysU//ygcO//patZ//napA//ftsY//glpA//sufD//recO//phnK//tesB//bamC//bglF//yfaU//gatA//znuA//tsx//ygbM//cysW//
GO_0006166_6	rplM//roxA//
GO_0006167_6	mmuP//
GO_0006168_7	kdsC//yiiE//
GO_0006171_9	dacA//
GO_0006172_9	ygiV//
GO_0006177_9	moaB//yhhZ//proQ//
GO_0006178_7	bdm//
GO_0006183_9	nuoE//
GO_0006188_9	prlC//recB//frsA//ydeE//
GO_0006189_10	cysN//deoC//
GO_0006195_7	hyi//gcvP//
GO_0006203_8	ssuA//syd//
GO_0006206_6	topAI//ybaT//nrdF//prlF//ptsH//ldrB//tolB//rpmC//hicA//obgE//pepT//fimH//accD//waaA//erpA//rplW//ppiC//gapC//rsmI//mhpC//wcaB//nfsB//srlA//rsmI//fabG//bssS//
GO_0006207_8	rpsG//ftsW//nagC//cheW//proC//
GO_0006208_7	rihC//bolA//srlD//uspC//gfcE//tcyL//kdpC//pth//narK//ybgP//nuoN//ykgM//bolA//
GO_0006209_6	rdgB//
GO_0006210_8	hiuH//
GO_0006212_6	aroH//mdoG//tpx//ribE//pth//pncB//narI//seqA//yedF//zinT//lit//
GO_0006213_6	hipA//ycjY//rpoD//cobU//ahr//erfK//sanA//ycbB//secY//lptC//seqA//cueO//decR//xanQ//ivy//uup//
GO_0006216_9	hyaD//
GO_0006217_9	rlmE//
GO_0006218_9	aphA//
GO_0006220_6	adhP//uraA//sbcD//csdE//eutD//yfdG//treR//folM//mepS//nupC//cadB//ydeP//pspD//rph//scpC//yggE//ftsN//melB//glgS//fumA//
GO_0006221_7	insI1//mscK//melB//yejE//yehZ//appB//tsaE//dicA//yidA//rpsA//tktB//mocA//baeR//
GO_0006222_9	sstT//
GO_0006225_9	phoA//
GO_0006226_9	kduI//recD//
GO_0006227_9	lolC//
GO_0006231_9	yajO//
GO_0006233_9	ydiP//
GO_0006235_9	lysR//
GO_0006241_9	ymfA//
GO_0006244_7	rcsF//atoC//nrfG//tdk//cbrC//rpsR//ynbD//
GO_0006259_5	guaB//yhdZ//kbaZ//ompA//argA//mgtL//tus//fliT//ygaZ//lacI//crp//ydiO//cmk//waaJ//metK//hisB//hprS//fucK//adeD//recF//yfbS//modB//ybaO//treF//alsC//argB//ycjY//fdx//dicC//potC//ridA//casE//nuoH//mqsR//yjjG//guaC//gsiB//pheP//ybdR//rpoA//ydjE//qseC//casD//cusF//frwD//yegV//cobU//mglC//glnD//ptsP//csgF//rseC//glpR//kup//gsiA//sgbE//ihfB//casD//nanC//sspA//nusG//envY//mntH//torA//argG//ydiR//rsmD//dusC//udp//hypD//ubiG//prmC//crl//raiA//nfuA//ypdI//hyfC//lolD//ftsX//lysA//tusA//yeeA//pstC//ydeO//sgcC//yhgH//rcsB//eptC//yjiA//dnaK//pgk//hyaA//ydiR//uhpT//fliA//umpG//yahI//narZ//znuB//yfaV//ulaR//soxR//folP//tdcR//cpdA//yciH//ppsR//nagD//rnt//dpiA//aslB//sapB//rsmE//frwD//gmhB//yiiD//feaR//tauC//ddlA//ybiI//pppA//yidP//ydcZ//lhr//wecE//lsrK//ulaA//ribB//hcaB//hypC//pdxA//cheR//adiY//queC//yjhC//glnS//glyA//asnB//gltL//yneL//sucA//kbp//sucA//yaiV//ilvI//flgM//sdhD//yihX//
GO_0006260_6	yiaL//yhcD//arnD//sapC//glnD//pfkB//hfq//ispA//ydbK//dgoT//ydhJ//cbrC//gpmM//galU//mutY//sthA//htrE//tyrB//gntT//secF//cutC//
GO_0006261_7	frwB//kefG//treB//dnaQ//uup//potG//elaD//dgoD//ycdX//pgaB//araH//murG//
GO_0006265_6	phoB//rpmF//nanE//rdgC//yiaF//
GO_0006266_6	bglF//nrdA//atpE//
GO_0006267_5	ttdB//
GO_0006268_9	ftsW//lolC//cynS//
GO_0006269_6	yjiY//
GO_0006270_6	fiu//rpoS//gpp//yfhM//sgbE//metH//
GO_0006271_7	fdoG//wzb//insI-1//
GO_0006274_6	yqgB//
GO_0006275_7	arsR//yqhD//sufD//yhfS//bioC//hypC//aroA//ypdF//etk//
GO_0006276_3	ydjK//eamA//yeaE//rsmI//glgP//trpB//gnd//yahN//
GO_0006281_6	rnpA//ligA//kdpD//nfuA//lldD//rrrD//sodB//dgt//sucD//mlaE//yihO//ftsH//aroH//rsmC//umpG//ynfK//preT//yeeY//plsB//cheA//mug//ymfA//ydiB//sspA//yohD//ldrA//nagZ//wecA//uspG//leuE//trpR//trxC//dinI//mobA//sfmA//artQ//accD//serS//ybcL//dgcQ//acpP//bacA//mdh//frvB//pheA//ygcR//rplX//nrdB//yidK//tcyL//yebQ//hcaR//caiE//yfhM//pgl//
GO_0006283_8	creC//
GO_0006284_7	ydfD//ygeX//gltS//dhaK//nanT//ftnB//
GO_0006285_6	nrdR//lysS//yoaA//uvrC//clpX//
GO_0006288_8	fadJ//ynhF//
GO_0006289_7	edd//zapB//
GO_0006298_7	lasT//yodD//glpX//hda//astC//efp//pepT//ynaI//ibaG//artJ//
GO_0006301_7	yigL//ydcR//aspC//yiaO//
GO_0006302_7	acpP//atoC//thiE//artJ//phnC//ybcF//cheY//rusA//rclC//
GO_0006304_6	yrfG//hypT//yciE//yiaU//ppk//ybjG//etk//sucC//sgrR//
GO_0006305_7	metH//erfK//panC//gntT//
GO_0006306_5	lysU//aes//trpL//yfjV//
GO_0006307_8	ccmG//rmuC//yjiY//ssuE//yciE//
GO_0006308_6	deoB//mhpT//narK//recF//hlyE//fimB//ydfD//sgcR//ispB//ibpB//insB-2//rplL//
GO_0006310_6	ppiC//xylA//rpmB//pflA//rfbD//pspF//hpf//gatC//gshB//mhpA//pdeH//dgcQ//metG//deoR//glpX//opgH//ytfE//ycbU//yeiG//melA//yadI//tehB//yhhZ//mngR//holC//proP//citT//tehA//yfaX//rfaG//murR//ybiA//yqeG//rpsQ//pmbA//dinQ//ulaB//appC//gspJ//nuoI//nhaR//glpK//pyrH//
GO_0006313_4	pinR//rplF//yraI//sufD//rraB//fliA//etk//
GO_0006323_7	ampE//
GO_0006325_4	ogrK//
GO_0006351_6	ade//tap//selA//rfaB//rlmJ//yehU//waaS//zwf//torD//mltG//nusG//mepS//mdtL//relE//rarA//yihI//thrS//thiP//arsB//appC//ytfQ//lldD//tsaB//rplF//yphB//elfA//queG//valS//garK//xylB//murP//dcd//thiL//sfmF//yejE//rplO//fic//dppC//mprA//aroL//nfo//sad//aroG//ybiV//yccS//yfgI//dgcT//hflX//fhuB//fliT//waaY//umpG//iscX//ldhA//kduD//kdsA//narP//fruA//adiA//hybB//tsaC//dgcF//matP//ribD//sdaC//uraA//cobU//coaA//ydhJ//symE//yehZ//ldrB//manA//cdh//rsmD//yehT//lacZ//frdB//rbsB//frc//serB//rraB//panF//rffC//pyrL//cysC//rsmJ//yefM//fimI//ibsE//clpX//pdxJ//sdhE//umuD//fhuD//symE//rcsB//aldB//gntU//atpG//gltK//yghU//aroK//dgcN//frlC//etp//ppx//ccmE//torR//plsC//rhtA//acrF//focB//ydfK//ilvC//cobT//sapF//yfiR//hdhA//
GO_0006352_7	ybeF//eutR//ssuE//coaE//
GO_0006353_7	ybeF//yfeW//
GO_0006354_7	alaC//ompW//gadB//
GO_0006355_7	yqaB//napF//waaU//rraB//glcD//ribC//gabT//selU//ppiA//glpC//yddL//purB//maeA//dacC//copA//tauC//pcm//zipA//bdcR//hcaR//ydhK//msbA//rssA//fepC//dnaB//cusS//purL//putA//nagZ//alkB//pyrC//ppiC//cspE//pdeD//rcdA//fliM//rraA//rzoD//secF//yciG//rapA//secM//ugpC//yfdG//gltI//aroK//relA//prs//malS//recB//bioA//caiE//pdxB//ftnA//sufB//psuG//tsaB//iclR//gluQ//cusC//csgB//ycfL//hslR//chbF//bsmA//tsaB//nuoM//rplT//grxD//manA//sbcD//bcsQ//cydB//uspC//ybcQ//ygcO//msrB//dgcE//rnlB//nupG//nrfA//cysK//gcvA//ldhA//rhtC//yciH//pyrH//insA-1//cysE//pepQ//proV//tcyN//yeeL//dtpA//manA//ldtB//mtlR//xanQ//ychF//pnp//borD//lptA//bisC//araA//ridA//argP//elaD//pbpG//sfsB//leuA//fimB//cmoB//murG//lasT//cedA//oppB//xanP//chbA//gcl//ispA//mutH//puuA//yiiD//ybbW//yghB//murG//soxS//mnmE//pagP//fbaA//csgF//zntA//gloB//leuS//sbmC//rzoD//yafQ//ulaF//ddpX//uspC//torZ//wzzE//paaD//rrrD//ppsR//rpsG//yqiH//bacA//tabA//ompF//glgS//yjbE//rstB//rpnB//bcsQ//ebgA//sdiA//rbsC//cysP//ycdY//pdxY//serS//mtnN//ydjJ//hycI//hpf//srlB//dsbA//ydeM//yibF//mepA//mdaB//tufA//yciV//torS//tdcD//yohC//ybiY//alkA//yjbH//ibpA//trmD//shoB//mepA//dgcE//glpX//cvrA//yiiE//yejF//ilvI//gfcE//galS//ygbL//yddL//fadD//leuC//trmI//nuoN//yfbR//pinQ//cpdB//fhuF//potA//asnB//pdxA//dxr//dosP//galU//rtcB//gcvR//pdeL//yhjR//araG//cas2//etp//mfd//hyfA//ascF//uxaB//glpR//yagF//pntA//mrcA//rpsQ//fabB//nanE//truD//pheA//zapB//ygjK//frlB//yfhM//thrB//fixA//iap//yhhY//rcnB//dgcT//phnK//nhaB//sgbE//dld//nanC//rbsB//kdpF//insF-1//arsB//puuE//sfmA//tldD//yehB//yegT//ydeI//wzb//pheA//hdeB//alaE//tusB//pflA//hycA//moaA//
GO_0006357_8	yghB//
GO_0006364_9	galR//secA//preA//hemH//araB//hcaD//allC//ubiB//bioD//arfB//acrE//kbaZ//rhaT//yeeJ//pgpC//gltB//mlc//mutM//ribD//ynfF//ompT//rplC//dsdC//ascB//sgbE//sppA//yneJ//evgA//yadV//wzzE//rfaC//emrK//pepT//hipB//yefM//sapF//fepD//lpxM//dgoT//uspG//obgE//pgpA//ansB//
GO_0006378_8	yfbV//uxuA//
GO_0006379_8	recF//
GO_0006382_8	yqjH//
GO_0006396_7	ydiK//ygaV//rnr//pldB//yjhB//ruvB//gadX//bisC//insA-1//yhfK//hokE//recB//yagG//frlR//uvrA//yfgJ//rutD//sfmF//glnB//yadG//rimL//glnS//phr//rlmI//scpC//tatC//hemA//msrC//cspC//rfbB//yjjI//ycjU//thiC//hslU//yhjA//hxpB//dcuS//appY//gnd//ydhK//tdcA//araF//rbsA//dnaB//fryA//murD//yfaV//fimB//hslU//entE//fes//speA//rplY//dnaB//rsfS//htpX//ygeW//rpmE//rhaM//eutA//hxpB//yjjW//ilvC//asd//ugpE//cspA//pstC//pstC//yjjU//gatA//pgaD//tsx//pcnB//evgS//gpsA//yahB//potH//entD//gcvT//nagD//cpsG//ygeX//cpdA//yijE//gor//mdtB//rplT//cbrA//ybhG//gltB//ybiW//cheA//sapB//asnB//pcnB//yigB//norV//slmA//aaeR//tig//bamA//ydeP//
GO_0006397_8	yeiL//glnH//ybaT//
GO_0006399_8	fadA//eutN//trpS//flgM//gfcE//ydhC//ompT//hslO//rfaE//rarD//fabR//murF//preA//ycjY//yehD//rarA//yfbS//dgcM//insA-1//paaF//pepD//waaF//epmB//livJ//recX//rnd//mglC//queC//ydgA//murG//yebZ//ahpC//pgi//mtlR//lapB//msrC//rfaF//ynfH//rplC//nmpC//ompA//ubiD//syd//xseA//yqcC//tufA//yfdR//glcA//pdeL//waaZ//ecpR//yadC//ompL//hxpA//torY//mscK//dpiA//ydcZ//yfaU//paaJ//phnO//mdtJ//cheZ//purU//yqhC//rluD//yiaJ//yebQ//shiA//djlC//yfdO//birA//yiaT//cyaA//ccmD//insF-1//napA//ybeQ//gloB//intF//gcl//malZ//
GO_0006400_7	ggt//ycfS//pheT//hflC//ampH//arnB//cpsB//rhaS//grxD//ynfH//nrdH//sodC//yciV//ibsB//ccmA//frlR//yihP//gnd//ydcP//malF//ispB//pstC//rcnR//glsA2//clpX//era//flhD//yphD//ubiI//ispH//hofN//xapR//pflA//ybhA//tamB//yedP//ansA//kdsB//dgcN//malK//ykfM//trmI//rhaA//argD//ccmC//mobA//aroH//coaA//dgcJ//
GO_0006401_6	ftsK//polB//csgG//araF//fdhF//paaF//rutR//mngA//yedP//tomB//rplJ//fumC//lipB//yjhH//amiB//hflK//rsmI//hofQ//rpsE//lysU//aceK//hyaD//
GO_0006402_7	galT//murQ//metB//gshA//cmtB//ybjD//lamB//crp//ygfZ//metH//ais//
GO_0006412_6	glpC//otsB//mdtF//prc//yqeF//murP//gatD//yegD//lsrR//rrrQ//ydiK//recR//znuC//caiF//panF//gatY//panF//ybdG//sgcB//fliD//ydjM//ytfQ//araH//rclR//fepG//waaC//btuC//purF//tyrS//clsA//cbeA//nrdG//mdtC//prpB//livM//yjbE//ytfT//moeB//lldP//clpP//minD//hybG//rna//ydcT//tauB//rpsG//msbA//yhjR//sbmA//higB//tatA//
GO_0006413_4	rfaQ//dmsB//mscM//
GO_0006414_6	ytfT//glyA//prlF//ttdA//alr//hchA//argP//yjbH//mppA//
GO_0006415_7	sgcR//rdgB//gsiA//mdh//gudP//hyfR//lptA//
GO_0006417_7	tbpA//nepI//ydaC//yhcN//cspE//priC//argG//fixC//mngB//rplO//hpt//higA//astB//yciT//ydcT//ddlB//rpmG//hemF//yobF//gcd//oxc//ascF//citG//nrdB//ybbN//yiaT//nadK//mtn//glgB//yqaA//ybcM//cvpA//yjcE//feaR//hcaT//thiL//patA//yejB//ade//
GO_0006418_7	ygfX//rpmA//tusE//yciE//yggP//gltX//cysH//livH//ulaA//mnmA//insK//opgE//yedA//add//skp//osmC//dgoT//thiD//nrdH//raiA//yjjW//rlmD//ycbB//fmt//greA//
GO_0006419_8	uspB//
GO_0006420_8	hmp//
GO_0006421_8	cheY//
GO_0006422_8	paaD//
GO_0006423_8	ccmF//
GO_0006424_8	ubiA//tbpA//
GO_0006425_8	trmL//
GO_0006427_8	ydjJ//
GO_0006428_8	fumB//
GO_0006429_8	ycjD//
GO_0006430_8	hycH//uspE//
GO_0006431_8	abgR//
GO_0006432_8	gspF//ldcA//
GO_0006433_8	lgoT//
GO_0006434_8	ydbD//
GO_0006435_8	mglA//
GO_0006436_8	slt//
GO_0006437_8	rmuC//
GO_0006438_8	fepE//
GO_0006446_8	yraI//degQ//glpR//hycI//yeeA//ompA//tdcR//
GO_0006448_8	alr//fecB//cysI//glcA//narY//
GO_0006450_4	ugpE//rpoS//rrrD//prc//tolQ//pstC//yfdG//yciF//pitB//sad//
GO_0006451_7	chbR//
GO_0006457_3	aldA//hybA//leuO//nadB//yjaA//lsrK//pdxY//ubiJ//malI//proW//sgrR//yddL//rclB//prfC//yjtD//guaD//yfbV//focA//rfaF//rhmR//mtlD//arsB//ravA//dgcQ//uidR//ykgM//rnd//ybcL//yjhI//agp//gabP//uxaC//ubiD//xylE//yohC//intF//minD//fkpB//ogt//ytfR//
GO_0006458_4	priA//rnhB//kdpF//udp//bioA//rimO//yfbV//motA//
GO_0006464_6	araC//menE//tap//ybdM//fadK//cynT//rutF//ccmC//pdxJ//blr//hybG//ydhQ//mdaB//idnT//yiaF//rfaD//plsC//menA//pinR//rnr//galP//yahB//mdlB//ghxQ//dppC//rrrD//kbaZ//livF//dbpA//yciE//ynjD//ccmG//ccmE//shiA//galT//dmsA//yqiH//nrdA//queG//hdfR//ynhG//nimR//tamA//cyoC//hyi//fucP//bioB//mhpB//waaG//hpf//glsA1//narV//insA-1//arnE//cytR//envY//pta//bioF//grpE//hflX//mtn//pdeR//yehC//rpsT//ybjN//envZ//dppA//alr//xanP//yiaA//yjjQ//fepG//yjeH//rzoD//pphA//fimA//grxD//gltP//yiaN//yegD//yrbG//zapD//pncB//mntR//pdhR//yfdR//pspG//bglB//mntS//zntR//ybhG//torI//yejE//paaB//cyoD//msrP//flhD//cysU//sodC//nrfC//ortT//pheP//frdB//rep//ydeE//rutA//ascF//yhbO//oppD//arnB//ilvM//lysO//tauD//ssuD//gppA//araC//yhjV//treB//hslJ//narK//cueO//nfsB//yqaE//metN//tauD//pyrB//trpGD//hldE//trxA//iaaA//ridA//yqeA//yqgB//treR//pgk//mltB//mraZ//hha//clpA//sucD//malF//rmuC//
GO_0006465_6	ubiC//asnC//sgbE//
GO_0006468_7	idnK//artQ//rseB//phnN//ybiY//mhpD//glnE//lpd//rhsD//yjiR//nei//wcaC//wcaB//umpH//yggF//norW//cysZ//gcvP//dnaT//ccmA//fadJ//hisB//yjjV//malG//gntP//lhr//ompA//ymfA//crl//yegV//tehA//patZ//gntK//ndh//pth//nikR//rdgC//paaH//rhlB//yicJ//rclB//fryC//dgoK//mlaE//ydaC//nsrR//rspB//acpS//hns//ascF//rcsB//phnP//galF//
GO_0006470_7	phr//fliS//tqsA//eptA//argH//folE//xylG//cutA//kbaY//yehP//abgB//mdtJ//zwf//yehY//waaL//tpiA//
GO_0006473_8	galS//scpC//yggF//yjeH//glpT//hcaF//rhaA//yciG//yjhB//yihU//rffG//thiG//
GO_0006474_6	mcrB//prlC//phnI//rfaC//waaZ//
GO_0006475_9	marA//ybfA//
GO_0006476_8	fklB//mdtM//soxS//
GO_0006479_5	patA//glcB//lolB//selA//fliT//psd//lolE//ytfR//
GO_0006480_6	rutC//
GO_0006486_5	ycbU//
GO_0006490_5	nuoF//
GO_0006497_7	degQ//
GO_0006508_5	cobB//elbB//ptsP//ycjQ//aroG//mglA//waaF//treR//yhcF//yfdG//galM//hflX//hybB//yghO//pheA//ynbB//ybiX//eutA//csgA//ygfZ//yqiG//der//ispF//cyoB//ygbN//rpmF//yciG//yiaJ//gltP//mnmE//pckA//insI-2//cfa//chbB//mscL//cheZ//radD//paaJ//fliL//gatZ//hslJ//glnA//ulaA//truD//rcsA//gabD//ppc//selU//fepE//sfmF//glpX//deoR//lldP//exbB//eptA//
GO_0006515_7	ygaH//mntR//ilvM//mraZ//
GO_0006517_6	ldcA//ygiB//lasT//rimI//
GO_0006518_5	insB-4//ccmC//cheR//csgB//lpoB//dsbB//fdhD//prlF//rplB//yhfK//waaG//nadB//uof//yfiC//waaO//nuoB//yahF//mdtG//ybiH//prfC//mocA//lplT//sgbU//elfA//srlD//acs//narY//fadK//galM//yfcF//aroF//satP//tolC//ansA//insI4//gfcE//tsaC//degP//roxA//acrD//hemL//lhr//glgA//luxS//slmA//glcE//tusE//potB//sfmF//entB//alaA//alkB//zraS//eptC//cydC//ftnB//mtlA//agp//prfC//epmC//ygjK//ydiK//rmuC//flhE//efp//ybjG//ribF//ykgF//cynX//deoC//ribB//cdh//rutE//nanE//iscU//mcbR//fixA//
GO_0006520_4	pykA//mglB//pckA//yggT//wcaC//selA//pspC//hokB//entC//intZ//sdiA//gatY//ypdI//tig//rplT//xapR//citE//rpsQ//deaD//ydiR//mdtD//acrR//elaD//gldA//kilR//dusB//yiaL//rhaD//wecB//tusA//zur//panB//rstB//plsB//mtlD//frdA//ycdY//agaC//yafS//ygbN//trg//pabB//yehU//tqsA//dhaK//flgI//epmC//ygaH//appA//yhaC//pdhR//kdsD//galT//mltF//fadB//pheP//yciT//lsrB//potE//dppC//tesB//lgoD//yjhC//rpiR//ymdB//aroK//ulaE//mcrB//guaC//mglB//yehD//entD//fabB//ybdN//prlC//ftsZ//minE//glnA//rmuC//fau//hisH//pdeR//dcuR//ygeW//dgcM//envC//holE//ispB//pal//narV//yhbO//yihU//phnC//exbB//narH//ybdM//znuA//nagB//rraA//wzzB//rffH//ypdI//dinB//glnQ//queG//bisC//argA//napC//yihV//sgcB//cysU//bglA//ybhF//xerD//dppD//ydjE//yggN//allR//nupX//fepD//ybhI//rayT//fruB//btuC//yhiM//secA//aroG//dnaT//mzrA//puuC//lpoA//fimD//wcaB//rcnA//tyrR//gmhB//rpmC//caiB//rfbX//sucD//rlmA//shoB//tauA//kdpC//fabI//glsB//hexR//coaE//nadD//yiaL//mepA//pntB//torI//exuT//pncB//entS//infB//dinB//iscS//puuP//ilvI//adeQ//chpB//menH//yjtD//panE//ymgC//frdD//garK//yqjA//prmC//yhjD//yadI//glnA//aldA//hha//ihfB//gudD//ynbC//lpxK//aldA//ychH//fdoI//frlR//dicB//rsmI//ilvD//mtn//gudP//ydhK//galS//dnaX//gcvR//thiD//borD//fadR//rcsD//zraS//mhpC//ftnB//yebK//glpT//
GO_0006521_6	ybjI//yejF//lgoT//
GO_0006522_7	htpG//fliA//yjjW//yfiE//ydeI//cvpA//yaiW//
GO_0006523_8	clcB//glxK//yddG//insH-6//
GO_0006524_8	truC//yqaB//mtr//
GO_0006525_7	rclB//gcvA//ybaM//ldtC//nanR//yadK//yjgX//hcaE//rraA//yihI//zapD//glnL//mipA//ascF//tyrS//fliA//adiA//yicJ//rcnR//intQ//rhlE//
GO_0006526_8	fimE//zur//ssb//rsmC//folE//tdcF//csrA//leuA//kup//glpX//rclR//hybO//hokB//
GO_0006527_8	allS//msrA//tusC//argA//alr//arcA//yeeL//glpC//tdcC//
GO_0006528_6	rbsC//rhlB//fecD//ghrB//
GO_0006529_7	sstT//yhbQ//
GO_0006530_7	ydcP//yghO//
