#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fdoH//ispU//flgM//ibaG//
GO_0006139_4	yihW//rplX//ftsW//yaiV//lit//alsB//nuoF//cspI//ykgM//gldA//tatA//sixA//amiC//rsmE//pagP//yiaN//narK//torZ//fliM//thiQ//mutY//fieF//xylH//nuoH//rplB//sdaA//udk//phnP//phr//ydeT//yihW//yidQ//phoU//ybhR//norV//gatD//yebQ//mnmA//napA//lolD//idnO//abgT//bglX//ubiC//purF//crcB//mgsA//ariR//chpS//yceD//srkA//paaJ//aceB//qseC//hofM//yneL//ycjP//hscC//hupA//scpC//entS//higB//rstB//trpGD//ung//mobA//rph//talB//envY//borD//yhjD//cdaR//ynfK//yehZ//fdoH//yqgF//mgsA//murJ//epmC//proW//rtcR//rplX//nanS//holC//rlmE//rlmG//yeeY//serB//csdE//envR//mobA//lptB//leuC//dosP//gspF//entS//cfa//ftsB//gcvR//lpxM//citT//umpG//ibpA//fixA//yhaV//nrfD//frlR//caiB//fau//nikE//srkA//tar//fabG//artI//yiiE//xylB//bamE//dld//cysC//gadC//rplJ//idnK//fumB//pstC//ynaI//hexR//cysA//dcp//rlmD//btuD//glcF//fliG//rimJ//carB//moeB//cysI//moaA//otsA//tdk//fryC//yidC//yjgX//gsiA//ccmG//tsaC//fabG//dgt//rpsJ//leuB//poxB//betB//xapA//ykfI//pykF//fumC//gutQ//crr//glsA//hypC//nuoL//cusF//tdcC//yjgX//nuoN//yadM//thiL//pdxA//lhr//treA//lipA//basS//intZ//galE//mfd//tehA//purL//ygjH//kup//lpxC//ygfZ//ptrA//cof//uvrC//pstS//hdeA//pstS//napD//gabT//insK//msrC//prpB//yidC//basR//tcyN//bamA//yceD//artI//narZ//ansA//fabZ//moaB//yghG//leuO//rpsT//dbpA//araD//ftsA//ackA//uxuR//yfbS//hemA//csgD//ttdR//fliG//citC//mmuP//fepD//zapE//metG//soxS//clcB//fhuD//atpC//abgB//gltX//hiuH//preT//ppk//hcaB//ypdA//nadA//yciH//pckA//murF//mepS//cadA//ilvH//tolC//rluC//hsdR//pdxK//ldcA//thiE//atpD//gmk//yraH//moeA//metR//cysE//asmA//bamA//yfdG//pyrG//tag//htpX//pdeK//psuG//dacD//srkA//deoB//glvC//ttdB//uvrA//tcyL//truB//polA//ynfL//waaZ//rcsD//lipA//xisR//yehA//pspF//queA//casA//ccmC//ribE//dppF//lpxH//aaeR//groS//hisI//acrB//frmB//ftsP//ygeA//xisR//hflX//hybF//yadK//ydiO//yqiG//yiiM//zipA//artP//yiiD//fdx//fadK//gpr//ydjJ//deoD//actP//xapR//idnK//yehX//menH//raiA//ymfK//nagA//rsmD//xseB//ada//hslR//fre//flgM//yghG//fnr//gldA//rlmH//rplA//idi//nfi//pspF//rplX//tnaA//caiT//ybcQ//hfq//argD//malF//eutK//pdxK//dgoK//ydfK//rpnD//qorA//proX//ybjC//lepB//yeeJ//nfsB//ypdB//ddpX//envR//cusA//uxaB//yidE//nuoM//rraB//prpB//katE//hpf//truA//ynfK//hybB//dnaG//setB//recA//dtpC//epmB//waaY//fadB//pck//gapC//hdeD//yfcR//rfbB//efp//oppC//cdh//hcaC//rutE//glgP//potF//ymfA//ydcS//yrdA//lysC//fixA//truB//cusR//dgcJ//fruA//tgt//garK//uvrD//allR//nudB//prfC//mlc//hrpA//folX//xylA//actP//hcaT//matP//cydD//nth//hcaE//pgpC//aceA//znuA//sfmH//bssS//waaZ//secY//rplN//ybdZ//der//ymfK//kduD//basS//yafC//idnK//rplX//gltP//emrD//nrdE//ldcA//hfq//appA//cysB//dsbC//mgtA//gloA//ybhS//btuC//tcdA//panE//ubiB//uvrA//crfC//ydhQ//dctR//napF//bssS//dnaB//mnmA//nirB//yhcH//mhpT//csrD//rlmN//prc//htrE//topA//tatD//lsrB//ybhI//cspE//kefG//potA//arfA//amiC//glnD//mdlB//ygjK//atpA//livG//glmS//mocA//ibsC//dhaL//yidR//hofO//nlpI//clsA//ybaE//yfcU//rfaG//paaJ//erpA//mrcB//iscR//ydjK//ygbN//gpt//dsdX//fbp//sdhB//srkA//ydjJ//xylB//rhaM//ftsH//yihV//waaF//gspE//insH-6//ruvC//pntB//epmC//add//tamB//pitB//rplQ//menF//asr//yjeH//setA//elaB//hxpB//rrrD//relE//rbsB//hns//manY//treR//csdA//mepS//gmk//emrK//glgB//nirB//yedP//yadK//cysP//setB//ybdO//znuB//mutH//araH//paaH//accD//fhuD//aaeA//cspC//glxR//ghoT//mocA//aes//cpxA//dfp//manA//sdhB//pyrE//purU//yedX//yejB//fepG//yddM//ampE//selU//pepT//ssuB//rplI//hemC//nanS//ytfE//phoP//ycjD//ydhQ//rusA//mraZ//ypjD//kefB//nmpC//csgE//sucA//hyfF//ynfH//topAI//rarA//mtr//yhbO//yeaE//argK//amyA//metF//ibsE//cheW//rpoA//nanS//lpxD//yraK//hdeD//bdcR//yihV//mdtN//ileS//efp//argA//frr//treF//epd//bioA//napA//yhbX//ispB//ccmC//pyrF//yieH//yhaO//cspC//ycgV//fumC//fau//tusB//yhaC//folD//mog//mliC//cra//cheW//higA//mlaE//hycI//fdoI//ybgQ//ubiB//yjhB//ddpA//hofM//
GO_0006140_6	murQ//ydfG//
GO_0006144_6	yddM//pstC//cptB//mlc//hexR//rplI//fepC//menH//bioA//clpA//
GO_0006145_7	ppk//ccmE//rlmF//pykF//
GO_0006146_8	bamA//yjbH//
GO_0006148_9	ompR//
GO_0006149_9	azoR//
GO_0006150_9	yiaN//
GO_0006152_7	flgB//ygeA//aqpZ//ftnA//yafS//mdtF//
GO_0006154_6	bamA//
GO_0006161_9	rayT//
GO_0006163_6	hemD//ybdZ//elfD//rraA//dsdA//hcaT//ydfK//lptG//gcd//sufC//gltL//yjbF//rclC//ydjM//perR//yidH//ybcM//cspE//serB//ampH//pspC//srkA//cas1//recJ//ydeI//melA//mnmE//fhuF//aaeA//wecE//fabI//rplP//ghrB//tsr//lit//arcC//pstA//allC//glpR//ybdR//cas2//cysI//ybjI//fpr//wcaJ//rho//elfC//yjfP//insE-1//adeD//ybfE//pal//modA//tdcC//
GO_0006164_7	ydeM//bcsA//aroL//glnE//hdeB//yjjW//hicB//rhlE//roxA//tamA//hflC//ompA//aldA//ldtA//kilR//ypdF//epmB//torI//ddlB//yhhZ//yajL//ydcI//ibsC//appY//frdA//fumB//rclC//aspA//ushA//sufA//nikA//cutA//trxA//ulaD//ybaL//rpmC//leuS//ilvE//mtfA//aroA//
GO_0006165_7	nac//thiQ//erpA//pstC//uspC//yejB//srlE//glcF//tufB//ltaE//yafC//ttdT//lptE//lysA//tsaB//ispF//frlC//pdhR//mdtB//
GO_0006166_6	topB//insI4//
GO_0006167_6	parE//
GO_0006168_7	yiaU//cpdA//
GO_0006171_9	infC//
GO_0006172_9	gatY//
GO_0006177_9	fimH//ybfA//ynfL//
GO_0006178_7	rhtC//
GO_0006183_9	tcyP//
GO_0006188_9	brnQ//rtcB//argE//tauA//
GO_0006189_10	ilvH//rpsE//
GO_0006195_7	dinB//artQ//
GO_0006203_8	acpT//yihQ//
GO_0006206_6	yjjX//rffH//avtA//polA//uvrA//recR//deaD//ampD//infB//pepA//ynbB//mak//fkpA//hycB//sspB//menI//argI//lpxK//bcr//allR//tktB//pstS//aslB//caiF//yfgO//opgD//
GO_0006207_8	zitB//ubiA//modB//prpR//udk//
GO_0006208_7	mppA//trpB//csrD//eutD//cueO//ubiH//hcp//wzc//sodC//yfaX//yhfS//pdeD//rplD//
GO_0006209_6	sapC//
GO_0006210_8	rlmM//
GO_0006212_6	emrE//sufD//chbB//rplB//frwC//frlA//rraB//zapE//rlmM//phnH//ldtA//
GO_0006213_6	lolE//ydhQ//rnd//nagD//yggD//etp//rplX//rimM//murF//pheS//azoR//aaeR//rihA//ilvE//gnd//rutG//
GO_0006216_9	tqsA//
GO_0006217_9	folC//
GO_0006218_9	gatB//
GO_0006220_6	msrC//gor//metI//mdtD//ycfS//sbmA//yneE//iraD//acpT//arsC//ydiO//lgoT//yejF//aroG//dnaX//cysG//slmA//fepE//artQ//gloC//
GO_0006221_7	yjfF//nuoF//astC//mlaE//yqeF//pyrH//paaF//yqiI//yqaA//diaA//hdfR//ilvN//cysI//
GO_0006222_9	fbaA//
GO_0006225_9	ydjL//
GO_0006226_9	rsuA//osmF//
GO_0006227_9	gspF//
GO_0006231_9	narX//
GO_0006233_9	lysU//
GO_0006235_9	alr//
GO_0006241_9	cysU//
GO_0006244_7	ldtB//yhcF//ynbD//srlA//grcA//glcA//hpt//
GO_0006259_5	ldtD//xerC//fdrA//arnT//waaB//moaE//solA//cstA//yfcF//polA//intF//menC//pepN//crp//tyrB//treA//melR//accB//ybhF//hipB//alaC//secY//umpG//metK//upp//uspG//ydjH//glnP//tdcC//gatD//nhaA//rsmC//argH//nsrR//uhpA//nrdF//ilvM//fimD//potH//moaD//dkgB//tus//asnS//evgA//seqA//ispF//rpsM//nei//dgcM//ilvI//eutN//arfB//galF//sgcA//ycgV//glyS//dppC//rmf//ybiS//fucK//gadC//yegV//ycgV//yjbF//ycjW//glpT//yehA//frvA//flhC//chaC//ilvA//yfeX//tdk//zraR//ymjB//yajL//alaE//fdnG//hicA//ynbD//fliA//tehB//fadB//treC//kbaZ//yecS//rspB//gudX//speB//glnQ//yajD//asr//pbpG//pgaC//pstC//yfaX//trpGD//tcyP//ftsX//fadA//rplF//ghxP//rpmJ//ydcO//yeiG//hycI//ortT//yjcS//gshA//atpA//metH//hypA//iscR//artP//yqiG//opgB//flgM//ydeP//fre//envC//glnS//elyC//thiL//nadB//yhaC//araD//ybjL//tgt//dedD//ldtB//rppH//cdaR//rimI//asr//phoP//apaH//rho//trpL//bamE//csiD//yjcO//elyC//nrfC//entH//kch//ihfB//bcp//epd//
GO_0006260_6	dld//ynbD//dfp//topA//nikR//yahF//ssuD//mraZ//ypdF//yihP//napF//astB//fbp//gatD//ortT//allD//rusA//tatC//uspB//ycaO//rsmA//
GO_0006261_7	ycbB//fdhE//rpmE//bfr//sucD//fes//yrbG//ulaF//msrA//sdhA//mdtN//borD//
GO_0006265_6	gor//holD//lsrG//obgE//lipB//
GO_0006266_6	ptrA//dppA//menE//
GO_0006267_5	moaB//
GO_0006268_9	ycjP//nth//uspF//
GO_0006269_6	rlmC//
GO_0006270_6	astC//mug//bcsA//pcnB//azoR//opgG//
GO_0006271_7	sodC//casD//glsB//
GO_0006274_6	yccX//
GO_0006275_7	waaB//kdgT//ygaZ//rlmG//rne//artJ//yqjI//ybhJ//glgB//
GO_0006276_3	truC//ybdM//uacT//yfiF//cysK//mnmC//glrK//atoB//
GO_0006281_6	yajL//phoE//mmuM//lptD//ftsP//lpp//wza//paaE//nudF//secB//tusA//tamB//ydhJ//coaD//purC//lpxM//ydiZ//folP//rpsH//msrA//mraY//lsrC//yjiR//sapD//bdcA//mscK//pdeR//tgt//ydjJ//yfaE//ftsB//yjfP//adk//cyoD//dctR//nac//rsmC//chbF//ppc//fepB//ygcW//acpH//yfcF//smpB//gspF//dld//yiaO//ldtC//tsaB//atpA//otsA//smrA//tusE//ygcW//allD//
GO_0006283_8	srlR//
GO_0006284_7	ydaN//rluD//yjiM//cpoB//cydC//mdlB//
GO_0006285_6	sfmH//rstB//dinD//gadC//sanA//
GO_0006288_8	caiT//yiaN//
GO_0006289_7	kduD//mobA//
GO_0006298_7	agaD//acrZ//slt//gcl//ydeI//bcsQ//fkpB//sdhE//galU//ydiB//
GO_0006301_7	holE//evgA//deoR//trpB//
GO_0006302_7	ldrA//ycgR//yfeR//yidA//glmU//ybcQ//artI//ansB//agaB//
GO_0006304_6	rcnA//yddG//frvA//sufC//yehC//ppk//nirC//glmS//mnmG//
GO_0006305_7	mrcA//hybC//insE-1//groS//
GO_0006306_5	yqiJ//etk//phnM//dnaJ//
GO_0006307_8	chbR//yccA//zapA//dacA//bioB//
GO_0006308_6	ygaZ//rplN//lhr//rpmA//ompG//dppA//prs//eutA//rhaR//rho//yibT//ybgQ//
GO_0006310_6	wzc//ybaE//tsaE//uxaC//ycjR//murJ//yhcD//ribD//tyrB//tusD//nuoI//yqiG//ybjC//sfmH//yciK//tdcR//glgC//ybiJ//solA//dnaQ//xisR//fepC//ybaT//ydeO//etp//cvrA//melA//ampH//avtA//ydgA//ybeQ//ilvD//yjjV//ycbU//ogt//napB//ygeA//betT//fabA//ompF//yciE//wzyE//ppiD//
GO_0006313_4	cecR//yjjI//prfB//yjbE//phnK//rnhB//cedA//
GO_0006323_7	miaB//
GO_0006325_4	hslR//
GO_0006351_6	hns//rfaB//narX//lysO//rimO//pgpC//der//lapB//pgaA//gltX//preT//pck//hflK//yagU//yafN//purC//bamD//fruA//yqcC//ytfE//holC//polB//slyA//yhdH//yqgB//msrA//purD//fucA//ulaR//topAI//csrA//yihU//cspD//hcaT//gntT//hypB//yqgF//rffC//acrR//cbeA//ppk//menD//cbtA//ibpA//tusD//thiM//garP//ybaO//insB-2//fepA//zinT//gstA//rpmJ//yaaJ//yqhD//yghB//garD//napF//csgA//bdcR//trpB//acrA//stpA//yaaJ//fetA//narV//trpC//ypdA//speE//leuA//xseA//yidZ//eutB//ilvB//osmF//waaF//gabD//mutS//ygjH//adeQ//rnhB//fes//fryA//cptB//yggE//rhaD//ygbM//glyA//epmA//degQ//ygeX//ldrA//cueR//hns//pdxH//fcl//scpC//dgcT//tamB//yjgX//betT//ais//lpxC//hokB//xerC//artI//pldB//gdhA//fliK//trmH//mazF//sgcB//pyrF//priA//yafE//uhpT//mtlA//fabB//lptF//
GO_0006352_7	recF//hpt//nanC//ydjM//
GO_0006353_7	betI//entF//
GO_0006354_7	putP//zraS//hokE//
GO_0006355_7	agaC//rpsE//acrB//garL//atpA//rpsP//ppc//mdlB//ratA//hybO//yciK//hokB//potG//shoB//fimE//rbsD//yefM//hyaC//hisD//ccmD//rrrD//nth//amtB//artP//yfgJ//rnhB//livJ//tpiA//yhdW//qorA//nrdD//ycjW//osmF//fadR//arnT//paaX//gshB//iscX//yaiW//rseC//casC//mglB//glgS//lpd//rssB//der//rraB//nuoN//umuC//pdxB//tusE//yhaM//rnd//ldhA//dxr//nrdD//rplL//eamB//ynfF//hisS//bsmA//yieH//mhpD//fixA//yihX//truD//pstC//rnpA//dam//selU//rsmI//nagE//mdtI//ytfQ//ymdB//pykA//mltF//umpG//lptC//pabA//cysM//tqsA//pabA//ydiK//trmD//pdeD//preT//ygbL//btuC//fabZ//tsx//aroF//slmA//yphD//ptsI//gapC//cpxR//add//clcA//yihS//elfD//fliT//menH//opgB//tcyL//hprS//hybO//tdcD//ccmE//metH//queF//arfB//bssS//hisD//lgt//uvrA//nuoE//ptsN//ynfL//ykgF//pdeH//mnmA//fliA//rfaC//aes//mrcB//tauD//atpB//mrcB//rimO//phr//priC//gshA//zur//dgcZ//cas2//argI//nagE//fepB//pyrC//yjfF//ldrB//adhE//epmA//sfmH//secF//blr//yehC//ridA//ompT//yidP//spy//srlB//allB//mscL//fucK//ybhJ//atpH//rutD//rutF//yghW//alaS//wcaC//menD//lepB//ydiZ//uhpA//queC//dusB//waaA//narQ//moaE//rihC//deoD//aphA//yieE//tdcG//yqaE//uvrB//malZ//marA//alsE//entB//hda//waaP//decR//yehX//uidR//rpmC//macB//truD//ybcM//gloB//bamC//erfK//prmA//fdnI//umpG//entE//hemF//mntS//yqiG//yegD//alsA//kilR//tdh//pspC//eptA//yfeX//tomB//ravA//tcyP//bcr//ycjU//yfcQ//yojI//udk//lolB//thrA//yiaA//ldtB//livF//gcd//yihW//arnT//wcaB//sgbE//phnG//ydbD//fdoI//nanR//purT//frdA//ulaA//dgkA//arnA//yihR//yhaO//rluE//sdhC//idnK//dsbD//yggX//yciG//lsrK//menH//fmt//dgkA//dgoA//nfsB//glsB//ytfE//frmB//umpG//paaD//ilvN//panB//uidA//hyfR//yggN//zitB//
GO_0006357_8	zupT//
GO_0006364_9	yfiR//yfcF//gpr//preA//mngA//speF//rpsB//sfsB//elaD//nirC//uidC//yedX//uvrA//appB//nrdB//ydgA//ggt//rlpA//coaE//yqiG//puuA//yfjV//fecD//yhcD//ygeR//kbaZ//erpA//napA//yhbY//gshB//fixC//mltD//abgR//obgE//fabD//atoB//yojI//adk//mrdA//pdeD//ycjU//rimJ//yiaT//
GO_0006378_8	ygiW//xylR//
GO_0006379_8	adeQ//
GO_0006382_8	leuD//
GO_0006396_7	ytfT//cbl//yjcS//yoeE//glcF//bcr//flgA//rpsB//caiE//yadG//chpB//rbsC//gltL//xisE//yjjI//yqiH//ilvN//lolE//iscA//asd//comR//rdgB//acs//arcC//hslU//fruK//puuD//pyrE//feaB//yciF//ahpC//csgA//rplI//solA//phnL//waaH//trpA//rimK//metN//crl//glcE//yggP//recX//dnaA//cydA//tusA//def//yeiL//nrdR//idnO//sdhE//gapA//pgrR//wecC//rsmH//fliT//yghG//metF//yneL//kbp//nanC//ftp//ycfL//lnt//hisI//tnaC//rimO//cspE//yhaO//nudC//atpA//cmtB//ynhG//ompG//nrfG//sutR//rffH//entE//gadX//ybiO//argB//clpX//malX//minE//aceB//ybhP//dkgB//yghW//yjhC//fabG//treC//yejB//ydfG//ybbW//sfmC//ubiG//cutA//lptE//sbcC//rimM//gloA//lapB//
GO_0006397_8	sgcB//queD//hisQ//
GO_0006399_8	ydcM//pabA//rrrD//gatA//rlmI//grcA//idnO//thiG//rppH//slmA//ydaV//htpG//ompG//allR//fdrA//fes//tesB//motA//bamD//ydfK//apaH//hybE//nemR//yqjA//yeaG//hycH//otsB//rhtC//fabD//allC//fsr//rpsK//efp//mscM//fhuD//fepC//hemH//narX//rclR//exbD//rpsQ//nikR//ompG//cpoB//edd//lysP//insH-5//lsrB//puuE//nirC//rsmF//rapZ//norV//yddL//kdsA//hicA//bhsA//endA//nagB//paoC//zapA//prpR//gadX//fliK//yhaC//nanT//nagD//wbbK//hxpA//lit//nimR//yhbQ//pldB//codA//djlC//mraZ//ydcI//metC//csgB//nmpC//aceF//patA//
GO_0006400_7	iraM//cadC//prkB//rpiB//pspG//ompF//ubiG//rpoA//yoaA//rplB//rcsF//yijE//waaA//rrrD//mdtP//accB//tyrB//menF//msrB//lpxP//fdnH//patZ//yehB//yedX//yjbG//csdA//yidD//yoeB//cadB//ribD//alsK//atpE//pyrF//chaA//nrdE//phoA//rhaD//gph//glk//rpnA//lldD//ydfH//rlmJ//hypF//ydcI//yfdK//phoB//ttdT//puuD//
GO_0006401_6	fucO//dedD//napC//yiaJ//lepA//holD//potG//phoP//nuoG//dcd//fryA//fimB//tdcE//ydgA//mltG//hofC//sufC//glnQ//trpS//serC//holB//nikE//
GO_0006402_7	afuB//yddL//cbrA//recT//mreB//moaD//lit//rffT//spy//glpC//maoP//
GO_0006412_6	aidB//fsr//puuC//rbfA//fadE//ydcT//ygcR//chbG//phoQ//ulaR//pyrL//ymjB//rcsA//hyfR//chbF//yehY//pyrE//secM//waaY//rpmJ//pphB//fimF//cobB//secM//truB//pdxH//hslR//clsA//rusA//gcvR//wzc//dam//ftsB//ubiG//minC//lacI//tufA//wzzE//rlmG//pnp//speE//recO//gstB//mntR//gmk//evgS//pbpC//potF//yeiL//rluF//pdeF//
GO_0006413_4	cbrC//fdx//yiaM//
GO_0006414_6	yqaE//curA//paaK//yehZ//bdm//sodA//yebK//aroL//tcyL//
GO_0006415_7	gcvP//aphA//pheP//nirD//yjiY//ygjH//secM//
GO_0006417_7	yahO//pepB//yhbY//mtn//yhbX//map//ugd//glgC//fryA//tcyP//tnaB//clpP//arnF//ybgI//lptA//yjgX//narK//nrfC//hypF//dpiA//recQ//dgcE//pdxJ//sdhA//xylB//potH//ompA//fucK//flhE//mdoG//gatZ//ygiN//gadA//narU//yeaV//artJ//potA//ade//nanR//
GO_0006418_7	gfcE//aroK//fur//ahpC//gstB//nusA//rbsC//yghG//pgm//fliD//rhlE//hdeB//ydgA//yebK//arnD//yejF//yhaV//lysO//mrdA//perR//ilvB//dps//rlpA//thrC//tmk//
GO_0006419_8	glyS//
GO_0006420_8	ygdG//
GO_0006421_8	ygcR//
GO_0006422_8	nepI//
GO_0006423_8	rpmJ//
GO_0006424_8	lepA//epmA//
GO_0006425_8	waaY//
GO_0006427_8	dgoA//
GO_0006428_8	yehB//
GO_0006429_8	betI//
GO_0006430_8	gntT//ccmD//
GO_0006431_8	gldA//
GO_0006432_8	srkA//sgbH//
GO_0006433_8	ydeT//
GO_0006434_8	nlpE//
GO_0006435_8	acpT//
GO_0006436_8	argG//
GO_0006437_8	murQ//
GO_0006438_8	emrD//
GO_0006446_8	paaA//casE//psuT//mutS//ydiR//rpsQ//cspI//
GO_0006448_8	ynjA//rffC//gadX//gspE//tas//
GO_0006450_4	yfaV//gcvR//iscX//wbbK//ybfA//abgT//fdrA//srlD//cvrA//nadA//
GO_0006451_7	sbmA//
GO_0006457_3	rfaB//fmt//pfkA//guaB//rnhB//puuD//ilvB//nusG//yibH//xylB//ybaE//tnaB//rsmB//bacA//rpmA//rhaM//wzc//yeeA//uspC//gfcE//dppC//mhpC//tktB//fryA//yjhI//araC//pgaA//ydbK//dnaN//yhbX//pgaD//tldD//rlmJ//yohC//yeaE//yihO//nagD//xylE//hemA//aceF//
GO_0006458_4	elaB//cptB//ubiB//csgB//yhdH//yfdO//umpG//purB//
GO_0006464_6	frvB//argR//arfA//waaQ//ybjL//mdaB//rbfA//argS//cbl//ftsX//mntR//nrdR//argG//nepI//waaJ//argB//rodZ//diaA//chbR//tusD//entE//cadB//kdgR//ybdZ//ftsN//yieL//hisS//btuE//ebgA//asd//rsmI//ubiG//dnaQ//rplT//fadM//copA//hybC//yidR//hisS//yjcO//ygiN//ybiH//ycjU//ddpX//asnB//lysC//ybaL//cheY//dgcJ//rna//pdeD//rcnB//fcl//sppA//xapB//glpC//nsrR//yhjB//cydC//chpS//sucA//menA//nuoL//metN//yihX//mhpA//sohB//glmS//yjeI//fhuB//ligA//ftsK//eno//yqhD//ftsK//valS//nikB//uhpT//cyoD//ppc//ibsD//pheM//rplX//yqaA//zraR//folP//gloC//pyrB//envY//slyD//citT//ibsD//argT//metB//glmS//bcr//nupC//fdoI//ftsK//mdtQ//fcl//cysU//agaV//tktA//hisS//radA//ynfF//fhuF//treF//relA//yghW//yqhC//mprA//menE//nadB//ydaN//ulaD//yhjX//purF//yejB//yihR//kdsA//yhaC//nudF//cusA//frdA//feoA//rbn//ydcZ//sgbU//pyrF//waaP//leuD//crl//fliM//mhpB//ygeA//sad//waaC//dnaC//priA//yieK//
GO_0006465_6	norR//ybdM//yqhC//
GO_0006468_7	ydcM//ycgR//zipA//ubiD//ogt//nimR//allC//mtnN//recO//osmF//hyi//msrQ//fliM//ycdY//dnaQ//ftsE//tmk//yagF//ydfK//yghU//frlR//focA//thrL//rpsI//cpxP//hisF//fryB//pgaD//yphD//mnmG//folX//degS//bioP//ybjG//yccX//fdnG//ybhI//fucI//fimH//upp//proB//aceB//bioP//aaeA//gudX//purD//dsbG//feoA//ulaG//ftsW//csdE//rhmR//ralR//
GO_0006470_7	frwC//hypA//yqhD//symE//nlpA//hipA//ribC//cysS//puuB//glnL//rpnC//frvA//hemL//rcsC//glyA//idnT//
GO_0006473_8	gatY//cpdA//setB//yajQ//gfcE//hokB//rplT//yoeB//rnr//hda//pdxJ//ubiX//
GO_0006474_6	modA//fetA//ompG//pncB//def//
GO_0006475_9	asnB//fliD//
GO_0006476_8	moaD//yggT//glcD//
GO_0006479_5	rplW//lysU//puuP//dpiB//degP//ycjU//secB//thiL//
GO_0006480_6	dadA//
GO_0006486_5	phnK//
GO_0006490_5	intQ//
GO_0006497_7	insK//
GO_0006508_5	mglC//kdsC//ybcJ//dinI//holC//pinQ//ogrK//yjjB//uidC//gpp//napC//murI//dfp//polB//yhdH//ybiS//ilvA//ybdH//pyrD//flhE//afuC//rna//yobF//rffC//paaX//lysO//aes//ydcI//glyA//fabR//frwC//paaH//htpG//ycaN//patD//glpR//nadE//yqjH//nrdH//sdiA//treR//sgcE//mnmG//galK//prlF//tauA//dmsC//iraP//trxC//ackA//xisR//ydhJ//prlF//mqsA//hycH//
GO_0006515_7	casC//ptsH//trpL//glgX//
GO_0006517_6	nrdH//bdcA//sstT//fiu//
GO_0006518_5	yihS//fadH//yhjA//ccmH//modA//rmf//mocA//purU//ampE//paaF//fabA//sodA//rbsR//yebZ//cueO//ssuE//ralR//comR//tus//rimK//dnaG//metI//aphA//evgA//kdgK//tatA//dpiB//dhaL//mrdA//yiaU//ung//nuoB//nuoM//ybgP//ydfK//lptE//hsdM//tufA//ldtD//cdsA//yccA//slt//pmbA//tolQ//speF//rhaR//paaB//fabA//dmsA//dgcF//ribE//rcsF//trmA//speE//eutA//fur//clcA//murE//parE//tufB//ydiO//fre//phoE//proB//appB//artI//ulaC//hisQ//ydeI//yjhP//metL//cysA//ulaD//mprA//nanS//yciK//fimE//
GO_0006520_4	glnH//ydcP//deoA//atpA//ymdB//ykgO//ycaO//yidC//glpT//soxS//ghoS//lgt//fepB//cspG//aroC//zupT//nudB//rfbD//afuC//mrdB//pyrD//acrD//glnH//ompA//treR//yejA//atpG//lpxD//rtcB//prpD//arcC//creB//rluE//hycI//bfr//clpS//pgsA//pepT//narW//yhhY//yieF//fruA//fabG//fdoG//gapC//tatD//prpR//rplP//lpxT//yobA//arnT//rzpR//hycA//ybhI//trmB//ptsH//gapC//sbcD//dapF//opgD//purF//moaC//paaG//rraA//miaA//rpsG//mrr//deoR//metK//skp//btuF//potE//sthA//yhaV//bamA//amiD//yghG//dgkA//rutC//yhaV//dusB//cmtA//mepA//nuoL//ybbW//crr//nirB//atpE//yebZ//nanT//fixA//rffM//ygeA//mdtI//tadA//abpA//gabD//nrdD//mlc//rhlB//nagC//basR//rpoS//dmsB//tap//hlyE//yhcD//bioB//oppA//alr//rbbA//dgoT//yggD//ptsP//yqaA//guaB//tatE//sulA//maa//metF//cspA//hsrA//hrsA//nfo//poxB//cheY//cyoA//mliC//cysS//srlD//yciF//moeB//phnI//dinQ//lpxC//yqcG//caiE//iraD//yghW//uspC//gcd//yjcO//ubiA//lrhA//chbB//bepA//glpT//ypdI//erfK//adhE//rlpA//rpiB//tdcR//insA-1//holB//gloA//fimG//creC//umpG//higB//yfgI//recC//potH//yggE//moaA//thiG//ybdR//panC//topA//agaA//sodB//yfgI//fliZ//folP//btuC//aroA//fadB//ycaO//tsf//rstB//rluB//yieH//clpA//yggT//sxy//trmD//hupB//yihS//gadW//ttdR//ghxP//recR//torY//sdhB//cysM//uhpA//mltB//cobC//yiaJ//dtpC//ydeP//fmt//
GO_0006521_6	ygaZ//ldtD//wecB//
GO_0006522_7	pbpG//yfaE//fhlA//hscB//livF//yhcF//hemC//
GO_0006523_8	hemC//ligA//yahD//rhsD//
GO_0006524_8	mcbA//ybfA//edd//
GO_0006525_7	ygeV//mhpT//ftsX//araC//fdoH//fimB//uvrB//pdxY//hybF//gspF//crp//selD//narU//prpR//pta//ibpB//idnD//udk//wza//yihO//sfsB//
GO_0006526_8	pdxB//iscR//satP//tatB//ybiV//rpsE//cysM//trkG//hpt//crl//cysH//phnC//ygiW//
GO_0006527_8	proV//sbmC//crl//hofQ//insF-1//hisF//yjfF//yehX//adiA//
GO_0006528_6	hemL//moeB//rpiB//miaB//
GO_0006529_7	cho//malS//
GO_0006530_7	rpiR//phoA//
GO_0006531_7	phoR//flgM//cyaY//yneJ//zupT//insH-6//yiaO//nagZ//
GO_0006532_8	intZ//aceF//
GO_0006534_6	yfcR//yadC//araH//otsB//btuD//oppC//yegV//thrC//insI1//kefG//rhaS//ynaI//yhjA//
