#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	entB//dmsB//hyfA//fepD//
GO_0006139_4	ycfS//yhcN//mltC//hypD//hicB//yehW//dps//envY//xapR//iscR//frdC//ptsG//acrR//lldR//rseP//ybfA//holC//nlpD//cadB//rstB//acrR//leuD//yceK//mntR//tauD//yagI//yddM//selD//tcyL//menH//yhcD//tsaB//rcsF//ydiP//argE//topA//dmsB//apaH//rplD//yfiF//cysE//acs//kbp//rnt//pyrB//mdtL//mipA//yfeR//lpd//phoR//holB//cysQ//tpiA//glcC//obgE//tldD//rsuA//cyaA//envY//ycbX//proS//arfA//glgB//murC//alkB//ribC//bolA//dapA//hflD//rpsH//etk//rbsD//minC//pyrC//mutM//fhuF//trxC//nuoB//mhpT//adhP//gyrA//yohD//cspA//fabR//yadV//fruK//yfjV//efp//rcsF//ravA//kbaY//glpT//hybB//mutL//eptC//tmcA//mgtA//rimK//epmC//napC//garL//ybiY//rraA//fhuC//mazF//mltA//ydcS//ftsH//msrB//polA//psuG//fadI//nrdI//adhE//ydfK//rdgC//queF//potG//cbrA//galS//cspG//yqeA//fimB//murP//umpH//nrdA//pinE//leuS//efeO//rimL//fecB//nudG//lepB//yhfS//panZ//rpmJ//ychF//arnB//tus//nikD//glcE//fes//fsr//elbB//fdoG//acpS//dsdC//mreD//dacA//yeaG//ydjH//yagU//hfq//pta//bcr//ydaC//yqjH//yfgI//trpL//dtd//ivy//ydaN//nrdR//avtA//yphC//bcp//yfcR//skp//accB//rihA//yggF//rfaH//ibsD//xylA//murP//adk//uxuR//lamB//yehZ//astB//rmuC//uspF//queE//modC//codB//acnB//pepA//yejA//dgoA//nuoN//uraA//greB//dmsC//pth//glcA//metB//lptD//bioH//yejB//srlB//rplP//acrA//artP//tyrA//yciV//ybiT//mdtA//nuoE//glsA1//uvrY//marA//yicJ//hyfF//frwD//yeeA//rfaQ//arfB//moaD//dnaT//flgJ//frlR//lysP//yehY//yccA//gltK//yciF//moaE//soxS//mnmG//ygcO//dcd//trxC//ttdB//rplN//pspF//selD//ubiA//trmD//ddpA//ilvD//holB//hha//gltD//priA//fliD//ruvA//feoC//idnO//yidC//wzc//hlyE//yagJ//bamB//rcdA//pdxA//yqcC//cspC//marA//ssuA//truD//nikE//dnaT//kefB//hpf//sgbE//asmA//nirB//gsiD//zntR//yfbV//tdcD//mdtQ//rplF//ykfI//fes//feaR//uhpT//xisR//hyfC//yehZ//diaA//gcvR//hprS//nudG//ubiF//rfaC//pliG//yidC//holC//mliC//lpxM//yfgI//yecS//fau//ccmG//gabP//gadW//fkpB//pdeD//atoS//recG//rnhA//higA//yehU//leuD//cspA//ybeF//fimI//nuoB//lysA//mak//yibF//yjjU//rlmC//rlmF//argF//malK//hxpA//hyfA//ompA//serB//frdA//deaD//rpsH//alaE//yefM//hxpA//hisG//chiP//deoA//dsdC//nrdR//erpA//clsA//glnS//phnN//rbsB//dcuA//ldrD//srmB//ycaO//dbpA//rcsA//tusC//ycjW//mdfA//ubiE//recQ//umpH//rihC//fecD//gadA//intS//melR//gloA//nanK//hmp//yadV//dnaE//fruK//lptA//rpsG//ydiV//ytfR//yfeD//ampH//frlA//cyoA//alaC//dnaG//lsrR//adhE//rpnA//nrdI//cspB//ydjE//fnr//yhcF//pykA//cysW//fumB//ybcF//yhgH//intA//ibsB//mltB//dtd//cas1//rplB//narG//hokE//hscB//cysB//gltB//lsrA//cstA//ubiI//nudF//envY//dkgA//gntP//atpG//napF//rutE//exuR//htpX//purU//casE//rfaB//nrfF//yraN//iraD//yjjX//agaW//hyfF//ymdB//hycB//yceO//ydeM//adk//yieH//gadW//dgoD//rlmJ//yhhZ//yfcV//glmS//amyA//waaC//rsmD//fabA//gcd//ettA//yneE//yidP//ykfI//betT//yceK//mhpC//lysS//orn//fiu//fdnI//mdlA//crp//mtlD//sucB//glgX//deoC//glpF//fabB//sdhC//yciV//nusG//yjiA//yafO//cysG//ybjI//yghW//puuA//dgcN//yfbU//ppc//yjbG//ihfA//alsE//tauD//yjjU//hdeD//glnB//ybcJ//flgJ//yfcV//ybgQ//frwB//ppiA//yidQ//fkpB//ygiW//ycbV//garP//nanC//insI1//dtpB//gspJ//flhD//hdeA//eutR//rppH//pgaD//dgcQ//mnaT//dsdC//potF//garL//hybG//thiI//cbrC//nupC//gspI//ygfI//yjeI//iscS//fumC//stpA//rplX//rpsN//rpsM//crp//iscS//mukB//yihW//yagJ//yajD//rfe//panC//rluE//ibsC//trxC//ddlB//rhlE//nrfG//lldP//nusG//amtB//yidE//ydhK//pta//yhaM//glpX//adhP//ybaK//yhaM//frmB//ppsA//bamA//rseC//fixB//nac//fetB//eutR//ribC//melB//yqhC//yajL//asr//rhaB//yigB//yphC//tusE//yadN//hybG//yodD//rtcB//pnp//appC//yhaM//cspI//abgR//cmoB//mocA//tilS//pncB//nadK//rep//murG//ybiV//tusB//yihO//rcnA//glpB//ravA//ribC//ldrB//ratA//ansB//lpoB//yphC//tufB//puuE//borD//cheR//appA//murC//ogrK//agp//cusR//dsdC//mgsA//treF//hemG//ynfE//ybaE//malI//yghO//lldP//hslV//ugpB//ssuC//ybhG//eptA//ybiJ//prfC//nagK//dtd//ravA//ppiD//alpA//lepB//pepN//hicA//ompG//tusC//
GO_0006140_6	cheR//ilvM//
GO_0006144_6	aas//pdxB//dps//garD//flhD//clpA//sgcX//opgD//trxA//sucB//
GO_0006145_7	sbmA//cspD//ldcA//rpsM//
GO_0006146_8	uhpT//gluQ//
GO_0006148_9	rutF//
GO_0006149_9	epmA//
GO_0006150_9	wcaJ//
GO_0006152_7	yfgJ//rfbD//glmS//lrhA//dsdX//nagE//
GO_0006154_6	fabB//
GO_0006161_9	ybgP//
GO_0006163_6	hyfA//chaC//lpxP//moaD//leuC//torY//metB//trkG//rmuC//yaiW//sgbU//tadA//rne//rclR//ykgO//gshB//ttcA//rlmH//adhP//kefB//pepN//ybhJ//pdeK//yraJ//cirA//mdtN//yicJ//cysW//ydeE//kefG//ydgA//cbpM//mdtA//lpxM//tatB//fadD//radD//acpH//hns//yoaA//cheW//fkpA//oppB//ulaR//prfB//rbsD//gcd//hemC//moaA//chbF//truA//ispU//glvC//moaC//
GO_0006164_7	gapA//selA//hslV//acrD//kefB//aroG//xylA//fnr//yfaE//betA//ydeE//phnJ//idnK//relA//pgrR//yfgI//bioC//mzrA//mazF//fliT//malP//yehT//yieL//recB//tatE//frlB//narH//accB//agaS//potG//fiu//mtlA//napB//ycbV//araE//cydB//ptrA//rimM//mutM//ftsX//
GO_0006165_7	glnE//yefM//manY//yagU//ynhG//nrfB//apaH//yfcF//gltD//manY//paaA//bglH//dapD//rfbD//evgA//udp//mreB//csgB//syd//
GO_0006166_6	tolC//pncB//
GO_0006167_6	dhaR//
GO_0006168_7	ftsZ//lysA//
GO_0006171_9	glpF//
GO_0006172_9	lptG//
GO_0006177_9	fieF//torR//yieF//
GO_0006178_7	hcaR//
GO_0006183_9	essD//
GO_0006188_9	aceF//menE//galT//hypT//
GO_0006189_10	livG//mntS//
GO_0006195_7	rbsR//ynhG//
GO_0006203_8	eptB//ddpA//
GO_0006206_6	yhaV//fadB//nrfE//dicC//yjjU//cbeA//holA//evgA//rffT//alkA//yafC//bglA//rnr//cmtB//rffG//glpB//waaG//narG//pabA//argH//nsrR//rimP//cheZ//ycbX//rihC//nanS//
GO_0006207_8	yhjV//hipA//metI//hemB//uof//
GO_0006208_7	fic//mtgA//rapA//serC//nadD//leuO//wzzE//etk//hdfR//yhjA//yghG//yhjG//mltC//
GO_0006209_6	alsK//
GO_0006210_8	pphA//
GO_0006212_6	nepI//yehZ//nfsB//nhaR//ybeY//abgA//rfaD//yobF//yedF//dtpB//ydiK//
GO_0006213_6	yafC//ddlA//galF//insB-4//tauB//dcuS//tdh//atpA//exbB//lacY//mdtP//mliC//entC//proC//nlpA//mtnN//
GO_0006216_9	acnB//
GO_0006217_9	yjjB//
GO_0006218_9	ampE//
GO_0006220_6	yebZ//ygiW//flgE//garD//yihS//hchA//cspB//ruvA//waaQ//yeeJ//yjgX//rffH//aroK//rluF//nuoE//srlE//waaZ//yhhY//minC//hdhA//
GO_0006221_7	yeaG//asnC//yccX//yfdG//citG//recN//allS//cheY//gatD//tamA//pbpG//sdaB//yfdC//
GO_0006222_9	yeeY//
GO_0006225_9	yehT//
GO_0006226_9	mdoG//blr//
GO_0006227_9	hisH//
GO_0006231_9	ibsD//
GO_0006233_9	tldD//
GO_0006235_9	ygfI//
GO_0006241_9	yfeR//
GO_0006244_7	seqA//pyrL//yfaL//eptC//yiaM//dcuB//macB//
GO_0006259_5	ssuA//hyi//mngA//ygiW//dusC//insK//pspG//ygeX//queC//nikA//hyfR//yfcQ//dusB//ileS//umpG//agaS//fadD//glgC//lepA//narX//dmlA//soxS//motA//mrdB//rlmE//ibsA//guaA//hemA//torC//glnQ//lsrC//narX//cysI//rpiA//purC//rplT//ydiB//insF-1//rhaT//yidD//ilvE//purU//hslU//relA//fliZ//mdtP//ynbC//rcsF//ushA//zraS//paaB//recD//manA//phr//adiC//lolE//iscA//rluC//hda//hcp//rzpD//ybjX//ypjD//kdpE//gshB//ycfH//yhfK//yjjI//sutR//ykfM//maeA//yhcD//xerC//ybiS//otsB//mprA//pmbA//surE//ykgF//yfiR//dkgA//agaB//sspB//ytfT//ansB//yjbB//pgpA//ybdN//idnO//tldD//ybbW//ygbL//recE//ihfA//galE//sutR//xseA//cheW//dgcZ//zitB//aroE//radD//idnK//yaaY//ydjE//pgpC//mdlB//zapD//rpmJ//cirA//waaB//mazF//dtpC//yqcC//rplE//entC//nuoN//cheB//ypdC//rimP//sufB//asnC//dacB//dppC//yfcF//rlmN//hipA//msrP//fucI//tldD//ygbM//pepB//hemF//hycA//insA-2//paaH//ibsB//dgkA//pepQ//ygjK//pspA//gshB//nuoM//ydcS//purA//mgsA//groL//glnE//
GO_0006260_6	yjhC//potI//ybaT//mazG//mnmA//rutG//yqaA//glpC//ugd//yciA//rfaF//ugpE//yajR//yfbS//yieF//dicA//aqpZ//entH//yddA//tisB//zapA//
GO_0006261_7	argG//atoC//yjiY//ybiA//modB//era//selD//crfC//lolB//yieK//ygaV//ybaQ//
GO_0006265_6	yagJ//stpA//ydiB//fliM//sgbH//
GO_0006266_6	yqiH//sbp//frc//
GO_0006267_5	yecS//
GO_0006268_9	torI//nmpC//pgpC//
GO_0006269_6	cusR//
GO_0006270_6	yjiR//rfaC//dinB//ybaK//yfcV//atoB//
GO_0006271_7	hyaC//yjjX//arnF//
GO_0006274_6	pheP//
GO_0006275_7	rplD//dcuC//yhjR//ihfB//glnK//tdcB//sgcC//fcl//yidA//
GO_0006276_3	agaA//cca//rng//fhuF//entH//rhaR//lepB//flgG//
GO_0006281_6	frvB//ravA//ycdY//hisF//gutQ//yfcQ//tdcG//chaC//ycfH//cmoA//slyD//dnaX//dnaB//yhaV//glxK//trmJ//manX//bglF//xylE//rimO//btuC//metB//fepC//arnD//arnD//nikE//recC//ybcF//yihQ//trxA//acs//ibsD//frvB//ykgO//yfbS//rpe//lyxK//lsrB//ppiC//emrB//narL//fadH//hldE//dgt//azoR//ftsX//yfcR//insB-2//aphA//appB//yeeA//mazF//trkH//aroC//yjjX//
GO_0006283_8	ccmD//
GO_0006284_7	hdeB//yieE//rnd//ftsB//csgF//yhcN//
GO_0006285_6	purB//nuoB//yijE//hda//ampG//
GO_0006288_8	maoP//dtpC//
GO_0006289_7	fliT//bioF//
GO_0006298_7	ulaD//yiiE//yeaK//proP//dcuA//aroK//yihR//rsgA//mtn//mutY//
GO_0006301_7	yehW//ykgM//opgE//mcbA//
GO_0006302_7	mmuM//kduD//bisC//mreB//groL//coaD//yaaJ//mhpR//ftnB//
GO_0006304_6	ispH//ibpB//yjbG//valS//fryA//pdeH//hypE//aroA//metL//
GO_0006305_7	ydjE//kgtP//opgB//yieL//
GO_0006306_5	paaE//fadI//yqgB//smpB//
GO_0006307_8	xylB//ubiB//uspG//ypdC//mscK//
GO_0006308_6	dapA//fepC//carA//yieE//ybaL//insB-4//tdcE//wzb//gspI//kdsB//nagB//rpmC//
GO_0006310_6	artP//frlB//pyrF//yieK//frmB//efeO//nagC//frsA//lacI//cof//pcnB//pdeR//cecR//potI//tolB//yddG//intF//infC//astC//idnK//mug//pstS//yojI//ttcA//ynfH//yehB//wbbK//cra//citE//pdeD//rpoE//ybgI//ytfQ//yddA//ampD//yfbR//viaA//rpsM//lpd//rbsA//trxA//ascB//crp//
GO_0006313_4	dacD//soxS//appY//phnK//cfa//fdhE//mhpC//
GO_0006323_7	slyD//
GO_0006325_4	lexA//
GO_0006351_6	intF//pabC//casD//waaY//uspB//rutF//malQ//nmpC//cmtA//kdsD//kdpC//ygaZ//xylG//trpE//ykgF//cyaY//rlpA//rpsD//lysU//arsC//melA//hcaD//ulaE//paaX//rutG//gcd//fdnI//clsC//allD//citT//atpE//yfcF//ribC//sdaB//mdtD//nadD//cas3//yddG//rluA//rbsC//tktB//sufA//gatB//gppA//xylF//eamA//cheW//ybjD//mipA//era//lsrC//ulaF//galT//citT//lptG//rarD//rfaE//rpsA//fhuB//folE//folD//kdgK//hipB//nikB//cspC//elfC//moeA//yehA//csrD//queA//yibT//ybdR//decR//yahK//eamB//fimA//hpt//mmuP//bssS//gcvR//mug//yidP//rplR//gpsA//csrD//dinI//yjfF//amtB//pdxA//raiA//ibsC//argO//yfaV//sdaC//frlA//fdhD//rimK//yqhD//csgA//dctR//fixA//pncB//ispH//araH//yfcV//rplI//gpp//recF//rbsC//oppB//thiQ//prpB//mreB//tatD//fbp//glpF//crp//hisP//dgoD//
GO_0006352_7	opgE//phnP//cyoC//cysI//
GO_0006353_7	araD//queF//
GO_0006354_7	amiB//hofQ//sfmA//
GO_0006355_7	ybaL//hemF//ivy//hdeA//lysP//glsA//narU//yjjQ//rhaM//waaO//yihL//gshA//acrR//mdtD//idnO//ispF//bamC//torC//ychH//rspB//phnH//trmJ//gsiC//rpsP//mdtQ//btuE//lsrR//tsaB//uidR//xylA//ettA//preA//potG//frdB//rpiB//recX//pphB//ytfE//hypF//yfeD//atoS//pnp//feaR//rbsR//rhaR//truB//dinQ//fabA//secA//trpGD//uraA//mnmG//ccmH//coaA//rluC//nadE//yfdR//bamB//ycfJ//fkpB//rzoD//nimR//yehT//glsA1//mntS//rcnB//ttdT//ccmC//argS//ynfH//yjgX//malE//fhuB//amiB//chbC//cydA//arnF//betI//rlmF//purT//hflC//elfA//hrpA//waaB//bglF//yiaO//sdaC//sgcE//ung//rimL//rayT//trpC//clpX//yceD//cyoA//ibpA//abgT//lapA//speE//hofN//clpP//nanS//allD//nanK//melR//hisF//groL//ycjR//ytfT//aroK//bluR//mdtJ//rpsO//gspI//ykfM//rrrD//yjtD//deoC//hybB//nemR//trkG//yedP//yeeA//nanA//eamB//ybgQ//acrF//zitB//ulaA//ygcW//insE-1//glgA//murD//malZ//recC//ulaA//rrrQ//yneL//ygfA//yefM//hdeB//gloA//srmB//flgH//iscX//ubiE//ssb//phnC//dapB//mdlB//yrbG//nagE//yfcU//lptA//elaD//azoR//motA//purB//ampG//mdtO//nagC//rpiR//ubiI//ydiZ//crl//insH-6//nth//murJ//rpsS//rimK//xthA//cynT//pheM//kdsC//ycbX//rayT//yebK//sbp//yccX//ydcT//entF//puuC//frlB//icd//treC//hofO//paaZ//essD//stpA//yagE//livG//yejB//ygbI//torI//srlB//rlmA//srmB//acpT//fabR//fimZ//fimF//queG//ydcO//rplQ//mcbA//kduD//phnO//hslV//yfbU//yjjX//ynfF//sodB//yibT//malF//treR//dsbC//cusC//chbA//yidP//iraP//lldD//glsA//dppC//yedL//proC//nrfD//yegT//ypdI//ynbB//malY//hypE//rihB//nrdH//frwC//napA//glnH//sgcC//afuB//sodC//creB//trpGD//nuoG//rfbD//yjhG//yggE//opgG//agaC//tesB//rpmA//yraJ//lhr//rseB//phoU//sxy//lplT//deoD//nagD//fadI//ibsA//yfcG//yfeD//
GO_0006357_8	queF//
GO_0006364_9	lolA//yfjR//srlR//dctA//nuoI//norV//lysU//osmC//sgbU//miaA//mlaF//yfcG//putA//rplK//yfcR//sgcA//gspE//erpA//cdd//opgD//atpF//purU//mdtO//tsr//rnt//mcrB//hda//fkpA//yidL//diaA//envR//emrE//pepQ//fpr//arnD//lldP//hupA//yjiM//rsgA//frwD//otsA//ftp//chbA//
GO_0006378_8	amiB//sohB//
GO_0006379_8	glgB//
GO_0006382_8	glyA//
GO_0006396_7	ettA//secY//wrbA//alsC//yadG//hybC//malK//seqA//napB//yahB//mnmA//insI1//btuE//yraR//hycH//chbA//yphC//ydjJ//flgF//tusB//ybaL//mdtJ//glyS//mhpC//ygiN//hyfA//tusC//fumB//rtcB//truA//rcnB//dsbA//nth//yafO//rpoA//thrL//gmhB//glnP//mnmG//yfdS//leuE//ccmG//pgpA//fkpA//yjbB//ybdH//glrR//murQ//ulaG//copA//rnlA//hyaC//yggN//hyfR//pdxA//deoA//ybhS//yfbS//comR//fucP//rhtC//yeiE//ccmD//yaiP//ompA//ppsR//thrC//chaA//valS//lamB//yfgO//oppB//ycaN//ydfK//slt//ribB//lysS//ldcC//kefG//phnO//cpxR//adiA//speD//rpiR//yadN//frdA//selD//rarD//rssA//hlyE//yciV//frvA//yjcO//pdeL//hscB//cmoM//rpoS//yajQ//rclB//apaH//narQ//atpG//
GO_0006397_8	plaP//abgB//ftsP//
GO_0006399_8	ubiI//gmhB//insH-6//dcuD//trmH//yhdX//hupA//ubiC//pdxK//cytR//rluD//ynhF//hdfR//fimZ//mlaD//trmB//ssuA//acrB//yoeB//yobF//insI-2//yrbG//rpoH//betI//yebS//nfi//mscM//trpD//ppx//pspG//rcdA//purT//uxaB//yraK//treB//clpX//yjiQ//trmA//yecS//ibsD//sdhE//topA//tehB//tatD//leuB//yihU//bioD2//nirC//ytfT//yabI//yihW//ydfG//yajL//thiM//emrK//cysG//rsmH//dnaT//gpp//pdhR//iscU//ynfE//htpG//yfeR//insB-4//gcvH//ydbK//yhbX//yadN//rnhB//bioD//yjjU//setB//hybE//fhuF//kefG//ubiD//ybeF//ampE//zapE//ghoS//rnd//
GO_0006400_7	flhD//leuS//flgI//yiiE//wecB//glcB//secA//rluF//ybiO//hemD//ybiX//rutB//pspG//ldrD//rpoH//lptG//hupA//livM//ynjD//prfB//kdpD//yciH//yiaL//argH//nanS//bioH//yggE//yieF//rffT//zntA//yieL//kdsB//opgC//tusE//tcyL//hemN//yjiA//yejA//pth//nuoN//rnhA//ymgF//frr//uacT//malY//sfmH//xapR//nikE//fecD//
GO_0006401_6	mntH//hexR//murA//rplJ//fkpB//wzb//mqsR//yacG//betI//crcB//rpnD//fkpA//tdcA//mscL//xapB//ptsH//srkA//yahO//nrdB//yeiL//gldA//casE//
GO_0006402_7	kdpE//feaB//elbB//frdA//bhsA//btuE//murE//mdtA//argF//btuB//cspD//
GO_0006412_6	ybjI//ddlB//chbF//rsmD//btuB//gldA//ubiC//pflB//dtpA//yieK//thiP//ghrB//trmA//adhE//frmB//cpxP//arsR//fieF//selB//iscS//tauA//ilvN//mraY//rfaD//bdcA//glcB//leuO//yfdR//yjbF//accC//dacA//sgcA//yfaV//caiE//rpsS//entE//ybfA//ubiE//malF//cnu//acrB//rarD//atpA//elfC//chbG//yrdA//ybdO//cyaY//fhuC//nrfG//yjjX//
GO_0006413_4	trmJ//gluQ//rlmH//
GO_0006414_6	hns//gstA//ubiJ//yhfK//glcC//insE-1//fbp//yejF//yhjD//
GO_0006415_7	yeaK//cbtA//citE//malI//ffh//ampD//chbG//
GO_0006417_7	nuoI//moaA//iscR//oxyR//flgJ//prlC//proQ//wcaJ//arnF//modB//cysE//prmB//hxpA//yidA//waaO//fixC//mog//torS//ompG//spy//tbpA//cysI//eutK//bioF//ptsH//appB//dedD//ybhR//dcuB//dicC//glpC//yahO//yefM//fadL//fabH//hchA//yhjD//glnB//hcaF//
GO_0006418_7	yjjB//bioD//yjtD//yadG//hyaD//mdtQ//dnaK//cspG//sgcB//nudB//fryB//yfeO//yahF//dnaN//rhtB//ynfE//coaE//fetB//katE//rffT//fdrA//cbl//ydeP//ydeE//hcaE//
GO_0006419_8	proP//
GO_0006420_8	dgoD//
GO_0006421_8	elfA//
GO_0006422_8	yadG//
GO_0006423_8	yhcF//
GO_0006424_8	xylE//pntA//
GO_0006425_8	kefB//
GO_0006427_8	yfcP//
GO_0006428_8	hypD//
GO_0006429_8	mntP//
GO_0006430_8	ulaA//cstA//
GO_0006431_8	speG//
GO_0006432_8	thrS//ynhG//
GO_0006433_8	mutT//
GO_0006434_8	ygfZ//
GO_0006435_8	yjhP//
GO_0006436_8	satP//
GO_0006437_8	cpsB//
GO_0006438_8	truA//
GO_0006446_8	rcdA//entB//ompN//cysK//lgoT//cusS//eutK//
GO_0006448_8	copA//folE//insA-1//iap//srlD//
GO_0006450_4	mntR//feaR//sucC//oxyR//rlmN//yqjA//mdtB//pnuC//fimE//pgm//
GO_0006451_7	waaL//
GO_0006457_3	ulaD//mrr//rhlB//sdaB//recB//caiE//ubiE//pckA//yfiF//sspA//yehZ//ruvA//yidZ//fetB//mhpR//fimB//ybhA//cutA//yaaJ//ggt//phnO//bamC//livK//bglA//speD//dgt//bhsA//hsrA//rzoR//hlyE//ruvA//yfaU//fdoH//hybC//ascB//ygbI//rpsR//truD//rsmA//dsdA//
GO_0006458_4	sdhC//yihO//hybO//tig//smpB//fklB//yqcG//fadM//
GO_0006464_6	tadA//prkB//yieH//ybbW//opgD//frwC//ybfA//artM//rhaB//btuR//ugpB//tamB//dinI//dcuB//alsA//aldB//secG//adhP//gsiB//rpoE//araC//proV//rplD//ygiW//hofN//dhaR//dgkA//ssuB//murD//ugpA//tsr//rfaG//gcvH//ycfL//xerD//rhtA//pitA//mepH//insB-2//yiiD//rplY//yfaX//ldrD//galP//thrB//ariR//yjgX//yibT//ybiJ//dtd//evgA//ygbL//mscS//cfa//ybdG//rsuA//frlC//adiY//mlaC//yibH//hemH//puuR//argF//znuA//bdcA//lyxK//galM//ghxQ//aes//envR//fabA//ybhS//ompG//ybfE//patZ//nagK//zur//fdnG//yiiM//insI-2//tcyP//uspC//yiiE//pdeK//pabA//yjiA//leuC//chbB//sgcB//hslO//exuR//cutA//sspA//btuE//argO//erfK//chpS//ybeY//lepB//tamB//hha//yceK//fadJ//araD//bioD2//codB//nac//seqA//frlC//rpoA//gapC//yneE//ynbB//fhuD//ydcM//casB//cpdA//yiaT//rfaC//nimT//kefG//eamA//obgE//dnaK//sdaB//wzzB//dnaG//mglB//holC//lpd//plaP//ssuD//yphD//glcC//aspS//dnaK//waaP//tnaB//topAI//yoaA//livJ//tcyN//
GO_0006465_6	priA//chiP//bdcR//
GO_0006468_7	lipA//nac//yhbX//yhgH//acpP//yihQ//yjiA//lolC//adk//glgB//ibsB//wzb//yfgO//elbB//atpD//rnhA//ydfD//rfaD//cyoC//yafN//eptB//yidK//dauA//tusE//erfK//garL//nfuA//phoR//sdhE//lptF//ftsX//murF//cptB//phnL//tdcR//sgcX//folX//murI//acrZ//cyaY//glsA2//sbmA//yeiL//dgcM//yfcG//tynA//dcuS//gph//fecD//gpmA//lpxB//comR//gatB//
GO_0006470_7	patZ//csgD//paaG//ilvH//nrfD//fdnG//livG//yrdA//allC//gabP//gntR//rbsB//serS//sgbH//thyA//acrZ//
GO_0006473_8	pgpC//yggX//atpD//fryC//ugpB//xisE//bisC//prfC//waaJ//ulaA//fdoH//hisP//
GO_0006474_6	cutC//elfC//yafE//waaJ//leuD//
GO_0006475_9	yjbE//dacC//
GO_0006476_8	tdcF//rraA//rfaE//
GO_0006479_5	tolA//tmcA//fimD//psd//rssB//arnT//yehB//yecS//
GO_0006480_6	topA//
GO_0006486_5	dcuR//
GO_0006490_5	citX//
GO_0006497_7	intA//
GO_0006508_5	dnaX//cmoM//ydcR//ilvB//mntH//abgA//acrF//gadE//zapD//yaaU//gdhA//puuB//flgB//rplM//yfaU//cydB//cueO//yqiJ//bioD2//secB//gntR//fepC//kdgK//luxS//yccX//proS//argG//nuoF//ybhA//dppF//fieF//rpsI//erpA//oppD//narZ//nirC//dmsA//mreB//frvB//betT//atpC//rffH//alaS//thiI//tdcR//uspG//dgcJ//ldtD//yidQ//pgpC//mscK//hicA//yiaJ//recN//diaA//
GO_0006515_7	tdcR//thrS//rimI//yfjV//
GO_0006517_6	rimP//trmD//yjfF//rpmF//
GO_0006518_5	atpA//ybjD//cnu//idnO//yjhB//cbrC//ddpA//epmB//yjcS//fepC//uidC//ldrB//panF//argI//rutC//dnaG//yejF//clpB//yaaY//dcm//puuC//torI//speF//mqsA//yebQ//fic//torZ//fdoH//dppF//fabG//trxC//pncB//pheT//yfiF//cptB//mutH//ygjK//srlB//iscR//zapB//yciA//ybiO//kbaY//smrA//hdeD//gadE//rayT//lapA//gpmA//yeeO//amiD//flhC//lpp//opgE//yeiL//yfbS//lysC//flgE//fabG//prkB//yfjV//trkG//yfgO//aslB//yhdW//mdtE//atpH//gatC//avtA//tyrS//rimO//xanQ//yedL//rpsL//yedA//mhpA//lacZ//
GO_0006520_4	glpX//murB//torA//ibsA//rutG//nuoE//sthA//atoS//dnaE//rimK//hscC//yajR//yraJ//hsdM//rrrQ//secA//bglJ//manZ//codB//rlpA//bamD//pdeK//cas3//dinQ//rpmF//tyrR//hcaT//rsmA//mmuM//nudG//pepN//yfeR//hisP//codB//paaJ//ybiX//nagB//sad//rseP//malQ//pldB//yjiM//yhjB//minE//lsrA//kdsD//hprR//dpiA//flhE//glcF//adiA//lpxP//recA//hemD//frmA//cobB//aldA//fadK//gcvA//yhaO//sgbH//fimB//fliM//nrdG//cueO//sgrR//serS//cydD//ghxP//argE//yeeA//gadX//rpsT//chbF//rffM//ulaD//sfmH//envC//ulaE//agaR//mreD//msbA//ompN//mutL//argS//recD//fhuD//lyxK//ynfL//nhaR//nikC//yagG//tolB//ybeF//thrC//grcA//pcnB//dgcF//livM//ppx//sapF//yfcQ//yedF//wzb//lexA//ycaN//nrdH//rsmA//dppA//uxuR//yecS//dtpB//yfeX//yggD//eutR//aer//idnD//manZ//phoQ//yphC//uhpC//ybjI//fadM//arnE//waaY//glnS//zapD//yadI//dmlR//ubiG//pstA//caiD//abpA//bioC//ycaO//fnr//cfa//mdtB//yeaK//exuR//tauB//yihQ//yciE//sfmH//nudB//znuC//bluF//yahB//mipA//sufD//lldD//leuO//bioF//fucI//yidR//yjhG//ybhJ//dbpA//glyS//crp//malQ//rutD//tsr//ais//mscM//hslO//rpnD//rhmR//yoaA//metC//appC//rpmA//wzb//sdhA//dgcN//mlaF//ybhG//dgcZ//livM//rpsP//yjaA//yedX//ttcA//yqiJ//ymfK//aldA//scpC//fliG//yidE//ynhG//yghG//tdcD//sohB//napC//ydhJ//mhpB//fucP//yafO//ampG//yjjB//yihO//ccmC//
GO_0006521_6	lnt//yggF//rluD//
GO_0006522_7	rhsD//hscC//uvrA//argO//yggP//qorA//hisS//
GO_0006523_8	paaD//mmuP//qseB//lysA//
GO_0006524_8	ydjH//ybiX//xylE//
GO_0006525_7	ptsH//yfaV//phnM//rhaD//gltS//ymfK//qorA//hprR//xylE//arnF//tdcF//yjbB//tauA//kdsA//pgaB//rseB//bepA//selU//glpK//ybjN//yqeF//
GO_0006526_8	waaF//allD//amiD//dgcZ//envC//tnaC//tyrR//rfbB//rlmE//hrsA//ridA//malF//yiaU//
GO_0006527_8	cbeA//manX//ilvE//feaB//dapD//pspA//ssuB//fruB//gpsA//
GO_0006528_6	mraZ//fsr//livJ//mipA//
GO_0006529_7	fcl//pitB//
