#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	msrC//potD//hyaD//truB//
GO_0006139_4	gppA//pnuC//ilvI//cpxA//rfaQ//fdoI//ghoS//fimA//relA//orn//ybaM//metN//qseC//bacA//secM//dctR//bioB//ttdB//rarD//ygbL//trmB//hyaB//ydhC//fepC//katE//csiR//mutY//adiY//nimT//recF//hupB//gltX//fes//ftsA//rlmN//argB//dmsA//copA//fadB//folE//ubiF//mdtL//frmR//yccA//yghB//bcsA//fnr//ytfT//gsiD//yneJ//patZ//cusS//infC//yafE//thiP//oppB//ydaV//ahpC//ssuC//ytfE//znuA//sseA//clcA//ortT//ycaN//yphF//narX//rimP//ompR//msrQ//rfaF//rutE//tdk//psuG//yhjB//acrE//yagI//yahI//btuB//ldtB//pdeH//mdfA//casC//rraB//yehC//dnaA//yihI//ynbC//cyoA//malG//lptA//ycfL//ruvC//rpsT//murD//yihX//trxC//exuT//hisP//frr//sfmH//yfeO//feaR//tusE//yfcF//rpsK//ddlA//nlpA//hslO//tag//dacD//ais//yfeW//ldtD//modC//yihT//ldtE//frlA//yihW//rcsC//clpA//torA//metG//murF//murB//rsmH//thiD//preA//rpsJ//dapA//mnaT//tdcB//rpsD//yeeY//nanR//trpL//hypF//wecA//nadK//ilvH//ubiC//yfcA//orn//caiD//ydjL//yagF//frdA//cysN//araF//prpD//gstA//rplB//maoP//dcuA//allR//citT//plsC//rrrQ//feaB//fdoG//rraA//hiuH//epmB//entE//gspJ//hisP//pgaC//melB//yqhD//aroG//nuoN//puuC//fbaA//nanT//agaI//pdxB//lldD//umuC//nlpD//yjiQ//matP//ompG//ruvB//ytfR//flgJ//ybiA//fucI//vsr//ydaN//lysA//murC//ibsD//surA//ghrB//asnA//priC//trmA//trmB//malS//clcB//argR//hofO//rdgC//arfA//rph//waaC//narZ//lpxC//uidR//yjbE//acrF//ispG//flgF//lipB//rimL//ais//trpE//secA//kilR//hisH//fdhF//yeaG//grxD//ppx//ybbW//pmbA//yfiE//proA//norV//proC//betT//deaD//abgT//entA//leuC//lhr//mgsA//yqaB//cmoA//pstA//yccS//glmS//lptE//ydiV//opgB//dusB//cysD//ldtD//dnaX//thyA//acpS//clcB//yehU//flgI//putP//sstT//glgB//leuC//ugpB//mngA//mnmC//yadC//flgD//tatD//cdh//acs//appC//sucC//nhaB//gatZ//dhaK//aroP//yqiG//luxS//nhaA//atoC//hemG//hcaC//bolA//pspA//rplN//lepB//nadC//yhjR//dosP//betI//artQ//intQ//gadB//dnaE//cdsA//hflK//evgS//ulaE//glmS//aas//ccmH//queC//rhtA//cusA//mdtQ//hrsA//fadK//ycbX//maoP//csdE//rluE//rraA//mhpR//cysU//ycjU//murA//flgG//eutD//kdpB//katG//nuoF//clsA//yfbU//sufB//rpnC//ruvA//bglA//treB//dgcF//umuD//cpxP//aroD//tolR//ogrK//pgpA//yiaL//dmsC//yggD//cysG//purB//ghoS//dam//ldtC//rhaM//ubiF//citX//ribA//sapF//fabZ//mdtL//opgG//entB//cmtB//yieL//allC//ruvC//waaA//nikR//cynS//yddM//ravA//frlB//yhdH//fabB//cpxA//ilvN//ynaI//dinQ//lpoB//hemN//malZ//thiI//ycaN//fabB//mdfA//yphD//frlB//uxaB//ydhK//rpmC//nusG//yjiA//yddG//mltB//wzzE//bioB//fabI//gatC//hmp//mntS//msrA//livH//yneL//pldB//skp//hybB//wrbA//allD//yfcF//yhdH//intE//citG//mdtP//fetA//cas2//agaB//acrD//dapA//idnK//nrfE//kefF//uxaB//queA//holA//cecR//adhE//slmA//serC//dcuC//hybA//ybaK//rplL//cbeA//speG//osmE//oppD//rimL//elbB//dnaK//tamA//deoR//ndk//puuP//kdgK//pck//accC//galS//norR//sufC//rplP//ybcF//wcaJ//mcbR//allS//guaC//rutR//torY//idnO//yijE//entC//glpX//bdcR//dtpA//nupG//yjjW//ptrA//pdxJ//hemB//nagC//proQ//yhaV//perR//mdtK//gudD//ygiB//folM//cnu//ivy//mdoG//hokB//lpxC//nhaR//uvrD//cdgI//moaC//appY//proQ//cspB//rapZ//hcaB//csrA//syd//yhbX//entC//nhaB//ppx//ygcW//tgt//yjgX//rclC//mdaB//rpmB//hisP//ascB//hprS//ttcA//nagD//lpcA//rlmI//rtcR//tusD//betB//yrfG//ycjQ//amiB//minC//bamE//ykgO//fhlA//tnaB//yiiE//rarD//zupT//hcaF//ybbN//opgE//yjjX//pinE//yqeA//menD//hybC//yefM//frlR//ygeR//ribB//adeP//yccX//norW//nudF//higA//appB//mak//dnaX//livH//rlmJ//deoA//yeeO//narL//aceF//rihB//ptsG//purR//lsrD//yihI//sgcE//cheA//yafN//elyC//cho//malK//fdnG//rhtA//srlB//ettA//dmsC//speE//yqeA//ybiI//bamD//caiF//mdtP//abgA//atpH//pflC//nrdR//mazG//hyfC//ygbN//yehX//psuT//aceF//dgoD//ygbI//arnD//btuC//flhE//ygcO//rplF//uraA//arcB//rutB//trg//hpt//ybiS//trpR//zapD//feaB//ydiB//rimI//fryA//hemE//thiH//norR//alaE//bglF//rpsE//pdxA//yjbF//eutN//ccmG//ttcA//frmR//fetB//pnp//rhaB//rpsP//pfkB//abgT//narY//dapB//gyrA//bluF//tynA//thiP//yjjU//metI//pyrF//
GO_0006140_6	folX//cyaA//
GO_0006144_6	artI//pheA//nanK//rutB//speB//dpiA//mdoG//bhsA//rfbD//rutD//
GO_0006145_7	hisF//ubiX//iaaA//cnu//
GO_0006146_8	mdtA//araH//
GO_0006148_9	waaF//
GO_0006149_9	ebgR//
GO_0006150_9	yaaA//
GO_0006152_7	bssR//tatC//mpaA//cheB//torA//gloB//
GO_0006154_6	srlR//
GO_0006161_9	mntR//
GO_0006163_6	wecC//mglA//azoR//uspG//pgrR//rzpD//hcp//rluC//cpdA//slyD//afuB//bamC//kdpD//htrE//zur//yciE//recA//rppH//galR//holA//nhaA//pepQ//trxA//trmH//grpE//tcdA//secA//folC//eutK//lpxT//modB//cobS//rapA//blr//fdnI//recC//nuoL//uhpA//htpG//cptB//fabD//manX//csiR//mepA//pbpG//yhaM//motA//fkpB//sdhE//ybcL//rpnC//arnA//mreC//sad//
GO_0006164_7	frmA//fabG//csgD//yhjV//btuF//lnt//deaD//selA//sseA//gntK//mngA//prpR//xdhB//kefC//ybjX//arnB//gatC//rpnB//sucD//glsB//gadB//appC//ydhC//citG//aroB//flgA//matP//dmsB//waaC//sgbU//mntP//ttdT//ychH//kefF//yhjX//mdtD//ypdI//panF//waaU//yphF//
GO_0006165_7	nadE//amiD//yggP//ompL//glgP//sfsB//yggW//ygeA//yieH//yhhY//mdtK//ytfE//yjjW//yjhG//ibsC//minE//ytfT//treR//prc//
GO_0006166_6	alaA//pheS//
GO_0006167_6	rrrD//
GO_0006168_7	preT//proS//
GO_0006171_9	hyfR//
GO_0006172_9	gcvH//
GO_0006177_9	yqaE//perR//accD//
GO_0006178_7	nrdH//
GO_0006183_9	exbB//
GO_0006188_9	hdhA//ssuD//sbcB//serA//
GO_0006189_10	bepA//caiF//
GO_0006195_7	zinT//mtfA//
GO_0006203_8	rsmH//pdxA//
GO_0006206_6	ydcI//lacY//bdcR//ybbY//seqA//ldcC//dppB//sdiA//yceK//dcuS//yhbY//intA//iraD//yaaA//csgG//ubiD//yiaJ//malP//hisC//ygfI//yjeI//aceK//dgoD//rsmI//tgt//yfeO//
GO_0006207_8	yggN//ydeO//coaE//rplR//yiaM//
GO_0006208_7	parC//yqiI//yjhG//ftsI//tisB//wecC//dctR//mltB//folX//dgoT//yqiH//ybhF//cspI//
GO_0006209_6	gltS//
GO_0006210_8	sutR//
GO_0006212_6	yeiG//ycfJ//hflK//ypdI//yddL//cysW//dtpC//rplL//ycjU//priC//yedF//
GO_0006213_6	yajL//rnpA//epmB//ycjU//insK//dcuC//yehZ//sdhB//yagF//msrQ//cbrA//insI1//amiD//fdoH//adiC//ygaH//
GO_0006216_9	sbmA//
GO_0006217_9	citE//
GO_0006218_9	rutG//
GO_0006220_6	sucC//hycI//acnA//fdoG//ilvC//ydjK//cdh//umuD//radA//tatC//dsbG//rcdA//dut//abgT//yneJ//lldP//tyrA//glxK//gcl//rspB//
GO_0006221_7	metN//mdoD//trg//topAI//pfkA//lolA//iclR//yhaM//coaA//ycjW//glpR//recF//dhaR//
GO_0006222_9	glyA//
GO_0006225_9	yafO//
GO_0006226_9	seqA//clpA//
GO_0006227_9	yhdX//
GO_0006231_9	yodD//
GO_0006233_9	sfmF//
GO_0006235_9	elfG//
GO_0006241_9	acpS//
GO_0006244_7	yfeR//ogrK//fieF//rnr//phnL//elbB//purF//
GO_0006259_5	metH//chbC//rseC//ugpC//rho//araD//nagE//fumC//gyrA//mgrB//yciE//ldtD//yagG//fetA//eptA//acrB//surA//lapA//ada//fimI//tcyP//ybjI//ubiX//argH//glxR//recA//mhpB//spy//gatY//viaA//rplL//acs//gadA//yggD//trmH//uraA//aroC//ulaB//essD//fruK//yqhD//sfsA//groS//alaS//rimL//rlmA//rffC//ygjK//rsmF//yaaJ//qseB//alr//ptsG//ybiA//yiaA//yhbY//murC//cusA//mhpB//puuR//malS//hemE//dgcT//xisR//rimK//yoeE//hypD//yodD//srmB//bamD//flgK//bglJ//diaA//umpG//rrrQ//fabB//dmsB//tatD//eamB//yraI//yhaO//mdtQ//leuB//ybhJ//tsf//minC//qseC//yieF//pnuC//gltL//nanE//ybfE//yhbX//ymfA//yiiE//minC//psuG//mepA//relE//sfmH//phnH//ugpB//yfeR//elaD//prpR//panD//ydeP//pldB//mog//frwC//norW//htrE//ygcO//lolB//narX//cheZ//prfB//ggt//narP//acnA//rlmA//rlmL//ispU//yraI//argI//ybhR//nadC//rluA//cyoC//degS//mepA//ddpX//dnaC//amtB//gntK//exuR//ybaQ//gshA//mazG//yhjC//helD//rcsA//glgX//gatD//caiT//chbA//yqaE//cbeA//
GO_0006260_6	hemL//agaI//mtfA//barA//araG//lapB//speA//paaD//ndh//flgH//tus//yhdW//glcA//cusC//fliK//uvrA//bioA//manY//ygcR//yfaV//tolA//
GO_0006261_7	gltB//fdoG//ydiR//idnT//yhhY//ymgA//iraP//tdcD//asnA//cysP//cysI//abgB//
GO_0006265_6	relE//galR//mcbR//serC//malE//
GO_0006266_6	rlpA//recX//tar//
GO_0006267_5	phnK//
GO_0006268_9	pdxH//fabR//ymfA//
GO_0006269_6	yjhH//
GO_0006270_6	rutE//cpxA//elaB//narL//rpoE//focB//
GO_0006271_7	rapZ//mdtM//gudD//
GO_0006274_6	rpsH//
GO_0006275_7	moeA//wcaJ//ftsY//coaA//sucB//tisB//lolA//cydD//ttdR//
GO_0006276_3	ycjQ//yqhD//tnaC//nuoB//ahr//ilvI//yhjB//truA//
GO_0006281_6	hemG//trmL//kdgT//fabA//fabH//spoT//yehB//vsr//rlmE//yfcU//acs//ompT//priC//mgsA//tauC//aceK//yraK//ydbD//aceA//ldtD//eamB//rbsD//accC//fixC//proS//prpB//intQ//astB//yajL//nadK//hcaB//mdh//dsbD//ccmE//lit//dinJ//rffM//cvpA//cynX//rnpA//skp//cydC//yefM//frlC//abpA//chaC//opgC//msbA//kdsA//narK//setB//rzoR//fes//yjiR//astB//
GO_0006283_8	rpsT//
GO_0006284_7	srlE//ygeW//clpP//hisP//fadD//btuC//
GO_0006285_6	yoeB//nanR//hypE//cpsB//cydA//
GO_0006288_8	infC//citX//
GO_0006289_7	garR//phnN//
GO_0006298_7	slyA//sodA//agaC//hxpA//hyfA//nikE//yafQ//gcvT//cvpA//bdcA//
GO_0006301_7	baeS//rnr//pspC//tisB//
GO_0006302_7	gcvT//tynA//torZ//ybgP//ygjK//afuC//ssb//fur//nuoB//
GO_0006304_6	dhaK//essD//cpoB//alr//ugpC//purC//ccmG//rpsD//trpR//
GO_0006305_7	msrQ//rmuC//amiA//cysN//
GO_0006306_5	kup//carA//lon//dgcQ//
GO_0006307_8	ortT//dauA//feaR//parE//pagP//
GO_0006308_6	atpE//rfaH//mlaD//ybgI//yddL//yhjD//srlR//dcuR//glvC//garL//leuA//sbmC//
GO_0006310_6	ygbM//zinT//rpmA//citT//lolD//yadV//yqaE//ygfZ//flgJ//dpiA//hcaR//pphA//rdgC//cyaA//yjiA//bglA//rfaD//mcbA//ribD//yqaE//nrdF//ugpE//galF//xylG//cyoA//rtcR//dapA//yecS//rlpA//xdhB//glsA1//yafO//secM//manA//nth//yehC//ltaE//hmp//aroE//fucK//bioF//kefC//malY//
GO_0006313_4	tisB//ulaR//treC//narW//ygiW//yqeA//metL//
GO_0006323_7	elaA//
GO_0006325_4	queA//
GO_0006351_6	maeA//trpA//atoB//yciF//pspA//rutE//garD//cydD//torZ//rbn//rspB//secD//frdC//yggD//glcC//araC//dsbG//acrB//rsmB//yadG//cysD//fabZ//murR//argD//acnA//lon//dhaR//ygiN//metH//tomB//dadA//cysA//fadH//thiM//topA//yafO//yibF//yfbU//hinT//cnu//ycbX//glnE//lplA//pabC//csgD//allS//rpsO//yjhP//ascB//oppC//ygiS//ilvD//alaS//nrdA//ygeR//norV//ybjD//ruvB//yfcP//lpcA//fhuB//mdtL//elfD//gpmA//fsr//lldP//yfiR//zntA//tamA//clcA//wza//ftsI//ybaQ//nadB//tus//ilvE//epmC//relB//trpD//ldrA//lptE//dkgA//xseB//mnmG//casC//ydfG//yiaL//yqgF//ybfE//glgC//elaD//rnhB//napD//dsbB//yjbE//mtgA//pyrD//rnb//tdcR//ydiF//aceB//ravA//yeiE//tcyP//glnA//lysP//rfaD//lysP//tauD//hflD//lpp//opgG//mnmC//alpA//yahK//yehB//rihB//yraR//yfcG//
GO_0006352_7	pgi//gluQ//fur//insE-1//
GO_0006353_7	sbp//tatE//
GO_0006354_7	lptF//rpnA//pinQ//
GO_0006355_7	oppB//cas1//hxpB//acpT//napC//yaiW//yidQ//ldtC//insI-2//cysM//cyoE//ortT//fabB//lpp//preA//entD//ccmG//melR//paaA//cysC//pdeL//paaC//fdnH//torR//marR//gudP//kdpE//cysD//fpr//livJ//mglA//yebG//hypF//ridA//ydaV//amiC//hipA//yjfF//efeO//gpmM//cyaY//rcsB//msbA//cycA//fabZ//yehC//ybhG//yeeO//plaP//ydcO//yraI//pinE//topB//torA//napB//yhdJ//agaI//narL//dmsC//brnQ//dtd//nsrR//gor//ygaH//dgoD//rnhA//mdfA//elaD//yphD//yfbS//dgcZ//bacA//pgrR//yhjR//rhaB//hflK//ccmF//yfdO//dld//ogrK//alr//manA//symE//dinI//bglX//yoeB//fumA//ilvE//lpcA//dpiA//gstB//rssB//clcB//fepB//secA//malX//ygiW//nagC//agaS//ybhD//gstA//yebK//garR//ompC//thiP//cra//carA//phnI//mdoG//fadH//cysD//pepD//pdxJ//csiD//wecC//manA//dxs//yiaN//proV//gltP//hscC//yieK//xanQ//slt//araG//rhsD//tpx//codA//araD//umuC//ycaO//pncB//hokB//thiP//rfbC//yebS//mlaE//yaaA//greA//tus//mzrA//yiaF//sodC//yfeX//yehC//narH//metB//rcsC//clcA//insI-2//mog//surA//yhdX//ybaO//ybhD//yeaE//moaA//rlmF//arsR//tatB//cysK//pheS//murB//ptsI//yfbR//ribD//glnL//hofP//gltD//cas2//acpS//rssA//topAI//ynjD//tolC//agaD//hybE//iscA//rutC//sucC//gatY//hisI//priB//eutN//dadA//glsA1//yfiC//cas1//nuoG//rplD//ypdF//pspG//glnL//aceB//glk//rsmC//epmA//kbp//tgt//fdhD//fmt//fur//dxs//fimZ//frvB//phnM//stpA//mzrA//yahI//mdlA//gapA//hpf//pyrD//gcvH//selD//bcp//acrE//gapA//ygiS//rpnB//emrE//ileS//rppH//yfaX//rsmD//nfi//proQ//fryC//bluR//rpoD//fkpB//gsiB//ygbL//argE//tcyP//hemH//opgH//malY//dnaE//ybaO//pfkA//ydcT//thiI//ribF//pgl//sspB//yggD//ycaN//kefF//fimG//trg//mdtG//ycbV//cheR//hflD//basR//wcaJ//frmR//napB//astB//phoR//
GO_0006357_8	tadA//
GO_0006364_9	elfG//argC//thiC//phoQ//ebgR//yjiQ//ebgA//fimZ//yidZ//rseP//recA//yieK//galF//fixA//sgcX//rpoE//tsaE//mreC//pta//folD//ybaE//mrcA//malX//nikE//apt//ddpX//marR//entA//ykgF//yciA//glcA//ybjC//hslO//rsmA//gpp//rsmB//metB//cra//fre//opgH//menI//adeD//yjcS//
GO_0006378_8	idnD//rpoE//
GO_0006379_8	dicB//
GO_0006382_8	menB//
GO_0006396_7	spy//tatD//glnP//proC//barA//ybbW//lsrD//yhbX//pgi//proP//malF//yddM//lpxM//bioA//pgpA//frvB//rutF//nagD//cysW//fadK//ispB//insB-2//frwD//chbG//asnS//betI//ratA//zapC//aroF//phoP//rpsP//aas//fau//iclR//aaeR//fruB//marA//adiC//patD//gloB//fixC//folM//rimL//appY//hyaC//dcuC//hisA//fixA//ftp//endA//oppC//melB//frlR//rfaE//wzzE//phnC//ygeV//rtcB//rcnR//cysM//deoB//ybfE//ybgI//ibsD//fdoH//plaP//thiI//hypB//lysC//ybgP//cfa//paaX//yoeE//pgm//mscK//yfiE//phoP//yahB//artI//nhaB//yehP//tig//phoE//proB//ybhJ//dtd//glpG//ynfE//fimD//argC//kduD//yjjU//nuoE//pspF//ulaF//folA//dnaJ//yajR//mnmC//csrD//ascF//yjhI//
GO_0006397_8	betI//rhaT//melA//
GO_0006399_8	otsB//coaA//ahr//rsmD//ycjW//dcm//panF//ydcZ//alkB//purA//ybiH//vsr//panZ//rnlA//yieL//dmsC//tomB//ade//fadR//yjjW//ihfA//pth//pck//pppA//dosP//decR//cheB//mtlA//spoT//exuR//tsf//murQ//ffh//yfcS//obgE//yneJ//leuC//yafN//gshA//lpxD//hypF//mdtP//lysO//yibF//yciH//nagK//waaY//umuC//ymgF//otsA//fdx//relE//pmbA//mtlR//yggN//alkA//yciT//pdeL//argE//cysM//tatD//ydhQ//rpoS//flgD//cheZ//ybiA//asr//lapB//ugpE//lysC//speA//ygbL//dgcZ//lacI//maa//tsaC//cobU//adiC//deaD//osmY//glcD//dadA//
GO_0006400_7	nanE//tomB//dxs//purT//nikC//cheR//tcyN//rluA//fepB//araD//yieL//paaC//cynT//fabD//erfK//yiaL//aidB//srkA//pphA//yceK//dnaK//asnC//yafN//pepB//yneL//ptsG//ptrA//ghoS//mntH//hcaT//rplN//ais//hflC//hofN//fadA//rplO//xylE//minE//uidR//bamA//rapZ//bhsA//ydeP//ndh//frvR//pspA//seqA//rtcB//recF//
GO_0006401_6	adeD//hcp//yoaB//rihB//ispA//rplO//nfi//ybiI//yidP//ymgF//hofN//mepS//eutK//rplT//ybhI//phnJ//yfiR//ybiI//sutR//pgl//rseP//rraB//
GO_0006402_7	rpiA//yneJ//rplF//hofQ//rffH//aldB//purB//ssb//yjgX//mraZ//ompA//
GO_0006412_6	intE//cof//pdeH//phoP//eamA//yhfS//dtpA//thrL//iclR//xisR//ribC//glsA1//ybiY//pyrE//asnC//araC//yphD//gstB//tdcG//tilS//hycA//paaK//manY//lpxK//nuoG//narZ//moeB//coaA//tdcG//yfdS//hybA//rclB//torZ//sbcC//radA//yccX//lpxT//ihfB//ddlB//fimB//umuC//preA//insI1//mgtL//deoD//cadA//sucB//ydiV//modC//fliA//ribB//
GO_0006413_4	rrrQ//dnaG//murF//
GO_0006414_6	oxc//cysD//uidC//cmtA//glcF//proB//rpsB//yggE//ybhJ//
GO_0006415_7	yfcA//lyxK//puuA//ydjK//erpA//rbn//cysG//
GO_0006417_7	yadG//rpsG//gntK//norR//trkH//prlC//yiaL//nepI//recJ//purF//selD//yfdR//lgoT//frmA//hpf//ftp//pyrF//oppC//rutE//gltX//ivbL//pitB//sugE//prfC//ybaL//lepA//accD//gcvH//chbR//sppA//asnS//yhjX//purD//yeiG//opgD//yraH//fadK//yhdX//yfdK//
GO_0006418_7	dgoD//yidR//yhaO//proV//livH//ydiK//yhbO//araA//uxaA//yaaY//rpsG//cusA//paaJ//tamA//cysK//ptrA//ugpE//ytfE//fumA//yhaM//torR//cysQ//ymdB//fliD//ilvN//
GO_0006419_8	hda//
GO_0006420_8	gcvA//
GO_0006421_8	higA//
GO_0006422_8	ygfZ//
GO_0006423_8	yebK//
GO_0006424_8	flgK//sodC//
GO_0006425_8	yjcE//
GO_0006427_8	ycaN//
GO_0006428_8	nfsB//
GO_0006429_8	rtcR//
GO_0006430_8	thiH//lepA//
GO_0006431_8	ppc//
GO_0006432_8	dapA//mutL//
GO_0006433_8	clpX//
GO_0006434_8	yojI//
GO_0006435_8	argH//
GO_0006436_8	treC//
GO_0006437_8	trmH//
GO_0006438_8	rfbB//
GO_0006446_8	pagP//rpoH//folM//fadL//perR//rlmG//glcC//
GO_0006448_8	lldD//dsbA//ypdA//tar//yoeE//
GO_0006450_4	fadE//fliT//glpA//flhE//lldP//xisR//nuoN//prpD//cmtA//waaB//
GO_0006451_7	lepB//
GO_0006457_3	mnmG//mazF//metI//ynjD//rimI//prfA//gloB//dicA//rpe//lgoR//glpR//mreB//yhbO//talB//ompG//ilvE//cynS//kefB//iraD//nrdF//agp//cmoM//cusR//nuoE//ybjC//tehA//argC//mltB//lipB//tusE//yeeJ//cysB//yhfK//acnA//slmA//trmB//hrpA//plsC//recD//mepA//
GO_0006458_4	ybcL//lipB//rhaR//ldrB//rfaH//bglF//paaH//atpE//
GO_0006464_6	mltB//fdoG//purA//mgrB//ydaV//ebgA//atoB//wza//tgt//cysH//lpxB//ybiW//pyrB//gdhA//glpR//folP//ynhG//paaH//argH//soxR//icd//degS//corA//fadE//yhaM//menI//nadB//pdeF//rpmG//yqgB//mgsA//ihfB//yaiW//brnQ//plsX//dsbA//argK//bdcR//ptsN//pdeF//zapE//intS//rutG//potC//prlF//ybdR//uhpC//rzpR//xylB//cheA//sgcX//asnC//fliA//hybF//wecB//dtpC//dacA//yedA//tehB//cheB//cysN//rzpR//yejE//rimP//cutA//livF//yijE//murF//ttcA//yecS//yebC//yqcC//smpB//truB//araH//apaH//araC//lon//cspD//rpsB//yjiQ//yahI//fsr//ruvA//torD//cysB//uacT//mioC//lacY//adeQ//yebS//mobA//adhE//yjjG//bisC//higB//recA//ydeM//alr//mcrA//mntS//fadM//csiD//dapD//yciH//yqaE//yhjR//ccmG//potB//dapD//tdcD//hisD//dgoR//ydeO//sspA//rpsI//fes//tdh//dinI//secY//efeO//agaR//yqgF//nrdE//queA//caiE//intQ//malP//chbF//yraJ//wcaJ//spy//yjjV//csdA//xseB//copA//tauB//yraN//dbpA//thiG//chbA//argF//
GO_0006465_6	yhcD//putA//ycaN//
GO_0006468_7	srlE//frvB//yhjC//cbpM//feoB//gcvP//hypB//yjeI//rpsA//potI//paaG//potA//thrA//rplJ//yneL//rpnD//yggX//kdpD//pdeR//nsrR//carB//fabB//rplX//feaB//rpsD//secE//nadC//rplX//cynT//yieH//torA//btuF//udp//rffC//insI3//sbmA//cusF//entE//dxr//yihS//osmF//emrY//ulaE//cytR//bglH//mltB//ydiB//ypdA//fliK//ddpX//dhaR//waaO//proC//
GO_0006470_7	ratA//nsrR//pdxA//ompT//hokE//accD//yieL//yaaJ//pinQ//tdcE//ydeI//gmd//fkpB//alsC//csiD//cydD//
GO_0006473_8	ddpX//essD//evgS//ygcR//bglA//trmH//yafS//guaB//thiD//potH//dld//sfsB//
GO_0006474_6	ilvC//yeaK//rarA//tsgA//secM//
GO_0006475_9	hslR//agp//
GO_0006476_8	yjeH//gsiB//gadX//
GO_0006479_5	hcaE//yiiE//hslR//yebK//ygdG//ydbD//rlmH//yjtD//
GO_0006480_6	yhgF//
GO_0006486_5	ykgM//
GO_0006490_5	tdcR//
GO_0006497_7	glnD//
GO_0006508_5	rmuC//ccmE//sgrT//xylA//fadI//mglC//sfmF//tatD//paaX//yheT//yihO//hslR//hisD//yciE//waaB//yjeH//patA//acnA//napD//rcnR//tehB//ppk//ptsP//nlpE//uidR//clpS//accB//yhdH//lexA//hyfA//rimM//rpsS//opgG//rpmE//evgS//mrp//lldD//lgt//metR//btuB//hybA//yfdR//galP//yjjG//uof//nrdD//feoB//carA//lpxM//mrdA//yeaV//cusF//hcaT//acrF//tnaA//
GO_0006515_7	fkpA//rfaG//ycbV//yoeB//
GO_0006517_6	lrhA//ybiO//opgH//rimM//
GO_0006518_5	nuoL//ybdO//ade//ycdY//yoeB//ydcS//ybiT//rfaE//ubiH//yidE//hlyE//hypF//cas3//ccmA//afuB//rpsN//rimJ//cvrA//recG//basR//iraP//fiu//rssB//metF//rplO//yiiM//lplA//ogt//galR//purU//yidC//rne//dsdA//ygjH//malK//ydiR//entF//fdhF//ygcR//rssA//mhpD//yiaA//rcnB//rfe//xylH//feaB//ydjK//folX//ihfB//yihS//ymfK//dnaE//sbmC//cmtB//araC//malK//phnG//casD//nagK//prmB//rluC//bcsA//puuC//rraB//ftsL//cusA//rfbC//yagE//glrK//zraR//bdm//flgB//rpmA//gloC//glrR//yadN//hemN//
GO_0006520_4	qseC//pheS//umuC//sfmH//fepB//holA//rpoD//hupB//fhuB//phoQ//metC//fliM//nuoF//ydcS//rpsH//uup//ychF//sugE//livF//ghrB//recT//mqsA//sufE//ydfG//ung//fnr//cadA//gsiD//fimA//ygjR//ssuE//ubiJ//rluF//folX//dusB//rcnA//moaA//lysU//atoS//glnQ//apaH//uof//iscS//mprA//ptsH//uxaB//paaH//ydhK//nrdD//ivy//phnM//kgtP//malY//aroA//kilR//yiaT//secF//dsdC//glpF//fabA//rpsO//psd//aaeA//pspA//rfaB//nrdI//proC//dtpD//ykgM//ptrA//cra//sgrT//dicA//thyA//yadN//purU//artI//rpsN//yccX//hycB//feoC//tnaB//pck//mdtO//ytfR//ubiA//waaY//poxB//ycfH//sad//rcsF//puuE//hybD//ycaN//ydiP//mltF//rnb//paaA//pspC//ubiC//ymfK//argE//yijO//paaC//fucI//ycjR//yfiR//degQ//rluD//pntA//ybhA//mdtB//nikB//mprA//zntR//ftsA//kduI//rpsE//cas2//ycbX//cysK//mtlR//ispA//dam//tgt//atoC//tilS//pyrH//yjbE//ybcL//lepA//uhpA//yadC//pstC//wrbA//pntA//elfG//yhjG//hiuH//opgH//rhmR//fucP//ydiR//waaB//kbaY//mhpR//mdtB//ybcQ//serS//ssuA//rfaE//sdhB//holD//trpR//mepA//dnaJ//yajQ//ftsW//cysM//eptA//galU//glvB//ubiI//yjaA//hypT//kgtP//ydfH//hyaD//tsr//ttcA//fliG//rplF//folM//menI//hyfR//npr//mdtB//sthA//hprS//tatD//mtlA//ybfE//aes//frlA//mrcB//speA//dgoR//hisI//menF//yeaV//gppA//sufA//leuS//yjjQ//yaaU//ycgB//envR//phoR//feoC//yddM//nuoF//moaC//
GO_0006521_6	ypdF//ulaF//metN//
GO_0006522_7	radA//speB//cysH//ymjB//fliD//arnT//yeeA//
GO_0006523_8	soxR//bamB//ihfA//mreC//
GO_0006524_8	ybaO//iap//frdB//
GO_0006525_7	ynfF//tusB//ftnB//queG//ybdN//mtlR//gspI//pflC//patD//cspB//pphA//deoA//recX//purR//paaB//yfgO//xylF//pheS//queE//aas//rplB//
GO_0006526_8	cas1//thiD//ykgO//metB//mltF//pstB//mnmE//dcuC//yddG//qorA//elyC//pphA//bcsA//
GO_0006527_8	lolB//holD//hemC//murP//pyrD//yfdS//yjjQ//ubiA//atpD//
GO_0006528_6	ruvA//afuB//asmA//cadA//
GO_0006529_7	hypF//yieH//
GO_0006530_7	cusR//dgcF//
GO_0006531_7	ycdY//fecC//patD//aaeR//fryC//holE//yihS//purC//
GO_0006532_8	yjaZ//rfaQ//
