#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yahI//yfbU//chbA//mug//
GO_0015711_6	rpsN//degP//lon//ldrD//citE//hisQ//mtnN//seqA//yihP//sfmC//cca//hslV//alr//metN//dfp//rpnB//dsbB//rsmF//pepB//chpB//wecC//yfdS//iscA//fdx//yihT//glnQ//rpe//yddM//tatE//tus//mtfA//kgtP//sspB//glk//aceF//ompT//yqjH//yiaN//yfeD//tnaB//frc//tdcD//yciA//ydbD//ompN//surE//atpF//dapF//ycfH//kdgK//ftsX//ybaQ//sgbU//creC//prkB//ycjY//prkB//fdoH//yebQ//nrdI//rcsA//kbp//rpsT//lptB//ygcW//citE//serB//waaP//aspA//agaS//rihC//dhaL//rpmE//higA//gntU//ybeF//hisD//treR//sgcA//guaA//ravA//hypA//allS//yfdO//srmB//eutD//yebZ//sanA//waaO//abgR//frlR//murG//flgH//hyi//nrfE//purR//ygeR//acrD//yfdR//ycjQ//fliA//pgaB//yieF//panE//puuD//alsA//rlpA//leuE//sgcB//cpdA//insI1//glmU//serC//tldD//narU//hycH//ydeO//yphD//ybhF//livM//paaX//tesB//rplN//serA//prfC//xylF//ppiD//dnaA//fhuB//ccmD//yfcV//murF//mlaC//yghG//gsiD//shiA//sufD//mpaA//mscS//fabA//murA//hcp//nudF//valS//
GO_0015712_7	otsB//
GO_0015718_8	nadA//cobT//thrL//phoR//wrbA//tldD//yagF//malQ//rluB//rng//yidA//prpC//metL//ftsE//artM//yggE//fhuD//rluA//adiY//patA//yjbB//narI//ilvM//galM//
GO_0015721_7	lysC//ybjG//
GO_0015724_7	lepB//tabA//fhuD//
GO_0015726_8	avtA//
GO_0015727_7	metF//yraJ//
GO_0015733_7	yciG//
GO_0015734_6	yphF//yfjV//hyi//
GO_0015735_8	cheW//
GO_0015736_9	nanS//
GO_0015739_7	umpH//
GO_0015740_9	cysS//comR//hisB//secM//citC//rlmD//fhlA//purN//pgpC//
GO_0015741_10	ybhF//galP//
GO_0015743_10	dsdC//
GO_0015744_6	rfaG//lrp//ubiA//
GO_0015747_6	mprA//
GO_0015748_6	bcsQ//ybeY//ubiI//cmoA//ccmH//yejE//ytfP//ydiR//acrE//narX//astB//hxpB//tmcA//narH//puuP//
GO_0015749_7	rarA//frvB//nadE//rcsD//icd//pstA//cusF//bcsQ//queE//yaiV//fryA//atpC//frc//afuB//sdaA//cmk//emrD//dnaQ//lsrK//decR//treR//hofO//obgE//tap//insH-6//tqsA//malK//btuB//insE-1//alaS//rnlA//ubiG//yeeL//kilR//efeO//rpoE//ltaE//yggF//xylH//eptC//ybjI//rimM//dnaN//fumC//ygbN//
GO_0015750_8	soxS//fabD//wrbA//asnB//tsaB//cpsB//evgA//rhaM//lpxM//yafO//oppA//cadC//mzrA//
GO_0015751_9	cho//higA//pepT//fabR//mdoD//ppx//
GO_0015752_9	fhuC//frlB//tonB//amiA//ydjM//rpsA//
GO_0015753_9	aspA//cynS//ulaR//
GO_0015754_9	nanE//yjhH//rhaT//
GO_0015755_9	mipA//bdm//phoP//lpxB//prmA//waaF//hisA//yceD//bepA//aas//ptsH//
GO_0015756_9	ileS//solA//
GO_0015757_9	yfcS//yhaJ//tusD//rfaB//greB//ilvI//fimB//
GO_0015760_8	trpC//
GO_0015761_9	yghO//accA//bluF//
GO_0015762_9	ftsX//
GO_0015764_7	ydbD//tdk//kdgR//atoC//
GO_0015765_8	ribA//metN//lpxT//hemH//
GO_0015766_8	lacI//arsB//moeB//tufA//norV//argD//proP//katE//dgoR//ydiB//ompT//yrfG//insA-1//entE//
GO_0015767_9	lsrA//waaP//iaaA//rnb//
GO_0015768_9	mdtD//fhuB//putA//napB//mepH//mscK//
GO_0015769_9	wrbA//
GO_0015771_9	yebG//glnL//gyrB//cedA//
GO_0015772_7	ahr//smpB//yfdR//frvB//phnO//yedP//dcuC//sgcC//glgA//alr//gcvH//cysI//narJ//glvB//ftsL//gadW//flgF//
GO_0015774_7	yqhC//otsB//emrD//dsbG//sad//paoC//
GO_0015778_7	higA//
GO_0015791_7	rhmD//ycfH//chpS//yafO//ugpC//gppA//cysP//fruB//
GO_0015793_7	mdtD//yjtD//
GO_0015794_7	hdeB//thiQ//lon//malZ//viaA//
GO_0015795_7	ydjH//
GO_0015796_7	rpsD//bglJ//yebQ//yjhI//
GO_0015797_7	ogt//yraR//
GO_0015800_7	gpr//hxpA//dgoK//kefG//
GO_0015801_7	yagJ//ldtD//recN//fiu//tolB//lspA//oppF//leuE//
GO_0015802_7	lysA//bglF//fbaA//hxpA//hxpB//nrdR//rplM//
GO_0015803_7	yceD//allC//mdtQ//sfsA//rplW//degQ//cstA//yehB//yedP//ycjU//ugd//
GO_0015804_7	csgB//fklB//nrdH//agaI//accB//yagJ//rplJ//clpP//ppiA//menH//sfmA//yggN//ubiD//glcB//rnb//maa//cytR//rpoE//ydjL//ldrD//lpoB//norW//yebK//coaD//rsmD//sodA//secB//ampH//nagC//yagE//deoD//yqcG//msrP//
GO_0015806_6	ydaC//
GO_0015807_7	hcaD//ybiV//ansA//ulaE//lpxK//ibaG//acrF//pth//dcuS//nanS//uidA//rihC//pdxB//rimL//hisF//sucA//hybO//yhfS//rbsK//suhB//fetB//lplA//secF//msrC//rpsD//uhpB//dkgB//mnmG//yhjR//mhpD//murJ//ftsK//galP//hyaA//cutC//yjcE//sbmC//metI//
GO_0015808_8	sdhE//nusG//
GO_0015809_7	yjiR//nrdR//rtcB//yhjG//cysD//radA//
GO_0015810_8	cpxA//yeaD//
GO_0015811_7	lysS//gatZ//torI//pdeK//metE//
GO_0015813_6	epd//gadW//hyfC//
GO_0015814_7	rraB//
GO_0015816_6	rpnD//
GO_0015817_7	yciT//
GO_0015818_7	ung//mobA//fimB//potE//elaA//rbsD//yiiD//
GO_0015820_7	cysI//rpsJ//acpH//slyA//dinD//sapC//tdcB//kbp//elaB//
GO_0015821_7	bamE//mglC//rlmF//ftsE//ycjQ//
GO_0015822_7	narJ//ygeX//
GO_0015823_7	alaC//yqgF//hypF//mpaA//ypdA//gltB//sapA//
GO_0015824_7	rlmH//rcnR//
GO_0015825_8	mltG//
GO_0015826_7	gspE//rbsB//ydeT//
GO_0015827_7	dppB//fliK//dsbD//
GO_0015828_7	frc//raiA//
GO_0015829_7	ydeI//trmL//aroB//iscX//yddA//queD//glpB//rclA//rcsD//
GO_0015830_7	rtcR//yfcU//fliK//
GO_0015833_6	alaE//chbR//ycgB//trmO//fdx//truA//pheP//arnF//dcuC//setC//yidA//uxuR//cysA//priB//aceB//yjcS//yccS//mdtP//argB//gltS//dhaR//rcsC//hybA//ybhF//yafQ//marA//ampH//yggE//tsaD//clsB//aroP//ilvI//ssuA//dauA//ypdC//lysR//mtlD//hemL//yfcA//yfdO//ybcQ//rfaH//bluR//rhaT//gpmA//dedD//mipA//hfq//gor//rclA//mglC//dppA//hybG//ldrB//bisC//alkA//ymgC//tsaC//yihV//rph//patD//yjhI//cheA//recO//bioH//nrdF//yqcC//ccmC//ybhA//ldtC//epmA//dhaR//gspI//yibA//araF//yjfP//cmoM//envC//
GO_0015834_7	ftsX//mreC//kbp//gudD//aroD//
GO_0015835_6	ilvM//apt//malF//argP//
GO_0015836_7	modC//nadK//acpP//
GO_0015838_8	folE//nadD//frdB//rpnA//lhr//pyrL//nac//dctR//gabT//tatC//maeA//ribE//rbfA//
GO_0015839_7	def//
GO_0015846_6	tbpA//proX//bacA//yfeD//sodA//hisC//fepG//folX//yojI//hemF//xanP//sapB//appY//ahr//ydeP//ybcC//galK//
GO_0015847_7	abgR//frlC//cyoA//gspJ//ybdG//csgA//pyrL//znuB//hsrA//ltaE//rcsD//glnD//ybhS//agaV//ulaC//
GO_0015848_7	rsmD//yjbF//yjjV//insK//sbcD//uspF//
GO_0015849_6	mtr//uspC//mreB//edd//ubiF//rcnA//sdhA//ydjE//fadB//marR//fetB//proP//mppA//yqiI//nrdD//dpiA//potF//paaC//dsdX//cbpM//fbp//yjjV//proW//rnhA//asnA//ftp//xerD//manY//aroK//tktB//elaD//bglH//cynT//tdcB//holB//glk//yidH//ivy//nupG//mtfA//ydiB//yghG//agaD//poxB//frlA//yihL//ynbD//codA//slt//yjhI//cbrC//ydhQ//yjhP//deoB//fabG//hsdR//panF//trpGD//purC//ccmA//glmM//cusA//zntR//fnr//hdhA//yghG//yfgI//plsC//suhB//panE//yciT//yojI//mug//secD//cusS//higA//djlC//cusB//hisG//cusF//dpiA//sucA//cysM//rcsA//waaA//yqgB//rimL//gyrA//yqiG//rfe//ispB//yojI//livG//hns//yeaE//yebZ//rhlE//yfbU//pstA//dsbB//wzb//yjjV//dapB//ispB//ftsP//eamB//higB//yciF//evgA//tcdA//recX//pheP//fimF//yadG//ssuC//
GO_0015850_6	tauA//prpD//gatY//nrfC//hexR//lpxK//folP//ulaR//waaL//codB//hycA//ddpA//hypA//zapA//ytfP//nrdH//mepH//artP//ubiX//glpB//ybeY//treF//efeO//
GO_0015851_6	tnaC//aaeB//ybjC//yajD//metC//rplJ//lpxB//casC//uof//yjcE//trpA//bdcR//
GO_0015853_8	ybjD//rpmJ//
GO_0015854_8	csgD//torD//
GO_0015855_7	nikC//rlmN//ravA//
GO_0015856_8	yrbG//
GO_0015857_6	cmtB//alr//
GO_0015858_7	asnS//yihT//cynS//tdk//mnmG//yhbS//hypT//yhjD//arnD//
GO_0015860_7	tolA//rnlA//
GO_0015861_9	rpmB//ybaO//
GO_0015862_9	ybiV//xseB//
GO_0015863_8	minC//
GO_0015864_8	solA//lplT//
GO_0015871_6	cycA//ampH//cof//rlmJ//rlmL//
GO_0015878_6	yfcF//
GO_0015879_9	pgaC//
GO_0015882_7	xylG//bluF//coaA//
GO_0015886_6	elaD//rpnA//agaS//ynhF//lepB//agaC//yihT//cnu//ydaN//
GO_0015887_7	ydcR//
GO_0015888_6	allC//
GO_0015889_6	nirD//aaeR//psuT//acpT//yiaN//fimA//ydiQ//
GO_0015891_6	btuC//pagP//nadD//oppC//moaD//fimC//yadG//ymjB//rpoD//livJ//uacT//glnP//focB//frsA//xapB//
GO_0015893_5	sodA//dtd//yfbU//sugE//hrpA//cas3//lspA//prlF//serB//prpB//brnQ//insA-1//dinJ//puuD//maeA//zntR//tdcE//dsbA//mdh//eno//insA-1//idnK//ptsG//fumB//yhjB//exoX//entF//ydhK//radD//nagD//prfA//cyoE//ybgI//xapB//rzpD//flhD//ybdZ//yphC//livF//yghU//rpsI//yidR//pnp//sbcD//kduI//phr//pykA//yibF//yefM//bisC//rpnA//rfaB//yjaZ//cspG//yfiR//phnG//ruvA//metG//sanA//srlD//htrE//phnC//alaE//ybiO//folD//waaF//pheT//yjjW//preA//rmuC//alpA//tamA//rluD//cyoD//dut//tsf//gltI//ydhJ//cydD//radA//rbsC//rnc//nikE//mqsA//emrE//hcaC//gabP//bamC//erpA//hisM//waaY//nudC//mlaD//ynfE//tatC//mltA//phoR//
GO_0015906_6	fliT//rbn//rcsC//tonB//yeeY//
GO_0015908_7	rplK//yejA//
GO_0015909_8	nrdE//
GO_0015912_8	ycfS//
GO_0015914_7	hypT//cysU//tcyJ//relE//infC//pyrD//gnsB//
GO_0015920_7	ygeW//rplQ//ybdR//phoR//ygdG//ybiO//yhjR//mug//ribB//
GO_0015931_6	rimP//ettA//cbeA//aslB//glpG//yhbS//mcbA//ahr//ykgO//xthA//cbl//yaiP//
GO_0015936_6	atpE//xdhB//sgcR//puuE//
GO_0015937_7	ccmG//dnaA//araD//dtpB//
GO_0015939_5	hdeA//fdx//acrF//nanT//ygiN//
GO_0015940_6	alsA//amiB//pfkA//abgA//cobT//
GO_0015942_6	panF//flgB//fliL//leuA//trmB//rlmH//tap//yjjG//srlR//
GO_0015944_4	kdsC//cdgI//epmC//mutY//rdgB//hsdR//sodB//
GO_0015949_5	livF//cysB//lolB//cstA//waaS//eutB//yijO//smpB//mioC//lysO//rpmF//insB-4//nhaR//tesB//tig//flgB//yhhZ//menE//ybbW//malX//rutB//fimB//mtfA//paaJ//
GO_0015950_6	betI//ubiJ//arcC//
GO_0015951_7	kdsC//ymfA//
GO_0015968_6	tyrA//
GO_0015969_8	selU//rzoR//
GO_0015980_4	fhuC//sxy//sspB//epd//hemA//dgoA//lysS//yajR//dsbA//rpsT//cdgI//malS//pphA//ycjY//tqsA//chaC//citX//galE//ttdT//yiiD//cysH//pspD//hybG//rpoA//sfmH//glnS//folE//yidQ//pspC//ydiP//surA//deaD//mdtM//eutD//yaaJ//ybhG//yqeF//rhaA//carA//bacA//dgcQ//rimI//mglC//ihfA//hcaE//mdlA//intQ//pheP//mscM//yajL//mqsR//fimD//hscB//mrdA//ynfF//ugpC//purA//wcaB//yhcF//parE//yqiG//kilR//waaF//hdeB//lspA//rhaB//treC//argH//tsf//fhuC//ynhF//yehC//cho//yihS//rplY//cra//ruvC//ynbB//dnaJ//sufS//yagG//trxA//rodZ//yeeA//glyS//dcuB//
GO_0015985_9	dctA//dcuR//yidZ//yaaY//
GO_0015986_7	acpP//envY//lnt//yjhI//
GO_0015988_9	mdoG//ykgF//kdpB//pdeD//alsA//fadR//ispU//ybgI//
GO_0015990_10	hemH//xanP//ampG//casA//ybeQ//ynfK//cysK//cdd//
GO_0016024_7	ybjC//
GO_0016032_5	yjiM//mog//cusA//ydeM//ubiI//ydiQ//gpp//sucC//pgpC//ycbV//mepH//rplQ//yiaJ//yhcF//gpr//yidQ//glcE//purL//
GO_0016036_6	yeeY//yagE//tatE//yafN//wbbK//lptG//
GO_0016042_5	yibT//leuA//acrR//sugE//fis//citC//cdaR//waaY//pyrB//ydeI//nhaR//rsmB//aceK//glyS//cysH//yajQ//relE//yggP//oppC//treC//fliD//kbp//elfC//parE//
GO_0016043_3	sbp//thrS//arnB//modB//tatE//nanC//fhlA//dcuA//yedF//yobF//yacG//yeeA//ycgR//tatB//proQ//cysM//yiaA//ynfK//flhA//yccA//pykA//mcrB//tauA//glmM//frvA//dinJ//fes//cmk//nuoG//betA//alsK//cpxR//slt//zraR//tesB//dps//tar//dhaR//garR//etk//eutK//intF//hslR//xanQ//lpoA//ychO//feoC//rpsD//yehD//dtpC//lptD//lpoB//lon//truA//hcaC//hofC//csgB//dmlR//gntT//yoaB//waaF//idi//rutD//clpX//copA//talB//lrhA//asnC//flgK//hicA//bluR//deoC//lrp//fabA//entS//yhjG//uidC//kdgT//tatB//ygeW//ycgB//aroK//ydeO//rclR//nikR//panC//yehD//adhP//frvA//ivbL//chbA//fpr//yqeF//brnQ//dnaQ//era//glgS//ybcF//glnA//mgsA//exuT//sad//ykgA//fimG//glyA//purT//aes//emrB//cynX//nrfB//ybeQ//thrL//xylH//idi//iaaA//ybaE//rstB//mzrA//mmuP//codA//hcaD//rnc//ppc//yehD//roxA//rutG//accC//gutM//csgB//truA//yoeB//ybhI//rihA//yneJ//flgK//cca//pinR//prc//ftsA//casD//ade//pspD//thiQ//nadB//iclR//yhbO//atpG//pgaB//era//kdsB//yajO//ygcO//dgcJ//nagZ//trpGD//ytfQ//barA//glcF//phnM//tas//hemH//bcp//tyrR//evgS//intA//mhpR//gpsA//ycdX//ybjL//fadR//pheT//ulaG//nirD//folM//hsdM//trxA//tcyP//bamA//acs//sgcB//ldrB//grcA//yeaV//yjhB//rplT//argA//polB//fruB//gatZ//soxS//fruA//cmoB//dgoT//modB//rsmA//frmR//bioA//ydcS//exuT//mdlA//flgI//ilvB//idi//frwC//opgD//crl//dusC//hisM//insF-1//casE//
GO_0016051_5	yiaF//sthA//ydeT//eutD//fadB//mdtA//potA//slt//ybaK//rfbC//cmtA//msbA//hybD//lolD//rffT//cyaA//ygdG//priB//dsbG//fryC//dut//bamB//alsC//aer//add//yiaB//tktB//valS//gntU//glcD//yedA//exbB//rlmC//metC//dgt//feoA//ppiD//gntU//rpsA//recE//mdh//wecC//uidC//iscU//murB//ruvB//ihfB//aldA//rpsS//lon//lplT//nrdF//rutE//elfC//yaiP//sfmF//cbl//atpH//recC//thiQ//argE//manX//bamA//yhhZ//ygbM//thrC//greA//argT//yqcC//syd//eutB//purU//fucP//metB//def//glgC//tatD//trpL//rplP//sgbH//tdcB//aroD//tar//sgcB//sdhA//aroF//amtB//rng//puuP//sufE//ybgP//yedP//ftsK//mdtQ//yiaJ//treC//pdeF//glcE//sbmC//truA//yibT//hscA//pnp//
GO_0016052_5	queA//gltI//narL//nuoE//xthA//ascB//zapC//wecB//ydiP//glnK//dgt//folX//speG//mhpD//tusB//frvA//acrE//narG//clcA//grcA//bipA//ilvN//ybiW//yeiE//gadW//yhdX//asnB//tusD//gapA//tolA//asmA//macA//galS//adhP//araE//ravA//ybbN//rraB//ispF//cas2//yegV//ybeF//yehP//ortT//syd//purD//ccmC//ydjH//zraS//gcvT//folX//secB//citT//mglC//lpxP//yfeW//cobS//mazF//lplA//yeeL//ydjL//sbcB//sbmA//atoB//fimF//ilvN//fbaA//rhaM//fadL//tufB//rimI//nfi//accC//kefB//flgG//groS//yraN//cecR//malF//ydjJ//dnaJ//nirB//ynfH//yhjR//allS//ycfS//ilvL//treF//yjjV//ftsN//nuoE//dnaE//panZ//motA//gatY//potI//nirD//flgF//msrA//yhjX//holC//lolC//rfe//minE//yhcN//ybcM//dinQ//recJ//dicA//fadA//rseB//trmO//thiD//cheY//frdB//
GO_0016053_5	chpB//gntU//atpD//kdpD//dgcQ//atpG//tbpA//gmk//alsC//ygcW//ygfZ//hyfC//rffC//hsrA//yijE//napA//rplW//yqeA//acrA//malP//ftsX//yaaY//rsgA//ybaE//mngR//ptsN//phoB//sgcE//pdxJ//ycbU//mdoG//clsA//syd//yeaD//ogt//glpG//ccmD//rihA//ybiT//mdtK//ldrD//codA//norV//yhcH//mutH//ebgA//yggN//pykF//yhjG//ychO//rbbA//fdhF//secD//wecE//ptsI//asmA//yehP//ychO//epd//hcaB//narZ//envZ//gadX//rplR//xapA//fryC//yhdJ//yagU//yraR//hcaC//nrfF//valS//yajO//fliT//napC//bcsQ//tsr//yghG//yhaV//phnC//ydiF//cheZ//ascB//glcF//hemB//rseC//serA//mlc//sgrT//gstA//garL//parE//ygiN//araA//edd//chpS//phnM//ulaG//ptsH//gudD//tyrS//fimF//ileS//nrdI//kdpB//glpK//ynaE//tatE//yraI//rfaC//gatA//accD//sgbU//clcB//groS//cecR//roxA//entB//bipA//motA//emrK//puuE//betA//blc//garK//carB//gntT//ydcP//csgF//dusB//fbaA//ydcS//bcsQ//melA//trpB//preA//flgD//rclB//rlmD//fbp//torZ//potE//lptB//ghxQ//rcsC//speE//flgM//ydfD//fixC//zinT//ivy//lysA//rluD//ybcM//ydbD//yfeW//yafS//fecB//mppA//pinE//sufB//yieL//ppiD//narV//dsdX//ortT//ydaC//yfcG//ynbC//torA//ybdZ//glpT//mobA//rfaH//lplA//asnS//narU//ybbN//flhE//intE//uxuA//thrS//yehC//maeA//clcA//fdnI//yajR//ydaC//ribC//
GO_0016054_5	leuO//abgA//ybhS//yfbV//osmC//glk//essD//bglA//radA//alaC//exuR//frmR//insI4//ycdY//tqsA//relE//gutM//mutY//yehZ//rusA//emrY//ulaB//bcsQ//lpxC//insK//mdtA//mlaC//leuE//ygeV//hexR//sufD//hsdM//hofQ//yfgJ//ompC//ilvL//tauD//arnE//purB//cas1//nrdA//sdhA//dnaE//dfp//paaA//ubiX//zntA//cheZ//secY//prlF//torS//nanT//ispU//rfaG//torR//livH//phnI//queC//yeeJ//argT//betI//tolA//yfgI//ypdI//frmB//lptD//glyS//gpsA//sucD//lipA//gspE//hisF//fumC//rplS//galF//mreB//ynaE//yihV//epd//pgaD//dhaM//phnI//uacT//rutR//leuE//ycjQ//waaZ//ydeE//murE//ibsB//mepM//nikA//rmuC//aroC//osmC//nikA//nrfA//hycH//nuoI//yqiI//pspG//ivy//gshA//yiaA//rrrD//trpL//treF//ybaO//yibF//mltA//ubiH//lapB//dcuD//der//mutL//rtcR//rpsP//aroL//rutE//leuD//ugd//lipA//ccmF//leuE//appB//fetA//cpoB//pdxH//rimL//hdeB//kdpD//mdtO//hipA//hfq//yeaV//yfaV//dsbC//fliM//yidQ//yidP//asnS//satP//frlB//argO//talB//yhfK//ycjU//mltA//citE//rimM//sgbE//gstA//def//mdtC//cspB//
GO_0016070_6	fdrA//asmA//napA//hycA//yiaL//mtgA//ydcT//ydgA//mepA//ybhF//ypdI//yidH//yegV//elfG//rutB//fadH//torR//queG//ahpC//atpF//cysE//katG//lldR//shoB//yehW//etk//cspD//araC//uspE//speB//pepT//accB//csgG//fruA//puuP//lolC//sxy//pheA//hisH//glnB//kdpB//pepN//treF//ftsP//ppk//entE//ydiB//tatC//ugd//speF//ykfI//ibpA//rrrQ//ftsH//glgP//murJ//dxs//eutD//bisC//dcuS//tcyN//iscS//yiiM//purU//rcsB//yieF//narJ//flgC//insF-1//kup//ybdR//dtpB//yjhC//bluF//yfdS//thyA//nusG//yigB//ftnB//malK//sfmF//frdA//xanQ//rplJ//gatZ//fdhD//fepE//rhmD//glgS//ivbL//pspG//waaO//tomB//waaQ//ycdY//puuB//gltK//prmC//mltG//cspB//hemL//envZ//hflK//deoC//ispU//etk//rnpA//hprR//yjhG//ulaF//trpL//nuoB//ytfT//ibsB//yfbU//yajD//epmB//treR//ydcZ//rlmI//gltD//frlR//mlaB//mqsR//rsfS//cspA//malZ//lacZ//kilR//rpnC//rimI//gmd//nfi//yfjR//cheY//fkpB//rpsG//selU//dsbB//yafE//ebgA//yihR//yfdC//thiE//lolB//yeiG//feaR//paaE//zitB//sufB//mlaE//dam//cheB//yiaN//casC//allR//ompC//ydeT//rhaD//cysM//eutR//selA//ampG//gapA//mnmC//srmB//gudP//dicB//wbbK//tktB//mobA//yqeA//yagG//pflA//yadG//asnC//sodC//treB//ybaM//dmsA//caiF//pdxH//gsiD//rcnA//rlmC//atpG//prpB//galF//mtn//tyrS//ptsI//iraD//hypT//uxaB//ynbD//paaH//yobA//elaD//frmR//ydiZ//ddlA//aroP//rpiA//ykgA//astB//ybjN//zipA//livH//ydiK//narY//yohC//glnE//yhjD//amyA//galK//upp//fhuC//ydbK//yicJ//fepB//yceK//azoR//ftsW//aspC//fpr//yciG//hemH//nrfD//shiA//pgi//lpoA//arfA//mntH//hcp//ascF//deoR//ftsE//chbF//puuP//rpmE//fecC//yjeI//abpB//prfA//sseA//pdxA//hsrA//glmM//rplO//yfcV//rpmC//ubiD//narX//lgoR//yiiE//marA//yhjA//lpxK//tehA//fecA//ygbM//yajQ//murB//upp//gsiC//ridA//cynS//fadI//brnQ//rutB//rsmE//fecC//nlpI//zwf//setA//srkA//narL//emrE//opgC//chiP//tamA//glnH//yfgJ//prpB//nirC//aas//ralR//prpB//sspA//bglA//ybcJ//luxS//ybiW//kduI//
GO_0016071_7	sfmH//yiaJ//dinD//malE//yfcR//gpmA//uhpA//pykF//fucK//lpoA//hybO//yciH//idnO//guaA//folA//
GO_0016072_8	rplD//serB//yfiE//yciK//thiI//trpR//nrdB//lysO//yhdJ//crr//cheY//yhaV//deoR//rplO//baeR//bglB//nlpA//panD//tas//sbmC//hybB//valS//yafQ//thiH//fdhE//dnaQ//ltaE//hemD//yjjI//rho//hypE//rcdA//wecC//lsrK//hyfF//lpxP//rmuC//ftsW//dgoT//xisR//yjbE//hisG//ygbM//mdfA//
GO_0016075_8	yrfG//pdhR//
GO_0016078_8	galK//
GO_0016093_5	katE//gfcE//
GO_0016094_6	patD//pabA//
GO_0016114_6	casA//
GO_0016137_6	mppA//
GO_0016139_7	proX//
GO_0016226_5	yehC//fabI//lrp//ais//ivy//bioH//sohB//proX//cvpA//holA//mzrA//pdeH//uhpA//envY//xapR//rssA//hsdM//atpE//
GO_0016259_7	fdhF//sufS//ybeQ//cdgI//
GO_0016260_8	mipA//crp//icd//
GO_0016310_6	sxy//argI//hchA//cvrA//fepE//yqcC//uvrC//moaD//tonB//groS//ribF//mhpD//argF//argP//yghG//ycaN//sspA//dcuS//mscK//norV//yfeD//dgcN//gloA//glgA//nlpI//gatA//mepH//clsB//atoS//tsaE//bcr//appC//fic//pspG//ykgM//ydfG//yraR//nrfC//caiB//rtcR//pgaB//ansB//flhA//wzzE//idnO//ynbC//nuoE//potC//dgoA//araE//ravA//pbpG//yjfP//ansA//ynbC//mog//accA//trmD//tpiA//oxc//gyrA//rsfS//fadL//sufC//glpR//maeA//yfjR//arnT//glsB//ackA//hcaE//proB//rnc//kdpB//bssS//speG//waaP//arfA//motA//nmpC//tnaB//ygbI//mdtB//glcC//malF//yiaT//yfdR//lpcA//rhaM//pgaA//accB//rpiR//atpH//msbA//cpdB//basR//uidR//ansA//ydeI//arcC//argP//insA-2//ycfH//ilvN//phnL//dinG//flhA//kduI//rodZ//yieE//prpR//cmoM//putA//tcyP//rtcB//pspA//sdhA//
GO_0016311_6	msrA//ppsR//bfr//ygeX//blr//feoC//yidZ//ypjD//hofQ//guaA//rlmJ//queC//rpsS//guaD//ybaT//ytfR//citG//trxC//fadE//ydiQ//phoR//ybjG//gpt//ppx//napA//thrB//wecA//ybjI//rpmA//aas//folE//nepI//tabA//kdpD//tmk//ccmD//alaS//yhjX//xylF//dgoK//exuT//mtr//rcdA//ppsR//malI//dhaR//yfcV//rna//idnT//topAI//ybbN//adk//bioD//gspJ//rhaB//gshB//ubiD//torY//creB//waaB//rpnD//
GO_0016458_3	rsmH//cysQ//
GO_0016477_4	mlaC//
GO_0016485_6	cra//rsmD//ilvN//envC//actP//srlA//prfB//ftsQ//thiQ//
GO_0016540_7	hcaR//yiaM//
GO_0016553_7	waaP//
GO_0016556_7	rayT//
GO_0016579_7	nrdH//
GO_0016998_5	ackA//
GO_0016999_5	rcsD//yfcP//nadA//yajR//nrdF//gfcE//yddM//livF//ycfS//cysK//bdcA//flgA//fhuC//melR//endA//ydjE//rimI//gmhB//rihC//opgG//curA//xapR//rbsB//carB//dppC//cynX//uxuB//elfD//oxc//slt//yafE//rpiA//adhP//mutM//ubiJ//nrdG//yehZ//yjcO//ralR//secB//nanR//gadE//tdcB//csgF//yafQ//ybiT//flgF//rne//hypT//kdsB//glnQ//yceD//hprS//bioD//glnQ//uspG//
GO_0017000_5	yaaJ//pckA//yfdK//rsmD//cdaR//lpxT//
GO_0017001_5	gldA//yfcF//etk//puuE//ibpA//lpoB//trpC//rplT//purT//waaC//hslU//dkgB//ybaE//ycjQ//fdnG//parC//insA-2//dapA//rlmF//zinT//rhtA//
GO_0017003_8	aspC//pabA//yraH//agaC//mcbR//hrsA//
GO_0017004_7	wcaJ//pepN//rutC//yhjB//lpd//fhuC//sgbU//holB//sufD//ybjN//clsC//
GO_0017006_7	corA//vsr//ycbU//lnt//yjjI//moaB//
GO_0017013_7	glsA1//fucA//
GO_0017038_6	glvC//flgK//cheY//
