#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cspB//kilR//rfaQ//rplQ//
GO_0006139_4	fimB//rpsN//ttdA//yadK//fabG//fimB//hslU//rdgB//rpsT//nudG//alaC//cmk//livF//ybdO//yqhD//lnt//ybhA//ygeA//deoC//modB//dnaN//cueO//yadI//dgcM//rpsK//yadG//malK//yjhG//glgA//rimM//yccX//dgcT//yfeX//bioA//yjtD//cobB//pheS//cbrA//panE//araA//topA//gcvH//garL//tolC//xylA//yhjR//dppB//folM//rplM//rph//ampG//elaD//trmL//ldtB//tesB//narK//nrdF//ybcM//ybcQ//ydfG//blr//atoB//rpsL//feoB//chbR//csiD//rplQ//ubiG//proB//copA//pykA//fetA//priB//secD//fabB//ydcP//sdhD//waaB//dctR//frvR//alpA//rpsS//bisC//napD//grpE//pncB//ybhF//sdhE//yafN//rpsN//mug//potI//priA//cydB//rhaA//fliG//ybhS//abpA//yajQ//ttdA//uspC//rutA//ycgV//ribE//mhpA//yahN//adeP//yhbO//frlR//sodB//eutA//gloA//cysP//nrfB//bglA//panE//cpsG//spy//guaC//aroB//cof//dinQ//cbeA//fimI//sutR//yoaB//alaS//yjjW//lolE//hisM//umpG//nepI//queC//fmt//nirC//btuF//nanS//yfdS//trpC//ulaC//rffT//fimC//hisB//panE//gor//deoR//syd//narK//zntR//frvB//ldtA//ymfK//zntR//zntA//rfbB//holD//hyaD//arsR//malI//fbp//tsf//cadC//mazF//nrfG//guaD//kdpA//dacD//rfaC//elfC//tusB//rng//ppiA//plaP//yhjV//ygfI//tsaC//yebZ//tktB//yhjD//aroG//adk//xapR//artP//exbB//phoB//yqjI//ybbW//yahK//mdtN//frlA//yjiY//lldP//yfbU//fimF//csgA//insA-1//dgcF//yqiG//copA//ilvA//sapD//dcd//nei//recA//sbmC//trg//surE//ung//yfaU//nfsB//nirB//ulaE//zraS//mzrA//hisS//flgG//gudP//serC//lpxP//mazG//hybC//cysB//mhpB//ygeA//ibsD//entE//rhmR//yahN//fliD//araC//ttdT//yciG//atpG//focB//galM//kdgR//epmB//mlaE//dctA//ykfI//yraJ//recT//aroF//yhfK//yfdO//ndk//sfmF//cusB//yghB//trpC//fkpA//btuD//rsmF//sbcB//rbsK//ynfK//araH//rcsD//topA//kefB//rsmC//dgcE//fryC//rnr//nrdD//cra//wecE//yphD//yfcS//nlpE//ycfL//yghO//ispA//sbp//erpA//rraB//parE//guaA//frdC//hprR//casE//hfq//yjjI//mipA//nrdH//yiiM//hemG//modC//hflX//glk//entD//lasT//hcaB//murA//cadC//cutA//waaZ//yfeO//yjiA//yaiP//purU//sgcR//yfeD//tesB//cysZ//gpp//ampG//dinQ//tcdA//yjcO//malG//sapB//eutK//hemD//potB//glmU//rlmH//acpT//ada//mdtJ//gldA//manY//paaC//argO//yhhY//cdd//ydeE//thiH//yagG//ihfB//uidA//arcC//aer//glpX//hofO//ccmG//cecR//diaA//acrZ//ileS//proB//ydhQ//hiuH//ada//frwD//yeaD//mdoD//yaiV//csiR//mrdB//aroD//galF//dam//secG//yafS//msrP//katG//rpoA//flhA//aroC//valS//puuC//tauC//degQ//hisH//epmC//yiaB//rpoA//aaeR//narL//aaeR//secE//abpA//rpe//yejE//uspF//mcrB//ibsB//ydhQ//pstC//degP//yahN//ghrB//recO//yciT//recN//kdgT//ptsN//yhcH//yhdZ//phoQ//mdtF//bfr//rtcB//mdtI//aroK//fepE//sppA//murP//hpt//plsC//rhmR//trpR//zraS//rcnA//argK//alaC//uxaC//hdfR//paaX//csrD//alaS//abpB//hprR//bioH//csgF//ybjI//fetA//fryC//yeaV//flgK//asnA//artQ//purR//rmuC//mngA//proC//greB//feoA//fimZ//gpr//mreC//ycbX//hexR//citC//yiiD//putA//clpX//lit//trmA//lpxL//rnr//yidK//fucK//ydiF//wbbK//ymgA//rffC//ydiP//gutQ//degQ//lldP//psd//exuR//frmA//recT//thiE//ribC//frsA//rsmI//ybiJ//ogrK//moaD//pgl//arsR//ydeE//glk//glgB//casA//rplY//sbcC//pcm//srlA//cra//mhpT//osmY//potC//lsrA//hisI//cpxR//dgcN//araF//rzoD//argD//ybjL//rluF//metB//dhaK//phoE//yhdJ//glpC//dnaA//glyS//dcuC//hflK//yjhC//napB//ygeA//lpxT//artI//sapF//lptF//narJ//oppD//rpsL//fliM//selB//yhcH//dcyD//bdcR//yidC//ahr//ydeT//cheY//hisP//rnb//msrQ//putP//hflK//dgcJ//rplN//yfeX//prfA//elaB//norR//slyD//ymgA//prmB//rlmD//hisP//yeaV//tsgA//menF//hcaF//groL//rarD//yhhY//narG//hrpA//znuC//pal//radD//cspC//iscU//casC//lptA//osmF//accB//trmL//nrfB//fumB//ynfK//gudD//pfkB//xseA//insA-2//galE//mutM//serA//ettA//lit//ssuE//ralR//tus//ycfL//fsr//tauA//recO//mreC//iclR//tdk//srlE//rbfA//prfC//gcvT//torR//garL//def//lyxK//ilvL//ligA//yfbR//phoA//emrE//mtlA//yjjI//ygbN//dicA//yeiE//yccS//rusA//fimG//norR//flgE//fimA//gapC//ykfM//srlR//hns//ydiV//cadA//pepN//fhlA//amtB//yahB//ggt//bioD//eutN//holC//recN//puuP//rrrD//idnD//
GO_0006140_6	thiG//recX//
GO_0006144_6	phnP//ibaG//hpf//yraK//oppB//thrS//entS//flgK//vsr//hycB//
GO_0006145_7	hipB//stpA//yddM//wzzE//
GO_0006146_8	rlmA//nrfG//
GO_0006148_9	betA//
GO_0006149_9	arfB//
GO_0006150_9	sfmA//
GO_0006152_7	map//pckA//yjiM//oppC//yjhG//cheZ//
GO_0006154_6	dauA//
GO_0006161_9	appY//
GO_0006163_6	crfC//pheM//ybiI//bdcA//torY//degP//dinG//nrfA//smpB//insI-2//yqiJ//mdtO//allB//sseA//yafO//elfC//insI4//lrp//hcaB//agaI//rpiA//yjhH//tyrS//rbsD//hsrA//hypT//fabI//tolR//yfeW//gph//hexR//murE//elaB//ydjJ//gltB//cspG//yfaE//bioH//lsrR//ynaE//yqeG//yjbE//bolA//patA//tdcG//dtd//citX//puuR//yoeE//tomB//metN//nadA//cobS//clpX//
GO_0006164_7	dapB//dsdC//yahD//cadB//mfd//tsgA//mhpC//fruB//ccmG//uxaC//yqiG//tilS//flhC//fliS//rpsR//yhjC//ydeM//fadK//uacT//ralR//cobU//flgE//ldrB//pdeR//yfiE//yibA//citX//trpC//yebK//hdeD//ssuA//gltP//ilvM//lacY//argP//gcvR//yedX//ydcO//tsr//yfdS//
GO_0006165_7	blc//glnB//recB//glyA//hypF//fucP//uxuA//hyaD//apaH//rhtB//dapD//yqeA//yjiY//yhcN//gltS//yeeY//smrA//gyrB//yhbY//
GO_0006166_6	ytfE//mltA//
GO_0006167_6	aaeB//
GO_0006168_7	ccmC//yeiL//
GO_0006171_9	ykgA//
GO_0006172_9	phnO//
GO_0006177_9	nlpD//nrdF//rpmF//
GO_0006178_7	malG//
GO_0006183_9	yjaA//
GO_0006188_9	yggN//amiC//perR//gcvR//
GO_0006189_10	atpH//cpxR//
GO_0006195_7	fucP//yhjA//
GO_0006203_8	mug//asnC//
GO_0006206_6	kdsC//cysP//rpsO//insI4//hns//rpsG//fixB//pntB//galF//focB//yjhG//rpiB//tus//rutR//rluD//prfA//ycaO//yjcS//sgcA//purN//ffh//yccS//accA//sucA//dgcN//dhaM//
GO_0006207_8	pepQ//yhjV//cirA//dgcZ//hyfF//
GO_0006208_7	pgpC//mhpT//sbcD//araA//ynfF//appY//moeB//ileS//yadK//lpxK//preA//mdtE//yejA//
GO_0006209_6	cmk//
GO_0006210_8	mug//
GO_0006212_6	ssuB//sgbU//rsgA//mukB//ydcS//pta//yahN//apt//yihQ//ybjC//yjiY//
GO_0006213_6	endA//ansA//rluB//menB//ribD//otsA//ampE//csdE//ftsY//hprR//kch//yfgJ//speF//nikC//kdpD//ybjL//
GO_0006216_9	yqjA//
GO_0006217_9	maeA//
GO_0006218_9	ydeE//
GO_0006220_6	plsX//rnt//dedD//yfbR//tnaA//ldtE//yfhH//cpxA//rlpA//ynaI//pstB//rlmB//dusC//dppC//cnu//rraB//ygfZ//ulaD//fliM//fumA//
GO_0006221_7	acs//zur//bdcA//idnD//ibpB//pdxB//bamC//flhC//ulaB//yehZ//yqgB//tnaA//gadE//
GO_0006222_9	waaJ//
GO_0006225_9	waaZ//
GO_0006226_9	yfbV//lptA//
GO_0006227_9	ybdZ//
GO_0006231_9	mngR//
GO_0006233_9	alkB//
GO_0006235_9	fimI//
GO_0006241_9	dgcN//
GO_0006244_7	rhaB//rlmC//bsmA//ydhQ//rmuC//higA//rapZ//
GO_0006259_5	ygbN//ybcQ//pliG//relA//holE//yjcE//rpmH//murJ//dkgA//kdpF//ybiW//rcdA//tolC//ykgO//yfeD//yehC//livG//tdcE//asr//yieE//ribA//pyrE//entE//gcd//aroB//menH//oppA//hofP//malZ//cysC//hisH//pflA//ftsL//htpX//fepB//gudP//tauB//ybhJ//ffh//fliG//setB//pagP//hisG//ebgR//ampE//trpC//djlC//cmtA//mppA//clsB//rcsF//serS//bioF//fmt//trxC//suhB//hscC//yfiE//yceK//frwB//rdgB//ftsY//csgB//ldtA//yggF//hdhA//thiM//ydfH//tdcD//btuC//topA//alkA//folX//yeaE//ybaL//yojI//uvrY//ilvN//acrZ//rfaH//btuE//yjjI//hiuH//kdpA//cysD//slt//abgA//yciH//ydiP//dgcE//rutD//ulaB//hflX//katG//plaP//pal//ihfA//kbp//waaQ//nadC//iraM//dcuR//uxaA//trg//ilvC//cadB//plsB//dsdX//yehP//ybbY//rzpR//pphA//yedL//moaE//fecA//lysO//rlmG//hinT//fliA//tolB//ybhI//dsbC//hisG//rsmD//frvB//ycjP//gyrB//yfeO//yjhP//fadA//rodZ//recO//yjhH//elyC//ltaE//yjaZ//dapF//ygbI//mscK//chbG//cpxA//nrfD//tus//ygfI//ydfD//pykF//exuT//ptrA//
GO_0006260_6	rpsD//flgE//tauA//uvrA//fepE//proQ//yaiW//rcsF//def//yghB//envZ//waaF//agaD//nrdE//yfaV//adeD//gcl//mutM//ddlB//ulaR//ssuC//
GO_0006261_7	moeB//nupG//plaP//purC//hokB//alaC//fadL//nuoH//alaE//hisA//flgJ//dmlR//
GO_0006265_6	mdtC//glpC//ydcS//ihfA//mnmC//
GO_0006266_6	aspS//iclR//mdtQ//
GO_0006267_5	emrE//
GO_0006268_9	rseB//cynT//atpD//
GO_0006269_6	zitB//
GO_0006270_6	sufA//actP//sdhE//phnL//rodZ//lexA//
GO_0006271_7	iscR//nuoE//glrR//
GO_0006274_6	phnN//
GO_0006275_7	tas//deoD//ydeO//tufA//tsaD//flgK//fhuC//tufB//yehT//
GO_0006276_3	cueO//yjhP//hprR//rfbX//alaE//nei//rnb//greB//
GO_0006281_6	sgbU//lysS//kdsA//flgB//cpdA//kdgR//yihS//waaF//rplP//sapB//mdfA//marA//ulaE//dcd//rpnC//rsfS//eutD//trkG//argI//panE//clpP//murC//dppB//nrdB//ligA//spy//queG//yhdJ//yfdK//grpE//panF//adiY//caiB//ygjH//cpxP//yidZ//pppA//ftsL//fhuF//nimT//fliL//nth//scpB//artM//cadB//lysA//epmB//hemL//secD//kdsD//mreD//allS//rutB//hisI//rutG//
GO_0006283_8	queF//
GO_0006284_7	ypdF//insF-1//glnA//glmU//mdtM//gloA//
GO_0006285_6	dmsC//coaE//dnaN//atoS//amiD//
GO_0006288_8	cdsA//glmM//
GO_0006289_7	ypdC//nrdE//
GO_0006298_7	ybcF//nrdD//fkpB//nadC//tatE//sodA//uhpA//chbA//srmB//ymfA//
GO_0006301_7	ydhC//gadB//kbaZ//cvpA//
GO_0006302_7	yeeL//cbtA//mcbA//ybhG//fadL//eutN//topB//clsB//glsA2//
GO_0006304_6	fecC//znuB//yqcG//intA//yjeI//ymfK//thrC//djlC//flgK//
GO_0006305_7	speE//ybjG//yjaZ//hybB//
GO_0006306_5	nikR//tusE//rutE//glxK//
GO_0006307_8	potI//rplT//fucK//yhaM//gatD//
GO_0006308_6	thiL//pdxK//rhtC//ariR//fadB//ypdA//recG//ybcF//mprA//ycaN//lipA//yjbH//
GO_0006310_6	tdcC//mlaE//hdeA//yaaU//yobF//opgG//nuoH//iraM//asnS//sdhE//insA-2//nepI//secE//yibF//hexR//fadH//srlB//citC//mtlD//rcnR//yggD//menC//hycA//pgk//dld//rdgC//allB//rplA//trkH//rmf//preA//yejA//accC//yjhH//rsmD//gltS//prs//tdcG//rfaG//ybiA//dgkA//appY//baeR//
GO_0006313_4	yhdZ//zntR//yeaV//lapB//ccmH//fadE//gadB//
GO_0006323_7	nrfD//
GO_0006325_4	galR//
GO_0006351_6	arnA//pepB//asnB//setB//rpoD//lpoA//wcaC//msbA//mutY//ypdB//pheT//yjiR//yqaA//ortT//frvB//hisI//glnE//hycB//uxuA//clsB//yahI//rplS//thiG//hypC//yddA//npr//gapA//mqsA//fabG//surE//frsA//pnp//dicA//entB//ydhK//yafC//rsgA//ccmC//lpxC//chbB//arsB//sulA//yraH//ralR//chbF//ykfI//csgE//adiC//ydaC//hicA//iscS//chbC//chbC//tqsA//yceO//ybiH//fumA//cheW//yfcG//bamE//rimO//ycfJ//accD//dgoK//yddM//pnp//eno//lolD//dgcN//blc//yfjR//lpxK//rlmF//yceK//tig//rhtB//btuF//abgT//asmA//tamA//entA//ulaD//yiaA//caiB//nrdH//panZ//ariR//arcA//ushA//tilS//purD//uof//kefC//bcsA//elfD//narV//ybjN//pcnB//mdtK//ssuB//dhaM//patA//cas1//evgA//insE-1//fdrA//rpoS//chbA//moaD//hyfR//yidQ//fdoH//nanA//yjaZ//dgcE//trmO//recG//yabI//pdxY//
GO_0006352_7	rpmH//ribA//nudF//gsiD//
GO_0006353_7	ycgR//narY//
GO_0006354_7	hybO//patZ//yibH//
GO_0006355_7	mngB//mtlA//emrE//cysI//prpR//artJ//ttdR//xthA//entB//yhbS//nagA//rbsK//mdtA//fis//ptsH//ssuA//entD//trmD//yoaB//yajL//edd//tehB//arnF//ypdB//frdA//radA//rfbC//prfA//sucA//fkpA//hupA//xylE//gntP//rsmH//ybdM//yajL//mntP//uxaB//puuB//hcaC//mtnN//sdhA//flhD//evgA//yfdG//eptB//rrrD//kgtP//rarD//cpxR//ulaG//paaC//yihL//yhaV//cadB//rhaR//mlaE//rpmJ//argH//pheA//glnH//pdxJ//actP//ynbD//sspB//tsaB//metE//pflB//metI//psuG//pppA//menE//yqeG//wzyE//fieF//torC//dsbA//ybgP//galU//fbp//rlmC//ddlA//fdoH//ilvA//nrdR//pagP//qorA//rtcB//zinT//sodA//hofO//ybiJ//feoC//ybaK//pyrE//secB//gppA//yfdG//galF//hprS//rplT//yehW//kdpD//lysS//acrE//yjgX//cbrA//hscC//torY//nikC//yhdZ//nudG//ygfZ//hybO//malG//pepQ//norR//ybdR//metQ//araD//nikA//envZ//insI4//hybA//clpP//cecR//casA//basS//ynhF//ptsP//allS//hslV//garD//pdeH//pgaA//bsmA//yecS//ppsA//fimE//ascB//wzc//yjhH//thiI//nuoH//mnmA//soxR//uhpC//sapA//yiaT//flgG//mgtA//pflA//nemR//thrL//frvR//plaP//sohB//hcaC//nudC//livH//umuC//ytfQ//ribA//dapB//yfgO//mtlR//iscS//fhuC//rlmC//gapC//yiaA//rpmB//lpoA//guaD//yabI//rnpA//ccmF//ptsP//fdhF//uxuA//fixC//yjhG//ribD//ybaM//yfcP//ridA//yqeA//rpoS//insB-4//yfbS//gcl//fnr//mhpT//dinQ//agp//ttdB//tdcC//rpnC//hybC//dgoA//gltX//dapB//cbl//etp//infC//ygfI//groL//leuO//glnA//soxR//tadA//oppA//ydiO//deoB//ahr//vsr//ygfA//yeeJ//tatD//nfuA//yfeX//dcuR//gcl//ttdR//yecS//etk//ftsH//tatD//yidZ//gadB//hisB//yfaL//metF//acrR//nsrR//mhpT//ibsA//minD//rfbB//murE//chbB//rpnB//trmJ//mliC//yaaU//yfeD//artQ//nlpA//rzoD//mlc//alsB//srlR//yidQ//yhaM//rpsP//yqiH//rhaD//pgaD//hicA//ybdN//glrK//
GO_0006357_8	gcl//
GO_0006364_9	sfmD//ribE//elfA//ravA//sufB//malG//cusA//mobA//yigB//putA//minE//fliZ//lpxP//crr//ftsY//cspG//rrrQ//insB-4//ycaO//dnaN//tdcD//ydcO//cvrA//rutR//fucI//erpA//luxS//chbA//rbsR//recN//ompW//mocA//xylE//tatC//yihQ//sufS//phnH//mglC//nudF//alkB//prmB//chpS//endA//
GO_0006378_8	dppB//ldtB//
GO_0006379_8	greB//
GO_0006382_8	sgbE//
GO_0006396_7	tatA//bcsA//ynhG//yfdS//murC//yihV//bioD1//idnK//deaD//asnB//ndh//lpxM//plsX//metE//glmU//dosP//hrsA//rplW//ldtB//guaB//lldD//pbpG//yabI//nrdA//tdcR//thiD//groS//rcsD//ygbI//galP//dicA//crr//glgB//cutA//yhaJ//cydA//yfcS//rnlA//dnaE//wecE//waaA//mprA//apaH//ilvI//pgrR//yahB//bamC//yihL//ulaE//nupC//yccX//glcB//mdfA//gntT//fimC//coaD//yohC//yeeL//ygiV//ygcW//gsiC//ydaC//yeeA//hyfC//torI//recD//yejB//ybdO//priA//narZ//opgH//oxyR//rpsK//intF//ydaN//malE//pepQ//yggX//katE//ecpR//thiI//pdxK//hofP//adiC//ung//yieF//nmpC//chaA//hcaC//torD//rimP//valS//fabR//ybiI//bglB//ftsW//cptB//afuB//lysP//dgoA//fadH//xylF//
GO_0006397_8	lyxK//dppD//mukB//
GO_0006399_8	ydcM//ydjH//setB//yajL//pdxH//yiiM//manA//yihX//emrK//hxpB//rpsL//ybjN//yfdR//wzyE//waaH//alsC//rhlE//ygiV//pitB//wzzB//abgA//dinJ//sufC//uvrC//cheW//glmS//rplB//uhpB//ydiR//fdhF//ygbI//acpH//rpmC//yihW//yebG//maoP//lgoR//opgC//apt//ccmD//modA//mreB//envY//yfiE//valS//ybdG//wecC//rluB//pyrD//hisM//pinR//tdcG//fbp//lacI//ygcO//ycjQ//ddpX//insE-1//yjiA//gcvT//gabT//yebC//mreB//yphD//dam//mltB//sixA//yiiE//ybeQ//ynbD//hflC//ogt//lldD//speG//ldtD//lysO//narI//asr//dicA//ftsL//torZ//dgoA//
GO_0006400_7	btuE//nikE//qseB//nrdD//ydjJ//narX//queE//hemA//galP//fryC//glxR//phnL//der//fabH//recE//ubiF//yagI//yjjG//rarD//amiA//envR//cysA//queD//ppiA//yddL//glcE//yfeO//clpA//agaR//obgE//rimJ//hokE//secB//ypdA//ypjD//ydiK//rpiB//focB//rplA//rcdA//basR//lgoT//tamA//ydjM//nrfC//kdgT//lptA//galP//lacI//
GO_0006401_6	rcnR//ycfJ//yfbS//yicJ//fetA//ftsW//hns//yfeW//gcvP//ybiY//cysI//ghoT//ykfM//potI//recG//hxpA//fruA//sdaA//dnaQ//ygbI//csgG//dgcM//
GO_0006402_7	tilS//ybdH//nhaA//miaB//matP//abgA//kduD//ybjC//gldA//csrD//mipA//
GO_0006412_6	mhpB//ypdC//acnA//fimE//tynA//sdaA//ibpA//csgA//pspC//dinB//glyA//lptD//lapA//lysC//rutB//rutG//nagC//gcvA//tsaC//dcd//xerC//higB//pgpB//yfcS//ycjY//fdnH//hypB//xapA//paaD//ldhA//dmsC//ascF//narU//csgE//syd//osmE//flgJ//ydaN//otsA//creC//sspB//ettA//envY//dsbB//dhaL//napD//yfdC//wcaB//yhdZ//pyrF//sapB//
GO_0006413_4	yajR//mcrA//murG//
GO_0006414_6	mrcA//mreD//gspF//pheT//nrdR//gshB//gpmA//wbbK//glsA2//
GO_0006415_7	shoB//yabI//ydiB//mutM//cho//arsR//murD//
GO_0006417_7	mlaB//nlpD//panD//adhP//fixA//aroL//cysG//fruB//nikA//trpR//intE//ung//aas//acrR//feoC//gsiC//agaV//pitB//yjfF//epd//recF//serB//yddG//clpX//yiaM//trmI//yiiD//gsiC//yhaO//yidH//frdB//feoA//fruB//rplC//tesB//glpF//cedA//leuS//ptrA//
GO_0006418_7	hpf//yijE//gcvA//ftsQ//hpf//guaC//ampH//proX//adeP//kbp//ispG//gatD//folC//yefM//lpxB//sufS//hemE//fabH//murR//waaA//sfmH//queD//yedP//mtn//polA//
GO_0006419_8	rpsQ//
GO_0006420_8	rng//
GO_0006421_8	putP//
GO_0006422_8	yigB//
GO_0006423_8	pnp//
GO_0006424_8	murP//adhP//
GO_0006425_8	ydhJ//
GO_0006427_8	secD//
GO_0006428_8	topAI//
GO_0006429_8	kbaY//
GO_0006430_8	treB//cydA//
GO_0006431_8	rfbX//
GO_0006432_8	pyrB//xerD//
GO_0006433_8	dpiB//
GO_0006434_8	phnO//
GO_0006435_8	argR//
GO_0006436_8	tilS//
GO_0006437_8	ybiX//
GO_0006438_8	yggW//
GO_0006446_8	aroH//pdxA//mntS//ydiQ//uvrC//purT//recA//
GO_0006448_8	dppC//rplR//yqeG//trpA//ridA//
GO_0006450_4	grpE//astC//gpmM//dcuA//tnaB//mraZ//hypA//ppiD//nikA//rclA//
GO_0006451_7	truC//
GO_0006457_3	murQ//agp//puuC//lysO//aidB//purF//cueR//pgrR//hisS//ydeI//higB//glcC//ampE//ubiX//yjiY//fhuB//bglJ//metK//malX//aroG//chiP//bglB//metQ//fumB//amiB//nusG//ydhJ//ynfL//wecE//tcyL//dxr//hofQ//tyrR//rpiB//puuA//casA//ycbX//hypD//gloC//dut//
GO_0006458_4	opgE//rsgA//fabR//nadB//nikD//hcaB//pdeK//glcF//
GO_0006464_6	uxaC//mdtI//yieL//tar//yiaL//cusB//tusE//bluF//ugpC//serB//glpT//yegD//rfaQ//nrdD//yfbV//atpD//dinB//pheP//ymgA//dppC//blr//bssR//srlD//rhaD//rplM//yghG//napD//yieE//yfdR//tbpA//yjhI//sbcD//cusR//mtn//agp//rhmR//yfdK//ompF//sucA//frsA//recF//menF//satP//ppsR//ybcM//hemA//appB//ppx//waaO//hokE//yfiR//ybhI//frmR//lspA//acpS//allD//dnaQ//sbp//ygfZ//betT//folM//potG//cobB//dtpC//yhbS//abpB//clsC//glpG//rbsR//yebC//kdsB//metK//folA//cspA//tusD//yihR//cusA//leuE//cynX//nmpC//ydiZ//ridA//dtpA//fic//lldD//murB//ssuD//yahO//yhjA//ccmC//hemH//baeR//blr//ddlA//fetA//hha//ilvE//setB//mepH//entH//yibF//tatD//tktB//arsR//sanA//rplA//uacT//greB//ybjG//opgC//dmlA//tsaE//rplT//ghxQ//xylG//sdaA//setB//yohD//bolA//nupC//pppA//aaeR//galM//pdhR//dnaC//alkA//hycH//thrL//yjeH//nimR//cspB//yiaF//xylF//glnD//nudG//ampH//wzb//hcaR//narZ//glnQ//kbp//hdeD//
GO_0006465_6	csrD//mgtA//fes//
GO_0006468_7	lpxC//narW//citE//rplS//ptsN//basR//plaP//mprA//xdhB//rplL//adiC//rplM//acpP//rhlE//uidA//ycfL//hyaD//avtA//mdtK//hokE//ariR//mtn//gmk//xdhB//ampD//exuT//phnL//frwC//mdtG//nrfC//soxR//ubiI//dsbC//osmC//tqsA//ghxQ//ulaG//dtpB//galS//waaH//yabI//hemF//rlmG//surE//prs//tus//yhdX//rpnA//araA//ybjC//ydcM//csdA//tadA//
GO_0006470_7	cspE//bhsA//yciE//ltaE//tas//cadC//prpC//rplO//cpdB//allB//glsB//aroB//degP//creC//cstA//ygbM//
GO_0006473_8	glvB//mepS//relA//purU//glnL//argE//gcvH//accA//kdgT//emrK//amiC//lysS//
GO_0006474_6	cusF//sdhE//gyrB//soxS//ycbU//
GO_0006475_9	mdtI//ydeI//
GO_0006476_8	yaaU//araE//yfeD//
GO_0006479_5	acrA//yqiH//glgC//xylF//dmsA//rsmG//tauB//yciE//
GO_0006480_6	pepN//
GO_0006486_5	ygfZ//
GO_0006490_5	preT//
GO_0006497_7	mdtP//
GO_0006508_5	rfbB//cysK//yfdG//yfdC//yagI//cho//rffH//dacB//tusE//uvrY//tdcE//gcl//yojI//asr//yhaO//rpmA//rluA//cusC//dapA//hypC//ydcO//tyrR//casE//mobA//narQ//sfmD//ygiN//truA//yiaA//ybcM//aroL//kduD//lrhA//mepM//ybcM//uxaB//lsrG//hcaC//gpsA//katG//rbsC//rpsM//lysU//waaF//yccX//rnlB//hyaD//asmA//lgt//nhaB//yfcA//frvR//ydiK//alaS//dicC//
GO_0006515_7	gltK//alsC//dgoA//betI//
GO_0006517_6	zapC//murQ//hyfC//speB//
GO_0006518_5	ycdX//pldB//lamB//ybjC//rpsR//araF//tdcD//rlmL//gsiC//murR//yqcG//waaC//ygfI//ligA//sdhC//nemR//galP//yjiM//ydfH//mngB//fucK//alaS//dinQ//cheB//atpA//ybiW//fucO//cspC//xisR//yafS//yhjV//gspE//yjjI//edd//bsmA//yjfP//cmoA//kbp//ycaO//patZ//exoX//ykgM//rpoA//manX//prpD//ydcI//fsr//ycbV//ftsI//cyoB//metE//nadB//gmk//yihR//lplA//ffh//yadN//yiaM//yfcF//rclR//tusC//puuE//lnt//yebQ//rsmE//sapC//proS//uxuR//fliM//gpmA//sapB//yieF//amiA//umpG//ygbL//ycjR//minD//
GO_0006520_4	decR//murI//astB//sbcD//ibsD//surE//clsC//yfeW//arnA//lpoB//cysA//hflC//tolB//tatE//yebZ//yghG//srlA//upp//tpiA//trmD//yidL//yraJ//pyrC//vsr//yghB//rcsD//lplA//recR//wzc//galU//yihS//rbsR//frwB//iclR//yiaN//pgaA//malP//alsC//malF//truB//rffC//yehT//pta//osmC//slmA//betT//dhaL//trpGD//nhaA//ynfL//hsrA//gadA//cmtB//acrB//garD//yebQ//cpxR//scpC//soxR//pspA//moaC//elfG//yidA//mdlB//allD//rffM//ade//skp//metF//yddA//poxB//aldB//rtcB//yfbU//mlaD//afuC//lsrC//yfcV//ddpX//hybC//rhaB//hemD//mdaB//waaF//mocA//yejB//csgE//yehB//eamB//obgE//yiiE//nagZ//hldE//ynhF//rpnD//mhpD//yjbF//glpF//hcaF//znuB//tamA//wcaC//ytfP//ydeP//ogt//dacB//tmcA//ybcC//dgoT//lepA//ydcO//yhaJ//phoB//speC//pykA//nanK//trxA//ubiE//htpX//rfaB//zitB//lolC//hybC//lpoA//dld//yfbU//mdtE//recX//secA//rimO//ung//nuoI//yceO//yieL//mtnN//trmB//ftnB//pinE//dhaL//ilvH//insE-1//nlpA//opgE//yfcF//mdtP//tolC//rffH//yodD//yfaU//flgJ//alsC//fryA//galT//yiaT//lptF//tdcF//yejB//emrY//insA-1//csrD//rplR//moeA//iclR//ybgP//frvR//ihfA//speD//flhD//sgcC//cbl//secE//tcyN//yegV//ydjJ//wecA//betB//dpiB//cheY//rnhB//aslB//tamB//sufC//yobA//selA//alaS//ydfD//ycfS//birA//dnaA//lpxD//ycfS//ybcM//rimJ//fumA//setC//galU//garL//narV//narW//iclR//yieL//nadD//
GO_0006521_6	tcyN//rdgC//cbrA//
GO_0006522_7	rseP//rplR//paaE//katE//ykgM//pyrG//folP//
GO_0006523_8	yjjX//rutB//tktB//insK//
GO_0006524_8	narL//ygaZ//ftsI//
GO_0006525_7	frmR//wrbA//pgaA//yihL//yfcF//kup//lptC//ykgO//yidQ//ftp//nimT//asmA//csgD//glpB//srlE//zapB//allC//thiH//rcsF//ruvB//waaC//
GO_0006526_8	xylH//ybiV//mrcA//ycjU//cobU//truA//srkA//pitA//yibA//afuC//basR//ligB//cydB//
GO_0006527_8	fepB//yfcV//zitB//mazF//rplD//eptC//emrY//ileS//fimC//
GO_0006528_6	tdcC//adhE//sdhA//grpE//
GO_0006529_7	rph//tnaB//
GO_0006530_7	znuA//glpC//
