#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	kdpB//fiu//narV//hmp//
GO_0006139_4	prpD//pphA//dppF//yccX//hlyE//codA//hscC//clsC//casC//glpK//ldhA//glcB//cheW//mcrB//hprR//poxB//csgB//eutB//dmlA//panE//ilvC//hha//rseC//kefC//bluR//cysH//tisB//mdtJ//carB//gpp//insB-4//ftsK//dppA//ygjR//rayT//mepM//ybjC//murQ//kefG//hdeD//pepB//rimK//panB//dgoD//idnO//eptB//phnK//aer//kefG//waaC//nikA//clpA//nrdI//abpB//sgcR//deoA//tusE//hicB//cpxA//yibT//prfA//dppF//citE//exbB//gppA//scpB//gcd//mraY//metN//mnmG//cas3//yagF//phnL//nimR//shoB//yfcV//qorA//bfr//proV//hemE//hyfC//ybcL//lsrD//fkpB//yajQ//dam//chbG//oppA//aqpZ//ndh//copA//cysE//hsdR//sseA//queF//nsrR//yjeI//yhaJ//glmM//ybiJ//treB//tmk//queG//yiaM//hflK//tdcF//lpxM//recJ//agaI//yhbY//uxaC//gntU//ubiF//nlpA//tynA//lrhA//dinQ//rbn//mdlB//ftnA//creC//sgcX//glnS//lpxC//yqhC//gntR//gcvH//epd//ydiZ//glsB//xanP//pyrH//elfA//yqeG//ybaE//cyoA//fixC//uhpA//ykgO//waaZ//polB//ttdA//ygcW//nrdG//pntA//ridA//insH-6//carB//fliA//leuO//sgcC//fadL//arfB//nhaA//ypdC//livJ//gltP//hisF//spy//fadB//ogt//dgcZ//sufC//alaC//apt//prc//eno//ypdC//rcsF//ybdN//yqaA//ilvE//moaC//fepB//srlE//galR//msrB//dapD//yijE//adhP//msrP//agaA//yfiC//blc//matP//opgC//rnc//argC//yrbG//pgm//lpoB//umuC//fadM//ndh//pheP//gudX//iap//dgkA//gadX//napC//mltA//flgI//proV//tolC//yhfK//chbR//rbn//asnB//waaF//wcaC//csgF//yigL//ygbM//grxD//mntR//hslV//acrD//osmE//emrB//glnK//yhbS//paaH//rpmC//dtd//dgcE//rplI//ykfI//pspD//gmd//frdC//dgcM//nagE//fepG//rplB//cysW//pgaD//katE//dcyD//ydiP//rbsA//yhjV//ytfQ//yfbV//yibF//pnp//lgoR//thyA//potG//pdhR//cobU//yghB//yidP//nagB//eutB//yggN//sodA//nfo//ppsR//frwB//fdnH//rnlA//yciV//hypA//casC//yiaO//pspD//hns//ybiH//tolR//recT//rof//marR//menE//ndk//yphC//chaA//yceK//galR//galU//asr//yjhG//rfbB//nac//leuB//topA//elfD//potA//kdgK//csdE//yjhH//yieK//pdeK//dmsB//infC//agaW//ybeQ//dadA//tamA//proP//ydbK//yhbX//yhdX//ycjP//yjaZ//higA//mhpR//yahO//glgB//xseB//agaS//tus//pldB//murF//tmk//nadA//rfaB//mglC//trxC//fiu//relB//idnO//tolB//apaH//yeeY//sdhA//clsB//tusE//fhlA//polB//ttcA//envR//cysE//ptsI//potC//lrhA//gcvH//frmR//eptC//csgF//nanA//clpA//alsE//tldD//dgcM//livM//abgR//rpsD//citT//nupC//fbaA//flgK//yhjA//gspJ//mnmC//potC//dsdX//glpC//pgaD//rrrD//grcA//melR//secM//mdh//gltI//glrK//flhD//lipA//yfdR//sugE//pmbA//otsB//cusB//lptD//ftsP//yohD//yqcC//fliD//hprS//yahK//yfdS//pepT//paaA//higB//mnaT//fadK//mppA//cnu//birA//hycI//skp//tatE//cbtA//metQ//gmhB//cra//kduI//hcp//ogrK//hflK//nagA//hprR//clsC//frwD//parC//folX//entB//rpmF//fabH//chbG//gor//yafC//rfaG//ppiC//yafQ//potF//dbpA//malQ//secG//fecB//cdgI//hycI//rpiA//ycfH//rsmB//iscR//serB//cyoB//kefG//pbpC//rcnB//btuC//hofC//dcm//rpoD//rmuC//sucB//frsA//tpiA//ortT//yiiD//yjjX//rutR//waaG//uup//intA//cstA//ynhF//glmS//frlA//dmlR//yidK//gatD//uvrC//glpK//yfdO//exuR//ptsG//ptsI//dgoR//ushA//ghxP//alkA//epmA//pheA//feaB//uup//ypdB//hcaC//lolE//orn//zapE//rssA//ymjB//tdcC//rpsG//rdgC//torS//lsrA//yaiW//dgoA//asd//abgA//lsrC//plsC//purF//trg//mog//dacD//fimB//moeA//lrp//insB-2//ftsE//ade//thrA//lysS//yiiD//cysK//livM//fliS//cusC//gppA//lolC//xylA//envC//tilS//folA//ilvE//cspB//yfcF//recO//ydeE//alkB//sgbH//cusA//rplS//zur//waaF//rhaM//frmA//lsrK//pth//lgoD//yrdA//malY//yagE//sppA//mscM//mdtM//mipA//lpxH//mutL//npr//rnb//clpB//yegT//nadD//zitB//panE//hfq//ybcC//rppH//rpoS//relA//ahr//insI4//narK//paoC//ybeY//gshB//plsC//cpsB//ydiK//dnaA//rclA//yihU//pyrG//rpnC//rlmH//rpoS//gshB//paaC//nuoH//dhaR//xapR//eco//higB//wecA//glnB//puuP//hpt//kbaZ//dsdA//metI//entS//ompA//yjfP//cobS//chpS//yhhZ//pyrE//rbn//insH-5//nudB//hybE//psd//argB//oppD//yfdG//abgR//rayT//yciG//yehD//yjhP//mdtO//nagZ//treF//trpB//pabB//mak//ung//sseA//dgoK//bioD//cmtA//yiaF//rhaS//recN//mreD//ydcO//yafE//hokE//ynhG//
GO_0006140_6	nudF//tomB//
GO_0006144_6	garD//infB//alkB//mppA//evgA//flgK//aslB//cof//ynfK//dam//
GO_0006145_7	ycaO//cysW//hisD//hofC//
GO_0006146_8	rplC//alkB//
GO_0006148_9	mog//
GO_0006149_9	yajQ//
GO_0006150_9	garR//
GO_0006152_7	rutB//lysP//cyaY//yceO//mhpD//ybaT//
GO_0006154_6	minD//
GO_0006161_9	hflD//
GO_0006163_6	ybiS//amiC//glcC//relA//der//argB//ulaA//ompG//ygaH//ftp//symE//yedX//hypB//chpS//insH-5//casD//nirB//torS//phnM//ttcA//ydeT//yjiX//yieH//fieF//rnhB//glnQ//purC//metG//cobT//yjhH//fadI//folM//xylA//sgcR//tnaA//narY//dld//purB//entD//amiC//hemB//glpD//yiaB//yadG//cusB//frwB//ibaG//plsX//ydhQ//murI//fdnI//fdoG//phnC//ttdT//
GO_0006164_7	adk//nrdB//gshA//puuC//yhjV//ispH//prmB//entD//ggt//ptsG//ligB//gdhA//lsrK//xseA//qorA//rhaD//ldrB//yfiE//pyrG//recF//yqhC//ccmE//fadH//yifB//rraB//rpsQ//dinB//tauB//nanA//emrK//yfgO//rpmC//frdB//yccA//secY//glsA1//leuS//dcuA//btuD//acs//
GO_0006165_7	proX//yehT//msbA//tadA//nanK//rph//tolC//narZ//gpp//zntA//ascF//yjhB//hofN//insI-2//flgB//proA//dhaK//ibsB//bssR//
GO_0006166_6	metC//glvB//
GO_0006167_6	rdgC//
GO_0006168_7	rpoD//cheY//
GO_0006171_9	nfi//
GO_0006172_9	ycbB//
GO_0006177_9	aroG//amiB//sufS//
GO_0006178_7	cpxR//
GO_0006183_9	rfaG//
GO_0006188_9	tcdA//sdiA//paaF//hslO//
GO_0006189_10	dcuS//pdhR//
GO_0006195_7	ade//pyrF//
GO_0006203_8	yidP//cheR//
GO_0006206_6	glpD//marA//yiaJ//yggT//yghB//purL//greB//gatZ//yagU//psd//lysR//aslB//fbp//amiC//gadW//rplC//nanK//insI-1//oppC//ynfK//ynbB//ghoT//rhaB//ompT//leuS//lon//
GO_0006207_8	prfC//proP//iscR//flgH//htpG//
GO_0006208_7	gatY//potB//yggT//pspC//garD//patA//tsf//ccmD//dhaK//rlmH//idnK//garD//ydeP//
GO_0006209_6	rpmJ//
GO_0006210_8	aes//
GO_0006212_6	rpnD//dsbD//fre//kefG//xylR//dcm//alkA//fliM//dgt//rbsD//accC//
GO_0006213_6	abpA//cyoA//ybfE//dgoK//pdxK//ppiC//ydcI//holC//ycbB//dam//atpG//yfcQ//yfcU//xapB//azoR//fhuC//
GO_0006216_9	pdeD//
GO_0006217_9	lpxC//
GO_0006218_9	rfaG//
GO_0006220_6	fadK//purB//dppC//fucO//ybiJ//gspE//ascF//ulaR//feaB//phoE//araH//yjeI//recC//tusD//kefG//djlC//eptB//exuR//cpxP//cusS//
GO_0006221_7	napA//yebS//sanA//yciK//ftsE//cueO//yjcS//cbl//eptA//argK//priA//amiB//napB//
GO_0006222_9	chaA//
GO_0006225_9	metK//
GO_0006226_9	sapD//glgA//
GO_0006227_9	gstB//
GO_0006231_9	glnL//
GO_0006233_9	secG//
GO_0006235_9	comR//
GO_0006241_9	yqjA//
GO_0006244_7	dinG//hslR//ychH//potC//adk//tolR//cyoA//
GO_0006259_5	mazG//ytfT//motA//sbcD//aspS//yjjI//tus//yjfP//yahN//acrD//erpA//glpG//eptB//rplB//ypjD//cysK//yqeF//gspJ//tpx//lysC//ubiE//yhjB//sufE//tehA//glgX//lptE//infC//ybdM//yciF//pitA//ygjH//rutF//mnmC//ycjY//hcp//panE//yphD//bioP//aroF//dnaN//sapC//helD//yihP//gsiA//zraS//rnlB//xylA//msbA//ynfL//yjiX//insI3//uhpB//cusC//malK//ybiY//dld//tdcC//csdE//yadG//yegD//glsA//hyaD//glgX//mrr//gsiC//lptA//nusA//srlE//sthA//hybA//thiQ//yafQ//bioC//dppF//cyoC//dosP//chbR//mnmG//pdeD//yadN//sgrR//prmB//ais//ydeP//sgbH//kdsD//flgD//ulaE//cnu//trpL//argE//rnd//macA//ybgI//yfhM//metK//nuoN//rnhB//orn//folC//ugd//nfsB//tig//phoP//rhaD//nadD//clpB//cpxP//rcnA//rspB//ldtE//potG//ssuD//pncB//msrP//moaC//gltB//rlmI//alkA//hslO//fhuB//sgrT//ldtC//paaF//sfsA//insB-2//pyrG//thrA//fadE//pflB//yebK//ycjR//tcyJ//uof//dmsC//pinE//yciA//intZ//mntP//secG//trpD//nrfG//mdh//waaC//plsX//malY//malQ//hisH//
GO_0006260_6	sspB//envR//hisP//yfhH//yfeO//atoC//gatA//yeeJ//frmR//aes//malE//murJ//gpsA//malX//aqpZ//yqaE//pdhR//fliG//dcp//tisB//glxK//
GO_0006261_7	livG//ygcW//ccmC//fucA//tdcR//dmsB//glnD//proQ//paoC//rhsD//yfdC//rfaF//
GO_0006265_6	rsgA//slt//kdpE//atpH//agp//
GO_0006266_6	kbp//recF//trpE//
GO_0006267_5	gcvA//
GO_0006268_9	ariR//ackA//gatY//
GO_0006269_6	lpd//
GO_0006270_6	betB//yidC//yggN//curA//fkpB//yadN//
GO_0006271_7	ada//wecC//srmB//
GO_0006274_6	tilS//
GO_0006275_7	glrK//uspE//ilvN//hicA//phoR//hybC//ompG//dsbG//tdk//
GO_0006276_3	ynhG//ybaM//chpS//ydjE//ghxQ//phr//gltL//ddlA//
GO_0006281_6	mltA//ldtD//osmF//sppA//atpH//pdeH//ydaV//ulaD//nimR//cadC//yjhI//rbsB//gpsA//exuT//tabA//metQ//gntT//rfaQ//tcdA//mgtA//pdxB//yfdK//ygiW//rpoD//ratA//nanK//nikE//malP//ppsR//yggW//abgB//tolC//yehC//yhjB//yafE//adeP//tqsA//argR//ydiZ//yafS//nadB//narZ//fixA//yihP//ispU//rraA//kch//ampD//kdpD//phnO//hslU//ymfA//casD//pdxH//prpC//
GO_0006283_8	rfaB//
GO_0006284_7	hpt//hlyE//mscM//fepD//ybcL//pncB//
GO_0006285_6	ygeA//suhB//nlpE//recG//lgt//
GO_0006288_8	sgrR//yehB//
GO_0006289_7	norW//hycB//
GO_0006298_7	rseP//hxpA//lpxP//rfaE//fpr//curA//recB//mpaA//tsaE//yihT//
GO_0006301_7	lsrC//lolE//gcvA//torR//
GO_0006302_7	ccmG//fimH//nadA//gpr//tcyL//aroH//qseB//ybfE//wecC//
GO_0006304_6	mglB//ybjG//zapA//fliM//aroH//pgaC//phnK//frwD//oppC//
GO_0006305_7	lptC//ghxP//dnaE//bglB//
GO_0006306_5	pyrB//rlmH//pnp//uspF//
GO_0006307_8	ompC//malE//yeiL//dgcT//ydcS//
GO_0006308_6	pyrF//ackA//yegD//tdcG//fieF//nlpE//rutC//rfaG//tolQ//degQ//gatB//tsx//
GO_0006310_6	panZ//chpS//yeeO//plsB//artJ//yciE//upp//hyaC//mscK//osmF//amiB//mocA//rna//gntU//rcsD//ymdB//gatC//thrA//yfgI//casD//glpC//gadB//kduI//btuD//flhD//yqjH//yejE//paaH//tktA//glgA//yigL//tilS//ycfL//cueR//ybjD//lacZ//ychF//valS//envY//birA//ompG//ybiH//ycgV//
GO_0006313_4	nadC//nikB//tehA//mazF//cnu//spoT//xylF//
GO_0006323_7	yqiG//
GO_0006325_4	mngA//
GO_0006351_6	seqA//arnD//metL//selU//xthA//hyfA//menE//mdaB//gspE//iraM//rpiB//caiF//yihT//tisB//gpsA//ribA//rpsO//ilvA//dsdX//pheP//ydcI//yehA//csrA//yjjI//ansB//dgt//sfmD//adiC//pstA//kilR//hyaA//hcaD//dhaK//acnB//mutT//rmuC//bamB//rbn//epmC//yafN//nadD//ttdT//rtcB//nrdE//nadB//yaaJ//sdhA//gatZ//bioD1//argH//sspB//tyrS//mraY//gatZ//sdaA//pspA//torY//aroL//rplJ//mukB//ynhF//ascG//yqeG//yhdH//ydcM//hfq//thiQ//gcl//rfaD//znuA//rplR//tatD//ushA//recC//yjjW//pdeL//yagU//alr//glyS//yadV//leuA//higB//yidZ//yohC//rimK//yejB//degQ//dctR//frmB//glxK//yqhC//menF//menC//pdxA//yaiV//rcsA//fadJ//ptrA//ygaZ//yfdC//acs//uof//ivy//yqjI//frlR//yfeR//nuoL//clpA//paaX//priA//putP//mprA//mnmG//lldP//citE//cheR//pphA//glnA//yaaY//
GO_0006352_7	nanR//yjhP//fbp//cysS//
GO_0006353_7	yfbU//yieF//
GO_0006354_7	putP//tdcE//nirC//
GO_0006355_7	fbaA//bioB//cmoM//ibpB//cptB//rpsI//gshA//rclC//ygaZ//hyfC//rnd//ibpA//ulaB//yhgH//kdpA//kbp//gdhA//elfC//ytfR//cytR//dinB//cydD//ppx//ivy//yddL//cspC//ybdN//rffH//alsB//ompF//dtd//xapB//rclB//hemD//rhaM//mzrA//yggW//fumA//glnB//mglA//hybE//hisS//idnO//glnS//yciG//dmsB//lpxL//narQ//yhbQ//pppA//rsuA//ascG//yhdZ//truC//nsrR//trpGD//metF//yieH//mepA//yqaE//tqsA//fdnI//deoR//mcbA//tdk//rsuA//menD//rplP//acrE//hemN//paaA//thiQ//entD//rsmB//ybiI//thrC//rpmC//potB//hyi//pflB//ugpC//sufB//nsrR//rsmA//pepT//ubiG//putA//narQ//yiaJ//miaB//afuC//frvB//dcm//proB//gltL//trmI//udk//dsbA//yajL//cysI//sgcX//dnaJ//yfcV//folM//menF//rutA//hisF//panC//tynA//nlpA//panB//tdcE//lpd//galR//dcuS//eamB//mdtO//ubiH//ykgA//rplT//pntB//dtpD//nfuA//mreC//trpE//napD//pgsA//aspS//gltB//purC//pppA//yadV//opgD//glsA2//caiD//leuA//sapB//ttdR//mnmA//cas3//nadA//glxR//yjfP//greA//ettA//yehY//lsrK//trkA//mdtM//prmA//dgcT//sbp//chbB//cspI//gnd//mzrA//caiB//rutE//insI4//fic//glsA2//mnmE//cca//mazG//yhaJ//hcaT//ftsY//asnB//creB//rfaG//yhjR//nagC//pdeK//rcnB//mlaF//gatY//mlaE//nagD//prfA//ariR//yciK//xanP//lpxH//clsA//fetA//trpC//plsB//hlyE//ynjA//ebgA//dapF//fetA//nagB//kdpE//ldtA//hda//sgcC//nrfE//cysP//rlmL//yodD//nrfG//sodB//yiaM//entH//relE//fre//msrQ//pabA//nuoH//minD//dgoD//ypjD//yigL//tolB//rhaS//ycfS//xylG//yrdA//tcyP//gatB//ybjD//yqhD//rbsK//poxB//bioF//clcB//sgcB//aroP//ynbD//qseC//glnP//lsrD//sulA//gadC//yeeA//rimM//rplN//fepC//proA//uhpA//bglA//bfr//lsrK//rsmD//yraK//mrcA//hrsA//ygjK//cbpM//ubiA//yfcV//yahF//ftsQ//yaiW//uvrC//bioH//dmlR//fsr//queD//yagE//
GO_0006357_8	hcaC//
GO_0006364_9	metL//entF//amtB//fepB//rnlA//polA//puuA//insH-5//pyrL//abgB//ydjK//tsgA//pgaA//glpD//menE//ushA//pyrD//mtnN//cynX//arsR//artP//ygiB//guaA//nikE//pagP//ftsE//mltD//ddlB//prpD//accC//asd//hypC//lysC//fimG//xanQ//yddA//emrY//rbsD//dcd//rtcR//frdB//cydA//ypdC//
GO_0006378_8	hslU//nikA//
GO_0006379_8	pcnB//
GO_0006382_8	bamA//
GO_0006396_7	fsr//yqiI//panD//murI//sulA//gatA//metK//yciG//gltK//yeaK//tus//radA//dacB//rtcR//agp//fnr//fieF//flgE//mdtK//nanC//cyoC//modA//aceF//paaZ//ygeW//tdcB//yjjX//dinD//asnS//fruB//glpX//atpE//ppiA//yraR//nudG//kefF//mliC//yhgH//pitA//ydjJ//ssuC//gloC//comR//yjjG//ribF//pspA//dgcZ//truB//pth//mutS//pepQ//sad//syd//adiA//mcbR//topA//aroP//sfmF//bioD//luxS//prc//prmA//yhjR//tsgA//nrdR//kdgK//ttcA//ettA//topAI//yjjQ//fabI//rfbC//xerC//flgI//otsB//metB//yhjC//casC//cpxR//recF//yahF//lolA//fepG//rbsB//ascB//araD//mgtL//csgG//yehU//yihX//acs//essD//potD//aldB//ybiI//bamC//zraR//trpGD//frlB//galF//lipA//hemA//
GO_0006397_8	pitA//xylE//gstA//
GO_0006399_8	adhP//bssS//uvrY//ecpR//nanC//sufD//rnb//csrA//pgaB//dinG//fixA//pdeH//ccmG//ymgC//clpB//ompG//citX//fimA//matP//corA//viaA//deoD//pnp//oxc//relA//yidR//rlmB//flhA//scpB//mhpB//pphA//cbeA//gcvP//ygfA//yrfG//waaC//yjjU//ybhR//argP//ruvC//rssB//nfsB//lacY//alsE//ydcR//cusB//cysD//fepA//fruK//yjjQ//tdcB//narY//atpH//phoR//melB//kdpC//csdA//lpp//rapZ//kup//ribB//dadA//rimP//gatD//rlmD//wzb//selA//mngA//rffH//ybiY//acrR//glcE//idnO//elaD//flgK//nanA//pgl//dppF//waaO//truD//cpxP//bglB//
GO_0006400_7	ynfH//nrfF//rpsM//modA//rbsA//fumC//ybiX//cadC//ogrK//lolA//yahD//mazG//mnmG//gcvA//trmO//ycjQ//yfeR//yfjV//fkpB//apt//ftnA//csgA//obgE//ydcP//cdaR//lptB//murB//csgD//opgG//hisH//ptsG//insI4//yjjQ//rcdA//yahB//yicJ//ydeT//rlmG//hemA//narU//lpxK//yhbS//treF//yjhP//selU//ascF//rutD//melA//cca//
GO_0006401_6	rcnB//yfgJ//rpsT//rpmE//nagZ//mmuM//lpp//rnpA//sbcD//ykfM//ybhA//atoS//cynS//dnaJ//asnS//ybiJ//btuD//prmA//mdtF//fabH//nrdE//aaeB//
GO_0006402_7	bhsA//yadM//elyC//ompW//hsdM//queD//glrK//nrdB//ftsP//yeeY//yihI//
GO_0006412_6	mltC//oxc//ilvM//livF//cysH//ldcA//ybbN//rlmM//yhdZ//mutH//crr//fbaA//yadV//pckA//lptB//ybjG//lysU//yggT//patZ//rpoA//rhoL//yfgI//yagE//sdaA//yqcG//thiI//sdhB//ybbY//tusA//fiu//hicB//mglA//dppF//gadC//dtpC//ydcP//fadK//prs//ptsG//yieF//mtlA//fliA//ldcC//tsr//ssuD//nirC//cynX//lysU//dkgB//ycfL//yphC//
GO_0006413_4	xapR//dcuD//fimZ//
GO_0006414_6	trmH//ygdG//trxC//gltK//sgbU//setC//opgG//bacA//mscL//
GO_0006415_7	shiA//gltS//menB//tatB//rplB//fpr//yejE//
GO_0006417_7	serC//prfB//frlB//glpT//ftsI//yjaZ//rplM//cmoM//paaB//ampD//sbcB//yraK//pheM//envR//rihB//moeA//gcvP//ybiA//pdeH//ade//rutF//preT//scpB//pspG//ghoS//tdcC//atpH//actP//dppC//ydeE//yjiA//ilvD//citX//glxK//hybE//marR//exbB//wcaB//patD//
GO_0006418_7	malI//rpoA//insE-1//fucA//eamA//yiaJ//tqsA//osmE//sfmF//fadE//yfdC//nfo//betI//comR//dinQ//mdtG//ibsD//ssuB//pbpC//rhaT//fadB//intF//rplC//nuoB//npr//
GO_0006419_8	fadB//
GO_0006420_8	rpoH//
GO_0006421_8	abpA//
GO_0006422_8	yqjH//
GO_0006423_8	fnr//
GO_0006424_8	ydhK//queG//
GO_0006425_8	rpsK//
GO_0006427_8	rfe//
GO_0006428_8	yghW//
GO_0006429_8	metF//
GO_0006430_8	entF//cysK//
GO_0006431_8	rarA//
GO_0006432_8	cadA//ycjP//
GO_0006433_8	hda//
GO_0006434_8	ihfA//
GO_0006435_8	glcB//
GO_0006436_8	bglA//
GO_0006437_8	dinG//
GO_0006438_8	yphC//
GO_0006446_8	ygjK//yraH//aspC//kch//mdlB//hybB//tusB//
GO_0006448_8	yqjA//hybB//accA//glmU//nanT//
GO_0006450_4	def//hyfR//ymfA//ftsH//hflK//agaS//ftsE//edd//rluC//elfC//
GO_0006451_7	crcB//
GO_0006457_3	rzpR//yadI//kdpE//ubiA//insA-1//lpxP//aroE//yqaB//dpiB//yrdA//rplO//fepB//kbp//rfaH//ydiK//insF-1//uvrB//ansA//yfbS//treC//clcA//ymjB//cobT//rplY//btuB//yieF//fklB//gadE//cheA//recG//sad//ampG//rna//caiE//proW//argT//yegT//frlB//pncB//mrcA//
GO_0006458_4	hcaC//hyfC//secA//ftsP//wecB//sufE//sgcE//glsA//
GO_0006464_6	tufA//paaD//prpD//zinT//gatB//ykgF//soxR//ttdR//frwB//yegD//kefF//nirB//hipB//cyoD//aroK//entH//alr//murI//rplJ//ybiH//mtfA//alsK//cutC//sdiA//thiM//torI//cheR//ilvH//rfaE//hofO//yjaA//ygaH//proQ//cdaR//yqjA//ftsP//sapF//aldA//yhjG//yfbU//secM//alr//der//wecE//yjtD//tus//mglA//dgcE//ycaN//erfK//hisH//ispG//pdxY//paaA//pgpC//ribF//thrC//rcsA//rfbC//kdpE//atpE//yeiG//aidB//fliG//ampG//borD//tadA//dppD//dapB//selB//paaJ//napB//yiiE//cadB//bglA//atpC//fliS//mcrB//gmk//pliG//hha//holB//yraJ//fadL//ascG//proP//yihU//gluQ//cmk//ykgA//fixC//waaO//htpG//yiiE//radD//srlA//corA//xerC//nrfF//cpxA//lptE//pgrR//lsrC//queA//gcvT//yecS//yjcS//yejA//alsA//rluE//mdlA//phnH//yfeX//ugd//sdiA//nrdR//glpX//nuoF//yeiL//tcyL//yegD//gcd//cysU//ynfH//paaA//mdtQ//def//recE//pgaC//ybbY//garL//yoeB//dtpC//rclA//argG//emrK//ycfS//ychH//mutL//mutS//arnT//gsiB//
GO_0006465_6	nepI//atpE//ompW//
GO_0006468_7	recF//casE//rsmD//hrpA//hemN//kch//cysU//narX//cpxA//smpB//fieF//creB//trkH//pinQ//xseA//dhaM//ytfT//pheT//sodB//yohC//tufB//fliD//purR//xylH//blr//phnI//xylE//hyaA//yaaU//nrfG//surE//prmB//cbrC//yciE//citX//ulaB//hpf//ybgP//ibsB//paaJ//ypdI//ybcM//zupT//yiaA//yfbS//frwB//phnC//ydeE//cadB//agaS//murC//dmlR//adk//
GO_0006470_7	glcA//yegT//secF//ybdH//cspG//yihS//aaeB//yhbQ//xseB//ybiH//fabI//umuC//metC//sodB//uvrC//rutG//
GO_0006473_8	argO//ycjP//emrD//erpA//yidR//wzzB//xapR//yqgF//argK//bioF//ygfX//nirB//
GO_0006474_6	prpR//yciE//intZ//ygfA//yjhP//
GO_0006475_9	yfaL//ydcZ//
GO_0006476_8	dicB//tabA//mppA//
GO_0006479_5	yicJ//ycbV//hisD//ilvA//mglA//cmk//nlpD//ynhF//
GO_0006480_6	yraH//
GO_0006486_5	alsA//
GO_0006490_5	wzzE//
GO_0006497_7	nimT//
GO_0006508_5	insI-2//nikC//yccA//yfdS//yibF//lepB//clcA//glgA//lpxM//murJ//focB//rclR//rplF//rpsH//idnK//ydfD//atpF//adeD//fadL//bamC//yfeR//bsmA//tyrA//nemA//nupG//dkgA//eptB//ypdC//mdtL//ghoS//rpsG//rpoH//murQ//yibF//mdaB//rplB//ybiJ//ulaF//gadW//folX//rpnC//lsrC//rusA//cysM//rnlA//yihX//rarA//rbn//birA//rplT//spy//rseB//fadR//rplL//trmO//
GO_0006515_7	tus//paaD//preT//argR//
GO_0006517_6	etk//recA//dnaB//yjjX//
GO_0006518_5	dnaN//mlaD//ribC//tauA//pyrC//ynhF//cpoB//chaA//yjcO//yhfS//cdaR//glcF//yehC//fliA//fliM//lldP//dsbG//yadM//ybbY//fucK//hofN//rplS//crp//frwC//ydcR//dacD//entS//hyaA//yahD//yjiQ//pflA//sfsA//pphA//araH//mfd//kdpF//minE//murQ//truA//insI-1//yeeL//rcsA//yebG//yidE//cheZ//cobB//kdsB//mepM//chpB//rsfS//rluC//ralR//sulA//zur//ompC//dgcN//mliC//csgD//ynfE//dgoK//adiA//ligA//cadC//rraB//iscR//flgG//frvB//argP//pepQ//fryA//sgcB//malS//pfkB//rsgA//hisB//napB//fumB//
GO_0006520_4	ilvE//msrQ//yhjA//bioA//yhcF//rutA//ypdA//asnS//hflD//yagF//ghxP//holE//ybhG//ptsH//ybgI//rhaT//queG//nanE//flgM//waaU//accD//mrdA//prpD//ftsL//hrsA//potB//ybcQ//ravA//ftnB//yibA//btuC//waaO//yiaO//tyrB//cutA//dusB//cbtA//yibH//luxS//pdeD//nanE//rclR//hemE//recO//glpA//hcaF//yihP//yagI//acs//yegV//hisD//entC//ilvM//yciE//pykF//borD//topAI//slmA//crr//mtlD//tauD//arsR//gntR//sppA//pstA//mltD//cysN//torR//nagC//mgrB//narK//yfbV//copA//der//mrp//yihI//dppF//fhlA//potB//tdcD//elaD//ybcQ//btuF//cptB//seqA//elyC//phnK//bioP//ubiB//rfaF//araG//dcp//clpX//waaL//frr//ldtD//endA//brnQ//osmF//ygfZ//ybfA//hisH//caiB//rsmH//syd//cyoE//abgT//rpsK//yibA//ribF//hscB//yehY//acpS//bluR//xseB//fbp//nrdR//msbA//yahK//nrdH//gudP//flgA//psuT//rplJ//rnlB//yeaV//yehP//yahF//chbG//panE//ybdN//ribF//gcvP//rayT//proC//fecD//mntH//yccA//puuB//rcnA//nfo//galE//fklB//mppA//queE//amiC//maeA//mdlB//recX//dapA//nirC//napB//argO//malI//ddlA//agaD//fimD//sgrR//aroF//sbmC//yjjW//napB//caiB//aroA//lolA//yfiR//bolA//rnr//ccmF//era//ynbD//yhhY//der//yadN//arnT//frmR//rihA//gatC//ydiP//ppsA//yfbR//paoC//eutD//gpmA//dsdA//lptC//garD//sfmF//ybhG//kdgT//rrrQ//ihfA//mdaB//yoeB//kdpD//dam//hemC//rzoR//pstS//cbtA//pdxJ//lgt//
GO_0006521_6	mdlB//pmbA//uspE//
GO_0006522_7	baeR//ybjX//yoaB//panB//mnmC//cheY//hinT//
GO_0006523_8	speC//asnS//dsdA//ccmF//
GO_0006524_8	preA//casC//phnG//
GO_0006525_7	tsaC//ccmF//katG//yajQ//ytfE//cirA//gntK//hemD//mdoG//yjfP//ybiS//yddL//puuE//dmsA//acrB//cdd//topB//bioP//xylA//pabC//ldcC//
GO_0006526_8	ibsD//insK//yfdC//ydiB//yadN//yneJ//tatA//lrp//maeA//mrr//ispA//yjbG//nanK//
GO_0006527_8	ykfI//rimO//hcaF//cynT//ygfX//ade//lolC//elaA//rhaD//
GO_0006528_6	tusB//frwC//sufC//uidA//
GO_0006529_7	dapA//exuR//
GO_0006530_7	mdaB//feoC//
GO_0006531_7	yoeE//dppA//caiT//uspE//yiaA//rluD//rnlA//ydaV//
GO_0006532_8	lplA//mcrA//
