#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	murR//ulaD//fumA//hemN//
GO_0006139_4	pgaB//nanT//moaD//serS//idnO//hpf//sufB//talB//yraH//radA//fimI//tehA//mipA//lpxP//insK//ghrB//mdtB//eptC//rfbX//mrcB//marA//fepC//higA//xanQ//ribA//yieL//serC//roxA//cusR//cmtA//uvrD//rnc//potC//znuA//arcB//hprR//appA//setA//ilvL//ldtB//ynfE//rcnA//gpmM//pfkA//xdhB//gsiC//ompL//yghU//nagC//selU//frwB//cbrC//rarD//yiaO//tcyJ//secA//fmt//kdsA//hinT//ycjP//yagF//glcB//spoT//yehZ//ydiK//yggW//fimA//ttdA//garK//puuE//hrpA//mtgA//dmsB//tauB//stpA//xerD//dgoK//rpiR//ais//bioB//narU//yobA//ydiV//norR//ccmE//yehC//mmuP//recJ//tyrR//trkG//acrD//paaZ//mltD//mscK//gsiA//yhcD//cysG//exbB//rpnD//tolA//csgB//narQ//gspF//dapD//kbaY//btuB//idnT//fumB//dtd//gadA//groS//gapC//frlC//kdgR//yajD//aaeA//yebZ//lldD//mdtE//cobB//aphA//moaB//kefC//hybE//yghG//csgF//dhaK//ampD//fdnI//amyA//recJ//casB//dmsA//yciF//yhjG//ychH//cysU//trmB//ybdM//ybgP//csiD//cysQ//dauA//rbsD//fabR//rihA//rfaF//rplW//metI//hypB//eamB//potC//yiaN//yagU//nmpC//guaA//purC//nrdG//mlaF//rlmN//manZ//galR//rclA//ompL//yfdO//ilvD//yibH//rpoE//ibsE//exbB//codB//cvpA//rnlA//pinR//rsmG//torS//bluF//grpE//actP//moaC//trpL//minE//sufC//tsx//ccmD//tcyJ//hupB//alsE//dcuC//sapA//potH//flgF//ghxQ//epd//bamB//metG//waaO//yghU//sapD//apt//aroC//gltB//accD//lapA//wcaB//yneL//atpB//yhdZ//oppC//ybcM//priA//zupT//sgrR//yjiQ//osmE//yqaA//rpsQ//fdrA//frvB//atpB//ccmC//entE//nrfA//ygcO//dhaM//fkpA//leuS//pdeR//rplA//tmcA//rzoD//tnaA//tatC//artM//tauB//eutD//uidC//arnA//dpiA//potH//rpmG//fumA//dkgA//rplD//hypT//yceD//yahF//mdtD//rhmD//rnlB//dacC//metH//frmA//argK//hemC//rpoD//sodB//dppB//cyaY//fliM//rfaQ//tdcD//galK//atpF//argC//hpt//yhjR//pabB//yagE//sapD//yqaA//puuC//pdxY//glmS//rplN//hokB//dgt//rraA//yadK//yciG//mglA//rimP//mnaT//ldrD//ykgO//secM//yihP//mltA//hupA//cynT//ymgF//npr//yghU//arsC//eutN//rsmJ//rfaC//frvA//mutT//yiaU//yrdA//rffT//yhcH//rlmC//eutN//ulaF//tdh//proC//cadB//ppiD//waaA//atpB//potB//focB//yjfF//ybcC//lolC//yjiR//pth//sugE//ybjD//yihQ//dsbD//rzoR//mug//fieF//dsbB//uspG//murD//ivbL//greA//menH//slt//fepC//uidC//lpoA//mhpB//gudD//mscM//dps//thrC//osmY//paaK//yjjI//insI4//dinQ//nrfD//cmoM//lpxH//fucK//essD//citE//malG//bolA//topAI//ravA//rpmB//menI//bssS//aroD//mutY//rhaD//allB//nikB//rssB//ydeI//narP//phoR//ada//fdhE//cysA//pheS//greA//envC//cas3//gcd//moeA//yfeD//insB-2//asnB//dnaG//csgG//acrA//acnA//argA//ilvD//eco//clpS//ccmF//etk//potI//mnmE//dgcM//flgB//sseA//yceO//frc//cmoB//argO//dxs//tilS//tolA//allB//ybiA//xapA//ilvA//arnT//lpp//rne//garD//rplY//yjbF//ligA//ycfH//sapD//yhdW//rseB//prfC//ydaC//dnaE//talB//ybdO//nuoH//ppiD//mdtO//rplQ//yhbY//yhfK//ccmF//sapF//wbbK//malQ//rnd//ybgI//mfd//araF//pgk//pbpC//cirA//proP//astC//pinQ//atoC//bamA//fadI//galP//dinQ//cmoA//ompW//apt//tsaE//dgcE//ilvA//bdcA//tisB//thrS//lapA//sgbH//asmA//ycfH//sufD//znuC//trmA//ycaO//nirB//kbp//trxC//yijE//moaB//osmE//ppiD//rpmJ//lldP//yjiA//yeiE//hisC//sfsB//galM//atpE//cydB//matP//trkA//mtgA//yehD//rbsB//nadC//rmf//mnmC//fumC//pldB//mcrA//nusA//cspG//ompW//hyaB//wcaJ//ytfT//uvrB//accB//aer//betI//folC//mqsA//waaG//waaO//yicJ//rhaA//ulaF//gmd//yfaU//ulaR//yfeO//lpxP//rpsJ//garP//xylE//fepA//aqpZ//entF//yfaU//rhtB//fdx//ispH//dgcJ//lpd//hupB//mocA//yhjX//cynT//comR//gadC//xylG//intA//ydcI//ygbM//ddpA//sanA//frr//pheP//insH-6//fliD//fiu//melR//rluE//sfsB//tauA//smpB//degS//djlC//lpxC//hslR//rsmJ//yraH//dctR//intQ//iraM//napA//elbB//lsrC//ygjH//hns//mcbA//hycB//yehA//argP//fryB//yfcG//puuA//hokE//mlaD//fadJ//cmoB//gcvA//solA//ptsG//gatB//degQ//galP//ybbN//metC//hda//emrB//bamE//fecB//torS//diaA//sgrR//gfcE//elaA//bepA//oppD//ttdB//rhaB//waaY//cheW//nirB//fepG//pspD//yjhI//murR//ispB//yjcE//hyaD//xapA//yqeA//puuD//dtd//yraK//glnS//yiiM//ydcM//eptC//ybdN//
GO_0006140_6	yiaU//trpL//
GO_0006144_6	pspC//dkgB//ygbL//nhaR//prmB//yeaV//tsr//ybdN//artM//garL//
GO_0006145_7	ilvB//sodC//rhaT//rimI//
GO_0006146_8	yagE//crfC//
GO_0006148_9	lpoB//
GO_0006149_9	mrdB//
GO_0006150_9	phnM//
GO_0006152_7	uhpA//yidK//yfbS//murG//gspI//yajR//
GO_0006154_6	hcaD//
GO_0006161_9	bglF//
GO_0006163_6	nfi//modA//insH-5//opgE//purD//murC//secD//cfa//bluF//cobS//yihV//yjjG//pspA//ykgO//rsmA//focA//cptB//sfsB//ugpC//phnI//thrS//yihU//rpmH//hcaB//ygeA//yqhC//lsrA//infC//yciA//yfgI//nuoB//intS//uvrY//lptD//ridA//opgC//ascB//araG//casE//lapB//cspE//yhaV//lpxC//yehA//nhaA//tsr//flgE//uhpA//fepD//ydcI//cheY//panB//ubiI//hokB//
GO_0006164_7	rpnC//nuoI//rusA//agaW//yrbG//fkpB//ldhA//lspA//yceK//ydeM//phnG//lpxP//secG//yiaO//nikE//recD//rraB//mntS//rluE//dcuC//dinD//artM//tusE//xylF//hscB//rbsA//serC//dkgA//rffC//ampG//mtfA//secF//tatA//glyS//ccmH//azoR//psd//lit//znuC//mutM//
GO_0006165_7	pinR//cmk//ligA//ttdA//gltS//argF//yoeB//tauC//cynT//pflB//metF//msrQ//infC//folE//ligB//hscA//tusA//mobA//hisC//
GO_0006166_6	yidA//yhjB//
GO_0006167_6	lit//
GO_0006168_7	queC//cydA//
GO_0006171_9	clsB//
GO_0006172_9	ldcC//
GO_0006177_9	emrB//yfaX//fadB//
GO_0006178_7	purF//
GO_0006183_9	clpS//
GO_0006188_9	ybaT//yggN//priC//glgA//
GO_0006189_10	galP//metC//
GO_0006195_7	pyrD//rhmR//
GO_0006203_8	tdh//flgK//
GO_0006206_6	ampD//fadK//seqA//insH-6//lrhA//recG//rfaH//glnH//nuoI//fdhD//hupA//eptC//manY//pal//minD//trmD//ubiJ//yeaE//rfbB//def//yahO//ypdB//asmA//ldtC//phnN//yihT//
GO_0006207_8	yadK//fryC//yddL//atoC//gnd//
GO_0006208_7	rseP//ompC//hemE//rcsC//tldD//hofP//gsiA//ydiB//treC//amtB//srlR//rffM//kdgT//
GO_0006209_6	potH//
GO_0006210_8	mdtB//
GO_0006212_6	matP//ddlB//yadI//rbsD//asr//rpe//mscL//ygfZ//sixA//sgcB//qorA//
GO_0006213_6	tnaA//crp//idnD//yjbB//glpG//brnQ//der//aas//ydjM//flgG//nrfF//pyrL//rutC//arsB//nirD//gabD//
GO_0006216_9	pckA//
GO_0006217_9	yeaD//
GO_0006218_9	waaS//
GO_0006220_6	napD//kduD//gpmM//cbpM//grcA//tnaB//holE//rutC//agaI//gstA//eutN//ftnA//ccmH//livG//thiD//metN//trmH//pdhR//gppA//yciH//
GO_0006221_7	phnI//rpmB//cysP//tusD//yggD//mipA//fdhD//lptD//yhaO//osmC//lsrA//yeaD//dgcQ//
GO_0006222_9	glcD//
GO_0006225_9	leuB//
GO_0006226_9	csgG//yiaU//
GO_0006227_9	trpD//
GO_0006231_9	cpoB//
GO_0006233_9	sapB//
GO_0006235_9	trmI//
GO_0006241_9	pepA//
GO_0006244_7	rhtB//dsbD//phoP//ftnB//yieL//topB//yhiM//
GO_0006259_5	yqiH//asmA//citT//yggT//yagI//lpxD//ybdM//dbpA//mutT//yfeR//sufA//sbmC//rplC//abgT//yfiR//rpsG//xylB//putP//gatZ//syd//hypC//entB//ydiK//higA//feoC//ycjY//yghO//araH//ydeT//yiaJ//aroB//ndh//pdeD//dhaL//tusC//wecC//yebC//opgH//ychO//ydbK//chbC//yegT//mhpC//hflC//cysN//uspF//ruvC//paaB//metN//ssuB//mrp//ulaD//mdtJ//hisD//proB//cpxR//tyrR//yafN//pabA//glsA2//dgcT//gltK//rarA//rnpA//trmO//sgrT//fruA//mltC//dgcE//psuG//nei//mglC//mdaB//sfmF//fpr//yfcR//csgD//ygbL//gloA//ygiB//hyfC//menF//erfK//nirD//sad//yjhC//nrdH//rpmC//mrdB//moaE//nanE//zntA//narP//dhaK//malI//surA//queA//yciT//fdoH//rplN//sdiA//xisE//manY//abgR//adiY//flgJ//fliS//fkpB//icd//yjjB//pepN//nrfB//mqsA//yddA//yfgI//dedD//atpD//gltX//ydcS//dgcJ//aer//eutD//gcvH//hupA//yqjH//flgI//mnmE//nudC//purB//gnsB//puuR//purD//yidL//secD//ygcO//exuR//ilvE//chbF//yqjA//folP//tldD//ygeW//ybiY//dinB//rplN//folE//potH//bluF//
GO_0006260_6	sgcC//cheW//narW//rpsD//bluF//betI//hupB//proP//dmlA//dgkA//hiuH//gatZ//hda//ompW//dsdX//yahF//betI//yodD//rfaH//setB//rpnD//
GO_0006261_7	ymgC//yidZ//pncB//kdpB//yddG//fimG//kdpE//thiP//moeB//nuoF//sgcA//ccmC//
GO_0006265_6	nrfB//sodC//ydeM//hemL//ycjW//
GO_0006266_6	insH-5//secY//grxD//
GO_0006267_5	hemD//
GO_0006268_9	glmS//rbsB//ybcQ//
GO_0006269_6	cobB//
GO_0006270_6	plsB//rarA//ulaA//exuR//yegV//cmtA//
GO_0006271_7	rluF//yahF//recT//
GO_0006274_6	lolD//
GO_0006275_7	yjbE//rutA//fnr//ynhF//tehA//zapC//hisG//acrD//kefG//
GO_0006276_3	ldtE//caiD//kdsC//opgH//yhjX//yohC//lpxL//yeeA//
GO_0006281_6	gyrB//narQ//ytfE//srlD//cysP//dsdA//pepN//umuD//alaE//sfmA//wecB//pdhR//minE//rsmA//nudC//groS//rfaB//degP//rho//phnL//rfaH//frwB//rcnA//cytR//ycjW//tnaA//yagF//ssuB//potG//thiM//gcvH//katE//gldA//clpS//purB//yidP//citT//aldA//rpsL//fimG//tyrA//rhaT//frwC//zapA//yggW//pdeH//thiM//focA//nfi//dgcM//pncB//waaF//ubiC//rffG//bioA//
GO_0006283_8	glnS//
GO_0006284_7	araE//rluF//nimR//yedP//lysU//fixA//
GO_0006285_6	glcE//murQ//mltG//yfgJ//pdxB//
GO_0006288_8	ybhF//waaA//
GO_0006289_7	gfcE//endA//
GO_0006298_7	ybaL//hchA//hypT//yiaB//yhjA//yiaB//osmE//obgE//chbB//nuoG//
GO_0006301_7	ldcA//rfe//lgoD//ynfF//
GO_0006302_7	ygeR//rsgA//sbmA//accC//cadA//nanR//ydgA//mcrB//cusR//
GO_0006304_6	cusB//yieF//gluQ//rnpA//mltC//intZ//topAI//sseA//amtB//
GO_0006305_7	rpsL//recR//sgbH//flhA//
GO_0006306_5	phnG//ybbN//rplI//yaaA//
GO_0006307_8	pstS//ybiT//dgcE//purN//hisQ//
GO_0006308_6	mltA//rclA//fadJ//guaA//creC//fliD//crr//insI-2//hypA//rtcR//tomB//rpoA//
GO_0006310_6	hypT//dacB//ygcW//ydeT//fklB//galS//msrQ//yeiL//lysU//elfA//comR//topA//gcvA//rppH//ygeV//serC//garP//rpsM//dtpB//mrcB//cpsB//gabP//purL//fucP//yjfF//nikC//moeA//malE//yadI//ybjX//sseA//btuF//amiA//acrF//ybiV//rsfS//kdpD//atoS//lipB//selU//purB//mfd//pgpC//
GO_0006313_4	guaB//phnI//yieH//ydjJ//sodC//tsr//fixC//
GO_0006323_7	garP//
GO_0006325_4	iaaA//
GO_0006351_6	ydcR//rpe//hisH//yihP//garK//malX//gabD//eutN//pfkA//paaD//agaS//atpC//pgpC//moaC//ydeT//mhpD//bluR//glvC//tktA//acpT//treC//sufC//lptA//selD//xseB//tdcG//ampG//yjjU//glyA//ybcF//ppiD//yecS//cysS//lhr//moaA//rdgC//mtnN//nrfC//yhdJ//fryB//yejF//msrP//entD//ptsI//secE//appY//rlmH//opgB//yqeA//aqpZ//truB//truD//purB//mutS//preA//flgB//ampD//secY//nimT//mgtL//yacG//narL//btuD//phnI//yoeB//tbpA//paaE//yeaG//phnI//rplP//panB//yeiG//arnE//ygaH//phoP//ydfK//nagK//pepA//ychF//ycdY//pyrE//dinG//cmtA//ilvI//sdaB//ldcC//ygaH//panD//tabA//thiP//gspE//aceF//livJ//mliC//rutB//ybgP//chiP//aroH//yidP//bolA//fetA//preA//htrE//acs//pfkB//tktB//zraR//ftsP//yeeJ//ampD//xseB//btuR//yggX//pdxB//rdgC//fecB//appY//nanR//mioC//
GO_0006352_7	rmf//alaC//ycjQ//sixA//
GO_0006353_7	rpmE//opgC//
GO_0006354_7	yfiR//lpxP//ftsQ//
GO_0006355_7	yibF//xerC//cecR//ascF//narP//evgA//yidC//menI//tsaB//emrE//sfsA//serA//relA//rlmG//mtfA//rpmJ//yoaA//lpoA//ushA//mdtQ//pinR//ftsP//hprR//ytfE//uspF//yfdO//yjhI//yoaA//arfA//hicA//dgcE//nemA//yciV//yqeA//nlpE//selD//yjiA//yehC//moaC//basS//iscX//glnE//dsdC//frdD//hisC//tyrA//pflA//gshB//insK//mdtB//fes//dkgB//rarD//hcaT//nlpA//hycH//hrpA//iraP//araB//frlC//fmt//gltX//sspB//sspA//yadM//cueO//gppA//alr//emrY//tonB//ybdH//yghB//recD//mlc//prfA//mgsA//ydhK//sufE//mog//ftsB//yagU//alsK//cpdB//ssb//fdnG//yehA//hisD//fiu//potG//cbrC//tpiA//rseC//pgpB//casA//yaaU//rapZ//aidB//holB//nuoM//kdsA//hdeD//yidR//rpsN//waaL//mfd//yfcP//hybG//rffG//btuE//mtlD//hybC//dacB//mdtG//acpP//ycbU//pheM//hybD//xerD//uvrD//rlmA//prfB//ybjD//caiE//ogt//livH//zapD//kdpC//lpd//secE//cdaR//atoC//tyrR//potH//mnmC//asmA//sdhD//yhgF//potI//mdtF//aroF//miaA//rlmN//acs//fimG//yghB//artQ//yaiW//glnP//ycjD//nudF//argS//lsrA//lptE//dnaB//yraN//gnsB//fepG//waaQ//ubiH//guaB//ldtA//thiP//ybiV//manA//rzpR//recC//ligA//motA//hprS//envZ//pyrL//waaY//ybdH//queG//rarD//hycA//roxA//osmC//mliC//yajR//kdgT//glnD//cyoB//ycjU//cobU//fbp//yqaB//yfdS//mdtL//bdcR//aslB//glpG//melB//ybiA//rodZ//ptsH//glsA2//fdnI//ybaO//surA//ycaO//purT//mepA//rspB//ybhR//ygdG//paoC//proQ//yjbH//amyA//rpmC//uxaB//dgcM//cca//yraR//blr//nsrR//ynhF//rsfS//paaF//intF//rplO//flhD//glgC//mlaE//dppA//fadL//lptB//fabB//mnmG//gmhB//melR//nrdF//groL//dnaT//grpE//mgrB//ibsC//purU//perR//yjcS//ygcO//secM//phoR//dcyD//cmoB//livG//yfbS//ydcR//aroG//yciE//tsx//sufB//ompC//mnmC//ynbB//yddL//btuR//lexA//sgbH//ybjX//
GO_0006357_8	frvA//
GO_0006364_9	dcuA//msbA//malQ//aroG//bdm//hiuH//thrB//paaF//rplO//hslR//yagF//ghoS//trpS//srlA//ldcA//clsA//puuE//mdtB//yeaK//narJ//ftsH//rpiR//dacB//cptB//srlD//mngB//rplE//mutT//kgtP//emrY//araD//bamB//yddL//sucB//tatB//glcB//mgtL//ldtC//ydaV//ygiN//uxaB//zapA//clpB//
GO_0006378_8	argG//rstB//
GO_0006379_8	yihR//
GO_0006382_8	tmcA//
GO_0006396_7	ycfH//mhpA//tyrA//nikB//phnM//brnQ//cyoA//rbsR//idnO//ycbB//yebZ//zwf//glpR//srlR//rplW//yhjD//tktA//rimK//serA//fliT//moaB//bsmA//dosP//mazG//cydD//narV//hcaT//ynfL//leuO//plsC//yihO//arsC//ogrK//rhsD//fimC//araA//pinE//entS//ispA//ybhR//mfd//yehA//proW//cspI//sdiA//asnA//argG//rsgA//napF//accA//iraD//rlmN//rpsJ//yegV//prmB//trmI//alsC//mdtO//yciH//nikB//mrp//proQ//zipA//torD//rplX//rhtA//ybiA//ftsB//fiu//ycbX//treA//marR//ybbY//fhlA//lolA//yhcD//nadE//lpoA//yiaU//cydD//ygjK//ycaN//yoeE//bglA//yiaM//opgC//yfbS//mreB//yqiG//appC//rhaA//rof//hsdR//gudX//rluA//lptB//greA//pepD//phoR//zraS//trmJ//sfmA//
GO_0006397_8	argA//pspC//hyaA//
GO_0006399_8	ydiF//fruK//citE//yahD//araG//tnaB//cobU//ycbV//rpsG//yahI//pgaB//ligB//dapD//hemH//gapA//rpmB//flgM//fabR//rnd//gppA//rapZ//frvA//ytfQ//katG//hiuH//tatE//polA//napB//ykfI//tas//recA//xanP//fryC//aaeA//nrdH//selU//yfcV//gspF//entD//grpE//artQ//hxpB//casC//alkB//sucD//lyxK//cheY//sfmA//yceK//yqcG//rpnD//alr//ydgA//yagG//mdtB//yjjQ//yijE//rlmL//citX//lolE//ffh//bacA//elaB//accD//crp//napF//lptE//nagB//cyaA//azoR//yiiD//fcl//rapZ//fdhF//gnd//gntT//zwf//atpG//rpsA//malP//hflD//yqjA//
GO_0006400_7	ybbY//queG//potG//hyi//glsA2//ybaK//acrE//yaaU//yahD//galR//menB//dacB//maa//rbsA//lysA//yiaF//seqA//modC//phnM//yedF//gspI//puuE//ribB//iraM//fadE//murQ//phoQ//hybE//narP//yijO//yjiM//yiaF//cydC//speF//nhaA//tusB//lsrK//lamB//ygdG//lgoD//cpoB//bfr//gshA//clpX//glpF//paaH//yqgF//pcm//lpxL//
GO_0006401_6	bglB//fadR//casC//yiaO//elfD//sufE//cdh//lpxB//rnr//hypB//yiiE//ghxQ//yifB//cof//hslV//lldD//trg//rtcR//udp//yjjQ//waaZ//yciH//
GO_0006402_7	rpsA//yobA//nrfF//nimT//ilvI//smpB//tolA//yhgF//yddG//narV//flgJ//
GO_0006412_6	mdtI//mobA//pdxY//clpS//panD//rpnC//dcm//sfsA//ralR//rpsT//yfcG//trmJ//cdgI//mzrA//ytfT//emrY//torY//exbB//yjjQ//rsmJ//aspA//ubiA//nirB//yfcA//fryA//ybcC//envY//aceB//dcd//glrR//tsx//arcC//rhaS//rpnD//mntH//cusC//melB//infB//rutC//rlmB//era//mliC//yihW//hemN//yhbQ//glnB//ldtA//cusC//glvB//helD//talB//
GO_0006413_4	phoA//cadA//yqaE//
GO_0006414_6	tbpA//rhsD//murI//yccS//zraR//lepB//btuD//lapA//dsbA//
GO_0006415_7	mzrA//abgT//yaaU//yqeF//narP//ydbK//yjeI//
GO_0006417_7	ybbW//moaC//yejA//pntA//yhgH//cheY//ppiC//tehB//chbG//rpsI//lrhA//iscX//frdC//wbbK//ybaT//secB//agaC//yiaU//fepC//fimG//yphD//potF//uhpT//frlR//mdlB//trmI//ptrA//sspB//ybiS//obgE//lit//narU//dcuC//moaE//entE//yadI//sohB//artQ//tatC//
GO_0006418_7	bamE//tatD//uvrB//speD//macA//pspF//kduD//rplD//ompW//fimA//dsbD//opgH//basS//pspC//yhgF//yhbQ//rseP//allC//hybE//ykgF//yneL//rplO//ydiQ//mglA//yebK//
GO_0006419_8	abgB//
GO_0006420_8	argR//
GO_0006421_8	yiiD//
GO_0006422_8	sucC//
GO_0006423_8	sapF//
GO_0006424_8	torZ//sppA//
GO_0006425_8	mglA//
GO_0006427_8	infC//
GO_0006428_8	glpB//
GO_0006429_8	opgD//
GO_0006430_8	arnA//galF//
GO_0006431_8	coaE//
GO_0006432_8	queD//tyrR//
GO_0006433_8	zapE//
GO_0006434_8	relA//
GO_0006435_8	dcm//
GO_0006436_8	opgH//
GO_0006437_8	yeiL//
GO_0006438_8	serS//
GO_0006446_8	hokE//fepD//dusC//iap//lsrK//yhhY//yqcG//
GO_0006448_8	surE//aaeR//gabT//rpe//proA//
GO_0006450_4	ydiB//yifB//mukB//emrE//der//flgD//nhaB//hemE//cspB//dnaC//
GO_0006451_7	nusG//
GO_0006457_3	hycI//bsmA//waaG//ccmC//mreD//recO//rlmB//rihB//gyrB//kdpD//chiP//nudB//mtnN//fecB//casC//insA-2//frr//artM//nadA//cho//hcaE//thiL//deoC//sapD//yhjC//clsA//dgkA//trxA//ybgP//selU//acrF//yhhT//eutN//marA//mdtE//yqjA//nrdF//gudP//ulaG//ygeX//
GO_0006458_4	rseB//gpt//ttdT//alaA//ubiA//elfD//ompL//syd//
GO_0006464_6	ppx//fabG//truA//ydfH//queD//allC//yraH//yfiE//yneL//ascG//yhdH//pheA//yggX//rpsP//elaA//glnQ//rhlB//nrdG//mdtF//tatE//yfbU//tnaB//tufA//gsiA//tcdA//malP//cmtB//alr//yfbS//dhaK//ffh//hofM//ahr//frvB//secA//dnaB//ygaH//aphA//opgB//tynA//pgsA//yfiE//gabP//ubiI//trpS//kdpC//cynS//hmp//mhpR//parE//ldcC//mscL//proA//elbB//frsA//pyrB//rhlE//queF//gudP//pmbA//mliC//yddL//waaQ//trkH//zraS//ubiE//alsK//ydcS//zupT//ydaV//nsrR//dsbC//phnN//malS//ycgV//kdpA//araB//mtgA//yqhD//plsB//lepB//trpD//waaL//yfhH//ptsP//cyoA//insI3//cspI//nepI//pabB//speB//glyS//gmd//malG//cysA//secF//pspD//purN//yafQ//yahN//radD//ilvE//setC//nimR//mpaA//sgbH//zipA//yibF//ghxP//dsbC//sanA//mngB//gpp//tyrA//obgE//ybgP//mntS//nirC//ggt//rpsE//ndk//sixA//pdeL//ybiT//melA//lgoD//bioP//plsC//adiY//nanT//dhaK//sugE//gltL//glnQ//yigL//ruvC//sgbE//aas//phoA//frc//trpC//yhbY//
GO_0006465_6	endA//gapC//rppH//
GO_0006468_7	ugd//mtfA//lsrC//oppD//rhmD//gntP//ynfK//glnE//umuC//yqgB//xylF//nlpA//lsrD//waaH//serB//ibpA//glmM//entC//ppsR//dgoK//yehD//fhuD//yijO//dsdA//elfG//ldrD//fdhF//cra//gsiA//dkgA//srkA//macA//mzrA//rspB//mutY//rhmR//recX//potG//zinT//orn//yfaL//yhcD//narY//fdoG//glrR//livG//ortT//napA//yfhH//metH//livG//htrE//ldcA//
GO_0006470_7	ompW//mdtB//lexA//mltB//yjaA//ydhK//bipA//pgsA//csiD//xapR//ilvE//yecS//fepA//hflK//glcC//metE//
GO_0006473_8	aroL//ydjE//ybcL//glcB//artJ//murR//yebS//sodA//tauA//glcD//thiI//opgG//
GO_0006474_6	yfjV//yadM//narY//dicC//dcp//
GO_0006475_9	yceO//yebG//
GO_0006476_8	mreC//yphF//cpdA//
GO_0006479_5	ybiY//lnt//napD//gltB//yqiG//ruvC//nadB//cdh//
GO_0006480_6	yhjA//
GO_0006486_5	hcaC//
GO_0006490_5	rfaD//
GO_0006497_7	potE//
GO_0006508_5	rrrD//mgrB//nrfC//yhbY//ybaQ//gcl//yehB//ulaD//amiD//citT//glsA2//araH//fbaA//zapE//narQ//leuC//yrdA//yjhB//tamB//wcaJ//malX//waaP//lptB//rsmH//fkpB//rpe//mtfA//yidK//hcaC//ftsN//yedA//csgG//degQ//dgoT//rssB//kdpB//avtA//nagZ//atpF//ftnA//dhaL//yahO//mdtI//emrK//tnaC//yehC//ybhS//potF//gapC//rcsA//citC//lipA//plsX//yfcV//yqcC//
GO_0006515_7	lgoT//ghrB//fecB//hisQ//
GO_0006517_6	selB//rbsB//waaG//aroL//
GO_0006518_5	speD//grpE//ypdF//pspF//alr//eco//rlmB//aroL//msrB//ibpA//yqhC//yjcO//ptrA//fdoG//bdm//lgt//maeA//arnD//zraS//dnaX//pdeF//yjhI//bfr//ptsI//agaW//sgcA//rpsE//sdaA//fadI//yqjH//pgaC//ydeO//lnt//higA//selU//ydcI//glnE//clsA//glk//uidR//glxK//rlmJ//tdcF//frmA//dtpD//ldtD//dtpB//puuA//cysW//dtpD//rsmA//yghW//yeeO//ycbX//ptrA//hemB//argI//fliG//mraZ//dgcN//yphB//waaZ//thiI//nadA//rcsF//ftsN//gntT//trmJ//xylH//gabD//nhaA//pspC//gntU//ompA//thrB//caiT//metE//
GO_0006520_4	narP//puuP//codA//acpP//malP//hmp//gyrA//lyxK//ybjX//glvC//ygcR//ynaI//agaV//rnlA//pyrC//mcrB//gnd//rep//thiL//caiD//yodD//dsbC//mdtA//iscS//cycA//mscS//fimD//smpB//folX//torA//speE//gntK//ompG//gadB//murQ//pbpC//waaP//fimB//mug//sppA//hypF//kdpC//mazG//hemC//fadB//yfeO//surA//ygcW//narY//nikB//ynfK//ybbN//aceF//luxS//aceK//tcdA//opgE//yeiG//pgl//srkA//citG//grxD//elfG//sugE//mrp//lrhA//puuE//btuD//fau//intA//mgrB//rplR//dppD//atpB//ycdY//ftsW//bglX//rluC//creB//yadI//yahO//frdC//glcB//flgE//dapF//ybhR//eutK//queE//oppC//ynbC//yjjV//yneL//mzrA//fur//rnpA//frlR//dhaK//thiI//insF-1//ptsH//yihW//yagI//wecB//yhhZ//yadN//yfeW//mhpA//tisB//rihB//lptG//rpsH//recN//uvrC//arnA//yedX//hicA//rsmD//folA//yeaD//waaQ//fhuD//rffC//pgpA//yebC//rhaD//yiaT//sgcB//chbC//ygfZ//rbsK//hprS//ogt//tdcF//gadW//mutS//tyrS//trxC//ubiB//ygcO//pal//hybB//torA//hiuH//rlmH//gcvR//cydA//tmcA//yeeY//yiaF//hexR//agaC//ychF//ldtA//wzyE//prfA//pflA//ffh//envZ//gltX//ygiN//tktA//purU//ubiE//ycfJ//lpxD//frmB//etp//hycB//hcaD//ftsX//arfA//ycdX//dgoT//nth//yqiJ//ecpR//mpaA//potA//accB//yagJ//aceF//uraA//gcd//araC//yjeI//yciG//frr//ubiF//potF//zapD//setA//cspG//dsdC//tnaB//lnt//yidA//ychO//yghO//speE//fepG//purU//yibT//
GO_0006521_6	ibaG//torZ//bamE//
GO_0006522_7	wza//galK//nadC//ompT//nrfD//yjiQ//codA//
GO_0006523_8	ribF//rpsR//mhpB//fixA//
GO_0006524_8	mnmA//mdtJ//dctA//
GO_0006525_7	lsrG//qorA//yiaM//potB//rplA//yjcO//yehA//fhuC//xanQ//ykgM//emrB//rsuA//nrdA//atpG//yraJ//exoX//yibT//dppF//yehB//nikB//dcuA//
GO_0006526_8	fliT//lolA//baeR//livH//yefM//moaE//amiC//hns//zupT//dgcF//priB//tdh//adhE//
GO_0006527_8	tdcG//rsmI//appB//cmoM//rplL//prpD//satP//sgcA//ghxP//
GO_0006528_6	potE//araG//mscM//pgaA//
GO_0006529_7	hisI//dgcJ//
GO_0006530_7	hslR//dnaX//
GO_0006531_7	yeaE//melR//hmp//hsdR//dmlA//ompG//yejB//kefB//
GO_0006532_8	araC//blc//
