#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aroK//tusE//hybF//yebQ//
GO_0006139_4	gspJ//btuD//fixC//gatY//lpxH//rnhB//grxD//fadK//yrdA//yiaL//cmoM//stpA//yidL//ytfP//menE//flgM//nhaR//cysM//csgG//ynbB//yiiM//insH-5//proW//glgC//fes//mscK//rmf//cycA//rlmM//fur//yehP//yjhP//argA//ydhQ//mcbR//prs//yqiG//rplQ//panE//amyA//yihV//lpcA//ygbL//asnB//mdlB//higB//rhsD//aroA//alsC//aroK//tsaE//sfmA//ygjK//yciG//ymgA//glvC//relE//mgrB//cpsG//ybcC//ygbL//frc//pyrL//glnL//hda//ubiC//sgcA//dgoT//ybgP//hemF//mntH//deoA//idnT//cspG//yddM//nuoG//dacA//aceA//lpxD//yiiE//rpe//dsbG//plsC//gadW//csiD//rfaC//ypdC//radA//atpG//rmf//fhuD//ybiS//pyrH//ydhC//hflC//nemR//adhE//pitA//clpS//gsiC//mscM//solA//rep//glgP//sufD//gdhA//insB-2//rarA//holB//eutD//acrZ//recG//menD//znuB//glpF//yhhY//wzzB//gmk//sodB//atpC//yghO//yaaA//hisI//ampG//gabP//xylR//paaE//ilvN//ydaN//ibpB//pckA//glcB//mak//gspI//hicA//nudG//tisB//casB//ykgF//amiC//purD//rimK//allD//dgoR//folP//eptA//rfaG//rseP//selB//ada//dxs//paaK//rpnD//clpB//phnH//dgoT//yciT//ybdH//dcd//ssuE//fdnG//mscL//fumA//tsaB//pflB//rclC//hiuH//pstC//mdlB//folM//flgK//fimG//aroP//lnt//ygeW//yhcH//envC//thiP//cdh//araD//fbp//yqeF//fliK//yohD//cbpM//agaA//ybiY//amiA//yaaJ//recE//hofO//aroD//znuA//iraP//yfcF//pstS//truA//lrp//aroP//rapA//cirA//ilvL//ssuC//hybD//cheY//qorA//yafC//casD//fimZ//priC//rutF//ypdA//phoU//yagG//fsr//paaG//nrfE//potB//glmU//tldD//ubiB//cobB//ttcA//dfp//ybdN//ycfS//bisC//nimT//ccmD//ybcQ//yidZ//csiD//rraB//sfmA//tyrS//rpiA//bamD//tatC//potG//rzoR//gntK//opgB//kefB//fdnI//chaA//hisP//yhcH//ygfX//dps//abgB//bluF//artM//rffT//yraH//lepB//iscS//yoeE//hofM//osmC//rhtB//gutQ//gspI//rutE//ybdN//yciH//dppB//phnM//rffC//alsC//luxS//yqhC//pyrD//guaD//yccS//rph//cfa//yebG//fmt//hpf//srlE//leuA//menC//cheR//deaD//flgJ//yieH//ycjD//mdtL//chbG//agp//rplM//tatD//dnaE//yggT//uidA//dacC//dcuB//lpxL//tomB//hpt//hisP//glnL//puuP//mdtK//yjjI//cspB//yfaU//ybaL//ubiD//bamC//mltF//ompG//kdsD//yqeG//srlA//sbcD//cobC//lipB//fliM//appA//bcr//pabC//paaE//rhtC//folP//flgK//yqhD//ymfK//gutM//glnA//mngA//yajL//ydjK//yieK//tcyP//prpD//hyaA//rapZ//pheS//bamB//uxaA//bamD//eamB//rlmB//mdtG//ybgQ//selB//rffH//viaA//yigL//acpT//chpS//dgt//gntP//ybiO//ycgR//hisG//yieE//mcbA//yfeR//panZ//rihB//nadB//iap//cysP//yobF//mnmG//ydaN//yahF//oppD//udk//ldhA//ygeX//ybdH//murG//gloA//sppA//nikA//ygfZ//yiaL//sxy//mukB//yceK//ybaT//aceB//hybB//glgC//sfmH//ycgR//cysG//yiaB//phnK//gatY//ampH//bdm//rplW//btuE//flgG//frlC//gatA//acrZ//nagB//sufE//cyoE//cmoA//hybC//evgS//phnM//appA//mglC//epmB//csdE//dxr//phnM//tdcG//nuoN//ybdO//argS//flgJ//hpt//modB//fimA//rsmG//proX//evgA//manY//symE//dxs//envC//guaD//ompC//ybaK//clpP//ychF//ybbW//hycB//gsiC//sfmC//evgS//nudF//setC//yjiQ//arfA//fucO//rpmC//bioP//ybiX//nepI//idnO//ftsQ//maoP//gltK//ulaB//tnaA//yidZ//cspD//ldhA//cysS//lyxK//hxpB//artJ//fetB//mdtN//iraM//frmA//gabD//uidC//napC//fliZ//lsrG//pstC//yeeY//wza//katG//insI4//ltaE//rffM//crr//yhhT//sufS//mazG//kefB//aspC//fixA//msrB//sdiA//pdeK//nrdB//mipA//elaD//infC//rayT//pgl//allS//kefG//ung//trkH//trg//rpoD//metF//frmB//arnD//nupX//adiC//frmR//paoC//hemA//rluB//msrA//clpX//rng//nlpA//trpC//gspJ//ygiW//ascB//galR//yihP//rutD//ssuB//entC//yoeE//fbaA//rseP//tpiA//ymfK//nrfE//ratA//ybjD//lepB//malK//rfaD//rpmF//potF//yhaV//fdoH//paaJ//osmY//wecA//ssuA//pta//kefF//paaX//aes//yfgJ//trpGD//ogrK//raiA//lsrC//rraB//ortT//ydeO//nadD//yfcR//fimB//bdm//yaaJ//thiE//yodD//mlaD//baeR//plsX//yeeJ//qseB//tauA//yhjG//rplM//rsmI//yijE//rpmE//xylR//gatA//ydeO//speA//acrR//ybiY//plaP//carB//scpB//metI//yhdH//fabA//hslV//mocA//pdxH//kdpB//fhuF//cvpA//gfcE//insE-1//rffC//fdx//csgG//rzoD//zntR//rpsE//ynhF//pyrD//yqgF//fmt//glpF//tauB//trpD//dnaT//acrE//rplB//htpX//frwB//zupT//tolA//tatE//hypF//araA//
GO_0006140_6	hda//aaeB//
GO_0006144_6	bhsA//dgcJ//ilvE//lpoB//yihU//nhaA//uspG//leuD//sucD//ydgA//
GO_0006145_7	cdd//galT//queA//tdcG//
GO_0006146_8	pgrR//clpP//
GO_0006148_9	intZ//
GO_0006149_9	gpr//
GO_0006150_9	hisG//
GO_0006152_7	sspB//mreC//cas1//hisD//fadH//hscB//
GO_0006154_6	cspC//
GO_0006161_9	ugd//
GO_0006163_6	ydfH//hisQ//pgrR//malP//rplF//lgt//prmC//tauC//rnhA//potG//argK//oxyR//nanS//galE//rhaS//bdcA//entE//dicA//recN//fabR//oppD//atoC//essD//ydeM//ydcT//etp//rfaC//deoR//rplI//yagG//amtB//amyA//gppA//rplA//rluE//hisP//katE//rplN//yhbS//ispF//zitB//waaA//kefB//rbsC//fdhF//solA//lamB//pstS//rluC//tilS//cpxP//mltC//mdtK//bisC//
GO_0006164_7	qorA//nikE//gntT//ispG//murJ//gsiB//gntT//gabD//fruB//gntU//acrE//norW//murE//crl//ydiZ//argB//fieF//rhaB//ygcR//aspA//yjiR//nth//yibH//patZ//cyaY//ssuE//slyD//gabD//cheA//fadD//dusB//tcyL//yhaC//rssA//cmk//ptsI//yoeB//holD//yjeI//dnaE//
GO_0006165_7	mdlA//pmbA//yqaB//etp//agaS//ssuE//xisR//asd//cysZ//ynfL//ychF//setA//fimG//mepM//ldrB//bamA//tolB//ilvC//bcsA//
GO_0006166_6	gcd//rclA//
GO_0006167_6	frlB//
GO_0006168_7	bioH//yjeI//
GO_0006171_9	narX//
GO_0006172_9	fepD//
GO_0006177_9	uhpC//sbcD//ilvE//
GO_0006178_7	glnP//
GO_0006183_9	yggP//
GO_0006188_9	ydcO//ralR//rplM//yieH//
GO_0006189_10	flgG//mgsA//
GO_0006195_7	hypT//phnN//
GO_0006203_8	pntB//malP//
GO_0006206_6	treC//def//cusF//higA//gltI//wza//ykgM//ptsN//hflC//lpd//eptC//aes//speD//yadM//ftnB//glsA1//tadA//rbsA//yjcE//yrbG//dppB//kdsD//dgcN//yihP//gltB//aroF//
GO_0006207_8	mnmE//era//nemR//yfaX//sgcE//
GO_0006208_7	torS//acpH//ybgP//hybG//ghxQ//nfo//yhaC//cmoA//artP//hiuH//epd//iscS//xanQ//
GO_0006209_6	paaA//
GO_0006210_8	garP//
GO_0006212_6	yebG//yjjQ//mdh//menD//cpxR//dnaQ//cpsB//fhuD//speB//dacD//paaZ//
GO_0006213_6	fabA//aceB//xapB//ompR//ybhD//tsaE//pstC//ygeX//yihS//intZ//coaD//phoE//osmY//lpxH//phoQ//tsaC//
GO_0006216_9	hypB//
GO_0006217_9	alaE//
GO_0006218_9	alaE//
GO_0006220_6	ybhF//sapD//sgcA//lpxK//yjcE//uraA//arfA//yggE//tmcA//yceK//dhaR//fes//ybiH//rof//cusA//proV//murB//priB//rhtC//lpcA//
GO_0006221_7	ftp//cheB//bamC//hscC//sufS//tufA//pppA//pyrC//purC//marA//aroD//hybD//cdaR//
GO_0006222_9	yihR//
GO_0006225_9	tufB//
GO_0006226_9	fruK//yagJ//
GO_0006227_9	dtpA//
GO_0006231_9	gudP//
GO_0006233_9	fabG//
GO_0006235_9	prpB//
GO_0006241_9	dsbA//
GO_0006244_7	rtcR//fhuF//citC//yidD//yaiP//kdgR//iap//
GO_0006259_5	tqsA//zitB//rutE//yfcA//tatC//malG//gapA//gadW//cyaY//lgt//speA//gsiC//ybaM//brnQ//ygaZ//purC//waaA//alaC//srlE//rpmC//dxs//topA//cof//sgcR//casD//feaB//lldP//adhP//melR//yciG//sfmA//tamA//yhiM//puuD//cysC//garP//lldR//feoA//dmlA//lysS//flhD//mdoG//nrdG//yieK//fdrA//mdtF//cpxR//cdsA//yaaY//waaZ//rfaE//melR//frdB//nagB//dsdX//truD//murQ//yfdG//potA//relB//sfmD//recR//cysH//uspG//yadG//folE//ypdI//rnr//cysC//eutB//folD//yiaL//nemR//pdeK//gcl//fhlA//iap//yejB//entB//cadA//kefC//gpr//era//cyoA//hflK//zntR//gpmM//insA-2//glcB//ybhA//xapR//yfaU//hyaD//mltG//hofO//waaL//dacA//rplX//pstS//queF//rpmG//rhaB//kdpA//iscA//moaC//hcaC//treC//ycfH//sapF//kduD//bssR//katG//clsA//ptsN//yfeO//csgE//wzyE//dppB//wecA//fdoG//narX//nanA//mreB//speE//ybjC//gspF//lptF//yhbY//trkG//uspE//tdk//yjhH//moeB//betB//rplL//ydiZ//waaH//hfq//fliK//insB-2//gapA//sfmD//casC//mdh//ycgV//puuC//rppH//purC//
GO_0006260_6	yhgF//feoA//glcE//cheW//rodZ//tisB//pdxH//mltF//gadC//nagK//yraR//lsrR//gnsB//rplL//deoB//nupC//clcB//yegS//iraP//acrB//fabG//
GO_0006261_7	asnC//citC//yidD//tilS//flgG//ubiC//yiaF//nrfG//fmt//tus//waaC//melA//
GO_0006265_6	atoS//uidA//yajR//yobF//metR//
GO_0006266_6	oxyR//mukB//fimF//
GO_0006267_5	ybdO//
GO_0006268_9	yeiG//ribE//leuB//
GO_0006269_6	aroK//
GO_0006270_6	yedF//acpH//yafN//eutR//ybhD//bipA//
GO_0006271_7	ygeW//cusS//tldD//
GO_0006274_6	yfeO//
GO_0006275_7	ygiV//ascB//queE//ygeR//insI-2//rhaD//xapR//lldP//mppA//
GO_0006276_3	rplM//sohB//mcbR//yjiM//alsB//sbp//cpoB//atpF//
GO_0006281_6	ybhI//hisP//creC//yfbS//cdaR//greB//glpD//waaF//phoU//glpB//hscC//mdtE//ubiF//ygeX//paaF//pyrB//speB//yafC//yicJ//nagB//yhcF//yqjH//phr//cyaA//aroE//ibaG//potG//htpG//yhcF//prpR//yjiA//sutR//fnr//ghoS//hinT//rhaT//purC//chaC//yfaX//basS//yhjV//rplE//mog//hemB//narJ//aldB//yfcF//tufA//glk//acpS//paoC//yhjC//hlyE//yihI//murB//
GO_0006283_8	cpdA//
GO_0006284_7	sppA//nrfD//proS//yphF//ygeX//xdhB//
GO_0006285_6	seqA//kdsC//ttdT//arnT//phnC//
GO_0006288_8	kdpA//yhdX//
GO_0006289_7	melA//cobU//
GO_0006298_7	rfaH//fetA//torZ//serS//ybjL//lon//elfG//sapF//idnK//ubiI//
GO_0006301_7	rlmJ//asnC//ynjA//parC//
GO_0006302_7	clpB//ihfA//mnmG//yphB//phnH//acpT//sstT//hofM//paaZ//
GO_0006304_6	rcsB//yieH//arsB//ychF//ftsB//rnpA//tonB//glxK//tynA//
GO_0006305_7	stpA//rclB//lit//plsC//
GO_0006306_5	ispA//astC//tsaE//sdiA//
GO_0006307_8	mliC//emrK//yaaJ//yadN//mraZ//
GO_0006308_6	yhfS//agaW//argI//selD//prkB//ppiA//ccmC//ygfA//rlmI//ycgV//oxc//nirC//
GO_0006310_6	entH//yibA//rhaB//rsmG//sdhA//fkpA//yebK//yccA//flhE//fdoI//rihA//yidZ//pitB//tus//ybbY//ycfJ//dcd//kdpB//tag//garK//folP//phr//aidB//codA//caiD//ade//elfA//iraP//queC//gph//insE-1//gyrA//rarA//atpG//csgF//waaY//atpE//cmk//hofN//proX//htpX//gpt//mrr//
GO_0006313_4	clsC//nikE//lpxL//dsbG//fdoI//rzoR//sfmF//
GO_0006323_7	fnr//
GO_0006325_4	cbeA//
GO_0006351_6	abpA//dacC//mcbR//yajR//rluE//lexA//cmoM//lasT//asd//yidA//yhjB//fabR//oppF//insB-2//hofQ//allC//leuB//bipA//yigB//fetB//ypdI//pdhR//pdhR//prlF//kdpA//yeaG//basS//hofC//hycA//rpoA//ychH//pstA//fadK//rutB//ycdX//tdcG//fimG//yjcE//araD//zinT//ydfH//yedA//yfcQ//paaH//mukB//eamA//pheP//frdA//oppC//ampH//flgA//ccmE//nuoM//oppF//nanE//prkB//mlaE//rnpA//secB//eutD//yhcF//ybhJ//cmoA//serS//dinB//xseB//yfaV//cysA//tcdA//rfaF//yeeY//yjhG//nudC//puuE//coaE//rluF//cysH//cusR//prfA//ybhP//pdeL//mlaF//mdtB//glyA//cobU//gutQ//ilvD//ydeO//rlmI//folM//insI4//rbfA//fetB//rplA//appB//truD//rmuC//yabI//gcd//livM//yahK//trmA//ibpA//torZ//cysI//elfG//folX//nudG//proW//melA//lptE//nsrR//dtpD//fadR//mfd//yiaB//aidB//fre//poxB//
GO_0006352_7	malI//ribB//dmlA//metQ//
GO_0006353_7	skp//sfmF//
GO_0006354_7	glcB//yqaE//rpoS//
GO_0006355_7	rihC//aspC//hypT//queG//macB//dnaQ//rpmA//yjcS//speC//bisC//recN//yhdJ//yghG//gcd//ygjR//hsdM//fliL//mraZ//cpxP//hybD//rihC//fdnI//rodZ//lolC//glrR//rlmI//fimG//acnA//glsA1//dppB//potG//nrdB//dapD//rclA//hslO//cas2//waaP//dgcZ//atpF//waaG//comR//ghoT//cysM//insI4//metB//clpS//bioB//bamE//pdeR//ynfL//yeiE//uxuB//yddM//glpA//ybeY//cmtB//insI4//cptB//uhpA//cycA//setA//ycdX//ybaT//allD//rnhB//trkA//gltS//corA//msrP//cho//iscR//glnH//deaD//uvrB//parE//murG//malE//fucA//mmuM//torD//waaP//carA//mdoD//yjjB//puuA//argI//elaD//acpS//yehC//ccmH//tnaC//uvrY//hemN//gph//argA//ydcS//pyrG//rplQ//ampD//rlmD//focA//pyrG//fimE//yfhM//lamB//ybgI//bsmA//sdaB//acpS//frwD//hslV//yjhH//yfcG//pepQ//argI//der//rfe//torC//fabG//yciH//glgP//wzzB//cvrA//hofC//abpA//pgpB//ynhF//tusD//amtB//rcsD//yggT//ydcI//acrD//yagF//cobC//tcyP//hemN//hchA//wecB//lplT//stpA//fic//eptC//alkB//priC//rffC//ydiO//fliM//uhpT//ycjU//nagK//speG//yedA//yaaU//rpsD//cra//gntK//yjaA//mrcA//rne//tdcC//glyS//hisB//cysI//hisI//pntA//ygjR//lpxT//fruA//der//manY//yeiE//relB//rsuA//bioP//adeD//groS//ftsL//moaA//ghoS//uacT//tauA//panF//lgt//lptF//fiu//flgJ//mdh//yjiM//cedA//pntA//glnH//ibpA//ycbV//bsmA//ygiN//clcA//caiF//glk//ygeA//speF//yfbS//moaA//yiaJ//ubiA//clsC//yhjG//rhsD//nagE//waaB//lnt//tgt//dsbB//yehY//coaD//yfcS//pagP//thiC//htpX//frdB//gabP//hcaE//prmA//fepB//xylB//yibH//glgX//cdd//wecE//thrA//mnmA//astC//rtcR//yedF//mdoG//gutM//kdpB//cho//dnaG//ldtD//gnd//ftsP//prfB//intZ//dld//mutH//yfdS//ppiC//surA//yaiV//asnA//lpd//ybaO//galM//ydhQ//marR//exoX//panF//nagA//cusF//ghxQ//
GO_0006357_8	hisB//
GO_0006364_9	yjjI//astB//dmsC//mcrB//pitB//yneL//djlC//cobT//tdcG//sdhE//yidZ//frlA//yddA//yggT//uxaC//flgI//efeO//atpH//eamA//ybhG//ratA//rclR//yhfK//mutY//folM//bioP//hyfR//pbpC//pspG//sixA//ybaE//pgk//fhuB//mlaE//norR//minC//clpA//hybO//mutM//moaD//rsmF//cyoB//blc//
GO_0006378_8	queA//yiiM//
GO_0006379_8	hxpB//
GO_0006382_8	proP//
GO_0006396_7	glpR//idnD//hemN//polB//sstT//hsdR//tyrB//fhuC//lysO//folE//yebC//ompF//hpt//ortT//rseC//mraZ//dcuB//fdnH//rpiB//kduD//tatC//ygeA//dgkA//metH//glgC//eamA//ygeV//nhaB//cysZ//rplA//bcp//lsrA//tdcD//cysZ//glnE//rplB//ruvA//srlD//purU//qseB//recB//flgK//mscS//gldA//nuoF//ygiS//prlF//cheA//aroP//uhpT//yidZ//map//frvB//infB//deoB//ybfE//ada//ftnB//oppA//rdgB//mntS//sucB//rhaB//acpH//frsA//rpoH//alaC//flgH//rutG//queE//rplP//abpA//sdhB//bioF//pdxB//selU//yggW//rpsI//rpmE//ykgF//tyrA//yjiX//corA//rluF//glcB//asd//yohD//paaX//nagE//yjiM//atoS//yggE//lon//hemF//soxS//zapA//ftnA//moaD//hofM//truA//rutA//pykA//
GO_0006397_8	rplK//glxR//sbcD//
GO_0006399_8	hokE//rluB//pepB//lepB//frmA//copA//ydcM//pyrG//etk//parC//thiI//leuO//srlB//bacA//kefG//hicA//tsaB//ycaO//hycB//fimA//citE//lpxT//iscA//rbsD//rho//yhcD//crl//cusC//cedA//queG//qorA//nagB//zipA//leuB//cstA//secB//tolQ//yadM//cusC//adiY//rfe//hdeA//glcD//yebQ//ycfL//rsmD//yiaU//ynfE//raiA//tsr//hpt//ssuB//rcdA//dsdA//prc//tap//rihA//fimH//rarD//hcaE//yphF//nirB//rplP//glxK//nudB//rlmE//glgC//murP//cmtB//symE//exbD//mdoG//dusB//ligA//alsC//fixB//ydjK//ribB//yjiY//phnK//yajO//arnA//
GO_0006400_7	pnp//yraK//hemG//ampE//lysO//dtpB//dppD//hypC//cysQ//bioD1//pgaB//murJ//sdaC//tauA//argD//argK//glk//cmoA//mdtK//ldtC//ydfH//fkpB//yaiP//pabA//hemL//eptC//elaD//bssS//pgl//yggP//fes//rlmJ//rppH//mreD//phnK//agaB//ycfH//thyA//rdgB//pgaB//asnC//sspA//ssuA//nei//yccS//hdhA//fdhD//recE//rnhA//
GO_0006401_6	clpS//zapC//nudG//rlmD//fieF//gpsA//dsbA//garD//thiI//msrB//puuE//nirB//mfd//potH//yedL//agaW//dkgB//pspD//solA//uxaC//ydcT//rodZ//
GO_0006402_7	citC//elfG//infC//phoU//ymgF//dusB//citC//rfaH//fixB//ybiW//ascF//
GO_0006412_6	xylB//secE//kdpE//phnI//ypdI//lptF//rplY//kefF//lhr//hlyE//ygfA//ligB//allC//ahr//dacB//fadE//ybdZ//narZ//csgA//queC//fucK//yggT//potD//ygfA//ybeY//dsbC//uvrC//intZ//narL//gltP//gntK//hflD//yiaU//yohD//csdE//ydeI//pstS//metQ//kdpD//rtcR//glnE//fliM//gltK//ansB//cusC//iclR//der//ybaE//panC//rpsR//lldR//
GO_0006413_4	uidC//fadH//baeR//
GO_0006414_6	envC//flgC//pckA//chpB//cysS//hicA//hpt//afuB//queC//
GO_0006415_7	dacD//ycbU//flgA//hflC//mglA//recE//yidD//
GO_0006417_7	pdxA//mnaT//phnO//sucD//gsiC//mocA//ydjK//ascG//yhgF//lptE//priC//rpoH//thiP//yidA//iaaA//patZ//queD//ulaD//mqsR//melB//argA//folE//rlmE//araE//yehZ//hisP//hisF//guaA//ldtC//ftnA//ttdT//msrC//hinT//fliA//ymdB//exbD//yfjR//argB//yqiI//
GO_0006418_7	speE//ybcJ//sucB//nmpC//dauA//hemB//yeeJ//yidC//rseB//mhpB//oppF//cusS//ydjL//rsmB//wzzE//glcF//mtnN//plsX//trkH//msrQ//zapC//ygeW//ttcA//cydA//glmS//
GO_0006419_8	prlC//
GO_0006420_8	acrD//
GO_0006421_8	ssuA//
GO_0006422_8	hyaB//
GO_0006423_8	fadL//
GO_0006424_8	atpA//mreB//
GO_0006425_8	ispB//
GO_0006427_8	rpnB//
GO_0006428_8	ariR//
GO_0006429_8	lapA//
GO_0006430_8	eno//kbaY//
GO_0006431_8	ade//
GO_0006432_8	iaaA//amiB//
GO_0006433_8	ybbW//
GO_0006434_8	ycdX//
GO_0006435_8	folD//
GO_0006436_8	tisB//
GO_0006437_8	yoaA//
GO_0006438_8	ffh//
GO_0006446_8	cedA//secF//bluF//tpiA//rnhB//glpB//dnaK//
GO_0006448_8	lpxL//flgB//phoP//folP//rluD//
GO_0006450_4	pliG//nfo//sgcB//cas2//murA//umuC//casB//mdlB//cyaA//rplQ//
GO_0006451_7	ydcI//
GO_0006457_3	luxS//plsX//hupB//yadK//selB//gyrB//cyaA//clsA//mug//yidQ//lapA//mscM//ghxQ//ppiD//guaA//rpsQ//fumA//yjjG//ompG//polA//dinQ//rluA//eamB//hemE//dfp//ycjD//pdxH//mtfA//menA//lrhA//adhE//rfaC//ssuA//gltL//cdsA//rlmD//yrdA//rimK//rpoE//hxpB//
GO_0006458_4	nikC//livF//rarA//yieF//ibsA//envZ//secE//fimE//
GO_0006464_6	clsC//pdxK//pheT//yehX//gstB//yefM//yjjW//ybaO//fadI//narK//yieL//trpL//rhsD//yneL//nagA//tusC//azoR//dapF//murI//yafO//ynhF//uhpT//pdxB//speB//ybiV//yiaL//rmf//fliG//alsE//yiiE//slyA//purF//puuB//tsf//acrF//bioP//chaC//eptC//opgE//mrdA//raiA//smrA//malF//fepD//fimB//rne//flhC//chpB//malF//artI//ybdM//yfgI//lepA//rssA//yaaJ//rcnR//talB//rluB//rph//sfmC//rplC//hypB//mukB//yidQ//basS//fklB//hdeB//entA//bcr//pgaB//radD//metH//ybiY//ulaE//pliG//torS//yihO//oxyR//fumC//ptsH//cecR//uhpC//aroC//ynaE//yhgF//cobC//ybgQ//trmD//ahpC//crfC//aer//argA//phnN//ytfR//narL//yhcN//yhdW//rfaD//yecS//adhP//yagJ//speF//ybdG//mnmC//truD//nemR//torY//gor//ttdR//glgS//aroH//citE//waaY//uraA//hemE//ybjN//slt//bssR//dnaJ//thrB//fumC//yihQ//yfcA//kdpA//lldR//lhr//ilvN//yajD//cmoB//lolA//torY//citE//osmF//ybiI//tnaA//abpA//ptsH//glgS//cspD//nagZ//mscK//dcuB//
GO_0006465_6	uspG//yebC//basS//
GO_0006468_7	yggN//rng//yahN//dgcN//rpsN//fepC//hfq//paaC//manX//nrfG//ybiA//ubiF//ligB//lsrC//ampD//mnmE//ispH//obgE//adeQ//rhaB//ftnB//rstB//modC//betI//sgcR//ivbL//hcaD//sanA//entF//hybE//preA//ybhF//ydjM//mnmE//kdpB//mazF//ldcC//yedF//phoA//pepN//sapB//rplP//nuoE//yfcR//arsC//lolB//menH//nagE//ilvB//glpX//rfaG//secY//paaG//
GO_0006470_7	rpe//ybhR//setB//pgaD//etk//fis//aphA//yggD//gadA//gntU//rplI//ybdR//eptA//ssuD//tktA//lptA//
GO_0006473_8	bamD//sfmA//fbaA//murI//ynaI//fhuC//murA//lpxT//tcyP//narK//sbp//selD//
GO_0006474_6	treB//uvrC//nrdG//tsr//eamB//
GO_0006475_9	acrA//trpC//
GO_0006476_8	trxC//ruvB//sdaB//
GO_0006479_5	cysB//lldR//tsaC//phnM//yhbS//yjjQ//narH//uxuR//
GO_0006480_6	nrfG//
GO_0006486_5	fixA//
GO_0006490_5	metE//
GO_0006497_7	mlaC//
GO_0006508_5	ydhK//flgB//cobC//ycfL//yfdO//gpsA//frlA//polA//glnQ//pepQ//nrdR//hupA//allD//modA//oppF//blc//aroL//paaG//hsdM//glgX//tdcE//hofQ//rdgB//tyrB//idnD//tnaA//yiaF//yfjR//tcyN//chbB//ptsI//tufA//hycI//add//dsdA//yehP//yifB//mscK//ydfG//idnD//lptD//rbfA//ynfE//intQ//yhbX//chaA//wecC//mnaT//plsB//paaK//rluE//glnE//gabT//pepN//osmC//
GO_0006515_7	cas3//ymgC//holA//ynfK//
GO_0006517_6	mscS//aspS//dedD//rnlA//
GO_0006518_5	hypF//ycgR//rfbC//cmtB//rcsF//cutC//fis//gadA//trpC//gcvR//mhpT//feoA//arnT//hldE//glmM//livK//sthA//feoA//rhaM//treC//cspD//ygiW//bssS//rhtA//fiu//ilvI//tdh//nlpA//cysD//glnH//melR//rcsA//ydiV//rpoD//guaC//trpA//speA//chbC//rseB//cobU//yijO//yhhZ//kdsC//nudB//dmsC//amiA//agp//lpcA//rlmI//yidZ//serA//nusA//blr//trpB//hinT//acrE//xisR//yhcN//ybhD//casA//ydeE//yjiY//phnJ//yhjV//nagK//cca//yigB//rplK//yfcR//slmA//pck//glsA1//mtlD//cusS//deoA//cspI//mglA//
GO_0006520_4	polA//pdeD//fdrA//ykgF//murD//pgaD//baeS//cfa//argP//mukB//creB//ygcW//artJ//dnaT//yfcS//yegV//fadH//yegT//flhC//acnA//ynbD//trpS//mltF//lpxC//modA//nudC//murG//pfkB//rbn//skp//lgoD//csiR//aroD//ada//lysU//ynaE//sgcX//yheT//osmE//dfp//thiC//potB//hsdR//zipA//pntB//cas3//hofO//zntA//pflA//ispH//fabH//sdaC//galP//fre//rsfS//oxyR//fliT//bluF//chbR//envR//creB//entA//ftsX//opgH//epd//cpxA//cadB//cbrC//rplL//sspB//abpB//wcaC//yjaA//caiE//allR//dtpB//cbl//argD//ampG//ygbI//artQ//mug//glgX//hicA//rpoS//flgH//ftsI//add//fliL//nupC//prpD//ilvE//rfaG//acpS//ydfK//ltaE//yggW//livK//hyaA//ackA//gabT//basR//dtpD//ampG//lysR//galS//acpP//wecA//yeiL//arsC//queE//yehU//yodD//yjhP//yibA//moaD//fepD//arcB//pheT//dcuR//efp//ftsN//gluQ//amiB//yfcP//hxpA//smpB//dinI//yfiE//rhlB//yciF//rnlA//intF//basR//ynfH//ibpA//tdcG//sufB//fiu//phr//yohC//leuB//flgI//mtnN//mcrA//tatE//selD//ttdB//uxuR//bioA//moeA//frlC//slyD//mltA//dicC//hdfR//ilvB//selD//yehP//dsdX//aes//cdd//asnA//sdhC//pyrG//eutK//mscL//dbpA//rplN//putA//bglB//wecE//dnaC//clpP//rpnA//ribB//menE//ldtA//yafQ//phnG//yghU//osmC//uxuA//ybaE//rimK//gnd//yihT//glrK//yjiM//yebQ//zraR//asmA//pepT//rimP//clcB//cysQ//ygeV//ampE//fadA//yphD//ygiV//leuA//
GO_0006521_6	poxB//ftsP//npr//
GO_0006522_7	xylA//lptA//gadB//yehT//frsA//dkgA//pdxB//
GO_0006523_8	ygeR//folE//lpxC//rraA//
GO_0006524_8	fadL//yehA//yefM//
GO_0006525_7	trmA//tusA//dinI//acrA//sgcX//ubiG//leuC//sdhA//ascG//trpD//argA//ycbB//emrY//oppF//viaA//potH//gpsA//shiA//yihV//frmR//frsA//
GO_0006526_8	paaF//eno//yqhC//psuT//eutB//iclR//ygiS//yegT//hslU//ybhP//bioA//recQ//bamA//
GO_0006527_8	mdtA//ccmA//yigL//mtgA//bglX//znuB//hflX//uspB//hypA//
GO_0006528_6	ftsX//thrA//mog//rnr//
GO_0006529_7	gcvA//bioH//
GO_0006530_7	ilvC//cdsA//
GO_0006531_7	srlE//ulaD//cirA//kilR//waaH//nuoM//macB//ompC//
GO_0006532_8	tolC//insA-1//
GO_0006534_6	pcnB//yihU//alaS//hybE//rpoS//rplE//ldrA//bcp//ydbK//citG//hpf//baeR//mhpB//
