#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lolD//fumB//chbC//sgcX//
GO_0006139_4	cueO//yneL//nrfF//hisQ//tdcF//appC//gadA//cdh//yafS//pcm//cysB//mrp//napA//fhuD//cydD//erpA//luxS//proC//eco//cmoA//ftsZ//menC//dtpD//mglB//mtnN//pspF//glnH//trkH//yidP//holA//aqpZ//hisS//pheS//yihP//galF//xapB//epmC//hflX//psd//entB//osmY//argA//ybhS//yihI//ydaN//murQ//ychF//dcuA//chaC//rsmA//fucK//fixB//ybhF//serB//lptE//fiu//tpiA//setC//der//cutC//yfeD//yfbS//corA//fadR//scpC//tauD//sapC//rutD//purN//lamB//ymfA//dtpC//sucA//acrD//nei//mltA//insE-1//pheM//mraZ//cdsA//yraJ//yajO//gntT//eamA//prmB//preT//rhlE//gltB//metQ//paaK//yehU//eptA//sgcX//yihS//priB//flgG//ascB//pepN//ptsI//dsbB//yihR//feoA//nepI//nudG//dnaN//rfaH//rplQ//panB//baeR//sgrR//umuD//groS//bioC//ygfI//entF//tcyP//murG//yecS//wecA//ycjR//gspF//fumC//pdeK//envZ//fdhD//osmY//ddlB//yihV//efeO//ndk//spoT//abpB//cas2//csgA//cyaY//yjtD//ybiA//speA//glgB//yiaU//gloB//pepQ//clsA//sufB//cysH//fecB//rbn//ynfL//waaJ//asd//metE//yacG//dacC//ubiE//ydgA//ygaV//tyrA//waaJ//dosP//lacI//malP//nimR//etk//zntR//yjjQ//cusS//rhaT//orn//fliL//cobS//cmoM//pinR//yddG//dnaJ//mrdB//rimI//prfA//yidH//citC//hexR//hypF//ribB//ampD//avtA//dgcT//alpA//tldD//menE//yhaM//uhpT//proX//thiM//yafQ//evgA//hicB//mdtN//hinT//yjjQ//ratA//iscR//purF//fimI//gadC//ycaN//sapC//gloB//dkgA//ilvA//deoD//dgcN//nhaR//flgF//sufS//decR//mdtD//yebZ//entE//lysA//mprA//aroL//gltI//appC//xseA//yegV//ygaZ//zraS//rof//mnmC//nuoI//ugpB//sfmD//tktB//xapR//queG//afuB//phoE//lpxP//purD//gstA//trmO//glpX//folA//mqsR//gatC//appC//ydhK//aas//ydaN//yqcG//decR//frdD//lgt//mrdB//ychF//ydjH//phnC//sgrR//fabI//yhjV//fliL//ybdR//fetA//ydhC//atpD//trmH//xylE//cysP//ppk//selB//ycaO//rhtC//glnE//napC//rimK//nuoG//dsbC//yghG//clpX//hofN//clcB//acpH//lptB//ynaE//ptrA//caiB//trg//cadC//artI//rne//tsgA//trxC//mdlA//mlc//yphC//etk//kdpC//puuC//crcB//cas3//galM//ubiC//nfuA//ldtB//ybaE//yahO//pspG//mdtL//abgA//cheZ//rhmR//emrY//ypdF//rplC//yobA//bamB//allR//cysP//bamA//yqjI//fepG//napB//yghW//gsiC//ddlB//mdfA//melB//bacA//yeeY//pitA//rutA//rimJ//ssuB//ybhS//uvrC//ddlA//ulaA//proQ//fadD//xapR//araC//ynbD//frsA//rsmB//rplD//mipA//asnA//mltD//yijE//glnH//hsrA//recB//lldD//pinQ//pdeK//flgI//pgk//fucO//iraM//glcA//phnI//mreC//rutE//pdeD//bssR//trpA//serS//dmlR//ybbW//nei//uxuA//proW//gabP//mazF//cynT//zntA//puuC//rutE//yfgO//hmp//dgcE//hyaC//abgR//uidR//uspF//hcaE//cbeA//glvC//menE//nuoL//ygeW//mtfA//yeiE//mnmE//manX//ddlB//eco//cyaY//yejF//cra//paaZ//mdtJ//dgcJ//ddpX//roxA//fryA//glyA//tadA//xerD//soxR//hemC//satP//psuT//astB//yfiR//moaB//yefM//ibaG//fabI//metH//asr//ygbI//malK//bioF//tolC//iclR//lpxB//citT//panZ//fdoH//topA//rnr//purL//tnaA//uvrB//prmA//yjiY//fdx//glsA//gadA//glpR//hemD//yghU//hypT//artJ//nudB//rep//uvrC//coaE//rlmF//pgm//ycgB//ccmF//flgI//chpS//dsbA//glpC//marR//mtfA//ybdR//asmA//fmt//ompC//purT//yebS//cheB//gcvP//macB//xylE//yehZ//pepA//rluD//rzoD//cutA//yhbS//lpxC//fixA//narX//yfiR//poxB//insK//rfaF//helD//ygaV//zapA//folX//yadC//intA//ydaN//rpiA//hypE//tdk//insI1//yhjR//flgM//iraD//sbcB//rdgB//preT//tyrA//yhgH//rcdA//ahr//yqaE//lolB//potB//nadB//yfeD//yccA//recO//ldtC//hdhA//rclR//clpA//cheW//lpxT//astB//ydjM//iraD//rplY//ldtA//yidH//rseC//hns//nrfD//eutN//rpsO//hslR//glnD//potC//dgcN//phnJ//ygcW//hisC//rihA//yfeD//yqhD//sgcR//arsC//torI//waaC//dmsA//puuB//phoQ//dpiA//maeA//gloA//glpD//gpmA//yiaB//tus//pta//lpd//dinJ//ygeX//cheZ//hflK//ypdC//sgcA//xylF//hprR//ldrA//dam//bioB//aroH//ytfQ//thiE//glnD//gutM//rlmG//betT//recC//cas2//pdxY//nrfB//roxA//argS//paaZ//ttcA//yafS//accB//ybhF//murD//thiC//pykA//fecB//clcB//rlmE//ybcF//cho//sucA//iclR//orn//ybbN//yiaM//sgrR//ubiB//pgaD//groS//bglH//ydcP//yibF//exoX//lgoR//recA//yddL//ubiF//trpC//glpT//alkA//hofP//cobU//ygfX//yejE//
GO_0006140_6	dnaK//opgH//
GO_0006144_6	kdsC//hisP//pepQ//rpsI//intQ//xapB//lipB//hemN//mdoD//yaiV//
GO_0006145_7	mreD//xerD//pmbA//asd//
GO_0006146_8	topA//aaeR//
GO_0006148_9	udp//
GO_0006149_9	metQ//
GO_0006150_9	nrfG//
GO_0006152_7	yggW//holD//rlmA//pepB//setA//hipB//
GO_0006154_6	fryC//
GO_0006161_9	sgrT//
GO_0006163_6	ivbL//nsrR//sohB//efeO//ygcR//fes//rcnR//yhjB//cobB//galM//trpB//tynA//yedA//ldtC//nanS//elaB//slmA//rpsO//hycB//uspB//rbsR//gltS//yjjW//proQ//envR//hofN//garP//tisB//pepD//nikB//yihO//yqgF//tqsA//scpB//setC//gnsB//bipA//ackA//ftsN//kdpC//cysE//rhmD//thiE//argO//yfeD//yeaK//fimE//trpL//ypdA//rclR//yhcF//yqhC//ymdB//narP//
GO_0006164_7	gldA//yjhI//sugE//psd//waaA//btuD//rpmC//rpsT//tusA//rbsC//rpmH//fucK//rseC//recE//dnaK//rclR//yihS//rluA//rne//flhC//fimA//phr//mqsR//trpA//yfcS//cydA//frr//cspA//ygfX//csgD//cynT//cheA//lipB//mepH//galF//narK//sgcA//menH//fadJ//mltA//
GO_0006165_7	prpD//yphB//ulaR//coaD//oppC//sad//ybhG//osmY//nagC//rhlB//cydA//bioA//rbsD//yagF//yajQ//potH//dcuR//rfaQ//abpB//
GO_0006166_6	sbcB//adiC//
GO_0006167_6	yafC//
GO_0006168_7	ydaC//yfbV//
GO_0006171_9	insH-6//
GO_0006172_9	yqgB//
GO_0006177_9	phoU//nrdD//ybgP//
GO_0006178_7	pspG//
GO_0006183_9	rclA//
GO_0006188_9	fliZ//yajQ//rlmL//rbfA//
GO_0006189_10	glnS//ariR//
GO_0006195_7	argP//mntR//
GO_0006203_8	ccmC//dmsA//
GO_0006206_6	lptG//kdsA//dinG//yiaT//pyrD//ybaL//ftsP//ycfJ//ygfX//yhdZ//treB//pitA//dxr//mltD//mtr//rpmJ//cmtB//treR//ycbX//truA//frmA//tufA//bisC//malP//gloC//fur//
GO_0006207_8	pta//glrK//mnmG//ribC//rhtA//
GO_0006208_7	xanQ//uxaC//queC//cusC//yobA//gsiC//nudF//waaH//rzpR//glrR//pyrC//dgcZ//hflK//
GO_0006209_6	glnA//
GO_0006210_8	mscL//
GO_0006212_6	yadG//serC//rlmL//rplR//yphF//skp//cmoA//yccX//yqaE//yihX//murF//
GO_0006213_6	ynfH//ompW//pepQ//yihI//tsaB//glvB//mmuM//dapA//dosP//dcuR//murA//cspG//marR//tolR//yajQ//aceB//
GO_0006216_9	glnL//
GO_0006217_9	ccmF//
GO_0006218_9	yqjA//
GO_0006220_6	osmY//rcsC//slt//csgF//rnlB//mglC//sapB//hicA//basR//recC//pdxK//yifB//yhjX//glpC//xapB//phnP//yibT//cra//yiaN//pdxB//
GO_0006221_7	lacY//fdhD//rpmG//nuoF//hscB//gadE//frmA//recC//yagI//tcyP//cyoE//dgkA//chaA//
GO_0006222_9	atpA//
GO_0006225_9	pgpB//
GO_0006226_9	pspG//araG//
GO_0006227_9	lptB//
GO_0006231_9	yidD//
GO_0006233_9	satP//
GO_0006235_9	rpoS//
GO_0006241_9	alsE//
GO_0006244_7	ydiK//mutS//iaaA//osmY//kdsB//rpmC//tyrA//
GO_0006259_5	yohD//casB//rlmD//ortT//fdnI//murE//srlR//bolA//poxB//xerC//hflC//mdtA//dinQ//csdE//pphB//ibsC//kefG//yhjX//yecS//gstB//basR//codA//pdeK//soxS//lgoR//ydeM//mtfA//sfmC//tar//yidE//ybjN//yccX//pdxH//kdsC//casE//potH//kefG//yagF//tadA//hscA//adhE//cadA//xerD//dhaM//dppA//truC//dctR//ydiK//kefF//gcvR//bolA//yfbV//recF//fadI//bioD1//ynfK//chaA//puuD//xseB//yggD//bolA//fimH//pepB//pphB//yccS//rcsA//pheM//yfbV//truD//astC//iscX//ogt//dsbC//sgbH//mutM//sufB//dsdX//yjhI//atoB//ygfI//gluQ//yidK//yjjG//insB-4//alkB//pgaA//tusA//ygfA//hdfR//dgoT//dgt//mioC//fecB//lptG//fepB//panD//rlmJ//ygjR//hypT//ompT//rraA//lgoR//glmU//fis//yoaB//appA//tus//yhdX//rplB//fhuB//ydfK//tar//trkG//nadB//ydbK//adk//hsrA//ispA//gfcE//glgA//fadR//yfiC//ispB//moaE//ycgV//sgcX//malS//nirD//napF//msrP//atoB//dauA//hypC//gatZ//sxy//ynfF//ilvN//ydeE//matP//proX//tyrR//rstB//tar//thiH//rbsB//lsrG//speF//argP//
GO_0006260_6	ycfS//chiP//rssA//dgcM//luxS//mdtP//secG//thiH//ygeW//yjhI//yhaO//galP//xylH//opgH//rpe//pdxK//preA//ftsL//cspC//ybhJ//hpt//
GO_0006261_7	mepM//cmoM//leuA//dppA//yqhC//rnlA//ais//murP//rpsD//hofC//katG//yoaA//
GO_0006265_6	gpmM//atpB//mdtI//ssuB//kilR//
GO_0006266_6	spoT//intE//yqjI//
GO_0006267_5	yibH//
GO_0006268_9	kilR//yjhC//nirD//
GO_0006269_6	hcaC//
GO_0006270_6	prfA//rpsN//mntH//parC//frwD//wzzB//
GO_0006271_7	yfaE//yabI//tdcE//
GO_0006274_6	yghU//
GO_0006275_7	pcnB//cpsG//lysO//panF//opgB//yjaZ//lpd//pcm//narK//
GO_0006276_3	epmC//groL//rne//araA//yjaA//ung//exoX//rpmC//
GO_0006281_6	yccA//udk//hisI//rutB//ygjH//gpt//tonB//nfo//hypD//dgcJ//yebQ//ycfJ//tsx//idi//metK//epmB//ybcJ//mglB//ynjD//hemG//phoR//yidC//arnA//tldD//nanS//cof//hisC//iscR//pabC//emrK//dnaA//lptE//ycbV//argD//yhfS//frvB//rsmC//rbsC//rhlB//yagF//fkpB//pspD//ygiS//trpR//prlF//glnQ//ybgP//astC//pabC//glnD//rplC//malK//bioD1//hemH//ybiJ//
GO_0006283_8	nikB//
GO_0006284_7	mngR//nagB//decR//ynfE//yehW//ygiS//
GO_0006285_6	sfmF//dam//gcvP//dkgA//ybaL//
GO_0006288_8	ynfK//yjhB//
GO_0006289_7	ydiF//xylE//
GO_0006298_7	yneJ//moeB//ybaO//pspC//bssS//deaD//rhaB//ygbM//modB//ttdA//
GO_0006301_7	ybbN//frwD//eptB//mtlD//
GO_0006302_7	trxA//osmY//ybcM//bioC//ybhD//hofO//yeaG//argC//yaiV//
GO_0006304_6	rbsR//alsB//greB//dnaT//guaC//mioC//lptF//nrdD//caiE//
GO_0006305_7	emrK//fepA//ddlB//dnaK//
GO_0006306_5	mscM//uvrB//zipA//decR//
GO_0006307_8	mngR//maa//trkA//yebK//agaS//
GO_0006308_6	rfaF//glgX//sodC//crl//degS//yfjR//cdaR//arnF//nagA//dosP//paoC//ybbN//
GO_0006310_6	kefG//pta//yhhY//bioA//rutE//mrr//yfdG//sdiA//xylE//lamB//cadC//dnaB//phoP//fliZ//phnK//setA//treF//folE//nlpI//dsbD//rlmB//cpoB//intF//yqiJ//torI//rbbA//mgtL//yfeD//hypC//nudG//clpX//dcuC//priA//moaE//eutK//tonB//ydiQ//yhaV//kdgK//thiQ//gudP//cutC//tbpA//
GO_0006313_4	tdh//poxB//yidA//yrbG//yfeX//yihO//nanC//
GO_0006323_7	yahO//
GO_0006325_4	ycfS//
GO_0006351_6	fucK//agaI//dcuA//glnK//malG//caiE//truC//rsmJ//wzyE//dnaE//alaA//uidA//pdeD//flgM//ybiI//fdoI//bcr//fabA//pncB//nlpD//tbpA//pliG//ackA//feoC//gltP//ftsB//wcaB//bioH//rcdA//gloA//dppA//yqeF//napB//eptB//fabR//citT//ycbX//entA//recG//cheB//aceB//cysP//galK//glnS//tpiA//frlC//yhfK//narJ//gyrA//hybG//hcaT//kbaY//fabA//yajQ//paaA//glmU//marR//zwf//yraH//sufC//pheA//lpxD//symE//rclA//narW//dhaM//rof//gltD//uvrB//nrdH//fruB//oppD//dgoR//torA//sfmC//flhC//secF//aroC//hisG//rpsT//pyrC//dsbB//ygiS//hemN//yhbO//metN//insI-2//ygeX//yaaA//frc//blr//exbD//lit//yoaA//hrsA//hdhA//yegV//fkpB//rfaG//ratA//potB//ynhF//ypdB//yedA//yneL//tpx//rnlB//yiiE//glcE//mntH//ybbY//cysN//ydfD//lldD//srmB//rlmA//degS//uidR//exuR//
GO_0006352_7	hslO//hfq//yahK//ptsI//
GO_0006353_7	rpsH//mrcA//
GO_0006354_7	recN//folM//miaB//
GO_0006355_7	ibsE//serB//xanP//ybhS//fliZ//thrB//ascG//preA//cdh//ydcS//dtpB//ycbB//treF//rhmR//cutC//aroL//exbB//acs//ydaV//narZ//dnaA//mglC//cusA//surA//spy//ybjI//cstA//elaD//mgrB//envZ//hflX//baeS//tolC//glnH//recO//astC//hemD//glgC//csgD//srlB//yccX//nuoL//focB//tsgA//focB//ulaA//yahB//ytfQ//holE//fadK//yehC//agaS//casE//mdtG//atpF//nanS//sodC//glcB//tatE//gutM//pgrR//puuD//pinR//metQ//csgF//ycjY//lgoD//torR//ydgA//tonB//kdsB//ybiW//rhtB//rbsR//fucI//hcaR//radD//pdxB//murA//yraJ//pepN//glgP//ynfL//rarD//tatD//glpG//glpT//frlC//dgcT//tcyL//cdaR//nrdR//ydcT//yjhP//cmoM//yjhP//elfA//ssuC//dgt//dapF//nuoL//fliD//yidA//accA//patZ//hisH//hcaB//msrA//yjhH//ubiA//gsiA//entC//cca//ydcT//rraA//fryB//glnS//potF//valS//yqaA//yjcS//hisG//ybiW//yiaB//purD//yfdS//fimZ//alaE//insA-2//cynS//torS//menB//kdpC//hrpA//ybhI//proA//yejB//secA//rmuC//mdtO//yaaY//atpA//evgA//yhgH//yojI//yafQ//yahB//tolQ//aroA//alsB//gabD//rbn//ybaQ//yafO//kdsA//bglB//sdhC//rutB//gsiA//zapD//rffT//adk//insB-4//insI-2//gntU//narJ//mraZ//hemD//ddlA//mqsR//zapD//pepA//xanQ//yfcV//rplS//yhjD//rsmE//mdlB//yfdS//ygaV//dgoK//yihT//mlaD//yfdK//yfdK//coaD//lsrG//ybaO//dpiB//arfA//sapC//murR//hupB//elbB//yfbU//hisH//mhpD//flgJ//metE//fabD//cobB//yjbG//rplK//cas1//hscB//folA//ispB//dapB//pgsA//gyrA//trpC//cptB//pspD//maeA//yphF//diaA//mtlR//phnJ//ybdG//ackA//tag//mqsA//ynhG//macB//tcyJ//lpxT//kdpB//mprA//rsmE//carA//pdeL//queD//ssuB//pgl//hipB//narK//gadW//tpx//gcvA//sgcE//srlE//ftsH//rluA//yjiX//tcyP//lldP//truD//arcB//xylE//sgcE//ykgF//fadJ//hofP//yihS//casA//maoP//lysS//flgJ//lptG//clpS//fabI//
GO_0006357_8	prmA//
GO_0006364_9	serA//ompL//holE//leuS//pgaA//argS//nhaB//potB//sucC//ynaI//cas3//menA//uhpA//livJ//rfbX//ydjK//mutH//yafQ//prlF//pyrH//hisB//yiaM//paaZ//idnO//pal//yjeH//hemL//adeP//ypdI//spy//truB//ycaN//sgrT//treF//nrdH//ftsI//ampG//caiB//glgA//ydjE//hcaF//citT//slyA//
GO_0006378_8	elfC//yoaA//
GO_0006379_8	allS//
GO_0006382_8	yjiA//
GO_0006396_7	yjjG//pinR//rlmM//ybdN//uidR//trpE//csgE//prc//ppiA//tig//cyoA//hflC//sufD//dgcF//kdgK//fruK//ftp//yraH//appY//dcuC//umuD//atpA//garK//caiE//wzzB//fliL//dapF//nrdE//paaZ//hldE//treB//ybiT//yfaX//nrfD//tusB//mdlA//raiA//ygeX//ytfR//rzoD//lasT//puuE//atoS//rutB//ydcI//yeiE//puuB//yejE//flgJ//yqjH//yrdA//mug//ompL//lolC//prmC//mutT//ltaE//hcaT//secM//pyrD//fre//ybhD//yjiA//dsbC//fdoH//hemC//qseC//yojI//menH//ompF//uspC//ynfK//basR//ybfE//elfG//ompW//puuB//frsA//rusA//ade//fliT//ychH//tolR//ygeW//torZ//ybgI//ghrB//pfkA//ftsB//mhpR//tktB//selD//ibsA//fruA//yehT//osmE//clpX//adk//ybcJ//hyaC//ascF//gadW//
GO_0006397_8	rclB//holC//djlC//
GO_0006399_8	fdx//rpmJ//livF//yjcO//gadC//yciE//nadK//pfkB//mutY//torZ//mtlD//asnA//tap//srkA//ygbM//abpA//glpA//casA//iraM//ftsP//uspE//lysA//ubiG//fixB//hxpA//nrdA//zwf//ttcA//ycbB//pitB//ynfL//xerC//minE//araH//yahK//mpaA//pyrC//ssuC//wzzE//mtlD//deoB//nuoN//nirD//ldhA//fucO//yijE//sgbE//rutE//yehZ//cysB//narG//folX//ydhK//amiB//dnaQ//opgG//yebK//xapB//ypdF//yggN//cheR//pstS//pgl//hcaB//blc//yccX//modA//trxA//yoaA//ribA//rhmR//ybjG//tomB//yhjV//rlmL//mdtP//znuA//pgrR//ychO//dcyD//phnC//ispG//
GO_0006400_7	argD//yadV//gspJ//garK//dnaG//yggP//dicB//mmuM//ugpB//appY//mntS//ygiN//arcB//sfmC//nanK//orn//rnc//rnhA//abgR//nagE//ibpB//rclB//bcsQ//rlmJ//argI//narV//aspA//ybbW//recR//glgB//secA//baeS//cbrA//gatD//yjaA//argB//alkA//fkpA//yfhM//yoaA//ybaO//bhsA//cas3//speG//marA//napD//lptD//yehY//ydcR//
GO_0006401_6	sufB//epmA//lipB//tehA//rep//cof//fdnG//plaP//rraB//yhcN//yaaY//nirC//proA//ybiV//pykF//abpA//rimL//dauA//epmA//artP//pheA//xthA//
GO_0006402_7	dnaC//yihV//mtlD//potG//ndk//pstA//sapA//ghrB//evgA//cas1//malZ//
GO_0006412_6	chaC//intF//mscS//btuD//yeeJ//yeeL//intQ//rhlB//zapE//pgm//ybaE//mgtL//phoU//sdaA//narW//rbsC//ybdR//rfaG//ldcC//yphC//rpsM//dcuB//yidD//mntR//feaR//acpH//aldA//csdA//atpA//nadD//sbmA//murA//nudF//asnA//exbD//fixB//rihB//prpR//artQ//preA//metG//rsmD//mlaD//metF//yojI//yfjV//cydA//cydD//rfbD//thyA//vsr//
GO_0006413_4	phoU//ptsP//cobB//
GO_0006414_6	narP//hslR//rplT//chbG//oppA//leuE//cyoD//rbsC//caiE//
GO_0006415_7	eutA//guaD//mglC//ydcP//glvC//glvB//nudG//
GO_0006417_7	thyA//intS//ubiH//holA//rsmJ//rutE//efp//fecD//plsX//lysR//yahD//hisF//rhtB//yihQ//sgcA//speD//fhuB//ilvL//rpoD//norV//yidL//hdeD//ilvI//mliC//solA//potH//arcB//dut//ibsA//yjhB//dppD//mprA//insA-2//amiC//sodA//alsA//dnaQ//nuoH//fruB//
GO_0006418_7	yggX//rpsR//rhtA//tcyJ//mqsR//csrD//nupG//ybiJ//yahD//suhB//holA//yibT//sodB//codA//ahpC//sfmH//ftsB//dam//yiaU//cobU//manX//ydfG//mlaB//hyi//csgE//
GO_0006419_8	basS//
GO_0006420_8	uacT//
GO_0006421_8	arsC//
GO_0006422_8	yihQ//
GO_0006423_8	gltP//
GO_0006424_8	xerC//ilvN//
GO_0006425_8	phnN//
GO_0006427_8	yadV//
GO_0006428_8	frdA//
GO_0006429_8	insI-2//
GO_0006430_8	cheW//secG//
GO_0006431_8	codA//
GO_0006432_8	glgP//dgoT//
GO_0006433_8	thrC//
GO_0006434_8	parE//
GO_0006435_8	yqeA//
GO_0006436_8	mnaT//
GO_0006437_8	rppH//
GO_0006438_8	pncB//
GO_0006446_8	yddM//lipA//bluF//mltA//casC//ybiH//purF//
GO_0006448_8	glpD//ssuD//cspG//yebZ//nemA//
GO_0006450_4	napC//galE//wcaB//sgcB//cdaR//artJ//yebZ//lolE//fryC//citC//
GO_0006451_7	gatC//
GO_0006457_3	rpmA//ydeO//ypdI//cysD//ycjW//ydjH//dnaN//pta//rplF//prpD//narI//nsrR//focB//rimM//chbG//pgaC//dsbB//ydbD//rhlE//ulaD//bdcR//rluE//yehB//dgoK//yfeW//yciH//murB//amtB//rsmG//spoT//ygiS//rfaB//matP//ampG//yfaX//otsB//rseB//kduI//hda//rpsL//
GO_0006458_4	garK//ydeE//yaaY//speC//yjhG//slyA//glyS//mscL//
GO_0006464_6	yqhD//mntP//ycdY//mzrA//smrA//dcuC//nrdI//nrfE//ydbD//parC//grpE//ydgA//ulaR//ackA//hycB//relE//araA//lolA//fabG//ydiP//priB//wzb//asd//flgD//ompN//fadK//znuB//yeaV//gluQ//gnd//tgt//rnlB//gltD//idnO//minD//ribD//tatC//rimP//qseB//yjtD//chaC//fimI//opgH//tdcR//hupA//spoT//yghW//ycfS//pepA//recD//dppF//artQ//rzoD//yhcD//yphD//yhcN//accA//thiD//cmoA//lplT//gspF//speC//yccA//rnc//cysQ//fumC//yadC//yqcG//ftp//nusA//fadB//sodA//alaA//rdgC//aaeR//ybhF//yhjV//argP//ydcT//rplE//ulaB//elyC//yhbQ//mdlA//argE//araC//pepN//ilvH//queC//yfcP//sppA//thrC//xylA//yiaU//mutT//yfiF//rph//yagU//wzc//yheT//acrD//yahF//csgE//ghxP//yqjA//gudD//sfmD//metL//sdiA//glk//yigL//fdx//ynfF//arcC//yddM//rihA//puuA//yggF//psuT//agaR//prfC//perR//aspA//hdhA//mhpR//pyrC//glnH//frlB//gntP//pfkB//yhaO//fecB//pckA//mak//ybiV//wecE//gcvT//hyaB//ompG//eutR//dinB//caiF//
GO_0006465_6	argR//ykgM//rraA//
GO_0006468_7	csgF//add//sfmF//dgoK//sbcC//uhpA//ccmD//alsK//fkpB//pnuC//yhcF//cycA//envC//yebG//ydcT//xylF//tag//dcuB//tauB//tpx//tqsA//yccX//emrB//leuA//ddlA//dsbB//yjiY//basS//tktB//hlyE//xylG//slyA//fcl//kefB//malX//nanC//lepB//tomB//tsaD//ssuA//holD//fadA//lamB//zipA//ybiI//cedA//gcvA//napD//rfaC//purL//ppc//nupC//ligB//
GO_0006470_7	hisD//gatB//hslV//hda//ldcC//metG//clsC//gfcE//puuB//nlpA//tdcB//tufB//rpmC//dmlR//citT//napB//
GO_0006473_8	araD//araC//asmA//araG//smpB//yjeI//yafO//leuE//ybjL//trpE//hfq//ftnB//
GO_0006474_6	queG//dnaE//wzzB//pepQ//cueO//
GO_0006475_9	hypC//yajL//
GO_0006476_8	ddpA//mlaD//ompL//
GO_0006479_5	yqhD//kch//oppF//yabI//marR//dcuC//insA-2//tolQ//
GO_0006480_6	phoB//
GO_0006486_5	rsmH//
GO_0006490_5	metE//
GO_0006497_7	yfaX//
GO_0006508_5	mepM//glpD//rplP//cysM//nuoF//tcyP//gltD//bfr//dinB//creC//glxK//yidE//aroE//mntR//rpoE//amyA//prmC//mntR//trpE//yqgF//nadD//cirA//tcyL//lipB//ibsA//gadE//mreD//malS//pepA//purU//ybgQ//hemH//flgB//rcnB//mdoD//ortT//cbtA//dgt//lacZ//malQ//osmF//flgF//bamB//ccmA//mutT//prpD//yajQ//bioB//ygeA//kefG//narH//kdpB//mrdA//rsmI//murC//
GO_0006515_7	prpR//pbpC//gadC//qseB//
GO_0006517_6	tusD//glgC//paaH//ispB//
GO_0006518_5	mltG//eutB//hycB//uup//nanK//ftsQ//yddL//groS//prs//yfcG//ynfF//nadD//dinB//thrA//iscS//mdtP//znuB//glnK//prlC//ychH//rsgA//argB//pnuC//yagF//gpmM//yehX//prpR//nimR//bglJ//yciA//ubiF//ybiY//yjjB//yojI//hcaR//yagF//ybhI//phnK//chiP//yihV//csiR//ydeM//yfgJ//mglB//blr//priC//perR//leuE//macA//opgG//pgsA//ubiF//pmbA//grcA//ygiB//yjjV//ccmE//yafN//msrQ//osmC//gltX//hicA//zitB//malS//gyrA//hemE//gcvT//nrdF//minC//atoC//dusC//nagA//rfbC//ydhQ//ydeI//ydjE//mepM//
GO_0006520_4	malS//ghoT//tdh//basR//tas//relE//yehU//emrD//xisR//aes//hofP//aspS//dhaR//trmB//entA//yhdH//fpr//ravA//rpsH//mhpA//yedA//csgE//uspE//flgH//pdhR//sixA//pepN//frlB//recT//sanA//queE//hexR//nanC//evgS//menE//araE//rraA//pdeD//glpR//mrcA//yhcN//ybjX//acrR//zinT//ycdY//glmS//hprS//csgD//ldrB//lacZ//rne//rhlE//codA//srlR//manY//evgA//plsX//tnaB//pfkA//yajR//wza//lrhA//recX//ycgB//ralR//narZ//rihB//torD//modB//yhfS//menB//fliD//ptsI//phnO//ggt//pphB//secY//xylB//xanQ//frvR//rlmG//cmoB//ivy//prpB//pdxB//speD//cho//ybhS//acrB//mreC//yciA//argG//cusS//dinD//pgsA//rapZ//cspG//appY//ynfK//tdcD//yahD//cysB//gcl//yghO//yedF//yraN//fliM//atpA//pncB//aaeA//plaP//treR//trpE//cecR//agaA//zapC//rpoA//yfgO//gcvT//phnN//dedD//zapC//dgoK//hybG//ribF//sbmA//btuR//elbB//pgrR//mlc//putA//ygiB//recQ//phoR//mutS//arnF//yiaL//yajO//yigL//dinD//rpiR//gspI//tqsA//waaC//yahO//msrB//yjhH//yhfS//pbpG//yaaA//metH//xanP//ydhK//epmC//alr//fau//thiQ//lptD//envC//mug//astC//zraR//clpP//ulaB//rpmJ//hchA//surE//fetB//yagF//yjjG//ugpA//paaK//ftnB//hokB//kefG//crcB//cdgI//cbrA//ugd//rhlE//ccmE//yggW//ompR//caiF//rpsO//uhpT//tgt//yccX//yehX//yjjU//sapC//fdhD//yciF//yfbS//pnp//lsrC//ileS//thiH//ybfA//tnaC//secA//queG//
GO_0006521_6	rbsD//hrpA//melA//
GO_0006522_7	rplW//ftnA//xisR//csdE//xthA//eamB//dsbA//
GO_0006523_8	flhA//yafQ//gabT//yheT//
GO_0006524_8	ogrK//phr//galR//
GO_0006525_7	csgB//speF//sad//tufA//rsmA//flgA//tnaB//rph//cyoC//recD//metF//ttcA//rcsD//manX//sgrT//rpsL//ybiT//yadC//deoC//dacC//alaS//
GO_0006526_8	cusC//pdeD//xdhB//yijE//rpsR//yfgJ//pdxK//rbsD//rplF//opgG//purR//pliG//yjfF//
GO_0006527_8	ydfK//mlaE//wcaB//galF//nanA//waaO//mdtJ//yodD//hisG//
GO_0006528_6	ybgI//hofO//tcyL//cysE//
GO_0006529_7	thiD//tauC//
GO_0006530_7	kdpF//asd//
GO_0006531_7	sapB//grxD//sxy//napC//tehA//yedL//trkH//gpmM//
GO_0006532_8	nrfA//ybhG//
