#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tesB//yoaA//iscA//mgrB//
GO_0006139_4	rzoR//metQ//yraN//yfcA//icd//mak//yfaV//ycaO//fepB//focB//ymjB//sulA//hypA//hrsA//nirB//slt//rlmL//rbsA//eamA//add//lldP//fimG//cysZ//rplE//trmI//yqaA//maa//kefB//rnc//emrD//amyA//bdm//insH-6//znuC//rpmB//aroF//thiH//hypC//yiaF//yqjA//hflX//tomB//ibsB//lrhA//phnG//yddL//ndh//cueR//atpC//znuB//rpmE//ybcL//ptsP//ilvL//yehU//hypB//hicB//eptC//ftp//tilS//appB//sodC//menI//betI//bioA//gabD//ghrB//entF//yiaF//alaA//rbbA//rna//lysR//rfbB//ynjD//recX//fimG//fimB//yfaU//ubiX//mdtN//hcaD//mmuM//acpS//hrpA//ompW//sufE//fliM//dapB//secD//hdfR//hslJ//kefG//hisQ//fryA//yihR//lpxK//yjcE//alkB//hofM//gspE//garR//artP//speC//rihC//cutC//alsE//yhbS//fepA//hha//rep//yddA//ompF//lolA//ydiF//smpB//fcl//aslB//zinT//lpxK//tdcB//fryA//cyoE//yjhB//qorA//tusB//mprA//gyrB//yhaC//fhuD//yedP//prlF//glpC//waaP//codB//nagA//napB//idnT//flgD//alaA//frvR//rplK//thiE//fecD//fliT//ybhA//fliT//rzpD//yjhH//rpsI//torY//glpF//rhaS//priB//tatC//hisD//thiI//torZ//cmoM//minC//polA//insB-4//hdeD//malG//purL//tusB//serC//queD//ybeQ//yejE//zupT//ahr//yggP//rffH//yaaJ//gutM//yibF//ispU//acrZ//gntP//trpGD//selA//lysU//ahpC//rlmL//cysK//ubiD//murJ//clsC//yahF//yqaB//fixB//nfo//uspB//nac//rluC//ravA//rplK//sgbU//sdaC//rpsO//yggE//csgG//rhlB//hybG//scpC//sdhB//gadC//rplI//topB//rffM//nepI//xylR//ycjY//gltD//mdtQ//ycjQ//agaW//gspE//iaaA//tmk//yecS//lapA//tdk//plaP//glrK//yciG//argF//rsfS//yhdJ//yfaV//rlmE//xerD//treF//yedX//nikE//yadV//hsdR//fdhE//galF//ttdA//kch//purB//rclA//oppD//iraP//araD//leuS//queF//amiD//xisR//creB//sufA//arfA//phnJ//degQ//frmB//rlmE//rimL//appC//gapC//elaA//aroF//guaD//rodZ//otsA//mqsR//rnb//hscA//corA//abpA//ansA//cydD//dinG//yiaL//glpB//pspF//pgaA//ddlB//yieL//xapB//ybhP//bioD2//pheA//hflK//dnaG//asnB//yecS//dgcE//nadE//msrP//csgD//speD//hha//nei//ubiD//ygbL//rzoD//xapB//glsA2//rpmA//hxpA//rimP//rlmE//ubiA//add//yaiP//eamB//pepA//phoU//oppB//nrdD//hxpA//nuoE//mglB//rcnA//ilvN//yhiM//sucB//gmd//basS//mglC//dgoR//caiD//rffH//frwD//scpC//pabC//clpX//lamB//casB//manX//rlmJ//rzoR//lpxM//ubiG//ilvM//pgaC//cyoC//raiA//coaE//insI3//idi//tesB//ydiK//amiA//mpaA//xylA//cmk//rcdA//yccX//blc//abpB//eamB//cysA//malF//uhpA//ydiZ//brnQ//holC//fliL//lpxB//malX//speE//sbcC//ushA//yidC//ydhK//rcsB//cpxR//rplC//ynjD//cedA//yfaU//phoA//nimT//lysU//cmtB//ubiC//ppk//mutT//pyrL//xerC//grxD//gsiA//tauC//rpsE//yjiQ//thiP//fadM//thiD//gcl//ruvB//actP//fucP//yebG//frdB//glcC//insK//glnD//dps//tynA//argR//sbcC//xapR//cmtA//soxS//paaX//rbsK//entD//rfaE//argA//fadJ//fixB//fis//setC//chpS//yqaE//elyC//yhaJ//paaD//yidE//folP//uxuR//rplK//yoeE//livH//ycbU//yegD//frdD//borD//djlC//mdtD//mdtB//tnaC//malE//thiM//ydhK//hflX//gadC//lamB//pstB//exuR//yqhC//spoT//fimH//trmO//pepB//ptsP//thrL//opgC//ycjD//proB//yajD//ascF//ispB//yeaV//nuoL//ugpB//zntR//rhaR//lspA//yrdA//sodC//agaA//mtlD//yiiD//ybcJ//ecpR//ulaA//proW//mrr//actP//yhcH//atpC//tamA//araB//ptsN//trmO//ycjR//kefG//entB//thiQ//dut//alsB//ycbU//carA//yqeG//obgE//prpR//yfbR//elbB//ynfK//tamA//speB//xisE//rluA//alsB//yijO//dnaB//pta//cysQ//yfbU//ygcO//manA//gltI//slyD//yfaV//rrrD//metE//ygdG//ttdB//xthA//yaaA//pspA//pliG//recA//yagI//ydcI//ydiZ//gpmA//asr//paaK//murI//modC//mglC//glvC//rfaH//gabP//pinR//ybeY//erfK//aslB//diaA//wcaJ//folX//paaJ//ppsR//gntU//epd//fetB//sdhB//sppA//priA//otsA//cmoA//pinR//nagA//rssB//lgoT//rnr//nlpA//prpC//ptsN//hycB//smrA//elfD//fucI//rof//pgi//yihL//tdcD//erpA//ribC//rlmI//dgcM//accD//ydaN//elfG//flgD//treA//uvrD//gudP//murD//deoR//ybdR//ilvM//rbbA//dinQ//kdpB//yjhP//hlyE//cobC//kch//ypdF//yhdH//tyrR//rep//hexR//yidD//astC//yfcR//yjjB//topAI//uxuA//mraZ//sufC//ydeP//yggF//nhaR//acs//cof//srmB//psuT//galP//fimZ//fic//kdgR//flgI//nikE//rpsE//asnC//paaA//
GO_0006140_6	gpmA//fimF//
GO_0006144_6	dmsA//narG//tar//hisC//ilvN//panB//argK//sufC//mglC//abpB//
GO_0006145_7	ydjK//epd//malE//sufB//
GO_0006146_8	guaD//sfmF//
GO_0006148_9	cycA//
GO_0006149_9	ubiJ//
GO_0006150_9	bfr//
GO_0006152_7	yfdC//zapA//nrdA//yggP//mutY//yaiP//
GO_0006154_6	yjhH//
GO_0006161_9	aspS//
GO_0006163_6	ygeX//dgcJ//ygfX//ccmC//ycjD//entD//rplS//rseC//arsC//murR//yahI//hchA//iscU//yiiD//asmA//rutB//bioD//frdB//ycjW//yhjG//gntR//rep//rutB//csgD//ycfJ//yjbE//ybhI//tehB//narQ//mcrB//nlpA//hisC//dps//pinQ//yfeR//nudF//rseP//xisE//mdtC//cobS//ygiB//yaiP//ldtC//mltC//glcC//galF//rpnC//nagB//fieF//fryC//osmY//ndh//araC//srlA//
GO_0006164_7	rimJ//pcm//mtlD//ppc//recF//ycbX//yghB//fliA//glvB//narG//eutD//yhcD//leuS//pabA//prpR//intE//miaA//mhpC//marR//yojI//trg//mprA//eutD//prpC//livK//aspS//yjtD//fdoG//ydiV//hycA//yegS//diaA//csdA//degP//gcvP//yhgF//surE//yagJ//mdtD//mpaA//
GO_0006165_7	tdcE//insI4//selB//dcuR//rnlB//glnD//motA//cysG//rimP//trxC//rplK//opgH//rlpA//shoB//alaA//hpf//yiiM//ygfX//ldrD//
GO_0006166_6	ulaF//torD//
GO_0006167_6	xylB//
GO_0006168_7	suhB//umuC//
GO_0006171_9	yqiG//
GO_0006172_9	grcA//
GO_0006177_9	idnT//cysZ//gpsA//
GO_0006178_7	glnD//
GO_0006183_9	dauA//
GO_0006188_9	glnB//luxS//yabI//pgrR//
GO_0006189_10	yfgO//ynaI//
GO_0006195_7	yhjR//yibH//
GO_0006203_8	glnQ//rhtA//
GO_0006206_6	cysK//ppc//yjiQ//iscR//glnH//tehA//dcuA//hybA//infB//ycbX//aroD//metF//clcA//yfcU//glrR//rcsD//hupA//alaA//ushA//yihU//yiiM//bglF//selA//cadB//appY//rplC//
GO_0006207_8	rsmC//rhtA//adhP//rnhA//mngR//
GO_0006208_7	yfcA//zraR//trpC//hybE//flgA//ftsW//gltB//yehT//ygcR//citX//rluE//recE//rhlE//
GO_0006209_6	slyA//
GO_0006210_8	waaY//
GO_0006212_6	dnaB//viaA//asnC//dcuB//cvpA//exbB//ypdF//yehT//yfaV//glgP//yhhY//
GO_0006213_6	gabT//cecR//xerD//rplT//bioC//gor//ydfD//nadC//yidR//rraA//ribB//hcaT//yahK//phnO//ugpA//rzoR//
GO_0006216_9	endA//
GO_0006217_9	topB//
GO_0006218_9	corA//
GO_0006220_6	ugpE//priB//kdsC//ccmC//gabP//yfcA//narQ//mlc//yegD//ecpR//serS//nac//ynjA//scpB//ampD//yhcN//accA//bhsA//sbp//yjcO//
GO_0006221_7	oppA//rtcR//ybiI//hsdR//yibF//rlmG//miaA//bglA//gpr//frwB//cpsB//yajL//glsA2//
GO_0006222_9	gshA//
GO_0006225_9	proA//
GO_0006226_9	feoC//feaR//
GO_0006227_9	cysG//
GO_0006231_9	yfcV//
GO_0006233_9	casE//
GO_0006235_9	appY//
GO_0006241_9	tyrB//
GO_0006244_7	uraA//nth//glnL//thrB//nlpE//crr//cobS//
GO_0006259_5	mdtP//yhiM//hipB//citC//yahN//fimE//dfp//tesB//hsrA//kdpA//lysO//ymfA//rcsB//rpiR//cysB//yhhZ//pinE//clsC//ddpA//yiiE//mfd//trpE//fliT//tatD//coaD//hinT//fimZ//hypT//nadD//fucP//rfaC//mdtG//pgm//kgtP//mraZ//yahD//yggT//tamB//nanK//mrcB//purL//intF//emrB//ileS//zntR//yihU//ydaC//thrA//csiR//tadA//kgtP//mqsR//yfeW//clpX//lpp//yjiR//kefF//ubiJ//rne//argA//yihI//mscM//fdnI//yoaB//spy//cpsB//uraA//ftp//nrfA//otsA//mntS//rpmF//glmM//dgcF//gudD//mrdA//lpxK//nuoL//nudC//ybgI//ybdH//elbB//mngR//fic//ydiQ//mscL//hlyE//mltB//tusA//mscK//rhmR//yiiE//ybiX//mscS//shiA//trpD//yihW//yrfG//lplA//manX//rluD//cho//rpmB//ddpX//proX//ccmC//proV//pnp//cusB//maeA//yidK//pheM//ebgA//ycdX//yiaM//envC//yddM//tsaE//tnaC//dut//priC//argB//acnB//yiaM//yjiA//cytR//torA//uraA//yaaA//ytfQ//ybaT//ycdY//psuG//dsdX//hslU//pinE//iraP//sapD//rtcR//mdtE//cof//yjiM//galF//galS//waaP//napB//rffG//hrsA//
GO_0006260_6	icd//htpG//ygbI//nrfE//znuB//ridA//rimO//hycI//chbA//lpoA//fic//yciK//allC//slyA//ecpR//mltF//grpE//phnJ//panE//hupA//ubiJ//
GO_0006261_7	purF//pdxK//rhaM//yccX//ompA//kup//tomB//fliL//ygeW//ubiC//metE//chbB//
GO_0006265_6	lepB//ribA//dinQ//frmA//ybcM//
GO_0006266_6	cbl//lgt//fucK//
GO_0006267_5	citG//
GO_0006268_9	paaB//rfaC//xerD//
GO_0006269_6	ccmH//
GO_0006270_6	lysO//mlaC//yidK//hxpB//guaC//mltG//
GO_0006271_7	iscX//nlpD//hslJ//
GO_0006274_6	tauA//
GO_0006275_7	potE//epmC//yddM//arsC//dauA//mdtN//parC//ulaF//lysO//
GO_0006276_3	wzyE//lsrC//cyoC//uvrD//pepB//iscU//cysA//zntA//
GO_0006281_6	flgH//yfcQ//glrR//sufB//ftsI//cbpM//arnT//murD//gpmM//tatD//mreB//entA//yedA//ndk//malX//proV//yihL//thrL//yhjD//ygeA//yhjG//gspJ//rfbX//parC//crfC//ridA//ydgA//bglJ//dsbA//patZ//fmt//cadB//fliD//ybiT//dsbG//sgrT//feaR//aceA//mog//rutD//atoC//dadA//entH//frdD//elfC//mgrB//ssuC//ftnA//ybaL//dauA//hisH//ygbI//flgF//cbrA//nikR//
GO_0006283_8	plsX//
GO_0006284_7	pitB//napC//mtn//yafS//ydhJ//cspA//
GO_0006285_6	dmsB//ybhJ//hicB//tyrA//alr//
GO_0006288_8	wbbK//gsiC//
GO_0006289_7	gapC//hisF//
GO_0006298_7	yeiL//aceF//selA//argK//metG//yiaA//ydcO//pgaD//insI-1//yebS//
GO_0006301_7	yaaU//bhsA//narX//nagC//
GO_0006302_7	lolA//ulaE//dsdX//fruK//mdaB//casD//mhpC//yfeX//yabI//
GO_0006304_6	kdsA//fabZ//fadL//prpC//nepI//mhpD//rihC//yjiY//ilvE//
GO_0006305_7	rcsD//seqA//yaiP//ilvC//
GO_0006306_5	rep//gntU//yneL//btuC//
GO_0006307_8	prpB//yhbS//yadG//sfsA//fnr//
GO_0006308_6	thiD//ulaB//yagF//brnQ//nlpA//uidC//pinQ//rarD//queE//matP//insA-1//cysG//
GO_0006310_6	cheW//higA//intZ//glnH//rclR//bamA//xylG//nrdH//csgD//yjaA//yciK//hisC//carA//hycA//eptA//ribF//rapZ//galR//yhfS//insB-4//acpP//elaD//yihI//phr//cusB//mltG//ybaM//ettA//puuD//rplP//csgB//glpG//kdsA//arcA//ugpE//dld//bisC//nemA//hicB//yfdC//gapA//mmuM//atpC//
GO_0006313_4	dapD//cof//phoB//citX//fdoI//rutR//relE//
GO_0006323_7	ushA//
GO_0006325_4	ptsP//
GO_0006351_6	pphB//kbaY//yfeO//rplL//garL//yjiQ//lysA//dkgB//asnS//cydD//yciT//sdhD//mtgA//fliS//ycfL//clcA//yqiH//yfhM//rusA//panB//ubiI//ibsB//ftsI//sseA//flgC//waaS//rpnD//yiiD//lacZ//tolQ//mrdA//nrfA//alaS//ldcA//ybaQ//yceD//ybgI//lptE//tolR//aceA//mlc//bipA//ruvB//paaE//rof//glrK//mutM//opgH//insI-1//ycjD//ftsH//yfeD//uvrB//lptB//fepD//rhmD//yjbH//ghrB//macA//yfaE//thiE//yraI//rplW//cspG//nuoL//adk//prpR//amiB//yehX//mtlA//serB//yehW//matP//yggP//preA//glnD//groL//rpmJ//ydcT//carA//mlaE//tdcF//ccmC//ptrA//yjiX//entH//hyaD//tolB//lpcA//lysS//hscA//fkpA//degS//gcl//gntU//tsaD//dmsB//gnd//proP//pinE//sfsB//ftsE//yraJ//bglB//yacG//yggD//dps//bioP//modA//amtB//gadC//rhaB//yagF//tsaD//mscL//nrdA//mrdA//hyaA//priA//
GO_0006352_7	ybcL//dcuB//lldP//add//
GO_0006353_7	yidC//argH//
GO_0006354_7	selD//sgbH//cydD//
GO_0006355_7	trmB//slt//psuG//yagG//lptC//dosP//otsB//ygeA//tcyJ//mhpC//yibA//sfmA//idnD//ybjD//hyfF//ogt//iaaA//rzoR//ydcP//dsbA//rbsD//iscX//rzpD//ptsP//cspB//opgB//yadG//yafN//rpmF//mdaB//lipB//mgrB//apt//recE//sdhC//ansB//flgM//lldD//dcuA//gltD//cbrA//ppsR//scpC//queC//fimI//paaK//ebgA//metR//qseB//fepD//rimP//ldtC//rpoE//argT//yoaA//araG//lpxH//fabI//ilvC//yoeE//yadC//ydjM//adiA//glcD//rapA//solA//rfaC//araC//sufS//yggD//mreB//hokE//sbcB//xerC//dapD//fadM//etk//alsA//mdtL//sgcA//ybeF//ldtB//iclR//glgS//mntH//fbp//phnH//syd//dcuS//rlmB//rbsK//glgA//gor//murC//cydD//rcdA//cysN//yidK//dfp//intZ//malI//yahN//amiD//fecB//pgrR//djlC//gpmM//cheB//surA//dnaE//ariR//insF-1//thiD//amiB//ybaK//aroH//hofO//mdtP//yfeW//yafC//rcnR//fryC//yqgB//xylA//ycgV//gcvH//hybG//cydC//rhlB//malZ//ispU//yihV//gltB//minD//gapA//pstB//rzpD//preT//sbp//otsB//yhbY//glsA//gutM//ddpX//prpD//moaD//pgaB//tas//yjtD//glnE//yfdK//agaB//tsaC//tusC//lldP//ldrD//barA//hcaC//rluE//rfbD//qseB//fdhD//yjjX//hscC//kgtP//rlmG//metK//ybdM//tynA//yaaU//pcnB//exbD//ogrK//tusE//mnaT//frdB//hprS//bluF//ybiT//aaeA//yabI//ggt//yabI//rpnD//pitA//rbsD//yjjI//yciE//mutH//kdsB//mscK//yggD//napA//wzzE//pyrH//glyA//moaB//rpmE//tatD//znuA//ruvC//csiD//nagE//ibsD//galU//elaA//csgA//ftsI//metC//lgt//rplL//yehZ//flgC//ruvA//pdhR//acpT//araF//narW//prmA//insF-1//mltD//rhaA//msbA//uof//ydbD//prfC//ydjJ//ybjC//mtfA//coaA//sdhC//glnS//prpD//yiiD//priB//priA//yfiE//yghG//fumB//yidA//ybdR//fpr//prlF//yfcF//rbsD//yagE//wzc//pdhR//pyrC//rnc//intF//uhpA//rpmH//tdh//rsmG//rplJ//ycaN//yieK//raiA//rutB//ydeE//
GO_0006357_8	yihR//
GO_0006364_9	arnF//ybcL//qseB//recO//priA//lsrR//holE//adiC//mngR//htpX//nuoM//cpdB//rimL//glnA//elaB//yhaO//zitB//ygfA//tpiA//bglA//betB//acnB//murI//dnaT//pfkB//lpoA//purF//yhfK//dgoT//ligA//mutL//wbbK//ytfE//minC//lpp//dgoK//gstA//ilvN//nanT//ilvL//fdoH//pbpC//tnaC//
GO_0006378_8	ycgR//sgcX//
GO_0006379_8	clpB//
GO_0006382_8	xylF//
GO_0006396_7	ptsN//tnaC//mepS//hisQ//ybhF//sfmH//panZ//zwf//mrdA//yicJ//sixA//secA//ydhK//gppA//ppsA//ycgB//tolB//ihfB//zapA//cyoC//ccmA//ydcS//yqaB//thiH//rayT//yddA//yajR//rfaH//fadH//yfhM//gshA//gmk//pspC//mdtC//ykgM//hmp//kdpF//pheM//ftnA//hcaC//ypjD//ymgA//rcsB//prmC//rppH//nagC//nuoM//yhhY//sutR//waaC//xylE//prpD//yqcC//gntK//ascB//nanK//lapB//aroK//rne//nadD//aceK//rpsL//yecS//bioD2//sufS//hflK//tatB//ubiX//kdsA//srmB//entD//ralR//tufB//evgS//hyaB//efp//greA//yhcD//ldrB//yeeY//rpmF//aceK//glpA//manZ//frdB//chpS//rimM//nanA//ccmC//rihB//hcaD//rcsB//icd//rpiR//chbG//gppA//yhaJ//asd//argG//cysN//yaaA//ymgC//
GO_0006397_8	accD//mdtJ//pyrE//
GO_0006399_8	pstA//ydiB//opgH//nrdD//dgcZ//cbeA//scpB//mtn//yfeW//chbA//yaiP//purT//agaW//uxaA//mhpB//melR//sgbE//agaB//dmsB//ulaC//hpf//gltS//nfuA//waaS//rmf//ygfX//yaiV//acpT//plsX//ydaV//caiD//yiiD//chbG//thiI//mreC//hxpA//rluA//pabA//gntU//ybjD//rpsK//panE//fhuC//nrfB//tcyP//htpG//fetB//clpB//tsaE//rcsA//yadC//zapC//cmoA//otsA//mppA//yneE//radA//icd//coaD//paaF//pitA//pspF//mscS//tusD//yhjR//bamE//pgaC//zapE//mglA//ychH//fruB//rplS//sodC//ygfI//rpsR//pyrG//ssb//ftsL//murB//yjaZ//ykgO//rcsC//
GO_0006400_7	acpT//kdpC//ogrK//aceK//recO//opgC//ymfK//bioA//mngR//ybiS//yehT//yjgX//yafE//nusA//deoR//cmoB//hyfA//ompN//ymdB//lepA//narW//cueO//ddpA//mepM//yhjD//yobA//rayT//kefG//norV//nusA//bioF//bamD//btuD//nudB//ybhP//wcaB//sapF//trxC//gspE//iraP//ligA//moaC//nfo//rnc//gyrB//frsA//kefB//cueO//ypdC//
GO_0006401_6	envR//yaaJ//rplF//gstA//yfcF//cheB//rlmJ//rpnB//murB//cutA//waaJ//lysR//abgA//fbaA//argO//csrA//rplL//yfdR//yieF//phoE//lapA//rhtC//
GO_0006402_7	ykfM//syd//nagD//nanE//fliA//ykgO//ybiO//tehB//fryC//ydhK//bssR//
GO_0006412_6	yfiE//rhlE//ychH//topAI//fliD//menI//yehW//rnhB//dgcT//clpA//mepA//rplM//yiaJ//ppiA//dosP//fixC//mdtG//chbC//sgbE//panB//rhoL//mntH//cadC//ycgR//frdA//secF//gpr//ybdO//purR//borD//eutR//agp//rffM//feoC//yoaB//argF//aroF//actP//seqA//aaeA//ilvN//kilR//rlmB//lolE//plaP//gltX//potF//dcuR//sdiA//nrfE//rhaB//
GO_0006413_4	alr//recA//ssuD//
GO_0006414_6	yoaB//ratA//cbrC//rlmF//ubiA//glnP//dkgA//cpxP//npr//
GO_0006415_7	malF//wecA//sbmA//ybjI//tdh//ycgV//tqsA//
GO_0006417_7	queF//feoA//hrpA//nusA//mtlD//dfp//malQ//topB//hemF//lysU//upp//ccmF//decR//rihB//zipA//yiaU//bglJ//hypA//ybhG//gfcE//dgcQ//ycjP//gadB//thiI//ssuD//trxA//paaJ//purT//yiiE//corA//holB//recF//fumC//yadI//mlc//sufC//sxy//fadL//kilR//
GO_0006418_7	insI-2//eamB//ruvC//ygiW//kefB//ilvH//ascF//rcsA//yabI//arcA//yqgB//yiaT//pyrG//spy//cynT//ubiH//miaA//ortT//elaB//holE//ybdN//rplA//secD//ybaM//sfmF//
GO_0006419_8	lldD//
GO_0006420_8	elfC//
GO_0006421_8	gudX//
GO_0006422_8	setB//
GO_0006423_8	ttcA//
GO_0006424_8	yebG//argG//
GO_0006425_8	uvrY//
GO_0006427_8	pinQ//
GO_0006428_8	ydiR//
GO_0006429_8	rpsN//
GO_0006430_8	qseB//degQ//
GO_0006431_8	kbaY//
GO_0006432_8	yadN//surA//
GO_0006433_8	leuA//
GO_0006434_8	cysS//
GO_0006435_8	gldA//
GO_0006436_8	obgE//
GO_0006437_8	hemB//
GO_0006438_8	torA//
GO_0006446_8	yjiX//mdtK//yiaL//yjeI//mqsR//ygcR//rclA//
GO_0006448_8	dtpB//stpA//rpmE//metB//yfcA//
GO_0006450_4	ymgC//srmB//rpiB//ycdY//sad//agaS//ssb//arsR//iscU//aaeA//
GO_0006451_7	mlaF//
GO_0006457_3	tatC//waaO//ynaE//yhaM//recD//phnL//yidE//ftnB//bisC//sufD//ycjQ//rbn//ileS//rpnB//cobC//lapB//aer//dcm//acpH//yciT//ushA//ydhQ//ftnA//wbbK//mdtI//yjaZ//dcuC//elfD//yhaO//hyaD//prlF//deoC//rcsD//aspC//mrr//rpoD//rbsK//yhjB//fabG//tsf//
GO_0006458_4	yedX//fklB//ftsL//patZ//nadE//sapD//ybjL//ycaO//
GO_0006464_6	ugpB//proP//hisA//rutC//rarD//yfbU//ypdB//nanC//rzoD//napD//hypA//ldrD//betI//serA//rbsC//btuF//mreC//deoD//tus//dcyD//yqiH//queG//yajQ//pstS//patD//rihB//serB//xisE//purN//tusE//maa//prlC//lptA//yqgB//yfcA//glmU//prfA//mdoD//iscA//folM//helD//ldhA//rutB//frlC//frvB//cmoA//fkpA//dnaA//flgM//ynfH//dedD//bioA//menD//shoB//csdE//speC//yebZ//rfbD//relB//ccmD//kdsC//sodC//pck//yihW//sulA//dacA//pgpA//tamB//nrdE//gabD//moaC//hypE//hcaR//mepH//hslR//fepB//pspF//tpiA//thrB//gdhA//amiB//nac//sulA//queC//pyrE//pdxJ//ymfK//sapA//iscX//waaB//fmt//osmY//yafS//nrdF//prc//bcp//insB-2//yaiV//cpdB//rcsC//lldP//ybiJ//pckA//araC//guaB//cvrA//lapA//yfcR//rfaF//purF//pyrC//frc//ymgC//sucC//ynbB//mgsA//sppA//icd//yfaE//rplD//msrP//mtlA//potF//nrfE//ulaF//sdhD//yidZ//tnaB//hdhA//surE//yejF//ascG//allS//dgcN//tauC//metE//acrZ//sucD//arnA//dnaK//phoE//ybaK//
GO_0006465_6	cdaR//sdaA//fepB//
GO_0006468_7	yggN//oppA//nanK//ycjP//agp//bhsA//idnT//caiT//hxpA//csgG//treB//yeeJ//fkpB//nanC//lipB//nrdF//ybaQ//glpX//mog//ydeM//ilvM//glgX//aceB//ddpX//narI//lptG//gyrB//yidD//yfeR//citE//oppC//lpxC//mprA//hofM//mngB//sstT//chpB//yaaY//lpxP//nepI//galK//dxs//yfcR//iaaA//ssuB//yegV//kbaZ//sfsA//yejF//pdeL//phnO//yfbU//rpoA//
GO_0006470_7	nrdG//uvrA//mhpT//lsrC//greB//rimP//fabI//galT//cdgI//yjhC//gpt//tas//serB//ybaO//ybjC//mdtP//
GO_0006473_8	yagI//acs//rihC//rpsL//mrcB//wzzE//yjbF//prpC//tauC//ugpE//yafO//kilR//
GO_0006474_6	hyfA//yciK//lptD//tbpA//paaD//
GO_0006475_9	sfmD//trg//
GO_0006476_8	sodC//flhE//csiR//
GO_0006479_5	yphB//rfe//livK//fliT//hldE//lolD//mdtB//pdeK//
GO_0006480_6	rlmC//
GO_0006486_5	insK//
GO_0006490_5	ybdH//
GO_0006497_7	clcB//
GO_0006508_5	erfK//vsr//phnJ//yiaF//ibsE//uhpB//tsaD//adeD//torD//hdfR//rsgA//insA-2//ydhC//fepA//chpB//uhpA//cdgI//yebS//bcp//adiC//norV//cspB//yiaF//ymfA//mreB//atpB//thiH//pepQ//bioC//tesB//fadD//ybhG//yjjG//nhaR//yccA//dctA//recD//mltC//ycjW//glrK//uspG//thiL//ttdR//kdgK//yojI//potD//yidC//astC//pepN//rplQ//sufB//fdoH//flhE//epmA//ydcR//
GO_0006515_7	rhaS//agaR//fixA//hokE//
GO_0006517_6	hmp//fimA//agaW//lepB//
GO_0006518_5	thyA//yphC//wzb//mepS//csrA//solA//hslU//nrdD//cbpM//betI//blc//garD//yfdR//sohB//livJ//ynbB//proA//ynhF//rpsR//ygbN//nanA//era//frr//yfcF//hscC//moaB//cobS//metQ//mak//yiiD//araC//ymdB//rsmC//kduD//rpiA//envZ//dgoT//yihR//yafO//evgA//arnT//prmA//ddpA//ynfH//cnu//yjjX//msrC//sdhC//rpsP//carB//fabI//yijO//speG//ymjB//argB//paaA//tig//fumA//glpR//nadK//nudC//tldD//intQ//accD//rimL//mpaA//yqhC//hinT//asnS//hemE//kdpF//uspC//murC//thiL//yabI//dusC//fryA//
GO_0006520_4	yraI//fbp//ybaO//gltI//fabG//yeaD//lpxP//clpX//nadA//rcsF//dmsA//acpP//metK//waaU//ydcI//ycjP//ybeF//lsrB//rplQ//pspF//accC//rmuC//ybiO//yjbG//rplO//mdtC//yaaJ//fhuD//intF//casC//fadH//rimI//lapB//uspE//yjeH//lolB//purL//yieK//elfG//insI-2//alaA//kefC//xapR//lptG//skp//lpxT//melA//ptsG//gshA//ygeA//rlmD//yjiA//mtfA//rutG//sgcA//fdoH//yfcF//hprR//pepD//lpxM//truB//rplT//oppB//corA//gudD//cmoM//qseB//ddlA//fadD//lptD//glvB//caiE//bolA//deoD//nrfB//yceD//focA//lptE//pdxJ//trpC//fadH//mrcA//greB//fdhE//nagD//frdC//folA//insA-2//ttdR//cynX//nuoG//ptsI//rpiB//kdgR//exbD//frvA//rmf//zapB//smpB//cobT//dmlA//casA//argG//fdhE//fadA//argI//fdnH//malP//gntT//acrE//hybO//dmlR//tdcF//thiE//gltK//yohC//dtpA//yaaA//fpr//hha//yqaE//scpC//pgpA//ygaV//tyrB//rfaG//edd//rpoH//fadA//mglC//rfaB//ybaT//idi//pdxH//zupT//thiQ//appC//yidR//guaA//ypdI//yehW//rstB//sapB//spoT//tusD//secA//dppD//iscA//lptE//lpxB//nuoF//folP//nadE//bfr//nagA//ykgO//moeA//yjiA//pyrC//yciT//ycjQ//rcnB//ptsN//trkA//mdtA//cysU//pdeF//npr//wrbA//atpF//ynjD//nagB//ybcQ//dcyD//frdB//selB//ibsB//araE//ybjD//ybdN//iscU//yqjH//guaB//glpK//ugpA//dnaJ//yphC//murB//ldrD//rfaG//intE//menE//betB//yegV//fucI//rplN//yaiW//rsmF//ydjJ//ygfA//cysG//lpxM//
GO_0006521_6	rffC//dinB//tdcA//
GO_0006522_7	ibsC//rppH//secM//insB-2//ydjH//gltL//cadB//
GO_0006523_8	aes//syd//dctA//alkA//
GO_0006524_8	cbtA//glnQ//soxS//
GO_0006525_7	tsgA//abgA//rzoR//rhaR//uxaB//frlC//uhpC//clsC//glsB//ybcM//rplI//ydbK//clpP//focA//atpE//kduD//cusA//cca//cas1//nemR//hisF//
GO_0006526_8	eamA//ydhK//gcvA//ymgF//yfdK//allS//cadC//gltS//gmd//livH//gltB//hscA//fliT//
GO_0006527_8	glcB//hisD//narJ//secG//tyrA//nikE//tus//prpD//pntA//
GO_0006528_6	ydiP//ygjH//accB//tgt//
GO_0006529_7	kgtP//mtlR//
GO_0006530_7	ompC//lit//
