#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tusA//rsmJ//fixC//lptE//
GO_0006139_4	tabA//yphC//ycjQ//nemR//arcA//yphB//thiP//rsmB//nfsB//aceF//rfaE//deoC//rlmC//sppA//slt//gloA//deoA//dcuA//ccmD//fiu//arsB//ypjD//tdcA//tolA//yaiP//srlB//adhP//pinR//ynjA//lpxH//gor//tufA//gltX//aceB//rpsS//patZ//abgB//era//cysS//metQ//lhr//sbmA//symE//tdcD//sseA//nac//ugpA//yhjR//lapA//speF//kilR//rutD//glnA//glgP//tig//thiE//rfaC//ilvE//srlB//ushA//fadM//rtcR//yehW//ratA//panE//hslU//mazF//nudF//eamB//ddlA//ybgP//hemL//uxaB//yqeF//lyxK//gnd//ybdO//osmE//rfaE//insI3//cynX//lpoA//flgM//malZ//fabR//ydfK//pgrR//xylE//dctA//asr//sufD//yjiA//yidH//mhpD//garR//malI//ibsE//yieF//mhpB//elaD//tabA//adiC//flhE//rbsK//ptrA//ybhP//rho//ycgR//ynfF//cpdB//yqiG//azoR//feoC//yiiE//fimE//rplF//yahB//dapB//torY//oppC//fadI//bdm//yfdC//hypC//lexA//fixA//waaF//tolA//pgpA//ydcI//acrF//bamA//ugpC//lysP//ribF//glnQ//ycjD//ygbN//flgA//cedA//lon//uidC//rpsP//ymgC//uhpT//rpoA//yafE//kch//pyrL//murJ//dnaG//xapR//otsB//yqjH//yfgO//crp//yiaB//menI//phnK//wzyE//trpC//fic//rlmB//oppB//gltL//sapC//frlA//ghxQ//glgS//abpA//murP//yjhP//dkgA//phoP//rffH//rplQ//malE//csdE//glsA//mpaA//wecE//cbl//holC//mglA//ykfI//dadA//hypD//gatZ//pgl//pflC//cbrC//rfaE//greB//ydeE//mzrA//pyrF//pgaD//yfaV//mog//rihB//glvB//fhuC//pabC//rimJ//bssR//mrdB//ykgO//lsrC//yfcP//rfaG//focA//eptB//glcD//gadX//lpp//thyA//fcl//gspJ//gntU//gabP//cpxA//yddL//lgt//ybhS//ttcA//yihI//ybcQ//acpS//cca//dgt//ppsA//recD//yiiE//yehA//panZ//rffT//rzoR//murC//yqiI//purL//entF//sgcC//phoQ//cueR//yhgH//ftsB//glpX//accB//yfcG//gntT//stpA//yqgB//hybE//fliA//uof//mcrA//yehC//rfaC//folP//flhC//ispB//prpC//secA//cadA//lpp//soxR//mngB//phnP//lpxL//abgT//glnB//eptB//ybgP//folM//hokB//sfmF//secY//tbpA//clpB//pcnB//yijO//xylR//alr//kch//folM//bssR//lpxT//curA//yihO//yjhH//yciA//aldA//umpG//nuoL//yjcO//ydaN//tdcE//nadK//adk//ttdT//cheB//dam//dgt//ilvM//nikA//uhpT//alkB//trg//lysP//uspF//degQ//lepB//galE//asnC//pabB//pta//paoC//casD//xdhB//fucK//nrfF//dtpC//glnK//yehU//yhdW//dmsC//ybaE//soxS//metF//yfhH//ihfA//mhpD//arcC//mltD//bioF//recT//ubiF//nrfB//fau//yijE//ung//serC//ybjD//cysQ//yqgF//crcB//narG//araE//yhbQ//waaP//serB//paaF//insH-5//dtpD//aidB//rlmD//yhdJ//ptsI//mdfA//cyoD//fecC//rpsS//ttdB//yggD//argF//yqaE//yhdW//yajO//cysS//nudF//yibA//fucA//rcnB//yfdG//ompG//rpsO//minD//ssuE//nrdB//ibsE//yahN//recR//rcnR//rspB//fliT//hmp//dnaE//rhaR//ssuD//tufB//mutY//yjfF//glcE//iscA//fur//nhaR//oxc//murA//hisM//lpxH//radD//acrD//sdaA//nfi//hybO//mngA//acrB//yhhY//dtpC//melA//rpmH//ydeO//yqcG//rffM//rluA//yehW//queD//ybiY//holA//mtnN//ansA//plsX//menA//paaE//zntA//truD//ydhK//ybdG//yhfS//yjbE//hofQ//yqjH//abgB//ftsN//dmsC//mazF//leuB//yejF//ychO//ybjN//tamB//malZ//yieH//yobA//lpxK//intE//cpxP//mtgA//yebS//phnM//rnd//yahN//ynaI//araH//sapB//fdoH//mppA//phnN//gsiA//purD//csgG//katE//rutR//mdh//ebgR//ubiX//hemC//ansA//sbp//nhaB//yihI//yajR//actP//yagE//pcm//dppF//envR//mdtD//yahK//comR//ygbM//napF//flgD//yidC//nrfC//cho//srkA//yabI//rtcR//clpA//yeeJ//yhdJ//rhtC//feoB//yafO//yihP//cobB//nanA//uvrY//speG//mepA//thrS//abgA//pagP//rlmN//btuC//atoC//nanR//nudC//murD//barA//yicJ//insE-1//gntK//cheY//mdtQ//fdoI//cusF//essD//dgcJ//manX//cobU//argP//rimP//polB//nrdH//sapD//pyrC//adhP//ydfG//zur//mglA//ydfH//arsC//rpsL//basS//sodC//gatA//pgrR//rpsI//queF//pepD//mdoG//cydA//mhpR//nudB//serS//glcB//dhaR//pepT//dcm//fliZ//tnaA//lexA//glnH//thrS//fixB//yfcF//dsbD//ubiF//cbl//tisB//degP//entB//polB//fdoI//acrD//matP//ybdR//gatC//glnS//rffH//mtlA//cheR//ybiJ//thrA//borD//ybbW//yfiC//hemE//hupB//pgi//glpB//nikB//tusE//eptB//lsrD//rsmD//ynfE//fhuD//cho//livJ//zraS//yqhC//tsgA//ydiK//phnC//yfeR//ybjD//skp//insI-1//rimO//ybaO//mdtF//lgoR//mdtM//rpe//manA//mlc//cusS//ptrA//nanA//udp//
GO_0006140_6	nrfE//yidK//
GO_0006144_6	deoA//umuC//rluE//bglA//cspG//dosP//uxaB//ycdY//gltP//nagB//
GO_0006145_7	hypC//yadK//msrB//yfeO//
GO_0006146_8	ytfE//ffh//
GO_0006148_9	dauA//
GO_0006149_9	agaV//
GO_0006150_9	amiA//
GO_0006152_7	pgl//soxS//chbF//guaB//yjfF//guaB//
GO_0006154_6	adhE//
GO_0006161_9	fimD//
GO_0006163_6	tolR//hslJ//bfr//ygjK//oppC//ybbW//rsfS//recG//chbF//pyrB//trpGD//dgoT//garR//pspC//ygeR//mtgA//fecC//recA//znuC//lsrA//epmA//yoeE//tatC//waaJ//gmk//parE//ytfQ//rhaA//fliM//accB//truC//nagB//zupT//rluC//trmH//yqcG//thiL//pfkB//ccmG//gltX//yjbE//pbpG//ulaB//wzc//potF//rnhB//rraB//pepT//yobF//tadA//yfgJ//mntR//mepA//macA//
GO_0006164_7	alaS//nrfA//bdcA//yphD//relA//yaiP//lpp//gdhA//folM//ispU//bacA//ybhP//dinQ//sucB//entC//moaD//dcuC//nuoH//radA//yibF//rpnA//hemG//yfjR//treC//pntB//cheY//frc//potE//cra//mazG//mltG//dxr//bioD//parE//ttcA//endA//rsmJ//serC//accA//matP//
GO_0006165_7	insB-4//barA//yfdR//rplC//gltX//kup//proV//moaC//cusC//hsdM//narP//alpA//lnt//fkpA//ykgF//bcp//intQ//bdm//cyoC//
GO_0006166_6	narI//eutA//
GO_0006167_6	ftnB//
GO_0006168_7	gadE//uvrC//
GO_0006171_9	livH//
GO_0006172_9	tehA//
GO_0006177_9	iraP//actP//fic//
GO_0006178_7	groL//
GO_0006183_9	pgsA//
GO_0006188_9	sutR//ratA//rpsI//hflK//
GO_0006189_10	ypdF//yjcE//
GO_0006195_7	yidL//ycbX//
GO_0006203_8	sbmC//gsiA//
GO_0006206_6	lplA//ycfJ//hisC//citE//ptsP//yigL//hypD//yhcD//oppD//yfiR//zntR//greA//ariR//aroB//yceD//rpsG//yhbQ//zapA//fdnI//recB//ibsB//mlaE//pgpC//lsrC//yidE//rplD//
GO_0006207_8	cyaY//uspB//nanT//ftsP//mraY//
GO_0006208_7	setC//nuoB//fadI//torI//rhsD//rlmA//yidH//rpsN//thiQ//rplK//ftsX//cytR//tbpA//
GO_0006209_6	ldcC//
GO_0006210_8	yjjI//
GO_0006212_6	gsiA//dicC//yoeB//pgk//cbrA//xisR//rseC//tnaB//yehT//yeeO//msrC//
GO_0006213_6	radD//chiP//plaP//curA//rpsN//arcC//zipA//araG//ybaL//citG//yagF//uidC//dinG//yohD//wzyE//trpS//
GO_0006216_9	ybjX//
GO_0006217_9	rpiR//
GO_0006218_9	def//
GO_0006220_6	insI-2//slyA//mngB//cysB//hyaB//gltB//queD//torS//ybdR//treA//yciK//yjiM//nfuA//yieK//uvrD//nanE//yidC//groS//pheT//gltP//
GO_0006221_7	pinR//glgS//caiT//putA//ygiN//allS//yohC//fliZ//serS//pinR//nrfE//dinB//gntT//
GO_0006222_9	glgA//
GO_0006225_9	tatB//
GO_0006226_9	fkpB//chbG//
GO_0006227_9	rfaC//
GO_0006231_9	ybaO//
GO_0006233_9	eco//
GO_0006235_9	lipA//
GO_0006241_9	rpnC//
GO_0006244_7	ldcC//fabR//yahO//hybA//cueR//pepN//cas2//
GO_0006259_5	idnO//lyxK//cadA//rof//bioH//copA//rhaA//pth//hfq//nadB//aroL//ligA//pdxA//dsbG//pdxB//ibaG//dppC//xylA//kdpA//asr//rcsC//mrp//ycgB//truA//lasT//cpdB//yggF//purB//wecA//ubiI//napF//aas//yahK//zitB//fnr//agaB//ttdT//ybjD//ynfE//rplI//mak//rbn//trpD//rrrQ//ykgO//ppk//hpt//artM//prmC//lsrR//aroC//dgoT//xylG//mdtL//ybaQ//abgR//moaC//nirD//proS//ubiB//nanE//rpsG//yghO//dsbD//qseC//shiA//wecE//deoR//nadE//aaeA//intS//intA//sbp//lacY//fliG//truC//ldrD//caiE//crfC//lptF//tsx//malS//yahK//yedP//evgA//glcD//hchA//zapB//sbcB//hpf//ppx//chbC//msrQ//glcA//ygbL//secY//dxr//proQ//epmC//sgbH//proX//fimC//yraJ//ftsW//rsgA//dfp//yihS//serC//bioH//paaG//xisR//dacD//guaA//argT//fadD//betB//lptC//ppiD//purT//umpH//puuR//pdeH//ldcC//uspG//sdhE//eutR//fucI//tehA//allS//kup//ygjH//nagC//ymjB//frwB//ubiC//idi//nupX//ytfP//lsrA//hemE//leuB//fdhF//fixA//dhaL//gltD//trpA//dtpC//mug//
GO_0006260_6	cmk//ftsE//yrdA//ydjL//mtnN//alkA//ychO//rcsA//aidB//rsmI//yijO//mdh//iscX//moaB//ybjL//yfcP//cfa//queG//lexA//hycA//mhpT//
GO_0006261_7	selU//emrD//feaB//higA//intF//ptsP//lon//tolR//gcvH//yjeH//rlmM//tldD//
GO_0006265_6	ubiE//mltC//yhdZ//guaB//ampE//
GO_0006266_6	garR//lolE//rpoE//
GO_0006267_5	rcnR//
GO_0006268_9	yphF//yfaE//elfA//
GO_0006269_6	manY//
GO_0006270_6	leuC//btuE//envR//lon//glnK//xseA//
GO_0006271_7	yidL//aroP//rpsM//
GO_0006274_6	dnaT//
GO_0006275_7	trkH//aroK//cirA//cpxP//lysO//aroF//emrB//kdsA//ygjH//
GO_0006276_3	yqiH//ydeT//wzb//dgcQ//sgbE//nikA//oppB//appC//
GO_0006281_6	fdhD//waaS//xerC//csrA//yibH//ybjN//lapB//flgJ//ybhA//menD//yjjQ//nemA//nrdR//yehY//aroH//mlaD//ydcZ//gloB//rcnR//murI//viaA//adiA//pheA//dppB//waaS//abgR//alaE//tldD//rbsD//gudD//sbmC//orn//mppA//yggF//cpxP//argB//yebC//murJ//ilvL//sad//dsdC//araB//paaJ//ycbX//gabP//mzrA//ghxQ//sfmH//hemB//rnpA//tdcC//lpcA//seqA//lysC//glpT//
GO_0006283_8	malG//
GO_0006284_7	gfcE//nadC//tsx//sbmA//yjiY//fadI//
GO_0006285_6	manA//pflB//ompT//hybO//rarA//
GO_0006288_8	yedP//accB//
GO_0006289_7	trkG//menB//
GO_0006298_7	xapB//glxR//hscC//yeeO//pbpG//paoC//dsbD//mnmE//kdgT//atoS//
GO_0006301_7	preT//fryC//hypC//csrD//
GO_0006302_7	phoQ//dauA//mrp//agaA//rdgB//flgA//glsB//casB//msrC//
GO_0006304_6	waaL//ihfA//ulaB//tolQ//treC//yadI//yqeA//yfcA//nusA//
GO_0006305_7	ushA//dnaB//yehD//adeD//
GO_0006306_5	ynfE//guaA//ansB//alaS//
GO_0006307_8	yegD//murJ//glsA2//puuP//tsx//
GO_0006308_6	lpoB//agaW//htrE//zipA//fixC//aaeR//arcC//tdcB//moaD//rluC//hemB//arcC//
GO_0006310_6	ttdT//rseP//bamB//aspS//cedA//betT//sspA//nrdI//mfd//umuD//srlA//manX//purB//minE//creB//hsrA//menC//ybjD//thiM//evgA//mnmE//yjiR//fdhD//ydiZ//csdA//cra//cheZ//chpS//hypT//recR//metR//mrcB//melR//yebK//sbp//creB//insI-1//yjjU//intE//gspF//pstA//melR//fadJ//
GO_0006313_4	yfbR//yaaA//gspI//clcA//rsmA//lpoA//pyrH//
GO_0006323_7	truC//
GO_0006325_4	rfaC//
GO_0006351_6	rplC//argA//otsB//torA//fsr//torY//yphB//casB//chbB//nupG//nanC//zur//fimG//yjeH//mgtL//cysB//cpoB//lptG//rng//ypdI//acrZ//rpsG//argA//rrrD//lsrR//yedA//xapA//cspE//paaF//bamE//serS//thiQ//yegS//yagG//potF//ldrB//kdsC//pspC//hycH//msrB//ygdG//malQ//pyrF//mltC//ribE//ybfE//acs//elaA//secD//aphA//cmoB//seqA//fadR//mgtL//elaD//ftp//kdsC//uspE//ygaV//trpA//ydeM//argI//cobC//waaH//nhaB//cyaY//agaC//ymfA//nagB//phoA//ydfG//yhbX//bdcR//cysQ//chbF//dtpB//yqjH//gatB//fpr//cusF//insI4//yqaA//groL//yadK//creB//abgA//yjiR//gstB//alpA//ptrA//acrA//rcsA//metC//hns//rfaD//clcA//yfdC//sbmC//caiD//dgcJ//yebZ//rlmM//tolA//dhaL//rihB//hcaF//luxS//ygiV//ftsB//yedF//frmR//erfK//putA//yphD//ypdA//frmR//moaD//hpf//hofO//
GO_0006352_7	yjiR//sspB//aroD//insB-4//
GO_0006353_7	nth//metR//
GO_0006354_7	dsdA//nuoB//mngA//
GO_0006355_7	rbbA//astB//ybjD//ygfI//evgS//ygdG//hisG//rhaS//ygbN//yjhB//sgcB//iap//trmL//ghoS//xapR//dppC//cysW//hokB//tldD//hda//atpA//garL//rlmB//rutD//uvrC//arnA//hycI//hcaF//kefB//murI//hipB//phoU//sdhC//yqaA//eamA//cpsG//tusC//cydB//uvrD//asnC//srlB//dtd//torA//rpsM//csiR//coaE//yraR//cynS//nlpE//hda//yehT//rfbD//hemN//mreB//lysS//speF//rssB//ubiB//thrB//nikD//ubiH//trpS//ybaT//yfaE//cpxA//ompR//frdB//ydiO//umpG//gdhA//ggt//rcnR//patD//pdeF//wzb//yphF//amiB//rdgB//fadA//ldcA//treC//araE//rffG//yafS//rfaB//csrA//cysC//hinT//ccmC//prc//prlF//rcdA//bioD2//gltP//narQ//trmO//cmtA//rbn//azoR//ytfT//fdhE//cyoD//nanS//umuC//murG//rbbA//tamB//ytfE//ivbL//ptsP//comR//thiD//ybbY//yfhM//phnJ//ybgP//hisM//glcF//tyrR//mrdB//malE//selB//yihU//alkB//fdoI//rutR//preT//tcyJ//ybiJ//ydeM//yraK//clpS//uidA//aphA//glgP//dsbB//hflK//alaE//ybcC//dnaN//fklB//malP//emrY//mutY//phr//dauA//nudC//yeaE//gutM//flgC//lamB//cadA//yihO//dnaE//cusB//oppD//lsrD//codB//hybB//hemE//ilvL//pflA//yafN//soxR//glgA//rclA//adk//yiaM//prc//ychH//abgR//proB//clpX//hycA//leuD//amiB//umuD//atpD//ivy//ftnB//hemA//gyrB//crfC//elaB//puuE//lsrG//yieL//bipA//pnuC//ycfH//flgA//acrB//rsfS//yohC//casB//xthA//sufA//dcuR//nirC//yidA//ddlB//rsmH//gldA//yraI//trpB//iscA//nanR//menH//yiiD//nudB//torA//fumB//yehU//manZ//ftsA//sohB//umpG//ilvE//menA//yihX//gpp//hha//ychO//cptB//fetB//gntR//pckA//rimL//lplA//lpxL//wza//sdhC//yqhC//rsgA//leuA//ldrA//yggD//rph//murD//yfhH//cpoB//xdhB//cbeA//hisD//yggN//yihW//dsbG//yjcS//glrK//mhpC//yiaA//oppF//hmp//dmlR//ridA//lsrD//ftsZ//asnC//fdhF//mdtE//yidP//
GO_0006357_8	lldD//
GO_0006364_9	bolA//rpoS//narZ//kdgT//flgC//insI4//dcuR//ygeW//nrdI//argS//lysP//hycI//prfC//mtn//rbsD//waaU//rpoH//dcuD//radA//entS//folD//xylR//lnt//nuoG//yhcD//hypC//hisC//ydhJ//umuC//hybB//rssA//gltP//rcsA//yfhM//rpmB//exbB//dnaT//yfeD//agaR//cobT//hchA//yrdA//ydiP//
GO_0006378_8	gspI//yjbF//
GO_0006379_8	betI//
GO_0006382_8	deoC//
GO_0006396_7	yfeD//ubiE//decR//intA//pdeR//ydiO//xthA//glcF//yafS//gyrB//rclC//hsrA//pitA//rpnD//menF//yedP//dnaN//aqpZ//rstB//ribE//gatY//kdpF//sdhA//bdcA//glyS//fucI//yehX//allS//ascF//ydiQ//motA//rne//znuA//yciH//ypdC//rlmE//insB-2//rfbB//tolC//cdsA//yihP//betT//sgcA//cysH//ispH//patD//emrD//uidA//yaiV//dinI//gdhA//cra//uxaA//mdtI//frmA//glsA2//lspA//fbp//ytfT//gltB//yebZ//arfB//dcd//mgrB//rplF//ebgA//ttdT//entE//lpoA//betI//ybcJ//ogt//betT//yebK//yjjV//paaK//napD//rcsD//appB//panZ//tdcF//rclR//yijE//rlmC//rsmI//deoB//ymgF//hisF//yccX//cspD//cas2//sfmD//tdh//truD//ybeF//ybhI//ppc//acrA//mlaF//pstA//rsmD//intZ//
GO_0006397_8	zapC//ygaZ//atpF//
GO_0006399_8	glgX//ygjK//agaI//entE//ydjH//thrC//rhaB//rtcB//ymdB//comR//lasT//tamB//nemR//rseP//ais//atpD//rplX//glrK//ilvM//yafO//hcaT//amiD//hslO//gltS//yhgH//cbrA//allC//msrA//ampG//glgX//frmR//argH//yadG//argE//mdtN//ybiI//phnH//dnaK//sad//rfaG//thiG//serA//xapB//secM//ydcI//lnt//aroL//hlyE//abgB//feoB//prpD//cheW//yjiX//prs//ssuA//treC//tpiA//mmuM//ycbU//mdoG//nagB//yagE//dcm//rsmI//yghB//ldcA//selA//nanC//ytfP//yfeR//gadA//fetB//pheA//yfcA//dgoR//yccS//pta//waaL//glpK//tar//dcm//yfhM//
GO_0006400_7	pheT//glpF//sapA//kup//pyrL//potG//adeQ//uspG//sseA//ptsP//ettA//casC//queG//iraM//ilvE//tktA//tldD//kbp//ydjH//rutE//rihC//zraS//yccX//edd//pyrL//mltC//hemF//fadJ//flgC//mdtL//narP//ybhI//dpiB//rsgA//bglH//yhhZ//tsgA//trpB//mutS//lepB//yajD//yqjA//pyrD//flgJ//hipA//lldD//speC//rplO//ydjK//
GO_0006401_6	higA//ldtE//ridA//mntH//nupX//yccS//prfA//prpB//gltI//ydcT//mnmE//lpxT//csgE//glsA1//cas2//tdcB//frsA//gspF//rpsO//yhjA//cynT//ygeA//
GO_0006402_7	yojI//sad//alsC//dsdC//sdaC//yieH//arnD//cbl//ddlA//ompT//dgcE//
GO_0006412_6	dgcT//rlmF//fdx//greA//fepD//clcB//wecB//nagE//pgm//phoB//tgt//copA//gudX//talB//rcnA//alkB//otsA//mepS//tdcA//envZ//insK//epmC//mdtA//bioH//cyoB//dctA//xerD//nrfG//proA//ydeE//opgB//yihO//nlpA//kdpB//cyoB//yfdG//entH//yqgB//hisB//cvpA//chbC//poxB//tusD//yfiC//fliZ//narV//ibsD//thiM//hdeD//yegD//ghxQ//
GO_0006413_4	yihP//nimR//mlaD//
GO_0006414_6	ftsX//udp//rluE//dgkA//maeA//pstB//dgcT//sufB//ispH//
GO_0006415_7	abgR//xseB//msrQ//alr//yciV//zraS//ubiB//
GO_0006417_7	aroB//bfr//dhaM//frlB//sufS//rfaB//phr//ptrA//yjbE//trpD//gsiC//fadJ//dld//dcuB//lptB//fadI//soxS//yjiR//amiC//qorA//qseB//rpoD//panB//mdtQ//ulaF//yagF//hemH//cas2//lacZ//lepB//recT//btuD//ydiB//ymgF//atpC//yadG//fimE//rplS//sdhC//
GO_0006418_7	yjjB//frmA//djlC//folA//tolA//hisS//nadA//ydcR//bdm//pgaA//folM//carB//yehB//sucC//hycB//adeQ//xthA//rhaD//mioC//frwB//flgA//ybcF//aes//ybeF//clsC//
GO_0006419_8	yqiH//
GO_0006420_8	pgsA//
GO_0006421_8	eutK//
GO_0006422_8	ais//
GO_0006423_8	yciF//
GO_0006424_8	yfcV//asmA//
GO_0006425_8	macB//
GO_0006427_8	rlmB//
GO_0006428_8	acrA//
GO_0006429_8	rclB//
GO_0006430_8	sstT//gspJ//
GO_0006431_8	uvrY//
GO_0006432_8	ydiZ//ilvA//
GO_0006433_8	spy//
GO_0006434_8	yceK//
GO_0006435_8	tauA//
GO_0006436_8	fucK//
GO_0006437_8	lpd//
GO_0006438_8	smpB//
GO_0006446_8	fimC//acpT//yqeF//cusR//clpB//waaS//murE//
GO_0006448_8	ldcA//gpr//cysM//lspA//sseA//
GO_0006450_4	napC//vsr//nusA//hofQ//msrQ//priC//araF//waaJ//pdeH//cusA//
GO_0006451_7	ccmH//
GO_0006457_3	xanQ//araH//dinD//cysI//baeR//hslO//nrfE//yhgH//folC//argC//rraA//yhbO//nuoF//metL//ychH//lrhA//yaaY//artM//wzb//msrB//otsB//bdcR//ynjA//mtr//cusF//narH//waaP//srlA//livF//fabI//moaB//wecA//torI//thiD//skp//speG//glxR//yhdJ//mltB//mrcA//
GO_0006458_4	dcuC//yjiM//hemE//rnlA//ynbB//flgD//yegS//potI//
GO_0006464_6	pdxA//argA//dsdA//xisE//chbC//fdhE//tauD//mepM//cutA//bioB//arfB//pck//araG//proV//accD//dapD//dsdX//narP//btuR//xerC//phoB//citE//dcuR//dinD//yjhP//rbsB//rzpR//phnP//rpsH//hycA//sgcC//fimC//dnaQ//flgI//aroC//cbrC//avtA//exbD//bamC//ebgR//zraR//torD//elfA//yiaU//bcp//cysP//cysD//mdtC//rhaA//ispB//nrdF//cdsA//alkB//nuoN//metF//recJ//ldtA//potD//metN//truC//cbtA//rpnD//yqiH//gcl//rsgA//sutR//agaD//codB//yiiM//raiA//ttdB//yceO//ccmH//yfbS//yhdZ//ydiF//gfcE//mdaB//metR//nagB//rsmC//essD//gntP//yihR//yfaL//yhiM//puuR//mazF//ynfE//aaeA//trmA//yciH//parC//ybjC//ptsN//dgt//sapF//yehT//degP//rplT//ybjN//sspB//htpG//ycjW//dcyD//pflB//hemC//fucI//chbG//menH//cra//dppB//dapA//cmtA//cusA//hscA//yegV//hlyE//rlmL//cynT//gldA//dsdA//galF//hrsA//rraA//mdtJ//aspS//lon//fecD//nudF//recN//aroH//pckA//rbfA//trkG//rcdA//rzpR//yigB//pphB//tus//lysA//yeeL//
GO_0006465_6	mog//ispF//hyaD//
GO_0006468_7	flgC//rpsT//srlA//fryA//yqiI//kbaY//ppc//rlmF//tolR//yecS//ydhJ//argB//ilvA//ulaR//nanT//mscK//ycdX//tus//uvrY//dld//cspG//ygfZ//ymfK//ydiF//arfB//argT//iscA//lnt//pepT//paaZ//sixA//rdgC//yjfP//yjhI//yhaV//hisP//fucA//moaE//pta//araG//fliL//menH//cheW//ygcW//truB//potG//trmO//dgoD//iraM//yhjB//nlpI//livM//mqsA//
GO_0006470_7	ygiW//rutC//dgcJ//gcl//waaQ//oxyR//nagE//cusR//fucA//rnhB//ftsA//preT//tpx//hicB//srlA//glnA//
GO_0006473_8	tyrR//phnI//hslO//dppD//nadK//grcA//pdeF//nadC//appB//ybaK//rodZ//hypD//
GO_0006474_6	ygiN//sapF//nuoN//yieE//iscS//
GO_0006475_9	hsdR//clpA//
GO_0006476_8	accC//sapF//potD//
GO_0006479_5	miaB//menD//recD//bssS//rimL//putP//yqgF//yfaE//
GO_0006480_6	ydbK//
GO_0006486_5	fecD//
GO_0006490_5	wcaB//
GO_0006497_7	mcbR//
GO_0006508_5	ulaB//argB//hpt//glcB//uhpT//ydaC//flgC//mdtL//gltS//cydC//zntR//rtcB//paaF//mdtF//ygeV//xapA//ybjI//rcnB//yejB//rcnB//yfdR//glpT//tabA//insI-2//insE-1//sufE//cysP//chbG//rssB//wzzE//arsR//crfC//nrfF//mdlA//ydiP//nirC//nagA//rplW//ybjN//cysA//elfG//ubiJ//zntR//ybgQ//basR//paaJ//flhD//nudF//mltA//gltK//pta//zapD//udk//mutH//wzc//
GO_0006515_7	lsrK//dtpC//xerD//fruA//
GO_0006517_6	ilvL//yrfG//amiA//ybiH//
GO_0006518_5	fadE//mdtO//ynjD//rlmJ//asnS//sufA//lyxK//lolA//yigB//dcd//hsdM//rutD//ihfA//fliD//yqjA//bglA//sufS//pepD//hcaE//deoB//intE//yfeO//tap//psuG//purB//mtfA//purF//rbfA//ackA//ybcC//moeB//ybiI//ygaZ//symE//napF//exbD//potF//alsK//malI//citC//atpA//eptA//recN//ykgA//gapC//puuP//setA//emrD//nepI//uhpA//yagJ//yqjA//ldtB//arsB//amiC//murD//dtpC//ycgR//cmtA//ydeO//mglC//tusD//hypA//trxC//xylF//rplB//yddM//abgB//torY//elaB//rzpD//asmA//aroC//tdcE//evgA//yghW//yidK//
GO_0006520_4	cyoD//cysA//nupX//yjiY//hybD//sgbU//glpA//cmoM//ygiS//rpsK//ilvB//yqcC//csgF//hisF//epmC//yohC//gntU//yfdR//lpxC//cdgI//pspC//rclA//mrr//bamC//yfcR//pepA//sgcE//ykgA//mqsA//yhjA//ccmG//rppH//yfbS//yggF//gcvR//insB-2//orn//yjjU//osmE//lasT//kbaZ//lpxM//serB//osmF//add//lpxC//rfbC//prpC//ugpE//rplS//rfbB//mraZ//opgD//abgR//betI//yiaM//dicC//frlA//pepB//bluR//speG//mutT//yfdO//dgcT//hslV//puuP//arsB//yebG//mglA//nanA//entS//paaX//menB//fabI//cdsA//yfcQ//livH//lpxM//nhaA//ycgV//tamA//ompT//fliL//guaA//yigB//rluA//yfjR//kdpE//speG//evgS//ygbL//ynbB//fdoI//fadI//tyrB//hicB//mcrA//dpiB//zapD//mcbA//artJ//fepA//cobU//glnQ//cusA//rna//elaA//tnaC//nuoN//bcsQ//dedD//trpL//araC//hemN//sodC//ybaE//dacD//cfa//dicC//ompW//ygaH//yidE//hcaB//pdhR//bioD//dinG//yoeB//cspG//argR//yieL//yhjD//dtpD//atoC//ykfM//tauD//yhbY//paaB//zupT//insI4//yfcP//sufC//rrrD//trpB//mdtN//fliT//pgk//rihA//ydeT//flgI//agaV//macB//frvA//frvA//rhaS//trmO//erpA//fhuF//gnsB//ybcJ//yfdR//mdoD//hsrA//ppk//glsB//paaA//speD//tag//tyrS//chbF//cobC//rsmA//wbbK//gntU//lpoB//yagJ//flgE//mtnN//araD//yjcS//syd//cirA//cyoE//mtgA//rhlE//cbrA//rcnB//sgcR//ulaD//borD//gltP//asnC//glvC//yebQ//dapF//smpB//metE//rutA//avtA//rsgA//eamA//ycjY//mazF//
GO_0006521_6	lgoT//cobB//rzoR//
GO_0006522_7	creB//dtpC//hisC//uspE//mhpA//mioC//prfB//
GO_0006523_8	dnaG//hyaC//envZ//oppA//
GO_0006524_8	ldhA//insI-2//waaQ//
GO_0006525_7	yfeR//dapA//argE//ybgP//ruvA//yieF//umpG//folX//cydC//codA//gpr//bamD//rimK//rimP//hiuH//yoeE//purF//ansA//metK//gcvR//bioD2//
GO_0006526_8	pinR//yacG//purB//hypC//ybhG//dnaQ//sdhD//sbcB//flgC//lsrB//yoaA//fdhE//yehP//
GO_0006527_8	yjaA//cpoB//fecD//ebgA//yajD//csrA//dld//yijE//entH//
GO_0006528_6	ypdB//osmF//cysA//hokE//
GO_0006529_7	plsB//proC//
GO_0006530_7	slt//hypC//
GO_0006531_7	psd//ycfJ//cspE//eco//codB//moaC//mntR//yebZ//
GO_0006532_8	cysP//udk//
