#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lpxL//coaA//bioD1//fdnG//
GO_0006139_4	yqeA//ykfI//ykfI//lpxT//rcsC//narX//ybaO//sfsA//ydjH//alsA//ykgM//yfiR//speG//trpA//udp//kbaY//tdcC//arnT//pcnB//mak//leuD//wcaJ//lysP//rnlA//tqsA//mcbA//mraY//tnaC//cusC//entD//menE//gstA//chaC//torR//pphA//rhaD//topAI//rplY//yabI//agaB//alsC//ftsB//pgpA//mipA//yjjB//uidC//rcsA//yafQ//yfdC//pstA//lpxP//ydbD//alaS//eutA//rnhA//mhpR//entB//pmbA//dacA//lptC//rplF//ydeT//yadV//thiL//ydiK//ycjW//ppsR//ccmF//fadB//gldA//rayT//mgsA//ygiS//allD//cynX//alsC//ndk//artM//rlmL//yidH//cyaA//tag//xylE//mtlR//tusD//codB//stpA//lptF//ydeE//bdm//mngR//fdx//thiD//gatC//kefF//ssuB//ydfG//clpA//nrfG//yfiR//ygbI//exuT//acs//glnL//ispU//clcB//pbpG//ytfT//yneL//mscM//tnaA//gdhA//lrhA//treF//gspI//pheS//bssR//idnO//emrD//rhlE//gyrA//ydiQ//xylA//frdA//rplM//gpmM//mcrA//gltD//dhaM//idnT//secB//sbcD//tap//yrfG//cheR//ubiX//umuD//cas1//xylR//hemF//ftp//yiaF//yjjV//melA//bluR//yjbH//rpsA//paaB//pheS//ugpA//yegS//setC//tusC//hisG//malI//mltB//manX//torY//csgA//yehW//yjjX//tdcG//insH-5//tdcB//garK//ymgA//otsB//mltC//ftsW//dgcF//ychF//pstC//pdeH//bglB//yhdH//bisC//ccmG//mdtF//argI//yibA//fimD//tusE//mioC//codA//comR//rcsD//kefF//rhmR//fliL//creC//sanA//thiD//hscA//ybiO//ansA//efeO//bdcR//rlmF//mlaE//lysC//dgoR//mltG//tpiA//tamA//fliL//pflB//yijE//pyrH//dusC//mcbR//lptG//intF//hscB//atpD//livM//lhr//dkgA//chbA//astC//gabD//yfgO//yjfF//uup//ptsH//rnt//cheZ//fabB//bsmA//yqaE//waaQ//ppiC//rhtB//ccmC//ybbN//mraY//tolQ//carA//evgS//gpmM//patA//chbF//nrdA//fryB//ubiD//rclC//mlaB//bioC//psuG//ypdA//cynS//cysW//gapA//abgB//ppx//uxuA//ydgA//def//yhcH//hofP//ppk//mtlD//ygfZ//kbp//hofN//ygeW//wrbA//rpsM//dcuC//nrfB//pgi//ybhF//manA//zapA//queA//trpL//clsC//moaC//ydcS//yiaL//recN//tpiA//menF//orn//ftsH//perR//rutR//ghoS//srlB//gph//nanT//sxy//gldA//argA//agp//tig//gcvP//uof//rutG//ubiA//yadI//ykgF//nrdD//essD//artQ//adk//udk//phnO//paaF//glmM//tpiA//torZ//yrdA//yaaU//yhbQ//yjbE//yqgF//carB//recT//fadH//yhaV//fdoI//ptrA//yehB//rsmE//arnF//bepA//waaH//tonB//tsx//yihL//rcnB//umpG//fadB//ycjW//hcaB//ade//glsA1//entH//alsA//nanR//yddL//arfB//ycbV//ybcM//xapA//ycbU//rng//nuoN//ytfR//araA//dgcT//cas3//ybiH//tusC//amiD//mnmA//eutR//yjjI//yahD//pykA//yjbF//gnsB//yeaD//pheM//rfaQ//ybiS//gatY//fadI//cusA//flgK//cyoB//galK//umuC//guaD//ybdN//yfiR//tsaE//gshA//queG//glpX//eutA//potH//appB//phoA//napC//phnJ//ribC//cbtA//intA//fdhD//yccX//mliC//pdeH//fumC//lgoD//yfiC//gadE//yfcR//glmS//hybF//uxaC//pyrB//dinB//cysD//hprR//yafQ//yidA//sucD//ispB//ygeX//mutS//infC//thrC//sbcD//tabA//prmC//gntK//melB//kbp//ydfH//dusC//ybdM//leuE//ygcO//copA//borD//citX//leuC//yigB//ddlB//yfcF//cutA//parE//yihP//ilvM//sutR//treB//aspS//hofQ//gatD//ariR//ydaN//secA//ydjL//mlaD//acpS//hyaB//zntA//phnL//ubiX//rluA//lptF//fpr//ppiD//yhaJ//fdoG//ytfT//ndk//tcyP//bamE//yfaU//radA//trpB//phnK//yfeD//cusR//diaA//phnC//cbl//kdpF//waaC//fbp//mreC//kduD//ppx//dtd//yhfS//yfcA//csiD//oppD//mtfA//lsrB//ulaA//xanP//intA//rutG//hfq//ytfT//rlmC//folD//fpr//rpsL//phnI//ydcP//ydbK//rph//essD//rseP//hokE//yidC//glgX//ycaO//secG//ytfR//sapF//rpsS//caiB//trpGD//hemL//kefC//gltI//recJ//tldD//trmD//rlpA//garR//xapA//gcd//xapB//recF//rhaA//psd//pyrE//ycgV//preA//cheZ//bdcA//dsbG//sdiA//rsmD//bioD//exbD//mscS//malK//suhB//yadK//proP//ilvB//exuR//bdcA//prpC//soxS//wzzE//hcaD//nanA//mazF//tcdA//ymfA//mog//zapA//eptA//ppiA//cca//dctR//gatZ//lacZ//basR//glgA//map//efp//cutA//yneE//rluD//aroD//hemH//potI//fadI//yoaB//cspG//ssuB//yaiV//yafO//treC//yidR//yidH//hypT//opgG//wzb//uidC//rluA//agaR//proV//bdm//ppc//ppx//rimP//hycA//mnmC//holC//arnT//yihI//yafC//phr//potA//cmoM//nrdG//tdcR//dmsB//uidA//agaI//nrdD//rplO//slmA//ybcL//ycbV//artP//etk//gfcE//yjcS//artQ//yfeR//pyrB//nikR//
GO_0006140_6	idnD//bcsA//
GO_0006144_6	radA//gabT//cysP//glnH//cbrC//yjiX//tsgA//ybhS//xisR//asmA//
GO_0006145_7	glgB//sanA//hupA//mdtL//
GO_0006146_8	glgB//tadA//
GO_0006148_9	yghO//
GO_0006149_9	tsr//
GO_0006150_9	matP//
GO_0006152_7	gpsA//ybdN//ccmG//yccS//yhbS//glpA//
GO_0006154_6	rimM//
GO_0006161_9	cysG//
GO_0006163_6	torS//fepA//yciT//ada//ruvA//afuB//yagI//eptC//potE//ltaE//phnO//murJ//bolA//ybcC//ompG//rhaB//dacA//hicB//tauB//yraI//ybaT//rimI//yeiG//ydiO//kduD//yajO//yhfK//aidB//dsbD//nirD//proV//rep//ftsP//wcaB//ulaG//ibaG//rhaR//ymfK//ynhG//ampG//emrK//rfaE//yigL//ccmF//wza//cobS//yjfP//opgC//hofO//purL//elaD//elfD//ymgA//cmoM//
GO_0006164_7	agaS//nikA//mcbA//yfdC//nagK//exbD//yhjB//ytfP//rplP//ftp//sbcD//clcA//pdxH//galU//hisS//dxs//asnS//yibA//rhaS//opgG//proB//yhbQ//yjiM//yejA//dppA//dhaR//secE//cedA//rnr//selD//hemN//radD//ackA//fabI//ybbY//mnaT//gutM//deoD//alaE//ycgR//
GO_0006165_7	appC//recR//ycfS//pyrD//relB//ycgR//mug//hcp//ybdZ//ydcS//ydeM//fryA//copA//sbcB//adhE//ratA//mmuM//pntA//uspC//
GO_0006166_6	bglX//feoA//
GO_0006167_6	hrpA//
GO_0006168_7	cobC//cdh//
GO_0006171_9	metK//
GO_0006172_9	nanK//
GO_0006177_9	ynbD//yeiG//aslB//
GO_0006178_7	alsB//
GO_0006183_9	mtfA//
GO_0006188_9	lpxD//umpG//gstA//afuB//
GO_0006189_10	trmJ//mmuP//
GO_0006195_7	yibT//lpd//
GO_0006203_8	pcm//ptsI//
GO_0006206_6	dhaR//yfeW//sgbH//proW//wzzB//exbB//nagB//ortT//lplT//rrrQ//yjiM//nuoI//mtlA//rplF//ydhC//bepA//hyfF//rapA//envC//wrbA//yhaC//marR//thrS//pdeL//ansA//mdtM//
GO_0006207_8	ulaE//yjjX//amiC//cysA//ghoS//
GO_0006208_7	higA//rpmA//rplT//uspF//tusD//cho//rplE//aaeB//cho//mdtL//csgF//chpS//tilS//
GO_0006209_6	idnD//
GO_0006210_8	fliS//
GO_0006212_6	glyS//fabH//lacI//marA//tatD//osmE//sdiA//recE//bioD2//gloB//nrdG//
GO_0006213_6	atoS//flgA//ampE//glnS//glsB//ydeE//hslJ//cptB//yjhH//ynaE//ddpA//garK//bioC//yibH//minE//thiL//
GO_0006216_9	ugpC//
GO_0006217_9	dgoA//
GO_0006218_9	fruK//
GO_0006220_6	bcp//bdcA//yjiM//pflC//prpR//rrrQ//dhaR//mhpB//entH//rpsB//hisS//murD//hinT//caiF//tdh//dgcJ//nrfE//lptD//pyrL//katG//
GO_0006221_7	glnS//fepG//melA//cpdB//artM//hisB//rpmG//yqiG//livK//rnhB//roxA//yfdR//bdcR//
GO_0006222_9	pphA//
GO_0006225_9	deoR//
GO_0006226_9	yieK//pfkB//
GO_0006227_9	fiu//
GO_0006231_9	puuB//
GO_0006233_9	casD//
GO_0006235_9	creC//
GO_0006241_9	nanR//
GO_0006244_7	fklB//gabT//cysK//ansB//aroF//gabP//purB//
GO_0006259_5	fabR//acpS//aslB//hsdR//rnhB//rrrD//nagE//dcm//hofC//trmI//livG//rhmD//rlmD//yedX//dcuR//sdiA//fadB//sfmC//insH-6//mug//pdeR//ymgF//rhaD//nusG//prmA//kdgK//gpmA//ftsA//adk//yebS//bglX//pstS//sucC//kdpA//asnB//ubiC//ftsE//rhaR//rlmN//arsC//uspG//xylH//sspA//tatB//cydD//yehW//cspA//ssuC//ispA//dnaK//ahpC//glgB//surA//dinJ//ssuE//yrbG//murF//tadA//maeA//yjiM//yiaB//csgE//ptsH//tusE//recD//ydeT//argD//guaA//iraP//yjiA//yebG//hofM//cheR//atpA//metQ//narZ//sugE//hexR//lolC//folM//ilvC//ivy//yghB//envC//hxpA//recJ//ndk//gloB//ygbN//yeeY//cydA//tusC//yddA//gmk//lpxD//cecR//ybdG//htpX//mutT//ilvC//narV//leuE//pyrD//ydfH//shoB//ybdM//uhpA//hcaB//tap//tolR//tsx//livK//nth//glpK//mmuP//tatB//yjjG//eptC//rnd//rfbB//galS//yaiW//nhaB//fklB//mutS//glpA//rpiR//mltC//kdpB//rlpA//upp//efeO//ycaN//gstB//rsmC//yahK//hflD//glgX//recE//yidL//mtfA//secE//folP//ubiH//pstA//kdsD//flgC//xanP//
GO_0006260_6	ydiO//rpsI//gpp//yqaE//ynaI//corA//sodC//rsmI//sixA//yahD//dgcZ//tabA//yggF//ddpA//cysE//rfe//nrfB//dacB//xapA//recO//dgoA//
GO_0006261_7	rcnR//zapA//gltB//rsmE//lapA//polA//nudC//rsmI//cspE//feoC//topA//brnQ//
GO_0006265_6	ribB//fruK//yagJ//wzyE//ybbN//
GO_0006266_6	rimL//focB//cysA//
GO_0006267_5	rne//
GO_0006268_9	pcm//cmk//coaD//
GO_0006269_6	yadN//
GO_0006270_6	yqgF//casA//rrrQ//yihX//barA//acpP//
GO_0006271_7	dapB//lolE//potF//
GO_0006274_6	sucB//
GO_0006275_7	fetB//yidP//pdeL//feoC//gutQ//nikE//hicB//bamA//dinI//
GO_0006276_3	cpxP//lsrA//kch//hisM//yegV//yoeE//yciA//rssA//
GO_0006281_6	rlmI//frvA//rnpA//sdhC//ade//lldP//ecpR//gstB//yfcV//ghxQ//opgG//ppiA//rbsK//livJ//ssuE//mpaA//narH//yciT//secF//yneJ//rpsB//nudF//yajR//yahI//fabD//fepG//ykgA//secE//yjfP//metC//yfeX//ymjB//rlmF//yehY//flhE//ligA//rsmJ//cydB//mutY//patD//paaC//rfbX//cmoM//yehU//elyC//lacY//ugpB//acpT//fabI//emrK//cmoM//mak//ccmE//yebQ//pdeR//
GO_0006283_8	pstB//
GO_0006284_7	tauC//lolD//pyrG//proA//xisR//ytfP//
GO_0006285_6	metR//ypdI//creB//agaC//yggE//
GO_0006288_8	iscX//ytfQ//
GO_0006289_7	ubiI//uraA//
GO_0006298_7	rhaR//yhcN//mdfA//mhpD//dsbC//dicB//ldhA//trpS//norR//actP//
GO_0006301_7	emrE//ibsC//alr//mtlA//
GO_0006302_7	tqsA//trpL//livG//coaE//rdgB//ygeR//bglB//rfe//pitA//
GO_0006304_6	mdlA//ftsW//amiB//osmC//aldA//rplW//lit//secG//ybeF//
GO_0006305_7	murR//pagP//ygfZ//kdpE//
GO_0006306_5	yqeG//ybcC//speB//ung//
GO_0006307_8	rapZ//eno//ftsY//opgB//rclR//
GO_0006308_6	rmuC//dsdA//hycI//prkB//lptA//paaH//ybjD//hslO//rdgC//rhsD//alsK//cusF//
GO_0006310_6	yjhG//rclB//gspI//yfcG//lpcA//pcnB//miaB//waaA//eno//tauA//pheP//mdtO//pspF//ykfM//yhaJ//fbp//csgF//fumA//ycdX//dctR//cysD//rtcB//nikR//codA//hemD//uvrB//yqcG//aldA//yfcG//ycjR//kgtP//sucC//arcA//alsK//tauA//ybiH//adeQ//yieL//leuS//thrS//ggt//yqiI//speF//
GO_0006313_4	recF//bioC//yeiE//nfsB//barA//ychF//cusS//
GO_0006323_7	rayT//
GO_0006325_4	wecB//
GO_0006351_6	sucC//mtlD//cysE//acnA//envZ//yjiA//wecC//npr//ycjR//lpp//nrdG//avtA//prc//ytfR//fryA//waaB//ykfI//phr//fsr//fdoI//glxR//yidP//nuoF//panB//rcsA//lsrG//rlmF//rbsA//alsK//rpsT//alkB//gltL//yqeG//yeaK//nudB//casC//cynX//deoD//rimO//narU//tmk//sdaC//arcC//yqiJ//dnaN//yabI//yjiQ//asnB//plsC//eutR//alkB//araB//alsB//yojI//tbpA//ybhS//nanA//rplQ//yjhI//sutR//dnaC//yaaA//rpiR//glmM//xisR//csgF//fabG//viaA//fadI//yadM//yqiI//gfcE//qorA//cmoM//glnQ//mngA//hdeB//oppD//gpmA//iscX//ybhI//srlA//hexR//rpsE//sspA//hyfC//fucA//menF//pgrR//hybC//hmp//emrK//cfa//idnT//pflC//pitB//atpC//yeiG//truB//dusC//agaV//sdiA//rbfA//purC//mscM//hokE//dgcZ//ralR//otsB//cysK//yfeO//ppc//metE//yadK//yfaL//yahN//adeQ//betB//acrR//
GO_0006352_7	rffT//dosP//hsdR//frvA//
GO_0006353_7	cof//mdlB//
GO_0006354_7	argD//cueO//dcp//
GO_0006355_7	fixB//glnL//tnaC//sapC//ampE//ymgF//rmuC//ygbL//manA//ldcC//pinR//insI1//waaY//phnN//dkgA//fiu//ybjN//tehB//rpoD//cusF//yqaA//ybcQ//rof//ykfI//yfcV//frmR//yihO//srlB//arnT//bamA//recX//rpoA//cobS//queC//cpxR//rcdA//yfbR//yahF//pth//yddA//ybhR//insE-1//era//plsB//rplL//cadA//ddpX//setC//yahB//rcsA//ftp//dsdC//nimR//pdeD//fadL//pdeH//mdoG//ileS//thiM//pgl//yfiC//dicB//fsr//araE//insB-2//dpiA//casB//glpB//rsgA//otsA//rpiR//argK//insA-1//hisM//tisB//rcsC//cra//thrB//glgA//ydjK//rutB//gdhA//uvrC//relB//ompC//ratA//cysN//ybhA//yejF//pspG//dld//malP//yafN//mcrA//ykgA//ghxQ//frmA//allC//nuoM//rihA//yfcF//leuC//hflC//uspB//pagP//mtlA//intS//rihC//yfeR//glcB//ygiS//holA//hcaT//iaaA//ydfH//lepA//hypT//nuoL//ygjH//epmA//rlmJ//araB//folC//mltD//rluE//ompC//uxaA//tsgA//proC//hyaA//nusA//dcp//dhaL//mog//yhaM//mobA//pheS//umpH//ilvC//asnS//yeaV//rplK//rcsD//hchA//malF//emrB//gstB//mlaB//alsE//lysU//rffT//prkB//crp//ygfI//ygiS//sad//yadI//alaA//ubiE//yihW//rpoH//ycfL//dppC//fau//bamE//gatB//aspC//nirC//corA//ibpA//yeeO//cycA//dppC//hdeA//emrD//yhjV//ulaD//yihO//uspF//deoB//lrhA//eamA//folA//aidB//mscL//yciG//mutS//ribF//yahO//melB//hyfF//cysU//pphB//gcvH//minC//mltF//menD//nadC//ilvH//rutA//narK//nrdG//pheP//nlpI//hda//mltD//mltG//yjcO//tsr//yigB//cyoD//yehD//hemH//hldE//rffT//hycH//rffT//rzpD//ytfR//ispB//asnB//paaG//ltaE//xapB//argG//crr//rplW//dtpD//groL//nrdR//rof//lsrC//maeA//yfcG//mqsA//ygbN//yphF//rbsK//ulaR//ydiB//ftsI//ulaR//uvrC//pepD//lolB//rhaD//gntU//ulaR//mprA//rfbD//yhgF//ubiJ//kup//copA//murI//envR//yoeE//ygcO//elaA//hpt//yafN//
GO_0006357_8	rutD//
GO_0006364_9	mutT//clpP//aceA//gcvA//murF//sufC//ynbB//lgoR//allR//tar//yaiW//cptB//xapR//argG//zur//ompN//borD//ygjH//yecS//edd//ftsL//yceD//ppx//dppC//paaA//dinD//rep//ribE//yagF//potC//btuB//yeiG//ppk//entH//ssb//rsmG//argI//nikD//xapR//sbmC//cysQ//ribA//xthA//
GO_0006378_8	cbpM//flhA//
GO_0006379_8	menC//
GO_0006382_8	ycjY//
GO_0006396_7	ybbW//ycbB//cvrA//yqeG//fumB//nikR//hcaF//speB//tcyP//ygdG//yibH//ebgR//mrdA//alsB//yghU//clpS//yceK//setB//ispB//yfiR//mutT//rffH//aaeA//kdpB//yqhC//thiP//ilvN//asmA//tomB//nrdG//yidR//sfmH//fdoH//fumA//yhaO//ygeA//tpx//gudP//yeaE//iscR//fklB//dsbG//nikR//recJ//ybjI//yehP//sbcB//rplL//kup//yehY//dgoT//tabA//truA//gadC//lsrB//speE//prfB//rraB//sgcE//lysR//elfG//nusA//lrp//xseB//yfdS//yciH//yiaB//nusG//ybcQ//yagE//proQ//rhmD//ygjH//dgcQ//dfp//recQ//mutS//tus//hlyE//cyaY//hpt//kefC//atpF//gapC//ycfS//astB//cysD//rsmC//dsbA//yedF//ybiO//dinB//entD//yqeF//recA//dnaG//yhjB//yjiX//arnA//yciE//glmU//hybD//
GO_0006397_8	lpcA//atpB//mutS//
GO_0006399_8	rpsE//ligB//dtpD//rfe//hisS//insA-2//scpB//rsmB//aceF//scpC//cca//narL//ygiB//hemC//paaG//exoX//tusD//prpB//yciG//rpmC//cobC//rpsH//ybcQ//puuC//hypD//fdrA//clsA//ompN//ftnB//aroA//queG//clpB//mdtC//ralR//ydfK//yaaY//trg//xylA//intS//acpT//cynS//ibpB//fucI//mdtO//yafO//yadM//pepB//nagK//glcF//ispG//dps//acpH//waaY//insI1//rhlB//ghoT//mltF//ilvE//pykA//atpH//qorA//ydhC//cyoE//chaA//yceD//fabB//adk//glnQ//secG//hipB//puuE//cdh//glpR//ftnA//ubiJ//fepD//trmB//hrpA//menE//tmcA//oppD//deoR//
GO_0006400_7	cysS//yjbE//hemE//nei//lldP//treB//prmB//yfaV//borD//ssuE//hdhA//mnmG//xylR//ycjP//gabT//ybiO//ygjR//dgoA//aaeB//rlmN//napC//yghO//rpsB//znuB//livH//sufA//murA//yhbO//ttcA//yjiQ//livJ//yfcP//apt//ftsB//rpsN//queF//ivbL//pagP//ftsA//treA//lolA//arcA//rutB//nanE//frdB//feoA//yahI//nagA//pflC//
GO_0006401_6	yfjR//yidR//accB//rbsC//trxC//insI3//yiiD//ydjM//fhuD//yafO//nagZ//fhuC//yiaF//ydcO//erpA//dsdA//emrB//dps//hdeD//sulA//ebgA//ptsI//
GO_0006402_7	sodB//gabD//icd//fdhD//flgD//cobT//lolA//pnp//eutB//napF//lapB//
GO_0006412_6	ycaN//lysS//yidA//yceD//dbpA//znuA//pabA//rbsR//arcA//bipA//yfdS//yciV//mtlA//ldrB//dgoA//insI-1//yaaU//msrQ//pitA//mppA//lplT//rluC//radD//ligB//cysK//ulaE//ldtC//hycH//gltK//yiaJ//yajQ//asnC//argS//rclA//cusS//waaY//bioB//uacT//gatA//ycbV//glnE//setB//creC//rcsF//fadR//rnhB//setA//cydB//ompT//yahD//pflB//
GO_0006413_4	dcuR//frvR//kdpC//
GO_0006414_6	rpoD//iraM//atpC//rho//hybD//gabD//ribF//grpE//pncB//
GO_0006415_7	yoaA//gloC//roxA//dctR//ynfL//mocA//nusG//
GO_0006417_7	yggE//rimO//tdcF//yebK//nlpD//hycH//fliT//tusB//gatB//adk//selU//lsrA//fecB//fryB//rlmH//chbC//btuF//feaR//allR//entA//yahB//rpsB//lplA//rbbA//basR//rhaR//yejE//metN//treF//yfaV//rpmB//yccA//glcB//paoC//serS//mocA//nagD//araD//hprS//
GO_0006418_7	rspB//mnmE//speB//eamA//sapB//yihU//yfbV//sufE//selB//hisA//citT//tpiA//nudF//hypE//acs//basS//arsR//hybO//erfK//yidD//paaB//higB//mdtF//codB//sfmD//
GO_0006419_8	map//
GO_0006420_8	dsbA//
GO_0006421_8	kdpF//
GO_0006422_8	argI//
GO_0006423_8	pepN//
GO_0006424_8	trxC//mzrA//
GO_0006425_8	lpp//
GO_0006427_8	serA//
GO_0006428_8	mreD//
GO_0006429_8	metB//
GO_0006430_8	kdgK//umuD//
GO_0006431_8	yjjI//
GO_0006432_8	lsrC//hemN//
GO_0006433_8	opgE//
GO_0006434_8	proX//
GO_0006435_8	nusA//
GO_0006436_8	yraJ//
GO_0006437_8	trpL//
GO_0006438_8	pyrC//
GO_0006446_8	mlaB//ybdR//yiiD//rpmA//adeQ//yqaA//glmU//
GO_0006448_8	fimE//mglA//kduD//ybaT//yciF//
GO_0006450_4	rpnA//mdtA//ybdO//ftsB//glnP//trkH//ibsD//dinD//emrK//wcaB//
GO_0006451_7	glpB//
GO_0006457_3	serS//tatB//ybaT//yqhD//nlpE//dgkA//pppA//ychO//idi//ftsK//yfcP//uxuA//xylG//flhE//glsB//mliC//ogrK//glnP//ascG//wcaB//ypdB//cynS//galS//yiaB//yghO//ulaG//atpD//gpmA//lplT//hyfA//dapF//tolB//yeaD//yggW//cysQ//malK//lgoT//iscX//tig//allC//
GO_0006458_4	tdcR//potD//rbsC//ybhD//yidH//yegD//yjiQ//csgF//
GO_0006464_6	gadB//glgS//kdpF//cpsB//mcbR//rutF//galU//bisC//fes//frmB//yjiY//cysA//lepA//ftsH//rsmG//fpr//yfaL//citX//ygcW//fruA//ypdC//ghxQ//yiaU//xisE//rhaM//ydiZ//atpC//ybiV//rnc//oppB//rplY//rhaB//sdhC//cspA//dnaQ//creB//yjbE//yieF//bsmA//ycbX//nusG//pdeL//appY//tsaE//ynbC//yidA//plaP//arsR//mdaB//proP//menI//rpsT//msrA//trkH//truB//frwC//rnlA//rffT//rplD//cca//gmd//dusB//aceK//yrbG//rpsA//csrD//mprA//rna//sbmC//diaA//ygbL//ybcC//phoB//trmB//lgoR//cysN//abgT//argP//sufS//yraH//sspA//wcaC//fbaA//nrdH//kdsB//gpt//yoaA//mrcB//ydjK//ycgV//yajL//ybiT//speC//baeS//lon//hofO//cusC//ybhI//rbsR//yfeR//ugpB//cpxP//eptB//opgG//uxuB//cpdA//yccA//phr//narZ//treR//ydgA//casD//dnaC//kdsD//mglA//sdhD//lnt//phoR//prfA//lolE//aes//rimK//ygaH//recQ//rspB//gltL//yegD//yiaL//rluC//galM//hcaB//mcbR//treC//cydA//tatA//xapB//cysQ//cspD//sucD//ynfF//luxS//rfaD//
GO_0006465_6	xanP//paoC//nrfB//
GO_0006468_7	nuoF//torA//gloA//pdeR//nadA//kbaZ//ygjR//mntS//ubiI//atpB//gshA//yaiW//nadD//yejE//fbp//fadA//zapA//blr//crcB//yggN//rfbC//nfsB//mscL//phoR//ggt//ydcI//glnP//mnmC//ppsR//glcF//yehY//slyD//ddlB//ariR//frmR//yfdR//yfaU//dkgB//ytfE//uspF//moaE//paaB//ybaO//fadJ//rdgB//tolB//fdhD//torS//nirC//gadC//allD//dtd//kefB//
GO_0006470_7	fimA//zinT//hyaD//acrZ//uvrY//insB-2//mgsA//dedD//pgpB//gatZ//gltL//lolD//wcaC//clpA//puuB//lysO//
GO_0006473_8	rutF//yibH//yjfF//cysZ//atpB//hofN//ygeA//guaD//gpmM//rpiR//ubiI//xylR//
GO_0006474_6	rpoE//recR//ubiA//rzpR//nagZ//
GO_0006475_9	holC//lysC//
GO_0006476_8	ubiB//menA//yajL//
GO_0006479_5	feoB//umuD//ttdR//lpcA//rsmJ//allB//ascG//ubiA//
GO_0006480_6	ybhF//
GO_0006486_5	tynA//
GO_0006490_5	waaQ//
GO_0006497_7	folA//
GO_0006508_5	mdtO//ybhG//mnmA//hinT//fdhD//lysS//corA//ybiA//insA-2//insB-4//fecB//nrdF//rbsA//ssuD//aes//menC//puuP//mltD//dgcE//chbF//cysZ//cynS//manY//gluQ//garP//paaZ//rpsH//hcaE//ssb//yjjX//rbn//rbsK//mmuP//cfa//agaW//ybhP//prlC//kup//ruvB//galR//cadA//ttdB//ftsE//araD//ynfK//ybiO//dkgB//glsB//rlmN//ulaE//argD//entF//glmM//metG//nudC//
GO_0006515_7	accB//nikD//helD//yafS//
GO_0006517_6	torZ//rssB//nuoG//purR//
GO_0006518_5	napA//aroF//murP//yihQ//ygfA//fixA//ppk//gyrA//nanK//rpsR//chbF//tusA//glrK//yfiF//pth//nudG//yhdW//hybD//nadE//ybbW//kch//aceK//rluF//cnu//ykgM//ygiB//glmM//tamB//yhdJ//yihW//dapD//pyrH//dnaG//deoB//yjbH//rlmI//rhsD//caiD//ppsA//ldhA//panD//ugpE//dtd//fepG//cobU//uspB//mmuM//hchA//udp//blr//lrhA//insI3//acrA//gspE//fabB//sufD//modA//gyrA//yfaX//mdtC//lolB//ribC//ubiH//paaB//yhaJ//kdpD//yraH//tdcC//pheS//rpsG//malY//feoA//mglA//ytfR//miaA//ydiF//trg//
GO_0006520_4	dgcT//minE//rhlE//patD//nrfE//puuR//ybjC//glmU//ytfT//rpsE//bolA//pepA//yaiW//yfaL//ynhF//lgoD//plsB//nanS//nimR//mdtC//aphA//rhtC//fimI//opgD//chbA//tatE//alsC//ilvH//livM//uxuB//yhjC//gutQ//sseA//elyC//ygcW//cysB//umuC//alr//nuoF//mngB//ebgR//idnD//yagI//tusE//yidZ//narZ//pckA//rfbC//elfC//rseC//yjbG//eutB//ykgA//waaZ//ftsN//ldcC//abgR//hofO//creB//ygiV//rsmF//yhcN//mnmG//cueR//elaA//mreC//lplA//aroP//nirD//cynS//bssS//potI//cheR//hybA//sdhD//pyrG//mltD//arcB//yihW//torS//livM//cpoB//yieH//frsA//deoC//ybhS//rfaD//yciT//rutA//leuO//yejF//mlaF//entF//nfo//gatZ//ugpE//mdtB//iscU//pyrE//nrdF//leuB//yggF//bioH//yjcE//hscC//rpsK//hdhA//trmL//aaeA//gcvR//elyC//rsmJ//uvrY//metH//sfmA//uxuA//yiaU//dinQ//yciH//rpsH//soxR//yjeH//queF//insI3//rfe//erfK//cpoB//cho//cra//rnhB//mtlD//slmA//fliM//acrE//dgkA//mngA//mdtI//hcp//cheW//galK//queE//lsrA//yphB//hypT//hofM//rffT//yohC//pyrF//gph//blc//ybiX//tdcE//yahN//rimL//rcnB//waaA//yihP//galP//cbrC//ykgO//ykgF//sanA//asmA//znuC//glnB//ulaG//gapA//cspG//cadA//sbcC//perR//hcaD//speB//tonB//eptC//recD//proB//ulaE//tolQ//ytfP//rsmB//iclR//dicB//cysN//yfdO//ybaQ//ccmG//hcaD//ligA//rluF//narX//sapF//yfiE//yihW//rplE//rraB//pepA//ompC//yjjG//dnaB//fliS//accA//
GO_0006521_6	cutC//gltI//fkpA//
GO_0006522_7	thrS//tsr//ygaV//gatD//fryA//sucD//ydaN//
GO_0006523_8	ygdG//ubiA//rplL//yghB//
GO_0006524_8	metI//zapB//rcsC//
GO_0006525_7	ycjR//rluB//gntR//pgaA//napB//yfdO//xisR//nrfB//ybdM//ebgR//mdtF//sgrT//ygbM//galS//speC//ykfM//yqeF//tcdA//flgB//ynfF//yodD//
GO_0006526_8	ybaQ//tap//luxS//yaaU//tsgA//xisR//pgl//trpB//mnaT//mscM//ttdT//norV//cfa//
GO_0006527_8	cysC//glsB//pldB//rne//paaJ//yehX//ygcO//arnD//waaC//
GO_0006528_6	ulaF//oppA//gspF//rpmB//
GO_0006529_7	rihA//ada//
GO_0006530_7	yedX//cyaA//
