#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	aldB//asnA//glpA//lacY//
GO_0006139_4	ftsA//btuC//tcyP//ybaE//mnmC//narY//norV//phnL//tcyL//fabG//rayT//yhdX//mntS//ghoS//fetB//ilvI//yidH//ugpB//rho//uraA//ugd//trpD//mppA//hyaC//aroE//bdcR//lgoD//dkgA//argP//pntB//dctR//efeO//potC//adeD//tcyJ//dsdX//iaaA//glgC//sucD//caiF//yfjV//rnhB//sdiA//rph//rpsB//dsdC//rsfS//ribD//yeiG//waaC//pabB//yghG//citT//argS//speC//rplK//nrfG//ptsN//deaD//gntP//ybhI//murD//treB//maeA//pbpC//erfK//pal//betA//yraR//sspA//aer//rutE//sfmF//waaY//livG//yggN//hybA//pgpB//ybgI//glpC//yhdZ//iscU//rclR//cysP//yfeO//yidZ//cyoA//sthA//yohD//fruB//yidR//rpsG//cueR//frc//fadL//gadE//qseB//ybeY//cedA//truA//ubiX//sufB//sgcE//rplE//glcA//citG//trpD//sdaC//ppk//tmcA//napC//glgX//yfbV//zapA//yjhH//yphF//gsiD//wcaB//hisP//nhaB//eptB//gabD//abgR//selB//csdA//sdhE//rep//ulaD//yehZ//cbpM//waaH//lasT//yjiY//atpB//mqsR//alaS//yhjA//glmM//yiaN//ypdC//eamA//amiC//roxA//torS//ileS//glgC//secY//trmH//uvrC//iscU//thiD//gltP//lptE//ygdG//rplJ//casE//glnL//asr//rraA//lpxH//cysE//rutG//narU//gstA//ubiA//ribA//cmoM//ycgB//yddL//pflA//dicC//alkB//deoD//ivbL//selD//torI//yjtD//srmB//pinR//rpnA//murC//insH-5//yqeG//groL//thrS//sgbE//rimK//phnI//znuB//ftsX//ftsZ//ydeI//gyrB//dxs//rpmH//ybcC//ftsQ//carB//glpK//cobT//citT//phnC//fabI//tadA//dppD//rfaF//hscA//insH-5//entS//dppC//hcp//dkgB//rpnA//flhD//yfhM//elfD//ansA//yagI//alsA//nimT//tatB//murE//rlmI//lsrK//hcaF//yihT//pepA//csrA//ybdZ//pntB//fepG//ccmF//allR//shoB//cynX//yhdZ//otsA//xdhB//sapC//yehX//abgT//tusC//htpX//pyrD//rarA//rffM//serB//hisH//cadB//acrB//ymgC//ulaD//patD//ortT//panF//dcuD//pheP//idi//ulaB//idnO//orn//artQ//yidZ//tdcE//yejE//uspC//tcyP//rclR//dxr//rplM//add//manY//yidC//yggD//serA//solA//allB//npr//marR//yfeO//puuB//mioC//ribE//ydiK//yahN//cysS//phoA//dicA//xylA//degQ//yajQ//nupG//ortT//ynbD//pcnB//flhE//gcvR//mlaC//hiuH//aroF//yidH//pdxY//yhjR//yigB//relE//rpsM//rzpR//sfmF//rlmI//yhhY//parE//ynbD//cptB//yehB//cdh//tcdA//ascB//arsB//purA//recN//argP//ybjG//yfcG//yiaA//yidP//yiaF//argI//mzrA//yehY//rpmJ//deoD//cysM//yghW//yehU//relE//blr//araD//tar//yqeG//pyrL//yfiE//hokE//ybaQ//ushA//sdhE//pstS//glpX//cutA//argG//yehD//pgrR//wcaJ//intE//radD//rplI//insB-4//lplA//lysR//srlB//argR//gsiD//nanS//gph//actP//yghW//gspE//gatD//tamB//dgcF//groL//purC//ygfX//fdnG//recN//gmd//kdgR//iscS//sapA//mhpA//ydcZ//tehB//purF//ybaM//cydA//yccA//cueO//sufA//lacZ//bamB//adeP//cmoM//ychH//proA//yggF//rpmE//flgI//hha//atpC//mltG//flhA//waaG//dnaA//clpS//yceD//galT//ldcA//fimA//ribA//acpT//ftsZ//cpdA//rfaB//allS//zipA//fadJ//rrrD//hxpB//pncB//yfeX//yfiF//ldrD//yhaV//fimH//tktA//cas1//allD//tsaC//flhA//parC//rbsR//rzoR//curA//yfdC//cspC//dcuC//yfeO//yjbB//gnd//fdoG//bioA//yhcF//dsdA//rimM//ydfH//yjcS//nuoL//ilvE//xapB//fiu//helD//dppC//thrC//yjhH//opgB//mgsA//cysW//uhpB//amiB//ibsA//aas//acnA//dapA//puuD//yahK//gadC//fic//fecB//ykgO//valS//phnH//yfjR//yfiR//yfaL//rsmJ//dsbG//cydC//xapA//nikA//ycfS//amyA//livK//ydcM//dnaB//dmlA//srlD//yciF//crp//rclC//rpsK//atoC//hrpA//mazG//yhhY//yeiL//yieK//yaiP//tsgA//crr//thiC//xanQ//ybeY//frlA//yghG//wzb//macA//cusF//frwD//gsiD//pckA//nrfC//ykgO//aaeR//azoR//gcd//cynS//yiaT//rpmB//intF//upp//atoB//scpB//dpiA//tpiA//syd//groL//ribE//ybgP//ycjR//trpGD//groS//gadW//potF//nuoL//yoaA//adiA//nlpD//yadM//livK//ldtD//hycI//emrB//ykgO//cnu//setC//fliD//sodC//mdlB//mntR//nadB//tufB//yjjB//luxS//astC//gltL//rayT//rluA//alaA//atpC//yjhI//lysU//nagC//pgrR//chaC//wzyE//hmp//hupA//fliM//ykgO//accD//yebC//trpB//glgC//nusA//yiiM//seqA//ydhJ//uhpB//deoR//lldP//rsmE//rstB//waaU//cutA//lplA//mreB//yfeO//ppiA//rimP//speF//uvrA//yfaL//grxD//rihC//ftsI//parC//fdhE//phnL//hofP//coaE//melA//glnQ//gloC//cydC//yiaA//norV//narW//cmoM//dnaT//lpxP//galF//lolA//pepT//yceK//
GO_0006140_6	trmH//sodB//
GO_0006144_6	hha//csdA//ybeQ//yifB//rbfA//xylB//iraD//gnd//aaeB//iscA//
GO_0006145_7	ppk//ftp//nadB//xthA//
GO_0006146_8	hisM//insB-4//
GO_0006148_9	decR//
GO_0006149_9	glpF//
GO_0006150_9	acrA//
GO_0006152_7	xylH//fliM//apt//yojI//flgM//nuoG//
GO_0006154_6	iscU//
GO_0006161_9	dgcM//
GO_0006163_6	yqcG//rfbX//yccX//potE//yabI//treC//lon//mcrA//sodA//ugpC//tomB//lldD//norR//yfhH//tktA//dgcN//thrB//fimI//murQ//rplE//yhbO//coaE//yafE//elfD//infC//metE//yqgB//tauB//yfcQ//adiC//trpC//hisS//higB//trpE//ihfB//yphB//ebgR//tyrA//tehB//insA-1//ygaH//uvrD//bioD1//sucC//pabA//ybcQ//nrdI//yaaY//recT//cheW//mtgA//mdtP//yqiH//rfaF//
GO_0006164_7	pyrB//nrdG//waaL//queC//sufC//ycfS//bioA//sgcC//alkA//rsmI//bhsA//moeA//thiP//ynhG//mdtD//trxA//sspA//patZ//waaC//rpmA//aspC//uof//ycjW//basR//yqeG//ycjP//tyrS//yhcF//wrbA//yggE//rusA//fecA//gatA//betI//lptD//ruvC//csgA//aceA//yaiV//cysG//
GO_0006165_7	yhhT//fucK//prmC//ymgC//lamB//rsmF//yqgB//pgrR//mdlA//ynjA//agaD//speE//melR//roxA//lrhA//hda//groS//fimB//bluF//
GO_0006166_6	tyrS//tag//
GO_0006167_6	xthA//
GO_0006168_7	miaA//ycdX//
GO_0006171_9	rpsP//
GO_0006172_9	fixC//
GO_0006177_9	secD//lapA//metH//
GO_0006178_7	phoR//
GO_0006183_9	glgC//
GO_0006188_9	fecD//hscC//yegS//cydC//
GO_0006189_10	dgcQ//yheT//
GO_0006195_7	xseB//mdtB//
GO_0006203_8	thrA//mdoG//
GO_0006206_6	yfaV//glmU//yihP//pykA//fliD//pgpB//phoU//cysQ//pstC//lptF//mntP//dps//zntR//ygaV//glmU//phoR//rlmN//malK//dpiB//nudB//yhhT//eamA//skp//fliZ//dicB//gloB//
GO_0006207_8	fmt//argA//rseB//bamC//ypdI//
GO_0006208_7	gltP//ybaO//rplW//queA//yidQ//pck//fcl//holE//treR//ykfI//potI//yfeR//yiiM//
GO_0006209_6	znuC//
GO_0006210_8	yfgO//
GO_0006212_6	yiaM//mgtA//caiE//acnB//yneJ//leuD//acrF//ispH//trpA//eutB//yajR//
GO_0006213_6	alaE//ubiJ//mtnN//nfi//yhjR//hofC//rpmG//yhjD//btuD//frlA//rnlB//yeaG//puuD//yneE//pppA//potA//
GO_0006216_9	ygeR//
GO_0006217_9	tusD//
GO_0006218_9	creB//
GO_0006220_6	lptE//yibF//bfr//mnmE//rimI//iraM//clpS//sspA//ispB//mdoD//dacC//csiR//rpnA//srmB//yddL//srlR//rhsD//caiB//tsaC//yggN//
GO_0006221_7	uacT//citX//yafN//patD//pbpC//fic//cbrA//gadA//trxC//rpoE//cydD//lapA//pdeK//
GO_0006222_9	cysK//
GO_0006225_9	rpsM//
GO_0006226_9	yhjV//ldhA//
GO_0006227_9	idnT//
GO_0006231_9	mrr//
GO_0006233_9	carA//
GO_0006235_9	dtpA//
GO_0006241_9	gutM//
GO_0006244_7	recX//mdlA//narZ//yafE//yadC//yqaA//yieF//
GO_0006259_5	pyrE//yjjI//ycjD//atoB//panZ//pspF//rffG//lptF//mlaB//tolQ//map//rpmB//rseC//era//ssuE//yhcH//rraA//glnQ//kilR//uof//puuE//dauA//rfaB//yjaZ//bioB//gyrA//phnP//metE//cysA//hlyE//eutB//ilvL//ghoS//oppD//lsrB//hipB//yhbQ//yqaA//msbA//purC//clsA//adiA//yihU//rbn//yfhM//hisA//rssA//relA//yraR//gltD//ypdF//yhcF//rstB//pdeD//pdxK//aaeR//yfgO//rimP//tcdA//iscS//ychO//gadC//alpA//ycjY//hxpA//rpmC//nadD//fic//treB//idnK//glnS//ldhA//rfaB//exuR//rlmJ//narV//rpoA//allR//lsrK//yhdJ//pgaA//hns//nrfA//yeiG//yehD//murI//thiP//tcyP//qorA//talB//basR//yddL//cobT//ytfP//rplM//fabZ//leuB//fieF//ycdX//ppiA//cspG//ydhC//ttcA//frlA//rpnD//wzzE//mtn//miaA//ydjK//puuB//eutR//pck//ralR//tusE//ynfL//tatC//kefG//yghO//dsbD//plsC//lamB//dhaM//ybcQ//ydiO//yafN//eutR//prmC//trmL//yqaA//ulaA//fliL//wecC//ldhA//mzrA//rlmC//dgoR//yoaA//yecS//nrfC//ygfX//msbA//speB//mpaA//scpC//speD//rpiA//nudB//chaC//
GO_0006260_6	kdsA//rhtB//pabB//ssuB//pntA//rimO//hyaB//livK//nfsB//proA//alkB//pck//entA//yieL//yhhY//lrp//nuoI//iscA//yehC//gapC//yadM//
GO_0006261_7	lepA//bcp//lolB//helD//hyaD//argH//nudC//katE//murJ//araB//potI//viaA//
GO_0006265_6	der//ycaN//yfcF//dhaR//yihR//
GO_0006266_6	yhcD//uvrA//cusC//
GO_0006267_5	rhaR//
GO_0006268_9	yfcA//yfcS//tdcF//
GO_0006269_6	ibpB//
GO_0006270_6	aroE//moaB//narL//ldrB//cbeA//fhlA//
GO_0006271_7	otsA//ychF//yhhT//
GO_0006274_6	fepC//
GO_0006275_7	yfcV//hrsA//gpmM//paaE//satP//elfG//fdoI//glnE//ompF//
GO_0006276_3	phr//menH//xylB//yihV//hemC//pth//pdhR//yghB//
GO_0006281_6	der//yodD//ubiX//yqeA//birA//tusD//fucP//icd//nuoH//elaA//chpB//ubiA//ccmF//higB//livH//pgaD//kbaZ//rlmD//bioC//ymgF//grpE//lapB//rlmI//fhuD//yfdS//tufA//panC//yagG//sfmD//ribA//yhfK//udp//folE//yqaA//xapB//ybbN//yfdO//yejF//mocA//nudC//tcyJ//srlD//ldcC//rplR//pabC//pepB//evgA//nanS//alkA//yagJ//afuB//tolR//ortT//acs//yagF//
GO_0006283_8	gudX//
GO_0006284_7	fadA//dgkA//fes//trmH//norW//glsB//
GO_0006285_6	ybhA//yqeA//mioC//hofC//rplP//
GO_0006288_8	trmO//yhdX//
GO_0006289_7	dcuD//ftsH//
GO_0006298_7	mdtN//cysI//infC//gltI//mtlD//znuB//livH//yhbY//yagE//motA//
GO_0006301_7	intZ//fdoI//entF//priA//
GO_0006302_7	feaR//tcdA//norW//slt//dapA//ibsE//arsR//rnhB//glnA//
GO_0006304_6	eutB//rpnB//narZ//yihO//sapA//cobC//murR//yghO//pabB//
GO_0006305_7	potC//xylA//gabP//iap//
GO_0006306_5	yehA//yeaE//aroE//malS//
GO_0006307_8	ccmD//ydcS//yibT//iraP//tdk//
GO_0006308_6	murJ//hflK//bepA//yraH//nrdG//ybhR//dapB//ynbB//speC//murD//ttdB//yibT//
GO_0006310_6	yqaE//flgF//aceK//rho//zur//dhaM//hdeB//gltD//ydjE//decR//rpnA//flgD//rimI//allC//dgcZ//paaG//yjiY//xylG//ilvE//arcB//glk//ybaK//zur//yidH//glsB//yqaB//ydcS//accD//garD//yfcV//hybF//rspB//yhbO//yobA//acpS//citT//xylF//edd//cydA//gntU//torD//mazG//nadA//
GO_0006313_4	ilvN//yehY//yciK//prpD//argO//hcp//pyrE//
GO_0006323_7	clsA//
GO_0006325_4	cusB//
GO_0006351_6	pspC//kdpB//metR//waaC//dtpA//coaE//flgI//yphF//dicA//treF//yohD//glsA//mlaC//putA//tauD//srkA//rhtA//rpmG//ycdY//mcbA//yfcQ//acpP//sapF//pheP//rplC//ydhC//ypdI//nrdB//flgE//mukB//helD//lsrB//puuD//nuoI//dsbA//tauD//mutM//leuB//pepA//entF//tar//skp//slt//glmS//fucP//sucA//coaD//nudB//cbtA//lldD//clpS//fumC//crr//intA//aroH//ftsY//rluF//wzzE//zapE//rcnB//ldtE//yhfK//yajD//yfdO//gadX//rhoL//bamC//yahB//dgcM//soxR//ribA//cutA//tdcE//clsC//ycfS//yahI//yiaT//lnt//fdhE//uidR//malZ//insI3//fixB//bcr//sanA//rnlA//yaiW//tbpA//cmoM//diaA//mtlR//malI//modA//yfeX//azoR//yihW//yjjI//cusR//yejE//yrdA//cspG//tolB//asnA//nrfC//yeeO//mtlR//nlpE//flgJ//rrrQ//cysI//yjhG//ndk//yehX//yheT//mnmC//fabH//artJ//alkA//ppiC//
GO_0006352_7	rluB//ybhR//hchA//cra//
GO_0006353_7	ypdC//trmB//
GO_0006354_7	ilvC//fabA//phnL//
GO_0006355_7	yfeD//mreB//bdm//fdoH//ccmD//ravA//lit//uhpT//yfdR//ghoS//cusR//narX//glnD//glvB//cmoM//gpp//ampH//trmO//lsrG//acrD//insH-6//sgcX//fur//ydgA//hybG//sufE//fliK//topB//kdgK//cheY//galP//rpsP//fabH//tatC//uxuA//surE//rsmG//msrQ//sgcB//mzrA//fucA//oppB//fhuC//ulaR//dcuA//lsrA//tyrA//spy//gstB//yehB//yciG//fhuB//ybiA//hemA//ynfH//uhpT//narG//glnP//puuR//alaA//tadA//yeeJ//evgA//hybO//panF//prfB//hybF//ycjD//yjeH//yggF//uxuB//tsaE//frwB//ydiP//rssA//nuoH//intE//rpsH//pdeK//sixA//artI//mazF//ycaO//spy//yeeO//kch//hdeB//ygiB//mntS//dctA//uacT//clpP//dinJ//sfmA//ghxP//fucP//rhaR//icd//ulaE//nirB//ybaQ//dnaJ//sfmA//metE//rclB//aldB//nimR//thrS//yjfF//dnaN//rdgB//fadB//eutD//glk//yaaJ//araD//ldrD//ugpA//mngB//ilvD//mipA//sdhB//zntA//mdtA//artJ//gloB//dnaN//crp//yedL//rnt//intS//mutL//ulaA//kduI//oxyR//yraH//lrhA//mltG//allR//artI//yccA//ydiQ//ydbK//yfcG//holD//oppF//nagD//lysU//nagB//cyoE//yghO//yjjQ//ppx//gltP//hycH//umuC//dmlR//apt//kdsA//casC//rhaD//viaA//nanK//frvB//rpnD//yhdZ//pinE//kefG//glnL//murQ//yccA//ftsK//uraA//tehB//yraI//umuD//dauA//frdC//ybiT//ydjK//aaeA//mmuP//yehD//cadC//degP//ybcQ//murJ//katE//recX//gmd//yibA//glgS//epmB//ydfK//yjaZ//ibsB//hcaF//yiaA//amiB//rraA//dcuS//livG//ivbL//pyrH//panZ//aaeB//mtlA//ralR//mscK//yehZ//yfiR//hofN//rfbB//metB//fabG//csiR//ptsI//rplN//pdxK//lamB//yfcF//emrD//tyrS//oppF//appC//insE-1//glsA//potB//nsrR//yfgJ//cbtA//insH-5//hyfA//ytfT//yfdC//kbaY//waaP//clpB//ypdB//ttdR//dapB//rpsP//pal//argB//wecE//guaC//sapD//yjeH//hfq//proV//bolA//ydiR//rffH//fabH//carB//efp//evgA//tolQ//cspA//ycfS//rne//
GO_0006357_8	lpxK//
GO_0006364_9	fabZ//lapA//ycjR//nhaA//acs//trmA//rplP//tar//dppA//argD//ytfP//bcsA//ychF//flgJ//potE//rpsK//corA//hha//menH//ompG//lolE//envR//ruvC//pinE//lacZ//selU//dgcQ//feaR//pck//fimZ//ymfA//yqiJ//fadR//zapB//mdoG//napC//intA//ppiC//moaA//fimB//nhaA//sgcR//tsgA//
GO_0006378_8	insI1//nrfF//
GO_0006379_8	fdrA//
GO_0006382_8	rnr//
GO_0006396_7	edd//waaB//bglB//sgbH//uspE//yafN//yaaJ//cysG//yraK//dsdX//gdhA//gcvR//ulaD//topB//fdnG//ydjJ//yacG//lpoA//hisD//yddA//nadA//metF//ybbW//frmR//rna//cueR//ynfE//zntA//bluR//mngB//tcyP//pykA//yqiG//ydeT//rlmI//fadM//yoaB//pdxB//nanE//cbrC//viaA//cra//htpX//zapA//sfmD//yihQ//thiD//ecpR//rlmC//mutS//rpmH//fabR//murE//yfiC//ftsP//rutC//gloA//crp//rplF//yihO//mdaB//rhaB//sbmC//yibF//plsB//hdeA//narW//yfcU//ydhC//metC//yfhH//narG//dxs//lpxC//dtpB//mdtG//csrD//rpsQ//gpt//xapA//ybjD//lsrK//ugpB//pmbA//argI//proC//mepA//cra//diaA//lacY//yagF//yeeA//rplM//adiC//yjjU//yfcF//thrA//ccmD//ddlA//rng//hisM//rpmF//
GO_0006397_8	ygfI//yedF//torS//
GO_0006399_8	yhjA//tolC//ispU//uxaC//cobB//gntK//yfeW//yqhC//sseA//rpsG//tesB//cydD//oppA//dxr//infC//ycjR//xanQ//yehB//rpsP//pheM//pykF//rppH//lepB//ibsB//minE//gatC//infB//arcC//puuE//guaA//yqhC//moaE//frvB//argR//mdtB//murP//psuT//pbpG//prpC//uacT//basS//trmO//tbpA//rihC//mdtO//yadG//ampG//ycdX//lolA//ftsA//ulaB//hemC//prfC//zapC//pncB//focB//flgA//uxaC//recG//waaF//araG//pyrE//yjfF//thiM//ldcC//ldtA//rihA//kefG//rpsN//nupG//fadM//rimP//yggE//thiG//mog//glpF//bioP//appC//araB//selD//yhgF//srkA//
GO_0006400_7	ycaO//queA//cbl//poxB//epmB//yeeY//rbbA//blc//fucI//nmpC//nuoL//yjbE//ygeX//araC//yidE//prlC//yihL//slt//rffG//nfsB//fadA//ubiG//cobS//fkpA//yadC//folX//rpmH//kup//rfaB//ygaH//malI//rhaR//ydgA//narY//elyC//fumA//envY//trmO//crr//accA//rlmG//ade//ycfJ//entS//rcsD//upp//rng//yqcG//sgrR//
GO_0006401_6	agaB//sdiA//rpiB//accB//entA//dcd//uvrD//yciG//bsmA//yghO//ftsL//ftsI//srlA//cysK//psuT//rlmI//ddpX//ydaC//aspA//rluD//msrQ//pdeD//
GO_0006402_7	thrA//wbbK//frlR//metL//srlD//acs//kbaY//glgX//truA//ygaZ//mlaE//
GO_0006412_6	prs//rfaE//yghB//tadA//tsaB//cynT//sstT//cydC//yjiR//ygjH//dmsA//fliL//ydcO//nlpE//citT//nhaR//purF//dppB//dedD//rfbC//trpE//purL//yrfG//fruK//adiC//rbbA//gapA//lamB//recO//argE//dhaL//bdcR//yfbS//entE//glnL//flgA//pcm//potH//rof//napD//ycjR//amyA//xylB//amtB//alaE//rseC//deaD//sufS//frdA//oppC//lepB//
GO_0006413_4	ssuA//hybO//ulaE//
GO_0006414_6	yehP//acrB//mreD//sppA//ilvA//rpsH//rsmF//tdcF//narI//
GO_0006415_7	secD//bcsQ//gcvP//clcA//amyA//ybiI//iscA//
GO_0006417_7	tauB//coaD//nadA//ytfE//recN//hybA//ybdM//basR//yiiD//msrP//uvrA//tcyN//frwC//sgcR//ybdG//ygcO//dtpA//nrdA//artJ//mdaB//hcaB//cysS//dgcF//yfdK//ogrK//mdfA//cspG//polA//rutB//ydhQ//agaC//modB//tatD//cbl//frmA//yeiL//ydcT//yeaK//lyxK//
GO_0006418_7	alr//pal//intA//yhaC//lpoB//mnaT//dmlR//rng//hupA//edd//yqeG//ygcW//cbrA//ampD//dsdC//rlmJ//yihI//rpmJ//ibpB//ybhA//pck//arnF//dnaJ//yhaV//pinQ//
GO_0006419_8	yeeA//
GO_0006420_8	elaD//
GO_0006421_8	cusF//
GO_0006422_8	tisB//
GO_0006423_8	emrD//
GO_0006424_8	endA//fumC//
GO_0006425_8	cytR//
GO_0006427_8	rpsK//
GO_0006428_8	csdA//
GO_0006429_8	hcaF//
GO_0006430_8	pdxA//hinT//
GO_0006431_8	ftsN//
GO_0006432_8	barA//hcp//
GO_0006433_8	yjjX//
GO_0006434_8	mhpA//
GO_0006435_8	lolE//
GO_0006436_8	rtcB//
GO_0006437_8	cdgI//
GO_0006438_8	ftsZ//
GO_0006446_8	thiQ//bamD//nemR//bcsA//yahF//galM//alaE//
GO_0006448_8	rplI//bglH//truB//casC//fre//
GO_0006450_4	sfmF//rutE//gapA//ydeP//treC//yidR//rimI//rplI//yiaL//rsmJ//
GO_0006451_7	pncB//
GO_0006457_3	lacZ//folP//rclB//yhgH//gntU//ilvD//elbB//yibA//atpC//ileS//queA//sdhB//udp//ppk//puuA//scpC//hycB//gpt//cysG//dld//glcE//adk//ynfH//miaB//glyS//rpnA//ompW//yghO//wzc//rpsD//ilvN//yiaA//nepI//xerD//rbsA//mobA//rimM//msbA//cydD//dsdA//
GO_0006458_4	intF//atoB//fryC//afuC//uspE//pyrF//glpT//nusG//
GO_0006464_6	truC//sodC//nudG//chpS//yieE//infB//lolE//lspA//uxaB//rne//groS//kdsD//bioC//nfi//bamB//tatB//hypC//ycjR//kefG//fryC//trg//slmA//moaA//nlpA//insI1//ccmE//ubiJ//gloA//mcbA//htpG//cyaY//rtcR//cbl//nagA//mngA//ung//mdtQ//gatD//yhaC//glpF//argK//bipA//allC//rpmB//sufB//narP//coaD//nikA//rpsJ//thrS//casC//sfmA//yghW//rnhB//yjjX//ynfL//chbG//pdxA//pgpC//acrA//atpC//pyrD//yifB//deoA//arnT//suhB//sgbE//bamD//artI//tehB//lysC//poxB//dgcZ//caiD//ldrB//rffH//ligB//yebZ//mdtQ//degS//fkpA//gpsA//rpmJ//proV//folD//xapB//ydjH//waaG//blr//ygcO//parE//bioD1//ilvC//poxB//napD//nanS//ldhA//puuE//iscR//mglB//ygfX//rpsI//ynbD//ykgF//relB//cobB//ftsK//clpX//ompA//fdrA//recC//yceD//plsB//nhaA//rutB//allD//yobA//mreB//rimL//pepD//rpmH//rhaR//tus//sgbU//rplS//mlaE//tig//narU//nagZ//murJ//cra//bglH//allR//nrdI//yidL//ubiD//mlaF//tdcD//cysA//tdcG//xseA//eno//
GO_0006465_6	pgaA//ybaO//corA//
GO_0006468_7	tktA//ybjI//fliA//gatZ//casC//csiD//sodB//ynbB//murE//hypD//ompR//ubiG//sixA//cof//livG//ogrK//deoR//oppC//ybjI//hcaB//qseB//yafQ//puuA//frwC//ampE//rutR//fkpB//rhaS//dsdX//kdpA//paaK//puuP//sdaA//bssR//garL//atpF//cspD//gltL//ivy//csrD//pgsA//araF//yedX//rbn//iraM//prpD//yhhZ//yhaC//apt//ilvH//fadM//ralR//artQ//
GO_0006470_7	bcp//creC//rfaC//metI//mntH//selB//clpB//ybaQ//dnaX//rhaA//syd//ribF//dnaE//dusB//purC//yaaA//
GO_0006473_8	torA//glpG//dtd//mdaB//recN//yobA//dacA//udk//sufD//rhaB//kilR//ansB//
GO_0006474_6	cysQ//thiD//pdeR//mak//dgcF//
GO_0006475_9	nlpA//rnpA//
GO_0006476_8	evgA//lpxD//yfiR//
GO_0006479_5	cbrC//yqhC//nagK//ycgV//yihL//rclA//pdeL//fieF//
GO_0006480_6	ydeE//
GO_0006486_5	nagC//
GO_0006490_5	mdtF//
GO_0006497_7	dusB//
GO_0006508_5	cysQ//galP//nusA//frdB//lysA//erfK//slyD//rpmE//rlmJ//ygeR//ydfK//thiM//dgoT//nepI//msrQ//dinI//ygcO//ynhF//yidL//ldcC//icd//bolA//yfiR//yfiE//citG//rpsL//ldtE//ymgC//ruvC//yidH//narG//gatA//rnr//yadN//uxuR//clpB//mutY//eutN//serS//mdtC//dut//pbpG//panB//prmC//kdgR//acs//ftsP//ymgF//yobA//prpD//hisQ//rplJ//flgB//rplC//rimP//
GO_0006515_7	lptA//uxuA//bioA//dgcF//
GO_0006517_6	ydfG//gntP//fimB//cysG//
GO_0006518_5	yidZ//ghxP//pdxH//bdcR//exuR//hcaR//yciT//dkgB//pal//kefC//acpT//dhaR//patA//ybjG//hycB//hisD//leuB//ddpX//ydcZ//intZ//rhaD//pepT//metK//blr//plaP//potH//cbrA//tdcE//yqcC//argT//spy//ygiV//fimF//nadK//bdcA//adiC//mprA//rplP//xylR//csiD//grpE//plsX//yrbG//tap//frdD//frdC//lipA//srmB//glvB//minE//tnaA//aroF//torA//rfaF//modC//glnA//yhaC//gatZ//fur//cutA//hisP//nhaB//rfbX//yihI//kdsB//mhpA//hybE//chaC//fepA//tsgA//trpC//nusA//sgrT//flgF//rzoR//cas1//phnH//
GO_0006520_4	rclC//dsbB//yidA//glcB//fliT//astB//dicC//acrF//ilvL//rfbC//rclA//dhaL//mltC//clcA//ybbW//adeQ//codB//lptA//ndk//aldA//uspB//nrdB//ybdH//fimG//panD//argP//dgoK//pgsA//yahK//murF//fucP//yihP//yciG//nrdF//zur//garP//glyS//fadD//vsr//pyrB//ynaI//clpA//dnaN//ilvL//zur//glrR//rclB//pyrL//yhdJ//hyfC//ldtA//csrA//ugpA//hsdR//bdcR//ulaF//sdhA//tamB//yjiR//aroK//rplA//nanS//yneL//ybcQ//osmE//ais//astC//yfcG//cyaY//rhsD//nrfB//dnaT//greA//tonB//avtA//rsmB//umuC//matP//rhtA//ascF//bamB//yieF//yegS//ycbB//zapD//dmlR//pepA//lptE//mreB//xapB//pcnB//ydiP//rluE//hycH//astB//mdtB//ybiY//livK//valS//bamE//puuE//spoT//allB//dgcZ//ridA//sad//hcaT//bioF//bhsA//ydgA//dtpB//yciH//setC//rfaE//fbaA//guaB//aroH//nagZ//ompT//dgcJ//uvrD//katG//satP//pstA//yoeB//ycfJ//manA//rplR//zapC//yjeI//tdcR//yedX//yraI//ygiV//yeiL//pphA//serC//aaeA//yfcS//ftsX//atpE//dam//rutB//tldD//asnS//ydcP//ilvA//yihR//rarD//kdsB//menC//rsmD//mutY//amtB//cyaA//yfdK//yhjG//nikC//epmB//rlmL//yhfK//flhD//tcyP//ecpR//ybeQ//nrdG//hisF//rimM//decR//yggD//ynfE//rcnB//ydiV//ydeM//yfcA//frdD//ybjI//elfA//rpiA//ibsE//relA//skp//amiB//cheZ//cheW//rpsQ//rhaT//yadK//ilvB//yihQ//tyrS//dgoR//fepC//agaI//glvC//ppx//cdaR//rpe//cobC//msrA//feoA//nagE//
GO_0006521_6	bioC//zwf//djlC//
GO_0006522_7	rcsD//yoaB//yahI//tsaC//hycA//lacI//treA//
GO_0006523_8	yidQ//otsB//yedA//xylH//
GO_0006524_8	rnb//yheT//alpA//
GO_0006525_7	ulaG//yhdJ//mlc//tatD//cusA//lrhA//iap//feaB//yccX//pyrB//alsE//gntK//ydeM//solA//glgA//frmR//minD//fepA//hyfR//cbrC//ygiW//
GO_0006526_8	yeeY//modC//yieH//pppA//rpmH//ygjR//mlaB//mreD//ytfQ//feoC//narV//hofN//arfB//
GO_0006527_8	rpsG//mntS//dsbG//malY//dapF//ybjI//rluE//aceA//hemB//
GO_0006528_6	cysE//truD//ghoT//nupG//
GO_0006529_7	gltD//wzyE//
GO_0006530_7	udk//idnD//
GO_0006531_7	hexR//mppA//proP//waaA//kduD//yjjU//kdsD//menC//
