#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ftsK//napA//nfsB//nrfF//
GO_0006139_4	ptsI//dppD//recA//yqhD//betA//bdm//acrR//lpxM//phnJ//yhbS//cmtB//pspC//cbpM//mdtI//yjbE//ygaH//hscC//dapF//intS//waaQ//rimP//cycA//ubiG//yagU//rplS//yraN//rcsA//ymdB//menI//sucD//dhaL//ulaG//entF//thiD//guaD//minC//purR//gcvA//fimB//yeiG//bfr//cbpM//flgA//ychF//lptD//flgM//mraY//wecE//yjcS//lpxK//iap//poxB//zapB//yegV//glgX//sapB//rpsL//nemR//kdsD//ssuA//tsaE//fixC//fhlA//rnlA//phnG//acnA//eutD//rluB//nudC//rplA//yddL//ybhJ//manX//mutH//prfC//glpX//ypdI//nuoN//parE//lolB//kdpD//kefB//adiC//gudP//rlmH//ubiG//rluA//tdk//wcaB//rhmD//dapD//yfgJ//eamA//guaD//envR//ycbU//purB//yfeX//hemA//opgG//gyrB//ydhJ//casD//tisB//rhaS//glpX//tadA//metF//recD//selA//yihW//yaaA//yeeA//exuR//hisG//hypA//ykgO//artM//recJ//rnlB//murG//narP//insA-1//ymfA//murD//yfdC//ycjP//alpA//yifB//mmuM//rpsT//rhtB//hofN//appC//yraR//hfq//rplS//xylH//ynfL//etk//fucK//glcD//satP//yehA//lamB//ltaE//opgH//ydcM//rho//mmuP//ung//tsr//nadD//slyA//rutD//glgX//cyaA//cpdA//amiC//degQ//ugpC//trmH//cspI//asd//cfa//ugpE//recN//idi//psd//pfkB//trpR//nikB//tqsA//argC//ibpA//rtcR//ygfI//arsR//cysC//phnP//waaP//hypT//lptB//nepI//pgsA//ybbN//ebgA//recD//yhjA//cusS//fdnI//yfaE//hflC//rnc//kefF//ampH//cysS//ispG//yggD//crr//mreB//tauC//pyrL//nrfB//qseB//gshB//mtr//ybiW//cpdB//kgtP//ydcP//aroF//lhr//mscM//eptB//asnA//ygiN//rseC//pyrF//acs//nimT//nikR//rssA//evgS//nagB//yihO//malX//nlpE//yjiA//perR//galP//lamB//ygbL//yrdA//nuoM//copA//mtr//fdhD//ftsK//yidP//tap//yehT//lgt//serB//yjgX//ascF//mepH//yfaU//nth//mltC//thrA//yciH//diaA//ydhJ//galS//yadK//msrC//ldhA//yaiV//yghU//tamA//rluB//yqcG//sbcB//yraI//pfkA//yqgB//lon//livH//ydhC//pldB//sgcX//livJ//hcp//citC//nrdI//pgk//hexR//sdhB//pdeL//slyA//rzpR//rpoE//yafN//murA//yibT//pyrF//yfeX//hycI//ybhJ//chbR//chbB//symE//uxuB//fliZ//galM//pinE//kdgR//setB//yfdR//mrdA//wzzE//trmL//sbcC//ubiD//sucC//leuE//ygfX//tnaA//nuoH//fruB//der//nupG//yhbQ//elfD//rcsD//ubiH//waaH//yagG//narV//rfaD//yhjR//gmk//selB//trpS//adiY//pta//yafS//ygjH//lldD//ynfH//ydeO//bglF//ydeO//ybbY//rcsC//yhcN//bglJ//pdeH//gldA//gpp//hypA//zntR//lptC//frlB//rna//atpE//sanA//malQ//gabT//ulaA//pspF//glgB//yjiY//rrrQ//ampH//rplN//bglA//ybgP//abgA//cusS//menF//ybbY//dauA//idnO//rluE//waaA//yqhC//tabA//mngR//prfA//bamD//ttdR//lnt//dppA//artI//osmC//kefB//solA//mlaC//paaG//hyaA//rnr//pitB//ulaF//yheT//yjeH//efeO//rcnA//nuoI//recA//alaA//coaD//uvrB//mglC//mhpD//mscL//rutE//bfr//yfgO//tolB//rutB//yidP//zntA//yrfG//lamB//kilR//ligB//fimC//uspB//feaR//clcB//ydbK//hemG//gadW//edd//asr//ynbB//yejE//bamE//kgtP//smpB//nudB//wecC//caiB//emrE//gatC//hdeA//dhaK//dgoT//acrE//chbR//arcA//yejF//acrR//hybO//yheT//tnaB//fimI//flgG//cpxA//tsaE//rsuA//trpL//tehB//pcnB//hypA//add//cusC//chbA//ribD//garD//treR//yidH//flgI//trpD//panC//sthA//orn//hokB//pnuC//pheT//cca//ascB//rplO//atpC//frlR//bacA//higA//yjjV//nhaB//ypdI//lpxP//baeR//gpr//rhaT//dinQ//rutD//dinI//argH//yhbY//msrP//amiA//sad//aaeB//guaD//recC//ygiW//yqcC//metC//ybhS//tig//mlaB//gatD//glvC//epmA//fkpB//pepB//clsB//yfeR//sufE//leuO//wecA//purF//ygfX//add//mglB//rpsE//mngR//mltF//paaB//miaB//murC//tsaE//yiaA//tas//ndk//ldtA//elyC//pitB//tsf//sugE//opgB//ppiA//dtd//yobF//aroF//yehD//yhbQ//radA//ygbL//ccmD//yoeB//ybiO//fumC//cysM//priC//wza//galR//uidA//paaA//cysH//mocA//wrbA//ppiD//hdeA//zipA//eutB//rffM//queG//hypA//rpmB//ampG//ydiV//malS//yceK//dnaX//ptsP//tisB//gatB//trmB//artQ//folM//amiA//cheB//potC//yjaZ//arcA//rph//pppA//cysE//entB//gltS//nupX//argB//alaS//pflB//yqiH//ynfF//hyfC//nrdA//prfC//gsiD//agaW//metR//malE//gspF//rcsB//ggt//yejF//lsrD//fadI//lpxC//tusC//leuC//yggT//nrfD//sspB//wecC//glpT//cydD//ubiC//narK//casC//insK//hdeB//dsdC//hexR//yidZ//flgB//yhjA//dicB//uspB//
GO_0006140_6	gapC//psuT//
GO_0006144_6	bglX//epmB//mcrA//pgi//ivbL//nuoH//zitB//dgcF//dgcF//hcaD//
GO_0006145_7	ygiV//lnt//prc//zntA//
GO_0006146_8	elfD//betI//
GO_0006148_9	ilvD//
GO_0006149_9	modB//
GO_0006150_9	fadK//
GO_0006152_7	lipB//dacD//yahN//speC//rsmJ//mnmC//
GO_0006154_6	ompG//
GO_0006161_9	yagE//
GO_0006163_6	tyrS//betB//recJ//holD//cyoA//rfbX//pflA//bolA//ybdZ//stpA//glnE//katE//rodZ//rnhB//mdtL//chiP//rsmA//rffT//bioF//nfi//iscR//rne//tyrB//etp//yidQ//yaaY//ompL//torD//rffH//yhjX//mlaE//rihB//fadK//ilvI//cpxA//secM//fryC//scpB//bssS//ddlA//waaS//ybgQ//paaK//speA//eutK//rpiR//prpB//ygbM//citE//nemR//narH//gatD//rzoD//glrR//
GO_0006164_7	lsrA//sgbE//eco//epd//frlA//fre//dinI//aroB//ccmA//ybiJ//purT//zinT//osmC//tusC//soxR//atpF//acrZ//ppk//pgpA//dauA//fur//sfmD//ispA//flhC//tolA//fumC//bdcR//metB//hyfF//yoeE//fliK//pdxH//hyfF//setA//pta//yihP//iscA//cysU//paaJ//nepI//
GO_0006165_7	dcuD//proV//thrS//rfbB//sgcA//melB//ugd//ytfR//mdfA//glpR//uhpB//eutR//ldtC//ung//ybiS//ribA//truC//shiA//ispA//
GO_0006166_6	ada//nudB//
GO_0006167_6	gpr//
GO_0006168_7	lolE//secD//
GO_0006171_9	gcvT//
GO_0006172_9	glcC//
GO_0006177_9	yajQ//rpsD//acrF//
GO_0006178_7	mtlR//
GO_0006183_9	cysN//
GO_0006188_9	ycgR//lsrR//speA//narV//
GO_0006189_10	btuB//rpsT//
GO_0006195_7	exbD//dnaJ//
GO_0006203_8	puuR//yehD//
GO_0006206_6	ykgM//dkgA//msbA//znuB//norW//glpA//rppH//metE//ubiX//ybaL//casC//yfaV//mutS//umuC//sfmF//cobS//yhaC//alsB//ygbI//recG//lysU//trxA//nadA//frdA//holB//insH-6//
GO_0006207_8	nrfF//rbsC//ycfS//ybiS//chiP//
GO_0006208_7	hxpA//fliD//sodB//pldB//dgcJ//rpoA//fur//lysR//bioF//cstA//yhcF//mglC//ykfM//
GO_0006209_6	rlmN//
GO_0006210_8	ccmD//
GO_0006212_6	flhC//uspF//ybeQ//cysP//yhaO//cysK//glnS//fryA//yqiJ//tatC//ribC//
GO_0006213_6	rhsD//glgA//tisB//gutM//rpoD//tpx//aaeR//cirA//ynbB//citG//phoP//gadW//psd//mpaA//mfd//chbA//
GO_0006216_9	malX//
GO_0006217_9	phnJ//
GO_0006218_9	hdeD//
GO_0006220_6	ybdZ//ybaQ//folC//rlmI//radD//uidA//fcl//tas//argF//aroK//glnA//livG//menA//tauA//creC//yidQ//ycbX//tisB//dgoD//ttdR//
GO_0006221_7	ybbN//fadR//mtn//ilvE//rplT//rpsI//clcA//acrA//cysP//csrD//csgB//insA-2//cydB//
GO_0006222_9	mprA//
GO_0006225_9	dmlA//
GO_0006226_9	glxK//cysE//
GO_0006227_9	ligA//
GO_0006231_9	cyaY//
GO_0006233_9	ygiN//
GO_0006235_9	fieF//
GO_0006241_9	mdaB//
GO_0006244_7	sapD//yqgB//yddG//asnA//nupX//comR//proV//
GO_0006259_5	tig//setA//rspB//agaA//gutM//frdA//rep//zipA//mlaF//yibA//era//galM//dsbG//lolE//ulaA//lpp//rraA//endA//ilvC//pepN//purT//ftsK//bolA//yraI//emrY//chpS//uspE//yjfF//ispA//hofN//mdtG//umpH//citC//eutB//ybaE//ynhF//ydeE//hupB//aroH//ldrB//yebQ//acnB//yggN//trkH//nrfG//aaeB//galP//fdoG//yqhC//yfcG//waaB//proA//lipB//metG//mhpC//dppC//rof//ftsB//fieF//borD//hofM//yidK//nei//shiA//ydiQ//proW//phoB//exoX//etk//paaB//relB//oppD//rbsB//torC//rhaM//gpt//ybdZ//uxuB//sgcE//ulaF//sspB//ygcR//uhpT//yihI//yccA//viaA//rph//yceK//amiD//ygbN//yfeO//bioD2//paaK//katE//ydcO//udk//dnaE//ttcA//tnaA//ascB//insF-1//yfeW//tgt//menE//lrhA//garL//ydjL//tcdA//paaB//rho//nupX//hisQ//diaA//fruB//yjiA//fhuC//creB//yohC//yddA//msrA//rluF//yjjQ//abgR//tsr//phnM//hcaC//iap//trkH//glnP//fabR//yagU//ycfJ//uacT//iscU//bamB//ispH//yieH//ycdY//yajD//chpB//ugpE//ygfA//xylF//serC//eco//pheP//pdeL//feaB//
GO_0006260_6	ftsE//dppC//yghO//hycI//potH//dnaA//yeeY//entC//paaA//rrrD//sufS//flgJ//ogrK//sapA//dacA//iscA//yggW//tdcG//cbpM//setC//sapB//
GO_0006261_7	yfiC//rimL//hemG//hflC//potE//hemB//rlmI//yehP//adhP//ndh//pgaC//rraB//
GO_0006265_6	rhaR//yiiE//ycfJ//menA//hyaC//
GO_0006266_6	maeA//gudD//yaaJ//
GO_0006267_5	gudX//
GO_0006268_9	cobU//mngA//yddA//
GO_0006269_6	rplB//
GO_0006270_6	yagJ//ybiA//yagJ//mtgA//dedD//napF//
GO_0006271_7	ldcA//ygaH//secD//
GO_0006274_6	abpA//
GO_0006275_7	maoP//rclB//panZ//slyD//hybF//purR//cyoB//ftsW//dsbC//
GO_0006276_3	rhaS//mobA//yafO//yfcF//opgE//glnB//argP//ydbD//
GO_0006281_6	ssuD//rpmJ//yddL//rhaD//rhaM//cbrA//mukB//menE//rtcR//lsrB//folM//entH//ydhJ//cobS//asr//hyaA//abgB//yejA//murC//lapA//puuC//nlpD//dam//ftsE//ybbW//dinG//ortT//dppF//eptA//poxB//betB//ortT//aceA//yhjX//msrQ//lyxK//fkpA//hemG//hdeD//yggN//nuoL//melR//kup//entE//garK//rraB//nikA//yfcG//yfcU//alaC//eutR//degS//purT//fryC//xylR//
GO_0006283_8	rbbA//
GO_0006284_7	bioP//csgB//fes//rnc//ftsI//eptA//
GO_0006285_6	nadD//proV//prpD//fimD//yahD//
GO_0006288_8	paaZ//ydaC//
GO_0006289_7	csiD//puuE//
GO_0006298_7	fkpA//citE//rluC//actP//hslV//fliG//yjjU//cmoB//lpxP//thrL//
GO_0006301_7	nagZ//ogrK//mcbA//ilvL//
GO_0006302_7	phnK//tcdA//abgR//oppC//znuC//ygbN//lapB//nfo//dgcN//
GO_0006304_6	sspB//bglA//rmf//emrY//xylR//djlC//sgcE//yeaG//frlB//
GO_0006305_7	ypdC//yihU//hofP//yoeB//
GO_0006306_5	ilvC//ynfF//pppA//erfK//
GO_0006307_8	cspC//fumB//tyrA//yfjR//rraB//
GO_0006308_6	agaD//bioD2//cydD//yhcH//tsaD//cyoA//cysC//frdB//guaA//priA//yhfK//allS//
GO_0006310_6	lapB//udp//dinJ//rne//ychO//ycjP//fdoG//yicJ//hybO//sfmC//hemA//mdtA//cpdA//fadJ//yfhM//cyaY//ppsA//yfdS//proX//rnd//yjjV//ycbX//pdeL//lplA//yebK//malX//srkA//yfeD//livM//hchA//ygiB//yebZ//cbeA//srlR//ykfM//argO//dacB//lpxK//hdeB//yjgX//bssR//aldA//focB//
GO_0006313_4	ppiD//rpsH//artI//ebgA//yihI//tdcC//yigL//
GO_0006323_7	ypdC//
GO_0006325_4	thiM//
GO_0006351_6	rlmJ//proA//glgX//preT//rbsR//ada//mdtB//rplK//argD//yeeL//yjhC//cysI//srmB//wzc//gabP//otsB//dnaN//narV//glmU//amiB//lysS//nlpI//napB//rclB//exuT//nrfE//tsf//pepB//iclR//sdaB//ybcC//glrK//napD//uhpC//purC//ygfX//hrsA//fliD//metH//flhA//fucI//ydcR//elyC//flhD//yjeI//ahpC//ybeF//glk//yfgI//tomB//dtpB//cra//creC//cspI//gpmM//glmM//speB//tauA//paaZ//argT//tcyL//focB//mngR//yeeA//ogrK//dhaL//fliL//hycI//yafQ//mgsA//trpS//rbfA//ogrK//hyi//spoT//clpP//nimR//lptC//speD//glnP//yrfG//yahD//uidR//caiF//umuC//pykF//speB//insF-1//sdhB//tsaE//cspA//yphF//yhdZ//metG//grcA//rnlA//rluF//topA//yahK//agaV//cpdA//nirB//dnaB//wcaB//mltD//flhE//csgF//melB//nupX//yheT//malK//ytfP//sucD//glgX//tap//agaR//speD//gutM//yceD//
GO_0006352_7	rfaH//potA//ybiH//pflC//
GO_0006353_7	yqhC//frmR//
GO_0006354_7	pdeF//xerD//alsB//
GO_0006355_7	lipA//kdpE//mqsA//hicB//fixA//yedF//pdxJ//ebgA//scpC//yajD//ydbK//yjeH//cyoB//secD//cydB//adhP//phoQ//qseC//murF//glnK//frsA//arcA//yfbU//yjjB//pdxB//rpmE//yiaJ//ptsG//hyaD//abgA//yghU//argP//entD//ibsB//rpmB//eutR//rfbX//proQ//ybaL//gfcE//ybiS//yihU//recE//yhhT//deaD//wcaB//motA//tesB//ycbU//ychF//citG//ygeR//secE//sspB//zraS//tauC//dcuC//hslO//gpr//yjhG//sapA//dacA//rph//rbfA//potD//lexA//kdpC//fadE//oppF//yoaB//glsA2//pflC//sdhC//sgbU//ybdG//cynT//pta//prpC//ybdH//hyaB//yfcA//nth//cdd//pcm//ybfA//insK//glpF//ivbL//pntA//sspA//sstT//eutB//tdcC//metE//mdtB//hybD//yneL//puuC//cirA//yigL//hisA//sapB//pheS//proB//ykfI//glsA//cspD//glyA//ilvH//betT//bcr//hrsA//cydA//ubiX//sbmC//rihA//uxuR//ompR//rfaE//fiu//paoC//gatZ//yiaJ//cobU//yneL//lapB//ilvI//mltF//dtpB//holD//gpsA//gpmM//degQ//cysG//nth//tusD//dgt//gltX//fhuF//parE//srlE//treB//flgB//ygeA//rplS//ccmE//nuoN//gatZ//zapD//hofQ//uxuB//ahr//ytfQ//wza//yheT//cusA//puuR//glcA//argH//yjjW//gsiB//galR//ydfG//yraI//mscK//sucD//rbsR//ydjE//ribB//rpsG//glnE//setB//yqiG//rpsO//mrcB//yaaJ//entE//gltB//dnaE//potF//fecD//ftnA//talB//iraP//ispU//fis//mhpT//folX//rpnC//hslV//sthA//gutM//rpoE//rnc//metR//yedF//rseB//mnmA//nrfF//rna//dppF//ibsC//yihQ//crp//folA//csgB//yaaU//yigL//lepB//holA//yjiQ//pinE//dgoD//dam//pspG//mipA//arnD//lsrR//rfaF//rpmJ//feoB//gatB//ubiG//yodD//ynfK//pyrF//pheP//hisI//rpsD//rpmB//holD//dgkA//rlmG//aspC//xylH//ppsA//lepB//uspB//tufB//clpS//ftsQ//lsrR//wza//yehT//pspF//pfkB//tsaD//queE//yjiY//ytfQ//zupT//glpG//rffG//dapB//mug//yqjI//dtpC//yiaF//fdnI//fimF//ppsR//
GO_0006357_8	scpB//
GO_0006364_9	frdD//yoaA//ibpA//yebK//yihQ//entB//eamA//ruvA//helD//waaZ//tcyJ//pgpA//hemG//diaA//yciG//ycgV//yejB//ade//kefF//glcF//insF-1//queC//uvrD//yraH//cadA//slyA//cpxA//rpsI//eutR//ttdA//glgC//rfaF//sufC//queC//aroE//aceA//insA-2//nei//ygbL//ybeQ//rmf//ariR//wrbA//
GO_0006378_8	srlB//fucA//
GO_0006379_8	priB//
GO_0006382_8	hda//
GO_0006396_7	agaD//ydiP//dnaB//helD//rrrD//borD//yhdJ//phnL//tcdA//cobU//secB//yedL//nanS//lhr//acpT//fimE//mcbA//pcm//sdhD//zntR//ubiF//lexA//tamA//hyaA//gpmM//ompT//fur//solA//metH//yghB//intZ//ssuE//potD//dctR//yehX//fbp//ycfJ//hcaR//flgC//fpr//wecE//dmsC//fre//wzyE//uidC//rcnA//pdeH//gatD//tisB//rnlB//ybcF//hscC//mraZ//mgsA//yraN//glvB//tag//thiH//wecB//ybiY//yejE//tsr//aroA//rlmC//metI//hisH//glgA//secE//pnuC//sdhD//alr//murJ//mdtA//cydB//fiu//tktB//lsrA//ybfA//ompC//tilS//cusB//ilvI//rstB//arsR//yccX//ettA//opgH//rimL//rfaH//ppsA//yjaA//ydeM//baeR//livJ//lit//alsC//nusG//menD//lsrK//glnB//hemF//rhaR//
GO_0006397_8	emrE//gltX//caiD//
GO_0006399_8	pheT//artI//mlaD//rhlB//ratA//caiE//uxaB//yfiR//fieF//yghW//csrA//fabR//iraP//pgpA//mnmE//iscR//mrcB//ibsE//rnd//cho//relA//frlC//yhjC//recA//gshA//flgJ//cho//alsC//ascF//miaA//cpxA//tqsA//rimK//gabP//fliL//tabA//gluQ//melR//umuD//purT//sfmF//kdpE//plaP//aqpZ//curA//sfmH//ptsG//cobB//rbsB//ybcF//minE//hyfR//rplD//ribC//dosP//glsA//aceF//aaeB//srlD//yjiM//birA//yjhB//ydcR//bamD//cycA//arsB//yejF//macB//guaD//citG//cca//tufA//agaS//aroH//pmbA//dgt//yceK//ftnA//ilvA//yjeI//murJ//fdhE//
GO_0006400_7	zapA//rimL//hybD//gloB//dtpD//hemH//entB//yrdA//dcp//purL//mntH//ydiO//abpA//murR//yraN//csgF//ygfI//ygfI//ydiQ//feoC//glgP//nudC//yohC//cyaA//borD//puuP//yieF//kilR//kdpF//prfA//yidA//cusF//cyoC//thiC//mepM//yggP//rpnB//cfa//glgC//baeR//ycfJ//nimR//gadB//ldhA//dhaK//argE//lysO//gsiC//yqiI//
GO_0006401_6	mobA//prc//secB//cyoE//ddlA//aaeR//dusC//rfaF//ybcM//glvC//murE//bcr//lit//ykgA//zwf//tsaE//era//bglJ//ynjA//sapA//cheW//ccmA//
GO_0006402_7	cadC//arsR//gspF//yihL//proX//preT//yfcF//proW//yeaD//sdaC//ftsE//
GO_0006412_6	ppiC//aroK//focB//yneL//priB//modB//yfdO//orn//degS//sodB//speE//metR//fimF//citC//zupT//lon//ompT//ilvD//chbR//clpA//dsdC//glnK//malG//ygbM//yfeD//mdlB//envR//yjiY//macA//glpX//carB//rutC//cysW//cdsA//gyrA//tktB//yggP//glgX//iraD//rlmM//prmC//yfjV//yfdS//phnI//arnB//ygeX//mazG//gcl//prpR//dsbA//smrA//
GO_0006413_4	yajL//yigB//lpoA//
GO_0006414_6	argH//oppF//ssuB//dinI//rpmH//cmoM//elaA//ygfA//deoA//
GO_0006415_7	ispF//chiP//fdx//dgcF//mprA//srlD//zinT//
GO_0006417_7	tyrB//ybbW//def//hyfF//elaB//yhbY//rpsR//mdtF//dmsC//gltX//bacA//norV//dppF//yaaY//ibsD//asmA//zipA//radD//dmsB//ligB//gph//lpxB//caiB//hxpA//insH-6//rbsK//ycgR//pppA//betA//rplS//rraA//yccA//cfa//dapF//ygcR//nagZ//dcuA//hycA//casD//
GO_0006418_7	tusA//eutD//rraA//mepA//recA//gshA//livG//ycaO//uvrA//lpxT//cysG//pgrR//grcA//aroE//sbcB//osmF//eutB//fliG//galR//ddpX//ybiX//amiC//mdtF//appC//cyoB//
GO_0006419_8	mliC//
GO_0006420_8	aceB//
GO_0006421_8	essD//
GO_0006422_8	yihT//
GO_0006423_8	murG//
GO_0006424_8	pphB//yqiI//
GO_0006425_8	yraI//
GO_0006427_8	lacZ//
GO_0006428_8	wzzE//
GO_0006429_8	shoB//
GO_0006430_8	purL//ybbY//
GO_0006431_8	fabD//
GO_0006432_8	csrD//higB//
GO_0006433_8	nanS//
GO_0006434_8	rhaS//
GO_0006435_8	aaeB//
GO_0006436_8	mcrB//
GO_0006437_8	wbbK//
GO_0006438_8	ydeI//
GO_0006446_8	yejF//pgaA//dxr//yrbG//srlD//dpiB//cnu//
GO_0006448_8	truB//dacC//mutS//nrdA//ubiI//
GO_0006450_4	yghW//ascF//sgcC//fau//elbB//ilvA//tdcF//slyA//yhjG//mdtJ//
GO_0006451_7	yfgJ//
GO_0006457_3	ygeW//yibF//mngR//iraP//rhtA//hofO//gadA//yhgH//degP//ybbN//rho//metC//araF//cynX//trmA//ssuD//yihP//xylF//tauA//hisM//hemL//tktA//fadH//ydiZ//paaX//cysI//ybjN//lasT//fimF//trmB//ybjL//gatC//yehX//dicA//yqeF//ubiF//paaD//yggE//aldA//insF-1//
GO_0006458_4	kefB//zapE//ybcL//ettA//ydeO//pyrD//ycjP//rnb//
GO_0006464_6	dnaG//xseB//tdcE//ompR//rhsD//proX//gatZ//ygiV//comR//csgG//hdhA//cdh//putA//ytfP//treC//eutN//rpsO//rpsD//proP//manX//lacZ//yphB//cpsG//fixC//cysZ//sodA//glrR//rsgA//yhaV//sfmC//uxuR//ybdO//phnH//ybdR//uhpC//ilvD//dacA//yhjG//araG//dusB//nagZ//narG//feoA//mcbA//ymgC//tldD//alsK//ydiR//dapB//yehD//pstS//rplD//argG//rfaC//pgi//ilvL//iraP//dacC//insI3//coaE//tatB//betB//gutM//speG//ydaC//alaE//eptA//intA//rsmF//glnP//ybjI//hemF//fimC//fimH//tatB//pckA//yebK//yhaM//sufB//pyrC//ynhG//serS//mpaA//murP//epmB//casA//mipA//btuC//ygbL//tgt//recX//lipB//fhlA//paaD//bcsA//trpE//ydcO//umpH//ygiS//cbtA//yggP//yfeX//nrdD//mglC//arcC//pdxB//ldtB//zraS//relE//kdpD//hisD//csiD//sufE//rpmC//gltB//nrfF//fecD//insA-2//ubiA//metR//ydcR//trpD//ftnB//eptA//pitA//gabT//yehA//flhD//ybdZ//yeeL//plsX//arcC//ftsW//tusE//ybiW//dadA//clpA//tauA//trpB//dpiB//ampD//trmB//
GO_0006465_6	purA//fliT//mpaA//
GO_0006468_7	dsbC//ytfP//rhmR//ulaE//flgE//rhlB//entD//ddlB//kduI//mlaF//yidH//flgA//yedA//yieK//plsB//mrdA//yaaY//fadH//yiaO//astC//mug//puuA//pldB//betA//yidD//bcp//yhdZ//sdhC//rpiB//yfaL//idi//yhaC//wcaB//alaS//ulaF//hdeB//rpoA//ddpA//nemA//mnmG//yddM//ruvC//hyfA//ydaC//arsB//yigB//oppF//blr//ybdM//yajL//yqaA//katG//hha//
GO_0006470_7	arsB//dpiA//wzzE//hcp//yahO//aceK//mipA//fimB//hda//yihU//bioF//hscA//cheR//trkA//upp//livK//
GO_0006473_8	bioA//kdgR//yfdC//mltC//nei//hybE//ftnB//pabB//orn//queD//kgtP//fliT//
GO_0006474_6	arsR//nusA//ftp//pyrE//hha//
GO_0006475_9	fimH//hisF//
GO_0006476_8	rnlA//narZ//gltS//
GO_0006479_5	flgF//rstB//kdpB//malG//rnc//mdtA//rpmF//yigB//
GO_0006480_6	glsA1//
GO_0006486_5	ibpA//
GO_0006490_5	higB//
GO_0006497_7	rhsD//
GO_0006508_5	mscK//diaA//ppsR//erpA//rplY//glxR//thrC//ybbN//nfo//ascF//rfaF//yhcD//yhjG//garP//rcdA//pyrE//yrdA//prlF//rffM//paaJ//ftsB//ndk//yoaA//ynjA//iscS//tdcR//yneE//nadB//flgH//srlB//csgB//rfaH//sgbH//bfr//fryC//glnP//basR//glsA//fis//psuT//fdnG//livH//recO//sufC//mscL//murI//selU//potI//rlmB//pepT//yfdK//lpxT//abpA//mdlB//uacT//
GO_0006515_7	valS//mltG//dicA//cysM//
GO_0006517_6	tufB//pflB//hisS//rpnB//
GO_0006518_5	ftp//yegV//yibT//araC//nirD//arcB//cydB//glnS//flgC//ydjL//rpmE//tdcR//gloC//nudF//zapC//sulA//ptrA//setA//fixC//xerC//edd//yjjX//sdaC//rpnB//slt//rpoD//nrdH//argF//proS//hldE//tcyN//kdsD//mhpA//hypC//yqiH//garL//cadB//secB//pgrR//aroP//serB//pdxH//yidL//sufB//fliK//ung//surA//menC//dicC//betT//crr//speB//yjgX//yjbB//flgK//fhuD//mscL//cusS//ribD//moaC//mlaE//cbpM//kup//pnp//ldrD//hscC//gltP//yjjI//rclC//trmB//oppF//apt//dsbB//folC//waaA//cusR//ygfI//
GO_0006520_4	ycgB//recG//yahI//atpA//astB//trpE//ytfQ//ybfE//serA//recR//sanA//ldcA//rimK//acrZ//yehP//yohD//ydgA//ygcW//hofO//kup//rpsJ//pabA//ivbL//flgE//cysH//xylE//cadA//wecE//agaW//rpsR//insI1//frdB//yihU//tatE//yqcG//priC//lpp//ubiD//valS//dtd//gsiA//ydiB//cysQ//hycH//rsuA//gsiA//sufD//hprS//mreB//zraS//sgrR//yhjD//ybhA//mntP//ushA//coaA//murF//rhaD//kdpC//dppA//glnS//rplX//atpD//rapZ//ogt//flgB//yciK//lipB//acnB//rffT//hybB//rsmJ//tdcB//ygeA//glgX//fumA//frlA//yjeH//adeP//hyaC//fkpA//allC//crp//murB//phnG//atpA//metL//ycjY//yagJ//rluB//rlmJ//ytfT//infC//yegT//yhaJ//nirD//ybaL//fhlA//eutN//ribF//uxaB//uxaC//abgT//lptG//pinQ//nusA//argO//gpr//holA//fumB//yibA//talB//phnM//ydcT//mfd//metB//atpD//rarA//yhdJ//waaG//fecC//ybhG//rnlA//yiaN//folC//rfaC//caiF//rbsK//kilR//fpr//cynX//dppF//flhD//purB//glsA1//ftsN//erpA//hpf//lgoD//ybiO//hprS//csgF//kdpA//frc//metK//bdm//pcm//fadK//tap//entA//maoP//pheS//rhlB//ychH//deaD//rplL//rclA//lipA//sfmH//pitB//agaC//ybiH//hicA//yjbE//ytfQ//yhbX//cysD//yieK//deoR//glpG//yqeG//rnhB//yidC//casE//glnL//alsB//efeO//narU//cysU//dtpA//mutT//fadE//guaD//scpC//pgsA//tolC//ybfA//mutM//dxr//setC//yehX//yeiG//yciV//tusA//mntR//rhaD//yhbS//rutG//gpt//cdh//emrB//gsiC//
GO_0006521_6	ivbL//ychH//nagA//
GO_0006522_7	yhjA//waaG//yfbV//hscC//carA//mutM//atoS//
GO_0006523_8	dgoA//cpoB//gshB//gshA//
GO_0006524_8	astB//bglA//fadA//
GO_0006525_7	yghW//yfbV//exoX//serS//xdhB//uacT//gsiD//glpC//pyrF//gsiA//yhhT//secE//dgcE//ribA//sfmF//potC//mrr//insI-1//ygiN//infC//kdpF//
GO_0006526_8	yihO//pgaC//frwD//metR//ydeI//yfgJ//hemH//menB//ibsB//fruK//mutY//yhaJ//xylB//
GO_0006527_8	mrcA//ybaE//murB//yihU//prpB//frlB//glgS//yehB//ycaN//
GO_0006528_6	menD//cysD//rcdA//cpxR//
GO_0006529_7	yqaA//kdpF//
GO_0006530_7	nrdF//hofO//
GO_0006531_7	ybhD//gudX//garL//bcr//cmtB//rfaC//iscS//yihU//
GO_0006532_8	murA//folP//
