#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpsH//ynfH//yfaV//dnaC//
GO_0009059_5	glmM//flgE//yhjA//ldcA//sspA//alsA//pdeF//gapC//chpB//mdtM//hybA//waaJ//fadL//glnL//cmoB//rluD//priA//rhtB//cspI//tyrA//arcB//potI//ybhS//hypT//efp//nimR//frmR//epmC//hdeA//mepS//glnP//fliK//clpS//yraH//maa//ycjY//fis//nrdI//aspC//ruvB//yidQ//sucD//icd//cysB//gcvA//mrcB//pdeF//gpmA//era//fepE//degP//yieK//yajQ//mhpC//gltI//psuG//codA//rbbA//holE//oppF//mazF//insB-2//xanP//uidC//ldcC//mngR//rsmH//rnc//fhlA//mqsA//kilR//zapC//menB//phnH//infB//gcvA//maeA//moaE//pdxA//agaD//kgtP//ttdA//dgcN//asnA//wbbK//glvC//aroD//csdA//ydeT//ubiF//basR//ldrD//pcnB//argE//yccA//glpK//leuC//yceO//frwD//hfq//hupB//yggN//leuE//phnI//insH-6//tdcG//narW//yjhP//pepN//aqpZ//trpC//shoB//recO//waaS//ybjN//mdaB//proC//obgE//betA//gntP//torY//asd//yfdC//nagC//rsmF//cmk//yhdW//cyaA//cpxA//ansA//msrP//hemF//torR//hxpA//cheR//gudX//mgsA//nikA//recA//garD//ruvC//ypdB//hicA//vsr//tsaB//cusB//glpD//murJ//rfaH//gyrB//opgG//leuO//sgcA//hisQ//yjbH//afuB//fucA//curA//phnM//lpp//rpoA//pitB//fepG//citE//clsC//dadA//clpX//setC//setB//bfr//gpr//fhuB//rpmB//malG//fhlA//arnF//dnaJ//uxuB//uraA//sgcE//tdcB//puuD//xanQ//idnK//leuA//dinB//trpS//hslJ//abgA//trmI//adeQ//bioA//mutL//glk//rdgC//pphA//ygeX//gmd//gspF//crcB//bfr//fruB//rlpA//aroK//malX//apaH//gph//mtlD//trmO//speG//coaE//fklB//rutF//aroH//rlmF//uup//prpR//deoC//pdeK//xanP//rhaD//yjiM//fmt//murF//tmk//glnS//mlaD//paaB//rplX//dppA//yjjX//yfgJ//tatB//mzrA//modA//gshA//ybdR//yfbU//ynaE//thiD//crr//yidD//glvC//rpsP//epmC//priC//phoP//cmoA//higB//tolQ//cysI//nrdA//malK//yajD//cysK//hybG//ygdG//pgaA//nemA//nusA//yihX//ybiY//yqhD//pdxK//elfG//mngB//ortT//guaB//lolE//rpsR//arnE//yigB//btuR//allB//polB//hycH//zapA//ykgF//yhcN//hprR//csdE//insI-2//yjbF//erpA//rutD//hemB//lspA//adiY//yraK//hemG//cspE//rfaH//ade//bluF//apaH//cdh//ccmD//glxK//glnE//ygfI//rpsH//yccS//rapA//hybB//glnQ//ppc//dtpC//ygbM//napA//cdd//cbl//torD//menE//efeO//ykgM//clpP//wzzB//
GO_0009060_6	prmA//uidC//cmtB//fadM//tdh//pgpB//yqiG//fixC//gloA//hrsA//ubiC//lsrK//chpS//hxpA//yjfP//envY//wzc//betB//topAI//hpf//phoB//mlaF//mrdA//basR//menB//scpC//
GO_0009061_6	ugpA//hypE//ybcJ//pbpG//rzpR//alsA//hyfA//gppA//ccmE//cycA//rplW//htpG//ypdC//ldtD//gltD//rpsP//sfmH//clcB//lysA//yidL//prc//metE//nrdG//sdhA//radD//clcA//araB//sxy//mdtG//frmA//cadC//frlB//murC//cbl//yhgH//fadK//ybdH//def//nagA//appA//obgE//glnA//ulaG//tauD//yeaD//btuD//yphF//sbcB//cas2//secB//cpxP//zwf//narJ//yjaA//purR//
GO_0009062_6	yidE//pdxA//yaaY//clsC//cobU//cysS//fixB//dsdA//thyA//ydcR//ybiI//rfaF//malS//bacA//fepE//grxD//efp//cmoM//ychO//mfd//ygfA//
GO_0009063_5	modB//emrB//nirB//cfa//yiaO//lpoA//mltD//frc//accC//rsmF//ydcO//aroC//dcuD//nhaR//dhaK//btuC//fre//glpD//metI//trmD//cusC//xanQ//rpe//elfA//tomB//garL//mntH//artQ//wecB//yfaE//purL//yfjR//pyrD//osmE//ygaV//rssB//hisG//wza//ydeO//clcB//pepN//fdoG//fetA//rpsR//folE//elaA//yqaB//proW//frmB//pcm//prc//rlmC//betT//recJ//umpH//
GO_0009064_6	fieF//gadB//appC//yddG//mntH//ycfL//cysI//etp//tsf//yiaA//mgtL//mglB//rplO//narL//rpsN//ygeX//kdgK//tyrA//prmA//yafO//wcaB//hisP//cheA//puuB//rfaG//panC//ycfH//sgcB//ldcA//glcF//rplN//secE//sohB//hycH//yagU//hofP//argD//rpsI//maoP//ynbC//ibpA//ada//potA//puuB//nuoE//tehA//
GO_0009065_7	ypjD//acrF//rne//djlC//yraK//eco//bglF//roxA//mrdA//qorA//lipB//bacA//yagE//cydB//abgA//tabA//ompT//xylB//
GO_0009066_6	blc//fecD//agaA//rplO//lptE//qseC//rpnA//dgcF//flgA//amyA//hybG//yraI//sapC//mdtM//citX//rlmD//yqiJ//ddpA//aceA//preT//livJ//marR//ydiK//sbcC//aaeA//agp//metL//nirC//prc//yfeW//recR//arsB//yhgF//cas2//fre//ascG//narP//kdsD//fryB//trpL//nsrR//ydjK//nadD//kdpE//yidR//dtd//ynhF//crfC//
GO_0009067_7	rpoS//bglA//fre//yidC//yagG//nagB//icd//agaA//eptB//ygeR//cspD//acpT//gloB//rpsQ//sbcB//yjeI//rhaD//arnF//ssuE//garL//fliZ//pth//pdxA//corA//oppD//prmA//
GO_0009068_7	ykgF//insI4//sgcE//amtB//yfeR//ydbD//mltD//appA//feaB//yjhB//hmp//rho//relA//
GO_0009069_6	bamA//sthA//motA//yhaJ//rhmD//ubiH//ytfE//mgrB//ycaO//rimL//hflX//yjbH//ynaE//garR//xanP//ppiC//yhbX//pth//selA//yjhH//tusA//ypdI//mdtA//yfeW//ldrA//rpmJ//ppsA//intF//ugpB//cspG//pykF//glnB//yjiQ//mutL//intE//hemD//
GO_0009070_7	glnL//ubiB//uhpC//yidQ//insI-2//srlA//sfmF//phoU//rutD//fecB//ldtB//rnt//rclB//fsr//uhpA//pdeL//narG//pepQ//degQ//yhjV//
GO_0009071_7	emrD//ilvH//arcA//yhfS//rutB//yqaA//yihI//yhaM//ruvA//udp//bamE//lipA//aslB//sdhE//
GO_0009072_5	torD//accD//rplE//ygbM//ydcR//cueR//solA//tusB//ydgA//bfr//hflD//afuB//hipA//mntR//sucA//potG//trkA//ybdZ//amiB//csgF//astC//malQ//yiaF//citE//
GO_0009073_6	recE//wzzB//cytR//yhbQ//ycfS//era//rimP//nirB//narQ//flgC//ydhK//tatA//der//umpH//speC//glsB//yiiM//yghW//dacB//ytfP//gltI//
GO_0009074_6	miaA//mlaE//lysS//
GO_0009078_6	apaH//hemG//nudB//cyoE//ltaE//hflX//rmuC//
GO_0009079_7	crl//malE//dinD//bluF//
GO_0009080_7	xthA//dgoT//miaB//
GO_0009081_5	basR//yraN//nikD//ftsW//ebgR//gadB//yacG//yiaU//hicA//rpsQ//araD//ibpB//setA//tnaA//nlpE//yihO//creB//rffM//yhdH//dnaC//adeD//uspC//
GO_0009082_6	clsB//yqiG//frc//rpnB//yojI//fumC//yhhT//mngR//yahF//kdsA//hyfR//tyrR//yihS//hycI//rimL//cpsG//acnA//narW//
GO_0009084_7	rlmJ//yafN//ycjY//hofN//glnH//pgm//yihI//znuC//nlpE//flgC//yjgX//ubiJ//truB//agaW//garR//ansB//tdcR//torY//yehB//malF//tusA//rspB//rbsK//fabH//yjbF//
GO_0009085_8	yeaD//mdaB//yjtD//rnr//alsC//arcA//lit//uof//hemB//ihfB//ulaG//uxuR//
GO_0009086_7	tsx//menF//yiaN//hflX//yidL//insH-5//acs//adeD//cysZ//
GO_0009088_8	treC//lsrA//
GO_0009089_6	ogt//lolE//ynbC//lldR//ttdB//gpp//sgbE//ybcJ//ybbW//
GO_0009090_8	aqpZ//iscX//bssS//fecA//
GO_0009092_7	xylE//pagP//eptB//modB//rhaA//hybA//
GO_0009093_7	ycjD//ssuB//ygjK//perR//ibpB//
GO_0009094_6	fadK//galP//fimI//hemG//
GO_0009095_7	rplE//yidZ//degS//btuR//
GO_0009097_7	ascB//alaE//agaD//lpxH//potD//codA//mdtM//
GO_0009098_7	gltK//rutR//agp//trpD//yjgX//paaG//ftp//
GO_0009099_7	dinD//ivy//bdm//dinG//cdd//yciE//entF//cspG//hemF//eutN//
GO_0009100_5	rpsK//seqA//glpG//tyrR//prc//
GO_0009101_6	mgtA//
GO_0009102_6	insI4//dppF//yphB//elaB//kdpA//cmoM//nrfB//fkpA//fixA//lplA//lptF//nuoL//perR//
GO_0009103_6	hybF//trmJ//yggW//agaC//atpB//rcsA//bolA//dmsA//ddlA//ruvC//hypD//
GO_0009106_5	ppiC//thiL//
GO_0009107_6	gatZ//ydeT//
GO_0009108_6	mmuM//lapA//ydfK//serA//pbpG//ccmH//folD//yagE//potF//aldB//yagE//pspA//tusE//fadD//cspG//bhsA//ulaB//puuC//mntR//ykgM//tap//yagE//ttdB//ygeW//lysS//galK//pmbA//nrdA//rplN//sapB//yidA//lnt//potE//ebgA//ptsP//cnu//cas1//frwD//aslB//folA//mhpT//fre//dut//sdhB//yjhC//hslU//dut//hypT//ynbD//kefF//slt//phnI//araH//cydA//cusB//rhlE//torD//proX//ygiV//acnA//iclR//yidH//gabD//dgcT//hpt//qorA//ubiH//hha//ldtB//ybjC//rfbB//mfd//purB//phnG//arnF//sufB//argR//truC//ompA//gph//yqiJ//cpdB//ubiI//sad//hisF//yebK//ycfS//nupX//xapR//yeaK//ubiH//ydjM//yajO//allB//dxs//dnaT//thiM//gsiD//mngA//ymgA//rimK//btuC//treR//ettA//recR//ychH//yfiF//acrA//elaA//cirA//
GO_0009109_6	hisH//rffM//panF//rluC//rimL//
GO_0009110_5	pstA//ybaM//rihA//envZ//gpmM//mlc//mppA//yidL//ycgB//mukB//yieE//yhjB//gpt//flgE//accC//decR//adeD//yddM//wza//rnt//pdhR//gcvR//mdoG//hyfF//citE//sbp//cobT//rpsB//groL//lolD//gltI//mdtI//ascB//glnD//gpp//der//potF//yiaL//yejF//yiiE//flgK//mreC//zapB//btuD//nagD//opgC//speG//gatY//sdaA//btuB//modA//btuB//rutF//puuD//fliD//hypF//ymjB//
GO_0009111_5	acnB//cutC//rpsB//rpsL//
GO_0009112_5	leuA//lepB//ybaE//rpoD//srlA//mdtF//aroP//ymgA//znuB//lldR//rarD//araB//dpiB//fucP//yaiV//htpX//thiQ//yddM//ybhF//clpA//uxaC//nfsB//yggX//dinQ//tadA//eptB//wcaB//nuoH//araE//frc//envR//idnD//thiP//asmA//ttdR//deoA//
GO_0009113_5	ydcZ//metK//glrK//uvrC//rlmN//
GO_0009114_8	recA//
GO_0009116_5	yihW//garP//proX//cobT//yejA//fimB//sucD//yccS//ymdB//bamC//ung//argR//dcuR//hcp//yeaK//fhuD//entC//mscL//alsK//infC//ydfH//bcsA//yihL//yccS//dicC//yjiM//feaR//ygiW//cspC//mdtD//gpr//hdeB//insA-1//leuB//ibpA//yidR//fadD//rho//epmB//ygfX//
GO_0009117_6	hypC//hemB//kdsA//etp//acrE//pgsA//rpsI//rutF//proW//proQ//pitB//yeaD//bioB//appC//ydjE//tsaD//cytR//yajQ//pepT//yqcG//uhpA//carA//rhaT//yiaO//yadI//cueO//ulaF//insI4//fabI//lpoA//ybiH//bioD//elyC//moaE//yjfP//rmf//artQ//cpoB//fkpB//ibsE//moaE//ydiZ//yidH//birA//yfdO//gntU//fruA//pcnB//hicB//nrfB//ybhA//oppF//cysH//map//mgrB//yqgB//abgB//fdoH//cusS//lsrA//lplT//glk//ldtA//cysU//higB//ybaM//hypT//abgB//yjjG//hdhA//guaD//tmcA//mtnN//gnd//yeaD//hemF//mnmC//yddM//tldD//hybB//rbsA//uvrB//ubiA//ampD//tmcA//glmS//fabI//recC//dgcQ//yfdR//murP//thiP//elfD//topA//holE//bssS//lasT//gcl//kilR//yjeI//pyrL//yiaJ//dgoA//lrp//
GO_0009119_6	proS//dcuR//gudX//yieK//yieF//znuA//wzb//cysQ//rdgC//puuC//flhD//sufA//ycgV//pncB//yhjD//rplA//ycbX//ispA//hypF//trxC//intZ//nirC//ackA//curA//appY//rpmE//rpoA//eutN//speE//csrD//fdhD//yedF//ykgO//glgA//glgB//
GO_0009120_6	cobB//prfA//serA//rplS//
GO_0009123_6	aspC//menB//modC//mlc//ulaR//nepI//ssuC//mlaD//rplM//yhjV//alsA//entF//aceF//allD//tolC//rbsK//ydeO//metK//nikD//dinI//cpoB//ydcI//hcaT//relE//yggX//aer//yneE//ftsQ//recR//yidE//znuB//ompA//leuA//fucI//sdaA//yidL//glk//rpsI//fruB//ybaT//ubiA//dusC//purT//kdgT//ariR//ydiK//
GO_0009124_7	yijE//ynfE//rpiB//cdd//lnt//dcuB//yibA//fadA//gatC//ssuB//cnu//rhaA//mtnN//pnuC//hcaC//lysS//cedA//etk//ccmE//ygcR//pta//gutM//lsrK//era//alsE//yjfP//ftsZ//fabR//chiP//maeA//thiE//elfD//rfaB//btuR//bcsQ//thiQ//ymgC//
GO_0009125_7	waaS//yhcD//ubiF//hisA//mdtC//
GO_0009126_7	sufS//yddA//acpH//ydhJ//nuoI//rlmF//dtpD//fryC//narW//rhtC//nagC//mrp//bamB//ybiV//glgS//yghW//ygiS//rcnR//uxaC//hpt//flgC//sucB//ulaB//bolA//malF//menI//dgcT//fryB//thrB//yihU//puuR//menC//uidC//cmtA//
GO_0009127_8	gltI//glgS//caiD//nirB//ybfE//fic//ycjW//nrdH//uvrA//ycaO//frdB//asnA//mntS//cbpM//dnaK//pyrD//dcuD//mdtL//pspD//yfiC//fepC//mhpB//treA//slmA//gapA//leuD//frdC//lsrB//glcA//yjhH//
GO_0009129_7	yahO//clcA//guaB//hipA//ttdT//kduI//fadD//pyrD//glpG//srlR//
GO_0009130_8	frvB//yqaB//comR//yfiC//gcl//
GO_0009131_8	deoD//hypB//rlmE//gatB//yiiD//
GO_0009132_6	fliG//mngA//patZ//ddlA//rplF//aldB//rlpA//nirD//bdm//pta//glnH//yfdG//melA//queG//rpsB//yebQ//dsbG//pgaA//nac//mtlA//fadK//fruK//yhjV//hisP//ybiA//
GO_0009133_7	msbA//rayT//sapC//
GO_0009135_7	adeP//yjbH//ydhC//mhpD//rfaE//treB//ybbW//yafO//ppsR//creC//rcsB//rpnC//narP//yciE//yggP//idi//ypdB//argH//rhtA//flgJ//opgD//rpoH//trxA//
GO_0009136_8	hyfR//
GO_0009138_7	yfbV//caiE//
GO_0009139_8	glcC//comR//
GO_0009141_6	sgrR//sanA//ytfQ//ftsL//hypB//mazF//srmB//ybhD//ynaI//hflK//borD//yjhB//truC//kdpF//eptC//ivbL//rsmD//ymfA//nagB//yihU//csgE//bamE//nrdR//envZ//rplY//hinT//ynbD//yfiF//cpdA//yehA//ubiF//nlpA//fliM//argI//yjhP//thiD//yiaJ//napB//
GO_0009142_7	nuoH//deoR//metN//lpxD//cho//folD//trpA//yaiW//yadI//sad//rplS//galF//suhB//mnmE//uspB//lysS//tadA//hybF//yggF//yoeE//sutR//djlC//glyS//fucK//ldcA//narJ//trmJ//etk//
GO_0009143_7	queD//solA//tas//hrsA//
GO_0009144_7	hsdM//kdgR//ynaE//yihR//pdxK//yehD//crcB//betB//potB//fepG//rpsL//lpxM//frmR//metI//rsmG//ulaD//crl//yihR//corA//mntP//rpsE//uraA//radA//sfmF//pepA//zraS//yhbO//argI//flhD//acs//envR//
GO_0009145_8	dsbC//lptF//creC//lolB//glpB//flgF//priA//gapA//hypF//iraP//btuD//rho//dsbA//waaS//asnC//purL//btuE//rraA//yqaE//glrR//agaR//kdgR//kdpC//
GO_0009146_8	yahF//glvB//
GO_0009147_7	treR//sdhE//rihB//crfC//
GO_0009148_8	hslJ//yphD//
GO_0009149_8	gcd//cytR//
GO_0009150_7	purB//pphA//tusC//nikC//fabD//gcvP//rfaD//kdgR//waaG//ybaO//rluC//srlB//ggt//rbsR//phnN//dxr//tsgA//ybgP//recA//envY//ribD//ttdB//yciT//tdcE//atoB//pyrC//yjjU//ycbV//yeaD//dgoT//lgoD//lsrA//recQ//ogt//ygeX//ompW//gntR//rstB//lpxH//sfmA//rimL//dnaX//dhaR//dxr//yciT//yhgH//ybhA//casB//
GO_0009151_7	sdaC//rpmF//
GO_0009152_8	ygeW//sseA//mdtI//setA//rep//guaA//rimP//nadD//fimD//tnaA//ppiD//zraR//pyrC//nei//gltL//nrdE//nrdG//yidL//ydbD//yegS//lysS//hypC//fau//glrK//yqiJ//agaV//pstC//rimK//nrdA//yedA//frdC//paaF//intF//aidB//rpsI//kefB//yhhZ//
GO_0009155_7	gltD//yheT//
GO_0009156_8	ydhK//idnK//ydjL//mdoG//sfsB//hycB//macB//murR//panZ//nagD//hemA//ybiO//mdtO//gltL//hisH//araE//sthA//fabD//lptD//xseA//pykA//mtfA//rnt//flhD//ybcQ//ypdF//miaA//agaA//hdfR//cobS//potF//arnF//rplK//
GO_0009157_8	tsr//mdtC//chbB//opgD//
GO_0009158_8	ugd//fdhD//aceA//fdhE//puuD//
GO_0009161_7	symE//pagP//ackA//glmS//smpB//groL//ygeW//rpmB//chbG//yhcF//chbR//recJ//hcaR//fabR//hemH//glgP//ygiS//rluF//sspB//purA//cobB//focA//opgC//tatD//pcnB//aaeA//minD//tusE//gapA//nrfD//fhuB//ybgQ//malI//rplM//emrE//mrdA//dut//mepA//mnaT//poxB//ypdB//acrA//
GO_0009162_7	ybaT//alsK//metQ//galT//
GO_0009163_6	lrhA//glpB//ycjW//fbp//modC//ypjD//crl//bioB//pheP//rplB//hisG//nlpI//zupT//sgrT//aroC//fimC//yidC//allD//trmD//
GO_0009164_6	flhD//dusC//clcA//mppA//iscU//sapA//cycA//rplL//nfsB//curA//yjeI//cheY//ulaC//
GO_0009165_7	glgS//argC//mdoG//ghrB//putP//purL//yoeB//rsmC//lolE//thrC//entS//kefF//lolD//valS//tbpA//gltS//ubiG//bioA//yphB//rplQ//dgoR//hybD//dauA//ispA//ubiF//btuR//mdlB//gltK//macA//purF//smrA//murE//ldtE//lgoT//deoR//cheB//bdcA//ompC//leuD//rutE//ldrA//dpiA//uspG//cvpA//mocA//oppF//sohB//gspF//entF//hicB//recB//dgoA//ldrA//hldE//malE//pepQ//nagB//epd//yfbU//rpiA//sugE//elfA//yaaA//ompN//ybaL//ymfA//abpA//patD//tnaC//ynbC//dmsC//
GO_0009166_7	insH-5//rfaG//ebgA//ygfI//tyrA//sad//fecB//yahI//insH-6//nanK//ldtC//waaB//trmL//tdcD//gntU//puuB//yaaA//dinJ//dnaA//mngB//glvC//nagZ//glgA//hscB//yihI//kefB//lgoD//narZ//mrr//hybA//ybaT//
GO_0009167_8	mzrA//putA//frr//nrdH//glyS//pdeH//mnmG//mog//rbsD//pspC//tdcF//mreD//intE//gadC//npr//pyrC//yfhM//tag//ycgB//mrp//malY//tisB//ubiA//bdcR//bacA//gpmA//essD//ybgP//argC//aceA//grxD//argI//zwf//upp//
GO_0009168_9	appC//radD//csgA//rpmC//ydcP//oppA//nuoE//rimI//ligB//gudX//rbfA//gmhB//ybaL//coaE//cbl//nupC//ychF//skp//norW//mscL//rtcB//yijE//lpxL//leuC//lpcA//rssB//rsmA//dgoK//fliD//nanR//
GO_0009173_8	kdpF//speE//yiaL//panZ//ptsI//hyi//alpA//
GO_0009174_9	allD//yhaM//
GO_0009175_9	yfgO//rutC//pppA//hypD//mdtD//
GO_0009176_8	nrfB//rsmG//ansB//
GO_0009177_9	ebgA//ygeR//asnB//
GO_0009179_8	cvrA//cytR//mrdA//rlmE//csrD//hemN//dgcM//yihX//aaeB//ykfI//htpG//setB//fabA//malP//chpB//mntR//hupB//flgA//amiB//ghxQ//glcC//yrfG//recA//
GO_0009180_9	tolR//
GO_0009185_7	pdeD//ybiX//rplN//lysC//sfmD//fadK//ycgB//nemR//cyoC//rpsE//atpH//rsmH//arfA//yaiW//ybjG//fecA//epd//btuF//fdrA//lldR//nagB//ratA//ydjM//cydB//
GO_0009186_7	glcC//
GO_0009187_7	caiT//srlD//
GO_0009188_8	cobS//dapA//
GO_0009189_8	dacA//
GO_0009190_8	yfjR//lldD//
GO_0009193_8	coaE//
GO_0009194_9	uxuR//
GO_0009196_8	dcd//
GO_0009197_9	wzyE//
GO_0009199_7	exbB//ugpB//frwD//gabP//moaB//iaaA//glnS//trpR//rodZ//yhaV//fimI//cynS//allR//umuD//uhpA//dinD//yihV//yaaY//secG//trg//rcsF//abgT//dgcQ//ldcA//rutF//dmsB//kduD//tauD//ybdO//glpA//lysP//
GO_0009200_7	rmf//metF//clsB//menD//
GO_0009201_8	patZ//yidC//mhpB//tsaB//sfmA//xseB//proC//cysA//cas3//cbtA//moaD//nanC//glxR//ptsI//trpB//gldA//pdxA//yghB//hsdR//nuoL//napF//mutY//ycfS//sdhD//
GO_0009202_8	yafO//
GO_0009203_8	rpoH//
GO_0009204_8	fnr//ptsP//ruvA//
GO_0009205_8	cutC//moeB//mrr//fdhE//map//ybiO//clcA//ftsW//proC//glmM//pgk//tig//ispB//ulaF//ebgR//mntH//ogt//yidK//tsaC//hyaC//hycB//ybeQ//uspE//galT//yafN//treC//ompL//moaD//poxB//
GO_0009206_9	ileS//sucD//yrfG//yhhY//ynbC//yfaE//lptA//tldD//proQ//diaA//ettA//priC//fimA//pck//rffH//gloB//soxR//folM//livH//yegT//rpnC//gnd//rph//
GO_0009208_8	iraD//sufA//
GO_0009209_9	tdcR//
GO_0009210_9	glsB//
GO_0009211_8	btuE//rpnC//icd//
GO_0009212_9	ykgO//
GO_0009213_9	cspC//kilR//
GO_0009215_8	srmB//ybaM//
GO_0009217_9	aroH//accB//
GO_0009218_7	mcbR//yhbQ//yddG//rlmI//ruvC//agaA//iap//ruvB//xylA//yhjG//coaD//fimI//
GO_0009219_7	yeeO//rpsP//ibaG//ychH//paaG//
GO_0009220_8	mdh//nlpD//pbpG//nusA//purA//minE//
GO_0009221_8	yccX//hchA//tatD//hybE//
GO_0009222_7	ybfA//kbaZ//ubiI//mdfA//yfcS//csrA//
GO_0009223_7	holA//hflD//
GO_0009224_9	mntR//nrdB//
GO_0009225_5	acrE//purD//ppiA//gltS//ydcI//macA//bdm//flgE//yjfF//yggX//degQ//tsgA//dppF//moaA//rna//
GO_0009226_6	cysS//yfcP//speC//ynaE//malS//hofM//sixA//insI1//rlmI//ydeI//kdpF//tonB//insI3//
GO_0009228_7	prc//rplK//rplM//livK//ygbM//ubiX//dgcE//csiR//satP//fhuB//
GO_0009229_6	glpB//ycjW//
GO_0009231_6	iscX//feoA//surE//rplS//ung//mhpR//cca//
GO_0009233_6	wecC//nmpC//tdcG//xapA//dppD//torC//nudG//mngA//dkgB//ppsR//
GO_0009234_7	lptF//rplI//rapZ//fecA//rbn//rfbB//ycbU//phoU//mltC//ptsI//
GO_0009235_5	ftsH//dnaJ//preT//hscB//hofN//hofO//
GO_0009236_6	ybaO//rpsT//sdaB//ybgQ//nuoH//zntR//
GO_0009237_4	rutF//mutM//ytfQ//eptB//artP//dgoD//yidK//hflC//hcaF//
GO_0009238_5	motA//amiD//fucI//trpB//metR//yojI//mreD//alaA//prmA//
GO_0009239_6	folX//yccS//galM//bsmA//yhjR//uhpT//frvR//yfcR//
GO_0009240_6	coaD//cspB//queE//rplE//eutN//
GO_0009242_6	mdtG//udk//rimP//fryC//ubiD//kduD//mraY//yhjA//rpmA//dcyD//xylE//
GO_0009243_7	hypC//
GO_0009244_7	grxD//yraR//cysN//sfmC//rnc//patZ//srlE//yajQ//hipA//pbpC//narL//fadJ//yiaM//ynbC//azoR//galP//recJ//glnS//ugpC//ybiS//qseC//ykgO//yidA//pinR//kdgT//recX//ftp//treC//yfcU//
GO_0009245_6	aldA//fadR//tbpA//wbbK//rffT//dcuA//slyA//glgP//panB//leuS//
GO_0009246_6	rhaS//aslB//flgM//focA//ychF//pyrG//yjhP//ftsB//macB//
GO_0009247_6	lolB//ycjY//rplO//ppx//sppA//rhoL//upp//rnhA//cspE//yggT//murJ//ahpC//
GO_0009249_6	astB//lysS//wecB//
GO_0009250_7	yphC//nlpE//cydA//nudB//aroP//dsbB//der//ygbN//yifB//gadC//ispF//murC//mngR//mhpR//
GO_0009251_7	yiiM//nagZ//gsiC//folX//eamB//ybdH//
GO_0009252_7	sucB//clcB//nlpI//hemG//arnD//yieL//ptsP//ycfH//glxK//ibsE//cysP//ygeR//ftsQ//frlA//yfiR//agaS//galE//kdsC//lexA//yidK//glpF//ilvB//rdgC//proC//rsmF//ubiD//alaS//sulA//glsB//garP//ugpA//fepG//gapA//tatC//yoeB//yqcC//mepA//tyrR//nuoG//
GO_0009253_8	soxR//yiaN//yfgI//deoA//waaA//blc//fabG//fucK//trpD//focA//
GO_0009254_8	mmuP//mdlB//ghoS//adhE//mntS//dapD//ftsH//nepI//rhmD//nikD//
GO_0009256_7	bhsA//amiA//grpE//ldtE//
GO_0009257_8	add//yehX//rnhA//yieH//
GO_0009259_6	torC//yohC//rbsK//mdtA//yiaT//gpp//abgB//yfbV//sfmD//idnT//gatD//narW//hybG//mog//guaD//ynbD//lpxT//entD//kdpC//apaH//kdpD//prpC//mdtL//yidZ//raiA//tktA//cbtA//cmk//appY//tig//fimA//yeaE//aldB//ligB//serB//rutC//murB//nlpI//clsC//lhr//gutM//envR//abgB//rseC//ygiN//rpmJ//tusD//luxS//plsB//aceB//yggW//narL//rof//msrA//nrdA//luxS//minC//yajR//araB//mcrA//lgoT//
GO_0009260_7	malE//cpdA//ybcF//rdgC//norW//rsmA//sucA//glgA//dmlA//yehY//yahK//ygjR//pgaC//mltB//csrD//rarD//dosP//rnd//kbaY//cysP//dicC//glpD//obgE//nudF//ptsN//mutM//proW//ydeE//ibsE//ldtB//rpe//umuD//ibpA//lpxD//intQ//katG//recJ//corA//gudD//rutD//cdsA//secA//yegV//yfjV//
GO_0009261_6	rapA//tdcB//degQ//kduI//folC//yhjV//
GO_0009262_5	prpD//iscR//yfaE//gmk//nuoH//dgoA//mreC//ydjK//ygiW//yhaJ//ivy//ymdB//mnaT//
GO_0009263_6	ydiV//yfcA//yfcU//ydeI//idnK//yfiF//rapA//yfdC//lsrC//
GO_0009264_6	iraP//queG//priB//scpC//mdtG//
GO_0009265_7	fliT//srlA//lon//ybaM//udk//
GO_0009266_4	glpA//deaD//borD//tqsA//ftsL//dppF//ydiP//aldA//torC//ribF//zapB//thiD//trmI//prmA//dsbC//holA//msrQ//yjjV//ynbD//mfd//pitB//hdeA//oppC//insF-1//mraY//bcsA//mltG//yibF//kbaY//elaD//yeaG//mhpT//tdcR//hyaA//flgG//arsB//tgt//cpxP//glpC//ascB//rpnA//feaR//ackA//appA//ecpR//symE//artI//emrK//ycaO//ydcT//cheY//yceD//gatD//intZ//mnmE//tatA//nrdI//ilvL//tdcF//yajL//hcp//lptG//phnG//yghU//mlaE//lpoB//dsdX//rnr//ydcT//yqaA//rmuC//cspB//ahpC//yqeA//ydaN//tusB//recD//cynX//sapD//trmI//maoP//plaP//
GO_0009267_5	mgtL//phnP//ftsP//asd//kdgK//ypdA//yqaE//ettA//ackA//hyfC//acpP//tyrB//yhbY//oppB//rbfA//oppD//thiQ//yehY//cobU//frmR//moaC//sspB//fadR//yjbF//ubiF//ccmC//
GO_0009268_4	thiD//ascB//trg//tdcG//ycfJ//hflK//trpA//kdpE//fliD//ycaN//hofO//yebK//rhaS//agaA//gadB//hipB//speB//hyaC//nrdR//rutD//rarA//allB//malK//asmA//ybiT//hisH//dppF//
GO_0009271_4	malI//xapR//plsB//
GO_0009273_5	dxr//pepN//ssb//crfC//yqeF//kduI//yceK//bioD1//yjcS//cbeA//
