#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xapA//yjcE//insF-1//ytfQ//
GO_0006139_4	trpE//ygfZ//gph//csiD//ygiS//gpt//yafC//betB//putP//thrL//acrD//grpE//garL//dusC//oxyR//amyA//waaQ//skp//sgcA//zapA//waaB//nikD//xylG//tnaA//rplS//rnc//ftsI//satP//mtlR//csgD//cobU//zapA//ydcT//cysU//rssA//rfaD//mcrA//ibpA//eutN//yfbS//tolQ//dedD//gntP//pitB//rplR//ubiB//paaC//fetA//folX//rsmC//rnhA//kup//xerC//nhaR//secD//lpoA//dicC//rusA//speC//ycfJ//gutM//argH//yfaE//bioC//hscB//uspG//appC//gloA//nupX//yoeB//ygiW//pdxK//aes//dcuA//metK//hupA//pitA//nudF//ompT//rpoS//treB//ftsE//dcuR//folP//prmC//yejE//yebG//nrdE//hypT//yfbS//yehA//ynfF//folX//tolB//mmuP//thiM//pheM//hypE//perR//glnD//ubiB//yeaG//dppC//sdaA//yciK//yfcR//uup//csgA//ycgB//metH//psuT//hflX//tilS//mhpB//fimA//ftsP//ybiI//yiaJ//ydiV//nhaA//mltB//acrF//radA//yhjG//kduD//torY//scpC//dgcT//napC//nagB//dppD//mltB//blr//trxC//hsdM//lpp//cysK//bfr//secD//yidR//cytR//yibH//ybbN//yjfF//serC//glpF//ompG//cheW//arnB//yhjG//yfiE//treA//tdcG//rdgB//glpA//bglF//ydcZ//rffH//caiT//gadB//hisF//dgcQ//phoQ//rsmF//dnaB//ygfI//casE//rluA//rihB//nanC//cysN//agp//fadA//yehT//prmC//emrE//iaaA//fsr//pgl//pnuC//lsrC//rfaB//mscL//hicB//rcsC//tyrA//serC//kefF//araA//arnA//tnaC//aroG//rplC//nrdR//nuoF//hisM//ydhC//ldhA//yaiV//cpxR//rihC//hisA//ssuB//nusA//lolC//hyfR//yidE//aspC//uxuR//zapE//yfbV//glrK//waaH//metL//dacA//hdeB//nrdD//ilvE//nagE//speD//galR//ybjI//kdpC//ugpA//uvrD//rplQ//mdtC//gadB//bioB//hypE//gstA//psuG//yhfS//mdfA//bglX//menD//iap//thiE//entE//cpxP//mutY//yjbH//mscL//relE//cusR//yacG//thiL//ulaB//ung//xisR//ybhA//yohC//lacZ//yaiP//corA//fabD//aceB//mhpA//sgrT//pabB//acrA//mreC//rzoR//yjfF//qseC//paaJ//exoX//tbpA//yhjA//yacG//purC//hmp//evgA//pntA//ypdF//insI-1//iclR//ygdG//frwC//narK//yggE//rsmD//glmM//yfjV//rcsC//rclA//betA//dsbG//pgaC//rclA//cheB//uvrD//entC//mscK//ahpC//phnO//pstA//yfcR//zipA//hcp//dppA//moaD//accC//ggt//surE//moaB//eptA//rlmG//nuoE//yehB//sgrR//exuT//rpsA//ldrD//tusA//cof//acrA//osmC//lpoB//prlC//paaJ//folE//plsC//galT//nlpE//agaR//ftsP//moaD//rhoL//yedX//dkgA//nfuA//potI//ldtC//frdB//btuC//rplA//yebC//dtpD//folD//ubiB//cdgI//sbmA//gadC//cydB//puuD//hisS//ydiR//fliA//ibsA//codA//pdxK//ydjM//tatC//dnaB//obgE//yfeD//gpr//rsmC//phnP//yfcS//waaJ//pykF//allB//tcdA//flgE//flhD//entA//msrP//galM//kgtP//adeP//cheY//nfuA//rsmH//rplE//rpoE//phnM//lolE//proW//kdpF//ugpE//ubiA//otsB//lpcA//insB-2//accB//hisD//gutM//mltF//yjiX//mdtL//yciF//crp//csrA//glxR//yjcE//rppH//ybgQ//rpsI//yhaV//recR//fabA//asnB//codB//frsA//yodD//gor//mocA//folP//pyrG//ybhD//galK//yfiE//hexR//idnO//kdsD//ascB//mepM//cspE//dxr//recT//ytfE//ihfB//speF//cdd//rpnD//lasT//mdoD//amiD//fucK//edd//ybaE//entF//rpnD//ttdT//copA//yidK//rpmF//cysI//lpd//mdtK//recX//ftnA//lptF//murI//fre//ynhG//idnK//pgm//fucA//yodD//entH//srkA//abgT//pepD//cbtA//ydeT//ykgM//yijE//opgC//argK//yhbS//queD//nei//araE//gpsA//ycaN//rutD//galE//ugpE//fecC//fabD//nrfC//ortT//frmR//aidB//ydfD//ybcJ//prfC//yhcH//ytfQ//phnI//adiY//manX//vsr//dgcF//allC//yjjG//yddL//baeS//dinD//napC//gadX//polA//tqsA//fadM//talB//wzzE//pntB//bluF//fkpB//bioD2//hisC//acpH//nrdB//alkA//yjeI//ompT//ybhA//obgE//puuR//aldA//yggT//mocA//purU//nuoB//priA//yahI//alsK//hybF//recB//uvrB//hokB//yhaV//leuB//gudX//araC//bdcA//yohC//fepE//ybhG//yqiH//ydaC//proS//trpD//tpiA//ddpX//hybC//phr//sfsB//tauD//ydjH//sufC//rdgC//smpB//rhaD//hprS//folP//htrE//ybdZ//rpnC//rnt//nrdB//fabB//dnaE//ydjJ//srlE//yadV//narG//ulaF//crr//accC//yggW//rlmC//lamB//fimI//dmsB//hisH//ybiI//mobA//caiF//hisP//rne//hiuH//ibsB//ydjL//tauC//flhE//gntR//epmA//gcvA//setA//yehP//garD//rplK//ibpA//hisA//uspE//truA//yciH//ppx//secD//vsr//lepA//pgpA//rnd//malF//adiA//ibpA//hcaE//adiC//yddA//hprR//elaB//rpmB//cmtA//gntP//yfcS//argP//mtgA//moaB//yjhH//
GO_0006140_6	murI//hycH//
GO_0006144_6	dmsC//norR//pck//rhtB//arsR//artP//sfmH//ybiX//livK//blc//
GO_0006145_7	hyfC//garR//mtlA//fepD//
GO_0006146_8	flgK//ldcC//
GO_0006148_9	bglX//
GO_0006149_9	rplY//
GO_0006150_9	aspS//
GO_0006152_7	gapC//guaC//insI-2//mreC//uvrC//gpt//
GO_0006154_6	rpmJ//
GO_0006161_9	mtr//
GO_0006163_6	sgcE//amiD//cobC//yidK//lrp//rutB//sfmF//cmtB//pckA//prpR//elfG//chiP//cutA//gshA//ydjE//uof//feoA//frlR//rhtA//yfdG//rutC//araG//pgaC//pcm//bfr//sdhD//lgoR//cysI//hscC//bamA//rutF//ribB//higB//araG//ada//prfC//rsfS//ybiJ//rsgA//tdcA//tatC//rlmA//lolB//hycB//carA//maeA//zapA//yceD//polA//mdtL//cfa//ydaN//tomB//ogt//
GO_0006164_7	fdoH//thiC//mprA//yjhI//epd//ydeP//yfhM//ydaN//tdcA//lpxD//cydB//rsmD//rsmG//ibaG//yrbG//yqeG//ydfD//argF//glpA//napD//hybB//ybiH//zapE//ydfK//rnr//ulaF//waaY//etp//galM//mntH//rzoR//sgcB//xylE//hemL//yijE//argB//ratA//znuB//minC//minC//
GO_0006165_7	gadW//hupA//purL//yggE//citT//flhC//dauA//uraA//pepT//sufB//rlmN//hdeD//uidC//potB//yqgB//insH-5//yedA//rihB//metN//
GO_0006166_6	potH//tdcD//
GO_0006167_6	fadM//
GO_0006168_7	truC//rffT//
GO_0006171_9	ygaV//
GO_0006172_9	lysC//
GO_0006177_9	pdeK//cof//gltS//
GO_0006178_7	yfcA//
GO_0006183_9	cynS//
GO_0006188_9	tynA//waaA//ydiK//dnaE//
GO_0006189_10	livG//fieF//
GO_0006195_7	ubiX//stpA//
GO_0006203_8	tcyN//paaF//
GO_0006206_6	hicB//dpiA//tynA//cmtB//galK//ppiA//gabD//pyrH//ygjK//dgcJ//lpoB//yjjU//tdcB//yejB//wecA//kbaZ//cdaR//aroE//ulaR//paaJ//fryB//dedD//yfbR//suhB//purR//ycfS//
GO_0006207_8	yhcN//rimP//yccA//ruvA//mntP//
GO_0006208_7	ftsW//xerC//mdtA//fecA//glsA//metI//npr//yghB//pdxH//azoR//gstB//mioC//ygeW//
GO_0006209_6	argG//
GO_0006210_8	yehX//
GO_0006212_6	cyaY//argT//opgH//hpf//tufB//bioA//glgC//fkpB//glpG//rseB//nimR//
GO_0006213_6	mltC//mnmC//zapD//sgrR//entC//grxD//yfjV//rhoL//secF//gmd//ivy//minE//frlC//uhpA//nuoE//mazG//
GO_0006216_9	narI//
GO_0006217_9	fepD//
GO_0006218_9	cdh//
GO_0006220_6	yidL//glcB//cyaA//malX//feoA//chaC//cysE//dnaB//hypD//iap//nadK//rhmR//ycjW//ycbU//yohC//lldR//ygfA//yjcE//ydaV//rpoD//
GO_0006221_7	malG//otsA//nrfG//potE//nagA//prs//yraK//trpD//ygbN//ydbD//setA//ftsY//fliL//
GO_0006222_9	frsA//
GO_0006225_9	gatB//
GO_0006226_9	yceO//bioH//
GO_0006227_9	flhD//
GO_0006231_9	rnhB//
GO_0006233_9	rzpD//
GO_0006235_9	obgE//
GO_0006241_9	hyi//
GO_0006244_7	gloA//rfaC//hybA//marA//rplM//ppiC//uhpC//
GO_0006259_5	yigL//envY//hldE//yjjG//rutA//yohC//ykgM//yraR//ampE//srlD//relA//ybbY//hslU//ycaN//hofO//fur//dgcQ//ansB//flgF//hsdR//mrcA//dapA//ybjC//fimI//flgK//bioP//bioD2//folM//cpxP//tsgA//kilR//glnP//arcA//sixA//rhaR//murA//mdtB//yieK//rluE//yajO//citX//plsC//tatB//yoeE//sufB//mepH//hybC//rihC//xylH//hofM//nhaA//yehC//uxuB//pfkB//gntP//lolD//dgkA//nanT//eno//mcbR//yaaA//pgpC//potH//galE//ebgA//aes//sodB//idnD//tas//lapB//murB//ygeA//cmk//yihU//ibpA//zraR//ycjP//fepB//tatC//osmC//serS//argD//rof//cspC//rsgA//lysO//tusE//rutA//guaB//xapA//ydjE//pck//uhpA//tusC//rlmG//dxr//fetB//proW//hyaD//tusD//rhtC//menB//hisF//yjfF//tdcR//lysC//fliL//yhbS//ydfK//ccmE//ugpA//rbfA//vsr//htrE//guaC//tldD//araC//hypA//exuR//yjhH//dnaA//yjbG//pdxA//arsB//preA//ybjG//tsaC//mscM//pdxA//ycfJ//fliA//livM//malF//dapD//uidR//uxuA//gntP//ybeY//udp//cysH//paaJ//yaiV//ispU//cra//msrA//rihA//cbrC//cynT//
GO_0006260_6	hyi//copA//yahN//ydeI//ycbV//aceK//lhr//rplC//dxr//gsiD//yccX//yihT//asr//ynfH//agaV//yfbR//ilvD//yfdG//rcsD//xylF//nrdR//
GO_0006261_7	ychH//ispB//proC//gltI//ompG//frlB//ydjE//ychO//cueO//yeeJ//queG//rpnC//
GO_0006265_6	gltB//cbpM//waaO//phr//ligA//
GO_0006266_6	soxR//pdeK//yjjU//
GO_0006267_5	leuC//
GO_0006268_9	hokE//hemH//dgcJ//
GO_0006269_6	ydcM//
GO_0006270_6	murE//ygjK//yhdW//sutR//alsC//sfmC//
GO_0006271_7	rpsH//rplR//fmt//
GO_0006274_6	yidQ//
GO_0006275_7	cynT//bamD//fliA//htpG//uhpA//greB//atpG//fdoG//yfeX//
GO_0006276_3	fruA//rpiR//rhmD//ychF//rihA//yeeJ//gloA//acpH//
GO_0006281_6	viaA//gpt//fdhE//mazG//accD//tsf//bioD2//gpr//ydjE//purT//cpxP//fepC//yobA//plaP//bamC//cobS//eptA//leuE//yedA//yggE//sdaA//rimP//mutS//malI//mliC//rpmF//yidP//wecB//paoC//secB//yaiP//osmE//hyfF//rlmI//gshA//ybjN//emrE//lapB//mreC//kbaZ//rlmG//rpmE//yhdJ//clsB//znuC//ybgP//phnL//yggN//waaY//dacC//csrA//dosP//tmk//sutR//sapA//
GO_0006283_8	moaB//
GO_0006284_7	fepG//hipA//ompN//rzoD//gloB//ribE//
GO_0006285_6	higB//phnH//tauD//yjiX//ribD//
GO_0006288_8	kdpD//folP//
GO_0006289_7	hiuH//btuB//
GO_0006298_7	pth//wzb//clcA//tdcA//yfcP//hybC//decR//uhpT//casE//entA//
GO_0006301_7	glpG//adiY//rapA//dusC//
GO_0006302_7	ygeW//gcd//scpC//malK//napB//miaB//nhaA//cysS//fumC//
GO_0006304_6	nanC//hflK//ybiH//hslV//rarA//potA//ettA//lysC//nagK//
GO_0006305_7	pppA//yebZ//dsdC//yraR//
GO_0006306_5	frvB//pntB//yifB//gstA//
GO_0006307_8	dadA//minC//rzoR//fdnH//mutL//
GO_0006308_6	ygfA//agaD//rsmG//ymdB//wcaB//tolR//ynbB//xisE//cyoD//cspI//pepQ//mscM//
GO_0006310_6	pntB//yphC//araA//rng//nikR//fur//sgcB//bcsA//rapA//mhpB//envY//waaB//atpE//gpp//yddL//fadH//potG//ghoT//mntS//patA//nrdH//folA//tpx//tauD//ycaN//norW//hisQ//lysP//cutA//sapD//sseA//yihR//ydeT//artI//argS//csrD//rpsI//kdgK//yidK//wzc//dgkA//kdsC//ykgO//
GO_0006313_4	putP//dcuA//yigB//araD//menE//rpsH//phoB//
GO_0006323_7	argG//
GO_0006325_4	ibsB//
GO_0006351_6	yjbE//dacD//fdhD//btuE//ivy//sgbE//intA//yidD//hrpA//chpS//ubiJ//cspE//aes//alsK//argS//ydfH//yhfK//rraA//rimP//uup//ynfF//sucA//kduI//yneE//yebG//dsdX//rne//yihU//speE//kdpC//narH//sohB//narX//yhaV//selB//cpdB//malG//fimC//yagU//waaC//trkH//tolR//folE//waaQ//zinT//yceK//ybjD//yjjX//bisC//pliG//caiE//dicA//ynfK//cas3//clsA//ytfE//truC//yhcH//gspI//pcm//bepA//zitB//fdhF//hybE//nagZ//ybiO//csrD//treB//panF//glcF//murD//yceD//glcD//ybiW//dnaJ//hpf//sgbH//ycaN//ccmG//yajQ//trpGD//livM//pepB//agaS//trmI//proB//pdxJ//dcuC//yfiE//gsiA//groL//mcrB//rplX//csrA//cpdA//nanT//yadC//rplO//patA//hisI//def//tap//glmS//tolA//ybiJ//hdhA//ypdB//yaaJ//ycjU//fabH//pdeD//acrB//dtpC//sthA//lpxD//btuF//tolC//nadD//yneL//
GO_0006352_7	cydB//kilR//ispG//sdhA//
GO_0006353_7	yjiY//yadI//
GO_0006354_7	rfe//pyrE//rluC//
GO_0006355_7	mhpA//mlaE//yagU//hslU//hyfF//fdhE//iaaA//ccmE//appY//cspG//fliT//cnu//xapB//uhpT//yneJ//fumC//fis//ispG//modA//epmA//ccmE//ftsZ//xseB//trmB//yhjC//yabI//clpS//ispG//tcyL//ribA//mcrB//rbsD//nlpE//waaY//envY//eptA//fabR//serA//mepS//blr//waaY//yidR//garP//tsx//aas//ppiA//rlmN//nuoL//dnaK//yfgJ//ompN//sucB//dhaK//ppsA//arsR//artP//rluB//miaA//yibF//deoC//cra//ypdA//secB//tbpA//sucA//mcrA//garL//rlmF//uspE//rpmG//fliL//ybaL//argF//paoC//mtnN//prlF//gstA//ybdH//mukB//torC//fepD//insB-4//xerD//cheZ//clpA//casA//envR//stpA//sbmC//holC//eamB//yqgB//ybjC//ghrB//entB//prpC//sgcR//recX//qseC//galM//cysZ//yihS//ydjJ//asnC//dsbD//gatY//panE//cyoE//baeS//yneJ//yhcH//rihA//dsdA//lepB//gsiB//hipB//ibaG//aroB//livG//uxuB//ansB//fryC//nuoM//yjbG//hisQ//ibaG//yjjV//idi//kdpC//bglH//rcnR//dtd//glgP//zntR//ldrB//yfcF//adhE//amiD//ispU//ghxP//rpsE//dmlA//atpB//uidA//malX//norR//rpsA//cusF//ldtE//yejF//fadK//yajQ//ravA//fhuF//livK//metF//tusD//ftsL//zraS//yhjD//tmcA//torS//phnK//deoC//cynS//frlA//mglC//mak//yfcA//garR//garK//lacY//alpA//atoC//pepD//shoB//trxA//atpA//yejB//rfaQ//mhpT//tolC//yciG//sucC//greB//dcuA//tdcG//rpsN//fhlA//pgsA//gmd//abgT//rlmA//yjjX//purT//gadA//yjhI//mlc//ldtD//focB//yaaU//tadA//yhcD//rspB//leuS//glgP//mltD//tcyN//grcA//galP//msrB//pdhR//phnH//yedL//bdcA//abpB//lptC//hybG//potE//ogt//malF//fsr//nrdI//csgE//ydiO//lldD//pyrC//menF//tdcF//dam//clsA//yehZ//rplF//ydhQ//btuB//ppiD//trxA//cyoD//gsiC//pspD//rhaT//bglH//ydcZ//trpE//nepI//clcB//rcsD//trpS//mprA//torZ//mfd//ldtA//purN//rhmR//gloA//puuR//rluB//mhpC//cra//cobC//puuC//
GO_0006357_8	mepH//
GO_0006364_9	frwD//ppx//lsrA//ygeW//entB//betI//psuT//puuR//argC//degP//glpK//rcnB//mrcA//proV//cyoB//mtlR//ybiT//yfiR//nikR//hemA//fadM//ulaA//ybgP//ydiB//yqeA//flhA//gcvP//sfmD//murE//dinJ//yiaJ//argT//sodC//lpxB//uspG//yhjD//alsA//hrsA//lplT//mrcA//hscB//ycjU//tsf//
GO_0006378_8	argB//map//
GO_0006379_8	yjjB//
GO_0006382_8	yjiX//
GO_0006396_7	cpxA//mutS//thrS//mcbA//accA//dmsA//ybiJ//rdgB//yihO//metG//asnS//proW//mtgA//yiaJ//dnaG//puuR//fabH//surA//aceA//rpsA//sugE//yfaL//sstT//prpB//ychH//dapD//csrD//rclA//tehA//pstS//minD//yjeH//ansA//glgS//edd//yiaL//hslO//ybhG//ybjN//elfG//exbB//fetB//ubiE//iscS//hokB//gcvP//elyC//waaC//tdcC//chbG//nrdR//btuF//cedA//hslV//opgB//hiuH//holE//cobU//elfA//sufA//bluF//lrhA//yjjB//fepD//deoA//yfcQ//atpB//tdcG//mraZ//ycaO//malF//ptsI//hypA//yidQ//lptB//chbF//osmC//tsx//bioA//hcaD//hybA//fhuC//lsrB//slyA//yhjC//flgF//yihS//entF//galP//murC//yiaJ//yibF//btuF//tnaB//tas//bamD//phnG//mtn//yqcG//mscL//cusA//malQ//
GO_0006397_8	ydcZ//araG//hyfC//
GO_0006399_8	moaC//chaC//citT//hybG//mrdB//fadI//yjiR//thrC//nanR//thrC//aroP//aceB//lptA//zraS//entF//tdh//ycfS//dtpC//lpoA//fabD//acrB//argS//malX//ssuC//mraY//sutR//oppB//rmuC//rlmF//yceD//ccmC//proS//pdeR//rpsP//ytfR//rplN//hflC//leuD//ybbN//hyfC//ycjP//mtfA//fliK//stpA//ynbC//mnmA//yqaE//iscA//caiF//waaG//rsmG//arsB//pgaA//mltF//paaH//yehA//cbrA//ulaD//nfo//hcaF//mhpA//ynfH//rpnA//wcaB//pfkB//prpD//araH//mnmA//ynbD//mngB//bioC//nupG//nrfB//nadC//bssR//yidZ//selB//mutT//lon//yohD//rpsR//argF//
GO_0006400_7	yghU//tnaA//guaB//recE//znuA//ttdB//cspI//uhpC//wcaC//mraY//nagC//citG//recX//znuB//yjhG//yidE//acrZ//truC//gcvT//ilvE//tolR//ytfE//glnE//aer//arfB//mglB//aroL//tktA//ygcO//ybhP//cobT//aroB//skp//rcnA//rplR//rpsD//pheS//yfbR//insH-6//pdeR//amiD//xanP//ccmH//aer//nuoG//cutC//mdtJ//ada//tsaE//
GO_0006401_6	topAI//ruvB//hybE//diaA//sspA//fucP//rplT//udk//ilvM//ccmC//nrdD//guaB//dnaJ//fadA//yihU//gcvP//ybiV//frdD//ybgI//hsdM//elfG//nimR//
GO_0006402_7	bcsA//preT//yahF//acpH//carA//yehY//etp//hiuH//glpD//rluA//mutS//
GO_0006412_6	tap//yqhC//yojI//rep//deoC//bacA//bglX//aaeA//eutN//otsB//yfdS//ydeT//argS//trpE//cysB//ldrD//yieH//dinJ//htpG//hupB//sodB//mdlB//ypdF//napD//rimM//holB//yddA//dgoK//secY//ycbU//gyrB//phoA//nagZ//ybaO//yidZ//rlmH//tdk//moaB//wecC//metH//purN//yeeJ//fklB//pfkB//eutA//codA//glnP//fliZ//dgcN//nrfB//dgcE//
GO_0006413_4	gmd//dld//frdC//
GO_0006414_6	mepM//yfiR//yggX//queD//torD//secY//rsmC//purL//ydiB//
GO_0006415_7	thrA//fruK//clpP//moaD//rne//gutQ//trkH//
GO_0006417_7	araH//phoR//relB//gph//ykfM//lpxK//nadK//frwB//rnd//yadC//pnuC//emrE//uspF//pbpC//tsr//ldcC//prkB//mug//pgpC//glxR//yihP//yidE//murB//proA//fmt//wecC//uxuB//xthA//asnS//thiE//def//creC//cpsB//yggE//mqsA//gstA//bhsA//yedP//polA//
GO_0006418_7	fabD//cbpM//chbR//gspJ//ymgC//paaZ//rutC//polB//yfcR//ybiI//mdtE//sohB//fis//yjeI//rluD//flhC//ydeI//tsaB//trmB//sfmA//cspE//ribD//ppx//betA//ycjD//
GO_0006419_8	tdcC//
GO_0006420_8	ahr//
GO_0006421_8	livJ//
GO_0006422_8	thrC//
GO_0006423_8	pspG//
GO_0006424_8	hsrA//thiH//
GO_0006425_8	yceK//
GO_0006427_8	flgE//
GO_0006428_8	tdcB//
GO_0006429_8	ybiV//
GO_0006430_8	agaR//glpB//
GO_0006431_8	acrZ//
GO_0006432_8	bepA//miaA//
GO_0006433_8	chbG//
GO_0006434_8	nagE//
GO_0006435_8	cadA//
GO_0006436_8	kdpA//
GO_0006437_8	add//
GO_0006438_8	astB//
GO_0006446_8	eutA//cspI//bluR//yceK//cysZ//mcbA//nanT//
GO_0006448_8	yhcN//cmoA//fcl//cysB//yedL//
GO_0006450_4	rffM//recG//tsaD//hrpA//ynfL//poxB//alkB//holB//yddL//sodA//
GO_0006451_7	cysB//
GO_0006457_3	hisS//lipB//dsbG//yggN//ubiB//pepT//yjeI//livF//mlc//yaaA//leuD//upp//acrF//ruvC//flgG//topAI//mltA//sulA//yrdA//yjbH//talB//napB//dkgA//mscL//rimO//csgF//yddG//ribE//insB-2//napC//flhE//puuC//rplN//yjcO//lolA//baeR//cusR//entH//dicB//xseB//
GO_0006458_4	bolA//rluC//yqeG//narV//ldtA//rayT//gldA//mpaA//
GO_0006464_6	torY//mdtN//fabR//hemH//argK//ubiD//alsA//pepD//ugpC//metB//kdgK//pykA//hcaE//hypE//manY//pgaA//acpT//aes//aroH//asnS//tdcA//mscK//atpF//codA//ygfA//acrD//deoB//cecR//alr//yhdJ//ygiV//gutM//yihW//rayT//glsA1//putA//ybcL//cysK//yfiR//potF//mdtD//nuoL//recJ//mdtJ//fadL//sufS//glrK//alsK//hslO//mnmE//aroD//bioD2//ccmH//ftnA//yqiI//degQ//argO//yiiE//ygjK//yfcP//glyA//thiD//chaC//tbpA//ggt//cspE//yedF//exbB//cnu//lptE//eutK//cbl//tauA//gcd//ldtC//rpsS//rfaQ//cycA//sdiA//nrdI//rimM//frlR//dcuS//sodB//glsA//nirB//lpxK//mtlD//hisC//mfd//yjfP//comR//exoX//mrp//waaY//gltK//napD//cspD//kdsB//nuoF//dosP//argO//mtlR//phnC//fimG//ypdI//tatB//phoQ//dbpA//mdtF//lpxP//fkpB//rimM//entS//arfB//rutA//araH//frc//miaB//waaP//yhjG//yraJ//yqjI//secE//fimA//cdh//sgcA//ibsE//fdnG//frsA//murC//stpA//envZ//yfcA//hyfC//atpD//yafN//crr//ftsN//fklB//polA//citG//
GO_0006465_6	yhbY//ydiO//araB//
GO_0006468_7	potF//ihfB//ccmG//ssuE//mcrB//ompF//ogrK//asnS//ilvE//frvR//yjaZ//crl//uvrY//paaZ//rpsG//rfaQ//yebK//yajQ//malG//lpxM//menA//tcyP//ydiB//mscL//allB//amiC//pspF//proQ//ydiR//metN//ldtD//rhtC//ulaC//kbp//yhbX//topB//malG//iraP//nudB//setA//rsuA//yciH//cdgI//folA//ydeI//relA//ykgA//thiL//lolE//betI//yqcC//deoB//rhaM//
GO_0006470_7	aroL//leuB//ybcM//aroG//yieL//eamA//waaL//pepN//narU//shoB//tktB//truA//ddlA//hisP//katG//kdgK//
GO_0006473_8	ompC//rmuC//opgD//tamA//thiI//truD//insH-5//ompC//rhtC//rcsF//pgpC//cas1//
GO_0006474_6	ybbY//mtfA//ftsW//dbpA//dnaJ//
GO_0006475_9	pgsA//yeiL//
GO_0006476_8	sspA//araF//pdxY//
GO_0006479_5	araC//bioD2//alsC//rpoH//waaZ//yiaB//nuoH//hisD//
GO_0006480_6	galM//
GO_0006486_5	fimZ//
GO_0006490_5	ycjR//
GO_0006497_7	fliA//
GO_0006508_5	hcp//hemA//rpnD//nac//yfaU//cyoC//arnD//qorA//baeS//rpsO//lpd//yejA//yeaE//rhaM//ybiH//tsgA//feoA//fhuD//phnJ//ravA//thrS//ybgP//caiD//nudF//elfD//purF//yejE//pspD//soxS//hyaA//agaS//allB//hfq//hslR//iscU//insH-5//mqsA//nadC//caiE//intZ//fiu//fryA//glcC//miaB//rsgA//yabI//uxaA//gatY//rpsI//nusA//rlmC//der//emrD//nudG//metB//
GO_0006515_7	pstC//argK//argS//topB//
GO_0006517_6	xylR//ompG//rnd//torZ//
GO_0006518_5	caiT//gsiC//casC//nikA//dacB//nuoM//higA//sdaC//infC//mrr//abpA//dacC//cmtA//feaR//ortT//cheA//gpt//arnB//malS//atpD//glpK//araE//lpxC//waaO//ruvB//intA//ybjI//agaR//rpsO//nanT//rfaG//ydcO//ulaF//menF//sdaC//cpsB//pdeL//xerD//frdD//yfaV//ybaE//sufS//ibsA//yrdA//hha//hokB//ansB//tqsA//ydgA//glnH//tusA//menH//cpoB//metG//sbmA//yjcO//yddG//fadH//mdaB//murQ//marA//dacD//rpmC//clpX//basS//ybiW//ulaA//dnaT//hemH//ykfI//fhuB//dhaM//qseC//rnb//rfaH//yjjB//dgoD//
GO_0006520_4	yjjB//chbF//bacA//artI//gltD//srlE//gshB//ypjD//gadE//hisA//cpsB//mutY//yfgO//frvA//btuB//rhtB//elfD//hicA//mrr//hsdM//lolA//glmM//wecE//uhpC//ycbU//yibH//ydjL//mppA//smpB//rpsO//sodA//arsR//yibF//dnaK//guaC//yihO//ibsA//moeA//rbsD//agaI//tauD//ihfA//arcB//plaP//paaK//narI//intA//ada//ygeR//rbfA//rluE//ftsX//thiD//pgpC//hybC//lapB//thiQ//pitB//fetB//paaK//rarD//yeiG//argH//rhlB//ygaV//ybgI//yjiR//kdpC//groL//glgC//glcB//ampG//dgcE//rlmL//atpG//lapA//gabP//higA//ynhF//sspB//yojI//priA//flgC//yidQ//galU//cysZ//fixB//gltB//rnhB//glsB//yehT//aceA//ydjM//pflA//kbaY//yjjW//cmoM//yfaL//phnI//paaA//ampG//melR//trpR//glnS//livJ//recB//leuB//sdhB//rcsA//crfC//pncB//ftp//wzzB//ymjB//purR//xapB//mhpR//osmC//zntR//dapF//caiF//macA//tusC//treR//fdnG//murB//ivy//glnH//cpxP//def//aroL//yfbV//mmuP//ybdN//prfB//ompG//pdeF//glpR//yggD//pdeL//lasT//ihfB//alsB//yfiR//murE//bglF//kdsD//ycbX//ilvH//phr//cydD//ansA//panF//ligB//gltS//yjjU//rho//cynS//purC//ridA//mdtM//yiaT//entC//uidC//rluF//ycaN//cysN//malK//yiaN//pdeL//yqaB//proC//ascG//mreD//mscM//tolA//osmY//yfcU//ppk//yidZ//queF//uvrA//abpB//gudX//ymgF//yfeR//ycgV//aaeB//yebZ//tusC//lasT//cusF//tolA//ralR//ycfS//gntU//allD//yfeD//cmk//dsbC//livK//yijE//
GO_0006521_6	mcbA//nirD//rspB//
GO_0006522_7	yifB//fryC//hflK//flgE//fklB//gpr//thyA//
GO_0006523_8	rpnC//yidZ//ugpA//lepB//
GO_0006524_8	dgcF//mgsA//rimI//
GO_0006525_7	hofQ//livG//ygcR//trpGD//leuS//bioD1//fabZ//bdm//serB//wecE//yciT//nrfG//dhaK//yibH//ycdX//glyS//deaD//potF//acrZ//yeeY//kdpF//
GO_0006526_8	yoaB//aaeA//galU//glnP//nikD//dapB//iscS//rpsP//yaiP//gpmM//era//brnQ//rutE//
GO_0006527_8	lamB//glcA//yihX//flgD//wcaJ//flgG//flgE//trmD//rpiR//
GO_0006528_6	idnD//uacT//ykfM//yfaU//
GO_0006529_7	mltA//recN//
GO_0006530_7	galT//potD//
GO_0006531_7	rimM//lapB//rhoL//ygiS//mngR//serC//yeaD//chaA//
GO_0006532_8	acrF//dgoD//
