#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	focB//tsgA//agaD//ybdM//
GO_0006139_4	zraR//dmlR//yfbV//yihV//bioD2//sfmD//cueR//pgk//phoP//yjcS//eutR//guaA//abgT//tdcG//gadB//argI//pyrC//cobT//malG//yehP//sdiA//fabG//fimF//aroK//udk//insI4//mdtQ//upp//hexR//rseB//srkA//ulaB//yeaD//hypF//rseP//npr//dgcT//metR//rimJ//dctR//artJ//ynfE//ycjU//prmA//yccA//elaD//rbsC//murD//chbF//pepQ//ldhA//endA//setA//rrrD//thrS//kduI//ccmF//insI4//ybjX//rsuA//ybaO//prfB//rapZ//rpsD//glmS//rbbA//gsiA//lrp//nagD//rpsJ//fruA//cmk//prmC//nanA//acnA//rodZ//ftsN//tbpA//fliM//sbmA//nimT//rseC//yafC//ispU//deoA//purB//mazG//kefB//tyrA//potC//xthA//hisB//trxC//dacC//ascG//rclC//preT//rraA//ppiD//rluB//pbpC//mntR//yhgF//rnlB//ydjM//yhdZ//yjjV//mocA//pyrD//matP//hisC//yidK//arfB//hemH//gapC//yacG//flhE//yciG//rpsS//dppC//mug//ftsK//metQ//agaV//ggt//manX//dcm//nrfD//cysD//ygcO//ruvA//ybaO//sapF//frwC//atpG//kdgK//rhtA//tdk//recA//yagF//glpG//pdxA//endA//metB//cmoM//stpA//dinI//gntK//phnK//yphB//ilvA//yiaO//glrR//gltD//ydaC//fdhE//yfiC//sdhA//wbbK//ptsI//mnmG//pdxJ//allS//sgbE//bamA//tatA//metK//nadK//lon//nudC//ytfT//csgE//lsrK//ymgA//minE//araF//cobB//aer//rhtA//ribC//puuR//ybbW//yieL//yjjB//mobA//yigL//lysS//ldrA//rnpA//recG//waaF//yfdK//gppA//ybcJ//yagI//cyoA//radA//glnK//yjjU//dacD//rarA//hslO//yjjV//alkA//uup//ycfJ//trmD//mdtO//hicA//speF//casB//ddlA//cobC//nusA//hisB//torS//rlmC//yhjA//wzzE//yihV//wcaC//ompG//add//galT//hsdM//rhlB//cvrA//ssuE//rpiA//nadC//polA//gluQ//ymjB//sgcA//yadC//tusD//insK//ogrK//osmE//arnF//tdk//eutK//ydjJ//fryA//mdtF//rraB//coaE//rpmG//yiaJ//aaeA//cirA//sufD//paaC//dinJ//panB//thiP//dbpA//bioD1//miaA//ybcF//yfcF//sohB//miaB//yfaL//hofN//secY//nrfG//eco//ydhJ//rplS//holC//ibsD//holD//ybjC//mepM//glgA//napA//sspA//rbsB//rbsB//gnsB//arcA//narY//ygiW//lyxK//ykfI//cysK//cheY//yfhH//hcp//yjcE//truB//pncB//grpE//yrdA//amiD//murP//grxD//yobA//tusC//pstC//rzpR//cspA//purB//hofQ//yjiY//rhtA//ampE//yeiG//treF//truB//tnaA//chbR//csrD//cas2//agaS//pyrL//yedL//yggE//hyfR//barA//yqcC//yqjA//pagP//insA-2//hycH//elaB//hpf//yieK//ybhA//mtlA//rbfA//nupC//fmt//gcvR//ydeM//hisM//msbA//ubiI//osmF//yihL//glgC//ldrA//cyaA//ansA//mlc//fliM//hfq//mutH//fic//rplJ//rarD//bioA//lapA//nadA//sfsA//yiaB//mdtC//exuT//cbl//puuE//ydeO//eptC//panB//rpsI//pppA//flhA//bamE//mutS//hisA//tusE//htpX//mdaB//glsB//hyaB//ycbU//trg//bamE//xseB//elfG//paaE//cydA//rsmG//ygaV//proW//araC//yfhH//gph//glnE//ygiW//fdoG//ybaK//hchA//dusC//trmD//ulaG//birA//borD//ulaR//adhE//gntP//yphF//sdaC//yfaL//mqsR//rplF//gudX//yieE//uhpT//tpx//rpoS//zur//ulaD//atoB//ttdR//hisB//mntR//ssuD//agaA//yiiE//adhE//ydbD//lsrC//rpsS//ydeM//yraN//yeeO//pgaB//tusE//lptC//yeeO//yhdX//yihU//mliC//gltK//ivy//fimE//ydiQ//potB//phnL//orn//lpxP//frdC//ptsI//yrfG//ompT//paaA//lpoA//yidK//cbpM//lolD//yohD//rapA//cadC//malP//ppiC//frdB//selU//insA-2//rpoH//azoR//dnaJ//nrdH//gltD//kdsD//yfgI//curA//arcB//thiE//ygjK//bolA//potF//nanC//sufA//zntR//gstA//soxR//bsmA//ftsY//dtd//narY//ygeR//yjjU//modA//yfeD//pabA//hybG//adeD//msbA//yagU//pckA//glnD//rarA//acnB//hybF//nemR//narI//malK//nei//yafO//fimG//argO//mipA//aer//yneL//xseB//cusA//fadE//astB//thiC//nanS//xylR//phnL//panZ//corA//clsC//fucP//erpA//yfcV//dicB//recG//mgtA//prpD//ygjH//gpmA//cca//bssS//yiiM//yphB//oppD//rluF//yiaJ//tdcG//gmd//yoeB//arfB//rplW//alaC//iscA//epmA//fabH//dusC//fruA//ppc//narI//potE//hyaC//thrB//casE//nagD//sgcC//cysA//ynjA//lsrA//afuC//moeB//mdtE//aer//fadI//rplS//dgcQ//rutE//cstA//arsB//betT//yaiP//yijE//ybjC//recE//mgtA//fruK//malS//bluF//prfC//plsX//yebC//narH//yfaE//glmM//yegT//uspC//yehD//fumC//gstA//glnK//ygeA//astB//tdcE//yhhZ//ybdO//nrdG//cra//menB//ynhG//pphB//aaeA//rayT//yidC//trpL//cysD//glnH//glnA//hisD//dnaE//prmC//ygeR//ychF//pepT//degS//ydiR//argR//fixC//waaH//
GO_0006140_6	lgoR//galK//
GO_0006144_6	trmL//trpR//metC//uhpC//ytfE//metK//truA//ackA//uspE//pyrG//
GO_0006145_7	frsA//yehX//mnmC//abgT//
GO_0006146_8	fryB//pmbA//
GO_0006148_9	acpP//
GO_0006149_9	btuC//
GO_0006150_9	waaY//
GO_0006152_7	ubiA//erpA//malZ//sgbU//rutD//entA//
GO_0006154_6	ileS//
GO_0006161_9	osmC//
GO_0006163_6	insB-2//umuD//malY//rho//iscU//fumB//gmk//gltX//fhuC//mrp//ldrB//patD//trmB//lptG//pyrF//frwC//ltaE//rnt//sbp//fliA//ypdB//aaeR//mdtE//ccmD//bsmA//metI//mlaE//grcA//yejB//yfaU//yrbG//ybiJ//oppD//yajD//nhaA//glsB//ibpB//yjcS//rfaQ//iscU//appY//fes//ydcZ//ydfH//narG//trpL//prmB//yfdK//agaC//osmE//rcsC//nikE//metH//dacA//
GO_0006164_7	clpP//glgP//dapD//ykfI//mukB//rph//eamB//dgoD//yqaA//aroB//gadC//ydeT//glgB//mdoD//ogrK//menB//ygaV//hcaT//queD//sapF//cobB//srlB//allS//baeS//sohB//yeaE//katG//yehC//sgcR//solA//allR//pyrB//cspC//yhfS//tdk//opgG//pdxK//cyoC//crp//cmk//
GO_0006165_7	cyaA//sufE//potC//fau//etp//dhaL//frwC//ftnB//tcyP//cstA//ompN//efp//tktB//ubiA//fieF//narK//rrrD//ispF//arsC//
GO_0006166_6	decR//ydhQ//
GO_0006167_6	rplQ//
GO_0006168_7	casC//lit//
GO_0006171_9	clpB//
GO_0006172_9	yaaY//
GO_0006177_9	citG//phnM//fdnI//
GO_0006178_7	yihU//
GO_0006183_9	yceO//
GO_0006188_9	torY//pspC//tdcF//mlaD//
GO_0006189_10	elfA//tktB//
GO_0006195_7	dtpA//ltaE//
GO_0006203_8	nupG//btuD//
GO_0006206_6	gloA//folD//rluE//secB//dapA//yccX//fimA//fhlA//yhjX//rpoH//ycfJ//yidC//bipA//lplT//dgcE//nudG//ghoT//thiQ//tas//fimD//yijE//thrC//bamE//yhaV//aspA//bcsA//
GO_0006207_8	yeaD//yqaA//frdD//coaD//allB//
GO_0006208_7	recA//yahO//livH//hyfC//opgH//frmA//modA//abgT//rfaE//ynjD//fic//phnN//mdoD//
GO_0006209_6	waaB//
GO_0006210_8	gntT//
GO_0006212_6	sstT//fimC//moaD//glmU//purT//kdpA//hslU//hicA//mepM//xylB//yieE//
GO_0006213_6	sbmC//cutC//creB//wcaB//murJ//torA//valS//truC//hxpB//yggX//glpC//uup//fsr//dapF//fadD//ybjL//
GO_0006216_9	agaV//
GO_0006217_9	lit//
GO_0006218_9	frdA//
GO_0006220_6	uraA//oppD//shiA//mhpB//abgA//waaO//tehB//yfcA//cyoD//proV//ligA//allC//rhaD//idi//yfdC//garR//paaH//kup//agaV//nrfA//
GO_0006221_7	luxS//fdoI//malI//mgrB//znuC//hxpB//trmJ//dfp//dppD//yeaV//yafC//glsA1//cysK//
GO_0006222_9	citG//
GO_0006225_9	rsfS//
GO_0006226_9	hupA//yecS//
GO_0006227_9	miaB//
GO_0006231_9	glpR//
GO_0006233_9	hcaT//
GO_0006235_9	yhaV//
GO_0006241_9	cspA//
GO_0006244_7	narV//endA//citE//nagZ//rayT//gnsB//yrdA//
GO_0006259_5	proC//cydA//mdtE//nrdA//nanT//yhjR//sgcB//ompF//glnP//clcA//zapB//cysK//cirA//csgE//artM//truD//ydeT//arsB//oxc//sgbE//narL//lsrA//adeP//hypA//tyrS//bdcA//kdsB//fadE//hisI//glrR//nudB//purN//rpsT//phnG//mtnN//rplS//purF//tusD//cobS//pliG//hyaD//msbA//waaL//gor//bamE//yfbS//hslR//ttdT//patD//yhaM//lpoB//rodZ//ftsX//yhaO//ydjK//rihA//ydeT//ilvE//xylE//mutS//mrdB//sufB//yebG//napC//elaA//mlaB//pfkB//bglF//mobA//livJ//alsA//creB//udp//pliG//mdlA//ymdB//ubiC//dmsA//sufS//cptB//holD//ttdT//napF//uxuR//acrF//etk//mukB//chiP//hxpB//tyrS//ybaT//rihA//tonB//insF-1//rsuA//yhjX//ybdN//ybeY//trmH//caiB//gsiD//lsrR//deoA//kdpE//truB//yeeY//idi//secA//gmhB//flgJ//mnmA//gpp//glgS//yfaE//citX//aroE//ftsZ//recO//atoB//yaiV//wzzB//pdeL//pckA//ynfH//htrE//csgG//rbbA//tatD//rssB//rnt//tqsA//rsmE//yjaA//ttdT//ppsR//hemA//nei//bamA//rbn//nudB//queA//malE//norW//alaE//ycfS//msrQ//clpB//tus//
GO_0006260_6	thrL//hcaB//kefB//cytR//rimL//lysR//yfbS//murI//cheA//soxS//glgP//lysA//yhiM//moeB//yagE//artI//ydfD//rnt//malZ//trxC//yoaA//
GO_0006261_7	iraP//sucA//mocA//yjiQ//secF//ptsP//tpx//ybcQ//pabC//ynfF//nirB//fdoG//
GO_0006265_6	dapB//yiaB//maa//moaA//rplB//
GO_0006266_6	ilvE//tusC//ldtB//
GO_0006267_5	ybjL//
GO_0006268_9	tktA//setA//parE//
GO_0006269_6	nuoH//
GO_0006270_6	ftsZ//nuoN//rbbA//ycjW//pgaC//dld//
GO_0006271_7	otsA//queA//amiD//
GO_0006274_6	gapA//
GO_0006275_7	yfiR//feoB//rpsT//artM//dnaE//trmH//yhaO//prpB//recX//
GO_0006276_3	ampD//citX//yadK//phoQ//yhcD//nuoF//flhC//ubiF//
GO_0006281_6	sad//yadC//yfeR//yjeH//yhaM//galU//pstS//wrbA//malX//cysE//betA//kefG//hisP//eptA//mhpC//yejA//rnr//aroG//chpB//cbrC//rpmG//rcsD//nrdF//yfcR//deaD//dcuD//hypE//murC//yehP//zraR//asmA//arfA//pitB//ptsP//phoU//kdpD//rplI//glpG//sseA//dmsC//gshA//yehA//clsA//lyxK//glmS//dnaQ//asnC//hyfR//queC//allB//apaH//hybG//yeaE//mdaB//degS//
GO_0006283_8	fdrA//
GO_0006284_7	dsdX//gshA//trxA//yahI//nikR//pyrG//
GO_0006285_6	lacY//pdxH//yobF//yiaU//arnA//
GO_0006288_8	ybhD//srlE//
GO_0006289_7	chaC//pheM//
GO_0006298_7	yhbY//yeeJ//matP//bluR//gntU//ybhS//lpd//ydcO//sodA//eptB//
GO_0006301_7	fimE//queF//asnS//envY//
GO_0006302_7	atpH//rbfA//ydjL//speD//guaD//greB//pspG//lacZ//feaB//
GO_0006304_6	pbpG//gpt//yghW//def//yibF//betT//purN//ftp//hisB//
GO_0006305_7	radA//dadA//wzyE//fiu//
GO_0006306_5	cpdB//phoB//rpiR//zapA//
GO_0006307_8	ygeV//qseB//sulA//lepA//ptrA//
GO_0006308_6	potD//trpB//lamB//glnA//tauB//yaiV//pdeL//ligB//lrhA//glpC//htpG//wcaJ//
GO_0006310_6	grcA//yidP//yfhM//yehX//srlA//luxS//bamA//mtlD//rbsK//csiR//recG//ptsP//rhtB//sapD//yiaF//yihV//ynaI//glcC//cdsA//hypB//speA//yigL//sgbE//zapD//mnmE//casA//rstB//ykgO//wecE//ydcO//sgrR//lolE//oppB//sad//yhfK//cysD//mnmG//moaC//spoT//tyrA//frvA//lptE//pgsA//
GO_0006313_4	yeaK//der//fes//yjbG//yjhG//mrcA//rsmJ//
GO_0006323_7	atpG//
GO_0006325_4	hyaA//
GO_0006351_6	yiaA//waaS//narG//ftnB//tesB//cadB//pdeK//recD//macA//aspS//recB//yeaV//nuoB//fabR//glpT//rutR//phoA//abpA//elaB//speG//yjbF//insB-4//dps//yihV//frvB//ybiA//mrcB//csrA//yjjX//hcaE//lysA//prfC//insK//hofP//mutL//nikB//ubiJ//topB//avtA//setC//yjfF//ribB//tdcE//nrfD//ygiN//garP//ygiW//mdtE//ftsN//hxpA//lolE//crfC//yaaJ//arnE//lysP//mdfA//rutD//sbp//yjiY//ynfF//adeQ//tsx//alpA//yfdK//rfaG//yfbV//ycfJ//fimH//asd//cydD//intE//hofP//phnP//paaD//etp//proX//citG//speA//suhB//phnH//waaU//yqeG//ftsL//atpH//insI-2//cutA//argA//thiE//mntH//sbcD//glpG//ynaE//oppD//fimF//yhfS//wecB//ppx//tdcF//hsrA//yahD//ygbL//fetA//thyA//sugE//thiH//fadK//sdhC//hisI//gltL//dicB//rhmR//uup//aroA//glgP//fimC//ybhR//ihfA//ycjU//raiA//
GO_0006352_7	rlmI//yhaC//fetA//nsrR//
GO_0006353_7	yadK//grpE//
GO_0006354_7	sugE//sgcR//torZ//
GO_0006355_7	hdeA//ibsB//selU//rimI//ssuB//alaS//waaA//nadC//nadC//arnT//sdhB//fecD//fdx//bioF//gatC//nmpC//modA//yfiF//dgcT//yajD//cpxA//tsr//fixA//yoaA//norR//ahpC//entS//phoB//betI//pldB//yfbU//lsrK//ydcO//ygaZ//nlpE//ybjL//argI//ackA//hemD//uxuB//ynbD//sfmD//nagC//malP//rpoH//kefC//mscK//ybhF//fixB//yieF//ahpC//nuoF//abgT//cysM//deoR//glcD//ygiS//talB//srlB//ybcF//ychF//entC//mdtN//uxaC//napB//pgpA//matP//fabG//secE//insH-5//pstC//dnaA//pcm//menI//hyaC//acs//uhpA//cas2//feoA//queE//uspF//topB//basS//srlD//yfeD//yehP//entA//yfjR//hcaF//frr//yidP//betT//agaA//ybaE//gudD//glrR//ubiA//eamA//ypjD//rho//cysU//kdsC//rlmG//truA//adiA//pepD//kdpD//fumA//ynbD//folD//uvrA//cheY//mepH//rpnD//pheT//fhuC//entS//rbsK//folA//gppA//yraN//rplM//nadA//yqaB//rpsN//yggW//uxuA//clpB//acrR//yegV//manY//puuC//frmA//ygcR//ybcQ//thrA//tdcB//ribA//flgA//oppA//pabB//yfaU//cysC//phnL//yafS//azoR//sohB//rseC//zntR//fau//clcB//trmH//aroL//btuC//argO//araD//ycjD//lpp//yifB//tmcA//yqaE//tig//uvrY//ydfG//moaD//rfbC//fdnI//mmuM//sodB//bglJ//potA//rluE//pgpB//essD//ychO//ygbL//yhfS//sdhD//ynfF//pitB//accB//uhpT//arsC//eutD//paaE//sdhE//yajD//yadI//moaE//tyrA//katE//mepS//envC//yghG//ansA//garD//apaH//pgi//insI-2//katG//fadA//rmf//thrA//nrdA//purC//tsr//menA//yggE//fdnG//rna//yijO//nimT//gspI//dppD//flgD//yjhI//ccmG//puuA//oppC//yiaO//potD//potF//insI-1//fdx//clsB//rfbB//livM//lpxP//yehU//trpE//fdnG//fliT//ruvB//mngR//glpX//wzyE//narU//mzrA//rpe//cspD//ynfL//yjaA//rpsJ//lpxM//dld//yejB//yeeJ//argC//rzpR//manZ//acpS//hdfR//yhgH//frvB//lplT//yfcP//yfbV//bcr//rhaB//rlmD//mmuM//
GO_0006357_8	atpA//
GO_0006364_9	mug//yfaX//sapC//dicA//rplJ//pgpB//basS//rssB//viaA//fadI//bglB//recG//atpE//cheR//lgoR//fliD//ymgC//livH//ydcT//osmC//trpS//nupX//tmcA//yahF//recB//ybiH//abpB//elfC//asnA//rutF//mmuP//ldtD//ygfX//phnG//ssuD//hcp//gnsB//ybdZ//ruvB//glcC//wrbA//pncB//metQ//
GO_0006378_8	nanK//paaA//
GO_0006379_8	rpsO//
GO_0006382_8	hscB//
GO_0006396_7	ubiH//nanK//dnaX//cmk//corA//garK//msrA//yfdK//alkA//cysU//ahpC//yedA//yiiD//yidC//hycA//fau//araA//holD//mqsR//selD//sgcB//intQ//sugE//phnI//dnaN//lasT//lapB//cydA//rclB//tusD//srlE//alaE//recR//ybjL//yedF//waaY//ybiO//cusA//ompT//allD//zntA//hcaB//speA//recO//hyaA//lolD//soxS//ppk//rutF//glnB//casA//malP//mdlB//ptsN//yegT//moaA//puuB//rplD//yjiQ//nagZ//gltI//hupA//vsr//agaD//bioD1//rseB//sixA//accB//fecA//ihfA//hofO//galS//rbsR//avtA//sapF//intQ//rcnR//basR//panF//mlaF//ypdF//ynfK//recD//cpdA//fumA//ybeQ//yraI//yhfK//rplO//ydjE//trxC//yphB//yfbS//purL//mltD//eutK//ispH//ispU//kbaY//norR//thrL//hybA//
GO_0006397_8	yhaC//thrS//moaC//
GO_0006399_8	torR//arnF//pyrL//cysE//cyoA//rhtC//rlmH//rpmJ//nadE//yqjA//trkA//gph//preT//sdhB//ddpX//ompL//sgcC//yfdG//ndh//nirD//xisE//panF//yjjV//modC//secY//oxc//slyA//garR//idnK//rplO//ascG//cdaR//yhgH//malS//dosP//lysS//helD//asnC//pppA//priC//pntA//oppA//ansB//ubiC//fetB//ybiV//cfa//ccmG//fimZ//amiA//epmB//dps//ykgM//rbbA//ftsH//araC//sdhB//tcyN//hscB//tsaC//rsmC//dcuS//gatB//yfhH//ycjP//soxR//flgK//sdaA//dacC//entE//yjbE//ycgR//srmB//nagK//hemF//pyrC//rnlA//puuR//hmp//alkB//fryA//tehB//
GO_0006400_7	yeeY//fabZ//nadD//yahI//lolA//entF//pabC//cpxR//recN//hyi//entH//uvrC//fabH//fixA//uvrC//yjiX//lptG//nrfF//lsrA//nlpI//ydhJ//mrp//frmR//mmuM//agaC//phnK//uvrD//lptE//yodD//ubiJ//metL//murA//waaQ//msrB//frwC//ghrB//yidD//frdC//yciV//glyA//hmp//tqsA//ykgF//moaB//exbD//dut//ynbC//bsmA//gudX//
GO_0006401_6	ydaC//sgrT//ulaF//kefG//pyrE//rpsB//araF//fadA//ybcQ//yqeG//ascF//ybbY//rsmD//ydjM//pbpC//insI3//malF//recR//yciF//dnaB//fimI//yjjB//
GO_0006402_7	dctA//ftsA//acpP//glvB//yajQ//cstA//rlmI//rfaQ//nrfB//cusC//sdiA//
GO_0006412_6	smpB//dapF//ppsA//rluA//ibaG//rutA//setA//asnB//pspG//yidE//cirA//ftsA//perR//livK//sgcR//argD//tbpA//nuoB//dapA//cspA//ynbB//ybaK//yieL//rplR//cpsG//dgoR//arsC//pdhR//dgoA//yiaM//prkB//suhB//dgcF//kdsD//ttdR//galP//yhaO//kbaZ//epd//rutF//cbl//lysP//pepA//ybhS//mltB//pbpG//ccmE//tbpA//glrR//sppA//yggD//
GO_0006413_4	rutR//paaK//frvB//
GO_0006414_6	tehB//psuG//ccmD//zapA//rlpA//yfgI//dgoK//prmA//rseC//
GO_0006415_7	sucD//potA//rlmC//dtpD//rsfS//artI//yobF//
GO_0006417_7	paaD//mak//rfbC//ravA//prmA//miaB//dgoR//lspA//csgE//yiaO//nlpD//insA-2//chbB//trpB//rpsP//selD//glcC//sad//glgS//umuC//eptA//lpoB//serS//ahpC//otsB//holC//cspE//modC//glvB//malQ//fadJ//gntT//paaD//entD//yaaU//yciK//rnt//bepA//aroP//
GO_0006418_7	casB//ada//rpsM//rhaS//yobA//narV//glnP//recG//yggE//hyaD//fhlA//solA//tcyN//dadA//trpGD//dgcJ//serS//sdaB//entF//uxaC//flgE//pdhR//bdm//aroH//glrK//
GO_0006419_8	pdeR//
GO_0006420_8	menH//
GO_0006421_8	yoaA//
GO_0006422_8	curA//
GO_0006423_8	rzoR//
GO_0006424_8	ydeM//priB//
GO_0006425_8	rbsA//
GO_0006427_8	alaC//
GO_0006428_8	sstT//
GO_0006429_8	lipA//
GO_0006430_8	mutT//uidC//
GO_0006431_8	edd//
GO_0006432_8	tcyN//mlaB//
GO_0006433_8	gudP//
GO_0006434_8	flgF//
GO_0006435_8	atpC//
GO_0006436_8	nrfD//
GO_0006437_8	ddlB//
GO_0006438_8	cmtA//
GO_0006446_8	bioD//lpxP//ushA//ydcM//rplC//shoB//sgcR//
GO_0006448_8	phnI//pstA//pgpA//gntK//ydfK//
GO_0006450_4	rseC//ascF//cusF//pheS//cspA//cusF//elfG//mgtL//aroC//tmcA//
GO_0006451_7	pdxB//
GO_0006457_3	hybF//envZ//basR//nanK//alsB//dinI//eptA//lolD//nrdB//pspC//bcsQ//ybiS//psuT//srlR//surE//folE//kch//xanP//hofQ//narZ//kduI//sdiA//hokB//ybjI//sbmC//fklB//mioC//bepA//treC//kefB//ydiB//ascF//nadD//soxR//dgoK//aceK//yehP//epmC//dcuD//ilvD//
GO_0006458_4	sgcB//rhoL//uhpA//uvrY//ybcF//acrA//glmU//hpf//
GO_0006464_6	elaD//phoR//intQ//ydeT//yidL//idnO//adiA//csdA//dfp//rlmB//allS//nikR//rhtB//ygdG//yhjG//mug//uvrD//yddM//gmhB//tabA//der//tusA//yidC//tynA//cedA//bluF//putP//dnaJ//ppiA//elfG//yfiE//hemC//rutF//hsdR//yfaU//zapE//yjhC//yfgJ//rapA//lptB//gatZ//frdA//glvC//sdhE//dsbB//thiD//pbpC//ompW//prfA//truC//iraD//aroB//ydjH//wcaC//yegV//hflC//proV//lgoR//rfaG//mdtG//ybcC//abgA//rutB//umpH//yjbB//hokB//aas//prfB//evgS//hofQ//fepG//prpB//groL//ydfH//folP//msbA//arnA//cysS//yqhD//yjjQ//recO//era//potH//glpF//rplM//narX//bacA//rspB//rhaB//iraP//cpxR//argO//bglB//cspI//maa//pgaA//dgt//ybcJ//pheP//mlaD//secB//maa//yjhG//degQ//minD//glpG//fimB//nth//ssb//ybiW//gph//yidR//trkH//ycbX//norR//yjhP//yahB//yheT//atpD//yeiL//sad//yjeI//gudD//citX//glcA//fabI//pntA//nuoN//mdtO//tilS//yggN//lsrG//cdgI//citX//yafN//speF//metR//rfaB//decR//kbaY//sfsA//yiaJ//
GO_0006465_6	rutE//rlmI//panB//
GO_0006468_7	moeA//ftsK//nac//rbsR//ftsP//grxD//ulaE//sulA//gudD//dnaG//msbA//secA//sdaA//purN//potA//rplC//ygaV//wecA//puuC//iaaA//guaC//yraK//scpB//ygaH//rzoR//fhuF//lpxB//dnaX//pgk//kefG//recF//kdpE//caiB//phoA//msrA//lpd//dps//nirB//dicA//manA//torI//yfdR//leuC//btuE//artJ//priC//fbp//murJ//kefB//cbpM//pgk//fic//phoA//
GO_0006470_7	ytfQ//metL//mazG//yjiA//tig//basS//asnA//creC//dcuD//nanS//pphB//nth//lapA//cdgI//degQ//rnpA//
GO_0006473_8	bglF//dppB//ccmG//yraK//rcnB//erfK//yhdJ//ilvH//yggP//nmpC//yraN//pck//
GO_0006474_6	paaK//ansA//lysR//asmA//murB//
GO_0006475_9	yhcN//nirB//
GO_0006476_8	ydjJ//yihT//pnuC//
GO_0006479_5	iclR//clsA//btuE//pheP//ytfT//yqjA//ruvB//insK//
GO_0006480_6	atpH//
GO_0006486_5	osmC//
GO_0006490_5	ygcO//
GO_0006497_7	envC//
GO_0006508_5	lptG//yoeE//mdtO//yagJ//ygjR//rpmH//cpxR//yebQ//nsrR//yihV//fruA//thiM//malG//trpA//yhjG//ytfE//yecS//ltaE//frvA//sbmA//folD//citX//yqiG//ybcF//cmtA//kefF//yhcF//psd//ydaC//rlmF//yidA//yddM//ycjD//cecR//tynA//sspB//ftnB//rlmB//prs//ybbN//yjcE//murR//prpR//rimP//apt//hcaC//malP//lpoA//ndh//hisA//appY//folC//yfcQ//rseC//yiiD//
GO_0006515_7	secM//folA//fdoH//pgpB//
GO_0006517_6	dsbB//hyaB//yjhB//syd//
GO_0006518_5	selD//lptB//murD//mdtP//dtpD//yfjV//aceB//rutF//bdm//lpxB//garK//abgA//dcp//yodD//opgB//ydiQ//ccmH//cecR//leuO//fliD//tdcF//sapA//glpK//carA//nrdR//sdhB//uof//yihP//yqjH//dkgA//hha//dicA//pncB//rsmB//fabD//prmC//cheY//mtnN//araB//suhB//phr//dicB//btuD//rhmR//ydfG//yjiR//menC//sfmH//yfgJ//iscX//setC//ydeM//hrpA//entS//fadA//maoP//rutF//hpt//chbR//treA//rffG//smpB//argC//rbfA//tldD//lnt//btuF//plsB//baeR//fiu//fkpA//arnB//mltG//folA//yhjB//apaH//hofQ//
GO_0006520_4	yhaM//dtd//eptB//gstA//bioD2//alsB//pgk//crp//holC//sgcA//asnB//treA//amiC//wzb//bglX//degQ//mrp//flgD//ykgO//nadA//fkpB//pnuC//acrA//dgcE//ydcS//yhdX//citG//mppA//yphD//hdhA//arfA//lacY//kdsD//sad//yfdO//ribA//ubiJ//glyS//sdiA//hcaR//mazG//ykgO//srlD//ycfH//ycdX//nrfC//ycgR//hofN//gluQ//etk//alkA//yeeY//baeR//puuE//rpsQ//thiC//gudP//napD//ygbN//elfA//ydfG//prfA//yfcF//pepQ//yfaU//yaiV//yjjW//atpA//hdfR//gcvA//yjiM//lapA//tsgA//narI//leuA//gcvT//sodB//frwB//ulaD//agaD//purL//ycjU//yidR//sbmA//yehB//hofM//yjiX//leuO//ygbN//recA//fcl//pheT//evgS//ubiX//folP//nanT//yijE//lpoA//ulaA//pyrB//ibpA//dnaQ//fliS//ynfL//ycjU//rcnR//hflK//kbaZ//bglX//garL//lpoB//nepI//dgcJ//btuC//sucB//glvC//mog//holD//feaR//dgoT//avtA//ybcQ//dcyD//rihA//yeeL//yebK//chbR//rfbB//ahr//frdD//rsmI//infB//mglC//fucK//phoP//kdsB//feaB//dppC//yiaJ//agaB//yieE//dinD//araC//menC//acrA//ydcP//sdaC//alsA//rpsE//mdh//tdcR//elyC//rzpD//yjcE//map//hyfA//narG//lysU//yhcH//cysG//dmlR//speG//adk//tap//pdeD//tdcF//ycgB//rssB//poxB//xthA//pagP//fucO//torR//hisS//epmC//ycjP//betT//coaD//yejA//yeaE//wzyE//rluA//trpD//fliK//fes//yehU//yddG//narI//hyfC//cutA//aidB//sgcX//nagB//ypdC//murC//galF//pabC//uvrY//cusA//efeO//caiE//flgA//
GO_0006521_6	rfaE//ygbN//yhbY//
GO_0006522_7	phnL//yagF//gltL//mdaB//yieE//mdtD//adk//
GO_0006523_8	yhcH//entS//csgA//uxaA//
GO_0006524_8	glcE//malS//ivy//
GO_0006525_7	cdaR//cas1//rutF//araG//rodZ//solA//wcaJ//ggt//yfbU//treB//edd//flgF//curA//hiuH//xisE//xapB//yeaG//rph//paaD//secD//nanE//
GO_0006526_8	rnlA//katG//yhaJ//elaB//cra//uxaC//prlF//katE//exuT//kdgT//tusA//yqhD//bioD1//
GO_0006527_8	lolC//rsgA//gatY//tdcD//acrF//mug//ppsR//lapA//potF//
GO_0006528_6	metB//tcyL//glsA2//ybeY//
GO_0006529_7	hicA//fecD//
GO_0006530_7	pdeR//gpmA//
GO_0006531_7	csgB//pitA//osmC//yciH//parE//hofM//rlmA//tktB//
GO_0006532_8	tabA//fnr//
