#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	fecD//bhsA//ycdX//zapC//
GO_0006139_4	fimF//tauB//cysG//flgF//fliS//yfeW//cnu//araE//alkA//rssA//yjeI//speD//iscU//thiI//cyaY//rnhA//ychH//glnP//aas//lolA//rclA//tolA//sapC//fdoI//ydjM//kefC//leuO//pspC//rtcB//fis//sgcR//yiaB//ybgP//glpA//recB//smpB//cho//sufA//purN//yjiQ//mcbR//yehY//hicB//paaG//kilR//rffM//dsbD//tbpA//waaZ//htpG//yiiE//yagF//menD//dgoA//pheP//ompC//yciA//psd//opgD//rpsM//tolA//zapB//appC//rsmJ//panE//clpP//mhpR//iscA//allC//entC//rhaD//insI4//yahF//dcyD//yjiY//soxR//ypdC//zapB//purB//greA//mgtA//gntK//mlaD//purC//ybhF//tyrB//arfA//xdhB//zupT//elaD//uidA//garR//npr//xdhB//hmp//argF//glcF//uidC//yiiM//ulaB//epmC//ycbV//yjiM//cbeA//gabD//tqsA//fumA//glpD//folC//fic//yehU//uup//rpoA//glcD//glcD//oppC//lit//hemF//yfbR//ssuC//narI//rplY//gluQ//psuG//ftsW//gadA//yhhT//ftsE//comR//idi//lgoD//pphA//ampG//dmlR//accA//holB//plsC//sdhE//yejF//adk//frmB//decR//murD//panC//lpoB//nhaB//ycfH//dctR//mgsA//psuT//aroC//tdcA//cspD//ugpA//pdeF//frdD//asnS//mdtJ//yhdW//ybjC//gltS//nac//yjiA//yeaD//lolE//fsr//creC//fetA//ydgA//mtlD//feaR//lpxC//acrA//argB//xerC//hxpA//tolR//paaK//galS//yahF//mreC//galU//infB//tbpA//rluE//cysM//hokE//hyfC//ftsB//metH//fecC//murA//yebZ//dgcM//glpD//yadK//mntP//uspC//rfbB//yneJ//yidR//rnd//mobA//rimO//proS//epmA//kdgK//sufD//mntP//matP//tolA//pepD//nrdG//opgH//scpC//yggE//patD//hycI//casA//sgbU//aldA//glnP//envY//gltL//cpxA//pcnB//ugpE//yfiF//ygjK//yeiG//sbmA//iscA//metF//rffH//potB//coaA//dkgB//secY//glnP//glvC//ydbD//narY//yqiH//tsr//flgK//ubiJ//aphA//ybiX//cdgI//cca//allB//hyaD//bipA//waaF//rutR//yfhH//ygiN//yehX//mdtD//glnL//yeaV//ytfP//ompG//mukB//htpG//mglC//nrdG//fklB//tatA//ygbN//fabH//dadA//yhaM//yihL//pgpC//trxC//ygfX//glgS//yhdW//tauB//gadB//fsr//ada//nadB//guaB//ibsC//yibF//ppiA//speC//gspE//eutB//mcbR//btuE//idnO//ftsP//citC//yrfG//ldtC//hemA//iap//luxS//treF//yfiE//selB//gatA//ybaK//glsA1//gsiA//purC//dcuS//insI3//arnE//patA//dnaB//dppA//tynA//yfcP//rpnA//yihR//sufB//rpsT//potG//dsbD//mglA//ydjJ//frvB//rpsI//cycA//pflC//rhlB//rnb//dinI//yebC//rfaB//thiE//ldtE//yqiJ//trmA//lysO//iscX//uacT//artQ//rpe//yjbH//nirC//betI//crcB//rffM//pitB//otsB//efp//flgH//rhtC//waaU//entA//ybjI//cutC//sdhB//ykfI//ybdR//leuC//rcsC//rbbA//rpsS//malY//pdxB//cedA//cysK//rluC//opgE//appB//umuD//yoaB//pstS//yfiE//metR//rutA//secD//dcyD//yeiE//ldrB//agaI//hyi//rmf//hslJ//efeO//glnK//fepA//groS//caiD//melA//lptC//topA//yjcS//rpnB//cfa//narZ//pdeD//nuoF//rlmM//nuoE//yhjV//ybeY//waaJ//ansA//elyC//rpoS//moeB//gsiC//rnb//feaB//fliS//ynfE//lpoB//pdxK//fdoG//blc//yfdR//mrcB//yaiV//pfkA//rng//bioC//tyrB//degS//gudX//degQ//pdeR//marA//yggX//plsX//ppk//modA//gspJ//fruK//cysU//rsmG//mlaB//rpsO//hisP//nrdE//flgC//allR//relE//bioC//arsB//uspC//yjhG//rhmR//poxB//dacA//kgtP//pykA//gatA//fabI//cmtB//lpxM//yagJ//arnT//yaaU//cspA//tyrS//ybjX//yjiA//bisC//secG//yagE//cysP//seqA//sdhC//poxB//mtlD//rutB//dsdA//queG//ymfK//yfdK//fruB//sdaC//xerD//ykfM//gpp//cysB//glgX//nikD//yciA//yoeB//cysI//holC//rplM//cbtA//narI//lit//clsC//folE//pheT//proC//fdnH//insI-1//rusA//pgk//proV//hypF//ytfT//macB//pckA//kefF//fhuF//fimI//trkA//dmlR//dinI//yggN//yifB//dtpA//uhpA//rsmE//ybhI//hpt//gloA//gutM//arfA//argE//yiaM//mmuM//treF//cyoB//ais//casC//dcuC//yfcS//ynfK//rlmC//yfgO//trmI//avtA//recE//ftsH//yicJ//rfaG//ybfE//cydC//caiB//ortT//fimB//casE//lpoB//ravA//nikA//yfeW//acrB//rsmC//osmE//bcp//glpD//yidC//rplE//casD//chbF//ileS//rsmF//cvpA//wzzE//nikB//waaH//lpxD//fdoI//ccmA//lacI//alsC//recA//metR//zapD//wrbA//opgC//plsX//rmf//cspE//yagG//glnA//tatE//murP//cdh//gatZ//lptC//yecS//yafQ//ymgA//fimE//tag//chbF//thiC//recO//yqiG//codA//cysM//thyA//borD//moeB//rfaG//ortT//nikR//murJ//ynfH//rpmC//bioF//glcC//dnaA//bacA//nrdD//ais//phoQ//rimO//
GO_0006140_6	waaF//thrA//
GO_0006144_6	hicA//pldB//aroH//lgt//ghrB//hflD//glpF//fecC//rcnA//pgrR//
GO_0006145_7	ydiV//kbaZ//ybcQ//pgl//
GO_0006146_8	bioB//lpxM//
GO_0006148_9	pdxH//
GO_0006149_9	mepM//
GO_0006150_9	ddpA//
GO_0006152_7	appA//yneE//fabD//rhaT//rsmC//ascB//
GO_0006154_6	hyfC//
GO_0006161_9	srlB//
GO_0006163_6	groL//tsr//symE//yhjG//rbn//guaD//acrZ//rpsT//insB-2//thrB//ompN//phoU//mdtI//recO//yehD//envC//ddpX//wbbK//tdcA//hrpA//mngB//cadA//yoeE//yedX//ytfQ//nrfD//efeO//gltL//rpoA//rpmH//nrfD//yiiM//prmB//ahr//rclA//dfp//ycbU//rlmH//chpB//rpsP//proS//ptsH//uhpB//nudF//glnB//nfuA//lpxT//yrbG//hemA//suhB//ttcA//nudF//deoB//ppiC//
GO_0006164_7	focA//xanQ//dnaE//msrC//casD//hcaC//zur//yfdG//tolB//pliG//gsiA//menI//glpB//nrdH//murF//abgA//yneE//ybaK//yjjU//mliC//bipA//fdoH//fabB//entB//uvrB//ydiB//wcaJ//potE//wecE//ynhF//kduI//sthA//ygeX//ybiH//ybiI//ghrB//feoA//ygcW//yedX//ydiV//
GO_0006165_7	hemC//recO//sgcR//deoD//lpxH//glgX//yibA//nusA//malG//mdfA//rluF//bioP//yjjV//secG//ydiQ//metR//mhpA//eco//ftnB//
GO_0006166_6	arfB//yhfS//
GO_0006167_6	trpC//
GO_0006168_7	sthA//folD//
GO_0006171_9	fadK//
GO_0006172_9	yqhD//
GO_0006177_9	fucA//hisF//ppiD//
GO_0006178_7	cadB//
GO_0006183_9	mdtD//
GO_0006188_9	rplK//folX//rplJ//ybiA//
GO_0006189_10	lpxM//mutY//
GO_0006195_7	radD//cvpA//
GO_0006203_8	ydjJ//araA//
GO_0006206_6	brnQ//nrdF//torR//ileS//erpA//yhdW//hypB//rspB//edd//csgG//yhdX//sapC//menB//yhcF//ybdM//gabD//pnp//insH-6//grcA//ilvC//hisM//kilR//bfr//gadE//yiaB//melR//
GO_0006207_8	ubiX//ygaH//yedP//kefF//moaA//
GO_0006208_7	accC//fur//amyA//chbC//dmlA//queA//ascF//matP//crr//arcB//sbcC//fdhD//pphB//
GO_0006209_6	yciV//
GO_0006210_8	dusC//
GO_0006212_6	ybjG//map//ahpC//gudX//ileS//citG//rarA//kdsC//pphA//pgaB//tdcB//
GO_0006213_6	speE//deaD//rlmM//truD//bioD2//rluC//glnQ//frc//ydhC//lptG//chbF//fepG//tehB//yadV//hisD//fnr//
GO_0006216_9	fixA//
GO_0006217_9	atoB//
GO_0006218_9	ppiD//
GO_0006220_6	pspC//atpA//metL//recB//rplE//dgkA//hcaT//ybdG//hybE//pinQ//cysN//fadA//zapB//nanT//phoU//rseB//atpH//rimK//cdgI//rbsA//
GO_0006221_7	erpA//degP//frlR//hcaC//fdoG//ynbC//chbF//yfiR//purF//opgB//kch//livM//clpP//
GO_0006222_9	mepH//
GO_0006225_9	gspF//
GO_0006226_9	putA//ynfF//
GO_0006227_9	fucP//
GO_0006231_9	cspA//
GO_0006233_9	pckA//
GO_0006235_9	glmM//
GO_0006241_9	ygjK//
GO_0006244_7	recD//glgC//creC//hisP//pcnB//pdxB//intA//
GO_0006259_5	pyrH//ubiD//feoB//argK//paaJ//trpB//yedX//priB//symE//cpxA//aroA//yjbG//sdhA//yccS//speA//pdeH//metF//mngA//yidQ//rcnR//panZ//treR//hrsA//fliM//codA//glrK//pdeR//rimM//fdhD//priC//cyaY//ecpR//nrfB//asd//aphA//pfkA//agaI//fdnG//holD//amiD//hypE//yjhG//frmA//ttdT//lysC//btuD//pheM//rapZ//appC//ccmC//phnM//yajO//suhB//nadB//rplY//tamA//panZ//yiiE//yjbB//tpiA//yeaE//proP//ugpE//rplW//lsrR//yeaG//exbB//yafN//pgm//rssA//yadI//hdfR//hdfR//kduD//fdoG//gloA//yeiE//torS//ydhK//tdcD//yfeR//sthA//glsA2//yjfP//sdhB//ribC//yidH//agaR//metH//alsE//ldtE//aphA//ompC//dppA//yjcO//malZ//gspE//arcA//flgA//ascG//dacD//bioP//oxyR//dcyD//fadD//rpmB//preA//lpxT//cptB//lptD//fucA//tktB//fliL//hcp//exuR//murG//ftsH//ybhD//yhhT//adhP//menE//glmU//alaS//hipA//btuE//ybbW//adk//mdh//mdtB//aceF//metL//hcaC//abgR//ccmA//sohB//dgcZ//tpiA//tauA//kup//ycdY//yeiG//ugpE//nrdE//lysP//frr//ybgP//tsf//malG//
GO_0006260_6	galR//pinE//dhaL//hda//yafN//rbfA//citG//betT//bglX//htpX//ypdC//pgsA//aer//dsbB//sapA//yihV//agaV//ldcC//bamC//menE//thiE//
GO_0006261_7	clpB//yebG//sdhA//sgbU//rpnB//yjjG//ykgM//yciG//prfB//relB//apaH//lysU//
GO_0006265_6	ahr//phnM//dacD//eco//tsf//
GO_0006266_6	mdaB//dsbB//ftsE//
GO_0006267_5	fliZ//
GO_0006268_9	cysP//recE//nrfA//
GO_0006269_6	fis//
GO_0006270_6	rsmE//nuoE//tatE//ydbD//mdtG//nadD//
GO_0006271_7	bdcA//yeeO//xdhB//
GO_0006274_6	mlaD//
GO_0006275_7	arcA//ydaC//phoP//nanR//eamB//ttdA//carA//mhpR//tdcC//
GO_0006276_3	aslB//ycbU//frr//slmA//cspB//rhtA//sdhA//ydfH//
GO_0006281_6	dxs//ybhS//csiD//mdtQ//rpmJ//xylA//appA//cho//kdgT//priB//gltX//hypF//glcF//potC//accB//yjbG//prmB//rseB//macB//ralR//csgB//flhA//gltK//tehA//rfbX//dgcJ//yhbS//rpiR//rbfA//dcuR//rhlE//aspS//paaJ//fepA//dmsA//serA//mrdA//sdhD//dgoR//ppk//mreC//rlmE//rffH//alsE//bfr//oppA//puuR//csgG//sgcX//hisD//stpA//hexR//cpsG//intF//entF//
GO_0006283_8	opgH//
GO_0006284_7	waaP//uhpC//ftsQ//rffH//ulaD//gntP//
GO_0006285_6	folD//iraM//rph//ybhR//hyaB//
GO_0006288_8	purB//rfaF//
GO_0006289_7	nadK//ycbV//
GO_0006298_7	gltI//mtlD//sdaC//potH//alaA//hofQ//gatC//aroG//fecC//kduD//
GO_0006301_7	yfaL//mnmC//yiiM//betB//
GO_0006302_7	puuB//potF//yoeB//ghoT//nagC//tcyJ//dtpB//lysP//holC//
GO_0006304_6	yadK//yneJ//yehZ//higA//acrE//npr//yghB//gadX//greB//
GO_0006305_7	yceK//gcl//secF//surA//
GO_0006306_5	rfaQ//hns//lptE//yebK//
GO_0006307_8	skp//yfaE//ydbD//bcp//glpG//
GO_0006308_6	ribC//cydA//argG//cyaA//ygaH//ptsI//macB//ahpC//waaZ//prlC//fumB//gntK//
GO_0006310_6	yceO//parC//fixB//sucD//hxpA//rhaT//metQ//murA//yjiR//fliM//recC//gabP//dauA//pstC//hslJ//bamB//aroB//hemH//intS//vsr//exbD//napD//coaE//dppF//mog//cysG//fecA//gcvT//rffT//rnr//intZ//insI-1//pepB//gapA//flhA//queA//yceK//yjcS//truD//dgoT//ugpC//erpA//gpt//
GO_0006313_4	guaC//lplT//kduI//nemR//tpiA//cueO//zraS//
GO_0006323_7	pgaC//
GO_0006325_4	arsR//
GO_0006351_6	murD//ygbI//treF//pflA//nanC//artM//dgcF//tynA//insB-4//narU//hslR//sbcD//ahr//slmA//csdE//hemC//rcsB//paaJ//ygfX//nfo//yjhG//gltB//yraH//yhgF//ldcC//cysE//nfsB//ygbM//zraS//rplI//yidD//ygiW//mcbA//mltD//melB//entB//ulaB//fepG//fabI//gpr//pntA//ilvM//accD//nanR//pheA//ruvC//yfcQ//rplO//msrP//cysA//rplQ//plsX//insA-1//yjaZ//ubiG//zwf//waaC//ompT//dmlR//fetA//nikR//nanK//pstS//rpmF//tmcA//queC//phnO//ydcT//nac//insA-1//adiA//metF//garD//murE//trmB//rbsD//ybaK//mioC//yqiJ//dinJ//nth//zraS//intZ//nanS//moaD//bcsQ//hybD//ycdX//mqsR//gcl//eutD//tsaE//trkA//dtpC//bamD//hybD//map//xylA//emrE//yfhH//hupB//cheA//yieF//ttcA//paaK//queG//gloC//gabT//prfC//shiA//nikB//rhlB//xylH//maeA//glnH//lyxK//xseB//hybA//yjiM//
GO_0006352_7	sdhB//alkB//ychO//galF//
GO_0006353_7	fixA//mgtL//
GO_0006354_7	dapA//gnsB//fucI//
GO_0006355_7	ygeW//galT//yieE//yjiY//sufA//nlpI//rplO//rfaD//elfA//cstA//hipA//oppF//yjjV//yjiA//rihA//ybdM//yeeO//ligB//exuR//yceK//recG//ygfX//glnB//sgcA//mdoG//hchA//selD//uvrY//uof//pldB//dpiB//arfA//coaD//rarA//yoeE//glcB//yeiE//holD//ispB//yddL//yfdK//kefF//ybiH//kdgR//sapA//mcbR//sspB//mlaB//secB//fixC//dnaE//glrK//xylH//guaD//sxy//cyaY//agaC//yehC//lexA//argS//rne//ydhJ//rapA//ypdC//msrQ//crp//yibF//pdxY//yahN//secF//ulaG//ubiH//dinG//rlmG//rssB//recA//cbrA//gpr//purL//mntS//nagC//entH//pgpA//tpiA//recR//potI//moaD//slmA//yejB//mutM//gmk//fdnG//umpH//mobA//nagA//mscM//cvrA//trpE//ompF//glpF//ybjI//yihL//fliD//cheZ//kdsB//recF//ypdI//iscS//znuC//pdxK//tatB//ahr//hycH//qseB//ravA//sxy//yidE//artP//yhjD//lipA//frvA//ygcO//ompA//ybiY//ravA//trpS//ydjK//yfhM//hybA//raiA//ldtC//csgA//kefC//higB//cysN//sdhE//atpF//phoQ//tauB//ybdN//gltB//fimH//sohB//alkA//flgH//suhB//sodA//nanR//insI4//agp//ynfH//lepB//yjhP//ptsN//waaJ//nrfG//ptrA//dsbD//ydcP//hyi//pabC//tdcE//lgoD//sppA//hdhA//ygjH//xanP//rimL//ynjA//ygeX//cmoA//entE//nagC//bhsA//ygjH//mprA//crl//betA//clcB//mazF//yihL//glpA//glrK//yjhH//ispG//moaA//atpD//puuE//dnaA//cusF//paaX//fadK//ygfI//yebK//yneJ//cpxA//yhbQ//hisM//tehA//ydgA//bfr//frdB//insI-1//speC//adeP//arfB//rplM//yhdH//gshB//rusA//malQ//recQ//rpsG//yfcG//afuC//infC//glpT//ybcQ//paaZ//malX//pta//recT//ybiS//chbA//sdaA//zapD//fryC//pldB//yfhH//fkpB//yjiQ//ynfL//mgrB//tynA//mdoD//menA//cobC//flgC//eutD//envZ//rpsT//mlaD//rbfA//ralR//mioC//feaB//eptA//frlB//srlA//rfaD//sfmA//adhE//argH//cvpA//matP//lptF//barA//nmpC//yjfF//aldB//yjbF//
GO_0006357_8	hicB//
GO_0006364_9	tsgA//obgE//pstS//purR//btuE//manY//dsdA//yjjV//yghG//mdaB//dsdX//chpB//sapF//ygbN//agaC//mhpT//nadB//zntR//luxS//creB//panB//thiL//metI//rcnA//rhaR//rutE//menD//ybiS//ftsN//citE//malZ//glpT//rarD//dinQ//rlpA//rutE//hyfR//npr//fliL//cpxP//ptsG//sufB//phoA//
GO_0006378_8	hypA//glsA1//
GO_0006379_8	pdeL//
GO_0006382_8	diaA//
GO_0006396_7	dgkA//opgB//fadE//eno//yidD//cho//kch//yraH//paaB//pntB//hns//casD//sufD//ilvI//yobA//xisR//hpt//dam//fabR//frlB//cyaA//sdhA//ynaE//secB//wbbK//clpB//araC//ldrB//ychF//yhbX//tsf//phr//rsmI//yggT//cas2//ttdR//cueR//psd//rsuA//kbp//ilvN//hybE//yccX//setC//glrR//malZ//ydiB//rbfA//pppA//ppsA//cas2//arsC//rlmG//rnhB//ybcC//nirB//insI-2//ydcR//bdm//phnP//atoS//gcd//paaX//cyoE//hisH//ampG//ompF//glpA//yjbG//lsrA//kefF//rpiA//bolA//intA//bisC//mdtL//wcaC//rnb//mqsA//yidZ//yjgX//ridA//ptsH//fucO//yiaN//yafS//trpL//ribB//allB//gatD//yebQ//phnK//aspA//yebQ//fhuB//ygeR//fliL//rhaT//gor//yoaB//pyrB//pdeD//
GO_0006397_8	gyrB//paaX//aspA//
GO_0006399_8	dsbD//insI-1//casE//hisM//fadH//torZ//yojI//glnL//yidA//nadB//ppiA//glnD//yqiI//dmsA//yraK//acrZ//yhjD//ttdT//ompL//ftnA//rfbC//phoQ//argE//gcvA//folE//rffH//frvR//atpD//yjgX//degS//pbpC//fiu//cmtB//nsrR//fsr//ftsZ//xthA//agaR//yqiH//alaS//rpsH//yneL//araC//proB//baeR//ytfQ//yihU//malY//cysA//rpmJ//ycgR//potA//ybjD//leuS//malQ//yfeR//pgl//mrdA//ybaL//nadA//rlmN//fetB//eutK//cusC//dsbD//garK//yiaB//moeB//idi//rpmJ//cyoE//yihS//hycA//rpsD//metF//mdaB//ynbC//alsB//ydfD//elyC//nadD//csdE//
GO_0006400_7	bcsA//nrdG//recR//rbsD//yohC//ypjD//rihC//hcp//murQ//ytfR//tdcB//pinE//cyoC//nudC//lgoD//yedF//aceF//insA-2//ratA//tesB//nuoF//nuoF//insI1//speD//yceK//bcr//mfd//mak//nikD//aldA//plaP//yqjH//yciA//ycjY//lgoR//rbsK//metK//csgE//trxA//sbcC//rlmM//csrA//yejF//gltI//oxyR//aldA//rnlA//yecS//speC//
GO_0006401_6	edd//argE//mrr//allD//ybaQ//glgC//hupA//entD//yjbE//cptB//rutC//rpiB//mdtE//rimI//aroH//zapE//hyaC//yceD//murA//ugpA//metE//citG//
GO_0006402_7	valS//metK//ybdZ//bioH//yihR//ariR//ydjK//rhmD//cirA//mzrA//pyrC//
GO_0006412_6	rclR//betI//ubiE//erfK//nrdD//ynaI//gspE//pflB//argK//trpL//ymgA//znuA//relE//ycfJ//coaA//cysK//bioP//vsr//ydjL//opgC//leuO//menA//tehA//rsmI//ytfP//xylF//pcm//gmd//ispA//cmoB//frmB//tehB//ariR//phnK//bglJ//gsiB//rlmJ//hdeD//hsdM//yojI//mrdA//cadB//pinQ//mdtF//yihT//yicJ//rpsE//leuA//nagZ//dicB//hcaB//
GO_0006413_4	puuB//ppx//frr//
GO_0006414_6	garR//pheP//frdB//plsC//uvrY//yghO//yibH//uspB//ccmC//
GO_0006415_7	ispG//rplD//chbG//hupA//hemA//nrfE//gloC//
GO_0006417_7	glpX//rplS//gloB//yjhG//cpxA//yibH//cydC//atpD//gpt//puuE//pykF//nhaR//caiE//oppF//yidD//tauC//tolC//mnmA//fiu//ygcO//moaD//gnd//mlaE//yfcP//yhfK//leuO//nhaB//ffh//kdgK//dgcJ//cheW//rlmA//ydiO//mnmG//macA//rplC//mnmC//ruvC//garK//
GO_0006418_7	aroK//ybjC//surA//ilvC//cirA//nrdF//hofN//ubiJ//ettA//proS//torY//yfdO//purB//metH//yjcE//ydcR//tusE//ycgB//fdoI//paaC//intZ//ydjH//kdgT//cspI//truC//
GO_0006419_8	elfD//
GO_0006420_8	pheP//
GO_0006421_8	ymfA//
GO_0006422_8	waaB//
GO_0006423_8	mdtM//
GO_0006424_8	mnmG//bhsA//
GO_0006425_8	pgpA//
GO_0006427_8	ycaN//
GO_0006428_8	glyA//
GO_0006429_8	yphB//
GO_0006430_8	gudX//mqsA//
GO_0006431_8	decR//
GO_0006432_8	wzzE//pdeK//
GO_0006433_8	yggF//
GO_0006434_8	gspJ//
GO_0006435_8	rbsC//
GO_0006436_8	yqcC//
GO_0006437_8	yhbQ//
GO_0006438_8	hisF//
GO_0006446_8	lapA//ftsB//ldcC//phnN//mepA//yjjI//narY//
GO_0006448_8	gloC//amiB//adeP//mdtE//tonB//
GO_0006450_4	yigL//entB//garR//cyoC//insI-1//rsmB//ubiE//aroH//yehC//rpnC//
GO_0006451_7	lysC//
GO_0006457_3	hsdR//yedP//ftsY//ypdC//ubiG//argF//iscU//proP//yjiA//ldhA//poxB//minC//araE//hisQ//sdiA//tauC//yiaO//bssS//nrfA//rrrD//rbsD//dgoK//yhhZ//setC//sbcD//bglF//rpnC//ydjL//mtn//lldD//mlc//holC//ugpA//oxc//yqaB//nirD//topA//yeiE//ibaG//rutE//
GO_0006458_4	tqsA//raiA//xapB//yfcG//rluA//casC//ispU//yghU//
GO_0006464_6	pgaB//tehB//slyD//bglB//ydcI//bglH//thrA//cmk//purR//yacG//rlmH//hyaD//hcaT//hipB//pth//yadC//hyaA//kdpF//fadR//thiG//zntA//dgoR//argG//glnE//dacC//pheT//ghxQ//deoA//thrA//waaF//hlyE//phnN//secA//yjcO//yhjC//sgrR//yfcS//proB//rarD//rimO//yecS//lrhA//ygaZ//ycfL//qorA//yhfS//yphB//spoT//pgpB//ydaN//gadC//plsX//rlmJ//waaA//uxuR//ssuA//ykfM//pal//abgA//ruvC//chbC//kdsC//selA//recA//yqeF//phnH//argK//gcvA//ymjB//ybdO//ydgA//pflB//proS//rfaF//alkA//tusD//fic//cyoC//ygaV//mug//yjhP//livH//osmC//arcB//ldrD//puuA//rihB//arnA//fadI//cydA//rpmJ//srlB//dnaG//casD//emrD//hisF//xseA//aroL//radA//trkG//bacA//alaA//yihQ//ynjA//panD//yghO//uvrD//ycfH//chbA//yhhY//motA//cvpA//yhdH//nanR//mdlA//uxuA//malP//yjiR//narW//nsrR//ykfM//cadC//ykfI//dfp//rsgA//suhB//uraA//frlR//mltG//yidZ//nanC//caiE//ycgV//yqaA//bcsA//ubiF//cydA//gcvT//phoR//glpC//frdA//sxy//
GO_0006465_6	nanR//yoeB//rutD//
GO_0006468_7	ybjL//ynfF//ggt//yadC//alaE//fdhE//ssuB//yneJ//hxpB//serB//cas2//tatB//asmA//recE//ghoS//qseB//focB//barA//nlpI//chiP//rpmE//kbaZ//cobT//epmA//radA//rlmA//yqaE//frmB//ibaG//lpxB//wcaJ//trxC//argS//dppF//purD//amiC//ubiG//parE//fruB//hsrA//dmsB//cysH//btuC//fliM//zapD//hdeB//sad//ygaZ//murP//pagP//fliL//uxaB//xylE//
GO_0006470_7	fryC//fucK//yeiG//yidA//insB-2//carB//yjjX//yjiX//gltK//pstC//lpxC//rihC//hyfF//rpsI//serB//hycI//
GO_0006473_8	yejA//copA//yeiG//tatA//rseB//ssuC//rfaB//ycjW//yhjB//yhdW//hprS//apt//
GO_0006474_6	dpiB//ybhS//mipA//entS//dnaX//
GO_0006475_9	ldcC//lpoB//
GO_0006476_8	cheY//zur//bcsA//
GO_0006479_5	cycA//ampE//umpH//torZ//nimT//aidB//lsrB//mglC//
GO_0006480_6	yehU//
GO_0006486_5	yajL//
GO_0006490_5	metE//
GO_0006497_7	glcF//
GO_0006508_5	asnA//intQ//arcA//hycH//pyrL//nanR//yciG//setA//mepA//ftsH//glnS//cynT//zinT//rlmE//ydeE//insF-1//dsbG//hdeD//lpxC//yeeO//ivy//uhpB//secE//yhcH//frvR//dicA//ebgR//metQ//cstA//yjbG//ybaQ//sbmC//ftsY//yihP//bluR//trkG//yjbG//murG//hemE//fimB//rpsG//mtgA//nsrR//priA//garR//tauA//rzpR//fhuD//yehC//rplJ//ibpA//yhdZ//eno//insH-5//thiE//
GO_0006515_7	ilvH//osmC//ibsB//cadB//
GO_0006517_6	argD//argO//ybgP//yeeO//
GO_0006518_5	thiC//lasT//aldB//fadA//priC//ychF//yagU//maoP//trmB//solA//flgC//lasT//ansA//lysU//pcnB//eptC//mgrB//cysZ//hsdM//xapB//aspA//lsrB//gcl//thiL//yadM//yjjI//livG//frvA//aroP//nhaB//elaD//deaD//ubiG//mdh//prlF//yidH//recG//acnB//hycB//cysG//metE//sdhC//cadB//hemH//tcyL//chpB//etp//gcl//ompF//hybA//ydaV//lptE//hlyE//ompR//citE//adhE//lsrG//fabD//dacC//priB//fruA//trmA//yfaV//cobU//ydhQ//malS//trpD//ispB//zipA//malY//emrD//casC//bglF//ispH//argE//waaO//asr//
GO_0006520_4	araE//yqjH//dkgB//pgpB//waaZ//rcsA//ldcA//leuC//rstB//eco//pnuC//potB//rcnA//hdeA//viaA//rapA//cysA//pitA//yhcN//yihI//chpS//ydhC//ppx//mlaB//miaB//aldA//hscA//rzpD//helD//gabP//narV//rbfA//aroE//rpoE//eutB//ddlB//murA//ulaA//btuE//accB//fdnG//greB//hemN//dnaK//gatD//yobF//tsgA//yhgF//frwC//mzrA//opgH//viaA//torZ//csgF//fnr//pinE//gsiD//fliZ//uspC//nanE//gltX//appC//yddL//yajL//mdtB//lolC//sutR//ascB//napF//feaR//nuoM//entH//agaB//cbtA//tusE//srlA//ydhK//ssuB//narH//yhaM//cynT//yibH//rcnR//yagI//fabD//carA//livH//yfcA//chbC//bfr//lapA//carA//torY//tdcE//cusB//trmA//yjbB//rpmE//rsmB//gsiB//glpC//rhlB//glpD//gshB//bioP//alsB//murG//hisQ//yaiW//ccmA//puuA//ddlB//rbsA//uidR//xapB//lptC//lptA//glcE//yfaU//yciH//cmtB//rraB//rfaE//dctA//bcp//murB//hisB//norW//ybbY//ybiW//murA//cspB//holD//dcyD//mutT//mutH//cedA//phnL//lptC//cbrA//galU//tonB//lsrR//csdE//iraP//dgcJ//pspG//yqiJ//msrQ//bglJ//ptsG//yjbF//efeO//pepN//hokB//frvA//rhtA//clcB//hdhA//bolA//yahK//fimG//frvA//bhsA//phoP//ybiI//tig//flgF//araD//surE//yfiR//ydaC//nuoH//waaS//thiP//yohD//tilS//nrdH//xylB//parC//ybdO//puuD//recO//torD//metK//yidQ//chaA//putA//mutT//thiI//gatZ//yhbQ//ccmG//bglA//galK//hslO//nanA//fadR//cdgI//tufB//mtgA//yfgJ//
GO_0006521_6	pfkB//ycaO//pdeL//
GO_0006522_7	glgA//gfcE//speC//pabA//aspC//rutC//fixB//
GO_0006523_8	soxS//uspF//ppsR//rpe//
GO_0006524_8	sodC//hcaB//rmf//
GO_0006525_7	hha//ddlA//hldE//zntR//aroP//yphD//serC//dgt//wza//cysU//rpiB//dusB//hypB//hisD//entS//yadI//hemC//ldhA//mlaF//proX//kdpF//
GO_0006526_8	ygfA//nrfE//dld//nuoH//nikE//yehU//yhcD//rpmA//lptE//hypC//dnaG//mobA//adeD//
GO_0006527_8	lgoD//lsrR//cra//yhjB//yjcS//glsA1//asnC//yiaB//guaD//
GO_0006528_6	abgT//yhdH//yqiG//bcp//
GO_0006529_7	bcr//ftsY//
GO_0006530_7	wzb//yjbG//
GO_0006531_7	rpsE//fixA//gsiB//rlmD//ftsA//caiT//ampE//erfK//
