#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rpmB//ypdA//xylR//gltD//
GO_0006139_4	kilR//rpiR//dpiA//hypD//murI//ykgO//wcaB//fhuB//dnaA//mglA//dgt//tyrR//galE//galS//speC//tauB//prs//yccS//agaD//pheM//prfC//rarD//cysU//groL//ygeV//rnlA//yjfP//sppA//xerD//panD//phnK//ribC//gcd//rne//cheZ//tsr//yfjR//accD//oppC//hycB//yraR//dinB//lsrA//rfbX//nikC//yfeX//dacC//rlmA//ycbV//arnE//kch//rutD//tatB//map//def//dtpB//ycaN//glnA//nagZ//rutA//nusG//ytfE//lgoT//glgC//murI//fur//mutS//paaF//rplC//carA//hyaC//metE//ynaI//wcaC//tauD//caiE//paaJ//mtnN//phoE//metE//yfcR//hdeB//phnM//uspF//ygeA//ydfK//cueR//mgrB//csgG//ygfA//cynS//yneE//gstA//sdhA//mscK//folX//treB//lplT//insI-2//yeiG//ompW//caiE//exbB//acpP//argP//dauA//hybG//phoB//hemE//purU//glsB//csgB//aroH//rodZ//dkgB//groS//cyoC//entF//htrE//rplS//trmI//ccmF//chbB//yiaM//glsB//recX//ttdR//lsrG//ynhG//hisC//fpr//ybjX//opgH//ftnB//citT//ftsW//ycjY//cstA//galK//fimD//ydcI//putA//dacA//wzzE//kdpE//emrD//ldtB//queF//ftsB//mlaB//dmsC//hisB//chaA//ybjG//pdeD//astC//fic//mcbR//frlB//yedL//ybaK//lsrA//hemB//setC//pepN//ytfE//yqiH//rfaD//ralR//amiB//cynT//pspF//chbR//katE//ydhK//ubiJ//yfcP//lgt//mcrA//btuB//insI4//lacY//dadA//dicC//cysI//rfaQ//gntK//fadD//casB//cydA//ybaQ//evgS//panE//intS//rnd//crr//rluC//dctR//mhpB//ispF//oppB//xseA//yeiE//rplW//ynhF//ccmF//tdh//narH//hofM//priB//clpX//galF//mraY//ybjN//casC//hcaT//yciF//ygiB//astC//metR//moaA//nimR//dapF//carB//ghxP//fimH//fryB//gluQ//cobC//puuC//iscU//fliK//gntR//mraY//xapA//flgB//tbpA//rpsM//lptB//pabC//queE//apt//edd//pmbA//pabB//yidK//yjjG//asnA//chpS//araF//tatB//rplI//lsrK//rnhB//hyfC//ygiN//fruK//lgoT//kgtP//waaG//oppD//alsA//groL//yqhC//zraS//arcB//pyrD//nsrR//pspF//queE//ghxQ//xylA//ycgB//napD//leuD//yjaZ//fecD//narK//sdaB//glpF//umpG//fimE//yjhC//secY//fadI//paaE//mlaE//dtpC//plsX//yibH//mprA//nirC//yjbH//truB//fadL//ydaC//mrr//trmA//lpd//hslR//ybhI//rplK//rng//rplX//ykfM//rnlB//treC//gpmA//mtlA//sdaA//torR//puuP//yhcH//msbA//nudB//preA//fdrA//nirB//yfcS//ycbB//aspA//pinR//ubiI//pitA//rffH//pinE//ybfE//insH-5//kdpE//rpoE//sufS//rcnR//ttcA//garP//osmC//cmoA//rtcB//recX//hybA//bioD//amiB//torD//slyD//adhE//trmL//glnK//srlD//aidB//pspA//uvrB//holC//rplR//atpH//rimK//yghW//rpsA//lexA//frdD//gudX//agaB//lapA//nlpA//queA//rplR//citG//chpS//aes//yddL//yhdZ//prkB//dcuB//caiF//tdcE//hiuH//potC//ynbD//ygjH//lsrD//dicA//rusA//ybfA//tadA//ybhS//nanS//yidP//zntA//dnaB//lgoD//glpC//mngR//gltL//hsdR//kbaY//fimH//dgcM//nanS//pdxK//tldD//xylH//xapB//bfr//sufA//nanR//prc//secA//yehB//dedD//ttdA//yjfF//ygeW//yfaL//ldtC//tcyL//ada//emrD//ybjC//metR//ycjQ//mltD//rlmL//phnP//cdaR//kdsA//rffM//ftsA//selD//dicA//acpT//yfcV//hrpA//aldA//artQ//rmuC//yhdX//proW//yadK//secA//trmD//mraZ//entA//mlaF//nagK//orn//cyaY//arsR//cynT//setC//metI//hxpA//rutD//ydcO//idnD//cheB//flgE//lpxH//marA//dsdA//metL//yaiV//gutM//araH//narV//der//soxS//priB//yhjR//rclR//hisP//yibT//mmuP//greA//bioP//ralR//yjfF//rpiB//yggE//hldE//sapA//yneL//sapC//malF//ycgV//alsA//degP//rpnA//asnS//iscA//cadB//kdgK//potE//rpmF//aroA//era//ubiG//ymjB//ybiJ//ykgF//pykA//elaB//yhcF//casB//rimJ//rclR//poxB//trmL//cspG//galR//guaB//pspA//bolA//yijE//rutA//glcB//glsA2//truC//hybF//fucK//nagZ//eutK//tdh//cmtB//folX//lpxC//nuoH//fepE//wzb//yejE//tdcF//mukB//emrK//yhhY//artP//lysU//mnmE//mngB//ftsZ//manZ//trpR//atpF//purB//obgE//ldhA//gspJ//yajL//gshB//lsrB//malG//thiL//uraA//lsrR//fklB//galE//thrC//mmuM//entE//tus//qseC//rsmC//ptsP//dpiA//uxaC//pdxB//ycgR//fabZ//paaD//ybcQ//argA//murG//tehA//yihS//mcrA//atpC//tap//yihU//lipB//narP//thiL//mog//xthA//yihI//sdaC//nusA//scpB//ymgC//gloA//adk//nsrR//yfgJ//yegD//flhE//yciH//qseC//emrD//mdtE//tsaC//cydC//astB//rnhB//ptrA//rho//yahK//ispF//surA//rcnA//lapB//yfgJ//ygbM//ybhD//fryC//ompW//trpS//cysM//ygeV//
GO_0006140_6	cysA//ftsB//
GO_0006144_6	yfcF//ydeT//ydaC//pckA//ftsX//evgA//yfdR//glvC//mscS//asnS//
GO_0006145_7	dsbD//zapD//yaaU//nfi//
GO_0006146_8	ilvH//htrE//
GO_0006148_9	flgG//
GO_0006149_9	ydeP//
GO_0006150_9	bamA//
GO_0006152_7	tufB//ansB//yebS//rtcB//elaD//ybdZ//
GO_0006154_6	rnlA//
GO_0006161_9	smpB//
GO_0006163_6	mazF//hemL//opgC//yhcF//prmA//yebK//lolB//mlc//glk//melA//napF//xerC//skp//yadM//lysS//glyS//murB//cpoB//cheY//ileS//yafS//speD//mlaE//raiA//dapA//cobS//yadN//sanA//lpxM//ppsA//paoC//xdhB//ispH//qseB//fic//dcyD//zraS//dhaL//amyA//ilvI//ttdT//nuoE//ypdA//lpoB//yhfS//thyA//frvB//yciE//sgbU//folD//feaB//fdhD//gntP//mdoD//
GO_0006164_7	rtcR//ygbN//pfkB//fliD//nrfF//hybF//yidR//yihW//mntP//gsiC//nfsB//fliZ//xapB//nikB//kbaY//ugpE//ybfA//narL//soxR//dmsC//flgI//proV//glpF//rplF//fadR//tgt//npr//ybjC//fepG//otsA//betB//acrF//argD//ymjB//mmuP//yeaV//emrE//nadE//gltB//psuT//
GO_0006165_7	treA//xylE//lsrD//yraN//rihA//mocA//yajR//lsrK//dgcE//ompN//orn//evgS//frdD//murP//bglF//hisP//pspD//aroB//tusD//
GO_0006166_6	dinI//fimB//
GO_0006167_6	elfD//
GO_0006168_7	ugpB//ycaN//
GO_0006171_9	dadA//
GO_0006172_9	patA//
GO_0006177_9	uxuB//accC//macA//
GO_0006178_7	epd//
GO_0006183_9	lgoD//
GO_0006188_9	grcA//thrC//moeB//dosP//
GO_0006189_10	yehP//rluF//
GO_0006195_7	insB-4//yqaB//
GO_0006203_8	pcnB//treB//
GO_0006206_6	abgA//serC//uspB//cycA//mliC//pdxK//glxK//rplS//yqiI//tamA//nlpI//yiaM//rep//gatD//mdlB//hemB//hofP//pabC//cpxR//fimF//ybaQ//insB-2//rnpA//ispH//pdeH//fliM//
GO_0006207_8	nsrR//glsA2//acrR//hprR//tsaC//
GO_0006208_7	dgoT//uxuA//glcC//rnhA//ispH//phnP//leuE//mrp//dtpB//hdeA//ydiK//mscS//fic//
GO_0006209_6	thiG//
GO_0006210_8	kup//
GO_0006212_6	glgB//pfkB//glpR//yceK//ybhG//elaB//elyC//ppiD//yqhD//ruvC//pntB//
GO_0006213_6	cadB//mukB//lnt//amiA//speB//rpsT//menE//argT//betI//katE//tsx//uvrB//potB//adeD//hfq//kup//
GO_0006216_9	yhdX//
GO_0006217_9	ybjD//
GO_0006218_9	pnp//
GO_0006220_6	cspC//glvC//uspC//ddlA//ygaZ//hcaT//grxD//hybC//argG//fliG//yfaE//ppx//tsaD//ygaV//zupT//pldB//recA//hemE//tqsA//prlC//
GO_0006221_7	mlaE//yihX//yfgJ//rlpA//uvrA//yjbF//nikB//pgrR//arsR//ybhF//rlmJ//yggP//prpB//
GO_0006222_9	mnmC//
GO_0006225_9	fabR//
GO_0006226_9	uhpB//nlpE//
GO_0006227_9	paaB//
GO_0006231_9	idnK//
GO_0006233_9	potD//
GO_0006235_9	envC//
GO_0006241_9	hycH//
GO_0006244_7	glcE//zapA//sdhB//rsmF//iscA//ybbN//murC//
GO_0006259_5	yfaE//pyrH//psuT//yhdJ//umuD//bamC//ugpA//gatC//ydeI//dnaN//malZ//arsB//fliZ//paaG//dedD//cysP//lhr//rclA//ppiC//sfsB//rph//talB//proC//fabG//cusS//gspI//exoX//exbD//kdpA//lgoR//holA//yegD//ycjP//dapA//mdtA//yjeI//def//ptsH//dxs//rlmE//bamE//sbcC//araC//adhE//dinB//atpA//nagB//rplM//gntU//thiM//gltS//tmk//mglB//acpP//ulaD//fhlA//pnuC//nudG//ribB//ydjE//kefF//rplY//yhdW//rpsI//yiiD//flhD//frvB//sapB//glpC//rpsB//nagB//ygeW//ssuC//nikR//rcsF//deaD//uhpB//actP//yibT//cmk//truD//ybfA//ubiG//ascG//yfhH//ispG//rzpR//hypD//yphD//rraA//sspB//yddG//focB//narW//gadE//uvrB//accC//trmH//potC//napA//diaA//yajO//ypdC//waaS//hyi//dosP//recG//yqiJ//mdtD//accB//rfbD//ybiT//cyaY//nrdE//mhpB//mltC//mdtF//citC//sfmF//opgE//cysK//ybdR//bglA//xylE//purL//hcaD//bolA//ahr//clsC//slmA//yeiG//hypD//uidA//agaC//gyrB//rihB//ilvA//ybiJ//nagK//ygbI//flgC//zitB//arfA//mltC//ruvB//hemC//yehD//puuR//
GO_0006260_6	opgG//adeQ//rusA//xerD//dapD//ccmH//yfcR//phoP//yfjR//proA//degS//pinR//hybF//menC//bioF//ruvC//fixA//ygeX//ybcF//gadW//proC//
GO_0006261_7	queG//fruA//bsmA//gatA//gph//mlc//slmA//malI//aroC//narZ//aroE//yahF//
GO_0006265_6	narX//cspE//csgD//rpmG//pflB//
GO_0006266_6	fur//dinD//ftsL//
GO_0006267_5	yeaK//
GO_0006268_9	dgcF//pgm//wecA//
GO_0006269_6	dcd//
GO_0006270_6	uspF//hsdM//hofP//fadB//cof//insA-1//
GO_0006271_7	ubiB//rnlA//purD//
GO_0006274_6	phnL//
GO_0006275_7	eno//pstA//yjhG//fryB//yneE//ilvA//pdxB//intF//cecR//
GO_0006276_3	pitB//dxs//frdB//lyxK//pgaA//dicA//ampE//pntB//
GO_0006281_6	sufB//bglA//rutB//ompT//pphB//nrfE//eutA//ulaG//ybdO//trmB//norR//entA//cdsA//yfaE//rpsS//potE//ackA//baeS//ygcO//dctA//yraR//kdpA//rplI//ddpX//yacG//pck//rimL//glnA//csrA//yaaJ//menE//preT//ispA//ybjG//ynjD//sfmC//tonB//fadR//pdeR//ypdA//rarD//ypdA//opgG//paaK//fabA//sufS//ybjX//pgrR//hybE//ivbL//mdaB//yjhP//basS//yggT//rplW//
GO_0006283_8	ybcJ//
GO_0006284_7	sanA//lpxP//exuT//eutD//arcC//thrL//
GO_0006285_6	pykF//ptsP//dhaL//yqiI//rsmA//
GO_0006288_8	ftsK//lsrB//
GO_0006289_7	envC//ykfI//
GO_0006298_7	plsX//ihfA//ydaC//yiiM//parC//fetB//xseA//metH//sapB//rplO//
GO_0006301_7	hisC//ydeM//glrR//ydgA//
GO_0006302_7	melR//fadI//dcuD//dinJ//ccmD//sucA//ykgM//pheM//ppc//
GO_0006304_6	rpsM//nagK//yeaG//bioP//yccS//gsiB//ymfA//lamB//ybcM//
GO_0006305_7	mltG//ompA//cadB//nudB//
GO_0006306_5	gudP//rpsN//arfA//uvrC//
GO_0006307_8	mhpT//ygeA//uxaA//tpiA//tag//
GO_0006308_6	gcvT//nei//arcA//pykF//ubiB//pgpA//arcB//kch//yehD//ampH//cysZ//ribD//
GO_0006310_6	yggN//glnA//mug//exbB//torR//groL//pepN//nlpI//dnaA//ltaE//mscL//nadK//livM//ftsZ//pflB//etk//smpB//fetB//gyrB//prs//srlR//nanS//dgcE//argD//dmsB//degQ//narZ//ybjI//gnsB//gabT//shiA//dinI//hflX//metE//ftsQ//narQ//uvrA//fadA//hemN//yqhC//fdnI//kdsD//rluA//
GO_0006313_4	wza//alaC//malG//ydjL//rhaD//dacA//pstC//
GO_0006323_7	nfuA//
GO_0006325_4	yfbU//
GO_0006351_6	cheZ//ompF//ycgV//ymgC//lysA//bolA//ybiS//yqjI//insI4//gcd//yejB//yegS//rspB//mutM//topB//pstS//lsrK//yejF//yebZ//ispB//elfG//secD//glsB//xisE//fabG//bioA//purC//dut//nemR//mlaE//rbsR//tsf//ghoS//aphA//tauA//yceD//thiP//envZ//bfr//agaB//potG//ybcC//ppsA//map//uvrC//yggX//lepA//arsB//flgA//codA//fimC//intF//leuB//gph//holE//lacY//ompG//sodB//fhuD//purB//cmoB//xylA//tsaD//fimD//msrA//ynbB//phnI//lpd//yedF//yqhD//elfA//secB//gadB//yqaA//lsrK//arsR//yjjI//xseB//cusB//pncB//cytR//cpxR//smpB//hofC//ykgM//fumB//cysP//cadC//ulaB//yobA//ydhK//mscM//rplQ//emrK//higB//valS//yggE//rihC//rihB//yhhY//yfaU//metQ//cysD//modA//flhC//yedX//kdpD//adiY//yfeW//mfd//bglF//yahI//ahpC//phnK//yahI//wcaC//cpdA//katE//yadM//
GO_0006352_7	frwB//insH-6//tyrR//rluF//
GO_0006353_7	cyoE//srlA//
GO_0006354_7	yfgI//rutB//ynfH//
GO_0006355_7	narJ//ycjQ//essD//yciE//csiD//sdaA//nagE//hybF//asmA//yjbE//argT//kdpF//cysP//tdcC//ndh//nusA//rpiA//ynfH//rfaE//pnuC//zapB//opgB//sapD//rimL//carA//mlaF//phoQ//trmO//yihL//leuB//ydeE//yjaA//galR//cydC//speC//tmcA//hyfF//rfaC//trmL//cusC//pspC//iclR//kdpC//fucO//parC//yhbY//cytR//yedX//rpoE//murA//yghU//pbpC//basS//mutS//ppsA//ydiO//ibpB//gsiC//hdeA//queE//mscS//yahF//yhjR//lptB//araA//rluB//yhgH//fimA//eamA//crl//hflD//ribC//yqcG//ruvA//yagU//ibpA//yraJ//tsaD//fabR//waaF//seqA//thrC//abpA//mhpB//tyrA//hyfR//tar//potE//rpsO//dtpD//livK//nmpC//hipA//pphA//entE//elfG//ydeI//mreB//rhaT//yieH//infB//yfcF//def//ybjX//oppA//dgcE//sad//phr//ortT//yegS//rbsC//insK//mliC//folD//purF//aceB//dinD//yfbU//cyaA//potH//ydiB//phnC//hdeA//arnE//hycH//xseA//yeeA//mdh//dnaB//clsA//ybaE//rihB//ldrB//yahB//livJ//cptB//dhaL//topAI//dgcT//zraS//cyaY//leuD//rayT//gntP//potI//yahI//yjiA//cydD//serS//purD//phnP//ydeT//betT//ldcA//tas//ftnA//yijE//ypdF//tusD//pabC//idi//cyoD//proS//panF//fes//tonB//opgE//elbB//yneJ//rsfS//clpB//secB//metH//rsmG//preA//lepB//ybhD//ogt//hofP//umuD//slyA//truD//hipB//ybeY//sapC//trpE//gstA//yeaV//rpsG//cheZ//ynbD//gltK//dicA//yehZ//dhaL//acrR//intS//nfi//bioB//ade//ispA//hipA//ompN//recB//oppD//rbbA//selU//rsmF//rhtC//speC//galS//narU//ycgV//hcaF//ygdG//rrrQ//deoC//yqjI//kdpA//yjjG//rluF//phnJ//lhr//yheT//fur//puuA//rclR//oxyR//yfiE//argT//marR//fetB//fadA//asnB//ybhG//nanT//prfB//cspA//yjjV//lpxC//malP//hpf//cdd//rssA//ascB//ypjD//aceF//mrcB//dcd//fliS//cobU//motA//hdhA//eptB//yiaL//srlA//hipA//citG//dinI//hflC//galF//
GO_0006357_8	hemN//
GO_0006364_9	yahF//yjiX//rplX//yifB//ygaZ//msrP//sthA//malG//cobB//dapD//paaJ//yidE//mzrA//trxA//hybD//wcaJ//yhbS//dsdX//ybbN//apaH//hscB//lysC//chaA//rpsE//ybaE//crl//phoA//argA//ubiE//moaD//moaC//sgbH//rfaC//edd//rodZ//rsmA//trmL//rpsN//deaD//mlaC//mhpA//rep//tdcE//
GO_0006378_8	yebK//ygjR//
GO_0006379_8	dcyD//
GO_0006382_8	nrdD//
GO_0006396_7	ybeF//glyS//yafN//tus//rbsR//barA//cydC//rpsN//narW//paaX//tehB//yjcS//ygeR//dut//ycbB//ycjU//udk//ycgB//ribD//insI1//puuE//cysP//pheP//nrdH//lacI//citX//ligB//dxs//yggT//cbpM//lsrB//parE//yihP//yhdH//ybjL//fadE//copA//araE//dcuR//mltA//flgH//yrfG//nanT//tas//ybiW//pgaA//pyrH//rcsC//ybcL//mqsR//rplO//msrA//kup//tpiA//tdcB//kbaZ//mrcA//cho//yiaF//hypD//ybfA//narJ//yihS//pinQ//cysK//yqhC//ykfM//umuD//ftsL//gloA//glgB//menC//potI//lptD//yoeE//amyA//recB//lptB//dmsC//yecS//srlR//nadK//narH//yedP//ptsG//hda//ybcF//rzpD//arnF//tbpA//crl//rcsA//acpH//tus//hcaR//glcA//hisF//murB//dbpA//ubiX//murI//udk//
GO_0006397_8	cydB//alsK//fabA//
GO_0006399_8	qorA//ilvI//lysO//yjiX//puuD//hslR//efp//trpC//tusD//tsx//fabH//appY//paaC//yiaL//purF//tilS//yihW//sgcX//wzzE//malP//sufS//dnaX//nrdF//yjhP//frr//lsrA//yjfF//adhP//entH//matP//ssuE//iscS//glsB//rna//mngR//mscS//hybE//mngB//rng//zraS//yadI//betI//agaV//mepM//cysN//speG//yrbG//yfcG//dkgB//puuR//queC//fruA//yebG//tnaA//mrdA//entE//ivy//ycdY//ompF//ydcM//tauC//mmuP//fabB//potG//deoD//hybB//ldtD//leuC//yajQ//ynbB//mtgA//ybhS//ahpC//ispU//ygaV//oxyR//alsE//tyrS//acrE//murF//yjeH//pgl//
GO_0006400_7	cyaY//uraA//rpoH//nrfE//tpiA//maeA//argB//yghO//sapA//ygeR//sapF//zapE//hyfR//atoC//feoC//emrK//rlmF//pcnB//ndk//ybjI//fryB//melB//yafN//ynaE//pckA//fiu//lysS//mnmE//rclC//thiE//def//alaC//wcaC//hisS//nudB//lapA//araH//yfhM//bipA//allR//moaC//dhaR//rfaQ//yihO//argG//aceF//frdA//sgrR//lpxD//
GO_0006401_6	umuC//flhD//nagC//gspI//ampG//mdoG//csiD//insK//rffC//fecC//rpsH//ykgO//infB//actP//yidQ//syd//paaC//ytfQ//acpP//hemC//waaG//menH//
GO_0006402_7	tynA//rpoD//prc//bcsA//tatC//yjgX//lepB//metN//patD//rpsN//ychH//
GO_0006412_6	cysP//symE//hemG//cysW//waaQ//pspC//ftsY//srlD//ispB//yhjG//hycH//ybdR//ydaN//ung//rssB//narZ//lpoA//murG//bcsQ//yafN//spoT//wzb//wecA//ghoT//yjbF//hflD//baeR//betT//trpC//nadE//yihL//ybeY//hicA//yhgF//yidE//nikA//avtA//gntP//valS//mtlA//gadA//ytfT//rpnB//araB//arfB//yidQ//uhpA//ssb//fliD//yqeA//cobT//
GO_0006413_4	tdh//fur//srlE//
GO_0006414_6	malX//metC//betI//yihO//acpT//argG//ypdA//deaD//entC//
GO_0006415_7	eutK//ccmE//aspC//mutM//tonB//gmk//yedF//
GO_0006417_7	ydcM//ybhS//folA//asnB//ycjP//cecR//serS//emrE//ulaG//ibsD//arsC//ymdB//topA//hcaC//yraI//entF//tmcA//rrrQ//cpxA//hrsA//pflC//ratA//ettA//frvA//mqsA//oxc//ilvM//psuT//uidA//yibA//lolC//sufE//pinQ//glpC//ycfL//thiD//erfK//dmlA//argD//
GO_0006418_7	proC//chbR//wcaC//paaG//ligA//polB//malG//yqeG//yfaL//sgbE//eutK//yeaK//agaI//gatY//hyaD//pgl//gsiD//rutR//cysP//tcyP//amiC//hemN//fecB//rffH//fryC//
GO_0006419_8	pth//
GO_0006420_8	gsiB//
GO_0006421_8	ymfA//
GO_0006422_8	fimI//
GO_0006423_8	ynfH//
GO_0006424_8	cmtB//glpT//
GO_0006425_8	fhuC//
GO_0006427_8	chpS//
GO_0006428_8	rplB//
GO_0006429_8	nanC//
GO_0006430_8	hcaB//yjjX//
GO_0006431_8	ybhF//
GO_0006432_8	mdlB//sufS//
GO_0006433_8	yhaO//
GO_0006434_8	grxD//
GO_0006435_8	rlmC//
GO_0006436_8	nikC//
GO_0006437_8	yfaV//
GO_0006438_8	tsaC//
GO_0006446_8	kdpC//norW//yehZ//tauA//mltC//mltD//fimZ//
GO_0006448_8	rpsO//ompN//ydcS//idnT//queF//
GO_0006450_4	ldtC//perR//yqiH//ydiF//ygeV//truD//rluD//rhsD//znuB//atpD//
GO_0006451_7	fumB//
GO_0006457_3	pck//eutR//mfd//iraM//uspC//menC//yebQ//nadE//yrbG//trmJ//prpR//codA//ilvB//lrhA//pth//potH//rfbB//ypjD//serB//rpoH//hxpA//leuS//nadB//hyfF//hslJ//yjjV//wecC//idi//rpmE//hypB//sfmD//yagI//dinG//fimB//iscU//pgm//cytR//zapB//yeaG//fdoH//
GO_0006458_4	argR//ravA//ampH//kch//fucK//tsgA//oxc//fnr//
GO_0006464_6	mngR//ilvD//nudG//nikE//aroD//galP//queC//yihI//secM//rpsA//aldA//gcvR//ftsY//glgC//csrA//envR//insI1//efeO//rpoH//yhdH//queF//setA//glrK//ycdX//speD//ribA//ilvH//ybcF//cspE//rlmE//tatD//ghxQ//mltF//ygbM//ddpA//rpe//idnT//secF//aphA//rplC//osmE//tdcB//pgl//yhaM//tatC//frvB//yhfS//acrR//yahI//rimJ//actP//yhdZ//gntK//rfbX//flgM//poxB//yggN//murD//araD//rluC//hupA//ycgV//mdtN//btuB//rplY//rpoH//ubiH//eco//ybhD//ispG//acrA//iscX//kbp//yehZ//rimP//hyfA//frlB//hha//chaC//dnaT//rpsO//ulaR//yjtD//rpmA//vsr//rpsJ//cyoC//acrB//tolR//insE-1//galU//bssR//yjcS//emrE//hofN//glvB//paaZ//xerD//manA//mliC//purR//recO//hybO//satP//dxr//recQ//hypE//gcvT//ybaE//wecE//rcsD//cbrC//fau//scpC//osmY//yneE//gloA//moaA//acrB//narZ//mltG//kdgT//abgA//dmsA//yihQ//gyrA//chaC//aspC//nrfF//fdoI//hyfR//rsmA//lolE//btuF//nanR//mnmG//cyoC//fkpB//uhpB//ettA//patZ//ycgV//
GO_0006465_6	rlmM//rpmF//lptC//
GO_0006468_7	srlD//uhpA//sutR//hybB//cusR//ytfQ//ykfM//amiA//pck//fucO//yidK//ratA//rsmF//pinR//tusD//intA//insK//pyrH//waaB//mtlA//ttcA//paaF//cpsG//hemL//gltX//potC//prmC//fimF//rffT//pyrL//yeaV//ascG//pbpC//amiC//ycfJ//ychO//mog//rplW//rffC//parE//cueO//proV//uxuA//holE//tmcA//agaA//rhlE//yiaJ//fepA//rnlA//zupT//gntU//rhoL//
GO_0006470_7	ygbM//ftsZ//yidL//polA//purF//fucP//lysU//ynaE//chbF//leuO//ftp//arsC//yidQ//pgaA//rnpA//yihW//
GO_0006473_8	ygiN//chaA//hchA//kduI//yhaO//hypB//dcp//tsaE//ccmF//citG//accA//speG//
GO_0006474_6	norR//potI//yieL//greA//nth//
GO_0006475_9	tcyL//ibsD//
GO_0006476_8	dhaK//yjeH//agaR//
GO_0006479_5	ispB//aldA//potI//hprS//amyA//rlmN//rseP//yieH//
GO_0006480_6	ydiV//
GO_0006486_5	ccmE//
GO_0006490_5	ruvC//
GO_0006497_7	iscU//
GO_0006508_5	ygjK//ascG//fryB//cutA//yafC//dxr//kilR//crp//ascB//arnB//cbtA//pntB//dnaC//rimI//tgt//napF//arnD//kdpA//pagP//pstC//gspJ//tufA//ybfE//gloC//accD//ppsR//yccA//cysI//argC//adiC//ytfE//ltaE//yjjG//potH//putA//yiaA//ispH//hyfR//arfA//flhE//cysH//gabD//rhaB//ypjD//gudD//mdtJ//cysP//yneL//yfeX//tldD//ydjE//arnA//dinJ//yfeW//hexR//
GO_0006515_7	uhpA//srlA//tusB//aaeA//
GO_0006517_6	yfbR//agaA//yfcV//rlmN//
GO_0006518_5	hycA//abgR//pgm//hcaB//rfbB//cspI//relA//ydiQ//ldtB//lysC//xthA//rlmN//queA//ynaI//recR//recQ//ltaE//ribF//tdh//rnlB//aqpZ//argT//kdsD//yeaG//ybiH//efeO//nmpC//waaF//cusS//rnlB//mrdB//gpmA//glrR//pgk//ygeR//gpr//frdC//murE//rplA//rbbA//sfsA//pdeD//ruvB//yqaE//lyxK//uspF//sdhE//ydiK//murQ//gspJ//dinB//mreC//yccA//mnmC//glsA2//infB//eutR//cca//yjhP//xylB//alpA//pinR//bisC//dhaM//cydB//nuoM//ygfZ//mutS//frlR//yciK//phnG//rimO//livJ//dgt//nrdB//fepB//emrE//
GO_0006520_4	flgF//hflD//yghW//mliC//yeeA//yccX//narX//hyfF//rffH//fadA//tpx//lolB//lpp//gntU//lolE//znuB//yciH//cedA//amiC//rarA//gsiC//mnmA//ivy//ydeE//uidR//alsA//envC//pepB//gfcE//rhlB//galE//sdhD//ybgP//fliM//ydcP//yehU//rpoE//narI//rpsR//proA//metR//rsmE//nanT//sseA//ampH//paaA//mltF//hldE//leuA//hemG//dgoA//lapB//cyaA//betI//ymfK//atoS//casB//epmC//sbmA//fabD//fabA//glnB//caiD//zapD//ulaE//rarA//potA//fecB//mlaD//htpG//rpiB//lapB//rfaC//hpf//dmlR//glrR//ydeO//rpsH//yadI//deoA//cydC//prkB//ydiK//potG//plsB//secG//hypT//uhpT//gadA//tusD//dgcN//dut//trmH//ybbW//hdeB//dnaG//rclA//sapC//puuB//fliK//kduI//tesB//elfG//rplM//zapA//purU//dadA//smrA//arnB//frvA//yqhC//ydiQ//rffH//srlD//dmsC//ycjW//yihP//mtlD//ygaV//lpd//yneL//rlmF//ybdZ//hda//uvrB//yceD//hisP//ymgC//folP//ispF//bcsQ//lolC//yoeB//copA//chpB//wrbA//agaR//lasT//ydfG//hofC//yieF//yiaL//ibsA//dnaA//fkpB//eutA//nrdF//gspI//ompN//pdeL//wcaJ//lasT//csgE//dam//mltB//rhaS//casA//aspA//ralR//entC//tcdA//rclC//dmlR//mntP//bamC//ftsA//fliZ//dps//cmtA//phnN//proC//dgoR//envZ//araE//yjjW//thiD//yohD//uacT//yjbE//ppc//ynbC//cca//cysD//essD//rimO//mdtA//psuG//lysO//rsgA//ycgB//phnJ//tsaB//yadN//slt//map//efp//lpp//ung//arnE//yfeO//asmA//ftsL//
GO_0006521_6	lgoT//alaS//bioC//
GO_0006522_7	nikA//clsB//melA//ccmH//ruvC//lptA//elfG//
GO_0006523_8	thiM//feoC//bioF//eutN//
GO_0006524_8	yahF//ynfL//abgR//
GO_0006525_7	dosP//ydhJ//arnD//menB//ybgI//ytfQ//waaU//hdeB//ydhK//fadJ//atpH//soxR//melR//ybhP//pbpG//treA//yiaN//dgcE//ypdC//gltD//ycjR//
GO_0006526_8	garP//rph//mepM//dcuD//rhoL//ybdR//cysP//proP//mgtL//glnP//ygdG//tdcC//alsB//
GO_0006527_8	napC//trmJ//glrK//ilvB//tktA//yihQ//fadK//aspS//fbaA//
GO_0006528_6	ybiA//gpsA//fiu//nanR//
GO_0006529_7	katE//yhaC//
GO_0006530_7	aqpZ//artP//
GO_0006531_7	rpsG//murR//bisC//xylF//livH//hisI//hemE//rnr//
GO_0006532_8	rssA//truC//
GO_0006534_6	lysP//gspE//nrdR//metQ//motA//casC//ydaC//tatC//ynfK//ygiS//allS//thiE//dcuC//
