#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sdaB//cpoB//srlR//xylF//
GO_0006139_4	nudC//oxyR//ldcC//yoeB//fadJ//ffh//focB//lapB//queF//ccmE//proW//yhhY//adhP//ftnB//srmB//phnM//aer//gadE//arnB//rcsA//yeaG//aaeR//rluD//rph//zraS//caiB//pgaD//dgcZ//leuA//nuoL//hisG//add//azoR//cspA//dcuB//yahD//gsiD//ccmH//maoP//ruvA//yneJ//priC//metN//gabP//lpp//treF//ygeX//oppD//thiM//alaE//fadA//yidL//yidA//xylE//intF//ygbI//acrB//abpA//ygbM//mtr//puuA//plaP//murI//mobA//grpE//galT//gltS//recB//hflK//hchA//ravA//borD//valS//infC//ydfG//yieF//hcp//avtA//btuB//pgm//recQ//livJ//nrdF//fsr//argT//dnaK//hpt//dgcM//mnmG//endA//speC//lldD//pal//ftsL//yjjU//csiR//ddpX//ubiG//fimE//eco//yeaK//puuE//glpR//deoC//pinE//ldcC//nrfF//ssb//ycfS//pepQ//gfcE//ftsZ//cvpA//cyoE//csdE//hemF//yafS//artP//rmf//garR//dgoK//rpnA//pgrR//cirA//leuD//sfmC//agaV//norR//ghxP//fimI//hisB//grxD//idnO//crp//yfdS//rluF//uxuA//rsgA//gloC//hflD//yfbU//cbtA//phnJ//cbrC//shiA//tnaB//ygcW//glnP//malZ//csiR//purF//fruB//dapF//elfA//secG//rapZ//sodB//nuoL//ygjK//ppx//trxC//yhaM//sgcX//leuB//ppsR//rcnR//carB//ibpA//glgC//torD//lgoR//sufB//mltG//preT//rpiA//ycaO//nirC//mepM//proP//dhaR//rfaG//ssuE//sthA//rcnR//priA//cyoA//mrcA//fdx//dctR//sufC//argD//casB//sufC//rbsD//nrfF//ybdM//mreC//potG//hcaD//ybdM//yciA//hdeB//ydfH//ugpB//matP//baeS//argE//pcm//fliK//ftsY//yhaO//kefC//ybcM//sdhC//fdnG//nfi//waaJ//rpnD//yfaX//phnH//paaD//ytfQ//mfd//acpP//yaaA//ibsA//ychF//opgG//glgC//ycbU//sfmF//ibaG//wzyE//paaA//ldhA//hscC//rimK//secA//cmk//ghxP//yahN//galE//dnaG//yadV//yihL//ibsC//secD//appY//kgtP//rhoL//yciT//gspI//ulaA//ibpB//yciG//rarA//narG//entE//yfdR//ompC//sdaC//etk//minD//insB-2//paaX//ruvC//mliC//hokB//hypA//kbp//ddlB//lpxL//gltX//hybC//yidP//entC//glnD//araG//yihO//hslR//prmA//trpGD//iscS//yhgH//rffC//melA//mdtF//frlR//ydeO//dpiA//moaE//opgD//otsB//ftsE//uvrB//hisS//prlC//yqaB//truB//gpmA//mutY//sdhD//htpG//rep//sgrR//ftsZ//rimO//tyrS//mliC//yibT//paaC//thiC//dusB//napF//mdlA//azoR//metQ//nadK//dicA//mdtQ//chbG//yjhI//ybiW//gluQ//rplJ//fadR//yfbU//yhgH//aaeB//ibsA//hypA//secY//tmcA//lon//polB//htpX//yceD//manZ//rpsE//malZ//manY//rimO//wzzE//emrY//perR//cusA//talB//pmbA//rpsQ//secE//cmk//dnaT//agaA//gpt//serB//hyfR//yfcV//yedL//mipA//sgcB//sdhB//dam//lptD//aqpZ//lsrK//dgoR//ybcQ//acs//glnL//elfD//bamD//xylF//oppD//rppH//dgcT//yqiG//rluC//dcd//plsX//epd//yqaB//ybbN//chpB//rfaE//ygiB//ubiX//cvpA//tgt//yadN//alaA//menA//dmsC//pntA//yadN//nadE//sgcX//dhaR//fhuC//puuB//uraA//dadA//hybB//csiD//actP//djlC//yidE//yfcR//dsbG//secG//ybgP//cmoA//hybD//narH//ulaE//ptsG//nrfE//sthA//copA//yciT//rimI//bioD2//rplP//purN//ldcC//mioC//rnt//yacG//osmF//yhcF//adiC//pheM//lpxP//pppA//cysM//pyrF//cbpM//cysH//cdsA//yigB//bamB//yjhB//yeeO//ogrK//dsdA//bcp//hxpA//dicB//evgA//fau//queC//ugpA//emrB//yfbU//ygfZ//aas//pckA//trmA//cysN//lysS//gppA//yfbV//parE//lplA//tsr//yigL//cysW//mdtL//ydiV//waaU//rutB//hycH//cmk//tusD//narI//uvrD//ribC//appC//fic//ccmE//rpiR//fecC//betA//chbA//atpH//ybgP//ygeX//yahD//murR//fadK//spy//ompN//gltK//uxaC//alsK//gabP//secA//livG//dppB//wzyE//rhlE//yfaL//yiaB//dapB//rpsH//aroK//bglF//exuR//yrfG//yggP//mdfA//fcl//metH//phnP//fdnG//hflD//oppC//pflB//panD//rssA//rpoD//norW//rluE//dnaX//rihA//hpt//rpsH//glnH//asnA//emrE//slyA//chaA//shiA//sgbU//cbrA//umpH//yhhY//rdgC//potB//priA//rplC//alkA//fliT//rhtA//maeA//ycjQ//narY//glyS//wecC//trmD//yfcA//cysH//mukB//cecR//potB//trpGD//eptC//rlmH//yjjG//mlaC//yajL//cspC//rpiB//ttcA//hisF//arnE//nusA//dsdX//yegS//cueR//ygeV//mepM//fryC//mrp//yciK//gudX//malP//ilvD//recG//ybjL//yphB//rclB//mutS//recX//prlC//ttdA//ascG//ycdX//mnmA//pldB//msrQ//fis//soxR//yrfG//acnB//fepD//hrsA//viaA//rplE//yghU//nuoB//frvR//phoE//yihU//mdh//yfcA//dsbA//atoB//rplX//hiuH//glcB//yehZ//rarD//ibsD//
GO_0006140_6	ldrD//feoC//
GO_0006144_6	cbtA//ppiC//galE//rnb//casD//ybiJ//ibsA//mrr//clsC//exbD//
GO_0006145_7	ycbB//ssuD//sohB//mdlB//
GO_0006146_8	entH//mcbA//
GO_0006148_9	yaaY//
GO_0006149_9	dnaQ//
GO_0006150_9	tusB//
GO_0006152_7	fdx//mioC//codA//glmU//ftsZ//gloA//
GO_0006154_6	ugpE//
GO_0006161_9	sufS//
GO_0006163_6	pitA//ycfJ//ptrA//yeaG//folA//wcaC//sbcB//ridA//csrD//yfcU//fre//yedL//ybhG//serC//ymjB//uhpT//yghG//elaB//tus//yggP//iraM//opgH//ispA//yhcD//yidC//rhtC//aroF//paaB//arnD//ilvN//flgE//ggt//lpxM//fimC//tauB//malQ//yafC//shoB//fau//waaZ//lsrR//ssuA//phnK//yieE//ansA//tauD//cpoB//recF//purF//aaeB//paaK//srlD//bdm//queC//
GO_0006164_7	tomB//rfaC//rnpA//hemH//mliC//sbcD//sgcE//adhE//chiP//yjhG//atpD//yciG//hdeA//frmA//deaD//yhgF//artP//gcvR//flgK//trpGD//yjjV//yihI//hslJ//rhaR//ccmD//deoC//arcA//gltB//hcaD//ftp//tbpA//pstA//mlaF//blc//rplD//yajO//trmD//rbsC//rpoA//yjgX//
GO_0006165_7	napB//dgkA//glcF//lpxP//entC//ecpR//znuA//rof//serC//opgG//hxpB//rho//ymfK//yihL//mntP//cspA//torS//ubiG//hslV//
GO_0006166_6	ascB//ttdB//
GO_0006167_6	aroG//
GO_0006168_7	ulaC//rutB//
GO_0006171_9	leuD//
GO_0006172_9	yeeL//
GO_0006177_9	soxS//yfbU//yfjV//
GO_0006178_7	murI//
GO_0006183_9	metN//
GO_0006188_9	rnt//priB//atpA//deoC//
GO_0006189_10	polA//nirB//
GO_0006195_7	creB//sdhE//
GO_0006203_8	paaF//entH//
GO_0006206_6	bglF//cyoC//xanQ//gutM//rna//tdh//ybdO//wzzB//yjeH//rffG//nagK//waaU//frvB//relE//wcaC//insB-2//recX//yfaL//yfhH//fsr//araB//ribA//lptG//preA//deoC//dnaE//
GO_0006207_8	slmA//recC//rlmI//dadA//smpB//
GO_0006208_7	ybiJ//yhcN//katG//cydB//higA//bioD1//gntR//tdcG//betA//matP//arnD//hha//tabA//
GO_0006209_6	yehC//
GO_0006210_8	hdeA//
GO_0006212_6	ybdZ//pyrF//hycA//uhpA//rlmH//cof//proA//nadC//flgB//grxD//lnt//
GO_0006213_6	tolC//nimT//gltL//rrrD//pagP//csgD//ttdR//yihI//wecE//metL//dinI//yieE//insK//rzoD//osmC//zinT//
GO_0006216_9	epmC//
GO_0006217_9	ccmA//
GO_0006218_9	mdtB//
GO_0006220_6	dnaG//hiuH//citC//cspI//chaA//malY//mtnN//hipA//oppC//dppF//gph//tusA//rutR//maoP//galR//alr//gntK//arnT//ubiC//rseC//
GO_0006221_7	clpB//yehZ//ppsA//folC//yceD//fliL//yejB//tamB//iap//nuoG//znuC//nrfD//dtpD//
GO_0006222_9	argA//
GO_0006225_9	potC//
GO_0006226_9	metE//glxK//
GO_0006227_9	cmtB//
GO_0006231_9	nadC//
GO_0006233_9	entA//
GO_0006235_9	potF//
GO_0006241_9	znuC//
GO_0006244_7	hcaE//kdsD//ftsW//hybF//ilvM//glxR//recQ//
GO_0006259_5	treB//cof//cpdB//rpmA//slmA//hisM//eptC//rnpA//purN//ileS//rutE//lolB//asr//cnu//psd//rraB//hemG//zapB//ilvM//secY//dgcT//yfdO//yhbX//rep//ydcI//lptB//rpmH//yraJ//yhbQ//chpB//secM//acpH//yedA//pgaD//phoU//ygiW//prpR//dcuC//casD//dcuD//ulaB//rfaC//gloC//yqiJ//dcd//uspB//cmk//nanA//dnaJ//hemF//thiG//thiC//phnK//modC//rlpA//rplM//lpxB//fdnH//macB//mdtG//gcl//crp//rnc//pdxH//ycbU//yhcD//yedL//pyrF//dcuA//pgaD//ccmH//yiaF//nfsB//rpnD//dinG//rcdA//proB//mlaB//mdtJ//trmD//yeaV//chaC//hmp//cdh//mnmG//yafO//yggN//yjiY//rcnB//ppx//bioC//rpsD//ulaR//pdxA//fbp//tauA//pliG//dppD//bioD1//rzoR//relE//folD//rseC//yadM//gltK//nlpI//ygcR//selU//cnu//fecB//katG//yfaU//gadX//ulaG//rmf//mraY//glk//cca//rfaQ//mlaF//ompG//yiaB//ampG//mtlR//rnpA//phnI//mnmG//ecpR//gadE//metG//ydeO//ssuA//dmlA//gltS//panZ//cecR//tufB//betA//yihP//ygeW//pinR//serA//mscL//mntH//groS//ybaT//syd//insB-2//
GO_0006260_6	gshA//hslV//fryA//abgB//napB//frvA//fdhF//pcnB//yfgI//yneE//yhjD//rlmF//ldtD//dgcT//yeaG//yciV//arnD//rplW//yfeR//ybaO//mhpD//
GO_0006261_7	pgpB//insI-1//paaH//dosP//pdxY//fdnH//otsB//xanP//fadD//zntA//tgt//casC//
GO_0006265_6	dacA//vsr//tsr//rpsM//nadE//
GO_0006266_6	yedL//hyaD//hipA//
GO_0006267_5	caiB//
GO_0006268_9	hofQ//nmpC//tdcC//
GO_0006269_6	yghB//
GO_0006270_6	waaJ//rhaS//narH//glxR//gabD//hupA//
GO_0006271_7	mdtF//lptA//rhtC//
GO_0006274_6	yoaB//
GO_0006275_7	torR//cysB//bioP//ccmE//hisC//emrB//srlR//cpdA//yfaV//
GO_0006276_3	guaA//glpT//gdhA//fetA//dnaC//mntS//alsE//wzzB//
GO_0006281_6	ttdR//asnS//narQ//lysS//hscA//proA//appA//poxB//yjjQ//trkG//yibT//focB//degP//hcaF//mdtN//rpoA//ivbL//secY//lysA//prpR//rsuA//potC//glmU//tdcC//allS//tdcG//sfmD//rfaC//frdC//emrK//fadJ//crr//clpA//surE//syd//xerC//opgE//bamD//yihT//glnQ//prmA//ygeA//metK//gltK//speE//rsmF//cspA//groL//mepA//ygcW//dinQ//sixA//dcd//csgB//csgD//
GO_0006283_8	leuE//
GO_0006284_7	dgoT//hrsA//yfiF//fabZ//der//ymgF//
GO_0006285_6	fliT//ubiC//pta//glcD//ybgP//
GO_0006288_8	xseB//cecR//
GO_0006289_7	ugpE//cheZ//
GO_0006298_7	ydbK//csrD//yiiM//erfK//gudP//phoR//dsdX//ettA//pheS//rhaR//
GO_0006301_7	gdhA//pgk//ymjB//ftsW//
GO_0006302_7	cas1//yafN//yfdC//nhaA//rarD//fhuF//glsA1//yfdS//htpX//
GO_0006304_6	miaB//pspF//uvrA//nmpC//gatZ//ibpB//iraD//ybaT//yciT//
GO_0006305_7	ccmD//rlmI//ynfL//fabD//
GO_0006306_5	rutR//glvB//yiaF//ybdO//
GO_0006307_8	phnM//astB//iscR//poxB//mtlA//
GO_0006308_6	cra//fes//pykF//fadM//fic//yiaF//exbB//yehD//exuT//truA//acs//rarD//
GO_0006310_6	trmJ//pdeH//hcaB//moaA//dsdA//prpR//flgF//malG//aroD//speC//mdtE//yghB//yjhH//rimK//amiB//ytfT//accC//rcsB//yigL//tcyN//glpD//ilvH//fepG//malQ//ybgI//ymfA//lldD//sfsA//asmA//glnH//scpB//cpsB//yiaA//mioC//umpH//ahr//lpxH//ydfD//yidK//gntR//dapF//yagG//pdeL//
GO_0006313_4	galS//udp//argR//ubiD//pgpB//tdcD//dsbA//
GO_0006323_7	yjgX//
GO_0006325_4	rimO//
GO_0006351_6	speF//focA//wcaJ//yjbG//nusA//entD//ypdI//hcaF//exbB//nlpA//mlaE//yfiC//udk//sgcE//trmI//mngA//livJ//bioP//hemN//tbpA//rtcB//tamA//mqsR//prfC//ftsQ//sufE//flgD//lacI//aroK//rpsS//preA//lptC//mtlR//rsmA//nuoI//rplR//adeQ//yahN//aldB//sdaA//uhpT//fliZ//yfbV//sdhD//accA//tktB//rpoH//rsmC//accA//pyrC//entH//matP//nrfG//glpK//ispU//mrcB//maeA//queG//insI1//ada//rhmD//tus//yafN//fhlA//gpmA//solA//argF//gltP//ilvE//ybjI//ybdM//rdgB//suhB//rihC//ydhQ//hscB//allD//cobU//yraK//glsB//yhbY//puuR//uhpA//pinQ//prlC//arnE//yqiJ//raiA//fdoI//murB//nepI//ybaE//tatE//ydcT//tsaB//glcC//lolA//uvrA//scpB//yaaA//mngB//ybhJ//rfaG//tolA//garL//ddpX//zwf//waaA//nfsB//rffC//moeA//ihfA//ddlA//sfmC//ykfI//mrcA//pinE//rclA//mipA//
GO_0006352_7	truB//mreD//pflB//eutA//
GO_0006353_7	ghrB//arnD//
GO_0006354_7	hprS//yadM//rbfA//
GO_0006355_7	putA//yfiC//acpP//rpmF//purR//rclA//queF//secE//valS//rpoA//tdcE//uxuR//ycbU//mntS//uhpT//thiC//rhmD//waaS//arfB//obgE//pflA//glgB//ppiA//rppH//cpsG//fimB//recJ//ydbK//yiaO//nudC//pheS//hcp//trmH//trg//eutB//hisF//minD//maa//higB//mgtA//gcd//yeaK//atpA//yhcF//zitB//rzpR//aaeA//pth//cobS//nrfE//adk//hemA//yieK//glcD//ydhC//frmR//tsr//envY//yqjH//nfsB//yfcA//hldE//ulaB//fnr//sixA//rbbA//cysN//rpsP//rhlE//yjhB//hipA//garR//ansA//gsiB//mltF//yccX//accB//dapF//yidZ//gcvA//kdpF//nuoE//ycgR//pgm//nrfB//rzoR//fdx//ridA//cysS//nikB//trxC//nagE//rfbC//ycfS//sstT//fdhD//glsA1//yqcG//gcvP//queE//higA//mioC//glnD//folP//yfbS//dsdX//menE//trpL//speD//ftsN//fepC//pgpA//yacG//arfB//tldD//nagB//sanA//rfbD//hisH//selB//ydiO//yceD//csdA//nfo//tsx//ynhF//gstA//ssuA//preT//mdtJ//sbcD//sufD//uhpB//tdcA//pdxY//wecA//hisC//glnB//dtd//ycjU//lpxT//idnK//relB//tauB//rhmD//fdx//rpsT//mdtE//bglF//aroG//yajQ//yegS//nagA//ortT//rpmA//gltS//yaaU//flgC//btuC//btuB//yehA//tufB//yoeE//sdhE//serA//ydiV//ldrB//lrp//cysQ//phoE//glnH//ycdY//aroF//gloB//mipA//wecE//cbpM//thiP//ascG//soxS//rpmF//ilvE//casA//pdxK//cynS//rraA//uup//argF//rhsD//aldB//sgcC//rluF//pyrF//pgsA//nlpE//yhdZ//mhpD//yfcQ//fhuB//ssuD//nudF//valS//sufA//mdtB//hycB//fsr//rpoD//ccmH//entS//dapF//psuT//plsC//pmbA//napD//metC//speE//bglH//hscC//adeQ//csgE//mepS//sdhC//ugpE//actP//pflA//cysK//hflC//menH//glyS//ydcM//dgt//lolB//pabC//zapD//wcaC//ogrK//srlA//ttdB//lolC//uvrA//ybhP//ybhR//yihT//lepB//sufA//ygfZ//yhcD//acpS//focA//argB//araH//fucA//dusC//hsdR//yfiC//fdnG//ydjE//tusD//fumB//emrE//eptB//
GO_0006357_8	dgoA//
GO_0006364_9	hybB//eptC//yhbY//dnaE//fumA//udp//gsiB//yddG//rimL//allB//slmA//ftsE//frvA//ibsA//purR//btuB//puuA//ygaZ//ftsE//malZ//yfaU//yjhP//kdgK//zinT//trmJ//ybiW//rstB//mdtB//tynA//sdaB//pdxY//lolB//zntA//trxC//yejB//kefG//rnhA//nagB//insI-2//gadE//actP//ynfE//ycjD//
GO_0006378_8	potA//agaS//
GO_0006379_8	glnP//
GO_0006382_8	flgH//
GO_0006396_7	cynS//secA//yheT//ybgQ//hcaE//frwD//yadG//yhaM//sucA//yefM//ycbU//ugpB//rmuC//mgsA//dctA//cra//ytfR//hisI//eutK//ybdM//ssuC//yhbO//pyrL//rclR//rlmD//hybB//fixC//rplA//marR//bisC//rplR//bacA//allC//hupA//gshB//hisC//ggt//ppx//rzpR//ulaE//tesB//glpR//yfcQ//yfiC//yhjV//flgG//pykF//fumA//menB//lgoD//pth//yqiH//ymjB//recG//ytfE//hslO//gudX//yieE//mltD//yeeJ//infC//ygiB//nrfA//grpE//clpP//yidQ//ynjD//aroK//aroK//yfeD//iclR//fliA//rffG//ulaD//rseB//msrA//bamB//purT//asnS//tesB//mppA//agaA//ppsR//envR//moeA//dinQ//lpxD//crr//tauC//ushA//dmsA//soxR//gmd//rarD//xerC//yeaV//sfsA//moaB//icd//mglA//rhaT//ibsB//
GO_0006397_8	metQ//pntA//mhpD//
GO_0006399_8	folX//marR//gcvR//mdtM//aer//yghW//astC//rpe//ybaQ//fabB//recQ//phr//mzrA//acs//yjhH//dsbC//guaA//appB//dsbG//dfp//ompR//rppH//ybcJ//yidA//iap//yejA//ybjI//sbcD//lrp//livH//prlF//aceF//phoP//gabP//fabI//alpA//waaB//agaD//ygbI//yccX//ydjL//yqhD//ydcI//kdpC//gadC//pppA//gatA//pitA//murG//csgE//rutR//yghB//ftsP//opgD//mepM//melA//hslV//nikA//paaE//iscU//umuC//yaaU//cbrA//ycbV//ralR//dtpA//hypT//preT//higA//ydjH//rfaC//sfmH//umpH//cdsA//fdnG//creB//mltG//tusA//gstA//mltA//nrdA//rcsF//
GO_0006400_7	yrfG//hemL//hisQ//ruvB//gsiB//yhaV//nagA//sdhC//ybcC//dppB//mntS//sdaB//ilvI//gudD//suhB//ybcF//hemH//arnT//gcvP//dgkA//potI//crr//yagJ//intA//murA//yohC//ybfE//codA//pfkB//kdgK//ilvA//rhaT//atpG//abgT//baeS//tilS//ydiF//flgA//yccS//selD//carB//puuA//lysA//sdhB//thiG//rsmH//hyaA//cueO//ampH//
GO_0006401_6	trpE//ubiF//sdiA//fruK//sgbH//glnK//moaE//fabG//sufB//lpxC//lplT//hypE//ymjB//glgP//yihP//livF//rhaA//ynfF//ribB//queC//yadK//yoaA//
GO_0006402_7	chbB//smpB//tolA//tmk//matP//mglC//parC//lpcA//orn//fdx//fhuB//
GO_0006412_6	rpsN//wrbA//cpoB//aspS//recO//ybeQ//comR//hemH//yneE//puuC//tonB//puuP//yjjB//pyrE//flgF//gpsA//ybjL//fecC//rsmD//mraZ//paaD//yadG//groL//hisA//mazG//yeaE//glcB//yagI//ligA//yeiG//rimO//thiE//thiI//menE//clsB//secD//guaA//mcbA//yijE//yicJ//fimF//nrdA//phnH//ldrA//fadM//nupX//entE//ydaN//ibpA//pdxA//ybhP//
GO_0006413_4	chbA//csdE//dgkA//
GO_0006414_6	yaaU//nfsB//rnc//yjhC//solA//ykfM//menI//phoE//ydiB//
GO_0006415_7	proW//proB//evgS//ldrD//phnG//xanQ//entS//
GO_0006417_7	ldrB//ttdT//hybD//ydeP//yhbX//zipA//ynfL//yfdS//speF//amiA//bglF//arfB//glcD//ilvB//casC//rpmG//umuC//rodZ//ugpA//yohD//cmoM//lrhA//fucO//rsmI//yidH//leuS//alpA//fecD//cutA//lysR//yabI//bluF//ccmG//gspE//fimF//mgtA//gabP//oxc//aroD//
GO_0006418_7	xisR//allB//rpsS//yajL//srkA//ridA//gudP//ygeR//ansB//kduI//sucC//phr//treC//fimG//trmB//tomB//dusC//sbmC//rhtB//ppx//rnb//eco//lptD//atpH//atpG//
GO_0006419_8	uidC//
GO_0006420_8	rimL//
GO_0006421_8	ydaV//
GO_0006422_8	secM//
GO_0006423_8	guaD//
GO_0006424_8	clpS//abgB//
GO_0006425_8	cdgI//
GO_0006427_8	yddA//
GO_0006428_8	nadC//
GO_0006429_8	hslU//
GO_0006430_8	araF//gabD//
GO_0006431_8	pgsA//
GO_0006432_8	waaL//fumC//
GO_0006433_8	ybeY//
GO_0006434_8	yahI//
GO_0006435_8	rsmA//
GO_0006436_8	glsA1//
GO_0006437_8	cmoM//
GO_0006438_8	dacB//
GO_0006446_8	rplY//rlmJ//sapF//sgbU//phoQ//bioA//ybhP//
GO_0006448_8	higB//metB//fabB//znuA//abpA//
GO_0006450_4	arnE//feaR//gloA//agaS//bglX//sseA//mltA//yddM//panF//mdoD//
GO_0006451_7	ilvA//
GO_0006457_3	mtn//degS//ybiV//der//ompA//fepD//ppiC//fixB//dnaB//alsA//hupB//ydcZ//cirA//etk//tnaA//mgtL//entA//yibA//bamD//ybaE//yehB//dcuS//cvpA//rlmN//prpR//hycI//yejB//nrdD//yieK//idnK//araA//gsiB//ydeE//glvB//pspC//rhlB//yhbQ//insH-6//cptB//rclC//
GO_0006458_4	msbA//lrp//yhjD//hyi//yfcG//leuO//trkG//lldP//
GO_0006464_6	yfiE//rpoS//yicJ//iraD//yhaV//ybaK//selU//rlmH//hipB//yfcF//nikB//kilR//fiu//hdeB//sseA//yafQ//cadC//crr//mreB//rpoS//otsA//bamE//hisS//kbaZ//ompG//ftnB//yigB//sucA//lpxH//yhaV//yggE//rlmG//mtfA//mdtQ//hyfC//ybdH//livH//ftnA//ubiX//arnE//dsbB//yjeH//ynjD//recR//uxaC//fadM//rsmC//trmI//pldB//rmuC//tktA//yqhD//tyrR//eutK//ibsE//carA//yedX//trpR//pitA//yfcS//rutB//fixC//rplL//trxA//mrr//rapZ//opgH//uxaC//pdxJ//mntP//sbp//rplS//rep//aas//fetA//lamB//manA//tdcF//ydiK//mgrB//satP//ybaQ//cheB//ppsA//phnK//dctA//yadM//fliM//evgS//kefC//aer//alaA//trmH//yidP//yeiL//ypdI//puuP//iscR//dgoA//rseC//bglB//rpsS//pbpC//fadD//argS//prpC//purU//ybhP//rfbX//nfi//dhaR//cmtB//chaA//hprR//ygjK//topAI//hslO//soxR//yeeJ//ydcT//thiE//yjbH//pepB//cyoC//tktB//menC//uvrC//yfhM//ruvC//rhlE//thiI//yheT//sad//degQ//xanQ//yejA//nikE//opgC//dkgB//yjhI//ybfE//ygaZ//
GO_0006465_6	phoA//fabI//ybbW//
GO_0006468_7	thiL//diaA//yjfP//glcF//srlR//flgC//znuB//ibsD//cbpM//ypdI//bdcA//ortT//ygcW//gntT//sppA//paaB//hemD//surA//argE//menE//rsmG//yccX//trpC//ftsA//cspD//emrY//xisE//allS//fucK//yajO//yidE//hipA//hldE//adeQ//topAI//arnA//ynfF//fimE//galR//ybiT//iscX//mdtP//ruvA//gltB//mutM//mreC//cusF//araA//alsC//kefG//tonB//metQ//lolB//
GO_0006470_7	ansA//cdaR//apt//queC//ybhS//rfe//feoA//sfsA//leuC//ulaR//rplN//scpC//gcvT//yiiM//hisH//kdpD//
GO_0006473_8	kefF//phnL//ttcA//ykgM//dinD//iclR//nikA//rpmF//yhjA//ydeT//yfdS//amiD//
GO_0006474_6	glpA//mscM//yrdA//lipB//treC//
GO_0006475_9	rimP//pitA//
GO_0006476_8	radD//uspB//accB//
GO_0006479_5	rplQ//fimE//ftsH//dcyD//rimO//xylF//gadA//tcyN//
GO_0006480_6	eco//
GO_0006486_5	fic//
GO_0006490_5	exbD//
GO_0006497_7	dacB//
GO_0006508_5	nimR//yjiM//acs//ynhF//yoaB//nuoM//hofP//pyrF//eptC//lspA//yjcO//ebgA//iclR//hcp//dcm//fadL//rpe//trmH//cdaR//rhsD//kgtP//xseB//tesB//sgcE//nhaR//kduD//yhgF//yjjQ//lacY//lsrA//dcyD//opgH//hcp//mltA//uvrB//pyrE//kdpC//ybdG//recC//hemN//fdnI//scpB//sohB//panF//emrB//ushA//ybiY//rarA//trpE//mpaA//trpB//tusC//fimZ//lptC//sufD//
GO_0006515_7	yoeB//actP//ivy//ycgB//
GO_0006517_6	ydcP//atpH//gltD//ulaE//
GO_0006518_5	ygcR//cedA//nimR//malX//zraS//ygfI//rnlA//lplT//galE//sad//orn//prc//cobU//guaD//purU//corA//yaiP//sgrR//yggW//tdh//viaA//cusA//argH//kilR//fsr//dnaE//adiY//yjjW//gltL//nfi//ygcW//uvrB//mqsR//cheB//ybdZ//ortT//fis//lpxT//flgI//yfcA//dtd//spoT//frwD//glsA//ccmE//yafE//ycjW//znuC//arcC//hchA//queF//lsrA//tusE//mfd//ubiJ//waaQ//soxS//gltL//glgB//fryA//leuO//treC//pepN//ftnB//glsA2//iaaA//yigL//sodC//iraD//holD//htrE//metK//ais//recF//speA//rpmC//pfkB//
GO_0006520_4	rlmD//arnD//ftsP//rutD//narL//ygbM//paaF//appB//lon//rlmE//tdcD//narY//kup//cpxA//livJ//frlA//gabD//tolQ//pinQ//bacA//tdcE//mqsA//sfmA//gstB//yobA//ydcT//aroL//iclR//metC//livK//pyrG//intZ//mscL//metB//gspE//uidC//rhsD//yjcE//hycI//lsrA//serA//yhjB//phoU//frvR//entC//narJ//rlmB//yjhI//yajO//yadV//sgcX//ftsI//fbaA//ybfA//rpnA//chbG//fadR//sodC//atpE//roxA//rnpA//clpS//norR//rsmD//thiE//wecC//acrF//ydjE//cmk//gltB//fucP//pepD//ybiX//nrdG//cpxA//hslU//tdcC//tdk//waaJ//nfuA//yafC//tolC//bamE//rpsB//yjcS//ybcQ//aphA//gcvT//asnS//nuoG//tbpA//fau//cyoD//gspJ//hda//yhgF//yqhD//cas3//sbmC//fes//torS//iscX//acrE//allR//yjiX//yfjV//proV//ftsH//gsiB//opgG//lpxK//ptrA//yehX//cyaA//sgbH//ybgQ//dusB//xylB//nrfF//mltD//btuF//moaB//ydjL//puuC//abgR//ymgC//fetB//gcvA//hlyE//uvrC//msrA//erpA//speA//recO//tisB//fucP//cheY//lpxP//frwB//cusR//flgM//ilvE//otsB//lsrA//greB//rluB//rlmF//hslO//folD//rcsD//setB//rclA//mgtA//ynbD//rhlB//rarA//rseC//rpoH//znuC//dgcF//mhpR//cmoA//ftsZ//rseB//uidR//fadK//dacB//ispG//rpoE//rimP//aroG//tpx//exuT//birA//ffh//yhhZ//carB//hypB//cysM//aaeB//tauD//mltB//deoC//gspI//hcaT//holD//oxc//wcaJ//ugpA//btuD//yiaJ//dsbC//dedD//tcyJ//gntU//dcp//ygfI//hisS//ybaL//bssS//yihW//mdtE//
GO_0006521_6	ghrB//ibpA//rbsR//
GO_0006522_7	fadD//mpaA//nimT//grcA//acrF//mdtK//ybdO//
GO_0006523_8	ftsW//rcsB//dcuD//rbn//
GO_0006524_8	yjgX//ybgI//malP//
GO_0006525_7	tmcA//cadA//dinQ//basR//preA//mcrA//mmuM//yjcO//intA//rdgB//melR//ralR//uvrA//trmL//tauD//pldB//ampH//ilvD//ybaO//fimZ//clpX//
GO_0006526_8	tgt//lysC//phoA//ybaM//zwf//lon//lptG//ygaV//nuoF//zraS//amyA//ybiJ//ebgR//
GO_0006527_8	murF//xanQ//basR//rpnC//yjtD//hyaA//yrdA//upp//deoD//
GO_0006528_6	obgE//mdtD//mutL//accC//
GO_0006529_7	rplQ//dinG//
GO_0006530_7	fau//wzc//
