#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yqgB//csiR//trmL//sohB//
GO_0006139_4	acpS//yjjB//tsx//clpP//hicA//abpB//dkgA//ybaT//fadK//ygiB//cecR//mdtE//accB//lon//creC//plsB//hofQ//yfhH//csgA//hcaR//sufD//rapA//chbG//kbp//dsbC//rluB//yaiP//bdm//ydcS//ompT//mreC//yajL//gspE//sfmD//yddA//yahN//appB//holC//arnB//yadG//glgA//alsC//msrP//yiaA//ydbD//yagU//plaP//pliG//idnT//ftsX//ybaT//pyrE//motA//dacC//csgE//maa//ogt//yhhT//yfcG//bioD//potH//zapD//ymgF//xdhB//rimP//rpnB//sbmA//rraB//tpiA//nrfF//bamD//rlmL//potA//ybhA//wcaC//tktB//narI//thiE//entE//rpmA//nadD//rplM//ycfH//tatB//dgoD//plsC//ycjQ//ilvD//cadB//aspA//gnsB//nepI//ygbN//csrD//nikA//hisS//livH//ydjE//mlaF//yfcP//yccS//eptC//folM//ygbL//yedX//chaA//fbp//potA//yggT//fliM//rsmC//trpL//mglA//sapB//ispG//serC//yqaE//cadC//gadW//asnS//kdpE//fbaA//lldD//aqpZ//emrK//lolB//glgC//thiQ//znuB//wbbK//mhpC//flgB//torR//paaD//cusS//tadA//yhfK//bamB//yaaU//exuT//ybiJ//srlA//pdxA//cyoE//wzzE//rsmF//elaB//wecA//alaE//rpsJ//aspA//mgsA//curA//rbsB//galR//manY//leuC//hyaD//rnd//mltF//lhr//ynfK//ydcO//rzoD//tisB//pflC//rpnC//selB//dnaE//ligA//fepC//map//yaiV//rbsD//ihfA//rbsD//waaZ//ydcS//dkgA//ybaM//holE//bssR//macA//proX//bdcR//arsC//potF//nuoL//cusS//caiD//ybdR//tatD//trmO//gcvT//bcp//tsgA//tdh//yfaU//flhD//truA//elyC//thiL//yafN//trmB//ampE//csgB//sbcB//clpS//ycgV//add//betB//abgA//livM//yfdG//sgcA//narP//ssuC//dsbG//plsX//dkgB//feaB//cvpA//casD//dsbB//degQ//hyfR//flhC//yfcG//amiB//pabA//dkgB//frmA//moeB//rluE//pflC//fpr//lolA//treB//avtA//pagP//yjbB//ampD//gltL//cysE//malZ//oppA//yehD//udk//yraJ//xylB//lysP//pntB//rimJ//gspJ//hofQ//ebgA//puuD//yfiC//hycI//murE//yrfG//proV//cvpA//cbpM//rzoR//gspF//argE//cirA//yhgF//metH//ydfH//bamA//rplI//ade//flhA//dsbC//uxaC//rlmN//topB//glpK//fecB//tmk//moaD//fes//yibA//ilvD//tqsA//agaC//yihL//topA//lepA//ggt//arsB//ygeX//ulaR//manY//serA//yhaJ//ydiQ//atoC//menB//rplX//cysG//ydfK//hybG//menF//wecA//rfaH//iclR//ribB//yahN//exbD//cysC//argD//aroA//uhpB//ruvB//csgA//coaD//srlB//rof//ftsQ//galU//grpE//lpxP//acs//dapA//chiP//speA//dinD//cusA//fadA//gutQ//ravA//ygfX//pfkB//exuR//lysO//fhuF//crp//viaA//tus//ycbB//ldrB//flgE//araE//insB-4//thiE//ycjD//borD//agaS//yciT//btuB//bdcR//ycbX//yegD//yefM//chpS//trmD//ycfL//yhfS//yqgF//opgH//uhpC//gor//oppF//yihP//mntS//sanA//iscS//mngR//dsbG//wecE//yqhD//dgoR//trpB//mdaB//secF//frwB//malQ//cydA//grpE//hdeD//gcvA//blr//acrF//topB//yiaO//ddlA//fabB//dusC//yqiI//wecA//mntS//yfdS//ynaE//mrcB//icd//tcdA//holC//ascB//bacA//ydeO//hicB//narI//wza//ydjJ//dxr//ybiS//sstT//yifB//hcaF//mdtD//xylB//lolA//hns//mnmG//valS//nrfF//ssuC//hypT//psd//nirD//fimE//hupB//yhdJ//rlmE//rfaC//hipA//aroG//ilvA//xylF//dinD//citX//torD//xerD//nrfB//fryB//rluA//sgcR//sfsB//paaB//alsE//rnt//ynjA//bioP//prpD//entS//lolE//lsrC//cysK//trpD//atoC//ykfM//mlaB//yihV//fryB//hinT//qorA//ydiB//ybhF//bglJ//fimB//mdlA//yadI//pepQ//hprR//waaH//asnA//eutD//rhaA//trkH//fbaA//clpX//puuR//sbcC//ybjD//phoU//holA//emrK//ybhP//yidR//prlF//hisB//yqaA//rutG//yhcN//sad//shoB//trkA//aroE//nadK//btuB//hsrA//rhlE//yeeJ//yceD//dmlA//pdxY//hns//nanK//xerD//elyC//ibpA//iap//yidK//ftsW//ybdM//potE//ydjL//bioC//ybaL//ybcM//ilvA//yiiM//dicB//ptsI//hisG//ppsA//ung//nlpE//era//nuoM//argE//envR//uspG//lrp//wcaB//putA//yadM//rpsB//rclC//syd//potG//dgcT//oppD//yihU//ynbB//yfjV//kup//glmS//norW//tolB//greB//galS//ampD//glpA//yqcC//rpmB//rpsO//yghO//aroD//torY//pspG//rpe//ygiN//afuB//gudD//purC//ymjB//idnD//aroA//dacA//leuE//tcyN//ykgF//dppD//yghG//ribA//ygcW//deoR//cyoD//ygfZ//cdh//lpcA//glpC//livK//moeA//yjhG//nanK//hpf//hofQ//ybiW//speC//mppA//cirA//yedL//pabC//acnA//ftsA//ghrB//yciK//map//recA//csrD//cpxA//metR//sdiA//sucA//cyoB//mutH//yadN//ilvB//sohB//hscC//yegS//pgm//ybjG//rbbA//gsiD//rhaS//flgH//sanA//
GO_0006140_6	yiaU//yggT//
GO_0006144_6	ygjK//codB//tabA//ybjG//pitB//tmk//yjfF//nanR//lapB//hisC//
GO_0006145_7	cho//cho//lpxK//csdA//
GO_0006146_8	atoC//ruvC//
GO_0006148_9	glcC//
GO_0006149_9	yeeY//
GO_0006150_9	purD//
GO_0006152_7	rsmF//endA//ybdZ//nrdH//rlmC//nikC//
GO_0006154_6	opgD//
GO_0006161_9	macB//
GO_0006163_6	prfA//rplY//idi//phoE//yjcS//argI//ulaR//argG//mdtD//trkG//focA//gatD//cspD//acpP//groL//pnp//frlA//nuoE//yidA//yjaZ//thiE//gdhA//thrC//dfp//sdhA//glk//nikR//gcl//araH//pepA//ydgA//aas//ydeP//htpG//yggF//deoB//mntP//groL//recG//ghoT//rsmH//yiaN//eno//yihT//blr//def//ccmF//tar//yehC//ptsH//speC//bfr//ybjG//queD//
GO_0006164_7	trmL//yeeY//entC//rfbD//rpmE//mnmC//pepD//recF//sbcB//seqA//ybiO//otsA//waaO//pntA//sufA//abgT//ubiE//ydiQ//rpoS//ybbY//dtpD//csdA//pflB//dkgA//rssA//sucC//tsaE//yohC//apaH//maa//yhfS//ubiB//fhuB//hybA//erfK//dgcQ//katE//gadB//tolR//cheZ//
GO_0006165_7	ybbN//ompC//tolA//bamA//cusS//nuoE//nagE//acpH//malQ//phnO//sgcX//ppiA//yraK//rffT//mgtL//plsB//srlE//mcbA//hybO//
GO_0006166_6	yfcV//phoP//
GO_0006167_6	fadI//
GO_0006168_7	ptsP//insE-1//
GO_0006171_9	serB//
GO_0006172_9	tsaB//
GO_0006177_9	metI//wzzB//sdaA//
GO_0006178_7	ydcM//
GO_0006183_9	yegT//
GO_0006188_9	yajQ//rcdA//mhpR//kefG//
GO_0006189_10	rpsB//entH//
GO_0006195_7	mocA//hscB//
GO_0006203_8	fabB//mnmA//
GO_0006206_6	yjiA//glsA2//hdeB//ftsI//kdpF//uhpT//xthA//tmcA//rnpA//frwB//tolA//yiaF//hupA//dhaM//brnQ//dtpC//ynjD//nrfG//murC//tdcD//pdxK//fliZ//mdtP//ydcT//cbl//pdhR//
GO_0006207_8	glnH//ycgR//phoE//kbaY//ldtA//
GO_0006208_7	mcbA//araG//fetB//ispG//asnA//osmC//intQ//fdoH//sseA//insK//tehA//ygiW//mlaE//
GO_0006209_6	ulaB//
GO_0006210_8	artP//
GO_0006212_6	nuoM//nhaB//tatE//waaG//ppsA//ykfM//nirD//ycaN//ibpB//leuC//pepB//
GO_0006213_6	gstA//puuC//cysA//epmA//mtlR//dcuS//mltG//ybiW//lgoD//arfA//sapA//abpA//yddL//pflB//tolC//ycjY//
GO_0006216_9	ttdT//
GO_0006217_9	pdhR//
GO_0006218_9	argD//
GO_0006220_6	casD//rrrQ//pgaB//phnP//rlmA//hcaR//rcsA//fabH//tig//trpS//aceK//ychH//gcvA//srlD//agaA//menH//nuoH//pfkB//blr//frwD//
GO_0006221_7	frlC//ydeE//hha//ldtD//frsA//lpcA//yehT//potB//guaB//hsdM//cdsA//ddpX//clcB//
GO_0006222_9	fliS//
GO_0006225_9	ihfA//
GO_0006226_9	sapF//chbC//
GO_0006227_9	mqsA//
GO_0006231_9	dusC//
GO_0006233_9	gabD//
GO_0006235_9	yhbQ//
GO_0006241_9	aspC//
GO_0006244_7	plsC//paaA//ssuE//napA//tig//yggD//mnmC//
GO_0006259_5	yfdS//ydfG//lsrK//fabH//iraD//wbbK//adeQ//pyrC//envC//mdtK//hisM//yihP//gutQ//dgoR//cyaY//ygbN//rfbX//araC//trpS//yhcF//yidH//ribC//fumA//soxS//flhC//yccA//hxpB//zinT//rplJ//minE//ybfE//livG//tamA//btuB//ppk//yfcS//yqhC//glpC//mlaD//hyaA//oxc//tauD//yjcS//mltD//pck//rrrD//ccmD//recR//tnaC//pyrL//cysK//hchA//mlaB//yihP//rfaQ//preA//glyS//moeA//mcrB//glnK//msbA//atpG//lgoT//yibF//pgl//yfdS//ydcO//cysI//sfmF//bioC//yggT//xanQ//yafO//dtpD//umpH//fucP//envC//rstB//ubiE//yciV//kdsC//opgH//rfaD//epmC//fruA//lplT//insH-6//rcsB//tauC//rplA//cynT//hflD//lexA//tusE//agaD//ssuE//yiaO//dsbC//sgbE//pta//gadW//yjhH//arfA//msrQ//nrdE//sbcD//malZ//nfo//yiaF//thiG//puuB//xylE//recE//rimP//rng//fecA//ispB//murC//ompA//thiH//xapB//mdtM//sdaC//tktA//ydcM//relE//gstB//ubiX//elfG//yjbH//insB-2//ytfT//astC//arcC//zntA//otsB//ydcR//preT//ompR//yhiM//mrp//rpsG//abpA//yqaB//rtcR//scpB//cycA//fryA//
GO_0006260_6	lyxK//proS//kefF//phnM//sgrR//dfp//pdeD//ydiV//nlpA//pdxK//sgrR//ssuE//creB//clpB//tqsA//mpaA//ydeP//secG//ynbB//lacY//hemL//
GO_0006261_7	gfcE//tatA//plsX//yehW//ascG//holE//msrB//gltK//aroL//dbpA//nrfG//folD//
GO_0006265_6	cydB//uacT//tusA//hofN//ilvM//
GO_0006266_6	ftsI//rsmF//maeA//
GO_0006267_5	rapA//
GO_0006268_9	basS//alaS//nlpE//
GO_0006269_6	opgB//
GO_0006270_6	mdtQ//yrfG//ppx//xisR//nfo//ydcS//
GO_0006271_7	allD//fis//cysI//
GO_0006274_6	oppA//
GO_0006275_7	murJ//frdB//mhpD//rpsL//preA//htpG//waaL//evgS//sxy//
GO_0006276_3	umuC//cobT//qseB//ydbK//yeaV//yiaO//rbsD//folC//
GO_0006281_6	tdk//tpx//speA//puuD//chbR//cpxA//mepH//kdgR//nimT//cyoE//argS//sufE//yieL//ybhP//cydC//ybaQ//nadK//yfbR//hofN//mutM//ibsE//adhE//hcaF//ppsR//yidR//xthA//yafO//cho//yjiM//tauA//dinD//putP//sgcR//zapE//dacD//paaD//ivbL//rarD//mcbA//glnL//metC//purR//sulA//deaD//ligB//yiiM//groL//zapD//ubiA//yijE//pgaB//mazG//wzc//yfiE//sapC//
GO_0006283_8	minE//
GO_0006284_7	eptA//hokE//ldcA//yehX//sodA//roxA//
GO_0006285_6	cspD//clsC//pbpG//waaL//rpsS//
GO_0006288_8	eptA//hyaD//
GO_0006289_7	appA//pfkA//
GO_0006298_7	nfsB//arnD//lpxB//ybdO//xseB//rimL//rplT//ykgM//bglJ//hypE//
GO_0006301_7	ybbW//mreB//recB//argE//
GO_0006302_7	yraN//tusA//cfa//yadM//rhoL//umuD//hemE//maeA//metQ//
GO_0006304_6	hscB//appB//elbB//dgoD//araC//ftsH//ydiP//tufB//ilvC//
GO_0006305_7	surE//cbrA//ldcA//topB//
GO_0006306_5	yaiV//topAI//caiE//hscB//
GO_0006307_8	sdhB//yjcO//dedD//trpS//dcuD//
GO_0006308_6	torZ//trmH//dgcQ//aldA//preT//yagI//pspD//tsaB//dsbB//hisB//ftsP//tnaA//
GO_0006310_6	bipA//secA//gspJ//prfC//pyrC//srmB//cheA//hflX//obgE//tdk//zinT//astC//glrK//ibsB//yfaV//pdxH//potD//scpB//adeP//napB//uidA//cynX//puuC//ftsB//pth//hisI//dgcE//waaF//rzpR//nfi//yraJ//rssA//aroC//ompL//ydiR//metC//ychO//alsK//bamE//ddpX//lpxM//ydcZ//yhcH//
GO_0006313_4	yneL//pepD//glrK//yhbX//dgcQ//fecA//malZ//
GO_0006323_7	phnH//
GO_0006325_4	leuC//
GO_0006351_6	flgK//yeaD//lysU//mraZ//gltX//ybhA//hscB//lit//trkA//pphA//znuA//recF//pinE//araA//ttdT//acpT//lrhA//yegS//ybhJ//bioF//fecD//rhlB//aphA//ybjX//purN//tyrB//rpnD//deaD//glmU//yggP//yidE//iraD//phnM//lsrR//rimK//insA-2//yqjI//murQ//rhsD//btuR//fliT//thiH//glpT//insH-6//leuE//serB//hha//yehB//lpxT//rplN//ubiX//add//uacT//cbeA//gsiD//tilS//fixA//yiaM//dacC//nuoI//ftsQ//glpA//cmoB//mtgA//chbR//ompA//phnP//metF//malS//insB-2//selB//psuG//yjcE//flgH//rarD//kdsA//murG//lptC//ais//katG//elaD//cysD//pspA//mgrB//dcm//mlaF//yibA//bcsA//rfaH//fecD//lolA//hslO//nadC//yihS//hybD//yebS//alsB//pck//pstS//oxc//mngB//zapC//acrB//yieL//hscA//dacA//afuB//gdhA//folP//garP//trmD//etk//pdxJ//opgB//scpC//insA-2//frc//yqaB//ygdG//
GO_0006352_7	adhP//mepH//npr//glpT//
GO_0006353_7	pnuC//torS//
GO_0006354_7	opgC//cyoA//livH//
GO_0006355_7	agaV//yfhM//ackA//emrY//alsE//pspD//mltG//proS//ubiJ//yieH//hsdM//mioC//opgC//rimL//pgpC//sbp//bamB//sfsB//zitB//rapZ//rluA//proQ//sucA//hemG//phoU//yraR//xylA//basS//mdtI//pyrD//ptsP//yegT//yadC//yejB//yahD//clsB//mraY//selB//cbrC//lysS//ubiI//viaA//casE//iscR//hfq//hdeD//ybcC//cydC//pyrB//greB//yhjA//phnM//ybiJ//wbbK//rpsL//nac//yciH//asnB//gloC//mtfA//yafC//adeD//yfdC//yfiF//dgcJ//fliK//nikD//diaA//bsmA//pheA//pgi//pheT//sgbU//uspE//sbcB//cusA//rlmC//melR//fdrA//emrY//hisQ//fsr//nrdD//waaH//fdoG//dusB//mgtL//yddL//pspC//rnd//pspG//yfaU//yhbX//glpD//rpsL//cytR//ybdZ//dinD//kch//frdD//flgD//yebZ//trmD//dgoT//yphB//pheP//lsrR//yrbG//ydjK//araC//nhaB//yjhG//ghoT//ghxP//chbB//aspS//aer//dxr//rpnB//sdhC//mmuM//znuB//rnt//folC//lpxB//ydaN//cmoA//pheA//yqjI//queA//rcnB//elaB//mltF//trpC//ilvB//ybhR//trmO//ycfL//mntR//dxr//rplT//glmS//yeiE//rseC//nuoE//rnlA//menB//chpB//hypC//fimD//nlpI//ybeY//msrP//rph//yaiP//phnC//hisA//ghxQ//tonB//essD//gyrA//cspB//fabH//gcvP//hpt//talB//mhpB//murE//ykgA//paaJ//scpC//ykgA//patD//uvrA//trkA//tnaA//rcnA//ydeM//ampG//asnS//tnaC//yfcA//yggT//insH-5//fabG//fixB//flgJ//flgB//thrS//nlpD//zapD//phoA//yiiE//blr//rng//cspD//bdcA//ppsA//lplA//rlmF//mtfA//lpxP//map//carB//gadE//eamB//entS//kefG//atoB//tbpA//yaiW//lplA//pth//rplE//patD//mepA//ytfP//bamE//ptrA//tolQ//marR//carA//hypF//yfjV//mreB//ygdG//nadB//cptB//yiaL//afuC//mepA//yciE//ptsG//ycbB//yfbV//waaZ//yebS//yrbG//nikC//fabB//yeaD//frdA//rbsB//mraY//uhpC//yhfK//yhdJ//artP//hypC//mppA//ypdI//sufS//hycI//recA//waaO//lpxL//lgoT//ypdI//upp//araH//yrfG//
GO_0006357_8	btuC//
GO_0006364_9	lpp//cpdB//queG//pmbA//cysQ//mnmC//ssb//gadX//puuP//nimT//queF//macA//bioH//ilvC//hisH//pfkB//srlE//nfsB//yihV//fhuF//nrdI//allS//puuE//rbsA//cysU//ydcT//ybaK//fhuC//rhtA//rhlB//valS//rplB//fepG//mltA//eptC//ytfT//dinD//wbbK//nlpD//tcyP//lrhA//rhaD//prmC//
GO_0006378_8	tcyN//rhsD//
GO_0006379_8	arsB//
GO_0006382_8	yraN//
GO_0006396_7	tdcA//phnP//emrK//mdtC//recA//ydbD//paaF//rutF//hemB//alsB//sanA//guaB//rfaC//nac//agaI//ycfH//nrdA//dicB//csgA//bamA//uxuR//tsaD//cynX//alsC//lptF//cyaY//rtcR//hsdM//uxaC//uhpA//nmpC//fadR//ygiW//lpxH//pdeR//baeS//rsmJ//rzpD//ycfL//fdoH//frlB//ubiA//baeS//ybiT//mdlB//glpF//adhE//frc//nagK//mreD//rstB//dmsA//uhpT//yihU//bglH//ispU//epd//yafQ//yddA//cmtB//xylF//prkB//csdE//uhpT//hcaB//chiP//insI-2//tisB//psd//arnT//sucC//uraA//artP//rpiB//acrZ//arcB//torY//uvrY//yraJ//sucA//prlF//caiE//thiD//rstB//yjbG//nlpI//fkpA//ghrB//rplQ//tktB//hisD//ilvE//pgi//poxB//pal//soxS//smpB//fimD//trxA//groL//rfaD//ilvH//
GO_0006397_8	xdhB//menE//ydcO//
GO_0006399_8	cusA//ydiB//insK//rlmE//yhjR//glxR//bcr//copA//chaC//cysN//tdcC//yiaO//wzyE//yraH//skp//yjjU//ybaT//mngR//nuoH//cysS//yghB//yhjD//ymdB//mhpD//rlmN//hxpB//polB//yhgH//degS//intQ//dicC//yijO//ade//treC//recT//plsC//barA//kdsD//nuoI//sad//fkpA//tdcB//dtd//ypdF//metQ//ftp//rplF//cedA//ispF//cydB//ssuB//hinT//rpoE//bssS//rbfA//deaD//yqhD//fadK//nagC//raiA//cobC//nrdG//thrS//rbsC//gntR//nhaB//napA//artI//yajO//exbD//mazF//nirC//pheT//ftp//pphB//phoR//sspA//mlc//paaG//ftsW//cydD//glgB//
GO_0006400_7	qseB//queC//dcuD//fliS//yjiY//glnH//lacZ//entD//prmC//nupX//ulaE//maa//parC//proC//eutA//rhmD//trkG//acpS//truB//lplA//ddlB//gspJ//btuD//rclA//rplI//casB//srlA//ompT//garK//yjbG//dsbB//murE//dosP//trpA//xisE//ubiB//ykgF//rbsD//mqsR//nikD//ilvL//fixC//envR//yqjI//phnH//ycgB//yeeL//symE//evgA//
GO_0006401_6	coaA//yhcD//lptE//glxR//nanK//ycjD//panZ//soxR//umuD//yadM//hemE//cyaY//ansA//mlaF//yfdS//intE//rrrD//malG//potF//aphA//xdhB//hcaC//
GO_0006402_7	cyoA//nrdD//rpoA//rstB//cpoB//murC//mltB//puuC//tatE//queD//yfcU//
GO_0006412_6	yafC//yhjA//dgcN//glvC//fimC//nusG//atoS//zraS//lsrB//aroA//hyaD//ybgI//yedL//hcaB//msrP//yihU//aroF//xseA//rclA//ybdH//fdoH//rpsI//sgcX//caiF//dinB//fhlA//rclB//norW//glk//tyrS//yqhC//yibH//ssuA//ftsY//cheW//tpx//tqsA//yhaC//zntA//psuG//emrY//yciF//tcyN//nfi//entE//ydcI//glgB//pflC//ydeO//nikC//malK//
GO_0006413_4	adhE//ppiD//zinT//
GO_0006414_6	fadK//folD//artM//elfG//deoB//actP//dinG//gltB//ssuE//
GO_0006415_7	malQ//rlmD//mutS//rsmD//phoP//yihX//cynX//
GO_0006417_7	ibpB//modA//blr//ugpA//nanA//uxuR//uof//rpsN//cynS//yidA//gatZ//elaD//xapB//argG//pgaB//yeaD//pncB//rnb//ppiD//sufA//nuoL//znuA//yeeO//emrE//nuoG//folP//iscU//rlmL//nanT//srlR//ftsL//sugE//waaC//ttdB//sufC//sdaB//tyrA//ydjH//ydjL//
GO_0006418_7	cyaY//intA//murI//yfcQ//uspE//hflK//elaB//prpB//yjjV//abgA//ghrB//yoeE//fpr//fpr//hipB//uspG//ampG//lolB//entS//moeA//chpB//ybaM//yjeI//abgR//rfbB//
GO_0006419_8	hyfA//
GO_0006420_8	cpxP//
GO_0006421_8	elfG//
GO_0006422_8	ecpR//
GO_0006423_8	yfcA//
GO_0006424_8	yieK//gshA//
GO_0006425_8	cysD//
GO_0006427_8	gloC//
GO_0006428_8	ycgV//
GO_0006429_8	hdfR//
GO_0006430_8	rpsD//ggt//
GO_0006431_8	asd//
GO_0006432_8	focB//yiaJ//
GO_0006433_8	cmtB//
GO_0006434_8	sohB//
GO_0006435_8	serB//
GO_0006436_8	fabZ//
GO_0006437_8	yjhP//
GO_0006438_8	waaU//
GO_0006446_8	zinT//aaeR//paaE//pdeK//ppsR//yeeJ//yebZ//
GO_0006448_8	yihU//ybaK//arnF//ybhR//tcyJ//
GO_0006450_4	lysP//ydaC//prpD//bioD2//lpxP//ilvA//bglJ//barA//bglB//rutD//
GO_0006451_7	hprS//
GO_0006457_3	cysN//cpsG//wcaC//rpiB//hslV//flgD//abpB//argA//carB//dgoA//rsmH//yefM//gstB//nuoF//malX//waaU//putA//fucI//sufS//clpX//sstT//gpr//pflA//lolA//birA//rpsE//mraY//eamA//gnsB//pstC//clsB//bglA//xylA//mtlA//ybaK//yfcR//etp//bepA//fumC//yehU//
GO_0006458_4	bioD1//ygbI//cysG//qorA//tdcG//cbtA//zapB//nlpI//
GO_0006464_6	nagK//pgaB//ycfS//pnuC//ydhC//mdtG//surA//arnT//yrbG//marA//malK//lpcA//insI-1//fimI//fixC//gspI//folD//pgk//yqhC//ssuB//ycjD//amtB//yihQ//rutA//gcl//atoS//trpR//flgD//tqsA//uspG//fiu//wecB//xylB//glnH//cvpA//uidC//rhlB//higB//ynfL//iscA//rffM//tyrR//gltS//yfeO//betA//rcsB//yaiV//frsA//cobU//tdcR//eutK//maeA//ldtD//dsdC//fur//rpnA//atpB//rpsB//galM//livJ//setC//ldtB//rcnR//fliL//ybiH//xylF//gatD//ygcR//yqhC//sucC//yhdX//wza//abpA//galT//yqaE//asnC//ygfZ//glxR//maa//entF//entB//pspG//rzoD//serB//yfbU//panF//mutS//sstT//sufS//rsmH//argF//moaD//coaD//xylB//viaA//rnhB//ybiY//mipA//yebZ//yciK//kch//ccmA//frwC//eutK//sulA//yfaX//rplK//tatD//entA//caiB//argS//sbcC//ugpA//hscA//creC//hns//arcA//ygcR//ybhP//lysO//hpt//yjiX//ybfA//iaaA//dusC//ompC//carB//radD//rnlA//trg//deaD//fumB//copA//fecD//menI//fdoG//dctR//uvrB//yggW//ybjD//cmtB//znuA//
GO_0006465_6	pdeR//znuC//ybiV//
GO_0006468_7	yhhY//dmlA//aceA//yccX//gshA//qorA//uspG//ftp//ltaE//cysN//fhuF//argO//yahF//elaA//yhhZ//marR//nuoE//phoB//pta//yfbU//mfd//fepC//intQ//rpoS//mdtO//yeaE//mhpT//yqgB//ygcW//rpsN//torS//hemE//mtlR//slt//pspA//flgF//glnP//nupG//narH//fucI//nuoE//fabG//mtr//adhP//btuC//asnA//glvC//tar//mukB//garL//holD//rhaB//iap//
GO_0006470_7	mlaF//lpp//pheA//yjhH//surA//idi//ybiW//hflK//insH-5//yqhC//cspG//dld//ilvE//murG//pdxK//ypdF//
GO_0006473_8	ydeP//yecS//gapC//amiC//xapR//fis//alsA//murR//lgoD//fucA//bhsA//wzyE//
GO_0006474_6	ugpB//sapB//arsR//dauA//cueR//
GO_0006475_9	mltF//fklB//
GO_0006476_8	murF//chaA//obgE//
GO_0006479_5	hns//agaD//yhjB//msbA//ycjQ//elaD//pdeD//yehU//
GO_0006480_6	dtd//
GO_0006486_5	mdtO//
GO_0006490_5	phnK//
GO_0006497_7	metQ//
GO_0006508_5	folA//gshB//dacC//yijE//ydcM//hpf//waaG//mlaE//ycfL//crr//nuoB//hypE//murI//yciF//narG//ybgI//fepB//betB//pgpC//yhgF//cusS//elaB//ppsR//ydeI//paaD//yebZ//bioC//rutG//yccS//ydiQ//wzzE//hsdM//relB//yfdK//coaE//hisH//nuoG//wecB//elfC//bioB//nikB//uspE//phnN//pheT//eutB//cobC//ivy//pspC//uspB//yfgJ//rseB//fdhD//aspA//insI-2//ugpB//
GO_0006515_7	nagE//bglX//zapD//ytfQ//
GO_0006517_6	hprS//rutB//ychO//yraH//
GO_0006518_5	kdsA//fepG//menI//hdfR//dnaB//yadC//phnK//fabD//aes//menH//kduI//nadD//zur//ibsA//mprA//dinQ//rcnA//purT//ttdR//tqsA//tsaE//dgt//kbaY//speD//yiiD//yohD//degQ//yphB//nudB//nrfE//elyC//yjhI//higB//gstB//ygeW//rhaT//nanR//alkA//fabH//mazF//abgB//focB//rng//rimL//iscU//tcdA//narQ//ygdG//yhaJ//creB//moeB//mgrB//kdsD//eutK//sfsB//casC//yddM//ycaN//metN//dacB//yghW//mhpC//aas//hns//fhuC//ldtB//rpe//mdtD//murC//proP//hypE//ibsC//ilvI//xylR//tusE//fre//feaB//
GO_0006520_4	yfdG//tap//ybeQ//zraS//ppiD//cysD//cmtB//nudC//yidR//gltS//sufB//hemG//wecC//glxK//sucA//yahD//paaD//alsA//ycjD//pbpG//yebQ//hpt//wecC//yafN//recB//tufA//zapC//artJ//ygeV//mscL//fumB//artJ//glsB//yajQ//hflX//radD//mrcB//prfB//purU//yciG//yhcN//syd//rcsF//ynfE//clpA//phnH//ybcF//sodC//yqjI//phnC//yidA//ydfG//caiE//bacA//yehU//ybjD//fimC//uvrB//fliG//ade//soxR//rpsN//ccmF//rcsA//hrpA//prfC//hscB//rplD//fadE//zwf//norW//prlF//asr//entF//aspA//yieH//thiI//dinB//ogt//opgG//ygcO//yadG//narG//rimI//aroK//epmB//yhdZ//dgoD//topB//mlaF//galU//aspS//asnB//ccmH//ykgF//hpf//speB//ygbL//ykfM//pncB//yghW//yhgF//frlR//sfmA//ddlA//pyrG//tig//metI//yehX//gsiA//chpB//puuE//cra//apaH//agaA//dnaG//cecR//yfbS//yahD//argP//ftsP//hycA//yhbO//yraH//sgbU//livK//yjjW//relE//oppD//cspC//argA//glxK//tnaB//csdA//minE//malS//secF//cas3//arsC//fau//yraJ//preT//mukB//phnM//melR//gcvP//acs//yedL//narY//yfcQ//yagG//yjbG//rzpD//apt//prkB//sulA//adhP//glnA//uspF//cysB//trmO//hdeB//gpp//btuC//eamB//cdsA//uvrD//atpC//casD//serC//mdtA//wcaJ//mglC//panD//rimI//ygfX//yajD//clcA//mqsR//macB//iraD//insI1//ydeM//entB//lrp//ygaZ//lldR//ygeX//tonB//nadE//cadB//nhaA//dppA//dsdX//minC//hiuH//mltF//msrB//cadB//alsC//ralR//mltB//
GO_0006521_6	fbp//cydC//rpoD//
GO_0006522_7	mdtQ//tatD//gadB//zupT//rayT//srlE//glgC//
GO_0006523_8	ygiV//rarD//yihW//yfhM//
GO_0006524_8	alpA//yegT//citE//
GO_0006525_7	ybbN//prlF//mutY//gcvP//ygdG//acpH//yhjA//pliG//glnE//cdgI//hemN//lptG//argD//rnhB//yhjD//rspB//hpt//uvrB//clpB//cheB//argS//
GO_0006526_8	ftsP//rmuC//yahK//rimJ//glsA//zur//mnmA//bioD2//ptsI//fimA//leuA//yidP//ubiB//
GO_0006527_8	pgaB//tisB//galS//tusA//ydaN//uvrC//hpf//yfdC//dicB//
GO_0006528_6	rfaQ//hisC//rsmI//ydiZ//
GO_0006529_7	recE//yddA//
GO_0006530_7	atoS//metQ//
GO_0006531_7	dcp//rraA//agaR//intF//puuD//ytfQ//pinQ//sgbH//
