#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	feoB//hybA//dtpC//ubiB//
GO_0006139_4	yqiI//ade//grcA//menB//mltB//nikB//dinG//htpG//paaC//arcA//hflK//hofN//yiiM//thrB//pyrC//ebgR//kdgT//ratA//secF//rihC//mcrB//elbB//modA//yrfG//yodD//rpsQ//cysZ//opgB//yjhH//mutY//orn//ypdA//lon//aroP//sfsB//gatC//ampD//recA//yaiP//yfjR//yhjC//fryA//iscU//moaB//fimB//ydcP//surE//ymdB//yhbX//dsdA//ptsN//fimD//mdoG//yfeO//ubiF//flgA//sfmA//ibsA//udp//cyoB//abgA//metB//ygfA//yidD//cadB//lldD//fabR//proQ//mcrB//recT//rbsB//sgrT//dicB//rhaS//tpiA//cysQ//borD//ybaQ//arnT//brnQ//potF//roxA//rlmG//ybeF//adk//gspE//zapB//lolE//carB//rhlB//citE//secE//ygeW//yiaO//uof//bluR//hyaC//nadC//lolA//ygeV//hcaD//rnr//hyfC//lexA//gadB//sgrR//ydfK//mdtE//moeA//gadC//ybdM//symE//rpoD//sgcB//proA//nrfB//rpsG//yoeB//obgE//pnp//yfgJ//yqiG//yebS//gpr//fabA//tsx//nrdH//rpiB//ligA//mlaC//aceF//tpiA//thiI//yehP//rpe//ybbN//ttcA//caiT//hokB//tomB//pabC//lpxH//nanC//gudX//rsmH//queG//ppc//ycbB//hflX//tdcD//mhpT//yidL//ydiZ//hypT//sxy//lysC//pdxB//greB//yhdX//zapB//malP//cca//glgA//ompT//trpC//yagU//ygeA//gluQ//tamA//pgpA//kilR//tus//arnA//mioC//paaX//rnhB//murG//smrA//nmpC//cysP//lysP//yjgX//pykF//murI//insI3//dauA//cdh//waaU//artM//ybaK//sfmC//relE//ugpA//hcaB//feoC//edd//rpsP//nth//lldR//alsC//paaJ//yciA//nrfE//ugd//yihS//rimJ//wecE//garD//trpA//ddlB//ispU//ydfH//kbp//pdxA//dusC//elaA//narW//mepS//ydiV//yneE//artI//dps//narQ//yegS//ydcO//mcbA//hyfC//ygeV//nrdR//lldP//yieH//mrcA//narZ//sucC//gmd//acrZ//nanA//marR//skp//mlaE//bssR//accB//nsrR//dinG//carA//rhaT//rffG//rsgA//azoR//yahI//yfiC//arnE//eco//rpsR//ybdM//trpS//ygcW//yihV//ogt//epd//yibH//hns//xapB//ubiJ//htpG//yfeR//mgtL//adeQ//mrr//nfi//gatD//mdoG//lpxD//waaU//cheR//uvrC//yejA//rpsJ//rnt//ycbU//yciH//bioP//yehW//waaH//bamC//ttdA//aroH//nadB//rutC//mepH//torZ//ulaD//hypB//ydcS//allD//mrdB//phnM//gadE//yadV//yihQ//ymfK//mcrB//rfaC//lldR//rplE//valS//ychO//acnA//flgG//flgG//pfkB//rplR//hybG//yidA//holB//garK//ilvL//cspC//ddlA//cycA//clpS//mrr//yjeI//priC//mscL//tyrR//ispF//flhC//ilvN//yghB//cyoE//lpoB//acrR//lpd//rhaS//paaZ//yefM//yjeH//ypdB//rlmM//pdxJ//mreB//crl//ygjR//aldB//ycgV//rfaQ//sufA//thrC//epmA//mdtA//wzb//ytfR//yfiR//apt//argF//polA//ydbK//metR//yddA//yjbB//yhdH//bioD//rpoD//alaE//apaH//ptrA//focB//tauC//uxuR//cyoB//rfaB//ulaE//leuA//rplQ//etp//ubiF//yqiJ//lysP//rhmR//chbB//yfaE//aroF//modA//appA//yddM//rmf//proA//murF//paoC//lolC//ubiC//msrB//yehZ//fliG//tatC//rarA//hisS//mgrB//nrdR//trpL//tamB//truA//murI//yejE//dtd//hycA//nanE//yehZ//astC//fliG//syd//adeQ//bluR//kdgK//nagZ//rcnB//xylG//yhjA//yahF//clpB//yhhY//ybhS//ilvH//osmE//abgA//ptsH//ompG//mazF//ycdY//deoD//ftsA//serC//ybbY//chbA//aceF//pabA//dmlR//gltK//rplD//speG//lptE//nth//yedL//speA//rpsB//prc//pphA//lplT//manY//gph//yidL//rlmH//rcsB//yobF//yedX//ubiH//caiD//dppD//argI//ais//rsmG//rplF//fadE//fimI//rfbX//yjhH//priC//kdsB//ybbN//speF//ptsN//phnH//dcd//mtnN//paaE//radD//ftsK//trmJ//galS//yhhY//mrdA//hdeD//rlmE//recF//livH//glyA//yebC//dnaX//rpiA//cobC//minD//dinD//yfcU//lptE//torS//xylE//azoR//rffC//proA//rpsH//yggN//narZ//ispA//ispF//cecR//allS//yceO//miaB//secM//fmt//gatD//aas//ybcL//cysE//patA//csdA//caiE//ftsQ//glpB//ldtA//melR//rhaT//napB//dmlR//sodA//cpxA//pck//ruvA//lrp//fbp//modA//yjhP//mtfA//tdh//frwC//frmB//bepA//tar//pldB//yqcG//trkG//cpxA//ygfA//nuoL//exbB//dfp//surE//garP//ftsZ//sodB//dcm//flgD//frwB//ygaV//yqeF//guaC//rhaB//ftsX//fkpA//opgD//greB//zipA//clcB//talB//sdhA//hrpA//deoC//ybaQ//rbbA//bioD1//ybdM//hisI//uvrY//narK//lysR//barA//rapA//ybaK//nuoI//xanQ//citG//yodD//ybhP//ftsI//dctR//ydcM//pgaA//yehZ//yggE//chiP//mscS//mioC//rpsS//ubiB//yceO//rsmB//map//xerC//sseA//scpC//paaB//fieF//pepN//garR//ycjD//ydeI//yjiA//acpP//umpG//gspJ//gldA//xseB//
GO_0006140_6	fimC//glnD//
GO_0006144_6	rodZ//aspS//yahD//slt//ftsI//rplK//cobS//fryA//sgbU//rpmC//
GO_0006145_7	hycB//yphC//sucB//cirA//
GO_0006146_8	malE//pykA//
GO_0006148_9	araH//
GO_0006149_9	queF//
GO_0006150_9	proA//
GO_0006152_7	hchA//phoP//hybF//ybaL//ybeY//glxK//
GO_0006154_6	proA//
GO_0006161_9	uidR//
GO_0006163_6	tdcB//appY//entD//prpR//pntA//gntT//tpx//cusF//ydeE//entB//rfbC//acrZ//ssuA//kdpD//dsbB//yfcS//tap//prlF//alr//aslB//arnF//rplR//dmsC//ypdI//yhhY//ispG//rlmB//mog//kdsB//glpT//mdfA//birA//csrD//feoB//ychH//envR//appC//cydD//ygiV//rnd//yfiE//dgkA//yjgX//galR//cpxA//dnaE//psd//mazG//nuoI//ycjY//cbeA//yhdZ//araA//uspE//
GO_0006164_7	tusE//cyoA//yijE//hypC//holC//parE//fixA//ldhA//fes//yciE//rplD//speD//yhcD//nuoN//ykgA//ydcT//yhhT//ldtA//flgA//lpp//eno//yieH//yidL//mcbA//nrdR//pfkA//rcsB//ulaB//bioD1//arfA//yphF//chpB//icd//tsaE//fucI//ubiH//potI//yghG//ygbN//ydgA//
GO_0006165_7	allS//eco//yfaV//waaG//pepD//cydB//yebZ//abgT//mcrA//amyA//cirA//rraB//frdB//mglB//rimO//narQ//copA//fliS//perR//
GO_0006166_6	cpsB//rpsT//
GO_0006167_6	metB//
GO_0006168_7	pitB//carA//
GO_0006171_9	dgoK//
GO_0006172_9	mdh//
GO_0006177_9	rplL//uxaA//fur//
GO_0006178_7	yceD//
GO_0006183_9	uxuA//
GO_0006188_9	eptB//mlaD//pntB//bluR//
GO_0006189_10	waaJ//fdx//
GO_0006195_7	rutB//ydgA//
GO_0006203_8	uxuR//yhcN//
GO_0006206_6	yidR//accD//bssR//gntR//puuP//ruvA//yfcV//waaC//cysK//dcuA//tldD//hisQ//icd//proS//gntT//lpxT//arnE//ispH//rlmD//mglA//nikE//mepM//rpsM//cspI//tusD//tadA//
GO_0006207_8	arfB//fpr//rpsQ//atpH//pntA//
GO_0006208_7	thiM//yfdR//kefB//hisH//prmC//ackA//ilvD//pinR//speB//nfi//yeiE//dkgB//rpnA//
GO_0006209_6	ybaT//
GO_0006210_8	bepA//
GO_0006212_6	fadM//yebZ//uxuB//sbcC//dusC//ycbB//yedP//ybcQ//priB//dctR//pepD//
GO_0006213_6	rpsR//ybeF//dppF//ydhC//rclR//yjfP//acrD//potG//glpG//cyaA//ebgR//allB//tusB//flhC//yeeA//rutE//
GO_0006216_9	rlmH//
GO_0006217_9	yqiH//
GO_0006218_9	yihW//
GO_0006220_6	rplE//casD//rspB//yehZ//hisB//yaiV//recA//yqcG//cheZ//rsmC//ydiK//yhbX//glcD//insH-5//mngR//menH//bdcA//murR//yeeO//lacY//
GO_0006221_7	ugpA//ycgR//argE//yidR//potB//garL//tynA//asd//kdpB//garD//fmt//higB//yiaN//
GO_0006222_9	ygfX//
GO_0006225_9	hycI//
GO_0006226_9	fliG//recC//
GO_0006227_9	speC//
GO_0006231_9	rlmH//
GO_0006233_9	uxaC//
GO_0006235_9	xisE//
GO_0006241_9	adhP//
GO_0006244_7	acrA//ghoT//gltP//pdxY//hycI//kdgT//ymfK//
GO_0006259_5	fliA//ibpB//fumA//ubiJ//cdh//phnH//deaD//oxyR//yehD//matP//ttdA//cbtA//tamB//dhaL//zntR//insI-1//murD//narQ//mglC//uvrD//cysG//flgA//yfjV//rsmF//yihW//ymgA//rph//nusG//afuC//fdnI//katE//rpmF//yggX//adeD//yqjI//ribB//tolB//secD//nuoE//gapC//bioD1//mdtF//yhjD//ygfZ//gyrA//hinT//mnmE//cusC//srlD//citC//pyrG//yahI//arsR//casE//uxuA//citG//opgD//rpsG//yqjH//dcd//lptF//prs//insI3//puuC//ytfP//glmU//cadA//eutA//crr//rluF//xanP//fadI//atpF//ybhG//cho//purF//endA//yfaL//dld//truD//mdtJ//uraA//ileS//lpxP//idnK//narP//elaA//fucA//ushA//thiC//yqeA//rraA//cirA//frdD//creC//cpdB//entA//gatY//clcB//uacT//ettA//rsmF//ccmA//ivbL//efp//yadV//rutD//rplW//menH//yraI//ycjR//torD//uidA//mglB//sgbU//sucC//gutQ//yadN//rlmM//sbcC//tusA//zipA//rutF//cysM//paoC//pyrC//afuB//rhaR//eutR//dinI//afuB//galT//ycbV//ycaO//msrQ//glk//fucI//lsrR//mdlA//bglF//idnO//crp//aspS//potF//ftsN//viaA//mtlD//rcsB//
GO_0006260_6	iscA//ulaB//fimG//ulaE//rbn//sapD//grcA//relA//cysU//argE//wzzE//narH//dcd//ampH//dnaQ//tnaA//yihU//tolC//yjiM//hypF//yebS//
GO_0006261_7	gloC//sspA//glcC//pspC//pheP//rutA//asd//umuC//ftsN//mog//mdtP//nrfD//
GO_0006265_6	ybhF//flhE//lsrK//polA//amiD//
GO_0006266_6	yfaX//metI//yahN//
GO_0006267_5	yfhM//
GO_0006268_9	moeB//ydiF//pdxA//
GO_0006269_6	sodA//
GO_0006270_6	ompW//ydcM//pyrH//znuC//surE//dnaE//
GO_0006271_7	osmE//asmA//atpA//
GO_0006274_6	rutF//
GO_0006275_7	ompN//hyaA//lexA//ydhK//cydD//nrfF//tas//prc//fliL//
GO_0006276_3	tqsA//brnQ//mdtC//yghB//lysS//phoR//garK//lgoT//
GO_0006281_6	insA-1//qseC//fimE//ydiV//ackA//ybhI//xapA//glnS//araA//ung//umpH//yibF//epmB//wzzE//ycaO//rtcR//waaZ//yraN//yefM//umpG//yehD//mdtM//nlpA//prkB//pepB//ynfE//syd//cusC//ldtD//mipA//talB//ispH//purD//tusD//tesB//evgS//mdtQ//hexR//pheP//cusF//zupT//rlmI//mscL//yidH//glmU//cysM//thiI//arsC//srlD//cyoE//sppA//rihC//cpxP//ycgV//yfdG//
GO_0006283_8	glvB//
GO_0006284_7	araF//dut//dicA//iclR//tolQ//rhaS//
GO_0006285_6	rseB//hsdM//yqcC//sdiA//cdsA//
GO_0006288_8	chaC//cysG//
GO_0006289_7	trpD//rpmH//
GO_0006298_7	erpA//ssuE//pdxJ//wecA//ruvA//cas3//napC//preA//pinQ//nuoG//
GO_0006301_7	glgC//ccmD//sucB//rpsQ//
GO_0006302_7	rhlB//yggE//yraH//udk//sapC//bdcA//dmsB//hchA//prpC//
GO_0006304_6	aroG//kdpC//nfsB//fdoH//aspA//codB//yihI//qseC//norW//
GO_0006305_7	rpsK//glcC//patZ//mcrA//
GO_0006306_5	ghoT//glpT//fadR//gltD//
GO_0006307_8	ettA//ybiI//glnP//yggW//metI//
GO_0006308_6	yihT//nupX//hns//cspC//feaB//dinQ//ydjK//pheS//sseA//puuA//argE//queC//
GO_0006310_6	bcsA//rfaE//kefF//ymfK//clsC//recD//yjgX//frwD//setA//kdpC//yegS//rplM//metH//pppA//narV//gpt//lon//ligB//nuoG//yfeR//rtcR//fadI//iclR//garP//tusA//cobB//uvrD//rluA//lysR//yjhB//yjjV//hha//motA//ftsN//ybjG//cirA//menH//avtA//dnaQ//dgoK//uup//kdpA//agp//
GO_0006313_4	btuD//ldtA//gspE//yihP//hcaC//gudX//ybdN//
GO_0006323_7	thrS//
GO_0006325_4	yfcS//
GO_0006351_6	bluF//abpB//murJ//puuE//rlpA//folM//torY//menH//nupG//malQ//ybcF//tatB//nadC//csrA//selU//tyrS//puuE//yraN//sucA//potE//ampE//araF//surA//yjjI//prlF//dinJ//lysR//appB//ileS//yjjV//pgaB//nlpD//rph//glnD//rph//lptF//selD//narU//yhgH//rpsB//yhdX//cheZ//metF//alaC//purF//osmC//cptB//yidZ//yegV//yjiY//cyoE//rplF//dcuD//zupT//casC//lepA//ynjA//rnpA//ygjR//ogrK//recE//ybcM//kduI//nac//ppx//artP//galP//mrdA//dpiA//yjjB//gabT//aldA//gapC//ptsI//betA//queC//xisE//nrfG//xerD//adiY//yfaE//baeR//lolD//yfdO//sgcB//glsA//selB//hyaA//ihfB//yhaC//ykgO//def//tauA//ybcJ//ydfG//agaC//potA//ybfE//ybgQ//ynfF//dmlA//rssA//cheB//codA//moaA//mrr//guaA//flgG//yhaO//ycbV//yfdG//infB//pgm//pflB//uup//yhhZ//lplT//ftsP//bamD//
GO_0006352_7	modB//recG//rpmF//abgB//
GO_0006353_7	fdhD//flgJ//
GO_0006354_7	rph//pabC//csgF//
GO_0006355_7	pncB//hmp//minD//argS//thiM//nth//yegD//aceK//uxaA//sdhA//rpiA//rfbD//bacA//yccA//dgoD//modA//fecD//norR//hscC//nrfD//oxyR//glyA//baeS//deoD//murA//hypA//narU//rutB//glsB//frwD//mngR//dhaM//mhpC//gltP//uxaA//ihfA//pmbA//ydjE//pdxH//cpsB//pepQ//speE//tdcG//thiP//yibA//fruB//accB//opgG//ettA//qorA//ansB//modA//ansB//psuT//pstA//dicA//tyrS//yehX//flhA//dtpC//glcF//chbC//yebZ//gppA//glpG//yidZ//rsfS//fdrA//prc//rbfA//yieE//yhbO//pth//ynfH//minE//satP//flgG//ratA//yacG//lptF//bglB//codB//ptsP//ldtC//ompL//alsA//yadC//crcB//iscR//glsB//lgoT//umuC//yadV//tauC//nfuA//rhaB//tcyL//leuB//lolA//phnK//folE//caiF//fabA//aroH//ibpB//cheY//accB//entA//bluF//tusB//frmA//lsrC//glvC//rpnD//queA//uvrC//livF//tauB//ascF//frdA//rsmD//purN//crr//ybgI//mltC//uhpB//yfcV//yadK//apt//rapZ//gpmA//yfcR//flgG//dnaK//recT//iscX//mrdA//rpsE//phnL//rlmD//symE//lpxL//rnlA//ptrA//dapB//nrfA//tadA//tsgA//yoeE//insI-2//bioH//aceK//rcdA//dgcT//tamB//hofM//alr//mdtF//mdtA//ubiC//dsdC//nagC//garD//zntA//hofO//nuoL//mltG//dadA//ubiG//yobA//kdpF//lrhA//torI//dgcM//sufA//ldrA//ygiV//uspG//ccmG//thrB//tsx//mppA//ydcM//lsrK//cyoE//yhdW//fabZ//bglA//katG//ugpE//ispU//ybaO//ftsN//artP//dtpB//gpmA//caiT//entH//argB//glsA1//gatY//fixB//betA//ppsA//acpS//yjhH//yfeX//hofQ//ghrB//amiD//fimB//bglA//rclC//proS//rhmD//ybaM//sppA//tdcE//cyaY//ybeQ//rplA//bdcR//gutM//tpx//mscK//mtn//paaZ//gluQ//der//glpT//ypdF//ybeQ//cmoB//fucI//thiC//pfkB//radD//yqcG//dapA//fepB//yfbR//cysS//dxr//waaL//recQ//dinI//nagC//truB//ydeM//mdoG//pinE//nanR//rpmB//nlpA//waaB//appB//yqaE//marR//pckA//ykgO//epmA//
GO_0006357_8	rpnB//
GO_0006364_9	glvB//ppsA//dmsA//dtd//ypdB//murP//yibT//araE//frlR//yahK//yraJ//rpoA//gadA//alsA//metL//hyfC//cbrA//yiaJ//psuG//yodD//uidR//yjiY//tolQ//ygaV//envZ//mnaT//dcuS//cobT//adiA//bglX//rnlB//gadA//emrB//yqaB//agaC//narK//rhaR//corA//frr//fucO//ubiE//yadN//yebC//
GO_0006378_8	cysI//uhpT//
GO_0006379_8	uxuA//
GO_0006382_8	lgoR//
GO_0006396_7	rnt//yccA//rtcR//crcB//cyoC//lolE//ydfH//dsdX//rhmD//mprA//yfcS//hdeA//oxc//fixA//fabH//rlmE//gppA//mgtL//leuD//actP//rpmG//metC//clpA//yfaX//rplT//cheY//ldhA//citX//acpH//cysN//hslR//cas2//cheR//rsfS//thyA//rutD//yjcS//ftnB//metE//ridA//yedA//ydiP//fliD//gntU//sucB//csgE//glpB//mnmA//fimC//glcB//nagE//curA//afuC//trpA//katG//rsfS//hycB//recE//araA//panF//mdtK//glk//yfcV//ygbN//nuoN//xylG//proW//betA//topA//rpsN//pheS//roxA//tabA//holD//ratA//ypjD//yfeD//fadE//dut//kduI//rpiR//argA//aceK//exbB//rpsS//recC//mdoG//rlmM//rplM//fic//adiC//hxpB//greA//betA//ribD//uspE//ftsW//leuE//sfmD//dsbC//ptsP//dcp//
GO_0006397_8	yigB//gnd//higA//
GO_0006399_8	mltB//wrbA//fecC//ymfA//dadA//nusG//aroC//gstA//ebgR//tufA//nlpA//pliG//stpA//gudD//ybgI//ycdX//dhaK//yeeO//garK//tnaA//sufA//flgJ//arsR//nanK//aroD//elfC//holD//rfaG//bisC//minC//yejB//tusC//yfbR//nrfC//bluF//yhaJ//yihO//yagF//leuS//bdcA//fimD//ulaF//epd//asnC//ycfH//yiaL//bsmA//sdaC//ybiX//yejF//aroB//phoP//plsC//narY//ansA//betT//lpxH//trmL//nrfC//pspC//cmoM//dsdA//cydA//cho//rpmF//appY//pal//pgaB//flgC//yhjV//lgoR//fepE//ompR//ygeW//yifB//rpmA//ynbC//ftsP//yehU//araE//csgB//iscA//
GO_0006400_7	puuE//zitB//nrdR//lapB//flgM//frwB//zapB//mutT//ahpC//yiaL//arsB//tdcD//yadN//menD//yidR//edd//mdlB//lplT//mmuM//glmM//yaaY//yidC//putP//glgC//hemE//rluE//glgP//argS//dgcJ//tar//otsA//hycH//fumA//glgA//sgcA//luxS//lpxT//cdh//ais//pgaB//yafO//yeiL//tdcR//ulaC//selU//hcaT//rffT//cbrC//yhjG//
GO_0006401_6	lolC//yagF//fryB//uhpB//relB//ydjE//rpmE//pepA//yibH//fucK//lpoB//leuA//nanK//atpF//fecA//sodC//yqaE//afuC//sgcA//purT//ygiV//fumC//
GO_0006402_7	ftsL//codB//cadC//glsA1//csrD//argG//lsrB//hycA//mutM//mazG//frr//
GO_0006412_6	aspS//plsB//arnE//cpxA//torI//iscR//slyD//ais//eptB//soxS//acnB//ldtA//asnS//rsmJ//lpp//yhhY//dnaA//dsbD//pyrD//hypA//yecS//accC//murJ//msrQ//malG//lasT//idnO//rho//glpR//ynbD//yhbO//nadA//kdpF//mrcA//ileS//yfaL//ypdB//rluD//flhC//csgD//endA//rlmJ//ansA//fdx//mdh//cspD//mgtA//ppsR//ulaR//bioD2//fimH//
GO_0006413_4	treF//rplR//qseB//
GO_0006414_6	yhdH//gabD//dsbD//pflB//ubiA//arcA//mug//gapC//rmuC//
GO_0006415_7	fdnI//dppD//rbsA//fdnG//bioD//rplT//lplA//
GO_0006417_7	rplL//bacA//rpmG//ygfA//yjiY//ddpX//ydjL//rusA//ybgI//yieL//dppD//arcA//maeA//rof//ubiC//dinG//miaB//yehT//casB//ulaC//ampE//yajD//ydiK//ydiR//topA//zapA//ygfI//rpsI//glxK//yfaL//hchA//rraA//matP//ulaC//nrfE//zapA//gloC//ibpA//yehW//
GO_0006418_7	nikD//gapA//yhdX//crfC//mqsA//mdtJ//dsbB//speA//ispH//yagF//fetA//atpD//fumB//uof//eutR//hyaA//dnaK//mcbA//yadM//sucD//acrR//ilvN//caiF//acrZ//fau//
GO_0006419_8	yqeG//
GO_0006420_8	purB//
GO_0006421_8	yfaX//
GO_0006422_8	yjhI//
GO_0006423_8	lapB//
GO_0006424_8	atoB//hslU//
GO_0006425_8	nrdD//
GO_0006427_8	lyxK//
GO_0006428_8	paaE//
GO_0006429_8	yciF//
GO_0006430_8	fcl//ygiN//
GO_0006431_8	suhB//
GO_0006432_8	mntH//murB//
GO_0006433_8	dapF//
GO_0006434_8	secE//
GO_0006435_8	aroB//
GO_0006436_8	secD//
GO_0006437_8	thiH//
GO_0006438_8	yijE//
GO_0006446_8	sfmD//xapB//grcA//preA//parE//fhuB//hyfC//
GO_0006448_8	bioC//selD//yjbF//cysS//plaP//
GO_0006450_4	torA//cheZ//arcC//moaB//amiC//yqiJ//nanC//ddlA//alsC//cspD//
GO_0006451_7	ybcL//
GO_0006457_3	alr//edd//garP//ccmH//clcB//mnmA//ampH//speB//dmsC//ilvC//mdtQ//selA//yagJ//moeB//pstC//fadL//fiu//rplF//lsrB//ygdG//flhD//sad//waaP//phnN//nuoM//nemR//queC//cutA//bipA//citE//tomB//yihU//cpdB//hflX//degS//rseC//araG//ybdZ//gstB//bamB//
GO_0006458_4	nudC//hscC//nfuA//msrC//hcaE//rhlB//murG//yqgB//
GO_0006464_6	rnd//lyxK//ydjJ//flhE//yfbV//glgX//mltB//puuB//nanS//lacY//ybdZ//yadN//intA//cysC//ycfL//uup//leuO//gsiA//glvC//ybcJ//rhaD//mnaT//msbA//thyA//gadA//hyaA//znuA//fhuC//tsgA//wzc//ghoS//sxy//rbsC//maa//maoP//wecC//hypE//speC//truA//yqjH//eptA//tauA//matP//ispU//mltG//zapA//ygbM//ahpC//nupX//phoU//srlA//nadC//ydaN//fliG//glrK//potG//intF//ligB//ycgR//mltF//lsrK//sodB//secD//pdeL//iscA//pflC//ptsN//borD//rclC//nrdF//cysP//yfbU//dkgA//uvrC//livG//ihfA//glnD//leuB//pabB//folP//uacT//prfB//bcsA//rhtB//hfq//trpD//lptF//rluE//menC//atpH//aas//fadE//truC//fepD//uxaB//putP//dsbC//yejE//gltD//hmp//epd//tdcC//gatB//paaG//xylB//tig//yfjV//ydiB//yqiG//uhpB//mdh//rpiR//metL//hsdM//yajD//xylG//nikC//fabI//casD//rtcR//uhpB//ccmE//oxc//fdnH//hypC//yagU//ttdA//msrQ//aroB//hybF//ybeY//rpsG//amiC//kgtP//gntT//ssuD//fadR//sfmH//acrR//elfC//valS//asnA//
GO_0006465_6	tsaB//msrC//dgkA//
GO_0006468_7	fixC//ydaN//gyrA//lptE//hypA//rfaB//rluB//fepD//rarA//spy//yibT//ydaN//prfC//acpS//yadI//yihL//torA//rbsD//rmf//yhfK//tyrS//pck//ppk//ccmD//alpA//hypB//leuB//ilvL//yebG//uspB//btuR//rph//hemA//uhpT//mdtA//yfcA//purN//nupX//secF//ccmC//hdeB//yqiJ//nrdB//ymdB//ytfQ//atoC//acpT//bglJ//ypdC//insI-1//ybdG//kbaY//rph//
GO_0006470_7	ygbI//nikD//rffG//mazF//ybiS//macA//hybA//dnaE//xanP//yeaK//truB//mhpR//rpsL//pheT//alr//mog//
GO_0006473_8	cecR//lptA//mrdB//glnS//dsbD//nagK//soxR//lacI//rpmJ//ydhJ//hdeB//clcB//
GO_0006474_6	sbp//fkpA//lpxB//flgE//msbA//
GO_0006475_9	mnmA//ygeX//
GO_0006476_8	rplB//ybjI//asnS//
GO_0006479_5	prpD//valS//narQ//setA//lolB//tyrS//rplM//ppiA//
GO_0006480_6	uvrA//
GO_0006486_5	lgoT//
GO_0006490_5	gcvA//
GO_0006497_7	ymjB//
GO_0006508_5	btuD//argI//hofN//livM//lysO//hicB//yehU//ychO//mpaA//serC//yhhY//truD//ybhP//ligA//asnS//trpB//queE//bolA//yjfP//rraB//menI//yggE//trmH//rep//livK//entF//fdnH//ftsZ//fdoI//yggT//pntA//mutH//rclB//panB//tktA//serC//phoP//nimT//hemB//adeQ//ispF//tufA//glcE//hypD//tehB//potF//rnt//bamA//rpiA//glnA//accC//mltF//malZ//rfbB//ibaG//
GO_0006515_7	yjhP//waaU//ybiV//panB//
GO_0006517_6	modA//manA//nhaR//cheZ//
GO_0006518_5	gspF//yebG//pykA//zupT//mnmA//yjjV//hemA//serS//yqaB//chpS//rfaE//mdtD//elfG//ppx//glnS//adhP//prmC//hisD//gadC//prpR//xthA//ffh//mgsA//wzzE//flgG//modB//yhdH//ygbI//cvpA//uhpA//hycA//pta//mug//fau//mtn//exuT//yneE//insA-2//ppsA//rplJ//cheR//eptC//ulaF//pntB//hsdM//lpxT//bglA//argE//yebZ//fliL//trmH//rcnA//recJ//helD//mscK//mglA//yneJ//higB//waaA//hcaC//rluD//sufA//yiaO//scpC//hisS//rpsQ//allC//rlmA//hcaE//adiC//rpmJ//nagB//ybfE//chpS//ycfH//flgB//yddG//
GO_0006520_4	prc//ssuA//tyrB//slmA//purF//yoeB//kbaY//tusA//wecA//dinD//purB//ilvA//tbpA//dosP//feaR//ubiG//mak//pitB//insB-2//rcsB//ycfH//fiu//mdfA//pepN//yieK//citG//hprS//csrD//yddG//xisE//fdrA//chpB//kdsC//ribD//lolB//pntA//dinI//agaW//hcaT//gsiB//cra//yjbH//yaiP//cysN//ymjB//ydiK//flhE//metF//panD//ydjJ//pgpA//rplC//flgE//rhmR//yjaZ//fpr//creB//yfgO//aes//hcaB//iaaA//argT//ybdM//fimA//rzoR//clsB//panB//yggN//htrE//sbcC//ybfE//fimC//yddA//mdtD//yedF//gmd//topAI//hdeD//pheA//speE//ybiI//tdcE//psuT//kdpA//mlc//mukB//hsdM//potE//mrdA//ybaK//argA//ada//umuD//hslU//fhuB//nrdF//panZ//rmuC//tatC//cca//crfC//hsdM//yihU//ftsX//obgE//lptC//gdhA//yihX//dcm//clcA//lpd//betA//gudP//uidC//ruvA//ftnB//pliG//hyi//idnD//ynfH//rssA//yjhH//modB//fhuF//cpxA//amiC//fnr//ttcA//fiu//fabH//pepB//chaC//uacT//nimR//yciF//ddpX//fimD//paaE//pitA//rpsJ//ccmA//rfaH//murF//metC//yeiE//ldtB//moaC//napB//ubiE//yidP//frr//ghoS//ynbC//yfcA//wza//iaaA//ushA//phoA//lpxK//deoR//rng//yiaF//ynjA//yahB//katE//dsbA//acrD//yaaJ//cyaY//argP//parE//ftsA//dppB//thyA//mdtC//ftsN//uxuA//yjjG//dcp//potD//dmlR//rnt//yajO//fdnH//rbsA//speB//glmM//yphD//mcrB//yafS//lipB//narJ//recX//ybjD//mpaA//flgH//fdoI//recJ//abgA//sapB//efp//leuS//
GO_0006521_6	rsmA//msrA//ynfF//
GO_0006522_7	ybgI//sapD//rsmA//abpB//lptG//yhcD//yggD//
GO_0006523_8	fliK//curA//xerC//rfaB//
GO_0006524_8	betA//cspD//soxS//
GO_0006525_7	cysA//gpmA//lpxM//eamB//pyrG//pdxB//yfgJ//gluQ//ribA//glgX//kbaZ//dgcZ//cycA//endA//yfcR//yoeB//curA//ubiX//ydiV//lysU//tolQ//
GO_0006526_8	lgt//metC//cusC//exbB//sdaB//mtnN//hcaE//fieF//yeiE//yidE//mraZ//yfcS//rsmE//
GO_0006527_8	mutY//carA//yrfG//alsB//cspA//murF//glrR//crp//ecpR//
GO_0006528_6	panE//glgA//hemE//fabI//
GO_0006529_7	glcB//bhsA//
GO_0006530_7	patZ//pepA//
GO_0006531_7	argI//cobU//rusA//ahr//ydcZ//nikE//malZ//dppF//
GO_0006532_8	hemH//hemF//
