#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hxpA//rzpR//cysS//recR//
GO_0006139_4	ynbD//aroC//dhaM//metL//cyaA//afuC//pheM//proA//rclB//gltX//ttdB//ydcR//rayT//narQ//bioA//tauD//zntR//yfeW//insH-5//argP//frvB//speC//narL//cysG//hycB//tmcA//hokB//dps//nuoG//trkA//iclR//hicB//fic//fetA//mntR//lysS//ndh//pphB//leuB//xseB//yiaN//hflK//casA//yphF//ydgA//yehT//opgG//ampD//narP//fixB//tatD//ynfF//lgoT//ybaQ//gnsB//mpaA//dsdC//hsdR//rplY//ghoT//yebC//yahK//rrrQ//polA//sgcR//yoaB//hscB//yajL//yiaN//ubiX//ybdH//rdgC//yfhM//fepE//tynA//dgcJ//yqgF//cysN//bamD//mglC//rpsS//phoU//yqaE//gltK//lpcA//elaD//amiC//xseB//mhpB//amiD//pitA//msrA//ileS//ssuA//waaF//intF//hybO//rppH//yfcS//yahF//dosP//hypF//trmA//dusB//basS//waaF//aroP//fabR//gpp//glpT//gabT//ydeT//rsuA//blr//coaE//kdgR//yhjA//tatC//ygeA//uspB//dpiB//potG//cydA//pepB//pgpB//yhaC//ilvB//hiuH//prfB//msrB//caiF//dsbC//flgH//acpT//dnaQ//adhE//fimC//malF//psuT//dhaM//phnP//yggP//eno//ugpC//thiL//deoD//sodB//yajO//azoR//fkpB//valS//dapD//murJ//xdhB//ygbM//rplD//elfC//lgoR//ubiA//trpA//bdm//aroP//ispB//atpG//hisI//mscL//lpxH//pntB//yfaU//frr//tsr//cyaA//matP//chpB//skp//fsr//tusE//flgC//tonB//yjiQ//dgoA//mnaT//phoB//ulaF//yphB//treC//efp//puuC//yagE//fucP//emrY//alr//dsdC//yihQ//ppx//yigB//paoC//ampG//argD//bssR//galP//mltG//gloA//yfeW//nhaR//yihR//torD//fepE//hemC//cecR//elfG//csrD//oxc//fabD//hybG//ravA//rng//nfo//entC//rluE//yfaL//yceK//rpnC//yebC//mnmA//radA//treC//cadB//sanA//hipA//ccmE//tatD//rpsN//folD//garD//argI//ycfJ//cvpA//fadJ//napA//rpnB//dsbD//atoC//hemB//slt//selB//rpoD//pntB//pykA//ascF//ynfE//msrB//ettA//yibA//ompN//srkA//fliK//bioC//nupC//aspA//pabA//mdtD//ydiK//cbrA//nadD//ybaE//lpxT//recE//bdcA//nrdE//nadK//ycgB//yeeJ//tusD//yjhB//phoA//ldcC//yhdW//cas2//araF//yihS//folA//dinB//sufA//gph//deoD//cmoB//hofQ//narY//nikC//fixB//yedA//cdh//lysC//hypT//rpsE//hisC//rnr//der//dinD//yqiI//queG//nrdD//deoC//yobA//yciV//efeO//yidK//csgB//uidC//sgcX//evgS//ycbB//panD//livK//ybgP//nfuA//thiC//hyfF//yfdO//gpt//lsrD//sapD//hdeD//gadC//lon//yagJ//atoC//ivbL//lrp//ttcA//folP//livK//zntA//lolB//pstC//rhaD//ytfR//dgcZ//plsX//tsaB//oppA//murQ//yhiM//cspA//cynS//yfdK//zapD//recG//rpmA//yfdS//rhsD//cpdB//ssb//bamD//mltF//hofQ//yhjG//ynaE//eamA//opgC//ydgA//fhuB//yidR//cas3//serA//hyfA//hflX//flgK//parE//lnt//yaaU//tamA//gcl//eptA//deoC//aroC//rpmA//tehA//galR//speG//pgaD//yhaV//lolB//mnmE//gsiB//ydfD//melB//cedA//dhaR//ghxQ//bioD//cysM//hdeD//yjeI//trpGD//aroK//guaA//gatZ//zur//rnhB//yjiY//yghO//prfB//yciH//essD//ycdX//gabD//tgt//acrR//shoB//nadC//hdhA//glrR//eutB//bacA//yehY//speD//pdxJ//mdtE//acpH//uvrD//lpxK//dsbC//fdoG//caiF//pdxH//pdeD//frmB//entB//ilvC//nac//hdfR//lptB//yadK//sstT//ispA//trmJ//fklB//ydiV//prmB//ybaK//nlpD//modC//ompR//nanE//atoC//ivbL//yibT//glgC//yegV//yfcG//fliA//hxpB//argB//hemC//recO//baeS//fadB//elaD//tcyN//mdtO//relA//mrcB//ascB//paaD//purB//xapA//tufA//xerD//wcaJ//perR//gcl//pabC//ybjC//cusF//dppC//basS//metI//nth//artI//yggT//rlmM//kbaY//azoR//tynA//xapA//abpB//hisQ//zraS//citC//murD//ndh//atpH//yciF//ynaE//icd//ppsA//emrY//ccmE//ybfE//fumC//potC//yccX//glcD//tdh//rsgA//glgP//ribC//rmuC//rcsB//ubiJ//ralR//sbcB//sutR//rutG//lpd//ilvD//ddlA//udk//yggD//fliA//djlC//galT//glpG//zipA//scpC//csdE//paaZ//dxr//cyaA//cmoA//orn//ffh//fadE//rstB//lysO//csgB//ynhF//yhbX//mntS//recD//gspF//sstT//cusC//lsrB//uxuB//dcuR//epmB//yddM//ydeI//uxaA//sspA//rluF//speG//dgoK//gabP//pepB//nrdE//dcyD//aspA//uvrD//ypdI//nrfG//tdcC//allB//yeaV//treA//rlmA//sulA//nimT//selU//ytfQ//uhpA//lsrD//acnA//sucA//lpp//baeS//feoA//lpxD//folD//ampE//appA//arfB//htpG//ygbL//sspB//dcuB//citX//hcaF//xylG//mmuM//uxaC//qseC//rpsI//ygaH//opgC//caiB//dxs//puuC//cof//trg//nanC//mutT//purC//napF//proV//mhpA//fadE//glxR//lolD//tauD//
GO_0006140_6	thrC//hycI//
GO_0006144_6	thrS//luxS//hycI//ybaK//atpD//narI//luxS//yghB//yieH//pepA//
GO_0006145_7	mukB//yjcE//glxK//yafN//
GO_0006146_8	ygaZ//ampG//
GO_0006148_9	nanS//
GO_0006149_9	selA//
GO_0006150_9	surA//
GO_0006152_7	ilvI//panB//gatD//frdB//fhuB//pntA//
GO_0006154_6	lptB//
GO_0006161_9	aroA//
GO_0006163_6	cheB//yjbB//csgD//frwB//dnaK//rplA//livH//dmsB//yciF//hypC//zapD//glsA1//pspF//nrdR//ansA//pheT//hyaC//yfcS//fucK//dacB//recD//yoeE//gapC//pflB//yebC//ade//cdsA//agaC//ypdF//rrrQ//agaD//lepA//priB//bssS//lsrB//dtpC//yhfS//nhaR//gcvT//ybjL//topA//rplQ//hupA//yadK//gltD//nrfF//narK//arfB//pgpC//yhhY//hofM//metL//aspC//ogrK//
GO_0006164_7	mgtL//yphD//frc//trmL//bdcA//chbR//hyi//insI1//treC//tomB//pitB//ygeW//nadK//glk//degP//yigL//astC//ydcM//yagJ//cadB//insB-2//intA//ptrA//uvrA//argO//amtB//adk//ybgI//sgcB//glpG//actP//ybiT//rnb//bioC//yhhY//ttdT//rtcR//rspB//purU//ybdM//
GO_0006165_7	yajL//cysW//dsbD//tsaB//rhtB//lgoT//malP//minD//btuR//pstC//ruvA//erfK//srkA//malX//ycbU//pgaB//gcd//glnP//yciT//
GO_0006166_6	yigB//alaA//
GO_0006167_6	aaeB//
GO_0006168_7	pheM//yiaM//
GO_0006171_9	rsmC//
GO_0006172_9	potD//
GO_0006177_9	nikD//rluC//yajO//
GO_0006178_7	ycaO//
GO_0006183_9	perR//
GO_0006188_9	gcvH//pbpG//yeeO//ilvM//
GO_0006189_10	yagG//napA//
GO_0006195_7	hycA//nikC//
GO_0006203_8	tehA//degS//
GO_0006206_6	hisH//cyoE//mak//cynX//gph//rutR//pyrC//nikE//xylR//cysZ//hofC//mdtK//oppF//napB//narX//yfdC//abgR//ydeT//ydcM//baeR//mlc//tehB//pyrB//yddM//cycA//yagI//
GO_0006207_8	yegV//cas2//narG//dcp//exuT//
GO_0006208_7	etp//iraM//sfmF//cusA//yiaO//psuG//ykgF//fdx//rhtA//pinR//insF-1//pheP//trmA//
GO_0006209_6	yqeF//
GO_0006210_8	fumA//
GO_0006212_6	flgJ//ulaF//appY//elyC//purU//ispH//ybbY//thiG//tdh//gcl//motA//
GO_0006213_6	fhlA//paaG//elaA//yfjR//pphB//melA//dgcN//gloC//rimM//yfaL//frmR//nikA//yeaE//dosP//hycI//dut//
GO_0006216_9	ascF//
GO_0006217_9	bipA//
GO_0006218_9	mdtN//
GO_0006220_6	speB//dsbC//rpiB//yqhC//zraS//mdh//dppB//glk//ynhG//sbcD//cdh//oppC//tdcA//ilvI//ftsK//rpsM//cyaA//epmC//mdtD//tsx//
GO_0006221_7	mdtC//yihT//speC//hofM//ydiZ//rffT//yagI//dapB//arnA//garR//queD//exoX//mutT//
GO_0006222_9	fadL//
GO_0006225_9	gyrA//
GO_0006226_9	ibsB//sufC//
GO_0006227_9	ssuA//
GO_0006231_9	metE//
GO_0006233_9	mnaT//
GO_0006235_9	cbeA//
GO_0006241_9	potI//
GO_0006244_7	djlC//recD//arnA//dgcZ//kdgK//codA//cadB//
GO_0006259_5	yciV//sgcE//tldD//argK//yneL//yegS//ibsB//yehX//motA//glpR//yceK//glcD//pstS//kch//recC//mreD//garD//yahD//ldtD//wcaC//waaJ//glnQ//folP//agaV//groL//yagU//ybhF//opgC//mmuP//ybjC//add//rfbC//ydeI//sgcE//fimF//guaA//thiD//amiD//lpxP//hokB//mdtE//btuB//rsgA//yjcE//exbB//glyA//argA//pdxJ//hybG//gstB//rpsQ//fecA//srlR//uspB//cydB//yjbF//yieL//yigL//emrE//glrR//glnL//zur//fdoH//yhjG//cusC//motA//sapF//ybgP//ftsB//yqgF//yejB//folX//fur//fryA//afuB//ykfI//tatD//sad//rutF//oppC//agaC//rfaE//yjiX//mnmG//msrQ//rfaC//sgcR//rplA//ycaN//recG//mdoG//atpH//zapA//yqjA//pyrD//cnu//recG//lysC//rpsO//yhhT//ygiB//tatB//cysW//secB//rbsC//rpoD//ompT//trkG//glvC//alsK//ldtE//fixC//glcD//preT//bdm//agp//wzb//yehD//mngB//ttdA//asmA//modB//sodB//yehA//rspB//yabI//coaE//setC//cydB//putP//hpt//yfeD//ribE//ypdI//bolA//pyrL//ygfA//dgoT//rtcR//yibT//elaD//mtgA//alkB//menE//fimF//epd//pepT//ccmA//
GO_0006260_6	metF//lgt//yahK//frlR//ybgP//waaB//cspB//aroK//tus//ubiE//ispU//mdtO//rsmE//mepS//alpA//agaR//cbpM//mglB//chpB//mnmA//rutE//
GO_0006261_7	csdE//ibsC//rep//intF//add//ydjE//lpxC//menB//uxaC//yfaU//nfo//cbtA//
GO_0006265_6	mhpC//rimJ//entB//rpsP//glpA//
GO_0006266_6	tilS//pbpG//aroH//
GO_0006267_5	gltI//
GO_0006268_9	ychH//folE//narU//
GO_0006269_6	dgcF//
GO_0006270_6	pheA//epmA//nrfB//norV//rhsD//yiaF//
GO_0006271_7	gstB//fes//lysA//
GO_0006274_6	ybjC//
GO_0006275_7	mdtG//curA//menF//kefF//rplD//mdtD//pflB//yegV//dsbA//
GO_0006276_3	rlmJ//rcnB//ydjJ//idnO//thrB//yjjU//citT//phnN//
GO_0006281_6	cysC//tnaC//skp//rlmA//cyoE//rpnD//aroC//zapD//rpmG//ydeE//yqaB//yhdX//menF//cheR//ygeW//fepG//modA//cysE//mreD//frwD//xylE//ispG//ftnA//rcsA//ycbU//murD//cadC//rbsC//argD//ruvC//rnd//pabC//phoA//lgt//glsA//prmA//hpf//fkpB//mcbA//murI//elaA//rlpA//dsbD//ybcM//ymjB//fucI//yggF//yjfF//folP//yghO//flgG//rffC//flgK//patZ//sufD//
GO_0006283_8	yoaB//
GO_0006284_7	rtcB//nirB//dnaA//fdoH//yegV//mepM//
GO_0006285_6	yghW//mngA//ubiC//cadC//hybG//
GO_0006288_8	prpD//rbn//
GO_0006289_7	stpA//ydbD//
GO_0006298_7	torS//kduD//mlaB//wzyE//sufS//otsA//insH-6//ghxQ//ygcW//rfaQ//
GO_0006301_7	crcB//bacA//hofN//aceF//
GO_0006302_7	cysB//dsdX//lacZ//mltD//hcaR//bdm//uacT//cpxA//gatC//
GO_0006304_6	rpe//yadV//marR//zraS//hslV//yabI//gcvH//ybjG//lpxL//
GO_0006305_7	rclC//dpiB//agaD//glnP//
GO_0006306_5	mrp//curA//mcrB//atpA//
GO_0006307_8	dnaK//hflK//ydiF//gsiB//potH//
GO_0006308_6	yafO//gsiD//ybcL//frwC//caiB//speE//uidC//frlC//holA//nrfD//yhdZ//topB//
GO_0006310_6	tcyJ//tesB//tusC//tufA//intF//agaR//gcvA//yahF//ydcM//xapR//galE//rsmJ//waaL//gor//araD//ygfA//flgA//proB//ydfK//rhaA//ribB//rplD//nrfD//ycgV//atpH//ychH//lysA//mdtL//basR//sucA//yraR//menE//ulaC//ygeW//yibA//cof//prpB//malF//frvR//hchA//sstT//ghoS//qorA//
GO_0006313_4	cysG//mdlB//ompR//proA//nadC//lpxT//nepI//
GO_0006323_7	alaE//
GO_0006325_4	pphA//
GO_0006351_6	mazG//hflK//gsiD//rseC//fabA//rof//tnaC//potH//accB//psd//msrP//rcsC//puuR//hsdM//cbl//rpsT//araG//lepA//waaP//fre//sufE//osmE//yidK//aslB//yqiJ//frvR//opgC//astC//dinQ//fryB//dtpD//zinT//dacC//proW//clcA//priC//tdh//kdsC//mdtE//alaC//gmhB//yjhG//narP//ahpC//entB//mdtA//ugpA//lplT//tdcC//murF//uxaA//csgE//iraP//hypD//kdpA//rpe//intE//recR//groL//rimO//btuF//pgm//psd//ompW//hybE//artJ//yjbB//mzrA//mrr//pepA//yhjV//htrE//cpdA//ypjD//ycaO//rseB//rluF//aroC//nikA//tatC//uspB//dgt//flgJ//katG//ybeQ//azoR//cspD//zwf//cusA//rimM//ydcS//ruvB//nirC//cysW//gshB//frdA//yfjV//yhaJ//ybiO//frwB//bcr//ybfE//dedD//trpD//endA//cueR//yqcC//agaV//lhr//ydcR//yfeX//nupX//hslJ//rpiA//cspG//yehX//fryC//hisF//aceA//
GO_0006352_7	rutG//ychO//ppsA//recX//
GO_0006353_7	ulaA//accB//
GO_0006354_7	pyrG//mutS//glnA//
GO_0006355_7	hybF//rpoH//argO//mhpT//cyoC//yjeH//cyaY//hprR//hofQ//ybiJ//mgrB//aroC//holA//symE//trmH//rpsA//ruvA//aaeA//nimR//puuR//sspB//dicB//ibsA//trpC//mreC//gpp//dppB//lpcA//ycgB//ybiT//thrS//holE//yfbR//ynaI//fimF//ulaA//symE//pepT//gstB//etp//glcF//glyA//rfaE//shoB//cadB//aroC//rplD//astB//pspD//brnQ//torI//agp//tdk//dpiA//pgpC//phoE//dps//plsX//fryC//xapA//yqeG//insB-2//rlmF//abgR//ygaH//tauA//phnJ//holD//lsrA//gfcE//bssS//nusG//potE//paaG//lptG//plsC//treC//ydgA//yahK//yjcE//aas//ybiX//folX//miaA//solA//yehW//rbsC//pheT//mmuM//yfcQ//ldrD//tauB//coaD//lspA//cysN//sgcB//yghU//yghW//livK//cdd//yahK//apaH//kdpD//dicA//potC//abgR//dhaK//aroL//sufS//dicB//frvR//crl//ykfM//zraR//prfA//torZ//npr//ascG//mcrB//cdh//arsC//livJ//agaW//frdA//grxD//sodA//fryA//codB//ispH//yibT//fimB//pepA//aslB//rsmF//secG//rlmE//yddA//yfeX//frwD//ybaM//ftsQ//tdh//glgX//cra//dacB//opgG//mukB//argC//yfeW//glpR//ycjD//truD//uof//hemG//eamB//yqiI//mdtN//rfaF//yadK//cysW//yjcO//rplI//ycjD//ydjH//sgbU//slyD//gadB//casB//uxaA//malF//dgcJ//xanP//uhpA//nlpE//rlmN//hypD//hybA//rnb//hchA//aroK//ogt//thiQ//yjcS//tpx//psuG//lptG//recN//rlmH//purF//gadA//yqjA//nadC//modA//uxuR//ubiE//uxaC//proP//rho//yebC//dedD//ulaG//truD//hypF//hdeB//moaA//phoP//rfaQ//ybiX//hcaD//relA//folC//phnN//emrD//yhdZ//ymdB//fieF//yafC//ispB//yibA//kefG//ygcR//gcvH//paaB//entS//ldtE//sapF//manY//yciV//dadA//atpH//ompC//yibA//mnmG//trkH//yjbF//dinJ//ispU//ubiH//ybhA//fimI//basR//fhlA//fadM//lolC//gshB//ynjA//aas//ynbC//frdB//nuoF//rluC//ygfX//fkpA//groL//pyrB//aidB//uvrB//efp//yegD//yqjA//hofC//
GO_0006357_8	folP//
GO_0006364_9	envZ//yebG//phnO//skp//essD//nirC//norR//yafS//mreB//dapF//leuB//pth//lptC//aroF//gpt//kdgR//yjhG//trmD//yeaV//nrdR//hrsA//cspG//atpF//cbl//pflB//ccmG//yggP//pinR//greA//rsmB//pinR//asmA//tsaD//tyrA//kdpD//holB//fecC//nanE//bssR//hyfF//cusA//yajR//bioF//
GO_0006378_8	tnaB//dctR//
GO_0006379_8	srlR//
GO_0006382_8	ygjK//
GO_0006396_7	argE//nadK//glcA//mukB//ilvD//ldtD//dld//fhuD//glsA1//ydiK//ybfE//bdm//surA//gpmA//hybE//gatY//secY//flgE//frlC//rof//rnlA//yqgB//ykgM//uvrC//pyrB//nfsB//ycaO//trpS//rbsA//potF//adhP//epmC//nadD//alkA//ybiV//sucC//purU//yhcH//argS//fau//pyrB//pitA//thiQ//mak//lptG//yaiP//sufD//mutM//cheA//yehP//rpmA//cyoA//ykgA//parE//hxpA//ygcR//rplX//cysZ//yrfG//ygjK//torI//argP//yehX//cadC//cdaR//glgX//tcyJ//araC//nikR//bglF//skp//folD//yjcE//aroC//ruvC//elbB//atoC//ynaE//ydiO//waaB//btuR//rlpA//bhsA//gabD//glpG//bamC//yehB//tcyN//melA//yccA//sufD//gatB//aspA//accA//gltK//gapC//sufS//gcvT//nanT//mepH//higB//guaB//
GO_0006397_8	araC//hisF//fdhF//
GO_0006399_8	rfaH//atpG//yhfK//bhsA//amiB//flgH//lsrK//secF//znuB//fetB//fdnG//yjbG//metL//fur//dnaN//tktA//yciE//xapB//rsmI//bhsA//abgB//ilvH//hisG//asnA//mpaA//mmuP//lon//lpoA//yfcQ//allC//lolA//yraK//yjaZ//nagE//yhaJ//dnaK//aroH//metC//flgE//treC//rhaT//ybhS//rfaG//tyrA//kdsB//hisC//intS//speF//narV//uxuA//ccmF//dppB//luxS//alaE//cdsA//phnN//rplW//yciT//dinB//arfA//pgaC//sgbE//sulA//yjfF//hofM//yidQ//ymjB//yhgF//hybG//intQ//waaY//osmE//tas//relE//yjhG//dnaK//yajL//hipA//ynhG//puuA//kdpA//rfbB//
GO_0006400_7	sutR//yjiQ//gutM//rpsN//purD//seqA//ybiX//waaL//hypA//slmA//ibsE//hycA//dcp//nuoM//baeS//rplB//galF//ftsQ//ugpA//insA-1//rutD//mltC//ynjD//xerD//yedL//plaP//rpnC//birA//hybC//hslV//lon//metC//srlE//ydiR//yabI//rhlB//decR//rraB//soxR//clsC//gadA//yhdJ//zapD//appA//rpmB//yfdS//cyoA//lpcA//yfdK//
GO_0006401_6	lpxH//mepH//hyfC//yhdW//tdcC//rffG//yddG//hprS//ilvL//ydiZ//aaeR//cysH//amiC//frr//rplW//rfaQ//rimM//prpB//exuR//bepA//cysH//gcl//
GO_0006402_7	cbeA//idnT//mlaF//flgF//ettA//phnM//tdcR//galE//asnS//yiaF//thrA//
GO_0006412_6	dinJ//ubiD//elfG//bluF//kdsB//mlaE//lolD//rffH//ykgM//yeaD//ydjK//purD//leuA//ddpA//cheW//mdtB//cspC//yedP//tabA//insI1//ydhC//yabI//rcnB//hyaB//nrdR//tcyP//hcaE//gspJ//tatB//ydeT//mdlA//qseB//citG//dcuS//ygeX//ypdB//prs//ypjD//codA//ybcQ//lptA//rcsA//ndk//yqiI//miaB//atpH//nikE//dxs//minD//glcC//dinB//
GO_0006413_4	btuD//eamB//cyoA//
GO_0006414_6	dld//rfbB//frc//ygiS//ydcZ//sdaC//gpmM//insA-1//lpxB//
GO_0006415_7	alpA//mrdA//mscS//tusD//der//argT//ubiG//
GO_0006417_7	yahK//yjhG//ygdG//fucP//gloB//nupX//ftsQ//sapB//ariR//pitB//ftsE//sdaA//fimH//sucC//ycjR//btuF//panZ//nhaR//rep//fhlA//fcl//dapF//gmhB//rlmD//fepE//ulaF//mltC//alaS//rmuC//cydC//cmtA//nirD//ompR//tldD//gstA//asnB//iraM//tauC//higA//
GO_0006418_7	fpr//proS//fadK//rpoH//yfaX//nirC//motA//mug//treR//cyaY//yagF//yiaU//thyA//rsmF//yibT//fdnI//pfkA//cheY//recC//intA//yihQ//tynA//fixA//lipB//holA//
GO_0006419_8	ybhI//
GO_0006420_8	yfdK//
GO_0006421_8	cynS//
GO_0006422_8	cysH//
GO_0006423_8	dicA//
GO_0006424_8	asnS//frc//
GO_0006425_8	mdoD//
GO_0006427_8	nrfB//
GO_0006428_8	yhbS//
GO_0006429_8	tcyN//
GO_0006430_8	pyrC//mntH//
GO_0006431_8	minC//
GO_0006432_8	rhaM//yciG//
GO_0006433_8	pliG//
GO_0006434_8	mobA//
GO_0006435_8	argT//
GO_0006436_8	cspB//
GO_0006437_8	pgaD//
GO_0006438_8	zitB//
GO_0006446_8	glcB//gspF//pdeL//rbsA//galM//yggE//fimI//
GO_0006448_8	allD//alr//flgF//zitB//yfhH//
GO_0006450_4	ccmD//mscM//nlpD//ubiH//trkA//mscK//evgS//tar//nuoE//cdd//
GO_0006451_7	tusD//
GO_0006457_3	dgoK//yafN//recG//kefC//ileS//hycI//tisB//ahpC//yohD//napC//rssA//malQ//yfdR//yifB//yfiF//yjeH//kefF//atpA//cadC//galT//fliL//lgt//pheM//guaC//chbR//yjhB//trmD//pgaA//phnC//rfbB//seqA//agaW//prmB//cas2//yahI//queC//truC//fliZ//udk//nimT//
GO_0006458_4	ycjY//prlC//ibsD//rimM//rclC//caiF//ihfB//livG//
GO_0006464_6	narZ//yfeW//rutA//ptsP//iraM//yeeL//mraY//mfd//acrB//yiaB//ymfK//chpS//pcm//fumC//aspA//yadI//ymdB//cadA//ynbB//speD//ghrB//ydcR//dbpA//queA//ynaE//flgM//arcA//ydjJ//panE//ddlB//ygiW//rne//tmk//ldtD//tauA//ptsN//hcaC//ychO//ydiV//fimF//ompT//yhjR//scpB//rapZ//perR//mutS//menH//yciV//trmB//nuoL//ymgF//paaF//flhD//pflB//menB//bdcA//pcm//thiG//nrfE//yegT//queE//leuA//hscA//fepC//carB//yjjU//pdeK//menA//sapD//gcvT//frlB//bdm//fhuC//arnT//metQ//argI//nanC//yqaE//yqjH//yicJ//ynfK//pdeL//fhlA//nrfB//paaH//lpp//gsiB//tsf//tdcR//gpsA//rssA//dgcF//relE//sfmD//ghrB//yjjI//tus//yidK//nikE//yjiY//cydA//patD//galT//nfuA//pdxB//ftsY//yiaJ//proX//fdx//sbp//ydfH//rpsK//cmtA//mqsA//alpA//hycH//dhaR//bioD2//yeeA//ygcW//opgD//rfaQ//symE//otsB//topB//hisD//ompR//ybgQ//narQ//fhuB//yiaU//ahr//pheA//mdtL//patD//uxuR//nikB//pyrG//trg//pdxY//nudC//phoB//
GO_0006465_6	yidA//glpT//elaD//
GO_0006468_7	ydjM//nanE//gsiD//yidZ//cyoB//hyfF//ldrB//manY//yggT//hdeD//ybjI//glxK//dps//rplS//ligB//sseA//citX//dsbB//tisB//garK//icd//xerC//ftsW//lgt//gspE//iraP//alsB//ykgF//livG//guaA//rseC//ycjY//decR//yjhH//ybiW//rpoE//hscB//yidH//aaeR//mgtL//trkA//astB//accA//ybiJ//npr//surE//rplB//katG//norV//topA//yihT//glrR//hybD//
GO_0006470_7	frdD//rssA//ybjX//gapC//ybiO//talB//ydcP//rstB//hypE//lhr//ybaQ//mngB//mepA//folM//mppA//rpsM//
GO_0006473_8	murQ//paaD//glk//srlB//ggt//lacY//sufB//yhjG//hybE//ybcJ//sstT//lpp//
GO_0006474_6	sdhC//lpxP//srmB//gspJ//rffM//
GO_0006475_9	glnK//nrfF//
GO_0006476_8	yjcS//rhlB//yhjD//
GO_0006479_5	kdgT//nadB//paaH//gatD//cspD//ypjD//mrdB//ttdR//
GO_0006480_6	ldrB//
GO_0006486_5	phnH//
GO_0006490_5	eptC//
GO_0006497_7	radD//
GO_0006508_5	glnB//cvrA//rihA//trkG//tdk//tus//gyrA//folX//lpp//yddA//sbmA//nagK//msrC//prc//ygaH//pspC//hisC//higB//yegD//malY//oxyR//ettA//epd//ompC//tgt//gltP//osmY//adiC//flgH//agaS//dedD//mocA//mltG//otsB//yecS//cpxA//hslR//amiA//hyaB//hycI//yjeH//ydiK//setB//opgH//selD//hipA//uspG//lolB//pstA//ymdB//deoD//oxc//dacC//envZ//ruvC//
GO_0006515_7	rplW//hisC//curA//skp//
GO_0006517_6	accA//paaB//ybcC//hflC//
GO_0006518_5	artJ//yejB//bioC//recX//yjiQ//rluA//ratA//alaC//treA//cysI//nanA//pgaC//manA//araE//dgcJ//cycA//rihB//yhbX//curA//folE//prs//ydcP//ugd//wecA//cysP//yjjV//ftsQ//galR//ftsL//prc//purD//leuO//fliS//wzyE//sapC//lysS//lapB//srlA//tdcR//lplA//opgB//yojI//mraZ//trmB//dgcJ//araB//aroE//rhaA//ttdB//arnB//fimA//yfbV//yqeF//napA//nupG//cmtA//citE//nanA//ytfR//feaR//rlmJ//dhaL//nupG//malP//cspG//pdeL//gshB//metH//queD//insA-2//norR//ascB//ppx//yidZ//apaH//potG//rsmI//
GO_0006520_4	yihQ//puuC//rpiB//cra//osmF//hybG//lysA//pykF//gnsB//ynbB//yfjV//cheA//zapE//potE//wecC//hmp//galS//cydD//yehA//rhaT//amiC//yiiD//corA//bepA//ypdB//uspB//crp//ivy//cyoC//aroH//lacY//motA//trpA//rne//pldB//nimT//gatB//chbG//waaC//era//purR//ybhR//yciV//yqgF//mdtF//rpmF//waaA//patD//rnhB//kbaZ//gltX//tamA//kefB//tdcB//yiiE//uhpB//priB//cyoB//fepE//fimZ//kdpA//dnaG//sgbU//purU//lolB//gabP//mnmA//agaB//ybdM//nemA//atpH//tdcD//glpA//cmtA//hflK//radD//priC//exuR//norV//gnd//hcaF//nudC//etp//pdxY//bglH//ymfK//ubiB//yehZ//trkG//cpdB//ldtA//srmB//paaJ//lepB//napB//recC//ybcC//mioC//wzc//lsrR//hicB//sdhC//yfaX//treR//sufA//fes//lhr//pepD//aidB//mdtC//rutE//srkA//lit//recR//xapR//rtcR//rhmD//nudF//lldR//nrdG//norR//cobT//yohC//ydcT//proX//gppA//cspE//phoQ//chbR//feaR//flhE//afuC//cynX//hisB//prs//ypjD//hdeB//nudF//artJ//dnaT//ais//fruB//ispH//gntK//fkpA//yjcS//yoeB//folM//frc//argB//fryA//sufE//insF-1//ttdA//cstA//infC//puuR//yjhB//rimM//chiP//rpnB//tufB//ycdY//pfkA//yohD//nusA//hcaT//ompC//yihP//yqcG//marR//eco//ibsA//cyoC//rpsB//frlC//ybaT//uhpT//yohD//arsB//mutL//argO//gutQ//insK//yahF//rfaD//yagE//rplW//ybjX//clcB//basR//hcaE//nanA//norR//rpsP//paaG//zapC//ydfH//trpD//nadK//queC//higA//
GO_0006521_6	otsB//udk//aroP//
GO_0006522_7	zwf//cutA//rsmF//ybcF//pphB//sulA//ulaF//
GO_0006523_8	brnQ//zur//grcA//osmE//
GO_0006524_8	yjiR//rhlE//frmB//
GO_0006525_7	pykF//yfbV//shiA//degP//ldtB//fepB//degS//ribD//ldhA//rsgA//kdgT//glpF//yejA//cusB//sufA//tbpA//yqiJ//ynfH//eco//ybfA//speG//
GO_0006526_8	trmJ//pyrF//dsdA//frdA//malS//hypB//ldtD//argI//dinG//hslR//gatC//ribC//eutN//
GO_0006527_8	cobB//dgoK//rclR//proA//carB//glpT//narV//fabR//ldrD//
GO_0006528_6	shiA//exbB//rplM//cpdA//
GO_0006529_7	sdhD//yihS//
GO_0006530_7	leuE//mngR//
GO_0006531_7	ddlA//ygjR//kdsB//gor//dosP//ygbN//flgB//rutA//
GO_0006532_8	mscK//agaB//
GO_0006534_6	roxA//tktA//rcnB//arsR//rlmJ//waaQ//ulaR//hycI//flhE//lldR//hypD//pdhR//phnK//
GO_0006535_8	ulaC//glgP//tauD//
