#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	arfA//lsrK//deoC//pepA//
GO_0006139_4	yhbO//gldA//rihB//alkB//ygfZ//tus//clpP//narU//yehZ//osmE//secF//puuB//bamA//tnaA//gudP//mtlD//kefG//norW//udk//udp//livJ//ycjD//trmO//gadA//osmF//sapD//ycgV//dpiA//slt//dgcF//metF//yeiG//yhfS//oxc//ytfP//narU//livJ//ibsA//abpB//blr//ynbD//mlaB//nrdH//appY//caiE//arcB//kdpD//rseB//yfbS//ompC//yhfK//proS//yqhD//rbsK//yegD//mqsR//lgoT//dcyD//higA//sufE//moaA//rseC//nmpC//entC//nrfF//phnP//epmB//glnL//ydfG//shoB//ydiF//yabI//fdoH//cheW//edd//mcrB//smrA//mhpR//xylR//minD//ompG//nfsB//tnaB//ttdA//minE//napD//ybeQ//ygfA//rpmA//pyrE//nth//zntR//pdhR//yaaY//yaaU//metC//rplC//lptB//waaG//deaD//ttdR//speC//recE//ftsK//ribA//elfG//lsrG//thiP//yciG//ybhA//gluQ//sucC//dusC//yqgB//yjhP//murG//nuoN//speE//arsC//ttdB//fabA//acs//prkB//rplA//tauA//waaG//lrp//hpt//rpsH//kup//viaA//ygaV//arnA//rlmJ//sdhB//hiuH//yfdR//yidD//fepB//ybeY//seqA//cydA//ldtE//holA//avtA//rnpA//rimK//yacG//ybbN//argA//rpsM//mug//ybeF//tynA//opgB//dicC//adk//ycdY//yciK//hemE//yfbU//lolD//bglH//galK//apaH//proW//ilvB//cheB//treC//mhpC//ypdB//yaaU//lpcA//sufC//metI//basR//ydiF//yqhC//epmC//lolB//fadD//xanQ//arnD//mraZ//rffT//sodC//kduD//csrD//fdrA//tolQ//hemG//entB//ydcZ//frwD//malK//cynS//prfC//ygcO//yjhC//mntS//caiB//rpmC//gudX//lolA//trmJ//yeiG//potF//ftsB//aaeA//dicA//dhaR//yhdW//yddL//sufE//rplA//ydiB//rfbB//rffT//acpT//yjfF//citE//sucC//accB//ubiB//tcyP//ebgA//yddM//yjfF//ydeT//fadI//secF//aroH//fdoH//nrdH//yahN//rplF//ybiT//ascG//chaA//malG//tesB//rfaF//galS//codB//ybeQ//pfkB//rstB//fdrA//oppA//ydeM//ybbY//ybhS//gatY//hisG//efeO//yeiG//yfcP//csiD//mdoG//yacG//aqpZ//rraB//rhtA//talB//nuoL//yfiE//dgoR//pyrE//obgE//slyD//ybjN//narV//rfe//tdcG//mhpC//ugpC//yfaE//ddlA//kbaZ//plsC//intF//sgcX//cadB//dsbB//ribA//lipB//mhpR//ada//groL//waaO//clpA//rmf//fliA//metK//mug//fdoG//roxA//kbaZ//yghW//ppsR//mltA//ycgR//holB//malI//tatE//xylB//sdaA//ptrA//sapD//priC//yeeA//nagK//rbn//eamB//csgG//yfcA//malZ//hisS//abgB//murQ//yqiH//dcuB//slmA//yqgB//fruK//putP//ydiV//proQ//murJ//yfdG//folD//yfeO//grcA//pgk//pyrD//ybjL//yejB//menD//yahO//yfeD//yciE//aroF//ompA//djlC//trmI//gpmA//ymdB//tar//fumB//uhpC//fsr//caiD//rpnD//rng//zapA//dtd//uvrC//prkB//ymgF//cas1//lptF//uhpB//yijO//dcm//yfaV//uvrY//ybjX//pdeK//mtnN//ribB//dacC//hyfF//oxc//glnP//hypA//lon//csiD//dtpD//yiaA//amiD//tsaE//tdcE//lacI//mhpD//pdeR//insH-6//galR//tsf//yjhG//yjjW//minD//ypdB//nusA//yeeO//mdh//yidE//agaD//arsC//yebS//flgH//csdE//gnsB//cyoA//cca//fadJ//gcvH//yadV//ompC//yggF//waaZ//dmsB//slt//hcaT//mdtG//pgm//qseB//pspD//puuE//prc//nudG//rfe//dicA//glnK//rfbX//bglA//msrQ//opgG//nuoE//ilvM//yfcF//pphB//mrcA//zitB//groL//yjjQ//mmuM//ptsN//ccmC//uof//rnb//yaiV//dcuS//tap//aslB//rluB//yjiA//cspA//cpdA//pepN//wbbK//rnlB//nagZ//thiL//nepI//nadA//rfaG//glnB//fecB//ymdB//selA//xseB//sapF//rpoD//fliT//yghO//ynfE//cysM//pdxB//ugpA//menH//eamB//pliG//yghU//thiC//yajL//arnF//rffG//secB//murR//insE-1//dpiB//spoT//cutC//ampE//cusB//folD//ybhF//recC//tatA//yiaN//pepA//pspG//yfhH//dgcF//exoX//cysD//nrdH//pabB//tufA//nhaA//bioD1//hcaF//ybiX//rplA//codB//rplA//yehT//rluC//pnuC//hicA//rlmA//bioB//ybiS//dadA//sxy//waaL//yiaO//rlpA//nanA//mreD//yqaA//priB//deoR//ttcA//rnb//yafC//lysO//fadI//yciA//ypdI//yodD//aaeR//rcsD//wecB//emrD//hisS//rpsK//mdtP//yjbG//xylB//insI1//rpoS//ibpB//bglA//tolC//argC//sfsB//yidK//ubiC//csdE//torD//ais//cheR//rfbC//glnP//ribE//holE//cobS//yebZ//ttdA//yjiQ//pinQ//modB//ulaR//uhpA//djlC//topA//aqpZ//rimK//ansA//sapF//yagU//maa//yhcD//mdtN//deoC//fdnG//higB//ompF//clpP//rbsC//wecE//waaO//mraY//cdd//tap//cpsB//evgA//der//folC//fepD//xanP//rfaQ//glnD//creC//fliD//rfaH//yjhI//glnA//cysD//narU//gmhB//yceD//speC//ghoT//gutQ//prfA//yjbG//afuC//yajD//nth//glpG//yahI//
GO_0006140_6	kilR//fliG//
GO_0006144_6	recG//rnd//narI//aldB//pnp//prpR//ugpB//trpA//talB//yciK//
GO_0006145_7	oppA//kch//nupX//kefF//
GO_0006146_8	bamB//htpX//
GO_0006148_9	waaS//
GO_0006149_9	hisC//
GO_0006150_9	atoB//
GO_0006152_7	kdpE//trxA//dfp//dkgB//ftsA//frdB//
GO_0006154_6	hofM//
GO_0006161_9	hisH//
GO_0006163_6	aldA//yhjA//parE//feaB//menC//cysW//wzc//yjjI//sapF//yedL//cytR//mdtE//aceK//ampE//kdpA//yadC//gatD//cysG//pyrE//xdhB//cutC//mocA//ydbD//comR//fabB//pncB//trpS//thrS//yegS//lhr//rsmA//ccmD//glcB//ytfE//helD//nikB//rutD//ybiI//trxA//fadA//yadM//ftsY//ebgR//argE//fhuF//baeS//ribE//dadA//truC//glcB//chbC//truD//mtn//citC//
GO_0006164_7	potB//adhP//rsmH//sbcB//rhtA//znuB//rpmE//rfbX//dgoK//pmbA//gntT//csiR//fabZ//ydiO//sdhD//mog//aer//umpG//thrS//aceF//rpmF//fepD//cysC//fryC//tisB//fumA//pth//mdtL//motA//dsbB//pdhR//ppk//tas//rcnR//csgG//rplR//fhlA//cpdA//ynfF//yjiX//
GO_0006165_7	deoC//rluC//yfaV//cusS//deoC//ebgA//gltL//mtn//amiA//nagE//recO//gdhA//btuC//frvA//yqjI//insH-6//rimI//nudB//melA//
GO_0006166_6	yjjB//map//
GO_0006167_6	yeaV//
GO_0006168_7	atpB//rpmH//
GO_0006171_9	yqaA//
GO_0006172_9	ibsE//
GO_0006177_9	hldE//adeD//lpoB//
GO_0006178_7	glcD//
GO_0006183_9	chiP//
GO_0006188_9	rclB//mlaE//purA//gutM//
GO_0006189_10	csrD//waaC//
GO_0006195_7	pgl//tauA//
GO_0006203_8	paaK//queE//
GO_0006206_6	yeaD//dcm//pykF//eutD//ivy//codB//mak//gpr//ileS//hybD//mltG//lptC//exuT//glsA2//ldcA//araC//envZ//tehB//xerC//fliS//yiaT//norR//hyfF//ynhF//hlyE//frlC//
GO_0006207_8	pth//mlaE//srkA//tdcC//ansA//
GO_0006208_7	crr//gabP//ascG//cptB//rfaC//rfbB//caiF//sgrT//thiQ//fre//yibF//csrD//yhdJ//
GO_0006209_6	tehA//
GO_0006210_8	ycbU//
GO_0006212_6	topA//hybD//mutS//hdeD//yjiR//ispB//queA//mglB//murR//yeeJ//ldtE//
GO_0006213_6	acnB//ahpC//ptsN//rhlE//sppA//yajD//rhaR//alsA//aslB//pgaB//ptsN//ilvA//yjbF//cobC//ydeT//yedX//
GO_0006216_9	cvrA//
GO_0006217_9	cydD//
GO_0006218_9	amyA//
GO_0006220_6	recB//tilS//fryC//torZ//rseB//cmtA//paaF//yehD//mliC//agaI//aidB//bamA//cas2//tnaC//rpmH//hypE//eutN//rlmF//guaB//mocA//
GO_0006221_7	yiaT//crcB//arnA//arnD//hofO//rpnD//dmsA//ccmG//yieF//torZ//rimI//rne//purR//
GO_0006222_9	fliK//
GO_0006225_9	dppF//
GO_0006226_9	bluF//tgt//
GO_0006227_9	yfaV//
GO_0006231_9	rpsB//
GO_0006233_9	ppiC//
GO_0006235_9	araH//
GO_0006241_9	tbpA//
GO_0006244_7	hycI//ydiV//yfcS//mdtP//hipA//pyrG//cysS//
GO_0006259_5	glcB//ybeF//ycjY//tdcG//prlC//rdgC//elbB//cadB//yggD//nikE//napB//fimG//csgD//frlB//lpoB//mdtI//cas1//ycaO//ynjA//tufB//selA//lapA//hypE//elyC//dmlA//degP//gatA//narI//yiaO//cspC//fadA//nepI//sdhC//ycbB//yebC//yihX//mutY//nrdH//yahB//glsB//yhjG//tauC//prpB//ydhQ//amiC//dinB//paoC//ebgA//yraJ//tsaD//degQ//ychH//eutB//uxuA//pstA//ykgF//yaiP//frdD//tonB//srmB//uxuA//nadD//radA//eutN//fadL//menB//acrB//yhjB//rng//gyrB//rzoR//fixB//dtd//pepT//uvrY//kdgT//xylH//topAI//nusA//rph//hcp//lptC//fdoG//lolB//acrD//cusB//ybgP//ubiA//lpxC//yfeR//cof//hflX//dppA//rhtC//yphF//lacI//xylB//tcyN//dusB//alaE//argF//narY//map//ydbD//ptsN//raiA//fabG//lpd//ygeW//glcA//fecA//dadA//nhaB//rutC//napC//malE//cnu//yaiV//rodZ//bsmA//yiaF//mrr//glvB//thrC//glgA//helD//sufD//chbG//ydfK//ybhR//pck//trpS//torS//tsaB//ispG//hipB//hybG//ybaL//fdrA//mcbA//selU//ribB//lgoR//citE//mutL//ampG//ivy//bcp//
GO_0006260_6	panC//trkA//trpB//relA//thrC//cobT//fimC//pntB//rfbX//galS//mhpT//alaA//tpiA//fryC//zraS//rplN//gudD//ivy//ccmF//prlC//panE//
GO_0006261_7	recO//yfaV//xdhB//nanE//phnP//hemN//insE-1//ftnB//yphC//rlmF//frdC//chpS//
GO_0006265_6	frdA//basS//livJ//hisF//nuoI//
GO_0006266_6	mdfA//ptsN//pal//
GO_0006267_5	ycaO//
GO_0006268_9	yidQ//ygeW//thrA//
GO_0006269_6	glnS//
GO_0006270_6	ulaA//fieF//fliS//gstB//thiE//greB//
GO_0006271_7	ltaE//waaG//xseA//
GO_0006274_6	frwC//
GO_0006275_7	potE//malK//flgG//rfbB//sdhB//fixA//rpsP//focA//chaC//
GO_0006276_3	cdgI//torA//yraR//frmB//wzc//frvB//gmhB//frwC//
GO_0006281_6	lgoD//ybjI//lpxP//macA//dnaX//citE//torC//znuC//agaI//brnQ//nmpC//ygiW//ompG//pheM//pdeL//alsC//hldE//hisM//tauD//pitA//ygaV//ygbL//xseB//trmO//hflX//prmB//mltA//sfsA//iraP//phr//sgcA//coaA//hybG//ybdN//alaS//ompC//phnH//glgX//asnS//ygiS//glnP//dcuC//rpiA//nac//sgcB//tbpA//rpiB//ribC//pstB//afuC//opgC//tsgA//aspA//pepB//nhaA//
GO_0006283_8	dgcQ//
GO_0006284_7	zipA//zupT//cbrA//livF//bcsA//gcvH//
GO_0006285_6	pncB//agp//rcnB//ispU//malG//
GO_0006288_8	artQ//yehT//
GO_0006289_7	ynfL//nfo//
GO_0006298_7	cbrA//erpA//tgt//yjcS//gcvP//waaY//dsbG//xanP//pgaD//hemG//
GO_0006301_7	bacA//tauA//uraA//dxs//
GO_0006302_7	napD//ybhA//ssuE//xerD//nikC//cas3//marR//rfaQ//mrcA//
GO_0006304_6	ydiV//yddL//proC//sspA//gntT//hyaC//secD//pck//kup//
GO_0006305_7	ftsX//pyrG//yjiX//nupG//
GO_0006306_5	mnaT//wzzE//dmsC//lpxP//
GO_0006307_8	cysU//narW//melR//pcnB//sdaA//
GO_0006308_6	sbmC//msbA//rplI//cdsA//ybaL//sgbH//azoR//murQ//acs//nikR//tag//tatE//
GO_0006310_6	ygbN//gapC//dusB//yfjV//exbD//atpE//chbB//mraY//ada//bdm//leuA//casD//ydbD//ybaO//kefG//yehW//degS//gadE//eno//nikD//trmO//tgt//lexA//tamA//caiT//yebQ//rspB//ttdT//ybjL//ftsE//tauC//livF//mrcB//ycfH//galU//btuB//sseA//betB//lsrG//ribD//hcaT//kdgR//yjgX//
GO_0006313_4	metR//nanA//mtr//acrF//yagJ//rfbX//yfeW//
GO_0006323_7	hns//
GO_0006325_4	yphB//
GO_0006351_6	ytfT//yaiW//prfC//ygbN//rclC//yiiE//eutN//fdoH//rnpA//yqeA//yjbB//yajD//tdcG//btuE//srmB//pspG//smrA//npr//topB//nagB//tauA//fdoH//puuC//hofO//dgcT//trmH//msbA//mpaA//gutM//gluQ//ybeF//borD//stpA//rfbD//gsiC//bamD//mnmE//nirB//yadC//nagE//aer//narZ//efeO//rhaR//narQ//dinD//yhbS//ybhA//ycfH//smpB//slt//waaY//glsA2//sfmH//lldP//nirD//fabD//gatC//rpmG//rffC//ygeV//yjjB//ydiK//sdhE//melA//sdaC//lpd//pspG//preT//fucP//truA//ftsP//ytfR//prmB//dauA//pgl//flhC//iaaA//paaC//yrfG//fklB//fsr//thrS//comR//yadV//hisD//yafS//ansB//yphD//hypD//rplK//nrdG//speE//dgt//acrD//cutC//ispH//yhbO//yjbH//pyrF//sfmH//hybG//iscU//patD//dppB//dgoR//metE//agaW//bepA//tag//lolD//priA//recB//ycjD//lacZ//gfcE//gadC//hypB//narZ//
GO_0006352_7	ilvI//panC//yceO//frc//
GO_0006353_7	trpA//yhcF//
GO_0006354_7	cdd//argO//rlmL//
GO_0006355_7	ybgP//ftsP//ydbD//cueR//nlpI//ydiB//fliT//ecpR//chpS//nirD//znuB//yqiG//minC//sfmF//aqpZ//adeD//ydeM//sppA//ygbL//ydgA//hyfC//lspA//bglH//maoP//cobT//tdcA//hofQ//emrB//queD//dmlR//galT//ybdZ//caiD//map//murI//sfsB//lptC//oppB//minE//pdeD//mdtM//dacC//insA-1//mltF//sapF//creC//cspD//fadJ//vsr//rihB//melA//gldA//ftsE//iap//yhjX//gspJ//hybG//ppsA//galP//hybC//setA//rdgB//lrhA//yrbG//dnaN//shoB//ydhK//cmk//waaQ//cheY//iscU//ydfD//ydhC//nrdG//kdsA//minD//opgE//thrS//thiE//tcyN//nrdF//hsrA//dgcN//citG//cysU//emrK//abpB//rlmH//tatB//metE//atpD//tap//eutN//ispA//znuB//acpH//nlpD//ybfE//elaA//mdtA//allS//hslO//rclR//ruvC//sfmD//aceF//casB//mcbR//xseA//yaaA//soxS//ynhG//dgcZ//hofN//uup//cutA//yfcG//pdxJ//insI-2//yggT//pepT//plaP//proA//nrdR//ascG//nuoG//pflA//paaJ//secA//ppiA//dbpA//mnmA//ycfH//guaC//alsC//aspA//yhhZ//bssS//yhdJ//corA//rayT//yiaL//ybdZ//glrK//lpxK//ybbN//hisH//mgtA//dcuB//efeO//betT//era//ariR//sfsA//cas2//ggt//ilvD//chbR//rbsA//ybhP//envR//msrQ//rzoR//kbaZ//ydjJ//mtgA//iscX//purT//yafQ//rsgA//exoX//frlA//tyrR//nrdA//trmH//ppk//mdtP//bssR//feoA//clpS//kdpF//gshB//dinG//tcdA//iscX//umpH//sdiA//ydiR//fdhF//lhr//rplO//yhdZ//arfA//pfkA//gsiD//kdpC//tatB//tgt//pyrL//araE//galS//yjhH//nadD//feaR//ompC//cirA//ubiD//ccmA//dauA//yiiM//kdpE//hokB//mdtD//galS//rlmM//rho//ssuD//yhjD//pppA//pheP//atpF//ypdF//pdxK//yraR//hcp//hisM//fucK//cvpA//arnA//elfA//rpsL//yhdH//yhjB//hflK//yiiE//yfbS//galP//kdgR//fkpB//yraI//purD//acnB//yehU//sufC//opgC//insI1//ycbX//yqgF//yeeO//glnQ//ais//yieL//fruA//citE//yciH//setB//gntP//yiaO//astB//htpX//priC//
GO_0006357_8	hrsA//
GO_0006364_9	mdtA//yqhD//yjiA//gadE//aspC//cheZ//uidC//ibsD//yieE//sgcR//ybhD//yijO//pphA//nrdH//rcsC//rbsR//mtnN//exbB//phoR//yejB//polB//gntU//rplX//fdnI//thiE//dapB//patD//dxr//serC//ypdB//insH-5//udk//yhaO//yjiX//mhpC//mepM//bipA//iscS//ghxP//prpR//gcvH//ptsG//paaA//
GO_0006378_8	fabD//murE//
GO_0006379_8	symE//
GO_0006382_8	lolB//
GO_0006396_7	eamA//nadD//ygaV//pgpA//moaE//slmA//lpxK//selU//rtcR//phoE//mpaA//nirC//recF//torS//patZ//mazG//gabP//trkG//holB//pfkB//katE//yieF//rhmR//cysD//cysQ//yhjD//rstB//yggD//leuD//gadC//gph//ybiI//yefM//ubiF//ydeP//recT//napA//potD//potF//mnaT//hrpA//pdxA//sdaB//ibpA//metC//accB//leuD//dfp//yfcG//ppsA//dut//yhdW//eutA//ygcW//glcD//dosP//glyA//mmuP//nuoM//bglJ//nrfF//ndk//feoC//ldrD//mlaF//ftsI//purN//ynjA//xseB//ygfI//ygiS//betB//gspE//rffG//yfdK//entS//yodD//yicJ//ydcZ//ycfH//ompC//tauA//eno//fimI//ycfL//sufS//ypdI//ftsY//mscM//bssS//cysH//araH//proW//ybcM//eutD//btuB//bioH//kilR//moaE//rna//alaC//malF//
GO_0006397_8	relA//setB//glrK//
GO_0006399_8	rodZ//tcyN//yedX//sbcC//rlmL//glvB//queG//dicB//opgD//pgi//rsmD//prfB//mak//alr//dgoD//argH//ilvI//lpoA//yajO//rpsE//citX//yeeY//accD//xisE//cmtA//coaE//fimI//deaD//kbp//tdcA//lpxH//cas1//apaH//ydgA//rng//wecB//tdcD//sad//lpoB//trpR//yadV//lipB//xylE//smrA//bepA//zitB//ribD//ynbD//umuC//fadM//rlmG//rrrQ//yqgB//phr//glyS//fdhE//dnaE//hxpB//secY//ilvC//treA//pck//hflX//ybhS//yghG//glcC//livF//adeQ//ubiD//gltP//ascG//waaL//ybcJ//hiuH//phnP//ychO//araF//waaP//upp//pepD//ybaK//ybhG//
GO_0006400_7	cydA//proX//yhjG//yodD//pdxB//fliG//ariR//nsrR//yccX//rihB//rplL//sixA//nrdR//yjjU//phnC//rsmJ//yihS//ridA//yjgX//nei//priB//acnB//ilvI//ispG//mocA//ygcW//rpsE//djlC//srlD//ydjL//nagD//tabA//hyi//alkB//ispF//elaD//clpX//rclA//rbsC//garL//recX//ftsB//ttcA//mlaE//yfbS//ulaG//nirC//rfbX//fruA//
GO_0006401_6	ygbM//cpxA//ydhC//yeaE//aroG//secD//sgcE//pncB//nfuA//hisC//cvrA//melB//hypA//folD//atpG//murC//livM//lpxK//mlaF//fimG//ydcI//yoaB//
GO_0006402_7	sucA//rplD//ghoS//cbrA//hybB//mmuM//epmC//zitB//yieE//comR//dcuR//
GO_0006412_6	yajD//livH//yjfP//ansA//vsr//bioA//ytfP//cyoC//astB//xerD//chbG//shoB//insH-6//setA//elfC//yiiE//yehT//garL//hicA//hupB//cysZ//lacZ//xylF//hypA//yihQ//yjhP//yafQ//csgB//hiuH//glgX//srlD//sufD//mfd//plsX//gltD//ymfA//thrS//dinI//ybcM//flgK//dtpD//ibaG//mioC//flhA//mdtN//wzzE//yhfK//dinD//cyoB//galR//cyoE//
GO_0006413_4	sodA//srlB//dcp//
GO_0006414_6	flgM//nfsB//dacC//mglC//ldtD//fsr//caiB//ribF//manY//
GO_0006415_7	decR//puuB//araF//yfeW//hisB//ligB//glcB//
GO_0006417_7	rpsM//dgoA//ydbK//glcF//ynfE//yafQ//moaC//infB//yoaB//dut//eutB//hemH//gloC//rsmA//aphA//fadH//edd//aroE//malP//bacA//rcsF//pth//iaaA//dxr//ybdH//mscM//sufC//rclB//arcA//arnA//mrcA//amyA//caiB//sfsA//metI//atpH//sgcA//ygiN//glcC//
GO_0006418_7	yigL//frlB//rfaG//ybjX//acpP//rcsF//nuoL//iaaA//pspF//hns//ogt//dhaL//btuC//alkA//cydB//yibA//bioP//ubiI//yhhY//iscU//norR//yceK//sad//rbbA//glsA2//
GO_0006419_8	frvR//
GO_0006420_8	rsmC//
GO_0006421_8	clpA//
GO_0006422_8	rfaQ//
GO_0006423_8	proC//
GO_0006424_8	ftp//tauB//
GO_0006425_8	insE-1//
GO_0006427_8	hipB//
GO_0006428_8	maeA//
GO_0006429_8	yagU//
GO_0006430_8	caiD//rhaT//
GO_0006431_8	sgbE//
GO_0006432_8	mazF//dcuR//
GO_0006433_8	yjjU//
GO_0006434_8	nagD//
GO_0006435_8	dicB//
GO_0006436_8	metB//
GO_0006437_8	ascF//
GO_0006438_8	phoA//
GO_0006446_8	mutS//rraB//trg//yebK//epmB//livH//frwC//
GO_0006448_8	flgK//preA//yahI//ompG//entA//
GO_0006450_4	exuR//yfiR//mfd//exbB//alaE//aaeR//rhaM//exbB//ilvI//ydgA//
GO_0006451_7	gstA//
GO_0006457_3	cpsB//yiaJ//rarD//gpmA//acpP//tmk//napF//yecS//ribF//yfcU//garL//idnK//hslU//yghO//ybiJ//topAI//fetA//phoR//matP//ybdM//gpr//waaH//adhE//fkpA//gntU//cysZ//dnaT//yiaF//yhjD//lpxM//birA//pgaD//yafE//hsdR//ykgA//htpG//oppA//baeR//znuB//mog//
GO_0006458_4	mdtO//murB//glxR//aidB//sodB//ydeI//arfA//yahK//
GO_0006464_6	fimD//guaC//ydeI//pbpC//polA//fimH//tag//norW//ascG//csgA//rfe//yibT//yjgX//fmt//exuR//recN//cusF//rpmA//entA//dacD//mntH//yqjA//yhiM//yccX//ubiI//ansB//frvR//tolC//hpf//artP//ygiW//hha//hldE//fimH//mepM//yfcS//ibsB//patD//yjtD//ychO//ykfM//araF//pepN//uof//metK//upp//gfcE//fepB//glnK//ymgC//dicA//yihT//znuA//ygiN//emrK//phr//cstA//crl//nikD//hns//mdtO//nagB//dcuR//ccmF//ffh//ydbK//rnpA//fsr//dcuS//yhjG//yggF//yihL//rnlA//metH//rapA//srlA//tusC//ykgM//xanQ//yeaE//nrdA//rna//narU//uraA//lpxT//prpR//ogrK//speD//patA//gspJ//cpdB//yqjA//fbp//zapC//hyfC//rcsA//hemC//zapC//arnB//thiC//elfD//nuoF//yjcS//yeiG//ybdG//yidL//ycbB//rlmD//patZ//pstC//rbsD//bcr//nmpC//cspC//yeiE//nuoM//yihT//trmO//rrrQ//priC//ycgR//pyrL//surA//napD//rplS//cyoE//yfdG//wzb//caiB//artJ//glyS//dmlA//rnr//rclA//ygeW//dedD//nth//bioC//yfcQ//mazF//dnaT//allB//
GO_0006465_6	sucA//pdxY//yraK//
GO_0006468_7	kefC//puuP//glnQ//kgtP//insB-4//argA//rpiB//yibF//glsB//hisG//hisI//rlmF//nrfB//pabA//rfaB//xylG//ybiW//yqcC//mdtF//argF//ygbM//tgt//yggN//mreC//yohD//perR//hicB//potC//cueR//lrp//murG//yibF//eptC//asnB//yggE//sutR//flhD//ugpA//fixB//accA//rlmC//umpH//sgcB//dsdX//rodZ//paaK//sufE//yggW//priB//betA//mutH//dnaK//mutY//
GO_0006470_7	hexR//rcdA//bluF//ydhQ//umuD//cynT//pdhR//ybiA//minC//yiaU//tcyP//frvB//rcsB//aceB//rsmI//yjaA//
GO_0006473_8	yjhP//carA//csgD//creB//metL//nadC//napD//ybeQ//plaP//dnaG//srlA//ghxQ//
GO_0006474_6	ybcC//ilvE//ybiA//cusF//sfsB//
GO_0006475_9	glxK//ligA//
GO_0006476_8	caiT//cptB//dppA//
GO_0006479_5	ydaC//xisE//ybaT//xerC//fliZ//gmhB//rsmH//nrfE//
GO_0006480_6	rpnD//
GO_0006486_5	priC//
GO_0006490_5	msrQ//
GO_0006497_7	yqhD//
GO_0006508_5	ykfI//gpr//relA//gltD//menB//hisM//fis//tusE//fic//rsmC//glrR//fau//uvrB//argH//nfuA//yehU//dacC//creC//yodD//cusA//ppsA//rsgA//yicJ//tesB//narU//tldD//cytR//yehB//dpiA//flgJ//envR//yfaE//dicB//csrA//xisR//dsdX//gpmM//ygeR//rhlE//cysA//cspG//glgA//lysC//ydcZ//rhaB//caiE//btuB//secA//rlmD//uhpC//csgG//yhaJ//mltA//frvB//groL//
GO_0006515_7	thiG//bioD2//yihT//blr//
GO_0006517_6	nfo//mprA//yneJ//yieH//
GO_0006518_5	ulaA//gatB//ssuE//paaA//trpR//phoB//rpsB//fetB//livK//cmk//tdcC//pfkA//yadM//acnB//hscC//yddM//ybaK//soxS//ybjC//rplM//acs//pheP//fhuC//puuR//yeaG//ibaG//yhiM//elbB//amiB//nagC//rplT//oppF//yghW//yaiP//ygiV//hipB//ruvA//lysA//thiD//mepH//ispF//tufA//yjjV//cusB//iscS//otsB//thrC//yjjG//yqhC//pinQ//trpC//ybgP//tdcF//yebS//rplT//ydiV//hicA//yddM//trmD//ydiZ//yqgF//hipB//hdfR//xthA//yebS//pheS//rpmB//eutR//pck//psd//ribB//ttdB//yohC//moaB//tnaC//nuoB//ykgA//
GO_0006520_4	argD//pgaC//ybjL//mltF//fliK//lit//tolB//nhaR//argB//yedX//era//yciE//ulaE//ychO//uacT//chbF//pgpA//chbB//yidA//thiH//ygfI//dapA//mltB//gapC//ibsD//pgpB//gatC//dnaG//psd//rimJ//recA//yqeG//entH//ydcI//rppH//ftsL//satP//hybD//ftsX//hprR//malF//btuR//aroH//glnP//tauB//ypdB//gstA//mukB//idi//ykfM//yedP//narZ//yjjB//ycfJ//mreC//yebK//ais//ssuD//dicB//rsmF//hofC//pldB//pflA//fdnH//yjjQ//ygiW//dsbB//holA//dam//modA//pitA//rdgC//udk//mutT//hokE//tatD//ettA//mipA//phoP//fepC//ffh//aaeA//mdtA//rutB//pheT//murD//decR//ascG//kdpD//katE//narX//gapA//yqiJ//rffC//menI//mdtN//yjeH//atpF//aroC//csrD//paaX//rhtA//aas//yjjB//dicA//yhfK//bamA//prmC//fadM//bcr//alsB//idnD//shiA//dnaN//flgI//rlmM//insE-1//ugpC//ascG//ydiF//chbC//potG//allC//pbpC//carB//glnA//yfcQ//nhaB//frvB//lapB//tusC//bioD1//yegS//yfcS//glgP//mdtE//lptD//dcyD//yfjR//yddA//thiG//waaU//malF//nfsB//ymgC//erpA//pheA//rpsP//yfeD//relA//mrp//ddpA//kbaY//rpsB//waaL//yfhM//eamB//rlpA//priA//yidL//nagK//ybdG//csdE//yrfG//sohB//intQ//dppA//sodC//miaB//yagE//ssuE//wza//yddM//valS//dicC//dpiB//trkH//pspA//gsiD//ftsH//argA//cbrC//serA//rsmG//pdxJ//argC//livM//osmC//bioB//dnaB//recT//thiG//ycfH//ybaQ//rusA//rcnR//uidR//aroE//asmA//argA//tcyN//arnD//
GO_0006521_6	tar//fsr//yihS//
GO_0006522_7	gloB//yfcG//arcA//aceB//ygjR//garD//fabA//
GO_0006523_8	yrdA//dcp//rplD//yjjI//
GO_0006524_8	entS//speC//rpsK//
GO_0006525_7	nudG//rplL//sufA//nfsB//msrC//mlaE//trpE//gshB//mntR//cpxP//seqA//yfgO//rhaD//yieE//bcp//ompF//ybhJ//fimI//rbsC//gpmM//gsiA//
GO_0006526_8	der//ybaE//kdgK//yhhT//lysC//trkG//queC//potG//rbbA//fruB//cutA//prfC//dnaB//
GO_0006527_8	sulA//nagB//rcdA//znuC//yaiV//rfaE//fabZ//intQ//alaS//
GO_0006528_6	gspF//yhbY//gudX//ydiK//
GO_0006529_7	glyA//aceA//
GO_0006530_7	sanA//fumB//
GO_0006531_7	yidA//hemC//folP//ybiA//sbcC//sutR//evgA//paaZ//
GO_0006532_8	lyxK//murP//
