#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sad//sixA//tolQ//ydeT//
GO_0006950_3	tcdA//insB-2//srlR//chbB//galR//ydjJ//yfjR//ampG//tig//tcdA//eamB//rbfA//garD//nimR//envZ//yccA//rfbX//carB//nlpE//lptE//crr//yfcV//atpD//minE//fkpA//iaaA//mngR//gsiA//recC//ade//chpS//nfo//yadM//alr//norV//frlA//minE//wbbK//fdoI//exbD//ydiR//csdA//rfaD//trpGD//speE//trpS//ybjG//hypD//ydfD//rne//crfC//sdhA//hha//pnuC//fklB//zitB//yhbS//ompG//nadC//hflC//cirA//pheA//brnQ//ybaM//rne//hipB//aroC//ygaH//ansA//flgF//hemH//agaA//sseA//nuoM//dnaN//rfaD//yfbU//ydaV//mgtL//sgcE//fucI//bamC//dnaT//sgcC//insE-1//aslB//gsiC//fumB//sufA//pyrC//ygbL//yjiY//ydcT//bioD//ushA//glpF//nirD//tdcG//lysA//astC//pth//murB//ada//nupG//mmuP//glpT//fdhD//cmtA//trpL//upp//dsbG//gltK//hofC//trpC//bamC//pitB//degS//psuG//sgbE//yjjU//hxpA//yedL//mrr//nuoF//fes//rpmE//hemA//ftnA//mltD//mutY//fliS//ggt//mqsA//dauA//alaC//sgcC//exoX//garL//ybhR//hycI//speF//ispH//ilvM//yqhC//lrhA//endA//gmk//kup//holA//dmsC//thiM//dgkA//cpxR//gapA//iclR//selB//yehU//glmU//tdcC//hyfF//hcp//flgH//elaB//ygeA//fryA//rrrD//acrE//lapB//livJ//tdcB//map//glmU//flhE//cmtA//lolA//nuoN//yjhC//dicA//aspS//idnO//clcB//pdeL//soxR//ompN//thiQ//yjbE//dnaT//hyaC//entC//aroG//yqaA//srlE//hybD//fkpA//galE//gpr//yfiR//msrB//rsuA//ybhG//insK//yoeB//eamA//yciK//cyoC//cydC//hupA//ydcS//yiaU//yfdS//hyaA//efeO//fryB//matP//arnB//yqjA//evgS//ais//matP//ilvN//msrC//rbsA//rpsR//ugd//holA//folE//glxK//casE//hslO//paaZ//yneL//ptsN//narZ//metK//moaC//galR//clsC//aceA//menI//srmB//sanA//gudP//yedA//ydeO//cobC//kbaY//ybaQ//elaD//eptA//hflC//ydfD//tag//alsA//ybjG//panE//ftsA//ymjB//sdaA//basS//opgG//dhaR//truA//yidZ//gadE//yciK//wbbK//lptE//ydiV//yggD//slt//ycfH//cadA//purR//mscM//dppA//ycjU//secE//deaD//yhcN//nlpA//yhjB//elaD//viaA//caiB//mzrA//purC//sfsB//yggN//dpiB//yneL//dcuR//sucB//ispU//ypdF//yejB//hsrA//ydjK//pfkA//proW//gpp//rluB//prc//yihI//iclR//proC//mtgA//yedL//iclR//priA//psuT//ddlB//obgE//moaA//rlmC//yhaJ//matP//shoB//ptsG//bdcR//tatD//btuB//proA//hofM//mltF//cpdA//ravA//yjbF//fliZ//mdtM//pspC//rimJ//nanT//pgpC//yhhT//mltG//casE//ralR//sutR//yhgF//csgD//ymgC//mtr//tauD//glpA//selB//rhaD//yqcC//fadE//hxpB//rluA//yiiM//phoR//ilvD//yigL//glnH//pgpB//ghxQ//cmtA//lhr//gmk//fryB//pgaB//gatB//gadA//hisS//emrD//yqcC//yidP//entD//gcd//fadB//yejA//rtcR//nfsB//yohD//ygcW//rsmC//yceD//yihQ//apaH//frsA//hisM//tmk//bdcA//pgaB//paaA//maeA//dnaG//gatD//yafE//cbeA//tolR//ssuA//aldA//sbcD//lpxB//ybjG//rpsS//nagB//stpA//yifB//lepA//xisR//citX//yhaM//ybgP//deoB//hyaD//rplS//rplT//ubiX//ybhF//cycA//sdhE//fes//gldA//hypT//thrS//dcuC//appC//tolA//ydaN//yehC//yciF//ibsC//flgI//umuD//kefB//purB//fhlA//agaR//hybO//yaiP//ydiP//flgI//sgbU//phnM//grpE//ybiA//poxB//secA//nanR//fdoH//mltB//trmI//arsB//ycjW//dauA//yjeI//yajQ//murQ//mqsR//hcaT//hemN//cydB//hybD//xylE//yhbQ//serC//qseC//dgcF//abpB//citE//agaI//rpmE//cvrA//sapC//cbrC//galM//tomB//xthA//srlR//paaD//glmS//sucC//nanC//radA//yjjU//pdxY//npr//prs//rihC//
GO_0006952_4	ybiA//modC//gudX//flhD//aceF//rutF//folE//cdsA//erfK//polB//tldD//livM//
GO_0006970_4	acrE//rfaC//ynaE//kbaY//dinD//pbpG//rplX//rplW//ybjN//ydiP//ycbB//cpoB//ldcA//psuT//elyC//guaD//rhmD//lsrC//ybhS//rpsR//higB//lldR//narL//hinT//sucD//mdtF//gatZ//prs//acrB//yfcV//lsrK//nuoM//tusD//frc//rbbA//nlpA//ydiQ//ygbI//
GO_0006972_5	ymgA//agaV//xisR//ruvB//lpxL//cysB//sfsA//kilR//soxR//yoeB//allD//btuF//amiD//ycfS//
GO_0006974_5	sgcE//ycjP//nagD//ycgB//rhtB//yjiM//garR//frmA//ydcI//ygbM//nfi//ldcC//pncB//argD//rpsN//pdxK//hcaT//sapF//iscA//rsuA//cfa//napA//rcdA//tyrA//ybfA//livF//treR//grcA//sdiA//fdoG//rlmC//tktB//hslJ//yrdA//yfdC//yeeO//mdtO//nagD//argK//ilvL//znuB//yhaM//fimA//hcaD//cysK//rplQ//asnB//dsdA//fepE//mazG//murA//hcaE//hofP//rbn//dps//yiaA//ispU//appB//ansB//yafE//osmF//argA//yceD//ligA//suhB//yehA//yajQ//purR//yhaJ//ydfK//ygfI//yfiE//ygiB//ttdR//pdxY//fbp//yidQ//speB//pdeH//sodC//ppiC//mutT//lrhA//fimZ//cedA//hflK//tusB//nadB//acnB//trmB//gcvA//frdD//tldD//yddM//glpK//sad//mscK//gutM//lolE//yicJ//lptA//rpmF//narI//guaB//copA//cheY//mhpA//chaC//rcsC//ygaZ//dppB//ubiH//minC//kilR//ydfK//puuD//tdcB//alsB//glpB//hemL//yjgX//plsB//ykfM//cheB//ascF//narK//rrrQ//yqhD//pdxH//narZ//recT//ydjK//mdtN//erfK//ybaL//mglB//ftsZ//ccmE//lsrA//aes//fabA//degP//cusC//fabZ//yddM//clpB//nhaR//fepE//znuA//malQ//yhaO//add//tsaE//yjtD//yiiE//fhuC//dgoK//ubiE//yibH//sdhA//prkB//queG//thrA//fkpA//trkH//pfkA//kefF//ybjI//lpcA//sgcR//kdgT//ykgF//rpnA//aldB//oppA//pldB//helD//gor//trkH//rlmD//hisA//glgX//ampG//rsmD//tehA//fnr//narG//torA//yagJ//chbA//opgE//glsB//yihT//rihC//acnA//sgcX//hypC//fmt//fdoG//nanE//glmS//sgcC//dcuB//dgoR//cbpM//rusA//yfcF//pyrH//surE//yqhD//aes//rpmE//mlaE//mtn//cydC//thiM//yfbU//malE//rihC//psuT//ybaM//hha//dosP//adk//insA-2//fumB//ygbN//secF//yihW//ygcW//yjjI//pflB//metF//glmM//yigB//uspE//nudG//insI1//dtpC//hcaD//cpxA//cmoB//holE//mug//cpdB//bluR//
GO_0006979_4	nagK//sfsA//yqaE//yifB//sapC//bglX//dkgA//rfaB//flhE//metC//yddG//secA//sgcC//rpmJ//purF//tdcD//dsbB//dnaQ//mdlA//yhbO//yobA//nusG//srlE//rseP//potD//pdeL//cra//efeO//yegV//hyaD//etk//ung//waaH//arnB//accD//aroB//yhiM//cutA//yeaG//setC//katE//gmk//metB//rseP//prpB//ybiV//insA-1//rlmM//rplM//lpxL//rna//pflA//seqA//rhaB//fliM//tonB//rpsD//yhbY//yeeY//topA//gadB//ybhG//ldhA//groL//hrsA//cspC//rffH//ygcO//phnM//ihfA//rplL//acrA//fes//folP//uxuR//nadB//arnF//oppF//intA//rfaG//carB//nagC//moaE//fliL//lpoA//speB//
GO_0006986_5	yajL//waaS//wcaC//rapA//ubiJ//nemA//
GO_0006995_6	cutA//cheR//
GO_0006996_4	ycgV//bioD//yadM//yhjG//dnaE//kdpF//rlmD//mdtN//ubiH//gltI//sbcB//curA//hiuH//yhcH//chaC//arcB//paaF//fdhE//cspA//ghxP//yjiX//sapA//phoU//fadB//pbpC//lsrD//mdtG//ybeQ//mntR//ade//yfaE//rssB//cueR//ypdC//ygiN//astC//dut//pdxB//nuoM//
GO_0007010_5	yieK//
GO_0007059_3	efp//yagG//rpsM//folE//bssR//fnr//yehP//kch//aroB//rpmE//
GO_0007062_4	ybiS//hyi//menH//pdxA//
GO_0007154_3	fpr//ascG//nimT//rfaF//yggT//malY//pldB//hyfA//lysO//gpsA//panB//crl//holB//motA//rsmA//exbD//rhaA//tsx//frdA//sodB//trmB//gloC//kdsD//sufC//arcC//ydaV//rpnA//bamE//ykgO//mlaD//rpsB//znuC//yneL//yahO//hybG//napD//dgcF//arsB//barA//sdaA//gcvP//menC//uspF//ribD//uidR//fimF//rplK//tcyP//fadL//ftsZ//plsB//rpsO//livG//yahF//hdhA//
GO_0007155_3	folA//tnaA//mngR//elfC//lgt//rimM//thiD//marR//iap//diaA//lptE//yadV//lpxP//narZ//nhaR//acnA//dam//ibsB//gltI//hokE//tamA//yhjG//ygaZ//purL//opgD//gloA//clsC//rbn//yjbH//mutT//zapA//hybB//cynX//yagI//fdnH//
GO_0007163_3	ftsH//
GO_0007165_3	priC//gntP//ompC//yciH//crcB//tdcF//clsC//radD//yicJ//cysK//ybiS//ybiH//sapC//rsmI//yeiL//idi//potF//mcbR//yihX//putP//glgP//frr//nlpD//citX//lplT//insE-1//dgoT//eptA//frc//fabB//ybhR//pinQ//narQ//dmsC//betB//clpS//malG//idi//rpmG//yojI//casB//carB//mcbA//mtgA//gadW//aceK//hdhA//solA//nagC//hybG//miaA//glxR//sugE//fhlA//csiD//yeeA//uspF//pbpG//mcrA//ddlB//
GO_0007166_4	cas2//exuT//moaE//ogrK//
GO_0007215_5	elaB//dmsB//pitB//holA//
GO_0007231_4	ydfD//
GO_0007234_5	dnaN//
GO_0007267_3	apt//livJ//
GO_0007346_6	hisD//fieF//yhiM//
GO_0007584_4	zipA//bdcR//bdcR//ulaE//
GO_0008033_9	glmM//trmH//tsgA//holC//mepM//sapD//dam//yjtD//aroC//arnA//xylE//dgcE//frdA//mglA//yraK//cusA//hsrA//lpd//rdgB//envR//moaA//rpsT//atoC//ulaF//rpoS//cusA//dut//flgE//srmB//gsiA//wbbK//mdtF//macB//rhaM//citE//fbaA//sfmA//flgH//yheT//solA//feaR//evgS//atpF//rayT//agaD//asnB//hemD//cysC//gspJ//menH//wbbK//treR//uhpB//hypD//tamA//tldD//
GO_0008104_4	gsiD//frc//pdxB//purL//putA//garR//iap//sspB//nupG//motA//dacB//glpK//tas//feaR//dnaB//speF//dnaB//rpmF//ansA//gloA//sdhC//yijE//yhbY//oxyR//rfaD//murC//purR//hsdR//cynS//glpR//xisE//fhuD//malP//idnT//srlA//entC//agaC//ghrB//ynhF//kdsA//puuB//trmI//folD//lsrB//hycA//tgt//cueO//nuoN//fdhD//
GO_0008156_8	tyrA//sgbH//ilvC//nuoM//idnK//yfgI//
GO_0008202_5	flgK//
GO_0008206_5	sgbH//
GO_0008213_7	ycfL//uvrY//lon//hyaD//tcyL//yjtD//uvrC//ampH//
GO_0008216_5	rsmJ//yabI//pntB//
GO_0008219_3	topAI//tdk//pphA//ymfA//mepS//uxaB//puuR//ybiH//yebK//dcuC//prpD//nudG//rstB//nfsB//cheB//
GO_0008272_6	dsbB//kduD//cysP//tgt//yaaA//recR//topA//
GO_0008295_6	rbsK//mscL//ycjU//
GO_0008299_5	rfaB//pyrD//ibsC//ydiO//serA//grxD//
GO_0008360_4	hscA//rfbB//pliG//yicJ//fdrA//cpxP//abgT//treR//aroK//groS//sucA//hisF//ydbD//arcC//betI//nepI//
GO_0008361_5	pgaA//hdhA//yfjR//baeS//mdtD//
GO_0008380_8	opgH//
GO_0008610_5	abgA//bioD//yggD//ybhS//dacD//dicC//rapA//rcsC//argG//rcnA//lrp//rbsR//bacA//glxR//dctA//yihT//glpT//insI3//rplN//insH-6//amiC//rne//opgB//ymgC//nagK//ftsQ//corA//ybhR//yijO//ycbU//gntR//nagD//mtn//cspI//glmU//fliK//yidA//folC//adk//opgG//mlaB//hemC//ybbY//mocA//bioF//rluD//mntS//hybB//mipA//ydcO//lolC//ydaC//yccS//mgsA//fbaA//nlpD//ydfD//modA//gudD//agaV//mhpB//map//malP//cobC//cytR//ydgA//tatA//
GO_0008614_5	fabA//cysS//carA//yraH//rbsB//lgoT//aroE//
GO_0008615_6	gstB//recG//yafQ//rnhB//yfaU//ltaE//creB//
GO_0008616_8	secB//recJ//fhlA//ribD//waaH//amyA//secG//
GO_0008617_9	pfkA//
GO_0008643_6	ccmC//yadM//yejB//cspI//hybB//fklB//fur//xthA//fecC//yrdA//atpD//yhbS//flhD//caiD//tktA//sgrR//yeeO//patD//agaS//ydcP//atpC//uvrB//narG//uof//phnC//phoQ//ytfE//aroD//dsbA//yrbG//slt//mdoD//coaD//gstA//atpE//fieF//dhaM//plsC//aldA//cbrC//lptB//glnA//gspI//nadK//rimI//arcA//dcm//queE//ltaE//yeeO//wzc//dctR//cspB//kch//ygeW//ralR//csiD//fhuD//idnD//rhtA//yedP//rnlB//uidA//ppx//potG//mltD//alkA//sapA//aceB//npr//torI//dppC//rfbX//selB//nadD//nrfE//diaA//mscM//tynA//gcvP//adiY//cra//yhhZ//dnaQ//menE//pgaA//aslB//corA//cbrA//ynfE//trmI//fadR//yjjV//ttdB//ymfA//wcaJ//queE//treB//prkB//trkG//hemB//adhE//sdaB//ubiC//ybeQ//rhaD//mrdA//secD//ispB//rimK//yidA//opgC//pflC//ftsP//
GO_0008645_8	cyoB//yjcS//fimE//uxuR//clsB//bglH//fimZ//wzzB//sdiA//dgcE//mepH//iscA//nikE//rpnA//uacT//rmf//yheT//glxR//phr//ybhI//moaC//livG//ytfE//recR//
GO_0008652_5	tauD//scpC//nikA//ydcP//ynhF//ydcZ//pinE//flhA//rnr//aceF//lipB//secG//gltB//csrD//ygcR//cmoB//galM//uxaB//iap//yghW//accB//yggT//gpr//malI//csgA//mdtK//queC//uxuR//dcuC//yhaM//priB//menA//yebG//tusB//dhaR//rpsO//menB//ycjW//ppsR//bdcR//elyC//tqsA//hupA//menF//kdsA//ychF//tag//comR//ygeV//ycfL//trmB//lsrR//hybO//yfdK//ygcW//mepH//uhpC//cydB//bipA//zntR//rfaF//csgB//clpP//ftnB//flhE//gadC//xerD//evgA//puuP//nfi//asr//ydeT//yccX//setA//dacB//trpB//holB//opgC//bluR//rpmJ//parE//araA//ampG//ygaZ//narL//tusB//yqhC//rnr//coaE//fucK//motA//agaC//ddlB//argG//uraA//nudF//entE//ygiV//uof//xseA//aroD//aroK//ycjU//wzzB//rbsC//carB//aroH//potF//mocA//tdk//yoeE//copA//argD//rpsS//
GO_0008653_5	yaiW//ilvI//nagZ//suhB//ygeX//prkB//mngA//galP//trkA//eutR//acrB//yadI//ydaV//
GO_0008654_5	yqjH//gloB//rffM//ycjU//nlpD//caiD//ddlA//fhlA//mtr//tdk//yjbF//basS//ihfB//fis//ydhK//rppH//hisD//cedA//fbaA//mhpC//torD//leuB//appB//mqsR//ybaE//add//uvrD//xylB//lysS//cobS//mutM//ydeE//narQ//prpB//mreD//
GO_0008655_5	secB//tatE//ugpA//ybcC//argB//ompG//dhaR//
GO_0009050_6	eptA//ndh//
GO_0009052_6	rpmE//yhcD//dgcJ//gloC//hisS//rlmB//ycjU//
GO_0009056_3	ilvH//setB//rnhA//crl//nrfA//aaeB//sulA//yiaN//prs//asnC//ariR//pckA//sgcR//yfhM//rzoR//hscB//mnmE//accD//fixC//sbcD//galE//glnD//artQ//moaB//gabT//ghxP//accC//gloA//yqcG//frwB//phoE//allR//cadC//tdcR//dgoT//yghB//hyi//ybaK//rpsQ//hdeB//gatA//yhjA//phnL//bamC//pgi//pgaD//minE//hofQ//ihfB//fiu//torR//acrZ//ytfE//nuoE//yihS//proX//lacI//yejA//thiQ//sucD//suhB//yehA//tktA//murG//yidC//rpnC//rbsK//moaA//yqcC//nrfB//mhpA//ansA//murD//yajO//sgrR//polA//murF//creB//exbB//sucB//map//tsaE//yebG//rnhA//mdtL//yjhI//yggP//nadD//yjaZ//gltI//dacA//rplQ//yfcG//satP//fliL//sbcB//zupT//araC//csdA//yafS//dgcQ//glcA//yraH//narQ//acrZ//ytfT//tauD//ugpE//proA//ygdG//dcuA//trpL//ftsK//yraI//fur//pinQ//pldB//ftnB//btuC//prlC//citT//rarD//yidA//wcaB//flgD//insB-4//sbp//gspE//yfjR//murE//ppk//lgoD//nikE//torR//tpiA//fdnG//obgE//ycbU//hypE//hemN//der//yfcU//srlD//gudX//opgH//iraD//metE//nagZ//ycbV//borD//sgcC//tufB//yahK//fecB//appA//ompC//wecA//asmA//thiM//wza//cmoA//sstT//mutT//mhpB//nirB//appB//tabA//selA//yeiE//ubiD//ispF//ilvD//yihS//preT//frwB//purF//gabD//sdaA//prpB//hprR//tyrS//yihI//yiaO//waaQ//ygjK//secA//nrfG//cheW//zapD//yggE//nikE//djlC//rplB//rpnD//slt//mrdB//leuB//dgoR//mdtC//lpoB//gabP//eptA//ghrB//cstA//entH//rcnB//yfcR//chbC//ssuA//cynS//yidH//solA//glnP//pykA//argO//galT//yqiJ//nfuA//pdeL//yehW//kilR//lacI//mltD//ybbW//deoA//entE//ynhG//degS//ybdG//zapE//focB//yihW//ribE//eno//glpX//baeS//uidR//agaA//fabR//ftsL//mutM//gltS//amyA//abgR//higA//entH//frmA//phnP//lsrR//waaF//ulaD//ygiW//nuoI//yfcA//ubiA//cobU//ygcR//hxpA//yggF//ypdI//yaaA//curA//pyrL//yfcU//nudG//ilvN//ulaE//norR//prfB//ymfK//deoR//dapA//yhjR//gudD//ppc//alsA//rplB//yiaA//holD//nagZ//lysR//folM//mhpB//hisF//cstA//exuT//tsaD//secA//gltL//metF//yjaA//cadC//yajD//csgD//lpxC//mreD//rpmA//insF-1//kdpB//mqsR//yfdO//frlB//secB//dmsC//prfB//nagE//yciG//ubiH//ibaG//ydcZ//metB//acrE//cspA//dxs//paaC//grpE//pflA//nanT//hybF//ydiB//hldE//zntR//yfjV//hslJ//hybE//relE//puuB//fucA//rnlB//ftp//ompT//ileS//yhjD//prpD//xerD//nfo//ydhK//dmsB//dsbB//cysQ//cysG//yidA//ppk//malX//yejA//tktB//rdgB//hofP//evgS//aldA//kdpF//hmp//pgaC//cyoE//focB//ggt//ahr//mrr//recJ//baeS//pheT//moaB//pyrC//secG//hofP//hemC//pabB//yebK//sdaC//hybB//rutE//yfcP//rfaD//atoC//rlmL//feoC//yhjX//ttdR//ytfP//fdx//rplT//plaP//lolC//ygaZ//lptC//yidK//gatB//gstB//yfcS//fhuF//torC//sdaC//fabZ//sfmD//tufB//argI//speD//dosP//napD//phnG//ftsI//tmcA//galR//pyrE//dnaE//mnmG//comR//dacB//umpH//tnaB//rhlB//asd//kgtP//speG//basS//msrA//
GO_0009057_5	epmC//selA//nrfC//yadI//elaB//pdeH//cysD//cysI//rpsL//gatZ//ygeV//xylG//cdsA//speB//lysA//ybjX//mtlA//rffH//clpP//cueR//slyA//kdpC//carA//recE//lpoB//rnhA//ydfH//iscU//putA//pdeR//fliK//rfaC//yagJ//fabR//sgrT//ompC//hmp//idi//yifB//cyoE//gntU//phnG//rbbA//yneJ//sgcB//wzyE//tktA//dinQ//gudD//kdpD//cof//tolC//proX//mltC//
GO_0009058_3	rpoE//ubiE//pmbA//afuB//rfaH//aidB//gph//mgrB//torS//prs//yfeD//rplT//hdhA//gspF//yidE//mdtK//yifB//cvrA//rluB//tdcC//ybgI//kgtP//nepI//rrrQ//cyoE//holA//rpsH//uvrC//holE//ydeI//yafC//clpP//lipB//yibF//yihP//ydiB//lpoA//pbpG//pstC//garK//rimM//ydaC//rraA//cstA//cpdB//kefB//yidZ//rfaG//chpB//cyoC//flgE//yhhT//nemR//ldrB//ytfT//rlmG//wecB//yraH//gsiB//fimD//flgB//mrdA//glpF//srmB//tisB//insI3//umuD//gspJ//bssR//cspG//lpoA//amiD//hupA//rhaA//azoR//sapA//nadK//ygeR//mmuM//hypT//mngA//narG//ybgI//lipA//speG//lolC//gutQ//oppC//fabH//mdoD//fsr//yfcA//sdaA//emrY//fadJ//ulaA//mntP//ansB//queG//sbcD//ydjJ//ygjR//ghoT//yraH//yejA//yieE//acpT//topA//rplC//eptC//cheW//mmuM//tgt//ydbK//dtpA//yjaZ//nfuA//rihA//napB//gntR//rcsB//hflC//trmH//ytfQ//ibsE//asnB//mnmA//yqcG//tsf//yegD//yhdH//mdtL//yafS//ybiV//cydA//satP//gppA//uraA//fklB//murG//argP//hisB//yihQ//aroC//waaS//ubiA//hofC//yebK//mtr//nrfD//ybhS//araH//allD//fecB//nei//oppF//yhjC//murP//torS//argO//glgB//tauC//thiC//carA//ihfB//dhaM//allD//yecS//entH//yhdZ//pphB//ydbD//trpL//rpnB//pyrF//idnD//hofC//kdpB//secF//yiaF//yjcO//entA//yfhM//yjhB//srmB//sufB//fhuD//panE//rimL//lldP//fliA//rihA//yfbR//glyA//kefB//leuC//casE//rpiA//dapD//ycfJ//argS//nuoE//ybgI//ybdM//sapC//ulaR//relA//yggX//dusC//mcrA//yebQ//mcrA//cmoM//mtgA//opgC//ldtA//acrR//wzb//rutG//dcuD//argR//nanK//fimH//ruvC//xseA//ridA//ydeI//ulaG//ompW//yfbR//ybdN//ydfK//sfmC//araB//yibH//ybhP//paaG//cobT//gyrA//carB//cho//fimC//ftsP//lpd//osmF//prfC//endA//lptD//argI//paaZ//lpp//waaC//sucD//pheP//norV//ydiZ//msrC//ais//yidL//manY//yeeO//adiY//pgi//ygdG//rluE//yiaU//flgD//polA//ivbL//yciT//rplJ//nagK//potH//arfA//proB//appB//dnaG//mrp//acnA//hdeA//csgG//pth//hemL//fiu//rsmG//def//yciH//fimC//ybdG//mprA//mtgA//gpt//ulaA//ynbD//ybiH//hybA//rlmN//mdlB//yehA//ykfM//mhpT//msrA//hybO//prpC//opgC//cysG//arnA//lysU//pgpC//iscS//rsmG//gspI//prfA//plsX//acpP//ascF//yfhH//glgS//yidR//arcC//yidE//yfeX//priC//solA//asmA//rpmB//dapB//bdcR//pstB//gldA//plaP//flgD//rhmD//manA//lsrC//sufS//sgbU//rplY//gltK//araE//holB//macB//sufE//treR//pgl//kdsA//slmA//mreD//speC//nagE//yjjI//hdeD//hyaB//yihR//thiH//rodZ//dnaB//xthA//baeS//yraH//livM//hemB//sgcE//tufA//rcnB//ygjK//ybhR//icd//livH//lipA//vsr//wzzE//ydeI//groS//pdeL//ulaA//cmoB//nadA//ilvM//yraN//yjjW//yebQ//clsB//coaE//wbbK//rseC//ynaI//ruvB//rtcR//focA//marR//plsC//spy//yfiF//tyrR//hslR//nfo//ulaR//dcuC//helD//epmC//yhjR//nrdA//narG//allR//gabP//glpD//livG//rfaB//xylR//torR//dinI//viaA//mtlD//lspA//moaB//ypdA//thiE//tsx//dppC//wzc//yaiW//narX//arsC//ygiS//pepQ//phnI//cheA//scpC//osmE//bolA//glnE//cusR//btuB//fliS//priA//entE//tcdA//alsK//ldtB//topAI//relA//sgcB//flgG//arnE//cecR//yahI//rbsR//nagE//fhuB//phoP//der//gatC//maoP//ygiV//phnM//nmpC//dusC//adhE//ruvA//ygeW//sufB//iclR//ydhJ//lepA//ahr//nuoN//yehZ//paaE//allS//msrC//oppF//arsR//sgcC//bioD//yqeA//nrfF//lptE//yagE//yciH//hofO//purD//xdhB//tyrR//lgoR//rusA//puuP//rodZ//ugpB//elfD//clsA//glnQ//mdlB//opgE//ycjD//crp//coaD//flgM//rpsB//ugpA//nagZ//kefG//yehC//mrr//aaeB//yfcS//avtA//glnD//yagG//ykgM//setB//mtlA//ispB//yjcO//tar//uvrA//waaC//glnA//bglH//thiH//caiB//yciF//hflX//hupA//cmtB//rapZ//rfbB//yijO//galF//ycjP//ytfE//rluF//asnS//torA//yfjV//ydcT//ytfP//cycA//ydcP//rplA//prfA//yobA//yihP//prpR//acrF//glyA//cecR//murC//surA//adeQ//alsC//fliM//dnaX//ogt//zraS//ppsR//hokB//lldP//ortT//era//casC//gnd//glvC//nadE//yeaD//flgJ//hslV//yheT//glxK//dtpD//cueO//thrS//bssR//yhdZ//mtn//ompC//crl//hemH//rhlE//manZ//ybeQ//ppx//entF//appB//dmlA//gatA//katE//narZ//narG//rplX//zraR//cbrA//glsB//rhlE//envZ//frlC//dinG//hofP//xylH//hisH//dkgB//trpD//bglX//mdtO//ghrB//dacA//bcsA//grcA//nrfF//dgoK//asd//frdC//ypdB//glnE//yjjB//lgoD//lsrB//cmk//hdfR//iclR//mutS//mgsA//aroA//yjjU//chpB//talB//araE//bioA//proC//ftsY//rutE//cdaR//yfbU//elfC//ndh//hisF//pgm//uhpA//nanA//rpmC//xerC//cysH//potC//fetB//yfiC//macA//sthA//narI//cadC//bamA//motA//truA//ybjX//ycaO//adiY//yeaD//agaV//brnQ//entA//fiu//mepH//gadX//paoC//tldD//yicJ//manY//ynaI//rnc//waaC//holC//nrdR//hns//mdtG//aphA//srkA//nimT//tomB//rcsA//thiM//tolQ//yedL//yhjV//ldtA//nfsB//yeaE//araE//agaR//aroF//lsrR//idnD//mfd//ytfR//rhmD//ykgA//paaK//hsrA//torZ//ssuB//aaeR//preA//gabD//asr//betI//mscM//waaL//dcuR//yfeD//lsrD//cpdA//araE//betT//rhaB//yaiW//setC//astC//mutT//murR//nupC//mrdA//vsr//nhaR//greA//sdaB//cpsB//maoP//yciK//yfgO//insI3//nrdD//garL//tsaC//glgC//clpP//fetB//yfiR//rpsB//manZ//yidA//nac//nagE//rihC//endA//ydeO//alkA//norV//purB//aes//bglX//thrB//raiA//garP//ynfH//rbbA//recF//galP//mlc//iap//cysK//ydeP//glsA//entF//thrA//rpiR//ravA//cydB//rdgC//msrP//
