#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	deaD//waaL//hslO//fadJ//
GO_0006139_4	yihU//recB//ybdG//murE//ssb//fabR//aceK//fcl//yqjA//gutM//glmS//rluD//roxA//yqcG//rnpA//ypdF//ssuC//glpC//sfsA//umpH//lsrD//ubiX//cra//ubiF//ypdB//hofP//hybA//ftsQ//xdhB//tsr//sdhB//sucD//ulaR//slyD//rpsD//epmC//rpsS//clsB//sutR//hisI//yehB//htpX//ogt//mltC//frlA//dnaE//menE//ygaV//spoT//gfcE//rnhB//yehY//tusC//aceK//yfiF//corA//qseB//sucC//mazG//argC//yjaZ//tcdA//zapD//nudG//dgcE//adk//lpoB//gpmA//araC//sdhE//rnb//murA//yahI//mdtM//murC//ybbN//oppD//yhjA//xylB//yphF//yiiE//rdgC//ispF//mdlA//melA//ycdX//pabB//stpA//emrD//ybiO//malY//ftsE//paaB//tcyL//dnaT//dgcE//rimM//narQ//yihX//yciH//ldtA//xylR//patZ//rbsK//hybB//dppC//hsdR//zraS//atpH//tadA//yciK//gatY//secD//ansB//ydfH//mutT//sapC//yiaB//frvR//rpsH//cedA//ghxP//yedA//fixB//galT//lolB//yheT//shoB//hprR//pgsA//norV//lpxM//trpA//appB//mtlR//modA//mtr//frwC//agaW//proP//groL//glpC//chbC//cpxP//rhsD//intA//yjjG//idi//chaC//yggN//trmO//gcvA//yeiE//pncB//narG//cspC//rmuC//bamB//lsrK//rof//matP//sspA//tehA//ybjD//ynbB//ybdG//yfaU//envZ//norR//sanA//nlpA//yggE//rayT//menA//thyA//surE//envC//nudF//nrdA//deoB//fkpB//cmoA//alr//rluE//fabA//nanC//kdgR//rpsI//dmsA//ghoT//hrsA//uspC//gutM//rbsK//bioB//frlR//alpA//yahF//der//yeeL//ygiN//raiA//cysU//ycgV//glxK//erfK//pheM//nuoF//moaE//epmC//kdsC//rfaH//nikA//hemN//csdA//appC//tnaB//dgkA//selU//yciG//minC//yjiX//fliM//insI1//selB//dusC//yjcO//prpD//dusC//zitB//elbB//ulaD//dcd//iaaA//ade//ybjN//iraD//nikC//rnhA//cspB//thiD//arnF//ptsP//kduD//adeP//yiaO//ydiO//rusA//thiG//alsB//entA//yahO//gatY//yhaO//alkA//entH//araA//astC//pspC//cbtA//waaY//ydiB//ybaM//ampE//xseA//hflK//waaS//yjtD//pepA//cheR//waaP//eutD//sxy//guaA//araF//rnpA//yeeY//yfbV//menC//dgt//elfC//cheW//adeQ//pyrL//bglX//phnN//rpnB//oppB//macA//ilvM//rfaE//mdtM//tomB//thiP//ridA//yagI//rhlB//glpF//rimL//gltD//murI//livG//thiM//yeeL//tdcB//yqeF//mnmG//purB//fliS//cpxP//frlA//tadA//fcl//yadM//gatY//rtcB//rrrQ//yebK//yiiD//ybgP//carB//crr//osmE//mtlD//agaA//rplW//cpdA//rssA//yedX//rep//mmuP//rcsD//trpC//ldtB//emrK//yihI//yhhY//ccmD//ydiQ//yebK//aqpZ//thiM//gmk//asd//lexA//glgC//ispH//aphA//sbmA//pliG//mscK//tonB//ycjW//glmS//ygcR//lsrR//ttdA//csgA//sodA//fabA//yidA//ivy//mdtE//hchA//mlaE//ogt//rplE//xylR//ubiH//sbmC//exoX//deoA//cca//bioB//ftsK//moaD//betT//araD//cadA//pyrB//arnD//elfC//tauB//betT//codA//oppB//abpA//dgcE//cyoB//pdeH//hemG//trkA//groL//tdcD//prmC//ccmE//prkB//setC//moeB//surA//yidZ//vsr//dnaQ//aroA//sgcX//abgT//arnF//argD//clpB//hybB//gatB//cnu//tatA//paaE//ligA//recC//sgbU//nanK//stpA//yqgF//araE//lasT//frdC//nirB//hcaC//rapA//caiB//murC//glsA//uvrA//ycjQ//phoB//exoX//appA//entS//pheA//uspC//elaA//polB//secM//hycI//proS//oppB//yccS//yhhZ//aroE//fdnH//atoS//dcuR//rne//ybjC//ygeV//eutR//betB//tufB//ftsH//fimG//araC//rlmB//flgM//rutG//yfcF//yebZ//fdnI//fecA//mrdB//ulaR//dgoD//recR//ptsH//sgcE//dgoK//emrE//infC//mreB//metC//bglX//ybhI//ygeA//tatB//fadR//shoB//yedF//araH//yfgI//rzoR//murD//ygbN//dsdA//ypjD//purL//cbeA//ppx//yigL//def//atpB//accA//sad//yjbH//nanS//ybhF//sapD//aroC//metE//feaR//csiD//yadN//tdcR//tdcR//deoR//hemN//yqaB//potH//fetB//prkB//emrK//gspJ//secM//yjjX//argO//priC//rutD//mukB//araG//yfaX//mglA//recG//rpoH//sdhC//zinT//yihP//rfaF//ttdA//yeeA//rpoA//carB//minD//mutY//cutC//tmk//fimZ//insF-1//glpD//yiaL//cyoC//hscA//frmR//lolB//yneL//aroL//sdhA//cysD//ptsP//hypF//rspB//argS//murC//sufE//syd//argO//nudG//pgm//pdeH//gltD//flgK//bamB//tdcD//ghoT//yjjG//rseC//tilS//yeaK//ftnB//tolR//ldcC//ligA//ydcI//rpsS//fdx//parE//cynX//rplK//tatA//oppB//gatA//rraA//rlmC//gluQ//yccX//pgk//nth//yciH//yaaA//yghO//yafO//ycbX//ygdG//hisS//fetA//ydhQ//ompA//mrdA//rep//hprR//mmuM//artI//apaH//bioB//purU//pinR//ybjC//sufA//mazF//
GO_0006140_6	obgE//nrdE//
GO_0006144_6	paaF//cof//nadA//dnaT//melB//paaJ//uxaB//menH//csiR//elbB//
GO_0006145_7	trmL//nanK//ychH//rluC//
GO_0006146_8	dsbD//yiaA//
GO_0006148_9	dnaG//
GO_0006149_9	rfbB//
GO_0006150_9	pdxH//
GO_0006152_7	mipA//ygiW//ompC//garR//pdeH//yfeX//
GO_0006154_6	lptF//
GO_0006161_9	dacD//
GO_0006163_6	rplY//purA//yqhD//pheS//yraH//gatY//metL//trmO//relA//queG//shoB//upp//fdhF//pcnB//trxA//yhjD//dhaR//adeQ//rnhA//nuoF//rcnR//cpdA//glmS//waaU//ygfX//uspB//plsC//pfkA//dsbC//ibsD//rrrD//hemF//arnA//insI1//ugd//slyD//sdhE//tusA//zapC//narK//lpoB//atpB//holA//dgt//pliG//hda//fhuD//pyrF//yagE//ugpC//rlmD//nusG//lptB//yeeJ//
GO_0006164_7	tomB//yghW//thrL//patA//selA//nrfC//yjhP//yaaU//cadB//abpB//lsrK//gspF//ydhC//secG//ybeY//leuS//rssA//srmB//ompN//ybhP//yjjG//yhjV//ycdX//kdgT//fliD//yagU//pinR//aroC//yjiY//pspC//ybhP//hisQ//hybD//mtgA//murD//rffT//yggD//yjeH//thiI//cusB//
GO_0006165_7	dgt//pdxK//yadN//rhtC//thiG//tyrR//paaG//yhdX//rrrQ//pyrF//purA//yhdJ//clsA//pgaD//rep//fabH//priA//malE//amiC//
GO_0006166_6	hlyE//mrcB//
GO_0006167_6	gshB//
GO_0006168_7	hemH//fumA//
GO_0006171_9	ppk//
GO_0006172_9	tas//
GO_0006177_9	dapB//yiiM//mtlD//
GO_0006178_7	rmf//
GO_0006183_9	emrY//
GO_0006188_9	chiP//emrD//mscL//dedD//
GO_0006189_10	cof//pspD//
GO_0006195_7	frmB//yhjD//
GO_0006203_8	pta//ispU//
GO_0006206_6	betB//pheS//csgF//radD//gsiA//rcnA//dcm//panF//nikD//gmhB//ybdH//trkG//cpxA//agaB//hofC//ravA//yqiG//minE//idnT//speB//tamA//pagP//ssb//ribB//prfC//infB//
GO_0006207_8	rfbX//mdtK//rpsB//yhgF//pdxH//
GO_0006208_7	etp//recJ//narH//mngR//mhpD//ycaO//lsrR//appY//bglB//hisB//yjbH//lrp//dicA//
GO_0006209_6	eno//
GO_0006210_8	ldtE//
GO_0006212_6	hiuH//hyfC//rzpR//yghW//mntP//malX//lspA//yqcG//fimA//purU//yqeG//
GO_0006213_6	symE//yagJ//dsbD//clpX//ftsH//maeA//fadB//ynbB//abgB//astC//pykF//agaW//dacA//tusB//cspE//appA//
GO_0006216_9	ftsW//
GO_0006217_9	yadC//
GO_0006218_9	arcA//
GO_0006220_6	sucB//tsaB//arsR//mdlB//arnT//rseC//aroC//pyrC//ycaN//pdeD//relE//dapD//fdhD//rhaR//erpA//cspI//fruA//menB//rplF//sgrT//
GO_0006221_7	cynS//accB//lacI//acrE//malF//fimA//fmt//rfbX//gadE//essD//nlpE//diaA//nrfE//
GO_0006222_9	yojI//
GO_0006225_9	sgcA//
GO_0006226_9	rclB//chbR//
GO_0006227_9	panZ//
GO_0006231_9	mdtB//
GO_0006233_9	agaA//
GO_0006235_9	yjeI//
GO_0006241_9	rhaR//
GO_0006244_7	dppB//htpG//aroC//yagJ//yagE//hipB//yobA//
GO_0006259_5	insB-2//arfB//mepA//holE//cytR//hns//exbD//atoC//galR//degS//yjjQ//rpsP//yigL//rseB//tilS//acnB//yhjV//yqgB//trpGD//cas1//ybiI//yjiA//yggD//yhfK//ompW//ftp//lepB//metL//mukB//yiaT//gadE//tsaD//allC//ruvA//rhaA//mntH//yjaZ//mgtL//mprA//mntH//wzzB//rpiA//ydiB//pykA//ybdH//minD//bcsQ//dppC//yejF//cbtA//ppsR//iscR//narH//metH//tcyN//secG//glsA2//rutC//ynfF//ccmA//cydD//gspF//appB//lpp//pflB//yfjR//dgcM//ychF//gshA//fdoH//ygdG//pspF//ispF//sutR//paaH//dgoA//aroE//torC//kefC//amiD//btuF//nrdA//proC//ydjK//iraM//fliT//tolR//alsB//serS//dcuS//cyoA//truB//ygaZ//mug//ybhF//pfkA//hemA//nei//mazG//rzoD//ralR//yibH//cusA//dhaK//gsiB//uspB//cdd//poxB//yjcO//paaJ//prmC//gltK//citE//exoX//rimO//ygeA//yahB//ybaL//mtlA//fimC//ygjR//ppsA//minE//yeiL//csrD//nagK//gloC//aceK//mlaC//rcnB//glnL//uraA//argI//acpS//clcA//kdsB//aaeB//yadN//lapB//skp//dtpC//argD//recG//gatC//yaaA//accB//glgS//torR//
GO_0006260_6	cpxA//hyaD//ydaV//acrE//glpC//yjbG//ttdA//rplE//surA//araC//thiE//gcvR//lolD//fnr//cusF//csgB//xylF//flgK//frsA//opgH//apaH//
GO_0006261_7	ydjL//ydeO//ansB//intQ//ubiA//napF//malG//prmB//hyaA//yibA//eco//epmC//
GO_0006265_6	flgM//dapF//yedF//yfcF//ihfA//
GO_0006266_6	baeS//glyS//frlC//
GO_0006267_5	yidL//
GO_0006268_9	proB//aslB//eamB//
GO_0006269_6	fkpA//
GO_0006270_6	paaB//yadC//fadI//trpGD//purF//mscK//
GO_0006271_7	xylF//phnM//rpsA//
GO_0006274_6	hisI//
GO_0006275_7	ubiX//caiB//paaD//fadK//yiaT//abgR//pstB//ibsB//mak//
GO_0006276_3	minE//hemC//sstT//leuO//recD//nanK//rpiB//dusB//
GO_0006281_6	tolC//marA//gsiD//yagG//elaA//intF//galS//ybhS//entA//fes//uidA//recB//argI//fadJ//murR//mgtL//lspA//moaA//pdxH//torA//chbF//bcp//mdtJ//ftsI//gpr//ftsP//rclB//der//cyaA//endA//aroD//fimI//rhtC//nimT//ybiH//ydeI//hfq//cadC//rplE//yihR//rhaT//lpxC//dnaE//btuB//fepB//dcd//yabI//nei//malX//paaE//crcB//mrcA//ygjH//rnb//fimF//
GO_0006283_8	yfiC//
GO_0006284_7	umuC//alpA//uidR//setB//hypD//ybdH//
GO_0006285_6	citT//efeO//fabD//hicA//bcsA//
GO_0006288_8	speD//gppA//
GO_0006289_7	gatZ//gluQ//
GO_0006298_7	treR//prkB//atoS//marA//marA//ytfQ//yhjC//preA//rimK//msrP//
GO_0006301_7	ompT//sdhE//elyC//rpoA//
GO_0006302_7	nikR//cysK//hlyE//raiA//yfdO//lpoB//yciA//gabT//ydeM//
GO_0006304_6	rnb//ansB//nei//xylB//sad//ftsA//phnL//hemF//menH//
GO_0006305_7	nagD//yfcG//wzzB//insF-1//
GO_0006306_5	rraB//yahD//narV//lolD//
GO_0006307_8	tsaE//thiC//prc//yagG//rplO//
GO_0006308_6	entD//sgrT//ynfL//glnS//rplE//gatC//basR//gadW//yfaV//cadA//yfeW//dgoK//
GO_0006310_6	fabA//argT//preT//ygjH//ydiZ//mazF//argI//elfG//ftsY//frdD//nanS//topA//potI//cho//ynfH//leuO//cnu//fmt//yidQ//acpP//gyrB//ydeI//yccX//yedA//fecA//rne//ruvC//yjeH//rluF//rimK//artJ//yrfG//hupB//ybjX//kdsD//waaS//ybhJ//ydiV//avtA//gloB//cra//uhpT//allS//
GO_0006313_4	araH//betB//nadE//rimM//oppD//cysZ//rhaM//
GO_0006323_7	cmoA//
GO_0006325_4	rplF//
GO_0006351_6	yqiG//mdtJ//caiT//waaA//mdaB//metG//hipA//pyrF//hda//osmE//kgtP//ftsK//frwC//sohB//tolR//ynfL//hicB//bolA//holB//yafE//rcsD//cdgI//ilvB//sufC//yfdS//yqcC//acnB//insF-1//mtfA//aldA//glxR//yfiR//yeiE//araE//glgA//kdsA//appA//glgP//nfsB//ycdY//yadN//torI//ydiO//rpiA//glsA//ybfE//adeD//pinQ//rdgB//ybdH//rimI//menF//dosP//ydfK//ydcS//uspC//sad//idnK//pabC//gspE//gpmM//frdC//dtpB//ybiO//selD//osmC//fimI//phnN//ydhJ//yidL//yjhB//frwB//rpsQ//hscC//nlpA//yhjA//ydhK//rplA//rfaE//leuA//fur//znuC//hlyE//infB//sgbH//yqjH//etp//lon//cobS//kduD//ycdY//gsiA//deoC//hofO//acs//dgkA//phoE//wzzB//nei//proA//nanT//elfC//fic//xseB//gutQ//pepQ//pgpB//rffG//tpiA//lpxC//cheW//galP//tolC//melA//rplS//yceD//bglF//flhC//frvB//
GO_0006352_7	dusB//phnI//gmhB//clpX//
GO_0006353_7	fimB//fepD//
GO_0006354_7	ravA//murP//sohB//
GO_0006355_7	insI1//frsA//fimF//deoR//yhbO//pdeH//mhpC//secE//ybiI//purN//dinJ//aspA//paaG//ybfE//tdcR//betT//yoaB//glk//matP//hisC//exoX//osmC//lolE//gadW//ivy//ftnB//purD//ihfA//elfD//speA//ybaE//glyS//msbA//gudD//pabC//yjhC//yegV//maeA//flgK//mutT//erfK//hsdM//yoaA//ybcC//rlmB//yiaN//rfe//bdcR//arsC//polB//yfcA//tolR//murC//cyoB//cyaY//yeiL//pepB//glcC//rihA//uspE//metK//rbfA//arnF//argD//ygaZ//dapA//secD//ycjD//maoP//fis//puuD//chpS//soxS//ydjH//yhfS//rimI//secF//hslV//argG//glpC//zupT//fdoI//tqsA//mrcB//mnaT//flhE//rsmJ//gsiA//tmcA//seqA//hycB//ybfE//envC//lptF//accB//cheZ//pcm//eutK//glnP//pdxJ//sohB//ygeA//cpdB//ycgV//ynbC//folP//hypE//ycbU//dpiB//tolR//yneL//ilvL//rhmD//rnhB//gatC//yiaM//yjhP//hyaD//dsdX//ldtB//hcaB//lamB//nanR//gltS//cydB//dacC//sfmH//dppF//creC//yoaB//prc//ubiX//yfbU//rpsB//ybaM//yhgF//pinE//ygiB//dhaR//yodD//elyC//amiD//pspC//sbcB//nrfE//yidP//livJ//artJ//zraR//kefG//potA//cspE//mdh//ybiI//cho//chbC//agaS//rfbD//oxc//guaB//hisF//yphF//rfe//hns//rraA//rcnR//araE//ihfB//nuoH//rssB//xanP//ybhA//fliT//yhdJ//poxB//rhtC//pepN//parC//dppB//focA//cheB//fixB//gadB//hinT//yabI//fecB//ldtD//yahI//lapB//gsiB//torC//intZ//treB//yhaV//dapB//cptB//slmA//ygjK//lhr//dsbD//hcaF//mug//soxS//lon//atpH//pspC//umpH//arsR//fhuF//hxpA//hofQ//uidC//cydC//wzc//rplB//yphD//narP//rlmN//ydfG//csiD//selB//glpA//atpC//yfcQ//nadE//truD//brnQ//yhhZ//cysI//hcaD//rihB//mgsA//focA//cobT//abpB//yihU//fadI//ygfX//arsB//tolB//rpoA//gntP//narQ//hicB//yegV//clpX//yiiD//nupX//narL//bamC//oppD//yehT//dadA//rhmD//pheP//lpxT//ribF//murF//zapB//shoB//appB//
GO_0006357_8	rsmA//
GO_0006364_9	hldE//nrfD//yahD//grxD//nupG//rrrQ//ydeP//yfeW//recD//waaZ//yjiA//ypdI//thrA//dgt//rpsR//csrD//hdhA//nuoN//cbl//pphB//ccmD//ybcJ//betB//purU//setB//yahK//priB//cusB//flhE//ilvM//tus//ygiS//fepA//frsA//gph//nhaB//ybiX//cysU//agaB//ybcM//citE//holB//yqjA//
GO_0006378_8	metF//rpmH//
GO_0006379_8	wza//
GO_0006382_8	paaE//
GO_0006396_7	yibH//galP//yggN//yadM//ydhJ//cpdA//ycaN//puuP//proB//gltI//mhpD//idnO//metF//yagJ//pykA//yidD//pnuC//cutA//nikC//yehW//ilvA//dicA//csiD//sdaB//lplA//ihfB//hmp//ygfZ//lacI//bdcA//pgpA//secF//rsmE//xapA//ycfS//ybhP//groS//nagD//ygeW//xerD//rsmE//patD//pntB//cmoM//galS//hsdM//creB//zapB//proW//dsbD//metC//gloC//aphA//yrbG//glnQ//emrD//yibF//ycjD//dmsB//mnaT//yijE//nadC//pinE//shiA//fruK//galF//hupA//mntH//arcA//ybaE//moeA//xapA//dnaC//serC//intA//yjjG//mliC//guaC//yciT//bfr//ribA//aroG//yehU//sdhA//dacB//dsbC//exuR//mepA//acrZ//phoE//xdhB//slmA//queD//narG//uxuB//aroH//uidA//rplF//tsaC//ulaA//wecE//mnmC//
GO_0006397_8	araA//cdsA//thiI//
GO_0006399_8	modA//blc//eptA//cpxA//smpB//hemD//fimZ//feaB//casD//prpR//rmf//yidA//rsuA//cmoB//dsbG//cspE//gatZ//dinG//dhaL//ydiR//ackA//yggF//accC//lepB//waaZ//ycjQ//nemA//ytfR//hfq//endA//nlpI//fabH//luxS//pdeH//murE//pspG//argF//trpGD//hypF//dnaJ//ibsB//hemB//feoA//yiaU//fumB//tynA//ybgP//glvB//fdoG//yehP//leuO//sufS//yfeW//yjbH//ivbL//ridA//panE//ydbD//entF//eutD//ptsH//sbcC//aroL//agaV//ypdB//rlmE//flhC//cusF//rhlE//ccmE//yddG//efp//yfjR//pabC//waaY//sufE//mtlA//luxS//dusC//tauD//yjgX//ybaQ//
GO_0006400_7	ynfL//tag//dcuA//torZ//gnd//ycdX//rimK//galM//ridA//yqiI//hemB//fucO//pyrG//rpsA//dppB//dcuS//glnB//atoC//sdaC//bipA//talB//dnaA//appC//yegT//kbaY//deoA//elfC//ydaN//psd//rpmH//gatD//pmbA//aroG//ybaE//ydaV//hicA//malY//hcaR//yjbH//gltX//ompN//trpS//ycbB//ghrB//fadJ//fumA//rlmI//hisG//viaA//
GO_0006401_6	cpsB//sdhA//astC//ispA//eamA//ybaO//tatA//decR//gsiC//lpxB//flgM//sanA//aaeB//ynfE//yhaM//folE//rpoH//gabD//cadB//ydfK//cmk//yhbS//
GO_0006402_7	opgD//ompL//yigL//eutB//ydcS//gadB//ttdR//lyxK//malP//macB//ftnB//
GO_0006412_6	arcA//hypA//selA//degQ//gcl//elfC//yhdZ//glgX//sodB//hcaT//bluF//lacY//deoC//secE//argH//ycaN//pdxJ//tatB//rpsB//nadB//ydjM//feoA//yfcF//modA//betI//waaQ//hicB//argB//mlaB//ggt//glnP//rseP//ridA//rplT//ddlB//aaeB//cspI//rplD//syd//proX//sdhD//ygeW//basS//lolE//uspB//yciT//sapA//rclR//pfkB//ftnB//yhjR//
GO_0006413_4	ghrB//rsmD//narG//
GO_0006414_6	ytfR//zapE//sfmD//rpmF//yqhD//sbmA//dicA//qseC//arfB//
GO_0006415_7	yieK//yhcF//bamC//uup//sbcB//yegS//livG//
GO_0006417_7	yfcG//alsE//kgtP//dsbC//ybiI//rnhA//rpmG//dcyD//proX//cobB//ribF//yhaJ//tabA//dnaX//gor//modC//ybdG//dosP//tdcG//folD//mutH//fabB//znuC//tufB//hchA//pyrH//nrdE//nikA//mraY//rstB//metH//waaY//dgt//yidA//upp//iclR//pepQ//srlD//nanT//
GO_0006418_7	msrA//zntA//phoP//rpmE//frwC//groS//rplJ//gspI//allD//hypB//dgcQ//fre//gatZ//ytfP//ynaI//degS//pdeK//hisF//comR//rmf//ivbL//era//nupG//dgcF//fbp//
GO_0006419_8	gntR//
GO_0006420_8	fic//
GO_0006421_8	maeA//
GO_0006422_8	rimP//
GO_0006423_8	dsbC//
GO_0006424_8	insH-6//casA//
GO_0006425_8	gloB//
GO_0006427_8	ccmG//
GO_0006428_8	rpnA//
GO_0006429_8	baeS//
GO_0006430_8	dmsA//dhaR//
GO_0006431_8	ybiO//
GO_0006432_8	nuoG//nanS//
GO_0006433_8	cspI//
GO_0006434_8	rcnA//
GO_0006435_8	secF//
GO_0006436_8	glcF//
GO_0006437_8	truC//
GO_0006438_8	lpxH//
GO_0006446_8	yejE//rplJ//slyA//tsaE//srlB//gadB//bluF//
GO_0006448_8	ybfA//tehB//nrfB//pitA//aidB//
GO_0006450_4	ycgB//murF//yfcA//hns//ccmF//nfuA//exoX//gyrA//gudP//elfC//
GO_0006451_7	yedF//
GO_0006457_3	tabA//araD//sfmH//yiiE//argC//gutQ//yidZ//ytfE//acrE//dgcM//ftsB//mltC//dgoA//rimJ//glvB//rpnA//mepA//fliZ//yafQ//dhaL//dsbG//ribE//mdtO//ycjR//ispG//sixA//uraA//btuF//yqhD//sbcD//pgaC//dcm//lysR//mntP//bioD2//yghB//paaZ//yfcP//secF//wzzE//
GO_0006458_4	ghxQ//creC//hicA//ppsA//nimT//creB//ygfX//rhmD//
GO_0006464_6	flhA//chpB//rpsP//yraJ//phoQ//rpnA//hybB//yciH//gpmM//barA//potE//xisR//lolA//parC//wzb//sutR//corA//coaD//kbp//ftsK//yfhM//dusB//holC//sbcD//ydiR//mngA//fumC//hcaT//mdtA//tesB//gsiC//prfA//ygfI//ydfH//gatZ//alsA//argB//grcA//gpp//lptB//yjaZ//artI//galR//gatA//lacZ//ygaV//seqA//kdpD//bglJ//ilvD//gloC//lhr//rfaC//ygjR//ydcM//ldtC//mocA//treF//uspB//rnt//yiaF//tdcD//tdk//tatD//cvrA//wecC//yajD//rpsR//nhaA//ompA//tig//fryA//glcC//malG//dnaK//pinR//rpsG//aceK//cysM//pspF//fabZ//abpB//idnD//nrdD//phoA//nagE//fadE//rseC//dppB//ccmA//waaA//galS//hsrA//rpoD//ftsZ//erpA//lrhA//sanA//waaP//arsR//tbpA//ybcF//abpA//kefB//ydeI//ddlA//ubiC//eutB//selB//rluC//yhcH//uidA//yggX//fbp//uxaB//def//abpA//ybiY//ydjH//yneJ//parC//cysI//crp//mpaA//opgB//ais//tauB//xylG//pyrG//kdpD//dhaL//dsbG//parE//treR//yjaZ//metI//glmU//opgE//syd//truC//rpsA//yfgO//
GO_0006465_6	sfsB//argB//gcvH//
GO_0006468_7	ybeY//menF//cbpM//tufA//cheB//gatB//phnK//yceK//mscL//flhA//glgP//hypE//marR//mraZ//nudF//pdxY//cpsB//pdxH//glyS//nuoF//sodA//fis//insI-2//gnsB//glnB//tus//sgcB//hemD//yehD//flgI//rplN//iscS//cra//shoB//yhjD//rfbX//ygeA//rlmM//phnK//yciT//cysP//abgB//nagE//mzrA//dcyD//tdcG//galF//cyaY//aroH//ssb//hiuH//fliT//minE//
GO_0006470_7	phnM//paaF//kbp//lacY//clsA//ilvB//hycB//thiH//lsrD//csgD//rtcB//fliL//lptE//gpsA//dcuB//betT//
GO_0006473_8	fryA//frlA//iscR//puuB//narX//hybA//torC//ytfQ//ybcJ//mepM//ompN//cnu//
GO_0006474_6	mreD//srlA//secA//pheM//npr//
GO_0006475_9	rffC//marA//
GO_0006476_8	dapF//mscL//insH-5//
GO_0006479_5	araG//bipA//ynfL//ftnB//tktB//kdsA//pepB//vsr//
GO_0006480_6	trmO//
GO_0006486_5	alkB//
GO_0006490_5	dapD//
GO_0006497_7	nuoF//
GO_0006508_5	ybjC//ydiZ//rpsT//trpR//ydcS//pheM//gspI//yjjQ//ompC//hlyE//ispU//csgF//chaC//trmL//rimL//galS//sspA//dcuA//groL//lpxK//secY//flgH//ftsN//nagB//frvB//frdA//cas2//ytfR//fucO//garL//rapZ//rsmI//glmS//cysZ//sodA//hypF//ycjW//mutS//yijO//ribB//panD//hpf//uxuR//uspB//fliM//ybaQ//yadI//nrfF//sfsB//eptA//nuoB//dppB//nrfB//yhbS//cdgI//
GO_0006515_7	uvrD//hemB//ydiB//yjjV//
GO_0006517_6	pdxH//pdxK//glnE//kduI//
GO_0006518_5	trpD//bioH//acpS//rutR//pstB//ybiW//ynjA//pyrE//mhpD//pphA//ycfS//yhcF//aceK//yfeR//fadH//rtcR//cysE//metQ//bhsA//sapF//nrfE//astC//moaE//secE//alsE//fdnH//panE//sgcC//htrE//ygiW//dcuC//ilvE//dmlA//opgE//yidH//rlmJ//ybhS//glpT//ugd//tcyJ//rnpA//yehX//intQ//folX//yfcS//hofQ//ubiF//afuB//gcvH//yiaA//acrZ//frdC//menC//exuT//ybhD//gntU//dgoA//sucC//yjiR//bcsA//flgB//lspA//rpmA//ybaO//arsC//fucA//fruA//gadE//btuF//hemN//yqaA//nrdB//rfaC//yidL//rpsS//gpmM//ulaB//
GO_0006520_4	ybfA//aphA//hcaE//yhaC//yihU//fadJ//ycjR//yceD//ivy//lgt//glnB//ackA//hybO//ulaC//glcE//ispF//ygdG//yieL//rsmC//btuF//dcuD//mlaC//ftsP//hdfR//yghU//speA//polA//yrfG//zwf//ydfK//trpB//mltC//yebC//chpB//ybeF//galM//maoP//lolE//ldtB//prkB//fsr//trxA//rluF//ydeI//rfbB//phoA//shiA//hcaF//yfcV//thrS//ybhR//puuA//btuR//rzpD//xylA//lsrG//casA//nagA//nanC//prmC//yihX//yehZ//rpoE//ilvN//dnaC//rayT//maoP//mtlA//narU//cheW//slmA//gntT//gloB//thrL//araF//rfaE//ydhK//tyrR//pstA//gatY//yfdO//ralR//uhpB//flgC//gapA//dgcQ//mltB//vsr//sapA//yjeH//rne//thiG//mppA//fumA//pgaB//tgt//appY//setC//gntR//rpnC//ybjG//yehY//nlpI//yhhZ//truD//rplS//modA//speD//yhjG//secF//pagP//degS//yciH//bamC//ssb//fliL//pdeF//rne//rlmI//chaC//entC//cspE//ileS//cysN//feaB//moaD//fabI//dtpA//potI//rnhB//nuoI//wecB//ghxP//clpP//talB//chbR//ybdO//yghU//ibpB//glcB//agaS//malP//acpT//clsB//potH//torR//ung//hemL//gnsB//yqaA//ycdX//yebQ//mdtK//yfiE//stpA//bsmA//tufB//rplP//ruvB//ansB//cca//tpx//ytfP//ydiP//allS//rpmH//yfcU//hpt//fetA//rpsQ//caiD//yieL//purR//galF//mlaF//agaA//yjjU//yidC//ftnA//rpsO//qseC//thyA//ldtD//recG//kefG//cpdB//ulaG//cpxA//cutA//trmA//raiA//lsrC//yagJ//paaC//murG//caiD//metC//pheT//yfcA//purL//hybD//rluD//
GO_0006521_6	ydhQ//fadM//rusA//
GO_0006522_7	glrR//agp//aslB//dgoT//tsf//bepA//artM//
GO_0006523_8	cydC//yebK//gutM//leuO//
GO_0006524_8	paaC//purU//tdcA//
GO_0006525_7	mipA//dgcE//ttdA//uvrB//tmk//uvrB//pdxY//ddpA//elbB//yjjV//dcd//rcsD//rcsF//ybeQ//moaB//mutT//yfiF//rfbX//rnt//ihfA//hyfC//
GO_0006526_8	treF//dhaL//setC//metI//entS//kefB//caiT//lpxB//perR//wbbK//phoR//yafN//rffT//
GO_0006527_8	hisG//aroG//znuC//ybcC//elaD//recT//sdhC//arnE//mglA//
GO_0006528_6	umpG//metR//dcuS//ybbW//
GO_0006529_7	ybiV//rfaG//
GO_0006530_7	mcrB//etp//
GO_0006531_7	cvrA//rsmF//bglH//rlmN//allB//chbF//rclB//xapB//
GO_0006532_8	ykgA//gstA//
