#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dpiB//rcsF//yagF//fucI//
GO_0006139_4	groL//ygiB//abpA//tolQ//proP//ppsR//yggN//rhmR//gcvH//fadA//yhhZ//trmD//yjiY//prmA//hyaA//suhB//ompN//katE//glk//mepH//chpB//cmoM//pck//rutD//nrdB//solA//cysD//yjhC//tas//mnmE//hisB//ygbN//yneL//cspI//nikR//gabD//tar//yafQ//recO//opgG//yieF//aroB//ybdH//yahD//nagZ//hflX//ugpB//rlmA//menB//flhD//paaX//grcA//mprA//ftp//cysI//arnB//glpR//pdeL//cusC//zapE//mtlD//rplQ//cydD//rimI//ttdA//kch//nrfB//yqjA//eptB//ybiX//slt//der//suhB//ldrA//rhaA//flgC//ldtB//cysE//yggX//dhaM//secY//tdcC//narW//alkA//prlF//treF//gltD//motA//dgcZ//gloA//fimF//mreC//rpmA//yadC//rodZ//flhC//ldtA//thiL//feaR//hsrA//sanA//mgrB//yfgO//slt//gyrB//yhgF//ddpX//ynaE//tolC//livM//aceB//nagE//yhdJ//mnmG//fbaA//glcF//lsrK//qseC//ycfH//ribC//cycA//ecpR//aroE//fimD//bcr//yibH//araC//napC//dnaJ//pdhR//betA//ybfE//bglF//atoS//fhuB//fhuC//srlR//yjfF//lapA//yehB//cmtB//yhbS//ynfK//xylF//yciG//nanA//xylG//mcbR//yicJ//pdxA//phnH//recA//hflD//cpxP//panF//ascB//fryB//astB//ptsG//glcA//ycbV//setB//asd//cpdA//ribB//cydD//entF//nanC//yqcC//hisH//gloB//frr//glnL//glpA//argR//guaA//pyrH//appY//yihU//yaaU//nuoM//fhlA//hisC//appY//rhaR//yidH//phnJ//speE//grxD//ompG//truD//rhoL//acnA//kgtP//motA//csgF//phnJ//metC//citE//clsC//adeP//yjcO//patD//hisP//sfmH//coaE//hyaD//ynaI//cca//lnt//casB//cusR//hslR//yhdZ//ychO//modC//accB//satP//dcp//rplK//fabD//kbp//rpmG//torD//nudG//infC//ldrD//hrsA//csiD//adeD//cheZ//hokE//dcuS//hypF//ydhK//pheP//hemN//rmf//dgoK//waaY//rpiB//putP//mnmG//nanS//hdeD//prc//dcuC//yqiI//trpR//fabH//cytR//cca//ldrD//rpsS//yihQ//ybaO//bglH//tolB//lpxP//ynfF//phnK//prkB//purR//dpiB//eutR//ybbW//hofN//yciF//paaF//smpB//rfaE//efp//ldhA//btuE//pepD//fumC//sdaB//galP//proA//gmhB//lysR//msrQ//sugE//rutA//thrL//ubiA//hisH//yoeE//araE//yhjV//frr//srlB//feoC//narJ//dtd//actP//malY//fixA//arnF//nagK//zraS//glnD//yihR//glmM//matP//nrdA//rimO//rapA//ftp//abgR//sgcB//atoB//degQ//eptA//folM//kdpB//lgoR//ygbI//nuoM//yahO//cobU//rplW//pdeL//shoB//ebgR//pflA//otsA//zinT//uxaB//aroK//yadM//rplP//emrY//rpsP//coaD//nrfB//zraR//yidQ//proV//ycaO//yphF//ptsP//pgpA//yhjV//fur//hslJ//rnt//rcnB//ygeX//fabR//gltX//dinD//holC//narX//pgpC//ybhJ//ymgA//ulaB//fecA//yabI//hycA//metE//dctR//ybeY//mcrB//hybO//ybhG//fimI//phnL//fruB//ygiW//hcaB//ycjR//yaaU//tolR//pnuC//thiQ//kbaZ//chbG//cyaA//lolA//kup//yaiV//hldE//pgpC//prpR//ybhG//malF//sfmC//sdhE//yjcE//gluQ//coaA//torI//plaP//yeeO//rpmJ//nagC//parE//rpmC//melB//uxuR//yahK//clcA//hupB//mog//yciE//dicB//speF//dcd//thyA//cusF//yhhZ//ptsI//frvR//uhpB//phnP//lolA//phnK//ravA//sutR//sgrT//glgC//kbp//phnG//hpf//ubiJ//ligA//flgF//dppA//fryB//rlmM//mutY//ygiB//ibsA//ligB//pcnB//yihI//dapF//cheZ//recD//rbfA//yqjA//ubiJ//frmR//xthA//rlmD//tufB//rssB//araH//htrE//casB//allR//dgoK//ynfF//yegS//yifB//ilvB//pinE//dhaL//ugpA//fecA//hchA//bisC//era//queD//yciE//aroB//pdxH//cadC//yjbH//ompG//ptsI//thyA//ycbX//iscX//proV//yjiA//otsA//fucO//rcsC//purR//lptB//menH//rlmB//dgoK//obgE//argH//greA//melR//ygfI//pgk//crr//ccmD//mnaT//fis//trxA//kbp//gltP//dpiA//ynaI//cysG//ybhD//gpsA//glgC//zapC//gcvR//dcd//cvpA//afuC//ybaM//ascB//wrbA//hns//wecA//glnA//rlmM//kefB//aroK//waaZ//cusF//yehA//dxs//ilvC//hycA//ytfE//cheR//glgS//ppiA//ybcQ//purU//paaD//lepB//bglH//thrL//sixA//ybhD//sppA//aphA//tig//uof//galE//cstA//ycbV//rpsQ//glnH//sucA//insI4//yqcG//tar//yfbR//ygiB//ycdY//exuR//pppA//hflX//yqiH//znuB//hybG//acs//nac//waaH//opgB//mlaE//fruK//tolA//yggD//glnA//yphF//narQ//trmL//yfgI//uvrC//tyrB//ypdB//chiP//xylB//lplA//rimK//fabG//ydjK//lldP//glk//phnH//rng//speF//mazF//cycA//mzrA//gyrB//dhaM//ldrB//argK//hypT//yfeR//ccmG//hupB//adiA//citC//glpC//fhuB//murE//lexA//rhaS//rclC//srlA//ymfK//dmlA//radA//gadW//livG//ssuB//yjjB//
GO_0006140_6	slyD//xylF//
GO_0006144_6	hokE//argH//mrr//nudC//mdtB//wecC//ydhC//xylA//ccmA//ldcA//
GO_0006145_7	rimP//ybhA//lsrB//nuoL//
GO_0006146_8	rbsA//sfmD//
GO_0006148_9	chbG//
GO_0006149_9	cca//
GO_0006150_9	sucA//
GO_0006152_7	glxK//yihT//dicB//ydhK//ytfT//hscC//
GO_0006154_6	puuR//
GO_0006161_9	flgI//
GO_0006163_6	yedL//patZ//frlA//nhaR//waaG//ivbL//ubiG//kdgT//ybiW//pth//cmoA//cyoA//ybeF//fadD//yccS//mukB//nagZ//ribD//priC//yraN//ybjC//ybaE//rpsD//mcbA//nanR//ydcO//ygiS//ubiX//mobA//wzzE//scpC//zapA//cusA//dppF//zapE//fes//bluF//yccS//ydaN//ybhF//lrp//smpB//znuB//dnaQ//cfa//yhhZ//menF//mtr//uvrB//lldP//ybhD//ftnA//sdhE//ratA//
GO_0006164_7	adeP//mdtB//yjcO//cbtA//mntP//ilvA//gltI//abgR//ygiS//frmA//phoB//glnH//hflK//lrhA//yggW//yfdO//fcl//livJ//wzzE//yqcC//bioH//tatE//btuC//nupG//rfbD//mntR//rplN//ynfL//tsaD//nudF//ansB//uvrY//adeP//relB//ldcC//xylE//prfC//allR//hyaA//allD//
GO_0006165_7	glnB//rpsB//hypB//btuC//fadR//pabB//yhdH//ydeP//mutS//dsbD//pdeH//hemF//ptsP//gnd//opgB//xisE//sdaA//ycjD//sbcB//
GO_0006166_6	ruvB//yfaX//
GO_0006167_6	lysP//
GO_0006168_7	adiA//rho//
GO_0006171_9	pspD//
GO_0006172_9	yafN//
GO_0006177_9	yfiE//ymjB//aldB//
GO_0006178_7	hycA//
GO_0006183_9	prfA//
GO_0006188_9	aroA//betB//tnaA//yeaE//
GO_0006189_10	maa//frmR//
GO_0006195_7	elyC//hscB//
GO_0006203_8	speF//yqeG//
GO_0006206_6	rplT//yjiQ//cysE//paaH//ade//nikB//xseB//tdcE//yahF//emrK//yhcH//rfbB//frvA//gpr//oxc//lptB//pgaB//atpG//tdcB//csgF//xapB//yhjB//insA-1//radA//rhmD//fkpA//
GO_0006207_8	tesB//srlE//glgC//ddlB//yaaU//
GO_0006208_7	rsmA//abgT//ompC//symE//cbrC//dtd//phoP//yjaA//pflA//lpp//shoB//ugpE//ymjB//
GO_0006209_6	ssuE//
GO_0006210_8	dapB//
GO_0006212_6	slyA//ybaQ//mntS//ggt//rpmB//metK//cas2//acrR//patZ//pgaC//napD//
GO_0006213_6	pinR//cysM//paaX//tdcD//dacB//gutQ//ompR//metQ//yaiP//fimZ//allB//cas3//recR//glyS//kch//acpH//
GO_0006216_9	gadW//
GO_0006217_9	dgoD//
GO_0006218_9	recJ//
GO_0006220_6	cmoM//casD//ubiF//moaB//yjiR//ydcO//fabB//yidA//ynfE//eco//intF//tdcB//dsbC//gudP//elfD//rlmL//yagU//putA//dtpD//kgtP//
GO_0006221_7	murJ//yfcQ//plaP//zwf//ltaE//yciH//flgA//trg//rlmD//rlmJ//mdtA//lpxM//ygeX//
GO_0006222_9	rbsC//
GO_0006225_9	phnN//
GO_0006226_9	nikC//hisC//
GO_0006227_9	thrS//
GO_0006231_9	zraR//
GO_0006233_9	ascF//
GO_0006235_9	yfdO//
GO_0006241_9	lacI//
GO_0006244_7	rraB//pldB//sgcR//flgA//galE//dgcQ//gudP//
GO_0006259_5	bcsA//acpP//rzoR//yfaE//dacB//nepI//rplP//rraB//truC//aaeA//recB//cydD//ynhF//efp//ynfE//metF//ribB//nrdA//alsE//dsdA//yiiM//arfA//panB//arnT//dapA//nuoH//flhD//fryC//livH//ibpB//gatY//ilvE//ydhC//guaC//hisQ//gltX//yaiV//ydiB//mntS//hipB//ung//fadD//insI4//yfdG//sapA//clsC//ycdX//ycgB//mazF//yhfS//bioD1//envC//frsA//potI//ampH//gadC//glpC//bipA//rluF//viaA//wecE//gapA//surE//ymfA//ybhR//ghxP//agaI//tqsA//sspA//qseC//tufB//gatC//ogrK//yiiE//araF//rlmH//ogt//folD//cspI//rlmE//ydiZ//pyrB//blc//acrB//tag//mltC//hemN//ibsE//araF//relB//uxuR//entC//sfsB//talB//qseB//pabC//cysG//yadI//proA//yjfP//zinT//bioH//purU//paaA//ygaV//yibF//deoC//yddG//nupX//pdxJ//tbpA//hrpA//yadN//yeeO//cheA//dcuR//rcsA//grpE//pabA//ubiX//dnaQ//lipA//gatC//yjiY//yhaV//efeO//mutH//agaC//hipA//ompC//nepI//yhjX//thiC//insI4//rayT//hinT//murP//purB//proX//fdhE//bcp//purC//hexR//nrfG//mcbR//phnO//tdcC//ycdX//
GO_0006260_6	yieH//nemA//fnr//rnc//garK//yjcS//hflD//fdnG//yieF//sdaB//afuC//acrA//rnb//tolR//pgi//flgB//lpp//satP//metB//rhmR//glxR//
GO_0006261_7	ftsE//mscM//ydcZ//ydjL//rlmM//rutD//codA//cyaA//rhaR//ybaE//yhbY//elaD//
GO_0006265_6	yejE//hmp//leuD//yehU//iraP//
GO_0006266_6	recB//flgC//ynfL//
GO_0006267_5	hemD//
GO_0006268_9	ddlB//glpG//yfhM//
GO_0006269_6	eno//
GO_0006270_6	ydeI//fucK//rutC//atpH//lsrA//kbaZ//
GO_0006271_7	rpsG//rbsR//yagE//
GO_0006274_6	yejF//
GO_0006275_7	yfgJ//azoR//bssS//glvC//mutS//degQ//ssuA//slmA//degQ//
GO_0006276_3	bioB//uspG//marR//frwD//melA//nrfG//hchA//trkA//
GO_0006281_6	glyA//pnp//sfmA//proB//ynaE//yehD//sdhC//intA//xisR//cca//rspB//abgB//dtpC//dsdC//nrdG//dtd//erfK//trkA//ycbX//yahO//paaF//codB//yfcG//mug//ispU//dgoD//afuC//entF//adiY//dnaG//ycgR//ydcR//rlmI//ispF//dnaG//pta//ydiQ//grcA//ptsN//pheP//ydfG//gspI//opgH//trmO//nrfD//ygjK//glpX//era//erfK//uof//hycB//yiaT//priB//cyoB//yeeJ//
GO_0006283_8	zapD//
GO_0006284_7	htpX//paaH//ppk//mcrB//ogrK//folD//
GO_0006285_6	ydjK//insI-1//yhjG//lipA//recG//
GO_0006288_8	btuB//flgK//
GO_0006289_7	pgk//copA//
GO_0006298_7	astB//yedP//parC//mnmA//sgrT//arnT//fic//erfK//norR//setA//
GO_0006301_7	fecA//yraN//aroL//waaJ//
GO_0006302_7	ldtA//ydfK//mdtL//mscL//flgC//sgcR//symE//viaA//dicC//
GO_0006304_6	yqaB//rihA//hofM//ygfA//ybfE//dmsA//pyrH//ygfX//ybhJ//
GO_0006305_7	metH//rcsA//mrcB//mltG//
GO_0006306_5	fliZ//nadB//gabD//cobS//
GO_0006307_8	srlA//alaA//fadA//sbcB//yfhH//
GO_0006308_6	ybbY//ldtE//rpsR//waaA//ptsN//yaiV//zur//yagE//ulaC//ymdB//nhaA//yehU//
GO_0006310_6	dld//basR//mdh//flhA//rmf//allC//msrQ//deoR//phnI//dinI//mukB//yjjW//yddA//ssuB//ygeW//nuoI//higA//yjbH//yjeI//yoaB//yggT//gltD//dpiB//yfcQ//ygcO//lldP//ydjM//intF//entB//nadC//yggP//nrfA//metH//puuP//torD//ygbL//fimH//ytfP//prmA//cysN//patZ//recG//mdfA//
GO_0006313_4	prmA//envY//artQ//bglJ//yjiX//groS//prmB//
GO_0006323_7	yahF//
GO_0006325_4	mtn//
GO_0006351_6	mqsR//cusF//lolB//rsmG//ydiR//bepA//abpA//djlC//ttdB//yjaZ//gltI//ogrK//sgrR//purU//aroB//ybdR//gatY//hofP//asmA//oppC//yiaB//ribB//cueR//pheT//speG//shiA//gmhB//ynfF//gudP//yfiR//fruB//ybaL//glmS//lacY//rutA//rluC//mepH//flhD//lsrB//tsaC//bglA//yjcS//ubiI//norR//ybgQ//yddA//nudC//glnE//insH-6//rffG//yodD//pgrR//ptsI//ampH//endA//slt//ompT//caiF//yjiA//chbC//ytfT//amtB//acs//aroL//ansB//tas//tsaC//menC//mhpD//cheW//ettA//prpC//elfG//rpiA//yfaL//asr//fixB//metE//umuC//pstB//dctR//srlR//yhaM//yjbB//ppiC//yciH//eamB//aroB//yraK//ulaE//clpX//aqpZ//stpA//yajL//dgcJ//sapD//yfiR//yccX//kefF//ldtE//dacD//entH//yfiE//wecB//narG//chbB//lrhA//ycjU//yhdW//sufC//dinB//ydfK//ubiI//ykgO//yhaC//selD//mntH//uxuR//yagI//
GO_0006352_7	hlyE//nrdE//udk//btuB//
GO_0006353_7	clpS//ycjD//
GO_0006354_7	rbsK//baeS//ubiB//
GO_0006355_7	gdhA//raiA//elfD//rpmG//msrC//ycjQ//fhlA//hcaD//yjiQ//yibH//livK//pflA//fabA//gspF//alr//yraH//moaC//mlaD//ibpB//fdoI//nanK//iscA//sfmA//glpG//chbR//clpA//fieF//bamA//aroF//gltI//ydfG//ydfD//casC//spy//proA//modB//dfp//yadG//bglB//cho//ygfI//fadL//lpoB//rpmG//lon//yfcU//chbF//nagA//paaA//fur//ftsN//trg//gltK//phnI//ravA//psd//hxpA//rssA//cptB//fimD//rfbC//dgcT//fruA//yfcG//ygiB//rho//hemD//trkG//ulaF//pdxJ//uvrY//narL//ftsP//ispA//secF//cpdB//aspS//yefM//yhbY//nadA//slmA//hpf//tolB//aaeB//radA//sgbU//lpoA//rhtA//degQ//yfjR//pgpC//deoA//fetB//cysZ//proC//yecS//yihX//purB//dgcT//metR//tag//clpB//rusA//yobA//ybiO//galP//bepA//dgcJ//galE//tesB//ilvH//fepE//dnaE//bdcA//iraD//yfiF//insI1//yfaE//sxy//ftsN//wcaJ//modB//sseA//tnaC//fnr//cyoD//glmU//aroD//lgoT//mazF//guaA//frlA//dtpD//fimB//dnaJ//pphB//yhbQ//manA//nrdG//ydhC//yebZ//aroL//oppA//thrL//gnd//mhpB//ppiC//nimT//yedA//ftsP//znuA//hdeA//djlC//guaD//trmI//glpR//fucA//elaB//xthA//flhD//trmJ//caiB//nuoL//ytfR//fimH//secA//xylR//artI//ccmC//tolR//hiuH//glpB//ribF//lhr//rpsK//fdoG//kefG//glcC//mlaE//tadA//pspD//yihU//yqeG//yohD//murE//otsA//dmlR//treA//yjjB//trmA//cspG//xylH//fadH//ilvL//rsmI//rpoH//rbsB//bioP//glvB//ycgB//pabA//dsdA//wbbK//cheY//lpxP//srlR//katG//ytfP//ybhF//tehA//yihX//ybcF//bglJ//dgcF//ogrK//uxaA//codB//hypF//yiaL//ascG//infC//murE//srkA//rsfS//thiI//speE//ftnA//pykF//bioB//kefC//rluE//thiH//yhcN//gadA//trpA//yahB//ldrB//dsbA//adhE//narJ//mutT//atpA//fruK//ydiZ//rbbA//prfC//ydeO//der//dedD//gltP//kbaZ//zraR//thrL//fecD//fis//betA//surE//priB//degS//yedP//hemD//
GO_0006357_8	ybcC//
GO_0006364_9	dauA//kdpB//ybaE//artM//avtA//thiI//cho//gpr//ydeO//menC//mreB//oppF//gyrA//cpsB//aroC//yhaO//yfbV//ilvH//aroF//bglF//gudP//gspJ//map//ansA//purT//yafQ//bsmA//mreB//intE//dhaK//setA//ydhQ//rpoD//ftsP//actP//rpmJ//hcaD//yjhB//hyfF//ydeT//rstB//lptF//envC//
GO_0006378_8	rluC//cysB//
GO_0006379_8	nirC//
GO_0006382_8	ydeI//
GO_0006396_7	basR//rhmD//glvB//nanK//mnmA//yegT//yfjR//pdxA//fabZ//nfo//glgP//rnb//frmB//rplM//yajL//mreB//rbbA//sdaC//soxS//yehU//yehU//rhaD//nanR//aroC//pbpG//yhcH//panF//aes//cnu//waaL//ybdO//argB//ydeI//cyoA//ppc//sapA//ycgR//ynjD//rplS//cusR//sfmH//malF//kdsC//uidC//cmoA//rlmA//pspG//parC//rlmB//waaO//glpF//hsdM//gloC//flgA//malP//ompW//rutC//yidZ//nuoM//yhcH//murP//nuoN//polB//pgpB//ygfZ//ytfT//hxpA//yajL//narP//abpB//ycjQ//kdpF//asr//glmS//ygfX//rfbB//yieL//exuT//yagJ//rutB//nfuA//lpd//acpH//rmf//yhjX//clpX//hisS//hslU//vsr//dhaM//ynjA//bluR//tusB//tdcF//rhaD//ynfF//hemA//cusS//lsrD//rnr//lpcA//dedD//
GO_0006397_8	asnB//phnM//leuA//
GO_0006399_8	purB//gudX//mdtL//menD//crp//entF//yhfS//hdfR//secM//pphA//hypF//ydeO//trkG//xanQ//rhaA//selA//menB//paaF//sthA//otsA//ybgP//baeS//kefB//rffH//aceK//birA//kdsB//ccmG//eno//def//rnt//rplJ//yhjX//pdeH//prkB//aceB//clpA//narU//rlmL//yedA//ravA//fhlA//gltX//malX//nagA//rpmB//aceK//cysE//yhjD//ldcC//ybjC//yaaU//tolB//feoA//dgcT//yhjC//map//pckA//ffh//sgrR//yagG//glnQ//fumA//mnmA//narG//rpoD//glmM//aldA//rseB//soxS//ydiF//srlB//atpF//ddpX//tnaC//yaiP//alsB//yagJ//rhaT//dnaC//yefM//murF//
GO_0006400_7	tig//helD//adhE//melB//arcC//mlaB//yggN//ampD//chaC//mrcB//hycA//yfcS//bioP//yciA//tldD//ilvA//mug//tpx//fbaA//aroC//gnsB//torR//uhpT//gcvR//kdpA//hpt//rapA//argP//ruvA//recC//hybG//nuoB//ygjK//ssuE//pdxB//ychO//hrsA//csgB//tufB//rlmI//coaE//fryC//dkgA//rpsS//mtn//rpsQ//pck//yebG//yagG//
GO_0006401_6	entE//hda//crp//rfbD//secG//chbA//kdpC//lysC//ilvC//ycbX//cstA//yehX//sgcB//uup//galR//treB//yjjU//tdk//yfaL//parE//glnS//rutE//
GO_0006402_7	lysA//agaB//hofC//sspB//degS//amyA//pheS//rusA//gntT//fucA//yejE//
GO_0006412_6	fabZ//yhjR//ycfL//lolD//ptsG//tsf//ulaE//amiD//frwD//pheT//nuoG//waaO//cadB//iap//flhA//narJ//fecB//yehZ//asnA//pgaD//yfaE//bamA//gapA//cspD//pstB//lsrR//adhP//menH//cheB//pspG//iscX//orn//narJ//bisC//ychH//yfdS//yhjV//galM//ypdC//dhaM//yadM//aceA//zntA//dgcT//deaD//acrB//cpxP//flgE//gatA//flgG//frwB//
GO_0006413_4	sad//gntR//elfD//
GO_0006414_6	rrrD//speA//purT//yjhP//gspI//rsfS//mdtC//plsB//roxA//
GO_0006415_7	cbeA//dgcF//yhdW//accD//entF//yibH//secG//
GO_0006417_7	livM//argP//rpsO//yehW//mdtA//yagI//gadX//hsrA//entF//atpF//intS//narP//glnD//fabR//tauD//yehZ//uup//nagA//recN//yaiW//cmoA//ycgV//insF-1//pdeF//feaR//folD//dinG//ftnB//rpoH//malX//mcrA//diaA//hofM//aroE//tufA//zntR//arnA//ybdH//gatZ//
GO_0006418_7	rpmG//pdxH//murC//yjfF//artM//guaA//pdeH//osmC//ydjH//yggX//ascG//gshB//hyi//ilvC//yccX//yiaO//cydD//yhbS//bamD//cytR//pgaD//dsbB//rihB//aroC//recN//
GO_0006419_8	amtB//
GO_0006420_8	rbsR//
GO_0006421_8	rtcB//
GO_0006422_8	yfiC//
GO_0006423_8	rbsK//
GO_0006424_8	paaB//yedX//
GO_0006425_8	bssS//
GO_0006427_8	kdpD//
GO_0006428_8	gcl//
GO_0006429_8	bioC//
GO_0006430_8	entD//gspE//
GO_0006431_8	sspB//
GO_0006432_8	yagF//yadG//
GO_0006433_8	glsA//
GO_0006434_8	lysP//
GO_0006435_8	ybhJ//
GO_0006436_8	glnK//
GO_0006437_8	eptC//
GO_0006438_8	ssuD//
GO_0006446_8	phnC//acs//ssuE//malI//pyrH//bcp//paoC//
GO_0006448_8	mppA//csrD//tonB//hybO//queE//
GO_0006450_4	greA//agaD//galT//malG//polA//xerC//truA//rplB//queE//ubiA//
GO_0006451_7	atoS//
GO_0006457_3	bamB//malX//ugpA//yhgH//yfbR//deaD//yfcV//narH//pepT//chiP//nanR//pykF//yhdX//ybaM//ybbY//ydhC//wecC//mglA//rplT//yhgH//tilS//nrfA//glcE//yqaE//yafQ//tnaA//mreD//ndh//erfK//lyxK//elfA//nikD//argD//glnD//mtn//rpiR//rcnB//rcnA//plsX//mcbR//
GO_0006458_4	eco//amiC//atpH//bfr//adiA//rbsA//glmS//atpC//
GO_0006464_6	rclB//hmp//obgE//yadN//thiP//ytfP//mdoG//trmA//uspF//rdgB//oppD//ompR//cpxA//uvrA//rnt//iraP//nuoH//gnsB//znuA//fucA//trxC//dgt//frdD//mntP//thrB//atpB//mngR//artQ//sutR//ynjD//fimH//htpX//cydB//xapB//bglF//pgaC//csdA//ybjC//hcaB//pinQ//mdlB//fumB//rspB//hyi//rutR//yjiY//glpF//ascF//prpC//preA//yrdA//edd//rclA//lysU//hupA//upp//kdgT//ispB//hybC//clpS//mhpD//glpB//nirB//gstA//metN//obgE//mutT//garR//nrdB//arnF//zraS//hemH//mltD//ydiB//gltL//xapA//gcvH//thyA//rfaH//yrbG//mhpR//rffM//murE//sdiA//tcdA//nimR//rzpD//fumB//ycdX//thiG//potE//syd//allR//elaB//tcyJ//bglB//yegD//secA//ibpB//ygcO//yqcC//ydiQ//ariR//lptF//dgoD//eutR//sdiA//clcB//rpoS//hsdM//adeQ//dctA//acrE//clsA//yraK//amtB//idi//purD//cho//yecS//intQ//relA//tatA//ghrB//rpnA//yidC//modA//artM//yjbG//ykgM//ymdB//cysD//xylG//glpF//tar//cas1//ptsN//csgG//prmC//ptsH//yjiQ//ybcM//
GO_0006465_6	lptC//yoeB//ppsA//
GO_0006468_7	cyaY//iscA//fecB//holD//pgl//opgG//fepG//rusA//hypE//rpiA//yeeA//ybiV//lepA//mak//rplR//zwf//ebgA//yjjI//modA//bioB//gatC//hisI//yqiG//mntP//rne//yghU//nemA//yjgX//argB//rffM//livH//csdA//yadN//tmk//rpoS//oppB//ilvN//ispH//nuoB//yceD//ygcW//pflB//rpsN//yjfP//ybcQ//idi//ldcC//yibF//pliG//rplR//bcsQ//frdD//entA//
GO_0006470_7	aspS//btuB//pdhR//ulaE//acrR//ybdH//opgE//rfaB//glnK//nikB//pitB//aspA//tusA//ssuE//srlD//flgJ//
GO_0006473_8	sufD//minE//nanC//rpsL//glgB//dppC//cmk//kup//yhiM//fetB//copA//ndk//
GO_0006474_6	mutS//birA//rnr//folX//ybiX//
GO_0006475_9	envR//putP//
GO_0006476_8	yjjI//frwB//rnpA//
GO_0006479_5	yfbU//zntA//ompT//mhpB//yiiM//fhlA//pheA//pitA//
GO_0006480_6	pdxA//
GO_0006486_5	aroB//
GO_0006490_5	fryC//
GO_0006497_7	rluF//
GO_0006508_5	moaB//lptB//ykfI//yheT//sapF//rne//envR//kup//ebgR//hyaC//scpB//hybE//thiG//yfgJ//yejA//phnH//ulaR//fumA//ibsA//ybfA//adeP//aspC//yjiA//trpS//ycjQ//nirC//narU//rfe//ypjD//kefB//topB//rimK//ycgB//hflC//chpB//mdfA//livH//yegT//pfkB//rpoE//rodZ//ppk//hybC//codB//ilvC//clpS//bioB//oppD//puuD//narX//phnM//puuD//bioC//fepD//pgl//
GO_0006515_7	leuB//oppC//treR//recX//
GO_0006517_6	hda//hemD//dacB//yebZ//
GO_0006518_5	idnO//etp//wzzB//yphB//cusA//fepA//ybdH//tatD//agaA//leuE//ugpE//yjbE//nhaR//nudB//yajO//mepA//dgkA//erpA//murQ//pepN//tusA//fabZ//gspE//opgG//tomB//msrB//xanP//speF//mnaT//uup//ybdR//yciF//tufA//nuoB//dauA//rcsC//satP//tig//waaY//ydiZ//mhpB//metB//dctR//paaH//paaG//efeO//ghxQ//arsR//sufE//frmA//asmA//mdtM//mdtM//ftp//csgD//eno//pyrF//ulaA//malI//artJ//ydcZ//wcaC//ubiX//hyaB//tolA//citX//uspF//yciV//flhD//ilvH//gntT//yadM//gntR//csdA//ynbD//katE//rnlB//
GO_0006520_4	lit//kbp//galE//ygcW//yeeY//btuB//csgD//cyaY//rplP//sgrT//yraR//yoaB//yajD//ycdY//tdcC//dnaG//fimA//cytR//rpsH//hrsA//thyA//wbbK//mliC//yecS//dosP//recQ//skp//hofQ//yiaT//rrrQ//nagC//ybdH//fadK//uxuB//nrfE//ybiW//gloC//dsdC//yafC//uof//lysR//rho//cadB//cueR//yibA//gspE//yfaU//dsbA//fecD//ycjR//nuoF//yiaB//hofQ//ftsI//rihA//msrA//cysZ//argR//rdgB//ugpC//aroH//treR//agaD//rsuA//aspS//appC//dedD//purD//yjcS//kup//ebgA//clpP//aroC//fryA//yphF//yddM//msrC//dauA//livF//arcA//sodB//fimZ//basS//agaI//ibsB//kbaZ//sucA//ribB//rpiR//pnp//ygiS//uvrY//csdA//hscA//yadC//nikR//mtlR//gltL//yebQ//entF//purA//ubiH//nudC//acpH//folM//greB//lexA//zupT//valS//ispH//dgcF//gcvH//paaH//malK//wzzB//yhjR//yhgH//perR//mdtB//oxc//evgS//rsgA//katE//yaaY//atoS//iraM//rlmN//efeO//casB//mepH//hisP//xapB//aroL//rpsQ//treF//araA//gsiD//amyA//xylG//insK//rpnB//trkA//mgtL//acpP//ccmC//cueO//hfq//fklB//tdcF//cadC//fepG//clsC//caiT//sulA//uof//fimG//phoB//yahF//yqhC//frlB//nrdE//fecB//mlaC//pgaA//fadD//ubiX//hprR//napC//pfkA//paaE//ispF//htpG//yjjU//pliG//sbmA//gcvA//yrfG//agaW//chbA//hcaT//purD//pspC//dsbD//glpB//wzzB//ralR//panB//dosP//cyoD//yhjV//yiaJ//queE//glcF//purD//rraA//trpE//rihA//lysS//bssS//sgbU//yeaD//bglB//
GO_0006521_6	flgA//wecE//ychF//
GO_0006522_7	ubiI//mreC//selA//fadB//idnD//fadM//selD//
GO_0006523_8	ilvL//yihS//fdhF//emrE//
GO_0006524_8	malX//ulaF//wecE//
GO_0006525_7	waaH//sodC//gudD//map//yidZ//fhuF//talB//xisE//hemG//yahO//rpe//ugpE//ybeQ//cyoB//mnaT//lapA//proV//vsr//flgJ//tyrR//glnD//
GO_0006526_8	tktB//paaZ//umpG//envC//alsA//uvrY//dcd//fadK//pabB//murR//intS//tdk//yhhZ//
GO_0006527_8	fdoG//eutK//yhcH//menI//cytR//yodD//malF//birA//fadI//
GO_0006528_6	hofM//yieE//sgcA//glmU//
GO_0006529_7	aas//gadC//
GO_0006530_7	insI-1//tcdA//
GO_0006531_7	queE//xisE//nuoE//mlaC//rayT//rplP//thrB//hfq//
GO_0006532_8	lasT//insI4//
