#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	yjiA//fre//ydjL//fabZ//
GO_0006139_4	puuD//rplD//ftsL//feaB//sgcC//nadC//mdlB//asnA//agaA//arnT//fabA//hcaC//yefM//msrA//atoS//rluE//pheP//sgrT//pgsA//oxyR//rplL//ratA//ygiW//yjjQ//dinQ//pheT//ariR//htpG//ldrD//hybA//aqpZ//rfbD//lpxT//nlpA//mcrB//mutH//sohB//rhmR//pdhR//cpsB//yedX//flgB//ypdF//csgD//feaB//ruvC//ascG//rlmF//ftsX//rimO//atpB//hicA//pepN//kgtP//garK//rutF//ubiA//fliG//pepB//rsmG//ydiP//chbG//lolD//gstB//polA//ybfE//fepG//lpcA//hisI//hycI//mdtI//nrdG//feoA//hsrA//tsgA//fliD//arcB//gntU//yaaJ//eco//fumC//tsr//hsdR//mutS//rpsB//menC//phnC//ybdM//caiF//ppiC//dxr//ftsN//rfaQ//mutL//rlmG//coaA//yefM//sdhD//dps//entA//ygjK//murC//mepA//mipA//msrP//tdcG//gmhB//nagA//sgcC//fepE//curA//malY//ptsH//hemB//trpC//yehW//galR//narJ//iap//dmsC//glsB//insH-6//dgcM//waaA//zraS//tldD//ybjC//rseP//ydjJ//sucD//envR//rlmA//ftsK//yrdA//agaA//yraH//guaC//ldtA//aroG//cydC//insE-1//gspF//artM//ynhG//prc//tusB//rutC//glsA1//trpB//insI-1//kdsB//rffT//ubiI//cnu//pheP//ompG//torS//amyA//yehT//araB//dgoA//tsaE//yjiQ//yagE//fabI//mdtI//mdlB//yfdS//hdeD//queF//gdhA//hyfF//pphA//ppsA//rpsT//nlpA//uhpT//mdtC//fhuF//xylA//znuA//yjcO//ydfK//tdcD//insI-1//ybaL//ubiH//araG//fhuC//yfeO//allR//wzc//puuB//rpmB//dcuD//frvB//ydiV//gshA//ynfF//modB//gudX//aidB//mzrA//artM//arsC//mngA//fadH//rfaF//waaS//ybiY//trpL//yedF//citT//azoR//guaD//msrP//nagC//fepG//yhaO//exbD//nrdD//ybhI//ulaD//ybeQ//rcsB//glsA//casA//rlmI//menB//murG//atpC//sutR//appA//srlE//arfA//trmI//pcnB//gntU//hisI//yidA//tatD//flhC//iap//rep//arsB//yfcG//casD//ompC//kdsA//recT//bamD//hslU//yfiC//hofN//folX//lapB//hypB//rhaM//fliD//fumA//yghO//yqcC//fixA//ybaE//bisC//cysZ//ymdB//ytfT//frlA//rutC//ycbB//uspC//gsiB//hpf//acs//yeaK//idnD//hycI//trg//accA//kgtP//ygbM//tufB//tap//ynfK//ftsH//fis//dinB//htrE//panC//recB//yajR//sdiA//mtfA//trmO//lipB//ugpA//secA//yihX//argD//yrdA//prfB//yfeW//frwC//rcnA//rpmE//nfuA//yjfP//ykfI//rpsS//dadA//rpmF//kdgT//ydeT//rluA//fabB//waaJ//ppiC//nsrR//yjcO//adhE//rng//dadA//rusA//iscX//wrbA//hypF//yhiM//eutB//mtfA//ilvE//fabA//ribD//ftsK//ydjJ//epmC//trpR//deoD//cho//recB//cspB//ygfX//upp//kbp//topA//mmuM//pgm//gnsB//ompC//wrbA//abpB//malY//rfaF//yhhZ//crfC//rbsR//murD//plsX//mug//ydaV//atpG//nmpC//ptsP//relE//yeiL//rcsA//pdeR//tatD//yjjX//yfbR//pbpG//tonB//rseB//yghO//ybfE//dcuR//garR//garR//frmR//edd//dppC//hrsA//yiaB//nuoI//sbp//ypjD//eutK//fumB//flgB//sfmA//ybhR//mppA//lsrB//fhlA//lsrK//cusC//ulaE//galK//sspA//hybO//alsB//mgsA//rclC//tamA//higA//kdsD//thrB//hemG//rsmJ//phnH//ycjY//yjhC//tsr//yqjH//gmd//proB//pdxY//katE//insI4//wzyE//mraY//pnuC//yqiI//uidA//csrA//mhpC//phnO//osmE//hscA//cspC//ycgB//yidH//metE//artM//chiP//mdtN//uhpC//ydhQ//kilR//dgt//aldB//rimI//epmA//aroE//thiG//kdsC//mtlA//betI//nsrR//waaG//yihV//pyrL//kdgT//uxuA//xylF//mnmG//yjeH//ydiK//mnaT//lgoD//slyD//yedL//paaG//emrB//flgM//selB//prs//rnb//mdtN//trpS//ccmC//ydiP//nirD//copA//sufB//envR//yohC//fepD//minE//agaB//flhE//casD//napA//glpD//dacC//deoC//lysR//oppC//csiR//fumA//menH//rclB//ulaC//argT//viaA//cusF//cptB//ihfA//thiQ//yqiG//yhbS//fmt//dctR//yqiI//mfd//ampH//frdA//ulaF//focB//trmB//kefB//dsbA//yihX//elfA//csdA//aqpZ//pyrG//tdcA//ftsY//rfaQ//argI//ydeM//guaB//yfdC//mscS//rpsO//hicA//chbG//rlmE//yedA//trmA//cdaR//cdaR//dnaQ//talB//satP//insK//yjjI//gcd//dppA//hyaB//xthA//yjcE//surE//ycfL//yeeY//ydiR//xylG//xisR//arcB//yiaB//fryA//ybhJ//betB//fdnH//rcnA//caiT//glxR//narI//yejB//torY//nikA//frmB//csgE//dctR//hdhA//fepG//rpoS//tamB//sucB//rne//nrfE//fruB//hslV//narH//chpB//trg//cspE//mepM//rhaA//metR//ybiA//nuoI//nudC//yhdJ//sgrT//yiiD//waaG//glgA//asnC//cynT//frc//yihW//barA//fhuD//dcuC//fdx//ubiG//ansB//frvB//gcvH//hupA//lyxK//exoX//rssB//ahpC//agaI//cobB//yidZ//yhbS//nuoE//gadB//nrfD//
GO_0006140_6	glmM//phnP//
GO_0006144_6	ybcF//purR//cspD//cydA//ybdO//mtlA//argO//cysG//satP//topB//
GO_0006145_7	ddlA//galM//fimF//sixA//
GO_0006146_8	rutB//acpS//
GO_0006148_9	exuT//
GO_0006149_9	rpiR//
GO_0006150_9	ycfS//
GO_0006152_7	pbpC//yhjC//bsmA//murB//ybhS//mrdA//
GO_0006154_6	bioF//
GO_0006161_9	rpoS//
GO_0006163_6	accB//hybG//ybaE//miaA//nfsB//copA//exuT//mhpD//tamB//cof//xylF//wrbA//sucC//adhE//dtpB//pdeK//prmB//zapD//mqsA//rfaE//zwf//sgcB//rhmD//ldtA//rbbA//mreB//csrD//argC//arnT//recB//ycgB//ascG//msrC//dtpD//yedF//rpmC//waaU//garL//gph//phnP//curA//uraA//mhpD//udk//dnaG//yigB//panZ//agaR//nagC//malP//smpB//gspF//waaZ//ycgV//
GO_0006164_7	arnD//galP//alaS//aphA//treF//ompF//ydcR//purR//napC//cysS//bssR//djlC//gapA//sgbE//yfcV//csiR//yhaO//secB//lepA//ycjD//yhhY//rne//pbpG//yfbS//selU//ynfK//yjhB//yjaA//recC//yfcU//uvrB//yiaU//wecB//katG//kdpF//katG//ftsP//btuE//ompA//mfd//
GO_0006165_7	ybdM//miaA//insI4//gsiD//pepN//dcuD//ibaG//nagZ//moeB//yadI//hiuH//rplO//dgcE//yeaE//lasT//nanE//yihW//livK//agaA//
GO_0006166_6	cobT//secE//
GO_0006167_6	greA//
GO_0006168_7	hisG//yaaA//
GO_0006171_9	viaA//
GO_0006172_9	tauC//
GO_0006177_9	cusB//leuE//yibF//
GO_0006178_7	glgP//
GO_0006183_9	alaA//
GO_0006188_9	recE//uvrC//rseB//endA//
GO_0006189_10	grxD//sutR//
GO_0006195_7	lptG//btuE//
GO_0006203_8	csgB//idnK//
GO_0006206_6	sgrT//kdpC//tdcG//atpA//emrK//btuR//ydhQ//uvrA//kdpD//tdcB//galF//torS//crp//yfiC//sthA//hflX//ptsH//secF//frdD//bfr//luxS//rpnC//ldrD//dtpD//yiaM//rclR//
GO_0006207_8	yjjU//lpxL//clpB//dppB//uxuA//
GO_0006208_7	yjfP//sdhB//nagE//ygbM//nagA//aas//cadA//sapA//gshB//entF//nudG//ydfD//waaJ//
GO_0006209_6	yohD//
GO_0006210_8	rnc//
GO_0006212_6	ydiF//elaB//yidE//hypT//mlaB//hisP//elaB//amiD//rluE//rpoS//ibsB//
GO_0006213_6	gcvR//yadV//trpL//trpB//sspA//yefM//bioD1//yfdK//gadB//yccX//napB//rihB//yicJ//livJ//nuoE//ftsN//
GO_0006216_9	arnB//
GO_0006217_9	arsR//
GO_0006218_9	yqjI//
GO_0006220_6	yihO//tusB//hycB//shiA//rpsH//dtpC//hisH//gcvA//ycbX//wzc//leuO//mdaB//gabP//diaA//purU//hha//ybaK//nanA//paaX//galP//
GO_0006221_7	acnA//agaC//mdtP//ydiV//ampG//nusA//cvpA//sad//yhaM//hcaE//yadC//citE//ccmD//
GO_0006222_9	nudG//
GO_0006225_9	lepA//
GO_0006226_9	yhjV//bamA//
GO_0006227_9	casB//
GO_0006231_9	maa//
GO_0006233_9	hemN//
GO_0006235_9	gudD//
GO_0006241_9	rcsF//
GO_0006244_7	btuC//gmd//ada//yhhY//yafS//phnJ//narQ//
GO_0006259_5	dnaG//adhE//lit//gstB//yebS//exuT//eamA//dtpC//ftsN//kdsB//rph//msbA//rplD//essD//lspA//pgsA//mnmC//slt//mltD//lacZ//nuoH//kdgR//murB//rhtC//yfeW//fadE//pstA//manY//pyrH//viaA//nanE//hscB//dmlR//ybhP//mnmG//yegS//pdxH//cyoC//waaQ//melR//rbsR//cdsA//copA//rsmB//ccmG//symE//sbmA//dnaQ//rihC//mdtF//pdxJ//araB//msrA//nuoN//torI//ribB//dnaK//opgG//potG//envR//dacD//flgF//fabG//frlA//ftsP//sdaC//ybiW//lsrG//gshB//pldB//ykfM//uvrY//ynfK//rsfS//xisE//clsC//garR//trmL//envY//moaC//trpR//fabI//selA//yiaA//fucK//yaaJ//hns//bglB//fdnG//ydcZ//yjjW//ubiH//cutC//prfA//yggT//ftsB//yhaO//menB//cbrA//nemR//wecB//cysW//glnA//lolC//araB//uspG//blc//hisB//nrdB//adiA//hdhA//prfC//arcA//rluF//dhaK//fdrA//caiT//sgbU//cpoB//menD//wecB//rplP//metN//allS//yhdJ//cas1//yieE//torD//guaD//ttdB//ygbM//hdeD//crcB//phnC//casC//ilvM//yfaX//phr//ynfH//uxaA//gltD//yfcS//xylE//hokB//sfmC//mltF//gsiA//proA//
GO_0006260_6	mdtI//yiaB//bglJ//ybhI//grcA//lldD//tdcA//yjhC//topA//tadA//pdxJ//fabA//fumC//ruvC//katE//yjbF//pdxA//raiA//degP//dnaA//metG//
GO_0006261_7	ydcM//dinI//potH//smpB//mdtF//dicA//zinT//sstT//ccmD//ybfA//amiA//metK//
GO_0006265_6	mdtQ//pbpG//abgT//ppsA//intZ//
GO_0006266_6	yghO//tatD//rfaF//
GO_0006267_5	serS//
GO_0006268_9	ugpE//deaD//rnlA//
GO_0006269_6	topAI//
GO_0006270_6	aldA//yggD//ydcZ//trxA//basS//mlaD//
GO_0006271_7	yejE//yfdG//napA//
GO_0006274_6	yqjA//
GO_0006275_7	yhiM//galK//yhjR//ulaD//caiT//pbpG//moaA//minE//fucA//
GO_0006276_3	rhlB//glnQ//chbR//uxuB//kup//opgG//cbeA//rpsP//
GO_0006281_6	waaU//mreD//lplT//fumB//flgJ//idnT//pflA//grxD//nrfF//aroE//argO//eutN//argC//fecC//metE//glpA//yjfP//yagJ//mglA//yadC//dhaM//ybhR//gyrB//ssuB//ygeW//argI//paaE//yhcN//ttdB//mcrA//ycjR//hxpB//psuT//citT//eptB//cpsB//ghxQ//yehX//infB//ytfT//nirB//mmuM//lpxM//lysC//iscS//bamC//hemG//katE//uhpB//dcuS//hyaB//yohD//ybgI//idnO//moeA//
GO_0006283_8	glxR//
GO_0006284_7	pheP//ccmH//greA//insB-2//gadC//lldP//
GO_0006285_6	ycjQ//nrdR//artJ//dgoA//xylA//
GO_0006288_8	yeiL//putA//
GO_0006289_7	rmf//leuO//
GO_0006298_7	rmuC//serB//ypdF//ubiE//tldD//glnS//murE//dacD//dnaX//epmA//
GO_0006301_7	panB//pfkB//cdaR//yciG//
GO_0006302_7	glgB//fhuF//pntB//sthA//guaB//tatE//pnuC//cheA//nuoE//
GO_0006304_6	ygfZ//glsA2//ybgP//napA//pdeD//bluF//ybiX//dnaG//hypE//
GO_0006305_7	rbsA//hofQ//yiiM//ulaA//
GO_0006306_5	msbA//insA-2//ybjD//ttdA//
GO_0006307_8	sgcE//kdpD//pncB//idnK//recX//
GO_0006308_6	ybdM//mdtF//rzoR//ybfE//mobA//dinD//ybiV//yhbX//ppsA//nikA//yhaM//yeaE//
GO_0006310_6	ruvB//cfa//rhtB//narW//cynX//tehA//nlpI//dinI//recD//birA//ydhC//fruA//ugpC//phnK//xylR//yjjB//dhaR//gcvP//cysP//hofQ//gpmM//argP//gshA//mcrB//cusB//setA//dppB//bcp//sgcB//flgH//yagU//tnaA//adeP//rpoE//rzpD//pheP//actP//secG//lpoB//artP//ulaB//wecC//mtfA//
GO_0006313_4	mdoD//ybjN//sdiA//yihO//tdcE//ppsA//panF//
GO_0006323_7	guaD//
GO_0006325_4	rsmA//
GO_0006351_6	opgC//atoC//hslV//ispA//ispH//ybaM//zapC//eco//cbtA//ydiV//kefC//rpnA//metI//pheP//dinQ//ahpC//nfi//ynbB//basR//tolC//thiE//uof//satP//ypdB//yehU//yjhI//recO//napF//galU//selB//recO//rffM//ybaT//rimP//yajQ//eptA//sodC//cheR//viaA//glnK//mazF//narW//moeB//infC//yebC//fklB//msrA//potI//sanA//yhaJ//yagJ//nanA//araD//aidB//deoR//ssuC//livF//gltI//potH//frvR//rclB//yehU//dtpC//yjcS//bioC//yfbR//rsmA//nlpI//lpp//tgt//ycbV//dcuC//kdpD//pntB//flgM//fdnI//fryA//chbF//uspC//ldtB//cbl//yiaU//yidR//speA//cmtA//fadA//yciE//livM//yddA//yifB//atoB//serB//yfaV//ftsE//prfC//sgrT//lysC//rlmM//cobT//citT//ppsR//minD//yahD//fpr//rpsQ//kgtP//yciA//yhaM//mhpB//yafC//casC//ybgQ//hycB//npr//dam//ymjB//ycgR//basR//phoA//
GO_0006352_7	astC//msrC//ygcR//ybcJ//
GO_0006353_7	thiP//nrdA//
GO_0006354_7	rlmC//bioB//ribA//
GO_0006355_7	ascG//moeB//ompW//prmB//apt//rph//atoS//intZ//proC//atpF//tdcB//garR//manY//zur//yahK//alaC//hybE//frvA//yhiM//yjfP//ubiD//atpF//uxuA//yoeB//prpR//osmY//yefM//yfjV//gsiA//yghO//ybiX//frvR//panF//glpF//fadB//kch//upp//acnA//caiT//pepD//ymjB//rstB//acs//phnM//yicJ//lplA//trpD//prkB//napB//fimF//agaA//rplT//yggD//ldcC//yaaU//ulaE//phnN//ccmG//kdgR//waaA//wecB//yciF//pcm//paaB//efeO//yhfK//cobU//argT//cdh//ribF//ugpB//ibpB//fliG//glnS//tyrR//hprS//arnA//araB//cpsB//adhP//acpH//mreD//narU//argF//malX//cbpM//cspG//cusR//yrdA//yidR//frc//yhjV//rpoD//qorA//rzoR//rpsN//dacA//malP//lsrK//flgK//hisA//pnp//aas//gutQ//eptA//cmoA//shoB//dhaL//ypdF//seqA//rof//clsB//yraH//acrR//cysM//csgF//acrD//cobB//clpA//ydeI//mipA//hcaD//allS//ftsP//agaR//metG//yeeJ//chbC//mog//greB//hdfR//ugpA//rihA//umuD//yghO//menA//yadV//mlaC//adiC//yjaA//cusF//mrp//cvrA//dacA//mnmC//leuO//mcbR//mngB//rsfS//efp//zraS//avtA//frdD//yihL//rhmR//hemD//mobA//nadC//gfcE//yfcF//bcr//ynfE//epmC//dadA//gshB//ypdB//hcaR//rfaD//leuC//mlaF//codB//glxR//arfA//psuG//fepB//nagA//murE//ykgF//proA//sulA//ybaK//yjtD//ftnA//yhbY//yqjI//pal//yjhG//pdeK//gfcE//yeaG//norW//tsaB//ppc//rpsM//panC//ftsX//tufA//rimI//torR//yneE//hcaE//chpS//dcuD//thiH//yqjA//pyrD//pdxJ//insF-1//mlaF//envY//yehB//pspF//frdB//dhaL//yafC//ydhJ//fucA//ytfE//mngR//fic//etk//yfdO//bioH//ccmF//stpA//sgcR//yhaV//yidD//leuA//yqcC//queA//speA//cusF//mepA//alaS//proA//ompA//yejA//yejA//osmF//dacC//mdfA//ybaT//rmf//dppC//ynhF//phnH//infB//lpoB//treF//ycjW//proX//ynhF//lolB//nuoL//cobS//uspB//yjhI//amyA//mngR//tyrB//
GO_0006357_8	cspD//
GO_0006364_9	parC//yhcN//rplP//cas3//nudB//sucB//crr//tehB//mreB//uvrY//pykA//bssR//ssuE//fixB//gltI//glmS//metL//hcaC//yjhB//ycbB//dnaC//tqsA//nlpE//pitA//rpmH//ompA//sfmH//cheW//argF//gcvT//tqsA//yqgB//ppsR//uidC//pdeH//appB//rpsB//phoA//ygbI//ddpA//rna//yidQ//yhaM//
GO_0006378_8	envR//gyrB//
GO_0006379_8	ybeF//
GO_0006382_8	rhtA//
GO_0006396_7	gltP//csgB//yjcE//zapD//yeaE//ydhQ//glsB//ubiA//argG//nudG//argK//hxpB//ybiW//ybiW//ybcJ//rclB//dinQ//thrA//insH-5//pheP//elfA//ykfM//glnL//bglH//yhhY//sspA//csgD//phoB//roxA//ydbK//treA//yidZ//fdnG//folA//yieE//ygfZ//tynA//rsgA//mazG//bssR//phnH//miaA//fimE//nrdH//rpnC//eutR//ubiD//ilvE//fliK//recR//ypdB//ilvM//osmE//guaB//dhaK//folA//bacA//ubiI//cobC//ybiO//gadA//agaW//mtfA//intA//eno//uvrA//astC//msrC//fecB//yohC//sdhD//cadC//csgE//alsK//kdpE//yfbV//pepB//fadR//mglB//lapA//treB//sfsB//waaF//holE//feoC//wcaJ//guaB//tusD//wcaJ//aroK//metB//psuT//tyrB//lysO//pstB//yjaZ//fixA//dgcT//gshB//rlmM//yojI//afuB//
GO_0006397_8	kefF//yidZ//hmp//
GO_0006399_8	trpB//phnO//aspS//ydcS//mdtQ//ubiH//sfmF//ivbL//agaA//tatD//yfeX//narQ//higB//citG//uvrC//yeiL//paaH//ade//mlaE//mmuP//phnN//guaD//flgJ//yccS//tauD//cbrC//pgl//mutM//pgpC//epmA//yehU//acrE//yhaV//glpG//crl//ypdC//rbsR//adiA//dtpD//sdaB//alkB//ydeE//metR//yieK//lrhA//gpt//pheM//bcp//ykgF//dsdX//comR//yibH//ftnA//atpB//mtlR//prpR//xapB//mraY//rpsH//cusA//hycA//yphC//bioD//yigL//alsB//opgC//gapA//torA//lpxD//rhaD//acrZ//matP//insH-5//pepB//ymfA//yjaZ//amtB//glmS//ubiE//ilvE//modA//trpGD//
GO_0006400_7	cysK//hcaB//nagZ//prlC//dapF//ybiJ//mhpR//appY//nagB//sgcC//exbD//secD//rlmF//treF//opgE//gmd//livF//secG//coaA//pflB//ftsW//fucA//sdaA//emrD//casA//marA//atpC//rfaG//yejB//mppA//ybaT//argK//xerD//hybO//rcsB//ribB//pliG//alaA//yghU//yihQ//ebgA//frmB//melA//fbp//carB//ybhP//ackA//yciE//tsgA//
GO_0006401_6	rne//panZ//matP//tufA//hcaE//shoB//tesB//panE//cbrC//gnd//dgcT//rodZ//cadC//rpsS//tyrA//exbB//rarD//yhhY//ssuE//yqiI//rpoS//hldE//
GO_0006402_7	wza//gadX//hslU//srlB//tolA//ftnA//glnP//yejB//ampG//trpC//cedA//
GO_0006412_6	xerD//entF//panZ//cmtB//fadL//insI-2//galS//pgl//mcbR//ldcA//umpH//rplI//potF//ftsZ//hybD//puuE//adhE//rlmM//ybdO//gatC//upp//panE//yfcF//kefB//cpxP//yccA//sstT//ybcJ//fliT//psuT//satP//adhE//alkB//arnF//glrK//ygfX//gatD//miaA//leuA//cfa//tdh//dsbB//cdaR//hisG//dgoR//yjiR//csgA//greA//aceF//cydA//casB//
GO_0006413_4	mdh//btuF//ynfE//
GO_0006414_6	modA//glcC//mreD//gshA//ydfK//hofQ//envC//tusD//dapA//
GO_0006415_7	frmR//nupG//fepB//proB//csrD//fadH//ybgP//
GO_0006417_7	cueO//tpiA//potG//mhpA//yhfK//ilvD//murJ//wzyE//alsB//yedX//cysE//glnD//tatD//yieF//garL//nadD//ulaC//hisB//spy//araF//yigL//queC//gcvP//trpR//prc//torC//paaX//dctA//yraN//adeQ//kdgR//barA//ilvB//adeQ//iscR//pdhR//mgrB//sdaC//nrdH//
GO_0006418_7	artP//galK//ydiQ//efp//sgbU//yjjW//malP//glcA//rfbX//recJ//ykfI//tufA//cysB//cdaR//yeeL//ycbU//rnb//ykgF//abgR//pepQ//folP//rbsK//ilvN//fhuB//rppH//
GO_0006419_8	araA//
GO_0006420_8	map//
GO_0006421_8	araF//
GO_0006422_8	tatD//
GO_0006423_8	yidE//
GO_0006424_8	pbpG//ruvB//
GO_0006425_8	mgtL//
GO_0006427_8	cpxP//
GO_0006428_8	yehA//
GO_0006429_8	intF//
GO_0006430_8	cdd//dsbB//
GO_0006431_8	lsrD//
GO_0006432_8	fadR//puuC//
GO_0006433_8	preT//
GO_0006434_8	glpR//
GO_0006435_8	gspF//
GO_0006436_8	lysC//
GO_0006437_8	gpp//
GO_0006438_8	ptsP//
GO_0006446_8	mak//rhtC//chbA//araC//fdnI//proW//gstA//
GO_0006448_8	pepQ//hycB//valS//yidQ//ftsW//
GO_0006450_4	yigB//tyrA//yhiM//cysA//insH-6//malS//leuA//rluD//hemF//hdhA//
GO_0006451_7	pdxA//
GO_0006457_3	pykA//betT//ycaN//gatA//dapB//fimZ//arsR//ybhI//fadM//fadD//fadK//cysE//yihT//dsdX//gspJ//yhdW//ahpC//yfjR//rsmB//atpF//ugd//mrdA//entA//pdxA//nhaR//sapB//cusC//nlpE//fimH//adiC//rtcB//flhA//yieF//clcA//clpP//ybbN//ompF//cra//cspE//psuT//
GO_0006458_4	uidA//frlB//csgA//mnmC//atpA//pyrH//lpxL//yceO//
GO_0006464_6	tauC//rlmA//pgrR//gsiB//rfaD//lplA//patA//yqiJ//elaB//pgl//mipA//kefG//pabA//lapB//gpsA//yccS//clsA//pabB//flgE//ychF//dgoR//ettA//obgE//envZ//iraP//uhpC//holD//yebG//nanE//rppH//yghO//glpT//lpxP//msrQ//tpiA//yjhH//ymjB//ynaE//tdcC//mcrB//rlmE//ydeM//garD//ndk//aldB//fiu//selU//rlmB//bglH//ldhA//rplN//scpB//yafN//aidB//yghB//yodD//ybhI//ttdR//mmuM//yohD//dgcN//bipA//ompN//ydiR//yfjR//recA//hcaR//phoR//lysC//valS//mutT//arcA//rfbC//yhjR//pal//crl//lpcA//ybiI//yfbU//nrfB//sad//fhuF//ttdR//alaS//xthA//gatY//avtA//fadM//kdpD//ydhK//yhcD//uspF//cyaA//symE//dtd//xapA//preT//nimR//cmoA//dacC//arcB//narV//iclR//insH-5//fbp//mug//mepS//insB-2//yedF//rplQ//prmC//rpiA//hemA//ypdI//tcdA//sufE//rhlB//yqjA//yjiR//aphA//tdk//yihR//mtlD//bacA//ydcO//ytfQ//polB//rssB//yhjR//metH//ftnB//envC//yjjB//kdgK//bcsQ//hldE//lptE//yiaF//aqpZ//cspC//rhaS//holA//
GO_0006465_6	folE//tauB//ibsD//
GO_0006468_7	tpx//moaA//bfr//sufA//yjhC//bioB//entH//hflK//cysM//tauA//gspE//hisA//flgA//mcrB//matP//yeaE//yrbG//yqhD//yhbX//cvrA//yehC//smrA//ruvC//murD//ushA//uraA//nanR//ccmC//rpmA//ftsW//frvB//moaD//yciA//envY//dsdX//yfdS//tldD//zitB//flgM//motA//elbB//cbeA//cpdA//ubiX//hypB//basS//cadC//flhC//nudC//rpsP//ptrA//carA//yhcN//
GO_0006470_7	rutD//rffG//sad//malX//paaZ//yfaE//uvrB//cspE//rbsA//mdtE//rraA//waaF//yqjI//ppc//glnB//ybhG//
GO_0006473_8	lpp//mtr//icd//galT//yadM//yghW//cytR//yjhH//chbC//hybC//malF//lamB//
GO_0006474_6	envY//rhaM//mraY//ydfH//yihU//
GO_0006475_9	waaZ//rfaQ//
GO_0006476_8	rpoD//mltC//ssb//
GO_0006479_5	hemE//iclR//yrdA//dnaT//nuoL//yfdR//ilvC//alsE//
GO_0006480_6	yfcP//
GO_0006486_5	mdoD//
GO_0006490_5	agaD//
GO_0006497_7	dppA//
GO_0006508_5	betB//frlA//alpA//dkgB//waaO//ygjR//sthA//ydiZ//miaA//sgbU//cusR//cspG//yfdK//hemA//ybhG//rplN//treF//ahpC//ibsA//ispB//nuoG//ydjE//udk//betA//frmB//kch//sapB//symE//xylF//ydfD//argK//csgD//ybiH//gutM//crp//nuoB//insA-2//uspC//tsaD//mlaF//tisB//ompR//acpT//modC//yihU//yibT//yhcD//mlaC//ybaK//puuP//gmd//bepA//yhgF//araF//gpt//
GO_0006515_7	flgK//hslR//moeB//ydcO//
GO_0006517_6	ybaQ//sbcD//ralR//entA//
GO_0006518_5	nagE//ychO//yjjU//uspG//ruvC//nei//arnT//rpsE//folM//kefF//frdC//dapB//mgtA//rhoL//pck//gloB//fecC//secF//ulaD//hupA//nikD//potE//yacG//cydD//hupB//xisE//fdhD//dsbA//arnE//yjtD//ygcO//waaZ//murP//tabA//pabA//mltG//proQ//kdpB//hemG//mdtO//gsiC//glcB//ftnA//rraA//birA//insH-5//yddG//mdtJ//yqgB//hexR//dinD//rplE//prpB//ptsG//rlmD//queC//cbrA//hybF//yaaY//arfB//rpiA//tolB//ygjR//fadH//rzpR//ahr//yaiW//rplX//smrA//pheS//cedA//norR//rssA//yacG//deoC//nuoM//idnO//
GO_0006520_4	era//blc//tsaE//hscB//cysI//plsC//tsaC//lamB//yfaL//yqiJ//murA//pdxA//trpA//galU//cobU//yfcQ//pdeD//dppA//fdx//rstB//ycdY//paaG//cysP//cnu//pspC//pyrH//prmA//yjaA//kdsB//rplJ//recB//selA//rfaB//yjiY//cysN//rplD//yfaV//mioC//mdtQ//rutG//dnaB//uspC//gcvP//lpoA//rapA//rutB//tsr//ulaE//hycI//atpE//ackA//sapB//ydcR//melR//ygbI//paaX//rplI//sbp//glnE//glgA//cecR//speD//baeS//clcA//pal//spoT//zapB//gshA//lldD//rzoD//cspI//yhgF//ybdN//osmE//tolC//rspB//ltaE//lexA//yhhZ//ygcR//tdcE//yfgI//ydcZ//kbp//cdgI//mlaB//deaD//nrfG//lit//spy//flgM//yehZ//yjjG//viaA//nuoE//leuD//ortT//ansB//azoR//barA//acpP//nanT//yedF//mgrB//ycfH//hyfC//gyrA//rpsB//clpP//flhD//lpxT//bioB//cpxP//speD//folA//aaeR//xylH//fieF//chbA//pheT//recC//yhaM//nanC//tpiA//mak//mobA//ftnB//rsuA//ispA//yqgB//ushA//chbF//ygeW//cycA//mprA//dsbG//potC//ycjR//mlaE//gudP//rplN//dmsC//ulaG//hypF//nrdD//yodD//lplT//opgE//entS//yehP//entE//apt//sbcD//yggD//pgaA//lysU//yadV//yccS//ccmH//pepA//grcA//galR//ghxP//greA//araE//yjbG//aqpZ//nrfC//ibsA//gcvH//crcB//fpr//ybiS//sdiA//nadB//ybaK//secD//yphF//yeaG//purD//selD//yejA//ldcC//ygdG//nudC//nudF//ydaV//potH//menI//lpxC//narQ//yqeG//tcyJ//scpB//yjcO//ulaD//glnL//hpf//mscS//rluB//yebC//fumB//
GO_0006521_6	tamA//ssuC//yfcS//
GO_0006522_7	galU//deoB//pinE//glpC//hdeB//hybA//ydbD//
GO_0006523_8	ortT//yneJ//hcaC//gudX//
GO_0006524_8	mipA//cysA//hypC//
GO_0006525_7	dinQ//ribA//rlmJ//gsiD//dtpC//murA//ushA//ssuE//ribD//nirC//cydD//nudF//kilR//sdiA//gsiD//trpE//purD//yraK//ypdI//rhoL//pflA//
GO_0006526_8	ybbY//yidE//ssuD//rffC//ftsN//dppC//amiD//rsmG//glgS//syd//trmH//yrbG//dapA//
GO_0006527_8	yphD//ydjH//treA//fimH//atpD//rplX//serC//acrA//osmE//
GO_0006528_6	xylG//tcyN//aldB//dedD//
GO_0006529_7	nanT//rcnB//
GO_0006530_7	mdtC//tomB//
