#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ubiB//sfmH//etk//trmB//
GO_0006139_4	garL//glcB//truD//speC//idnK//bioP//xisR//rpsP//rpsM//flhC//efp//proX//narJ//ogrK//ilvD//waaU//recG//nhaA//ahpC//selB//elyC//prpR//mnmA//pykA//moaE//rcnB//hpt//qseC//ydcM//tcyP//bglH//etp//hmp//entD//pgm//pnp//nanT//ldtD//yidQ//lpxD//dapA//paaG//glrR//dnaB//secD//mak//ybeF//yibH//cca//holD//kdpF//clpS//ybaK//hldE//ompR//fixA//ptrA//curA//uhpA//yieH//ccmD//ybiW//ydhK//ybaK//erpA//prkB//mfd//matP//alsC//fic//tktB//ybgQ//secE//speB//yhcH//ypdC//iscX//uvrC//yhbX//mlaB//dadA//ybbW//hlyE//lacI//metF//nagC//lptF//hscC//dnaB//yehY//crp//waaP//yciV//nadD//argP//ycaO//ydcT//rpoS//xapB//znuA//cycA//fecA//yahF//fepG//ftsZ//adeQ//emrD//ygaH//yeaK//serC//eptB//sufD//dut//hisM//fucI//selA//entS//pyrD//cheR//alsE//asnA//mrcB//ybiJ//flgC//iscR//glpR//malZ//bioD//ddpA//hprS//hycH//rng//uxuA//kduD//yggN//lepB//scpB//fetB//yajO//galR//ibpA//xanQ//nikR//dgcZ//tehA//frwD//wecE//ybfA//lptA//queF//bamC//rutA//emrD//yibT//bioC//rplR//hflC//ghoT//gabP//cadA//narJ//hisD//rhaT//rfbB//fdnH//glpX//psd//sapB//rffM//ybdZ//sugE//agaI//gnd//dapA//cbrA//mrcB//ykgF//rzoR//glnS//yegT//sxy//cysC//glpG//dgcF//hipB//narI//rfaE//rnr//entB//polA//yhaO//xapR//fimG//fadE//yqcC//ycjU//fadD//uidC//hicB//arnD//yhgH//nirB//dnaJ//fabG//rcsB//mcbR//hybA//yfhM//yihV//yebS//yadK//oppD//wecE//yhaC//cusA//cof//hpt//acs//mraZ//icd//pstS//fmt//phoA//aaeA//fimE//yidA//tcdA//sspA//modB//yggT//mlaD//yahO//yhjX//nlpD//nfi//hslR//motA//malF//satP//yegV//yhcF//cyaY//envR//rzoR//cysD//yfcA//smpB//flhC//sufE//rraB//secB//fre//ansB//ymgC//insI1//actP//hybE//hiuH//ycjD//pdeH//trkA//pykA//rsmH//aspA//ygeX//sfsB//atpB//endA//yfhH//tdh//cysS//sdhE//gspI//dtpD//betT//nadA//yehD//paoC//menH//yefM//bdm//rhaA//nrdR//cpxA//fliD//yadC//znuB//tilS//yebK//cobC//lolE//yqgF//chbA//nfsB//cueO//hemF//cusB//ycfH//adeP//paaH//rcsB//tdcG//ynaI//yhjG//ybfA//zwf//waaH//curA//pgpA//btuF//fnr//rhaA//surA//ilvE//cspC//dgkA//nrdB//mepS//torC//purA//rffC//insI4//fdnI//copA//pphA//rlmN//ydgA//feoC//yebZ//sfmD//yidZ//rluB//dgcE//cedA//thiP//lpoB//gapC//mdtF//slyD//hypE//tonB//cmk//entS//menA//citT//abgR//thrA//ridA//rpsM//phoA//asnC//pgpC//mrp//sapA//dcuD//rluD//glnS//acpT//rpmB//yhaC//znuC//rimP//yeeA//cobC//ybcJ//yqhD//ytfT//ompL//aroK//agaS//rnhA//mug//secY//yciK//tdh//yghW//rsmJ//yidQ//yejA//livH//asr//yaiP//cbeA//yfeR//hypC//phnL//wecE//fklB//katE//trxC//eutA//fumC//ugpE//nimR//kdpE//pepB//frlR//gmhB//yfcR//dacD//yceO//waaA//yciA//asnS//rhaM//flgI//ydhJ//csrD//hisA//hda//bamD//nikE//lpxT//sgbE//add//yiaJ//mlaD//cynS//malQ//exbD//waaH//glnL//rnhA//yahD//yajQ//rnlB//ynfF//speD//rssB//envR//dhaR//ygiV//gntP//speF//miaB//sfmF//sixA//appY//gabP//hmp//pphA//ubiF//focB//pgi//dnaG//ulaC//rph//rhsD//rlmG//rutA//adhE//yeeA//ais//cspG//elaA//ascB//pck//secF//livK//ttdB//cspB//glxK//rpsO//hsrA//bcr//rssA//puuP//rpsN//nfo//garR//fadH//leuE//holB//glxR//kbaZ//uxuR//kbaY//argC//yfaE//scpC//atpF//yqjH//torI//yfdC//dld//hybO//rfaF//ymfK//ybhP//ftsX//cheR//mrcB//rssA//tgt//arfA//nfuA//rlmF//yfeD//relA//cadC//pntB//hemF//hyaC//treA//gudP//dgoD//rbsD//sapF//motA//yagJ//fepE//leuA//yiaJ//rhmR//caiF//fepC//ycjD//ydcM//hemG//creC//zapD//orn//ybcM//fmt//tpx//trxC//guaA//actP//kdsD//selU//yfaV//gatC//exuR//yafO//pgm//flgE//pabC//uxuA//yrbG//dsdX//gluQ//melR//rfaG//sufD//sapA//cas1//ariR//tusE//panD//rmuC//ampH//yfcG//rfaE//codB//allS//ulaA//nanT//malZ//pinQ//dsdA//lldD//aroH//tsf//yhjX//lacY//sbp//ibpA//opgG//dppB//nadD//coaA//yidQ//murC//cpdB//fadB//dinJ//ydeO//citC//glvB//bacA//asnC//rsmA//pyrG//sapA//ygiS//yibT//yjfF//aroD//yraK//rplF//tsf//mutM//ydiF//osmF//yfiC//yjcE//gltB//dnaK//pntB//ftnA//astC//mrp//suhB//prlF//fabR//aroC//yjfP//potE//yhjX//torZ//yegV//umuC//galE//
GO_0006140_6	rnd//aroD//
GO_0006144_6	paaG//cdh//yjhH//metC//lacI//gloB//rhmD//ulaD//ppk//lapA//
GO_0006145_7	rhlE//cueO//rseB//groS//
GO_0006146_8	yidK//agaS//
GO_0006148_9	rimM//
GO_0006149_9	ybdH//
GO_0006150_9	nanC//
GO_0006152_7	fadE//citG//ycfJ//narU//pitA//fliA//
GO_0006154_6	pyrF//
GO_0006161_9	yhcH//
GO_0006163_6	yjjW//yjhC//yjaA//baeS//proA//hflK//wcaJ//lolB//pgsA//folX//ilvD//secE//truC//yeaD//ribA//cmoB//rplK//dacA//alaA//rsmC//ahpC//dusC//ycjY//oppA//phnL//chaA//yciA//ybiT//rmuC//ypdI//lldD//cyoB//hinT//hiuH//eutD//gcvT//insI-1//kdpC//fimE//cbrA//yjiY//ribC//nhaR//malZ//fieF//fre//phoQ//ogrK//narP//polB//ppsR//ygcO//lysC//trpL//
GO_0006164_7	yiiE//nrfB//argI//priB//caiB//sucC//ispH//amyA//rfaF//ydfH//ldcA//gapA//xerD//yidL//garL//ybaK//recO//ydgA//rspB//rpmA//treF//rutC//sxy//bluF//cvrA//ugd//fdrA//prfB//rpsQ//ispB//glpA//rbsA//basS//lit//mlc//folA//plsB//ispF//bacA//fpr//
GO_0006165_7	narG//yddM//gntP//pdxA//ttdT//folC//yahF//waaC//yhaJ//cecR//yfgO//pyrH//aroF//ubiC//lipB//kdpC//pdxY//yhaM//ggt//
GO_0006166_6	nuoF//sbcC//
GO_0006167_6	cpdB//
GO_0006168_7	tmk//fadJ//
GO_0006171_9	yeiE//
GO_0006172_9	proB//
GO_0006177_9	gsiB//ybiX//tehB//
GO_0006178_7	gatA//
GO_0006183_9	ldtE//
GO_0006188_9	greA//mreB//bioH//malF//
GO_0006189_10	yhhZ//gntT//
GO_0006195_7	asr//ralR//
GO_0006203_8	rpmJ//glpX//
GO_0006206_6	rlmN//feoC//nlpE//mutS//sbmA//comR//ykfI//nuoL//pgaB//lsrA//rlmD//garL//intF//ygiV//yeaG//gloC//flgE//dps//glnL//ydjM//uvrA//tabA//tusD//zipA//ltaE//yeeL//
GO_0006207_8	feaR//cdh//lapB//prpR//hcaD//
GO_0006208_7	insH-6//rnd//rplM//rplD//lptB//norW//argS//alsB//aaeB//fpr//cdh//rnhB//yjhH//
GO_0006209_6	aceA//
GO_0006210_8	aroD//
GO_0006212_6	acs//etk//parC//dmlA//rpiA//hflD//dnaG//atpE//yafE//topB//gltX//
GO_0006213_6	hypE//uidC//gatA//rpnA//hinT//alkA//folC//ibsD//waaS//ltaE//ydjJ//rdgB//cyaA//gatY//ftsX//agaS//
GO_0006216_9	rpoH//
GO_0006217_9	nhaA//
GO_0006218_9	glpG//
GO_0006220_6	ycgV//rfaG//accA//lysA//ftnA//tcyL//glgA//kch//recC//ribE//proS//flgA//yidC//yneL//yadC//cysQ//hycA//mdtF//speA//yihI//
GO_0006221_7	fimG//rtcR//ahr//setB//ruvB//ybhP//exbD//fliM//ackA//fliA//ydaC//ftsB//yfiC//
GO_0006222_9	sgcE//
GO_0006225_9	mutY//
GO_0006226_9	bepA//aroB//
GO_0006227_9	sbmC//
GO_0006231_9	rplN//
GO_0006233_9	yjjB//
GO_0006235_9	glgA//
GO_0006241_9	tdcR//
GO_0006244_7	waaB//pgpA//sgcR//relA//polB//tyrA//gspI//
GO_0006259_5	nmpC//sgcC//ymjB//sdhA//rbsC//argI//yeeL//sgcX//ydeP//hprS//ascB//marR//tas//rne//fkpA//degQ//gabD//pyrE//envR//tufB//deoD//torS//agaB//ispB//ycgR//bcsQ//aroH//hofO//yeeA//ybdO//tktB//pdeF//pepB//menI//lptA//prlF//panC//yhbX//btuD//ompR//ulaR//eptB//rna//yhjC//yjbE//mdtA//gspI//intE//sapC//apt//hokE//alaA//radA//flgA//yhaJ//rplM//fadA//phoE//malP//hexR//yjcS//frwB//ycaN//waaJ//bioP//yahB//atpF//fhlA//ydiF//rutC//speF//ynfF//nupX//yqhD//epmC//ybdN//phoE//rplO//dacA//nrdB//serC//mepM//alsK//yaaU//rne//ssuC//gadX//yqiG//rimI//iclR//mdtE//gudP//ulaA//tas//gntK//intA//tig//nudG//mtlA//waaC//tyrR//yihX//yraR//fabA//symE//iscR//fabR//cysG//fimZ//sgbU//frdB//iscX//surE//rclA//yihQ//gntP//sufD//sodC//chbB//queC//exuT//kup//higB//rplX//opgH//lipB//mraY//sapA//mscM//atoS//ispU//hldE//wecC//moaA//zntR//acs//ptsH//ssuE//solA//garK//ftsK//intA//ybiA//hflX//wzzE//manZ//ibsC//ldcC//
GO_0006260_6	purD//proX//hdeD//ypdC//hxpB//ccmA//mlaD//glnS//cysW//cyoE//bdcA//sfmD//gcd//queC//dcuC//yihQ//tonB//dicA//ivbL//rplB//comR//
GO_0006261_7	uhpT//argA//gsiA//rspB//atpC//rnb//ybeQ//eno//yfbR//cusS//rimP//yfgJ//
GO_0006265_6	ybbW//glpA//rsmJ//hcaT//rpsA//
GO_0006266_6	yieE//gutQ//emrB//
GO_0006267_5	ynfK//
GO_0006268_9	pepB//lptA//add//
GO_0006269_6	rfbB//
GO_0006270_6	trpGD//nupG//hflK//fdrA//trg//viaA//
GO_0006271_7	sstT//satP//glnK//
GO_0006274_6	serB//
GO_0006275_7	hpf//pdeD//katE//yebS//tmcA//trmL//mrcB//nirC//rplI//
GO_0006276_3	ilvA//dapF//glcF//yggX//dicB//csrA//pdeF//ynfH//
GO_0006281_6	nikR//ssuE//cbl//tdcD//gcvA//yphF//lldD//wzc//yfdS//rcnA//ydbD//metF//ogrK//ydjL//astB//mdtJ//ilvA//rlmM//yjjB//proC//mlaB//lolE//yfaU//dacB//phnN//kefB//hipB//hofQ//yjbB//cysQ//cusC//waaB//chiP//lgt//prs//fnr//nepI//ycfJ//yegT//mntP//luxS//atpA//chbA//blc//rtcR//cysE//aroK//sgcR//lysO//rlmJ//artP//aroK//mqsA//mglC//hofM//
GO_0006283_8	nadB//
GO_0006284_7	nagD//dpiA//stpA//basS//gatD//purR//
GO_0006285_6	cusA//hflX//feoC//essD//prpB//
GO_0006288_8	hybF//ygiB//
GO_0006289_7	ptrA//marR//
GO_0006298_7	ftsW//sgcC//opgG//hisI//tesB//hybA//ydeO//amiC//rhaB//pnuC//
GO_0006301_7	glyA//znuB//yqiG//kdpB//
GO_0006302_7	acrB//mntH//zupT//murC//ompL//allS//rfaG//iaaA//yceO//
GO_0006304_6	upp//comR//tig//flgI//rplJ//yejB//ynjD//zipA//lacZ//
GO_0006305_7	rhaA//znuB//proP//yahO//
GO_0006306_5	mltF//dxr//yhhZ//ybiX//
GO_0006307_8	nupX//yajD//cysU//rpsR//hdeB//
GO_0006308_6	guaB//dnaC//glpA//proB//tabA//bioC//murP//hybA//gltL//ispH//fdhF//ubiD//
GO_0006310_6	arcC//yrdA//ccmH//yccS//norV//rnb//ydhK//metI//ybaK//truB//rapA//trmL//gutQ//glxK//purD//aroG//recT//degP//rfbD//cdsA//mreC//yfiR//macB//yadV//phnM//ybdZ//yieE//glpB//thiE//ttdB//atpE//malI//pstS//fcl//fabR//mobA//hyaB//lapA//adhP//fucP//dnaQ//fepC//nirD//
GO_0006313_4	napB//tdh//cvrA//fbaA//manX//ydjH//hslJ//
GO_0006323_7	waaB//
GO_0006325_4	yhjB//
GO_0006351_6	ycdX//lasT//uup//nfi//livK//ribB//appC//mobA//ychH//xisE//yhdJ//casA//fadL//fepG//yddL//dacB//gatY//yieL//ydeI//purU//uhpB//osmF//dxs//mutS//prmA//yhgF//ftnB//rnr//yjjQ//ddlB//mdtM//radD//yajL//exuT//clcB//ycjW//dxs//rplQ//rluD//moaD//dgkA//pheM//tbpA//lgoD//ymgF//holA//lplT//lptA//yfaL//cydC//yoaA//crp//ynfK//hpf//sdhA//zapE//malE//yphC//yiaU//nrfB//opgB//ssuC//napB//kdpF//adhE//yeaG//lpxB//ilvB//ldrB//abgR//pal//tolC//frlR//dmsB//rpe//mrdA//yddG//tyrA//gcvH//thiD//yrdA//rpmF//yjbB//cysG//ycbB//yidE//eamA//yibT//yadK//araE//yidD//rpmH//dppC//treB//xisE//hpf//argC//hofN//frmR//dsdX//envZ//sspB//entF//ycjD//pgk//yegT//ykgF//cdd//rsuA//iscR//tdcE//agaV//mdh//gph//aceK//rpsN//ushA//arfA//dgoR//
GO_0006352_7	bioB//napF//ompG//narV//
GO_0006353_7	mutH//agaI//
GO_0006354_7	rhlB//agaB//yqeF//
GO_0006355_7	glnK//lpxH//cueO//hybG//mdtO//hybD//rlmH//pyrE//lysU//ulaA//gcvP//ycjW//fieF//ssuC//hdhA//paaB//ebgA//rhsD//yfeW//cdaR//ycjP//adiY//frwD//mdtO//trmJ//mdlA//osmY//cynT//ppk//rpmB//rhaR//ushA//citT//artJ//pdeF//thiP//torR//glrR//lpxL//nadD//yggE//lpxM//rpe//moaB//narW//appY//hslR//yedP//rlmL//fhlA//sutR//yehZ//alsB//hslJ//lpp//alsE//cadB//erfK//lpxM//aldA//intF//hyaB//pldB//maoP//trmH//ybaK//ynaE//rpsT//mglA//ldhA//plsC//alsE//wbbK//rfaQ//ychO//yraI//rlmM//ldcC//ralR//yqiJ//gntR//yheT//blc//pncB//waaP//glpA//mlaE//metR//cheB//fadK//kefG//fdhD//nuoL//trmO//atoB//mazG//ahr//fliZ//modA//mntS//ybgQ//phoU//fabR//mdtO//btuB//pheA//fruK//hofC//suhB//rtcR//proB//pdxH//yihW//mepH//hchA//pflC//gluQ//acnB//iraD//ymgF//lysS//surA//yieK//degQ//yadG//dgoD//yejA//trg//fliZ//blr//rpmC//plsC//argC//yjhH//glrR//cyaY//dinB//gcvH//viaA//cbrC//secG//nrdR//mug//mdtI//lpoB//flgC//pyrE//fetB//ybcJ//ansB//ubiJ//ybbN//oppA//malY//yahK//rmf//mdtL//yjbF//rpsQ//eco//fnr//rpsR//ygaH//ais//flhA//psuT//dgcE//nusA//bioH//yhdJ//nadK//yobF//folX//yjiA//nimR//ibpA//pepN//mlaB//setA//dnaG//yehY//basR//cmoB//pntA//yjbB//rbfA//tpiA//prc//spoT//envC//dcuC//tyrR//cdaR//dicB//rtcR//pgi//degP//cysA//ypdI//aspS//lpxT//nrdR//mltC//higA//yedA//sdhB//yjhP//rpiR//aceK//lspA//msrA//yehB//dsbA//mnmC//ydgA//hdfR//prpC//dacA//cpxA//lsrG//ilvD//sufS//mutT//folP//sppA//mdlA//metL//pepA//mngR//curA//rpmH//flgA//yfjR//trpB//yiaO//torY//rsmJ//adiA//pgsA//iraD//dusB//cpoB//ygeW//aaeA//ynfH//metE//sbcD//ydiR//pliG//higB//ppiC//rmf//allS//etp//ydaV//bglJ//envR//flgD//cfa//qseB//purF//
GO_0006357_8	mdtF//
GO_0006364_9	ppc//glpD//epd//uspB//hcaC//holE//yneE//pldB//rnc//ychF//rhmR//rihB//gor//gsiD//ydcM//appB//rpsE//pflC//hyfF//entB//evgA//yajQ//rseC//yoeE//gph//cusB//ftsX//sgcE//rsmJ//psuT//ahpC//murR//ychF//elaA//rpsK//opgB//sucC//trpGD//lsrD//yafS//ddlA//macB//nuoG//
GO_0006378_8	dapF//bssR//
GO_0006379_8	rluC//
GO_0006382_8	glpK//
GO_0006396_7	ygbI//lgoR//tpiA//pnuC//hipB//yafC//tldD//ppsA//phoB//yedP//yfcA//recO//mutY//bioD2//nupG//npr//hcp//galE//copA//yjhP//glcF//yfhH//nuoG//tdcF//phnP//tktB//purR//hisD//frvA//greA//nrfC//rodZ//pyrH//rph//fucP//codB//tolB//lpp//gadB//ycjU//guaA//cas1//ydcT//bamA//plsC//zraR//msrA//ybhJ//yibT//yeiL//pspD//glpA//gltB//ybiW//cysE//serS//kduI//yahI//puuA//pabB//ribD//mltD//recN//hcaR//pyrE//recA//gyrB//aas//ygjK//uhpB//ogrK//rsmD//mliC//ulaG//galF//ligA//ynhG//rzoD//gntR//rseC//puuE//napB//tsaC//napC//flgK//hxpA//dgcN//yafC//trmI//mukB//yeeL//mtr//nrfB//rbn//yihQ//wecE//alkA//rraB//kilR//sucB//tus//yagU//
GO_0006397_8	norV//rpmE//nrfG//
GO_0006399_8	dtpA//lpxB//flgG//dsbG//ascG//ytfT//ubiG//allS//yneJ//hybE//rbsD//oppC//recA//trmO//slmA//acnB//fruK//fecA//yaaY//arcB//prlF//rimK//leuO//cyaY//mltF//glnS//gstA//nrfF//flhD//udp//eamA//recQ//hslO//cnu//apaH//zupT//deoD//narH//kilR//rpmF//carB//narL//narU//glpD//yahF//lepB//fimD//pdeF//asnA//yphC//kdpB//argC//yjgX//ndh//truD//yjbG//livF//putA//pncB//mdlB//csiR//fhuD//mltB//nrfE//sucB//ygjK//atpF//bglJ//yqjA//glnL//tsaD//yjbG//thiQ//lpcA//yabI//yieF//mdtG//fruA//clcB//cyoB//yqiJ//narG//
GO_0006400_7	yggX//torZ//glnL//nagB//yjhP//phnG//appY//sixA//ribA//cysG//bluF//rfbD//nikB//ispB//ubiD//ybaT//trpB//nrdI//betB//cycA//rfaH//pliG//agaA//yhdZ//yehW//rffM//rrrD//nagD//rpsN//mhpT//rplC//ibsD//yggP//rlmF//yjaA//rplK//ascG//yehZ//pldB//lpxK//thrA//rplM//ybbN//csiR//glcC//fhuF//moaD//dapB//coaA//
GO_0006401_6	mdtJ//decR//ybhG//kbaY//yebC//yacG//rcsA//lysC//norV//murP//gspF//ycjU//rbbA//hupB//phr//mdtB//soxS//araF//mutH//mltD//rraA//ftsY//
GO_0006402_7	arnT//zraR//rpnC//fimC//dtpC//oppB//cheZ//trmD//aroL//panZ//fadI//
GO_0006412_6	tauA//yggP//thiI//sbp//ubiJ//artM//ybhI//cysE//hchA//mlaD//etp//pdeF//yphD//trg//gpr//malS//kilR//lnt//sgbU//hda//fixA//rlmJ//gspJ//gltX//fkpA//glsA1//yihV//ccmG//ompC//amiD//hcaD//sgrR//yihW//dtpD//ulaG//rimI//menF//yidH//dsbB//astB//rseC//dtpC//murJ//emrE//betT//rhmD//gntR//xylE//glpX//oppC//menB//
GO_0006413_4	epd//aroL//yidZ//
GO_0006414_6	panE//lyxK//paaD//phnK//yiaO//kdgR//mqsR//yaaA//sufB//
GO_0006415_7	rplS//serS//metQ//ldtE//rseC//cysE//yqgB//
GO_0006417_7	chbG//priC//srmB//rbfA//ynbD//rne//higB//entC//aroG//napB//hemH//moaC//yigL//gntT//fdhF//arnE//uspF//yodD//birA//glcC//yeiE//rnb//pepA//agaV//yidQ//arnA//paaF//rlmL//mtfA//nikB//rcnR//bsmA//yjhG//intZ//pepA//bioH//trmH//oppF//yedL//
GO_0006418_7	chiP//pdxH//atpG//ruvC//tolR//dinG//topA//yjjG//lacZ//dcyD//insI4//ubiE//ydaC//secE//ygbN//basR//yehX//yadG//ebgR//adhE//hxpA//fimI//folM//yqaB//malI//
GO_0006419_8	yadI//
GO_0006420_8	nadK//
GO_0006421_8	fliA//
GO_0006422_8	gadA//
GO_0006423_8	sufC//
GO_0006424_8	ubiD//ypdI//
GO_0006425_8	sthA//
GO_0006427_8	yafS//
GO_0006428_8	ydjL//
GO_0006429_8	yajR//
GO_0006430_8	mak//yjaA//
GO_0006431_8	appC//
GO_0006432_8	dsdC//rnd//
GO_0006433_8	feaR//
GO_0006434_8	pitB//
GO_0006435_8	bioB//
GO_0006436_8	cysU//
GO_0006437_8	srmB//
GO_0006438_8	fimD//
GO_0006446_8	glvC//gatZ//narI//ftsP//phnM//opgG//paaX//
GO_0006448_8	ycfS//msrC//fliL//blr//rpsL//
GO_0006450_4	der//mdtI//fklB//ftsX//fucK//truA//hcaE//ybhA//ghoT//rplC//
GO_0006451_7	rlmD//
GO_0006457_3	mltB//dapD//gcvT//rarA//frlC//ydcO//yqjI//artQ//ccmA//ompW//glsA1//yjiR//umuC//yfaU//sfmF//sbp//insI-2//fliD//ygjK//hyaC//ygiN//ybjG//rpmE//waaF//fdnG//envR//kdpC//yebK//rlmE//dusB//glcD//dsbC//speC//kefF//evgS//yhiM//hokE//zinT//ybeY//glvC//
GO_0006458_4	ccmC//yciE//atpC//ygjH//purC//waaG//tsaC//proA//
GO_0006464_6	argO//ftsP//rssB//cysA//nrdI//menI//ompG//fruB//puuA//nadB//hlyE//fecD//queE//glcA//manZ//hycB//glnK//lpxH//coaD//yibH//lipA//epmB//pncB//araG//sgcR//ydjJ//rimI//hemB//sufA//sfsB//tatB//valS//lasT//ydcZ//serS//prfC//pbpC//sucB//aroK//hxpB//ilvD//der//fpr//fepB//recJ//rtcR//hslR//yneL//pheM//chaC//lolC//lpd//treF//ugd//clpX//wzzB//rutF//rpsO//pitB//gudX//ygeX//hscB//tyrB//nadB//rplY//yqaB//wcaC//diaA//narV//ygaH//rffG//folX//rsfS//cspC//emrK//gppA//yfgI//fadE//bisC//fabI//kefC//deoD//btuF//sapB//rpsM//yghU//rlmC//yhhY//nemA//exoX//yceO//yfjR//sdhE//uidR//yggP//xylG//fucK//ygfA//panF//ligA//ilvE//yceO//ybdM//dcuR//uvrB//fucI//proX//trmO//ycbX//nuoL//hns//rfaD//yafS//aroE//ynaI//yfeR//ampE//deoR//ldrA//mltB//yqjH//upp//potB//zupT//rzpR//pyrC//exuT//cobS//nfo//lysC//lsrC//fucP//fixA//truB//gdhA//sfmF//crcB//adk//surA//hofO//dgcQ//ldtB//
GO_0006465_6	gstB//baeR//bluF//
GO_0006468_7	nrdE//ybcC//ycgR//galK//casB//sapA//hofP//galP//tdk//nrfE//rodZ//rplA//fepB//erfK//ccmH//nrdD//fepD//yhcF//holE//kdsC//pheA//ompG//ilvC//nanE//lptF//yfeW//mscS//ansA//cho//gatZ//mdaB//sufD//yahK//folX//yraR//pyrD//prlF//sodA//emrE//yjjU//lacI//rplP//gcvT//trpA//ilvE//yidC//hisS//yfdG//rpsQ//cysS//pdeL//rlmE//tdcA//
GO_0006470_7	ispF//ypdI//yheT//cynX//rcsA//ygiB//xseB//csgB//adeQ//insI-2//atpA//mzrA//cbl//gadA//eutB//miaA//
GO_0006473_8	ybcL//yhaV//cobS//cho//bisC//rlmN//yebS//mdtE//yigL//menH//rplW//sfmA//
GO_0006474_6	mnmA//cptB//gsiC//kefB//seqA//
GO_0006475_9	amiA//cytR//
GO_0006476_8	znuC//mreD//fimB//
GO_0006479_5	csgF//mltA//caiB//sdaA//psuG//dsbC//plsC//rsmC//
GO_0006480_6	uvrD//
GO_0006486_5	menI//
GO_0006490_5	sucC//
GO_0006497_7	mnmG//
GO_0006508_5	glsA//ytfR//msrC//murA//exuT//gyrB//rhaR//rpsR//arnF//yagJ//comR//marR//yciF//ynjD//yghB//tadA//pmbA//kdsA//cptB//xisE//dgcJ//phnJ//setC//mcbA//purC//hda//yidC//carB//ptrA//glpF//gabP//ilvH//bglX//sufA//pta//mntP//hslJ//mtr//bglH//dppB//clpX//yoaA//upp//ampG//maeA//atpG//rluB//rhmD//yahK//fucA//arnB//mglB//bioC//frdD//alsC//
GO_0006515_7	prfB//ogrK//rutA//eutN//
GO_0006517_6	mreB//pepT//glgX//atoC//
GO_0006518_5	aspA//yhhT//amiB//cnu//plsX//mipA//lpoA//yoeE//acrA//rrrD//rlmC//gadA//torC//torS//ygbM//fliK//yjiR//acpT//yddL//hybB//bcp//intZ//nanK//exbD//nepI//entE//cmtB//oppC//bolA//manZ//opgC//yccX//pgm//rpsE//pepA//frvB//mepS//metE//arsB//bioF//ycbU//kgtP//nfo//ydiB//ptsN//clcB//yccX//lgoD//rffH//recT//mngA//pphA//msrC//tabA//xylF//ubiF//tpx//acpH//ibpB//oppB//mdtM//pflA//lamB//preT//pflC//rluC//ynbD//lptA//yjhI//glsA1//grxD//yehX//csiR//xerC//rsmJ//pckA//basS//
GO_0006520_4	rpsN//betI//argE//paaH//tnaB//lptB//yhaM//ppc//ybeF//nanA//hiuH//argI//fumB//wcaJ//leuC//ygfZ//ansA//csgG//garR//accD//bamD//yjhP//rhaM//uacT//ilvD//pdeH//manX//galR//nikE//lpd//xseA//emrY//copA//putP//cstA//lgt//ghoT//glvC//fumB//yhjC//cecR//cpoB//kduD//glsA1//livK//ybgP//yhhT//poxB//glcF//rph//mnmE//ypdB//yedX//plaP//xthA//manX//lpoA//yidP//prpB//nimR//ybhA//nagK//waaQ//hisQ//nimT//ilvL//yjcO//xylE//argA//yejE//cspB//aroD//tolQ//rlpA//tatA//yccA//yabI//cysQ//cyaY//nagK//agaC//hybD//hprR//yjhP//glsA2//glrR//mdtM//mdtN//tyrB//fliL//galS//dsbC//nlpD//alpA//rihB//nlpE//galE//yeeJ//pyrE//narZ//macB//yjaZ//dnaX//yebC//ldrB//ibsC//yghO//yahF//trpS//arsR//zapC//yeaD//brnQ//udp//glpK//ampG//yagU//araA//allS//lapA//wrbA//murD//higB//rhsD//ulaD//hemD//cspC//moaA//hemF//btuE//glcB//agaC//tsgA//yphF//maa//pgaB//gsiC//rhtB//frdC//betB//nadB//torA//menH//yefM//cdgI//sseA//nirC//aas//rnb//tdcA//trmL//bglF//grcA//nfo//mdtB//nuoL//pdeF//gstA//yraN//glvC//pdxH//rmuC//yjhB//selB//rpsQ//tus//treB//deoC//ybiJ//arcC//ascG//yehW//priB//puuE//adiA//sthA//ghxQ//livH//zapA//nuoM//yqiG//sthA//fdx//dnaT//mcbR//pheS//cvrA//cueR//moaD//mdtL//ilvM//hrpA//rpmJ//ydcZ//mutT//glpB//nemA//dapA//glnP//kdpC//grpE//insB-2//
GO_0006521_6	patA//tsaD//hcaF//
GO_0006522_7	mnaT//csgA//ribD//rplE//frc//yedF//yfcV//
GO_0006523_8	nrfG//ybbN//lptG//glpK//
GO_0006524_8	mipA//acpH//mdtF//
GO_0006525_7	uxuB//alkB//wza//fryC//tdcE//yfaX//ecpR//yfbR//yoaA//yebK//dgcT//hemL//yedF//yjaZ//wzb//idnK//xapB//kefF//fliG//gntK//ychO//
GO_0006526_8	metQ//ribA//yoaB//pck//yaaA//ycfS//trkG//galM//sodB//nadK//yicJ//rlmL//macB//
GO_0006527_8	artQ//rmuC//yiiE//rbsB//bioC//prpR//argS//eptC//envC//
GO_0006528_6	codB//fliD//sufB//ydiZ//
GO_0006529_7	yahK//yjgX//
GO_0006530_7	queG//phoR//
GO_0006531_7	hokE//hflD//serB//glpK//feaB//yjjU//ligB//moaE//
GO_0006532_8	ugd//hslJ//
