#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mutL//appY//ybcL//katE//
GO_0006139_4	matP//ribD//flgC//macA//secY//acpP//proV//puuD//glnE//yphB//pheT//putA//lpxT//gltP//casA//mltB//rstB//thrC//argA//murR//dmsC//rbbA//cnu//yeaV//dicC//gcvA//psuG//torI//cpdB//ytfR//afuB//clpS//lsrD//dtpA//lsrA//rluF//pnuC//entH//secM//ygbN//fecD//ykgO//pabC//lpxL//tcdA//sbp//rpmG//yieL//rplD//yhdW//uvrC//purU//rng//ykfI//tolR//dedD//macB//argI//fumA//paaH//msrB//lpxP//lon//ldcC//torY//yciF//yccS//yedF//yeeO//setA//bcp//cspC//yejF//idnD//rbfA//pbpG//cspG//lptC//paaA//phoR//prc//add//ptsG//glnE//yebZ//ilvN//sapC//intQ//dtd//arnF//lit//fadL//bioD//tsaC//tyrS//yjhH//yehZ//glpX//umuD//carA//araA//asnC//alpA//metF//hrsA//ssuA//ykfI//clsC//adiA//slyA//priB//panC//solA//yihU//btuD//mazF//fliT//yciH//ybcL//ldtC//mlaE//waaF//smpB//yiiE//rnc//yfdG//ynbD//rhaM//dgoT//malQ//sfsA//tauA//truC//rimO//paaG//fruK//yihL//yqjH//yqaB//yjjX//paaC//gadA//rpnD//aroL//sohB//glnP//ygjH//edd//tusB//uvrA//trpB//araE//yfaX//dhaL//pppA//rsmJ//yjiM//yieK//envY//afuB//ftsI//gluQ//secG//ebgR//yneJ//apt//bioH//ybhI//arsB//entB//waaG//rne//yciA//yjiA//asr//ybhA//paaG//yjcO//ychF//xisE//ynfF//bioB//abgT//tabA//rlmM//yaiP//pyrC//mutM//sxy//cedA//cpdB//ampH//fhuD//ygbM//scpB//rpsB//yehZ//aer//holB//ybfA//yfdG//yciH//mioC//cheZ//yfaU//yahI//ghoS//yhaV//yceD//pphB//yeaV//sodA//nrdE//cysA//rhaS//hisC//ascB//thiM//cvrA//nrdE//dhaR//npr//xylR//rihB//pflC//agaC//iscU//recX//cpdA//yhjV//ycjD//gltK//yciA//dsdA//hemH//nikE//essD//nikA//ynbB//idnO//cysQ//glcB//ldtA//ubiC//ompC//msbA//znuC//barA//metB//yhjG//hyfF//yeiL//eno//leuE//sgbU//napC//citT//yieF//ghoT//murD//hypT//ydfK//cra//selA//tdcC//lpxP//yoeE//cutC//ulaD//waaP//tdh//sdhA//cydD//gudX//yneJ//yfeD//fadK//decR//yaaY//orn//pgk//eutR//yfiF//yahF//gshA//caiB//cmtB//mfd//gldA//hflX//metK//queF//ybiY//ygaH//rluE//ybhD//glyS//eco//proC//rplR//rplB//yadM//puuA//aes//pspA//manZ//ompT//yjjU//narU//rclR//lgt//amiC//plsB//lipB//cdh//sodC//yqeG//aspA//yjjI//ybjN//rpiR//dmlR//rimO//rfbD//priB//yehX//relB//abgR//yfcU//corA//yegD//yahK//yebS//ptrA//ftsA//ompR//ecpR//yadV//nudB//elaD//cbpM//csgG//speF//fur//cstA//ghoS//ycbB//yddA//intA//fhlA//rluC//yadV//mdoG//fadH//ybgI//rutF//solA//hypE//gatC//coaE//dkgB//corA//mipA//rcsC//yciV//mdtJ//yjbB//aspA//ftsY//dgt//dcp//coaA//cho//dnaQ//yfjR//ymfK//mreB//elfD//lipA//fliD//livK//mtlD//glrR//lipB//appB//hupB//gatC//srlD//wcaB//maa//thrA//yihS//yeiL//rraA//ilvM//flgB//accB//cydB//feoB//narG//ybaE//hofM//nrfE//gadC//hipA//pabB//rclB//mlc//ydcM//proC//nuoN//gltS//nikC//mglB//livH//ybiV//hisP//yfcQ//rsmH//hisB//fabH//ftsP//dctR//iaaA//gpt//clsB//aroB//hyfA//nanS//decR//rhmR//yfcR//rph//rnd//ybiH//mscL//ppiC//paoC//ynfF//purF//msrP//ygaV//ycbU//speD//pnp//rplN//ykfI//panB//wcaC//uvrC//ldtB//tyrR//recG//ycaN//artI//ydfD//ttdB//elfC//purD//tbpA//ilvN//cydA//msrP//oxyR//yhjG//yihL//glsB//yegT//atoS//yfdK//wecA//hxpA//artM//gabT//guaA//nanT//hldE//gsiC//uxuR//glyA//yjjU//frlB//putP//yqaB//ydeE//galT//yggX//yfeO//yahK//hisB//rsmA//hofN//satP//araA//thrS//mdtG//ccmA//alaC//rssB//nrdA//yedX//hemA//slyA//rseP//dppF//mntS//ydcZ//cpsG//yjjQ//fimI//malP//bglA//diaA//cpdA//ybaO//yibF//rplX//scpC//srlR//acrF//atpH//holE//glrR//ftsK//dinJ//dgoR//yhjV//gatD//rplF//sgcB//mcbA//sanA//mlaF//nirB//waaB//rsmF//cutC//mtr//uspE//prpB//yrbG//higB//folD//sucA//yjbF//mnmG//sufE//fliM//galF//deoR//lpxB//mfd//yraR//hupA//ghoS//bioA//alaC//yjhH//rpsA//yaaJ//fabH//dut//dmsC//leuO//moaA//potD//moeB//aslB//phnG//entH//cutC//aceA//yedP//lysS//alr//rbsC//hypE//surA//murC//yeaK//frvR//yaaY//pta//rzpD//yihW//zitB//pstA//gcd//ssuC//glk//asnS//waaS//yphC//pyrC//nupX//frdB//cspC//betB//fabH//kdpD//sseA//tktB//chaC//sucD//iclR//yjhI//hemL//bioC//phoU//tdcC//ybiY//deoD//yicJ//
GO_0006140_6	dinI//moeB//
GO_0006144_6	moeA//tsf//glvC//yagJ//yiiM//argD//fadE//ftp//uidC//pabC//
GO_0006145_7	yfeR//mraZ//rspB//hofN//
GO_0006146_8	efp//tcyP//
GO_0006148_9	ftsI//
GO_0006149_9	mlaB//
GO_0006150_9	potC//
GO_0006152_7	cysD//apt//zitB//yhhZ//leuB//fhuD//
GO_0006154_6	elaB//
GO_0006161_9	yrdA//
GO_0006163_6	yhjA//trpB//yiaB//yfbS//pfkB//iraD//yceO//cobS//galK//hybD//xthA//dtpA//chaA//xseB//acnB//yciK//malI//poxB//cpxP//fixA//mdh//opgB//mepH//tusA//cirA//ecpR//truD//ldcA//flgI//recT//ycdX//acrZ//ccmA//gatD//uhpA//phnK//hybE//mntS//gyrB//citG//ycfL//epmA//hybF//rnhB//mdtE//yggX//proW//hyaB//acrR//sapD//aspS//ycjY//hupB//phnH//
GO_0006164_7	baeS//agaR//rcsA//fruK//fabI//napC//cdd//cvrA//prpD//dicB//aaeR//crcB//focA//elaA//ydiQ//glcE//glrK//proB//yegV//metB//perR//pspG//ssuC//ygeA//clcA//yagE//alaC//ispU//mrcB//waaP//macB//yihO//ilvL//nrdD//hxpA//murE//murE//exuT//rssB//rstB//
GO_0006165_7	pgpC//shiA//paaC//fepD//yfiE//thiE//narK//rplL//ssuA//yadC//gadB//ade//rbsK//ychF//cysS//hslV//dgcN//nanK//amyA//
GO_0006166_6	paaF//mhpT//
GO_0006167_6	mdaB//
GO_0006168_7	xapB//yggW//
GO_0006171_9	mlaF//
GO_0006172_9	pinE//
GO_0006177_9	msrP//msrC//cynS//
GO_0006178_7	ulaF//
GO_0006183_9	yddG//
GO_0006188_9	lgoR//nmpC//ykgO//pheT//
GO_0006189_10	bacA//accA//
GO_0006195_7	hisB//ttdA//
GO_0006203_8	pckA//bioD1//
GO_0006206_6	hemF//betT//alpA//arnA//tag//pstC//abgA//lrp//tar//qorA//puuD//yeaV//yecS//rnc//trpL//argS//glgX//yjaA//lsrK//thiM//xanP//ygiB//pstA//valS//hscB//yodD//
GO_0006207_8	yaiW//setC//fryC//apt//recR//
GO_0006208_7	rnt//cbl//dld//lapA//mntR//fucP//erpA//mgsA//ftsQ//alsA//tyrS//ubiI//ompN//
GO_0006209_6	mutM//
GO_0006210_8	yebQ//
GO_0006212_6	ybhF//pyrB//livK//ydeM//sodC//hchA//yciT//rbbA//sgcE//gudX//gyrA//
GO_0006213_6	wzzB//speC//lsrR//mobA//dsdX//flhD//uspC//ftsY//ccmD//ridA//aceF//dkgB//metN//hemG//gldA//entD//
GO_0006216_9	rhtB//
GO_0006217_9	ycjD//
GO_0006218_9	gapA//
GO_0006220_6	manZ//malI//yqaB//sufC//dgoK//ompG//afuB//yjbF//yeeL//gmhB//dmsB//panZ//gph//glcA//yjiM//csgF//frlA//cobC//ftnB//rrrD//
GO_0006221_7	paaC//ampD//lsrR//sdaC//yacG//ppx//dacB//yjjX//osmC//pflB//hyfF//fdoG//yedA//
GO_0006222_9	thiD//
GO_0006225_9	rppH//
GO_0006226_9	fre//dacD//
GO_0006227_9	moeB//
GO_0006231_9	lyxK//
GO_0006233_9	yfdG//
GO_0006235_9	hldE//
GO_0006241_9	xthA//
GO_0006244_7	truA//purF//otsB//gspF//uvrY//pabC//rrrD//
GO_0006259_5	rnlA//waaA//wzc//eutA//rlmL//adk//dps//csrA//malG//ghrB//gsiD//thrB//gatY//uspG//dsbC//yjbB//cysA//rutA//rnhB//bcr//ssuC//fadL//tehA//nmpC//ytfR//recD//rsmE//rluD//purC//appB//hemG//ppiC//rpsJ//qorA//malZ//ptsI//rlmD//pdeF//fdrA//ilvI//hofN//sgcX//ppsA//fabZ//folA//trmJ//fliK//yehY//thiM//pdxA//slyD//fepA//fpr//yfcR//ypdF//abpB//rlmN//dtpA//ydiO//fhuD//abpB//ftsX//cynT//sufC//yfeD//ssuA//ssuB//sbcC//aroK//dld//nmpC//nrdI//folP//npr//hyfR//amyA//recR//tamA//clpX//napF//ydcR//prfA//abgA//yiiE//thiH//yjiY//seqA//iraD//spoT//pyrE//abpA//murF//guaD//oppC//tdcC//dppD//cbpM//frmB//yjhH//cyoA//adiA//yiaT//ppk//truA//yegS//mfd//atpG//rlmJ//dtpA//ppsR//yggW//hyfR//ybcJ//asnC//opgG//xthA//yihW//rluE//gltK//waaP//panB//zapA//metG//malK//elbB//galE//betI//nmpC//higB//ybjL//hycH//atoC//yjiX//kefF//pepA//yjjV//yfbR//yciK//lacI//ftnA//yahF//cueO//holA//uvrD//insK//hemL//rcsC//yobA//
GO_0006260_6	seqA//yneL//ymgC//mntS//ghxQ//afuC//ydiO//metQ//yidP//glsA2//csdE//prmB//deaD//pyrC//ibsB//ycjY//yghU//pitA//kilR//dcuD//sodA//
GO_0006261_7	bcsQ//holA//nupG//ygfA//rmuC//yehD//sthA//ybjD//amtB//nhaR//ynfK//maoP//
GO_0006265_6	paaF//yibF//seqA//mlaC//rpsK//
GO_0006266_6	arnE//nuoG//fepD//
GO_0006267_5	moaD//
GO_0006268_9	higB//tamA//ybeQ//
GO_0006269_6	ybcL//
GO_0006270_6	fliD//ompL//ompG//proA//ivbL//mraY//
GO_0006271_7	ldtC//aes//tolQ//
GO_0006274_6	fepD//
GO_0006275_7	mcbA//yejA//dinB//aldB//yjfP//yehY//gor//torY//speE//
GO_0006276_3	gpt//psd//cecR//ppc//bglF//ilvL//ribF//aroH//
GO_0006281_6	alaA//lpd//mfd//cspD//rcnR//mglC//tdcG//torI//rtcB//hicA//recD//phr//yihL//arnT//clsA//cusA//rsmA//rsmH//yqeG//exbB//elfA//rpsJ//helD//ftnB//murQ//dmsB//glpR//patA//kduI//nsrR//ascF//satP//nrfB//betT//insB-4//srlE//ivbL//betA//ycdX//sgbE//rhmD//clpB//lpp//gapA//malK//evgS//fbp//rlmB//trpD//yheT//rph//rbfA//aroG//ynfF//efeO//
GO_0006283_8	gcvT//
GO_0006284_7	rsmI//yhjG//paaF//metL//preT//csiR//
GO_0006285_6	kefB//hscB//orn//rpsR//ybjG//
GO_0006288_8	yohC//mhpD//
GO_0006289_7	argK//xisR//
GO_0006298_7	tsaB//napD//ybaM//ygiW//kdpA//nfuA//bioD//ftsY//cmk//adiC//
GO_0006301_7	uidA//rbsC//dam//gluQ//
GO_0006302_7	yheT//zapD//fliD//nrdD//corA//yhjC//yigL//deoD//tpx//
GO_0006304_6	acrA//iscS//yjiY//holB//yegV//rsmJ//queE//yehZ//sucB//
GO_0006305_7	hxpA//sseA//dcuB//ybhD//
GO_0006306_5	cysP//ydaV//intS//ibsB//
GO_0006307_8	yeaV//opgB//metR//infC//pmbA//
GO_0006308_6	mutT//pyrC//phnO//hsdR//rdgC//dgoA//wcaJ//cmk//flgB//tdh//sgbU//ybbW//
GO_0006310_6	crr//ydjL//dgcM//yqhD//yjjW//xapR//artM//cusF//dsbG//pgsA//arfB//yidR//cyoA//fimG//dnaT//purB//entD//fucA//lpcA//intZ//citT//aaeA//mdlA//erpA//thrB//rclC//hprS//gadA//panF//ydhC//cirA//lpxM//kdpF//trmI//nagA//ydfK//fliA//rpsR//tar//tauC//mobA//cspA//aqpZ//
GO_0006313_4	tag//purN//torR//glnD//ftsL//hslV//yfaE//
GO_0006323_7	cobS//
GO_0006325_4	sad//
GO_0006351_6	xylA//lpcA//smrA//fes//yraK//fabI//mgrB//hemA//ssuA//tolB//thiE//nanT//htrE//cusC//yfdS//ytfT//paaE//trg//modC//nupG//thrA//hemN//agaR//ycbX//yfdC//ugd//ftsP//yaiV//yagI//pgaB//narZ//paaC//murF//rcdA//pinQ//yccS//rpsR//nuoM//nanA//sdhA//cusS//hokE//pspC//yafN//opgD//yjbF//dsbA//ygaH//ygjK//mqsA//fhuC//nanK//waaP//proC//yggF//araH//hflD//flhA//ybgP//hcaT//fryA//tdcD//yjiY//cspE//yfeR//ibpB//epmA//argB//tyrB//mntP//zitB//cheB//thrA//sgcC//ldtA//alkB//cvpA//hsdR//nlpE//phnN//flgH//yhfK//ybgP//fhuB//ydcT//ydhJ//acrR//phoE//rpiA//panE//agp//flhE//ybjL//glcA//bolA//yfbS//rbsD//fryA//mlaB//lipB//speC//afuB//mqsR//yihT//yiiD//pcm//lptB//hyaD//ygjH//mlaD//pyrD//thiG//tehB//ttdB//cpoB//ybjN//tsf//ftsY//agaR//
GO_0006352_7	fabI//yhjX//yojI//gadE//
GO_0006353_7	yidQ//yfeR//
GO_0006354_7	rfaH//uidC//sdaC//
GO_0006355_7	uxuA//tufA//cspA//ligB//galF//rsmI//serC//thrC//ubiI//pyrE//yegS//nadE//glcA//ybiA//mrcA//tehB//clcA//rdgB//oppB//caiF//trpD//cspG//iap//ybdG//yqeG//ybhA//hsrA//aceA//cpxA//patD//yobF//dinD//rhaS//hdfR//rfaB//agaA//gadB//iaaA//lptC//ilvI//tatE//metC//panC//hscA//helD//rlmN//ydcM//frsA//hslJ//yfcS//arfA//dsdX//ydiO//bglX//dosP//symE//lysS//murD//yfdR//xapA//ushA//dppC//bcsA//yiiM//rfaE//yqiJ//ydiZ//hldE//lsrB//ymjB//tomB//dhaL//rplJ//rseP//ispU//radA//mtlA//fliM//narQ//curA//sgcE//glpR//yjcE//yihW//frlB//rcdA//lit//sfmD//wrbA//thiC//srkA//oppC//fbaA//aphA//moaD//rffH//flgC//nuoI//ubiD//trmJ//lacI//gntU//ubiX//mscL//yehU//yggX//bioF//artI//patD//ycdX//iraD//srlD//eutN//ydeE//yhdW//uof//ibsA//ushA//mglA//pitB//hypD//pdeD//adeD//leuA//ldcA//yiaM//nusG//sufB//entS//purR//uxuB//acrE//ackA//rpsM//gntR//yhdJ//rfaD//mdoG//bioD//ybcL//pdhR//dgcM//glnP//glnB//dcd//melB//nrdA//puuB//dapD//ftsE//tsgA//yhjB//trg//fadA//yeaD//lipB//groL//mraZ//xthA//glyA//fabD//xylG//fdnI//rssA//groS//cynS//fdnI//hemA//mdtG//yafS//appB//dgoK//gudD//hdeD//arsR//gdhA//ychF//hofC//pepQ//yfiE//rluF//rutF//ftsY//ompC//lysC//potD//pcm//cpdB//putA//kefF//sanA//yfcU//mscK//helD//rplL//thiD//potE//pabC//eutK//rpmF//rihA//yhbQ//hemA//ansA//pgaD//yhjB//ulaD//baeS//csgF//acrA//prpR//torA//rlpA//ffh//rsmF//ackA//entS//pspF//amiA//yehP//tdcE//frmA//wzzB//sohB//yddA//hypA//srlR//rpmF//ldhA//setC//rnr//betA//hyaB//pyrH//tdcF//fabG//mngA//rplB//efp//bioP//rhaM//hybA//nupC//intZ//yobA//xthA//yciE//dhaL//bglH//pgsA//tdk//fepE//bioP//chbF//rhaT//ynaE//ymgF//cecR//hyaC//ygbI//ggt//
GO_0006357_8	yecS//
GO_0006364_9	ycjP//flhC//metF//acrF//pflC//yjjQ//citE//menD//flhC//yafN//glnP//murR//rhaB//narH//rhmR//lsrA//tsaE//bglJ//gntU//cpoB//entF//azoR//fimH//phnM//ppk//gldA//mdtI//selU//wecA//kefB//intZ//nrfG//adhE//flhA//sodA//gatY//yadG//baeS//lplT//adhE//frc//btuC//garR//
GO_0006378_8	waaF//hxpA//
GO_0006379_8	hybF//
GO_0006382_8	aphA//
GO_0006396_7	ssuD//yfbR//rluA//phnO//tdcA//arcB//csgF//spy//atpE//ybdM//yegD//modB//fepG//yebK//pdeF//katE//dapB//lpxL//yfcA//rlmI//hisA//fixC//ortT//fucP//fimD//mngA//ybaE//hiuH//modB//nrdD//rbfA//sixA//fecB//fbp//ompL//mdtA//cbeA//adiY//fepC//uxaB//proS//hscB//wecC//yqeG//cynS//dapB//rpnC//kdsC//yqhC//rffM//ompA//nirD//alkB//eutA//ybaL//yidQ//lipA//priA//oppB//fabA//priA//zntR//ycjY//yfiF//dgcJ//gntR//mdh//livM//kdsB//bluF//rcsF//hha//dgt//dedD//ydiR//fetA//ybiY//hypD//hslU//yhhZ//dnaK//phoB//yeeL//mutM//yhfK//leuD//fic//acnB//glvC//ybaO//hemA//ymdB//pinQ//allR//yjbE//mtlA//cedA//nusG//proC//nupX//csgE//gadW//
GO_0006397_8	fbaA//hybD//rfaD//
GO_0006399_8	ykgF//yrbG//recF//ynaE//hisM//yebQ//selB//acrD//dgcJ//pgpA//tufA//rfaQ//ygcW//yiiE//yhgF//fklB//fau//rhlB//treA//panF//maoP//uxuB//dgoT//ydhK//menB//tsx//yjhI//rbsK//katG//ldtB//frlC//plsC//eutD//xerD//ymjB//bioH//sucD//kdpD//sufD//leuB//thrL//cydC//treF//nuoB//agp//ribA//mrdA//yagF//ycjW//accD//ansA//gatC//pepQ//ybhD//holE//intA//yfaX//ycaO//ispU//ftnB//etk//fklB//rhaD//ybiY//rnb//hybB//yidQ//intA//hrsA//yhjC//hdeA//pdeR//rhaM//tdcD//yidE//guaC//bioH//ybcC//hycB//ghoT//ssb//yhiM//
GO_0006400_7	proB//proA//proV//acrR//ydiQ//rpsN//rhsD//yqaA//eptC//glnS//ogt//preA//secM//yagU//uspG//moaA//polA//yihU//gatD//gadX//yejE//ompN//malQ//ygiB//hofC//prmA//bioD//gmd//rlmE//alpA//ydiV//cysM//gnd//tqsA//crl//cbl//tamB//cirA//groL//ttcA//purB//tap//serC//narL//mlaC//sgcR//cusC//xseA//trpS//
GO_0006401_6	tatD//dnaJ//insB-4//yebG//elaA//dcyD//wzzE//mlaF//rodZ//glnH//proW//htpG//gatA//yciE//yeaD//trg//ybhI//lgoD//ydcM//mak//yfgO//mtlR//
GO_0006402_7	rplC//yrfG//ftsN//yfbU//recD//aroG//treB//yafE//fliS//treR//rplR//
GO_0006412_6	seqA//folP//aspC//zraR//hyi//pyrL//mglC//cydB//yqiJ//glpX//yagU//opgB//yhjB//rapA//tag//tisB//gntU//abgA//yiiE//fixA//fliD//ygeW//yajO//alaC//pgaB//glnB//mngR//gpsA//etp//cynT//ubiH//groS//fliS//yeaG//iraP//yobF//narG//yphD//moeB//nagC//ulaF//dicB//hemA//paaX//ygfI//surE//fes//ybeY//yafE//yjhP//otsA//
GO_0006413_4	rdgB//kgtP//bioH//
GO_0006414_6	murG//tqsA//ilvL//yedF//putA//fepB//tdh//ybdO//mltD//
GO_0006415_7	relB//ebgA//yraI//galK//relB//roxA//mntR//
GO_0006417_7	apaH//ihfB//tolB//trkA//rtcR//cutA//thiI//glgS//yjiR//zntR//serB//yfcU//livH//pheT//flgF//dmlA//yiaB//rnt//ytfP//proC//yjiM//nusG//caiE//yihU//csiD//phnC//exbB//yggT//tolC//yohC//nrdG//ldcA//ghrB//rbbA//lpoB//spoT//ilvM//rhaT//cobB//
GO_0006418_7	selA//matP//dsbA//patD//abgT//putP//xisR//yidK//pmbA//gltB//argD//glpX//folA//cmtA//ybdM//hsrA//yjjQ//add//pfkA//pyrL//rlmN//exuT//amiC//mdlA//ybdM//
GO_0006419_8	ttdB//
GO_0006420_8	kbaY//
GO_0006421_8	valS//
GO_0006422_8	nadD//
GO_0006423_8	cra//
GO_0006424_8	nupC//araB//
GO_0006425_8	proX//
GO_0006427_8	serS//
GO_0006428_8	pdeR//
GO_0006429_8	wzb//
GO_0006430_8	phnC//chbG//
GO_0006431_8	zwf//
GO_0006432_8	nikD//recQ//
GO_0006433_8	mlaE//
GO_0006434_8	puuB//
GO_0006435_8	sfsB//
GO_0006436_8	glxR//
GO_0006437_8	mrr//
GO_0006438_8	fdnG//
GO_0006446_8	wbbK//ycfL//ftsK//rmf//yeaV//rutE//lacY//
GO_0006448_8	glsA2//flgI//metG//xanQ//ygeR//
GO_0006450_4	sapA//yjhC//wzzB//yhaV//glnP//dgcM//lptB//nrdE//yjfF//sodB//
GO_0006451_7	crp//
GO_0006457_3	sapF//ssb//wzzE//ycfH//rssB//hybD//mlaF//potH//yhaV//malP//ydfH//yihR//evgA//dtpB//baeS//mltB//phnC//gdhA//rcsC//ycaO//gsiA//ybiW//oxc//ynbB//hupB//yjiQ//rplN//rfaD//mreD//btuC//hisP//marA//tas//glcD//bamC//helD//yieE//modB//intF//narI//
GO_0006458_4	sdhB//msrQ//pflC//trmD//sapF//paaH//araF//yafE//
GO_0006464_6	uvrD//ydhC//manA//pflA//caiT//ilvH//glpA//flgA//dppA//asd//cysZ//metB//fadL//pyrD//yahD//ispB//yiaJ//znuB//lplT//mrp//kefB//hisP//rihC//yafN//atpA//dhaK//greB//pheT//tyrS//lapA//gmk//modB//rpsM//amiA//nmpC//hofQ//amiB//yegV//puuB//yqiJ//ribA//nanS//narV//ycbX//cyoC//garR//yhjC//cynT//menB//xdhB//fdoI//yagU//yajO//gph//atpE//pal//ybdM//ompW//dbpA//ydcM//rhlE//melB//qorA//aes//ortT//trkG//cspC//cydA//leuB//focA//cadB//dnaE//glsA2//fadM//sodC//livK//yhcN//helD//nadA//oppF//wecC//ariR//sgrT//ttdT//rplM//citT//mngB//curA//ynfL//mtlD//ygaH//ypdI//dicC//alsE//lldD//ihfA//topB//yggF//allD//menI//csgF//mdtG//gatY//speG//treA//cysH//miaA//rnpA//fryB//sucD//leuE//yfdR//cmoM//yhbX//rpiR//mmuM//ubiX//prfC//cheW//grpE//carB//yccX//clsB//dsdX//rcdA//frlA//ykgM//lptF//recN//manX//sdhC//lipA//yiaN//trmO//yajQ//rpmC//nmpC//lolD//allB//mukB//glyA//yqiG//
GO_0006465_6	gstB//cheY//ybhI//
GO_0006468_7	kdpB//yfdS//pphB//atoC//lgt//potH//ddlB//hofC//trkH//yfdG//helD//ansA//ansB//ghoT//yggW//lacY//prmC//ydiZ//ascF//cbeA//glcE//ypjD//intF//glmM//emrD//paaD//yqiI//sapF//zapC//fepB//narW//ilvL//ptrA//yadG//mtlR//ychF//elfG//yehA//mhpA//glgX//yhbS//bioD//clpX//dnaT//cyoE//lsrB//trkH//lasT//uacT//waaZ//agaI//zupT//caiD//
GO_0006470_7	ydiQ//nupG//ycbB//dicA//astB//nrdD//dinI//rpsO//nlpD//garP//dapD//nudB//pphA//rpoS//uhpC//osmC//
GO_0006473_8	msrA//selU//wrbA//galE//nrfB//ybiT//yddA//tus//cynS//asmA//pspF//ihfB//
GO_0006474_6	hflD//ompA//hns//rlmE//uidA//
GO_0006475_9	menA//yaaA//
GO_0006476_8	napD//folX//menH//
GO_0006479_5	uxaA//glsA//sfmD//otsB//yjaZ//ybiO//cof//ydjH//
GO_0006480_6	ilvN//
GO_0006486_5	yiaF//
GO_0006490_5	nrdF//
GO_0006497_7	tus//
GO_0006508_5	yjhI//insI4//acpS//pdeR//yidL//ssb//bglA//yecS//abgA//dmsC//yjhG//fdoI//decR//sdhC//mgsA//phoQ//ybcC//dnaB//gpmM//feaR//djlC//ftsL//fecD//plsX//folD//cheB//qseC//rpsP//gmd//glk//crfC//polA//narJ//fliM//tdcB//tsaB//mdtO//lsrA//rseC//mhpD//yciF//purU//ypdI//yfjR//fliL//citG//rpmC//pphA//ymgF//cysI//yfdC//recB//cusC//ampH//fetB//
GO_0006515_7	rfe//sxy//cynS//pdxB//
GO_0006517_6	livF//torZ//yeeL//ykgF//
GO_0006518_5	entC//yeaE//mazG//trmI//yagF//tsr//ybjI//ibsE//alkA//cynX//hns//degP//insA-1//kdsD//gpp//bamE//recO//lsrK//tatD//nfo//deoA//pheT//nrfB//cmtA//betI//pspF//yjcE//ldrB//holB//cbrA//rfbX//secA//pgrR//galR//pdeH//coaD//gadW//uhpB//dpiB//ymfA//fdnG//cbpM//htpX//yphC//yidZ//phoE//paaB//rsmD//rpmG//insA-2//lysU//yedF//ydjM//yaiV//yraK//mdtF//lgoD//kdsA//malZ//ygeR//dpiB//kefF//ilvN//yagU//yjaA//recF//rpmC//ycdX//chbR//mdtD//gutM//aroF//tdcA//narJ//tauD//mreC//proQ//
GO_0006520_4	nagC//wzc//ybcL//yagI//yjbH//hypC//csdE//mlaF//msrQ//skp//melB//ftsI//dppD//cysG//cpdB//yeaD//dapB//pspF//fliM//yieF//murR//phnI//lapB//asnB//hpf//phr//csgD//ygaZ//fimI//phnM//sdaB//secE//mepM//pyrF//mhpA//feoC//ygjK//alsA//mntP//cspA//atpG//glgA//mngA//galF//thiL//ydjM//yajL//rutF//cysB//thiP//frwD//narZ//endA//gppA//narQ//rbsD//luxS//rof//phnP//mdtI//erfK//blc//mnmE//ybfE//serC//yihS//yphC//rpmC//fic//hcaB//groS//yfcS//yggF//cydD//aroB//pdxY//rpmE//ibsE//fumC//ptsI//nrdI//xapA//entS//asnB//focA//ybaK//hflC//ydbK//iscR//rbsK//uxaC//ybcJ//moeA//trmO//atpB//mak//rclC//appC//nagB//emrD//cpxR//yneJ//fhuD//cysQ//uxaC//rlpA//aldB//ynaE//hinT//suhB//yrdA//dusB//bluR//trmL//dld//yidD//dinG//tdcB//basR//yeaV//trmO//nirB//slyD//yiiE//dsbC//actP//mntH//yfaL//rcnB//mrdA//aroA//uvrB//yahN//rcsC//ykfM//lacI//tomB//ygcO//yebQ//puuP//rcsB//kdsD//bipA//pgaB//yqaE//rimL//prfA//ilvA//fruK//fnr//uvrC//speB//ybhD//arnF//nanT//yajR//pdeK//sthA//ygeW//ftsZ//ihfB//satP//insH-6//holE//mgrB//fdnI//lysU//gadB//ade//dhaL//melA//dgcM//aceF//tilS//rppH//uhpC//garL//nrfF//gcvA//mdtI//hybC//nagB//yajR//treF//plsC//rutF//livK//gatB//xanP//cysG//casA//trmA//dinG//yeeY//ssuE//ypdC//fkpA//lgoD//aspS//pepN//ybdZ//fimF//
GO_0006521_6	tgt//metG//pflC//
GO_0006522_7	tufB//dpiA//gsiA//pheS//mraZ//mgtA//curA//
GO_0006523_8	clpX//truB//yfiF//udk//
GO_0006524_8	crr//surA//ycjR//
GO_0006525_7	dnaE//secY//dusB//rdgC//bglX//yqgF//yiaM//potA//hisH//fecB//hisH//tcyP//yahK//cyoD//hybG//prfA//nupC//tehA//higB//dut//lamB//
GO_0006526_8	ilvB//potH//nupX//purA//yhaO//recG//gmd//tolQ//ydjJ//kdsC//agaR//ycgV//tdcC//
GO_0006527_8	mlaC//yadN//nuoG//nirD//bcsQ//fixA//tcdA//rplX//yagG//
GO_0006528_6	xdhB//yfiE//talB//psd//
GO_0006529_7	argR//cspC//
GO_0006530_7	luxS//yeeL//
GO_0006531_7	rplN//rsmH//aspC//fis//tolQ//livJ//yadM//pheS//
GO_0006532_8	dgcT//dgcT//
