#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	helD//dcd//cheW//gltP//
GO_0006139_4	hflD//fdnI//hybC//ftsZ//frwB//sbmC//glgC//htrE//rpsN//dnaB//folA//tynA//cysS//arfB//rbsR//yicJ//ycjD//ymdB//yqhD//tcdA//prkB//cdgI//ptsP//aroG//tdcG//dacB//paaB//thiC//pdeL//tmcA//pagP//paaJ//ycbU//rpsQ//gatY//sufC//bglF//rpsR//glsA//atpA//yhgF//serS//ytfT//rnt//yphB//rplD//uspF//mgtL//dapD//yegT//secE//fadH//sdhD//bcr//dusC//hrpA//clsB//aroG//nrfG//yadN//cmtB//sdhE//ybcM//araB//ftsW//greA//mlaC//pepB//gpr//patZ//rfaB//rpsL//glyA//rhmD//yddA//setB//dgcM//sgbH//hycI//mioC//emrE//ydbD//hemC//greB//betA//dnaN//gstB//trpA//ompA//nac//ybcM//hyaA//fryA//fimB//gltK//purR//relA//dmsA//yqjH//kefG//cbtA//arsB//yhjC//gntU//tyrR//phnL//yjjW//ydcP//ynbC//mazG//yqeF//xapR//yegD//lsrB//lolD//frmA//rluA//rhaA//sdhA//glcD//ppiD//metK//tolC//gpmA//glnA//opgC//dicA//rhaS//ansB//pinE//hycB//phnP//asnA//rsmC//yihW//cra//fimD//yceK//narW//yiaN//kefB//efeO//rluE//yojI//lptG//rapZ//era//yfdS//hofC//borD//yidZ//mppA//yciE//ftsW//comR//rpoH//baeS//zapD//torS//yiaM//elyC//gpsA//yhbX//mtfA//ushA//rstB//nuoB//dcuC//ybhR//dgoD//rtcR//fucK//lpxP//ydeI//yehU//higB//ppsR//pdxK//rfbX//garD//fnr//mgtL//higB//exoX//trg//lspA//hemC//sfmD//oxc//hxpB//rlmC//rluC//pdeK//napB//uvrC//pta//aroK//fdhE//ftsH//gppA//ydjM//envZ//gloC//agp//sspA//metK//rpsB//fepC//tatB//livG//srmB//glpG//pgi//hybA//ttcA//trpS//ubiH//yiaN//opgH//rho//fimA//hemH//ychO//sbmC//phnP//lptE//add//cysB//argP//appC//clsC//rlmJ//ydcS//mrcB//rpmA//sucB//eutN//asmA//proB//moaB//recF//dsbC//cysI//rsmB//aceA//fryB//ycaO//yghO//ppc//lsrD//ydjK//hxpB//yphD//elfG//acpS//lpxM//sgcE//focA//rffM//lasT//nikC//srlB//rplS//fimF//rhaD//dhaR//rsuA//selU//nfsB//hisB//asnS//dcuD//cysP//prlC//rpiB//wcaJ//exbD//ydiZ//ybiX//rbsA//mlaC//yeiE//yfdC//murA//casA//vsr//dgoA//uvrB//frwC//yfdR//waaU//ygcR//malG//hofC//orn//bamD//modB//rsmB//ribC//dgcQ//mliC//clpX//zwf//lysR//uhpB//relE//artJ//yejF//rutF//fadI//gpp//sbp//yhcF//yghW//csrA//asmA//btuR//eutA//chbG//dmsC//insI-2//ldtE//opgB//rsuA//atpC//ybaM//mrcB//yjiQ//ribE//ydbD//fimC//ispU//speC//secB//hybB//ibsB//ybiO//pntA//nrdI//yieK//hcaT//pflB//htrE//nagB//cusB//adhE//hemN//torC//tilS//relB//asd//fbaA//bcsQ//garL//holB//hycH//recJ//hypC//nsrR//focB//carA//tsx//gntK//rluB//hscA//nadC//fumA//umpG//malF//mdtM//frdB//patA//putA//mog//yafC//ilvI//lysP//adhP//rbsK//rfaD//murI//ypdB//caiB//yqiJ//cpxR//ydjJ//yphC//appY//fecB//hdeB//ygaV//ybdR//yneJ//fadJ//secF//gpr//nanC//hypC//elfG//hisG//rbsD//nrdI//elaA//cysM//evgS//fabZ//napD//purB//gloA//dapD//ybbY//tag//mgrB//ansA//ilvD//btuF//uhpB//shiA//flgK//nupC//nusA//rbsA//smrA//fruA//glrK//tauD//hemL//rpoS//hycA//aroP//cysP//yfgJ//yehX//recA//ascG//metF//mdoG//abgB//rhaS//lldR//kbp//rlmB//yhcD//bipA//rplC//glpD//yihQ//ebgR//rfaB//mrr//ybhG//ynfH//yjbH//rclR//flgI//matP//cynS//ygeX//nagB//kdpD//ibaG//moaE//entB//yoeE//crp//sufS//ydjK//gutM//ltaE//ushA//ghoT//yjiM//dxr//ygeX//rlmF//agaV//qseC//phnJ//rimL//mrdA//idnK//deoR//mzrA//polA//yjtD//msrB//ydiB//hybF//uidR//menH//trmD//dsbA//metQ//idnT//yaaJ//eutB//trmA//secE//glmM//paaD//glmU//glnH//cyaY//yiaL//accA//rhtB//rutF//gltD//fsr//yhbQ//rpsT//dppF//bdm//radD//zapE//pldB//rsmD//ytfE//rhlB//rstB//pbpC//mcbA//essD//oppA//argR//bcp//tsf//cyoE//phoA//ratA//cirA//rpsP//yqgF//pykF//hypC//lpxH//uhpC//mprA//ygiV//pgl//rsmJ//udp//arsB//scpB//kdpA//wecE//hpf//birA//glpA//cmtB//yigB//xapR//yfcR//sdhC//etk//pncB//ilvH//cysA//ompG//cbrA//patD//sbmC//cspI//blr//deoB//murD//rluF//ycjR//yagE//ynjD//pheT//potI//yggF//hybF//ompN//purD//exoX//acs//ydeO//ldcC//pdxB//yhiM//yijE//ilvD//rsfS//ttdA//yjhC//hemC//cusB//rseP//yhdZ//ynaI//yeiG//acrE//thiQ//cysB//ortT//phoQ//dpiB//dnaJ//cpxP//coaA//intF//nrdE//lit//dcuC//deoB//edd//aroL//yfeR//argP//cusR//fucA//
GO_0006140_6	modC//ygfZ//
GO_0006144_6	yrfG//guaC//amiB//ynhG//yjbE//mutL//apt//yciA//gapA//phnM//
GO_0006145_7	fabH//yfcS//coaA//xapR//
GO_0006146_8	hcaE//artJ//
GO_0006148_9	wzb//
GO_0006149_9	yjjQ//
GO_0006150_9	menB//
GO_0006152_7	flgF//murD//frmA//gstB//yqaB//yjaZ//
GO_0006154_6	cmoM//
GO_0006161_9	rcdA//
GO_0006163_6	waaZ//yraR//sgcC//idi//greA//lptE//eamB//ybhG//ydcM//fdoI//rph//pflA//nhaB//yddA//sfsB//rlmI//yciK//aqpZ//dauA//thrL//bluF//ydhK//exoX//allD//chaA//ydiR//dinI//rcsC//dgoA//yjbG//pflA//torS//arnF//lysU//pphB//glgA//cyoE//rfaB//ribD//yhbO//nuoL//folX//mscS//deoC//yieK//gltX//lhr//cedA//lapA//ssuB//lsrR//pykF//mliC//lysP//
GO_0006164_7	rapZ//casE//yjjI//tsgA//yqeF//mntR//betA//opgC//ihfA//hns//dkgA//ydeO//rutF//yebK//grxD//fabZ//dinJ//ybdN//nrfF//yibH//trpA//zraS//nagB//ybhA//rlmJ//gabP//nsrR//narI//ariR//cpxA//yfdS//hflK//cutA//udp//hokB//idnO//wbbK//trmL//ggt//btuR//
GO_0006165_7	hybA//soxR//hprS//bamD//menC//ascF//gadB//rpsP//rsmH//ugd//cof//gltK//yqeA//fepC//yeiE//tufA//yggP//yhjX//yphF//
GO_0006166_6	oppC//fabB//
GO_0006167_6	ldtA//
GO_0006168_7	hslJ//chbB//
GO_0006171_9	yebQ//
GO_0006172_9	hiuH//
GO_0006177_9	tnaB//ydeO//sufD//
GO_0006178_7	fepE//
GO_0006183_9	rpoA//
GO_0006188_9	nirB//sthA//rluE//casD//
GO_0006189_10	pdeK//yjhI//
GO_0006195_7	hprR//rfaB//
GO_0006203_8	araE//ndh//
GO_0006206_6	ade//endA//mhpA//msbA//casA//ugpB//maoP//argD//gntP//ascF//ydjJ//fliD//mliC//yjbE//gph//ygeX//rpoD//rlmG//casE//metI//pyrL//fis//aaeA//panB//minD//arcA//
GO_0006207_8	acrZ//trkG//hdeB//panZ//rpsR//
GO_0006208_7	fes//ung//ispF//dinI//csgF//waaY//citC//galP//arfA//dppD//rep//tilS//yejE//
GO_0006209_6	deoB//
GO_0006210_8	yihW//
GO_0006212_6	yihT//ybjG//sufD//msrB//yccA//sgrT//tcyN//yceD//ybiH//tdh//carA//
GO_0006213_6	glgB//alr//nadD//tesB//erfK//nadK//thrC//rpiA//gmk//envR//cobC//yddG//torR//comR//insA-1//rpsH//
GO_0006216_9	frlR//
GO_0006217_9	ribC//
GO_0006218_9	clsC//
GO_0006220_6	hypB//acpH//def//pepD//aroB//cyaY//agaD//yeeJ//kduD//ydfK//yehW//waaJ//gudX//msbA//btuB//trmD//osmF//sufA//yneJ//yciG//
GO_0006221_7	fsr//ftsP//ypjD//yheT//yiaF//yfeO//argF//ihfB//dtd//leuD//rpnD//ulaD//infB//
GO_0006222_9	recR//
GO_0006225_9	galR//
GO_0006226_9	glcD//srlR//
GO_0006227_9	dadA//
GO_0006231_9	dnaG//
GO_0006233_9	hypE//
GO_0006235_9	rplE//
GO_0006241_9	rhaT//
GO_0006244_7	metE//arcA//avtA//dgcJ//entE//rbsD//nsrR//
GO_0006259_5	rclB//lpxL//moeA//eno//accD//ydjJ//htrE//pgsA//kdsB//melB//yajO//cdgI//frmA//wcaB//uup//moaA//dtpA//yeaE//paaZ//rapZ//acrF//mntH//rhtB//modB//yohD//phoA//aer//recR//wzb//rpsE//lldR//lacI//purN//yraK//ldrB//ffh//nlpI//ykgM//gnd//mtlA//pstB//yecS//ybhS//lpcA//iscA//gshA//yqjA//hrsA//xylE//alkA//ydaC//lgoD//cfa//clpP//tsf//folM//ybiX//ilvD//grxD//gcvH//menB//ppiA//atoB//creB//wecA//helD//lgoR//baeR//xylE//umuD//nrdE//purL//ttcA//chpB//bamE//frmR//cutA//iscU//galE//malQ//ybiW//osmE//recE//ycbU//bhsA//yphC//mcrA//lsrR//alsE//fliD//cysW//nmpC//lpxK//aroE//ydfH//ftsZ//yojI//rhmR//cnu//bglJ//eptB//aer//rep//rpsR//helD//holD//dbpA//mgtA//sfsA//pstB//tusE//xapB//yedL//hypD//fetB//ssuD//ygaZ//dtd//birA//arnD//rpnA//otsA//chbC//bglH//hyi//lolC//agp//yehZ//rpmF//macA//ivbL//rplL//lon//trpGD//nrdG//glpA//folM//rbfA//fepB//ccmG//nlpA//topB//rcsD//yojI//yhjB//argS//bioF//mntS//
GO_0006260_6	hypT//proB//dadA//glnD//hemB//cnu//sufC//rpmF//yphB//mutM//allD//yggE//tdcD//tolB//ydhK//yhcH//rbsC//rraA//dfp//ccmH//rcsA//
GO_0006261_7	yphF//fic//ruvB//cobB//yegS//elaD//rarD//dcuS//chbG//ygeX//frdA//aes//
GO_0006265_6	glcC//yfbU//frdB//hcaC//xylG//
GO_0006266_6	ghoT//nusA//znuA//
GO_0006267_5	rsgA//
GO_0006268_9	setC//yneL//nupX//
GO_0006269_6	mnmA//
GO_0006270_6	agaW//acrE//ravA//livJ//mhpB//rcsA//
GO_0006271_7	glxR//smpB//kdpF//
GO_0006274_6	yeeA//
GO_0006275_7	lptC//rcnB//thiG//ygaZ//pspF//hofQ//ompG//glcF//mipA//
GO_0006276_3	viaA//torY//rbsK//ptsH//ygaZ//yoaB//rclC//nanC//
GO_0006281_6	yihL//tdcC//ldtA//treA//upp//htpX//hypC//gudP//purR//yceD//crr//aroB//adeD//ybdO//ccmG//amyA//orn//ydjJ//ettA//yfcF//sspA//eamA//xerC//tar//ybaM//eptC//basR//leuD//waaP//bioP//arsC//yjaZ//yadC//rdgC//ymjB//luxS//sfsA//lamB//ygiV//rodZ//lipB//tsaB//ftsX//trkG//phoB//ybgQ//artP//mltC//wbbK//glgS//hipB//tusC//yfcP//btuE//codA//
GO_0006283_8	gshB//
GO_0006284_7	yibA//wecB//aas//ycjU//ybiS//thiL//
GO_0006285_6	opgD//bdcA//dsdX//galK//murI//
GO_0006288_8	agaR//cbpM//
GO_0006289_7	corA//fepB//
GO_0006298_7	nudG//epd//osmE//pdxY//argD//phnK//ilvM//paaZ//yfdO//opgE//
GO_0006301_7	csrA//dinB//ogt//rrrD//
GO_0006302_7	mdtK//ackA//ybiT//ynjD//prmC//fruB//mtr//sad//fkpA//
GO_0006304_6	alaE//hisH//xylA//yjiQ//shiA//yciA//pheT//murD//lldR//
GO_0006305_7	glnB//grpE//yqiG//csgA//
GO_0006306_5	gudD//secG//rhlE//hcaF//
GO_0006307_8	dgt//dcyD//ascF//cysE//yfdO//
GO_0006308_6	dinB//yqiH//sapA//vsr//yidC//waaA//acpP//arnA//ybhG//rffG//fdnG//zitB//
GO_0006310_6	ompG//ulaG//prpD//fliT//nusA//yfhH//gmhB//minE//prpR//cpxP//ldtC//ampD//yhjV//cdh//prpD//sbcD//nlpD//cof//mglC//pabA//tatB//cirA//coaE//tonB//yraN//pykF//yafQ//fic//kdsC//glsA2//mioC//rraB//yhcD//recE//allB//yfdG//xseB//fadB//atpB//ydeM//cmoA//dppF//ugpC//
GO_0006313_4	dgcJ//pheA//ybaM//mlaF//recJ//manY//fucA//
GO_0006323_7	rraB//
GO_0006325_4	rpnA//
GO_0006351_6	hofP//tusA//mnmA//yciT//nei//ansB//ldtD//fabZ//ugpC//def//ycjR//yfeO//ybcF//caiE//mdtO//rhtC//eptC//rrrD//phoP//hfq//radD//surA//glgX//lpxM//insH-5//agaW//ansA//uhpB//ybiX//ilvE//wcaB//rdgB//sgcB//yqeA//tauB//gabT//hypF//paaC//pal//xylB//yraN//cirA//nemA//corA//fabA//mtr//fliM//folP//ssuA//gutM//bdcR//serA//waaC//iscU//carB//pckA//grcA//cspI//chbB//ybeY//ydiV//yhdH//flgC//recO//cvpA//gcd//rfe//rplJ//trmO//adk//ypdC//dedD//rbsK//tdcR//gltS//yidZ//mdoD//xdhB//tdcR//recN//aslB//yafQ//ygcW//malG//maa//rimL//pinR//rhsD//dtpB//zapD//uhpB//yebS//topB//icd//arsR//asnA//yahI//yjcO//kch//ybdH//yagF//yhfS//dppD//hipA//ilvD//aroK//melR//cusR//cheY//arfB//thiP//gutM//rpsQ//mcrA//mhpR//yqeF//nanE//yjjQ//rpsO//
GO_0006352_7	lgoD//hypD//lrp//rpsO//
GO_0006353_7	lsrA//nudB//
GO_0006354_7	pepB//djlC//rlmJ//
GO_0006355_7	queC//yjiA//dpiA//yhiM//aidB//chbB//yhbY//yjjV//lpxC//acpS//rsfS//tauB//tolC//hypC//flgK//greB//yhbO//ygjR//hemC//srlB//ubiE//ydcO//narI//selU//yafN//rfaG//dtpA//astC//dapF//emrK//yiaN//exoX//rraB//tsf//rihB//kefF//miaB//adiY//mreB//fecB//yadN//nuoH//atpB//yeeL//hupB//trpE//garL//nrdB//rplE//fadD//artI//pagP//dsbA//elaB//clpX//ribE//glnD//obgE//betI//gor//rhtB//kbaZ//lsrR//ubiB//ghxP//wcaB//viaA//uidC//alsB//rplF//znuA//holA//bluF//entF//kup//fumC//nmpC//envZ//caiB//yhbQ//cho//yagJ//bamC//rutD//pgrR//xdhB//tsf//yqgF//dnaB//ddlB//csgF//aroF//sapD//iraD//dctR//rsmF//cysU//ubiE//miaB//zipA//deaD//pspA//fdhF//maeA//sgcE//adhE//uvrY//pdxY//glnA//cadC//srlR//gutQ//yceD//eno//dbpA//htpG//cspI//rpmB//hcaT//sapC//clpB//rpiR//minE//katE//pdxY//wzc//lptD//pgpA//fabB//rusA//yieL//rbn//prs//aldB//yebC//csdE//gadE//etk//yojI//mqsA//lolA//hcaB//fliS//yobA//fruK//atpH//hybF//ytfT//ftsA//mraZ//yiaL//osmE//relE//rluC//rpmH//sbp//agaV//ygdG//hisB//ybdO//comR//uvrY//dcuB//bioF//pyrC//hscA//pcnB//hinT//ccmE//fucP//yaaJ//cnu//kdsC//ascF//fmt//gor//rpsD//yihQ//tpiA//ytfQ//ptsN//bamE//nrdA//kch//flhA//insA-1//manA//glmU//tdcE//mntS//ydbD//frlR//potA//decR//insI-2//paaH//ascB//speB//mrcA//citC//eno//metI//modB//nsrR//sad//tdcR//nanT//ldrD//yfhH//cynT//cysW//thiM//sseA//hofO//cysA//uidA//crp//ndh//coaE//manY//guaA//yihX//greB//secY//csrA//rspB//mltB//ghoS//galF//rplO//sgcX//hycH//gltI//mdtG//tdcF//asnA//yiiE//yabI//ybaQ//hxpB//rplS//adiA//hisI//melA//yggW//ybjX//lgoR//cadC//ynbB//cof//argI//codA//pheP//cspE//ydhK//puuC//yhaJ//hcaD//arsB//yiiD//hisS//
GO_0006357_8	hemL//
GO_0006364_9	lsrK//hslU//epmB//alaS//entE//yedP//yihU//yjhB//fdnG//dnaN//preT//yhdX//yqhC//rof//btuR//rutF//ftsI//gspJ//radD//tolC//sgcR//moeB//glgC//trpL//lolC//betT//trpGD//yfdG//pitA//nrdA//gshA//potI//nac//yfbV//yieK//fhuC//proA//opgE//amiC//sfmD//selD//cysZ//ompW//
GO_0006378_8	iscA//rhaB//
GO_0006379_8	intF//
GO_0006382_8	rlmG//
GO_0006396_7	msrB//cbpM//nsrR//dcuB//mdoD//sucA//frlC//epd//fliL//nrfE//yfdC//ygeV//rfaC//fliA//arnE//higB//tdk//uxaC//ynbD//thiC//hyfA//ribA//yhfK//yedP//obgE//rhtA//grxD//mdtK//napA//sohB//hcaR//hldE//secB//mgtL//azoR//fadM//nemR//wecA//ribE//mnmC//yhgH//galR//birA//cadA//fadE//rlmF//satP//yeiL//yfaE//ccmD//sdiA//valS//ybiO//aroH//skp//uspE//ftsX//ybhP//ilvM//pdxY//yigL//hcaB//deoB//mgrB//zntR//upp//glgC//setC//pdxA//dmlA//yhbO//rutF//tsaB//hypD//ispB//ybbW//hscB//narI//murB//gltP//ybcC//gadW//mdtK//yjjB//rpsD//fabZ//frdD//yjbF//nuoG//helD//mtlD//aroL//folE//ydaV//rnhA//dgcQ//yhgH//yegT//ispG//yjbG//torC//rfaQ//
GO_0006397_8	ldtA//hybA//borD//
GO_0006399_8	dacA//hiuH//glpD//pyrH//ydfD//lapA//lptD//yjiQ//sfmF//moaE//tnaA//nikD//pdxK//cmtB//fruB//pnuC//fimA//yfaX//bamD//ftsP//plsC//ycjU//glgS//nadA//purT//rfaD//lacZ//curA//ispU//yjeI//phoE//ppiC//iraD//hemG//gntP//mhpT//yajR//sixA//nimR//mukB//rhaS//yggP//ivbL//nrdI//chbF//miaB//rcnA//ubiH//yijO//hyaC//mntR//atpE//dedD//rplS//garP//ycdX//yaaU//norV//rcsF//eutN//sucD//pphA//ftnA//nfuA//glrK//mlaD//leuA//seqA//rpnB//mrcA//hemN//tamA//acpH//zntA//nusG//srlD//flgF//glnH//gpmA//ugpE//ppk//rpoH//
GO_0006400_7	oppD//murG//waaU//fieF//fadI//mepA//valS//cysB//insH-6//ttdR//araB//hha//ynbD//hicB//dps//ampH//ygfZ//dinD//cptB//hda//glvC//yjhI//slyA//rpmB//rpnD//fliM//allR//secA//yieE//wza//ynaI//ydcO//viaA//ycbB//dmlR//ugd//csgD//yhjG//hupB//nuoF//ulaG//mqsA//glpA//ydeP//epd//rhaR//msrC//elfA//menB//
GO_0006401_6	trkA//lsrB//rfaH//feoC//ypjD//speB//ppc//yqiH//yeeO//cutC//gcvA//gatC//glrK//dosP//rimK//ssuA//feoB//dsbA//cobT//dcd//asnB//bluR//
GO_0006402_7	tusA//lsrB//yjaZ//zur//yfdS//ybfA//rdgC//viaA//yjhC//lgoR//lasT//
GO_0006412_6	glrK//casC//lit//ybaE//nrdB//mraY//miaB//tyrB//purN//pdeR//rpmF//ravA//rlmJ//ugpE//rhaD//avtA//potI//ompR//artQ//mukB//mppA//mltB//srkA//rzpD//ilvC//arnA//frsA//alr//ribB//alaE//hslR//kbaZ//ybfA//yihO//serS//pflC//sapD//treB//yqiI//rclR//dgoT//btuC//hybD//thiD//intF//rpsJ//fryA//citT//zinT//yqjI//mdtD//
GO_0006413_4	rplL//potB//uidC//
GO_0006414_6	rpsJ//cysU//gltD//dgoK//gatZ//rsmF//fkpB//narV//yhbS//
GO_0006415_7	ycbB//yfiC//uvrA//ssb//thiC//ccmH//glpR//
GO_0006417_7	yijE//yjjB//flgJ//epmC//rcsC//rplK//cas3//zapD//gcvT//yfhM//gloB//tdcF//rlmM//gshB//ttdT//mhpR//yihU//cmtB//yfbS//ycaO//dnaB//tufA//lysU//crr//vsr//ftsZ//rlmG//priA//decR//yehD//phoB//mepA//rseB//aas//trmL//opgH//sufE//yfcG//rfaE//
GO_0006418_7	ribD//mdtB//zwf//norW//ibsB//soxR//prpB//rutR//pabA//hemA//glnD//caiE//hypD//ulaG//cedA//alr//narX//btuR//coaE//araE//asnB//lpxB//purR//xseA//bioH//
GO_0006419_8	rhoL//
GO_0006420_8	creC//
GO_0006421_8	amiB//
GO_0006422_8	opgE//
GO_0006423_8	yjbF//
GO_0006424_8	yphC//asnS//
GO_0006425_8	ygeW//
GO_0006427_8	yqiG//
GO_0006428_8	yfdC//
GO_0006429_8	chaA//
GO_0006430_8	sgrT//norR//
GO_0006431_8	gpsA//
GO_0006432_8	ibsC//tyrA//
GO_0006433_8	ynbC//
GO_0006434_8	alaC//
GO_0006435_8	fimI//
GO_0006436_8	alsC//
GO_0006437_8	yfjR//
GO_0006438_8	nrdD//
GO_0006446_8	puuC//livG//fadJ//rhtB//fliK//fau//nirC//
GO_0006448_8	waaQ//gsiD//uvrY//fdx//relA//
GO_0006450_4	moeA//fliD//qorA//mgrB//asnS//iscU//nupC//mcbA//gppA//ddpA//
GO_0006451_7	cbpM//
GO_0006457_3	prfB//mfd//alaE//cbeA//alsE//bluR//nrfA//srlD//yiaJ//pinR//yjeI//proB//eptA//mtgA//csgF//ccmF//gcvP//idnD//cbpM//ralR//sfmD//mrdA//flgI//glgP//tusE//sbcD//waaF//amiC//mreC//rhmD//ushA//yohD//fepC//hofC//murA//ortT//ymjB//fadR//yhiM//yedA//
GO_0006458_4	gsiB//cutA//gluQ//yjjU//ydcM//fecC//cbtA//casC//
GO_0006464_6	yjiR//recA//ydeI//ybjD//alsC//pppA//rodZ//livF//ruvA//gyrB//dinI//yqhD//pheA//poxB//yhfS//citC//ogt//rfbX//abgA//pspD//entD//ybhR//yagF//recF//agaD//nrdH//gltD//yjjU//ompC//upp//obgE//lpxK//lsrC//gadE//ldtD//soxR//holC//acrF//pheM//yfbR//ftsK//pgaD//wcaB//ydbK//caiD//yfcF//prfB//malS//phnH//yidQ//valS//acs//potI//rapZ//glnK//yfcS//araC//nuoN//nagA//dinD//recF//degQ//srkA//mfd//ybiO//narG//rimP//cnu//ynfL//polB//nepI//hsrA//gntT//intZ//ybeQ//ldtE//pfkB//glgA//asnS//ybhJ//cspI//puuD//tmcA//nhaR//yedX//dapB//yhjV//tus//yfiF//glxR//recC//torI//hypD//lpxT//chpB//dsbG//citC//prlF//zntR//ibsA//yidE//htpG//acrD//yjcS//insI3//slyA//bepA//luxS//moaB//mhpD//rimI//acpT//otsB//mnmE//casC//gntK//rluD//yfdS//mutT//ynhG//pheS//thrL//ydiF//yfdS//hisD//murC//sbp//ptsP//acpT//nagD//ubiC//ydjJ//pphB//tamA//era//fdhE//nikB//glnH//yeeL//dctR//moaC//rcnB//
GO_0006465_6	mglA//cobC//cpdA//
GO_0006468_7	thiM//tauB//mtr//frmR//ldrA//trmO//ftsH//hisF//glxK//casC//melB//deoC//ydbD//dnaX//ycdX//prlC//yejA//cheA//ydiV//cfa//dinB//yiaB//ydgA//fdoG//araF//mglB//fieF//pitA//pyrD//speA//npr//corA//insI-1//hldE//rplT//cmoA//ybjX//nrfC//glxR//thiI//waaQ//caiE//nfi//yiiM//bglB//rseC//ybjX//asr//rsmF//ftsL//der//truC//aspA//
GO_0006470_7	dacD//ilvD//yeaK//ybdR//ilvE//hrpA//cueO//cpxR//ubiH//rutD//alsB//groL//slmA//nrdD//ilvL//mntH//
GO_0006473_8	zntA//tsaD//cpdB//yqiI//yhcD//ybiJ//fetA//ebgR//nadD//oppA//lptB//yfcV//
GO_0006474_6	idnK//zapE//ygfZ//dsdA//dedD//
GO_0006475_9	queA//hemD//
GO_0006476_8	hdhA//sohB//arnA//
GO_0006479_5	narP//nudF//cytR//gspI//clpS//rluC//glyS//frvR//
GO_0006480_6	umpH//
GO_0006486_5	mngA//
GO_0006490_5	glpX//
GO_0006497_7	icd//
GO_0006508_5	tufA//fucO//entD//yiaM//hyaC//ubiX//suhB//rplD//epmC//lolC//lpd//rpmC//rutG//phnP//yehA//lrp//gudP//ybiW//ygjH//crr//yhbX//kdpE//waaZ//yciV//gabD//cecR//yqjI//rlmD//feoA//nlpD//ppiC//yhhY//ftsK//yidA//aceK//thiQ//entB//mdtN//recA//rluF//narU//narV//ybeQ//rplD//yfcQ//yjbF//yjiY//gpt//proP//avtA//ackA//yidE//amiD//araD//lysP//
GO_0006515_7	dgcJ//ivy//yjbG//potB//
GO_0006517_6	ygiW//ycfH//yobA//dicC//
GO_0006518_5	ung//galS//yahK//glgA//artJ//ybjC//hofC//hcaF//nrdR//mdaB//ybgI//guaB//hipA//aidB//ulaC//udk//cadA//mreC//agaW//dinB//dtpC//tcyJ//zur//caiD//puuA//hfq//rzoR//srlB//fepD//lpxL//ribC//hpf//tyrA//ybhG//adiA//lpxT//narJ//ybiV//uspC//yiaT//yphF//ytfQ//plsX//eutA//nikD//gor//recT//cof//puuC//intZ//yeeO//dcd//lspA//tcyP//btuR//ypdF//glsB//selB//leuA//coaA//ybiJ//rhaS//mdtQ//cusA//fixB//tdcD//mlc//gatA//rhlB//htpX//lapB//ulaD//zipA//proX//pitB//pstA//trkH//
GO_0006520_4	yneE//dcyD//fdnH//dcyD//moaD//pdeH//fumB//kgtP//trmI//hflK//gltP//lsrG//yjbE//napA//azoR//argS//gspJ//trpL//mcrB//ybiI//ybjX//csgD//fhuB//yahN//fepE//hcaB//fixB//narW//frlA//uhpA//queD//cobB//yahF//uup//mhpB//ygiB//efp//purR//yajR//hcaF//gldA//astB//lsrC//ynjA//macB//hofM//eutA//eutD//bacA//aceK//phnN//znuB//ycjY//fecB//glnB//murD//moaC//dgt//pspA//tilS//dinQ//yjiA//clpA//mnmC//cobS//znuC//erpA//tufB//mraZ//otsA//secY//osmY//parC//torI//pitA//ibsB//eptC//etk//flgB//gabP//proB//yahN//pckA//ispH//ynfE//gcvP//ydhC//hemC//ssb//mocA//trmL//frr//clpB//yqaB//ilvE//sufS//ttcA//waaB//lon//acrB//tolR//insA-2//ybgI//tamA//yhbX//nikA//radD//galT//rlmA//rimO//alsB//nusA//metQ//yjjU//yraI//trg//glcE//allR//dnaA//frlR//uidA//hyaB//folX//dpiB//mltA//manA//zupT//adhE//rplI//mreB//hypD//uvrC//yajL//rplJ//hrpA//ycjQ//rsmA//yiaB//rcsD//ais//yehD//tas//zapE//yraI//xapA//ibsE//bsmA//aes//nadD//ycjW//ygiS//yghW//rsgA//emrK//mngR//yfiF//psuG//yjiY//gspE//priA//creB//znuB//pdxH//entS//rclC//yfiC//cof//gltX//torS//proQ//ftsK//cusF//trmJ//rsmB//dhaR//rclR//yicJ//sapF//mobA//hflD//ackA//polB//ariR//yhbS//ccmD//deoC//holA//ftsI//dacB//cutC//rhtB//rng//thrA//proQ//ghoS//moeB//fdnG//rmf//ampG//hdfR//gutM//modA//
GO_0006521_6	ybgP//glnA//astC//
GO_0006522_7	lysR//ompW//tehA//rzoR//ggt//dnaJ//hcaC//
GO_0006523_8	lolB//sodB//uxuR//ybaK//
GO_0006524_8	ubiF//yjiM//ompW//
GO_0006525_7	hybO//codA//preT//hrsA//pnp//trpD//ydfD//glgA//ymgA//secG//ecpR//rplI//cspC//cusS//ygfI//trpGD//cpdA//ybbW//aphA//wzb//pck//
GO_0006526_8	sfmA//ppiD//hsdR//rplB//hisP//dgoA//miaA//flhD//folM//ansA//yeeA//hemE//ydjJ//
GO_0006527_8	tolB//srlE//yhhZ//pyrG//nudG//artP//gadA//ffh//cas1//
GO_0006528_6	queG//fabB//dtpA//mtlR//
GO_0006529_7	mraZ//emrY//
GO_0006530_7	djlC//gcvH//
GO_0006531_7	cyaY//mtr//livH//truC//nac//fdhD//ygcO//pflC//
