#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rraB//ybeY//ynfH//ybhS//
GO_0006139_4	narX//yfcS//ung//fimD//lepB//hycA//yddA//mraZ//nmpC//yjaZ//ompA//rutD//ybiJ//ghrB//purB//alsE//nanT//yabI//amiB//lptC//chbA//folX//nirC//wza//hypA//waaA//tar//recX//yejA//ycjY//lsrK//glrR//nudG//aroP//ypdF//hisG//pgm//appY//bcp//ppiC//kdgK//fre//casC//clcA//mgsA//udp//fryB//plaP//ftsI//rlmC//hcaR//csgG//rhaR//ytfR//argR//dicB//ygfZ//tomB//proS//paaE//ydeO//slyA//ghxQ//hycI//sspA//yiiM//dgcE//lasT//yjjV//dkgB//gpmM//potF//yidL//wecC//yoeE//ygfI//srmB//yfcV//envY//fdnG//dauA//secM//bamA//yihI//nirD//aroB//intF//garK//yhaV//murE//thiG//glsA//hinT//cueR//lpxH//dsbG//phnH//ptsN//miaB//fabH//rpiA//scpB//comR//gcvA//rrrD//sfmD//gatZ//murJ//sgcB//rplI//pyrB//nmpC//yjcO//accB//cheR//coaA//katE//paaE//amiA//ldtA//rsmE//raiA//topAI//ubiB//satP//dinG//cusR//ygjK//thiQ//fliL//cheZ//ccmC//ccmH//ilvE//greB//opgG//waaC//acrR//sohB//ilvM//pepB//csiD//speE//dppD//yhdH//umpH//zraS//oppA//csgB//phnM//argC//xylB//yehW//idnD//lgoD//allB//tdcD//mobA//metC//cydA//rplR//ssuC//ubiB//rnr//hemF//malS//rpmB//frr//glnH//pfkA//trxC//glpA//rnlB//pyrC//focA//hprS//rzoR//fepG//allR//waaC//msrA//yjfF//caiB//hcaB//nirB//cbrA//cysU//rdgB//emrB//ybcF//nrfE//sgrR//waaF//csdE//rpoE//allB//yeaV//rluE//dcm//opgB//uspC//fimF//yfdR//mnmG//evgA//hofO//yhdW//pdeF//mdtN//hexR//cyoA//nagD//dmsC//oppB//talB//uhpB//fhuD//hyaA//ldcA//cirA//rplD//purB//ygiV//rimI//cheY//tas//rpnB//nimT//ubiB//rnc//ilvL//yidP//rapA//lpoB//ycbB//nadK//sucA//ogrK//ulaC//mutY//dnaB//fixC//eamB//hflD//ilvM//yfaX//ubiA//sdhD//ghoS//ybfE//amtB//rnpA//bglH//mdtL//selD//ycgB//hflX//fruB//uhpC//ybhP//paaH//rrrQ//dsbD//malK//glpG//allC//rhmD//rplA//adhE//glvC//mntH//sapD//yccS//cnu//ligB//ndk//fumC//yhhZ//yajD//aroP//cpsB//yfcU//afuC//yjiA//mgtL//yahB//pgk//dapA//rsmD//ldcA//ldtB//pinQ//yfaV//ygbN//rutA//glsA2//hsrA//envZ//metH//arnD//maoP//potC//ileS//dtd//lptE//srlB//rhtC//dnaJ//prmA//insI-2//lexA//ispH//murD//ispG//ldtA//hsdR//mnmA//cysH//lptE//fre//dapD//dauA//ydeI//ydiK//tsaE//acnA//srlB//puuR//hdeB//hypB//yobA//uvrC//kdpD//yohC//ispF//yihW//helD//srlB//mdtI//ydhJ//fixC//serS//flgF//glmS//phoR//yhjX//erfK//purA//wzzB//rsgA//ugpA//aaeB//nrfF//cadC//fhlA//frvA//cspA//tonB//hisH//gltB//dps//eutN//ftsE//yjtD//ttdT//umpH//nemR//ydeE//bhsA//ilvA//metR//bglB//ynaI//dgt//seqA//alr//hslJ//yraJ//csgE//rutF//ibsE//secY//hcaD//ffh//tolA//ribD//coaA//uvrA//yfaU//endA//purR//patA//sanA//ppsA//dapB//nrdI//sbcB//proX//pgpC//gpsA//entS//pspG//bglF//potG//fadD//borD//rpoA//adiA//cysN//polA//gabD//csrA//rfaC//tsaD//ybeQ//rpsP//rnlA//ssuC//ydjE//yadK//mltC//dnaJ//ispG//hisQ//cecR//essD//yadN//pinQ//decR//yfgI//tdh//yidK//zipA//bioA//cobC//nagC//htpG//ilvM//manX//yobA//rsmE//yodD//yejE//nuoF//fabI//csrA//lysR//lepA//cstA//yqiH//erpA//orn//srlB//ycdY//ybhD//ompW//yagJ//ssuD//sbcD//parE//argK//phnK//guaA//ybcQ//fliT//yadI//tbpA//galF//cusF//cheA//malY//phnO//galK//ribF//frlA//kduI//cobC//sufS//yrdA//folM//malQ//ddpA//rimJ//cbrA//atpG//modC//galP//mepA//lasT//dppF//ttdA//rluA//ydiR//iscR//yhjC//folE//thiD//ynfK//rlmN//ybcC//bdm//ahpC//ytfP//dsbG//rbsD//yeiE//bioP//prfB//torY//degQ//curA//rfaD//bcsQ//dnaA//arnB//ybiA//ybiV//gcvR//cnu//hfq//lpxB//phnK//elfA//yahB//flgE//aceB//bamB//yjhC//alr//insE-1//caiF//metK//rzoR//queF//qseC//valS//der//arnF//folA//yjgX//ariR//dedD//acpS//bglX//zraS//ycaO//tap//sgrT//msrP//yieK//groL//asmA//glpC//rsmH//mdtD//ssb//ycfJ//feoA//hofC//insH-6//ccmA//glpT//malE//bioA//potH//insH-6//cbrC//rplP//aroD//waaH//leuC//yjiM//casE//betI//maeA//insI-2//fimA//fucK//yagU//yadV//fadI//nhaR//yrbG//rutR//arfA//queC//folM//glgP//preA//yghO//alkA//ydjL//frlR//mmuM//yidZ//yihU//trpGD//polA//mntP//yjiA//nanA//moeA//fadI//yidC//csgB//galM//borD//prkB//osmC//ompR//murI//tolR//ydhK//
GO_0006140_6	gfcE//mutM//
GO_0006144_6	kduD//ogrK//mngR//frlR//cas2//arfB//fruK//rplJ//agaI//dkgA//
GO_0006145_7	gloC//speA//gloB//zapE//
GO_0006146_8	yjjG//glsA1//
GO_0006148_9	ligB//
GO_0006149_9	minE//
GO_0006150_9	hxpA//
GO_0006152_7	fadR//add//zapC//ybiT//trkG//sodB//
GO_0006154_6	gcd//
GO_0006161_9	mtgA//
GO_0006163_6	sodB//mreC//lsrR//gadB//yidP//mlc//nfuA//lptD//entA//birA//gshA//puuA//ydcI//ybiA//lptG//yegS//tsaB//zupT//yjjG//cpsB//ybdG//ygaZ//lyxK//amiC//trpGD//elfC//sufB//elaA//bisC//ttcA//ccmD//tsf//murC//flhD//hmp//aceB//metL//serC//thiH//clpP//nusG//bioD1//rclC//pheS//gsiD//eutD//flgM//sapF//rnb//hha//plsX//fdhD//tus//arnT//
GO_0006164_7	adk//rplX//yegT//aaeB//hdeB//sthA//yjhP//ybeY//glcC//glnA//queC//narG//feaR//gmd//glxR//mdtQ//slyA//blr//pgaB//pcnB//pntB//gltD//eno//nei//narW//glsA1//ribA//pntA//opgD//grpE//menI//ugd//uxuR//fruA//yiaU//fepE//yihO//rutG//prc//nlpA//
GO_0006165_7	ydgA//treF//rsgA//asd//dgoR//purL//yjfP//fliD//yeeJ//ubiH//rpnD//viaA//chaA//tauC//recD//hdhA//ybiI//tqsA//ydiV//
GO_0006166_6	yihT//iscS//
GO_0006167_6	trmB//
GO_0006168_7	opgB//trkG//
GO_0006171_9	xylF//
GO_0006172_9	metH//
GO_0006177_9	ydeT//queF//shiA//
GO_0006178_7	pstC//
GO_0006183_9	hisB//
GO_0006188_9	yfiC//srlD//paaJ//yqeF//
GO_0006189_10	insB-2//yqaE//
GO_0006195_7	mdtD//gloA//
GO_0006203_8	gpmM//phnI//
GO_0006206_6	lacY//cpdB//arnA//amiD//yghO//chaC//yjfF//psuG//ychO//yahK//mdaB//betB//sfsA//dsdC//orn//nupC//ybhG//glxR//hofO//narI//fre//rapA//argP//yeiE//yqjA//yiaM//
GO_0006207_8	uxuR//yfiR//yijO//abgA//mnmC//
GO_0006208_7	gudX//rcdA//cdaR//matP//feoC//nudC//pck//yihX//fliD//bcsQ//polA//marR//sfmC//
GO_0006209_6	sucC//
GO_0006210_8	uspG//
GO_0006212_6	holD//csgF//gatC//rdgB//yfeD//yehD//citG//fimF//fadD//tufB//elfA//
GO_0006213_6	tufA//lolA//ftsL//fabD//vsr//artI//prkB//gcvP//ccmA//tdh//ghoS//cvpA//dcd//yabI//artJ//hslO//
GO_0006216_9	trmO//
GO_0006217_9	glsA//
GO_0006218_9	abgR//
GO_0006220_6	bipA//fabR//uxaB//dgcN//yfaU//wzyE//cynT//nrfF//yiaU//moaD//hfq//pliG//yciH//rluA//aroP//yicJ//hemF//entH//aroB//rsuA//
GO_0006221_7	yjbF//uup//agaB//ispF//fliS//gltP//tusC//arnD//holD//yfaV//lpxP//kefC//tisB//
GO_0006222_9	yggN//
GO_0006225_9	ccmD//
GO_0006226_9	uspB//yfeO//
GO_0006227_9	artJ//
GO_0006231_9	xapA//
GO_0006233_9	fabI//
GO_0006235_9	livF//
GO_0006241_9	proX//
GO_0006244_7	rplL//artQ//ybcL//dhaM//tnaC//ygjR//surA//
GO_0006259_5	waaQ//yhaV//fimD//ydaC//entH//recO//amiB//yphF//intZ//yceK//galT//yehX//ydiR//cynS//yciK//norR//mltG//ydiR//yieF//maa//lgoT//fadE//ycbX//zapB//tsaC//mscL//yggN//frlB//ampE//phnJ//paaX//essD//tomB//argG//bglJ//xseA//oxyR//yehW//crl//kdgR//garK//puuC//ybdH//ypdA//nrdI//mutM//phnP//prfA//cobU//sdhC//djlC//dosP//galU//tusC//ykgA//mdtB//kilR//fepE//yfdC//cdd//phoA//xylA//ispB//yeeY//yphD//pphB//nikD//ygaZ//fixB//metE//tamA//mlaE//yadK//pyrL//lptD//paaZ//wecB//minC//rraB//cedA//nagB//aaeR//ftsN//phnH//yraK//tqsA//mraZ//lpxC//mreC//rimK//rfaD//rdgC//parE//cspE//hemB//tpx//fryB//ydgA//acpP//hcaT//xanQ//lpxB//fadH//rlmL//pliG//cadB//iscX//pgm//atpH//cirA//idi//gcd//cysA//rpoD//rffG//mpaA//ycjD//baeR//pheT//csgD//yggF//topAI//glnL//dgoA//yfcR//purR//tolC//gmk//livM//dut//pitB//apt//nadE//panZ//focB//cynX//putA//msrC//menC//ais//ypdF//ispA//cra//cvrA//metL//ybjL//alsE//ydgA//
GO_0006260_6	pdxJ//sufC//exoX//yehT//scpB//pdeR//treF//dgoR//lipB//mdtI//yphC//coaD//tas//cvrA//cdh//yebK//umuC//ilvN//rhmR//lplA//zapC//
GO_0006261_7	dkgA//rffH//rrrQ//cpsG//relB//dgcZ//aaeA//pykF//ydcM//galM//tatA//actP//
GO_0006265_6	exoX//intF//srlD//bcsQ//kdgK//
GO_0006266_6	ugpE//rtcR//dinI//
GO_0006267_5	argF//
GO_0006268_9	uspB//pheP//pdeF//
GO_0006269_6	ydgA//
GO_0006270_6	iap//rffC//ybcL//yjjX//dppB//nrfA//
GO_0006271_7	deoB//emrY//solA//
GO_0006274_6	csgA//
GO_0006275_7	msrB//ybiY//insI-1//livF//yghB//yfbU//gntR//iraD//ccmD//
GO_0006276_3	puuR//moaD//ddlB//thiC//edd//bcr//cpoB//insH-5//
GO_0006281_6	hyaC//yohC//agaC//ycgR//potG//grcA//yihV//mscS//ymgA//lpoB//dxs//nudG//livF//rfaF//fruA//cof//yheT//mscM//speB//fre//yhdH//sad//sufD//pykA//yehD//afuB//mglB//pepD//rimM//yieL//yojI//yajL//ygjH//mioC//rclB//tauC//gltP//mdoD//ldrD//exoX//menB//dtpA//yaiW//yafE//gltP//eutN//cspA//sdaC//chbG//nagC//yqaE//dadA//yegV//yjhG//hrsA//
GO_0006283_8	hipA//
GO_0006284_7	fixA//lasT//yneJ//lldR//tufB//rssB//
GO_0006285_6	ybeY//suhB//ftsE//ldhA//dkgB//
GO_0006288_8	rutR//scpC//
GO_0006289_7	ulaG//ais//
GO_0006298_7	satP//sfsB//yhiM//ybaK//cdgI//ppiC//yiiE//yhbO//ulaC//fruK//
GO_0006301_7	pykA//acs//intA//lysU//
GO_0006302_7	ascF//ybjD//adeP//asd//gldA//ptsH//shoB//prlF//yqeG//
GO_0006304_6	fixB//crfC//ubiD//tolQ//moeB//mnmG//lacI//secF//fdnG//
GO_0006305_7	kbaZ//argG//rfaF//bfr//
GO_0006306_5	betA//treR//trpA//yfdS//
GO_0006307_8	hicA//sbcC//dapF//frdC//folX//
GO_0006308_6	rpsP//ccmC//minC//hemB//ddpA//alsK//glrR//osmE//nanT//caiD//yheT//ldrB//
GO_0006310_6	arcA//bamD//entC//ftsK//yqiG//hcp//bhsA//rpsM//yqcG//glpT//apt//phnP//yheT//proX//kduD//lhr//ghxP//ybhR//ydcP//sufS//abpA//araH//fdoG//dsbC//yebS//rlmE//ykfI//ypjD//fepA//mltB//prmC//yqeG//ldtE//ubiC//intE//codB//patD//selU//relE//sdhB//rplD//trpL//baeR//
GO_0006313_4	hybO//glnE//cutA//yefM//ascB//entC//pldB//
GO_0006323_7	eutR//
GO_0006325_4	mdtJ//
GO_0006351_6	degQ//trmA//cydD//rpsM//ilvE//gph//ycjP//nemA//rhaM//crp//fadA//fliA//hinT//sufA//opgD//preA//waaU//ygjR//nmpC//ybgI//ybiI//xylB//mocA//ybhS//eco//hybE//yjjI//ispB//glnB//qorA//paaK//rplM//nrfB//acrZ//clpX//pphA//murC//trpGD//dut//miaA//ldtB//rlmG//araE//actP//ygjH//clsB//yjhC//rpmC//ghoS//fdhE//gppA//clsA//waaU//garP//carA//yhbQ//ykgF//hpf//patZ//yihU//fbaA//secA//hflD//hlyE//apaH//lipA//yheT//lplA//recF//ribF//rzoD//nfi//gstB//yigL//hybC//csdA//appA//hemF//yaaU//obgE//glsB//hicA//sdhE//phnM//cdaR//hfq//yhhT//ybhJ//mscK//sdiA//cas2//trg//wrbA//pstA//fepE//ssb//pgpC//xylE//ldtE//glgA//ulaB//citX//rssB//cbrA//evgA//mnmE//ymfA//emrE//galT//glgS//rplX//acs//gntR//yfgO//yadC//yafC//dtpA//glvB//ushA//
GO_0006352_7	yohD//dgcJ//caiB//srlA//
GO_0006353_7	ycbU//hcaE//
GO_0006354_7	ybbW//tatA//amiA//
GO_0006355_7	waaF//moeA//lplA//zapB//rnb//ansB//pspD//citE//cirA//recJ//mtgA//hyfR//ldrD//uhpA//pdeD//rfaF//rplB//entC//hypD//yagJ//yfhM//lgoR//yicJ//narP//panB//prmA//lgoT//idnT//mltD//kdpA//hemL//nepI//purF//cydC//fmt//cspC//brnQ//torA//trmD//ftsB//yqeF//yciV//mnaT//yqiH//hokE//truC//nikA//shiA//yggF//abpA//rfaC//yiaF//pabA//alpA//rng//mdlA//rplY//fadD//yjaA//mntR//ssuE//argP//araD//talB//pitA//nrdE//galP//elfC//yahD//pstA//emrY//ybjI//acrE//hycI//mdoD//ade//gspE//narX//ilvM//bioC//fumA//lpxK//gcd//sbp//yhgH//ybcJ//aroG//livH//ydhJ//rsmJ//trpL//insI4//ynhF//setB//mrr//asnA//dcuC//dcuA//trpGD//sfmC//dhaR//sufS//trmA//ghoS//ldtB//frvB//ygaZ//bipA//sufD//nrdG//glsA2//rcnB//coaD//uspG//murB//infB//tmcA//rbsD//ybeQ//dppF//ynbD//lgoT//mug//yegD//deaD//rarD//rnr//ybiI//borD//kdsB//yidQ//yjiY//degP//rng//ydeM//pgpC//uspC//rimI//yhcF//fimH//ykfM//topA//ftnB//sfmF//ynfK//malY//dgoA//modA//ycfJ//gpp//mltC//secY//thiD//allC//rhaT//ynbD//paaD//ilvE//hycI//prmC//ydhQ//rihC//mutT//torZ//ydaC//menH//narW//glnD//cedA//cusB//slyA//crp//ccmH//gatD//gcl//acrE//add//dicB//nupC//psd//cynX//prmC//marR//acrZ//agaW//hpt//glnE//rlmC//pnp//adeD//gloA//rplA//yjjU//rho//ycbB//hdeA//gabD//rpiB//rpmC//uvrB//rdgC//fcl//glnE//gudD//yehW//frmB//purT//folX//cycA//alaS//zraR//frwC//nagE//nadB//yeeJ//hrpA//dctA//yegD//ghoT//rlmI//nrdE//arnD//hslV//opgG//glcA//yhaV//asd//yfeD//glnA//ycbU//argC//ydiO//iraD//argA//galS//abgB//rpe//glpT//bdm//ghxQ//yfaU//opgH//ykgA//proC//acpS//ydcZ//paaX//moaC//tcyN//lsrA//cysK//nadA//rmf//frdB//tpiA//xdhB//yadM//mipA//paaJ//atpC//fhlA//
GO_0006357_8	mgsA//
GO_0006364_9	yegD//macB//mobA//ompC//rutB//ugpA//symE//glsB//mtn//ybhI//rnlB//aroD//ynjD//nuoF//bepA//rpsI//dgcJ//yhaO//tsr//yrfG//ygeV//yehC//gltI//galS//rimL//asmA//yraH//pnuC//recG//dinQ//fepC//ynbD//dapA//flgH//malS//fruB//tadA//rnc//yhaJ//wcaC//dcm//dfp//bioH//
GO_0006378_8	purT//eptC//
GO_0006379_8	cysD//
GO_0006382_8	flgB//
GO_0006396_7	yihX//csiD//alsA//frsA//mdtM//sgrR//ftsL//rtcR//yceK//yejB//gfcE//galK//cycA//yiiM//pgpA//thiM//tdcR//uspE//speA//pheA//ynfH//kbaZ//srlB//yqjA//ascF//dsdA//blr//tatD//tcyN//mcbR//hofC//rpiB//pstC//chpS//rbsA//narP//fau//waaQ//yhdZ//purR//lpcA//nrdI//yjjX//mdtM//insK//csgD//moaE//priC//alsB//ybfE//ahr//glmU//katG//panE//cbl//uspC//rsmJ//hflD//ynbC//ydiB//yhaM//phr//rlmJ//trxA//ybbY//caiE//alsB//fimA//amyA//lpd//ybgI//adeD//hpt//sgcR//purU//hrpA//ascG//torS//tatD//yggF//malX//lpxT//leuS//fadL//yphF//glnQ//zitB//insB-4//potA//fruA//ettA//gdhA//mutM//lasT//mobA//ybfE//kdgK//dicA//ogt//aroD//alsC//citT//
GO_0006397_8	dinJ//rluB//rpsS//
GO_0006399_8	hokE//lgoD//ybhI//ackA//sfsA//cusB//mreD//yobF//malQ//envZ//polB//sufD//malX//bioH//mreB//ghoT//nimT//ubiE//ispH//csiR//allS//tus//hns//hcaC//xylE//aroG//yihR//mtlA//rluD//tnaB//alaA//hha//srlB//cmtA//mhpR//hisM//nuoL//wza//cysK//arnE//cobB//ompG//dps//aqpZ//aceB//elfC//proA//ulaG//tatB//rlpA//crp//rseC//betI//fabA//flgM//parE//lpoB//recJ//casA//murG//ybgP//ycfH//tqsA//pdhR//hisA//fetA//argA//ftsY//dcuD//ydaC//mrcB//yidL//sapB//dacD//yeiE//tolB//yidQ//rlmN//gfcE//frwB//gltP//rtcB//
GO_0006400_7	ygfA//pckA//yihX//yhhY//ptsH//bdcR//dnaE//tusB//asnB//carB//uidC//ybhJ//argF//sulA//priB//iscX//sapB//ybjC//fabH//evgS//umuC//atpG//glpF//narH//miaB//ppc//ibsE//caiD//purT//bhsA//secE//yibT//folA//rnd//pdxJ//era//rcsC//ubiC//arcC//ybjN//ygaH//alr//sgcC//eptB//adiC//yphF//yfeW//dgoR//ubiE//
GO_0006401_6	pntB//fklB//leuO//yedA//kdsD//flhD//lolC//dosP//cof//thiI//gntU//glpA//ubiJ//srmB//mutM//paaH//yfdR//pyrF//ddpA//dpiA//purU//dmsB//
GO_0006402_7	ulaD//yagI//dnaT//kdpD//yehC//yqcG//uhpT//fadR//fmt//aroC//umpG//
GO_0006412_6	araC//ccmF//uhpA//hcaT//abpB//cysZ//relE//dcuD//crcB//lapB//dtpC//satP//umuC//purT//yqjI//adiY//casB//pcnB//recR//hslV//abgR//mprA//ykgF//sdaA//yggD//bcr//acrB//gudD//mlc//frc//infC//nadD//slyD//elfC//yahB//paaG//ddlA//uxaB//rplN//npr//nrdR//thrC//cysD//puuE//yciG//folC//ibaG//ybdZ//leuB//argI//atpC//
GO_0006413_4	bdcR//nadK//rpnA//
GO_0006414_6	entB//cmoA//hipA//tpx//nusA//ybdG//yacG//rfaH//kdpE//
GO_0006415_7	trpGD//fkpB//yeeY//rpoS//ybbY//arsC//cysB//
GO_0006417_7	adhP//nadD//tdcG//ydjM//melA//yidQ//fecD//gatD//moeA//yfhH//flgA//yciV//kbaY//soxR//rhlB//adeP//nusA//sbcC//yfgI//pgaC//pheA//caiB//purA//yfaX//yjiX//clsC//bioC//mltA//astC//zntA//feaB//nuoE//mltA//alaA//speD//mreC//maeA//ydiR//zraR//
GO_0006418_7	yehY//ibsE//yihP//rbsD//garR//rhlB//hofM//proX//cyoA//gatD//purU//tehA//psuG//eco//csiR//eutA//tolA//ydiF//ushA//elyC//fimH//intA//ytfT//cysU//yiaJ//
GO_0006419_8	purT//
GO_0006420_8	secE//
GO_0006421_8	gmd//
GO_0006422_8	aroA//
GO_0006423_8	eutR//
GO_0006424_8	fkpB//murF//
GO_0006425_8	narU//
GO_0006427_8	gltS//
GO_0006428_8	yaaA//
GO_0006429_8	dnaE//
GO_0006430_8	mdfA//fhuB//
GO_0006431_8	fixA//
GO_0006432_8	yihU//yraR//
GO_0006433_8	rhaA//
GO_0006434_8	emrE//
GO_0006435_8	galT//
GO_0006436_8	secF//
GO_0006437_8	ssuA//
GO_0006438_8	clpP//
GO_0006446_8	treC//yecS//bcsA//murG//frdA//ebgR//cadC//
GO_0006448_8	allC//prpC//yfeO//treA//ybdG//
GO_0006450_4	recT//asnB//dcuB//dgoD//ibpB//fhuD//hofC//tdcF//ynhG//flgB//
GO_0006451_7	alaE//
GO_0006457_3	cysU//cspD//ydeM//tdk//arnB//pheT//yidK//yehB//dmsB//otsB//truD//aroB//diaA//artP//mgtA//upp//msrC//casC//rlmL//trxC//ykfM//ybhR//narI//pbpG//fumA//artP//tdcE//iscR//insI-1//rluB//casC//cutA//ftp//glrK//hemG//nadB//yciA//fadB//ybiT//corA//
GO_0006458_4	rbsD//gatB//rpiA//araC//guaD//prkB//syd//wzzE//
GO_0006464_6	fucA//ilvI//lgt//kefF//yggP//citC//yjhH//tdh//pckA//rlmE//cra//glsA//apt//mepS//appY//mdtO//mglA//nlpI//holD//dinD//hipB//holD//afuC//paaA//ydfD//bssS//lysR//gltL//feaR//waaH//eno//ybeY//ubiF//srlR//rcsD//lsrC//dtpB//csdA//bamA//thiQ//mltD//yfiF//torC//mntR//yjhG//torZ//yqiG//osmF//tag//arsC//yihU//gatY//yjaA//mzrA//slyD//fumA//pdxJ//fsr//cmtA//nirD//bioA//puuD//hypT//adiY//elyC//ygiV//ftp//chiP//yghU//hupA//eno//paoC//ihfB//fklB//rutA//dsdA//rbsK//sspA//yjjU//yacG//ilvC//ybhD//thiE//cydD//dtpA//btuB//yegD//blr//fdoH//ldcA//rplR//fabA//nrfD//yjjG//sucD//sfmA//rsmF//asmA//rcsC//phoP//dsbB//yjfP//rlpA//miaB//xerD//folP//dinG//yjcS//pppA//recX//intF//yieL//mdtQ//bioF//rpsL//frwC//murJ//ftsW//rfaB//narW//relE//yeaK//bioF//adiY//mepS//ubiE//atpE//mlaD//mutL//qseC//yegS//yjiX//mutY//aas//mntP//cobB//mak//ycjR//rplN//yhiM//gutQ//yjiA//
GO_0006465_6	mhpA//aspC//lon//
GO_0006468_7	ftsE//yodD//acrZ//msbA//lhr//efp//yajR//eutN//kilR//rpiR//chbA//waaA//aaeB//uhpC//upp//cspD//rpoH//rclA//kbaY//ynjA//dctA//hisD//dinQ//ilvA//yjfF//wza//hybB//hslO//potI//ispB//yjiY//dmsB//hisF//nrdB//plsX//rfbB//chaA//uxaC//oppF//csgA//tamB//paaJ//rcnA//cydA//folP//glpD//rfe//dmlR//ptsN//lsrG//yhaJ//cheW//yihR//
GO_0006470_7	kch//kdpE//rpsA//glyA//hybD//maeA//frvR//ybiV//ratA//uvrC//leuA//gshB//rlmM//mnaT//kgtP//cecR//
GO_0006473_8	folE//yfdR//pncB//acnA//gatD//yhcD//yoeB//xylB//rutC//tmk//livF//insB-2//
GO_0006474_6	yahB//greB//ssuB//kbaZ//hupA//
GO_0006475_9	rnlA//ogrK//
GO_0006476_8	ssb//ackA//gcvT//
GO_0006479_5	abgB//rplB//menC//cynT//rhtC//ymgA//xylG//ycjR//
GO_0006480_6	ygiB//
GO_0006486_5	sseA//
GO_0006490_5	ppk//
GO_0006497_7	tisB//
GO_0006508_5	ssuD//yidQ//mrp//mdoD//alaC//ompL//ppc//ypdA//cdaR//metN//xapA//nagZ//trmJ//gspI//ybaQ//gltX//pyrH//yhaO//dmsC//mhpB//rdgB//pdeR//pstB//rbn//ybcJ//yqjI//cca//dbpA//bamC//astB//waaP//ftp//hemE//prpR//hemD//ynbC//ftsN//nadC//gsiC//yqaB//ybhG//glmU//rffH//rfbX//hisD//cysQ//nadB//ulaF//yafO//casA//tatE//ydeE//radD//rcsC//acpP//
GO_0006515_7	proB//trmJ//yddM//pgl//
GO_0006517_6	fixC//bioD2//dtpD//rnlA//
GO_0006518_5	mtlR//rclA//ecpR//tar//yraK//fimA//fimB//rpsI//hflK//livF//cmk//nadB//greA//yqhC//tadA//hycB//malE//exbB//msbA//elfG//dacD//trpA//tusE//aroA//aas//fetB//gshB//murB//proB//eutA//yaiV//hda//yciT//exuR//yhcN//nhaA//waaS//queD//ubiB//yjbE//metF//menE//yajR//yciH//mlc//ldtD//hisA//gltB//higA//shiA//znuB//yiaN//ychH//ompA//rseP//evgS//fhuF//yqeG//gmk//accA//aaeA//nanR//mglA//ligB//aldA//glnS//ygbL//thiM//ugpE//mcbR//agaB//insH-6//lplT//shoB//ymfA//hemN//ccmA//
GO_0006520_4	lpxH//pgpC//yiaN//dcuR//dsbA//hupB//ratA//ppsR//suhB//lnt//iap//folC//bdcA//mhpT//fdnI//ascG//flgJ//cbrC//csgG//higB//ribA//pcnB//tsaB//ppsA//mltA//narK//clsB//yfjV//mgtA//rplP//tldD//pyrF//fur//amiD//paaZ//insA-2//rffM//sdaC//uspC//dacC//yphB//trpC//proV//lit//rlmD//pgaD//apt//ftsI//sodB//lacI//frdD//wzc//casB//mliC//nemR//acs//yhjX//hybD//rbn//rdgB//yhaJ//lysR//cysI//nikB//flhA//feoB//cmoB//pdeL//thiH//rpsA//dut//malP//ascG//scpC//yihL//glrR//lgt//chbF//yccA//tolC//ribA//tdcA//rmuC//cutA//pflB//rhaD//pcm//mgtA//insH-6//ariR//ibsC//csdE//rpe//aroF//cmk//aspS//intA//nanT//fucO//yjbG//yedP//narZ//intZ//hexR//murB//arfB//rsmB//cpxA//mdtK//secG//citX//nrdD//yiaO//feaB//dsbD//rpmF//yfjR//fabZ//hcaC//ydhK//ymgC//citT//crcB//glk//cbrA//dapA//ymdB//rlmH//yeeY//plsB//yceD//mscL//gstB//cpxR//arnE//alsE//fimF//surE//dauA//alaE//folE//cdsA//ycbV//kup//pldB//preT//ycfS//cdgI//rcsF//yejF//yieK//gntU//nudB//mdtF//gpsA//yceK//yqiJ//arcA//tdh//ydeM//ecpR//yhjB//xerD//gspE//wecE//mqsA//gsiD//waaB//narX//rlmM//patZ//bsmA//dusB//adiY//adeD//gsiD//fur//torC//fryB//bamD//alr//pdeK//accC//hybE//rplO//cobC//rutR//cbl//glcC//waaQ//holD//atpF//rsfS//ydhC//dgoA//ynfK//yegT//yhcN//frmB//kch//yjiQ//ahpC//
GO_0006521_6	cof//mutH//caiB//
GO_0006522_7	gapA//eutB//folE//sbcD//insB-4//lsrB//yebC//
GO_0006523_8	adiA//npr//ybjG//gph//
GO_0006524_8	fruB//metG//opgB//
GO_0006525_7	brnQ//hisP//malQ//lgoT//prfA//yccX//glnA//frr//potC//folC//frlA//yejE//rpmH//mocA//yobF//casA//yedL//entA//tatA//dps//dsbD//
GO_0006526_8	rlmC//mrcA//prs//rho//psuT//rdgB//fdhE//cobT//yhdZ//phnG//glpK//fadK//cysP//
GO_0006527_8	pspD//rpiB//nhaR//recO//msrA//ybiJ//ycjQ//rplK//pdeL//
GO_0006528_6	bglA//cspG//soxR//rtcR//
GO_0006529_7	yjbB//rne//
GO_0006530_7	copA//elaA//
GO_0006531_7	argC//xylB//metN//nadD//rhaA//astB//ibsD//actP//
GO_0006532_8	rfe//flhC//
GO_0006534_6	plaP//der//galE//sbcD//ldtD//insI4//pykF//folA//fixA//yedF//lamB//tatB//pinQ//
