#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgcA//yjtD//frsA//pcm//
GO_0006139_4	paaC//accB//fetA//ispA//tmk//glpG//yfeR//uhpA//bglB//pheT//uhpC//cysC//thiD//nagC//rnc//rcsC//cytR//aaeB//yhjX//yafS//yggW//dmsC//hisA//nirD//ulaA//insB-2//tpx//ybiV//flgA//yacG//zapD//tmk//elaB//ynjD//sbcC//surA//araA//ydiP//pdeH//yheT//truB//arcC//sgcC//tbpA//ftp//cyoB//ftsE//srlA//rplK//psuG//parC//hycH//btuR//ygaZ//hpt//dicB//roxA//xerC//apt//intE//tcyJ//pflB//dauA//minE//yehX//yjhB//manX//napA//ycaO//rssA//mscL//yqcC//tufA//iraM//yghW//exbB//rfbD//iclR//yggE//purD//nadK//acrD//argP//arnA//iscX//uxaA//truC//hflK//alkB//yaaY//proB//fimE//slt//rplA//rhaR//bolA//argH//hcaB//murR//miaA//fsr//btuE//yggN//flgB//entD//queE//dcuB//recR//rpsN//leuA//yphB//pcm//bcsQ//degP//trkH//bluF//hcaF//sseA//yahK//mdtE//yhjB//glpX//glpX//gcvP//panB//cmoM//pgi//cspC//pinQ//rbsC//rapA//yjjU//frdB//argD//hrsA//caiT//yfiR//fruA//ydeM//djlC//cbrA//rffC//uxaB//phoA//ascB//yigB//decR//puuD//ribF//tdcC//truA//yiaT//uvrB//opgD//cecR//insB-4//dxr//lsrR//wzzB//rffT//yeiL//epmB//ydeT//rsfS//torS//mdfA//ftsL//exuT//wecA//abgA//yciG//yfhH//fimC//ydeI//hofC//ugpC//chaA//rpsH//entA//ybhJ//ynfK//sspA//rarD//gnd//manX//yqcG//tap//holE//dcuS//nudC//adiY//pepD//clcB//recB//degQ//iap//appC//cspE//trpB//pnp//yqiJ//dauA//rhlB//rcsA//ynjA//parC//recD//dinQ//dgcN//gatC//yajD//ybdZ//nikC//phoA//ybhA//satP//dgoT//cvpA//bluF//eamB//cysW//sgbH//yjhC//ypjD//fadI//pabB//yfaE//ychH//znuA//moaE//ompT//mdtG//rapA//uhpA//gltX//citC//cydD//panC//tauB//yaaJ//rpsL//codA//ompR//fliM//prpC//zntR//dps//rseC//ycgV//guaA//yeeO//oppA//yeaK//gltX//trmJ//agp//carB//rluB//glgA//uspB//pflC//eutR//napB//aaeR//ybhR//yihS//phoU//glmS//ansA//yceK//gor//rapZ//arcA//aer//dld//perR//ybaL//sgcB//yneJ//yejB//lpxB//bioD//yjbF//nhaB//cytR//ycaN//cobT//prpD//ihfB//gabT//yigB//gltI//asmA//mazG//trmA//yibT//yfjR//grxD//ybhJ//guaC//mqsR//sthA//csgE//hypE//sucD//bcp//yceK//glpA//yraJ//hslU//flgJ//rlmI//yafS//gltP//ycfJ//gor//motA//miaB//rffT//mliC//rpmB//rhaS//dedD//acrA//mscS//rhaA//yihR//umuD//nfsB//rimP//rhtB//ygaH//argR//aidB//ssuA//narZ//ettA//yajQ//fliA//mdfA//lamB//mutL//lptE//ycfH//agaA//cutC//yfiC//priC//speD//oppD//srmB//elfA//ybjD//thyA//waaA//agaS//gltL//yahF//manX//cyoB//brnQ//proS//yqaA//yciV//araD//hpf//paaX//arnF//waaU//ptsI//asnS//sucA//ybdO//hflD//hyaD//ackA//wecB//fhlA//livG//gudD//grpE//ttdR//ddlB//glgB//yiaM//lipA//frvR//talB//ung//ldtD//dgcN//ndk//frwB//basS//tldD//fau//hslU//dsbG//yhdX//adhE//dppF//cirA//dxs//sgbU//aes//ompA//elaA//tdcB//hypT//hchA//ypdA//yfcG//nuoH//pth//poxB//ssuD//insI4//valS//speC//glcE//focB//lysO//nanS//syd//hinT//dnaQ//nemR//yhaC//ghxP//ybcJ//recT//cydC//cydB//yciF//sdhC//ydcR//wzb//plaP//gatD//nepI//intE//rffM//cspE//yedL//dcuS//mgsA//sdaB//aroC//insH-6//yjiX//folA//cbtA//cca//caiE//mtfA//cysG//lptF//yehZ//hisD//fabB//azoR//intA//ypdC//sbcB//cysU//ybhP//rluA//nadD//insI1//prmB//glgC//atoS//leuA//astC//mltC//zraS//menC//hcaT//nadB//tolB//ldrB//yfdG//fepC//ycgB//rzoD//ypjD//gshB//dsbG//rplD//wzzB//ybdZ//pntB//aphA//ygaZ//lpxD//mhpD//mpaA//gyrA//queC//npr//waaA//recD//symE//ydcZ//ybiA//ydjE//cecR//alsE//ilvE//grpE//yedF//rsmD//rluA//thiP//tcyN//ynbD//pgaD//ftsQ//ynfE//slt//cysA//dsbG//arfA//alaE//napF//bioH//hisF//torR//gadX//pyrH//sanA//pepA//fabZ//ydiF//alaE//waaC//baeR//insI-1//yjcS//gldA//mdtN//yafE//cfa//zapC//yhhZ//feaR//kdsD//xanP//mrcA//sgcC//sspB//umuD//lacI//guaC//ybhS//pdxJ//asnS//rihC//tomB//nadB//pepN//cynX//yebZ//fecC//yjhH//yajQ//ygcO//kdgR//cysC//hns//rrrD//lon//rutF//gmhB//setA//thiE//codB//srlA//sseA//ldrB//frvA//gadX//gltP//iscU//cbrC//yoeB//pyrE//hsdM//rnd//eamB//uspF//puuR//yahN//lpoB//ygcW//ycdY//fimE//tolB//kdpB//gntT//ypjD//argS//trmI//sgcE//yqeF//pflA//yfgO//basR//ldrA//yefM//yfaL//yfbV//dgoK//
GO_0006140_6	rfaF//metR//
GO_0006144_6	trpE//yadV//hcaT//yaaA//ybdO//rfaC//diaA//cysI//kefG//ycaN//
GO_0006145_7	frdD//uidC//ibpA//gadX//
GO_0006146_8	yjiY//ubiI//
GO_0006148_9	ppiC//
GO_0006149_9	yeiL//
GO_0006150_9	fixA//
GO_0006152_7	ubiJ//cvpA//ydjH//cdd//ybhJ//nagK//
GO_0006154_6	infB//
GO_0006161_9	apt//
GO_0006163_6	exuR//zapA//argR//clpX//yqeA//galU//aldA//mcbR//ycgV//yegV//citX//gntP//atpH//tusE//btuD//udk//yhdJ//lpxH//uidR//ssuD//kdgR//osmY//frr//ycdX//rrrQ//purU//insF-1//phnG//carA//gatA//ratA//shiA//bamC//csrD//yqhD//fucA//epmA//lapB//bioD1//selD//xthA//intQ//rpsJ//clpP//glgS//yfdC//alaA//yebZ//rimO//argH//yagU//yrdA//cysU//ygbN//
GO_0006164_7	mcbR//insH-5//fecC//hsrA//ybhG//accD//waaL//fdhE//hcaT//yjtD//pheS//ybbW//hmp//yfdK//xylF//srlA//wcaJ//etp//emrY//yfcR//garP//feoC//fnr//yciA//smrA//dhaK//gsiD//cspC//cusF//yjiQ//cmoM//abpA//aroA//lacI//bamD//hrsA//thiP//pspA//phoQ//tmk//
GO_0006165_7	malZ//araB//aroB//rplE//barA//tsaE//gldA//gsiB//birA//ygbL//hypD//yqiI//trmO//proA//yhaJ//icd//nrfD//pyrF//yehD//
GO_0006166_6	lpxB//sdhE//
GO_0006167_6	katG//
GO_0006168_7	amiB//ybbN//
GO_0006171_9	yagI//
GO_0006172_9	mlc//
GO_0006177_9	yehY//ubiF//fdoH//
GO_0006178_7	tar//
GO_0006183_9	scpB//
GO_0006188_9	gltB//bcp//secB//cydA//
GO_0006189_10	yhjC//uspF//
GO_0006195_7	rffT//pgaD//
GO_0006203_8	aes//ygfZ//
GO_0006206_6	hupB//sufB//cydB//ilvD//yojI//rplL//yfjR//gltP//yphB//nagB//purB//dicB//csrA//mngB//talB//garD//mtlD//pspF//hisG//rseP//lepB//ydaV//ybaO//yraI//rcsB//bioC//
GO_0006207_8	yeaD//sulA//fruA//ruvA//rcsA//
GO_0006208_7	cysU//hisP//cysH//cueO//mltB//hcaE//yeaK//rfbX//hyfC//hipB//ccmH//nuoH//ebgR//
GO_0006209_6	def//
GO_0006210_8	yjjV//
GO_0006212_6	ynfE//fabD//dmlA//gutM//mraZ//pinE//yeeY//uraA//pitB//uvrA//rpnD//
GO_0006213_6	pitA//alr//exuT//rffC//ihfA//pdxH//sgcX//cmoM//hyfA//arsB//murB//uxaC//ubiI//ygfX//allB//rcdA//
GO_0006216_9	napC//
GO_0006217_9	ompN//
GO_0006218_9	flgM//
GO_0006220_6	pspD//pbpG//ompC//acrE//tauC//dtpD//lptF//fucO//rbsA//yebC//rbfA//folD//gspF//yqgB//yghB//yeeO//yajO//dhaK//puuR//ispG//
GO_0006221_7	ettA//allS//ydeT//nanT//hdeB//yagU//rpoD//minD//chpB//xdhB//azoR//ftsH//hokB//
GO_0006222_9	ftsA//
GO_0006225_9	elfD//
GO_0006226_9	lsrR//kilR//
GO_0006227_9	argE//
GO_0006231_9	yfcG//
GO_0006233_9	lptF//
GO_0006235_9	cysU//
GO_0006241_9	feoC//
GO_0006244_7	xerD//alpA//yihU//rpmF//yphC//xapB//fdnG//
GO_0006259_5	cheB//gspE//dcuC//dnaB//rayT//clsB//lacI//rcnB//hcaB//rhlE//lysO//zinT//yjiQ//yhjX//ssuB//yigB//wcaB//aaeB//nuoE//gnsB//napF//ybjX//mfd//matP//elaB//hycA//ybiT//sgcX//rbsR//tauD//dppD//nanS//murI//atpC//ybiT//ydiO//paaE//yagE//mliC//phnG//znuB//fklB//nrfD//phnM//clpX//citT//yphC//clsA//pspC//rlmN//yihT//fur//yggN//rof//gpr//ycjY//nikC//rpsD//ogrK//gabD//serC//ybaT//glpF//alaS//yagG//potC//trg//arsB//lsrG//groS//dcuB//phoE//gnsB//uidA//yehX//glmM//rpoS//suhB//rarA//fbaA//atpF//parE//marR//dinG//tyrR//yidK//mngA//priC//hypE//ftsL//dapB//yegV//thrS//yijO//nimT//pepB//tdcB//glnA//uspE//aldB//fabH//mntS//ygbN//tnaC//mhpT//gadC//ydiK//hcaC//mraY//mhpD//mscK//pck//hofN//plsB//rfaE//galM//copA//ftp//dnaB//sapC//uxuR//mnmA//ilvD//mutM//dnaA//alaS//ygcW//manX//thiP//xylH//uvrY//ybaE//glxR//aes//lgoR//modB//cpdA//umpG//bioD//astB//barA//cyaY//malS//frsA//dtpC//frdC//minE//tehA//
GO_0006260_6	ygeW//lsrB//fimI//tldD//hypA//trxC//frdC//ulaC//yddL//aaeR//nanA//ybcC//decR//tmk//gsiA//ybiV//der//rimO//evgS//fimD//kdsD//
GO_0006261_7	narQ//afuC//recO//hypE//livF//ravA//idnD//yeeY//tolB//opgE//ygjH//rsmB//
GO_0006265_6	ampE//mprA//pinQ//mhpB//clcB//
GO_0006266_6	hflD//nrdF//cpxA//
GO_0006267_5	mhpD//
GO_0006268_9	xylH//malZ//pgpA//
GO_0006269_6	nanT//
GO_0006270_6	mraZ//btuB//hycI//nfo//xseB//kdsC//
GO_0006271_7	cyaY//lysS//rhaA//
GO_0006274_6	sspB//
GO_0006275_7	kdpD//glgA//nudG//comR//thiM//malF//mdtN//qseB//yqiG//
GO_0006276_3	proX//pdeK//murA//zraR//yphF//tcyN//ynjD//opgC//
GO_0006281_6	hyaC//gabD//umpH//bioD2//pta//rapZ//wza//ybiW//yjhI//rnc//ubiI//gltX//lysS//rph//argD//pncB//ybdR//hprR//yaaJ//yoaA//yahI//glsA//gloA//oppC//pepT//cmk//kefC//frmR//hcaR//yraJ//rpsI//ynaI//znuC//solA//rzpD//yohD//yjbE//glnH//proC//asmA//yajQ//ribA//murR//chaC//hofQ//rpsM//ypdA//phnH//pinE//insH-5//mog//zapA//nirD//pepQ//citG//
GO_0006283_8	rhlE//
GO_0006284_7	recQ//nrfC//rplE//phnJ//ycbX//ugpB//
GO_0006285_6	lplT//ribF//rutD//hha//mdtP//
GO_0006288_8	panB//yhjX//
GO_0006289_7	trg//lamB//
GO_0006298_7	lexA//ygjH//secY//argK//panC//rlmB//secF//fadA//bglH//ynhF//
GO_0006301_7	bioD//fadJ//yidC//metL//
GO_0006302_7	xdhB//feoB//ompA//raiA//yqaE//atpB//ydcP//fdhF//afuB//
GO_0006304_6	bioD1//kbp//ftsB//rpsL//pnuC//yddL//flgK//yidH//ulaE//
GO_0006305_7	rlmB//icd//cysP//yqjI//
GO_0006306_5	leuE//mscS//nrdG//hybO//
GO_0006307_8	prfA//opgE//purL//purR//phoQ//
GO_0006308_6	mrr//ralR//prpD//entB//rfaD//rlmH//zapB//oppD//ivbL//yieH//galM//gmd//
GO_0006310_6	cmoB//tolR//aldA//nuoM//yhcH//sapC//alaC//yidE//dsdC//hpt//trpC//miaB//waaU//epd//yegT//ybiI//nrdH//hybD//yejF//cyoC//aes//iraP//sdhA//malK//uxuB//folP//amiD//rzpR//fepG//arnD//metC//cspE//ldcC//etp//patA//queC//yfcA//tcyP//mdtG//yeeJ//nlpE//mhpD//fliM//
GO_0006313_4	sbmC//tatA//cynS//dusB//arfA//hisI//ydcP//
GO_0006323_7	clcA//
GO_0006325_4	nlpE//
GO_0006351_6	aslB//ompT//ydaV//nmpC//yjjU//trmO//rnpA//tatB//gatD//flgE//insI4//mcrB//dgcE//rsuA//aes//yehA//ibsE//fis//metK//agp//astB//decR//sufS//ygeX//adeP//fkpB//yhbQ//fliD//recR//bsmA//thrS//ygeV//hycB//mngB//corA//nsrR//argA//ldtA//cusC//cdh//mtlA//yfeR//nemA//fumA//gloB//recR//cmoM//priB//pcnB//ybdG//tsr//tig//galP//frdC//sufC//trmI//tdcA//recQ//hypF//yajL//evgS//wcaJ//yqjA//rfaD//hokB//hcaR//sdiA//xseA//soxS//tolR//yieL//trmA//sfsB//yidL//yoaB//rplR//ydaC//ydeO//alsE//clpP//mtlR//nepI//mqsR//azoR//galF//yddG//uidC//tktA//hisG//tnaA//ybdN//eutB//gntK//bamC//mdaB//dbpA//mntS//fdhD//relB//eutB//mtfA//mcrB//ccmG//greA//ybaO//rsmA//yidA//uhpB//fdhF//rfaE//puuE//nfsB//surE//dam//cdaR//mliC//glyS//uhpB//argO//
GO_0006352_7	ptsI//lysP//btuB//pabB//
GO_0006353_7	rfaH//mutL//
GO_0006354_7	bdcR//xylE//galR//
GO_0006355_7	yneE//focB//aroE//uhpA//ansB//dapD//murB//fecA//ibsA//cadA//crp//nac//rlpA//frdA//ygdG//cysK//ldhA//recB//aer//trpE//yfaV//amiA//yfbU//mscK//trpA//aldA//ttdR//cyoB//ugpA//rhtB//yagU//pfkA//exuT//hpf//frvA//cobU//lapB//cstA//narZ//yjjU//prfC//ibsB//dcuD//tehA//hprR//nadA//yieE//speD//ampG//sfsA//hpf//pspF//aldB//cydA//arsC//ompF//alaA//ascF//bamC//ptrA//yejB//yjiX//hcaR//pabA//yfcS//ulaE//gloC//sgcC//hemE//yjbG//gor//hcaT//sspA//yehP//gltL//ascG//ybeF//glnK//dkgA//ulaE//fnr//mrcA//mcrA//mgsA//puuA//znuC//iscU//ligB//trmL//ygjH//msbA//livF//rne//agaV//ycgR//fabG//cdd//yfdK//mnmG//mqsA//ymfA//sgcX//casA//hipA//sodC//waaB//adhE//trmH//yadM//ycbU//ftsL//essD//bioB//ycfJ//rihA//casD//frlR//torS//yfdS//coaD//intQ//ggt//dut//acrR//ypdB//asnA//gspE//csiR//ybiH//fucK//fklB//lacI//yfcU//katG//panB//ompG//lpxK//srlB//rlmN//caiT//ybdG//norW//parC//yedA//msbA//gntK//fumC//rsmA//hyfR//cobU//tsx//aceK//ycdY//dinI//fecD//iaaA//yfdO//yidK//ileS//rplN//nrfB//ubiC//rffG//intE//trpA//fryC//recG//cueR//rpsN//dacB//betT//frvR//azoR//gloC//mocA//tyrS//ytfR//lysP//cmoM//leuS//ftsE//cueO//thiI//pabC//flgD//soxS//dinG//argK//melR//rusA//ybjL//yedX//intA//mobA//rluA//ispA//ptsP//fimE//ftsB//yoaA//rpoS//clsA//hofN//fre//yqiG//chaA//yjfF//argP//entH//dinB//folE//rimL//rzoR//codB//mdtL//umuD//flhA//holE//ykgF//yccS//argT//yqcG//patZ//araG//cynT//pckA//bluF//yaiV//atpF//livF//secY//bhsA//rcsD//fepA//yajD//hemF//yfgI//rpiA//prpB//cydD//yieH//nei//truB//motA//hslR//rrrD//fliT//citC//bsmA//ybiJ//rihA//deoA//ribF//aphA//skp//cusA//rmf//uidR//ghoS//hisM//ygcO//
GO_0006357_8	metI//
GO_0006364_9	yobA//phoB//insI-1//rapA//rcsB//sbmA//dxr//tdcA//ydjL//nhaB//yhbX//yggT//chbG//ackA//rpoS//ydeP//rluF//sulA//crfC//chbG//atoC//ibaG//yjhB//hisA//nagD//bglA//eno//ldrA//mutH//fimF//surE//yhjG//murB//pitA//soxS//glgB//garP//ybcC//recO//hldE//ybaM//zapE//opgC//
GO_0006378_8	cadC//adiA//
GO_0006379_8	ygiV//
GO_0006382_8	dnaJ//
GO_0006396_7	ompG//yhbQ//sbp//rbn//aldB//recQ//mrdA//acrF//dkgA//rlmC//yraJ//ampE//nfuA//proB//flgA//ftsP//btuB//tsaC//ggt//hsrA//mfd//purC//potC//blc//rbsD//rpsK//gmhB//gmhB//fixC//panZ//lplA//preT//csgD//ycjQ//ogrK//xylF//rnr//priC//deoD//torD//yggP//bamE//aceK//rhaR//ttdR//ydfH//wrbA//zraR//dgoD//cyoA//yiaF//narP//basS//prc//puuE//norR//dacC//ydbK//mglB//sgcB//lpxH//pdxJ//ycjQ//opgG//mutY//pyrC//hns//cpoB//hofP//bglH//sgcA//oppF//ispU//ydiP//yhaM//smrA//glnL//hycH//chbF//ybiH//paaG//rng//viaA//idnD//fdhF//cbtA//lpcA//zwf//bluF//yraR//yejE//ybcC//ygfX//wzyE//proV//guaD//artI//acpS//yegV//gyrA//arsR//rzoR//
GO_0006397_8	cdh//ubiB//pgaA//
GO_0006399_8	metR//gntT//ulaC//sdhC//ttcA//oppA//rpoA//betA//allD//lasT//truD//trpC//surE//rpsN//ecpR//vsr//flgC//ydcR//emrB//ydcR//nfuA//selB//yoeB//xylE//rssA//recA//yjjG//casE//yeaE//serA//ompF//yahO//cueO//ydjL//ygbI//ebgR//hisS//clsB//sbcD//rutD//tsaD//yjcE//bioA//glcF//acrZ//yihP//mdtC//pgm//sfmD//pdhR//yfcU//cysB//frlR//umuD//tadA//tonB//murP//ftp//rhmD//deoB//mraZ//pcm//ftsX//dgoR//aspC//citG//hycA//cynS//ymfA//yajD//murC//fumC//ygdG//yjjU//ais//lysR//hns//sulA//bdcA//lspA//ybjL//rnb//
GO_0006400_7	ibpA//ulaD//gltX//fdnH//recB//waaA//sdaB//yfcU//nfsB//ydcZ//mdtB//arnB//dgcN//ynaE//gapA//csgE//sanA//dcuB//patD//mppA//rpiB//glmS//basR//yiaF//ybjL//ycgB//cusS//cpsB//xylF//yjhH//mlaE//hemD//yedL//pspG//mqsA//feoC//arnE//cmoB//ppsA//recT//dcuB//amtB//rssA//sapF//ydeO//sapC//cyaA//ykgM//hxpA//
GO_0006401_6	prkB//slmA//ravA//yiiE//pinE//gor//bhsA//flhE//dusB//frdB//malG//ybjG//yehA//glyA//cdd//clpP//yhcF//yjiA//fadR//yjjG//araA//kefF//
GO_0006402_7	ydeT//ompW//potA//ogrK//oppF//metN//glgX//cdd//nrdI//fucK//emrY//
GO_0006412_6	rlmC//ldrD//zapA//ligB//hchA//sfmA//pflB//ydcR//hisH//uspF//flhD//lptA//rclR//yiaL//trkG//eutB//cpdA//xylE//galK//apt//ydhJ//pyrG//tsx//gcvR//ypdA//ybiA//thiL//mdlA//sanA//nuoM//gntU//fliM//adhE//mqsR//hyaA//asnC//nth//pgrR//eamA//btuD//fdoG//hisS//opgB//potG//cbpM//argA//nanK//pphB//ftsN//kup//mepA//
GO_0006413_4	gor//ddpA//cdaR//
GO_0006414_6	yebQ//pbpG//speE//ybeF//rpsA//recD//yghB//msrB//mzrA//
GO_0006415_7	fecA//gabP//purC//narW//yqiH//pspG//pdeK//
GO_0006417_7	pyrL//yiiE//yqjA//adhE//dsdA//treF//yghU//rstB//puuD//kdpB//tgt//panC//ileS//fdx//amyA//ygeA//arfA//tsx//ycbV//fimD//tsgA//ndh//hcaF//wcaJ//trmB//yhjR//mrcB//ybgI//dapA//ndh//rpmH//yijO//yggE//gntR//mtlA//ynfH//potD//pepN//ykgO//
GO_0006418_7	queF//truB//elaA//bioP//yfcF//pheT//treA//prfA//waaZ//spoT//rlmC//hisI//frmA//ampH//spoT//miaB//nei//yjhG//ydjE//rstB//lysR//cynS//cysH//ygeR//argO//
GO_0006419_8	mnmG//
GO_0006420_8	hchA//
GO_0006421_8	yhgF//
GO_0006422_8	adk//
GO_0006423_8	mutL//
GO_0006424_8	htrE//yebC//
GO_0006425_8	yeiG//
GO_0006427_8	yfiE//
GO_0006428_8	acpP//
GO_0006429_8	hicA//
GO_0006430_8	hyaC//yieK//
GO_0006431_8	potD//
GO_0006432_8	allC//ribC//
GO_0006433_8	ydiV//
GO_0006434_8	rseP//
GO_0006435_8	narW//
GO_0006436_8	rseB//
GO_0006437_8	dapB//
GO_0006438_8	mntP//
GO_0006446_8	ebgA//cysU//nrfD//yaaJ//acnA//uhpA//glmU//
GO_0006448_8	speG//infC//rzoR//serA//psuG//
GO_0006450_4	bamD//pgsA//cobC//yiaU//leuA//mlc//pldB//deoA//yjeI//yadK//
GO_0006451_7	betB//
GO_0006457_3	sgbE//ybhS//dppB//osmY//ycbV//fucP//mrdB//murP//dmsB//waaP//ybbW//bamE//ynfK//melA//hdeA//fadL//yfgO//yidR//yeeL//preA//yfjR//rsuA//pbpC//fnr//plsC//prpR//yraN//puuC//yedF//yaiV//brnQ//yadV//ydiQ//pyrE//ribC//rcsA//livH//rplW//hemD//cpxA//
GO_0006458_4	dsdX//hcaE//phnP//ffh//dinD//rzpR//dgcM//dgcF//
GO_0006464_6	mnaT//btuC//rnhA//ybjG//mfd//yihP//crp//arnE//ydeI//gltK//yfdO//secA//pliG//wza//ampE//cysG//hha//ldtD//fcl//rutF//rstB//ravA//chbR//yfaL//gudD//sfmH//tyrR//yafO//yggE//glsB//ymfA//acrZ//srlE//lon//waaS//grcA//rhaT//ybeQ//lldR//ybcF//ftsK//ftnB//yeeL//dgt//lysU//cnu//narQ//sapA//galM//yqcG//tolB//ihfA//manX//cas1//panE//glgA//znuC//xseA//yeeY//ygfX//pbpC//yjjV//yoaA//aes//rapZ//uspB//ynhG//dnaX//ccmH//galP//sgcR//fadA//kdgK//yihT//valS//agaA//fdhF//abpB//fklB//wecB//aceA//yciF//pheM//alaS//mnmA//yehA//oppD//yceO//yghU//yigL//paoC//exoX//clpS//nrdH//murG//fabA//yfeX//nsrR//dnaJ//rpoS//relE//dgoK//birA//ygfZ//pdeL//ompF//nagD//lptC//tus//lexA//frwB//fabZ//recA//slt//hyaD//fadE//nrdH//yfcU//ychH//ycfH//chpS//gatB//yraK//ibsD//fadL//ddlB//yidR//chbB//iscS//uidA//btuF//hupA//yhbX//hisA//flhA//crfC//uvrD//mcrB//insH-5//paaK//tcyJ//mepM//
GO_0006465_6	norW//rraA//sthA//
GO_0006468_7	lldR//nth//zntR//murJ//atpF//gltI//cysE//rapZ//ymfA//phr//kefC//manX//wzc//ubiA//trpL//waaF//ldrA//yiaN//malX//frwD//argF//sdhC//fdnH//yehA//ygfX//tcyJ//yqjH//cusF//yddL//patD//parE//uxuB//ydaV//yhbY//btuE//recJ//pdeK//ilvA//sugE//dcm//glnD//blc//gsiC//mog//ydjK//dtpA//queD//wcaJ//ybiA//cysW//dppC//osmC//pntA//
GO_0006470_7	purA//fadI//dsdA//ugpE//tpx//serB//pitA//setA//ydaN//waaL//nlpI//mdtO//dmlR//fadL//bipA//basR//
GO_0006473_8	pitB//srkA//yfiF//cycA//recD//cysE//kdgR//paaX//yejE//aceK//dgcJ//dnaN//
GO_0006474_6	ybiT//hxpA//phoE//sucA//fadH//
GO_0006475_9	glk//ogt//
GO_0006476_8	nei//aroF//hisC//
GO_0006479_5	kgtP//accB//flgF//aroP//thiE//npr//metI//tatA//
GO_0006480_6	nrfC//
GO_0006486_5	cysW//
GO_0006490_5	ybdR//
GO_0006497_7	gatC//
GO_0006508_5	atpF//dedD//yadN//yahF//ssuE//vsr//yadV//nrfE//guaB//dut//ycjR//nanA//yedX//cirA//plsB//appB//vsr//yjeH//sucB//ycdX//ygeX//puuP//mrdA//csgB//eco//ampD//rimM//ybcF//cobB//fliD//cspI//arcC//uhpC//rplX//clpX//caiE//panD//yfdR//ybdR//ygfI//selD//yeaD//iscR//ybjX//pgpB//argO//rcnR//lacZ//rplF//cirA//grcA//glmS//ypdI//yggD//nrdH//
GO_0006515_7	rhlB//tauA//ydbD//hisI//
GO_0006517_6	ycbX//sodC//bamB//yeeL//
GO_0006518_5	yhbY//lptF//gyrA//holD//recN//rplE//zntR//sgbU//glpF//holA//xisE//thiL//dnaX//tolB//cheA//ybiT//glcD//rseP//sapF//fpr//yaiV//fabR//pbpG//recT//glpR//dinD//exbD//hdhA//rrrQ//vsr//iscU//nimT//hcaD//yijO//iclR//gdhA//dpiB//lapA//birA//comR//ycbV//ygbN//recE//livF//abpA//rfaQ//araE//ompT//nadD//mutY//rplI//gpmA//endA//dacA//ybhR//yqeG//msrQ//tatB//yfdR//tusD//clpS//sapB//intS//yceO//nadD//nuoM//trmJ//ydfD//ppc//waaJ//slmA//yhcD//phoA//yfiR//prkB//artJ//gldA//
GO_0006520_4	phoP//lpcA//prkB//cpsG//fliT//nanR//carB//sfmF//dld//entE//atpD//yqaB//artQ//uspE//sthA//epmB//csdA//yagU//lpxC//maeA//ynjD//nrdH//ldcC//mglC//yneJ//sgrT//rhmR//osmC//yggW//mscL//ybiV//alaE//dnaB//fadA//prmB//paaX//glnL//yahB//ung//dsbA//yddL//recN//borD//leuC//yebZ//qseB//ubiI//htpX//fdrA//trpL//gloA//waaU//eamB//mrcA//lipB//mcrA//ivy//glnH//dsbG//fepG//uhpA//potA//dadA//holA//yfcV//leuS//moaC//yjiM//mazG//insA-2//plsX//yhjB//allD//rclA//fdnG//fadE//ilvA//argP//tisB//gcd//yehB//hns//asnC//gapC//srlD//pstS//yjeI//tag//phoU//glmM//araG//kbaY//kduI//znuC//ycfS//panF//serB//osmY//gcl//yafE//hofC//hprR//rraB//norW//thiH//yeaV//hyaC//thrS//flgC//gapC//yiaB//fieF//sutR//ettA//kdpA//appB//mdlA//cusB//lapA//cheW//decR//rihA//rbsC//hypB//entD//rnlB//rnpA//mqsR//iscU//intQ//pldB//murI//fieF//tsaE//hfq//bisC//yqaE//rarD//fliL//hofP//tsaB//rnhA//lpxH//ascF//yhbX//phnP//dgcQ//yhjV//pflA//glnE//pepQ//rutE//ghrB//yccS//pmbA//mliC//manA//gadW//insI-1//ynhG//secB//paaG//xerD//yeeJ//mcbA//csiD//pinQ//yebZ//hinT//sstT//orn//ypdA//pdeD//ilvH//exuR//mdlB//cspB//yebZ//nirC//rihA//pheS//uacT//hisF//rhtC//tsx//bsmA//ttdB//ansB//moeB//rne//ilvE//ihfB//adk//waaC//citX//clpX//dcuD//gpmA//nanR//sucC//trpR//yhaV//
GO_0006521_6	speB//glxR//cspI//
GO_0006522_7	rnpA//shiA//fryA//entF//trxA//mcrA//arfB//
GO_0006523_8	yejF//yeiE//flhC//rclA//
GO_0006524_8	ydjJ//yieE//yagE//
GO_0006525_7	csgG//ygeA//potC//cusS//eutB//ydcR//cptB//bamC//ubiG//metF//ptsP//mngB//recC//accA//mhpC//ygeV//bacA//pitB//glnK//xylG//lolE//
GO_0006526_8	recQ//yebQ//gatY//hchA//rho//lysC//yggD//yfbS//gloB//mtfA//ulaA//acrZ//ftsL//
GO_0006527_8	nac//znuC//aroG//livJ//rnhB//kch//accC//yajD//yahK//
GO_0006528_6	treC//glnA//cof//ssuA//
GO_0006529_7	era//mdtO//
GO_0006530_7	wzb//rpmH//
GO_0006531_7	mdtG//glgC//yeaD//guaD//asnB//tktB//tqsA//relE//
GO_0006532_8	recJ//aceK//
