#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcnB//feoC//nrfG//yfdG//
GO_0006139_4	cspD//csrA//nhaR//pyrB//ydcO//barA//mrp//glcE//mdtO//ygaZ//metF//ileS//phnO//eutK//tpx//yggT//artP//mrdA//rpmC//fixC//ettA//agaD//treR//glvB//cheY//fucO//ybcM//yigL//ygiV//gapA//ydjH//mreD//dmsB//gntP//rcnR//pepQ//setA//ubiI//hcp//cho//recG//lolA//uhpT//agaC//yneL//ccmG//cobS//alsB//yfdS//gatY//ybiY//motA//acrE//panB//ybjX//xdhB//arnT//cfa//alaA//lolA//acrZ//yihX//hiuH//pepN//codA//insI-2//sgcE//puuR//rplT//mepS//fmt//corA//glcC//lysC//ydfK//rplT//hyfR//thrA//waaC//sanA//murR//alpA//cydD//fliG//cpxR//yihW//yfbU//cyoA//tdcB//phoE//idi//sfmC//lnt//puuE//sfsB//fixB//envR//perR//alsC//nikB//glpT//ravA//abgA//sgrT//dinI//rpnD//uxaA//flgH//bdcR//livH//qseC//ptrA//uvrC//ibpA//yahN//msrP//ycjY//dsdC//cyoB//xylE//cysH//gntU//kgtP//yqeA//pdeH//mutH//tusA//yifB//glnH//yfdO//ralR//wcaC//afuC//rlmE//yfaU//rmf//dmsC//csdA//ypjD//mpaA//yjjX//yggP//dgcT//arcC//gspE//uup//cobT//tyrR//yeaV//alkA//mlaF//mcbA//mprA//cfa//bcr//atpE//clpA//zapD//yehA//xylR//uxaB//mscK//hpf//ssuE//cyoA//eamB//ydfD//btuE//paaK//yghO//pspG//pfkA//paoC//cspE//rpsK//rfaG//orn//betI//yhjC//ybiA//glnK//efeO//deoR//hpt//dcuB//hns//pcnB//yhgH//cdaR//yohD//hcaF//insH-6//crp//gmhB//yehP//yhaM//ugpC//nlpE//waaO//rsuA//ilvI//sucD//tpiA//cpxR//dhaL//agaB//deaD//trmB//relB//hipB//fimE//mglA//cutA//nfuA//dgcT//bioD//sdhB//cytR//pdhR//hisB//yjhI//clcA//tyrS//iraP//envR//fdnI//fliM//ycbX//aspA//cpoB//frvB//torD//phoA//kdsC//fabA//insE-1//torD//atpH//rfe//arnT//nudB//menH//agaV//yiiM//ymdB//hisI//bluF//pepQ//waaH//rng//sgcR//ldtE//emrD//hcaT//yfcS//fliM//pdxJ//hinT//tdk//ycfL//greA//ymjB//galP//lacZ//ydhJ//speG//hflD//ppx//yfeO//tnaC//modA//mog//glcF//ebgA//elfA//lysR//sspA//glgP//pyrL//argD//bluR//rzoR//sfsA//lptE//glxR//ydfG//pgl//hcaC//fes//fecC//napC//uxaB//mnmA//folE//yajR//ybhP//flgA//mepM//fimH//cstA//fliM//pstA//gmd//mutS//dinD//ubiE//sfsB//htpX//pepN//yahF//ydaC//ykfM//ycbB//ygcO//yfcU//glpD//cysZ//add//gltP//frdA//purA//uxuA//mdtC//psd//nuoL//bhsA//napF//yebQ//frdA//rlmN//yehY//tilS//pstB//chaC//ibpA//abgT//mntR//mrr//ycaO//ilvD//ynfE//mdtL//yqaB//mlaC//galF//yidL//nrfF//ydiV//tabA//fecB//alsC//rnc//ybcM//nemR//pta//glpG//hyi//tyrS//bioA//hda//erpA//narV//insB-4//paaK//iclR//rplS//rffG//caiE//flgF//gstA//hofP//dcuB//fabH//tar//ccmE//insH-5//recD//dppC//yhjX//adeD//arnB//cspD//chbG//tdcG//rutD//nrdH//narP//ibsD//malE//gatZ//cas3//grcA//purT//hsdM//yfeR//insI-2//eptC//serA//dusB//dnaJ//ybjD//glcA//hybA//fadM//hldE//ytfP//gsiB//katG//serC//murI//codB//kdgR//fdx//livH//macA//pheS//hiuH//coaD//exuT//ypdC//srmB//msrB//csgG//kdpC//shoB//yjjG//insI4//ppk//msbA//cbtA//ydeT//treR//rluE//atoB//fliM//glgA//aspA//dsdC//lpoB//yecS//purL//hybB//pspC//kdpD//tsaD//hcp//rsgA//rimL//cheY//yggX//thiE//acnB//lexA//frlC//ligB//csgF//fixC//copA//bglX//accC//trkG//yphB//hslR//araG//tadA//ttdB//cptB//eno//exbD//dtd//prmC//waaU//eutR//dnaX//btuR//mntS//cheZ//dtpA//recG//yaiP//ybjN//dcuR//pinQ//queA//sdhA//fimG//fixC//fliL//ynbD//frdA//ynjD//fruA//xseB//rluE//yphD//glyA//ghxQ//yiiD//lldD//mdtJ//ftsA//rplT//gcvT//secG//bglF//dppD//rnpA//yeiE//puuP//mgsA//yedA//nrdF//lpxB//pstC//ttdR//yhcH//queD//recT//dld//rlmE//fryB//lldD//dut//eutA//hypC//yieF//glpX//argA//umpG//kdpB//ybbN//tdk//birA//yehY//paaA//dcd//oppB//cbtA//rpsT//torY//cspG//clpA//ydiB//yidD//napD//ymdB//pykA//nadA//thiI//yiaU//ppx//cysB//fliL//ycbV//uvrC//metN//yohD//clsC//tufA//mlaF//ilvE//birA//yiaT//dnaK//ycjY//alaS//yqcC//rarD//ompN//ddlB//mcrB//xylF//rdgC//yccS//aphA//aroF//caiF//dapD//tabA//nfuA//elaB//yigB//basS//tusB//clcA//hyaD//ybjN//hyaC//aroP//ybhP//fadH//rpsO//ygfA//fepC//yjeI//lpd//rfaD//cyaA//yfcR//tatE//puuE//yihV//proQ//cedA//psuT//nikA//ompW//nanC//feoB//rluE//gutM//crcB//ybhR//
GO_0006140_6	yidR//yifB//
GO_0006144_6	gcvP//cusC//hybA//srlR//fimG//yjbH//yjgX//coaA//sthA//modB//
GO_0006145_7	yadN//murQ//greA//cspC//
GO_0006146_8	yeaE//prmB//
GO_0006148_9	cbl//
GO_0006149_9	kdpF//
GO_0006150_9	yfgI//
GO_0006152_7	gstA//ibsD//hyfC//mpaA//mlaC//abgT//
GO_0006154_6	mdtO//
GO_0006161_9	trmA//
GO_0006163_6	cmoA//waaQ//kdpF//idnT//hofM//pgrR//wzc//ybaL//chbB//yeeA//ygeW//nlpE//aaeA//chbF//alsE//cysG//rhtA//argC//relA//fes//intF//hemH//gltL//gltK//argF//maoP//intE//nanC//mnmG//dfp//thiM//yjhH//prc//metH//rfaB//selD//ygbM//yehB//rhaM//smpB//folE//nadK//recC//tqsA//fimD//xseB//sdaC//recT//gmd//viaA//aspA//paaF//agaD//cysW//
GO_0006164_7	exbB//patD//ydiO//rpmH//nlpI//asnB//rbsR//bioD//fieF//yrfG//rpiA//fliA//ydjE//pcnB//hsdM//argH//nadB//intS//pgm//dosP//rsmJ//insA-2//pbpC//rluF//dapF//blc//yrbG//yqhC//rpmJ//rpsN//gcvT//fimC//btuE//wzb//narZ//pgi//sgbE//sdhD//mazF//ytfR//
GO_0006165_7	yagG//ybhA//ftsH//dacD//rplI//ugpA//rmf//ynfF//cbpM//secF//sfmD//rcsC//dgoD//pheP//mepA//paaF//mdtA//tadA//yiaF//
GO_0006166_6	lacZ//hofO//
GO_0006167_6	dgoT//
GO_0006168_7	ushA//ycaO//
GO_0006171_9	arnD//
GO_0006172_9	nrdR//
GO_0006177_9	cfa//bdm//ghrB//
GO_0006178_7	yfbR//
GO_0006183_9	ymjB//
GO_0006188_9	bglA//yfaL//csgE//appC//
GO_0006189_10	intA//ycaN//
GO_0006195_7	dcyD//yciF//
GO_0006203_8	cmoB//ibsC//
GO_0006206_6	agaA//bipA//wcaB//gsiA//alsC//mltB//ldtA//tdk//rne//glcE//proW//yciT//modC//skp//cyoE//uxaB//sdhE//ygeA//ycfJ//yagG//metH//mscL//kup//ltaE//sdhA//csgA//
GO_0006207_8	gpt//gsiD//frvA//yqaE//ptsG//
GO_0006208_7	soxR//yaiP//pgpC//cbrA//metK//malE//insI4//rapA//gudP//csgE//yqaA//rlmB//mrdB//
GO_0006209_6	nemA//
GO_0006210_8	phr//
GO_0006212_6	ybgI//recE//puuB//treR//yhaJ//cutC//napD//bglH//ppk//aaeA//dnaE//
GO_0006213_6	lysS//yqiI//yggD//kdpB//gadE//flgA//trxC//lyxK//hokE//htrE//rbsD//nrfC//citC//nikC//ssuA//trpC//
GO_0006216_9	galK//
GO_0006217_9	torI//
GO_0006218_9	radD//
GO_0006220_6	lrhA//waaH//hicA//rplB//cadC//cmtB//cof//cydD//lgoD//nemA//elfC//ybiW//erpA//ynbC//fliT//rpsH//znuB//tag//envC//ratA//
GO_0006221_7	yqeA//btuD//mrcB//ulaE//fabD//cytR//hcaC//yfdK//rseB//lpoA//nikA//ilvM//rutB//
GO_0006222_9	ulaF//
GO_0006225_9	arnD//
GO_0006226_9	cueO//wrbA//
GO_0006227_9	ruvB//
GO_0006231_9	pgaA//
GO_0006233_9	araG//
GO_0006235_9	glsA2//
GO_0006241_9	hyfF//
GO_0006244_7	nagE//flgA//rtcB//nrfA//nanS//yraH//rlmN//
GO_0006259_5	yfdR//fepB//rutR//murC//ygjH//fepD//pepD//ybbW//ilvD//yidE//pyrC//livK//lgt//tnaB//yjbE//sgbE//argD//ynfK//ydjJ//yohD//yqiH//queC//dosP//lldR//mutT//rnc//slyA//ydiO//yibA//ompG//rfaH//hemD//mdtJ//yajQ//puuE//rluC//yjjV//srlE//fliG//smpB//tsf//rplR//glgB//speF//gmhB//ydiO//yieL//matP//ihfB//wcaJ//lacY//insI-2//citX//feaB//cobB//fucP//fadH//gudP//aceA//rpoD//aroC//msbA//gpt//leuD//yadV//ybaK//mipA//rutE//ascB//deoD//queG//tyrB//yeeY//ybhF//ybhF//torZ//mlc//borD//rplY//rhtB//modB//artM//ydiV//pheA//araC//ccmA//speF//cbeA//yciK//cedA//betB//lpd//zipA//ilvM//ghoT//fdnG//erpA//btuB//yigB//dcuB//lysA//yraR//ttdR//rlmN//ytfP//yqgF//cysI//gatY//cysB//lpd//cysB//yciK//mcrB//yejF//paaF//hcaD//hyi//etk//waaJ//mprA//rna//agaW//nimR//cecR//lipB//rbsK//hupB//csgA//tcyL//argG//dgcM//hldE//accB//ymdB//paaX//bepA//dcuB//trkA//pheA//lolE//garP//bioH//ynaI//wbbK//fadJ//aspS//yagJ//cysC//
GO_0006260_6	tnaC//sdhC//yedA//ychH//apt//rplL//tolA//gmk//flgJ//fucK//waaB//fliS//ppiA//fliT//trpGD//yafO//ugpA//ascF//galM//bamC//yfdO//
GO_0006261_7	yqeF//ascF//satP//yeiG//mdtQ//kduI//yaaU//garK//sthA//rutR//rarA//cydD//
GO_0006265_6	trpR//cusA//frdA//kbaZ//gpr//
GO_0006266_6	yfcQ//eptC//nagB//
GO_0006267_5	yjbH//
GO_0006268_9	nrfB//uup//yfhH//
GO_0006269_6	eutD//
GO_0006270_6	glpD//miaA//zapC//wcaJ//hypA//pgm//
GO_0006271_7	minE//rrrQ//wzzB//
GO_0006274_6	rbsR//
GO_0006275_7	uhpB//rplS//cysP//waaJ//cusA//paaK//nirC//atoC//yraK//
GO_0006276_3	aceF//yaaU//cydD//torA//pfkA//yraH//ghrB//waaQ//
GO_0006281_6	ruvA//ubiC//bamE//ddlA//gadB//rfaC//atoC//murR//marR//nuoE//nhaR//yegD//yadN//dosP//pepD//ribB//glnH//ydcR//ybaL//ygdG//rarA//purL//nanT//aceA//nadB//glpD//nhaA//xylG//apaH//gltX//speE//pitB//pgsA//setC//hcaR//cysW//yjbB//ydjM//ptsG//hisM//nfi//coaE//secM//flgF//hcaR//prfC//panE//surE//potF//intE//lysC//mglC//insI-2//dauA//tdcG//
GO_0006283_8	holE//
GO_0006284_7	cheA//fliA//asnS//livJ//yoaB//acs//
GO_0006285_6	idnD//ynbC//napA//frvA//fnr//
GO_0006288_8	rpsB//pdxH//
GO_0006289_7	adiA//murA//
GO_0006298_7	ghxP//hypD//otsB//yjjX//mrp//dsdX//lysA//glnE//raiA//hdfR//
GO_0006301_7	mipA//yeiL//yiiD//cheW//
GO_0006302_7	nfuA//hyaB//hdeA//sucA//ybhG//focA//sdhB//rpoD//pspC//
GO_0006304_6	ttdR//ccmF//ubiH//dcd//garP//rimJ//galS//ccmG//yjcO//
GO_0006305_7	cho//deoB//rffG//truB//
GO_0006306_5	ymjB//yeeL//phnI//cpsG//
GO_0006307_8	galT//hypA//ytfE//ybjC//arsR//
GO_0006308_6	wcaC//tsaE//mak//lapB//cbeA//hemE//appY//rluD//fabA//ydiB//fimD//yadC//
GO_0006310_6	fhuB//nuoB//hslJ//gltL//yhjA//hscB//yhaV//cadB//ivy//lepB//fadB//citX//cspA//dctR//csgF//caiT//tsaC//aroD//cmk//surA//eno//yraN//rpsN//lhr//lldP//caiB//ycfH//ansB//fkpA//lacY//nupC//uhpT//kefG//evgA//glyS//trpR//focB//nlpD//aspS//ravA//secE//selA//add//
GO_0006313_4	guaB//pdeD//menB//cyoB//frlR//ulaB//mqsR//
GO_0006323_7	elfC//
GO_0006325_4	nanT//
GO_0006351_6	yrbG//lpxM//atoB//ogrK//birA//rzoD//hfq//nuoE//fryB//exuT//yhiM//puuE//pyrF//dauA//fhuF//nikD//eptB//appY//yjjW//potH//speE//ssb//pppA//rzoD//yejF//argP//nrfD//ridA//entB//cynX//pyrC//kdgT//thiE//pykF//pdeD//ilvM//fhuB//lrp//ygaH//gatB//dapD//yciG//sucB//rhtC//ascG//yhfS//ynfL//iscR//miaB//yfdK//gcvP//ycfL//flhD//apt//mntR//dxs//infC//yccA//cnu//lpxT//ycbU//abpA//yidQ//lysS//nrdG//pflC//ugpB//tdcB//aes//hemA//galR//trmO//cyoC//kduI//cecR//zipA//ftsL//glyA//ybcJ//baeS//mog//cytR//yojI//gldA//trpGD//uspG//glnQ//uspG//era//nudC//araC//paaD//coaE//rsmB//clpX//napA//opgC//paaE//pgm//frwC//rsmA//sspA//yciG//glcD//cysA//bioA//yfdO//phoA//cusA//rnc//wcaB//hdeD//lldR//pgpA//ruvA//trkH//leuO//adeD//ddpX//
GO_0006352_7	asnC//dam//yjcO//panZ//
GO_0006353_7	yigB//phnK//
GO_0006354_7	insE-1//nimR//dnaG//
GO_0006355_7	mcbR//dfp//hybB//ygbM//galE//fklB//bluR//tqsA//def//prfA//cpdA//gsiC//pspF//pinE//skp//nhaB//yraJ//lplT//insI-1//ibsB//mngB//crp//hybF//phoB//yieH//glnP//cysK//deoA//asmA//hofQ//fabB//nhaR//fhuB//fhuB//rnhB//yddG//nrdB//pyrE//amtB//dusB//yahB//cysB//prfB//nudF//cvrA//zraS//murJ//rutR//yddL//rof//mhpD//tdcF//csgA//paaB//minD//gnd//rclA//aroH//wecC//fhuC//pbpG//fimE//basS//ynjA//sbcD//hicA//mltG//ilvD//yhiM//rfaG//uhpB//tsaD//ykgO//rpsI//fabB//thrS//tmk//hypF//dnaN//fklB//nuoI//seqA//yhdZ//ptsG//malY//degQ//hslO//rutB//rsmI//pnp//tolA//recT//osmC//xylR//rsmI//pta//rpiR//fadD//ttdR//dinB//metE//pitA//dmsC//entE//hslU//deaD//seqA//cpxA//rpnB//aroH//hcaR//codB//rhaM//yciT//ypdF//phoE//yqiI//serC//srlR//ybaT//yefM//fliK//deoD//ilvE//caiD//clpX//recB//casA//rbfA//rnc//mrdA//rne//waaB//ycaO//sfmC//tolA//fruB//yggX//rhaM//fadI//citE//holD//mug//yfcR//yjaZ//proB//rplI//ydhQ//rrrD//tehB//codB//paaD//yadI//rutE//ftnA//ynaI//ubiF//manY//ldtA//phnI//queE//glpK//yhhZ//cptB//narU//nupC//nmpC//adeD//sbcD//frr//phnP//flgC//xdhB//yidH//yheT//katG//pgi//ymfK//pcnB//yceD//mtlD//narU//msrA//abpB//nrfE//ygiS//waaH//umuD//yggW//yoeB//chbA//xylG//aaeA//recB//ldtC//rusA//tsgA//yebK//yiaN//ygjH//arsC//ugpC//proX//dsdX//flhC//treB//elaA//mrcA//aroH//aroL//pepB//dacD//argK//cobB//queA//mraZ//fucO//lptE//gsiC//deoR//zinT//ftsB//paaA//hisS//dcuD//rcsF//ulaC//yggP//thiI//feoA//dppA//nikE//nhaA//opgB//kbaZ//cvpA//gutQ//yhjA//gcvT//wecA//yahN//tabA//yhiM//prlF//tehA//hycI//acnA//sucA//uhpT//pncB//ycgB//rplT//dppB//rnhB//rplB//pckA//yphC//rfaB//glnK//lolA//hflC//
GO_0006357_8	eutR//
GO_0006364_9	ttdR//deoR//selA//yfcV//bisC//cydD//ynhG//rplT//yhgF//ycfJ//nrdA//hemH//ptsN//nfsB//slyD//hslJ//yeeO//fdoG//ybiV//fis//betB//fdnG//mltB//nusG//ampH//kdpB//clpP//yejE//sodB//psuG//psuG//higA//yjiA//mprA//leuE//narG//alpA//ribC//wecB//aroK//sgcR//yghW//pdeH//
GO_0006378_8	yebC//napD//
GO_0006379_8	ompG//
GO_0006382_8	lldP//
GO_0006396_7	mtlR//gcvH//uvrD//flhA//insA-2//dgcE//ampG//uvrA//garD//nsrR//yfcQ//leuO//rseP//yhcH//acpT//yobF//dnaX//proX//hisP//ytfQ//truA//nudC//insI-1//potA//puuP//msrB//ymdB//phoQ//envY//pspA//dapD//cspE//puuE//fdx//yadM//metN//ndh//bfr//uxaA//nimT//bglJ//gshB//rffT//treC//ghxP//fliM//glpF//arcB//gapC//ybhD//yieK//rpsK//nrfE//yfcG//tehB//cnu//tsgA//clsA//pdxH//pfkB//clpP//zapD//rfaB//acrA//folD//ygjH//alaC//yjtD//lacZ//ybdZ//recR//ygeA//gloB//yfiC//hisH//yceK//galT//galF//lpoB//gloA//ypdC//rhaD//pheS//rfaE//guaD//lsrK//rluD//lpxH//rlpA//acpH//moaB//gapC//pagP//ldtE//fadB//xerD//ydiQ//sulA//gmk//ada//rep//hisP//
GO_0006397_8	emrK//amiB//manA//
GO_0006399_8	bamA//gatB//adiY//dppA//feoC//dinG//napB//entD//yhjC//ruvC//hprR//glgA//yfgJ//nemA//yddL//glnK//insI-1//chiP//rlmL//fieF//clsA//gcvP//sucB//cydC//ulaF//nlpE//pstC//pbpG//sxy//ydfD//pth//cobB//yqjH//folP//ynhF//tolR//recG//mnaT//yhcN//kbaZ//mlc//cpdA//ypdB//yebZ//udp//fabA//yfjV//dcp//lamB//cheW//dnaT//eutA//gntU//mdtM//asnC//ssuD//yqeG//kefG//aceK//ydjJ//gadC//dcm//cysP//yeaE//dfp//ybdG//rpsN//trmO//proV//ydjL//yjeH//citC//hokB//yqiG//phnM//menD//bipA//fabI//glnQ//cobC//ansB//ltaE//
GO_0006400_7	yaiV//ybaM//ykgM//pyrB//ykfM//tdcR//mpaA//cof//dinB//evgA//dppF//argH//yfcF//rlmF//cmtB//lexA//rbsD//yjiR//allD//rzpD//gspI//ssuC//uidC//mfd//ybgQ//rplS//yibH//idnD//gudX//mntS//lsrK//lsrB//ecpR//sthA//ynaI//rpsK//yejA//maeA//gstA//malZ//sufD//dhaL//yiiE//yajQ//ruvA//fhlA//mnmA//hisB//marA//
GO_0006401_6	serS//glcE//secF//nsrR//ybaE//queC//zupT//prc//ydbK//yhaJ//rnr//lpxC//ybcJ//yjiQ//opgD//puuB//hycI//nirD//ispB//psuG//treR//yidA//
GO_0006402_7	cusB//parC//macA//bioA//prs//hisP//rlmH//opgC//cpdA//acrR//rpmE//
GO_0006412_6	eamB//gatY//cysW//rpsB//yhdW//sgcX//sohB//hrpA//dgt//cyoC//tgt//waaQ//yhaC//ilvL//yidR//rpsA//radA//yhbQ//glpR//ispU//lysR//lolB//fruA//lgoT//sfmH//rluF//ugpE//cueR//argR//ruvC//fabI//yfbV//dacA//ynbB//apt//prc//napB//nirD//trmD//dxs//atoB//mzrA//ulaG//ycbX//thrA//bdm//gltP//ibpA//phoE//ibpB//garK//
GO_0006413_4	yfjR//tamB//grcA//
GO_0006414_6	gloB//gmk//lptF//glgA//pbpG//recC//ybdO//ykfI//aroB//
GO_0006415_7	nupG//dgcT//ydhJ//araF//uhpC//yecS//tnaA//
GO_0006417_7	flgB//nuoI//pgpA//hofM//hdeA//dinG//ibsD//fepG//nagA//hupB//frwB//torY//glmS//sgcE//yddL//uxuR//ybdG//pflB//rfbX//afuC//sdaC//yhaV//cyaA//yeaE//moaD//dusB//argD//atpD//puuB//borD//tcyN//dsbG//ldrB//yadM//patA//frmB//yjiX//lolD//pdeL//
GO_0006418_7	glnD//lolE//ulaR//fliD//rplJ//ribF//tusE//grpE//lysO//ydcM//recJ//mhpB//yjbE//setC//pcnB//yccS//rimK//ccmD//radA//yahI//waaC//flgJ//frsA//yhaC//holD//
GO_0006419_8	yfcV//
GO_0006420_8	yaiV//
GO_0006421_8	yqjH//
GO_0006422_8	cysB//
GO_0006423_8	fixA//
GO_0006424_8	sstT//yafE//
GO_0006425_8	ompF//
GO_0006427_8	kefG//
GO_0006428_8	cspE//
GO_0006429_8	tauB//
GO_0006430_8	argE//yeeO//
GO_0006431_8	rhaD//
GO_0006432_8	lsrC//moaA//
GO_0006433_8	lrhA//
GO_0006434_8	hldE//
GO_0006435_8	glgC//
GO_0006436_8	fabB//
GO_0006437_8	rstB//
GO_0006438_8	zur//
GO_0006446_8	adeP//narW//hisC//yggD//thiD//fixA//fucK//
GO_0006448_8	gspF//frwD//ampD//ydfD//actP//
GO_0006450_4	pgrR//cbtA//rplJ//oppF//iscX//ycjD//mdtA//folD//trpGD//gcvA//
GO_0006451_7	gloB//
GO_0006457_3	recN//argR//dinD//yejB//uxuA//dgoA//kbaY//phnP//ybdZ//moeB//exuR//rnhA//wza//nhaB//yjhH//arnF//ybjI//yhcD//pgaC//hybD//ybeQ//mhpR//rpoA//galR//fadB//cbpM//lpxH//oppB//treA//yihW//dauA//zipA//trpA//ynhG//cyoE//yqiJ//lapB//narZ//rfaB//metE//
GO_0006458_4	yhhZ//hcaF//tdk//yidD//tdcB//yjgX//torS//yciT//
GO_0006464_6	ugpC//hsdR//polA//trmD//prfA//prlC//lpxK//eutN//yadM//mdtB//rihA//cedA//mreB//yebG//iscS//trmB//hrpA//pgaB//yiaB//yihT//dcuC//fryA//rclC//yfbU//dinD//ssuA//arnT//efeO//yajR//dmlR//intZ//dgcM//mdlB//fadL//recR//gabD//phoU//opgB//hisA//baeS//tusD//ldrA//trmH//ffh//trpL//panC//trpR//rcnB//hslU//mhpC//nadC//decR//rrrD//panC//ghoS//lsrC//ycfS//rhaA//xapR//pinQ//tyrS//lplA//yidZ//dut//hycB//citX//queF//trxA//rplS//fixA//hyfR//tauC//tatB//pgl//ybiT//emrK//entF//gltI//bglH//ddpX//iap//fepD//yiaU//glpK//hybC//sdhD//ychF//ytfR//insH-5//abgA//chaC//dppF//ybeF//waaU//cbrC//ycjP//ubiH//tyrB//yeeY//lolE//preA//dgcM//xerC//gmd//cyaY//rlmJ//kdpE//yeiE//djlC//phnO//tcyP//ispG//kilR//torI//mnaT//ygeX//kdpD//kdpA//rzoD//prpR//prfA//yddL//acnA//kdpD//frdC//fdnH//cbpM//hemE//ibsA//ldcA//ymdB//yafC//ybgQ//emrY//rcsF//insE-1//fhuF//rep//zupT//ygfI//sufS//kduI//
GO_0006465_6	mdlA//hprS//uidA//
GO_0006468_7	agaA//rsmD//ybjL//yadN//rluD//pepT//rnhB//rne//soxR//dhaR//amyA//ynaE//umuD//yfeR//fabG//mqsA//ulaA//dsbG//srkA//galU//lsrD//yhhZ//rep//nanK//livH//ychO//pgaC//ldrA//yeiE//yaiP//glnQ//putP//ychF//feoA//trkH//ilvD//torI//yfiE//tmk//frmA//fdnI//ykfM//ftsI//ydfK//hcaR//yhhZ//ybcC//yifB//paaD//viaA//envY//gltI//ravA//
GO_0006470_7	rodZ//cpdA//tdcR//atpB//rraA//fes//sucD//narJ//glnS//ilvL//waaO//fecD//caiB//oxc//ulaE//iscS//
GO_0006473_8	psuG//dgcZ//slyD//pinE//yahK//rffT//rlmA//mngR//recB//rhaA//cysI//csgD//
GO_0006474_6	yhiM//potF//sppA//mutY//elaD//
GO_0006475_9	ansA//fruB//
GO_0006476_8	dkgA//lipA//ascF//
GO_0006479_5	phoA//ycjP//napC//proV//dhaM//gadX//sppA//ssuB//
GO_0006480_6	fdx//
GO_0006486_5	pitA//
GO_0006490_5	fucO//
GO_0006497_7	panZ//
GO_0006508_5	yihL//lpxL//secD//purF//pepD//rluE//ydjE//ybhR//rhlB//xerD//rluC//iraP//lsrC//rsfS//fadJ//rpiA//mraZ//pgsA//cobS//rrrD//nikR//tldD//rpmF//insI-1//dhaR//pspC//hycB//minD//tap//priC//yagE//mdtO//yehP//hcp//rpnC//rclR//ppsR//gltS//flgG//galF//bdm//yfcP//yddM//bisC//psuT//ydcI//napC//nikB//yeiE//malY//yiaN//potB//ycjW//cspG//acpT//
GO_0006515_7	ydjE//yahN//yahO//yfeR//
GO_0006517_6	sgcB//hcaD//sgcE//dmlA//
GO_0006518_5	hicA//rlmN//potD//pheT//bisC//dicA//ttdR//yegD//phnM//moaD//ybhS//yqjI//uxaA//thiM//umuD//alsC//pgaA//cho//glpG//patZ//queE//ygiV//agp//bioD//dtpD//sodC//cca//insI-1//metG//qorA//crr//uidR//fimG//hyfR//ibsC//bglA//mcbA//yidL//metB//frdC//ymgC//setC//lpxD//narX//rpsJ//arnT//ogrK//prc//gcvA//yhaM//rfaQ//hflX//minD//hypE//nei//borD//tatA//selB//puuA//suhB//tdk//rlmD//dnaB//apt//aldA//clpA//sbmA//yihX//yeaK//rfaD//ibsE//asnS//fabB//nanT//speF//fbp//hycB//
GO_0006520_4	nikR//dcuS//ssuD//yfaU//ghoS//yaiP//ppiA//srmB//nupG//rpsH//ribF//cysQ//cysG//ompN//abgB//ybiS//waaG//xanP//rplS//dcuC//sthA//ibpA//hemH//ybdH//oppD//dedD//tktA//nagD//atoS//xylE//cspE//pitA//ispU//ispH//hycA//mdtD//lexA//yjhB//pppA//oxyR//speA//ddpA//cobB//gadA//yihU//rnt//cobB//torS//yaaY//aidB//ydcT//ldrB//araB//waaQ//oppC//focB//srmB//topAI//kdgK//rutE//dadA//caiD//ytfT//ribB//pdxB//cydB//dpiB//lptF//ydjL//yhbQ//rpnB//fepE//zitB//insA-1//ycjY//thrL//casC//dsdC//moaC//aslB//lpcA//thiE//paaK//shiA//pykA//frmB//mazF//lyxK//selB//murB//cpxR//cobC//thiM//eco//phoP//ruvB//ydjM//rfaH//uidR//hisA//fimE//nupG//rlmG//emrD//ymgF//rhlE//dmsA//dcuR//yhjC//ascB//ybjD//srmB//mukB//ilvN//talB//mntH//cysQ//rplP//ydeT//ccmA//dcd//glvB//pgk//fdhE//mocA//sixA//napB//hypA//ubiI//rlmG//ykgM//bglA//lptD//msrA//rplC//tbpA//cobU//sfmD//rlpA//idnO//mtfA//sucA//fic//cspA//glgB//lsrC//acpP//era//ygcR//dcuR//gntU//serC//yieF//ibsE//mdtA//pdeR//narI//yidD//gpt//glsB//mhpC//kefB//mraY//acpP//adiC//lpxM//dicA//lysC//paaJ//chbC//secF//yfcS//pheA//ddlA//mnmA//glxR//yjjB//nikE//miaB//pgaC//cpxA//yejE//dgcQ//ypdA//glgB//pheT//deoR//dppB//thiM//dgoA//rssB//infB//cadC//grcA//bipA//ymdB//rpnC//aroL//ibsB//pinQ//ttcA//syd//
GO_0006521_6	rnb//cho//fhuB//
GO_0006522_7	glpR//recC//oppD//dxr//macB//ygiV//hypF//
GO_0006523_8	hdfR//fimA//galE//speF//
GO_0006524_8	agp//yfeX//lpp//
GO_0006525_7	sucC//pdxJ//yhjR//tatD//sutR//lpxP//pyrC//mutH//ubiD//sbmC//garP//yghB//ybiA//wzb//kdpD//dnaA//yhbO//rnd//lpxT//livJ//nupX//
GO_0006526_8	bioD1//ydhK//slyA//serA//pspD//kefC//dhaK//rffG//murR//allB//glgA//slmA//sbp//
GO_0006527_8	nrfF//chpS//maa//nfo//lysS//minC//mdaB//agaV//kduI//
GO_0006528_6	ycbX//yedA//nuoN//tbpA//
GO_0006529_7	zitB//yijE//
