#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zapA//yggT//narK//murR//
GO_0009451_6	paaZ//dcuB//kefG//fliG//aceK//luxS//dld//rbsK//yidK//wzb//paaZ//ypdC//hflD//ydhJ//prpC//ihfA//ldtC//frr//lamB//maa//recQ//ahpC//zwf//ubiI//hisF//araA//yfdR//holE//argK//yidP//phoP//ygjK//trkA//ibsC//qseB//scpC//pgpC//ydjM//lysC//glsA//cbrA//argP//tauA//yiaJ//yahK//yabI//ygiN//putA//yrbG//yhjR//polA//yegV//xanQ//dsdX//yfbU//tadA//trpA//ssuE//ppx//slt//pcnB//clsC//phnP//sapB//ubiG//metR//modB//yahI//ymdB//hypB//gluQ//cbeA//iclR//xseA//yjiX//barA//modB//pcnB//recJ//cpsG//nadK//scpC//ilvA//
GO_0009453_4	nadC//
GO_0009454_5	mlaE//
GO_0009593_4	rplP//tnaC//
GO_0009597_5	pitB//
GO_0009605_3	ydfG//hemB//mscK//fepE//fucK//thiE//nusG//tatC//phnN//rsmE//deoB//yiiE//srlD//chaA//csgB//lptA//opgB//yihQ//mhpR//cspB//bioP//rsmE//bdcR//treF//pdeF//ubiB//pyrB//waaQ//tolC//selD//insH-6//eno//ybjG//ompW//hycI//glnH//glxK//gldA//galS//rbbA//ldhA//malI//oppD//uacT//accA//yjtD//yiaT//yafC//rzpR//dsbC//insB-4//yggF//chbF//gcvH//intA//hrpA//fdnI//feaR//sgcC//bfr//tcyL//pckA//bamA//chbF//cas1//ompW//mrr//ftsB//napA//sbcC//crcB//tbpA//pepT//nimR//yqeA//hybA//hisC//
GO_0009607_3	ubiX//kdsD//ompA//ycbV//parE//yadG//lpxH//xapB//yafS//purC//ubiC//narG//galT//ais//
GO_0009615_4	napC//degS//nrfE//mntH//dgoK//rpsS//manY//flgA//hyaA//carA//galP//chbF//xylE//topA//
GO_0009628_3	potF//ybiY//pyrD//ulaD//ydcO//rcsF//yqjA//yajQ//yhbS//sdhE//ilvN//garR//iscX//rhtA//waaL//rsfS//mgtL//tesB//rnhB//galP//mscK//preA//hyfA//yjjG//flgM//fecA//csdE//maeA//bioF//mglA//clpB//dmsC//yehA//yiiD//kbp//ypdA//ftsX//ecpR//elyC//pspD//yiaT//ygeX//rimL//waaC//aer//ycbB//rbsA//yjbB//envZ//caiD//ssuD//tynA//gltK//clsB//basR//pdxH//aroB//relA//yibA//yajL//ompG//menB//zitB//trmI//rnhB//ybhS//fliM//ybaM//tehA//bamA//treA//fumB//yfiE//mhpA//poxB//kilR//luxS//flgI//sapF//fdhE//rhoL//aroL//ptrA//dusC//ybeY//oxc//tdcF//yjhB//dacC//lolB//pdeD//barA//iscX//leuE//polB//proP//hemF//flgB//iaaA//clsC//focB//rpsR//dppA//gadX//tpx//yeaV//thrS//ynbC//yifB//hemN//gpr//entD//aer//mrp//rzoD//malE//uhpT//prpC//yceD//tnaB//yraR//cptB//ygiW//eutK//codA//yeeJ//nuoI//dkgA//rlmB//livF//murE//ftsL//uxaC//yhaV//tdcF//gltL//narH//cheA//luxS//cysQ//paaG//glnE//nuoN//csiR//lldR//iscR//bglB//nemA//mtr//rpoA//hybB//ftsQ//cysU//iscX//speA//ubiI//zitB//dcuD//iclR//cbtA//ghxP//ssuC//betA//lsrR//sohB//yfcF//uup//ydfG//ompA//ddlA//sufC//ydiO//der//mazF//rplY//speG//narK//dgoR//tpx//yebK//sdhC//sgcC//carB//sfsA//adhE//yraH//acrA//mraZ//csgG//glnE//mqsR//potF//thrL//narQ//manY//ydcS//ivbL//yoeB//yqiG//cadC//wzyE//dkgB//cysW//rarA//xanP//yraN//yohD//waaZ//pepN//preT//tamB//nagE//potC//ydeI//ybgI//yebS//yfgJ//xylG//hisG//rcsA//yedP//mqsR//oppD//lsrR//eutB//speA//mocA//ybcQ//deoC//sgbU//
GO_0009635_4	clpS//
GO_0009636_4	cysK//mlaB//exoX//araB//ygfI//fepE//aroP//hypT//fmt//fis//kduD//uxuR//gcvT//nudB//mdoD//hscB//pspD//dgcJ//gfcE//csgF//gpmM//rusA//ahpC//ypjD//malK//citC//idnT//coaA//mraZ//agaV//ydiZ//
GO_0009637_6	rutR//
GO_0009651_5	cmoM//psuT//folP//mhpD//degP//cobB//
GO_0009653_3	melB//
GO_0009696_4	rbsA//
GO_0009697_5	yciT//
GO_0009698_4	sstT//
GO_0009712_6	alaS//modB//pheT//ugpA//panD//yfhH//htpG//murJ//fhuC//secD//
GO_0009713_7	ascB//mscK//nanS//yajL//yiaU//hexR//creC//nudG//dinD//
GO_0009719_3	yfhH//smpB//ycaN//
GO_0009730_5	argC//
GO_0009743_5	uxuR//
GO_0009785_5	dgcF//
GO_0009850_4	elbB//rhaT//gabT//lysR//rpsQ//ybeF//xylR//deoR//yfgI//pgk//yghB//yhaJ//ykfM//
GO_0009852_5	selB//yfaL//bhsA//lgoT//frmR//ulaC//yddA//cspA//comR//rplD//selD//yphF//basS//
GO_0009889_5	yjbG//lsrK//yoaB//flgH//tdcG//hcaD//pepD//yojI//nudB//sohB//rlmB//livK//gcvP//rpoA//hybD//phnO//tilS//ybjN//ugpE//speB//hisQ//yaiW//gyrB//argF//ompN//ygfI//paaK//trpS//cynX//hokE//recE//dld//rfbD//rutG//cheY//uspB//galR//mngA//dcuC//betA//insA-1//emrB//frdD//bglH//speF//cyaA//rpnA//amtB//yciK//ybaQ//asnS//ispA//hofM//garL//preA//ispG//dmsB//cpsG//borD//yjfF//artM//gspE//insB-2//waaZ//rpsJ//yraH//panB//alaC//nirD//nrdF//cysB//hemN//pgk//aroG//cvpA//adeQ//infC//tdcD//malZ//hdeA//gor//cbeA//yaiP//prmB//ribB//soxS//pgaC//thrC//yhjG//cmtB//yfgO//yadC//fnr//dcuD//yidQ//htpX//envR//mcrA//srlA//btuB//lepA//ygfA//sucD//chbB//dinD//ydhQ//dcd//sodC//fimC//thiD//tehA//wzc//flgI//greA//ynbC//cmtB//rfaH//yqcC//bioP//pdxY//pflC//citC//kdpA//rpsH//asd//yagF//tyrR//cpxR//aroB//rlmE//eptB//yhhY//thiH//slyD//narQ//yqcG//dpiA//yagE//hpf//lsrK//puuB//oppA//fliM//glgC//ycgB//zapA//uidA//argB//fdoH//phr//entS//hyfA//yebK//yhgF//galR//rplF//recT//cspB//fryC//pphA//sppA//kilR//preA//appA//ygjH//erfK//ycgB//iap//paaH//ybbW//mltC//yiaN//afuB//mdtI//otsA//lacZ//umpG//sfsA//entC//proQ//yfdG//lgoR//dgoA//mtr//ldtC//rapA//mltD//eco//gadE//bglH//dmsB//wecB//ftsQ//lgt//hicA//yehC//dinQ//guaC//pabA//rcnB//holE//truD//actP//sodB//ybhF//scpB//rpmF//narP//ybhR//fepD//lysR//malF//insI-2//wecB//dctA//mntR//zntR//rutB//pdeH//pepQ//btuE//nuoB//yiaF//envY//yiaA//dps//ydgA//tsaB//aroC//mioC//hypB//aaeA//accD//ftsN//nlpE//iaaA//cadC//clsC//nadD//eutA//yjiR//pabB//hycA//yjjQ//yhjA//guaB//mhpC//modC//recR//xerD//yajO//potF//fepD//pgaC//lon//ulaR//nmpC//trpC//ydcZ//yagJ//yiaN//acrF//glsA//ybbN//bssS//ccmD//malQ//insI3//hdhA//pgm//yaiP//dcd//yahB//puuD//acrF//glgS//tag//yadK//zapB//exbB//xerD//ddlB//yehP//abgR//mlaF//ppiA//zinT//hicA//glgB//wrbA//yhcN//deoR//yjiR//arcA//mreB//yjjW//hyfA//mngR//patD//dppD//nfi//cspE//entC//gntT//glgS//yhbY//sanA//yehB//cpoB//dgkA//mazG//ppx//setC//nikB//acrR//yhbS//
GO_0009890_6	rhaD//waaF//dtpB//hybA//ffh//dnaG//yjgX//glpX//hofQ//folC//amiD//yihQ//yjeH//yfjV//rpsQ//rhtA//agaI//ybdN//carB//purB//selD//clcA//bepA//yadV//proV//nemR//iraP//rutD//yejE//pgpA//nimR//argT//rimM//rpe//gltK//murP//roxA//alkA//nikB//mdtA//rssB//dinD//appA//bssS//murA//bssS//hcp//malG//minE//cvpA//cbrC//tktB//csiD//wcaC//csgE//hinT//hypT//argA//aaeA//ppiA//hisQ//glgX//secY//deaD//nupX//yidD//gfcE//yjbB//mutM//ubiA//curA//ybgP//pckA//potC//ccmE//lolC//puuB//fecA//ascF//solA//rstB//uacT//frdB//cpsB//ygiB//yqeA//murF//fklB//fruA//csgB//mraZ//csiD//hofN//gyrA//tolQ//mdtE//ybiO//ybhG//glnA//yhhY//yneL//cusF//rpmJ//ulaR//kefC//srlR//lepB//rho//trpR//tpiA//pfkA//bdcA//ldrB//xisR//yadG//yjbH//yghG//malQ//mqsR//ebgA//kdpE//
GO_0009891_6	yiaJ//narZ//flhC//yhcF//aroC//murP//ybdG//basR//glrK//mrdB//ydjK//rsmB//mlaE//ompF//gpp//mgsA//ribE//mltA//dcuC//nadA//livJ//aslB//uxuR//nemR//tpx//ribC//gloB//pyrH//opgD//elfC//pinE//speG//putP//hycB//dhaR//hchA//puuC//cysM//nrdF//pgaD//nrfG//ibsC//pgaC//pagP//xylE//cysG//lacI//mrcA//nikC//flhC//cyoC//ycjP//slyA//nlpI//fliM//mdtF//gudP//rnhB//clpA//artI//otsB//yfhH//mdfA//mdtC//aas//ybfA//rutA//cho//entS//bglB//rzpD//proA//cheB//insI4//sapD//flhA//bluF//minC//araF//aroB//cysM//kefG//ftp//
GO_0009892_5	cyaA//crp//speB//hupA//bglB//purT//mtn//nuoG//oppF//alpA//serA//sapF//phoP//fecC//cueR//asmA//afuB//ldcA//nagE//yfdR//bioD1//yggT//fimE//plaP//yibF//pgpA//abpA//dgoR//ybcC//yihV//kdsD//hcaF//ttdR//gor//trmL//ydiB//hsrA//cirA//lipA//ilvL//zur//elfG//narQ//bglJ//sdhD//narQ//purF//mqsA//perR//yohD//glgB//dmsC//fdnH//rpnC//yjaA//yraH//dapA//manA//umuC//purL//mtgA//fliS//cra//sixA//fixC//nemR//galF//speE//dmsC//adhE//yijE//fliL//yiaO//ilvD//lsrA//gsiC//garL//ampE//cobC//rhtC//xapR//tauD//yghB//gatD//kefG//ortT//ydeM//rpsS//dsbA//entS//leuS//mnmA//phr//mhpB//glpT//satP//trmL//tdcE//fabR//ackA//cysA//bssS//bglX//rfaD//rlmD//opgG//kefB//basS//appY//ftsL//prpC//yodD//glpF//dadA//agaD//yjhB//rlmC//flgG//insI4//yciG//bamA//yidC//rsmI//rpoA//ybaE//cnu//agaA//cheA//ilvA//fur//pal//ydbD//glnP//fliT//radD//rpe//dgcM//ydiZ//fdrA//glsA//lacZ//dinG//hcaD//zitB//ygcW//rclA//
GO_0009893_5	ynfF//alpA//hslJ//yhiM//ycjU//ssuD//dhaM//xthA//ppsA//cas3//dicC//ydhJ//clsC//hmp//pgsA//gspJ//mzrA//cfa//luxS//glcC//rsfS//yhjR//atpC//accB//aroD//fdhD//uhpC//msrP//abgB//trmJ//mrdB//hflK//fepE//nadK//phoP//rluC//nimT//fabA//puuE//yjjU//mtn//yagJ//epd//ygjH//nudG//creC//yagE//gppA//nhaB//csrA//ampE//rpsQ//ghrB//rpmF//yggD//yehP//ppsR//wzzB//alsB//mnmE//entE//insK//tisB//rmf//fepB//iscA//rzoD//thiE//mdtJ//insA-2//hscC//ychF//citE//rpsB//tauC//ftnA//gltI//nikB//malI//gmd//recG//rzpD//fepE//mnmG//dgcQ//trmJ//waaL//uvrY//nemA//slmA//ldtA//cheR//rzpR//lpoB//lysR//yqjA//scpB//iscS//fdrA//
GO_0009894_5	nanS//truD//pgi//csdA//pstC//glrR//hdfR//agaR//yegV//fliM//nagZ//plaP//coaE//fbaA//
GO_0009895_6	yfjV//raiA//relA//lpoB//
GO_0009896_6	ycjR//ycaO//btuB//
GO_0009966_5	yhdZ//
GO_0009968_6	ruvB//
GO_0009970_6	ynjD//ddpA//yidK//
GO_0009972_10	glcD//
GO_0009991_4	mdtQ//cobT//recF//ydcS//htrE//ydcT//ibpA//uxuR//gabT//ydjK//sgcE//hisC//eutB//ynfL//adiC//hisB//nrfB//aslB//dtpB//cusB//rsuA//murC//rcnB//sdhA//ypdI//atoB//exuT//purN//yafQ//pdxH//dgcN//yedX//frlA//ccmG//umuC//trpL//macB//elfD//atpD//napB//pflC//ytfE//trkG//pth//yegS//ydcZ//insF-1//mppA//argE//fsr//msrP//ilvC//zapB//fes//rcsD//ilvC//fepA//ycgR//tsgA//narP//livM//hdfR//rplR//
GO_0009992_5	yhbQ//tcdA//yfeR//gmk//
GO_0010033_4	recC//puuB//glvC//sapD//cas1//msrP//panC//nirC//erpA//rof//lgoR//yraH//phoP//dkgB//glgC//ybdN//yjeI//hycB//yfaU//barA//yedL//yqiG//aslB//rplA//leuA//paaG//fnr//rutE//ymdB//srlA//citE//azoR//yeaD//ybcQ//patD//rfbB//yjcS//serC//rraB//yjiA//ompT//mlaE//yjjW//
GO_0010035_4	serS//yddG//chiP//secE//gudD//yabI//mepH//bglX//ypdC//bamE//mlaE//rffC//rcsA//cysB//cysS//rplP//ascF//mutT//yjbG//sgbU//rpnB//hiuH//deoB//rsmC//mfd//dinJ//hisC//sgcE//argE//cyoE//cytR//yhjG//uspC//xylR//sgcX//ttdR//abgB//fecC//arfB//tisB//yhcH//cysC//fklB//mak//ygbL//gatZ//eamA//tusE//seqA//ftsK//yeeY//ydcI//ydiQ//fkpB//sfsB//cca//rpsN//dtpD//hypF//pitA//cpoB//dtpC//crcB//yheT//rluC//fryB//fepE//hisC//mrp//yeaD//ybcJ//ibpA//gabP//ulaB//yagF//ycjY//
GO_0010038_5	pgsA//hdfR//thrA//alaE//nsrR//waaC//yieH//cspI//yedL//chbG//solA//yciH//yqhD//nuoM//djlC//ilvB//ulaB//frmR//ais//uxaA//ftsY//hypD//yehT//fabR//asr//ansB//lgoR//ttdR//glxK//argA//yhdH//pspA//phnH//yghU//yfcP//panZ//hscB//bcsA//zapB//bglA//hisM//ycbX//dmlA//glyA//pflA//
GO_0010039_6	fecD//pgaC//rfbB//yoaA//ybjI//melB//rpsG//
GO_0010041_7	livH//ybgP//trmH//ompR//mntP//dacD//
GO_0010042_6	rplE//aaeA//
GO_0010043_6	rutF//rstB//hyfC//ydeT//argO//fadR//
GO_0010045_6	luxS//napA//mreC//
GO_0010106_6	rlmC//
GO_0010124_4	argT//fepB//yhgH//yihS//araD//mscK//holD//insE-1//udk//potF//mfd//ybbN//elaA//
GO_0010133_7	rapZ//
GO_0010139_7	ansB//
GO_0010165_6	groL//pgi//galS//gatZ//chbC//bdm//norV//fecA//yhaO//sfmH//malS//yidZ//cspG//soxS//mdtG//ssb//
GO_0010167_5	aaeA//deoD//
GO_0010212_5	ydjE//glpA//rplW//cyoE//umuD//rluA//melR//ftsW//puuD//hns//cydD//torS//tsr//fetB//atpF//panB//shoB//yhdJ//lsrR//ppx//fcl//yigL//adk//narI//aroK//cyoC//yieL//sucD//
GO_0010226_6	fbaA//
GO_0010243_5	sdiA//minC//alkA//rhtA//hycB//mutS//malQ//rtcB//yhbO//agaS//apaH//pdeL//pfkA//zntA//deoR//rplC//
GO_0010269_5	miaB//
GO_0010272_6	ccmC//slt//pspA//cpoB//rpsJ//thiI//
GO_0010273_4	rplL//lhr//pphB//accC//nimT//fetB//
GO_0010288_6	yibF//
GO_0010312_3	clsC//
GO_0010332_6	pgpA//
GO_0010350_6	hxpB//kbaZ//
GO_0010438_6	epmB//yqiJ//ynbD//gltS//
GO_0010447_5	cueO//lptB//yggP//gltX//kdpE//yfdK//oxyR//acrF//pepQ//rclR//recD//bluF//ung//hisC//atpG//yfcP//yqjI//add//arnE//artI//dhaK//
GO_0010466_7	frmB//rzoD//
GO_0010468_6	copA//lacZ//pstA//yejF//rseP//pbpG//fliM//tqsA//ybdO//nrdR//rlmB//lgoT//rffT//ydeM//uraA//puuC//ilvC//yjcE//ynaI//cmk//guaA//blr//lpp//fimA//yigL//ydeT//murR//iscS//yadN//hisI//oppB//kup//ydiO//nagD//elfD//ybhR//fliZ//glcD//folP//ispF//fimG//degQ//yeaE//yraJ//cyoC//argC//flgA//ygdG//hypB//nagZ//yihL//cysS//ydjK//elaB//mhpC//hdeA//rnlB//flhA//dsbC//moeA//yfeD//ygjH//lsrR//pstB//lplA//ychO//ycjP//ydaC//yjiA//rhtC//ycfJ//rnd//ssb//yjjG//gdhA//ompT//tnaB//pmbA//hycI//coaA//npr//fadH//ihfA//sbp//sufS//yafE//aas//purA//csdA//yghU//ycjU//fpr//htpX//pphA//nfsB//nrfG//exbB//plsC//casC//cydA//valS//katG//flgM//mngR//trpGD//etk//glnP//psuG//tyrB//ydjJ//sdhD//cpsG//guaD//entF//moaE//creB//mtnN//rfaG//yeaD//bioP//yadM//acnB//lysR//lysA//rffT//lrp//aldB//yihQ//ribC//speC//glnD//phnN//yijO//glpG//opgB//argH//yhiM//gcl//cadC//tauC//galU//ettA//rbsR//cutA//pth//rffC//ybcM//argR//glpR//ycbX//trmJ//kefG//yahO//rfaG//nemA//cheR//murD//yfgO//yegV//sufB//yiaN//yraN//tsx//hflD//elbB//add//rpsA//patZ//gatZ//speG//maa//pth//chpS//gsiD//lrp//ppiA//prkB//actP//ygbL//ybiT//nlpE//yhjC//katG//pdeH//maoP//add//dedD//radD//glpB//lysR//sapC//araH//yidQ//hflK//tyrA//caiB//idnD//opgH//rph//phnL//idnT//thiH//lpp//yihP//cycA//patA//skp//ybcF//dnaJ//zapA//yehA//yghU//pheT//livJ//rpsT//htpX//dcd//gyrB//mocA//alaS//yjeH//caiF//ygdG//uxuR//nrfG//clcA//tsaD//fdoH//ygeX//ygcW//aldA//yoeB//relE//yphC//acrZ//elyC//nudF//oxc//kbp//mltG//epmB//fimI//mazG//ubiH//rpe//aroD//yghO//rhaS//nagZ//trmO//yfbV//fryA//lolB//phnI//ygfX//ychO//epmA//yiaT//yafN//pgrR//yiaB//gudD//rssA//gatZ//truC//rhaB//cnu//oppD//ybdR//acpT//ghoT//rfbX//rfbC//agaR//mcrA//ydjH//rlmL//yggE//hcaD//nupC//malZ//yahB//artM//yceD//yidD//yqhC//yidD//yjaZ//ftsB//arsR//ydiQ//gluQ//ynjD//fixC//cspB//yiaL//leuA//wecE//treR//argT//deaD//rpoS//ccmD//dtd//tsaD//rapA//yehY//queE//yjhP//yhhZ//ydfH//uxuB//oppA//fdnH//oppB//glgP//feoC//pgm//
GO_0010498_6	yahK//
GO_0010501_7	rutA//hisC//mqsR//csiD//yedX//gcvR//napC//ybdG//mlaE//
GO_0010528_5	yadM//
GO_0010556_6	ldhA//hxpB//casE//cadA//yiaA//yqaA//tdcG//abgT//zupT//ydaV//galF//hldE//yhbO//atoB//lpxK//flgF//malZ//aroK//greA//ribB//hisD//yhbY//xanP//gnd//yjhC//lpxC//tatD//sgrR//argC//yibF//pspA//cydC//hyfR//cobT//basR//yicJ//gntR//artP//tbpA//symE//rapZ//iscX//yhbO//ptsP//nagD//yidP//ydfG//dsbA//rlmH//mutS//mhpD//msbA//aroK//dfp//fliZ//hxpA//gudX//elaB//waaB//xylR//menE//yhaV//hrpA//yiiM//mltD//clpB//cheW//cvrA//lldP//cutC//lptD//malF//alaS//xanQ//frc//nupC//sucA//ydeP//mzrA//emrD//hofM//rpsE//napB//yciK//chpB//nagB//pstC//msrC//artI//aroA//paaX//adiY//speF//fre//dinJ//mtr//yhjD//narV//rihB//eptA//kbaZ//ydhQ//yodD//rpoS//zraR//sanA//ftsL//emrB//frvR//oppB//trmB//nuoL//ilvI//prmA//yfcQ//bamE//ydbK//rusA//ybiH//fimH//leuB//yeaD//mtnN//focA//uxaC//nfuA//clpS//hns//orn//ydjH//eamB//tusC//glgS//chbF//rpmG//dapF//thrS//thrA//pdxH//gatA//waaG//trxA//rplC//bioD1//amiA//metQ//hisS//cpxP//csiD//sdaC//yhhY//ppiD//yccX//hdeB//ybaL//ymdB//ybhJ//ybhD//lolB//rplW//sfsB//nuoE//mdtA//entE//arfA//hdfR//murF//tisB//aes//borD//phnK//yafE//iraM//pspD//waaB//phnJ//proX//dgkA//cusB//flgD//yhgF//xerD//dmsA//epmB//surA//zraS//yaiP//yrfG//purT//yhgH//codB//fdhF//rpiR//yidH//nudG//yfcU//yagF//yiaL//narV//ubiC//pdeD//purB//btuD//lsrA//map//cycA//mlaD//tauD//torI//fryC//eamB//yihO//thrC//insI1//cysU//phnO//tas//sodC//ycfL//insA-1//fadD//ompC//dnaK//treR//ykfI//mdtB//yheT//ghoS//uhpC//cutC//fabH//folA//aqpZ//lpoA//cas1//rne//tatA//galT//gmk//mtn//ygiV//caiE//lpxB//pth//dnaA//rzoD//dctR//rpoS//mglC//pgk//ybbN//fes//cspB//rdgC//tolA//rplC//frmB//sad//pinR//baeR//glxK//galS//ybdZ//rsmF//rpe//ybiX//yciG//yhdX//hemF//tauA//glpA//hinT//kdpD//rlmD//citX//murQ//ssuC//umpG//msrB//pspC//ibsE//umuD//rfbC//insK//kgtP//ygcO//hemN//insI-1//lptC//rpiR//idnD//cyoD//murQ//galF//minE//menB//galF//malQ//alsE//katG//guaA//lexA//fabG//casE//argK//pdxA//pyrL//hcp//satP//acnB//nupC//ygeX//
GO_0010557_7	yhaM//wzb//ompG//gcvT//dpiA//sucA//atpA//ycjQ//ybjL//yqcG//hflX//ygaZ//rbbA//evgS//nadC//treA//nrdI//yjjG//aidB//mgtL//aqpZ//yfaV//rutF//ccmD//yajL//ybaT//prc//alkA//ymgF//serB//hrsA//dnaK//yjiX//dtd//ydjL//mdtG//psuT//sapF//murG//mog//ycdY//ymjB//topB//clpX//pgl//acpT//hicA//yfeR//malF//rplI//creC//ribA//casA//nrdR//kilR//uvrD//sstT//yciT//yehC//gntK//fdoH//ynfL//katG//dinJ//cueR//ilvC//gph//holE//uhpA//ydhJ//tauD//ilvN//yeiG//rpmH//pykF//mdtE//ynfE//zapB//folM//uhpA//deaD//rbsA//
GO_0010558_7	asr//intE//rimJ//mhpA//ftsK//ycjW//bepA//ydhC//glnP//murQ//casE//rpmH//rplY//mppA//ydiK//cadB//yddM//mngR//mdtP//yjbB//syd//bepA//ratA//sdaA//pta//sdaB//accA//alr//ribA//ccmD//proQ//moaC//rimK//kdpE//cueR//hypB//yahB//serC//ubiI//rsmJ//ais//fadR//ampH//dgcM//pphA//yqiH//gatC//rimL//yidA//galE//trpGD//bacA//wcaB//rlmD//yefM//menD//ltaE//pcm//evgS//mhpR//kdpB//hofN//sodB//npr//yfdO//fdrA//yafN//rpsL//casE//lgoD//pdeL//ydaV//dcuD//yajL//potD//ybcQ//sapD//gcvP//ubiX//pheM//glxK//wecB//treR//lptA//yejF//rpsP//cadA//intS//aroH//hybB//gcd//holA//ulaF//yeaV//rplD//ybaT//ybcQ//holA//luxS//dusB//nanR//flhE//copA//csiD//eutB//surE//rutA//basS//yidE//glsA//mipA//iaaA//hofO//tcdA//brnQ//bcr//xylR//hofM//ydeE//tatE//
GO_0010562_7	manA//folX//
GO_0010563_7	pabB//hxpB//
GO_0010564_6	hyi//hisC//lgoT//hofP//nanK//
GO_0010565_6	pgpC//kdsB//rplW//ycaN//yhjX//lptA//
GO_0010604_6	ybgQ//ydiB//rpmF//hdfR//rplR//smrA//dhaL//phoU//glpC//yjaZ//psd//talB//cyaA//mglC//mngR//alpA//ygeX//yifB//oppF//lolA//paaF//ddpX//frlB//mltC//fumB//cobC//rfbD//paaE//basR//yiaN//nusA//abpB//mutT//icd//hemH//arcB//ttdT//minE//cyaY//hdeA//gyrB//purA//htrE//nhaB//argG//ispA//yfcP//pgaA//dusC//umuC//rof//fadK//cvrA//rhaD//alaC//prlF//ycfH//cysC//malQ//yejF//pcnB//hypA//deoC//ybeF//ydeT//ttdT//panB//uxaC//yqaA//yjjB//insA-1//rplI//panB//ynhF//rbsK//nuoE//iscX//yajO//sspA//waaY//insA-1//yijO//speC//evgS//fimZ//fdoG//macB//ybiW//ybjC//gluQ//yjjG//acs//pncB//
GO_0010605_6	hprR//ybjC//mioC//asmA//yajQ//ahpC//nanE//tsr//acrF//mdoG//ycaO//yidE//citC//appB//mdaB//comR//abpB//fdnI//potI//paaB//rffC//menI//cyaY//gshB//mlc//mtn//rsmE//ispG//dcuS//csrA//gstB//yghO//hslO//yefM//rfbD//wecC//qorA//mazG//ygiV//yjiA//yehC//dgoK//tynA//corA//yfeD//lptB//yfbU//osmF//iraD//yjjQ//mdtN//rutD//yahD//ackA//dppC//aspS//rhsD//yiiD//waaU//tufA//manA//ybaO//yjcO//lapA//ompL//gstA//ftsA//hemG//moaC//pitB//deoC//yagE//yjeI//nadK//acrA//rfaD//yehP//ybaK//ahpC//yraH//yfiC//cysB//rpsH//hrsA//tolB//gshB//argH//csrA//nadD//yodD//eutR//yaaA//yfhH//nanE//yciV//yfcF//mntH//yihO//lolC//hofQ//rcsD//hybC//tehA//yfdC//tus//yqcC//metG//queC//amiA//rnt//nepI//ybaT//patZ//yeaG//ybdZ//dppC//mltG//aes//elbB//nagK//waaJ//yihO//pyrB//rutD//dppB//prpC//cusR//holA//rstB//dnaG//mntP//dtpB//potB//gmk//thrA//dicB//pliG//pepN//mscS//yahN//dnaX//gutQ//tolC//tsaC//
GO_0010608_7	ygbL//cysD//pabA//ghxP//bamB//yfcA//cysZ//hscA//ycdY//msrA//pfkA//trpE//yqhD//dicA//pyrC//patA//hflX//truA//cysQ//alaC//ampH//hiuH//ybeY//gpmA//ymjB//caiT//iraD//priC//napB//narY//potE//ugd//opgB//uvrY//feoA//insA-1//arcC//rfaB//rodZ//fmt//gpsA//lapA//prmA//dgoT//
GO_0010628_7	ubiI//mdtB//exuT//galP//ymgC//deoR//tktB//queD//topAI//rnlA//dapB//acrA//rutR//ilvI//rseC//adhP//rne//patD//miaB//adhE//exuT//srlA//rluE//rluF//rbbA//tldD//tar//cusB//fryA//yhjA//ridA//rimJ//etp//fadM//creC//gltD//gcvH//rbfA//fimC//gsiC//pspC//nlpE//ydhK//secY//tyrR//yqeF//fdoI//yegD//aroF//osmY//hcaE//lacI//shiA//napA//insF-1//rbbA//puuA//nusG//rfbB//xisR//uidA//flgG//ydcM//ycjY//rplO//ygiB//sucD//ushA//ttcA//glk//narX//tauC//potA//yciA//rutC//yiaL//ydcT//rseP//gadE//rbbA//mocA//ubiH//hdeA//
GO_0010629_7	yraK//nuoG//rihA//tufB//entB//yfaU//ldcA//trpD//yajR//tpiA//bioF//rimI//gspF//gshA//nrdR//tusC//dnaT//casE//gnd//scpB//mrr//holB//mdtN//malF//emrY//hemE//yghU//thiG//pyrD//znuA//ulaG//argA//pliG//mqsR//yoeB//ybcQ//ydcO//yhjV//artJ//cpxP//nmpC//crcB//abpB//amyA//ptsP//pdeH//ydcO//fucK//mutL//mnaT//glyA//fliK//aes//yqeG//cedA//ulaR//ftsH//xisR//der//cspC//galP//moeB//flgA//arnE//cbrA//cbl//uacT//rlpA//pabB//ibsA//yhcF//mepA//ydaV//rmf//hcp//yedF//yciH//fadM//bdm//def//yjhC//ptsN//ynbB//hemG//acs//galM//ydiB//ybaK//dcuA//lon//glnP//mhpB//phoU//waaY//tldD//yafS//kup//spoT//ileS//sgbE//frsA//yajQ//lldD//yhhY//setA//moeB//atpH//murQ//glpB//nanT//priB//galS//rpsK//ubiD//glyA//cecR//murC//fdnH//allR//acrA//caiE//rayT//hcaR//cstA//cpxA//glyS//dicB//mtnN//
GO_0010638_7	dacD//lspA//
GO_0010639_7	mrdB//serA//yggP//
GO_0010646_5	tdk//
GO_0010648_6	moaA//
GO_0010675_6	mppA//nuoG//spy//copA//narV//ynfF//
GO_0010676_7	mfd//trg//
GO_0010677_7	phnK//
GO_0010699_4	exbD//nusA//
