#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	scpC//rutF//narQ//ygiV//
GO_0006139_4	hscB//purT//aroE//msrA//orn//yhaJ//cysD//hisH//ftsB//dcuC//xanQ//opgB//tnaC//yegV//dacB//xseB//mdtG//rtcB//cpsB//ybjG//casB//pepD//tmcA//ybcC//sbcB//intE//tomB//folE//glnL//ygdG//hofQ//rimM//copA//rfbX//ugpA//emrE//dsbD//wbbK//galU//rpmG//yahI//metC//ycgR//btuC//mdlA//znuC//artJ//appA//ynhF//mhpB//ptsN//xseA//acpS//psuT//tdcG//nuoL//nusG//ebgA//hypA//ygdG//folE//dnaG//hyfA//tap//sapD//yiaU//rplC//ldrA//tusB//kdgK//ftsX//sgcE//nudB//hslO//srlR//ybeF//ybhS//tnaB//rlmF//ydcO//paaX//ptsG//creB//pstA//mltA//recD//iscA//clpX//dgoD//ycjY//ravA//lpoA//upp//leuA//paaG//abpA//fhuB//yeiL//yadK//dgoA//hybC//minE//phoA//yadK//fecD//ykgA//dcuA//rpsP//dnaT//potA//tnaA//recN//cdaR//entE//moaE//dsbB//phoR//dhaR//apaH//tig//ibpB//zntA//yhgH//waaU//garK//hscA//sixA//lplA//rbsA//ptsI//soxS//znuB//rhlB//flgK//dapF//purA//ffh//elfD//ulaD//sufE//bamB//yoaB//ybdG//ogrK//rpsL//fdoI//pheP//hisI//yhdH//mtlR//elfA//kduD//yeaD//yhdW//pbpC//modA//rapA//nanS//baeR//prlF//dcyD//mqsR//kefF//degP//zraS//asd//rplF//queE//cpdA//sspA//argG//tpiA//rutC//tatC//narZ//artP//metQ//gadE//rplI//infC//melR//thrB//fepA//mcbR//malG//tufA//murR//hybO//sapC//rnd//hisF//hcaT//ybdO//yejF//aroB//dps//eamB//yfaX//folE//pta//asnB//hldE//ppiC//ycgV//hprS//ivy//yfcS//yqiJ//gadC//dsbG//ulaB//nadD//alsE//glsB//flgG//bioD//prkB//galS//scpB//yhbQ//yieE//ruvC//ampD//lrhA//yhbX//tdcD//yhgH//perR//oxc//rcnB//dapF//sixA//phr//yjtD//rdgB//sodA//rpnC//emrE//gadA//ydhQ//yegT//thrA//gntK//accB//fucK//sfsB//fdoI//yggD//gcvH//ivbL//mnmG//hpt//gloB//livK//fdnH//fimI//mntS//ilvM//prkB//yihX//emrY//waaO//ybgQ//minE//iscR//panD//fklB//norV//blc//phoP//fecC//ydhQ//yadN//mukB//bioF//nepI//srlE//xapB//tqsA//sapB//bioP//fruA//ccmH//mdtL//rpmC//rpoD//glpG//lyxK//mntP//dsdC//cynX//plsC//gapA//murJ//secM//xylH//eutK//ompT//frwC//eutK//argP//ppiA//kbaY//ydaV//proP//frwC//waaH//sucD//sfsA//kefC//ibsE//yjbH//ydbK//fdnI//mscM//dxr//csrA//glnS//hypA//nuoL//ortT//phoR//tcyN//tdcF//deoC//nanK//hda//dnaA//ybfE//gudD//pheP//leuE//amiD//dacA//leuO//serC//btuB//cmtB//gluQ//glgX//udk//tmk//rfaD//yajL//yqiH//yihT//bacA//ygeX//trmJ//rclA//ydiQ//mscL//gsiC//aroK//kefG//cusC//rcsF//mlaE//ybiS//ybaQ//ftsK//fdnI//cpxA//mlaC//moaD//patZ//rzpD//torZ//aldA//shoB//wzb//insF-1//tsgA//mdtL//sdiA//avtA//yjjU//yafS//lhr//bdcR//lysO//thrL//mcbR//citX//tolB//hcaR//fixC//ftsB//nrdE//lsrC//pyrG//ybcF//gor//dppB//yhdH//ydiR//murF//ynfK//yjjW//yabI//slyA//murI//umuD//fumB//fliT//ogrK//cydD//ybcF//insI-2//hyaC//fadH//cusS//insI1//potB//rpsT//waaJ//queF//relB//hemB//caiT//tsaE//hemG//mug//pyrH//gudX//ybcM//dacB//tatC//flhE//eamB//cbl//yafE//yjeH//fabZ//xseB//rlmE//mngA//yehA//paaK//elaB//flgB//yjbH//yafQ//hyfR//lysR//cvrA//mscL//ybiW//fdnG//dcyD//ibsD//ddpA//dinQ//ilvC//qseB//pabA//yqiI//acnA//gcvR//hslU//mutT//ugpA//clpB//rdgB//bioB//ugpC//insB-2//atpF//agaD//bdm//nuoG//yqiI//lysC//dgcJ//mngA//cspG//uxuB//ccmH//cheB//yhbX//envY//ampH//livJ//mlc//uvrB//aaeA//mukB//csgD//acrF//rluC//fdrA//yfgO//fucA//elaA//ibsE//ligA//aas//frmB//gpt//hxpB//pitB//argC//yhdJ//bamC//yiaF//waaU//crfC//hchA//asnB//yaiP//mrdB//tehA//dkgA//yebC//adhE//ykfM//xdhB//mdh//msrB//ibaG//dcp//topA//yghB//yeaE//pgrR//yfgI//bfr//glmU//nadB//wzc//lrhA//hemB//nanT//fabA//gstB//cspD//yfcF//syd//actP//essD//cmoA//waaF//prpB//nrdE//truD//ynaE//gadA//rsfS//aldA//cusR//rpmE//alaS//crcB//ydeP//norV//ansB//nrfF//ycdX//sad//queE//dgcM//fhuC//tpiA//sanA//dnaT//sspB//nanR//flgH//lyxK//selD//gatZ//hybF//yhcN//ldtC//eptA//cydD//speA//sfmD//ilvN//paaC//pitA//lptG//rpsR//rplM//nac//fryB//trxC//pgsA//ybhA//yciH//dnaG//dinB//xylH//ruvB//tmcA//hokB//thiD//entE//flgM//treB//narP//hprR//clsC//ygbL//hybE//manY//emrE//tatA//hcp//yeiE//entF//btuF//ygbI//
GO_0006140_6	hyaC//exbD//
GO_0006144_6	pyrH//rpmF//tsaB//otsA//ygfX//malG//yeiE//rppH//rep//ybhS//
GO_0006145_7	hisI//gatC//amiC//nagZ//
GO_0006146_8	elyC//ftsZ//
GO_0006148_9	cynX//
GO_0006149_9	ruvB//
GO_0006150_9	cspB//
GO_0006152_7	setA//xanP//panF//yibA//kbaZ//bamC//
GO_0006154_6	aroP//
GO_0006161_9	plsC//
GO_0006163_6	tmcA//ftsL//yfcR//yciT//aroG//hslJ//lolC//rpiR//kefG//deoD//cdd//rbbA//ynhF//ydcP//arcA//arnE//mutT//yoaB//yaaJ//manY//rhmR//yrfG//shoB//envZ//ygiW//abgB//emrD//proB//cstA//recX//ybfE//nikR//ftsB//amtB//glcC//metF//wbbK//ribF//tufA//ampE//garP//rplA//rpnC//sbp//gudX//sgcB//yidQ//trmL//sbcC//prpB//pepQ//rhaA//clsC//adiY//
GO_0006164_7	argD//pyrD//hybB//rnt//rlmA//murA//uspG//pfkA//yjiR//ycbV//tdcE//rnc//melR//pliG//narL//recG//nrfF//cstA//clpB//rffT//comR//yfiF//brnQ//ftnB//elaD//ppsR//nimR//deoC//recO//ydhJ//nagB//dcyD//nrdI//ygbI//gspJ//mhpD//ilvI//nuoE//queA//ibsC//
GO_0006165_7	satP//narK//lysS//yigB//ybdZ//elaA//glnA//ybeQ//panZ//casC//ribB//eutK//sfsB//deoB//ariR//argB//yqcC//nuoB//oppC//
GO_0006166_6	znuC//narJ//
GO_0006167_6	hpf//
GO_0006168_7	mutY//mntH//
GO_0006171_9	rsgA//
GO_0006172_9	feoC//
GO_0006177_9	yaaY//alr//ompW//
GO_0006178_7	nudF//
GO_0006183_9	glpR//
GO_0006188_9	ccmD//pdxY//panC//potH//
GO_0006189_10	ybdR//ybgP//
GO_0006195_7	holB//fdnI//
GO_0006203_8	pspD//tdcE//
GO_0006206_6	brnQ//nrfA//lpxM//etk//pgpA//grpE//katG//ftsE//acnB//rzpD//nudB//dhaR//fdnG//mscM//bioA//lsrC//hisS//csgG//mrcA//dnaC//lpxM//recC//yfcQ//ybbW//nagZ//rarA//
GO_0006207_8	zapD//dnaN//hsrA//frdD//ppc//
GO_0006208_7	yigL//rplK//pepQ//gutM//agaD//ynfF//tufB//htpG//ybiW//bglA//yehA//yqaE//ymdB//
GO_0006209_6	nagC//
GO_0006210_8	ybiO//
GO_0006212_6	rpsM//aphA//narY//rbsR//waaA//hyfC//rfaQ//artM//epmC//cysU//hdfR//
GO_0006213_6	cusA//flhE//rffH//rsmE//adhP//ygbM//dsbA//nrfB//pdeF//rbn//alr//glcA//ugpC//hflD//yeeY//sgcR//
GO_0006216_9	hicA//
GO_0006217_9	abgB//
GO_0006218_9	ybfE//
GO_0006220_6	casB//ispA//ybeY//yfiE//insI4//dld//elaA//rssA//yqeG//dinJ//ratA//ybhG//hisI//pflC//fic//cobT//cheW//rayT//intA//hemD//
GO_0006221_7	viaA//cysW//rutB//murP//rfaG//uidR//rpmJ//metC//rzoR//ybcL//glxK//qseB//torC//
GO_0006222_9	mscK//
GO_0006225_9	ribC//
GO_0006226_9	sseA//xylA//
GO_0006227_9	glcC//
GO_0006231_9	proV//
GO_0006233_9	mhpC//
GO_0006235_9	yjcS//
GO_0006241_9	narY//
GO_0006244_7	holD//ydfH//ddlA//sbp//mepM//gpr//torC//
GO_0006259_5	rph//yhcD//tmk//valS//sgcR//rstB//pepT//pdeD//btuB//gfcE//dgoD//narG//dnaG//mutT//hns//lptB//yhjG//rplS//yhaO//gfcE//nanE//nrfG//hisB//fumA//pyrC//dsbB//appA//hexR//mrr//asr//plsC//cysK//holA//amtB//ynhG//srmB//nagA//aroH//rbbA//apt//fecD//cheY//thiQ//folC//ygeA//arnA//yaiP//tyrS//rbsD//csiR//pyrC//narQ//yddM//setB//frc//rclB//fixB//lhr//sgcA//uhpC//folX//gadB//mobA//alaC//lsrC//asnB//mltB//araE//rpmA//sodA//rph//torY//artJ//ynfL//rpmH//ftnB//psuT//insK//rnlB//yebK//etp//rlmB//ybaE//arsR//panF//dedD//nrdG//focB//rihA//yeiG//holA//xapR//hsdR//bamC//folX//ydbD//wecA//ybhS//ybiX//moaA//yebG//mobA//modA//rof//gudP//sodC//atpC//fepE//maa//moaC//yhaO//yehC//ugpB//crfC//yghG//fsr//ubiX//argR//setA//ftsH//gabD//narZ//mtlA//fiu//yebZ//paaX//yadV//mgtL//zinT//dcuB//yddG//ypdA//menC//puuR//ftnA//katE//yiiE//fcl//leuE//gatD//osmC//folD//ibsB//yfeR//uhpA//ivbL//psd//potB//
GO_0006260_6	uidC//vsr//yceK//sppA//lysU//dcuS//yafO//glrK//acpP//narZ//putP//mutT//pfkB//dxr//yadV//aslB//gppA//rpsG//glnA//kefB//gcvR//
GO_0006261_7	hyfA//tamB//murI//fecC//yhdZ//sdhE//nusA//hchA//bhsA//gatY//yebS//zraS//
GO_0006265_6	lysC//crr//hisB//pphB//ttdB//
GO_0006266_6	malX//nanS//rbsR//
GO_0006267_5	aldA//
GO_0006268_9	moaE//dppD//idnD//
GO_0006269_6	purF//
GO_0006270_6	mdh//yihQ//ttdB//cheA//rpsQ//prmA//
GO_0006271_7	lacZ//rplL//ssb//
GO_0006274_6	yafO//
GO_0006275_7	mnmA//paoC//macA//xapA//ftsZ//recQ//yjgX//tesB//nfi//
GO_0006276_3	modA//ybfA//groL//holE//nemR//pgl//rsmA//paaK//
GO_0006281_6	mrdB//sfsB//mlaB//trmB//artP//yfeD//ybdO//rlmB//gatB//melA//yieK//gloC//pgpA//tas//nadD//folM//polB//fimF//napB//pstS//yfcS//mraZ//sad//ruvA//malQ//lldP//cspD//pstC//kduI//nikE//pdhR//thrL//fepE//mdtA//lldD//mnmA//nrdR//hokB//ruvA//spy//trpGD//mazG//ppx//ibsA//rlmA//guaB//hofP//pepA//dusC//yajL//sufA//paaB//yejE//thiL//leuE//
GO_0006283_8	accD//
GO_0006284_7	mutY//kduI//artM//yhfS//hyfA//chbR//
GO_0006285_6	copA//ftnA//spy//ybcQ//hybE//
GO_0006288_8	stpA//ybiI//
GO_0006289_7	yaiW//tomB//
GO_0006298_7	pfkA//nudC//cysH//glmM//frlC//narG//thiM//frdD//hemB//tamA//
GO_0006301_7	mnmC//dpiB//manY//ybjG//
GO_0006302_7	yjcO//tsx//ravA//minE//paaX//fryC//ytfR//plsB//narG//
GO_0006304_6	yeaE//yfbS//ftsW//argO//yohC//folP//chbG//cdh//uspG//
GO_0006305_7	appC//iscR//dbpA//idnK//
GO_0006306_5	dnaQ//lacY//ybhD//eutR//
GO_0006307_8	panD//mppA//nadC//phnO//rplW//
GO_0006308_6	yijO//dppC//ampE//eptC//uxuA//azoR//mepA//dicC//cyoB//cheR//nadD//yaaY//
GO_0006310_6	glcA//mdoD//mdtL//hyaA//dnaJ//uidR//wbbK//acpS//mazF//ybhD//zraR//ynbD//lplA//lsrD//yojI//kdgK//queE//pldB//ychF//gapA//alaS//yggX//fliS//pdxK//roxA//sfmD//deoD//eptC//frr//lasT//folD//ydjL//ybiO//yhjV//arnT//glcA//msbA//clpS//iscX//appB//holE//insA-2//chpB//
GO_0006313_4	narW//argF//ulaF//uvrA//dgoT//lpxK//rpmH//
GO_0006323_7	kdsC//
GO_0006325_4	lldR//
GO_0006351_6	yfiC//glsB//ugpE//nlpA//hcaB//hcaC//hipA//nirD//hcaT//ypdC//rssB//opgB//fumC//minC//deoA//scpB//phnK//eco//tsaB//prmB//intE//kduI//sgcR//paoC//fdoG//cheR//dam//hybF//gudD//glpG//eutB//iclR//accD//ralR//metB//cvpA//ybeQ//cusB//fepG//satP//sgcB//asnA//opgH//lysA//flgF//yhgF//pnuC//yfhH//ynjD//elfG//lpxL//nsrR//yfdS//ycjQ//paaA//rph//mdlB//poxB//yjcS//mrcB//mtnN//glvC//glnD//gatA//tusC//yaiV//potA//yjjV//maoP//aroK//rffG//ybjL//yfbS//btuF//fimH//hxpB//aaeB//ycjD//yggX//ydjH//mtlA//gloB//tolR//fliZ//tmk//rpnD//bcsA//uhpC//rimI//yjbE//tatD//narW//ugpB//holC//uvrB//dgcN//hofN//yecS//intS//ybiS//yghU//lptC//tldD//aes//ygaV//atpF//tpiA//ypdI//waaH//topAI//nlpD//arcA//caiF//insH-5//yicJ//rzoR//bglX//casD//efeO//
GO_0006352_7	nikE//cysS//yneJ//ydjM//
GO_0006353_7	argS//aidB//
GO_0006354_7	rpsP//ppc//argB//
GO_0006355_7	rpsB//ccmE//gatC//ravA//rpmC//lolA//tcyL//glgB//potH//pflA//glnP//gatC//fecD//torZ//yegV//mgsA//htpX//lacY//amiA//yfcA//xerC//pstB//citX//folA//lacZ//mlaB//sulA//eutD//yefM//prfC//ffh//mdtN//rutC//speE//yggF//proQ//trkA//flgJ//yjjQ//pbpC//ybbW//blc//acrE//hybE//appY//ychF//yghO//lpxB//yhiM//dxr//pnp//miaA//pyrL//galF//ftsL//clsB//ttcA//paaA//hldE//lrp//epmB//cvpA//yjtD//cbrC//mhpB//clsA//fliD//hemD//rusA//trmH//yegD//fdx//yifB//flhD//murC//livG//dicA//fecC//modB//ynbB//bglJ//tcyJ//yieK//ypdF//livM//fdnG//ypdC//yadI//waaS//afuC//lpoB//ispF//nlpD//yidE//elfD//mdtA//yafN//patA//uup//kup//nanR//ampG//ydeM//tgt//yfiR//ortT//tcyL//fimI//rtcR//flgB//bipA//amiB//alpA//mgrB//fepE//ldrA//trpE//yfgO//atoS//mfd//lldP//yeaG//sfmA//fimH//ycjY//ybhP//elaA//ibsE//pphB//glpK//folP//caiD//secY//torI//ldtC//apaH//elyC//aphA//pyrF//artP//uhpA//dhaM//ybiT//uidC//yihP//glnP//artP//entF//yfiF//hemN//nagE//yfaV//gcd//yhbS//uspF//gshB//hypB//cheW//wcaC//yiaJ//fliL//hycB//tpx//intF//ccmG//glnE//cheR//purL//ybiT//sulA//nfo//uvrD//gpr//mdlB//mqsA//tusC//sulA//lysR//glk//gshB//pfkA//frdD//panZ//tusE//ptsN//pldB//yahO//mcrA//ypdC//nadB//cecR//xylA//ycfJ//nlpA//recX//copA//ybhR//arsC//pdeF//entA//ydbK//eptB//pabB//tcyP//psd//fhuF//ttdA//hcaF//tdcG//dicC//hokE//recO//dctA//otsB//rpmH//dgcM//nagC//gcvH//narV//scpB//wzyE//rbsR//dinJ//nuoE//potG//fpr//hcaC//dpiB//rluE//lolD//alaC//coaE//fepG//nuoE//yraJ//cysD//appC//rpnD//mlaF//gadC//insI-2//ddlA//ampG//sapF//ascB//proA//rffC//cmk//aas//mutT//groS//tktA//cra//polA//dsbD//yedA//ycaO//aaeB//malG//ygdG//yceO//
GO_0006357_8	galP//
GO_0006364_9	rraB//cspB//yadI//dmsB//trpC//sapF//artI//uxuB//trpGD//malY//fhuB//phoU//hyfF//holE//yhhZ//gmd//insI3//arsB//ptsH//ppx//uvrB//ydiP//fdoG//paaH//sbmC//ybfA//flgA//dps//crl//dapF//mdfA//rsfS//rzpR//lpxP//yiaT//trpS//yaiP//rmf//baeS//insH-5//nikR//etk//yihX//
GO_0006378_8	fimA//sstT//
GO_0006379_8	yehD//
GO_0006382_8	selD//
GO_0006396_7	fixA//ygiV//slyD//mazG//yedA//wecA//ygeA//hscA//ydiK//dicC//cysQ//ade//osmF//dmlR//rpsH//rfbB//rbbA//btuE//yfaX//gfcE//yobA//rnpA//cof//gpmM//rbsK//nikB//asr//manX//insI4//ttdR//cydB//yehY//psd//yraK//chbC//dtpB//pspF//tatC//otsB//arnT//lolA//osmC//truB//cspB//ydfD//ribD//mepS//ridA//dgcQ//rrrQ//yahO//cyoE//crfC//sufA//frwC//folC//kilR//yodD//trmB//fdrA//tadA//yjiX//araA//puuA//gutM//skp//fryA//metH//ansB//yghG//glnQ//ttdA//ung//ybgP//mdlA//fadM//ldcA//insK//yoeB//cmoA//clpA//ycgB//tolQ//ubiG//yfeX//nrdA//acrF//aroA//folA//recN//mdtD//xylH//tehB//mrcA//dmsC//mgtL//uhpT//rsmF//nimT//yidR//ffh//arcB//
GO_0006397_8	aroL//dinB//rpiR//
GO_0006399_8	yjiX//rpsB//intE//rbn//yhaV//dcm//der//yjaZ//rutR//otsA//priA//astB//fimD//lysC//pyrC//dgcN//helD//epmB//sdiA//yhjD//ydbD//idi//sufD//dxs//ubiH//yjjW//cmk//cspB//ileS//ybaK//csgA//fryC//def//mazF//intE//hycH//ymfA//yjfF//adeP//fepC//yfcP//torZ//adiC//melB//ydfK//cbeA//galF//minC//yfcS//hisP//nanS//metE//xylB//envC//pal//acnB//acnB//trxA//yjbE//mgtA//luxS//dppD//yggE//yhcN//yfiE//nanR//mtr//rplR//rhaA//arsB//tdcA//cpxA//nrfB//dsbB//pspF//yfjR//edd//hicA//queD//deaD//copA//argA//
GO_0006400_7	rutE//yfbS//pepQ//cysK//pykF//aceK//agaV//mioC//rfaB//sdaC//yqiH//yiaO//manX//pepD//patZ//yjhB//gpmA//rarA//kefB//pta//ybiT//yjjU//poxB//livJ//wzzE//rimK//agaV//pmbA//ybdH//cysN//yciA//xanP//elyC//metK//gatA//fepC//hyfC//nlpE//yjbF//spy//potD//matP//aceA//aroA//mlaC//sstT//hemL//flgA//dgcZ//
GO_0006401_6	maeA//mrdA//otsA//yojI//trmA//caiB//cyoA//hupA//pnuC//rfbB//rcsD//trmI//agaR//rpsS//lpcA//fkpA//yagE//ahr//yedP//serS//ivbL//dppC//
GO_0006402_7	ftsQ//rutB//mepS//tdh//iscR//yccA//truA//purF//nrdD//sgcE//prkB//
GO_0006412_6	rpmG//ulaG//gspE//ibsA//agaI//ydaC//uvrY//ivy//kup//ymgA//aaeA//gatA//mdtA//hisG//yhaJ//ompR//yedA//fdrA//lgoD//dnaX//pmbA//fepB//dcyD//sfsA//norR//ftsX//sdiA//chaA//ribB//dnaA//gltS//livF//ydeO//hsdR//trpS//mhpD//casD//iraM//csdA//yggP//dusB//pepD//pspD//thiE//hdfR//chaA//nuoI//essD//pgaB//yeeA//gshB//
GO_0006413_4	yehC//eutB//dppB//
GO_0006414_6	rzoR//ytfP//yjiR//yqeA//sspB//rraB//ribA//sspB//tatA//
GO_0006415_7	frlC//yidZ//kdsA//kdgK//ydaN//dxs//slyD//
GO_0006417_7	yeaG//selU//secG//osmC//rssB//yiaL//zapD//fepC//pncB//mug//ypdC//rimK//slmA//rhtA//adiA//zraR//gshA//potA//ybjX//cysW//yehT//modB//hisH//yidA//cspD//yhbX//srlD//yfgO//ybgI//rpoS//torS//pyrF//thiP//crcB//rplF//rplK//recF//hicB//yafC//
GO_0006418_7	intS//fixC//ykfM//ydiO//bdcA//cysH//dtpB//glpX//mglB//hflC//yjiR//pstS//ydjL//moeB//hslO//pheA//ybdZ//ltaE//folD//ilvA//rne//ynbD//otsA//spoT//yqiJ//
GO_0006419_8	hokB//
GO_0006420_8	fliA//
GO_0006421_8	psd//
GO_0006422_8	eptA//
GO_0006423_8	oxyR//
GO_0006424_8	qorA//deoB//
GO_0006425_8	thyA//
GO_0006427_8	rffG//
GO_0006428_8	opgG//
GO_0006429_8	sgrR//
GO_0006430_8	bhsA//ndk//
GO_0006431_8	trpC//
GO_0006432_8	mlaE//yfhM//
GO_0006433_8	sohB//
GO_0006434_8	queC//
GO_0006435_8	murF//
GO_0006436_8	thrB//
GO_0006437_8	modC//
GO_0006438_8	treB//
GO_0006446_8	ygiV//clpS//cyoD//yaaU//sdaC//rhaR//ftsN//
GO_0006448_8	ubiH//fucP//ansB//lysR//ascB//
GO_0006450_4	yqiI//fes//dctR//yggN//ypdB//yahN//fabA//ygbL//recR//msrB//
GO_0006451_7	wzb//
GO_0006457_3	yeeA//xisE//yehD//allR//hprS//wcaJ//mhpR//alsK//folC//mntP//cbrA//yneJ//btuR//rpmG//rseP//ettA//mglC//rsgA//dnaJ//ybdN//matP//waaG//cspI//pdeD//flgG//lpp//waaZ//rluF//ynfH//dsbC//dauA//ydcI//frr//menH//tdcE//argK//asnS//rsmD//yneE//nupC//
GO_0006458_4	rhaS//oxyR//crp//lpxH//frvA//fkpA//nagE//rfaC//
GO_0006464_6	degS//hicB//ydbD//nrfA//nrdI//casC//puuC//yciE//insI-2//serA//pitB//dapB//mrp//pnp//dacB//smpB//yegD//kbaZ//accB//fdx//mngB//ygiV//rplQ//yieE//dsbB//potD//erfK//pyrG//ftsX//yeeA//basR//polB//yraI//rnpA//parE//insF-1//oppD//ydcO//rplW//cobB//leuD//rsmA//ydjH//yciV//purC//mepS//rimK//trkA//rrrD//chaC//hyfR//fepG//intQ//dnaX//atpE//rutG//asnB//iscA//rfbB//cpxA//idnO//yafE//yahI//pgrR//poxB//hslV//gudD//ubiX//betB//sgbH//dusB//evgA//phnI//insF-1//prmC//atpC//ravA//intS//tig//yidZ//yfjV//pheP//rsmF//nuoB//iraM//wzzE//phnK//ynfF//rhmR//ilvN//cas2//ydfK//moaA//atpD//bepA//nfo//narG//topA//yhjB//entD//trpC//recQ//ycdX//surE//feaR//shoB//trpR//arnF//lipA//yhgH//ldtB//yfbS//glxK//mscS//intS//iraP//melR//glsA1//yfjV//dcyD//tmk//yheT//rlmN//evgS//yafS//yehP//yadM//yhcH//hypD//narQ//yadG//dusB//rpsJ//macB//coaD//yadC//ttdB//yjiR//tktA//pheS//yejF//argF//
GO_0006465_6	rpiB//opgE//dcuD//
GO_0006468_7	dhaL//zapC//paaB//ybhI//polA//yggE//nikR//paoC//pth//mipA//pinR//tnaA//yjeI//artJ//nagA//ivbL//mngB//cbrC//ykfM//hdeD//rof//trpC//nac//gadE//ruvA//trkH//dmsA//rcnA//soxS//glpK//pppA//yqaE//leuA//sbmA//paaJ//aldB//glcE//ydcO//cspE//aslB//rzoR//metQ//moeA//iscX//lit//glpT//frr//ybaM//glcB//lon//lgoT//ugpE//flgK//
GO_0006470_7	nac//hldE//hflC//nrfG//aroD//lacZ//msrP//purL//groL//lexA//agaD//rodZ//pcm//leuO//ppx//yqeF//
GO_0006473_8	paaJ//rodZ//tdcD//uxaA//cmoA//frc//gnsB//syd//alsA//gloA//lldR//rpsA//
GO_0006474_6	sspA//apaH//rpsI//waaQ//tktB//
GO_0006475_9	xylE//aqpZ//
GO_0006476_8	cynT//pphA//rnhB//
GO_0006479_5	iscU//pgpB//clcA//rimJ//glgP//torZ//yfdO//rdgB//
GO_0006480_6	lptF//
GO_0006486_5	ynbC//
GO_0006490_5	ytfE//
GO_0006497_7	csgE//
GO_0006508_5	betT//aroE//entS//frlC//nimT//yoeE//ygiV//yejA//lgoT//hmp//purT//dmlR//pldB//hexR//rsgA//zwf//speG//mukB//dgcT//ibsA//xapA//fadD//cysB//wecE//rapZ//higB//pspG//yhhT//rssB//recO//lsrD//lolB//lpxL//hisC//cspB//ubiE//trmD//appB//fadA//znuA//ccmH//rlmN//nimT//metQ//nikD//ycfL//ydcS//lit//surE//cmtB//ahr//kdpC//rutG//cyoA//rlmC//
GO_0006515_7	katE//hchA//sfsB//rcnB//
GO_0006517_6	allR//paaX//hdhA//exuT//
GO_0006518_5	yjiQ//gmhB//gstA//ykgO//yjjI//crr//hemB//ppsA//cbrC//treF//tauA//grxD//rimL//surE//galM//bamC//ariR//rpsM//rcsB//cobU//yhjG//mcrA//kefF//eutA//ompA//yecS//ivy//ettA//patZ//trpA//allC//yqiJ//torC//yfaX//tmk//manX//gadE//aroC//yfaX//yehY//mtlA//cpdA//rpmF//nlpA//ybeQ//fabG//mdlB//lpxD//sfmD//yahK//apt//hupA//waaY//ybjI//ugpE//minD//emrY//hflD//yqiG//rraB//narH//rseB//crr//chbR//cysS//fliK//cbl//grcA//dauA//csgB//ssuE//alaC//prpD//oxyR//ptsP//narH//cyoC//
GO_0006520_4	waaC//ybcQ//tsaB//narI//rluF//tas//nupG//hslV//ydiK//glcC//yfhH//katE//glgS//fimB//hslV//bioC//dpiA//nimR//hemH//tatC//melA//pgm//macB//ldtE//ykgM//ccmA//yoaB//yqaB//yohD//yeaV//copA//feaR//araA//proB//waaF//ligA//polB//yhdZ//pyrC//gapC//recE//hyaA//yfeD//glpF//pspG//trpL//gor//chbB//phoB//nadA//aldB//grpE//gutQ//rplD//mutS//malX//fadB//speE//lptD//ybiJ//yfaL//yraK//lrhA//agaI//insE-1//nrdE//yciE//pflA//rpsE//sdhE//raiA//yphD//recF//rzpR//trkG//malF//ampG//modB//pgm//ybbY//rimO//ascG//gcvA//ybiX//preT//wecA//thiL//edd//flgB//gntT//hicB//qorA//apaH//ilvD//mdtO//narQ//pepA//murF//ybhP//selD//yjfF//dhaL//gcvH//pdxK//mioC//ydeE//ybhP//paaB//glpF//sucC//nrdF//gadA//chaA//rnt//ortT//parE//gadE//hpf//puuR//mdtP//iraP//yqjI//zapE//fepC//yadG//nuoM//insI-1//yadI//pgm//hofC//pphB//xapB//yqhC//yqjH//yihU//eptB//gcl//rfaG//dnaN//yafQ//rluD//tdcG//nrfF//fabD//dinB//cysD//mog//tehB//yqeG//rbn//phnM//lrhA//cpxA//gppA//cmtA//uxaB//malS//fucO//ycdY//galK//pyrB//yiaA//murC//yaaJ//mrcB//bhsA//proS//yfjR//glgC//hdhA//fruK//yoaB//nrdG//ygbI//yfdR//hybA//ydiZ//intF//ibsC//mdlB//ydcZ//uidA//wecB//rlmN//acpH//csiD//nudG//alsC//agaV//yiaL//folC//torD//tufA//ykgF//rcsF//artJ//prpC//sohB//nrfA//thyA//yfaX//alsB//
GO_0006521_6	htrE//moaD//yfcG//
GO_0006522_7	ptsG//nuoL//ydiZ//fes//yheT//yfbV//nanK//
GO_0006523_8	leuD//ribE//rppH//topA//
GO_0006524_8	potG//maoP//yahD//
GO_0006525_7	rbsA//pphB//yahN//gpr//rlmD//flhA//fdhE//ftsA//ydeI//nsrR//lamB//ushA//nmpC//nrfE//bioD//accC//bcsA//ttdT//phnC//agaB//rfaD//
GO_0006526_8	yjjQ//recG//ebgA//mlaE//yhbS//yafS//uxuA//oppF//cra//murG//frvA//pal//nrdG//
GO_0006527_8	hisP//yhfS//cdgI//narK//patZ//folP//phoR//ravA//cmoB//
GO_0006528_6	sbmA//mepM//pth//setC//
GO_0006529_7	ybhI//ycjP//
GO_0006530_7	sbmA//pncB//
GO_0006531_7	mltF//uvrC//yidE//evgS//hflD//arfB//metQ//narL//
