#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rcsC//ftsN//idi//rpoH//
GO_0006139_4	fadD//ybhA//tsf//parE//ada//sucB//trpR//eutR//priC//proX//tcdA//hcaE//cadA//cpdA//yadM//pyrE//gcl//pepT//ugpE//clpS//yihV//sfsA//ftsP//csgB//ilvA//ftsZ//rspB//yoeB//cbrC//ygcO//torS//hsdM//chbG//cusF//bglJ//tyrR//aroK//rpsG//ynjA//nadC//tomB//narW//ftsB//ybdN//rpsQ//pflC//rluB//pstB//ybbY//pykA//cusA//accA//rfaE//holE//rpmJ//etp//opgB//dnaB//sgcA//amiD//pepN//hisH//clpA//fecD//ddpX//dhaM//wzc//plsX//trkA//treC//rhaS//arnA//tsaB//bfr//katG//murD//glcE//scpC//srlE//hypD//fumC//hybD//yidZ//pphB//dgcT//yqgF//mtlR//mtgA//pnuC//clsA//casB//rstB//ghoS//yhjG//yehP//edd//yfiE//ibsA//rbsB//ttcA//nuoN//abgB//dgcT//rof//crp//cpxR//rhlB//dsbB//sstT//ftsQ//rfaD//argK//alsC//rsmJ//mdoG//insI3//pckA//tnaA//rhtB//pgaD//yoaB//fimI//ftsB//yghW//dsbA//recC//yaaA//rplM//yfdR//hemF//fadI//araG//rlmJ//lacI//frc//ubiD//cspA//ybcQ//ypdC//cysH//tamA//wzyE//yedP//dadA//raiA//scpB//hisF//rseB//sanA//rppH//guaB//rhmR//hycH//exbB//trmJ//glxK//pflA//dedD//gltL//pbpC//glsB//emrB//queF//yqaE//ung//ccmH//lplA//yqjH//nuoM//ykgA//truB//lacI//yfcS//waaS//umuC//recN//acrB//ybiX//galT//gor//lysA//zapA//mlaB//argB//yjbE//mlaD//nrfF//rbsR//yqcG//flhE//yhdZ//mdfA//hycA//fimG//phnH//gntU//dppD//dsbA//ybhR//yfcF//betT//rihC//phnO//msrP//aroA//yfcR//bioD1//aas//sugE//yraH//paaJ//ycjY//nudB//ygeR//ogrK//nrfF//arcB//livG//ybdR//aspS//hemL//hisG//mntH//yccS//rpoD//ytfQ//pheT//iscS//nudG//pdeL//deoB//lptB//lsrR//ynfH//folC//glpX//lysU//ldtD//dsbA//atoB//hyaD//gcvT//yjaA//fucP//rfaD//yggP//bdcA//ptsI//ydfK//yoeE//yegS//yobA//yedF//ahpC//rpmJ//ycdY//arnA//yddM//rpiR//frdB//nfsB//ydiF//aceB//smpB//arnF//ybaE//bepA//dkgB//etk//yjhH//yggN//proP//yghO//hupA//rpsM//yhaO//carA//yodD//dgcT//add//menI//gltI//yecS//nrfF//acpH//ortT//nagC//fucO//agaC//hemD//ybjC//idnO//hisA//ubiX//cmtB//ybaM//waaS//pphB//fruA//nagA//phnL//leuD//yciV//rep//folC//stpA//entB//rpmH//oxyR//yfiF//uxaC//oppA//nrfA//cstA//hemE//mhpC//mtnN//idnD//manX//galU//sgrT//gltI//opgG//ubiJ//fecC//pykA//yjeI//hisA//arsR//pdxJ//ulaD//ybbY//yojI//csiR//ydeP//rutA//aroK//rsmG//epd//speA//trpR//recG//ssuD//pdxA//gapC//panC//efeO//adiA//pdeL//gyrB//gmk//pfkB//fimH//fabB//rcsC//ymgF//yihX//yafS//eutK//rfaQ//fcl//evgS//umpH//essD//aroG//thiL//ispB//yneL//lysR//hrpA//sdhE//menC//mmuP//nimT//tusA//trpL//hsdM//yggX//dcuR//uhpB//efeO//insB-4//sufE//flgI//groL//rutC//gadB//hslR//yneE//ltaE//xapR//sgcR//dgoA//yraJ//potC//sbmC//psuG//msrQ//xapA//ydiQ//insI3//rseC//ttdT//yieK//alsA//pyrE//codA//ydaN//yaaU//frdB//mhpC//parE//rrrQ//ybaK//intE//rlmB//oppD//ilvB//cusA//cbrC//uspG//thiC//yraI//hscB//rbsB//dicA//frvB//rzoR//uspC//recT//aroA//lolA//insK//tauD//basS//yfeX//atpA//helD//ydeP//nusG//ubiC//sixA//dicC//pepA//yjbG//mgtL//rclR//arnE//cyoC//galM//pepN//ybcM//kbaZ//rluC//tpiA//fimH//azoR//gntU//tauB//accD//abgA//mgtL//citG//minD//tnaC//alsC//ilvA//mqsA//thrA//cbrC//yebS//gltL//udk//etp//cadB//mdlB//thiP//ynaE//bioP//yafQ//yceK//copA//sgbU//holE//mltG//bluF//dinQ//frmR//hcaB//yciH//mqsR//clpX//fepD//asmA//pstS//rfaG//etp//nagE//tdcD//metI//pepB//tufA//lsrD//cptB//htrE//seqA//zinT//ybcJ//hisA//setA//gcd//ybaK//mdtK//hemF//lsrA//ilvA//ydiR//mpaA//alaA//mltA//yjbG//gstB//focA//livH//ispH//yggW//bamC//metI//ybiH//fetA//lpxB//rpmG//sapC//ynfE//ptsH//ibsB//fdnG//xisE//sbmC//ispA//rlmB//thiM//recG//mltA//wzzE//fic//fruK//bamA//kdpF//rclC//yciG//csgF//rnlA//dtpB//paaG//clpP//hflC//pabA//arnE//sapA//rhmR//lpxP//nmpC//leuS//rfbX//cueO//yeeL//rpsK//tpiA//prkB//yhbQ//mreD//glsB//murR//bglA//rmf//ybcM//yqeG//pflA//yhhY//pdxJ//pgaC//yhcN//rutG//symE//yejB//mioC//ybiA//cysC//murR//gltK//deaD//hdeB//pdeK//hprS//ydjH//abgB//yfiC//cobC//mltA//ddpA//dut//gldA//dnaK//norR//acpH//bhsA//glgS//napC//tauC//bdm//ycgR//nrfG//
GO_0006140_6	ptsH//yedA//
GO_0006144_6	envR//gluQ//iscR//rsmF//gltB//yghU//purR//phoQ//paaB//rep//
GO_0006145_7	flgB//pyrL//ppc//gadC//
GO_0006146_8	mdtP//msrB//
GO_0006148_9	chbF//
GO_0006149_9	phoP//
GO_0006150_9	yraH//
GO_0006152_7	fklB//rpsR//zitB//yccA//dpiA//yfbR//
GO_0006154_6	glgX//
GO_0006161_9	sfsA//
GO_0006163_6	fliL//mglB//maa//sgcX//ilvL//yahN//ynfF//ulaC//murP//rlmG//ycgR//clpX//mprA//qorA//ralR//aceA//arcC//ftsY//rpsK//adeD//cdsA//gltL//fepE//hemL//sxy//yebG//chaC//ibsE//manY//yigL//sfmH//tufB//rfaH//pnp//cysH//holC//yiaN//sgcB//yihT//ushA//ftp//rpsO//tadA//ptsN//ynbC//cbeA//nadA//murP//katE//hpt//zapE//cobB//bacA//nth//
GO_0006164_7	ycfH//nadK//malK//bdm//qorA//fimF//ygiW//yfcA//yceK//gcl//dppD//yeeL//gcvH//yggD//ompW//ydjH//rplF//pheT//rcsA//sodC//maoP//ygbN//nrdI//lpp//waaS//narK//yhjA//mtgA//sdhD//waaU//xisE//xylB//rnpA//ymjB//ydhJ//acnA//fdoH//yhaC//hyfF//dnaG//
GO_0006165_7	hemC//rarD//bipA//prmB//exoX//iscS//secB//mhpA//araD//murF//upp//acrD//glvC//intA//mltB//nhaB//purL//psd//treR//
GO_0006166_6	mrcA//yhaJ//
GO_0006167_6	leuB//
GO_0006168_7	rutC//yhbQ//
GO_0006171_9	manY//
GO_0006172_9	fadB//
GO_0006177_9	intS//hrsA//frmA//
GO_0006178_7	argB//
GO_0006183_9	ygiV//
GO_0006188_9	dinJ//ybjN//pppA//cpxA//
GO_0006189_10	glpT//tnaA//
GO_0006195_7	xylE//waaG//
GO_0006203_8	paaC//nanS//
GO_0006206_6	yggD//adhP//bioD1//fliZ//yddL//tehB//ybhI//lolD//phnC//yegT//bioF//rhmR//mdtB//bdcR//insA-2//hcaT//csgE//agaB//add//rssA//lit//nrdA//dosP//xseA//umuC//insA-1//
GO_0006207_8	ssb//pdeD//nagA//tcyP//purT//
GO_0006208_7	frvR//manZ//ccmD//yagU//mnmE//atoC//nimT//dgcM//rutB//minD//sgcR//mutH//speE//
GO_0006209_6	yagE//
GO_0006210_8	ygaV//
GO_0006212_6	csgF//ydiF//menB//tpiA//galM//lysP//yjjQ//yqaB//srlB//melR//trmJ//
GO_0006213_6	hisD//nagK//ubiG//ppsR//lplT//ibaG//prpD//ygfZ//radA//ralR//ydjK//ygjR//yeaK//spy//ribB//phoE//
GO_0006216_9	tdcR//
GO_0006217_9	glgA//
GO_0006218_9	ompW//
GO_0006220_6	clpB//dtpA//ycfH//rna//yhjR//hda//pbpC//mreC//mppA//yggN//alkA//yddA//lsrC//afuB//insH-5//malY//yihI//cstA//treF//htpG//
GO_0006221_7	argE//ettA//rpsD//mqsR//yjhG//glk//pepQ//ansB//fucK//cspD//nanR//frwB//mutS//
GO_0006222_9	narG//
GO_0006225_9	uvrB//
GO_0006226_9	asr//flgD//
GO_0006227_9	tyrS//
GO_0006231_9	moeA//
GO_0006233_9	paaZ//
GO_0006235_9	glnB//
GO_0006241_9	waaL//
GO_0006244_7	dppD//dsbC//shoB//tsaD//arsR//qseB//ydcO//
GO_0006259_5	crl//ndh//cof//flhE//dacB//atpD//pppA//mcbR//fadE//yraI//pth//yojI//miaB//wecE//artJ//entH//evgA//fliD//yfbV//gudP//hisG//insH-5//yfcU//feoA//purC//evgS//yneJ//gcvP//murJ//ydiK//rsmB//glnA//zur//nlpE//sufE//yqeF//lacZ//pstC//rlmG//yobF//rpmE//tusC//creB//nanC//yqcC//kdgT//uvrB//mlaF//hdfR//ycaO//pgpB//creB//fecB//htpG//dcyD//uhpA//sapF//iscR//waaG//pitB//dicB//mhpB//ygbL//hslV//soxS//yhjB//lamB//pdxH//yfeO//znuB//yhhZ//pal//yfdS//thiD//lsrK//waaA//rplD//entE//ampG//agp//yqiG//paaE//ypdA//rutF//yccS//sgcR//yhcN//serS//mhpD//arnE//ydhJ//cydB//feoB//paaJ//ptsP//fliS//miaB//fucA//frlB//recF//yebQ//trkG//ytfQ//crp//araC//ppc//ridA//gutQ//ccmD//hyfC//glpR//folX//fimZ//purB//xseA//intE//tauA//deoD//ynfL//rplA//mscK//pntB//ddpA//crfC//yejB//secA//ibpA//cspC//abgR//hcp//gloB//xisR//yfiR//yhiM//yafE//ygfI//mioC//cvrA//flhE//dgcM//xerD//yfbV//kdpE//ydfD//atpH//purL//thiG//dtpA//
GO_0006260_6	trpA//nrfA//ppc//idnO//fixA//tusD//rfaC//ldtA//uup//yfcQ//dmsB//grcA//glpK//ybiV//fimI//gstB//rbsK//yebS//yqhC//tolA//yaiP//
GO_0006261_7	idi//sxy//potI//pyrH//btuE//nlpA//lepB//cheZ//gatD//paaZ//yqhC//pdeF//
GO_0006265_6	pepB//hcaF//nagK//hisP//recN//
GO_0006266_6	bioP//pdxH//fepG//
GO_0006267_5	dsbB//
GO_0006268_9	ruvC//dnaE//yehP//
GO_0006269_6	yoeB//
GO_0006270_6	pstA//mnmG//dinB//xylG//ggt//ydcO//
GO_0006271_7	narZ//pdeK//cobT//
GO_0006274_6	eptB//
GO_0006275_7	rutG//argR//yahO//ibpA//ybiO//yccA//sufE//crr//dxr//
GO_0006276_3	yaaJ//cpdB//dsbB//malP//fimI//trpS//yfcQ//citC//
GO_0006281_6	groS//fabH//tyrA//der//insB-2//fliT//rhlE//lptA//arfB//rpnA//yedL//hybB//ptsI//orn//ypjD//ygiV//hslO//ygcW//upp//rpoA//perR//glnH//cmtA//hipB//trkA//xapB//yhbY//folC//recQ//insI-1//xapB//iscS//fimF//gnd//rnhA//rplQ//nanR//emrD//actP//lptA//rihC//yjiY//ybiY//pcnB//gapC//cpdB//rpmJ//ivy//pppA//tatD//malQ//betT//yibF//atoB//pntB//
GO_0006283_8	eamB//
GO_0006284_7	lptF//ymgA//fliK//recG//queD//phnI//
GO_0006285_6	speC//trxC//ynfK//malY//yfdS//
GO_0006288_8	lysA//csdE//
GO_0006289_7	rpsR//gluQ//
GO_0006298_7	hofN//era//oxyR//nagC//yqiH//hslR//tqsA//zipA//otsA//cheB//
GO_0006301_7	psd//emrD//cysU//yehD//
GO_0006302_7	yoaA//infB//ymjB//pepA//tcdA//menC//ybaM//kch//yeaG//
GO_0006304_6	znuC//tnaC//aroB//yjaA//cdd//hpf//yhbS//recT//sad//
GO_0006305_7	yggW//ssuE//gadE//lacZ//
GO_0006306_5	adhP//yjjV//trpL//arnA//
GO_0006307_8	lgoT//yqiG//acpH//carB//yhdH//
GO_0006308_6	alsK//lptD//sstT//ilvM//tldD//ppiA//hemD//ydaC//fepD//ygjH//patA//ymgC//
GO_0006310_6	lspA//aaeB//rpsJ//cedA//ybjI//glnP//fau//crfC//kdsB//hchA//ybaE//emrD//pgpC//cbpM//flhC//phnP//xylE//rmuC//yhjX//casA//yqcC//rcnR//sstT//ygcO//msrP//uvrB//fixC//rhoL//mdtC//ldcA//sutR//iscA//lrp//cysZ//yehW//cptB//hycB//sdhA//rfaH//ralR//ilvM//tusB//amiB//
GO_0006313_4	fimF//topAI//araE//puuB//rfaH//chaC//glnS//
GO_0006323_7	ispH//
GO_0006325_4	fabR//
GO_0006351_6	nrfE//secD//bssR//idnT//zipA//fbaA//accC//ulaC//lpxK//glnL//glyS//ybjG//pckA//greA//fepE//cspI//lptA//aceA//ssb//proP//metL//osmE//pckA//hpt//glgB//puuB//murB//sdhD//ilvI//xapA//fryB//roxA//yjiQ//carA//pgm//ydeP//hofC//adhP//ynbD//yohD//zitB//epmB//ibpB//ftsH//mrcA//cbeA//lpxM//focB//adhE//bamC//yebC//prpR//ynfK//dppA//ampE//atpB//minE//nepI//fepG//nuoH//ydcR//nikE//ybjI//ygfZ//aaeR//phnH//yihP//mtlA//parE//ydjJ//yhfK//nlpI//trkA//adiY//rimP//ltaE//sbmA//tap//emrD//sdhB//pdxH//rplK//cutC//cstA//mdoD//dpiB//tyrB//mcbR//thiQ//wzb//putA//mraZ//ybjC//nrdE//insH-5//yhdJ//rpmE//ubiA//sgbE//lepB//rraA//yqeG//prmA//rutB//arnE//yjhB//perR//ackA//ybjD//icd//cheY//cca//chaA//aceB//ibsA//nrdA//garP//hprS//frwD//
GO_0006352_7	tpx//mraY//ybaM//gcvA//
GO_0006353_7	cysH//tatD//
GO_0006354_7	hslR//roxA//nikB//
GO_0006355_7	yhjA//hemA//cmoM//yfaL//artP//sfsA//agaV//cbeA//metR//parC//btuF//ycgR//gshB//yihW//ycjR//fumC//fmt//waaC//cheB//fixA//uspB//yidK//arsC//yjiA//purC//yceK//yjjG//ubiJ//mgrB//gntR//csgD//yraN//lepA//yhhZ//hypD//tmk//malS//frlR//mscS//fixC//eutN//rhtA//waaU//rpsK//ompN//speC//kbaY//fliM//moaE//btuD//ulaF//lrp//murR//metG//rplN//tmcA//yebQ//csgF//yrdA//kch//yieE//murD//cdaR//dppB//ortT//kdsC//ycjY//yciA//tnaA//hprR//lsrK//mhpR//yneE//mdoG//patD//chaC//rutE//dgcJ//mhpR//secY//topAI//trpD//sdaA//gspJ//lpoA//lapA//nuoB//yihL//rhlB//lacY//rhaD//yadV//glmM//cadC//ybiV//proX//eptB//ftsY//ribD//waaC//mraY//guaD//mepM//agaS//recN//hypB//hmp//yihX//cobS//hupA//crcB//lysR//xisR//hyi//mdlA//yijO//ogt//pgaB//yciF//yqeG//galT//rpsT//waaC//rseP//rfaD//dacD//cueR//trpR//exuR//rzoD//ulaD//gmk//nfo//ydjH//argE//icd//yneL//purL//adhP//rutE//mdaB//rbbA//prmA//ycfS//aspA//csgD//argC//fadI//atpC//plsX//mscL//topAI//nadD//rclC//fucI//fhuB//ldhA//ytfP//nuoI//bluF//dgcT//ydiB//ybaO//pfkB//evgS//hscC//radA//ibsA//nikD//blr//yjfF//bfr//hda//ykgO//yidA//yjfP//cecR//yhdZ//dacC//rfaE//entS//yohC//nirB//idnT//oxyR//ftsW//nlpA//yddL//mltF//pykA//nikB//prkB//argK//fucI//galT//yciV//ybhI//eutB//yfgJ//gmd//msbA//ftsQ//rffM//speD//yecS//nrfD//nadC//sgrR//yhcH//bglF//yjjX//fbaA//pflA//pdxY//adeP//nagE//yoaB//rcsC//ygbM//yqjH//rsmD//codA//yfaX//rplC//gshB//ldtC//dinI//yejB//rdgC//bioF//alsE//ydjH//yhgH//mtlR//waaP//yddA//oppD//insH-5//mtnN//tpiA//ttcA//fre//yfcS//agaD//rpsK//chiP//yfjV//ybdH//yahB//elbB//nagD//pdhR//cysI//mgrB//pdxY//sufD//ybhI//kduD//metG//yqeF//metL//
GO_0006357_8	ddlB//
GO_0006364_9	rhmD//amiD//rsmI//kdpC//astC//amyA//bioP//aroC//rpsN//crfC//yjbH//mdtF//trkG//ruvB//chpB//cmtA//ecpR//yiaA//rnt//pabB//clsA//yebK//glvC//prc//rnlA//phnL//phr//insA-2//yqjH//paaH//yidC//ygaV//atoB//envZ//fruA//tdh//higB//hofP//mcrB//panD//dicA//sanA//ldcA//
GO_0006378_8	kdpE//nrfA//
GO_0006379_8	ybfE//
GO_0006382_8	ghrB//
GO_0006396_7	pyrE//epmC//yegD//uraA//mdtP//nhaR//yhdH//rep//lpcA//lpcA//garK//birA//casD//mcrB//nuoB//dapA//tabA//yihT//sodC//alr//efeO//glcF//macA//btuB//glcC//dkgB//frwC//ygjK//qseB//tdcB//proA//rbsA//hrpA//pyrB//ulaE//rpsB//lpxL//lysC//potI//nhaB//skp//astC//dsbG//dhaK//rluF//nfuA//fhuC//ibsB//tauD//ypdB//yihW//lrhA//dxr//norV//xylB//waaP//srlR//ampG//hemG//topA//hycI//exbD//lysS//nlpI//gltB//ynhG//ssuA//yjcS//relA//yajQ//mdtD//yceD//yedA//hypA//ynfH//frvA//dppA//cpxA//hfq//rpoA//bglH//nupC//rraB//rpiR//ackA//ridA//uidA//intS//surA//era//dsdA//flgH//asnA//arnB//glmU//bamC//xseB//prfB//waaS//rraA//oppC//tyrA//
GO_0006397_8	rfaC//ybiO//bglX//
GO_0006399_8	cpsG//glgS//sbcC//scpB//ugpC//kbaY//fruB//comR//mutY//atpA//hicA//hyi//rlmI//nudG//acrD//norR//sgcC//metQ//aaeR//ymjB//mnmC//garK//guaC//uspC//sixA//metC//proX//ppiA//tehB//msrA//speC//puuA//ynfK//insA-1//baeR//dppB//cyoB//mcrB//ddlA//glgC//rho//ompC//mraY//eutN//ecpR//yqjA//lapA//galU//cadC//fadE//speF//yphB//frvR//galP//glvC//argB//ldrA//ybeY//glcF//aphA//dgkA//ccmF//lsrK//pstS//ygbN//alsE//cynS//dicA//argF//iscU//tatE//thiC//gcl//fsr//hmp//lrp//hcaR//xylR//tolA//hycB//prkB//cpsG//
GO_0006400_7	yfeW//cpxP//yjbG//hflC//glrK//yebC//xseA//ilvH//ybeF//tolC//secM//uof//cfa//wecC//citE//exbB//cysK//glnE//rcsF//mqsR//rimK//hrpA//tynA//amiD//prmA//queG//rlmM//rna//nlpI//flgI//rtcB//dmsC//acrZ//fimC//mrdB//fis//rzoR//dcm//yccX//tcyP//purT//kdgK//yiaB//rplB//iraP//yiaB//marA//ydiQ//chbB//
GO_0006401_6	yahN//waaG//eutA//rutR//ycaO//cmoM//ynfF//argG//dsdA//ppk//ilvE//gsiC//rplA//secF//xylG//ampH//sdhA//torC//eutA//ygeV//phnJ//kgtP//
GO_0006402_7	gppA//cysU//aaeR//mug//aroA//ybhI//lacY//mrcB//ynhF//tag//higB//
GO_0006412_6	mepS//phoP//sapC//torS//yahF//pgk//panE//pepB//yoaB//uvrA//def//fimD//yahO//cstA//sucA//rlmE//chpB//ftsY//hybB//agaA//fadJ//yidQ//nac//mhpR//yjbH//seqA//rlmA//bcr//dppC//fadL//yiaL//leuS//speA//recB//dppB//hokE//mnmC//ymjB//ompW//patD//feoC//ybhJ//yobF//ydiZ//ygiW//phnL//napF//cyoD//potH//yciA//ybeQ//
GO_0006413_4	sdhE//lolA//bcp//
GO_0006414_6	fkpB//ispB//glpG//fadH//rcsB//hxpB//glpA//waaP//iclR//
GO_0006415_7	ettA//rbsA//potF//torC//dpiB//napD//zipA//
GO_0006417_7	kdpE//lapA//entC//glsA//yraR//yciT//dinB//ilvN//moaC//borD//yhbS//garD//creB//xseA//glsB//fruA//macB//rsmG//secD//kilR//oppA//rhaM//yidA//ykgM//mog//argR//yhdW//lpcA//fecD//glpK//xylB//pyrC//mtfA//yehD//ynbC//dppF//parE//yhbS//tatA//
GO_0006418_7	paoC//frdC//ompG//nhaB//truD//yeaK//nikB//ihfA//gnd//cusR//pyrH//elfD//nrfC//dauA//yieK//cueO//lysA//yafE//astC//pgi//nmpC//mdtO//hisH//focB//yehA//
GO_0006419_8	appA//
GO_0006420_8	yhaO//
GO_0006421_8	murJ//
GO_0006422_8	yiaM//
GO_0006423_8	dsdX//
GO_0006424_8	wecB//ompT//
GO_0006425_8	torA//
GO_0006427_8	ypdI//
GO_0006428_8	lysU//
GO_0006429_8	yadG//
GO_0006430_8	pflB//rbn//
GO_0006431_8	ppiD//
GO_0006432_8	nfuA//ilvH//
GO_0006433_8	pbpG//
GO_0006434_8	macB//
GO_0006435_8	cpoB//
GO_0006436_8	glpB//
GO_0006437_8	cbrA//
GO_0006438_8	malP//
GO_0006446_8	wzb//yraN//ompL//cysZ//speB//nikC//tomB//
GO_0006448_8	ompA//feoB//nuoI//fhuB//waaG//
GO_0006450_4	ydhQ//yibT//cof//ldtA//rffT//agaR//ttdB//rodZ//cueR//rbsR//
GO_0006451_7	araH//
GO_0006457_3	barA//tdcB//mdfA//aas//ulaB//sbcB//pth//cof//astC//ybjC//cecR//uvrY//glnS//yehW//ynfF//yaiV//cydD//cdd//elyC//yraH//yadG//kefF//holB//arsR//hpf//thiE//yraK//idnT//mdtJ//ybiJ//yfiF//cynS//hemL//smpB//macA//uup//yfhH//ribB//artP//yeaE//
GO_0006458_4	blc//mepM//insK//shoB//ftsP//yafO//yddA//grxD//
GO_0006464_6	cdd//phoA//ssuD//fixB//guaD//galR//cvrA//lsrA//rnr//rpnB//lysU//ymdB//manX//rcsF//allC//clcB//alsA//hemF//ybaT//dapF//flgA//dmsB//lsrA//emrY//mhpC//rfaC//ymfA//pyrE//priA//yjjQ//metB//lpxK//gdhA//yagE//hsdM//yggF//yohC//ghoT//smpB//idi//glpG//ascG//moaA//mdh//hybB//groL//yibT//ispU//rsmB//mtfA//sixA//mngB//lldR//tcdA//gntP//nrfA//lolC//slmA//bsmA//yfdC//btuR//opgG//fimB//fre//ymfA//livG//pdeL//ade//rsmB//wzyE//hxpA//rsmC//argH//flhE//fabR//ydjE//livM//stpA//fimB//yjaZ//ydeP//ycjU//narX//uvrA//eutB//puuP//cas1//crr//mraZ//wbbK//dcp//folE//cobU//hxpA//dnaN//frwD//radD//efp//cbtA//prpR//oxc//hyaC//ycbX//ydiQ//hsrA//potH//epmB//pinQ//cysA//rpsE//mlaF//sgcX//cobU//cusF//hypD//alsE//yjjW//ddlB//ycjU//pykA//nth//ratA//mdtM//cadC//yehT//fdx//cdsA//degP//secY//gpsA//cheA//yeaD//hprR//yahK//gsiD//mhpT//rplB//yedA//tdk//appB//yfbR//uvrC//
GO_0006465_6	pdxJ//ycdX//moaD//
GO_0006468_7	lit//glsA//lysC//agaA//ftsE//rutB//yiaO//rpsE//hisD//sspB//ymdB//bepA//afuB//ycdY//prpD//mdtB//lyxK//yfhH//yfiR//rbsD//idnD//hcaD//rsmF//ccmH//malX//pflA//codA//puuA//fabH//pnuC//pepQ//grpE//ydiQ//flgI//rutG//gmd//btuD//zntR//accB//yneL//tauD//cpxA//yfiC//rsmC//dgcN//nagD//yeiL//frlA//trxA//ppk//phnK//glcF//waaQ//
GO_0006470_7	galK//uxaC//pstC//mutT//eutN//yadN//insI4//rmf//ppsR//rapA//clcA//fliT//hflC//ydfG//lgoD//gltD//
GO_0006473_8	kdsB//garR//rbbA//fimB//rodZ//cmoM//acrD//mhpA//yfbV//rpmH//entC//xylH//
GO_0006474_6	dtpB//galU//mnaT//hyfC//citC//
GO_0006475_9	dxs//xylB//
GO_0006476_8	malE//yafO//opgD//
GO_0006479_5	caiD//bfr//hemG//bglJ//rapZ//ycdY//hexR//trmA//
GO_0006480_6	amiB//
GO_0006486_5	phnM//
GO_0006490_5	parC//
GO_0006497_7	fdnG//
GO_0006508_5	pdeF//ydaV//helD//yhjV//hyfC//cynX//hdeD//nrfE//cyaA//glnH//mscS//gspI//cobB//mutL//aaeB//nrdH//lexA//cdaR//hscA//ssb//narW//ybiT//yfbV//glk//yfhH//ybiS//setC//ldhA//yegT//dnaJ//trmD//leuO//ptsP//flgJ//gstB//ycjR//mqsR//yhdX//selU//allB//trpR//ompF//yhhT//rnb//yfhH//hypC//apaH//cusF//ybiO//codB//ydaN//pepB//focA//yhbQ//rpsD//
GO_0006515_7	yqeA//rssB//cmk//flgD//
GO_0006517_6	nanS//ycaN//cheA//metK//
GO_0006518_5	pepB//dapF//rbbA//yihV//ydaV//ygdG//nuoM//ydeP//gppA//glvC//argT//ptrA//cpsB//glsA//yhaM//rrrD//ubiJ//rstB//hofQ//dgoT//mgrB//bamB//uidC//ygaV//fabA//prkB//acpT//idnT//gor//yfcG//pinR//iscX//mrr//tadA//nuoG//mepH//prpR//sfmC//solA//glmM//mntP//melR//aroD//malP//ygaZ//ygiB//agaW//rpsJ//nac//dnaQ//rcsB//tolC//glcF//intQ//yahI//degQ//envY//actP//mrdA//argI//lpxC//paaZ//dld//cydA//yoeB//cysI//lasT//abgT//yraR//gyrA//gspI//artM//ssuC//fadL//mhpD//rcsF//pcnB//
GO_0006520_4	tpiA//fumC//pinQ//atoB//yhaO//ybdZ//recN//yehP//yodD//nrfB//cspG//yahI//fetA//yraH//tmk//sfmC//sapD//rffH//wcaJ//glgA//ybiH//insK//yjjI//sgcB//cnu//trpC//kdpA//opgB//setB//asnC//chbA//yegS//rpsP//frvR//rhtA//kdpA//yeaD//gsiD//asnS//betB//dnaT//rplQ//atoB//lpxP//pdxJ//rhaM//nuoB//pepQ//yijO//wzb//rnlB//cpdB//ubiD//chbC//waaF//cas1//yjaZ//alkB//hybC//mmuP//ygjH//lldD//atpA//psuT//flhD//mnmA//ybaQ//yceK//yfaE//gcvH//ogt//yhaM//mfd//narL//gsiA//yghU//proP//rlmD//lysU//yegV//priB//mscK//yafS//tamA//tdcF//nrdR//cutA//ompT//torZ//pdeR//ybaL//ygcW//hsdM//rnhB//dhaR//yejF//infB//recR//pgsA//galP//ytfT//ompF//yiaN//fucA//lpxL//entF//mdh//tus//tdcC//cmoA//phnC//yfdR//glpA//wzc//kilR//csgG//ygiB//tufA//yafQ//osmF//yajQ//dnaC//truD//map//nepI//patZ//ftsH//cysC//ybhG//eamB//ycbB//hycB//rng//rimJ//nupC//truA//yceD//garL//cspE//lacI//ompR//pcnB//diaA//menA//ybhI//ibaG//wecB//dxr//nusA//oppB//pdhR//eno//allR//sbcD//ugpE//cynS//betI//hisP//slt//fliK//rplO//zapE//nudC//edd//rlmL//nuoN//rnhA//uxaA//cobC//wecE//topAI//ygeA//waaO//sdhE//uhpA//bolA//ymgC//rcsA//panC//ydiB//msrQ//trpGD//ybeF//fadK//mlaE//ymfA//mdaB//kdsB//ulaB//agaD//pstC//mgtA//puuR//hofQ//mltG//waaG//mcrA//cobT//yghG//sdaA//insI-2//obgE//
GO_0006521_6	gyrB//helD//srkA//
GO_0006522_7	glsA1//paaZ//slyD//ftsH//ndk//dnaX//perR//
GO_0006523_8	yjtD//yjcE//yjiA//yjfF//
GO_0006524_8	fhuC//fklB//rnr//
GO_0006525_7	yiaL//garR//nimR//osmE//motA//ddpX//rplA//ogrK//sufC//pldB//cyaY//atpA//gcl//treB//argR//tcyP//yjjQ//fhuD//rhoL//pgpC//dfp//
GO_0006526_8	phoB//narI//cusS//malK//mutM//fliA//yehZ//nagZ//ydcP//modA//clpP//pspA//ypdF//
GO_0006527_8	pepA//trpC//casE//adeD//fabH//kdgK//galE//yccA//acrA//
GO_0006528_6	yciE//dnaQ//hycI//manY//
GO_0006529_7	yehA//yeeO//
