#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hldE//gntU//arnF//menH//
GO_0006139_4	pgpC//osmE//mlaE//yjiR//yeiL//abpB//clpA//gcd//acrD//chaA//recJ//glvB//wecA//murC//dapB//fdrA//selA//grxD//yfeR//fepG//ygdG//aroP//mliC//cysK//nuoM//ldcC//ybjX//cysM//mtfA//pgaD//rfbD//pepB//fbaA//hisI//ldtB//csiR//ybcQ//yhjB//gntR//accC//pmbA//rlmM//galP//yebC//puuR//prlC//ybiI//rffH//sstT//chaC//hscC//ebgR//mrdA//yihP//slyA//opgG//arfA//dapD//rplX//srlE//iscX//yehB//frdB//arsB//yegT//ybaO//fhuD//nrdI//nei//ygiW//mdtA//ligA//trpC//ibaG//nupC//sgcR//pgk//solA//yfiF//azoR//waaH//chbA//wrbA//wzc//cysW//ydjK//creC//ftsY//baeR//ycaO//rtcB//cycA//hyfC//folA//kch//yadG//hcp//sdaC//chiP//waaF//citE//ycfL//pstS//lsrG//tdcC//clsB//ttdT//nfuA//hcaB//ftsP//puuE//yoeE//recF//ubiE//decR//fdhF//malQ//dpiB//mdoD//afuB//lpxT//rpe//thrB//recJ//alkB//uxaA//atoS//ybjL//ilvA//yhbS//galU//dctA//hchA//ppx//mrdA//rnc//yfcR//rfaG//intZ//ssuE//yjcS//yccX//yhcH//tilS//thiH//gsiD//ydcM//astC//dtpB//spoT//tusA//araC//thrC//malZ//yeeO//fadJ//recX//folM//rep//yihO//rpsB//ssuD//ybaT//cfa//potG//trpA//queE//setB//yigL//ycjD//argK//envY//tyrS//cbpM//agaB//potG//gshB//ldcC//moaB//holE//ompN//ybcQ//ybiI//copA//hisD//hxpB//ygaZ//fes//dacB//rstB//waaZ//ybgI//entB//ynhG//coaA//gfcE//nac//cmoM//tsf//serB//bdcA//pheS//yafE//ssuB//paaC//cysS//purF//tatC//thiI//sgcC//yghB//ecpR//uhpB//ybhI//gudP//hypB//fepG//mtlD//rarA//dgcT//ssuA//otsA//ais//narX//asmA//qseC//mdtO//tabA//umpG//pstB//norW//ygbL//tusE//pgpB//fumA//ilvM//nrdB//rplS//potA//cmtB//cvrA//tauD//grcA//nikD//ynfF//mtr//yjjX//rnlB//dhaR//hcaF//mntR//cysD//ftsH//ydhK//clpB//yieE//tgt//intA//yqjI//hycB//rlmC//ubiD//thyA//hprR//yedL//clsB//gloA//ymdB//sfmH//yjaZ//ykgA//ygeV//xanQ//mdoG//arcA//glcF//tusE//ycgB//rclC//ygcW//ffh//emrD//ymgA//allS//lolD//slyD//yafC//fabI//amyA//yeiL//sugE//abpB//dgoT//hyaB//gph//nmpC//nupC//dicC//umpH//caiB//trxA//btuR//rmf//rrrD//fucP//rnlA//sgcC//fruA//yqcC//mhpR//yedF//gph//bamB//tmcA//yjjX//dosP//pinQ//rhaA//ybiO//murG//cdaR//adiA//lgoD//flgK//yaiW//sdhE//asnC//rcsD//phoQ//ghxP//fdx//tolA//gmk//nupX//bamD//waaQ//ygfZ//nanE//proA//ulaC//cyoE//btuB//yphD//malK//pepA//narJ//trmB//ilvH//ldrB//dsdC//garP//corA//dgoD//ruvB//ampG//atpG//ybcF//yqhC//ssb//csgD//kdpB//chbA//bioD1//hyfR//hiuH//hicA//baeS//araH//araB//hypB//mdtL//pyrG//ybiS//trpD//greA//bioP//rpiA//rhtA//cspD//tilS//kdsC//trmO//citE//zapB//dctR//nrfB//dicC//tcyJ//slyA//moeA//bioF//tatC//mglB//yfgO//ubiX//yceO//ygbM//bcsA//hyaD//cvrA//yihU//paaA//yebS//sucC//glnS//ykgM//yfeX//hokE//iap//yejB//hybC//hdfR//ldcC//glmU//mdtM//kefB//dtpD//gsiA//sufD//smrA//adiC//sucB//kdpA//ytfQ//ligA//mraY//roxA//narK//cydD//gpr//aroK//rpmE//insA-1//eutK//minE//ycgV//yggD//entA//ydhQ//dctA//truC//yfcQ//yfdK//yahN//glk//agaS//yadC//higA//pheP//gltL//cmk//lolD//xerD//smrA//yahB//fepG//dcuB//fliZ//yhhY//ygcR//yfbV//tusE//entD//alr//pyrH//clpX//uof//rpmF//cyoA//dnaG//infB//mlaB//malI//pflA//torD//dcuR//trpC//groS//tpiA//insI4//spoT//dfp//yagF//ybaO//waaP//yraH//fcl//ybcQ//tdcR//lpoB//ygiB//cytR//envZ//modB//ycjY//nagA//bipA//rpmE//modB//cydC//kdgT//exuT//prpC//uspF//pflC//moaD//borD//hcaD//srlA//garD//chbF//wecE//dmsA//trmL//narJ//hslR//hyfC//ybiH//yfbS//appC//chpB//accC//hcaD//fliA//cysK//dinG//ftsZ//yjgX//dinB//mhpR//pdxY//frdC//dacD//folD//ydiO//frwD//ynaE//rhaB//ariR//tyrR//bioD1//ybcJ//psuG//iscX//clpX//rbsR//ychH//pgsA//galF//malY//malK//phnG//yjgX//yciK//aidB//lnt//allD//rzpD//glpT//queA//treR//osmE//rplF//pinE//narX//rseB//tcyN//cho//rarD//cydD//pdxJ//apt//cynS//alpA//paaC//ybjI//degS//mutS//lldP//mak//sfmA//yieE//glgC//bhsA//tdcD//adeQ//opgC//tolA//moaD//waaB//fepA//rplK//asd//dicA//glpB//tpx//proQ//zapC//prlF//dnaG//alsK//cnu//ilvC//ycfH//rnpA//acnA//uacT//pspG//gcl//ldrA//hokB//tbpA//atpG//
GO_0006140_6	yjiX//gppA//
GO_0006144_6	rffC//araG//rhmR//lgoR//yhdW//yebK//ydiZ//rlmI//mepA//araH//
GO_0006145_7	ispG//yfcG//essD//potE//
GO_0006146_8	hypT//nanA//
GO_0006148_9	opgG//
GO_0006149_9	ltaE//
GO_0006150_9	fixB//
GO_0006152_7	sapA//yadM//araA//tusE//cbpM//puuC//
GO_0006154_6	mug//
GO_0006161_9	nlpE//
GO_0006163_6	glnL//ulaF//ypjD//yqhD//bglA//mcbA//sgbE//ispF//murE//ycfJ//yegD//ybdM//idi//parE//srmB//minC//arnA//ulaF//ribF//erfK//bioC//wzc//yjjX//waaO//dacB//gpp//ispB//yiiD//hybE//uvrD//yagJ//waaZ//fpr//pdeH//argK//hemG//atpF//holB//gyrA//astB//emrY//yneJ//rnlA//selD//garD//ygeR//mrp//adeP//glgB//nlpE//mdtC//abgT//exuR//otsB//
GO_0006164_7	insB-4//alpA//fadM//narG//torY//nhaA//cheR//yjjQ//nlpE//bdcA//frmB//ldtA//puuP//mdtK//mlc//rpsP//manA//cca//sgbH//rplI//clpA//secD//spoT//phoP//tnaA//gldA//fumB//tus//rhlE//rplT//fabD//leuB//cbrC//ftsA//nfo//macB//pnp//rng//ygiS//insI1//
GO_0006165_7	prlF//alaS//kdgK//rcsC//gcvT//rnpA//eptC//cpoB//rsuA//aspS//chbG//abgT//arnT//otsA//dgcZ//insB-4//thiD//yijE//cobU//
GO_0006166_6	ybgP//tolQ//
GO_0006167_6	ulaG//
GO_0006168_7	yhgF//exoX//
GO_0006171_9	pheP//
GO_0006172_9	rluC//
GO_0006177_9	paaH//viaA//bisC//
GO_0006178_7	sixA//
GO_0006183_9	metQ//
GO_0006188_9	endA//kdsB//ydbK//yacG//
GO_0006189_10	rclA//mltC//
GO_0006195_7	mtlD//rutD//
GO_0006203_8	basS//idnD//
GO_0006206_6	yhhY//srlD//allR//bepA//ompC//clcB//erfK//rhmD//rdgB//ygeW//bcsQ//msrQ//ykfI//rnr//gyrB//ypdB//yqiJ//waaC//uidR//hybF//lsrG//yfcU//degP//tdcR//wecE//ymgF//
GO_0006207_8	atoC//cyaY//zapC//rutC//ydeO//
GO_0006208_7	emrB//narH//fryA//adiA//xerC//dppB//glnB//ettA//hypE//secM//cfa//topA//treF//
GO_0006209_6	brnQ//
GO_0006210_8	malG//
GO_0006212_6	mntH//xylH//hycH//mdtP//rplQ//cadA//tnaB//mngA//yeeY//yhjR//ptsI//
GO_0006213_6	bioP//ccmF//yihS//yfeO//paaJ//paaD//minD//pspD//dnaX//clpP//casD//hdeA//hisS//thiQ//pspG//pdeD//
GO_0006216_9	hypB//
GO_0006217_9	yeeO//
GO_0006218_9	mntP//
GO_0006220_6	uhpT//groL//mog//cca//frdB//gldA//ybaK//abpA//ypjD//ypdF//ubiC//rbsD//ydiV//rcsA//ybcM//allC//rclB//trpC//hcaD//yihT//
GO_0006221_7	lolC//rseB//mdh//yjtD//frlA//cusA//nrdH//fhuF//puuC//dcm//yidH//ugpA//znuC//
GO_0006222_9	yigB//
GO_0006225_9	gutM//
GO_0006226_9	entS//metR//
GO_0006227_9	selD//
GO_0006231_9	hemN//
GO_0006233_9	oppB//
GO_0006235_9	bamB//
GO_0006241_9	pbpG//
GO_0006244_7	wzb//adeD//fepG//phnH//yfaU//zinT//fepC//
GO_0006259_5	hisH//galT//fur//nlpE//ppiC//ubiE//yobA//frlA//umuD//gpsA//yaiW//yehB//fabD//entE//ybhR//thrS//holB//trpA//hypA//treF//dgoD//mhpC//insH-6//ccmA//topB//emrD//ybaO//groS//mtlR//appB//cheA//menH//ycgR//prlF//zinT//sapA//alaS//alsA//yadK//hpf//panE//aspC//yfhH//ykgM//ptsI//cheR//serS//leuD//ftsN//mdtL//rmf//ybeQ//bfr//nanE//gabT//rfaH//potG//fruK//queE//rpmB//lolC//tap//rluE//yddA//dnaK//ycjR//sfsA//ypdI//hisC//proB//psd//diaA//rlmH//mdoG//lysC//ispH//pmbA//yceK//mdtN//polB//selB//iscS//cstA//kdpF//cof//yceK//abpB//yiaU//hlyE//truA//hdeB//nhaB//gsiC//yjjG//ispG//perR//ychF//mobA//ribC//iscR//dmsC//queE//aphA//insB-4//lolD//ydjH//gabP//uidR//sufC//yadV//livJ//uacT//pliG//lpxD//tnaB//pdxA//rplB//rlmM//bglX//psd//cdsA//recQ//rplM//ycjQ//nrfF//yhfK//secE//blr//agaI//alaC//msbA//mepA//frr//yraH//uidA//gatB//sohB//aroE//rpsG//fdnH//thrC//pnuC//fepG//crr//fau//agaD//cheY//pphA//
GO_0006260_6	bcr//yobF//aroE//ftnA//ydiB//uspC//ykgM//mdtE//fabH//lptB//yjjQ//ghoT//rffT//yfgO//lpcA//yobF//rlmM//nudF//cpdB//rclB//garR//
GO_0006261_7	glcC//lpxB//alaS//glgX//lpoA//ybjI//mprA//tomB//yihL//tig//nagK//truD//
GO_0006265_6	minD//mnmC//perR//prc//ydiR//
GO_0006266_6	yfaX//cysM//yohC//
GO_0006267_5	yfiF//
GO_0006268_9	thiM//bdcR//lrp//
GO_0006269_6	yfaU//
GO_0006270_6	glnE//sufS//xylB//recO//sutR//rpoD//
GO_0006271_7	hisA//yhjX//moaE//
GO_0006274_6	radA//
GO_0006275_7	rplD//rhmR//hemA//fecD//tpiA//ppiA//cpdB//csgD//nuoG//
GO_0006276_3	bamD//yihL//recX//sucA//cheY//dnaK//cutA//xylG//
GO_0006281_6	nhaA//hyfF//agaR//ynfK//ubiX//eptB//yneE//mocA//pstS//yfiR//sdhC//satP//csgD//rtcR//waaJ//holE//rfe//dnaK//yceK//yeiG//ulaG//mazG//yoaA//cysS//ydcP//yebQ//znuA//yajO//rsmA//ygiB//yhhZ//fklB//hofO//cusR//elbB//rutC//malZ//hdeD//ribE//rpsH//adhE//metL//gltB//mlaD//yegD//eutR//sodA//zntR//ybaQ//putP//insE-1//flgA//gsiD//metI//scpB//
GO_0006283_8	ycbX//
GO_0006284_7	rcsF//dppA//yhfK//narQ//scpB//tomB//
GO_0006285_6	oppA//hflD//eutB//proW//mmuM//
GO_0006288_8	adiA//hypE//
GO_0006289_7	pspD//ygaH//
GO_0006298_7	ydjH//rpsT//dmlA//iraM//hprR//gpp//ybjX//groS//glnB//acrR//
GO_0006301_7	yegD//adiA//mepA//pdxK//
GO_0006302_7	aslB//rpiB//scpB//yfgI//djlC//yhjB//add//ribA//atpH//
GO_0006304_6	rpsJ//ydcT//ymjB//metL//lgoT//ycgB//eno//glpF//ybiO//
GO_0006305_7	srlB//essD//yqaA//ycdY//
GO_0006306_5	mdtM//ompN//ssb//trpE//
GO_0006307_8	ghxP//trxC//ydcO//yedA//maa//
GO_0006308_6	rpmH//zapA//rhaB//waaB//ansA//mdtO//psuG//yafS//iraD//ybcF//hybA//oppD//
GO_0006310_6	hybO//mdtI//aslB//glpB//afuC//sufA//arcA//btuD//cmk//lacZ//ybdM//caiB//sgcE//lysC//rsmG//dapB//sapD//nhaB//asnS//dps//yihT//rpsK//cheR//ribC//alkA//fimE//fabG//agaV//yadV//prc//acrD//msrP//yjhC//murD//dld//xapA//sufC//edd//insA-1//apt//yiaM//nupX//ygdG//
GO_0006313_4	sucD//cspC//accB//cobC//dam//csgA//envZ//
GO_0006323_7	atpA//
GO_0006325_4	fepA//
GO_0006351_6	hisF//mtn//ycaN//ldcC//yddL//lsrA//mppA//mntR//fepE//ydjM//hisF//araC//melA//yhhY//phoP//rnd//artM//rcsA//rbsB//galS//ybhD//nepI//cydC//rplS//lpxM//yhgH//xerD//rpmH//rppH//nac//dgcQ//crr//moaA//groL//ompT//uxaA//bhsA//glxK//yiaF//cmk//ydfK//deoB//glnA//yohC//gluQ//tyrA//hemC//cobB//nrfF//sodB//fnr//hemB//fdnG//rpsM//rffT//ycfH//malI//amiD//mgrB//yeaK//yjhP//zraR//frdB//ibsB//kduD//cnu//otsA//pdeF//glmU//ppsR//pepA//yijO//pheA//yggP//groL//torC//radD//lgoD//mtlR//rpnD//wcaC//thiP//cynS//yihL//yihL//argB//yfcF//azoR//yhfS//tolB//nrdB//gabD//rplT//cspB//ygcW//hypD//hybO//pitB//afuB//patA//eutA//malX//ilvB//ttdA//aceB//entD//nrdD//chbC//gatZ//aaeB//ptsP//yccX//panD//lacI//ldtD//sspA//hisP//thiI//rsmG//
GO_0006352_7	clpB//lsrB//kup//pabC//
GO_0006353_7	narK//gspI//
GO_0006354_7	znuB//baeS//csgE//
GO_0006355_7	ykgA//adiY//yccX//spoT//gcd//rpoA//rfaQ//sufC//cspA//mdlA//rutC//insI3//tusE//yfcV//yhgF//tatE//gabP//narQ//yfgI//ftsY//ulaB//yigB//yfdK//ynaE//yafC//yciA//yqiH//ycgV//wrbA//yihL//dmlR//rssB//nirB//yajL//ynfL//ybjL//ttdR//flgK//hslO//ychO//mhpB//thrL//deoR//metE//preT//rutC//hofO//torS//hipA//dinB//cysB//dhaK//adhE//yehX//ruvB//xisE//chpB//entS//yadK//hicA//ydaV//recQ//gatA//ycjQ//rplK//nikR//potH//cmk//dtpA//hcaT//ybiT//priA//hha//rcsB//ydiQ//cydD//pabC//mglB//yihL//ycfL//cbeA//yhjA//ydiQ//fic//dcuB//sdaA//idnD//cadB//nagC//yfdG//nagC//ldrB//viaA//cutC//acnA//sapA//polB//hicB//fryB//fimF//fcl//tyrA//cirA//feaR//erfK//yoeB//csgG//tusC//menD//waaS//tnaA//mdtG//yeaV//nirD//frdC//nfo//acrA//phoR//rluE//nanK//hyi//yihS//thrS//yjhP//fecB//ybaQ//gcvR//aslB//fdrA//gyrB//tauC//mlaF//gcvT//ybiO//nanA//ybaE//feoB//gatC//trpC//torS//dnaA//treC//waaJ//folX//rrrQ//glnE//glmS//yefM//rplQ//rutR//tyrR//alsK//edd//fepC//macA//rhsD//yiaO//ydcR//ddlA//yciV//ridA//fbp//rpmJ//emrD//mngB//malP//pnuC//nrfA//ftsL//yqaB//ubiI//mdlB//yedX//clcB//rplP//sixA//gatB//hokB//cfa//mog//rmf//fabI//gudD//moaE//sucC//prpB//hldE//insB-4//plsB//sufE//rsmF//idi//cbrA//secB//uvrC//kdsC//rsmC//lysC//yhjG//priA//rsmI//flgB//insE-1//pgk//paaB//phoB//argK//recR//narL//tehB//pflB//fcl//pheA//rusA//rlmH//marA//ddlA//norV//ttcA//glpG//rbsA//tsaC//xylR//aceF//fecB//yidP//mepM//hokB//tnaB//msrC//ghoS//yhbY//waaP//ulaE//lsrB//ydcP//artP//kilR//ulaE//ldtB//pepQ//grxD//ybiH//elaB//tamA//hdeA//ydiP//htrE//cdsA//rlmJ//glnL//lysU//hemG//rluB//ykfI//tig//argH//allD//serC//ivy//puuE//
GO_0006357_8	marR//
GO_0006364_9	araA//feaB//trpR//yqaE//etp//pyrG//bssS//hemA//mdtI//lpxK//dctA//sapC//waaJ//prpB//ruvB//ftsQ//ycjW//dsbB//yebC//trpE//flhE//ubiF//frdC//trpL//ygaH//ftsQ//fdx//metI//ivbL//mutM//ahr//malG//ydaN//yehD//mcbA//lolA//ybiW//uhpA//ybhS//leuB//pspA//mcbA//araC//
GO_0006378_8	fadI//iscU//
GO_0006379_8	mdtQ//
GO_0006382_8	bluF//
GO_0006396_7	livJ//ung//dinQ//ybhS//mdoG//ydiZ//xisE//intA//yehU//gatZ//leuS//etp//hsdR//tpiA//dapB//ydiF//lgoD//dxr//evgA//gshB//nadD//sdaC//trpC//ptsN//mdoG//hyfF//epmA//betB//frdD//entE//tamB//hchA//ydbK//gadE//ttdA//zntR//prfA//yqaB//csiR//sdaC//yegT//ynbC//cydD//trkA//fdhF//phnJ//rihB//eutN//sfmF//xdhB//chpS//ulaF//exoX//arfA//cysE//rnpA//cheB//ulaR//ybhF//hisG//umuD//rpnB//fetA//dsdX//hypC//sixA//gsiD//sulA//ycjD//tsaB//hslO//glcE//radD//insB-4//yidK//etp//fic//sseA//proC//yhbS//yciH//nudC//marR//mmuM//envY//wzzB//sbmC//sbcD//caiT//hisA//mhpB//htpG//blr//gadX//holA//yddL//yagJ//mscL//ynaE//hisB//gsiD//sgrR//
GO_0006397_8	yfiF//decR//fimZ//
GO_0006399_8	mscL//cas3//rplA//ribA//soxS//casA//caiB//valS//melR//glcA//fhuF//emrY//ypdF//dacB//rplS//rnb//tktA//fis//hisA//appY//ygjK//yhhT//epd//aer//tolA//fucP//panZ//glsA1//yegT//relE//thiE//insA-1//ratA//ygeW//yadV//rnhA//yahK//rfaQ//recB//allD//frlA//shiA//tamA//rcsD//yhaJ//pgpC//yagU//rhaR//xylB//cydC//lolC//uvrB//ileS//rcnR//folE//uraA//dmsB//yebC//ybhA//pldB//trmA//intS//waaJ//pyrL//pepB//xylE//nuoN//ymgF//pyrE//proV//modC//yeaD//xylR//yiiM//appC//mltB//yfdR//msrB//kdpD//alsB//acrA//focA//
GO_0006400_7	ribB//intZ//emrY//yiaO//argT//napB//mdaB//ruvB//galT//phnJ//waaF//miaA//degQ//paaC//rihA//yjcE//yfcR//yfgO//ybaO//tusA//brnQ//insE-1//gcvA//pgl//arnE//amiC//puuA//alsA//rbbA//nuoI//clpS//ybjN//fimZ//relB//glpA//nanS//gdhA//ygeA//groS//yfbS//gloA//bglA//lpcA//sapF//tcyJ//slyD//rplW//recB//tolC//
GO_0006401_6	phoB//entS//rutD//aspC//yghU//yfeO//ldtD//ygfX//mlc//yebQ//rhtA//nlpI//exbB//glcC//yjjQ//mrr//csgF//soxR//shoB//ygeA//rna//abpA//
GO_0006402_7	gloB//truC//tcyJ//tomB//yidP//der//dosP//rutA//phoA//cynS//rseP//
GO_0006412_6	coaA//sstT//tcdA//cra//melA//ydjL//rhmR//rpoE//msrQ//ruvA//setA//gph//citX//nrdE//hslU//gadA//paaJ//xdhB//fumC//yhaJ//yidL//dpiA//ycfH//mutY//pfkA//mliC//yciH//pdeD//yehD//yadI//yqaE//rclB//sdhB//mrcA//trmJ//yhcD//ygcW//sucB//ycbU//bioD2//yhhY//ubiC//bamC//ygiB//dtpB//recR//yeiL//dcp//hypD//ptsI//sufA//
GO_0006413_4	abgA//treF//pgpC//
GO_0006414_6	frdD//lepB//betI//ssuB//yjhC//thiE//ravA//cbrA//rarD//
GO_0006415_7	solA//phoA//fadD//ghoS//entE//msrP//yfbU//
GO_0006417_7	hupB//icd//zraS//ybiY//leuO//rzpR//srlA//rluF//napF//gsiD//pflA//recD//trmJ//cyoE//rplN//recE//fucO//yhbS//tusE//gadB//murG//lpxM//cysK//priC//bioH//clpS//gcvP//menD//yhbX//lsrB//uidR//sad//chiP//lldP//yahK//arfB//ftsH//ndh//yahN//
GO_0006418_7	ymjB//yaiW//aspS//tolA//leuS//pgaA//yceK//ptsN//mlaC//abgT//ulaB//yfgO//insI4//yeaV//tisB//suhB//ulaB//aqpZ//pfkB//bglX//rnhA//adeP//hupA//btuR//ackA//
GO_0006419_8	argH//
GO_0006420_8	btuF//
GO_0006421_8	hokE//
GO_0006422_8	yfcS//
GO_0006423_8	tauB//
GO_0006424_8	pdeH//bepA//
GO_0006425_8	lptE//
GO_0006427_8	paaB//
GO_0006428_8	fabI//
GO_0006429_8	thiH//
GO_0006430_8	ydiF//sapD//
GO_0006431_8	malF//
GO_0006432_8	ompR//rsfS//
GO_0006433_8	citT//
GO_0006434_8	hicA//
GO_0006435_8	eamB//
GO_0006436_8	trpGD//
GO_0006437_8	sohB//
GO_0006438_8	chpS//
GO_0006446_8	srkA//xseA//minD//ccmF//fliL//ortT//tktA//
GO_0006448_8	glpD//rpoA//carB//rnb//truC//
GO_0006450_4	blc//metI//ftsQ//yihQ//tdcD//ygeR//aceA//pliG//yieL//yobF//
GO_0006451_7	alsE//
GO_0006457_3	rlmG//ycdX//nrdF//rayT//mhpC//prfC//phnC//cyoC//fadR//yafO//ackA//radA//yajL//yjjX//sdhD//rbsD//viaA//ulaC//feaR//mnmG//norW//mltG//rfaC//gudX//mglB//mdtQ//yfeR//moaE//adk//fdoI//yhaJ//mltC//fpr//rplM//glgB//opgD//gatC//mfd//kdsB//ompG//
GO_0006458_4	eutN//ydfH//ycjQ//narH//cutC//ycdY//ygcW//dmsB//
GO_0006464_6	tonB//malX//ralR//etp//gor//lolC//deoB//apaH//murA//yejB//creB//allB//yeaE//cdgI//hyfA//lrhA//yhaO//yhaM//rlmF//chbA//rpmH//sfmF//asd//wzc//nanR//hofC//chbG//pheM//thiG//tufA//gmd//rpsG//yccA//rcdA//rluC//focB//dsbG//glgS//cheB//diaA//thrS//pntB//yciT//rtcR//tauA//yiiE//ribC//cbpM//ydeP//cynT//arnT//dapB//ruvA//wcaC//fimD//mtr//ydfK//ychO//nimR//amiC//nupC//pliG//kch//ynfF//ilvL//dadA//mrcA//rplY//ppsR//ykfI//mdtQ//dxs//nuoM//nikB//mrp//glpX//fdnH//hcaC//csrD//allR//cspE//ptsI//rsmH//mltA//napC//yojI//gltX//holB//cueO//yafQ//yedX//araA//fdx//slyA//waaG//hfq//purB//rlmF//proP//hyfA//flgD//holA//baeS//bamD//rne//pntB//nikA//ibpB//dacD//rluB//erpA//yeeJ//ypdI//ompR//ubiE//ridA//dusB//dnaE//dgoK//yjjI//ptsG//mngR//mutY//nuoM//yhcD//hofQ//emrK//fixC//pagP//rlmI//nrfB//yieF//yidC//ttdR//glgB//frlA//ilvH//pheP//yhbS//ftnA//fruK//rzoD//
GO_0006465_6	prfB//dadA//ridA//
GO_0006468_7	envR//ybgP//gstA//moaA//intQ//lrp//uhpC//pykA//rfaF//pliG//pldB//rpsD//yggN//adeP//caiE//wecB//oppB//cmoA//zapA//zntA//dusC//exoX//yeiE//deoR//sgcR//rlmG//narV//mipA//hupA//nirD//fadB//ulaR//sugE//hyaD//ygeA//yoeE//araC//ygcW//fliG//nupC//tusB//secY//exoX//yagJ//trpA//treR//ihfA//bioD2//yiaA//gltB//fliZ//bamA//cdsA//
GO_0006470_7	cmk//priB//nanS//bamB//birA//nagB//csgB//fepC//selU//truD//yidP//gcvA//setA//ubiF//pdeL//dnaE//
GO_0006473_8	grpE//ftsY//ydcT//glcE//tcdA//mreD//torI//yhaC//sohB//glcE//hrsA//pnuC//
GO_0006474_6	rdgB//ydjM//mdh//hprS//gcvH//
GO_0006475_9	rimL//apt//
GO_0006476_8	tusC//cysA//pdeH//
GO_0006479_5	mepA//ddpA//sulA//cysP//tap//tolQ//nuoM//ridA//
GO_0006480_6	trpC//
GO_0006486_5	ybiI//
GO_0006490_5	appB//
GO_0006497_7	moeB//
GO_0006508_5	ybgP//afuB//sdhD//ampH//tdcA//livF//psuT//sfmH//rzpR//xapB//abpB//artM//kduD//abpA//fsr//mreD//patD//ppiA//yahO//alsK//btuC//dcyD//acrR//rnhB//nanC//mltF//yfhM//lepA//ynfE//norV//acs//pflA//fhuF//ybgP//ccmC//zwf//shoB//comR//hyfA//ycaN//sapB//recO//ldrB//ycgB//sucB//rmuC//mazG//rsgA//soxS//sbmC//acrA//vsr//citE//lldR//rcnB//
GO_0006515_7	tpiA//sdhA//btuD//dmsC//
GO_0006517_6	aroH//alkB//gmk//yfdG//
GO_0006518_5	xylG//csdA//fadR//malQ//narH//lolD//yihU//atoC//macA//yedA//glrR//fhuB//thrS//aroP//pbpG//trmA//lolC//yagG//insA-1//modA//ptrA//gcvT//hokB//ogrK//rpmC//mdlA//mlaB//leuA//cspI//ulaA//murC//pth//setB//cpxP//tehA//livJ//cynX//hyfR//araE//ispG//ubiC//yqeG//glyA//paaB//alkB//yhjC//dcuR//mltD//hyfR//tdcD//sdaA//gatC//rplI//cobC//sulA//fruB//panE//yedL//gntR//insE-1//rplX//flgD//pdeH//potD//soxR//melA//dsdA//rutB//polB//yafC//efp//talB//cobC//ldcC//ydjH//gadC//cas2//
GO_0006520_4	pphA//rplR//yhbQ//ogt//acrZ//setB//prmC//pepT//elaB//cheB//nfi//yqhD//ftsK//degP//yghO//gcvA//fumC//aaeA//yfiR//wbbK//ycfH//frvR//nikB//syd//rutE//lpcA//yidL//eutN//cydC//malK//ubiJ//dauA//pstC//mprA//ackA//ffh//trxA//ypdA//rhaD//obgE//yfeR//djlC//galT//umpG//agaV//ychF//yjhC//yajQ//hypD//ybdM//hycI//yieE//ompW//lapB//dsdX//yfhM//mglC//glnQ//thiI//mprA//cobB//metR//bamD//yfbS//rplC//rpiB//pdeD//ybhF//fadL//tyrA//cynT//casE//napC//lpoB//kefF//tadA//argO//queA//bglX//pheA//yahF//yfeW//rnpA//ubiH//yodD//dhaM//glpX//iscR//serA//fumA//rbfA//yjfP//fhuD//yaiV//mcrA//pepQ//yhhZ//tdcB//hisC//satP//ffh//tisB//pnp//yciA//yjhG//hemG//csgB//ygjR//rhlE//tdcR//fucP//ulaA//yfcF//hycH//gltP//arsR//paaA//ccmC//ibsD//lolC//oppC//yhbX//puuB//ygjH//frdA//pdeH//cpoB//marR//yjcS//lysP//aceA//livK//ydiF//yihV//cysZ//malG//wzzB//rutF//yejE//tatA//mfd//araD//sdiA//pykA//osmF//dnaX//mdtO//speG//hdfR//eutK//ybdH//dmsC//adiC//zapA//hypD//queA//yqjH//adhP//cysW//hscA//entC//yoeE//ygeV//dnaG//yadI//cusC//dps//narL//gadB//pgaB//acpT//gltI//alaC//gcvT//nupC//caiF//accC//yehB//modB//elaB//csgG//tar//topA//appB//gloC//yadN//yfcG//mltA//fliD//flgH//ldtB//fucI//ykgM//fimH//solA//ydfD//dhaL//ebgA//mscM//hflC//folX//napA//
GO_0006521_6	glk//yibF//aroL//
GO_0006522_7	modC//yidQ//bioD1//fumA//acrZ//umuC//mglC//
GO_0006523_8	queE//bcr//tpx//idnD//
GO_0006524_8	ycjU//dps//sfmD//
GO_0006525_7	pdhR//tehA//atpG//ftsP//fkpA//nupC//casE//ttcA//gntT//rssA//mog//nanR//manZ//tdcA//apt//patA//rpsO//pgi//sufD//mgtL//ybdH//
GO_0006526_8	dgcE//tcyL//tcyJ//kduI//yhaC//sdiA//lplA//rcnR//yjhI//cecR//ndk//ybiS//gcvR//
GO_0006527_8	glnQ//flgG//map//insB-2//ydbK//yafQ//cusS//dgcF//livM//
GO_0006528_6	mhpT//rraA//sapB//fadI//
GO_0006529_7	rcnB//mngA//
GO_0006530_7	elbB//opgH//
GO_0006531_7	yrfG//aroD//sfmH//atpA//exuR//rplF//gspJ//gsiD//
