#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	crl//yaiW//mtr//dnaG//
GO_0006139_4	tgt//rnhA//cycA//hokB//yeiG//ybaL//ada//rplM//cusB//zapA//thrA//fabD//yraK//yjjB//hdfR//yfaV//rlmH//yieL//ariR//fimC//lplT//fimH//cueO//dcuR//soxS//wecA//fryC//chaC//gpp//elfC//aroL//fabA//miaB//yibA//essD//ydjM//rluE//fumC//yjiQ//sucB//norV//fic//tsaE//lasT//pdxK//sgbU//ybdZ//yciE//appY//bcp//mepA//surE//uspG//fliM//hyfC//flhD//insI1//plsB//nuoE//yidR//priA//ygfI//yjaA//tdcD//cdd//yiaB//aspC//pfkA//yihI//lsrG//yaiW//cysC//caiB//epmB//leuE//hmp//aqpZ//ybjN//frsA//proA//dacC//yhdW//recC//phnH//pinR//trxC//dgcF//ftsY//hsrA//glvB//ybbY//hemB//yfhM//gltK//gadX//ugpE//murD//bipA//agaI//rfbC//yghO//fdoI//qseC//dgoA//gcvP//nrfC//yaiV//dinG//nikA//tnaB//cyoA//ygbI//gcd//wcaJ//ilvA//shoB//manA//tap//hflC//purC//trxA//opgE//groS//waaC//yhfK//cca//manA//hisF//ulaA//mutM//yfaE//mutS//aidB//parC//nrdB//glmM//zraR//ibsE//pliG//nuoH//asnC//hcaD//nudC//bamB//ybhP//pflA//modC//chaC//tamA//mltF//tdk//glpK//rraB//glgC//citE//xthA//hfq//nhaA//phnJ//yihL//cheZ//yhbX//ppsA//deaD//narG//fabZ//acrB//cra//yqcG//mnmC//pspA//ygdG//folE//glnQ//treA//mdtM//clsB//glnB//eamB//sapD//deaD//glk//frdC//fabB//asnA//mdtI//gloB//ydbD//iaaA//rhaT//yfcG//yfiR//pstS//thiM//vsr//mglA//yeaG//yjhC//mepS//fruB//sgcA//thrS//etp//fliZ//tsaB//zur//dgcQ//dgcQ//mutM//panC//hybB//nfo//ulaE//basS//cydC//murF//kduI//dcuA//sdaA//mlaF//proV//tolR//ribF//rffM//yibA//yggW//gyrB//opgB//yjhB//hybC//fadD//rpiR//proC//yoeE//gatB//trmD//gadA//caiD//rlmJ//dicC//ydeE//epmA//ndk//rpiR//metK//cydA//potE//purT//pstS//abgA//pepN//rpiB//waaJ//yjjI//ihfA//glvB//azoR//sufD//fimE//dnaN//ruvC//rstB//uvrD//tktA//nagK//yehY//aslB//menF//dsbB//amiA//rluA//gpmA//ggt//casC//ghrB//insI1//yoaB//rho//tauA//mtn//fetB//wzzB//plsX//trpGD//napA//ftsX//yccS//phnC//ratA//ydcP//rhaS//clsC//paaB//envR//yqaE//leuB//hisH//ftsZ//artJ//sodA//yjjX//gltD//rbsC//tufB//dppA//xanP//ilvL//flgI//era//aceK//astB//tbpA//menB//rpsL//mcbA//gmd//casC//cas3//rpsH//cadC//mhpR//eptB//lsrC//fliT//ygaZ//ydhJ//speA//murC//argO//cysH//mltD//ydiQ//yajL//ybiH//ssuC//nrdG//pncB//menD//higB//chiP//ycjR//sgcR//cspD//ebgA//gltI//yqaE//cof//csiD//fepD//nmpC//rluB//frdC//glpR//ccmE//nuoL//rpnB//etp//yfaX//ravA//ygiV//nuoE//fruK//yidC//pheT//pfkB//ibsE//fau//ychH//rihA//yggE//yneJ//yihL//murJ//cyoA//ugd//allS//lplA//potD//dgcQ//yfeD//glnH//dsbB//sbcB//glpK//yajR//manZ//ptsG//dfp//potF//dhaL//sfmF//potI//msrQ//rcsB//mreB//dgoA//smpB//ykgO//sgcR//baeR//acrF//dmlA//ydcR//phnK//cpdB//yfeW//trmO//recA//araE//yhaO//osmF//mscM//cpxR//glgC//cpoB//pyrB//dinQ//gloC//argC//mlc//secA//folE//mltB//mdoG//rhaT//potB//hcaB//yihS//betT//recF//cysC//yehA//ttdR//sgrT//pdxA//ubiB//phnL//yciK//rpoA//iraM//dcm//yfcR//rzpD//srmB//gnsB//caiE//dppD//msrQ//yjhI//glsA//hcaF//fadL//tsx//fsr//yhgF//yagI//tsf//mtfA//yhiM//ivy//yheT//ldhA//flgC//thrS//ibsB//caiB//mgtA//glxR//allD//rclC//gatZ//ydjE//yahB//marR//ubiX//lpoB//yihX//prpD//iclR//ung//hemD//ybcL//yraK//mmuM//dkgB//yheT//dtpB//mdtA//ykgF//gcvR//priB//maeA//recX//glsB//kdsB//ynjD//selA//insI-2//accB//yieF//msrP//ychH//cyaY//ccmG//lolA//insH-6//thiE//htrE//murE//araH//napD//ydaV//mdlA//mgtA//ppsR//rlmL//ybaL//yghU//cspB//ttdR//dicA//holE//yhdW//dgcN//mtlR//sdhE//yaiW//menD//gadE//yhbQ//puuP//gloA//rplL//ymfA//mepS//radA//manY//entF//thiH//pyrG//yjiX//purC//prmB//proP//pstS//tusC//accC//citC//ilvI//ftsN//tyrB//glxR//yphD//hokE//tabA//valS//menD//gltP//ilvC//nanC//fecC//dgcT//dinI//potI//cytR//gntU//nupX//artQ//rfaE//menE//lpxT//araD//modC//ccmG//mlaD//metI//sgrR//kdpC//ycbX//rlmJ//glnP//yhjB//fryC//qseC//nrfA//yhhT//galT//folC//rhmR//nfuA//pdeL//setB//glpX//ygcR//rep//yjiA//ybhR//ivbL//yjjV//yihR//ycgB//yhaV//ptsP//murQ//uxaC//kdpD//ampE//gadB//alkA//eno//thrA//pncB//aroL//
GO_0006140_6	yfcU//msrP//
GO_0006144_6	betI//fruB//ogrK//dgcQ//pfkB//metH//fixB//pspG//adhP//dmsB//
GO_0006145_7	ycaO//yghU//osmF//ybhG//
GO_0006146_8	allR//yjjG//
GO_0006148_9	frlA//
GO_0006149_9	mdoG//
GO_0006150_9	yfcG//
GO_0006152_7	accA//cysC//yfaL//nupG//sspA//aspS//
GO_0006154_6	fepC//
GO_0006161_9	accA//
GO_0006163_6	proB//fdnG//envR//yggT//zur//murJ//rplQ//ytfQ//mscS//ompC//zapD//glvC//ytfT//pgaB//secE//exbB//cvrA//yaaJ//frdC//tabA//ydcR//yidP//fhuC//gltI//malE//murB//trpGD//livJ//mnmE//chbB//sfmF//smpB//selD//dppF//insI-1//yajR//yehB//tatD//rep//abgT//mgtL//pgaB//pyrL//glsA//pdeH//gfcE//gmhB//phnM//mog//wcaB//cptB//zur//gspJ//hemN//
GO_0006164_7	bioD//gpt//sstT//rplK//potC//elfA//rpsG//pitA//ydcT//xanQ//nikE//ybjI//uvrC//mutS//cedA//dcuA//ubiE//fucK//bioP//nlpI//ybbW//nrfB//fecD//yidK//hslR//fbaA//sutR//matP//opgC//adeD//gmhB//satP//lolB//ispA//ymgA//pdxH//matP//acrE//dosP//sbcB//
GO_0006165_7	yhfK//yidH//frdB//fixA//appB//uxuA//pyrC//mdtF//kdsD//lnt//ydgA//rplY//dgoA//pepQ//dxs//yjbF//caiB//paaC//potC//
GO_0006166_6	napC//yadV//
GO_0006167_6	pdxH//
GO_0006168_7	yfgJ//mglB//
GO_0006171_9	crp//
GO_0006172_9	yahK//
GO_0006177_9	yhfS//sdhA//ulaR//
GO_0006178_7	yieF//
GO_0006183_9	evgS//
GO_0006188_9	dinJ//yiaM//yedA//preT//
GO_0006189_10	fimI//abgA//
GO_0006195_7	speD//pldB//
GO_0006203_8	lhr//yjjG//
GO_0006206_6	yggT//pagP//yedA//ybbY//rutC//recD//mscL//tehA//yihS//folA//sdhD//bacA//rplP//zapD//edd//rpnD//rnt//intZ//ptsP//cspI//rplS//yegD//nagE//ybgQ//cyoC//yfcU//
GO_0006207_8	yehD//pnp//yjcO//rutG//hda//
GO_0006208_7	sstT//nanT//yjbF//gmk//uspB//yhgF//pgaC//dinJ//tolB//ygfA//dtpD//lpxM//frmB//
GO_0006209_6	ibsA//
GO_0006210_8	gcvT//
GO_0006212_6	dgt//ghxQ//bamC//deoR//yiaU//sapB//hcaC//ycaO//glvC//uvrY//holE//
GO_0006213_6	fes//rfaE//ybhF//mdtG//yadK//yiiM//panF//yidE//epd//yphB//glpD//glrK//fepE//rffT//gltI//uidA//
GO_0006216_9	proV//
GO_0006217_9	mtlA//
GO_0006218_9	rhtB//
GO_0006220_6	fdoG//ftp//mcbA//nudF//yajR//bfr//yebK//cusS//yqhD//xylE//fadA//qseC//astC//dnaA//ycjW//yjtD//insK//dusB//yggX//prlF//
GO_0006221_7	btuD//motA//atoB//yraK//thiH//mazF//acnB//mcbR//ygiW//yheT//insE-1//nfuA//bamA//
GO_0006222_9	yqeF//
GO_0006225_9	dapD//
GO_0006226_9	yqgB//hisP//
GO_0006227_9	cueO//
GO_0006231_9	yiiE//
GO_0006233_9	puuD//
GO_0006235_9	glgP//
GO_0006241_9	modC//
GO_0006244_7	yidA//purF//eco//gfcE//yhfK//cho//nfsB//
GO_0006259_5	yccX//pflB//syd//hemG//polB//clsB//agaI//pgaA//yfcF//fhuF//putA//soxS//fimG//potG//nuoF//yidH//pyrC//frdC//dusB//rpmJ//insF-1//gapA//yidE//mdtF//lptE//gadE//spoT//envR//hslR//yoeB//artJ//atoS//glcB//fimI//mscK//gatD//glvB//eamB//kefC//ymfA//mmuP//suhB//paaA//edd//adiY//ybhI//yeaV//cra//tig//ccmF//mdtG//rpoS//oppD//nikC//yjhC//ydjM//ilvE//gudD//motA//mdtE//ratA//hflD//yieF//rsmI//dfp//rof//bssR//yjjQ//ynfK//cynT//rplR//rluC//trpA//idnK//araD//lgoT//uxuA//yjjB//livJ//ddlA//yphD//metH//hflC//glcF//ydcM//ftsA//torI//gpmM//ugpE//hisF//ybaM//adeD//tig//yhcD//chaC//gor//dcuS//ppiA//mdtP//pabB//ftsH//cdd//dosP//gatC//ycjD//cdh//mprA//ftp//prpB//yieL//yhjC//gdhA//aroH//ais//fixB//rsuA//frr//dpiA//ung//iscX//folD//katE//potI//cbrA//hslR//sbcD//parC//abpB//recX//csgD//dgcM//mdoG//parE//arsC//yneL//uvrY//ymfA//hsrA//yiaJ//yajQ//fliD//yjeH//xisE//ccmF//mioC//yajO//ybhJ//gcvA//
GO_0006260_6	gcl//iscA//dcp//fruB//yaaY//ygbM//ynaI//bssR//sbmC//tdcD//ynfH//moeB//yibA//bacA//waaB//rihA//ecpR//mreB//ubiC//envC//cusA//
GO_0006261_7	upp//queD//potD//fecA//rplQ//zitB//yijE//rcsB//yqeF//ydhJ//ybaT//hflK//
GO_0006265_6	ispA//lptG//cca//agaS//hypA//
GO_0006266_6	hybA//rpsI//seqA//
GO_0006267_5	dacA//
GO_0006268_9	cmk//udk//nuoN//
GO_0006269_6	dsdC//
GO_0006270_6	yjhH//tatD//pyrD//bioD1//alsE//betA//
GO_0006271_7	ubiD//mrdB//yiiD//
GO_0006274_6	coaA//
GO_0006275_7	yieH//uidR//plsC//hofN//crr//oxyR//glgS//hpf//phnC//
GO_0006276_3	cydA//yggD//truB//abgA//yebS//bamB//yidD//yfeW//
GO_0006281_6	dsbA//dnaB//insI-1//holA//appA//asnA//yjaA//phnN//ybiY//rpsO//pgaC//entD//idnO//hofN//mepS//wecC//sugE//cmk//rof//bamE//ilvB//uxaC//trmA//nikE//apt//rutC//ileS//greA//yghO//dcuB//zinT//yhaV//ydcP//uxaC//yihP//ygbI//rluC//treR//pykA//deaD//cydD//shoB//rimO//dut//rplN//rplJ//uspB//atpC//bluR//torA//arsR//rhmR//hslR//arcC//murP//
GO_0006283_8	yadI//
GO_0006284_7	yjaA//aspC//ychH//tas//rnc//cbeA//
GO_0006285_6	rlmH//nadA//opgC//cadB//yihR//
GO_0006288_8	bglJ//gltP//
GO_0006289_7	nagC//serB//
GO_0006298_7	gspJ//tusA//sufC//trxC//rutE//betT//upp//rpsM//ptrA//rbn//
GO_0006301_7	xseB//glnA//ygbN//trxA//
GO_0006302_7	holC//idnD//yhbS//asnA//fhuF//oxyR//fkpA//rhaT//ygiV//
GO_0006304_6	tamB//napA//caiF//fecD//btuF//raiA//ypdC//cheY//zwf//
GO_0006305_7	rhmR//dnaA//cmoA//adeQ//
GO_0006306_5	glk//entD//adhE//yphD//
GO_0006307_8	sfmD//mcbA//rplA//trmL//gadC//
GO_0006308_6	dppB//yjaA//gadX//upp//rppH//nudF//wzzB//rfaF//mrcA//fabZ//trpGD//selB//
GO_0006310_6	fabG//bcsQ//pphB//lldR//fabZ//entC//rhtA//sseA//yhgH//uacT//rpsN//agaS//ydjL//atpG//lptD//crcB//hmp//recQ//nupG//yjjV//yahN//satP//nudG//lpd//clpS//rplE//gnd//nirB//ccmD//ybiT//hybO//htrE//hisG//tcyL//agaV//yhbS//rnb//ubiG//rppH//otsA//livJ//tufB//kdsD//
GO_0006313_4	pyrF//paaB//mscS//rtcR//araE//glnD//nlpA//
GO_0006323_7	yihT//
GO_0006325_4	ygiB//
GO_0006351_6	mmuP//dnaN//nlpD//exuT//groS//fabR//crr//rhtC//focB//ycfL//pinE//paaX//torA//gloB//qseC//hybG//aceA//fabB//aaeB//murB//arnA//yhcN//ybgQ//hemH//potC//rtcR//waaJ//ygiS//rbn//priB//bluR//aroA//ybdH//lptC//dppA//putA//flgJ//nrfF//yjiM//mreB//tsf//comR//rfaQ//dcyD//ilvD//hsrA//yceK//sdhA//queF//atpF//amiD//hemC//era//yiiE//syd//rtcB//yddL//rpsD//waaC//fetA//htpX//adiC//yidR//dppC//citG//sfmF//etp//nudG//mgrB//ybiY//yrbG//cadC//pheA//kdgK//ydaV//rssB//entC//amiC//aphA//yphF//chbG//bioC//focB//nanC//mzrA//treR//dtd//lpxH//dosP//dgt//narX//rpoH//rcsB//aaeR//hflD//psuT//guaD//lapA//znuA//hisA//priB//yibA//nadD//hycA//tsgA//gltK//ftsZ//rfe//metI//rnhA//cptB//yhjG//ygeR//katG//fetA//hrsA//purA//yciH//glcB//
GO_0006352_7	fliZ//surE//agaI//ygaZ//
GO_0006353_7	yfhH//argG//
GO_0006354_7	slyD//yiaM//aidB//
GO_0006355_7	frwB//cdd//yagI//rutD//rsmE//cadA//msrQ//cusB//ftsZ//tdcD//ompL//ldtB//rfe//pflC//thiI//puuB//clpB//umpG//cysM//pheA//fruK//accD//yeaK//yneL//wcaB//rseP//hscB//trxA//rimP//ascF//ecpR//gcvP//pykA//uxaA//trmI//ybiJ//cyoB//lpoB//accB//tusE//yodD//greA//yrdA//ackA//fumA//melA//rbsB//emrD//rarD//ratA//rbn//mdtQ//atpD//ccmG//ybdN//valS//rpoD//feoB//rplR//pgl//yciH//dinB//menH//dcuB//gfcE//rdgC//ydeI//thiM//mngB//mocA//srlR//ddpA//waaJ//fumA//aroF//osmC//yihI//cpxA//mnmA//tsaB//intF//xylB//fdnG//pdxA//bioD//narQ//focA//trxC//yjaZ//fryB//paaG//frmR//higA//wzyE//ycfL//ycjY//yhdJ//gsiD//yiaF//hdfR//ompW//uup//yhjD//ubiJ//ecpR//lepA//tsaC//ybcM//idnK//pnuC//betI//cutC//yidP//csrD//ygaZ//yfeD//gapA//gcvH//rutR//mdfA//perR//dut//yidK//nrdD//srmB//stpA//ydeO//fdnI//ybjG//gstB//ybhI//ymgF//adeP//rodZ//atpE//ybiS//murI//fau//tcyJ//rplB//yghO//yoaA//ygiN//vsr//yqeA//baeS//galT//fucK//insK//flgC//hemL//cspE//cmtA//tdcD//lpxP//casD//yoeE//yjhB//iscA//diaA//kilR//cdgI//xthA//rplK//lexA//mgsA//dgcM//cas1//wcaB//rspB//mutL//yqgF//secA//cysD//yggD//marR//murG//galK//yhbX//csrA//yajQ//panD//rph//wecC//rlmB//prlF//mraZ//fadB//crl//dmsB//leuS//deoD//rrrQ//ispH//fic//sohB//yejB//gatD//ubiG//hslJ//mhpB//gpmA//rutB//betB//setB//phoQ//pdeH//guaD//ycdY//ydeP//ibaG//murP//aidB//rnr//xanQ//groS//aaeB//rpsJ//rapZ//dhaL//oppA//rluE//yadC//tufB//infC//yojI//thrB//ilvN//nirB//hpt//arsC//aspS//yhdZ//cspG//rfbX//ycbU//bglF//adiA//yfjR//waaB//fucP//setC//yhgF//gapC//sdaA//bfr//dnaN//tamA//yggX//rhaR//mntS//garP//dnaG//gatB//ygaV//rutG//arnF//narG//cysG//gstA//cheR//
GO_0006357_8	arsR//
GO_0006364_9	nfi//yobF//trmH//eutK//csgB//fes//asr//hscA//allR//pheT//cpxR//rbfA//ybaM//rimJ//ldrD//yehZ//phnO//tsf//pagP//fadK//lhr//hlyE//mdfA//gstB//abgT//yieE//mzrA//syd//fdoI//cspG//rplC//qseC//yadK//wzb//ispA//ptsP//maoP//glpX//atpA//lsrD//pinR//ydeE//lsrK//
GO_0006378_8	tatE//cheA//
GO_0006379_8	casD//
GO_0006382_8	yhiM//
GO_0006396_7	rpnC//dcd//prfB//kdpE//zapD//mglA//nrdB//tdcD//hyfF//mnmE//ygcW//menD//afuB//menF//citX//fimC//tilS//ybiO//waaL//casA//recN//folC//prfB//mngR//tauD//fimE//garR//pepQ//mdtF//trmJ//tsr//clpX//yhbY//recG//metN//ycbX//clsC//tabA//carB//kilR//nanK//galM//waaA//tig//uvrB//folM//rpe//recO//gnsB//ddpX//glsA//cusC//hofO//mtlA//betT//dtpC//yebQ//lipB//mhpB//yjaZ//sgcB//nrfB//cydA//psuG//murB//uspE//hcaB//hofP//ybcC//atpD//fbp//yjiM//rlmH//ycdX//yhhY//polA//queD//hemA//cysS//waaJ//tpiA//ybjN//nikB//ybiW//wecA//speC//osmY//uvrB//rrrQ//sdaB//ascG//priC//glnA//dgoT//proC//elbB//yhdW//cysN//ybaK//recB//arnB//ssuB//
GO_0006397_8	kefB//yegD//leuE//
GO_0006399_8	znuB//mscK//cpsB//atpA//yraH//tig//dmsA//azoR//rlmD//mdfA//yjeI//fieF//gntU//ygcO//artJ//csdA//exuR//rhlE//casC//dcuA//iscU//glgA//asnC//yjhB//fliK//hofC//ygjH//rutA//tus//yafS//ssuD//zapA//yibT//purB//ynfF//pdeK//mdoD//cheR//trpD//dnaN//fdrA//polB//hscC//yicJ//waaG//leuS//dinD//fepA//yaiP//uxuB//yhjD//ubiA//umuC//rhlB//leuS//fliZ//dsbB//yjiY//rfaG//speG//phnH//yagE//rsmC//pepA//ydhK//argT//csgA//atpC//opgG//rffT//rutR//fimD//allB//fhuF//pitB//cusF//nlpA//mdtL//chpS//yfbS//qorA//lyxK//
GO_0006400_7	flgI//rhaR//glnK//hslU//valS//tcdA//atoC//nadE//yghU//ycbX//mocA//frwD//adiC//codB//ubiB//maeA//marR//mngR//gutQ//pbpC//proX//ycjD//ilvE//cysD//ispA//ubiX//idnO//fruK//lsrK//rpsN//waaP//ftsX//ybdR//deoC//rpsT//chpB//hisF//rsmA//pyrD//dacD//nagC//csrD//artP//sgcX//yjjW//pinQ//ulaR//msrB//hsrA//
GO_0006401_6	higA//waaS//serA//yfiC//yidL//lysO//uof//phnK//cdsA//kbaY//rluB//dsdA//yjjI//yraI//elbB//rhaT//mltA//metE//rhtC//fhuB//yjjG//ssuB//
GO_0006402_7	fadA//dnaN//yidL//uxaA//pgsA//dhaL//orn//flhC//cyoD//ybiH//fimB//
GO_0006412_6	dgoA//nanK//lacI//dinI//rpsA//waaZ//yhcN//norW//zapA//gabD//ghrB//glcC//btuE//rluF//creB//glmS//rpoD//insA-2//pykF//waaY//relB//ykgM//arnT//srlR//nrfD//yajL//pta//dapD//borD//fabI//radD//rpiR//sad//ygiS//yfcF//lipB//yehY//fadL//glcF//adeQ//yibA//yfeD//paaD//rhlB//tolQ//ydcZ//hyaC//allC//hokE//ribD//tnaC//
GO_0006413_4	yraH//lnt//ybbY//
GO_0006414_6	nlpD//gpmM//eamB//nagA//caiT//livF//argF//potH//torI//
GO_0006415_7	yciK//mtlR//yhjR//yjhB//yehW//msrA//qseC//
GO_0006417_7	aqpZ//mscK//rpsA//blr//dapB//entB//ahpC//caiD//nusG//gmd//yfaX//thiE//marR//bepA//lolB//dacB//yibA//mlc//rimM//ycaO//nhaR//yceK//gabP//yajR//mgtA//mltF//deoC//paaF//ycjQ//ygiW//roxA//pyrC//sgrR//ghoS//rdgC//hisB//pflC//yraN//nrdI//
GO_0006418_7	ygiV//hslU//gapA//truD//rph//ftsQ//narP//mipA//metF//ykgM//yhaC//hisB//bamE//glmM//etp//zntR//ccmE//ycjY//ribC//atoS//fucK//dkgB//mrdB//fabG//ygjK//
GO_0006419_8	yggN//
GO_0006420_8	znuC//
GO_0006421_8	etp//
GO_0006422_8	afuB//
GO_0006423_8	setC//
GO_0006424_8	pgpC//uvrC//
GO_0006425_8	icd//
GO_0006427_8	rplE//
GO_0006428_8	alaA//
GO_0006429_8	fabG//
GO_0006430_8	mgsA//topA//
GO_0006431_8	amiB//
GO_0006432_8	fadK//aroE//
GO_0006433_8	tnaB//
GO_0006434_8	fetA//
GO_0006435_8	insK//
GO_0006436_8	proQ//
GO_0006437_8	fixA//
GO_0006438_8	rpe//
GO_0006446_8	nuoE//fadE//hyi//napC//cmk//ynaI//pepB//
GO_0006448_8	ycgB//mreB//rzpD//xylR//puuD//
GO_0006450_4	rbsB//frdD//hisC//mglA//pppA//pyrE//proV//murA//oppF//dnaT//
GO_0006451_7	yidD//
GO_0006457_3	oppC//tisB//etp//yidC//corA//yfcP//fruA//yehU//yghO//yidR//deaD//pdxH//fetB//rhlE//nikB//waaJ//yqcG//pnuC//lamB//fucP//artI//fsr//nrfB//rnhB//ydiZ//rluD//ftsP//pgm//thiC//trxC//ycgR//gabT//epmC//yihX//ppiA//yfhH//dsdA//rzoD//accB//ccmF//
GO_0006458_4	ybdN//yahN//lacI//yidK//argF//ymgF//asr//yiaO//
GO_0006464_6	glpB//cyoB//acpT//flgD//deoB//def//lapA//fliT//yiaA//thiL//mdh//artQ//uvrB//gadE//dgcQ//trmD//kbaY//napC//argO//plsC//rpiB//paaZ//mraY//cmoM//ykfM//ydfG//yiaB//rffG//fbaA//rnb//dapA//msrQ//araH//yheT//recA//ompW//pgaB//ubiC//hemE//mraY//csiD//fau//cbeA//kdsB//hofO//cysZ//yjjX//cnu//rutA//aspC//dsbA//iraP//yqhC//hda//afuC//zipA//rpmC//nuoL//fabG//glpT//ynfE//pyrD//caiD//nth//tusD//xylB//yqeF//insB-2//gltB//dedD//ddpX//pgaC//yafS//holD//ydhK//focA//pdeL//dgoK//paaK//ygcR//uxaB//entE//ybaE//glcE//ndk//cycA//aceB//tnaC//amiD//fimI//murE//rcsD//galP//paaB//mgsA//fliG//yahN//tolR//ispH//ybjG//waaS//yhbY//ompR//modC//prmA//ybiA//pepD//yphF//yjgX//cheY//psd//sohB//ydjE//hxpA//narX//yafO//obgE//yidZ//cho//add//livF//hcaC//ynbD//rhaT//umpH//gspJ//yhbQ//cspA//zraS//ompF//ygiW//ahr//tap//yjhH//allS//exuR//potE//mtgA//wzzB//bamB//adiY//lhr//
GO_0006465_6	copA//gadC//paaE//
GO_0006468_7	atoS//puuA//yjeH//treB//potF//maa//mutM//hycB//tabA//ybjG//hupA//casD//ykfM//mutM//yrdA//treA//yafO//cdh//fadE//arfB//ydcT//pheA//nfi//asnB//livH//sdhE//chbC//alkB//uacT//ymdB//yggD//ygjK//emrD//hemG//zapD//yhhZ//yadV//pepQ//sad//ulaR//rseP//mglB//lptG//fryC//dnaB//rpmJ//kdsC//ybbY//xseB//betA//nth//yajQ//rpnD//
GO_0006470_7	ydeP//gfcE//ahr//thiC//rsuA//citX//aaeR//ybhF//narK//yqiI//acrA//dgoR//exbB//rluB//cdh//ybcJ//
GO_0006473_8	norW//ftsQ//lolC//ygjK//atpE//mqsR//agaR//ptsH//gshA//folE//viaA//panE//
GO_0006474_6	mntS//gadE//nudG//holB//ccmA//
GO_0006475_9	rpsD//ybdG//
GO_0006476_8	phnH//moeA//nanR//
GO_0006479_5	eutB//rzoR//zapC//malQ//ymfA//nei//serB//yggF//
GO_0006480_6	shiA//
GO_0006486_5	yqiG//
GO_0006490_5	ybhF//
GO_0006497_7	nuoB//
GO_0006508_5	ygiB//cpdB//parE//ddlA//cyoC//sucC//rdgC//flgE//xdhB//treF//napD//xylE//yibA//csiR//umuD//dnaQ//zipA//gltK//pspD//paaX//ansA//bamA//hofM//yadM//ruvC//melA//fhlA//argA//yfiE//tsx//mdlB//uspB//iaaA//tsx//kup//fimC//alaE//mtfA//paaE//cutC//mukB//hemL//bacA//iscX//fkpB//speB//ghxQ//yghB//phnO//tusE//caiT//yddG//ttdB//metC//waaA//
GO_0006515_7	polA//qseB//yefM//yehX//
GO_0006517_6	fepB//aroD//sufC//rffM//
GO_0006518_5	wecE//pcnB//tdcA//narI//mutY//yraH//fbp//kdgR//yggF//rbsA//torZ//norW//fliT//ydfG//acpS//essD//ygjH//aceF//gor//sdaB//ycgV//nemA//yegV//lptB//paaC//deoC//bluR//gcvT//tamB//shoB//yebK//hisI//mug//tauC//sgcR//ratA//amyA//tauA//pinR//fadM//ybiS//mdtF//setA//purA//hipA//ybaM//ascB//gstA//azoR//copA//sbcB//gfcE//yhaV//phnI//waaG//sixA//rlpA//yfcG//recB//hcaD//ybiX//nudC//intZ//rstB//baeR//otsA//relB//thiP//ycdX//dmsC//ttdB//dmsB//mdtJ//waaL//fepA//ompR//znuC//
GO_0006520_4	barA//zraS//mipA//hyaA//rlmF//folD//dcp//clpA//hflD//ybhG//holA//lpxH//uspF//rhaR//fadI//ygcO//astB//cobS//ydiB//elfD//yiaM//pinR//rutD//yejA//ilvD//rcsC//srlA//wcaB//csgG//potH//yjjX//gatB//cysQ//ydjM//puuR//bglA//kgtP//chpS//yahB//glcB//rpsG//ybfE//xanP//rlmI//miaA//mdtF//tcyL//acrZ//rpsL//ypdC//lpoA//tdk//yifB//ilvE//ldhA//nagC//ftsP//fabR//rbsR//mak//sspA//garL//sfmH//msrQ//pyrG//yieF//murB//frlB//yfdG//lpcA//ybhP//yhbQ//dsbC//cynT//xylR//rna//nadK//fabH//cusC//insK//bluF//nlpD//fecD//sgcA//tag//ynhF//ccmC//yiaF//gadW//fhuC//yjbE//pflB//flgJ//yeeL//rplY//fabI//glnE//sohB//murE//kduI//gatB//tgt//rplB//potF//scpB//ftsI//ldtE//rzpR//rsmE//cysW//xerC//aroH//holD//ydiV//ftsA//pfkA//modA//lsrB//secE//pdxH//dgcT//selB//ydcM//ynbC//fabH//fepA//fabB//cysI//acrA//xerD//acpH//cobB//dapB//fadL//mtlA//mnaT//arnA//hemG//rpsK//yadC//hisI//narL//rpsS//glpF//puuR//rpmB//nrdG//deoA//ihfB//paaK//malK//sgcA//clcB//asnB//ribC//yjbF//yqaB//gluQ//gdhA//puuE//prpB//rnpA//lsrR//otsA//recR//ygjR//lplA//idnD//ibsE//rcnR//lsrG//murC//yjcS//galM//rcnR//torZ//aroD//icd//yjbB//tatC//ygcW//cusF//yjfF//hflK//ugpE//nfsB//ypdB//ygaH//priC//mutT//glsB//rplK//plsX//tsaE//glyS//bioA//envZ//mtfA//puuP//yraH//thiG//secG//
GO_0006521_6	ynbC//ompT//ydhQ//
GO_0006522_7	wzyE//insE-1//lysR//thrS//tqsA//etp//mepH//
GO_0006523_8	ybaO//waaB//csgG//tdh//
GO_0006524_8	fpr//rimM//trmJ//
GO_0006525_7	bluF//yeiE//mdtC//mdtF//iraD//rcsD//hcp//umpG//zur//mocA//dppB//cysC//yddA//ghxQ//nupX//smrA//glcC//nlpD//menH//ycfJ//mrcB//
GO_0006526_8	rplJ//allS//bamB//moaB//hflD//wzc//sgcA//cbl//rluB//hemH//gutQ//glpF//appA//
GO_0006527_8	fecC//sad//yjjU//pflC//ssuB//ribC//flgD//ppsA//ymgC//
GO_0006528_6	puuB//elyC//pheM//narY//
GO_0006529_7	gntR//manZ//
GO_0006530_7	fau//glmS//
GO_0006531_7	cysE//pgaD//nikD//ilvE//phnI//prkB//surE//osmC//
