# From /Users/Daniela/Documents/CCG/datasets/GOs/scripts/get_uniq_lowest_levels_v2.pl on Tue Oct  2 15:34:09 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/v2/all_go_levels_extended.txt
GO ID	GO level	Total Genes	Genes in GO	GO name
GO:0090304	5	445	aaeR,abgR,acrR,ada,adk,alaS,alkA,alkB,argR,argS,arsR,ascG,asnS,aspS,baeR,bolA,caiF,cas1,cas2,cas3,casD,casE,cca,cecR,cho,chpB,cmoA,cmoB,cmoM,cnu,crp,cspA,csrD,cueR,cysB,cysS,dam,dbpA,dcm,dcuR,deaD,decR,dhaR,dicA,dicC,dinB,dinG,dinJ,dmlR,dnaA,dnaB,dnaC,dnaE,dnaG,dnaJ,dnaN,dnaQ,dnaT,dnaX,dsdC,dtd,dusC,endA,epmA,eutR,exoX,feoC,fhlA,fimB,fimE,flhC,flhD,fmt,frlR,frvR,gadW,gadX,galR,gcvA,gcvR,ghoS,glnS,glrR,gltX,gluQ,glyS,gph,greA,greB,gyrA,gyrB,hda,helD,hicA,hicB,higB,hipB,hisS,hofM,hofN,hofO,hofP,hofQ,holA,holB,holC,holD,holE,hprR,hrpA,hsdM,hsdR,hupA,hupB,hyfR,hypT,ihfA,ihfB,ileS,insA-1,insA-2,insB-2,insB-4,insE-1,insH-6,insI-1,intE,intQ,intS,intZ,iscS,lasT,leuS,lexA,lhr,ligA,ligB,lrhA,lsrR,lysS,lysU,mazF,mcrA,mcrB,metG,mfd,miaA,miaB,mlc,mnmA,mnmC,mnmE,mnmG,mprA,mqsR,mrr,mug,mutH,mutL,mutM,mutS,mutT,mutY,nanR,nei,nfi,nfo,nth,nudG,nusG,ogt,orn,paaX,parC,parE,pcnB,pepA,perR,pgrR,pheS,pheT,pinE,pinQ,pinR,pnp,polA,polB,priA,priB,priC,prlC,proS,psuG,puuR,qseB,queA,radA,radD,ralR,rapZ,rarA,rayT,rbfA,rbn,rcdA,rclR,rcsA,rcsB,recA,recB,recC,recD,recE,recF,recG,recJ,recN,recQ,recR,recT,relB,relE,rep,rfaH,rhaR,rhlB,rhlE,rho,rimM,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rmuC,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,rph,rplA,rpnA,rpnB,rpnC,rpnD,rpoA,rpoH,rpoS,rppH,rpsI,rpsK,rpsL,rpsO,rpsP,rraA,rraB,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,rtcB,rusA,ruvA,ruvB,ruvC,sbcB,sbcC,sbcD,selA,selD,selU,serS,sfsB,sgcR,smrA,srmB,ssb,stpA,symE,tadA,tag,tatD,tcdA,tdk,tgt,thiI,thrS,tilS,tmcA,topA,topB,torI,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,trpS,truA,truB,truC,truD,tsaB,tsaC,tsaD,tsaE,ttcA,ttdR,tus,tusA,tusB,tusC,tusD,tusE,tyrS,uidR,ulaR,umuC,umuD,ung,uvrA,uvrB,uvrC,uvrD,uxuR,valS,vsr,xerC,xerD,xisE,xseA,xseB,xthA,yafC,yafO,yafQ,yagI,yahB,yaiV,yaiW,yajD,ybaQ,ybcC,ybeF,ybeY,ybhD,ybhP,ybjD,ycaN,ycdX,ycfH,yciT,yciV,ycjD,ycjW,ydaC,ydaV,ydcI,ydcM,ydcR,yddM,ydeO,ydfH,ydiP,ydiZ,yebG,yebK,yeeY,yeiE,yeiL,yfaX,yfeR,yfhH,yfiC,yfiE,yfiF,ygbI,ygdG,ygeV,ygfI,yghO,ygjH,yhaJ,yhaV,yhbQ,yhbY,yhdJ,yhgH,yhhZ,yhjB,yhjC,yiaU,yidL,yidP,yidZ,yihL,yihW,yijO,yjhI,yjiQ,yjiR,yjjV,yjtD,ykgA,ymfK,yneJ,yoaA,yoeB,yqgF,yqhC,yraN,zraR,zur,	nucleic acid metabolic process
GO:0016070	6	294	aaeR,abgR,acrR,adk,alaS,alkB,argS,arsR,ascG,asnS,aspS,baeR,bolA,caiF,cas3,casE,cca,cecR,chpB,cmoA,cmoB,cmoM,cnu,crp,cspA,csrD,cueR,cysB,cysS,dbpA,dcuR,deaD,decR,dhaR,dicA,dicC,dinJ,dmlR,dnaG,dsdC,dtd,dusC,epmA,eutR,feoC,fhlA,flhC,flhD,fmt,frlR,frvR,gadW,gadX,galR,gcvA,gcvR,ghoS,glnS,glrR,gltX,gluQ,glyS,greA,greB,gyrA,gyrB,hicA,hicB,higB,hipB,hisS,hprR,hrpA,hupA,hupB,hyfR,hypT,ihfA,ihfB,ileS,iscS,lasT,leuS,lexA,lhr,lrhA,lsrR,lysS,lysU,mazF,metG,miaA,miaB,mlc,mnmA,mnmC,mnmE,mnmG,mprA,mqsR,nanR,nusG,orn,paaX,pcnB,pepA,perR,pgrR,pheS,pheT,pnp,proS,psuG,puuR,qseB,queA,radD,rapZ,rbfA,rbn,rcdA,rclR,rcsA,rcsB,recG,relB,relE,rfaH,rhaR,rhlB,rhlE,rho,rimM,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,rph,rplA,rpoA,rpoH,rpoS,rppH,rpsI,rpsK,rpsL,rpsO,rraA,rraB,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,rtcB,selA,selD,selU,serS,sfsB,sgcR,srmB,stpA,symE,tadA,tatD,tcdA,tgt,thiI,thrS,tilS,tmcA,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,trpS,truA,truB,truC,truD,tsaB,tsaC,tsaD,tsaE,ttcA,ttdR,tusA,tusB,tusC,tusD,tusE,tyrS,uidR,ulaR,uxuR,valS,yafC,yafO,yafQ,yagI,yahB,yaiV,yaiW,ybaQ,ybeF,ybeY,ybhD,ycaN,yciT,yciV,ycjW,ydcI,ydcR,yddM,ydeO,ydfH,ydiP,ydiZ,yebK,yeeY,yeiE,yeiL,yfaX,yfeR,yfhH,yfiC,yfiE,yfiF,ygbI,ygeV,ygfI,yghO,ygjH,yhaJ,yhaV,yhbY,yhjB,yhjC,yiaU,yidL,yidP,yidZ,yihL,yihW,yijO,yjhI,yjiR,yjtD,ykgA,ymfK,yneJ,yoeB,yqgF,yqhC,zraR,zur,	RNA metabolic process
GO:0006396	7	102	alaS,casE,cca,cmoA,cmoB,cmoM,dusC,fmt,gluQ,hrpA,iscS,lasT,miaA,miaB,mnmA,mnmC,mnmE,mnmG,pcnB,queA,rapZ,rbfA,rbn,rimM,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rnc,rnd,rne,rng,rnpA,rnr,rnt,rph,rplA,rpsI,rpsK,rpsL,rpsO,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,rtcB,selD,selU,tadA,tcdA,tgt,thiI,tilS,tmcA,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,truA,truB,truC,tsaB,tsaC,tsaD,tsaE,ttcA,tusA,tusB,tusC,tusD,tusE,ybeY,yfiC,yfiF,yhbY,yqgF,	RNA processing
GO:0034470	8	94	alaS,cca,cmoA,cmoB,cmoM,dusC,fmt,gluQ,iscS,lasT,miaA,miaB,mnmA,mnmC,mnmE,mnmG,queA,rbfA,rbn,rimM,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rnd,rne,rng,rnpA,rnr,rnt,rph,rplA,rpsI,rpsK,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,selD,selU,tadA,tcdA,tgt,thiI,tilS,tmcA,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,truA,truB,truC,tsaB,tsaC,tsaD,tsaE,ttcA,tusA,tusB,tusC,tusD,tusE,ybeY,yfiC,yfiF,yhbY,yqgF,	ncRNA processing
GO:0034471	9	4	rne,rnpA,yhbY,yqgF,	ncRNA 5'-end processing
GO:0099116	10	1	rnpA,	tRNA 5'-end processing
GO:0001682	11	1	rnpA,	tRNA 5'-leader removal
GO:0000967	10	3	rne,yhbY,yqgF,	rRNA 5'-end processing
GO:0006364	9	43	rbfA,rimM,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rne,rng,rph,rplA,rpsI,rpsK,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,tmcA,ybeY,yfiF,yhbY,yqgF,	rRNA processing
GO:0031125	10	1	rph,	rRNA 3'-end processing
GO:0000154	7	32	rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,tmcA,yfiF,	rRNA modification
GO:0031167	6	24	rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,yfiF,	rRNA methylation
GO:0070475	7	19	rlmA,rlmC,rlmD,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmN,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmJ,	rRNA base methylation
GO:0070476	7	2	rlmL,rsmG,	rRNA (guanine-N7)-methylation
GO:0000451	7	5	rlmB,rlmE,rlmM,rsmI,yfiF,	rRNA 2'-O-methylation
GO:0000453	8	5	rlmB,rlmE,rlmM,rsmI,yfiF,	enzyme-directed rRNA 2'-O-methylation
GO:1990882	8	1	tmcA,	rRNA acetylation
GO:1904812	9	1	tmcA,	rRNA acetylation involved in maturation of SSU-rRNA
GO:0031118	8	7	rluA,rluB,rluC,rluD,rluE,rluF,rsuA,	rRNA pseudouridine synthesis
GO:0000455	9	7	rluA,rluB,rluC,rluD,rluE,rluF,rsuA,	enzyme-directed rRNA pseudouridine synthesis
GO:0000470	10	1	rplA,	maturation of LSU-rRNA
GO:0030490	10	5	rbfA,rimM,rpsI,rpsK,ybeY,	maturation of SSU-rRNA
GO:0000462	11	2	rpsI,rpsK,	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0008033	9	56	alaS,cca,cmoA,cmoB,cmoM,dusC,fmt,gluQ,iscS,lasT,miaA,miaB,mnmA,mnmC,mnmE,mnmG,queA,rbn,rlmN,rluA,rluF,rnd,rne,rnpA,rnt,rph,selD,selU,tadA,tcdA,tgt,thiI,tilS,tmcA,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,truA,truB,truC,tsaB,tsaC,tsaD,tsaE,ttcA,tusA,tusB,tusC,tusD,tusE,yfiC,	tRNA processing
GO:0042780	10	3	cca,rnt,rph,	tRNA 3'-end processing
GO:0001680	11	1	cca,	tRNA 3'-terminal CCA addition
GO:0006400	7	49	alaS,cmoA,cmoB,cmoM,dusC,fmt,gluQ,iscS,lasT,miaA,miaB,mnmA,mnmC,mnmE,mnmG,queA,rlmN,rluA,rluF,selD,selU,tadA,tcdA,tgt,thiI,tilS,tmcA,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,truA,truB,truC,tsaB,tsaC,tsaD,tsaE,ttcA,tusA,tusB,tusC,tusD,tusE,yfiC,	tRNA modification
GO:0035600	8	1	miaB,	tRNA methylthiolation
GO:0070329	5	2	selD,selU,	tRNA seleno-modification
GO:0051391	8	1	tmcA,	tRNA acetylation
GO:0034227	8	8	mnmA,thiI,ttcA,tusA,tusB,tusC,tusD,tusE,	tRNA thio-modification
GO:0002937	9	1	thiI,	tRNA 4-thiouridine biosynthesis
GO:0002143	9	6	mnmA,tusA,tusB,tusC,tusD,tusE,	tRNA wobble position uridine thiolation
GO:0019988	7	1	fmt,	charged-tRNA amino acid modification
GO:0071951	8	1	fmt,	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0002097	8	19	cmoA,cmoB,cmoM,gluQ,mnmA,mnmC,mnmE,mnmG,queA,selU,tadA,tgt,tilS,tmcA,tusA,tusB,tusC,tusD,tusE,	tRNA wobble base modification
GO:0002101	9	2	tilS,tmcA,	tRNA wobble cytosine modification
GO:0002136	10	1	tilS,	tRNA wobble base lysidine biosynthesis
GO:0002098	9	13	cmoA,cmoB,cmoM,mnmA,mnmC,mnmE,mnmG,selU,tusA,tusB,tusC,tusD,tusE,	tRNA wobble uridine modification
GO:0002100	9	1	tadA,	tRNA wobble adenosine to inosine editing
GO:0002099	9	2	queA,tgt,	tRNA wobble guanine modification
GO:0030488	6	16	cmoM,lasT,miaB,mnmC,mnmE,mnmG,rlmN,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,yfiC,	tRNA methylation
GO:0002128	7	4	lasT,trmH,trmJ,trmL,	tRNA nucleoside ribose methylation
GO:0002130	8	1	trmL,	wobble position ribose methylation
GO:0002132	9	1	trmL,	wobble position uridine ribose methylation
GO:0002131	9	1	trmL,	wobble position cytosine ribose methylation
GO:0002938	8	1	trmH,	tRNA guanine ribose methylation
GO:0002939	7	1	trmD,	tRNA N1-guanine methylation
GO:0031119	8	6	iscS,rluA,rluF,truA,truB,truC,	tRNA pseudouridine synthesis
GO:0002943	8	1	dusC,	tRNA dihydrouridine synthesis
GO:0101030	8	1	tgt,	tRNA-guanine transglycosylation
GO:0002949	8	4	tsaB,tsaC,tsaD,tsaE,	tRNA threonylcarbamoyladenosine modification
GO:0061504	8	1	tcdA,	cyclic threonylcarbamoyladenosine biosynthetic process
GO:0043628	9	3	cca,rnt,rph,	ncRNA 3'-end processing
GO:0031123	8	5	cca,pcnB,rnt,rph,rpsO,	RNA 3'-end processing
GO:0031124	9	2	pcnB,rpsO,	mRNA 3'-end processing
GO:0006378	8	2	pcnB,rpsO,	mRNA polyadenylation
GO:0006397	8	3	hrpA,pcnB,rpsO,	mRNA processing
GO:0000966	8	4	rne,rnpA,yhbY,yqgF,	RNA 5'-end processing
GO:0008380	8	1	rpsL,	RNA splicing
GO:0000375	9	1	rpsL,	RNA splicing, via transesterification reactions
GO:0000376	10	1	rpsL,	RNA splicing, via transesterification reactions with guanosine as nucleophile
GO:0000372	11	1	rpsL,	Group I intron splicing
GO:0043631	7	2	pcnB,rpsO,	RNA polyadenylation
GO:0009451	6	83	alaS,alkB,cmoA,cmoB,cmoM,dusC,fmt,gluQ,hrpA,iscS,lasT,miaA,miaB,mnmA,mnmC,mnmE,mnmG,pcnB,psuG,queA,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,selD,selU,tadA,tcdA,tgt,thiI,tilS,tmcA,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,truA,truB,truC,truD,tsaB,tsaC,tsaD,tsaE,ttcA,tusA,tusB,tusC,tusD,tusE,yfiC,yfiF,yjtD,	RNA modification
GO:0016556	7	1	truB,	mRNA modification
GO:1990481	8	1	truB,	mRNA pseudouridine synthesis
GO:0001522	7	13	iscS,psuG,rluA,rluB,rluC,rluD,rluE,rluF,rsuA,truA,truB,truC,truD,	pseudouridine synthesis
GO:0001510	5	40	cmoM,lasT,miaB,mnmC,mnmE,mnmG,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,yfiC,yfiF,yjtD,	RNA methylation
GO:0036265	6	4	rlmL,rsmG,trmB,trmI,	RNA (guanine-N7)-methylation
GO:1990884	7	1	tmcA,	RNA acetylation
GO:0016553	7	1	tadA,	base conversion or substitution editing
GO:0006382	8	1	tadA,	adenosine to inosine editing
GO:0090501	7	32	casE,chpB,ghoS,hicA,higB,mazF,mqsR,orn,pnp,rbn,relE,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,symE,tatD,yafO,yafQ,ybeY,yciV,ydiZ,yhaV,yoeB,	RNA phosphodiester bond hydrolysis
GO:0090503	8	8	orn,pnp,rbn,rnb,rnd,rnr,tatD,yciV,	RNA phosphodiester bond hydrolysis, exonucleolytic
GO:0042779	8	1	rbn,	tRNA 3'-trailer cleavage
GO:0034414	9	1	rbn,	tRNA 3'-trailer cleavage, endonucleolytic
GO:0000469	8	1	ybeY,	cleavage involved in rRNA processing
GO:0000478	9	1	ybeY,	endonucleolytic cleavage involved in rRNA processing
GO:0090502	8	21	casE,chpB,ghoS,hicA,higB,mazF,mqsR,rbn,relE,rna,rnc,rnhA,rnhB,rnlA,rnpA,symE,yafO,yafQ,ybeY,ydiZ,yoeB,	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:1905267	9	1	rbn,	endonucleolytic cleavage involved in tRNA processing
GO:0006379	8	1	yoeB,	mRNA cleavage
GO:0098795	9	1	yoeB,	mRNA cleavage involved in gene silencing
GO:0042245	7	3	alkB,cca,rtcB,	RNA repair
GO:0070525	7	4	tsaB,tsaC,tsaD,tsaE,	tRNA threonylcarbamoyladenosine metabolic process
GO:0010501	7	9	cas3,dbpA,deaD,lhr,radD,recG,rhlB,rhlE,srmB,	RNA secondary structure unwinding
GO:0016071	7	15	hicA,hrpA,mazF,pcnB,relE,rne,rnlA,rnr,rppH,rpsO,rraB,symE,truB,yafQ,yoeB,	mRNA metabolic process
GO:0034660	7	122	alaS,argS,asnS,aspS,cca,cmoA,cmoB,cmoM,csrD,cysS,dtd,dusC,epmA,fmt,glnS,gltX,gluQ,glyS,hisS,ileS,iscS,lasT,leuS,lysS,lysU,mazF,metG,miaA,miaB,mnmA,mnmC,mnmE,mnmG,pheS,pheT,proS,queA,rbfA,rbn,rimM,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rnb,rnd,rne,rng,rnpA,rnr,rnt,rph,rplA,rpsI,rpsK,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,selA,selD,selU,serS,tadA,tcdA,tgt,thiI,thrS,tilS,tmcA,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,trpS,truA,truB,truC,tsaB,tsaC,tsaD,tsaE,ttcA,tusA,tusB,tusC,tusD,tusE,tyrS,valS,ybeY,yfiC,yfiF,ygjH,yhbY,yqgF,	ncRNA metabolic process
GO:0016072	8	44	mazF,rbfA,rimM,rlmA,rlmB,rlmC,rlmD,rlmE,rlmF,rlmG,rlmH,rlmI,rlmJ,rlmL,rlmM,rlmN,rluA,rluB,rluC,rluD,rluE,rluF,rne,rng,rph,rplA,rpsI,rpsK,rsmA,rsmB,rsmC,rsmD,rsmE,rsmF,rsmG,rsmH,rsmI,rsmJ,rsuA,tmcA,ybeY,yfiF,yhbY,yqgF,	rRNA metabolic process
GO:0006399	8	82	alaS,argS,asnS,aspS,cca,cmoA,cmoB,cmoM,cysS,dtd,dusC,epmA,fmt,glnS,gltX,gluQ,glyS,hisS,ileS,iscS,lasT,leuS,lysS,lysU,metG,miaA,miaB,mnmA,mnmC,mnmE,mnmG,pheS,pheT,proS,queA,rbn,rlmN,rluA,rluF,rnb,rnd,rne,rnpA,rnt,rph,selA,selD,selU,serS,tadA,tcdA,tgt,thiI,thrS,tilS,tmcA,trmA,trmB,trmD,trmH,trmI,trmJ,trmL,trmO,trpS,truA,truB,truC,tsaB,tsaC,tsaD,tsaE,ttcA,tusA,tusB,tusC,tusD,tusE,tyrS,valS,yfiC,ygjH,	tRNA metabolic process
GO:0090305	6	81	cas1,cas2,cas3,casE,cho,chpB,dnaN,dnaQ,endA,exoX,ghoS,hicA,higB,holB,holD,hsdR,mazF,mcrA,mcrB,mqsR,mrr,mutH,mutM,nei,nfi,nfo,orn,pnp,polA,polB,ralR,rbn,recB,recC,recD,recJ,relE,rna,rnb,rnc,rnd,rne,rng,rnhA,rnhB,rnlA,rnpA,rnr,rnt,rph,rpsP,rusA,ruvC,sbcB,sbcC,sbcD,smrA,symE,tatD,uvrA,uvrB,uvrC,vsr,xseA,xseB,xthA,yafO,yafQ,yajD,ybcC,ybeY,yciV,ycjD,ydiZ,ygdG,yhaV,yhbQ,yhhZ,yoeB,yqgF,yraN,	nucleic acid phosphodiester bond hydrolysis
GO:0033683	7	1	cho,	nucleotide-excision repair, DNA incision
GO:0006259	5	148	ada,alkA,alkB,argR,cas1,cas2,cas3,casD,dam,dcm,dinB,dinG,dnaA,dnaB,dnaC,dnaE,dnaG,dnaJ,dnaN,dnaQ,dnaT,dnaX,endA,exoX,fimB,fimE,gph,gyrA,gyrB,hda,helD,hofM,hofN,hofO,hofP,hofQ,holA,holB,holC,holD,holE,hsdM,insA-1,insA-2,insB-2,insB-4,insE-1,insH-6,insI-1,intE,intQ,intS,intZ,ligA,ligB,mcrB,mfd,mug,mutH,mutL,mutM,mutS,mutT,mutY,nei,nfo,nth,nudG,ogt,orn,parC,parE,pepA,pinE,pinQ,pinR,polA,polB,priA,priB,priC,prlC,radA,radD,rarA,rayT,recA,recB,recC,recD,recE,recF,recJ,recN,recQ,recR,recT,rep,rmuC,rnhA,rnhB,rnt,rpnA,rpnB,rpnC,rpnD,rpsP,rtcB,rusA,ruvA,ruvB,ruvC,sbcB,sbcC,sbcD,smrA,ssb,tag,tatD,tdk,topA,topB,torI,tus,umuC,umuD,ung,uvrA,uvrD,vsr,xerC,xerD,xisE,ybhP,ybjD,ycdX,ycfH,yciV,ydaC,ydaV,ydcM,yebG,ygdG,yhdJ,yhgH,yjiQ,yjjV,yoaA,	DNA metabolic process
GO:0006266	6	3	ligA,ligB,rtcB,	DNA ligation
GO:0051103	7	2	ligA,ligB,	DNA ligation involved in DNA repair
GO:0006288	8	2	ligA,ligB,	base-excision repair, DNA ligation
GO:0006260	6	21	dam,dnaA,dnaB,dnaC,dnaJ,dnaT,dnaX,hda,holA,holB,ligA,ligB,polA,polB,priA,priC,prlC,rarA,rep,uvrD,ydaV,	DNA replication
GO:0006261	7	12	dam,dnaT,dnaX,holA,holB,polA,polB,priA,priC,rarA,rep,uvrD,	DNA-dependent DNA replication
GO:0044786	4	1	rep,	cell cycle DNA replication
GO:0044787	5	1	rep,	bacterial-type DNA replication
GO:0070581	8	1	uvrD,	rolling circle DNA replication
GO:0045005	6	7	dnaQ,exoX,polB,rnt,ruvC,tus,uvrD,	DNA-dependent DNA replication maintenance of fidelity
GO:0043111	7	1	tus,	replication fork arrest
GO:0071807	8	1	tus,	replication fork arrest involved in DNA replication termination
GO:0031297	7	2	ruvC,uvrD,	replication fork processing
GO:0071932	8	1	ruvC,	replication fork reversal
GO:0045004	7	4	dnaQ,exoX,polB,rnt,	DNA replication proofreading
GO:0006285	6	5	alkA,mug,mutM,nth,ung,	base-excision repair, AP site formation
GO:0097510	7	1	ung,	base-excision repair, AP site formation via deaminated base removal
GO:0006265	6	5	gyrA,gyrB,parC,parE,topA,	DNA topological change
GO:0071139	6	2	xerC,xerD,	resolution of recombination intermediates
GO:0006270	6	6	dam,dnaA,hda,priA,priB,priC,	DNA replication initiation
GO:1902292	4	1	dam,	cell cycle DNA replication initiation
GO:1902328	5	1	dam,	bacterial-type DNA replication initiation
GO:0006304	6	9	ada,alkA,alkB,dam,dcm,hsdM,ogt,tag,yhdJ,	DNA modification
GO:0006305	7	4	dam,dcm,hsdM,yhdJ,	DNA alkylation
GO:0006306	5	4	dam,dcm,hsdM,yhdJ,	DNA methylation
GO:0032776	6	1	dcm,	DNA methylation on cytosine
GO:0090116	7	1	dcm,	C-5 methylation of cytosine
GO:0032775	6	3	dam,hsdM,yhdJ,	DNA methylation on adenine
GO:0035510	7	5	ada,alkA,alkB,ogt,tag,	DNA dealkylation
GO:0006307	8	5	ada,alkA,alkB,ogt,tag,	DNA dealkylation involved in DNA repair
GO:0044728	7	6	ada,alkB,dam,dcm,hsdM,yhdJ,	DNA methylation or demethylation
GO:0006310	6	43	argR,fimB,fimE,helD,insA-1,insA-2,insB-2,insB-4,insE-1,insH-6,insI-1,intE,intQ,intZ,pepA,pinE,pinQ,pinR,priA,radA,rarA,rayT,recA,recB,recC,recD,recJ,recN,recQ,rmuC,rpnA,rpnB,rpnC,rpnD,ruvA,ruvB,ruvC,ssb,topB,xerC,xisE,ydcM,yjiQ,	DNA recombination
GO:0042150	7	3	argR,pepA,xerC,	plasmid recombination
GO:0000725	7	6	radA,recN,ruvA,ruvB,ruvC,ssb,	recombinational repair
GO:0000724	8	1	recN,	double-strand break repair via homologous recombination
GO:0006313	4	7	insA-1,insA-2,insB-2,insB-4,insE-1,insH-6,insI-1,	transposition, DNA-mediated
GO:0015074	6	7	fimB,fimE,intE,intQ,intS,intZ,xerD,	DNA integration
GO:0006274	6	1	tus,	DNA replication termination
GO:0022616	6	3	dnaC,dnaN,ydaV,	DNA strand elongation
GO:0006271	7	3	dnaC,dnaN,ydaV,	DNA strand elongation involved in DNA replication
GO:0044349	6	1	torI,	DNA excision
GO:0033567	6	1	ygdG,	DNA replication, Okazaki fragment processing
GO:0006281	6	55	alkA,alkB,dam,dinB,dinG,dnaQ,dnaX,exoX,gph,ligA,ligB,mfd,mug,mutH,mutL,mutM,mutS,mutT,mutY,nei,nfo,nth,nudG,polA,polB,priA,radA,radD,recB,recC,recD,recF,recJ,recN,recQ,recR,rnhB,rnt,rtcB,rusA,ruvA,ruvB,ruvC,sbcC,sbcD,ssb,umuC,umuD,uvrA,uvrD,vsr,ybhP,ybjD,yebG,yoaA,	DNA repair
GO:0006284	7	6	alkA,mutM,mutY,nei,nfo,polA,	base-excision repair
GO:0006298	7	10	dam,exoX,mutH,mutL,mutS,mutY,rnhB,ssb,uvrD,vsr,	mismatch repair
GO:0070716	8	1	rnhB,	mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication
GO:1990516	9	1	rnhB,	ribonucleotide excision repair
GO:0000726	7	1	nfo,	non-recombinational repair
GO:0006289	7	2	mfd,uvrD,	nucleotide-excision repair
GO:0006283	8	1	mfd,	transcription-coupled nucleotide-excision repair
GO:0006302	7	9	priA,radD,recB,recC,recD,recF,recN,ybhP,ybjD,	double-strand break repair
GO:0006301	7	4	dinB,umuC,umuD,yoaA,	postreplication repair
GO:0043570	6	3	cas1,cas2,casD,	maintenance of DNA repeat elements
GO:0043571	7	3	cas1,cas2,casD,	maintenance of CRISPR repeat elements
